-0.00098959+0.00013789i,-0.0010465+3.1076e-05i,-0.0017747-0.000761i,-0.00095525-0.001323i,-0.00075886-0.00066522i,-0.0018694+0.00029908i,-0.0017515+0.00056928i,-0.0011116+0.00091771i,-0.00055337+0.0008227i,-2.9574e-05+0.00032366i,0.00020377+0.00020062i,0.00061509-3.0457e-06i,0.0002795-0.00023599i,-0.0006264-0.00031015i,-0.00060846-0.00082605i,0.00023401-0.00037867i,0.00062546+9.8276e-06i,0.00031272-0.00070708i,-9.275e-05-0.00052391i,-0.00042088-0.00052688i,3.9147e-05-0.0010895i,0.00014462-0.00086262i,-0.00044315-0.00044211i
0.0014186+0.00097796i,0.00029456-0.00015977i,-0.00072261-0.0019201i,-0.0022539-0.0017757i,-0.0024295-0.0016841i,-0.0012165-0.0014743i,-0.00082656-0.0010003i,-0.00093371-0.00043829i,-0.0014319-0.00015i,-0.0021588+0.0001797i,-0.0018834+0.00056879i,-0.00042953+6.8125e-05i,0.00050987-0.00065698i,7.0879e-05-0.00013262i,-0.00024977+0.00054465i,1.8753e-05+0.00056488i,-5.2829e-05-0.00042781i,-0.00017155-0.0011834i,-0.0008498-0.0012416i,-0.0010679-0.00065844i,-0.00068697-0.00028019i,-0.00013866-0.0002243i,-0.00042+0.00041801i
-0.0011559-0.0018584i,-0.0021695-0.0010439i,-0.0029563-0.0010043i,-0.0020174-2.5479e-05i,-0.0015391-1.3517e-05i,-0.00080404-0.00062418i,-0.00011761-0.00060443i,-0.00021075-0.0013627i,6.2926e-05-0.0021396i,-0.00042718-0.0019891i,-0.00024051-0.001337i,0.00098796-0.00030446i,0.0013467-0.00011279i,0.00044109-0.00085136i,-0.00025574-0.0016549i,-0.00016167-0.0018643i,0.00040449-0.0015125i,-0.00011328-0.00056617i,-0.00092587-0.00015111i,-0.00010056-0.00029031i,0.00056683-8.7373e-05i,0.00032042+9.2988e-05i,-3.0483e-05-0.00042135i
-0.00075087+0.00041481i,0.00051154+0.00067678i,0.00096396+0.00046266i,0.0012541-0.0015098i,0.0015662-0.0020798i,0.0010487-0.00094469i,0.0003659-0.00062215i,2.6718e-06-0.00059048i,0.00077936+0.00038891i,0.00095556+0.0010483i,0.00010746+0.0006174i,-0.00019099+6.4525e-05i,0.00010517-0.00087031i,0.0005051-0.0012269i,0.00021655-0.00093032i,-0.00023865-0.0002219i,0.00031517+9.7642e-06i,0.0008238-0.00011648i,0.00013237-0.00044003i,0.00038292-0.00042613i,0.00081387-0.00050668i,0.00023428-0.00066315i,-3.919e-05-0.00065224i
-0.0014352+0.0014487i,-0.00069842+0.00083645i,0.00023809+0.00071695i,0.00029701+0.00026067i,0.00049254-0.00065917i,0.00058151-0.0010611i,0.0007766-0.0010849i,-5.6632e-05-3.5027e-05i,-0.00090703+0.0013404i,-0.00029409+0.0011306i,0.00049497+0.00060647i,0.00085799+0.0013177i,0.0018515+0.0011495i,0.0018635+7.6284e-05i,0.00082638-0.00020749i,0.00042465+0.00027105i,0.00048915-4.892e-05i,0.00024867-0.0011994i,0.00058383-0.0011682i,0.00060449-0.00020175i,-9.8565e-05+0.00037141i,-0.00087722+0.00040563i,-0.00030612+0.00059411i
0.00013396-0.0010477i,-0.00083939-6.3876e-05i,-0.00213+0.0013017i,-0.0019907+0.00093245i,-0.00059765+0.00011685i,0.00067252-0.00022555i,0.0010026-0.00026039i,0.00091925+0.00022283i,0.00010177+0.0011654i,-0.00090145+0.0018535i,-0.0015908+0.0021573i,-0.0011366+0.0017337i,-0.00028076+0.00051297i,-0.00017233-6.3391e-05i,-0.0002224-0.00061676i,-0.00037543-0.001181i,0.00023794-0.00062603i,0.00093808-0.00027707i,0.00086602-0.00015843i,0.00045216+0.0001795i,-7.2121e-05-2.8232e-05i,0.00037927-0.00035424i,0.0011263-0.00029396i
0.00049084-0.0013181i,-0.00045465-0.0012609i,-0.00064365-0.0017569i,-0.00093613-0.0024986i,-0.00042624-0.0024749i,0.00049085-0.0018627i,0.00095395-0.0007797i,0.00048887-0.00063197i,-0.0011687-0.00066903i,-0.0013779-0.00048648i,-0.00073957-0.00040005i,-0.00064472+0.00034062i,-0.00055932+0.00096602i,-0.00056024+0.00031528i,-0.00084549-0.00034488i,-0.0012407-0.00013231i,-0.0012945-0.00023444i,-0.00061027+9.5416e-05i,0.00041225+0.0010012i,0.00057832+0.00068077i,0.00025462-0.00025339i,0.00011741-0.00037291i,0.00011461+0.00017079i
0.00086814+0.0026499i,0.00074922+0.0018502i,0.00040554+0.00090341i,0.00063742-0.0010203i,0.0014738-0.0029632i,0.00038989-0.0030905i,-0.00099997-0.0016172i,-0.00088012-0.00061184i,-0.0003556+7.4038e-05i,-0.00045208+0.00035532i,-0.00039033-0.00035131i,0.00031822-0.0012549i,9.195e-05-0.0012618i,-0.00046039-0.001317i,0.00018799-0.00097241i,0.00048789-0.00045975i,0.00023386-0.00085428i,-0.0003472-0.00071322i,-5.1481e-06-0.00070202i,0.00098196-0.00081557i,0.0008651-0.00074633i,-0.00066594-0.00093786i,-0.0012436-0.00027435i
-0.00031648+0.0012239i,-0.0003279+0.0014575i,-1.9367e-05+0.0012225i,5.3448e-05-1.3389e-05i,0.00050124-0.0020195i,0.00070219-0.0025389i,3.6351e-05-0.001476i,-0.00023476-0.0007618i,-7.5407e-06+1.0905e-05i,0.00012259+0.00060287i,0.00049346+0.00062725i,0.001061+0.00037894i,0.0010959-7.1303e-06i,-0.0001678-0.0012357i,7.4671e-05-0.00072538i,0.00087971+0.00038846i,0.00043731-0.00030535i,0.00021716-5.6575e-06i,-0.00055217+0.00074631i,-0.0014509+1.6044e-05i,-0.0013448-0.00052555i,-0.00094714+6.5002e-05i,-0.00042407-0.00019022i
-0.00020089-0.0021833i,-0.00049245-0.0021707i,-0.00060422-0.0023657i,-0.00011529-0.0021388i,-0.00064228-0.0018099i,-0.0011867-0.0012584i,-0.0010463-0.00087228i,-0.0004869-0.00023059i,0.00029757+0.00042403i,-2.7202e-05+0.00072988i,-0.00050306+0.00081428i,-0.00026189+0.00098535i,0.00032767+0.00090893i,0.00041021+0.0001019i,-0.00016182-0.00147i,-0.00032257-0.0020537i,-0.00047889-0.0011656i,-0.00066921-0.00037285i,-0.0002189-2.8171e-05i,-2.4227e-05-8.2292e-05i,-0.0002825-0.00023711i,-0.00019069-0.00066674i,0.00017942-0.00052129i
0.0023643-0.00021125i,0.002276-0.00079913i,0.0016947-0.0020369i,-0.00014324-0.0022847i,-0.0014014-0.0015824i,-0.00095995-0.0011823i,0.00019376-0.00031419i,-0.00013574+0.0008446i,-0.00088035+0.001506i,-0.00032813+0.0015633i,0.00028063+0.001507i,0.00027494+0.0020834i,3.9234e-06+0.0022018i,0.00065725+0.00092275i,0.0010435-0.00011137i,0.0002102+0.00013055i,-0.0007307+7.9515e-05i,-0.00025876+7.5474e-05i,2.7056e-05+0.00034872i,-0.0011168-2.3493e-05i,-0.0006108-0.0010538i,-0.00016539-0.0015258i,-0.00081865-0.00067928i
-0.0018575+0.0011806i,-0.0014939+0.00058095i,-0.00081496+0.00059734i,0.00042081-0.00022566i,0.0013073-0.0020006i,0.001108-0.0028286i,0.00064843-0.0021023i,-7.5738e-05-0.00094824i,-0.00064183+2.1667e-06i,-0.00034985+0.0006576i,-0.00034016+0.0011904i,-0.00027131+0.00060516i,-2.7566e-05+0.00019i,0.00084792+0.00045747i,0.00031301-5.7175e-05i,-0.0013664-0.0002422i,-0.0016383+0.00037391i,-0.00059717+0.00053933i,0.0003574+0.00038001i,5.8274e-05-2.9962e-05i,6.5173e-05-0.0003559i,0.00051384-9.1466e-05i,0.00025679-0.00020611i
-0.0016136+0.00030222i,-0.0014116-0.00026654i,-0.0014761-4.97e-06i,-0.00077779+0.00067776i,0.00053265-0.00047629i,0.0010932-0.0016813i,0.00086224-0.001504i,0.00013382-0.0011649i,-0.0003773+0.00052681i,-0.00064667+0.0012685i,-0.00034662+2.3763e-05i,-0.00022543-0.00034338i,-0.00050447-0.00062022i,-0.00055885-0.00062351i,-0.00093462-0.00075622i,-0.001075-0.0013251i,-0.00066177-0.0010923i,4.984e-05-0.00091879i,0.00052468-0.00032767i,0.00032947+0.00077343i,-6.9833e-05+0.0009034i,2.1774e-05+0.00011519i,0.0010367-0.00053506i
-0.00019775-0.0014002i,-0.00030944-0.001871i,-0.00027302-0.00078016i,-0.00063552-0.00073341i,-0.00051099-0.0022523i,-0.00021389-0.0023443i,0.00014424-0.00087624i,0.0011229-0.00027383i,0.0011863+2.9983e-05i,0.00074125+0.00029902i,0.00055581-0.00053288i,0.00046572-0.0011667i,0.00011329-0.00079735i,-0.00048659-0.0004695i,-5.9572e-05-0.00045007i,0.0010039-0.00066137i,0.0010733-0.00052267i,0.00021208-0.00032102i,-0.00029844-0.0001877i,5.047e-05-0.00031534i,0.00088242+0.00023679i,0.00088043+0.00083063i,4.6116e-06+0.00067398i
0.002038+0.00056111i,0.0018046-0.001375i,0.00051048-0.0030072i,-0.00080008-0.0034002i,-0.0014369-0.003661i,-0.0009629-0.0031963i,-0.00013611-0.0016478i,0.00012109+0.0002354i,0.00011163+0.0011608i,-0.00015877+0.0010313i,-0.00044758-4.2362e-05i,0.00031822-0.00018736i,0.0011767+0.00016812i,0.0010369-0.00064702i,0.00060052-0.00096414i,-0.00016485-0.00054035i,-0.0011325-0.0008811i,-0.0010023-0.0006647i,-0.00021375+0.00044512i,-0.00011089+0.00034673i,-0.00037421-0.00015159i,-0.00019116-0.00027344i,-6.881e-05-0.00060435i
-0.00051626-0.00032746i,-0.00044717-0.0010312i,-0.0001914-0.0018761i,0.00020503-0.0019498i,0.00014042-0.0021393i,0.00019889-0.0019624i,0.00032535-0.00059845i,-1.5644e-05+0.00046508i,-0.0010033+0.0013028i,-0.00066178+0.0014309i,0.0002771+0.0015227i,0.00068169+0.0018405i,0.00051045+0.0012603i,-6.8824e-05+0.00026143i,-9.0387e-05+3.9557e-05i,0.00039277+0.00010803i,0.00059371-0.00031482i,0.00081894-0.00036422i,0.00065188-0.00027585i,0.00035967-6.4495e-05i,-0.00023425-0.00027629i,-0.00061526-0.0011778i,-0.00044255-0.00091827i
-0.0027024-0.00096602i,-0.0024323-0.00067425i,-0.0023523+9.7915e-05i,-0.0016755+0.0016878i,-0.00027919+0.00056047i,0.0015209-0.00082026i,0.0020382-1.9424e-05i,0.00087033+0.00015395i,-0.00046265+0.00048196i,-0.0010894+0.0015522i,-0.00089587+0.0016385i,-0.0007485+0.00090552i,-0.0002544+0.00037337i,-0.00010098+0.00017413i,-0.00047623-1.7481e-06i,-0.00050728+0.00061692i,-0.00043635+0.00069555i,0.0002389+0.00086879i,0.00029781+0.00060186i,-0.00011198-1.8958e-05i,0.00018913-0.00031522i,0.00085597-0.0006501i,0.00099456-0.00061776i
0.00036416+0.00095961i,-3.4547e-05+0.0014021i,0.0014751+0.0013369i,0.0023754-0.00072819i,0.00071276-0.002566i,-0.00070777-0.0026198i,-0.00038885-0.0016743i,-0.00012761+8.9357e-07i,-0.00059194+0.00041827i,-0.00064372-7.3687e-05i,-0.00052457+0.00047598i,-0.00055194+0.00020343i,-0.00075915-0.0001474i,-0.00072401+1.1282e-05i,-0.00067881-0.00029843i,-0.00036215+9.6048e-05i,-0.00025149+0.00019762i,-0.00061016-7.4395e-05i,-0.00028457-1.8464e-05i,-0.00053021+4.9469e-06i,-0.0010622+4.9185e-06i,-0.00045544+0.00050525i,8.8405e-05+0.0003877i
0.00114-0.00017047i,0.0015826+1.311e-05i,0.00098156-0.0017287i,0.00082306-0.0026496i,0.00024137-0.0023352i,0.00059302-0.0023154i,0.00098938-0.0014558i,0.00071622-0.00029391i,0.00015575+0.00073527i,-9.7313e-05+0.00075153i,0.00040562+6.4342e-05i,0.00080066-0.00031973i,0.00060851-0.00052661i,0.00033954-0.00066718i,0.00063944-0.0002697i,0.0013211+5.061e-05i,0.0011153-6.5618e-05i,2.8262e-05+3.4155e-05i,-0.00071162+0.00023231i,-0.000551-5.2428e-05i,-7.7809e-05+0.00012529i,0.00019577+0.00064332i,-0.0004225+0.00075247i
0.0013184-0.00018586i,0.0014633+0.00061715i,0.0010767+0.00051049i,-8.138e-05-0.00062925i,-0.00093286-0.0012251i,-0.00035278-0.00066442i,0.00037672-0.00063905i,0.00067205-0.00076266i,0.00089046+0.0002341i,0.00068757+0.0010143i,0.00019917+0.00039758i,0.0011921-0.00042403i,0.0018111-0.0005201i,0.00061701+2.2584e-05i,-0.00024815+0.00071828i,-0.00032486+0.00015527i,-0.00011052-0.00045317i,2.8463e-05-0.00027265i,-7.3426e-05-0.0004355i,-0.00012708-0.00086721i,0.00026328-0.00051469i,0.00029258+0.0002091i,0.00013559+0.00014958i
-0.0012738+0.00091421i,-0.0016288+0.0001436i,-0.0024043-0.00067568i,-0.0016659-0.0013065i,-0.00012585-0.0016974i,0.0006565-0.0017644i,0.00049492-0.00080202i,0.00012717+0.00021567i,-0.00053538+2.0939e-06i,-0.00036137-0.00028211i,0.00029578-0.00033934i,0.00035552+0.00017457i,0.0005263+0.00018699i,0.00075271-0.00020807i,0.00034741+0.00020842i,-0.00037333-0.00022636i,-0.00045555-0.00090439i,-0.00047141-0.00024097i,-0.00012692-0.00018999i,0.0001635-0.00068999i,0.00029466-0.00054337i,0.00011219+0.00064352i,-0.00025553+0.0013126i
0.00055418-0.0019262i,0.00027151-0.0024531i,-0.0011512-0.0032946i,-0.0011489-0.003097i,-0.00081032-0.0017202i,0.00013701-0.0010246i,0.00059637-0.00097578i,-0.00041779-0.00085486i,-0.00079781-4.8941e-05i,-0.00045289+0.00056178i,-0.00021769+0.00075791i,0.0009073+0.0009909i,0.0012827+0.00066601i,0.0011098+0.00077514i,0.00069734+0.0009811i,-0.00011016+0.00067026i,-0.0001463+0.00032821i,-0.00026516-1.4496e-06i,-0.00015498-0.00034295i,0.00029974+0.00024099i,0.00047914+0.00082436i,-5.6175e-07+0.00078818i,-0.00020441+0.00041702i
0.00025862+0.00014566i,0.00023798-7.9448e-05i,-0.00042518-0.00018987i,-0.00050063-0.00096638i,0.00080858-0.0023567i,0.00022773-0.0027272i,-0.00095208-0.001939i,-0.00094801-0.0011257i,-0.00084939-0.00047998i,-0.00095269-0.00049268i,-0.00089353-9.3054e-05i,-0.001215+0.00038847i,-0.00091705-2.6283e-05i,8.0668e-05+7.6885e-06i,0.00026463+0.00048946i,-0.00083816-1.4118e-05i,-0.001265-0.0011003i,-0.00061994-0.0011834i,-0.00017374-0.00031366i,-0.00020334+0.0004161i,-0.00041082+0.00028562i,-0.00032946+0.00039132i,-0.00020389+0.00025574i
5.4767e-05+3.0721e-06i,-6.4646e-05+0.00055161i,-0.00082501-6.7257e-05i,-0.0016211-0.0016881i,-0.00093262-0.002611i,-0.00016878-0.0021958i,-0.00018937-0.0010873i,-0.0003105-0.00013277i,0.00012646+0.00060174i,0.00060882+0.00031364i,0.00016991-0.00022017i,-2.566e-05-5.9759e-05i,0.00050271-0.00030528i,0.00098857-0.00056305i,0.0010725-0.00024397i,0.0010887-0.00034918i,0.00036082-0.00077638i,-0.00039241-0.0010144i,-0.0005933-0.00075033i,-0.00075073-0.00040069i,-0.00055016-1.7702e-05i,0.0001721+0.00023457i,0.00046597+3.7921e-05i
0.00082166+0.0014253i,0.00066217+0.00042851i,0.00051365-0.0003126i,1.169e-05-0.0020243i,-0.00075399-0.0030928i,-0.00054975-0.0016813i,0.00011897-0.00078391i,0.00091978+0.00015752i,0.00095472+0.00053572i,0.0007078+0.00010056i,0.00094519+0.00052585i,0.00022318+0.00097926i,-0.0008892+0.00093101i,-0.00093987+0.00065908i,-0.00046482+0.0003193i,-0.00029394+0.00014297i,-4.4558e-05-0.00045387i,0.00032676-0.00035353i,0.00059219-0.00023096i,0.00019806-0.00053803i,0.00011639-0.00091805i,0.00018153-0.00082485i,-7.2611e-05-0.00064952i
-0.00085712-0.0019933i,-0.0012508-0.0014974i,-0.0016139-0.00034008i,-0.0013141-0.00070669i,-0.00036662-0.0014578i,-0.00027662-0.002011i,-0.00083706-0.0018788i,-0.00097613-0.00074952i,-0.00087733+0.00060169i,-0.00086857+0.0012097i,-0.00078692+0.00075906i,-0.00031052-0.00029673i,0.00017037-0.00028119i,0.0001866+0.00056927i,-0.00010957+0.00065007i,2.8813e-05-3.3401e-05i,9.6331e-05-0.0001311i,-0.00046234-0.00020045i,-7.1408e-05-0.00078442i,0.00034559-0.00074738i,0.00035491-0.00084224i,0.000169-0.00093894i,8.44e-05-0.00047375i
0.0024249+0.00037752i,0.0014215+0.00030561i,0.0013858-0.0010019i,0.00061286-0.002335i,-0.00065882-0.0024414i,-0.00065846-0.001379i,-0.00031327-0.00065222i,-0.00030159-0.00013472i,-0.00087742-0.00016142i,-0.0016001-0.00011858i,-0.00066495+0.00041467i,0.00055362+0.00067482i,0.00027004+0.00028432i,-0.00039525-0.00013399i,-0.00037081-0.00030854i,-0.00017137-0.00028662i,-9.4726e-05+6.7005e-05i,0.00045187-0.00029552i,0.00056448-0.00090545i,1.8794e-05-0.0010289i,-5.5407e-05-0.00084478i,0.00025835-0.00060709i,0.00060384-0.00062338i
-0.0011261+0.000922i,-0.00069167-0.00038329i,0.00022159-0.00076938i,0.0006033-0.0012986i,0.00052038-0.0025721i,0.00025887-0.0028232i,-0.00025845-0.0013307i,-0.00045033+0.0001463i,-0.00028239+0.00096849i,0.00034155+0.00070934i,0.00021057+0.00027846i,-0.00065999-0.00032877i,-0.00051557-0.00048373i,0.00026305+7.5844e-06i,0.0003371-0.00020284i,0.00010823+0.00016038i,-0.000173+0.00076788i,-0.00076075+0.00064273i,-0.00096903+0.00073035i,0.00026587+8.1886e-05i,0.0013677-0.00070816i,0.00095462-0.00039697i,0.000529-0.00035505i
0.00032031+0.0015074i,-6.7511e-06+0.0014325i,0.00086105+0.00035452i,0.0014203-0.0011074i,0.0016393-0.002437i,0.0012539-0.0028684i,0.0010764-0.0014497i,0.0013393-0.00010551i,0.0012972+0.00052076i,0.0009893+0.00078091i,0.00016057+0.00068316i,-0.00067757+0.00048634i,-0.00052695+0.00047148i,-0.000318+0.0005425i,-0.00013991+0.00024146i,-0.00026275+3.7583e-05i,-0.00046268+0.00060945i,-0.00028202+0.00055827i,-0.00017705-0.00032135i,7.1611e-05-0.00038617i,0.00050481-3.5362e-05i,0.00097416-0.00040543i,0.00039485-0.00023864i
0.00031805-0.00019141i,0.00045981-0.0010544i,0.0011701-0.0017716i,0.00035444-0.0019036i,-0.00080532-0.0022833i,-0.00072304-0.0018758i,-0.00072357-0.00076772i,-0.00098141+2.9487e-05i,-0.00083852+0.00051717i,-0.00094996+0.00067658i,-0.00052663+0.00063672i,-0.0001061+4.9758e-06i,-0.00031086+0.0001058i,-0.00062811+0.00094889i,-0.00070513+0.00043752i,0.00010469-0.00091577i,0.00084154-0.00035327i,0.0011006+0.0011203i,0.00069382+0.00062133i,0.00065337+1.6387e-06i,0.00051556-0.00026004i,0.00022254-0.00045424i,0.00064766-0.00070547i
-0.0010821+0.00025479i,-0.0012987+0.0012507i,-0.0014433+0.0019085i,-0.0012832+0.00098806i,-0.00073415-0.00041019i,-0.00023258-0.0014527i,0.00012516-0.0017181i,-0.00029632-0.00030727i,-0.0008379+0.0011727i,-0.00057706+0.0017266i,0.00071898+0.002059i,0.0016715+0.001098i,0.00071671+0.0003145i,-0.00014312-0.00010907i,-0.00021983-0.00048956i,-0.00029824-0.00038897i,-0.00022147-0.00027572i,3.4925e-05+2.532e-05i,0.00037254+0.00016522i,0.00032777+0.00036307i,-0.00042441+0.00036883i,-0.00079293-0.00072489i,-0.0012399-0.00064026i
0.00017136-0.0033959i,-0.0014914-0.0031551i,-0.0033592-0.0033419i,-0.0031922-0.0029566i,-0.0023096-0.0018602i,-0.0011495-0.00018237i,-0.00031208-0.00043738i,0.00036149-0.00092429i,0.00025869+0.0003716i,-0.00068636+0.00031656i,-0.00041901+0.00025751i,0.00019532+0.00048757i,0.00043209-7.8348e-05i,0.00031498-0.00062986i,1.3718e-05-0.0013699i,-0.00012869-0.00095112i,-0.00068326-0.00077038i,-0.0012846-0.0011543i,-0.00077993-0.00012603i,-0.00073192+0.0005604i,-0.00065656-0.0001013i,-1.4462e-05-0.00072125i,-0.00040629-0.00038902i
-0.0013739-0.00060481i,-0.0012122-0.0001127i,-0.0014369+0.00049838i,-0.0017938+0.00054164i,-0.00094095-0.00043364i,-9.014e-05-0.00090677i,0.00044456-0.00064316i,0.00036984+0.00010079i,-0.00063697+0.00048474i,-0.00081289-4.0414e-05i,-0.00021523-0.00026272i,0.00040982-0.0004998i,0.00095602-0.00057295i,0.0014653-0.00025861i,0.0013069-0.00027255i,0.00054267-0.00033798i,2.7647e-05-5.6645e-05i,6.493e-05-1.8289e-05i,0.00041153-9.2878e-05i,0.00059535+0.00021094i,0.00018229+0.0004927i,-5.5942e-05+0.00066282i,0.00020217+0.00020069i
0.0035084-0.0020765i,0.0021654-0.0034939i,0.0016442-0.0041255i,0.0014952-0.0039802i,-3.0766e-06-0.0036686i,-0.0019804-0.0018515i,-0.0017953-9.3977e-05i,-0.00087155+0.00067615i,-0.00077544+0.00074153i,-0.00078384+3.0925e-05i,-0.00066498+8.8704e-05i,-0.00049818+0.00068973i,-6.3683e-05+0.0012412i,0.00065793+0.0012586i,0.00076882+0.00053266i,0.00025448+3.0187e-06i,9.5951e-06+9.0079e-05i,-0.00021574+0.00014621i,-0.00076057-0.00027958i,-0.0012118-0.00068691i,-0.00035237-0.00065771i,0.00076106-0.0011056i,0.00067199-0.00094491i
9.0899e-05-0.0009374i,-7.1159e-05-0.00087387i,-0.00063256-0.0022441i,-0.0019355-0.0021171i,-0.0025402-0.0018285i,-0.0015756-0.001266i,-0.00037638-0.00040368i,9.9065e-05-0.00031143i,-0.00036451+0.00025432i,-0.00054805+0.00058044i,-0.00059079+0.00062009i,-0.00056196+0.0011239i,-0.0003424+0.00095352i,0.0004101+0.00019456i,0.00087708-0.00016328i,0.00040665+0.00010803i,0.0005606+0.00023698i,0.00055897-0.00040146i,-0.00012633-0.0010638i,-0.00039567-0.0012773i,6.7235e-05-0.00099727i,0.00027599-0.00077847i,0.00029079+8.8528e-05i
0.0018189+0.0013971i,0.0019732-4.4662e-05i,0.0033948-0.0005039i,0.0037086-0.0015985i,0.0020444-0.0024274i,0.00070685-0.0026144i,0.00068206-0.0019191i,0.00076002-0.0005837i,0.00070258+2.4699e-05i,0.00046073+5.3757e-05i,0.0002967-0.00018175i,-6.3258e-05-0.0001006i,-0.00038928+0.00081958i,-0.0012117+0.00071001i,-0.0015907+8.8841e-05i,-0.0012349+0.00010454i,-0.001072+9.0614e-05i,-0.00094475+2.7951e-05i,-0.00072877-0.00010237i,-0.00020853-0.00057575i,0.0004213-0.000628i,0.00039383-0.00033648i,6.4906e-05-0.00066547i
0.0030061+0.00056594i,0.0013651-0.00076466i,0.0008053-0.0031962i,0.00029676-0.0043429i,-0.0012756-0.005113i,-0.0022805-0.0034239i,-0.0013412-0.001394i,-0.00054752-0.0010903i,-0.00065189-0.00032976i,-0.00088065+0.00040404i,-0.00086706+0.00044305i,-0.00076205+0.00036297i,-0.00095628+0.00046208i,-0.00095178+0.0007711i,-0.00034942+7.8023e-05i,0.0004233-0.00059566i,0.00023381-0.0005494i,-0.0003402-0.00039354i,-0.00067063+2.4128e-05i,-0.00055094-0.00034603i,-0.00033717-0.00040763i,-0.00046977+0.0001633i,-0.00044238+0.00026687i
7.2676e-05-5.0856e-06i,0.00030191-0.0013804i,0.00017908-0.0014972i,7.06e-05-0.0013492i,0.00076182-0.0015634i,0.00052226-0.0019435i,3.7207e-05-0.0010694i,-0.00088998+0.00053888i,-0.0010414+0.00087532i,-0.00065417+0.00037458i,-0.00033345-0.00056082i,0.00025846-0.00065072i,0.00041502-0.0001298i,0.00062279-0.00017032i,0.00049959-0.0004805i,-0.00015106-0.00034949i,-0.00023752+0.00022243i,-0.00026308+0.00012709i,-0.00038909-0.00031615i,-0.00023928-0.00018013i,-0.00050985+0.00014871i,0.00026186-0.00010512i,0.0013527-0.00062298i
0.00073019-0.00093939i,7.6974e-05-0.0015198i,-0.00055736-0.001619i,-0.00092322-0.0014235i,-0.0011019-0.0011757i,-0.00051448-0.0010418i,-0.00019999-0.00099724i,-0.00072516-0.00032848i,-0.0009517-0.00021285i,-0.00045698-0.00019201i,-0.00018135+9.4391e-05i,-3.1324e-05+0.00062871i,0.00011819+0.0011784i,0.00046001+0.00050584i,0.000479-0.0002341i,-0.00018446-8.3214e-05i,-0.00037194+8.9745e-06i,-0.00044069+0.00041253i,-0.0010381+0.0011422i,-0.0009492+0.0008606i,-0.0008299-0.00015071i,-0.00070014-0.00078853i,-0.00037058-0.00031346i
0.00044681+0.00050885i,-0.00027705+0.0012125i,-0.00077941+0.0013609i,-0.00060186+0.00030669i,-0.00051133-0.00060998i,-0.00053528-0.00077532i,-0.00020941-0.00023465i,0.00028695-1.6546e-05i,0.00035061+0.00032845i,0.00033561+0.0012223i,0.00038976+0.0012475i,-0.0001901+0.00054367i,-0.00034525+6.5666e-05i,-0.00037282-7.4834e-05i,-0.00069454-0.00031401i,-0.0013631-0.00040176i,-0.0016314-2.7309e-05i,-0.0006697-0.00030031i,-0.00019009-0.00077803i,-0.00013501-0.00049095i,0.00010244-0.00031835i,-0.00015629-0.00040265i,-0.00027762-0.00024949i
-0.001116-0.00076445i,-0.0026245-0.0015047i,-0.0021143-0.0016625i,-0.00057112-0.0021518i,0.00048609-0.0030824i,0.00089326-0.0025328i,0.0010532-0.0014982i,0.0010054-0.00032528i,0.00070399+0.00076692i,8.8284e-05+0.00080494i,-9.0139e-05+0.00013869i,0.00059219-0.00056864i,0.00020505-0.00039203i,1.6231e-05+8.3031e-05i,0.00025408+0.00014607i,-1.2736e-07-0.00012899i,-0.00041146-3.3645e-05i,-0.00089025+0.0001279i,-0.00071984-3.7797e-05i,-0.00033134-7.9296e-05i,-0.00016057+0.00030718i,-0.00010662+0.0001242i,-1.5391e-05-9.0114e-05i
-0.00059138+0.0017022i,0.00058784+0.001293i,0.00063863+0.00091787i,0.00092745+0.00019021i,0.0014415-0.0013966i,0.00070696-0.0026837i,-0.00033003-0.0017626i,-0.0014458-0.0001051i,-0.0010475+0.00094062i,-6.7442e-05+0.001393i,-8.2513e-05+0.0008793i,-2.5584e-05-6.7319e-05i,-0.00018218-0.00013036i,-0.00055251+0.00017524i,-0.00052603-0.00035899i,-0.00028895-0.0012812i,-0.00030618-0.0014184i,-0.00052036-0.0010968i,-0.00022332-0.00024634i,0.0004121-3.2786e-05i,0.00069145-0.00068627i,0.0009814-4.2e-05i,0.00045543+0.00090837i
-0.00079448-0.0014052i,-0.00096798-0.0010921i,-0.0019171-0.00068684i,-0.0020719-0.0007053i,-0.0014212-0.00067553i,-0.00052545-0.00031435i,0.00028358-0.00039497i,0.00068322-0.00083294i,-0.0007145-0.0011927i,-0.00136-0.00082344i,0.00020497-0.00020545i,0.0010772+0.00031662i,0.00053+0.00022141i,0.00023359-4.7118e-05i,-3.248e-06-0.00012458i,5.8321e-05+5.7994e-05i,-0.00010181+0.00022753i,-0.00034597+0.00028398i,0.00012814+0.00049083i,0.00029079+0.00025471i,-6.2251e-06-0.00012947i,-0.00043381-0.00016434i,-0.00069013-0.00017882i
