-0.00098959+0.00013789i,-0.0010465+3.1076e-05i,-0.0017747-0.000761i,-0.00095525-0.001323i,-0.00075886-0.00066522i,-0.0018694+0.00029908i,-0.0017515+0.00056928i,-0.0011116+0.00091771i,-0.00055337+0.0008227i,-2.9574e-05+0.00032366i,0.00020377+0.00020062i,0.00061509-3.0457e-06i,0.0002795-0.00023599i,-0.0006264-0.00031015i,-0.00060846-0.00082605i,0.00023401-0.00037867i,0.00062546+9.8276e-06i,0.00031272-0.00070708i,-9.275e-05-0.00052391i,-0.00042088-0.00052688i,3.9147e-05-0.0010895i,0.00014462-0.00086262i,-0.00044315-0.00044211i
-0.64884-0.4586i,-1.1731-0.60355i,-1.2012-0.35342i,-0.64075+0.073431i,-0.093465+0.22326i,0.067139+0.16219i,0.011435+0.12603i,-0.036351+0.10413i,-0.031629+0.067291i,-0.01165+0.016346i,-0.0071368-0.019572i,-0.005481-0.015584i,0.012155+0.010739i,0.054301+0.025432i,0.10383+0.0034552i,0.12387-0.0395i,0.1052-0.067388i,0.064298-0.059201i,0.025664-0.027083i,0.0078192-0.00032178i,0.012836+0.0067002i,0.024773-0.0069269i,0.024273-0.016109i
0.63972+0.027552i,1.0542+0.01972i,1.0422-0.036976i,0.55222-0.16771i,0.037951-0.24296i,-0.16645-0.20462i,-0.11532-0.1432i,-0.04172-0.1042i,-0.03401-0.058833i,-0.02259+0.0019021i,0.0078205+0.035852i,0.023578+0.03282i,0.011856+0.022519i,-0.018735+0.021329i,-0.039979+0.030011i,-0.031935+0.039787i,-0.0077837+0.040154i,0.0056801+0.029684i,0.0023168+0.023381i,-0.0088186+0.031364i,-0.019746+0.042036i,-0.018966+0.041221i,-0.0082605+0.021208i
-0.22353-0.067818i,-0.46632-0.19897i,-0.57063-0.2739i,-0.31162-0.17103i,0.077579-0.05486i,0.21756-0.048041i,0.1214-0.048798i,0.028777-0.011158i,0.0020898-0.00046787i,-0.034186-0.027006i,-0.075502-0.030499i,-0.075347-0.023413i,-0.050088-0.031583i,-0.025558-0.032806i,-0.0082052-0.026622i,-0.013056-0.013721i,-0.027933+0.011789i,-0.024804+0.015324i,-0.0068098-0.025996i,0.0035529-0.066962i,0.0035332-0.065063i,0.00044569-0.041108i,-0.013986-0.019694i
0.221+0.19724i,0.41713+0.27442i,0.38759+0.20815i,0.060644+0.1323i,-0.21075+0.16014i,-0.24473+0.17935i,-0.19347+0.1472i,-0.11539+0.097436i,-0.030474+0.034679i,0.028213-0.0045889i,0.060004-0.024009i,0.04619-0.022366i,0.014518+0.0017618i,-0.0058907+0.018894i,-0.012927+0.032531i,0.0025268+0.036851i,0.021328+0.026498i,0.021024+0.020844i,0.011805+0.026094i,0.015622+0.033955i,0.028979+0.031926i,0.033123+0.024395i,0.032964+0.017465i
-0.43597-0.24204i,-0.66081-0.25897i,-0.48857-0.077955i,0.011854+0.12486i,0.37849+0.15127i,0.40733+0.090455i,0.29089+0.032715i,0.17961-0.024832i,0.076067-0.058427i,-0.024375-0.061473i,-0.089067-0.03346i,-0.081142+0.014242i,-0.024483+0.039316i,0.017688+0.018167i,0.022906-0.03073i,0.008183-0.072414i,-0.0087134-0.089359i,-0.012827-0.079861i,0.0017156-0.056399i,0.012606-0.037409i,0.0047497-0.023404i,-0.0003409-0.015422i,0.0060758-0.016017i
0.35776-0.0026182i,0.64931-0.045633i,0.74434-0.14842i,0.55041-0.26874i,0.27275-0.25969i,0.11816-0.11782i,0.072835-0.027338i,0.024176-0.042398i,-0.031786-0.034214i,-0.0034533+0.036241i,0.078517+0.061623i,0.091061+0.018122i,0.038388-0.0052601i,0.017259+0.0093187i,0.04262+0.02374i,0.065331+0.03415i,0.058734+0.044622i,0.032247+0.050919i,0.0073448+0.061625i,-0.0091192+0.080023i,-0.0087855+0.094412i,0.015787+0.087358i,0.037726+0.052019i
-0.0099299-0.025251i,-0.11869-0.080548i,-0.28834-0.097121i,-0.2967-0.0046297i,-0.072057+0.088416i,0.14375+0.045797i,0.15313-0.040618i,0.069047-0.058095i,0.022532-0.05849i,-0.038274-0.07937i,-0.10012-0.058441i,-0.091653-0.020813i,-0.065133-0.018567i,-0.06519-0.0094123i,-0.056969+0.022541i,-0.029793+0.039832i,-0.0080209+0.034626i,0.00061907+0.026367i,0.016495+0.020657i,0.040895+0.0054817i,0.040479-0.015014i,0.0043812-0.019644i,-0.036103-0.0061772i
0.052133+0.45928i,0.11024+0.74579i,0.10642+0.79187i,-0.0042047+0.56605i,-0.13374+0.27018i,-0.14467+0.039735i,-0.071839-0.086401i,-0.06241-0.1105i,-0.11919-0.065353i,-0.13426-0.0025029i,-0.088501+0.025753i,-0.038844+0.016968i,-0.0058159+0.0027388i,0.023726-0.01532i,0.044602-0.042871i,0.045855-0.061636i,0.036481-0.061761i,0.018687-0.048634i,-0.0016009-0.021361i,-0.0052877-0.0015906i,0.0060953-0.0087234i,0.024686-0.021998i,0.046631-0.029743i
-0.23946-0.45344i,-0.41013-0.7395i,-0.39477-0.7645i,-0.23642-0.4586i,-0.16187-0.10489i,-0.24764+0.14258i,-0.26226+0.28478i,-0.068149+0.26021i,0.12865+0.093599i,0.17345-0.05966i,0.13593-0.10439i,0.1046-0.069497i,0.090553-0.023486i,0.077938+0.0058873i,0.067475+0.023202i,0.065098+0.017025i,0.051423-0.025992i,0.013219-0.060429i,-0.023478-0.031859i,-0.034094+0.031759i,-0.033102+0.068302i,-0.032972+0.069193i,-0.015258+0.061449i
0.28926+0.13275i,0.58938+0.1558i,0.66281+0.031954i,0.29419-0.10368i,-0.15539+0.044313i,-0.21883+0.29241i,-0.028491+0.26213i,0.051573+0.056549i,-0.00068552-0.075677i,-0.063336-0.088066i,-0.11107-0.045081i,-0.13891-0.0081481i,-0.1379+0.023959i,-0.11093+0.067088i,-0.065703+0.1017i,-0.012974+0.11406i,0.046154+0.10744i,0.095122+0.072669i,0.083692+0.0070451i,0.013488-0.045659i,-0.040861-0.053576i,-0.057954-0.041192i,-0.070784-0.028437i
-0.06515-0.22413i,-0.22245-0.23309i,-0.33301-0.034935i,-0.043061+0.19518i,0.48434+0.10606i,0.60703-0.20838i,0.26933-0.33018i,-0.0096618-0.19293i,-0.048967-0.066673i,-0.034006-0.072083i,-0.029722-0.076984i,0.010008-0.06027i,0.026935-0.082028i,-0.015641-0.09508i,-0.058309-0.062228i,-0.072193+0.0061358i,-0.058899+0.080448i,-0.038651+0.099326i,-0.035148+0.059508i,-0.024522+0.030713i,0.018858+0.031437i,0.071579+0.017543i,0.091138-0.018567i
-0.2583+0.44504i,0.0059768+0.70247i,0.38767+0.64703i,0.43516+0.379i,0.10323+0.35908i,-0.045177+0.64336i,0.14966+0.66016i,0.25084+0.29005i,0.15507-0.02144i,0.079184-0.1124i,0.022123-0.1041i,-0.044185-0.037316i,-0.030925+0.029563i,0.014278+0.033063i,0.01452+0.014274i,0.0078641-0.011974i,0.019826-0.056697i,0.049308-0.084715i,0.081115-0.087223i,0.07496-0.083895i,0.033379-0.063934i,-0.0048643-0.020683i,-0.019248+0.026019i
0.51249+7.4092i,2.8582+5.7185i,6.2657+4.5182i,7.4598+1.4556i,5.9647-2.0949i,2.5378-3.7787i,-0.25555-2.3599i,-0.78305-0.24988i,0.14733+0.65321i,1.0124+0.27069i,0.74949-0.55604i,-0.20639-1.0167i,-1.085-1.0097i,-1.5569-0.59249i,-1.4019-0.040047i,-0.89189+0.27783i,-0.43356+0.22467i,-0.15218-0.020323i,0.0007465-0.18447i,0.063583-0.23124i,0.084138-0.26018i,0.082465-0.2295i,0.10992-0.096339i
-0.21545-0.07515i,-0.12645-0.14974i,0.011583-0.27048i,0.072205-0.37994i,0.13738-0.43232i,0.25445-0.40904i,0.2435-0.3112i,0.10546-0.12979i,0.020457+0.052039i,0.030398+0.12737i,0.056355+0.12551i,0.088851+0.10124i,0.10671+0.044861i,0.066881+0.010895i,0.026278+0.043249i,0.016876+0.084757i,0.0021351+0.10357i,-0.016541+0.10245i,-0.0227+0.074178i,-0.0082256+0.032913i,0.020511-3.6246e-06i,0.026003-0.019718i,-0.0059229-0.018852i
0.0073983+0.19768i,0.014479+0.37268i,-0.064405+0.48665i,-0.15667+0.39093i,-0.21072+0.14254i,-0.18075-0.012944i,-0.043323-0.004384i,0.084616+0.057213i,0.15458+0.099476i,0.18799+0.064777i,0.15306-0.033527i,0.080111-0.071856i,0.051349-0.050541i,0.029962-0.049976i,-0.017625-0.061643i,-0.038492-0.064422i,-0.011694-0.05648i,0.022832-0.039697i,0.03237-0.027909i,0.030762-0.025158i,0.038692-0.025716i,0.04783-0.024364i,0.044745-0.021952i
-0.1571-0.043882i,-0.08585-0.10829i,0.13271-0.24808i,0.24114-0.37971i,0.079575-0.38581i,-0.12698-0.25022i,-0.16505-0.070081i,-0.060318+0.025868i,0.042155+0.0058988i,0.06576-0.044491i,0.050658-0.059346i,0.036497-0.06001i,0.012713-0.062759i,0.00026699-0.047056i,0.0078637-0.036815i,-0.0011992-0.045607i,-0.0099091-0.045646i,0.016865-0.051068i,0.034818-0.075339i,0.001142-0.089779i,-0.039427-0.070216i,-0.037713-0.026317i,-0.0084059+0.010603i
0.24763-0.064176i,0.2078-0.16107i,-0.086186-0.21746i,-0.44086-0.095537i,-0.4972+0.19716i,-0.26044+0.35084i,-0.05074+0.25668i,-0.00049557+0.15307i,0.0072289+0.12201i,0.032482+0.08213i,0.026476+0.038085i,-0.00047456+0.029927i,-0.0080419+0.037692i,-0.011398+0.036937i,-0.026459+0.040897i,-0.039488+0.053748i,-0.03842+0.051268i,-0.03317+0.030837i,-0.038578+0.014024i,-0.044914+0.012212i,-0.036117+0.010492i,-0.025709-0.0095928i,-0.023153-0.024888i
-0.14788+0.0066402i,-0.24072+0.10541i,-0.19444+0.25044i,-0.053179+0.2724i,-0.010945+0.0808i,-0.11968-0.12031i,-0.20502-0.11526i,-0.14009-0.018861i,-0.0171+0.0047095i,0.042966-0.032425i,0.044322-0.068126i,0.028056-0.086096i,0.016642-0.083562i,0.012401-0.076313i,0.0006919-0.081955i,-0.017635-0.08761i,-0.035621-0.08178i,-0.05222-0.056805i,-0.050265-0.016213i,-0.015896+0.0056773i,0.023858-0.010332i,0.030483-0.037814i,0.0090346-0.049603i
0.04147+0.077449i,0.060472+0.0083284i,-0.0030261-0.12216i,-0.10475-0.20105i,-0.17902-0.23206i,-0.19599-0.24869i,-0.13864-0.22252i,-0.049169-0.17253i,0.023187-0.11825i,0.061827-0.069545i,0.067337-0.045445i,0.056225-0.033748i,0.043745-0.027593i,0.034749-0.014012i,0.028693+0.010162i,0.015705+0.019439i,-0.0030896+0.0068315i,-0.012786-0.0069297i,-0.0084513-0.0042199i,0.0034322-0.0059186i,0.0034962-0.024075i,-0.0095638-0.017479i,-0.0087784+0.018353i
-0.0107-0.18853i,0.081507-0.25885i,0.20171-0.3191i,0.16019-0.39637i,-0.043804-0.39225i,-0.16955-0.28166i,-0.13902-0.17668i,-0.079747-0.1015i,-0.052636-0.036936i,-0.039731+0.0048379i,-0.037043+0.017495i,-0.042545+0.0071098i,-0.051438-0.002316i,-0.054163+0.0015143i,-0.053147+0.0053428i,-0.059997+0.013556i,-0.060233+0.029463i,-0.044927+0.028456i,-0.031846+0.0043902i,-0.038382-0.014921i,-0.057068-0.020696i,-0.06228-0.022736i,-0.050412-0.023925i
-0.023513+0.11626i,-0.23009+0.17612i,-0.50112+0.23059i,-0.54849+0.28923i,-0.32632+0.27145i,-0.089993+0.14122i,-0.0006021+0.034385i,-0.016941+0.028053i,-0.039833+0.055729i,-0.020213+0.060644i,0.021714+0.03839i,0.044846+0.013125i,0.03835-0.001642i,0.023209-0.0081949i,0.028846-0.016662i,0.04239-0.029723i,0.036697-0.023308i,0.023656+0.0051484i,0.017833+0.024558i,0.015834+0.020085i,0.01353+0.0063119i,0.0086162-0.002698i,0.00068588-0.004934i
0.084153-0.012159i,0.25413-0.00024912i,0.47109+0.088773i,0.54262+0.16588i,0.43373+0.14201i,0.2572+0.037265i,0.090346-0.075276i,-0.0076569-0.10033i,-0.016016-0.047163i,0.013318-0.0099369i,0.02032-0.0044451i,0.021692-0.0076198i,0.031087-0.018753i,0.022086-0.02492i,-0.013-0.010993i,-0.042247+0.019761i,-0.040638+0.037161i,-0.023717+0.027551i,-0.0096716+0.017376i,0.0045906+0.020987i,0.018139+0.023901i,0.020914+0.020921i,0.016907+0.015491i
-0.22112+0.052192i,-0.28647-0.007078i,-0.25688-0.25377i,-0.2241-0.52746i,-0.26333-0.5095i,-0.22642-0.22047i,-0.074927+0.02213i,0.023384+0.083653i,0.024548+0.056083i,-0.010144+0.029275i,-0.034157+0.016709i,-0.044938+0.0066162i,-0.044596-0.0027639i,-0.032014-0.014614i,-0.027922-0.021925i,-0.033329-0.012086i,-0.03137+0.0040135i,-0.023871+0.0081476i,-0.013005-0.00087033i,-0.00084568-0.017782i,0.004492-0.031912i,0.0034853-0.03441i,0.0013662-0.024926i
0.21929-0.17459i,0.2167-0.20832i,0.032654-0.054357i,-0.11931+0.1748i,-0.083644+0.22548i,-0.02479+0.11377i,-0.029754+0.065539i,-0.0010027+0.077026i,0.043765+0.052225i,0.060073+0.0096463i,0.049985-0.013509i,0.023308-0.0024502i,0.0030296+0.026796i,0.0019916+0.045431i,0.024084+0.050492i,0.051605+0.040926i,0.062623+0.029543i,0.063171+0.025954i,0.051212+0.011765i,0.022918-0.0056683i,-0.007251-0.011022i,-0.023901-0.006512i,-0.022142+0.0042718i
-0.031127+0.1622i,-0.020773+0.18866i,0.042193+0.1285i,0.071881+0.037461i,-0.017832-0.047744i,-0.13715-0.072345i,-0.16558-0.041161i,-0.12545+0.0016112i,-0.073401+0.043862i,-0.02413+0.066345i,0.0085769+0.051216i,0.023774+0.026848i,0.03474+0.0042358i,0.020035-0.017124i,-0.019564-0.023316i,-0.042942-0.02195i,-0.041642-0.030769i,-0.035349-0.041752i,-0.036154-0.031199i,-0.038971-0.0016505i,-0.034621+0.019891i,-0.030852+0.022109i,-0.029083+0.014478i
-0.092797+0.046777i,-0.13068+0.1227i,-0.10899+0.13807i,-0.03681+0.049053i,0.03927-0.0095945i,0.095939+0.0052464i,0.12621-0.0027809i,0.0762-0.052035i,-0.006659-0.05895i,-0.031729-0.032638i,-0.019908-0.020681i,-0.0076109-0.024975i,0.00044226-0.035062i,0.015503-0.046929i,0.026862-0.061734i,0.010446-0.059311i,-0.017805-0.026458i,-0.029942+0.011443i,-0.018776+0.03148i,0.005936+0.032825i,0.02934+0.025995i,0.041797+0.020397i,0.042736+0.016597i
-0.10169-0.34797i,-0.17558-0.61732i,-0.24551-0.7017i,-0.27322-0.52025i,-0.19918-0.28799i,-0.089506-0.18899i,-0.075884-0.14981i,-0.086982-0.059897i,-0.053381+0.0063485i,-0.038074+0.023362i,-0.037195+0.045781i,-0.028434+0.058314i,-0.032089+0.056123i,-0.037403+0.065024i,-0.029398+0.081426i,-0.0070125+0.093828i,0.030339+0.090449i,0.059217+0.062436i,0.056177+0.0224i,0.028367-0.0038503i,0.0017641-0.0067993i,-0.0077067-0.001735i,-0.0080193+0.00063066i
0.18237+0.35822i,0.2273+0.7798i,0.2204+1.062i,0.19071+0.92214i,0.086275+0.54694i,-0.04963+0.267i,-0.071021+0.15544i,-0.012885+0.093393i,0.012463+0.052957i,0.016919+0.045022i,0.030339+0.029428i,0.035541+0.0034344i,0.028396-0.0154i,0.0092967-0.031253i,-0.016241-0.039927i,-0.027202-0.04965i,-0.0274-0.07081i,-0.030282-0.079354i,-0.03305-0.06482i,-0.031117-0.046488i,-0.0292-0.039018i,-0.029909-0.034773i,-0.027157-0.025649i
-0.090138-0.11392i,-0.06194-0.38797i,0.084929-0.62434i,0.18482-0.61456i,0.13674-0.39792i,0.09061-0.13177i,0.078985+0.0070332i,0.045556+0.023826i,0.036439+0.011517i,0.065444-0.022328i,0.068132-0.06269i,0.041008-0.077593i,0.018178-0.061858i,0.021625-0.029072i,0.041431-0.018179i,0.037347-0.03066i,0.006001-0.036839i,-0.021975-0.028119i,-0.026261-0.0057634i,-0.0061108+0.014174i,0.017529+0.019186i,0.026256+0.014738i,0.02254+0.0048952i
-0.095313+0.12818i,-0.19354+0.21166i,-0.40453+0.17327i,-0.53117+0.11219i,-0.35428+0.13436i,-0.072578+0.11658i,0.072791+0.043196i,0.091649+0.0033541i,0.068534-0.014104i,0.02303-0.019028i,-0.019733+0.0088275i,-0.02813+0.04783i,-0.010722+0.056275i,-0.0095949+0.035163i,-0.029663+0.025298i,-0.032922+0.041307i,-0.0058567+0.06528i,0.028559+0.069791i,0.04043+0.041915i,0.023369+0.0090551i,0.00026955-0.0024455i,-0.012955+0.0028414i,-0.017063+0.017164i
0.21207-0.162i,0.41962-0.15384i,0.59945-0.0057285i,0.57911+0.089303i,0.34527-0.020486i,0.10045-0.18234i,-0.026124-0.22224i,-0.059078-0.14746i,-0.063755-0.05178i,-0.059379+0.0061282i,-0.040079+0.024302i,-0.015059+0.015362i,-0.010348-0.0052834i,-0.024373-0.017585i,-0.029206-0.019041i,-0.020172-0.022681i,-0.0060275-0.032913i,0.0084247-0.038873i,0.019166-0.035776i,0.019749-0.038162i,0.0065939-0.049173i,-0.0055542-0.054371i,-0.0040029-0.051336i
-0.15692+0.07023i,-0.39039+0.038672i,-0.54186-0.060381i,-0.45634-0.10755i,-0.27929-0.035981i,-0.19682+0.061992i,-0.15878+0.12683i,-0.077023+0.12266i,0.010307+0.07341i,0.060379+0.035899i,0.074197-0.00069157i,0.056647-0.036177i,0.044275-0.037791i,0.063819-0.017391i,0.08456-0.0049108i,0.072879-0.0072791i,0.029207-0.018952i,-0.021208-0.02903i,-0.048248-0.016218i,-0.040596+0.017091i,-0.013704+0.039517i,0.0064448+0.036267i,0.0049963+0.020309i
0.18625-0.1072i,0.37606-0.21529i,0.41033-0.24811i,0.19941-0.18849i,0.0028486-0.073706i,0.012782+0.034358i,0.085416+0.045663i,0.072576+0.0056232i,0.02126-0.0030637i,0.0053412-0.002666i,-0.0087013-0.011078i,-0.035904-0.006045i,-0.046181-0.00099458i,-0.049167-0.012248i,-0.063283-0.019264i,-0.067687-0.004848i,-0.045601+0.021315i,-0.017842+0.039369i,-0.0058375+0.031967i,-0.0077033+0.01364i,-0.0090883+0.0052486i,-0.0022451+0.0065288i,0.007102+0.0104i
-0.28755+0.021929i,-0.58861+0.14357i,-0.69604+0.31672i,-0.41182+0.36186i,-0.072717+0.15979i,0.0012953-0.063674i,-0.038559-0.089823i,-0.038861-0.019056i,-0.023803+0.0059073i,-0.030016-0.012418i,-0.036517-0.014118i,-0.019082+0.0080268i,-0.0025171+0.017117i,-0.0081362+0.0090091i,-0.017276-0.0018139i,-0.023787-0.0090686i,-0.028682-0.0075747i,-0.019156+0.0036376i,0.0058385+0.010462i,0.026133-0.0051023i,0.02564-0.029668i,0.010586-0.038787i,-0.003744-0.032509i
0.24925+0.11914i,0.55354+0.14859i,0.75756+0.044875i,0.59481-0.091196i,0.24694-0.083514i,0.053843-0.0013835i,0.0040433-0.0015009i,-0.021755-0.032936i,-0.02071-0.010162i,0.0090594+0.031385i,0.043591+0.038285i,0.06129+0.004421i,0.046008-0.01962i,0.023832-0.00053171i,0.022395+0.035187i,0.034259+0.051997i,0.040009+0.037941i,0.030173+0.0056363i,0.0048785-0.013574i,-0.022724-0.0037817i,-0.035203+0.015525i,-0.032718+0.02605i,-0.023311+0.028372i
-0.26715-0.072324i,-0.49308-0.19227i,-0.6373-0.30332i,-0.5977-0.28328i,-0.40787-0.13587i,-0.20522-0.028413i,-0.087013+0.0045416i,-0.035602+0.025116i,-0.019663+0.031144i,-0.025826+0.021122i,-0.038088+0.0087915i,-0.058015+0.0047856i,-0.061563+0.020652i,-0.032376+0.029367i,-0.010084+0.0092228i,-0.00092787-0.0046153i,0.021876+0.0013575i,0.043787+0.00088736i,0.04315-0.011547i,0.029035-0.016596i,0.015906-0.0071275i,0.0080972+0.0026568i,0.0081862+0.0051947i
0.11657+0.092514i,0.23027+0.32215i,0.31823+0.55326i,0.33836+0.49892i,0.26305+0.20411i,0.14512+0.0073626i,0.091182-0.0084828i,0.079353+0.0043547i,0.056528-0.0050499i,0.04098-0.012748i,0.041169-0.005699i,0.055764+0.0091523i,0.067162-0.0064228i,0.048592-0.03799i,0.018372-0.045368i,-0.0081027-0.049297i,-0.036511-0.057602i,-0.05319-0.040972i,-0.039397-0.0038552i,-0.0016884+0.013197i,0.028911-0.0039999i,0.030311-0.024212i,0.014774-0.023844i
0.20641-0.184i,0.29624-0.47196i,0.25501-0.69096i,0.11347-0.55496i,0.008135-0.19658i,-0.014193+0.01753i,-0.040053+0.025044i,-0.063054+0.0063957i,-0.038348+0.022177i,0.0030487+0.030424i,0.026515+0.015618i,0.02954-0.0065165i,0.016389-0.016327i,-0.0049928-0.0064501i,-0.019289+0.01375i,-0.02635+0.029373i,-0.036955+0.031739i,-0.042703+0.020949i,-0.0411+0.0046963i,-0.044493-0.0054521i,-0.046334-0.0039854i,-0.032257-0.00027029i,-0.014094-0.00083084i
-0.18736+0.2909i,-0.34589+0.54157i,-0.4259+0.63835i,-0.36512+0.44864i,-0.23112+0.17082i,-0.11152+0.042493i,-0.014045+0.037282i,0.037529+0.022983i,0.024587-0.0053958i,-0.014574-0.00054553i,-0.039986+0.017308i,-0.052166+0.023718i,-0.046041+0.028687i,-0.021834+0.021058i,-0.0031855-0.0010203i,0.011459-0.0033994i,0.035649+0.018653i,0.051833+0.025749i,0.042872+0.0062908i,0.024462-0.0060604i,0.015488-0.0008601i,0.013843+0.0056025i,0.013311+0.0077969i
-0.0042598-0.27485i,0.037132-0.49406i,0.090447-0.51643i,0.13393-0.30991i,0.16433-0.14172i,0.14931-0.12363i,0.088551-0.11028i,0.041-0.057424i,0.02448-0.025992i,0.024772-0.028816i,0.025562-0.034687i,0.021039-0.028308i,0.0080624-0.022092i,-0.0027961-0.013862i,-0.00050416-0.0085986i,-0.00067505-0.025089i,-0.010198-0.044388i,-0.015369-0.028571i,-0.0057686+0.009879i,0.010838+0.028023i,0.013138+0.016137i,-0.0017924-0.0016479i,-0.016-0.0088721i
0.0039211+0.01428i,0.039034+0.088495i,0.10763+0.11405i,0.12037+0.04759i,0.038726+0.007987i,-0.039736+0.025207i,-0.061093+0.023007i,-0.056324+0.027438i,-0.033786+0.049415i,-0.020859+0.044474i,-0.026926+0.025805i,-0.02043+0.017928i,-0.0016056+0.015476i,0.0026538+0.016919i,-0.0071009+0.022028i,-0.011987+0.024781i,-0.0076381+0.012478i,-0.00040975-0.01504i,-0.0010525-0.038097i,-0.012844-0.041259i,-0.021176-0.022358i,-0.017797-0.002244i,-0.014178+0.0022112i
0.018515+0.13485i,-0.02309+0.21045i,-0.099296+0.2014i,-0.15514+0.10749i,-0.16493+0.0036969i,-0.12532-0.050312i,-0.078741-0.059883i,-0.05729-0.05772i,-0.042028-0.057192i,-0.021103-0.047149i,-0.0058133-0.032039i,-0.0062274-0.02938i,-0.0085728-0.030471i,0.0009518-0.031053i,0.0096128-0.028833i,0.012199-0.0089428i,0.017121+0.017358i,0.016913+0.022396i,0.01073+0.011276i,0.015827+0.0067117i,0.033102+0.0031141i,0.042781-0.0015818i,0.042383+0.0030108i
-0.11166-0.13133i,-0.23414-0.23116i,-0.3092-0.19195i,-0.2134-0.033196i,-0.030796+0.046872i,0.036143+0.03432i,0.011451+0.03729i,0.0069505+0.046477i,0.019903+0.042856i,0.034051+0.030885i,0.044413+0.019429i,0.047071+0.020089i,0.037534+0.01887i,0.01857+0.016655i,0.003838+0.01429i,-0.0048639-0.00020154i,-0.016646-0.012737i,-0.028494-0.00014434i,-0.032071+0.023531i,-0.030305+0.025824i,-0.037456+0.010075i,-0.0458-0.002892i,-0.038896-0.0072887i
0.18719+0.20833i,0.45708+0.3357i,0.6468+0.25i,0.50072+0.029718i,0.16445-0.0099441i,0.0005835+0.10535i,0.030503+0.14047i,0.066957+0.0906i,0.052228+0.049752i,0.020558+0.038703i,-0.0024509+0.031423i,-0.010665+0.017883i,-0.0084685+0.0089343i,-0.0053569+0.0020388i,-0.0053407-0.00045744i,-0.0055612-0.00073698i,-0.0075678-0.0090278i,-0.0062538-0.023245i,-0.0049636-0.034897i,-0.012897-0.032279i,-0.017739-0.012705i,-0.011829+0.0057006i,-0.0076412+0.0085578i
-0.12108-0.11595i,-0.3517-0.19916i,-0.55864-0.17077i,-0.51038-0.043813i,-0.25147+0.0018936i,-0.058181-0.058789i,-0.01438-0.086771i,-0.019393-0.058442i,-0.024106-0.038487i,-0.028656-0.034024i,-0.036257-0.035734i,-0.049863-0.038023i,-0.052635-0.032068i,-0.0381-0.027891i,-0.022959-0.027105i,-0.016434-0.013257i,-0.01091+0.008298i,-0.0020276+0.015681i,0.0097835+0.0054617i,0.023742-0.0051037i,0.036694-0.0089468i,0.038731-0.012205i,0.026819-0.012753i
-0.025295-0.039152i,0.0092468-0.024007i,0.10845+0.054376i,0.18773+0.090127i,0.16238+0.025392i,0.088156-0.046212i,0.02725-0.072356i,-0.018525-0.056554i,-0.025838-0.0087894i,0.00125+0.027676i,0.032309+0.04415i,0.059842+0.048469i,0.065345+0.037007i,0.044648+0.035981i,0.02796+0.04295i,0.021606+0.030492i,0.016958+0.013454i,0.0090277+0.013109i,-0.0067678+0.021773i,-0.02178+0.022642i,-0.032187+0.0079868i,-0.038625-0.0078501i,-0.03674-0.0093102i
0.23009-0.017356i,0.47582-0.090318i,0.54746-0.26171i,0.32136-0.36121i,0.045788-0.25504i,-0.059262-0.094603i,-0.045497-0.023766i,-0.014763-0.0092557i,0.0020777-0.0060135i,0.010664-0.010041i,0.015228-0.02113i,0.0088344-0.028232i,-0.00075393-0.023592i,-0.0023273-0.02467i,-0.0034792-0.032444i,-0.0023711-0.030895i,0.0066914-0.026666i,0.018396-0.026434i,0.029501-0.023787i,0.033322-0.014093i,0.026232+0.0016842i,0.021015+0.017324i,0.02338+0.021328i
-0.30587+0.012775i,-0.68144+0.11395i,-0.85363+0.29759i,-0.57576+0.38826i,-0.14995+0.2541i,0.037107+0.063958i,0.030604+0.012538i,0.017677+0.025796i,0.024726+0.0037952i,0.013529-0.025338i,-0.012608-0.03042i,-0.035189-0.023311i,-0.043912-0.01491i,-0.040781-0.010266i,-0.040683-0.0028536i,-0.041304+0.016138i,-0.033403+0.030963i,-0.021672+0.027551i,-0.0093239+0.013805i,0.0023115+0.0028816i,0.012263+0.002462i,0.017828+0.0072845i,0.016548+0.0074099i
0.18587+0.050839i,0.40235-0.0043786i,0.52036-0.091802i,0.36813-0.1311i,0.096037-0.072939i,-0.021839+0.019406i,0.0014327+0.0335i,0.011254+0.015085i,-0.007176+0.027858i,-0.004317+0.046879i,0.020141+0.050837i,0.045694+0.040695i,0.054478+0.02693i,0.052105+0.026244i,0.05324+0.027362i,0.047521+0.010695i,0.028808-0.008999i,0.00569-0.0094428i,-0.014987+0.0033684i,-0.025561+0.0078612i,-0.025981-0.0078767i,-0.023914-0.026572i,-0.019388-0.0263i
-0.056085-0.010011i,-0.079819-0.071991i,-0.13232-0.18236i,-0.18845-0.21354i,-0.18341-0.11234i,-0.12712-0.012684i,-0.062555+0.023839i,-0.009589+0.024018i,0.0030774+0.0087389i,-0.019415-0.0048771i,-0.047453-0.013946i,-0.058991-0.011172i,-0.043749-0.009644i,-0.030002-0.024444i,-0.027314-0.040827i,-0.023545-0.045116i,-0.019385-0.038753i,-0.013101-0.029148i,-0.0027002-0.02364i,0.0068879-0.021815i,0.0066173-0.017449i,-0.0011575-0.012753i,-0.0068089-0.013157i
