-0.00044028+0.0006089i,-6.9932e-05+0.00048374i,-0.0012776+0.00090097i,-0.0016298+0.0010513i,-0.00076779+0.00039485i,-0.0010756+0.00021797i,-0.0010129+0.00074707i,0.00068992+0.0010082i,0.0016503+0.00011683i,0.0017694-0.00045996i,0.00145+7.787e-05i,0.00038799+0.00053692i,-0.0012124-4.682e-05i,-0.0013261-0.00066358i,-0.00079379-0.00080866i,-0.0010643-0.00050929i,-0.00079955-0.00037024i,-0.00096565-0.00069012i,-0.0006008-0.0004931i,-0.00036192-9.2284e-05i,-0.00057385+5.0903e-05i,-0.00079657+0.00031434i,-0.00089581+6.928e-05i
0.017412-0.072522i,0.042067-0.16181i,0.040883-0.21069i,0.0033853-0.13986i,0.0020512-0.043248i,0.034708-0.035777i,0.020985-0.066422i,-0.011019-0.063813i,-0.013148-0.046282i,-0.01306-0.031448i,-0.022717-0.019205i,-0.034424-0.014118i,-0.036536-0.0065988i,-0.021468-0.0045708i,-0.015358-0.013361i,-0.032287-0.015418i,-0.048723-0.010215i,-0.043044-0.0051316i,-0.015979+0.00072108i,0.011047+0.0013737i,0.020016-0.008461i,0.017968-0.022775i,0.016887-0.033899i
0.063122+0.065463i,0.16749+0.16765i,0.29429+0.21916i,0.31698+0.089243i,0.1902-0.06543i,0.062661-0.040308i,0.018932+0.031385i,-0.033773+0.035832i,-0.081569+0.038136i,-0.064179+0.032344i,-0.035898+0.01009i,-0.016245+0.00062571i,-0.0046464-0.0048617i,-0.011203+0.0013817i,-0.010479+0.016485i,-0.0030441+0.024008i,-0.0050368+0.034076i,-0.0074306+0.040116i,-0.0027129+0.028182i,0.00057358+0.011025i,-0.0016832+0.0045063i,-0.00059532+0.0076434i,0.0037272+0.0076126i
-0.046108+0.024521i,-0.12954+0.052602i,-0.22166+0.10067i,-0.21636+0.16428i,-0.144+0.18229i,-0.10929+0.12911i,-0.065196+0.089838i,0.040068+0.070286i,0.099901+0.026068i,0.076872+0.0051807i,0.051856+0.012605i,0.03943+0.011854i,0.027244+0.0089042i,0.01724+0.0067457i,0.010671+0.009686i,0.024631+0.0092315i,0.045005-0.0070053i,0.039248-0.017822i,0.012026-0.009182i,-0.008608+0.0079356i,-0.012946+0.019761i,-0.016641+0.020102i,-0.024584+0.021272i
-0.052658-0.04904i,-0.12245-0.13065i,-0.17923-0.20914i,-0.14269-0.19657i,-0.010161-0.1388i,0.10013-0.1393i,0.097928-0.1601i,0.042534-0.13886i,0.017017-0.0908i,0.017238-0.056354i,0.0013542-0.042514i,-0.031714-0.023434i,-0.044283+0.00080296i,-0.026735+0.0053897i,-0.016047-0.0069356i,-0.028901-0.010643i,-0.037567-0.0018408i,-0.0237+0.0036804i,-1.5575e-05+0.001115i,0.014946-0.0062922i,0.016589-0.016755i,0.014326-0.025809i,0.012703-0.028414i
0.07093-0.020617i,0.20423-0.054877i,0.31633-0.12757i,0.23052-0.20687i,0.021085-0.17414i,-0.086012-0.031869i,-0.10511+0.05509i,-0.14737+0.071789i,-0.16448+0.081642i,-0.11838+0.061652i,-0.062796+0.029555i,-0.016911+0.016856i,0.0050304+0.0091614i,0.0023946+0.0084207i,0.0078408+0.011511i,0.016335+0.0081475i,0.009538+0.01035i,-0.0029924+0.016395i,-0.0079384+0.01205i,-0.0082282+0.00229i,-0.011961+0.0017752i,-0.0069364+0.011424i,0.007407+0.015133i
0.0011822+0.047869i,-0.019082+0.14848i,-0.03404+0.29875i,0.0011276+0.38072i,0.026393+0.31151i,-0.0080669+0.1898i,0.0040353+0.13854i,0.088234+0.10867i,0.11577+0.053225i,0.067668+0.033181i,0.041849+0.035075i,0.044519+0.010398i,0.038899-0.013739i,0.027101-0.0098603i,0.019568+0.010348i,0.02811+0.022169i,0.041445+0.014101i,0.036797+0.0027705i,0.014943+0.00072744i,-0.0017399+0.004566i,-0.0020255+0.0079958i,-0.0031356+0.0081224i,-0.010612+0.0075015i
-0.051143+0.014853i,-0.15857+0.024239i,-0.26409+0.018659i,-0.23397-0.0072501i,-0.071696-0.068533i,0.062303-0.14921i,0.081439-0.191i,0.05115-0.16878i,0.038711-0.11576i,0.036034-0.072013i,0.012392-0.045906i,-0.025935-0.016539i,-0.03993+0.01441i,-0.025313+0.016102i,-0.019812-0.0079595i,-0.03534-0.019671i,-0.039094-0.012335i,-0.015852-0.0081542i,0.005197-0.011524i,0.005673-0.016176i,0.001228-0.020183i,0.0049705-0.0254i,0.0092377-0.029382i
0.016852-0.065872i,0.083641-0.18623i,0.14763-0.33178i,0.094662-0.34967i,-0.041052-0.181i,-0.11056+0.018991i,-0.13411+0.10002i,-0.17003+0.098593i,-0.16525+0.081416i,-0.11695+0.05548i,-0.068207+0.037628i,-0.025306+0.026275i,-0.0041614+0.0097815i,-0.0045597-0.00071022i,0.0010516-0.0012885i,0.0099362-0.0067677i,0.0020661-0.012829i,-0.01599-0.0091905i,-0.019253-0.0048835i,-0.0099388-0.0034127i,-0.0060885+0.0004643i,-0.0037209+0.0074325i,0.0010502+0.011967i
0.02889+0.012372i,0.084833+0.073382i,0.16104+0.16443i,0.21062+0.18769i,0.17915+0.10649i,0.097326+0.031266i,0.083739+0.025623i,0.12591+0.023289i,0.12143+0.012016i,0.082024+0.014322i,0.054897+0.0076393i,0.034554-0.013882i,0.013761-0.026236i,-0.00011291-0.010326i,0.0034841+0.022487i,0.020852+0.04317i,0.030983+0.044218i,0.024297+0.035822i,0.01381+0.024i,0.011613+0.01368i,0.011323+0.005405i,-0.0011931+0.0013682i,-0.017885+0.0042459i
-0.0047739+0.051421i,-0.061095+0.13893i,-0.14294+0.23109i,-0.15523+0.22854i,-0.062589+0.10656i,0.026083-0.041812i,0.041995-0.12928i,0.027181-0.14291i,0.019995-0.11721i,0.018299-0.091345i,-3.1724e-05-0.067011i,-0.0275-0.019574i,-0.027931+0.02866i,-0.011043+0.031201i,-0.017784+0.006075i,-0.037649+9.8651e-05i,-0.030784+0.0072157i,-2.1565e-06+0.0044849i,0.018614-0.00066939i,0.016371+0.0016255i,0.012583+0.0059958i,0.017947+0.0044959i,0.024052+0.0016424i
-0.030574-0.046162i,-0.069719-0.17208i,-0.1106-0.34773i,-0.1412-0.39271i,-0.15595-0.21821i,-0.1462+0.0063882i,-0.14627+0.11226i,-0.1643+0.11457i,-0.15952+0.079429i,-0.12222+0.051486i,-0.066775+0.043482i,-0.014524+0.026971i,0.0031499+0.0014837i,-0.0022016-0.0078471i,0.0043884-0.012858i,0.016576-0.032409i,0.0086132-0.047538i,-0.012264-0.041624i,-0.020252-0.026396i,-0.014653-0.015664i,-0.0084831-0.0098744i,-0.0019929-0.0058325i,0.0058321-0.0032608i
0.011395-0.012073i,0.059628-0.0040175i,0.12232+0.033929i,0.13772+0.064296i,0.095296+0.029981i,0.05879-0.043985i,0.066548-0.065965i,0.098508-0.017986i,0.10602+0.024912i,0.077306+0.025918i,0.046953-0.00041853i,0.026475-0.033485i,0.0065309-0.044029i,-0.0012688-0.020737i,0.0096063+0.012399i,0.023048+0.032644i,0.024238+0.04109i,0.015308+0.042771i,0.0081091+0.034659i,0.0067361+0.01699i,0.0014081+0.0021592i,-0.013686-0.0013338i,-0.027957-0.00023857i
0.031604+0.027637i,0.080421+0.12041i,0.13578+0.25378i,0.17223+0.30292i,0.17058+0.21521i,0.14069+0.10161i,0.11559+0.025063i,0.090848-0.032526i,0.060314-0.050403i,0.034727-0.03304i,0.0077378-0.011905i,-0.0093999+0.018806i,0.0059789+0.038202i,0.019428+0.020481i,-0.0044006+5.1882e-05i,-0.03114+0.0079611i,-0.022554+0.019497i,0.0047174+0.011695i,0.015728+0.0011571i,0.008076+0.0061946i,0.007254+0.01664i,0.021992+0.014849i,0.03298+0.0047345i
-0.040947-0.0033171i,-0.13788-0.066167i,-0.28017-0.20039i,-0.36123-0.29115i,-0.31956-0.20482i,-0.22956-0.026568i,-0.17253+0.08019i,-0.15152+0.078776i,-0.12781+0.040634i,-0.078256+0.027885i,-0.019314+0.031794i,0.012484+0.019076i,0.0020615+0.00056119i,-0.012257-0.0060887i,-0.0001828-0.018319i,0.012751-0.048862i,0.0014869-0.067617i,-0.019101-0.056392i,-0.027709-0.032595i,-0.024918-0.016154i,-0.021708-0.010748i,-0.020213-0.0082852i,-0.016471-0.0028793i
0.0025391-0.0094493i,0.020999-0.0076455i,0.076238+0.026884i,0.12567+0.076856i,0.1109+0.040303i,0.055399-0.081776i,0.012499-0.13696i,0.017577-0.073702i,0.04689-0.012575i,0.042008-0.015646i,0.0094332-0.038394i,-0.018151-0.04562i,-0.030963-0.030014i,-0.023017+0.0003326i,-0.0027442+0.027504i,0.013096+0.046063i,0.016944+0.055552i,0.013538+0.051226i,0.014566+0.032839i,0.016067+0.0078799i,0.0066211-0.0064937i,-0.011384-0.0034961i,-0.024125+0.0047731i
0.036185-0.019552i,0.12552-0.02181i,0.26041-0.015097i,0.33569-0.016892i,0.29241-0.0080052i,0.21893+0.040365i,0.18351+0.050233i,0.13563-0.00043712i,0.06555-0.020836i,0.025142+0.0026102i,0.0096406+0.028016i,0.008011+0.049917i,0.025419+0.048654i,0.025674+0.02134i,-8.9643e-05+0.011701i,-0.011844+0.030863i,0.0048147+0.041808i,0.02397+0.027579i,0.023503+0.0077799i,0.014691+0.0048464i,0.019461+0.012264i,0.036687+0.0080944i,0.046691-0.0035517i
-0.024063+0.022311i,-0.12681+0.038407i,-0.33336+0.035754i,-0.50221+0.017553i,-0.46809+0.026796i,-0.32103+0.063738i,-0.2114+0.085558i,-0.15269+0.065173i,-0.1135+0.021405i,-0.068338-0.00097413i,-0.014412-0.00044037i,0.012114-0.0056258i,-0.0017244-0.0065896i,-0.010046-0.0012618i,0.0031646-0.020321i,0.0070661-0.062802i,-0.0087136-0.08689i,-0.024055-0.071718i,-0.026978-0.037477i,-0.022102-0.013773i,-0.020448-0.0095822i,-0.022815-0.0076631i,-0.021922-0.00083975i
0.0016616+0.0076003i,0.032563+0.025195i,0.11761+0.054593i,0.21822+0.07565i,0.22132+0.025158i,0.10493-0.092059i,-0.010521-0.12912i,-0.029487-0.056744i,0.0028749+0.0028944i,-0.0026277+0.0017365i,-0.039125-0.019814i,-0.054208-0.03109i,-0.042335-0.023808i,-0.023272-0.0032811i,-0.0074864+0.018436i,0.00019561+0.038413i,-0.00018459+0.049736i,-6.8847e-05+0.044285i,0.0077306+0.024149i,0.011936+6.6163e-05i,0.003848-0.011185i,-0.0089664-0.007191i,-0.01927-0.00050887i
0.0012244-0.025813i,0.033648-0.091842i,0.10293-0.19667i,0.14117-0.26143i,0.1281-0.185i,0.15612-0.027202i,0.2028+0.03693i,0.16896+0.01112i,0.095188+0.017147i,0.062837+0.049751i,0.055492+0.062459i,0.048821+0.055538i,0.041796+0.028503i,0.021378+0.0025101i,-0.0026298+0.0067605i,-0.0036728+0.029998i,0.014691+0.043286i,0.027525+0.036004i,0.020979+0.021471i,0.010405+0.016266i,0.016464+0.015357i,0.032108+0.0040757i,0.037428-0.011448i
-0.009746+0.023433i,-0.059554+0.091269i,-0.17635+0.22564i,-0.28689+0.32434i,-0.29065+0.28264i,-0.2285+0.17767i,-0.16777+0.11217i,-0.10501+0.05648i,-0.062886-0.012945i,-0.040693-0.048147i,-0.014202-0.049055i,-0.00626-0.039609i,-0.013786-0.017566i,-0.0046205-0.0062286i,0.0076846-0.028504i,-0.00072109-0.0664i,-0.017706-0.085779i,-0.024755-0.069006i,-0.021071-0.032525i,-0.015751-0.0066422i,-0.016414+0.0034509i,-0.019897+0.011167i,-0.018637+0.017868i
0.016563+0.0024351i,0.068246-0.010287i,0.1696-0.051414i,0.27286-0.11562i,0.25455-0.16792i,0.10752-0.18427i,-0.030545-0.14384i,-0.075032-0.064164i,-0.052583-0.010361i,-0.039976-0.0028702i,-0.056581-0.010602i,-0.061008-0.011734i,-0.043974-0.0066857i,-0.027188+0.0056443i,-0.013904+0.024681i,-0.0031948+0.042204i,-0.003305+0.050462i,-0.0076065+0.041008i,-0.0031944+0.016854i,0.0021916-0.0048208i,-0.00050685-0.013231i,-0.0069275-0.011953i,-0.010233-0.0078417i
-0.020266-0.010265i,-0.058983-0.055536i,-0.12446-0.14235i,-0.17438-0.17893i,-0.12206-0.099458i,0.022364+0.0036629i,0.12765+0.017285i,0.12029-0.003551i,0.072818+0.017441i,0.062459+0.041982i,0.072784+0.046215i,0.073834+0.038335i,0.054686+0.021179i,0.022426+0.011459i,0.0062575+0.019973i,0.017378+0.033111i,0.036496+0.037892i,0.042082+0.032075i,0.029662+0.02103i,0.017247+0.013649i,0.017361+0.0087546i,0.022237-0.0018478i,0.022991-0.013407i
-0.0037861+0.0064485i,0.0082142+0.069963i,0.026781+0.20295i,0.032194+0.30949i,0.0027769+0.27174i,-0.051148+0.15541i,-0.065859+0.088435i,-0.025453+0.037555i,-0.014162-0.032262i,-0.037195-0.061345i,-0.039273-0.051044i,-0.030641-0.031325i,-0.018528-0.0096004i,-0.00027405-0.010464i,0.0052709-0.036879i,-0.0076523-0.064792i,-0.02121-0.078967i,-0.022966-0.069192i,-0.017893-0.040715i,-0.012106-0.014842i,-0.0092267+0.0012243i,-0.007543+0.015033i,-0.0057239+0.023667i
0.010219-0.01927i,0.032296-0.065532i,0.064233-0.15788i,0.081892-0.25125i,0.055632-0.25335i,0.0057534-0.17789i,-0.048571-0.10023i,-0.08677-0.032802i,-0.071175+0.017021i,-0.039877+0.02473i,-0.037166+0.012112i,-0.04071+0.001688i,-0.034774-0.0050277i,-0.026984+0.0052679i,-0.018906+0.025603i,-0.012429+0.04199i,-0.013889+0.051547i,-0.0167+0.044084i,-0.012402+0.020043i,-0.0087205-0.00028515i,-0.0082136-0.010231i,-0.0093213-0.015461i,-0.011295-0.015703i
-0.010093+0.016944i,-0.052101+0.034275i,-0.12853+0.057943i,-0.17654+0.09122i,-0.12869+0.12042i,-0.019285+0.10868i,0.054287+0.058594i,0.066144+0.031471i,0.058722+0.044743i,0.066525+0.055407i,0.081037+0.040008i,0.079067+0.016712i,0.054903+0.0073623i,0.027455+0.0095442i,0.015509+0.015216i,0.021231+0.022277i,0.03583+0.025694i,0.042481+0.021882i,0.033219+0.013071i,0.019791+0.0051135i,0.013207+0.00097754i,0.011358-0.0021627i,0.011537-0.0070272i
0.0035409+0.0031014i,0.039043+0.021617i,0.12301+0.054983i,0.1934+0.061428i,0.14966+0.009892i,0.047674-0.022226i,0.022851-0.0095226i,0.050505-0.025239i,0.035044-0.066781i,-0.014765-0.067393i,-0.045001-0.034056i,-0.047725-0.0055951i,-0.030807+0.001798i,-0.010419-0.015768i,-0.0068403-0.039921i,-0.016925-0.055373i,-0.025478-0.061074i,-0.024595-0.051142i,-0.017199-0.02798i,-0.0099219-0.0063125i,-0.0034678+0.0087521i,0.00344+0.019641i,0.0054353+0.024946i
-0.0031677-0.029051i,-0.025387-0.070008i,-0.075892-0.12936i,-0.12032-0.14989i,-0.094094-0.11051i,-0.045189-0.064421i,-0.060153-0.035958i,-0.099359-0.0049526i,-0.085033+0.015966i,-0.044298+0.0029745i,-0.028193-0.0098347i,-0.02687-0.0074654i,-0.026313-0.0028726i,-0.022323+0.012904i,-0.011119+0.033343i,-0.0016629+0.045469i,-0.0034594+0.049631i,-0.0081604+0.04457i,-0.0051153+0.028955i,-0.0015744+0.012382i,-0.0030665-0.00037917i,-0.0086336-0.011715i,-0.013717-0.017372i
0.017767+0.0092444i,0.023719+0.042435i,0.021755+0.09339i,0.014602+0.13357i,0.0086005+0.14154i,-0.003607+0.12227i,-0.0068868+0.092777i,0.0071676+0.066972i,0.015791+0.059284i,0.027411+0.056807i,0.049067+0.031257i,0.058402+0.0032387i,0.046913+0.00036257i,0.029977+0.0073457i,0.021015+0.0086635i,0.022206+0.0076753i,0.029204+0.0071125i,0.031279+0.0050389i,0.023699-0.0013266i,0.013341-0.0090858i,0.0046617-0.010656i,0.00023689-0.005996i,0.0022508-0.0033799i
0.0017839+0.007322i,0.017237+0.0013266i,0.051607-0.038771i,0.065541-0.10801i,0.025485-0.15524i,0.00017094-0.14599i,0.043597-0.11418i,0.084941-0.10056i,0.061681-0.089943i,0.0066266-0.053792i,-0.03156-0.0060335i,-0.039423+0.021881i,-0.029129+0.017777i,-0.019437-0.0051265i,-0.015979-0.024748i,-0.016505-0.037587i,-0.019678-0.044454i,-0.018697-0.036463i,-0.012523-0.017244i,-0.0045781+8.7927e-05i,0.0037905+0.0097203i,0.011708+0.013206i,0.013461+0.016239i
-0.015971-0.0028024i,-0.052962-0.0084073i,-0.096618+0.0095944i,-0.094374+0.06276i,-0.019904+0.095785i,0.037414+0.05906i,-0.010032+0.016892i,-0.080299+0.026112i,-0.076797+0.027592i,-0.038896-0.0083514i,-0.019728-0.035667i,-0.018496-0.033193i,-0.020724-0.015914i,-0.017256+0.0076753i,-0.0085215+0.029336i,-0.00066274+0.041432i,0.0016472+0.043565i,0.00076681+0.035173i,0.00043032+0.020011i,0.00063478+0.0076781i,-0.0021419-0.0025616i,-0.0092613-0.01289i,-0.013911-0.018921i
0.017272-0.016259i,0.048807-0.022827i,0.081944-0.026364i,0.074844-0.026175i,0.011596+0.0072036i,-0.051698+0.085493i,-0.053516+0.13511i,-0.020325+0.12043i,0.0017599+0.095216i,0.022202+0.078938i,0.042272+0.04379i,0.044291+0.0041628i,0.035957-0.0056126i,0.027135-7.2489e-05i,0.01815-0.00041712i,0.011386+0.00038357i,0.0098553+0.00378i,0.007115+0.0028654i,0.00013615-0.0030823i,-0.00765-0.0098581i,-0.013209-0.0086721i,-0.011316-0.00074832i,-0.0035056+0.0035125i
0.006446+0.01158i,0.0093712+0.017452i,-0.0050137+0.0022158i,-0.041599-0.044525i,-0.072406-0.10525i,-0.049211-0.15382i,0.023816-0.17018i,0.079156-0.15637i,0.072903-0.11583i,0.029294-0.053856i,-0.0051327+0.010085i,-0.014193+0.041194i,-0.012571+0.029851i,-0.011421+0.0048118i,-0.0096451-0.013865i,-0.0078453-0.025363i,-0.0071691-0.029422i,-0.0034974-0.02208i,0.0029413-0.0072313i,0.0083533+0.0051127i,0.015044+0.010489i,0.020801+0.010815i,0.019281+0.011339i
-0.021843+0.01404i,-0.041218+0.038386i,-0.029037+0.08131i,0.055116+0.11519i,0.15552+0.09999i,0.15954+0.050845i,0.057893+0.024112i,-0.046838+0.022119i,-0.078261+0.0077619i,-0.060668-0.027174i,-0.041399-0.052666i,-0.030291-0.047327i,-0.024154-0.026785i,-0.01698-0.0044679i,-0.0062403+0.01722i,0.0031306+0.030149i,0.0078329+0.031061i,0.0079261+0.021246i,0.0063836+0.009151i,0.005405+0.0044568i,0.0022099+9.8964e-05i,-0.0053286-0.00829i,-0.011626-0.013374i
-0.0069834-0.015532i,-0.0076767-0.055489i,-0.024215-0.10196i,-0.079345-0.10748i,-0.14161-0.027276i,-0.14444+0.098635i,-0.089421+0.16175i,-0.036851+0.14467i,-0.0095158+0.11161i,0.014355+0.084224i,0.030555+0.044802i,0.02926+0.0069177i,0.022674-0.0041127i,0.015604-0.0018541i,0.0068968-0.0042504i,-0.00087779-0.0041057i,-0.0065983+0.00213i,-0.010289+0.0072304i,-0.011033+0.0049164i,-0.012471-0.0040418i,-0.015574-0.0055292i,-0.01185+0.0021037i,-0.0035697+0.0058651i
0.016706-0.00024632i,0.038575+0.010744i,0.046189+0.034289i,0.028465+0.043667i,0.004727-0.014314i,-0.0099095-0.12892i,0.0033854-0.19306i,0.048367-0.16899i,0.065235-0.11563i,0.034023-0.053131i,0.0093357+0.012034i,0.0084238+0.0435i,0.0065025+0.032924i,-5.8011e-05+0.0099566i,-0.00096725-0.0067677i,0.00042673-0.018091i,0.0018372-0.021403i,0.0066229-0.015601i,0.012323-0.0094313i,0.015967-0.0061309i,0.018586-0.0046618i,0.019606-0.0019964i,0.016569+0.0030137i
0.0016405+0.015683i,0.0062832+0.041984i,0.040564+0.044081i,0.11064-0.00069283i,0.16613-0.03673i,0.15587-0.015892i,0.085614+0.020143i,-0.0055549+0.022448i,-0.060802+0.0030698i,-0.06557-0.027355i,-0.055891-0.053414i,-0.048497-0.050922i,-0.039926-0.029094i,-0.028026-0.0021014i,-0.0098626+0.021541i,0.0068565+0.030173i,0.011906+0.023881i,0.0070342+0.010139i,0.00018746+0.0028421i,-0.0020778+0.0058657i,-0.0025173+0.0045457i,-0.0075475-0.0032716i,-0.013728-0.0084019i
-0.026256-0.0111i,-0.071593-0.02547i,-0.1476-0.027909i,-0.22287+0.022843i,-0.24173+0.11333i,-0.17736+0.18038i,-0.08943+0.1833i,-0.03573+0.1435i,-0.0029591+0.1029i,0.024577+0.069237i,0.033707+0.034103i,0.025187+0.0076377i,0.02091+0.0035151i,0.020087+0.0030492i,0.0071878-0.0029599i,-0.0096512-0.0015476i,-0.017608+0.0074419i,-0.017714+0.015283i,-0.014333+0.014227i,-0.014744+0.0059198i,-0.016381+0.0034111i,-0.011126+0.0072341i,-0.0023746+0.007774i
0.0075249-0.017407i,0.041415-0.035066i,0.099624-0.039608i,0.14809-0.044148i,0.12976-0.09205i,0.051712-0.17353i,-0.0028796-0.19967i,0.016329-0.14951i,0.049756-0.093246i,0.043304-0.041177i,0.030143+0.012619i,0.029895+0.03449i,0.023303+0.019764i,0.0111-0.0021512i,0.0042483-0.015555i,0.0020881-0.021555i,0.005462-0.021071i,0.012568-0.016026i,0.015566-0.012288i,0.014442-0.010485i,0.013686-0.0083335i,0.014947-0.0058774i,0.013807-0.0026693i
0.015912+0.0088749i,0.034338+0.019206i,0.047055+0.0010189i,0.039623-0.057623i,0.038146-0.084507i,0.069038-0.026379i,0.080251+0.01764i,0.021615+0.0045714i,-0.044469-0.0064972i,-0.061695-0.020272i,-0.059457-0.040383i,-0.058816-0.040565i,-0.053766-0.022367i,-0.039144+0.0049133i,-0.011642+0.025954i,0.014553+0.026521i,0.020963+0.013872i,0.010956+0.0019455i,0.0023719+0.0017667i,0.0036875+0.0083676i,0.005617+0.0090055i,-0.00061501+0.0032919i,-0.0086247-0.00063279i
-0.01096+0.014389i,-0.050979+0.048757i,-0.10916+0.11894i,-0.13445+0.21372i,-0.10855+0.25537i,-0.090786+0.21548i,-0.078404+0.16391i,-0.044024+0.11977i,-0.015585+0.076852i,0.0030476+0.048391i,0.017958+0.024721i,0.021652+0.0075132i,0.024091+0.0053429i,0.021675+0.00098094i,0.0034117-0.0056963i,-0.017172+0.00025894i,-0.024893+0.012537i,-0.019361+0.01985i,-0.0091612+0.014745i,-0.007583+0.0032292i,-0.011839-0.00033766i,-0.0091146+0.0025172i,-0.00082198+0.0026912i
-0.0050093-0.021872i,0.0025292-0.070122i,0.036698-0.15168i,0.077888-0.2287i,0.07276-0.25559i,0.018961-0.23517i,-0.015297-0.17151i,0.00909-0.093639i,0.046126-0.045995i,0.047281-0.015053i,0.039233+0.014394i,0.038547+0.021495i,0.02471+0.0058114i,0.0050665-0.0075322i,-0.0021596-0.012669i,0.00048604-0.015062i,0.0076086-0.014765i,0.01338-0.015013i,0.0087495-0.016309i,0.0014471-0.01362i,0.002547-0.0089304i,0.0064444-0.0053888i,0.005154-0.0030664i
0.017659-0.0036625i,0.037452-0.0058801i,0.032558-0.010919i,-0.024965-0.0051142i,-0.051546+0.033038i,0.026121+0.06508i,0.087383+0.025479i,0.039395-0.026634i,-0.026545-0.028445i,-0.046454-0.025009i,-0.053058-0.028949i,-0.058747-0.01992i,-0.053184+0.00046198i,-0.031072+0.022448i,0.0036933+0.031402i,0.028533+0.020822i,0.027487+0.0032912i,0.01089-0.0038255i,0.00093312+0.0024946i,0.0047937+0.0092268i,0.0084944+0.007107i,0.0032092+0.0027593i,-0.0023513+0.0029865i
0.00084797+0.025495i,0.0062259+0.081871i,0.039978+0.1715i,0.097555+0.22454i,0.090876+0.19399i,-0.0048768+0.13007i,-0.078456+0.10583i,-0.068606+0.094235i,-0.040742+0.058779i,-0.020815+0.033134i,0.0033933+0.017455i,0.020876+0.0047834i,0.030868-0.0026589i,0.025438-0.01227i,-0.00043047-0.013139i,-0.024871+0.0018193i,-0.031001+0.01959i,-0.020256+0.026922i,-0.0063571+0.017727i,-0.0053158+0.003346i,-0.012977-0.00075434i,-0.012708+0.00056901i,-0.0036129+8.3501e-05i
-0.019618-0.01075i,-0.061758-0.051297i,-0.11327-0.13272i,-0.13088-0.22288i,-0.10293-0.26575i,-0.060792-0.21606i,-0.014478-0.11289i,0.037216-0.035874i,0.072467-0.0085919i,0.067805-0.0027537i,0.047179+0.0070241i,0.032664+0.0071361i,0.014972-0.0052047i,-0.0028622-0.0093382i,-0.010308-0.0064337i,-0.0067312-0.0057934i,0.0032096-0.0069342i,0.0097938-0.0089819i,0.0069014-0.010315i,0.0021333-0.0074943i,0.0043814-0.0034239i,0.0078461-0.0029935i,0.0035598-0.0026644i
0.010131-0.017398i,0.026829-0.033967i,0.024282-0.019239i,-0.0068329+0.068267i,0.0091408+0.16532i,0.083343+0.14711i,0.103+0.023198i,0.035322-0.066811i,-0.027144-0.064049i,-0.041652-0.038651i,-0.04554-0.025289i,-0.05071-0.0058427i,-0.042229+0.017719i,-0.01623+0.029948i,0.015522+0.023231i,0.033905+0.0038127i,0.029562-0.011802i,0.014027-0.012769i,0.0059867-0.0023715i,0.010134+0.0040815i,0.013568+0.0003298i,0.0089184-0.0034116i,0.0038769-0.0010331i
0.021149+0.012306i,0.069674+0.039787i,0.15555+0.056254i,0.21075+0.012893i,0.13281-0.041838i,-0.031341-0.016544i,-0.11338+0.060533i,-0.098174+0.090524i,-0.07075+0.068892i,-0.042647+0.047947i,-0.009444+0.024822i,0.012069+0.0023172i,0.020086-0.013295i,0.0086166-0.025326i,-0.017171-0.01806i,-0.033304+0.0061938i,-0.030564+0.024117i,-0.01517+0.02362i,-0.0027139+0.0086099i,-0.005746-0.00094889i,-0.015026+0.0011265i,-0.015193+0.0047672i,-0.0075889+0.0018292i
-0.020001+0.0095786i,-0.081606+0.024281i,-0.18266+0.021558i,-0.24769-0.011191i,-0.19659-0.062592i,-0.074819-0.093624i,0.020013-0.06187i,0.081757-0.0041583i,0.1086+0.011023i,0.084339-0.0011172i,0.046647+0.00092003i,0.024247+0.0022853i,0.0052116-0.00017156i,-0.0058884+0.0044781i,-0.0038876+0.006537i,-0.0005634+0.0033582i,0.0019351-0.00077225i,0.0016109-0.0046331i,-0.0037841-0.0049784i,-0.0052503-0.0025309i,0.0011822-0.0012808i,0.0063034-0.0027i,0.0032229-0.0022879i
-0.0073114-0.014399i,-0.010065-0.040998i,0.012787-0.03646i,0.067833+0.047686i,0.12758+0.14798i,0.15358+0.12519i,0.097291-0.0056059i,0.00059484-0.091747i,-0.052634-0.084695i,-0.053666-0.049908i,-0.042416-0.025809i,-0.037021-0.003999i,-0.023935+0.016321i,0.0021494+0.022073i,0.027851+0.0068882i,0.037816-0.016475i,0.029416-0.026334i,0.014182-0.015723i,0.00714+0.00022478i,0.0084296+0.0038518i,0.0085088-0.0019383i,0.0057194-0.0042632i,0.004297-0.0023146i
0.024498-0.012005i,0.073333-0.034546i,0.13208-0.091705i,0.11466-0.18299i,-0.021773-0.2137i,-0.15755-0.090942i,-0.16026+0.06063i,-0.10346+0.10307i,-0.07009+0.085804i,-0.039225+0.06238i,-0.0091272+0.027715i,0.0086629-0.0030542i,0.010336-0.019935i,-0.0087904-0.023251i,-0.031163-0.0067894i,-0.03791+0.017314i,-0.028858+0.029806i,-0.012841+0.023618i,-0.0032221+0.0067791i,-0.0057328-0.0010059i,-0.011644+0.0056847i,-0.010752+0.011062i,-0.0038106+0.0064641i
