-0.00044028+0.0006089i,-6.9932e-05+0.00048374i,-0.0012776+0.00090097i,-0.0016298+0.0010513i,-0.00076779+0.00039485i,-0.0010756+0.00021797i,-0.0010129+0.00074707i,0.00068992+0.0010082i,0.0016503+0.00011683i,0.0017694-0.00045996i,0.00145+7.787e-05i,0.00038799+0.00053692i,-0.0012124-4.682e-05i,-0.0013261-0.00066358i,-0.00079379-0.00080866i,-0.0010643-0.00050929i,-0.00079955-0.00037024i,-0.00096565-0.00069012i,-0.0006008-0.0004931i,-0.00036192-9.2284e-05i,-0.00057385+5.0903e-05i,-0.00079657+0.00031434i,-0.00089581+6.928e-05i
0.0028686+0.028631i,-0.020084+0.087155i,-0.0744+0.17349i,-0.10728+0.21876i,-0.052848+0.14477i,0.038751+0.0066872i,0.092532-0.048053i,0.12349-0.018357i,0.13193-0.010646i,0.091182-0.021812i,0.042336-0.010565i,0.018644+0.0022084i,0.0073197+0.0066266i,0.0051839+0.011214i,0.0083772+0.013126i,0.0078259+0.013214i,0.0048365+0.011807i,0.00051742+0.0073371i,-0.003453+0.0034531i,-0.0017272+0.0009505i,0.0038709-0.0020863i,0.0062215-0.005361i,0.0012837-0.004826i
-0.021291-0.0062819i,-0.0437-0.023797i,-0.038892-0.045967i,0.035724-0.028224i,0.1322+0.030482i,0.14457+0.041743i,0.056836-0.024325i,-0.044789-0.082955i,-0.085819-0.077035i,-0.067469-0.043533i,-0.038006-0.018736i,-0.024575-0.0007074i,-0.012486+0.0098518i,0.0061706+0.0048585i,0.022468-0.012182i,0.029369-0.031618i,0.025961-0.038058i,0.019006-0.024533i,0.01514-0.006599i,0.012911-0.0010675i,0.0087756-0.0056678i,0.0041766-0.0083032i,0.0043844-0.0049032i
0.0018713-0.021137i,0.014119-0.068263i,0.0070183-0.15272i,-0.085835-0.21741i,-0.2247-0.17044i,-0.26347-0.027854i,-0.17602+0.084985i,-0.082169+0.10847i,-0.041582+0.09421i,-0.016628+0.069543i,0.0017288+0.030827i,0.0061167-0.0010199i,-0.0043341-0.01292i,-0.025262-0.007063i,-0.040808+0.011646i,-0.039853+0.030031i,-0.027827+0.031443i,-0.015053+0.015477i,-0.0081078-0.0010781i,-0.0075748-0.0040598i,-0.0093186+0.0058287i,-0.0065096+0.013243i,-0.00086806+0.0090813i
0.01581+0.013585i,0.047636+0.067476i,0.10097+0.16941i,0.16314+0.22848i,0.19603+0.14071i,0.181-0.017059i,0.14338-0.076116i,0.1327-0.044638i,0.12538-0.034395i,0.078883-0.033257i,0.035169-0.0077855i,0.020021+0.0092806i,0.017314+0.009639i,0.020393+0.0070488i,0.022602+0.0055893i,0.019533+0.0087853i,0.012107+0.014181i,0.0013217+0.016381i,-0.0062731+0.012982i,-0.0061049+0.0061793i,-0.0011417-0.00034355i,0.0011729-0.0037424i,-0.0022761-0.0022691i
-0.016263+0.012577i,-0.049955+0.015365i,-0.081764+0.00031732i,-0.052692-0.028499i,0.026449-0.029921i,0.055589+0.00061265i,0.0042061-0.0070334i,-0.073288-0.045464i,-0.10513-0.042551i,-0.074719-0.018954i,-0.039564-0.009817i,-0.026072-0.0030331i,-0.015743+0.0017881i,-0.0025695-0.0051648i,0.0074837-0.022328i,0.0097392-0.042534i,0.008299-0.0481i,0.010019-0.031853i,0.014206-0.012131i,0.014574-0.0052476i,0.0086361-0.0075018i,0.0023807-0.0087595i,0.0024112-0.0051823i
-0.01219-0.016307i,-0.036936-0.055641i,-0.10306-0.10453i,-0.21468-0.092864i,-0.29453-0.00023914i,-0.25547+0.081485i,-0.13749+0.096657i,-0.04582+0.086772i,-0.0065008+0.076262i,0.0061194+0.053072i,0.0050265+0.019506i,-0.00097454-0.0024318i,-0.010487-0.0027494i,-0.023682+0.011759i,-0.031332+0.032012i,-0.030235+0.046327i,-0.02395+0.04219i,-0.016684+0.021861i,-0.011978+0.0040167i,-0.0094735+0.00056481i,-0.0064537+0.0064204i,-0.00068401+0.010224i,0.0035296+0.006559i
0.025327-0.0096294i,0.088991-0.002197i,0.20532+0.015204i,0.31884+0.0028216i,0.33212-0.074347i,0.23474-0.14526i,0.13561-0.11753i,0.10753-0.057068i,0.093659-0.046356i,0.050862-0.039364i,0.023121-0.010025i,0.021289+0.0038757i,0.024366-0.0012473i,0.026941-0.0078961i,0.02869-0.0073242i,0.02906+0.0019739i,0.02567+0.014928i,0.016317+0.022638i,0.0048389+0.019268i,-0.00099666+0.011184i,9.8605e-05+0.004102i,0.0013005+0.000152i,-0.0032836+0.0011154i
-0.0022976+0.013458i,-0.024827+0.045136i,-0.07229+0.071473i,-0.11239+0.063648i,-0.092933+0.054448i,-0.038374+0.065717i,-0.02741+0.042662i,-0.070692-0.003388i,-0.096964-0.0082539i,-0.068187+0.00129i,-0.035999-0.0029082i,-0.027134-0.0018994i,-0.022879+0.0026454i,-0.015477-0.0032282i,-0.0083558-0.020822i,-0.0073379-0.04143i,-0.006315-0.049791i,0.0017984-0.040458i,0.010728-0.025037i,0.012397-0.016059i,0.0055188-0.013506i,-0.0016948-0.011362i,-0.0002986-0.0079411i
-0.017194-0.0026925i,-0.059975-0.011317i,-0.1272-0.0058701i,-0.18497+0.049686i,-0.19861+0.12076i,-0.15427+0.12323i,-0.083934+0.071885i,-0.026648+0.044808i,0.0088591+0.039577i,0.015845+0.024378i,0.0063899+0.0058985i,-0.00096702-0.0021751i,-0.0058494+0.0051577i,-0.01058+0.023759i,-0.013496+0.042471i,-0.012377+0.052262i,-0.011713+0.045558i,-0.013526+0.025517i,-0.013011+0.0087316i,-0.0098073+0.0045852i,-0.0059658+0.007802i,-0.00044052+0.0093525i,0.0025819+0.0049496i
0.0087259-0.020277i,0.052572-0.064571i,0.14601-0.13998i,0.24143-0.23198i,0.24929-0.29483i,0.16067-0.25768i,0.084841-0.13228i,0.07385-0.043343i,0.064354-0.034033i,0.035718-0.028406i,0.025141-0.0075982i,0.029171-0.0035308i,0.026576-0.014937i,0.019864-0.024272i,0.019303-0.023753i,0.024651-0.01366i,0.025945+0.0018363i,0.018782+0.014929i,0.0081952+0.018134i,0.00305+0.013236i,0.0042889+0.0068853i,0.0042395+0.0023767i,0.00061654+0.0034587i
0.01495+0.012277i,0.026247+0.05152i,0.008133+0.11594i,-0.051049+0.17547i,-0.079629+0.20116i,-0.037213+0.17312i,-0.0095663+0.087403i,-0.044614+0.018442i,-0.068448+0.013235i,-0.044642+0.015634i,-0.024116+0.0048132i,-0.023737+0.0065809i,-0.023448+0.012954i,-0.020052+0.0077569i,-0.019379-0.0094357i,-0.024385-0.028868i,-0.025275-0.038065i,-0.013815-0.033859i,-0.0009382-0.024118i,0.0034357-0.018006i,-0.0010173-0.0151i,-0.0065034-0.010898i,-0.0040726-0.00812i
-0.01201+0.013039i,-0.044114+0.036588i,-0.080797+0.072447i,-0.080288+0.10879i,-0.053741+0.11338i,-0.050993+0.065244i,-0.055775+0.01611i,-0.031472+0.0035054i,0.0007237+0.0050465i,0.0060455+0.0036046i,-0.0027768+0.00089421i,-0.004789+0.0019795i,-0.0010824+0.0086623i,0.0031929+0.021038i,0.0063062+0.037942i,0.0078803+0.050275i,0.0043589+0.046558i,-0.0022996+0.029934i,-0.0052767+0.014175i,-0.0053165+0.0083278i,-0.002863+0.010183i,0.0019134+0.01034i,0.0032581+0.00496i
-0.010465-0.018932i,-0.018619-0.076229i,-0.01198-0.1873i,0.0071871-0.30934i,0.014241-0.34901i,0.01278-0.25392i,0.033256-0.097188i,0.060908-0.012799i,0.050122-0.011957i,0.024304-0.013436i,0.020674-0.0051608i,0.022263-0.011344i,0.013297-0.024212i,0.0051554-0.030001i,0.006982-0.02824i,0.016511-0.021387i,0.024467-0.0079878i,0.021918+0.0064972i,0.012804+0.012638i,0.0080767+0.010013i,0.0093346+0.0033599i,0.0090936-0.0015536i,0.0046258+0.00092477i
0.013359+0.003105i,0.049785+0.018874i,0.088623+0.083523i,0.084249+0.1922i,0.053557+0.26867i,0.051451+0.23109i,0.033214+0.10212i,-0.024134+0.016856i,-0.047263+0.013543i,-0.027115+0.015067i,-0.016052+0.0068862i,-0.018544+0.0099253i,-0.016626+0.015925i,-0.013718+0.01299i,-0.018341+5.9237e-05i,-0.028634-0.015577i,-0.03047-0.025569i,-0.019514-0.025852i,-0.0076013-0.020446i,-0.0036918-0.016059i,-0.0077258-0.012709i,-0.010164-0.0078315i,-0.005908-0.0068484i
0.0037757+0.018021i,0.0019036+0.050965i,0.0022007+0.087021i,0.018626+0.072627i,0.022708+0.0011762i,-0.029665-0.053351i,-0.075277-0.046761i,-0.054857-0.019888i,-0.017754-0.009013i,-0.0093182-0.0036879i,-0.011823+0.002243i,-0.0060067+0.0053578i,0.0033674+0.0079076i,0.009583+0.013823i,0.015947+0.024671i,0.021132+0.033775i,0.016148+0.031322i,0.0057584+0.020444i,0.00114+0.010138i,0.00018973+0.0067898i,0.00032392+0.0089449i,0.0016819+0.0080013i,0.0013146+0.0038417i
-0.018003-0.0015411i,-0.060984-0.026544i,-0.13044-0.092946i,-0.18326-0.17332i,-0.1673-0.19809i,-0.080698-0.13179i,0.024021-0.03042i,0.074657+0.012883i,0.055606-0.00024909i,0.026167-0.0093794i,0.019607-0.012223i,0.014182-0.021757i,0.00048142-0.026367i,-0.0083515-0.023003i,-0.0062925-0.019921i,0.0029768-0.017507i,0.012144-0.0095364i,0.013309+0.0016803i,0.0088123+0.0076222i,0.0086192+0.005748i,0.012236-0.0013857i,0.01187-0.0058777i,0.0083527-0.0022545i
0.008724-0.018131i,0.041873-0.032495i,0.10469-0.015674i,0.16451+0.082553i,0.18391+0.19809i,0.15272+0.19163i,0.0696+0.0779i,-0.015535+0.0060068i,-0.035872+0.0066397i,-0.016752+0.0073223i,-0.010187+0.0039064i,-0.010888+0.012003i,-0.0068139+0.018932i,-0.0060958+0.016615i,-0.014089+0.0086137i,-0.026089+0.0018817i,-0.029608-0.0041721i,-0.020247-0.0094488i,-0.010214-0.01066i,-0.0090491-0.0091587i,-0.012696-0.0056631i,-0.012109-0.001257i,-0.0076708-0.0020156i
0.0090337+0.0084982i,0.030128+0.028992i,0.05065+0.041214i,0.038584-0.011259i,-0.025265-0.10502i,-0.10385-0.13267i,-0.1252-0.076169i,-0.079453-0.022487i,-0.033094-0.0059743i,-0.017731+0.0038725i,-0.010593+0.01196i,0.0001303+0.0098592i,0.0073831+0.0044265i,0.010804+0.0048837i,0.01695+0.011566i,0.023536+0.018662i,0.019981+0.019769i,0.010266+0.01364i,0.004186+0.0052733i,0.0020428+0.0040769i,0.0014539+0.0099859i,0.001779+0.011839i,0.00076393+0.0079014i
-0.016418+0.0099074i,-0.0576+0.027192i,-0.1328+0.042169i,-0.19072+0.0372i,-0.16704+0.0173i,-0.05488+0.016874i,0.065047+0.028396i,0.10133+0.018308i,0.064952-0.0016366i,0.028852-0.009086i,0.015579-0.013886i,0.0038697-0.021969i,-0.0080708-0.021586i,-0.012471-0.015606i,-0.0095967-0.014024i,-0.0021021-0.014926i,0.0071386-0.010179i,0.010557-0.00066889i,0.0082208+0.0059025i,0.0085707+0.0029754i,0.01149-0.0064893i,0.010401-0.010551i,0.0073167-0.0058308i
-0.0024652-0.018169i,0.0044585-0.051071i,0.047062-0.07913i,0.13945-0.037063i,0.22334+0.05562i,0.19586+0.082762i,0.071917+0.031185i,-0.022532-0.00020881i,-0.034841+0.0045195i,-0.016577+0.0027715i,-0.0097245+0.0029498i,-0.0073512+0.012658i,-0.001845+0.01685i,0.00036253+0.013923i,-0.0059539+0.010099i,-0.016354+0.0069718i,-0.02035+0.0019965i,-0.014901-0.0038066i,-0.0081059-0.0060015i,-0.0079954-0.0045197i,-0.012191-0.0010848i,-0.011673+0.0007889i,-0.007848-0.002108i
0.01618-0.0062768i,0.042037-0.0080782i,0.056173-0.025979i,-0.0073669-0.078127i,-0.1377-0.13649i,-0.21553-0.12849i,-0.17988-0.059045i,-0.093861-0.0080178i,-0.03463+0.0045053i,-0.014814+0.011459i,-0.0059446+0.015119i,0.0040896+0.010797i,0.0074827+0.0050465i,0.0069097+0.0030644i,0.01128+0.004422i,0.016197+0.0054827i,0.013699+0.0058063i,0.0063646+0.0037113i,0.00090341-0.00040249i,0.00034934+0.0010774i,0.0027807+0.0087667i,0.0034975+0.012361i,0.0011739+0.009903i
0.0029117+0.012066i,-0.010009+0.052343i,-0.035339+0.11471i,-0.048324+0.15699i,-0.012377+0.14406i,0.067238+0.094776i,0.13109+0.042557i,0.12058+0.0031885i,0.062677-0.0133i,0.023484-0.015824i,0.0075651-0.018974i,-0.0061795-0.019216i,-0.014572-0.013034i,-0.013408-0.0077468i,-0.0085845-0.0068895i,-0.0036308-0.0078825i,0.0026234-0.0049459i,0.0068847+0.0023348i,0.0071633+0.0061728i,0.0072108-0.00011418i,0.0078-0.011944i,0.0062172-0.015994i,0.0052124-0.009795i
-0.013978-0.0041273i,-0.036025-0.027803i,-0.035132-0.068789i,0.038227-0.088595i,0.14342-0.056726i,0.14911-0.02099i,0.045608-0.010852i,-0.031249+0.0013309i,-0.033392+0.0090277i,-0.015962+0.0038135i,-0.0074892+0.0041142i,-0.0029861+0.010112i,0.00076534+0.01119i,0.0015192+0.0088164i,-0.0019983+0.0086032i,-0.0076964+0.0097919i,-0.011463+0.007011i,-0.0091735+0.0018352i,-0.0051243-0.0011904i,-0.0063556+0.00053407i,-0.010464+0.0042368i,-0.010188+0.0031736i,-0.0071042-0.0010497i
0.0084275-0.010089i,0.02377-0.032012i,0.019475-0.062204i,-0.068108-0.080451i,-0.2201-0.07607i,-0.28612-0.04407i,-0.20852-0.0020938i,-0.095048+0.014533i,-0.027819+0.01235i,-0.0044163+0.015023i,0.0051344+0.015889i,0.011073+0.0070793i,0.0082989-0.0015045i,0.0038016-0.00084122i,0.0060341+0.0024658i,0.010066+0.0025436i,0.0082657+0.0024085i,0.0023905+0.0019028i,-0.0016517-0.00016984i,-0.00012142+0.0015081i,0.0055989+0.008732i,0.0082731+0.013633i,0.0053972+0.012195i
0.0088465+0.0099671i,0.032259+0.041605i,0.070566+0.098189i,0.12061+0.13611i,0.17341+0.11712i,0.20529+0.059622i,0.19042+0.0013873i,0.12502-0.028824i,0.051054-0.026856i,0.012679-0.018552i,-0.0028115-0.016958i,-0.012869-0.013067i,-0.014327-0.0066986i,-0.011173-0.0042254i,-0.0076868-0.0042929i,-0.0034937-0.0052415i,0.0029989-0.003974i,0.0073674+0.0014437i,0.0085641+0.0042914i,0.0072401-0.0024205i,0.0029409-0.014492i,-0.00025473-0.017592i,0.0008155-0.011382i
-0.013402+0.0088418i,-0.044837+0.011558i,-0.080142-0.0015446i,-0.058013-0.039383i,0.02236-0.072602i,0.050388-0.064452i,-0.0012902-0.024224i,-0.036353+0.0099546i,-0.027295+0.015292i,-0.014492+0.0075009i,-0.0071038+0.0071639i,0.00010578+0.0095288i,0.0042705+0.0085066i,0.0034342+0.0054795i,-0.00058888+0.0039288i,-0.0042258+0.0041735i,-0.0057455+0.0026503i,-0.0036693-0.0012457i,-0.00011453-0.0032364i,-0.00076428+0.00074693i,-0.0044012+0.0066329i,-0.0057498+0.0067905i,-0.0053659+0.0014301i
-0.0012604-0.0082786i,-0.007984-0.033367i,-0.035144-0.059905i,-0.11678-0.037885i,-0.23306+0.033112i,-0.27422+0.074997i,-0.19533+0.066353i,-0.087062+0.037679i,-0.02109+0.01487i,0.0039112+0.0090933i,0.011127+0.0071242i,0.01229+0.00061647i,0.0072562-0.0031982i,0.0034097-0.00051994i,0.004032+0.0025665i,0.003872+0.0031042i,0.00086245+0.0033023i,-0.0034311+0.0024518i,-0.0051421+0.0017013i,-0.00042158+0.0025461i,0.0084772+0.0054861i,0.012434+0.0083386i,0.0089842+0.0091438i
0.013884-0.0021486i,0.049995+0.00044322i,0.12371+0.0043839i,0.20667-0.0069315i,0.25943-0.036156i,0.26472-0.063066i,0.20826-0.075445i,0.11299-0.061061i,0.03556-0.031607i,0.001371-0.016679i,-0.01259-0.014368i,-0.01877-0.0081854i,-0.015392-0.0018536i,-0.0096425-0.00036443i,-0.0049123-0.0011452i,-0.00098497-0.0022297i,0.0032231-0.0012565i,0.0065768+0.0019337i,0.0061228+0.0025247i,0.00084026-0.0045039i,-0.0063145-0.013534i,-0.0089584-0.014837i,-0.0051312-0.01007i
-0.0027861+0.010499i,-0.019535+0.036553i,-0.053359+0.064442i,-0.070806+0.049733i,-0.053985-0.010395i,-0.040311-0.035557i,-0.044749-0.005192i,-0.03649+0.017987i,-0.01957+0.013854i,-0.010699+0.0066099i,-0.0027417+0.0056135i,0.0034969+0.0056284i,0.0042604+0.0048769i,0.001911+0.003333i,-0.0006441+0.0035921i,-0.0019603+0.0050403i,-0.0022267+0.0027593i,-0.0012414-0.001506i,1.0506e-05-0.0033387i,0.000628+0.0011399i,-5.4622e-05+0.0092137i,-0.0017569+0.0095703i,-0.0036783+0.0034046i
-0.0090304-0.004054i,-0.031826-0.017467i,-0.074781-0.023569i,-0.12975+0.027056i,-0.18075+0.12576i,-0.19289+0.16622i,-0.13978+0.12099i,-0.063874+0.057938i,-0.013294+0.016854i,0.0075548+0.0031277i,0.013007-0.00092104i,0.010743-0.0063725i,0.0043829-0.0061757i,0.002442-0.00056818i,0.0044421+0.0030994i,0.0040416+0.0047858i,0.00080944+0.0053243i,-0.0035688+0.0057019i,-0.0046419+0.0056356i,0.0011833+0.0040125i,0.0096839+0.002029i,0.013131+0.002083i,0.011177+0.0046375i
0.0024365-0.009202i,0.029919-0.033512i,0.086575-0.081916i,0.15423-0.1461i,0.20744-0.19564i,0.22278-0.19504i,0.17291-0.14963i,0.08435-0.083899i,0.021575-0.028004i,-0.0031404-0.0071848i,-0.013598-0.0033645i,-0.016645+0.0016571i,-0.012032+0.0027933i,-0.0064357-9.9095e-06i,-0.0024986-0.0016031i,0.00073871-0.0031786i,0.0045769-0.0027026i,0.0067154+0.0016381i,0.0054923+0.0026268i,-0.0010338-0.0025817i,-0.011065-0.0078036i,-0.013501-0.0074409i,-0.0077278-0.0050513i
0.0072748+0.0052661i,0.014338+0.036946i,0.01206+0.084433i,-0.011594+0.10433i,-0.049696+0.070428i,-0.074238+0.033906i,-0.063666+0.029498i,-0.031448+0.023824i,-0.012432+0.011071i,-0.0056794+0.0074866i,0.002206+0.0058331i,0.0062629+0.0038648i,0.0046301+0.0027818i,3.5264e-05+0.0024673i,-0.0037767+0.0031745i,-0.0045385+0.0024758i,-0.0033772-0.00049199i,-0.0007444-0.0052326i,0.0015775-0.0067855i,0.0039412-0.002297i,0.0060652+0.0042303i,0.0043505+0.005745i,-0.00026063+0.0029512i
-0.0079991+0.0071751i,-0.034152+0.013668i,-0.072025+0.033224i,-0.090557+0.086068i,-0.085123+0.16353i,-0.079075+0.19008i,-0.06387+0.13862i,-0.033332+0.065847i,-0.0067742+0.015388i,0.0047499-0.0026779i,0.0080874-0.0065053i,0.0070359-0.008539i,0.00364-0.0063647i,0.0039936-0.0028368i,0.0060523-0.00023282i,0.0046737+0.0032034i,0.00029345+0.00766i,-0.003677+0.009949i,-0.0033957+0.0091338i,0.0012416+0.0049018i,0.0072499-0.0005295i,0.010687-0.0030584i,0.010609-0.0011888i
-0.00070881-0.0080776i,-0.00060623-0.043915i,0.0093362-0.11671i,0.029245-0.20617i,0.065051-0.27041i,0.10386-0.26592i,0.095126-0.19089i,0.046788-0.092422i,0.011588-0.022218i,-0.0035606+0.0018802i,-0.012134+0.0067636i,-0.013721+0.0089436i,-0.0095493+0.0062072i,-0.0055732+0.0021519i,-0.0019331-0.0012466i,0.0009295-0.00431i,0.003682-0.0036303i,0.0053795-0.00052632i,0.0029841+0.00041818i,-0.0041526-0.00036801i,-0.013325-0.00047086i,-0.015768+0.00040727i,-0.0099566+0.00060985i
0.010536-0.001409i,0.038028+0.013255i,0.072815+0.050949i,0.070713+0.091646i,0.0095532+0.10611i,-0.05216+0.094129i,-0.055218+0.064753i,-0.027534+0.027982i,-0.012451+0.0059177i,-0.0048294+0.00229i,0.0027619+0.0007279i,0.004914-0.0011535i,0.0027218+0.00043616i,-0.0012949+0.0042981i,-0.0039365+0.0081494i,-0.004438+0.0079301i,-0.0038432+0.0019588i,-0.0029737-0.0061227i,-0.0016652-0.0091741i,0.0016353-0.0050639i,0.0066328+0.00017755i,0.0075503+0.0010233i,0.0021634+9.4542e-05i
-0.0040215+0.0098998i,-0.017796+0.032543i,-0.038665+0.070403i,-0.034079+0.11334i,0.0046636+0.14533i,0.021923+0.15007i,0.0080109+0.11607i,0.00020897+0.059881i,-0.00027704+0.013665i,-0.00086034-0.0059677i,0.0021631-0.0099301i,0.003873-0.010101i,0.0019298-0.007115i,0.002644-0.004527i,0.0052323-0.002767i,0.0062889+0.00081132i,0.0039312+0.0070044i,0.00057399+0.011504i,0.00027146+0.010227i,0.0023332+0.0052187i,0.0053688-0.00084299i,0.0071914-0.0046638i,0.0074313-0.0042987i
-0.010265-0.0073437i,-0.031733-0.029356i,-0.068385-0.08549i,-0.097634-0.16198i,-0.083955-0.22572i,-0.029228-0.24065i,0.0065841-0.18224i,0.0075802-0.084833i,0.0049469-0.015739i,0.0010496+0.0057086i,-0.0058007+0.012202i,-0.0073783+0.015229i,-0.0061616+0.010023i,-0.004862+0.0033571i,-0.0031643-0.0017672i,-0.0014056-0.0058546i,0.0019859-0.0057017i,0.0048099-0.001617i,0.0046186+0.0018031i,-0.00066299+0.0035781i,-0.0085464+0.0060356i,-0.010189+0.0079521i,-0.0068954+0.0069316i
0.0079766-0.0082919i,0.035482-0.017362i,0.083721-0.01567i,0.10987+0.017735i,0.066146+0.077695i,-0.002788+0.1131i,-0.027155+0.085593i,-0.021312+0.031094i,-0.01493+0.0033633i,-0.0055731-0.00060596i,0.0014735-0.0030085i,0.0015574-0.0033025i,0.00044438+0.00041291i,0.00019509+0.0060538i,-0.00095038+0.011553i,-0.0028799+0.011401i,-0.004717+0.0043868i,-0.0054445-0.0046132i,-0.0039401-0.0091937i,-0.00047672-0.0091216i,0.0033168-0.0075989i,0.0034232-0.0058289i,-0.0004363-0.0041218i
0.0054182+0.007337i,0.0099244+0.030224i,0.017338+0.068121i,0.03453+0.091709i,0.064639+0.082616i,0.074224+0.070998i,0.052216+0.063785i,0.027837+0.03927i,0.0085803+0.0090868i,-0.0027455-0.0050325i,-0.003131-0.0087914i,-0.001626-0.010045i,-0.0014805-0.0082954i,-0.00059589-0.0073607i,0.00040864-0.0055105i,0.0031693-0.00016081i,0.0054469+0.007611i,0.0046168+0.012293i,0.0034452+0.010279i,0.0034957+0.0050536i,0.0034045-0.00067898i,0.002734-0.0049394i,0.0026657-0.0065003i
-0.010643+0.00063111i,-0.038908-0.00097606i,-0.094918-0.016736i,-0.1505-0.052116i,-0.15897-0.10668i,-0.11124-0.15114i,-0.054663-0.13211i,-0.018258-0.063604i,0.0027876-0.01167i,0.0062685+0.0063466i,0.0022924+0.013483i,0.0015508+0.015275i,0.001189+0.010986i,-0.0021263+0.0048329i,-0.0047048-0.00094351i,-0.0044582-0.0043806i,-0.0019416-0.0048981i,0.0021709-0.0024809i,0.0033628+0.00026237i,-0.0001783+0.0034595i,-0.0038859+0.0089081i,-0.0033545+0.01271i,-0.0010497+0.011069i
0.002295-0.0081884i,0.014552-0.030352i,0.048995-0.059542i,0.083294-0.05121i,0.079995+0.02273i,0.039058+0.09304i,0.001033+0.082726i,-0.016311+0.032192i,-0.018007+0.0061357i,-0.0087281+7.4068e-05i,-0.0027058-0.0036639i,-0.0035323-0.0039577i,-0.002697-0.00017831i,0.0018967+0.0051805i,0.0054045+0.0096062i,0.0041142+0.0091836i,-0.0013521+0.0046405i,-0.006702-0.0011287i,-0.0080499-0.0051393i,-0.0049606-0.0064529i,-0.0014411-0.007424i,-0.0013116-0.0075076i,-0.0034201-0.0050475i
0.0056538+0.0014449i,0.023578+0.015184i,0.052245+0.038845i,0.073653+0.043767i,0.078509+0.015091i,0.073409-0.0036753i,0.059409+0.0072354i,0.036812+0.010243i,0.011677+0.00081113i,-0.0030646-0.0028677i,-0.0049956-0.0052716i,-0.0049766-0.0083427i,-0.0059177-0.0084545i,-0.0062616-0.00746i,-0.0048151-0.004499i,0.00050601-0.00053721i,0.0058825+0.0041492i,0.0081269+0.0081985i,0.0087198+0.0083953i,0.0071513+0.0049944i,0.0045172-0.00051852i,0.0029535-0.0057089i,0.0017594-0.0073187i
-0.0043098+0.00617i,-0.02393+0.022558i,-0.068101+0.044494i,-0.1172+0.048901i,-0.1369+0.010716i,-0.11794-0.049044i,-0.075557-0.065606i,-0.029652-0.033325i,0.0016112-0.0067329i,0.0085799+0.0018224i,0.0070495+0.0075944i,0.0077126+0.010151i,0.0051443+0.0081438i,-0.00035836+0.0050866i,-0.0055816+0.00097189i,-0.0080629-0.0030204i,-0.0067729-0.0047235i,-0.0020568-0.0041343i,0.0020947-0.0018199i,0.0022651+0.0017812i,0.0013335+0.0076991i,0.0031281+0.012355i,0.0058926+0.011156i
-0.0081606-0.0047266i,-0.01375-0.026472i,-0.012163-0.063363i,0.011648-0.073771i,0.047519-0.014063i,0.053999+0.061955i,0.022933+0.068011i,-0.0088526+0.031572i,-0.018536+0.010879i,-0.011266+0.0025319i,-0.004739-0.0015625i,-0.0036075-0.00074765i,-0.0018205+0.00081661i,0.0035308+0.0015674i,0.008542+0.002615i,0.0076206+0.0036639i,-0.00013888+0.0036178i,-0.0079326+0.00076963i,-0.010218-0.0032786i,-0.0085555-0.0061691i,-0.0068825-0.0072941i,-0.0064168-0.006754i,-0.005982-0.002865i
0.003406-0.0017956i,0.024104-0.0041648i,0.058112-0.0046512i,0.075368-0.015818i,0.05627-0.043964i,0.039644-0.057802i,0.041891-0.037582i,0.033491-0.016181i,0.010786-0.0080865i,-0.0033687-0.002298i,-0.0053408-0.0021741i,-0.0061422-0.0050041i,-0.0072343-0.0051802i,-0.0077391-0.0035739i,-0.0061945-0.00094332i,0.000124+0.0014441i,0.0070959+0.0033382i,0.009775+0.0046126i,0.009369+0.0046522i,0.0079657+0.0021428i,0.0058199-0.0021313i,0.0018932-0.0063323i,-0.0011103-0.0079697i
0.0026389+0.0041076i,0.00030784+0.025587i,-0.014701+0.066858i,-0.038966+0.097678i,-0.0603+0.078078i,-0.072655+0.022941i,-0.061845-0.0094259i,-0.02823-0.0074198i,0.00042446-0.0037795i,0.0079951-0.0025058i,0.0082621+0.0024898i,0.0096948+0.0037419i,0.0076734+0.0028952i,0.0023936+0.0031773i,-0.0031494+0.0029894i,-0.007244+0.0022665i,-0.0068491+0.00035498i,-0.0032568-0.0016343i,0.00028279-0.0021031i,0.0019357+0.00050146i,0.0038038+0.0062339i,0.0087733+0.010345i,0.011855+0.0085257i
-0.0052023-0.00089158i,-0.02361-0.010619i,-0.047705-0.034725i,-0.045714-0.050052i,0.0012332-0.019656i,0.041579+0.034739i,0.027727+0.049113i,-0.0039942+0.029943i,-0.013465+0.015927i,-0.0084075+0.0068081i,-0.0053489+0.0013344i,-0.0042749+0.001298i,-0.0019052+0.00087335i,0.0020358-5.9511e-05i,0.0059152-0.00081463i,0.0064676-3.0653e-05i,0.0014677+0.0022796i,-0.0049623+0.0032372i,-0.0081139+0.0013599i,-0.008723-0.0010522i,-0.0093633-0.0023868i,-0.0099072-0.0019909i,-0.0094277+0.00084623i
