-0.0005322-0.00050621i,-0.0004167-0.0010116i,-0.0014835-0.0010857i,-0.0015501-0.00064749i,-0.00078505-1.2524e-05i,0.00015062+0.0012428i,0.00060562+0.0015481i,0.00083687+0.0015908i,0.00084315+0.00098385i,0.0003325-0.00030314i,0.00035452-0.0011332i,0.00054239-0.0011902i,0.00020038-0.00023068i,0.00056267+0.00022461i,0.00093162+3.0451e-05i,-0.00012008+0.00023933i,-0.00054175-0.00012797i,0.00017809-0.00050016i,0.00068706-0.00060423i,0.00088238-0.00098713i,0.0012302-0.0012704i,0.00077279-0.0017192i,6.9093e-05-0.001361i
0.0016734-0.00042287i,0.0011506-0.00017942i,4.0179e-07-0.0010004i,-0.00019458-0.00021823i,0.00017657+0.0010434i,0.00096444+0.00093418i,0.0015119+0.00089267i,0.0006231+0.00062284i,-0.00021656-0.00033808i,-0.00072957-7.5986e-05i,-0.002327+0.00034942i,-0.0022351+8.2866e-05i,-0.00072242-0.00016152i,4.2592e-05-0.00042547i,0.00056625-9.2258e-07i,0.00014834-0.00017933i,-0.00078918-0.00044002i,-0.00045816-0.00027368i,0.00047974-0.0001429i,6.2253e-05-5.3513e-05i,-2.8307e-05-0.00065301i,-0.00049982-0.00069735i,-0.00048417-5.4449e-05i
0.0013467-6.3301e-05i,0.00013199-0.00030937i,-0.00095788-0.00090932i,-0.0011419-0.00094923i,-0.00057836+5.2211e-05i,-0.00016923+0.00061144i,-0.00049824+0.00079249i,-0.0003722+0.00066659i,-1.6898e-05+0.00083702i,-0.00052225+0.0013453i,-0.0012074+0.0010643i,-0.00029607+9.5174e-05i,0.00042882-0.00021287i,0.0005758-0.00023678i,0.0006266-6.0046e-05i,0.00017444+1.1873e-05i,-0.00052771+0.00015184i,-0.00067204+0.00094664i,0.00021358+0.00095925i,0.00081172+0.0005751i,0.00043838+0.0004948i,-0.00025803+0.00072904i,-0.00065717-0.00024493i
0.0019139-0.00027571i,0.0010458-0.0004596i,0.0015812-0.0008262i,0.0013053-0.00081946i,0.00044261-0.00011661i,0.00017413+0.00035341i,0.00070054+0.00052269i,0.0011289+0.00031303i,0.00044134-0.00025472i,-0.00055281+9.0005e-05i,-0.00076159+0.00043459i,-0.00032614+0.00049752i,0.00023183+0.00074797i,0.00041295+0.00098167i,-0.00079888+0.00068759i,-0.001524+0.00018387i,-0.00081574-0.00012474i,-0.0005491+0.00031394i,-0.00021814+0.00050332i,-0.00025501+0.00071988i,-0.0011398+0.00072595i,-0.0014331+0.00065448i,-0.0012439+0.00025025i
-0.00090989-0.0010962i,-0.00133-0.0013161i,-0.0023054-0.0011176i,-0.0017252+8.7725e-05i,-0.00021357+0.00086536i,0.00094075+7.4844e-05i,0.0010548-0.00025101i,0.00034037-0.00045194i,0.00013425-0.00072677i,0.00012561-0.00053839i,0.00037411+5.3995e-06i,0.0010873+0.00065117i,0.00062793+0.00027945i,-0.00043532+0.00016392i,-0.0004656+0.00086435i,-8.4906e-06+0.00028783i,0.00017483-0.00038676i,-0.00032626-0.00033575i,0.00024862-0.00057952i,0.00082986-0.00047399i,0.00023021+3.3499e-05i,-0.00060209+6.2226e-05i,-0.00053384+0.00015351i
0.00051717+0.00037595i,0.00087509+1.7445e-05i,0.00099771+0.00066282i,0.0011619+0.0010912i,0.0008874+0.0013777i,0.00022889+0.00088684i,0.00058827+4.9058e-05i,0.00064965+0.00011589i,0.00031654+0.00050808i,0.00031653+0.00093756i,9.1996e-05+0.0010383i,0.00011663+0.00076035i,0.00058213+0.00055337i,0.0005001+0.00033462i,0.00050051+0.00017151i,0.000707+8.576e-06i,0.00014605-0.00015497i,-0.0003773-0.00020859i,-0.00079939+1.9527e-05i,-0.00073521+0.00038397i,-0.00024893+0.0002254i,0.00022235+0.0002216i,-8.6286e-05+0.00013928i
-0.00074077-0.00019286i,-0.00060763-0.00046473i,-0.0011182-0.00019162i,-0.0009694+2.7248e-05i,0.00033233-7.3087e-05i,0.00070381+4.9565e-05i,0.00064996+0.00037963i,0.00068235-0.00023907i,0.00015921-0.00077545i,3.267e-05-0.00047157i,0.00020084+0.00037129i,0.00015662+0.00082488i,0.00020648+0.0006694i,-8.8659e-05+8.4441e-05i,-0.00061702-0.00028524i,-0.00055142-5.4261e-05i,0.00021989+0.0002987i,0.00068053+0.00024758i,0.00069392+2.3312e-05i,0.00016569+0.00036572i,-0.00059723+0.00046174i,-0.0003073-0.0004491i,0.0002193-0.00056111i
4.702e-05-0.00075684i,-0.00041699-0.00029233i,-0.00043746+0.00046591i,-0.00047378+0.0011221i,0.00037723+0.0020226i,0.0011204+0.002455i,0.00041258+0.0012937i,-0.00065502-0.00021078i,-0.00027858+4.6476e-05i,0.00064738+0.00045367i,-0.00015546+0.00048491i,-0.00071528+0.00065123i,-0.00071218+0.00047356i,0.00021383+0.00040235i,0.00054376+0.0002309i,5.7404e-05-0.00025619i,-0.00014237-8.922e-05i,0.00020462+0.00053098i,0.00018018+0.0011643i,7.4365e-05+0.00097561i,0.00019177-0.00022686i,8.7428e-05-0.00075598i,-0.00026729-0.000152i
0.00064068-0.00030299i,0.00031737-0.0012073i,0.0002914-0.0016789i,-0.0002732-0.0015087i,-0.00062253-0.00097089i,-0.00032762+0.00042074i,0.00021247+0.0006744i,0.00061373+8.5313e-05i,0.0006233-4.0906e-05i,0.00043998-0.00012514i,-0.00027139+7.5454e-05i,-0.00098994+0.00038122i,-0.0012853+0.00038421i,-0.00075477+0.00014327i,7.9458e-05+0.00010711i,0.00054501+0.00040347i,0.00053375+0.00041312i,-2.9805e-05-6.7955e-05i,-0.00021754-0.00050941i,-2.8336e-05+0.00041086i,-0.0001548+0.0015669i,-0.00084454+0.00067661i,-0.0011333-0.00017818i
-0.00040242-0.00013862i,6.3382e-05-0.00017835i,0.00031414-0.00074665i,-0.00010924-0.00021508i,-0.00019058+0.0013951i,0.00015834+0.0013856i,0.00034268+0.00038436i,0.00037232+0.00053045i,6.7236e-05+0.00079306i,-9.6217e-05+0.00047143i,-0.0003422+0.0010373i,0.00016843+0.00099572i,0.0010827+0.0003108i,0.0006424-0.00021514i,-0.0005617-0.00073287i,-0.00090817-0.00028596i,-0.0008393+0.00070291i,-0.00093326+0.00070824i,-0.00065493+5.9576e-05i,-1.3924e-05-0.00032973i,0.00045639+2.7366e-05i,0.00010345+0.00081629i,7.7048e-05+0.00052218i
0.001428-0.00013128i,0.002148-0.00035974i,0.0018681-0.00068095i,0.00051533-0.0010896i,0.000159-0.00089954i,0.00015104+0.00017542i,0.00095493+0.00037553i,0.00071932-0.00011799i,6.4668e-05-0.00027466i,1.5109e-05-0.00048694i,-0.00025366+0.00017694i,-0.00017444+0.00077118i,0.00017+0.00035369i,-0.00017908+9.421e-05i,-4.0879e-05+0.00031031i,0.00042278+0.00037595i,0.00081696-9.1573e-06i,0.00073799+0.00016232i,-0.00014001+0.00031794i,-0.00086004+0.00011381i,-0.0011695-0.00030145i,-0.0012957-0.00069986i,-0.00057928-0.0006274i
-0.00041109-0.00018793i,-0.00044973-0.00064019i,-0.00056802-0.00024772i,-0.00090242+0.00049549i,-0.00097451+0.00066653i,-0.00067245-0.00021638i,0.00029373-0.00021065i,0.00061193+0.00015573i,0.00070469-6.9745e-05i,0.00036271-0.00055614i,0.00041413-0.0010799i,0.0014236-0.00076916i,0.0010796-0.00056815i,0.00084782-3.3478e-05i,0.00054441+0.00016767i,1.9257e-05-0.00074684i,0.00032124-0.00088351i,0.00099739-0.00027918i,0.0009121+0.000287i,0.0010316+0.00045455i,0.0010382-5.8592e-05i,0.000541-0.00061664i,-7.6565e-05-0.00095121i
0.0012922-0.00092178i,0.00095331-0.00076561i,-0.00021872-2.773e-05i,-0.0015124+0.00015245i,-0.0011163+0.00074559i,0.00066397+0.0017672i,0.0012828+0.0015736i,0.00052767+0.0006013i,0.00025071+0.00049068i,-0.00030377+0.00082626i,-2.5704e-05+0.00074068i,1.5545e-05+0.00040023i,-0.00067756+0.00023479i,-0.0011004+0.00048355i,-0.0010563+0.000247i,-0.00064167-0.00021664i,-0.00014517-0.00015758i,0.00034671+0.00029287i,0.00010636+0.0004032i,-0.00020238+0.0004238i,-0.00021592-3.8165e-05i,-0.00029566-0.0003788i,-0.0006233-4.7295e-05i
-0.00041145+0.00085906i,-0.00048017+0.00032267i,-0.0001375+0.00087285i,0.0003917+0.0010205i,0.00094589+0.00039575i,0.00074862-0.00020485i,0.00060404-0.00092168i,0.0010726-0.0013123i,0.00058187-0.00022133i,5.7742e-05+0.00072776i,0.00041213+0.00053349i,0.00011915+0.00011986i,0.00023001-0.00029507i,0.00033187-8.7494e-05i,6.7069e-05+0.0005413i,9.0748e-05+0.00049065i,-0.00021896+0.00022918i,-0.00017369+0.00059394i,0.00062381+0.00066525i,0.00059123+0.0004343i,0.00050538-0.00030562i,0.0004527-0.00095908i,-0.00017825-0.00059072i
-0.00020532+0.00020447i,-0.00075312-1.6755e-05i,-0.00043436-0.00035178i,3.8426e-05-0.00039613i,-1.8568e-05+0.00023793i,0.00013087+0.00038886i,0.00058169+0.00040884i,0.00046389+0.00031542i,0.00011656-0.00036978i,-0.00012428-0.0010105i,-0.00016559-0.00093904i,0.00040965-0.00022352i,0.00012121-1.7899e-05i,-0.0011004+0.00056526i,-0.00099163+0.00066691i,-0.00076024+0.00022844i,-0.00083426+0.00062181i,-0.00046759+0.00036479i,-0.00017374-0.00083022i,-0.00019962-0.0010386i,-0.00038309-0.00079479i,-0.00036558-0.00086774i,-0.00019152-0.0003678i
0.00029182-0.0004997i,8.2012e-05-0.00019311i,-0.0011647-0.00067718i,-0.0010081-0.0014704i,-0.00022047-0.00020422i,0.00044715+0.00078258i,0.00098694+0.00086645i,0.0010283+0.00092209i,0.00071841+0.00038957i,0.00053916-0.00042774i,0.00050961-0.00052279i,0.00104+0.00056338i,0.0010885+0.0012743i,0.00070145+0.0011212i,0.0010856+0.0012327i,0.00052036+0.0011155i,9.7453e-05+0.00014166i,0.00089224-3.9546e-05i,0.00077154-0.00015401i,0.00069546-0.00043i,0.00036312-0.00034282i,0.00036203-0.00032917i,0.00049629-0.00010907i
-0.002088+0.00067033i,-0.00019099+3.6822e-05i,0.0011206+0.00022725i,0.00059586-0.00044384i,0.00065939-0.00077677i,0.0017752-1.5851e-05i,0.0021631+0.0009033i,0.00085419+0.0016958i,-0.0001241+0.0010763i,-0.00034086-0.00033255i,-0.00065924-0.00025572i,-0.00061616+0.00025755i,-0.00050293-0.00020489i,3.5918e-05-0.00044773i,0.00032423+0.00039036i,-3.2167e-05+0.0010572i,4.8967e-05+0.00071216i,0.00037282+4.4044e-05i,0.00032303-0.00016148i,-0.00028237+0.00019505i,-0.00078093+0.00059832i,-0.00020655+0.00012621i,0.00049853-0.00016623i
0.0032101+0.0006641i,0.0026739+0.0003633i,0.0014072-0.00012516i,0.000831-0.00046697i,0.00083362-1.4802e-05i,0.00052361+0.00052967i,0.00071601+0.00089313i,0.001064+0.00087772i,0.00091611+0.00050726i,0.00038743-0.00038907i,0.00016398-0.00077861i,-0.00043918-0.00025927i,-0.00019082+0.00038731i,0.00027006+0.00059841i,0.00035021-0.00048922i,0.00039736-0.00044587i,0.00075411+0.00096671i,0.00085742+0.0012064i,0.00018392+0.00025984i,5.8936e-05+0.00021979i,0.00016818-5.8845e-05i,0.00043934-0.00074378i,0.00030443-3.5075e-06i
0.0010744+0.0012018i,8.9595e-06+0.0018799i,-0.00036033+0.00074266i,6.5029e-06-0.00050892i,0.00082248-0.00061818i,0.0012611-0.00025902i,0.00014635+0.00021825i,-4.5528e-06+0.00052973i,0.00094781+0.00049795i,0.00034933+0.00031774i,-1.7911e-05+0.00036488i,0.00047648+0.00031501i,0.00041693+0.00045268i,-9.2496e-05+0.0005407i,-0.00070283+0.00040271i,-0.00068337+0.00029938i,0.00017447+0.00033602i,0.00071817+0.00043534i,0.00073913+0.00075507i,0.0006846-0.00018175i,0.0002919-0.001456i,-0.00051226-0.00075988i,-0.0007931-0.00040643i
0.00022843+0.00015235i,-0.0014238+0.0003041i,-0.001842+0.00076306i,-0.00082429+0.0010029i,0.00027843+9.558e-05i,0.00049364+0.00026769i,0.00066647+0.0013386i,0.00050715+0.0013758i,0.00011921+0.00065449i,-0.00036052+0.00069332i,-0.0009838+0.00099041i,-0.0013246+0.0006847i,-0.0011365+6.4588e-05i,-8.1971e-05+0.00027653i,-0.0002198+0.00021261i,-0.0011293-0.00033686i,-0.00066461-0.00067702i,5.6018e-05-0.00097899i,-9.4483e-05-0.00035519i,-0.00021173+0.0001143i,-0.00010034-8.3211e-05i,-0.00015047-0.00019555i,-6.1435e-06-0.00073547i
-0.0014956+8.7299e-05i,-0.00093324-0.00033974i,-0.001267-0.00024431i,-0.001624+0.00030717i,-0.00070528+0.00026228i,4.4223e-07-0.0005151i,-0.00043073-0.00065232i,-0.0006106-4.4432e-05i,-0.0010541-0.0002013i,-0.0012093-0.00052858i,-0.00052246-0.00012311i,4.2752e-05+0.00040115i,0.00023563+0.00057298i,0.00077029+0.00019188i,0.001145+7.4988e-05i,0.0012847-8.9706e-05i,0.0008504-0.00024923i,8.0617e-05-0.00022651i,8.616e-05-8.3806e-05i,0.00044779-1.2242e-05i,0.00023442+5.0876e-05i,-0.00031756+0.0002937i,-0.00017601+0.00012653i
0.0011733+0.001721i,0.0011125+0.0011342i,0.0013927+0.0005282i,0.0017143-8.9811e-05i,0.0011151-0.00010572i,0.00024533+0.0002603i,0.00043462+0.00057484i,0.0014853+0.0015191i,0.0015424+0.00072852i,0.00069051-0.00021735i,0.00071926+0.00010103i,0.0011074+9.204e-05i,0.00035269+0.00015713i,0.00054026+0.00032021i,0.00046514+3.8208e-05i,0.00055972+8.8063e-05i,0.00052388-2.2375e-05i,3.8408e-05-0.00011915i,-5.8388e-05+0.00029473i,0.00016237+1.4136e-05i,-0.00031546-0.0005263i,-0.00052022-0.00048707i,0.00022693-0.00027401i
0.0014053-0.0015761i,0.00072772-0.0019343i,0.00063035-0.0021737i,-0.00054481-0.00088619i,-0.0011183+0.0008267i,-0.00098497+0.0014584i,-0.000465+0.0004728i,0.00044712-0.00027846i,0.00057764-0.0004728i,0.00040804-0.00074187i,-5.7144e-05-0.00016253i,-0.00050212+0.00099013i,-0.000324+0.001413i,-0.00022776+0.001315i,-0.0010734+0.00088091i,-0.0010271+0.00076448i,-0.00022048+0.00081163i,0.00058328+0.00060587i,0.00062341+0.0001648i,0.0003607-0.00035256i,-0.00041988-0.00029653i,-0.00014461+0.00017132i,5.9046e-06+0.00027126i
-0.00069612+0.00091471i,-0.00085973+0.00060919i,0.00050509+0.00011357i,0.0015282+0.00097256i,0.0013925+0.00090095i,0.0014694+0.00072044i,0.0019568+0.0007763i,0.0019215+0.00080032i,0.00079342+0.00051641i,6.33e-05+0.00035529i,1.7067e-05+0.001271i,7.9492e-05+0.0014939i,-0.00036682+0.0002789i,-0.0005413+0.00017125i,0.00021694+0.00036819i,0.00044783-0.00014704i,0.00015236-0.000275i,-0.00047382+0.00059123i,-0.00060679+0.00072096i,0.00016527+0.000414i,0.00037807+0.00044589i,-0.00018732+7.5582e-05i,-0.00070305-0.00033766i
0.0012531-0.002517i,0.00091278-0.00224i,0.00059234-0.0016691i,-5.1116e-05-0.00058076i,-0.00058791-0.00024744i,-0.00011777-0.00028208i,0.00078085+0.00015239i,1.1267e-05+0.00071857i,-0.0010535+0.0012011i,-0.00082576+0.0012854i,0.00012073+0.0011249i,-0.00018196+0.00090791i,-0.00061909+0.0012678i,-0.00075858+0.00062551i,-0.00048546-0.00027038i,-0.00050984-0.00029184i,-0.00034821-0.00019526i,-0.00040419+0.00014616i,-0.00082431+0.00026886i,-0.00077969+4.2767e-05i,-0.00043898-0.00021999i,-0.00029731-0.00017566i,0.00038521+0.00013626i
0.0013379+0.00025607i,0.00086271+0.00043962i,-0.00050625-5.4889e-05i,-0.00077471-0.00022308i,0.00016663+0.00045269i,0.0010199+0.00085597i,0.0015584+0.00081295i,0.0016059-0.00024464i,0.00063932-0.00097629i,-0.00053003-0.00018455i,-0.00082466+0.00070614i,-0.00076513+0.00030146i,-0.00026384-0.00029394i,0.0006913+4.4414e-06i,0.00045132+0.00025929i,0.00044533+0.0006549i,0.000427+0.0011873i,-0.00045577+0.00079989i,-0.00050054-9.1851e-05i,-3.5673e-05-0.0001168i,-0.00013659+0.00036094i,8.8884e-05+0.00023577i,0.00077977-0.00057229i
-0.0007504-0.00023111i,-0.00042683-0.00071239i,-0.00022382-0.00062037i,0.00020917+0.00013246i,0.000654+0.00036218i,0.00095517+0.00055982i,0.0009132+9.8562e-05i,0.0011663-0.00054839i,0.0010931-0.00031379i,0.00095094+0.00040241i,0.00085322+0.00078412i,0.00011207+0.00046543i,-0.00081941-0.000137i,-0.00051005-0.00015667i,-9.3808e-05+0.00040851i,-0.00026661+0.00023555i,1.3045e-05-0.00011164i,0.00047614-0.00057389i,0.00095323-0.0013543i,0.00086007-0.0011389i,0.00053959-0.00026736i,0.0003523+0.00041477i,-0.00081228+0.00035281i
0.0010252-0.0024786i,-0.00014935-0.0019709i,-0.00088752-0.0016157i,-0.0017018-0.0010886i,-0.0013565-0.00030891i,-0.00014134+0.00039966i,0.00063755+0.00057881i,0.00041233+0.00018977i,0.00014809+0.00011486i,-0.00062976+2.9879e-05i,-0.0013391-0.00040544i,-0.00095473-0.00030739i,-0.00035344+8.9588e-06i,-0.00091672-0.00051866i,-0.0013171-0.00078129i,-0.00033414+0.00012924i,0.00013303+0.00084385i,-0.00034376+0.00026399i,0.00025898+0.00047673i,0.00060502+0.00082011i,0.00050178+0.000557i,0.00075035+0.00062794i,0.00077057+0.00018553i
0.0010549+0.0012134i,0.00014314+0.00041909i,-6.0007e-05-0.00074375i,0.00010116-0.0011288i,-6.0789e-05-0.0010287i,-6.1044e-05-0.00084319i,0.00065289-0.00062547i,0.00090591-0.00036021i,0.00041585-0.00071499i,-0.00013289-0.0006502i,-0.0005047+0.00052779i,-0.00072944+0.00057644i,-0.0012987+0.00021076i,-0.00066815+0.00027187i,0.0004877-0.00013616i,0.00035356-0.00032187i,-8.8478e-05-0.00046114i,-0.00021272-0.00064821i,-0.0003761-0.00018757i,-0.00020198+0.0007659i,-2.729e-05+0.0011802i,-0.00032438+0.00077344i,9.1293e-05+0.0001375i
0.0013304-0.00063033i,0.00074896-0.0012801i,-0.00012284-0.0015213i,-0.00068545-0.00082337i,-0.0013734+0.00025726i,-0.0009999+0.00027358i,3.3443e-05+0.0007248i,-0.00045322+0.0013043i,-0.00067086+0.0015409i,-0.00040754+0.0015326i,-0.00026323+0.0010299i,-4.366e-05+0.00024994i,0.00026694-0.00032645i,-0.00045622-0.00034558i,-0.00081261-0.0002108i,-0.00082227-0.00068732i,-0.00080391-0.00046466i,-0.00016721-6.9296e-05i,0.00056199-0.00054935i,0.0011154-0.00061722i,0.0009255-0.00079523i,0.0007628-0.00081079i,0.00018369-0.00022807i
-3.7933e-05-7.2713e-05i,-0.00030226-0.00041908i,-0.00053746+3.7885e-05i,0.000549+0.0010769i,0.0018761+0.0022781i,0.001832+0.0027412i,0.0015044+0.0018115i,0.00096098+0.00059257i,0.00060167+0.00016325i,0.00052526+0.00047212i,0.00034737+0.00098146i,0.0009296+0.00017019i,0.00092854-0.00034299i,0.00084019-0.00034794i,0.0007475+0.00022817i,0.00017859+0.00050879i,-0.00035655+0.00056444i,-0.00065857+0.00056233i,-0.00099896-0.00023808i,-0.00077274-0.00052484i,-0.00039479+0.00025268i,-0.00027047-0.00011972i,-0.00026904-0.00074834i
-9.7807e-05-0.0009036i,3.3718e-05-0.0014056i,-0.00064461-0.00022001i,-0.00065211-0.00025868i,0.00069065-0.00065238i,0.00055981-0.00068022i,-0.00011217-0.00075869i,1.131e-05+0.00026542i,-0.00040673+0.00052123i,-0.0009827+0.00054298i,-0.00092567+0.00043167i,-0.00062669+0.00035023i,-0.00039931-0.00012921i,0.00012211-0.00072629i,-1.788e-05+0.00010831i,-0.00014888+0.0007326i,0.00052321+0.0011626i,0.0009883+0.00093255i,0.00047464+0.00076214i,-0.00040432+0.00027772i,-0.00081368-0.000416i,-0.0007404-0.0001032i,-2.0625e-05+1.8402e-05i
5.9435e-05-0.00045408i,-0.0010445+0.00035035i,-0.0011711+0.0022541i,-8.5787e-05+0.0023257i,0.00043482+0.00089317i,5.6663e-06+0.00046305i,-7.8819e-05+0.0001943i,0.00049873-7.0305e-05i,-3.5922e-05+0.00048151i,-0.0010673+0.00090615i,-0.00088324+0.00028884i,-0.00015492-0.00031715i,0.00010515-0.00047498i,0.00010763+4.5033e-06i,1.9017e-05+0.00024214i,0.00015492+9.8223e-05i,0.00072591-0.00060152i,0.00092508-0.0012072i,0.00060861-0.00059146i,2.7349e-05+0.00030801i,-0.00069552+0.00013563i,-0.00041028-0.00018968i,0.00043967-5.8308e-05i
6.1004e-06+0.00031435i,0.00094849+0.00059592i,0.00035183+0.00087i,-0.00054006+0.00064067i,0.00047945+0.00047888i,0.0013328+0.00091179i,0.00091209+0.00086467i,0.0011459+0.00077002i,0.00046305+0.00059609i,4.2356e-06-0.00013747i,0.00017204+0.00065447i,8.3772e-06+0.0010075i,-0.00084632+0.00041734i,-0.0010815-0.00016795i,-0.00040226-0.00033353i,-0.00045089-0.00042962i,-0.00084358-0.00026252i,-0.00069165+0.00034511i,-0.00072581+0.00044907i,-9.672e-05+0.000963i,0.00058857+0.00094116i,0.00031049-2.6074e-05i,0.00012674-3.2836e-05i
-0.0012085+0.0010873i,-0.00070635+0.0018274i,-0.00094156+0.0026973i,0.00078594+0.0023508i,0.0026617+0.0011275i,0.0021097+0.00074004i,0.0012745+0.00051961i,0.00099904+0.00013393i,0.00065791+0.00070699i,0.0003107+0.0011476i,0.00014412+0.00097794i,-0.00050667+0.00064696i,-0.0008588+0.00013876i,-0.00016859-0.00081678i,0.00032433-0.00075236i,0.00020295+0.00010247i,0.00042488+0.0010797i,0.00059146+0.0011444i,0.00025475+0.0004823i,0.00010993+0.00031678i,6.6326e-05+0.00013567i,-0.00011096+0.00024453i,-0.00039316+0.00099839i
-0.00056155+0.00028207i,-0.00041035+0.0002964i,0.00010478+0.00039605i,0.00048369-0.00048273i,0.00066233+8.1064e-05i,0.0014416+0.00017039i,0.0016331-7.8398e-05i,0.00061327+0.00058124i,-0.00032145+0.00089725i,8.5412e-05+0.00029018i,0.00037564+0.00090579i,-0.00038947+0.0015219i,-0.00022162+0.00078731i,0.00046021+0.00010577i,0.0002451-0.00042854i,-0.00061136-3.4138e-05i,-0.00068593+0.001085i,-0.0002264+0.0011986i,-0.00014973+0.0010835i,-0.00030726+0.00066382i,-0.00055734-0.00016005i,-0.0005457-0.00072694i,-0.00048982-0.00060434i
-9.073e-05-0.00072707i,0.0003997-0.00052377i,0.00034684-0.00033504i,-0.0002212+9.886e-05i,-0.0003332-0.00051591i,0.00062973-0.00011528i,0.00088272+0.00061609i,-4.6296e-06+0.00052734i,-0.00019667-0.0001822i,0.00028224-0.00058438i,0.00050678+4.4666e-05i,-6.9745e-05+0.00030141i,-0.00054192-0.00035603i,-0.00027124-0.00063717i,1.4379e-05+0.00016701i,-5.4686e-05+0.00053552i,-0.00035197+5.1009e-05i,-0.00024702+8.613e-05i,0.00011181+1.4816e-05i,0.0005836-0.00049595i,0.00043243-0.00063708i,0.00014832-0.00086157i,0.00038186-0.00061829i
0.0010326-8.9749e-05i,0.00053006-0.00070357i,-0.00033407-0.002104i,-0.0012467-0.0016052i,-0.0011869+8.5454e-05i,-0.00029322+0.0015721i,-7.7728e-05+0.0015858i,0.00049443+0.00025232i,0.00047428-0.00056617i,-0.00033948+0.00016668i,-0.00041908+0.00063212i,-0.00050922+0.00053716i,-0.00064957+0.00057577i,-0.00078003+0.00016827i,-0.00050645+0.0004242i,-0.00032721+0.00047905i,-0.00088554+0.00030118i,-0.00082909+6.6535e-05i,-0.0003979-6.5097e-05i,-0.00013926+0.00024116i,0.00020379+0.00083701i,0.00065051+0.00058273i,0.00076853+0.00033921i
0.002949-0.0020785i,0.0030752-0.0024719i,0.0019371-0.0038822i,-0.00057247-0.0042842i,-0.0013109-0.0028126i,-0.0003355-0.00044112i,0.00046676+0.00054695i,0.00027201+0.00050857i,0.00017842+0.00052731i,0.0003005+0.00044172i,-4.1197e-05+0.00048437i,-0.00038282+0.0011043i,-0.00062005+0.00078969i,-0.00085899+4.2526e-05i,-0.00092271-0.00045296i,-0.00094465-0.00039551i,-0.00069594+7.5241e-05i,0.00017136+0.00027019i,0.00022196+0.00020884i,0.00010965+0.00024044i,-0.0003356+0.00045162i,-0.00031413+0.00015272i,0.00033057-0.00023661i
-0.0012144+0.0028864i,-0.0011584+0.002753i,-0.00032938+0.002026i,0.0010412+0.00077152i,0.0017609+7.7454e-06i,0.0014224-0.00079262i,0.0011469+0.00013585i,0.0007948+0.0011857i,0.00074294+0.00069108i,0.00048666+0.00055653i,2.8886e-05+0.00017141i,0.00027018-0.00053225i,0.0009718-0.0010902i,0.0015451-0.00084509i,0.001967-0.00023715i,0.0014411+0.00017486i,-0.00034783-0.00012084i,-0.00056799-2.9693e-05i,-0.00065497+0.00045929i,-0.0008154-5.5711e-06i,-0.00024651-0.00075452i,-0.00022393-0.0011565i,-7.5992e-05-0.0011728i
-0.00085409-0.00037098i,-0.00052045+0.00036044i,-0.00078997+0.0013973i,-0.0006866+0.0017662i,0.00036315+0.00090487i,0.001719-0.00020342i,0.0016528+0.0001386i,0.00049359+0.00066575i,0.00015472+0.00037201i,0.0010101+0.0004845i,0.0015363+0.00017783i,0.00052328+9.1139e-05i,9.7182e-05+0.00025497i,0.00098652-0.00043561i,0.00073337-0.00053863i,0.00020093-0.00034847i,0.00048767-0.0003187i,-1.2915e-05+9.6439e-05i,-0.0008056-0.0001337i,-0.00058762-0.00035915i,-0.00033071+0.00041792i,-0.00042538+0.0010691i,-0.00030005+0.00079326i
-0.0015279-0.0001387i,-0.0013797+0.00039464i,-0.00017864+0.00048263i,-5.001e-05+0.00065993i,-0.00042219+0.0010368i,0.00082795+0.001563i,0.0017557+0.00076209i,0.00105+0.00028895i,1.1099e-05+0.00059177i,-0.00043357+0.0002761i,-0.00044627+0.00028904i,-0.00070105+0.00060411i,-0.00067785+0.00076881i,-0.00095101+0.00055552i,-0.0011051+0.00073296i,-0.00052398+0.00088732i,-0.0003739+0.00024147i,-0.00041743-0.00040103i,-0.00094623-0.00045297i,-0.00016775-7.9761e-05i,0.0006144+0.00048416i,0.00013717+0.0002868i,-0.00033516+0.00051706i
0.00031968+0.00040864i,0.00032039-0.00040628i,-0.00037707-0.0014481i,-0.00060703-0.00081354i,0.00012155-0.0003111i,0.00075112-0.00017139i,0.00093209+0.00037832i,0.00062512-7.0994e-05i,0.00041339+0.00013069i,0.00033913+0.00067471i,0.00011541-0.00018734i,0.00041482-0.00055469i,0.00034751-0.00017409i,0.00056176+0.00061154i,0.00072763+0.0016909i,-0.00011349+0.0015326i,-0.00046885+0.00047735i,-0.00066295+0.00023255i,-0.0010824-6.4002e-05i,-0.000863-0.00027143i,2.8288e-05+6.3659e-05i,0.00029506+0.00034383i,0.00038265+0.00041206i
