-0.001184-2.4415e-05i,0.0013287+0.0012838i,0.0019747+0.0020505i,0.0019556+0.0017238i,0.0015098+0.0018926i,0.0014602+0.0021842i,0.0018356+0.00096988i,0.0018605-0.0004501i,0.0014568-0.0012889i,0.0010767-0.0015164i,0.0017555-0.00079967i,0.0015604-0.0010334i,0.00053087-0.0012358i,0.00026462-0.00044131i,0.00010454-0.00010864i,-0.00037637-8.9266e-05i,-0.00050168+0.00018994i,-0.00033439+0.00025241i,-3.2366e-05-0.00011454i,4.8522e-05-0.0001136i,0.00046679-0.00025568i,-1.4507e-05-0.00042634i,-0.00057638-0.00043715i
-0.0011618+0.0029767i,-3.6538e-05+0.002088i,0.0011048+0.0022916i,0.0019376+0.0023247i,0.0016344+0.0018092i,0.0010947+0.0004208i,6.7643e-05-0.00066754i,-0.0012358-0.00043711i,-0.00075224+0.00016821i,-0.0003424+0.00068153i,0.00020834+0.00028172i,0.00098075-0.00015013i,0.0001291-0.00027357i,-0.0010176-5.9271e-05i,-0.00070759+5.1832e-05i,-0.00018165+0.00030906i,0.00036036+0.0003916i,0.0011669-0.00010697i,0.00058124-0.00014552i,-0.00024376-0.00040402i,-0.00035999-0.00030383i,-0.00029311+0.00031656i,-0.00021718-0.00030785i
0.0013944+4.6394e-05i,0.0016922+0.00061741i,0.001851+0.00084861i,0.0016404+0.0011029i,0.0011364+0.0021461i,0.0012748+0.0013983i,0.0010009+0.00019305i,-0.00065192+0.0005734i,-0.0016326+0.0017577i,-0.00098895+0.0011301i,-1.3145e-05+0.00066034i,0.00015399+0.00086577i,0.00011233-0.00024713i,0.00011378-0.00089293i,-0.00016404-0.00076657i,-4.6192e-05-0.00097629i,5.3137e-05-0.00085994i,-0.00035709-0.00063131i,-0.00057895-0.00071435i,-0.00028943-0.00084251i,0.00024572-0.00065586i,0.00033619-0.000891i,9.4236e-06-0.0010817i
0.0023901-0.0020411i,0.0032477-0.00067942i,0.0039679-0.00067947i,0.0038341-4.609e-05i,0.0021707+0.00061025i,0.00091931-0.00022929i,0.00093255-0.00079323i,-6.9862e-05-0.00056829i,-0.0014394-0.00032162i,-0.0012573-0.00010398i,-0.00022926+9.349e-05i,0.00030924-0.00044739i,0.0003922-0.0012126i,0.00079804-0.001169i,0.0007533-0.00096835i,0.00059667-0.00060952i,0.00016858-0.00047282i,-0.00041782-0.0006399i,-0.00022456-2.173e-05i,-0.0005648-0.00037506i,-0.00064894-0.0014431i,0.00015588-0.001262i,0.00019658-0.00067206i
0.0012115+0.00092926i,0.0020814+0.0019957i,0.0027599+0.0016679i,0.0021234+0.0011561i,0.00093359+0.0011507i,0.0011808+0.0010356i,0.0010369+0.00013219i,-0.00069943-0.0011164i,-0.001362-0.0012175i,-0.0010129-0.00070576i,-0.00073866-0.00034439i,-8.8936e-05-0.00032949i,0.000728-0.00089614i,0.00096084-0.00056788i,0.00060254+0.00010111i,0.0001232-0.00047454i,0.00047073-0.00047752i,0.00035043+0.00047862i,1.2421e-06+0.00050036i,6.0095e-05+0.00083068i,3.0646e-05+0.00058629i,-0.00028451-0.00012551i,-0.0010496+0.00010046i
0.00038905+0.0029253i,0.0016627+0.0025822i,0.0023527+0.0018357i,0.0021881+0.001351i,0.0020126+0.00086697i,0.0011724+0.00056731i,0.0001369-0.00021158i,1.6385e-05-0.0011785i,0.00014554-0.0013633i,0.00052944-0.0011918i,0.0008154-0.00059092i,0.0013519-0.00018602i,0.0011355-0.00040846i,7.557e-05-0.00044805i,5.079e-05+0.00041921i,0.00071467+0.00037058i,0.00055498-0.00023533i,0.0001485+0.00041916i,0.00043396+0.00072765i,0.00025198+0.00081813i,3.6241e-05-9.659e-05i,-0.00063734-0.0010779i,-0.0017028-0.000609i
0.0008666-0.0014621i,0.00014717-0.0015365i,0.0008667+2.9218e-05i,0.0020274+0.0013994i,0.0019257+0.0010473i,0.001006+0.00015631i,0.0001431-0.00023631i,-0.00047603-0.00059831i,-0.00072369-0.0011793i,-0.00072729-0.00087037i,-0.00036388-0.00050513i,-0.00021081-0.00092459i,-0.00027222-0.00087841i,-6.9817e-05-0.0005584i,-8.404e-05+6.9972e-05i,-0.00027587+0.00043675i,-0.00016764+0.00033055i,7.8335e-05+0.00035676i,0.00028686+0.00013524i,0.000277-0.00010717i,3.4742e-05+0.00048358i,-0.00035284+0.0011612i,-0.00044071+0.00064213i
0.0022794+0.00064557i,0.0020869+0.00022228i,0.0021627-0.00025673i,0.0021152-0.00026586i,0.0015278-0.00017018i,0.0011227-0.00027889i,0.0010639-0.00052627i,0.00067426-0.00051656i,0.00026567-0.00022898i,-0.00016624-0.00036835i,-0.00017516-0.00017604i,0.00029888-9.9671e-05i,3.1397e-05-0.00011838i,-0.00036404+0.00045417i,-0.00068402+0.00057695i,-0.00082503-0.00015295i,-0.00015179-0.0012939i,0.00052566-0.0012802i,8.5136e-05-0.00044839i,-0.00023154-0.00030279i,-0.00024063-0.00032278i,0.00019087+0.00086206i,0.00057063+0.0014577i
-0.000305-0.00093286i,0.0010293+0.00018959i,0.0022345+0.00042742i,0.0026352+0.0011841i,0.0028776+0.0026605i,0.0027816+0.0017882i,0.0010325-0.00010587i,-0.0012025-0.00029172i,-0.0015294+0.0002583i,-0.00091696+0.00038511i,-0.00084316+0.00066044i,-0.00082099+0.0010503i,-0.00044884+0.00025282i,0.00019798-0.0013523i,0.00015476-0.0015602i,-2.3988e-05-0.00098743i,0.00063006-0.0011703i,0.0010717-0.00087682i,0.00044079-0.00022844i,-0.00024613-6.0561e-05i,-0.00041058+1.0178e-05i,0.00017451+0.000799i,0.00076024+0.001053i
-0.0010091+0.0017496i,0.0011648+0.0023081i,0.0034643+0.0012097i,0.0040228+0.0010584i,0.0029327+0.0021177i,0.001469+0.0015863i,0.00063946+9.6328e-06i,0.00028164-0.0011373i,-0.00053463-0.00082055i,-0.0016401-8.661e-05i,-0.00096687+0.0001013i,7.6063e-05+1.788e-05i,0.00055809-0.00032886i,0.0010218-0.00035316i,0.00088955-0.00036436i,0.00029752-0.00064678i,-0.00086256+0.00055282i,-0.00092525+0.00078461i,-0.00014045-0.00026814i,-0.00041187-0.00040567i,-0.00064399+4.4014e-06i,-0.00070021-0.00038339i,-0.00047363-0.00037313i
-0.00074417+0.00064022i,1.4731e-05+0.0014608i,0.0014961+0.0029188i,0.0028517+0.0037225i,0.0020167+0.0027179i,0.00134+0.0016879i,0.00089046+0.00051252i,-0.00051353-0.001269i,-0.0015711-0.0022285i,-0.0018281-0.0011879i,-0.0012622-0.00021278i,-0.00053349+0.00018792i,-0.00014264+0.00013032i,-0.00012733-0.00029884i,0.00015681+0.00044064i,0.00054162+0.00079677i,0.00037607+9.1881e-05i,-3.2811e-05-0.00022101i,-0.0001179+0.00076507i,-0.00018321+0.00077693i,6.72e-05+0.00012357i,9.2749e-05+0.00028998i,0.00011091+0.00023006i
0.00020936+0.00030772i,0.00033433+0.0023468i,0.00061689+0.0027289i,0.00088881+0.0028698i,0.0006013+0.0019693i,0.00050088+0.00046483i,0.00070096+0.00028887i,0.00080597+0.00032846i,0.00011045-0.00059808i,-0.00055009-0.00065601i,7.9812e-05+6.4738e-05i,0.00077699+0.00049754i,0.00038875-0.00013305i,-0.00057495-0.0009428i,-0.00098551-0.00029799i,-0.00077885+0.00043946i,-0.00088061+0.00074388i,-0.00072837-6.7195e-05i,0.00038472-0.00038398i,0.0005607+0.00020172i,0.00015856+0.00069478i,-7.9827e-05+0.00090501i,-0.00037659+9.3789e-05i
0.0015855+0.0012426i,0.0020992+0.0011323i,0.0022801+0.00094043i,0.0013026+0.0010651i,0.0018292+0.0012727i,0.001612+0.00058536i,0.00016315-3.5786e-05i,-0.00038483-0.00045641i,-0.0010648-0.00069848i,-0.0014506-0.00026626i,-0.0010448+0.00040154i,6.0387e-05+3.4666e-05i,0.00086033-0.00014506i,1.6515e-05+0.0002972i,-0.00092156+0.00031067i,-0.00024813+9.4554e-05i,-3.7554e-05-0.00031528i,0.00029257-0.00083191i,0.00049356-0.00048783i,-0.00015343-0.00025369i,-6.2123e-05-0.00036797i,-4.283e-05-0.00019379i,-0.00024404+0.0001085i
0.0013379+8.0114e-05i,0.0018283-0.00082864i,0.0025051-0.00076941i,0.0025584-0.00045771i,0.0018626+0.00035256i,0.0016121+0.00061088i,0.00098478-9.5535e-05i,6.6618e-05-0.00081214i,0.00031654-0.00039395i,0.00042552+0.00053798i,-4.5602e-05+0.00075649i,-8.4579e-06+0.00029864i,0.00059606+8.0837e-05i,0.00069929-0.00036193i,-8.3763e-05-0.00092686i,-0.00068811-0.0010074i,-6.721e-05-0.00063075i,0.0002794+5.7559e-05i,0.00035688+0.00042369i,0.00037891+0.00059708i,-0.00033531+0.00030014i,-0.00088256+0.00039299i,-0.00065001+0.00040951i
0.0030801+0.0031537i,0.005489+0.0022768i,0.0060029+0.00015351i,0.0036468-0.00019273i,0.0016389+0.00024671i,0.00099454-3.9086e-05i,0.00075399-0.00051958i,3.7608e-05-0.00092109i,-0.00077909-0.0011094i,-0.00082489-0.00058731i,-0.0011072+5.1363e-05i,-0.00028406-0.00012075i,0.0014203+0.00043763i,0.0012453+0.00084975i,0.00066999-4.6621e-06i,0.0010032-0.00068688i,0.00068907-0.00028923i,0.00043121-0.00080666i,-0.00031869-0.00084812i,-0.00093353-0.0003242i,-0.00078545-0.00054599i,-0.0005587-0.00055843i,-0.00038092-0.00072042i
0.002316+0.0035568i,0.0023943+0.0034003i,0.0037151+0.0021978i,0.0037408+0.0016963i,0.0014768+0.0010603i,0.00062722-0.00025192i,0.0007543-0.00096516i,-0.00048372-0.0012045i,-0.0014235-0.00086389i,-0.00079088-4.7489e-05i,0.00018892+0.00015836i,0.00084939-0.00025576i,0.00043504-0.00050328i,-0.00033271-0.00031361i,-0.00063442-0.00069191i,-3.9995e-05-0.00044117i,0.00050953-0.00025027i,0.00036023-0.00033154i,0.0002227-0.00044198i,0.00012483-0.00023588i,-0.00071806+0.00040894i,-0.0016409+0.00057979i,-0.00096393-0.00032429i
0.00075849+0.0015511i,0.0024046+0.0024535i,0.003291+0.0024381i,0.0035384+0.0024533i,0.0029487+0.0021165i,0.0019179+0.00088889i,0.00029686-0.00032575i,-0.001035-0.00070412i,-0.0016034-0.00057272i,-0.0019191-0.0001069i,-0.0012209-5.6367e-05i,-0.00024737-0.00025975i,-0.00064297+1.5589e-05i,-0.0013353+0.00061131i,-0.0010808+0.00058493i,-0.00027356+0.00019612i,0.00090608-9.3514e-06i,0.0011349+0.00023963i,0.00031274+0.00028509i,-0.00033316+7.5742e-05i,-0.00069399+0.00015591i,0.00013953-0.00031064i,0.0011812+2.2982e-05i
0.00015761-0.00088006i,0.00052734+0.00010955i,-0.0002007+0.00039919i,0.00032746+0.00072624i,0.0015438+0.00070377i,0.0013738+0.00088782i,0.00060283+0.00020466i,-8.4662e-05-0.00072619i,-0.00098822-0.0010944i,-0.0015757-0.00038935i,-0.0007968+0.00011478i,0.00060613+0.00066148i,0.0011471+0.00077014i,0.00053152-0.00018372i,-0.00010878-0.00043841i,-0.00011995-0.00035318i,0.00023467-0.00084747i,0.00049117-0.00085732i,0.00049437-0.00010997i,0.00058348+0.0003955i,0.000595-0.00028679i,9.6962e-05-0.00058317i,-0.00063733-0.00042224i
0.0017135+0.0014021i,0.0026514+0.0011082i,0.0021406+0.0012791i,0.001598+0.00062153i,0.002746+2.1507e-05i,0.0023764-0.00015705i,0.00061487-0.00068567i,-0.0007174-0.0012838i,-0.0014443-0.0013851i,-0.00093516-0.00047274i,0.00023445+0.00052259i,0.00070309+0.00056584i,0.00013358-0.00018884i,-0.00086968-0.00085366i,-0.00091494-0.00027302i,-0.00056298-9.5417e-05i,6.3499e-05-0.00020281i,0.0007541+0.00040392i,0.00069906+0.00049617i,0.00059541-3.3896e-05i,0.00018273+9.1202e-06i,9.2441e-05+0.00069801i,0.00012646+0.00065577i
0.0021836-0.0017567i,0.0011936-0.00056041i,0.0018091-0.00074859i,0.002617+8.7754e-05i,0.001951+0.0010795i,0.0014426+0.00063814i,0.00088607-0.00044947i,0.00018607-0.00079778i,1.9048e-05-0.00084593i,-0.00043147-0.00041368i,-0.0006476-0.00042013i,0.00052336-0.0011139i,0.0011555-0.001087i,0.00031495-0.00054038i,0.00055745+2.3971e-06i,0.001116+0.00042569i,0.00078272+0.0004659i,0.00016915+4.0257e-05i,-0.00040131-0.00031809i,-4.7712e-05-0.0002662i,-2.7669e-05-0.00038188i,-0.00045821+0.00035213i,0.00028347+0.00097026i
0.0026273+0.0031739i,0.0038248+0.0026624i,0.0056059+0.0014394i,0.0057589+0.0014652i,0.0034417+0.0023764i,0.0014476+0.0016533i,0.0009399-0.00026729i,-0.00011917-0.0012474i,-0.0015355-0.0012728i,-0.0012839-0.00068171i,0.00016171-0.00014943i,0.0012529-0.0011059i,0.00080942-0.0018706i,7.7108e-05-0.0013311i,-0.00041115-0.001088i,-0.00048462-0.0010455i,0.00013017-0.001207i,0.00016888-0.00086951i,-5.1899e-05-0.00028687i,-0.00025737-0.00043335i,-0.00076548+2.0309e-06i,-0.00066564+0.00046163i,-0.00059977+0.00016974i
-0.0022737+0.0030715i,0.00042504+0.0049104i,0.0028156+0.005435i,0.0037291+0.004759i,0.0027878+0.0034872i,0.0013033+0.0014958i,-0.00015996-0.00030016i,-0.0010673-0.00041156i,-0.0014666-7.0498e-05i,-0.0012715-5.1867e-05i,0.00024455-0.00012385i,0.0011768-0.00088901i,0.00094102-0.001212i,-0.00024723-0.00021395i,-0.0012025-0.0001873i,-0.0010546-0.00061292i,-0.00091437-0.00040673i,-0.00094135+0.00033154i,-5.3648e-05+0.00065399i,0.00086585+0.00032431i,0.00079262+0.0002597i,-0.0002149+0.00032953i,-0.00085616+0.00083316i
-0.00037765+0.0011434i,3.2477e-05+0.0038616i,0.00022493+0.0048127i,0.0013669+0.0034498i,0.0019535+0.0022714i,0.0013284+0.00072947i,-0.00026036-0.00014534i,-0.0013381-0.000588i,-0.0010869-0.00031458i,-0.00079465+0.00048921i,4.6651e-05+0.00076891i,0.0011956+0.00038778i,0.0010942-0.00043449i,-0.00049905-0.00046172i,-0.00071257-0.0002146i,0.00044786-0.00033251i,0.00053899-0.00070513i,-1.7894e-05-0.001138i,1.8439e-05-0.0010053i,7.6408e-05-0.00088367i,-0.00023368-0.00093254i,-0.00022656-0.00038113i,0.00034873+0.00055745i
0.00059132-0.00016903i,0.00015686+0.00075492i,-0.00058863+0.0015039i,-0.00036153+0.0014261i,0.0010938+0.0010368i,0.0020398+0.0010725i,0.0014476+0.00035217i,0.00061247-0.00057692i,-0.00055102-0.001012i,-0.0011477-0.00041256i,-0.00082388+0.00056229i,-0.00035187+0.0011535i,0.0002176+0.0013598i,0.00062996+0.0010516i,0.00010848+0.00038558i,-0.00020491-0.00042458i,0.00032771-0.00045404i,0.00068467-0.0005507i,0.00030907-0.0010163i,-9.4251e-05-0.00072961i,0.00060915-0.00015524i,0.00045155-0.00020948i,-0.00051185-0.00064969i
0.00022963-0.00075288i,0.00031697-0.0019445i,-0.00033754-0.001786i,-0.00052861-5.0356e-05i,-0.00014708+0.0014961i,0.00064059+0.0012327i,0.0010814-0.0007372i,-5.1061e-05-0.0014219i,-0.00039446-0.00092623i,-0.0002185-0.00038149i,-0.00091507-0.00030994i,-0.00095984+1.1858e-05i,4.4282e-05-0.00030582i,-0.00012798-0.00089767i,-0.00058013-0.0004013i,-0.00055137-0.0001561i,-0.00056301-0.00082151i,-0.00036681-0.00082054i,0.00010017-2.4895e-05i,-0.00059238-0.00045863i,-0.00096571-0.0008198i,-0.000503-0.00016963i,-0.00053263+5.534e-05i
0.0013042-6.0283e-05i,0.002679-0.0001415i,0.004279-0.00017198i,0.0039242+0.00018959i,0.0022586+0.00052074i,0.00095036+0.0012974i,0.00050495+0.00016806i,-0.00019441-0.00087157i,-0.00057056+7.9052e-05i,-0.00096049+0.00086218i,-0.00076742+0.0007786i,0.00088527+0.00057799i,0.0012067-0.00035447i,0.001121-0.00055807i,0.00043596+0.00011727i,0.00058666+0.00085848i,0.00073609+0.0010592i,-4.093e-05+0.00021392i,-0.00076684-0.00049465i,-0.00076412-0.00032208i,-1.2579e-05+5.6819e-05i,0.00031539+0.00036843i,0.00027561+0.00056835i
0.001028+0.0032739i,0.0023319+0.0030651i,0.0045578+0.0021256i,0.0047686+0.0015357i,0.0030617+0.0011608i,0.001447+0.00055924i,0.0001564+0.00022931i,-0.00086725+9.906e-06i,-0.0013833+0.00041795i,-0.00086682+0.00086231i,-0.00015574+0.00032853i,-0.00021316-9.3226e-05i,-0.00079093-2.6794e-06i,-0.0011212-7.395e-05i,-0.00081608-0.00045273i,-0.00044091+0.0001371i,0.00013428+0.00039336i,0.00071226-0.00053517i,-7.8137e-05-0.00072447i,-0.00057688-0.00047448i,-4.1547e-05-0.00069205i,0.000309-0.0013936i,-6.0333e-06-0.0012363i
0.0018301+0.00018412i,0.0028325+0.0018407i,0.003832+0.0026191i,0.0032514+0.0024408i,0.0019023+0.0022628i,0.001362+0.001151i,0.00071635+0.00037413i,-4.2196e-05-7.3392e-05i,-0.00086547-0.00020485i,-0.00074558+0.00033293i,-8.947e-05+0.001009i,0.0006494+0.0007463i,0.0011126-0.00022585i,0.00018551+0.00025075i,-0.00017186+0.00096413i,5.3514e-06+0.00055313i,0.00058427+0.00030943i,0.00092063+0.00068472i,0.00019925+8.5314e-05i,-0.00017379-0.0003964i,7.0344e-05-0.00025366i,0.00056614+5.9858e-05i,0.00076638+0.00049646i
0.0018803-0.00020153i,0.0008784+0.000486i,0.001029+0.0016597i,0.0013589+0.0019954i,0.0020966+0.00064492i,0.0016764-2.3093e-05i,0.00016728-0.00044475i,-0.00074647-0.00099612i,-0.0013746-0.00094023i,-0.0015335-0.0003696i,-0.00083253-0.00010794i,0.00017423-0.00028669i,0.00028614-0.00070342i,0.00088325-0.00031348i,0.00098755+0.00025934i,0.00024661+0.00011235i,3.9085e-05-0.00029004i,0.00069374+0.00021218i,0.00078639+0.0008422i,0.00034816+0.00079273i,0.00044204+0.00072325i,0.00041054+0.00074487i,-0.00024083+0.00037678i
0.0013578+0.0014189i,0.0016533+0.00055265i,0.0011697+0.00030137i,0.00080344+0.0011686i,0.00085947+0.0016134i,0.00045523+0.00047849i,-0.00045151-0.001276i,-0.0013188-0.0017333i,-0.0013608-0.0010945i,-0.00094162-0.00093965i,2.9327e-05-0.00042808i,0.00080409+0.00044674i,0.00068772+0.00034877i,0.00087659+0.0001487i,0.00085682-0.00036258i,-0.00023925-0.00050896i,-0.00057149-0.00013552i,0.00024161+0.00014738i,0.00035913+0.0007442i,-0.00040897+0.00099635i,-0.00067315+0.00026386i,-0.00048941-0.00037697i,-0.00010751-0.00045885i
0.0023178-0.00043052i,0.0031498-0.0010142i,0.0030362-0.0019136i,0.0017382-0.0018153i,0.00050757-0.00050882i,0.00016986+0.00088345i,-0.00031599+0.00030953i,-0.00097419-0.00097277i,-0.0010942-0.0011625i,-0.0015198-0.0011462i,-0.0019818-0.00079812i,-0.00082156-0.00037349i,0.00032339-0.00011537i,-0.00025393-7.2427e-05i,-0.00048497+0.0001584i,0.00023608+0.00041318i,-0.00017289+0.00056143i,-0.00052505+0.00060233i,0.00011933+0.00018217i,7.2407e-05-0.00012548i,-0.00025635-0.0010213i,-0.00030151-0.00089339i,-0.00047965-0.00067168i
0.0035893+0.00049008i,0.0047047+0.00061986i,0.0055612+0.00010314i,0.004434-0.00017316i,0.0023708+0.00053084i,0.0015128+0.00086551i,0.00086234+0.00044297i,-0.0006664+0.00055658i,-0.0017634+0.00065503i,-0.0017196+0.00052607i,-0.0010473+0.00011864i,4.148e-05-0.0011267i,0.00030527-0.0013589i,0.00040374+0.00024084i,0.00056669+0.0006082i,0.00021553-0.00044211i,8.4312e-05-0.001211i,0.00034739-0.00055316i,0.00017052-0.0002351i,-0.00011805-0.00028036i,0.00015179+0.00037361i,0.00099602+0.00030925i,0.00090122+0.00043246i
0.00093551-0.00035573i,0.0011561+0.0018632i,0.0017262+0.0025592i,0.0025039+0.0019984i,0.0025901+0.001982i,0.0026227+0.0023574i,0.0018183+0.0011645i,0.00070309-0.00075088i,-0.00019798-0.0011914i,-0.00027714-0.00029381i,-0.00028231+0.00021133i,0.00018704+9.8934e-06i,0.00082527-0.0002229i,-2.6729e-06+0.00023124i,-0.00032245+0.00052265i,6.5429e-05+0.00045452i,-0.00012025-0.00010908i,0.00037199-0.00073085i,0.00063672-0.0010231i,0.00016329-0.00085354i,5.0316e-05-0.00054944i,-0.00028089+0.00016735i,-0.00044799+0.0009993i
0.00064932+0.0028637i,0.0012158+0.0030491i,0.0021883+0.0028259i,0.0030863+0.0021648i,0.0028035+0.0019677i,0.0021397+0.00097893i,0.0012612-0.00015282i,-0.00068368-0.00064713i,-0.0018855-0.00076215i,-0.0016521-0.00030736i,-0.00060304+0.00018927i,0.00013703+0.00070365i,-0.00018222+0.00027576i,0.00012342+0.00037687i,0.0003856+0.00079614i,0.00069908+0.00053137i,0.0014802+9.8923e-06i,0.0014106-3.9839e-05i,6.8533e-05+0.00043757i,-5.6295e-05+7.8517e-05i,0.00020349-0.00043713i,-0.00071143+0.00044723i,-0.00106+0.0010195i
5.5104e-05+0.00135i,-4.1539e-05+0.0024199i,0.0012857+0.0025229i,0.0028575+0.0025242i,0.0020252+0.0015552i,0.00076192-0.0003206i,-0.0001182-0.0014196i,-0.00051924-0.001455i,-0.0013319-0.00066754i,-0.0017104+0.00059662i,-0.0004444+0.001053i,0.00018829+0.0007035i,-0.00030298+0.00065435i,-5.702e-05-0.0001324i,0.00087519-0.0003482i,0.0012325+0.00033535i,0.00085189+0.00068819i,0.00061324+0.00062998i,0.00092118+0.00051439i,0.00056823+0.00012384i,0.00013649-0.00039557i,-6.0155e-05-0.00043524i,-0.00062851-0.00011221i
0.00051101+0.00073591i,0.0016324+0.00069389i,0.0017059+0.00078196i,0.0015832+0.00074585i,0.0017429+0.0017329i,0.00095606+0.00091003i,8.8993e-05-0.0012271i,-0.00026932-0.0011689i,-0.00090778-0.00043495i,-0.0014967-0.00029924i,-0.0010916+0.00054324i,-0.0010354+0.00066845i,-0.00068562+0.00043274i,-0.00014817+0.00038049i,-0.00034482-0.00023922i,0.00032679-0.00063846i,0.00038532-0.00054309i,-0.00030595-0.00023021i,-0.00092352+0.00019775i,-0.0010719+5.2866e-05i,-0.00079619-0.00021359i,-0.00021321+8.7286e-05i,-0.00012186+0.00047i
0.0043253+0.0025374i,0.0047465+0.0017895i,0.0045134+0.00062011i,0.003637-0.00040376i,0.0026105+0.00021534i,0.00070824+0.00088672i,-0.00028102+0.00032836i,7.9595e-05+0.00027027i,8.7412e-05-0.00014138i,4.5531e-05-0.00045361i,6.9077e-05-0.00019403i,0.00059151-0.00043037i,0.00024366-0.00067602i,-0.00026451+0.0002485i,-0.00073339+0.0012114i,-0.00068576+0.00046497i,-0.00045568-0.00017513i,-0.00019923+0.00028496i,0.00031462+5.6199e-05i,0.00038362-4.3484e-05i,0.00026473+0.00081418i,-3.7225e-05-0.00016709i,-0.000334-0.0010686i
0.00048154+0.0011561i,0.0029657+0.00060571i,0.0043861+0.00062746i,0.0037475+0.00083927i,0.0026697+0.000427i,0.0018687-0.0006015i,0.00096793-0.00083099i,-0.0001059-0.00039517i,-0.0010687-0.00012539i,-0.0013857+0.00046215i,-0.00061641+0.00065592i,0.00017069-1.1131e-06i,-0.00017978-0.00084545i,-0.00083807-0.0010791i,-0.00046625-0.00075207i,-0.00022021-0.00044981i,-0.00014998-0.00034538i,0.00051194-0.0002001i,0.00025123-0.00043972i,-0.00091955-0.00033193i,-0.0010353+0.00016481i,-0.00033288-0.00019979i,0.0002735-0.0004213i
0.0018766-0.00044588i,0.0016527+0.001232i,0.0030578+0.00075088i,0.0029231-0.00027431i,0.0019294-0.00016688i,0.0014677+0.00039452i,0.0011577+0.00020752i,0.0002597-0.00039515i,-0.0012689-0.00068712i,-0.0014384-0.00098747i,-0.00071862-0.0010961i,8.909e-05-0.00085432i,0.00040589-0.0002461i,0.00048208+0.0001203i,2.3337e-05+0.00049103i,-0.00012483+0.00036008i,0.00046958-6.8334e-05i,0.00047068-0.00021769i,-0.00014275-0.00035088i,2.8428e-05+8.8573e-05i,0.00040727+0.00032308i,-0.00014151-0.00020433i,-0.00098813-0.00013604i
0.0008078-0.00087578i,0.00019014+0.00048956i,0.00072694+0.0023174i,0.001501+0.0020023i,0.00077451+0.00091889i,-5.9626e-07-9.2537e-05i,-0.00050907-0.0013905i,-0.0013987-0.0016831i,-0.0019475-0.0012433i,-0.0020384-0.00033275i,-0.0011931+0.00033294i,0.00048517+0.00046001i,0.00071184+0.00098201i,0.00019946+0.0010483i,0.00010746+0.00051532i,8.8596e-05+0.00028447i,0.00049304+7.2828e-05i,0.00078743+1.1813e-05i,0.00011405-0.00018934i,-0.00050049-5.4205e-05i,-0.00093381+0.00053771i,-0.0010081+0.0001622i,-0.00075259-0.00058432i
0.0010822-0.00025063i,0.00072148+0.00060374i,0.00042466+0.0019028i,0.0010861+0.0018973i,0.0011499+0.0013272i,0.00036115+0.0012411i,-0.00039359+0.00028626i,-0.00048758-0.00061003i,-0.00066446-0.00073441i,-0.00042018-0.00056507i,0.00023655-0.00047878i,0.00042169-4.0791e-06i,0.00016424-0.00019171i,0.00018459-0.00080199i,-9.5805e-05-0.0001703i,0.0003024+0.00099452i,0.00062825+0.0011308i,0.00057708+5.4611e-05i,0.00026955-0.0005989i,-8.95e-05-0.00075309i,0.00029967-0.00088798i,0.00039461-0.00067923i,-0.0002125-0.00051749i
0.0010795+0.00091202i,0.001168+0.00046847i,0.0019199+0.00064142i,0.0016409+0.00067431i,0.0010826+0.00037388i,0.0010614+0.00058218i,0.00078174+0.00056525i,-0.00024292-0.0012873i,-0.00071158-0.0017567i,-0.00066421-0.00042489i,-0.00044213+0.00065266i,-0.00033304+0.00070638i,-0.00090103-0.00031067i,-0.0011664-0.00040119i,-0.00031948-0.0002859i,-0.00014733-0.00033278i,-0.00042028-0.00035074i,-0.00042186-2.7129e-05i,-0.00052851+0.00033352i,-0.00047112+0.00031015i,0.00011702+0.00024376i,0.00049099+0.00018069i,0.00036618+0.00064503i
-0.00096235-0.002057i,0.00096935+0.0002795i,0.0015407+0.00097908i,0.00053024+0.00024655i,0.00030803+0.00053717i,0.0011365+0.0010484i,0.0016287+5.4747e-05i,0.00098153-0.0009464i,-5.268e-05-0.00026637i,-0.00071905+0.0004212i,-0.00047931+0.00018115i,0.0001154-6.7426e-05i,7.0328e-05-0.0004051i,-2.3817e-05-0.0008099i,0.00028841-3.3763e-05i,0.0008062+0.00058944i,0.00065517+0.00020734i,5.4501e-06+0.00013374i,-0.00047529+0.00044123i,-0.00067434+0.0006853i,0.00024923+0.00024022i,0.00053594+0.00019236i,-0.00072324+0.00047074i
0.0015005+0.00050211i,0.0015806+0.00063023i,0.0023234+4.9254e-05i,0.0032578-0.00029282i,0.0025742+0.00019954i,0.0010355+0.00023452i,0.00033152-0.0002316i,-0.00060951-0.00051244i,-0.00089009-0.0011554i,-0.00018069-0.0016757i,0.00038785-0.0014301i,0.0010696-0.0011062i,0.0013199-0.00067823i,0.00089637-0.00031457i,-0.00012481-0.00066804i,-0.0008077-0.00065265i,-0.00063658-0.00041559i,-6.4391e-05-8.3818e-05i,0.00015252-3.2723e-05i,-0.00026426-0.00031381i,1.5269e-05-0.00014081i,0.00042462+0.00012449i,0.00050798+0.00052897i
