-0.001184-2.4415e-05i,0.0013287+0.0012838i,0.0019747+0.0020505i,0.0019556+0.0017238i,0.0015098+0.0018926i,0.0014602+0.0021842i,0.0018356+0.00096988i,0.0018605-0.0004501i,0.0014568-0.0012889i,0.0010767-0.0015164i,0.0017555-0.00079967i,0.0015604-0.0010334i,0.00053087-0.0012358i,0.00026462-0.00044131i,0.00010454-0.00010864i,-0.00037637-8.9266e-05i,-0.00050168+0.00018994i,-0.00033439+0.00025241i,-3.2366e-05-0.00011454i,4.8522e-05-0.0001136i,0.00046679-0.00025568i,-1.4507e-05-0.00042634i,-0.00057638-0.00043715i
-0.053131+0.19904i,0.090258+0.17788i,0.083312+0.084613i,-0.0030409+0.02295i,-0.0104-0.017469i,0.018669-0.068416i,0.009376-0.073528i,-0.0031933-0.032894i,-0.00085159-0.0032055i,0.00051861+0.0063203i,0.0020819+0.010983i,0.0028358+0.0084731i,-0.0059406+0.00058185i,-0.023254-0.0044528i,-0.038101-0.0043587i,-0.042153+0.0011998i,-0.034872+0.0086804i,-0.019201+0.011772i,-0.0068633+0.0059087i,-0.0068127-0.0081008i,-0.013369-0.020876i,-0.018523-0.019928i,-0.015314-0.011839i
-0.025541-0.17869i,0.071344-0.11901i,0.18134-0.12206i,0.21218-0.14576i,0.1639-0.10901i,0.086354-0.042807i,0.027371-0.016071i,-0.002626-0.019275i,-0.010506-0.018574i,-0.00019546-0.012758i,0.011601-0.010851i,0.020324-0.0074009i,0.03151-0.0017802i,0.044144+0.00066332i,0.051824+0.00013772i,0.048628-0.0011207i,0.035806-0.0035313i,0.018677-0.0074412i,0.0080509-0.0089657i,0.014478-0.0091286i,0.026829-0.0089683i,0.028715-0.0065771i,0.02107-0.0012149i
-0.044649-0.043286i,-0.20115+0.03459i,-0.20633+0.1475i,-0.13732+0.18032i,-0.11708+0.12903i,-0.09712+0.08142i,-0.042944+0.056816i,-0.011746+0.031717i,-0.015501+0.014691i,-0.022488+0.0099194i,-0.021621+0.0088606i,-0.019849+0.0092201i,-0.0196+0.010947i,-0.015373+0.014794i,-0.0048256+0.017254i,0.0079428+0.010306i,0.01688-0.0022978i,0.02-0.008715i,0.015949-0.0068738i,0.0014051+0.0018671i,-0.01608+0.01409i,-0.021249+0.016803i,-0.016184+0.0086814i
0.13696+0.080712i,0.12587+0.027331i,-0.01011+0.0072766i,-0.1015+0.02624i,-0.040184+0.036901i,0.044236+0.0042994i,0.047585-0.017551i,0.029232-0.0029999i,0.026868+0.0062208i,0.02026+0.0045192i,0.0089277+0.0038217i,-0.0035496+0.00064677i,-0.017986-0.0026839i,-0.033178-0.0039845i,-0.047082-0.0035216i,-0.051673+0.0013699i,-0.041703+0.010759i,-0.025912+0.018785i,-0.013898+0.020088i,-0.0040714+0.011577i,0.0055785-0.0037905i,0.0069982-0.012086i,0.0014261-0.0083008i
-0.052778-0.064122i,0.015722-0.13434i,0.10888-0.20582i,0.1705-0.22181i,0.13989-0.15511i,0.052837-0.064108i,-0.0060095-0.020661i,-0.021772-0.014782i,-0.016655-0.0086116i,-0.0028307-0.0062136i,0.0059641-0.014819i,0.011957-0.018682i,0.023875-0.012596i,0.03833-0.0078574i,0.044392-0.0091514i,0.037127-0.0090321i,0.021258-0.0064443i,0.0021733-0.0075444i,-0.0079412-0.0092637i,-0.0021207-0.0034426i,0.0082056+0.0080845i,0.014174+0.017872i,0.014198+0.018634i
-0.045039+0.050795i,-0.071513+0.077143i,-0.066389+0.10626i,-0.0573+0.10394i,-0.079593+0.048232i,-0.080403+0.0030656i,-0.047629-0.0010612i,-0.028479+0.0080565i,-0.028661+0.012576i,-0.028068+0.014524i,-0.017905+0.013218i,-0.010224+0.0045542i,-0.015367-0.002239i,-0.019027+0.00087397i,-0.0099578+0.0039709i,0.0034958-0.0030091i,0.0093396-0.013629i,0.0086164-0.01595i,0.0047789-0.012432i,-0.010432-0.010882i,-0.033085-0.0088605i,-0.037755-0.0070172i,-0.022609-0.0074264i
0.06663+0.070905i,0.15797+0.0586i,0.099555+0.01731i,-0.010874+0.029956i,-0.0010079+0.061606i,0.056548+0.040742i,0.051501+0.0020972i,0.022238-0.0057467i,0.013232+0.002064i,0.012601+0.0070954i,0.012472+0.0093259i,0.0090753+0.0051238i,-0.0021687-0.0037209i,-0.016061-0.0089371i,-0.027487-0.0091201i,-0.033509-0.0058354i,-0.029649+0.0013672i,-0.017543+0.0088345i,-0.0048687+0.012692i,0.0092889+0.010765i,0.025507-0.00075043i,0.027093-0.01403i,0.011664-0.013774i
-0.17413-0.1539i,-0.17451-0.065705i,-0.021362-0.032139i,0.10768-0.070307i,0.10097-0.07861i,0.034991-0.040681i,0.001691-0.015691i,-0.0025714-0.018323i,-0.0048118-0.01983i,-0.0028071-0.015829i,-0.000785-0.012654i,0.0048595-0.002587i,0.022986+0.0072985i,0.042498+0.011309i,0.052574+0.012668i,0.050322+0.013999i,0.037945+0.012306i,0.022133+0.003969i,0.010857-0.0040667i,0.010306-0.0018291i,0.013801+0.0094553i,0.012657+0.018612i,0.0082159+0.017176i
0.17043-0.10489i,-0.0094873-0.082789i,-0.12932+0.015601i,-0.1332+0.047453i,-0.10067+0.013137i,-0.060153-0.0035673i,-0.028069+0.012761i,-0.016983+0.029021i,-0.013571+0.026539i,-0.013416+0.017092i,-0.011618+0.010911i,-0.013247+0.0025444i,-0.023216-0.001255i,-0.029789+0.0045678i,-0.02516+0.010469i,-0.012004+0.0087227i,0.00048504+0.0022561i,0.0065018-0.00059775i,0.0041763-0.0017073i,-0.01063-0.0095223i,-0.03118-0.017134i,-0.034198-0.014297i,-0.017601-0.0075301i
0.25263+0.24474i,0.32429+0.031004i,0.1855-0.11811i,0.037041-0.080568i,0.0091989+0.019225i,0.024768+0.053668i,0.016593+0.031739i,0.0015787+0.016102i,0.0026499+0.018742i,0.01154+0.01665i,0.016549+0.0071118i,0.014651-0.0048862i,0.00097648-0.014571i,-0.017774-0.018953i,-0.034262-0.021598i,-0.045432-0.019216i,-0.043631-0.0091253i,-0.03149+0.0026227i,-0.018495+0.011822i,-0.0027238+0.020591i,0.019142+0.02343i,0.028574+0.013832i,0.016314+0.0029943i
-0.42829+0.1419i,-0.24201+0.20179i,0.016265+0.12843i,0.14868+0.02734i,0.12569-0.034522i,0.046469-0.048767i,0.009317-0.036866i,0.0047645-0.032183i,-0.0046552-0.02732i,-0.0072539-0.017278i,-0.00345-0.012114i,0.0036109-0.00091411i,0.020982+0.010565i,0.038619+0.010822i,0.046872+0.0074903i,0.044731+0.0046852i,0.031466+9.1417e-06i,0.016542-0.0074903i,0.0089086-0.013415i,0.0065991-0.0099979i,0.0028831-0.00023286i,-0.0029657+0.0075209i,-0.0033439+0.008375i
-0.08409-0.36889i,-0.16194-0.16514i,-0.14931+0.031044i,-0.11493+0.073846i,-0.074099+0.036844i,-0.028395+0.0032612i,-0.014208-0.0015323i,-0.014322+0.0096377i,-0.013057+0.0099334i,-0.015817+0.0086871i,-0.012583+0.011551i,-0.011287+0.0034718i,-0.018615-0.0056031i,-0.02251-0.0029845i,-0.015457+0.0050144i,-0.0027344+0.0076033i,0.0063742-7.0659e-05i,0.0089204-0.0076112i,0.0070797-0.010891i,-0.0011459-0.022216i,-0.01652-0.036296i,-0.024242-0.033313i,-0.014488-0.016407i
0.45437-0.08148i,0.33558-0.18877i,0.13096-0.18424i,0.0014236-0.10585i,-0.032374-0.027693i,-0.023467+0.011046i,-0.010268+0.011789i,-0.0060186+0.0091724i,-0.0011489+0.015427i,0.0047941+0.015248i,0.0084887+0.0093003i,0.010278+0.00081071i,0.0041505-0.0079964i,-0.0063883-0.011007i,-0.017544-0.011343i,-0.027029-0.0090726i,-0.027019-0.0010778i,-0.021554+0.0075917i,-0.017919+0.014423i,-0.010129+0.026221i,0.0080004+0.038435i,0.021712+0.033789i,0.015426+0.016607i
-0.11109+0.36858i,-0.062963+0.28136i,0.017576+0.1355i,0.09808+0.023503i,0.11504-0.04022i,0.07498-0.047093i,0.040993-0.023524i,0.020961-0.01403i,0.0038541-0.011421i,-4.333e-05-0.0098236i,-0.0012921-0.013921i,-0.0033428-0.0071183i,0.005797+0.010186i,0.019046+0.022027i,0.028017+0.024549i,0.032554+0.020024i,0.028677+0.012186i,0.018446+0.0050502i,0.010166+0.00027061i,0.0058347+0.00069191i,0.00075417+0.0056163i,-0.0049475+0.00839i,-0.0053614+0.008048i
-0.18724-0.058584i,-0.11353-0.025891i,-0.053114+0.012087i,-0.036777+0.049204i,-0.019844+0.076189i,-0.0040355+0.060783i,-0.021617+0.027263i,-0.039068+0.017294i,-0.030291+0.014715i,-0.017698+0.010764i,-0.0088119+0.0083591i,-0.0048493-0.0013393i,-0.012136-0.0089028i,-0.020382-0.008843i,-0.019841-0.007437i,-0.015656-0.0076638i,-0.011478-0.0091314i,-0.0062747-0.0086194i,0.0020571-0.0095653i,0.0082544-0.02283i,0.0029909-0.040652i,-0.0068078-0.039349i,-0.0069968-0.019728i
0.11256-0.11394i,0.13843-0.12393i,0.091649-0.10816i,0.013388-0.068581i,-0.043848-0.038506i,-0.058311-0.024156i,-0.036484-0.016872i,-0.016675-0.013397i,-0.010852-0.0050685i,-0.0029697+0.0043403i,0.0067542+0.010094i,0.013391+0.011084i,0.012083+0.0022128i,0.0036485-0.012231i,-0.007059-0.024969i,-0.018877-0.028648i,-0.025642-0.018292i,-0.02261-0.0047551i,-0.018885+0.0046142i,-0.017948+0.01753i,-0.010243+0.031519i,0.0024508+0.028894i,0.0055849+0.012349i
-0.13504+0.089617i,-0.1445+0.17768i,-0.062836+0.14779i,0.020295+0.043858i,0.061923-0.032799i,0.065349-0.045644i,0.051988-0.021894i,0.040456-0.012161i,0.024855-0.015148i,0.011575-0.010741i,0.0019706-0.0074915i,-0.0079907-0.0026021i,-0.0058484+0.010324i,0.0075647+0.022345i,0.022538+0.028269i,0.03524+0.027285i,0.03923+0.017078i,0.032069+0.0047979i,0.019561+0.0004208i,0.0091794+0.0026618i,0.0040327+0.0039269i,0.0011633+0.0020556i,-0.0015542+0.0014957i
0.084445-0.25203i,-0.008883-0.21166i,-0.052194-0.077427i,-0.051139+0.031331i,-0.030897+0.085779i,-0.011039+0.072394i,-0.023195+0.028841i,-0.034546+0.019224i,-0.017951+0.019954i,-0.0081002+0.011811i,-0.0078729+0.0053997i,-0.0067528-0.008621i,-0.010959-0.018658i,-0.013753-0.013134i,-0.0096218-0.0036869i,-0.0045524+0.0025725i,0.00070718+0.0025597i,0.0043497-0.00092278i,0.0086993-0.0049299i,0.018739-0.015384i,0.022789-0.026118i,0.012168-0.02253i,-0.00069772-0.0074211i
0.35159+0.092087i,0.28984-0.092856i,0.12264-0.16509i,0.030862-0.1364i,-0.0025321-0.114i,-0.021516-0.0799i,-0.011826-0.034487i,-0.0049442-0.0087178i,-0.0069336+0.0048963i,-0.0017233+0.0063267i,0.0057746+0.0023364i,0.015533+0.001319i,0.019388-0.0039935i,0.0093318-0.012799i,-0.008271-0.019146i,-0.024687-0.019428i,-0.031712-0.0091298i,-0.027725+0.0026786i,-0.023606+0.0063375i,-0.028357+0.010002i,-0.032026+0.020784i,-0.020855+0.024823i,-0.0052324+0.0133i
-0.26794+0.4497i,-0.08208+0.39408i,0.050197+0.17123i,0.080992+0.021864i,0.083602-0.0051473i,0.070966+0.010257i,0.049302+0.018058i,0.029993+0.0048057i,0.010584-0.0033254i,0.0058873+0.00033788i,0.0088347-0.0030781i,0.0030693-0.0038299i,-0.0045826+0.008255i,-0.0063389+0.021381i,0.00046112+0.026073i,0.013847+0.021999i,0.020602+0.012252i,0.0168+0.0034313i,0.0091904+0.0023133i,0.0031664+0.0056399i,0.00054077+0.0035269i,0.00060649-0.0020691i,0.0021944-0.0028018i
-0.36325-0.36375i,-0.27047-0.14388i,-0.1017+0.051797i,-0.0596+0.14403i,-0.077795+0.17363i,-0.061855+0.11873i,-0.050021+0.033281i,-0.045722+0.00055669i,-0.031224-0.0012854i,-0.020653+0.0032413i,-0.012638+0.010515i,-0.0059761+0.00585i,-0.0052666-0.004246i,-0.0023277-0.0099433i,0.0052845-0.011213i,0.0095436-0.011358i,0.0092866-0.015473i,0.0076869-0.017856i,0.011198-0.014723i,0.025611-0.011465i,0.035507-0.01296i,0.024486-0.01332i,0.0076518-0.0065815i
0.37326-0.37769i,0.13907-0.3322i,-0.031747-0.1837i,-0.035933-0.13862i,-0.0087479-0.17085i,-0.0048751-0.1399i,0.0065648-0.064568i,0.014199-0.020494i,0.0096399-0.0096484i,0.0022584-0.0086473i,-0.0025117-0.0037804i,0.00062191+0.0017012i,0.008513-0.0019127i,0.011123-0.011029i,0.0041247-0.016881i,-0.0075123-0.01651i,-0.014211-0.0094606i,-0.013999-0.0015831i,-0.014246-0.0010509i,-0.023855-0.0045009i,-0.032163-0.00065515i,-0.023144+0.0066332i,-0.0078368+0.0049588i
0.25789+0.45417i,0.21765+0.25921i,0.12349+0.032816i,0.090323-0.07105i,0.088926-0.062046i,0.064984-0.010475i,0.039947+0.018691i,0.028698+0.018449i,0.020814+0.016544i,0.015535+0.013425i,0.00838+0.0001667i,-0.0054842-0.01054i,-0.016274-0.0040317i,-0.016355+0.014699i,-0.0072735+0.029381i,0.0076502+0.034578i,0.01756+0.031999i,0.016178+0.024413i,0.0061827+0.018522i,-0.0031986+0.016887i,-0.00094014+0.013965i,0.0049678+0.0080084i,0.0028926+0.0046662i
-0.32837+0.12708i,-0.15951+0.087727i,-0.039761+0.085307i,-0.049546+0.15822i,-0.076982+0.19121i,-0.062398+0.11809i,-0.049645+0.030974i,-0.048641+0.0063914i,-0.03617+0.01226i,-0.020174+0.013567i,-0.0081288+0.011037i,0.0019197+0.0059535i,0.0068831-0.00043373i,0.0080459-0.0051972i,0.007225-0.0081402i,0.0021185-0.0085897i,-0.002667-0.0067953i,-0.001461-0.005047i,0.0068438-0.0022704i,0.022038+0.0036582i,0.029754+0.0080567i,0.018181+0.0066612i,0.0034949+0.0046117i
-0.072018-0.2763i,-0.051181-0.19581i,-0.025596-0.12337i,0.01879-0.11846i,0.057643-0.13963i,0.053384-0.10882i,0.030715-0.043774i,0.010815-0.01185i,-0.0052957-0.01155i,-0.0083625-0.014181i,-0.0016557-0.0092786i,0.0094629+0.00037079i,0.019205+0.0025728i,0.016383-0.0078416i,0.00076606-0.02152i,-0.016487-0.028529i,-0.025679-0.026097i,-0.024434-0.01824i,-0.018432-0.015996i,-0.020142-0.024731i,-0.029648-0.03024i,-0.026028-0.020763i,-0.0088137-0.0089243i
0.16123+0.062879i,0.1642+0.12042i,0.16471+0.045661i,0.11985-0.046027i,0.055224-0.039368i,0.011012+0.0072423i,-0.0018664+0.020847i,0.0059589+0.01053i,0.0089784+0.0047976i,0.006236+0.0076232i,0.0043724+0.0047695i,-0.0046027-0.0018158i,-0.020215+0.0025123i,-0.025434+0.01485i,-0.013906+0.022519i,0.0046338+0.022846i,0.016614+0.016318i,0.015198+0.0073868i,0.0050714+0.0048048i,-0.0020177+0.0078004i,0.0017373+0.0080509i,0.0080838+0.0047164i,0.0048249+0.0029337i
-0.061327-0.077849i,-0.15099-0.017958i,-0.15406+0.10592i,-0.15344+0.17783i,-0.14825+0.1582i,-0.097567+0.075488i,-0.053406+0.006802i,-0.0362-0.0052459i,-0.019862+0.0030811i,-0.0092047+0.0074503i,-0.0053255+0.011337i,-0.003881+0.0084819i,-0.0032179+0.0012931i,0.002409-0.00083483i,0.011313+0.0020439i,0.016487+0.0031088i,0.017257+0.0010197i,0.016734-0.00025159i,0.017289+0.0031425i,0.021406+0.014759i,0.023447+0.025241i,0.014282+0.021287i,0.0018895+0.011378i
0.18158-0.083827i,0.051272-0.21199i,-0.054365-0.19729i,0.020686-0.15815i,0.11945-0.14883i,0.11426-0.097867i,0.064831-0.030586i,0.027785-0.002952i,0.0095975-0.005031i,0.0061939-0.015255i,0.0061442-0.020257i,0.0090059-0.017916i,0.01588-0.016071i,0.016092-0.01637i,0.0038587-0.016543i,-0.010469-0.016012i,-0.016233-0.010792i,-0.012946-0.0027519i,-0.0077768-0.0050933i,-0.0097928-0.020099i,-0.016901-0.031337i,-0.015755-0.024775i,-0.0049491-0.012009i
0.06423+0.38921i,0.25218+0.233i,0.26592+0.0064081i,0.17409-0.069127i,0.080274-0.031439i,0.016906+0.0069841i,-0.0010616+0.010539i,0.0037332+0.0020687i,0.0034997+0.0065072i,0.003005+0.013714i,0.0045346+0.0076166i,0.00044466-0.0027868i,-0.011328-0.0027502i,-0.019825+0.0064714i,-0.015012+0.01435i,-0.0041064+0.017508i,-0.00015169+0.016317i,-0.003933+0.010433i,-0.010415+0.006524i,-0.011803+0.0096676i,-0.0046164+0.013819i,0.0038395+0.012151i,0.0048353+0.0054806i
-0.49563-0.076605i,-0.338+0.098753i,-0.17418+0.17254i,-0.17551+0.19291i,-0.17842+0.16959i,-0.10232+0.084368i,-0.044939+0.015342i,-0.029429-0.0010814i,-0.022286+0.002915i,-0.014212+0.010804i,-0.0056029+0.018884i,0.001177+0.022024i,0.0054908+0.01866i,0.0097202+0.011955i,0.012946+0.0062679i,0.011114+0.0021657i,0.0063565-0.00261i,0.0040731-0.0055263i,0.0057288-0.0010343i,0.0085482+0.011248i,0.0061359+0.020187i,-0.00029445+0.016453i,-0.0042598+0.0091287i
0.11207-0.53823i,-0.066782-0.3504i,-0.080964-0.13632i,0.028238-0.080862i,0.10286-0.07392i,0.092463-0.030475i,0.047382+0.0063223i,0.015542+0.009348i,0.0028479-0.0059862i,-0.00047419-0.018421i,-0.0016226-0.017671i,-0.00066289-0.010261i,0.0046343-0.0056416i,0.0069372-0.0085693i,-0.00036462-0.015744i,-0.0095706-0.020898i,-0.011057-0.020656i,-0.0061968-0.015803i,-0.00014416-0.016698i,0.0028978-0.030382i,0.0013747-0.042804i,-0.0014048-0.036167i,-0.0005666-0.017415i
0.56988+0.23934i,0.43649+0.097034i,0.25326-0.011412i,0.13848-0.06732i,0.045831-0.074994i,-0.019139-0.046293i,-0.025022-0.024811i,-0.0097261-0.014102i,-0.003404+0.00013033i,-0.0045776+0.007548i,-0.0087352+0.003439i,-0.013917-0.0060758i,-0.023189-0.009917i,-0.026842-0.0037618i,-0.015124+0.004019i,0.0009241+0.0090329i,0.0072722+0.010213i,0.0046603+0.0069289i,-0.0027807+0.0052002i,-0.0069316+0.0098881i,-0.0011594+0.017488i,0.005436+0.018533i,0.0022668+0.0098383i
-0.28844+0.43017i,-0.21964+0.25236i,-0.19463+0.10997i,-0.19453+0.090132i,-0.14581+0.074675i,-0.069303+0.019364i,-0.028659-0.014175i,-0.019254-0.0097603i,-0.01225+0.0051407i,-0.0036382+0.013712i,0.0034467+0.014815i,0.0080128+0.010085i,0.011759+0.0035057i,0.014384+0.0025984i,0.012523+0.0067804i,0.0073455+0.0083778i,0.0043359+0.0087648i,0.0046875+0.011518i,0.005731+0.015385i,0.0024279+0.02275i,-0.0038304+0.028049i,-0.0063218+0.022292i,-0.0053382+0.011979i
-0.33782-0.26948i,-0.18934-0.22118i,-0.03567-0.13639i,0.08426-0.056214i,0.13932+0.0019978i,0.11349+0.030794i,0.058703+0.0319i,0.02401+0.015958i,0.0095017-0.0023561i,0.0089227-0.011352i,0.014642-0.013798i,0.019158-0.012764i,0.023341-0.010564i,0.020153-0.011509i,0.006664-0.014468i,-0.0043156-0.015267i,-0.0066977-0.012345i,-0.0057424-0.007338i,-0.00093019-0.0085354i,0.0066793-0.020449i,0.009624-0.033332i,0.0069736-0.031096i,0.0068605-0.016096i
0.25855-0.17035i,0.31564-0.03942i,0.2745-0.010625i,0.14973-0.044637i,0.029327-0.057511i,-0.021834-0.038168i,-0.013496-0.016237i,0.0018057-0.0045843i,-0.00048707+0.00346i,-0.0088593+0.0089427i,-0.013689+0.0087366i,-0.015452+0.005515i,-0.019533+0.0039845i,-0.021005+0.0044985i,-0.01102+0.0056825i,0.0023594+0.0066732i,0.0066032+0.0027902i,0.0015907-0.0043653i,-0.0067784-0.0064998i,-0.011605-0.00067434i,-0.0095472+0.0085123i,-0.0045356+0.012106i,-0.0031991+0.0069844i
0.0011477+0.078072i,-0.1354+0.14442i,-0.17697+0.12592i,-0.18749+0.070218i,-0.15287+0.034034i,-0.080574+0.0090765i,-0.039791-0.00065127i,-0.027211+0.007075i,-0.016114+0.014407i,-0.0096276+0.015676i,-0.0067415+0.015313i,-0.0069401+0.014704i,-0.0067034+0.015277i,-0.0022058+0.01773i,0.00022085+0.017543i,-0.0018976+0.012825i,-0.0035133+0.0083106i,-0.00109+0.0058091i,0.00044786+0.0059285i,-0.0043399+0.010201i,-0.011274+0.014463i,-0.012829+0.013206i,-0.01035+0.0094108i
0.042574-0.092346i,-0.094373-0.14246i,-0.090364-0.052719i,0.02998+0.017175i,0.092803+0.035673i,0.066772+0.04026i,0.025595+0.025797i,0.00086726+0.004646i,-0.0039545-0.0097245i,0.0035687-0.018016i,0.010607-0.022067i,0.011161-0.023679i,0.006779-0.022341i,0.0029912-0.019312i,0.00011577-0.018499i,-0.0029413-0.017861i,-0.002378-0.012632i,0.00087897-0.0061216i,0.0057571-0.0058662i,0.014735-0.014405i,0.022629-0.023061i,0.019935-0.021891i,0.01274-0.012344i
0.21313+0.22544i,0.28804+0.034592i,0.2008-0.080597i,0.11032-0.098866i,0.054426-0.10202i,0.015838-0.08723i,0.010599-0.055873i,0.012192-0.034915i,0.0030952-0.018566i,-0.0045639-0.0070694i,-0.0092676-0.0051577i,-0.0091484-0.0084322i,-0.0092678-0.013445i,-0.0098816-0.013117i,-0.002481-0.0067432i,0.0078306-0.0023403i,0.011981-0.002944i,0.0075896-0.0046139i,-0.00013467-0.00295i,-0.00529+0.003237i,-0.0077523+0.0097019i,-0.005608+0.010046i,-0.0020231+0.0031369i
-0.399+0.1842i,-0.20358+0.16357i,-0.08783+0.029264i,-0.089028-0.013876i,-0.067339+0.013812i,-0.02035+0.0085621i,-0.0075021-0.0010716i,-0.005216+0.008493i,-0.00099104+0.017806i,0.0015468+0.023798i,0.0056737+0.025034i,0.010305+0.023949i,0.016511+0.024095i,0.017279+0.023545i,0.0097879+0.020904i,0.0008445+0.016639i,-0.0048882+0.012981i,-0.0050332+0.011998i,-0.0038608+0.012879i,-0.0092264+0.013661i,-0.016671+0.012438i,-0.017316+0.0094945i,-0.012641+0.0075648i
-0.18327-0.47798i,-0.16178-0.21163i,-0.034845+0.024471i,0.043242+0.10595i,0.044468+0.11564i,0.028352+0.097906i,0.010635+0.058737i,-0.0021559+0.028536i,-0.002606+0.010206i,0.0040003+0.0011014i,0.011929+0.00099745i,0.014192+0.0019762i,0.011162+0.0023538i,0.0071584-0.0014269i,0.002488-0.0064189i,-0.001397-0.006179i,-0.0032325-0.0026354i,-0.0035674-0.0013961i,0.00041179-0.0034161i,0.011289-0.0072203i,0.021783-0.011531i,0.020094-0.011336i,0.01081-0.0034481i
0.57206-0.11691i,0.37077-0.081263i,0.1662-0.030575i,0.069025-0.058283i,0.02037-0.10216i,-0.0038837-0.078718i,-0.00067962-0.034439i,-0.002163-0.015238i,-0.01044-0.0096065i,-0.017595-0.0098364i,-0.024282-0.010394i,-0.026137-0.0097243i,-0.026785-0.0099821i,-0.023651-0.0087002i,-0.012282-0.0052199i,-0.0012824-0.0028443i,0.0049577-0.0038964i,0.0045344-0.0067902i,-0.00026493-0.0086743i,-0.0051615-0.0072956i,-0.0095757-0.0033298i,-0.0086316-0.0002763i,-0.0044685-0.0023526i
0.029385+0.51575i,-0.035105+0.29032i,-0.07782+0.05359i,-0.070584-0.031576i,-0.038082-0.02554i,-0.022414-0.020489i,-0.02508-0.017202i,-0.022963-0.0046394i,-0.014218+0.0074999i,-0.0059318+0.011849i,-0.0018832+0.0091471i,-0.002342+0.0040001i,-0.0034356+0.0043437i,-0.0042891+0.0108i,-0.0067367+0.012454i,-0.0099853+0.0078805i,-0.010933+0.0055043i,-0.0074866+0.0065159i,-0.0053239+0.0068047i,-0.010488+0.0056255i,-0.016398+0.0058627i,-0.015326+0.0057485i,-0.010292+0.0031225i
-0.44414-0.016145i,-0.3096-0.050339i,-0.14256+0.016005i,-0.033032+0.093883i,0.0099333+0.10785i,0.012758+0.072392i,0.0073+0.02812i,0.0041131+0.0004782i,0.0049412-0.0074042i,0.014016-0.0053563i,0.02462-0.0063257i,0.027212-0.013436i,0.021521-0.020167i,0.013849-0.021209i,0.0090888-0.016916i,0.0063803-0.011624i,0.0033366-0.0075442i,0.00075918-0.0044475i,0.0027578-0.0020178i,0.012815+0.00072281i,0.023297+0.0025132i,0.022573+0.0019906i,0.01544+0.003356i
0.10828-0.32267i,0.2048-0.25778i,0.1616-0.17947i,0.086934-0.12835i,0.054294-0.10137i,0.043408-0.067088i,0.037546-0.027656i,0.028272-0.012614i,0.012944-0.010499i,-0.00045289-0.0075062i,-0.0080663-0.0058496i,-0.0061084-0.0035441i,0.00031785-0.0038738i,0.0012463-0.0067699i,0.001937-0.0045086i,0.0083173-0.0014554i,0.013246-0.0016942i,0.011701-0.0022269i,0.0077953-0.0019922i,0.0028324-0.0046453i,-0.0032835-0.0083736i,-0.0044469-0.0083557i,-0.0014916-0.007528i
0.12987+0.077385i,0.12387+0.15019i,0.11048+0.059388i,0.050425-0.012972i,0.00093393+0.002696i,-0.0087914+0.011209i,-0.016277+0.0060813i,-0.01745+0.018697i,-0.012529+0.027703i,-0.013151+0.026791i,-0.013432+0.025523i,-0.011828+0.028056i,-0.0074444+0.033943i,-0.0023561+0.034608i,-0.0022297+0.02634i,-0.0065497+0.016054i,-0.010164+0.010177i,-0.0085455+0.0076506i,-0.007121+0.0059684i,-0.011632+0.0034525i,-0.016815+0.0021132i,-0.016884+0.0034386i,-0.013846+0.0038309i
-0.072533-0.024002i,-0.20794+0.068793i,-0.17873+0.18003i,-0.10052+0.17748i,-0.066838+0.11615i,-0.046571+0.071517i,-0.029543+0.031525i,-0.024768+0.0074982i,-0.016391+0.0016508i,-0.0054297-0.0012321i,0.0024943-0.0028949i,0.0035865-0.0076157i,-0.0017982-0.010446i,-0.001958-0.0086108i,0.0023964-0.0082298i,0.0027319-0.0078171i,-0.0012112-0.0075346i,-0.0050756-0.0081165i,-0.0052311-0.0056135i,0.0031419+0.0027983i,0.014568+0.011948i,0.016372+0.013304i,0.010036+0.011616i
0.21561+0.014731i,0.13907-0.1339i,0.025734-0.14944i,0.015426-0.12266i,0.039351-0.11896i,0.02914-0.082862i,0.02074-0.036612i,0.013769-0.024987i,0.0056171-0.024347i,0.0031815-0.02499i,-0.0024556-0.02665i,-0.0066706-0.02623i,-0.0096396-0.025129i,-0.012452-0.020033i,-0.0091753-0.01278i,-0.0017709-0.0076927i,0.005473-0.0051043i,0.0090609-0.0031417i,0.008365-0.0032791i,0.0058702-0.0088138i,0.002725-0.015474i,0.0018111-0.016013i,0.0033046-0.012404i
-0.11767+0.31079i,0.046248+0.17019i,0.10527-0.019872i,0.076967-0.057222i,0.047062-0.014237i,0.022463-0.011569i,0.0019378-0.016361i,-0.003115-0.0017662i,-0.0018603+0.013444i,0.00018214+0.019557i,0.002217+0.016387i,0.003934+0.012822i,0.0049701+0.01201i,0.0022272+0.011596i,-0.0019413+0.0091686i,-0.0051406+0.0058211i,-0.0077194+0.005274i,-0.0064131+0.0056672i,-0.0053049+0.0037775i,-0.011018+0.00013702i,-0.017668-0.0014294i,-0.017952-8.4441e-05i,-0.012929-0.00025796i
