-0.0042225-8.0237e-05i,-0.0023852+0.00043451i,-0.0011405+0.0023453i,-0.00037799+0.0029515i,0.00013205+0.0027681i,-2.9683e-05+0.002554i,-0.00068371+0.0022361i,-0.00037698+0.0023018i,0.00048199+0.0027503i,0.00070062+0.0022834i,0.00078684+0.0011621i,0.00071012-4.811e-05i,6.7296e-05-0.0011666i,-0.0007446-0.00082521i,-0.00045671-0.00058518i,-0.00029524-0.00095315i,-0.00029918-0.00089203i,-0.00021497-0.00069918i,0.00040625-0.00032741i,0.00064548-0.00011759i,-0.00034209-1.7366e-05i,-0.00091683+3.7605e-05i,-0.00071709+0.00040362i
0.084921+0.17172i,0.21476+0.40962i,0.36597+0.57927i,0.4038+0.48431i,0.27291+0.26125i,0.12314+0.10907i,0.039438+0.011205i,-0.021194-0.023223i,-0.044049+0.012197i,-0.025291+0.034221i,-0.020103+0.016862i,-0.03063-0.00072948i,-0.030223-0.0096156i,-0.025318-0.020553i,-0.027861-0.036103i,-0.033442-0.043691i,-0.029954-0.03146i,-0.015512-0.011071i,-0.0032162+0.00045078i,-0.0028242+0.0049695i,-0.0048853+0.0096424i,0.0026595+0.015181i,0.01771+0.014044i
-0.021967+0.050351i,-0.015416+0.094486i,0.03669+0.071136i,0.068551-0.066383i,0.0054859-0.22671i,-0.098501-0.27282i,-0.13467-0.19878i,-0.097119-0.083117i,-0.041024+0.002379i,0.00025537+0.027067i,0.027176+0.025127i,0.044922+0.023002i,0.043173+0.028755i,0.039922+0.049685i,0.055272+0.069501i,0.068304+0.069058i,0.061357+0.050664i,0.040645+0.026379i,0.018535+0.011846i,0.0075637+0.0054637i,0.0051136-0.0045858i,-0.00019041-0.013215i,-0.0083452-0.01327i
-0.086905-0.20174i,-0.26579-0.45863i,-0.48978-0.55461i,-0.51406-0.26754i,-0.26813+0.1209i,-0.040415+0.2677i,0.0073404+0.23823i,-0.0014236+0.15167i,-0.015238+0.059851i,-0.038012+0.020673i,-0.05336+0.01816i,-0.058366+0.026321i,-0.035047+0.028077i,-0.0094143+0.0023531i,-0.012788-0.026551i,-0.025943-0.03888i,-0.033745-0.044157i,-0.033968-0.041817i,-0.026806-0.029198i,-0.018987-0.0092647i,-0.013944+0.010093i,-0.010434+0.01535i,-0.014106+0.0093823i
0.132+0.14715i,0.35445+0.38418i,0.58541+0.54492i,0.60902+0.41518i,0.40588+0.14841i,0.19596+0.0017497i,0.09385-0.046603i,0.029605-0.06422i,-0.0067057-0.044705i,-0.01306-0.022824i,-0.018404-0.012788i,-0.0091915-0.0069363i,0.0034635-0.017128i,-0.005642-0.029226i,-0.019889-0.030534i,-0.02617-0.026152i,-0.028698-0.011062i,-0.024081+0.008236i,-0.013083+0.018336i,-0.0016374+0.019058i,0.0095322+0.016855i,0.021871+0.016956i,0.035889+0.015467i
-0.038468+0.045493i,-0.061487+0.080094i,-0.0064445+0.03605i,0.085255-0.11575i,0.089547-0.25719i,0.03539-0.28429i,-0.0020949-0.20612i,0.0032746-0.07918i,0.057349-0.0021109i,0.096602-0.0026824i,0.093688-0.0021785i,0.081112+0.012641i,0.054441+0.018467i,0.030029+0.039416i,0.029481+0.070342i,0.033345+0.086821i,0.03068+0.085232i,0.024968+0.066402i,0.01793+0.039351i,0.013505+0.012607i,0.010389-0.0099456i,0.0017485-0.023789i,-0.011621-0.023479i
-0.096763-0.18526i,-0.27397-0.45192i,-0.50443-0.60884i,-0.5754-0.41285i,-0.42505-0.059226i,-0.2747+0.15603i,-0.19056+0.23156i,-0.07115+0.19474i,0.013195+0.081306i,0.0065412+0.01294i,-0.019762+0.0012278i,-0.033229-0.0080649i,-0.026213-0.017487i,-0.0046702-0.031963i,0.0023408-0.054079i,-0.003265-0.063724i,0.00064349-0.059334i,0.0069152-0.046645i,0.0050725-0.030496i,-0.0010758-0.01456i,-0.0089256+0.0013129i,-0.014057+0.0088556i,-0.014886+0.0046713i
0.147+0.11835i,0.36757+0.29905i,0.56542+0.41606i,0.53003+0.29639i,0.31237+0.084796i,0.15416+0.0067382i,0.11686+0.0064236i,0.084645-0.014707i,0.019987-0.021965i,-0.013488+0.0067544i,0.0063981+0.025309i,0.031695+0.009502i,0.027655-0.012403i,0.010584-0.022103i,-0.0019968-0.025664i,-0.0085737-0.026692i,-0.012539-0.025165i,-0.015065-0.018273i,-0.01405-0.0065231i,-0.0095287+0.0023719i,-0.0010908+0.0053839i,0.010957+0.011701i,0.026296+0.019475i
-0.054904+0.056734i,-0.12266+0.1206i,-0.14698+0.13915i,-0.087838+0.085897i,0.0045218+0.029685i,0.094515-0.0060826i,0.14357-0.042564i,0.10116-0.046109i,0.043915-0.0071981i,0.046521+0.017474i,0.064608+0.015002i,0.052432+0.01257i,0.021472+0.019873i,0.0037032+0.03894i,0.0047364+0.060477i,0.0069491+0.068232i,0.0015661+0.060217i,-0.0035392+0.040983i,-0.0024959+0.017413i,-0.0020865-0.00034045i,-0.0028911-0.010406i,-0.0036241-0.019241i,-0.011718-0.024944i
-0.089995-0.16013i,-0.24303-0.39448i,-0.41504-0.55452i,-0.45856-0.43373i,-0.35654-0.17931i,-0.24476-0.033079i,-0.18396+0.012742i,-0.11546+0.010689i,-0.057917-0.022823i,-0.049055-0.050118i,-0.063503-0.063912i,-0.073963-0.060055i,-0.054917-0.039989i,-0.021167-0.038544i,-0.0067832-0.051011i,-0.0023507-0.048304i,0.0079634-0.033171i,0.01458-0.01918i,0.0098524-0.011124i,-0.0016383-0.002676i,-0.0095979+0.006249i,-0.010263+0.0060905i,-0.0093456-0.0030938i
0.12741+0.088827i,0.32505+0.23172i,0.47424+0.35612i,0.43834+0.30697i,0.30298+0.13057i,0.19302-0.0010503i,0.11949-0.050395i,0.056911-0.045846i,0.018135-0.024105i,0.0068873-0.011671i,0.0077342-0.0030857i,0.016643+0.0071193i,0.022165+0.0075653i,0.0098526-0.0032945i,-0.0087867-0.011695i,-0.01636-0.014111i,-0.01517-0.018023i,-0.014493-0.018545i,-0.014093-0.0077251i,-0.0078588+0.0025606i,3.8799e-05+0.0028969i,0.0035556+0.0057547i,0.0094289+0.016776i
-0.057437+0.074691i,-0.13936+0.1888i,-0.184+0.2839i,-0.14045+0.28566i,-0.064011+0.22604i,0.017294+0.14774i,0.083123+0.069751i,0.086104+0.025246i,0.068442+0.024729i,0.075107+0.026779i,0.072227+0.018531i,0.050472+0.018554i,0.030514+0.020598i,0.015791+0.027444i,0.0074427+0.042159i,0.00022007+0.044822i,-0.011556+0.033936i,-0.016668+0.022867i,-0.0098733+0.013805i,-0.00029938+0.0085492i,0.0021558+0.0081064i,-0.0039589+0.0036943i,-0.014624-0.006406i
-0.05307-0.13191i,-0.12437-0.34293i,-0.16379-0.51132i,-0.12547-0.47055i,-0.07528-0.32221i,-0.10092-0.21553i,-0.14785-0.13908i,-0.11395-0.080433i,-0.050891-0.053917i,-0.03676-0.047598i,-0.054725-0.045424i,-0.059645-0.040737i,-0.042177-0.033808i,-0.01947-0.028238i,-0.0044547-0.027229i,0.0012214-0.021477i,0.0038597-0.0049663i,0.0047579+0.0070591i,0.0014649+0.0068243i,-0.003438+0.0055996i,-0.0055923+0.0091949i,-0.0035853+0.010504i,0.0010847+0.0062016i
0.1022+0.043677i,0.24811+0.12689i,0.35291+0.19668i,0.31564+0.17176i,0.21417+0.083664i,0.1301+0.0017387i,0.043961-0.029455i,-0.016872+5.5654e-05i,-0.025127+0.023579i,-0.028773+0.024132i,-0.034079+0.039243i,-0.02178+0.050031i,-0.016125+0.039279i,-0.019724+0.026645i,-0.015415+0.016667i,-0.004189+0.0044091i,0.005818-0.0085098i,0.0083799-0.016645i,0.0033879-0.012996i,0.0018222-0.006868i,0.0077628-0.0087622i,0.010811-0.0048262i,0.011569+0.009217i
-0.049471+0.07839i,-0.12758+0.20233i,-0.1988+0.31174i,-0.20173+0.30427i,-0.17555+0.22148i,-0.14749+0.19059i,-0.071736+0.19142i,-0.00053473+0.13472i,0.010842+0.05962i,0.011848+0.02906i,0.029255+0.023722i,0.03984+0.017857i,0.038207+0.011643i,0.031698+0.01329i,0.024608+0.021921i,0.018733+0.022651i,0.0090955+0.012181i,-0.00011934+0.0035595i,-0.0021986-0.00068786i,-0.0034323-0.0020119i,-0.0067013+0.0046968i,-0.0043449+0.0084992i,-0.0025444-0.0012659i
-0.034242-0.11129i,-0.050669-0.29528i,-0.00075742-0.47327i,0.084084-0.47603i,0.097921-0.32281i,0.03738-0.17518i,-0.017699-0.10008i,-0.026012-0.080724i,-0.019925-0.071692i,-0.01599-0.049596i,-0.005988-0.039695i,0.0029301-0.042832i,0.010235-0.0403i,0.017463-0.040477i,0.012253-0.043565i,-0.0075343-0.031609i,-0.022717-0.0078005i,-0.024752+0.0081307i,-0.020292+0.010383i,-0.014698+0.0071895i,-0.010631+0.0034071i,-0.0048472-0.0010171i,0.0043574-0.0044874i
0.070744+0.018999i,0.14699+0.040417i,0.15416+0.060994i,0.076198+0.065615i,0.056757+0.061281i,0.1196+0.041086i,0.11469+0.0055757i,0.032585+0.015937i,-0.0017197+0.051852i,0.010371+0.055243i,0.0093059+0.048449i,-0.0050662+0.04243i,-0.020944+0.03169i,-0.027212+0.02257i,-0.021696+0.010762i,-0.011443-0.00041344i,0.00060415-0.0044686i,0.0074862-0.0036771i,0.0062762+0.0011892i,0.0089936+0.0062587i,0.019092+0.00063366i,0.021564-0.0084386i,0.012407-0.0039808i
-0.038056+0.083516i,-0.10933+0.22519i,-0.1823+0.34581i,-0.19542+0.30717i,-0.17252+0.16128i,-0.15207+0.086537i,-0.088182+0.11948i,-0.00053194+0.13004i,0.037032+0.079933i,0.036948+0.03839i,0.035648+0.024609i,0.035376+0.023301i,0.038115+0.023269i,0.035917+0.021125i,0.027252+0.023808i,0.023824+0.026053i,0.022627+0.018522i,0.017874+0.0069513i,0.010767-0.00083822i,-0.00040089-0.0010768i,-0.014001+0.0076242i,-0.018832+0.012596i,-0.015812+0.0033422i
-0.017261-0.093309i,-0.007332-0.24104i,0.068204-0.3627i,0.15595-0.32987i,0.14379-0.20952i,0.070105-0.11684i,0.045107-0.077724i,0.069-0.069949i,0.06734-0.058456i,0.038207-0.042487i,0.019457-0.040121i,0.01352-0.041883i,0.013188-0.040288i,0.0098066-0.0418i,-0.0011818-0.042065i,-0.015977-0.034302i,-0.027941-0.022166i,-0.028598-0.010215i,-0.018923-0.0028936i,-0.010664-0.0039927i,-0.009319-0.0092065i,-0.0087491-0.011272i,-0.0039646-0.0073948i
0.036222+0.0080229i,0.066056+0.0040739i,0.014765-0.016302i,-0.095078-0.010673i,-0.074087+0.052045i,0.06821+0.065749i,0.12002-0.0018443i,0.054109-0.029581i,0.010421-0.0004703i,0.014604+0.0085932i,0.0082392-0.0058382i,-0.014124-0.018873i,-0.039842-0.02428i,-0.05433-0.015087i,-0.04435-0.0020994i,-0.021831+0.00055595i,-0.0034679-0.0012894i,0.0060191-0.0017997i,0.0071658+0.0012477i,0.0092482+0.006954i,0.017986+0.0087323i,0.021586+0.0057465i,0.012681+0.0043245i
-0.021725+0.07624i,-0.063221+0.22579i,-0.082843+0.38025i,-0.037339+0.35384i,-0.010804+0.14897i,-0.058979-0.005839i,-0.094324-0.016719i,-0.06567-0.0016442i,-0.024375-0.025585i,-0.0067783-0.03802i,0.00246-0.018935i,0.013449+0.0060486i,0.026471+0.019835i,0.035377+0.024985i,0.032889+0.029618i,0.027086+0.034803i,0.02334+0.032056i,0.016699+0.018809i,0.0068775+0.0035674i,-0.0051996-0.0020349i,-0.017243+0.0035115i,-0.022347+0.009636i,-0.017113+0.0067642i
-0.0031719-0.071125i,0.023258-0.18615i,0.099085-0.28411i,0.14961-0.25183i,0.086994-0.14902i,-0.019109-0.095942i,-0.045359-0.082814i,-0.001522-0.075299i,0.016829-0.065735i,-0.0012107-0.042182i,-0.0089709-0.016267i,-0.0011196-0.0015455i,0.0072972+0.0034032i,0.012353-0.0045685i,0.0077595-0.022125i,-0.0083466-0.033273i,-0.022612-0.031661i,-0.027738-0.021384i,-0.022974-0.0075788i,-0.011107-0.0014983i,-0.0006633-0.007206i,0.0039595-0.012931i,0.0048685-0.010596i
0.011333-0.0037716i,0.012571-0.037959i,-0.045562-0.093399i,-0.13107-0.10797i,-0.11715-0.017156i,0.0025348+0.092011i,0.065097+0.088235i,0.01594+0.031732i,-0.027042+0.018773i,-0.019619+0.020709i,-0.014929+0.0041589i,-0.028183-0.016266i,-0.043003-0.024108i,-0.048028-0.013974i,-0.03685+0.00056037i,-0.018684+0.0054099i,-0.0053241+0.0062255i,0.002232+0.0070515i,0.0042766+0.0068697i,0.0041585+0.010088i,0.0073555+0.017295i,0.010518+0.019445i,0.007661+0.014486i
-0.010623+0.062874i,-0.016631+0.20912i,-0.0014823+0.37181i,0.071651+0.38213i,0.13515+0.21543i,0.080221+0.052844i,-0.025114+0.011641i,-0.067879+0.022688i,-0.052615+0.015464i,-0.027733-0.0021562i,-0.016679-0.0026557i,-0.0095197+0.01429i,0.010469+0.029391i,0.029427+0.030033i,0.029041+0.028519i,0.019583+0.032879i,0.013786+0.031679i,0.009008+0.020549i,0.003171+0.005964i,-0.0049053-0.003497i,-0.015412-0.0041167i,-0.021211+0.0018145i,-0.016214+0.0058624i
0.00095395-0.055822i,0.015513-0.15967i,0.061997-0.26716i,0.071172-0.28095i,-0.0088031-0.22285i,-0.072786-0.17185i,-0.062739-0.099612i,-0.020135+0.00083355i,0.0061688+0.051901i,0.0050406+0.045664i,0.0040457+0.032917i,0.012849+0.025472i,0.017829+0.012392i,0.015996-0.0075491i,0.0099562-0.028769i,0.0010837-0.041836i,-0.005913-0.041887i,-0.01122-0.027639i,-0.011288-0.0075963i,-0.0014995+0.0015443i,0.011345-0.0019898i,0.019634-0.0073611i,0.019953-0.0084621i
-0.0033258-0.0046771i,-0.017883-0.045473i,-0.07398-0.11157i,-0.1296-0.13688i,-0.10086-0.057299i,-0.025521+0.075535i,0.026869+0.13036i,0.041095+0.095053i,0.028369+0.057874i,0.018165+0.046132i,0.020516+0.030766i,0.021189+0.0016211i,0.0077527-0.022531i,-0.013128-0.023358i,-0.02201-0.0068089i,-0.014594+0.0059487i,-0.0037503+0.0079719i,0.0044849+0.0050398i,0.0090741+0.0016237i,0.0061533+0.0020847i,0.0030559+0.0067766i,0.0049988+0.0084031i,0.0052451+0.0052031i
4.628e-05+0.050365i,0.0070482+0.17841i,0.032673+0.34507i,0.082637+0.40345i,0.11106+0.30857i,0.087154+0.16146i,0.048747+0.047858i,0.0298-0.020254i,0.024249-0.045496i,0.015625-0.036665i,0.0018934-0.014283i,-0.0030977+0.0092519i,0.0085562+0.023476i,0.022575+0.027321i,0.023683+0.026779i,0.014012+0.025748i,0.0046268+0.02276i,0.00043346+0.01287i,-0.0019509+0.0023001i,-0.0047473-0.003995i,-0.007423-0.008121i,-0.010966-0.008926i,-0.011359-0.0060653i
0.0061526-0.043541i,0.012161-0.13524i,0.020226-0.25397i,0.001017-0.31132i,-0.036656-0.29916i,-0.028299-0.25419i,0.0070216-0.17142i,0.023429-0.070324i,0.031586-0.012378i,0.026671-0.0051203i,0.013157-0.0045098i,0.004721-0.0008984i,-0.0022962-0.0022166i,-0.0042774-0.009437i,0.00048556-0.021933i,0.0021615-0.031875i,-0.0016746-0.028964i,-0.0078919-0.015169i,-0.01171-0.00038794i,-0.0079725+0.010065i,0.00088658+0.012958i,0.0094601+0.0073633i,0.014492-0.00083591i
-0.010556+0.00022146i,-0.033133-0.020749i,-0.06227-0.056263i,-0.067708-0.06473i,-0.038178-0.0092314i,-0.0236+0.062174i,-0.0208+0.087651i,0.0121+0.058598i,0.039457+0.014629i,0.042836+0.00049571i,0.044126-0.003008i,0.035045-0.019055i,0.012142-0.029591i,-0.0090065-0.021798i,-0.021589-0.0042926i,-0.022447+0.010283i,-0.012902+0.014444i,0.00037215+0.010237i,0.0082179+0.0028391i,0.0048867-0.0039826i,-0.0038942-0.005908i,-0.010278-0.0053491i,-0.011681-0.0065882i
0.004699+0.033891i,0.022619+0.13626i,0.038355+0.29342i,0.038546+0.37738i,0.0081444+0.32267i,-0.021293+0.20711i,-0.010411+0.082462i,-0.0012716-0.020934i,-0.011022-0.056261i,-0.0055749-0.040334i,0.00073706-0.023393i,-0.0055324-0.010534i,-0.0013082+0.0057496i,0.01261+0.016674i,0.018663+0.018075i,0.014557+0.014914i,0.0075509+0.0088175i,0.00031878+0.0001345i,-0.0052045-0.004538i,-0.0042443-0.0032507i,0.0010858-0.0036274i,-0.001885-0.0046735i,-0.010681-0.0008507i
0.008437-0.04237i,0.010573-0.12569i,0.019299-0.25555i,0.026304-0.33736i,0.04822-0.316i,0.091509-0.24175i,0.075015-0.15413i,-0.0070066-0.060899i,-0.049491+0.0026353i,-0.036579+0.0087102i,-0.022871-0.0034083i,-0.017324-0.0048637i,-0.01305-0.0051107i,-0.0071864-0.012004i,0.0017896-0.022388i,0.0063906-0.027579i,0.0032461-0.020735i,-0.0048163-0.0081366i,-0.010714+0.0027498i,-0.010817+0.01127i,-0.0078688+0.020033i,0.00023778+0.026582i,0.0088321+0.023109i
-0.012905+0.017053i,-0.033225+0.018616i,-0.051337+0.027854i,-0.025841+0.053265i,0.025691+0.063376i,0.01384+0.042783i,-0.040179+0.041052i,-0.038337+0.059662i,-0.0069327+0.044973i,-0.003237+0.016138i,-0.0039377+0.0076688i,0.0027649+0.0059172i,0.003429+0.0015275i,-0.006329-0.0033194i,-0.020819-0.0023202i,-0.025757+0.0059926i,-0.016892+0.0098452i,-0.0017939+0.0068584i,0.0096232-0.00039333i,0.011846-0.010456i,0.0068942-0.018016i,0.0015638-0.019978i,0.00076934-0.016361i
0.0036504+0.013888i,0.02432+0.083614i,0.038934+0.17824i,-0.0044526+0.20774i,-0.10624+0.15403i,-0.16212+0.09424i,-0.097924+0.049012i,-0.0091355-0.0044683i,0.0080192-0.03372i,-0.0065408-0.02668i,-0.012972-0.015156i,-0.012891-0.0024659i,-0.0032432+0.013754i,0.0078394+0.023062i,0.012378+0.023117i,0.013498+0.017003i,0.0108+0.0065565i,0.0029798-0.0024847i,-0.0043485-0.0024356i,-0.0021205+0.0040567i,0.0074424+0.0086089i,0.0098269+0.0069528i,0.0021941+0.0031019i
0.012201-0.031524i,0.014208-0.10652i,0.027415-0.21617i,0.060831-0.27837i,0.10811-0.22798i,0.1488-0.12079i,0.1231-0.054204i,0.043302-0.019946i,0.00104+0.011653i,0.0024671+0.019268i,0.0012556+0.0095834i,-0.0012562+0.0033632i,0.001307-0.0045982i,0.0038267-0.010795i,0.0087023-0.011303i,0.011132-0.010627i,0.0033855-0.0050086i,-0.0072153+0.0045268i,-0.011677+0.0094226i,-0.017382+0.0093728i,-0.026146+0.012618i,-0.02336+0.019222i,-0.0081079+0.02002i
-0.012394+0.028802i,-0.037874+0.049116i,-0.072839+0.089147i,-0.06499+0.15002i,0.00090264+0.15914i,0.025728+0.08308i,-0.01543+0.030757i,-0.019506+0.047819i,0.021964+0.053329i,0.0306+0.035727i,0.015403+0.03103i,0.0086433+0.026484i,0.0035967+0.014122i,-0.0048255+0.0016284i,-0.016657-0.0053816i,-0.023663-0.0041015i,-0.016023-0.00062552i,-0.0010501-0.0019705i,0.009174-0.0069786i,0.012302-0.013053i,0.013753-0.02127i,0.013731-0.028073i,0.010344-0.025349i
0.0017791+0.0022186i,0.030612+0.035143i,0.064475+0.064342i,0.026493+0.018804i,-0.099467-0.06693i,-0.18354-0.076422i,-0.1184-0.026832i,-0.010845-0.016842i,0.016009-0.02992i,0.0036096-0.016205i,0.0044233-0.0012433i,0.0061785-0.00036987i,0.0044167+0.0026658i,0.0030836+0.010157i,0.0057622+0.016072i,0.011442+0.01598i,0.012756+0.0097696i,0.0065296+0.0014964i,-0.0036465+0.0014396i,-0.0050118+0.013475i,0.0036585+0.025507i,0.0078285+0.024216i,0.003752+0.011771i
0.013038-0.020639i,0.015158-0.069345i,0.027036-0.13463i,0.063181-0.14808i,0.10665-0.060915i,0.12634+0.046275i,0.099388+0.061633i,0.03765+0.012851i,-0.003453-0.0045332i,0.0023816+0.0017401i,0.014522-0.003935i,0.014371-0.012928i,0.012081-0.018327i,0.012585-0.016545i,0.015732-0.010945i,0.013976-0.0079625i,0.0027326-0.0022199i,-0.0062998+0.0058366i,-0.006538+0.0077048i,-0.010195+0.0011702i,-0.021971-0.0034938i,-0.027216+0.00058884i,-0.018219+0.0063242i
-0.011354+0.0261i,-0.050441+0.05299i,-0.11499+0.10683i,-0.13442+0.1882i,-0.050021+0.2129i,0.045372+0.12885i,0.034797+0.036963i,-0.0075613+0.021699i,0.0038609+0.021554i,0.020247+0.0031669i,0.014519+0.00035503i,0.0074396+0.0068585i,0.0019129+0.0041295i,-0.0018457-0.0064362i,-0.0086427-0.019407i,-0.015956-0.02436i,-0.011233-0.020003i,0.001871-0.015497i,0.0097866-0.014479i,0.015399-0.015094i,0.025058-0.018151i,0.029288-0.022595i,0.020977-0.021508i
-0.0059105-0.010871i,0.038383-0.002708i,0.11396-0.017598i,0.13826-0.11141i,0.054895-0.23263i,-0.045573-0.24302i,-0.044629-0.13986i,0.0057501-0.056144i,0.012871-0.037925i,-0.0023702-0.028613i,-0.00087148-0.013455i,0.005225-0.0032403i,0.0021285+0.0050721i,-0.0047589+0.011632i,-0.0060631+0.017182i,-0.0028227+0.019192i,-0.00050832+0.013124i,-0.0052995+0.0029455i,-0.014132+0.0032479i,-0.01511+0.018117i,-0.0080527+0.03233i,-0.0036841+0.031791i,-0.0028637+0.019382i
0.011067-0.025158i,0.0037407-0.048785i,-0.012721-0.066689i,-0.012941-0.038797i,-0.0055134+0.042083i,-0.00041762+0.099877i,0.012342+0.077922i,0.01336+0.02339i,0.0011507+0.0039894i,0.00031632+0.0059911i,0.0029063-0.0023198i,0.0010928-0.0086716i,0.0037637-0.0072864i,0.010017-0.0028536i,0.013741+0.0035412i,0.010652+0.0073202i,0.000275+0.0094564i,-0.0068376+0.012853i,-0.002909+0.01177i,-0.00038077-0.0021682i,-0.010092-0.018234i,-0.01986-0.018471i,-0.017982-0.0088572i
-0.0081774+0.037715i,-0.04458+0.061204i,-0.11962+0.091159i,-0.17632+0.14575i,-0.12156+0.185i,-0.012086+0.14064i,0.010075+0.05402i,-0.019518+0.019963i,-0.012788+0.023021i,0.0021676+0.010523i,-0.0035689-0.0017394i,-0.011207-0.0024159i,-0.011606-0.00281i,-0.0077218-0.010787i,-0.0072453-0.023384i,-0.0086307-0.027227i,-0.0018011-0.021603i,0.0071669-0.017391i,0.0090794-0.01753i,0.009177-0.01679i,0.016503-0.013516i,0.022754-0.011487i,0.016663-0.0082601i
-0.0084386-0.012842i,0.043337-0.015616i,0.16602-0.033973i,0.27043-0.1229i,0.23689-0.24279i,0.10918-0.25803i,0.027194-0.15426i,0.013739-0.055594i,0.0063276-0.025535i,-0.0073921-0.017615i,-0.0060245-0.0051307i,0.0019036+6.1815e-05i,0.00010949+0.0021395i,-0.0080608+0.0067748i,-0.013817+0.012772i,-0.013259+0.01915i,-0.010619+0.01775i,-0.012897+0.010533i,-0.020411+0.010579i,-0.025875+0.020253i,-0.025883+0.029993i,-0.021748+0.03107i,-0.013356+0.022921i
0.017146-0.024489i,-0.0051231-0.042317i,-0.06683-0.035783i,-0.12266+0.012159i,-0.14252+0.065984i,-0.13263+0.08568i,-0.080724+0.071631i,-0.020744+0.04098i,0.0018997+0.022829i,0.0051717+0.020739i,0.0071761+0.013399i,0.0062352+0.0042142i,0.0096016+0.0028738i,0.014694+0.0071261i,0.016032+0.012377i,0.013959+0.012943i,0.0056516+0.011i,-0.0010799+0.014631i,0.005048+0.016859i,0.01283+0.0040529i,0.0075115-0.014496i,-0.0015722-0.01994i,-0.0015613-0.013671i
-0.0020604+0.033973i,-0.025902+0.04848i,-0.092966+0.039114i,-0.17057+0.052982i,-0.16221+0.1143i,-0.075117+0.14376i,-0.024821+0.092478i,-0.022242+0.034288i,-0.007392+0.015871i,0.0095371+0.0063527i,0.0052415-1.4352e-05i,-0.0018846+0.0018678i,-0.00099946-0.0011894i,0.0031205-0.012738i,0.005883-0.023841i,0.0071575-0.028521i,0.013505-0.026415i,0.020553-0.023282i,0.016939-0.023741i,0.0084262-0.018264i,0.010775-0.0038303i,0.018702+0.0038312i,0.014783+0.00021183i
-0.01186-0.0098457i,0.040219-0.0061385i,0.18904+0.0013499i,0.34861-0.0357i,0.37061-0.10816i,0.25833-0.12881i,0.13418-0.076474i,0.063165-0.027126i,0.029748-0.019564i,0.0095796-0.019029i,2.5545e-06-0.0038564i,0.0011807+0.0086827i,-0.0010323+0.0096145i,-0.010982+0.0093997i,-0.017952+0.013075i,-0.019754+0.015205i,-0.01936+0.010736i,-0.019044+0.0042538i,-0.023283+0.0061395i,-0.028199+0.015933i,-0.029069+0.023064i,-0.024324+0.022232i,-0.013408+0.015591i
0.011035-0.024217i,-0.028688-0.042623i,-0.1246-0.033186i,-0.20545-0.0013561i,-0.20491+0.0048187i,-0.14466-0.012074i,-0.068425-0.0034737i,-0.0092894+0.015505i,0.007255+0.017207i,0.0028743+0.016443i,0.0034009+0.011901i,0.0047571+0.002633i,0.0068581+0.00088037i,0.01066+0.0061768i,0.012635+0.012708i,0.010085+0.014208i,0.0023898+0.011467i,-0.0019333+0.014244i,0.0070052+0.019221i,0.022087+0.012764i,0.025526-0.0033525i,0.018548-0.012227i,0.012923-0.010893i
0.0094692+0.038748i,0.010397+0.042003i,-0.02745+0.0024145i,-0.10254-0.028409i,-0.14092+0.0099811i,-0.10721+0.056322i,-0.057386+0.032444i,-0.033332-0.0074589i,-0.016982-0.011375i,-0.00020705-0.0048493i,0.0072726-0.003565i,0.0070921-0.0054808i,0.0069582-0.010665i,0.010989-0.018137i,0.014735-0.026379i,0.015473-0.028434i,0.017184-0.021831i,0.019145-0.020232i,0.013911-0.027859i,0.0048109-0.02701i,0.0033181-0.012285i,0.0061525-0.0028965i,0.0020119-0.0049726i
-0.021296-0.0065527i,0.01802+0.01588i,0.15668+0.062902i,0.31478+0.087336i,0.34696+0.060166i,0.25161+0.020355i,0.1334+0.0018894i,0.051595-0.0071047i,0.01419-0.013429i,0.0038382-0.011113i,0.00077425+0.00073093i,-0.0008601+0.010095i,-0.005949+0.010306i,-0.013876+0.0088118i,-0.020766+0.0076301i,-0.024439+0.0069621i,-0.024819+0.0043392i,-0.025712+0.00024661i,-0.029689+0.0017873i,-0.029497+0.0067748i,-0.023429+0.0055475i,-0.018662+0.0013394i,-0.013626+0.002351i
0.0062764-0.037807i,-0.043942-0.069139i,-0.16038-0.080985i,-0.24421-0.074092i,-0.20377-0.086859i,-0.11028-0.096849i,-0.052618-0.051699i,-0.020603+0.0051497i,-0.0049941+0.023894i,-0.0012449+0.021543i,0.0049818+0.010343i,0.0065465-0.0023823i,0.0056104-0.0015185i,0.0077888+0.0052848i,0.0068643+0.010528i,0.0042651+0.013354i,0.0012278+0.013809i,-0.00035189+0.018575i,0.0080032+0.025494i,0.020154+0.021255i,0.022555+0.0089256i,0.01618+0.0020334i,0.010556+0.0013778i
0.02564+0.040989i,0.049378+0.045409i,0.054525-0.0037682i,-0.00041873-0.066955i,-0.087373-0.060872i,-0.12152-0.018288i,-0.086856-0.012669i,-0.038575-0.017495i,-0.0066186-0.0076187i,0.01276-0.0027572i,0.018052-0.0080872i,0.014393-0.011839i,0.01122-0.013762i,0.011122-0.017857i,0.012442-0.021865i,0.014116-0.019531i,0.01651-0.011859i,0.018155-0.012739i,0.013084-0.02564i,-0.00027204-0.030337i,-0.011139-0.017953i,-0.012119-0.0058164i,-0.0092877-0.0047283i
