-0.00157-0.00065033i,-0.00028614-0.00022783i,0.00020006+0.0010778i,0.0010962+0.001854i,0.0016382+0.0017552i,0.00092843+0.0016744i,0.00043355+0.0015051i,0.0002714+0.001053i,0.00045896+0.0011059i,-5.517e-05+0.00099591i,-0.00023197-0.0001749i,-0.00046246-0.00084939i,-0.0011559-2.6648e-05i,-0.00096299+0.00023737i,-0.00042237-0.00023946i,0.00026824-5.5821e-07i,0.00049536+0.00021138i,-0.00013631+0.00019489i,-0.00047461+0.00027729i,-0.0001981+0.00070329i,-0.0005209+0.00055009i,-0.0004528-0.00025193i,-0.00020929-0.00054327i
0.28625-0.24196i,0.23177-0.25832i,0.15369-0.13043i,0.08454+0.0099472i,0.028944+0.079133i,-0.0058496+0.077689i,-0.020654+0.045332i,-0.024022+0.027516i,-0.013004+0.018885i,0.0012693+0.00376i,0.011462-0.004766i,0.018447-0.0010661i,0.015767+0.0084312i,0.0057047+0.01952i,-0.0012341+0.025254i,-0.0047575+0.023268i,-0.0092145+0.017888i,-0.011186+0.0131i,-0.0074555+0.012764i,0.0021829+0.01328i,0.015096+0.0079902i,0.019269+0.00011841i,0.010637-0.0022817i
0.26286+0.28621i,0.22553+0.2572i,0.14152+0.16111i,0.077575+0.024628i,0.019634-0.062924i,-0.008433-0.064178i,0.00028598-0.042088i,0.0047538-0.038736i,-0.0023913-0.033349i,-0.0039532-0.018665i,-0.0069092-0.0040832i,-0.012071+0.0069387i,-0.0089502+0.0087614i,-0.0014494+0.0026755i,0.0062028-0.0027898i,0.015284-0.0038914i,0.019649-0.003234i,0.018455-0.0046597i,0.013969-0.007431i,0.0084842-0.0057995i,0.0065514-0.00099225i,0.0050738+0.00023306i,0.0015934-0.001645i
-0.19505+0.24063i,-0.20927+0.17165i,-0.17765+0.11015i,-0.097838+0.079277i,-0.02167+0.04444i,0.018682+0.017815i,0.023468+0.0084999i,0.020849+0.0076962i,0.02463+0.009065i,0.021623+0.0093501i,0.010939+0.0092617i,7.0964e-05+0.0048274i,-0.0086867-0.00073736i,-0.012715-0.0035103i,-0.0143-0.0050042i,-0.015759-0.0053383i,-0.013404-0.0041966i,-0.0088769-0.0014076i,-0.0081123-0.0021982i,-0.015434-0.004942i,-0.026012-0.0030022i,-0.025325+0.0011222i,-0.016105+0.0002404i
-0.22512-0.11642i,-0.13534-0.17674i,-0.047356-0.14725i,0.023567-0.045991i,0.046883+0.02421i,0.013267+0.044418i,-0.0081037+0.043326i,-0.0029622+0.034113i,-0.0012983+0.026377i,-0.0033502+0.01503i,-0.0028811-0.0028151i,0.0013979-0.014085i,0.0035736-0.012672i,0.0027472-0.0011662i,0.0026652+0.01047i,0.0016434+0.016222i,-0.0035321+0.016119i,-0.0074796+0.013029i,-0.0018279+0.01028i,0.011868+0.00482i,0.023381-0.0026494i,0.023813-0.0066556i,0.015522-0.0059727i
0.078019-0.099594i,0.20446-0.025622i,0.15954-0.027667i,0.010142-0.053096i,-0.064443-0.065578i,-0.062166-0.070322i,-0.043979-0.056305i,-0.032681-0.036119i,-0.031564-0.020893i,-0.024526-0.0073607i,-0.012567+0.0026164i,-0.0057333+0.0088208i,-0.0016353+0.0062843i,-0.00078678-0.0040171i,0.00027854-0.011792i,0.0039216-0.016163i,0.0069876-0.018141i,0.0070429-0.01733i,0.0057294-0.012827i,0.0069864-0.0069219i,0.007411-0.0034127i,0.0047795-0.0008915i,0.0049754-0.00052307i
-0.024783+0.013231i,-0.083764+0.15402i,-0.05932+0.16719i,-0.013355+0.1151i,0.032198+0.073505i,0.06034+0.029839i,0.04231+0.0057013i,0.023042+0.0054284i,0.020774-0.0043143i,0.014696-0.01528i,0.011608-0.014717i,0.0092953-0.013255i,0.0034843-0.010886i,-0.0011126-0.0064318i,-0.006113-0.0014055i,-0.0088561+0.0026263i,-0.0044484+0.0023859i,0.0022754+0.0011894i,0.00079729+0.0020043i,-0.010211+0.0058184i,-0.018743+0.011401i,-0.016912+0.013367i,-0.0098007+0.010332i
-0.037735-0.1192i,-0.18444-0.11775i,-0.13566-0.10216i,-0.027932-0.11217i,0.0035468-0.071699i,0.010067-0.00051097i,0.015845+0.014671i,0.0099316+0.0064506i,0.0087777+0.0080479i,0.0084198+0.004204i,0.0025577-0.0018359i,0.0027393-0.0053948i,0.0066677-0.0057098i,0.0089861-0.00078812i,0.011232+0.0025887i,0.012513+0.0043889i,0.01054+0.008898i,0.0056358+0.011297i,0.0033042+0.0083323i,0.008239+0.0014979i,0.016099-0.0080724i,0.014875-0.012345i,0.0053597-0.0057493i
0.24768-0.11006i,0.21147-0.23486i,0.1119-0.16992i,0.013603-0.059214i,-0.056438-0.025279i,-0.079863-0.022983i,-0.056745-0.015319i,-0.034306-0.0094754i,-0.019536-0.0029062i,-0.00034027+0.0014063i,0.010086+0.0073309i,0.012341+0.018098i,0.011892+0.01994i,0.0075853+0.011387i,0.0025726+0.0015731i,-0.00060237-0.005692i,-0.001945-0.0075479i,-0.0029299-0.0065699i,-0.0037935-0.0068614i,-0.0053224-0.0074251i,-0.0069528-0.0051327i,-0.0071789-0.0018355i,-0.0057819-0.0013038i
0.13155+0.30425i,0.20981+0.24882i,0.17628+0.17318i,0.15481+0.11044i,0.15701+0.045027i,0.11579-0.0011883i,0.063413-0.0041752i,0.040818-0.00067015i,0.026449-0.0040547i,0.0097082-0.00025982i,-0.0024426-0.000154i,-0.012669-0.0024938i,-0.0174+0.00067792i,-0.014637+0.0042057i,-0.010881+0.0081408i,-0.0063428+0.01058i,-0.0014581+0.0063601i,0.0020915-0.00041773i,0.00071044-0.002119i,-0.0058603+0.0042672i,-0.0086785+0.012409i,-0.0048099+0.011628i,-0.0028776+0.0030018i
-0.25853+0.22195i,-0.18239+0.2191i,-0.12546+0.099087i,-0.10784-0.0011289i,-0.083-0.0091808i,-0.038131+0.014228i,-0.012516+0.010176i,-0.0069924+0.0060875i,-0.0026828+0.014707i,-0.0016567+0.017878i,-0.0063976+0.012512i,-0.009893+0.0013637i,-0.010435-0.005952i,-0.0075379-0.0044499i,-0.0016916-0.002555i,0.0015946-0.0025632i,0.0013108-0.00019216i,0.00055481+0.0033546i,0.0047005+0.0035733i,0.013228-0.0045891i,0.017632-0.016057i,0.015001-0.017767i,0.011573-0.0099141i
-0.27206-0.25145i,-0.24459-0.19918i,-0.14429-0.092579i,-0.064045+0.014938i,-0.053543+0.048012i,-0.064971+0.032414i,-0.04977+0.021858i,-0.031466+0.014013i,-0.027223+0.0021876i,-0.019275-0.010132i,-0.0039157-0.016414i,0.010848-0.013673i,0.016605-0.011579i,0.011864-0.011819i,0.0046427-0.010253i,-0.00038849-0.0074655i,-0.00069532-0.004923i,0.0017602-0.0035984i,0.0024352-0.0028023i,-0.0016358-0.0013727i,-0.0071909+0.0033096i,-0.0062018+0.0086709i,0.00064246+0.0086725i
0.15878-0.22793i,0.16913-0.12867i,0.14292-0.066484i,0.11124-0.069482i,0.10896-0.086112i,0.092013-0.080723i,0.055188-0.050634i,0.03296-0.03065i,0.01939-0.027159i,0.0074353-0.019147i,0.0012934-0.0088904i,-0.0036158-0.00138i,-0.0059805+0.0028379i,-0.0066174+0.0059821i,-0.0044601+0.008654i,0.00099888+0.0070667i,0.0031468+0.00065295i,0.00014676-0.0023058i,-0.0039832+0.0041453i,-0.0045861+0.014866i,-0.0020691+0.019413i,-0.00243+0.014349i,-0.0055644+0.0083902i
0.18855+0.056975i,0.093861+0.089094i,-0.0042127+0.054488i,-0.088998+0.023546i,-0.09657+0.049074i,-0.043149+0.05279i,-0.018209+0.02228i,-0.011214+0.012751i,0.010781+0.012399i,0.024941+0.0052856i,0.02278+0.0044848i,0.014293+0.0060708i,0.0067973+0.0049545i,0.0036237+0.0027079i,0.001417+0.0013974i,0.00057635+0.0028277i,0.0022096+0.0073822i,0.002785+0.0097133i,0.0022944+0.0037542i,0.0024719-0.0094149i,0.0016003-0.021457i,-0.000826-0.021647i,-0.00094424-0.011967i
-0.026584+0.1068i,-0.12369+0.040898i,-0.068374+0.032711i,0.040175+0.02898i,0.038752+0.02153i,-0.0073818+0.030436i,-0.0097256+0.026501i,-0.0054243+0.015882i,-0.011783+0.014691i,-0.014054+0.0087933i,-0.01126+0.00075036i,-0.0022811-0.0036351i,0.0048425-0.0095837i,0.0033023-0.013541i,-0.0011481-0.012739i,-0.0018873-0.0075671i,8.3116e-05-0.0036759i,0.00097701-0.0057286i,-0.0029664-0.0085507i,-0.010803-0.0049625i,-0.012267+0.0043057i,-0.006609+0.0081497i,-0.0025905+0.0041422i
0.060989+0.018551i,0.1151-0.11761i,0.092142-0.13136i,0.056877-0.11687i,0.038529-0.14064i,0.02145-0.12681i,0.012805-0.073954i,0.007672-0.041405i,0.0027543-0.021916i,0.004546-0.0016385i,0.0029083+0.0095512i,-0.002978+0.014191i,-0.0033035+0.017142i,0.00013439+0.017574i,0.0033918+0.014066i,0.0026281+0.0063992i,-0.0035805-0.00048111i,-0.0076311-0.0011738i,-0.0028382+0.0034339i,0.0077476+0.0087223i,0.013671+0.010471i,0.01014+0.0069528i,0.0022274+0.002591i
-0.020996+0.13312i,0.079995+0.132i,0.045109+0.10711i,-0.016377+0.12619i,-0.0093464+0.14338i,0.010168+0.10039i,0.0024205+0.052531i,0.0022276+0.028826i,0.011014+0.0088779i,0.010058-0.0052443i,0.0065574-0.0092768i,0.0032945-0.0075613i,0.00066499-0.0030574i,0.00204-0.00050639i,0.0020659-0.00047966i,0.0026047+0.0016818i,0.0071328+0.0043731i,0.011178+0.0042506i,0.01096-0.0012427i,0.0062044-0.012381i,-0.0011107-0.021843i,-0.0038427-0.020116i,0.0005866-0.013115i
-0.23475+0.073198i,-0.17093+0.19296i,-0.051299+0.14425i,0.028817+0.029078i,0.029376-0.0074516i,0.011496+0.0097622i,0.012911+0.011171i,0.01022+0.008163i,-0.0031943+0.014175i,-0.015123+0.014668i,-0.018761+0.0060857i,-0.015306-0.004633i,-0.015035-0.011703i,-0.018246-0.012219i,-0.016545-0.0082728i,-0.0092172-0.005566i,-0.0024217-0.006506i,-0.00093841-0.0081196i,-0.0034228-0.0037082i,-0.0044258+0.0089316i,-0.00041928+0.018836i,0.0040366+0.016628i,0.005346+0.0070482i
-0.11033-0.30273i,-0.16804-0.27552i,-0.15505-0.18628i,-0.12442-0.10293i,-0.09373-0.089258i,-0.061157-0.086597i,-0.035422-0.053776i,-0.021312-0.025397i,-0.0092893-0.015149i,0.0067108-0.012854i,0.015661-0.010409i,0.014771-0.0045647i,0.011988+0.00096091i,0.010834+0.0039472i,0.010318+0.0047055i,0.0051046+0.0045704i,-0.0030356+0.0071416i,-0.0058306+0.012466i,0.00022346+0.013381i,0.0098821+0.0073771i,0.012389+0.0020378i,0.007155+0.0026456i,0.0033424+0.0080344i
0.25762-0.1538i,0.20003-0.14732i,0.1193-0.07271i,0.078069+0.022693i,0.086844+0.074664i,0.075566+0.063975i,0.033108+0.037693i,0.0095956+0.019879i,0.0045137+0.0010823i,0.00052888-0.0092383i,0.0016498-0.0085921i,0.0048721-0.0074209i,0.0066396-0.0082748i,0.0077883-0.0098985i,0.0069084-0.0077928i,0.0071981-0.0027312i,0.010519-0.00035513i,0.010146-0.0018693i,0.0013652-0.0060814i,-0.012549-0.012306i,-0.021405-0.015328i,-0.019209-0.01186i,-0.012234-0.0062003i
0.22423+0.21589i,0.2148+0.20638i,0.17845+0.097095i,0.095694-0.040651i,0.010945-0.063028i,-0.0079478-0.02209i,0.0024917-0.01693i,0.0018545-0.016663i,0.0023818+0.002303i,0.0019999+0.018173i,-0.001742+0.023538i,-0.0029701+0.019611i,-0.0053193+0.013139i,-0.008736+0.010473i,-0.0098026+0.0082402i,-0.0094684+0.0024553i,-0.010274-0.0039718i,-0.011362-0.0068525i,-0.010255-0.0030615i,-0.0031742+0.0077225i,0.0060307+0.01437i,0.0071007+0.0094392i,0.00025727+0.00057901i
-0.17525+0.1654i,-0.23915+0.10568i,-0.20542+0.090497i,-0.11599+0.079486i,-0.079913+0.030983i,-0.07198-0.0035675i,-0.040383-0.004546i,-0.013004-0.0049696i,-0.0013051-0.011081i,0.0052836-0.017649i,0.0044218-0.018885i,0.0022445-0.0094968i,0.00676+8.9953e-05i,0.012594+0.0019505i,0.012498+4.7431e-05i,0.0071962+0.0012744i,0.0029781+0.0066067i,0.005553+0.0098617i,0.011979+0.0047i,0.015117-0.0055463i,0.012782-0.010709i,0.0084716-0.0066074i,0.0057443-0.0013234i
-0.113-0.047912i,-0.033098-0.11821i,0.010328-0.091872i,0.063536-0.021113i,0.11445+0.00053963i,0.097136-8.1113e-05i,0.053137+0.010143i,0.029552+0.010786i,0.012907+0.005382i,0.000103+0.0040809i,-0.0065273-0.0001856i,-0.010085-0.0054657i,-0.010665-0.0075524i,-0.011587-0.0064492i,-0.0097115-0.0055957i,-0.0013448-0.0073277i,0.0068144-0.01086i,0.007891-0.011727i,0.00074106-0.0074569i,-0.010025-0.0025516i,-0.016649-0.00054492i,-0.013231-0.0015228i,-0.0057297-0.0046043i
0.03394-0.044102i,0.16815-0.025614i,0.15266-0.059786i,0.025306-0.068864i,-0.045699-0.032424i,-0.033418-0.014055i,-0.017987-0.018138i,-0.012488-0.0071078i,-0.0010009+0.0095064i,0.0087717+0.01555i,0.011548+0.013451i,0.0069071+0.0082009i,-0.00063523+0.0083223i,-0.0046268+0.013097i,-0.0055276+0.014761i,-0.0068445+0.012227i,-0.0082232+0.0090484i,-0.008703+0.0070619i,-0.00424+0.0078824i,0.0074964+0.010924i,0.016909+0.010416i,0.01466+0.0062085i,0.006495+0.0026714i
-0.098514+0.0098574i,-0.155+0.16902i,-0.1184+0.2139i,-0.045398+0.15344i,-0.023823+0.08086i,-0.02705+0.038312i,-0.016889+0.018754i,-0.0096623+0.0075727i,-0.011814-0.0049313i,-0.014828-0.017085i,-0.012984-0.020389i,-0.0050695-0.016755i,0.0025216-0.016872i,0.0057757-0.020429i,0.0051946-0.018248i,0.0049885-0.0065643i,0.0081402+0.0056416i,0.011108+0.0089374i,0.0094067+0.0016609i,0.0024075-0.0074605i,-0.0036725-0.0088774i,-0.0020741-0.0027833i,0.0049227+0.0026828i
0.012399-0.17162i,-0.081693-0.17777i,-0.082753-0.14045i,-0.020226-0.10534i,0.038022-0.087706i,0.051152-0.056069i,0.032612-0.021304i,0.013888-0.0086857i,0.0048732-0.0037209i,0.0042199+0.0024956i,0.0060214+0.0052673i,0.004436+0.0039711i,0.00056748+0.0016811i,-0.0032563+7.2435e-05i,-0.0050224-0.0019028i,-0.0056494-0.0067073i,-0.007454-0.01223i,-0.009728-0.01142i,-0.012808-0.004365i,-0.016182+0.0038153i,-0.017839+0.0087414i,-0.015907+0.0079418i,-0.011199+0.0049057i
0.20398-0.057913i,0.18906-0.15777i,0.10677-0.17182i,0.00072653-0.087402i,-0.046502+0.0061283i,-0.040141+0.027973i,-0.029252+0.0090699i,-0.016257+0.0006662i,0.0042274-0.00060242i,0.017787-0.00018866i,0.019368+0.0034136i,0.016711+0.0069486i,0.016203+0.010565i,0.017822+0.01311i,0.0163+0.013075i,0.0089687+0.011111i,-0.00028468+0.0092962i,-0.0055083+0.0070127i,-0.0021606+0.0029587i,0.0095856-0.0022718i,0.017535-0.0069956i,0.011749-0.0071559i,0.0001206-0.0018095i
0.077791+0.27705i,0.11621+0.30765i,0.13952+0.25933i,0.12839+0.1379i,0.070228+0.049184i,0.020315+0.023654i,0.010691+0.011327i,0.0075731+0.00099621i,-0.0016822-0.001902i,-0.012377-0.0020202i,-0.019622+0.00067757i,-0.017676+0.0024185i,-0.012503-0.0013838i,-0.0097118-0.0065558i,-0.0070848-0.006857i,-0.00028571-0.0049098i,0.0084151-0.0050414i,0.013523-0.0076315i,0.010353-0.010661i,0.00030548-0.010197i,-0.0051931-0.0072214i,-0.0021762-0.0068253i,0.0023736-0.0085727i
-0.20985+0.062398i,-0.22761+0.014877i,-0.18415-0.013849i,-0.099289-0.032826i,-0.037589-0.059865i,-0.0075452-0.057002i,0.0053456-0.028139i,0.008554-0.008388i,0.0096555+0.002797i,0.010982+0.005056i,0.0073765+0.00017066i,-0.00020675-0.00042569i,-0.0059841+0.0050581i,-0.0097104+0.011087i,-0.010568+0.010723i,-0.0096386+0.0043762i,-0.0090837-0.0022869i,-0.0074334-0.0030887i,-0.0038746+0.0023238i,-0.001634+0.0086403i,-0.0022184+0.012695i,-0.0024791+0.0096828i,-0.0016563+0.0028225i
-0.10179-0.16419i,-0.057962-0.20824i,-0.048423-0.16529i,-0.040409-0.046235i,-0.014556+0.033535i,-0.0078511+0.033305i,-0.015939+0.016642i,-0.011764+0.012057i,-0.0021581+0.0057999i,0.004885-0.0027072i,0.0080864-0.0085882i,0.0073236-0.0099761i,0.0076097-0.0096345i,0.0088988-0.0097092i,0.0085968-0.0071079i,0.0087962+0.0001524i,0.0098417+0.0077912i,0.0088825+0.010645i,0.00796+0.0060335i,0.010082-0.0037111i,0.01178-0.01106i,0.010385-0.0085935i,0.0077696-0.0011292i
0.1205-0.034192i,0.22998+0.072287i,0.24749+0.089777i,0.16191+0.02631i,0.074565-0.016065i,0.03714-0.016364i,0.02135-0.013053i,0.0019749-0.0095791i,-0.014374-0.0028016i,-0.019646+0.0050929i,-0.015338+0.0099639i,-0.0088243+0.0062273i,-0.0082782-0.0014533i,-0.011154-0.0060085i,-0.01022-0.0067955i,-0.0049566-0.0048252i,0.00078676-0.0031626i,0.0032374-0.003989i,4.1695e-05-0.0037259i,-0.0047793+0.00087101i,-0.0070315+0.0038392i,-0.0042671+0.0029234i,-0.00014392+0.00072265i
-0.02903+0.031626i,-0.13776+0.10061i,-0.17113+0.098863i,-0.12482+0.051743i,-0.065849+0.008494i,-0.026181-0.0090057i,-0.0052528-0.0073498i,0.0023926-0.0054855i,0.0086283-0.0073323i,0.012751-0.0099997i,0.010594-0.0090158i,0.0073415-0.00377i,0.0086691+0.0025829i,0.012107+0.0077566i,0.0093261+0.0084007i,0.00010727+0.0061519i,-0.0089362+0.0068013i,-0.012303+0.0081343i,-0.0092483+0.0087796i,-0.0036731+0.010831i,-0.0012137+0.012059i,-0.0034239+0.010179i,-0.0057474+0.0073696i
-0.0039582-0.062462i,-0.098295-0.13155i,-0.10721-0.12449i,-0.039341-0.050064i,0.01803+0.014038i,0.017744+0.031687i,0.00012207+0.024369i,0.0015979+0.011882i,0.008431+0.00013935i,0.0094006-0.0057642i,0.0063525-0.0060189i,0.0046601-0.0047141i,0.0048208-0.0058802i,0.0045993-0.0081794i,0.0048267-0.0085399i,0.0059151-0.0069798i,0.0057514-0.0046596i,0.00384-0.002803i,0.00052206-0.0048261i,-0.002055-0.012109i,-0.0030291-0.017846i,-0.0027838-0.014i,-0.0010754-0.0046488i
0.16135+5.2598e-05i,0.25656-0.077518i,0.26635-0.10549i,0.15194-0.09236i,0.034729-0.060252i,-0.00066542-0.035401i,-0.0007-0.025003i,-0.004497-0.0097819i,-0.0066904+0.0076862i,-0.005524+0.016667i,-0.003275+0.017157i,-0.003816+0.013062i,-0.0083478+0.010792i,-0.011336+0.011896i,-0.010121+0.011181i,-0.0060819+0.0045483i,-0.002434-0.0047549i,-0.00036828-0.010381i,-0.00032852-0.0091181i,-0.00074316-0.0031331i,8.5634e-05+0.0012664i,0.00083418-0.00078763i,-0.0013598-0.0045491i
-0.042731+0.1791i,-0.04162+0.24462i,-0.050553+0.24417i,-0.040769+0.1571i,-0.028981+0.066058i,-0.018385+0.020179i,-0.0037929+0.0039789i,0.0027861-0.0016919i,0.0039783-0.0052381i,0.0018112-0.0087854i,-0.0019077-0.009047i,-0.00082386-0.0060179i,0.0050809-0.0036513i,0.0086152-0.0019385i,0.0070699-4.0845e-05i,0.0040622+0.0031089i,0.0023487+0.0058919i,0.0032064+0.0065431i,0.006194+0.0060386i,0.0095359+0.0059812i,0.010784+0.007166i,0.0083118+0.0064032i,0.0049416+0.0026237i
-0.17069+0.0023283i,-0.19817-0.0059895i,-0.16706-0.010647i,-0.065778-0.01095i,0.014341-0.012467i,0.024629-0.0015363i,0.010491+0.0099786i,0.0049458+0.0054706i,0.001461-0.0029051i,-0.0011183-0.00718i,-0.00085668-0.0084751i,-0.00082536-0.0076184i,-0.0037632-0.0074631i,-0.0079108-0.0084469i,-0.0080079-0.0088946i,-0.0022811-0.0070254i,0.0040995-0.0037963i,0.006751-0.00089063i,0.0052001-0.00099267i,-0.0006608-0.0054534i,-0.0056639-0.0085421i,-0.0033755-0.0070112i,0.0035686-0.0040745i
0.0058899-0.17382i,0.062771-0.24015i,0.073813-0.2366i,0.030445-0.14076i,-0.0088241-0.054478i,-0.015648-0.029177i,-0.012324-0.019942i,-0.008025-0.0020385i,-0.0012768+0.011796i,0.0061182+0.014733i,0.0094936+0.011889i,0.0065972+0.0099832i,0.0025935+0.01015i,0.0011962+0.0098643i,0.0016616+0.0081748i,0.00086337+0.0047268i,-0.0015726+0.0019328i,-0.0036818+0.0013062i,-0.0038495+0.0035588i,-0.001109+0.0072217i,0.002085+0.0079028i,0.0024687+0.0057586i,0.0010154+0.0045795i
0.10505+0.033885i,0.13126+0.13998i,0.11298+0.17463i,0.068249+0.12256i,0.039766+0.058759i,0.024589+0.022342i,0.011896+0.0043349i,0.0027962-0.0033807i,-0.00077024-0.0063915i,-0.0019417-0.0064999i,-0.0022718-0.0041079i,-0.0013715-0.0039257i,0.0019372-0.0080722i,0.0061013-0.010717i,0.0062733-0.0075328i,0.0033567-0.00046581i,0.00076655+0.0051544i,-0.0013793+0.0066407i,-0.00099158+0.0061396i,0.002143+0.0047666i,0.0035052+0.0027956i,0.00127+0.0029177i,-0.0011843+0.0038657i
-0.024417+0.045853i,-0.096734+0.07672i,-0.10493+0.051704i,-0.062267+0.0018085i,-0.017387-0.015441i,0.0057374-0.0024472i,0.0072484+0.0039551i,0.00016306-0.001572i,-0.0049605-0.004308i,-0.0065768-0.0039183i,-0.0061517-0.0037917i,-0.0046861-0.0027423i,-0.0051632+0.00035549i,-0.0074807+0.0042368i,-0.00766+0.005442i,-0.0054431+0.002734i,-0.0026099-0.0011177i,-0.00091978-0.0041608i,-0.002479-0.0070918i,-0.0080289-0.0084419i,-0.012836-0.0073671i,-0.01136-0.005876i,-0.00584-0.0053397i
-0.030289-0.065264i,-0.067283-0.15895i,-0.055771-0.17448i,-0.03433-0.097525i,-0.03234-0.018113i,-0.030352+0.0029754i,-0.01694-0.0021254i,-0.00048227-0.00055049i,0.010442+0.0040852i,0.013778+0.005987i,0.011991+0.0041912i,0.0090459+0.0039591i,0.0069935+0.0062389i,0.0060086+0.0067585i,0.0039522+0.0046265i,0.00043522+0.00021275i,-0.0027254-0.0033549i,-0.0031988-0.0047789i,-0.00065508-0.0051903i,0.0037994-0.0039094i,0.0069805-0.0025213i,0.0055924-0.0025607i,0.0017791-0.001791i
0.10209+0.037796i,0.18357+0.04915i,0.19887+0.082169i,0.13782+0.060634i,0.06746+0.011455i,0.031651-0.0060323i,0.01879-0.0042417i,0.0089993-0.0031623i,0.0016806-0.0036307i,-0.0014352-0.0030023i,-0.0024788-0.0013466i,-0.003618-0.0032803i,-0.0056794-0.009109i,-0.0063443-0.012847i,-0.0046061-0.010629i,0.0002058-0.0060829i,0.0048828-0.0021337i,0.007358+0.0013255i,0.0094673+0.0022446i,0.010605+0.00042579i,0.0096735-0.0019528i,0.0070832-0.0016157i,0.003771-0.001138i
-0.037119+0.089438i,-0.060328+0.11968i,-0.085247+0.10571i,-0.065596+0.047106i,-0.030224+0.00083015i,-0.0084932-0.0036112i,-0.00017452+0.0072162i,-0.00024465+0.0084274i,-0.0032713+0.0041029i,-0.0060021+0.0015896i,-0.0064647+0.0016425i,-0.0028322+0.0022788i,0.00080804+0.0040694i,0.0010645+0.0066896i,0.0014103+0.0068028i,0.0032963+0.0043624i,0.0038792+0.0010504i,0.0025216-0.00030207i,-0.0010323+0.0012963i,-0.0060196+0.0038864i,-0.0082696+0.00514i,-0.0064797+0.0031717i,-0.0033942-0.00063875i
-0.11153-0.033302i,-0.15135-0.070315i,-0.14924-0.091271i,-0.080788-0.048419i,-0.020866+0.00012504i,-0.01467+0.0072851i,-0.020052+0.0018105i,-0.0075441+0.00089665i,0.0075145-0.00065192i,0.012902-0.003089i,0.011606-0.0034679i,0.010132-0.0011135i,0.0087582+2.8105e-05i,0.0068474-0.00091107i,0.0047475-0.001135i,0.001281+0.001149i,-0.0017847+0.0037334i,-0.0033495+0.0043661i,-0.0028513+0.0028202i,0.00060841+0.0011958i,0.0039737-0.0002295i,0.0044403-0.00056516i,0.0051215+0.0010332i
0.046808-0.081231i,0.14144-0.09149i,0.17946-0.07981i,0.12041-0.046556i,0.053088-0.029528i,0.025282-0.027785i,0.0086827-0.022263i,-0.0043256-0.0099094i,-0.0068761-0.0016752i,-0.0037873-0.00028699i,-0.0030933+0.00014017i,-0.0064282+0.00077941i,-0.010594-0.00038598i,-0.012073-0.0023555i,-0.0091112-0.001161i,-0.0046249+0.0014585i,-0.0008826+0.0023735i,0.0010231+0.0021307i,0.00088976+0.00054447i,-0.00032136-0.002206i,-0.00087538-0.0034869i,-0.00034673-0.0010187i,-0.00040529+0.0022108i
0.035632+0.044192i,0.029386+0.11763i,0.0093632+0.12648i,-0.013725+0.076637i,-0.012102+0.034717i,0.0049074+0.014409i,0.011363+0.0020774i,0.0044471-0.00045691i,-0.00065519+0.0049488i,-0.0019611+0.0078874i,-0.0029706+0.0057932i,-0.0025808+0.0027453i,0.0016215+0.0016088i,0.0057575+0.0024663i,0.0053345+0.0027246i,0.0021944+0.0011804i,-0.00021273-0.0015051i,-0.0015755-0.0035379i,-0.003755-0.0028783i,-0.0062429+0.001399i,-0.0066047+0.0048111i,-0.0059013+0.0033259i,-0.0056654+0.00015469i
-0.04874+0.014397i,-0.12938+0.028049i,-0.1298+0.020602i,-0.062327+0.0011222i,-0.011585+0.0030933i,-0.0016705+0.013611i,-0.00024692+0.0078392i,0.0034189-0.0063152i,0.0047832-0.013179i,0.0052859-0.01289i,0.0050937-0.012193i,0.0052501-0.010741i,0.005062-0.0084488i,0.003137-0.0061457i,-0.00024517-0.0039492i,-0.0029967-0.0020866i,-0.0035263-0.00039859i,-0.002313-0.0001772i,0.00022324-0.0017889i,0.0042099-0.004592i,0.005121-0.0070254i,0.0034701-0.0073545i,0.0034938-0.0057053i
0.030299-0.086473i,0.043207-0.16329i,0.068132-0.15961i,0.052394-0.097573i,0.009869-0.049847i,-0.0053863-0.026655i,0.0025051-0.01041i,0.0069891-0.00087119i,0.0034043+0.00097146i,-8.0661e-05+1.2693e-05i,-0.00058522+0.00094203i,-0.00080127+0.0041473i,-0.0029037+0.0064927i,-0.0059198+0.0061937i,-0.0042618+0.0029697i,0.00075938-0.0016542i,0.0041246-0.004078i,0.0051131-0.0029859i,0.004652-0.0012269i,0.0034675-0.00034857i,0.0030029+0.000267i,0.0031271+0.0015024i,0.0026465+0.0024011i
0.07509+0.05324i,0.10736+0.073135i,0.080878+0.098145i,0.038773+0.080307i,0.018547+0.040577i,0.01119+0.018903i,0.0087841+0.014251i,0.008952+0.01319i,0.0087634+0.01219i,0.0075492+0.011913i,0.0063028+0.0093421i,0.004856+0.0044482i,0.004611+0.00019188i,0.0057158-0.0019888i,0.0057574-0.0023138i,0.0051599-0.0021445i,0.0039539-0.0021636i,0.0019981-0.0019865i,0.00015386+0.00063861i,-0.00082526+0.0057607i,-0.0005816+0.007727i,-0.0010637+0.0049211i,-0.002633+0.0023659i
