-0.00066193-0.00054885i,-9.822e-05-0.00069527i,-0.00099989-0.00090596i,-0.00065374-0.0010924i,-0.00022306-0.0012015i,-0.00013844-0.00083606i,0.00039076-0.00062867i,0.0009232-0.00052147i,0.0011559-0.00047814i,0.00071452-0.00061591i,0.0004833-0.00056575i,0.0008333-0.00019636i,0.000519-0.00013099i,-1.3321e-07+0.00014888i,-0.00035638+0.00044786i,-0.00038702+0.00061709i,-0.00027121+0.00019709i,-0.00022643-0.00041546i,0.00010403-0.00024691i,-0.00014268-0.00021548i,-0.00054156-0.00065196i,-0.00087091-0.00030087i,-0.00071008+0.00011408i
0.0008271-0.00078388i,0.00012409-0.00039306i,-0.00072895+0.00060073i,-0.00053639+0.00015026i,0.00080826-0.00014281i,0.0010072-9.5018e-05i,0.00054343-0.00038793i,0.00030687-0.00086696i,-0.00032945-0.0010381i,-0.00059573-0.00079105i,-0.00034095-0.0007153i,0.00021277-0.00015643i,0.0010263+0.00036744i,0.0009021+0.00058707i,0.00034537+0.00019013i,0.00011513+0.00032378i,5.5477e-06+0.00065388i,-0.00014298+0.00065522i,-3.964e-05+0.00077919i,-0.00051343+0.00012168i,-0.00073457-0.00092472i,-0.00028576-0.00046975i,7.6854e-05+0.00046165i
8.0315e-05+0.0012336i,-0.0015372+8.2608e-05i,-0.00072794-0.0012613i,0.00084847-0.00052223i,0.00081956-0.00059148i,0.00024491-0.0018543i,-0.00030037-0.0011953i,-0.0010869-0.00048668i,-0.001406-0.00068446i,-0.0011343-0.00014298i,-0.00043781+0.0002892i,-0.00010246-0.000152i,-9.5421e-05+4.8573e-05i,0.00065931+0.00090723i,9.4449e-05+0.00086342i,-0.00060961+0.00092281i,-0.00046233+0.0006552i,-0.00018931+0.00060505i,-0.00011687+9.0965e-05i,-1.0505e-05-0.00014126i,0.00043862+0.00018998i,0.00068834-3.4965e-06i,0.00034825+6.9103e-05i
0.0011738-0.0011127i,0.0010126-0.00111i,-6.7698e-05-0.0011525i,-0.0014548-0.0012367i,-0.001967-0.001108i,-0.0016313-0.00085512i,-0.0012551-0.00055163i,-0.0010879-0.0003768i,-0.00081639-2.8967e-05i,-0.00087193-7.7974e-05i,-0.0017827-0.00011224i,-0.0011327-0.00027723i,0.00072531-0.00029451i,0.0013174-0.00044082i,0.0011428-0.00052237i,0.00045372-0.00028844i,-0.00012409-4.0403e-05i,-2.4159e-05+0.00021225i,9.2914e-06+6.3996e-05i,-0.00063126+0.0002243i,-8.2706e-05+0.00054059i,0.00066817+0.00058059i,0.00054218+0.00011748i
0.00071033-0.0016448i,0.00022072-0.0014973i,-0.00064022-0.0014009i,-0.00095778-0.0014398i,-0.00039228-0.00052895i,0.00027862+0.00050574i,0.00024048-0.00019029i,-0.00032998-0.00083508i,-0.00030924-0.00046365i,-0.00012607-0.00055916i,-0.00051064-0.00025264i,-0.0010257+0.00045162i,-0.00030868+0.00074391i,0.00036566+0.00028862i,-0.00025365-7.6332e-05i,-0.0005524-0.00024736i,-0.00033614+2.1728e-05i,-0.00045982+0.00010959i,6.0157e-05-1.8022e-05i,0.00031392+0.00057132i,-7.4335e-05+0.000561i,0.00016452+0.00065291i,0.00041716+0.0010678i
0.0010283-0.00039317i,0.0013386-0.00019964i,0.00032215-0.00076721i,-0.00080932-0.0011648i,-0.00091161-0.0017271i,-0.00097485-0.0017933i,-0.0014995-0.0013096i,-0.001871-0.00040781i,-0.0012799+0.00023602i,-0.00026802+0.00032923i,-0.00028069+0.00051731i,0.00028154-6.2823e-05i,0.0013161-0.00079896i,0.0014116-0.00020332i,0.0012933+0.00090128i,0.00020765+0.00099558i,-0.00085895+0.00046849i,-0.00074786+1.7362e-05i,0.00024446+0.00034128i,0.00093251+0.0002802i,0.00069071+1.1541e-05i,0.00051376+0.00028067i,-9.5838e-05-0.00022577i
-0.000904-0.00041716i,-0.00073051+0.00026982i,-0.00045155+0.00051274i,-7.0033e-05-0.00021237i,0.00017764-0.00089984i,0.00079362-0.00057392i,0.00056727+0.00034719i,-0.00095386+0.00019295i,-0.0015995-0.00059937i,-0.0010053-0.00028453i,-0.00020968+0.00036693i,-0.00040306+0.0006426i,-0.0009586+0.00051641i,-0.00078419+0.00022263i,-0.00048551+0.00024144i,-0.00031632-0.00044096i,-0.00026069-0.0011091i,-0.00049098-0.001103i,-0.00071321-0.00056392i,-0.00063166+7.6183e-05i,-0.00014167+0.00014941i,-0.00027302+9.0424e-05i,-0.00035997-0.00028932i
-7.1146e-05-0.0013147i,-0.00088552-0.002317i,-0.00092424-0.0023167i,-0.0002795-0.0012705i,0.0001006-0.0010783i,0.00031155-0.0017635i,0.00024531-0.0018705i,-0.00048661-0.0016905i,-0.00059992-0.0013213i,-0.00029022-0.00048253i,-0.00072591-0.00028426i,-0.00043633-0.00020172i,0.00031341+0.00037909i,0.00097289+0.00052547i,0.00083535+0.00050781i,4.8407e-05+0.00014303i,-0.00044523-0.00057027i,-0.00037743-0.00042644i,-6.3674e-05+0.00044353i,-0.00010402+0.0008358i,-0.0003988+0.00034658i,-0.00058422-4.4554e-05i,-0.00069843-0.0004045i
-0.00052519-0.00082805i,-0.00080571-0.0015963i,-0.00030223-0.00066904i,-5.9921e-05+0.00027329i,0.0011151-0.00072025i,0.0014366-0.0017766i,1.924e-05-0.001402i,-0.0009527-0.00059736i,-0.00042566-0.00049134i,0.00076383-0.00080038i,0.00065667-0.0010691i,0.00072222-0.00059513i,7.8082e-05+0.0010869i,-0.00078813+0.0016819i,-0.00085819+0.0002806i,-0.00077834-0.00039613i,-0.00090189+6.1946e-05i,-0.00063811+0.00022611i,-0.00060165+0.00028701i,-0.00097831+0.00037158i,-0.00066326-6.6345e-05i,-8.4398e-05-0.0002408i,3.623e-05-0.00013148i
0.00035235-0.00056818i,0.00011417-0.00098379i,-0.00042471-0.00032344i,-0.00066871-4.8097e-06i,-9.9684e-05-0.00078284i,-0.00017474-0.0013386i,-0.00065944-0.0008448i,-0.00094903-0.00078706i,-0.00040293-0.00082997i,-0.00024548-0.0002321i,-0.00019362-0.00036723i,-1.1031e-05-0.00087983i,-2.7409e-05-0.00035924i,-0.00026987-2.0019e-05i,-0.00090951-0.0005514i,-0.00074277-0.00090039i,-5.6998e-05-0.00040955i,0.00041799+0.00085045i,0.00059116+0.001082i,0.00040141+0.00077648i,0.00057508+0.00024001i,0.00072388-0.00045424i,0.00022262-0.00024893i
0.00072935+0.00072893i,0.00039339-3.1269e-06i,0.00015509-0.00078988i,0.00046166-0.00078668i,-0.00033841-0.0005084i,-0.00079481-0.00089138i,-0.00054881-0.0012i,-0.00048858-0.0012148i,-0.00055515-0.0015805i,-8.9208e-05-0.00099483i,3.3512e-06-0.00045177i,9.041e-05-0.00047712i,0.00063653+0.00058173i,0.0010598+0.0008665i,0.00073717+0.000321i,0.00051509+0.00040774i,-0.00020199+0.00056576i,-0.00087791-0.00016767i,-0.00068417-0.00074195i,-0.00012201-0.00026089i,0.00064856-0.00025089i,0.00088884-0.00028403i,0.00088258-0.00033708i
0.00077918-0.00086064i,7.9868e-05-0.00066266i,-0.00011656-0.00058988i,0.0009056-0.00046387i,0.0016212-0.0015299i,0.00086594-0.0025149i,-0.00029059-0.001343i,-0.00108-0.0013329i,-0.00036738-0.0021496i,1.8445e-05-0.0017909i,-0.00048232-0.0011732i,-0.00019368-0.00012899i,0.00023887+0.00056415i,0.00080054+0.00038249i,0.0011066+0.00049971i,0.0011965+0.00075411i,0.00070535+0.00068469i,-0.00025617+0.00068733i,-0.00012573+0.0010102i,0.00057219+0.00086354i,0.00048369-0.00022569i,0.00021344-0.00066125i,0.00053515-0.00032166i
-0.00056712-0.00061674i,-0.0015439-0.001609i,-0.00089-0.0016601i,0.0003169-0.001947i,0.00046507-0.0020245i,-4.7825e-06-0.0021115i,-0.0008494-0.0018693i,-0.0015164-0.00039473i,-0.0011187+0.0001267i,-0.00030812-0.0005433i,-0.00011583+7.403e-05i,-0.00057183+0.0010402i,-0.00063694+0.0008748i,-0.00035487+0.0010252i,6.0163e-05+0.0014832i,0.00044175+0.00026813i,0.00040528+4.4257e-05i,-7.3623e-05+0.00034782i,0.00015611-0.00035634i,0.00070681+0.0002064i,0.00054575+0.00064945i,-0.00010436-0.00033247i,-0.00029475-0.00089664i
0.0008218-0.00085538i,-0.00035624-0.00182i,-9.3687e-05-0.0015024i,0.0005006-0.0011547i,0.00066292-0.0014889i,-0.00058541-0.000295i,-0.0009603+0.00030019i,-0.00072783-0.00032357i,-0.00086976-0.00076425i,-0.00069452-0.00040004i,-0.00066573-0.00031916i,-0.0007278-0.00017731i,-0.00051346+0.00021507i,0.00022235-0.00038772i,0.00073946-0.00051225i,0.00048265-0.00015617i,0.00040862-0.00025292i,0.00037585-0.00039924i,0.00021618-5.9867e-05i,0.00031298+0.00073729i,-0.00011928+0.00077494i,-0.00034288+0.00028403i,0.00027742-0.00051116i
0.00019137+0.0009862i,-0.00020983+0.00049439i,-4.8721e-05-0.001226i,0.00034051-0.0023209i,0.0005606-0.0026008i,0.00015929-0.0021371i,0.00037633-0.0010629i,0.00012018-0.00054828i,-0.0010037-0.00032933i,-0.0012123-0.00023721i,-0.00090076-0.00012589i,-0.00089942-0.00027884i,-0.00085071+0.0004993i,-0.00030014+0.0017015i,0.00024621+0.0010584i,6.7591e-05-6.1639e-05i,9.0207e-06-0.00036585i,8.6769e-05-0.00027755i,-5.507e-05-8.9292e-05i,-0.00011894-0.00034954i,0.0001946-0.00049675i,0.00086664-0.00063606i,0.0013234+0.00018083i
-0.0018533-0.0007401i,-0.0010796-0.0010708i,-0.0010517+3.3431e-05i,-0.00027087+0.00010074i,0.0005922+3.2647e-05i,-7.2144e-06-0.00029265i,-0.00087898-0.001832i,-0.0011725-0.0018942i,-0.0013514-0.00051621i,-0.00090358+0.00014103i,-0.00013568-0.00044699i,-0.000255-0.0010295i,-0.00048394-0.00073616i,-0.00018077-0.00045464i,6.5169e-05+0.00024505i,-0.00057499+0.00012286i,-0.00072296-0.0001759i,-7.4377e-06+0.00031317i,0.0002088+0.00025857i,0.00025426+0.00014361i,0.00021709+0.00069243i,0.0001945+0.00057992i,0.00017936+0.00070343i
-4.3814e-05-0.0011946i,-3.4692e-05-0.00084139i,-0.00017998-0.00091225i,-0.0010957-0.0020494i,-0.00068623-0.0030306i,-8.0498e-05-0.0024326i,-3.1077e-05-0.0021317i,-9.5628e-05-0.0022747i,-0.00065617-0.001166i,-0.00088193-0.00011329i,-0.0010991+0.00028967i,-0.00087673+0.0002811i,-0.00016356+0.00050266i,0.00059178+0.0002901i,0.00021677-0.00018487i,-0.00061158+7.9222e-05i,-0.00045083+0.00032676i,0.00044167+0.00038594i,0.0013885-6.8213e-05i,0.0012795-8.0738e-05i,0.00075677+0.00031397i,0.00011116+0.00028038i,-0.00010074-0.00018288i
0.00051788-0.0027978i,8.8826e-05-0.0023024i,-0.00079738-0.0012817i,-0.00083081-0.00043167i,-5.5189e-05+0.00017111i,0.00074647+6.2504e-05i,0.00031806-0.0001913i,-0.00053867-0.00060351i,-0.00083385-0.00062633i,-0.0003936+0.00020621i,0.0006064+0.0007113i,0.00025503+0.00067744i,6.9586e-05+0.00054753i,0.00058478-6.5441e-05i,-4.8503e-05-0.00031828i,-0.00066353-0.00063644i,5.7857e-05-0.000842i,0.00059659-0.00071499i,0.00063832-0.0005148i,0.0007422+9.0443e-05i,0.00029534+0.00033201i,0.00034478-0.00059845i,0.00054005-0.0010703i
0.00043777-0.0018729i,0.00047439-0.002089i,-0.0010229-0.0014721i,-0.0015541-0.0011168i,-1.0997e-05-0.001272i,0.00091557-0.00050998i,0.00060195+0.00027305i,-3.8325e-06-9.4382e-05i,-0.00044558-0.00041062i,-0.0007179-0.00040601i,-0.0008403-7.8857e-05i,-0.0006515-0.00011754i,-0.00075951-0.00013239i,-0.00058598-1.6191e-05i,-0.0001827-0.00043561i,0.00032369-0.00094744i,0.00097634-0.00077678i,0.00099287-0.0002403i,0.00088145-4.0319e-05i,0.00090188-0.00025717i,0.00070238-0.00032386i,0.00013984-0.00016647i,-0.00038533-0.00039231i
0.001717-0.0010462i,0.0018438+0.00026029i,0.00096964+0.0004329i,-0.00037021-0.00010917i,-0.0015324-0.00095997i,-0.0012622-0.00117i,-0.00046173-0.00042256i,-0.00088255-0.00037326i,-0.0013287-0.00075113i,-0.00088122-7.4368e-05i,-0.00060962+0.0009i,-0.00058964+0.00094154i,-0.00043715+2.3357e-05i,-3.3394e-05-0.00064777i,0.00029955-0.0008602i,0.00067242-0.00081576i,0.00044241-0.00094564i,0.00015476-0.0011232i,0.00019501-0.00029355i,-8.3885e-05+0.00029297i,7.0585e-05-0.00015153i,-0.00031289-0.00044889i,-0.00027281-0.00058113i
-0.0014995-8.2079e-05i,-0.0028881-1.8143e-05i,-0.0027259+0.0004811i,-0.0014256+0.00076185i,-0.00097592+0.00041672i,5.533e-05+2.6985e-05i,0.00047966-0.00075754i,-0.00030903-0.0005782i,-0.00082768-0.00060208i,-0.0010185-0.0012023i,-0.00025011-0.00099186i,0.00052082-0.00022689i,-7.311e-05+0.00011635i,-0.0003563-0.000243i,0.00034261-7.2845e-05i,0.00012865+0.00012749i,-0.00043903+4.82e-05i,-0.00020364+0.00049892i,0.00013333+0.00021865i,0.00034297-0.00020218i,0.00083683+0.00026137i,0.00074171+0.00032949i,2.9233e-05-0.00079826i
-0.00095184-0.0028488i,-0.00094924-0.0029926i,-0.0012228-0.0020209i,-0.00063022-0.0012242i,3.0811e-05-0.00021964i,-0.00049006+0.00057246i,-0.0015295-5.074e-05i,-0.0012765-0.00088645i,-0.00020643-0.00067442i,-0.00064849-2.0086e-05i,-0.00077638+0.00024724i,0.00024907+0.00014769i,0.00037339+7.2322e-05i,0.00057876+7.9843e-05i,0.00066847-0.00041297i,0.00041967-0.00038546i,0.00024911-0.00017631i,0.00039093-0.00010198i,4.3658e-05+0.00025328i,-0.00039079+7.1676e-05i,3.4751e-05-0.00064318i,4.0138e-05-0.00032853i,0.00012632+1.75e-05i
7.9552e-05-0.0016681i,0.00033293-0.0018682i,0.00077972-0.00094264i,0.00079764-0.0011123i,0.00058092-0.0012902i,0.00048325-0.0012904i,3.091e-05-0.0017428i,-0.00062612-0.0017403i,-0.00034166-0.0010469i,0.00019682-0.00035098i,3.593e-05-0.00033119i,0.000458+0.00028094i,0.00033629+0.00074155i,-0.00015294+0.00028606i,0.00057573-0.00032889i,0.00063214-0.00021271i,-5.7347e-05+0.00048431i,-0.0002231+0.00041563i,-0.00041496+0.00070258i,-6.1724e-05+0.00051802i,0.00053595-0.00010273i,0.00058693+0.00015834i,0.00048139+0.00029508i
0.00031399-0.00054968i,0.00058353-0.00076164i,0.00062134-0.00075669i,0.00054419-0.00086686i,0.00056535-0.00097317i,-7.2431e-05-0.0010378i,-0.00093543-0.00079662i,-0.00074505-0.0012374i,-0.00015576-0.0014807i,-0.00060337-0.00058203i,-0.00086699-0.00037694i,-7.0519e-07-0.00028234i,0.000419+2.4916e-05i,0.00032697-0.00066624i,0.00032559-0.000383i,0.00060481+0.00019539i,0.00087047+0.00026092i,2.4524e-05+0.00067775i,-0.00061752+0.00030784i,-1.3449e-05-0.00040438i,0.00025139-0.00015357i,0.00018999-0.00030737i,0.00054471-0.00090658i
0.0007419+0.00036501i,0.0011007+0.00067293i,0.0013677+0.00057499i,-0.00019564+0.00037289i,-0.00026619-0.00086475i,0.00061289-0.0018027i,-0.00035955-0.00090213i,-0.0011678-0.00021511i,-0.0011715-0.00048747i,-0.00078172-0.00074486i,-0.000566-0.00054161i,-0.00037335+0.00022965i,0.00061573+0.00012654i,0.0011397-2.2621e-05i,0.00072314+0.00051512i,5.7168e-05+0.00061582i,-9.9303e-05+0.00035225i,-0.00022681-3.0097e-05i,-9.1597e-05-8.2787e-05i,1.3954e-05-0.00029131i,-0.00070649-0.00071059i,-0.0003938-0.00026623i,0.00047909+0.00084649i
0.0010348+0.00018173i,0.00011907-0.0005294i,0.00050132-0.00041131i,0.00032086-0.0011775i,0.00016283-0.0023375i,-0.00029992-0.0014493i,-0.00033341-0.00040742i,-0.00043466-0.00037388i,-0.00058512-0.00077292i,-0.00017631-0.0011155i,-0.00024401-0.00052714i,-0.00064832+0.00040143i,-0.00080536+0.00085084i,-0.00028022+0.00066285i,0.00042213+0.00026762i,0.00031697+0.0004039i,7.3544e-05-1.6745e-05i,-0.00031345-0.00038025i,-0.00025105+6.28e-05i,-5.1892e-05+0.00019522i,3.2745e-06+0.00035298i,0.00070895+0.001143i,0.00071806+0.000648i
0.00092857-0.00024423i,-0.0005261-0.00091939i,3.243e-05-0.0012065i,0.00071255-0.0014745i,0.00043053-0.0022614i,-1.1881e-06-0.0015157i,-0.00040967-0.00044047i,-0.00026661-0.00040193i,-0.00010093-0.001274i,-0.0001672-0.00091239i,0.00041009+0.00035072i,0.00051403+0.00071775i,-0.00036588+0.00016694i,-0.00082398-0.00021044i,-0.00023433-0.00014406i,2.5772e-05+0.00033415i,-0.00054691+0.00042481i,-0.0004579+0.00034561i,0.00018297+0.00082846i,0.00058852+0.0013421i,0.00068301+0.00084435i,0.00070736-0.0001269i,0.00023763+0.00013322i
-0.00028399-0.0011219i,2.2875e-05-0.0013874i,5.6883e-05-0.00080275i,0.00041772-0.001127i,0.0013904-0.0018592i,0.0008345-0.0012668i,-0.00048545-0.0001725i,-0.0016246+0.00039525i,-0.0013902+0.00042161i,-0.0003388+0.00026914i,9.3631e-05+0.00017494i,-0.0001554+0.00094883i,-0.00035083+0.00080654i,0.00082616+0.00074473i,0.00090421+0.00081541i,0.00031385+0.00043899i,0.00024686+0.00042956i,-2.9837e-05+0.00053769i,0.00023004+0.00093306i,0.00040403+0.0004588i,-1.9505e-05-0.00034124i,1.2662e-05+0.00058202i,-2.5462e-05+0.0016382i
0.00069106-2.6743e-05i,-1.3893e-05+0.00032105i,-0.0005657-0.00036918i,-0.00078053-0.00055418i,-0.00076324-0.00092343i,-0.00064269-0.00041816i,-0.00036832-0.00021388i,4.3021e-05-0.00036083i,0.00033972-4.7233e-05i,7.0648e-05+0.00018868i,-0.00071748+0.00051456i,-0.00085245+0.0009307i,-0.00053479+0.00067753i,2.1927e-05+0.0001993i,0.00022008-4.3973e-05i,0.00014566-0.00056767i,0.00022843-0.00013806i,0.00020931+0.0010049i,-9.858e-05+0.0011906i,-0.00020615+0.00060411i,0.00011031+2.3827e-05i,0.00035845-7.8273e-05i,0.00036443+6.723e-05i
0.00013798-0.0018071i,0.00062032-0.0008609i,-0.00032055-0.00019842i,-0.00060896-0.00095297i,-0.00041083-0.0011007i,0.00052951-0.00097976i,0.00097292-0.0014192i,0.00012385-0.0011281i,-0.00064741-0.00055845i,-0.00088194-0.000525i,-0.00051888-0.00036318i,-0.0002862-0.00050592i,-0.00019599-0.00055496i,0.0002372-0.00026667i,0.00025115-3.3881e-05i,0.00013285-0.00055759i,-5.803e-05-0.00023132i,-6.7268e-05+1.9009e-05i,0.00026877-0.00058917i,-2.6485e-05-0.00060212i,-0.00022307-0.00080272i,0.00024334-0.0010531i,-0.00038492-0.00052147i
-0.00092622-0.00029214i,-0.00070088-0.00012469i,-0.00020396-0.0004138i,-0.00032943+2.8674e-06i,-0.00012143-0.00043519i,0.00067531-0.0015273i,0.00026999-0.0019189i,-0.0003223-0.0017568i,-0.00066218-0.0012164i,-0.00086185-0.00074525i,-0.00028047+0.00020907i,-0.00042428+0.0008437i,-0.00085479+0.00036198i,-0.00083001+7.9225e-06i,-0.00013525+0.0001328i,0.00035535+0.00025994i,0.00017731+2.7495e-05i,0.00014952-0.00070859i,0.0003307-0.00097786i,0.00030126+3.2795e-05i,0.00040555+0.00066095i,0.0005936+0.00038359i,0.00051436-0.0002727i
0.00089858-0.0020648i,-0.0001199-0.0017915i,-0.000601-0.0017891i,-0.00048201-0.001377i,-0.000546-0.0013402i,-7.3381e-05-0.00080451i,0.0010759-0.00072228i,0.00053541-0.0014677i,-0.00061935-0.00048903i,-0.001471+0.00010932i,-0.0010585-0.00031482i,-4.5985e-05+0.00017774i,0.00016298+0.0004328i,0.0012525-0.00073291i,0.0016701-0.00072786i,0.0007386-0.00072656i,-0.00024192-0.0014792i,0.00028133-0.0011477i,0.00094477+7.0884e-05i,0.00086227-0.00016072i,0.00015088-0.0010819i,-8.4801e-05-0.00016148i,5.2214e-05+0.001118i
0.00204-0.0018909i,0.00092041-0.0021015i,-0.00054317-0.0025016i,-0.0019601-0.0022717i,-0.0022492-0.0015381i,-0.0013739-0.0005715i,-0.00066267-0.00054548i,-0.00049282-0.00090804i,0.00027556-0.00075555i,0.00023456+1.2444e-05i,-0.00053617+0.00047215i,-0.00021113+0.0002347i,0.0010124+0.00014881i,0.0011209+0.00027809i,0.00040731+0.00053428i,0.00051985+0.00013719i,0.00011711-0.00028132i,-0.0001543-0.00041106i,0.00044712+0.00022412i,0.00027785+0.00089224i,0.00051646+0.00091729i,0.0013003+0.00059766i,0.0011141+0.00015177i
-0.00055246+0.00036573i,-0.0003984-0.00016918i,-0.00012737+0.00040596i,0.00065015-0.000322i,0.0012021-0.0012549i,0.00093158-0.0013297i,-7.4375e-06-0.00077791i,-0.00055793+0.0001458i,-2.9311e-06+0.00040221i,0.00050353-0.00042125i,0.00029021-0.00085742i,-0.00030319+5.0671e-05i,-0.00026427+0.00084119i,0.0002244+0.00090509i,0.0004703+0.001114i,0.00024744+0.0012578i,0.0001487+0.0009656i,0.00026884+0.00028774i,-2.6411e-05+0.0001596i,-0.00024397+0.00022948i,-0.00032059+0.00033085i,-0.0004681+0.00031132i,0.00015805+1.3198e-05i
-0.0018675+0.00073929i,-0.00065512+0.00052767i,0.00049861+0.0010465i,0.0011141+0.00064963i,0.00094276-0.00013655i,4.5363e-05-0.0012551i,-0.0012721-0.0017152i,-0.0019378-0.0013847i,-0.0015192-0.0013516i,-0.00083874-0.0011636i,-0.0006595-0.00071419i,-0.00069071-0.0004205i,-0.00042238+0.00031263i,-0.00061561+0.00072255i,-0.00050781+0.0001445i,0.00032155+0.00034339i,0.00048913+0.00087149i,0.00052004+0.00057753i,-2.1021e-05-2.4291e-05i,-0.00030786+1.9508e-05i,-0.00014114-0.00014862i,-0.00017963+7.8706e-05i,0.00013245+5.2229e-05i
0.00041046-0.0010505i,-0.00064136-0.0008847i,-0.0017216-0.00050372i,-0.0015239+3.9494e-05i,-0.0018278+3.9198e-05i,-0.0011088+0.00016328i,-0.00014272-0.00077669i,5.0751e-05-0.0011936i,-0.00047444-0.00078469i,-0.00068399-0.00057916i,-0.00042769-0.00063522i,-0.00031814+8.469e-05i,0.00018436+0.00060227i,0.00094098+0.00026918i,0.00090477-8.5003e-05i,0.00042033-6.5144e-05i,-0.00016957+0.00021655i,-0.00044384-1.3717e-05i,0.00053857-0.00031262i,0.00078541-0.00064447i,-0.00037336-0.00087298i,-0.00083938-0.00087346i,-0.00015179-0.00058693i
-0.00028761-0.002037i,-0.0017435-0.0020475i,-0.0028581-0.00045711i,-0.0012978-5.6045e-05i,-5.679e-05-0.00024552i,-0.00010671+0.0004202i,-7.1146e-06+0.0002006i,3.5511e-06-0.00021417i,-0.00088607-0.00048475i,-0.00039575-0.00018322i,0.00038831+0.00060891i,0.00028372+0.00057304i,0.00052412-6.1555e-06i,1.9072e-06-4.9581e-05i,-0.00049133-0.00016571i,8.4331e-05-0.00020596i,-0.00028686+0.0001764i,-0.0003297-0.00017639i,0.00023294-0.00091734i,0.00037536-0.00026261i,0.00036183+0.00039879i,0.00039198-0.00013228i,6.3881e-06-4.8888e-05i
0.00012181+0.0007921i,-0.00073649-0.00052904i,-8.383e-05-0.00063373i,0.00088317-0.00063307i,0.0013681-0.0014277i,0.00073739-0.0022431i,-0.00056893-0.0023244i,-0.0012388-0.0013537i,-0.0015164-0.00064699i,-0.0013661-0.00070464i,-0.00037022-0.0006983i,0.00040717-0.00084399i,-0.00013003-0.00050469i,-0.00016093+0.00045253i,0.0009005+0.00047568i,0.0014989-0.00026519i,0.00074974-0.00036895i,8.2437e-05-0.00015943i,0.00015731-0.00021411i,0.00029071-0.00028902i,-0.00052673-0.000772i,-0.00064045-0.00070082i,0.00035273+0.00011666i
-0.00012801-5.3511e-06i,0.00034672+1.0137e-05i,-5.5186e-05-0.00018957i,-0.00073336-0.00049161i,-0.00069607-0.0008308i,-0.0005606-0.0011036i,-0.0011325-0.0015549i,-0.0017004-0.0012934i,-0.0017388+0.00017262i,-0.0010241+0.00059599i,0.00029693+0.00045158i,0.00018369+4.1168e-06i,-0.00066634-0.00017457i,-0.00087375+0.00058826i,-0.00036682+0.00082469i,0.00011713+0.00015932i,0.00023467-0.00042695i,0.00083556-0.00041082i,0.00082132-0.00034492i,4.8161e-06-7.6525e-05i,-0.00045657-0.00016364i,-0.00086092-9.8332e-05i,-0.00053562-0.00056931i
0.00058746-0.00011876i,-0.00044148-0.0005767i,-0.00052019-0.00027695i,0.00066866+0.00046463i,0.0014361+0.00044076i,0.00081665-0.00041149i,0.00033197-0.0014369i,0.0001768-0.0011694i,-0.00076176-0.0010544i,-0.00065828-0.0012665i,-0.00021125-0.00042145i,-0.00023142-0.00010414i,0.0004446-0.00027894i,0.00082221+0.00018359i,0.0002992+0.00038891i,0.00038251+8.7373e-05i,0.00053304-0.00040675i,0.00015382-0.00053147i,-0.0002025+0.00049572i,-5.1119e-05+0.0010354i,0.00054905+0.00067214i,0.00069315+0.00025625i,0.00078241+0.00067659i
0.00068858+0.00010035i,-0.00085484-0.00085217i,-0.0013053-0.00098746i,-0.00074811-0.0009342i,-0.00048522-0.0015019i,-0.00037333-0.00071057i,-0.000271-3.0005e-06i,-0.00037249-0.00022305i,0.00035919-0.00025179i,0.0005366-0.00082525i,-0.00048078-0.00019078i,-0.00069206+0.00076085i,-0.0001023+0.00053517i,-0.00027505+0.00070098i,2.6336e-05+0.00027452i,0.00085299-0.00048422i,0.00076569+0.00019301i,-5.3618e-05+0.00099535i,-0.00011217+0.00027309i,3.5521e-05-0.00050285i,9.1906e-05-0.00062429i,0.00077381+0.000327i,0.00091353+0.0012033i
-0.00078883-0.00070494i,-0.00054516-0.001627i,-0.00020986-0.0020434i,0.00058439-0.0018693i,0.00054044-0.0013743i,-0.00067294-0.0010482i,-0.0010784-0.00098021i,-0.00092107-6.6292e-05i,-0.0014202+0.00040456i,-0.0016456+0.00030496i,-0.0007966+0.00056681i,-0.00025377+0.00072421i,-0.00020996+0.00097818i,-0.00040253+0.00089361i,-0.00084973+0.00063523i,-0.00074994+0.00066147i,-0.00032583+0.00039819i,0.00039914-0.00014409i,0.00065467-6.2962e-05i,-0.00027797-0.00018708i,-0.0010231-0.00022705i,-0.00049672-0.00052423i,0.00014914-0.0005858i
0.00013826-0.00099186i,0.00017479-0.00077408i,0.00049536+1.6662e-05i,0.00078024-0.00088918i,0.0010795-0.0017285i,0.00094784-0.0016231i,0.00031688-0.00060364i,-0.00057772-0.00060244i,-0.00075809-0.00067483i,-0.00051754-0.00031983i,-0.0008944-0.0007903i,-0.0012946-0.00053019i,-0.0010982+0.00064913i,-0.000268+0.00064245i,0.0003508-0.00035343i,0.001121-0.0004253i,0.001195+0.00029387i,0.00062171+0.0010257i,1.8021e-05+0.00085222i,-0.00022676+0.00037666i,-0.00012978+0.00036959i,0.00043378+0.0010674i,0.00025734+0.00091673i
