-0.00030659+0.00019225i,-0.00012585-0.00034367i,-0.0016427+3.3927e-05i,-0.00227-0.000472i,-0.0025838-0.00043146i,-0.0022294+0.0014406i,-0.00097939+0.0029662i,0.00046302+0.0029142i,0.001853+0.0025001i,0.0026452+0.0014914i,0.0015331+4.9918e-05i,0.00053195-0.00034063i,0.00090376-0.00044408i,0.00047323-0.0004382i,7.0941e-05-0.00023204i,0.00076826-0.00024489i,0.00083573-0.000385i,0.00048155-3.3882e-05i,0.00017898+0.00015027i,0.00059704-0.00014271i,0.0013114+9.7457e-05i,0.00064318+0.0008815i,0.00010905+0.00077972i
-0.00032296-0.00029428i,0.00039998+0.00035167i,-0.00018774+0.0007516i,-0.0017405+0.00041629i,-0.002357-0.00019318i,-0.0016555+5.4986e-05i,-0.001266+0.00035945i,-0.00038763+0.00038257i,0.00034859+0.00085056i,-5.1037e-05+0.00098214i,-0.00025345-5.1454e-05i,-0.00026518-0.00099788i,0.00037587-0.00013835i,0.001166+0.00087883i,0.00039175+0.00039315i,-0.00078502+7.2812e-05i,-0.00060267+4.2199e-05i,-0.0003851-0.00057512i,-0.00014635-0.00046242i,0.00016931+7.2904e-05i,0.00029768-0.00011002i,0.00013462-0.0002833i,-0.00052796-0.00022594i
-9.2825e-05+0.00068868i,-0.00017895+0.00053316i,-0.00013129-0.0013597i,-0.00036536-0.0027404i,-0.0010725-0.0025528i,-0.00075717-0.0014979i,-1.0985e-05+2.6431e-06i,0.00024836+0.00068907i,0.00064952+0.0010155i,0.00066644+0.0015603i,0.00033487+0.00095968i,3.3814e-05-7.3541e-05i,-9.9994e-05-0.00049765i,-0.00042275-0.00020015i,-0.00067185+0.00073972i,-0.0011756+0.00090781i,-0.001168-1.818e-05i,7.0037e-05-0.00062062i,0.00038085-0.00055796i,0.00018238-0.00032275i,-0.00023402-9.4478e-06i,-0.00039002+0.00021559i,-3.3057e-05+0.00041792i
0.002606-0.00083458i,0.0014507-0.0015871i,-0.00035547-0.0036974i,-0.001073-0.0036778i,-0.0018485-0.0025394i,-0.0021988-0.0012799i,-0.001304+0.00054265i,-0.00019833+0.001759i,-0.00028951+0.0015294i,0.00020081+0.0003465i,0.00054058-0.00015265i,-0.00062063+7.1339e-05i,-0.00091916+0.00058586i,-2.726e-05+0.00047491i,0.00047343+0.00026836i,0.00028053+0.00049927i,0.00021433+0.00032225i,0.00064063-0.00041775i,0.00062635-0.00086117i,0.00026416-0.00059032i,8.0121e-05-0.0002088i,-0.00018729-0.00052679i,-0.00018389-0.00047852i
-6.7347e-05+0.0017702i,0.0015952+0.0013078i,0.0025232+0.00027444i,0.0022247-0.001216i,0.0017399-0.0022105i,0.0011021-0.0013126i,0.00022973+0.00039861i,0.00050388+0.0010998i,0.000993+0.0015359i,0.00091542+0.0012779i,0.00069172+0.00098211i,0.00039607+0.00065822i,-0.0001841+0.00039689i,-0.00025261+9.7056e-05i,-0.00014779-0.00057136i,5.0958e-05-0.00080462i,0.0004435-0.00042149i,0.000552-2.5901e-05i,0.00036035+0.0003364i,0.00044981+0.00049177i,0.00054302+0.0002662i,0.00016063+8.2708e-05i,-0.00025994+0.00014816i
6.4337e-05+0.0012406i,-0.00070959+0.00075136i,-0.00053898+0.00074954i,-0.00026824+1.6357e-05i,0.00017867-9.0453e-05i,0.0011925+0.00020078i,0.00080266+0.000353i,-0.00023415+0.0004058i,-0.00076178-1.4948e-05i,-0.00071037-1.1001e-05i,-0.0002312+0.00042242i,0.00046001+0.00022706i,0.00057458-0.00042551i,0.0004534-0.00061942i,0.00067007-0.0004876i,0.00059558+8.7224e-05i,0.00051485+0.00022698i,0.00071963-6.4015e-05i,0.00050896+1.7511e-05i,-0.00037043-0.00028085i,-0.00067732-0.00027543i,-0.0007543-0.00033937i,-0.00059494-2.8684e-05i
0.0010328+0.00053252i,0.0010266-0.00011367i,0.0011418-0.00076149i,0.00031298-0.0016206i,-0.0012182-0.00084384i,-0.0018417-0.00026174i,-0.00054474-0.00041866i,0.00059106+0.00014495i,0.00026019+0.0011305i,3.9653e-05+0.001315i,0.00044822+0.00038651i,0.00040607-0.00020243i,3.105e-05+0.00019234i,-0.00022346+0.00074131i,-0.00056522+0.00020841i,-0.0011966-0.00066532i,-0.0012379-0.00058747i,-0.00081923-0.00094739i,-0.00044689-0.00086004i,-0.00046471-0.00047089i,-0.00038928-0.00052523i,0.00044385-0.0004123i,0.00082024-2.3469e-05i
0.0019155+0.0023115i,0.0024684+0.00061336i,0.0031308-0.0010595i,0.002753-0.0016493i,0.0016167-0.001523i,0.0004512-0.0011109i,0.00022437-0.00041932i,0.0010274+0.00052739i,0.00084797+0.00068618i,0.00047233-0.00031167i,0.00012757-0.0013009i,-0.00078792-0.0012309i,-0.00057761-5.6495e-05i,-0.00060724+0.00060911i,-0.0010727-4.4093e-05i,-0.00093946-0.00091204i,-3.2108e-05-0.00099025i,0.00080175-0.000772i,0.00092877-0.00076619i,0.00091875-0.00024242i,0.00020002+0.00026263i,-0.00021175-0.00043181i,0.00047448-0.00088895i
-0.00068312+0.00022514i,0.00011248+0.00058317i,9.018e-05+0.0013581i,-0.00049207+0.0014011i,-0.00066243+0.0010705i,-0.00082843+0.001224i,-0.0012843+0.0015571i,-0.00058237+0.0013758i,0.00067705+0.0017494i,0.00022601+0.0011657i,-0.00044385-0.00011809i,-0.00052579-0.00013778i,-0.00025701+0.00030434i,0.00033648+0.00084948i,0.00081957+0.0002719i,0.00078865-0.00057375i,0.00083805-0.00024204i,0.00093726+0.0006384i,0.0012324+0.0012599i,0.0017191+0.00097486i,0.0017349+0.00010855i,0.00098721-0.00032345i,0.00024095+0.00015433i
-0.0017426-0.00081852i,-0.0020231-0.0016105i,-0.0025368-0.00073156i,-0.002569+0.0002505i,-0.0011882+0.00019434i,2.4675e-05+0.00024671i,-0.00055307+0.00015856i,-0.00098799+0.00026388i,-0.00020883-0.00020668i,0.0012008+0.00014968i,0.0009336+0.0010204i,-7.5309e-05+0.00061778i,-0.0002189-1.5875e-05i,0.0001097-0.00035765i,0.00032904-0.00051425i,0.00049873-0.00042939i,0.0005621-0.00039176i,0.0012098-0.00066834i,0.0019307-0.00098964i,0.0006345-0.00096094i,-1.6834e-05-0.0010266i,0.00069324-0.0006257i,0.00033702+5.7549e-05i
9.699e-05+0.00078746i,-0.00066902-0.00028221i,-0.00076094-0.0014177i,0.0002975-0.0016827i,-0.00017543-0.00053479i,-8.7283e-05+0.0002701i,-0.00036691+0.00064206i,-0.001109+0.00092905i,-0.00015328+0.0013302i,0.00076312+0.00096178i,0.00048529+0.00010327i,-0.00044531-0.00013424i,0.00011108-3.6584e-05i,0.00082322-0.00014573i,0.0012082-0.00048486i,0.0013759-0.00062245i,0.0008379+6.4552e-05i,0.0008312+8.6984e-05i,0.001324-8.1773e-05i,0.00094203-0.0002198i,-0.00011324-0.00042567i,-8.6855e-05-0.00031458i,0.00010999-0.00020177i
0.00027144-0.00057946i,0.00052496-0.00041385i,0.00052224-0.00034524i,-0.0005838-0.00032499i,-0.00090133-0.00016572i,-0.00064876+0.00015625i,-0.00027753+0.00029679i,-0.00017442+0.00049748i,-0.00054844+0.0010108i,-0.00027586+0.0011772i,-1.9316e-05+0.00072517i,-0.00016329+0.00056467i,0.00072602+0.00048169i,0.0011346-2.7973e-05i,0.0011496-0.0006572i,0.00082228-0.00037524i,0.00012734-0.00049175i,0.00083271-0.00014729i,0.0015678+0.00027435i,0.00097042-0.00046455i,-0.00025504-0.00066091i,-0.00097963-0.00046235i,-0.0015279-0.00032682i
0.0014505+0.0015227i,0.00087131+0.0016774i,0.001985+0.00044068i,0.0017154-0.0018043i,0.00067308-0.0027896i,0.0001964-0.0015128i,0.00026483-0.00060985i,-0.00011687-0.00037314i,-0.00094258-0.00029238i,-0.00037962-7.3066e-05i,0.00023464-0.00017852i,-0.00097533-0.00091518i,-0.0021681-0.0012544i,-0.00081319-0.0004649i,0.0008988-0.00013207i,0.00050693-0.00039424i,0.00045917+2.6797e-05i,0.0013055+0.00011484i,0.00098996+0.00013018i,0.00057818+0.00049634i,0.00074118-0.00015327i,0.00072509-0.00082131i,-0.00010531-0.00073168i
-0.0017658-0.0022631i,-0.0032426-0.00081236i,-0.0056189-0.00174i,-0.0051961-0.001558i,-0.0029997-3.0647e-06i,-0.00096978+0.0011518i,5.1108e-05+0.0018671i,-0.00032456+0.0020701i,-0.0011639+0.0022735i,-0.0013922+0.0018071i,-0.00058474+0.0011624i,0.00034035+0.0011307i,0.00057505+0.00077627i,0.00084892+0.00041177i,0.00071986+0.00048207i,-0.00017115-1.7714e-06i,4.5542e-05-0.00083665i,0.00039603-0.0011181i,-0.0003372-0.00052029i,-0.00046505-0.00023813i,0.00061349-0.00053945i,0.00089142-0.00047246i,6.0318e-05+0.00030142i
-0.00011118-0.00073174i,0.00016577-0.0013613i,-0.00027886-0.0017747i,-0.00046623-0.0015966i,-8.3844e-05-0.0001249i,0.00040879+0.00074712i,0.0009824+0.00048676i,0.00062312+0.0010574i,-0.0002934+0.00075513i,-0.00041458-1.0477e-05i,-0.00024772-0.00041754i,3.1376e-05-0.00038253i,0.00035909-1.3731e-05i,0.00054125-0.00033105i,0.00081003-0.00099587i,0.00064544-0.0011432i,0.00048371-0.00045163i,2.7227e-05+0.00044554i,-0.00087905+0.00017337i,-0.00033032-0.00049039i,0.00070409-0.0001321i,0.00038114-3.5726e-05i,-6.4781e-05-0.00053663i
0.0013144+0.0024269i,0.0019472+0.0016218i,0.0033967+0.00098828i,0.0023249-0.0012265i,0.00013074-0.0024586i,-0.00047244-0.0010876i,0.00059578+0.00044359i,0.00057551+0.001406i,0.0003717+0.0012242i,0.00039377+0.00014295i,0.0001967-0.00086077i,0.00017749-0.0010575i,-0.00022823-0.00069364i,-0.00033637-0.00028235i,-0.00032522+0.00017726i,0.00020325-0.00025462i,0.00055844-0.0001775i,0.0005202+0.00011493i,-2.8369e-05-0.00035638i,-0.00068177-0.00060142i,-0.00065634-0.0001635i,1.0782e-05-0.0010082i,0.00081569-0.0012779i
-9.2841e-05-0.00033517i,-0.00064685-2.9877e-05i,-0.00069702+0.00083809i,-0.00020228+0.0010297i,-0.0003999-0.0001812i,-7.1324e-05-0.00020557i,0.0006852+0.00066i,0.00040126+0.0014399i,-0.00022273+0.0020467i,-8.7735e-06+0.0022234i,0.00074394+0.001199i,0.0010122+5.448e-05i,-0.0002371-0.00044966i,-0.00017452-0.00040672i,0.00052903+9.9484e-05i,0.00059334-0.00018346i,0.00053894-0.00081569i,0.00058261-0.0012874i,0.00044506-0.0015522i,0.00043735-0.00055011i,0.00063947+0.00013706i,0.0004083+0.00022848i,5.4539e-05+0.00061625i
0.0017493-7.1224e-05i,0.00076304-0.0013728i,-0.00022438-0.0030628i,-0.00097334-0.0025538i,-0.00148-0.0016496i,-0.0010889-0.0011024i,-0.00071737-0.00028754i,-0.00069616+0.00094068i,-0.00013374+0.00090806i,-0.00026384+0.00023208i,-0.0012972-0.00036003i,-0.0010803-0.00026121i,-0.00052694+0.00012212i,-0.00021526+0.0001556i,-0.00032453+0.00026311i,-0.00062047+7.6012e-05i,-5.7605e-05-0.00015665i,0.00069701+0.00053878i,0.00084494+0.00065457i,0.00091548+0.00050567i,0.00092185+0.00032437i,0.00041509+0.00045616i,8.59e-06+0.00060316i
0.00057179-0.0010515i,0.00099309-0.0022309i,0.00038353-0.0032607i,-0.001219-0.00242i,-0.0013419-0.0011942i,3.5961e-05-0.00021493i,0.00068133+0.00042411i,0.001256+0.00083185i,0.0011862+0.0012819i,-0.00012952+0.00066146i,-0.00064986+0.00015696i,-0.0011783+0.00043068i,-0.0014677+0.00045197i,-0.0010573+0.00031819i,-0.00031418+5.0746e-05i,0.0005443-0.00020075i,-0.00029916-0.0004856i,-0.00098711-0.00040637i,8.0309e-05+0.00037061i,0.00069455-0.00010026i,0.00068099-0.0010746i,-0.00029803-0.00080818i,-0.00063388+3.6555e-05i
0.0017884-0.0020873i,0.0023397-0.0013366i,0.0013044-0.0025182i,0.00016351-0.0034942i,-3.7702e-05-0.001777i,0.00057308+9.3649e-05i,0.00098482+0.00089235i,0.0011603+0.00054685i,0.00061141+7.9696e-05i,-0.00053998-0.00049172i,-0.0010084-0.00040506i,-0.00063268+0.00028252i,-0.00024941+0.00086865i,0.00014742+0.0014093i,0.00031722+0.00055231i,0.00052872-0.00024612i,0.00059484-0.00035849i,0.00012287-0.00044375i,-0.00036155-0.00014742i,-0.00042985+0.00035517i,-0.00014173+0.00050645i,-0.00046462+0.00054661i,-0.00020588-0.00028734i
0.00099992+0.00097668i,0.00085959+0.00011864i,-0.00011026+0.000288i,-0.00028384+0.00045712i,-0.00092239+0.00016593i,-0.0015491+0.0005632i,-0.00048646+0.0012779i,-0.00036855+0.0011753i,-0.00085729+0.00086429i,-0.00025931+0.000869i,9.9307e-05-9.7304e-06i,-0.00025722-0.00018368i,-0.0011873-0.00014869i,-0.0011954-0.00049638i,0.00026429-0.00037275i,0.00045335-0.00057671i,-0.00028868-0.00036281i,-0.00018902-1.3132e-05i,0.00042289-0.00014997i,0.0001679+4.8666e-05i,-0.00061124+0.00028252i,-4.9677e-05-0.00022854i,-3.8127e-05-0.0006559i
0.0017179-0.00025774i,0.00050292-0.0013187i,-8.7859e-05-0.0028752i,-0.00089296-0.0023469i,-0.0015004-0.00056287i,-0.0010127+0.00018464i,-0.00016228+0.00086091i,0.00041222+0.0016717i,0.00019847+0.0015178i,-0.00024289+0.00079827i,-0.00055993+0.00034353i,-0.00073082-6.9026e-05i,-0.00066078-0.00024179i,-0.00062652-0.00010273i,0.00023924-3.7604e-05i,0.00068043-0.00012176i,-1.2655e-05-0.00031554i,-0.00070752-0.00054616i,-0.0014497-0.00059678i,-0.0011684-0.00084701i,-0.00011796-0.00081043i,0.00011592-0.00032127i,0.0005843-0.00036947i
9.0804e-05-0.001362i,0.0011206-0.0011558i,0.0014643-0.0024097i,0.00026739-0.0031701i,-0.0006837-0.0017729i,-0.00013681-0.00015352i,-7.5947e-05+0.00019923i,-0.0005681-0.00037629i,0.00017-0.00068052i,0.00069112-0.00080102i,-1.0529e-06-0.0001651i,-0.0013224+0.00040927i,-0.00082031-0.00020531i,0.00037699+8.051e-05i,0.00050204+0.00076067i,0.0005467+0.00012315i,0.0012746-0.00020462i,0.001358-0.00043555i,0.0010108-0.0004771i,0.0009862-1.0511e-06i,0.00088588-0.00035953i,0.00022078-0.00073553i,-0.00068669-0.00078983i
0.0026568-0.0012395i,0.0017884-0.0015458i,0.00025017-0.0023857i,-7.3739e-05-0.0026049i,-0.00043455-0.0011911i,-0.00047325+0.00035894i,-6.7683e-05+0.0011343i,-0.00018784+0.0019786i,-0.0001213+0.0015077i,6.3242e-05+0.00016017i,-0.0001129+0.000435i,-0.00015345+0.0015086i,-0.00057007+0.00059366i,-0.00049647-0.00044774i,-0.00037486-0.00013524i,-0.00042042+0.00015604i,-8.1031e-05-0.00026526i,-0.00013957-0.00011375i,-0.00020281+0.00029466i,0.00017371-0.00013306i,-8.3699e-06-0.00035941i,4.3653e-05-0.00032438i,0.00039427+0.00012609i
-0.0014832+0.00031714i,-0.0019619+6.6097e-05i,-0.0018516-0.00011665i,-0.0011575+0.00018378i,-0.00047131+0.00037008i,2.3956e-05+0.00016654i,0.00065404-0.00019199i,0.0010757+2.5909e-05i,0.00085188+0.001311i,0.00047539+0.0018419i,0.0010997+0.0011326i,0.00088777+0.00082211i,6.6711e-05+0.00082712i,0.00036724+0.00024016i,0.00071966-9.9018e-05i,0.00036082+0.00019509i,1.4935e-05+0.00044363i,4.2071e-05-1.4204e-05i,6.2443e-05-0.00071542i,-6.2267e-05-0.0011153i,-6.2264e-05-0.00080443i,0.00014569+0.00031639i,0.00080736+0.00075899i
-0.0007186+0.0014995i,-0.0015038+0.00015948i,-0.001522+0.00028476i,-0.0013771+0.00020498i,-0.00055348+8.4337e-07i,0.00046915+0.00032947i,0.0001246+0.00054583i,-0.00052882+0.00047141i,-0.00038726+0.00061886i,-0.0003596+0.00089557i,-0.00023123+5.8556e-05i,0.00044694-0.00037124i,0.00086958-5.0984e-05i,0.0009057-0.0001225i,0.00020501-0.00068766i,-0.00073593-0.0007364i,-0.0010589-0.00022479i,-0.0003557-0.00045824i,0.00048432-0.00078539i,0.00048684-0.0010552i,0.00021077-0.00063018i,0.00050925+0.00027678i,0.00040346+0.00088171i
-0.002568-0.00072789i,-0.0010001-0.00047089i,-0.00074183-0.0004663i,-0.0011166-0.00060097i,-0.00068569+0.00024508i,-0.0003638+0.0012619i,-4.8444e-05+0.0017166i,8.9758e-05+0.0022876i,0.00027298+0.001917i,0.00033812+0.0017304i,0.00020963+0.0011529i,0.00049865+0.0010489i,0.0012694+0.00099027i,0.0019642+0.0010518i,0.00097228+0.0010142i,0.00037518+0.00050663i,0.00089013+0.00041688i,0.00065851+0.00058695i,7.5437e-05-0.00012921i,-0.00039499-0.001079i,-0.00022846-0.0013189i,0.00076324-0.0004981i,0.00077397+0.00054593i
0.0012512-0.00082475i,0.0012477+3.8739e-05i,0.00096941-0.00087608i,0.00013706-0.0017609i,-0.00026246-0.0022305i,-0.00017982-0.0011018i,-8.0843e-05+0.00026228i,-0.00038184+0.00089304i,-0.0009013+0.0015761i,-0.00094358+0.0013809i,-0.0015698+0.00020447i,-0.0016421-0.00011638i,-0.00071917+0.00069692i,-6.1507e-05+0.00035516i,0.00033972-0.00030774i,0.000147-3.715e-05i,0.00041666+4.8634e-05i,0.0008892+0.0003336i,0.00010082+0.0011243i,-0.00072813+0.00028502i,-0.00064851-0.0011226i,-0.00068995-0.0008992i,-0.00028633-0.00012772i
0.002095+0.00041502i,0.00081491-0.00035793i,0.00056787-0.0012017i,0.0007743-0.0016587i,7.5181e-05-0.0011698i,-0.00021056+0.00019935i,-0.00060905+0.00060805i,-0.0010822+0.0005557i,-0.00060684+0.00080394i,5.4674e-05+0.0010524i,-0.00011534+0.00070857i,-0.00044232+0.00028261i,-0.00089012+0.00061987i,-0.00062268+0.00052597i,0.00032707+0.00015466i,0.00032141-0.00020604i,0.00023924-0.0002639i,0.00090607-0.00057922i,0.00078024-0.00029516i,0.00051947+0.00021314i,0.0010497-0.00058435i,0.00084498-0.00046955i,0.00024489+0.00046162i
0.00021664-6.6241e-05i,0.0013624-0.0015434i,0.0014166-0.0019631i,-0.00018618-0.0024156i,-0.00093781-0.002141i,-0.00063674-0.0010424i,-0.00072493-7.2731e-05i,-0.00023734+0.00045861i,0.00031866+0.00030608i,-0.00023421-0.00010589i,-0.00026108-0.00042785i,0.00044877-0.00058256i,2.2231e-05-0.00052971i,-0.00043892-0.00057668i,0.00065973-0.0005507i,0.00086198-0.00028446i,0.0007103-2.8311e-05i,0.0009266+3.6956e-05i,0.00081818-3.908e-05i,0.00026953-0.00022821i,3.2782e-05-2.1681e-05i,0.00013751+0.00013522i,0.00043828-0.00070465i
-0.00042811+0.00011513i,0.0001822-2.1604e-05i,-0.00058603-9.9139e-05i,-0.0014684+0.00030876i,-0.00060511+2.221e-05i,-0.00021818-0.00083909i,0.00019446-0.00043991i,-0.00012774+0.00015787i,-0.0006557+0.0008963i,-0.00030926+0.00049447i,-6.362e-05-0.00073996i,-0.00018993-0.00072416i,-0.00078314-0.000279i,-0.00090635+0.00025386i,4.6854e-06+0.00010768i,0.00092395-0.00036751i,0.00068037-0.00019887i,0.00027326-0.0001184i,0.00047926+0.00013343i,0.00014997+0.00038213i,-0.00056158+2.7133e-05i,-0.00064804-0.00021887i,-0.00042801-4.7321e-05i
-0.00062168+0.00069615i,0.00014126+7.5823e-05i,7.9967e-05-0.00045133i,0.00017286-0.0008116i,-0.0006337-0.00088393i,-0.00064327-8.7887e-05i,-0.00039326+0.00060694i,-0.00023535+0.0016209i,-0.00052945+0.0017065i,-0.00026839+0.0010439i,0.00092533+0.00058437i,0.0010686+0.00030812i,4.6192e-06+0.00064328i,-0.00022856+0.00046675i,0.00021898-0.00013747i,0.00027301-0.00087738i,0.00051929-0.00037718i,0.0006466+0.00037708i,-0.00016035-0.0005832i,0.00015285-0.0011181i,0.0005188-0.00054724i,-0.0003581-0.00042214i,-0.00015779-0.00063862i
0.00079306+0.00031387i,0.0011873-0.00017152i,0.0013559-0.0014375i,0.00027857-0.002736i,-0.00087115-0.0028455i,-0.0012055-0.0018297i,-0.00049088-0.000562i,0.00021911+0.00067767i,-0.00018413+0.0013805i,-4.5057e-05+0.0015274i,-0.00067678+0.00044413i,-0.0007237-0.00029178i,-9.7579e-05+0.00051345i,0.00034374+0.00045155i,0.00071459-0.00034996i,0.00064011-0.0003845i,0.0010094-0.00030255i,0.00079228-0.00026743i,0.00053568-0.00045593i,0.00061594-0.00036757i,0.00076322-0.00030356i,0.00041757-0.00078556i,0.00016189-0.00096656i
0.00017231+0.00095398i,0.00044053+0.00055904i,0.00073484+0.0011733i,0.00037525+0.00067825i,-0.00040797+0.00019527i,-0.00033757+0.0013679i,-0.00030713+0.0012577i,-0.00066797+0.00034023i,-0.0010034+0.00055554i,-0.00058938+0.00069013i,0.00011364+0.00034091i,0.00023678+0.00015485i,0.00022374+2.2233e-06i,0.00039832-5.9492e-05i,0.00028427-3.5064e-05i,-0.00031527-0.00046257i,-0.00025802-0.00086622i,0.00022115-0.00037511i,0.00087757-0.00053527i,0.00072407-0.00044203i,-1.5398e-05-0.00024529i,-5.3822e-05+0.00025529i,0.00010089+0.00064986i
-0.00082262-3.8396e-05i,-0.00079025-0.00093079i,-0.001739-0.0023968i,-0.0024063-0.003415i,-0.0019822-0.0023841i,-0.0012341-0.00095831i,-0.0011277-0.00025749i,-0.0010695+0.00030913i,-0.00042693+0.00024794i,0.00029622+0.00010631i,0.00017127+0.00048531i,-0.00028623+0.00053494i,5.7013e-05-0.00014569i,0.00066999-0.00039769i,0.00043922+0.000345i,-7.7051e-05+0.00057409i,0.00039992+4.6659e-05i,0.00045408-0.00039011i,0.0001914-0.00049944i,0.00033824-0.00018621i,0.00085476+0.00010272i,0.0012131-0.0004384i,0.0005675-0.00080955i
0.0029185+0.0007208i,0.0028284+0.0010087i,0.0024189+6.9079e-05i,0.0012335-0.00075692i,-3.5694e-06-0.0011174i,-0.00031714-0.00071324i,-9.2991e-05+0.00091548i,-0.00070088+0.0018501i,-0.0013597+0.0016873i,-0.00078146+0.001157i,4.5024e-05+2.9564e-05i,-0.00052652-0.00086138i,-0.0015431-0.00022626i,-0.0011434+0.00039306i,0.00012381-0.0001404i,-3.2483e-05-0.00045916i,-0.00032885-0.00020143i,-9.9624e-06-0.00033019i,2.3894e-05-0.00069173i,0.00048653-0.00088078i,0.00050319-0.00053938i,0.00026795-0.00010651i,5.0573e-05-0.00070104i
-0.00017291+0.0020819i,0.00069424+0.0014392i,0.0013047+0.0017709i,0.00068132+0.00055367i,-0.00020953-0.00097512i,-0.00054606-0.00078516i,-0.00055749-0.00011591i,-0.00068305+0.00061439i,-0.0005045+0.00074985i,0.00023545+0.00082659i,0.00051118+0.00030046i,0.00029464-6.027e-05i,-0.0001652+0.00080431i,-0.00044488+0.00047947i,-0.00034629-0.00079471i,-0.00025964-0.0010174i,0.00047601-0.00077438i,0.00085319-0.0011959i,0.00033981-0.0005853i,0.00032648+0.000227i,0.00066707-3.9416e-06i,0.00021177-0.00057901i,-0.00093104-0.00060036i
-0.001939+0.00098744i,-0.0018163+0.00077359i,-0.0016431+0.00078408i,-0.0011219+0.00075975i,-0.00069549+0.00018698i,-0.00028072+9.7395e-05i,-0.00049131+0.00058828i,-0.00058509+0.0012468i,0.00048682+0.0012197i,0.00075991+0.00089749i,-0.00019812+0.00030997i,-0.00048507-0.00032734i,-0.00020419+0.00013811i,0.00013105+0.00044647i,0.00023833-0.00027276i,-0.00014696-0.00070079i,-0.00041931-0.00025776i,3.7728e-05-0.0002657i,0.00086535-0.0010215i,0.00025395-0.00066174i,-0.00049763-0.0002486i,-0.00010125-0.00090345i,-0.00051234-0.00096962i
-0.0026079+0.00062693i,-0.0026356+0.00060787i,-0.0026688+9.3977e-05i,-0.0016956+0.00044842i,-0.00079259+0.0013008i,-0.00036089+0.001042i,0.00023995+1.5321e-05i,9.7052e-05+0.00014835i,-0.00029411+0.00080495i,0.00061295+0.00050897i,0.00023579+0.00099029i,-0.0004824+0.001514i,-3.7295e-05+0.0010863i,0.00017292+0.00021034i,0.00042025-0.0006287i,0.00029212-0.00078402i,-0.00027392-0.00041253i,0.00021144+0.00020077i,0.0013416+0.0003896i,0.0012538+0.00031164i,0.00088531-0.00019709i,0.00088687+0.00033684i,0.00035615+0.00023928i
0.00078427-0.0011443i,0.0023609-0.0014058i,0.0030444-0.0018288i,0.0013612-0.0020173i,-0.00029176-0.0014428i,-0.00072076-0.00074587i,-0.00046369-4.6291e-05i,-7.0103e-05+0.00049228i,-0.00035718+0.00030338i,-0.00037702+0.00012715i,1.5786e-05-2.6985e-05i,-0.00030227+0.00061946i,-0.00022866+0.001171i,0.00014987+0.00081629i,0.00087827+0.00071619i,0.00053538+0.00038166i,0.00066011-6.5886e-05i,0.00074822-0.00052632i,-0.00027808-0.00064624i,-0.00058418-0.00071309i,-0.00070348-0.00029358i,-0.00015191+0.00022003i,0.00030654+0.00079411i
-0.00043172+0.0002162i,-0.00092018+0.000141i,-0.0015548+0.00087483i,-0.0020712+4.5002e-05i,-0.0014098-0.0005201i,-4.685e-05-4.01e-05i,0.00084402+0.00071514i,0.00079596+0.0011464i,0.00089853+0.00084561i,0.00069248+7.9671e-05i,-0.00021335-0.00095689i,-7.3859e-05-0.00050178i,0.00045833+0.00054431i,0.00043238-0.000244i,0.0006649-0.00078145i,0.00066061-0.00049145i,0.00032859-0.00090863i,0.00050417-0.0011861i,0.0010407-0.00041717i,0.00066003+0.0001698i,0.00037195-0.00044321i,0.00079057-0.00089935i,0.00061059-0.0009461i
-0.0025091+0.00076986i,-0.0020912+0.00069609i,-0.0020907+0.00099663i,-0.0024695+0.0017201i,-0.0018185+0.0018203i,-0.00047214+0.0007563i,-0.00036922-0.00039105i,-0.00030225-0.00025886i,-8.344e-07+0.00067782i,6.7084e-05+0.00054388i,0.00034112-0.00010886i,0.0004743-0.00020633i,0.00041034+0.0001137i,0.00063343+2.9652e-05i,0.00053966-0.00039801i,0.00024744-0.00026366i,9.8237e-06+7.8547e-05i,5.9825e-06-0.00030812i,0.00017097-0.00057884i,0.00017383-0.0010005i,0.00034927-0.0014041i,0.00039606-0.00095274i,0.00013018-0.00058472i
0.0012688+0.0011168i,0.0015305+0.00011242i,0.0025916-0.0013774i,0.001487-0.0019408i,-0.00015754-0.0015186i,-0.00057412-0.0011333i,-0.0005781-0.00040686i,-0.0009618+0.0010808i,-0.00052573+0.0022913i,-0.00024433+0.0014559i,-0.00049028-0.00010935i,-0.00091272-0.00055841i,-0.00060721-0.00019414i,0.00055475-0.00013565i,0.0011816-0.00083457i,0.00088824-0.00079608i,0.00055682+0.00036376i,0.00029395+0.0013542i,0.00062124+0.00091137i,0.00076063-0.00010169i,0.00046251-0.00030254i,0.00044378-0.00054774i,0.00041486-0.00069865i
-0.0012137+0.001177i,0.00019411+0.00059184i,0.0022422+0.00047393i,0.0018754-0.00012808i,0.00033216-0.0015279i,6.8378e-05-0.00065556i,-0.00029167+0.00031025i,-0.00040383+0.00067543i,-0.00078376+0.0012813i,-0.001304+0.00058063i,-0.0012245-0.00084949i,-0.00045699-0.0010926i,0.00026325-0.00049002i,0.00056003+0.00039944i,0.00080192+0.00034728i,0.0007977-0.00052122i,0.0009114-0.00077387i,0.00086627-0.00068267i,0.00099767-0.00029665i,0.0011637-0.00018541i,0.00089125-0.00054594i,0.00015858-0.0010167i,-0.00030601-0.0011195i
