-0.0054491+0.00038318i,-0.0046932+0.0036773i,-0.0036071+0.0056988i,-0.0010823+0.0059584i,0.00077807+0.0049823i,0.001122+0.0037727i,0.00045012+0.0031376i,5.2072e-05+0.0030457i,-7.1805e-05+0.002694i,0.00010458+0.0013463i,0.0010277-1.7287e-05i,0.0020107-0.00037922i,0.00086526-0.00042916i,-0.00015309-0.00040269i,-0.00052784+0.00032068i,-0.00086263+0.00035911i,-0.00067084+0.00014336i,-0.00029952-4.8641e-05i,0.00024292-0.00064583i,0.00055946-0.000331i,3.9093e-06-0.00020076i,-0.00068363-0.0003906i,-0.00045699-0.0011207i
-0.062049+0.080907i,-0.089268+0.15576i,-0.04622+0.181i,0.023861+0.13847i,0.036224+0.093216i,0.022289+0.075734i,0.018465+0.057324i,0.0098207+0.033892i,0.0029381+0.030188i,0.0026389+0.035314i,0.0034921+0.036635i,0.0079097+0.029032i,0.010388+0.0080725i,0.0060206-0.012124i,1.7552e-06-0.018407i,-0.0047463-0.015622i,-0.0066447-0.01258i,-0.0038123-0.011323i,-0.0020018-0.010886i,-0.0049556-0.0093959i,-0.0081571-0.0045344i,-0.0076549+0.00056977i,-0.0033124+0.0040518i
-0.087978-0.073883i,-0.16584-0.12091i,-0.19622-0.10144i,-0.15241-0.048153i,-0.10311-0.02962i,-0.085987-0.011896i,-0.062932+0.014397i,-0.031119+0.021685i,-0.016942+0.024583i,-0.01097+0.027256i,-0.0092395+0.017435i,-0.013683+0.0083573i,-0.0085802+0.0080627i,0.0056307+0.007964i,0.012755+0.0030552i,0.011338-0.0041092i,0.0096049-0.0076282i,0.0092078-0.0071126i,0.0082766-0.0068402i,0.0054418-0.0070337i,0.00083522-0.0082412i,-0.0036446-0.0086387i,-0.0062724-0.0051268i
0.087132-0.082609i,0.14922-0.14766i,0.14649-0.15797i,0.096622-0.09843i,0.071641-0.055342i,0.050343-0.071782i,0.018045-0.065663i,0.0068825-0.024564i,0.0069408-0.0054539i,0.003232-0.0087845i,-0.0012153-0.018285i,-0.0095529-0.020522i,-0.014609-0.004524i,-0.008127+0.014293i,0.0018862+0.02044i,0.0077469+0.0189i,0.01017+0.01778i,0.0084901+0.017162i,0.0042958+0.015531i,0.0019542+0.011694i,0.0015201+0.0060728i,0.0011604+0.0017329i,7.4296e-05-0.00078667i
0.07731+0.099542i,0.13013+0.1592i,0.11999+0.13834i,0.050751+0.063058i,0.024931+0.02613i,0.065618+0.0121i,0.071038-0.014242i,0.031143-0.020068i,0.01206-0.015399i,0.011551-0.022478i,0.010222-0.021885i,0.0081321-0.014364i,0.00016104-0.0065853i,-0.010763+0.0020999i,-0.014925+0.0084192i,-0.011686+0.011435i,-0.0083921+0.011373i,-0.0072304+0.0099697i,-0.0045628+0.0094512i,-0.0011038+0.01007i,0.0029451+0.011276i,0.0051285+0.010445i,0.0051494+0.0050226i
-0.10577+0.077105i,-0.15669+0.13088i,-0.10823+0.13501i,-0.0046169+0.086397i,0.027548+0.066834i,0.015233+0.094035i,0.025156+0.076435i,0.022579+0.016127i,0.0054346-0.014224i,-0.0015912-0.012575i,-0.002401+0.0008689i,0.0034744+0.012231i,0.0061712+0.0046084i,-0.002856-0.010486i,-0.0098994-0.015128i,-0.0092449-0.011184i,-0.0072668-0.0076481i,-0.0046252-0.0055201i,-0.0046054-0.0038371i,-0.0074162-0.0010181i,-0.0069613+0.0027305i,-0.0032371+0.003507i,0.001002+0.0017351i
-0.074934-0.11628i,-0.14264-0.17006i,-0.18204-0.12282i,-0.17328-0.012628i,-0.15431+0.044285i,-0.15237+0.050625i,-0.11876+0.053926i,-0.05279+0.032436i,-0.017251+0.0010981i,-0.0134-0.0037336i,-0.013179+0.0054184i,-0.0069108+0.012628i,0.0052918+0.010067i,0.013368+0.00032148i,0.012529-0.006431i,0.006822-0.0097323i,0.0027482-0.011294i,0.0028704-0.010473i,0.006612-0.0086611i,0.009778-0.0078648i,0.0066357-0.0080104i,0.0019005-0.0073696i,-4.4746e-05-0.0044207i
0.13155-0.071024i,0.20447-0.14557i,0.18547-0.19526i,0.10017-0.19512i,0.033404-0.17932i,-0.013527-0.15979i,-0.043099-0.10252i,-0.029093-0.034452i,-0.0050194-0.0041722i,-0.00089482+0.0032391i,-0.00091224+0.0022961i,-0.0031828-0.0037073i,-0.0054401+0.00055351i,0.00015864+0.0088401i,0.006179+0.0083356i,0.0090734+0.0043033i,0.010069+0.0027075i,0.0077457+0.0010031i,0.002767-0.0024671i,-0.0018653-0.005122i,-0.0042954-0.0066349i,-0.0052178-0.0076382i,-0.0058071-0.006636i
0.061363+0.14614i,0.12071+0.2418i,0.14581+0.24533i,0.12064+0.16712i,0.10906+0.078979i,0.13116+0.0024011i,0.10688-0.034929i,0.043876-0.0099911i,0.013384+0.023425i,0.010277+0.022555i,0.012123+0.0050791i,0.0097839-0.011985i,0.0006092-0.015156i,-0.0058258-0.0056497i,-0.0067444+0.0035217i,-0.0057267+0.011421i,-0.0034653+0.014944i,-0.00103+0.009638i,0.00094469+0.0025135i,0.0032466-0.0001351i,0.004466+0.00095202i,0.0030597+0.0040673i,0.0017125+0.0054352i
-0.15734+0.046534i,-0.25499+0.083879i,-0.24251+0.074244i,-0.13969+0.020655i,-0.043458+0.017619i,0.023488+0.057053i,0.055605+0.045378i,0.027761+0.010606i,-0.0081925+0.010416i,-0.0069998+0.014621i,0.0016026+0.0075949i,0.0038716+0.003479i,0.0016906-0.0028591i,-0.0055394-0.0094174i,-0.010151-0.0097601i,-0.010912-0.0057498i,-0.0092155-0.00064027i,-0.0071987+0.0028685i,-0.0067506+0.0048862i,-0.0075351+0.0061433i,-0.0082651+0.0059554i,-0.0059176+0.0042522i,-0.0032598+0.0019497i
-0.030197-0.16558i,-0.058642-0.25176i,-0.055167-0.19164i,-0.014902-0.035151i,-0.012044+0.054068i,-0.052518+0.076644i,-0.050015+0.075385i,-0.014137+0.033728i,-0.0069588-0.0067136i,-0.012701-0.01181i,-0.012801-0.0025702i,-0.011583+0.008453i,-0.0047732+0.011142i,0.0019205+0.0038108i,0.0040992-0.00096658i,0.0034329-0.0048897i,0.00038966-0.0082412i,-0.00068331-0.0043917i,0.0029598+0.0012133i,0.0060847+0.0034709i,0.0084673+0.0042712i,0.011739+0.0040064i,0.01073+0.002919i
0.16933-0.014975i,0.25152-0.0518i,0.18001-0.093154i,0.01067-0.095512i,-0.081139-0.068732i,-0.098864-0.05397i,-0.097035-0.033386i,-0.054364-0.010846i,-0.0078821-0.015145i,-0.0013373-0.021106i,-0.010517-0.011615i,-0.014004+0.00052329i,-0.012191+0.012331i,-0.0064904+0.019658i,0.0024373+0.016934i,0.010032+0.0060831i,0.010732-0.0035307i,0.0042286-0.0060138i,-0.0027778-0.00288i,-0.0062767+0.00063488i,-0.0079829+0.00047979i,-0.0080518-0.001852i,-0.0069198-0.0055355i
-0.00014205+0.17797i,0.0447+0.27836i,0.11727+0.24417i,0.15261+0.1116i,0.12553+0.017061i,0.0927-0.02984i,0.059853-0.048584i,0.027782-0.02813i,0.02322-0.0091023i,0.016387-0.010199i,0.0027377-0.010059i,0.0007813-0.0093481i,-0.0036321-0.0087884i,-0.01143-0.0014088i,-0.010624+0.0059418i,-0.0036138+0.012168i,0.004587+0.013711i,0.0097892+0.0047884i,0.010277-0.0046994i,0.0091781-0.0076656i,0.0061019-0.0078617i,0.0013326-0.0058498i,0.0003082-0.0014924i
-0.18788-0.01761i,-0.3123+0.0069144i,-0.31936+0.061208i,-0.22096+0.081168i,-0.11645+0.052187i,-0.025187+0.03948i,0.034229+0.030494i,0.031097+0.011099i,0.010885+0.0087127i,0.011107+0.0070904i,0.01445-0.00057696i,0.015805-0.005523i,0.014408-0.012859i,0.0076314-0.019719i,-0.0027534-0.01773i,-0.012383-0.0050286i,-0.011987+0.0084415i,-0.0037667+0.011914i,0.00015845+0.0073608i,-0.0036841+0.0015329i,-0.0084309-0.0023505i,-0.0092817-0.0035638i,-0.0072385-0.0021403i
0.045436-0.19116i,0.051353-0.31482i,0.033326-0.32421i,0.034477-0.22681i,0.04329-0.12781i,0.01435-0.059271i,0.0031766-0.0090158i,0.015205+0.0019257i,0.0028626-0.0024112i,-0.0014522+0.0081706i,0.0090981+0.012233i,0.0089164+0.0087883i,0.01017+0.0055564i,0.013036-0.0034568i,0.0070677-0.010891i,-0.0037368-0.012133i,-0.010675-0.0086584i,-0.0097584-0.00080881i,-0.003601+0.0067393i,0.0057246+0.009722i,0.012298+0.007445i,0.013529+0.0047921i,0.010028+0.004206i
0.18569+0.072537i,0.29424+0.096317i,0.2639+0.09299i,0.12672+0.096399i,0.035721+0.091185i,0.0060296+0.046155i,-0.02795+0.013985i,-0.040919+0.020056i,-0.028778+0.020344i,-0.02149+0.016559i,-0.013386+0.016871i,-0.01083+0.012147i,-0.011354+0.014221i,-0.00081632+0.018982i,0.010596+0.012059i,0.013203-0.0034982i,0.0089789-0.014612i,-1.4627e-05-0.013348i,-0.0085242-0.0064523i,-0.01165+0.0003501i,-0.0088664+0.0050388i,-0.0055407+0.0056509i,-0.0047275+0.0027525i
-0.090884+0.17324i,-0.1142+0.26768i,-0.066098+0.21001i,-0.0085065+0.054593i,0.0044051-0.015003i,-0.001311-0.0066291i,-0.020142-0.016843i,-0.045799-0.022058i,-0.043948-0.0061777i,-0.033019-0.003024i,-0.028607-0.0036872i,-0.020153-0.0018757i,-0.018685+0.0015558i,-0.019769+0.012828i,-0.0076862+0.020908i,0.010292+0.016513i,0.01915+0.0040553i,0.016964-0.0069977i,0.012647-0.010921i,0.0092695-0.0086417i,0.0042957-0.0048211i,-0.00039731-0.0042738i,-0.0025094-0.0043061i
-0.1623-0.11111i,-0.26054-0.12529i,-0.23468-0.02982i,-0.11633+0.089325i,-0.039151+0.11772i,-0.011429+0.086342i,0.015721+0.048736i,0.024911+0.011929i,0.015297-0.0080926i,0.0070801-0.019276i,-0.00078786-0.022752i,0.00087457-0.013784i,0.0038433-0.014031i,-0.0065888-0.016689i,-0.013582-0.0053935i,-0.009947+0.011131i,-0.0031841+0.019628i,0.0046936+0.014529i,0.0076076+0.0031865i,0.002731-0.0065673i,-0.0036767-0.0099194i,-0.0037563-0.0083323i,0.00071109-0.0067615i
0.13259-0.15571i,0.15627-0.27424i,0.06014-0.30099i,-0.069687-0.23817i,-0.1212-0.1661i,-0.092164-0.08728i,-0.019429-0.016581i,0.039684+0.00061265i,0.050895-0.010271i,0.041302-0.0094756i,0.028353-0.0057616i,0.013333+0.00062585i,0.0083587+0.0022623i,0.0036074-0.008516i,-0.011162-0.013048i,-0.023601-0.0057441i,-0.02416+0.005686i,-0.016296+0.016329i,-0.0052591+0.021779i,0.003844+0.021196i,0.0089659+0.015847i,0.0086163+0.010389i,0.0063063+0.0085786i
0.13881+0.15158i,0.25664+0.21265i,0.2979+0.15965i,0.24587+0.061624i,0.17639+0.0018337i,0.10812-0.035386i,0.054851-0.024806i,0.047697+0.010627i,0.049923+0.015457i,0.031415+0.013655i,0.013873+0.014302i,0.0014461+0.0058799i,-0.0033871+0.0030426i,0.0045231-0.00034008i,0.0073065-0.01115i,0.00015426-0.01803i,-0.0064827-0.018281i,-0.012237-0.012969i,-0.018326-0.0080056i,-0.018969-0.0057074i,-0.011976-0.0028907i,-0.0046889-0.00068679i,-0.0022179+0.00061298i
-0.1742+0.12336i,-0.25409+0.21678i,-0.22812+0.23078i,-0.14629+0.14986i,-0.075992+0.074815i,-0.022024+0.03813i,-0.024114+0.0019028i,-0.054475-0.0033124i,-0.047787+0.012388i,-0.028269+0.0083413i,-0.019099+0.0020559i,-0.0096562-0.0012339i,-0.0046301+0.0011253i,0.0036399+0.012806i,0.018754+0.012166i,0.026713-0.0013964i,0.023794-0.010633i,0.01705-0.012335i,0.012975-0.0074252i,0.01166+0.00081581i,0.006768+0.00388i,-0.0016976+0.00091299i,-0.0072045+5.6007e-05i
-0.095292-0.19259i,-0.16438-0.27696i,-0.13796-0.22597i,-0.013465-0.10413i,0.058394-0.029348i,0.037034-0.00046104i,-0.0010554-0.011767i,-0.04009-0.039971i,-0.059081-0.034022i,-0.038563-0.01755i,-0.013682-0.012497i,-0.00064345-0.0057811i,0.0028904-0.00013214i,0.0003754+0.0066859i,0.003863+0.017572i,0.012048+0.023161i,0.017631+0.018806i,0.017937+0.0064961i,0.01135-0.0074682i,0.0011677-0.017194i,-0.0035275-0.022042i,-0.0010526-0.020861i,0.0012786-0.016071i
0.20031-0.063362i,0.27794-0.11481i,0.17856-0.10423i,-0.0064182-0.004008i,-0.077875+0.084497i,-0.056462+0.083112i,-0.028691+0.049906i,-0.010267+0.021901i,-0.010154+0.0033445i,-0.0092869+0.004827i,0.0014771+0.012305i,0.0053341+0.015715i,0.0017132+0.010977i,-0.0085473+0.001596i,-0.021464+0.0020393i,-0.025192+0.0095936i,-0.021594+0.014858i,-0.013444+0.017915i,-0.00090684+0.020548i,0.010677+0.022629i,0.013531+0.024684i,0.010069+0.023534i,0.0081236+0.016052i
0.039424+0.2031i,0.095203+0.26795i,0.13442+0.16232i,0.099093-0.024689i,0.014227-0.10218i,-0.022795-0.059398i,0.0036438-0.00015114i,0.039306+0.024214i,0.037537+0.014779i,0.00677+0.0090853i,-0.012085+0.015013i,-0.014978+0.012255i,-0.014059+0.0010931i,-0.015884-0.012119i,-0.021384-0.019604i,-0.021945-0.0178i,-0.018567-0.012542i,-0.017901-0.0085375i,-0.020898-0.0078264i,-0.025329-0.0093153i,-0.024079-0.0095943i,-0.01649-0.0074704i,-0.0076052-0.0043658i
-0.20506+0.015922i,-0.28374+0.079617i,-0.2128+0.15773i,-0.074866+0.16995i,-0.0080873+0.10275i,0.0047167+0.038678i,0.018519+0.023752i,0.031215+0.03228i,0.035774+0.026064i,0.018772+0.0013678i,-0.0045662-0.013845i,-0.0094998-0.014195i,-0.0036559-0.010407i,0.0064111-0.0086152i,0.015065-0.013038i,0.017085-0.018101i,0.015938-0.018411i,0.013616-0.012255i,0.013995-0.0026884i,0.014504+0.0058381i,0.012827+0.010303i,0.010342+0.0079877i,0.0058458+0.004335i
0.013009-0.2073i,-0.041904-0.30226i,-0.12436-0.27975i,-0.13847-0.19778i,-0.071487-0.14699i,-0.027446-0.11782i,-0.025883-0.085372i,-0.028156-0.054069i,-0.01281-0.023857i,0.012345-0.015021i,0.016597-0.023607i,0.010596-0.018375i,0.0095079-0.0030708i,0.01022+0.013114i,0.017997+0.023726i,0.026362+0.021868i,0.024991+0.013744i,0.018682+0.0060673i,0.010662-0.00085241i,0.0035259-0.011287i,-0.0012408-0.020936i,-0.0042326-0.021067i,-0.0048307-0.015444i
0.20206+0.036092i,0.30554+0.0017817i,0.29911-0.042293i,0.23025-0.014494i,0.17553+0.034845i,0.12883+0.018311i,0.059666-0.02018i,0.0083204-0.027262i,-0.00127-0.014369i,0.01091+0.0039859i,0.022079+0.010887i,0.016886+0.0080681i,0.0053399+0.0083696i,-0.0030043+0.011072i,-0.011843+0.014685i,-0.01882+0.018258i,-0.018008+0.019336i,-0.0089923+0.015344i,0.0018237+0.013297i,0.012837+0.019056i,0.021899+0.023247i,0.021833+0.020294i,0.017012+0.014678i
-0.07979+0.19637i,-0.072002+0.29914i,-0.041412+0.25968i,-0.067088+0.14046i,-0.10397+0.096032i,-0.073122+0.10898i,-0.025997+0.08338i,-0.017653+0.036199i,-0.020836+0.013269i,-0.01799+0.014152i,-0.010952+0.020611i,-0.005795+0.016333i,-0.007509+0.0067009i,-0.010549-0.0047925i,-0.016159-0.013513i,-0.021924-0.012487i,-0.020583-0.0072547i,-0.017242-0.005181i,-0.018999-0.007652i,-0.027221-0.0080031i,-0.034199-0.004311i,-0.032591-0.00080644i,-0.024826+0.0015753i
-0.17298-0.11731i,-0.24835-0.12425i,-0.17685-0.059643i,-0.0288-0.0096382i,0.024561+0.0031885i,-0.0052753+0.033185i,-0.00083214+0.055411i,0.020263+0.03061i,0.0064032-0.0035094i,-0.015967-0.012909i,-0.019596-0.0084197i,-0.010303-0.0057953i,-0.0021102-0.0080021i,0.0021789-0.012605i,0.0068913-0.017627i,0.010729-0.020128i,0.010852-0.01996i,0.0053259-0.015403i,0.0012426-0.0089267i,0.0040179-0.0067159i,0.0071871-0.0079169i,0.0090808-0.0094758i,0.0084698-0.01073i
0.13965-0.13726i,0.14006-0.1889i,0.023524-0.10874i,-0.093692+0.020848i,-0.11287+0.05019i,-0.073699+0.012477i,-0.034548-0.0013491i,-0.011102+0.0055071i,-0.0052808+0.0019075i,-0.0089497-0.0086958i,-0.011381-0.0092252i,-0.0070867-0.0027793i,-0.00049265+0.00057156i,0.0034785+0.0068294i,0.013138+0.014005i,0.024343+0.011728i,0.026828+0.0069459i,0.023673+0.0059695i,0.018198+0.0031163i,0.010762-0.0031567i,0.0035188-0.0087058i,-0.0026-0.010004i,-0.0058309-0.0075852i
0.10332+0.14847i,0.15307+0.13602i,0.11287-0.027158i,0.043186-0.18379i,0.033832-0.21049i,0.034672-0.18337i,0.001155-0.13555i,-0.022433-0.064755i,-0.017554-0.013106i,-0.010456+0.0037376i,-0.013119+0.004019i,-0.015907+0.004572i,-0.013461+0.0059974i,-0.01604+0.0079584i,-0.022709+0.015702i,-0.020584+0.020577i,-0.013921+0.016565i,-0.0089585+0.011912i,-0.0025863+0.013743i,0.0077312+0.017622i,0.018166+0.016033i,0.021041+0.011461i,0.01846+0.006949i
-0.15747+0.081713i,-0.15016+0.14722i,-0.0044212+0.16154i,0.10895+0.13137i,0.087845+0.094636i,0.037285+0.047629i,0.0013+0.0059956i,-0.016296+0.0070862i,-0.0049401+0.02278i,0.0030988+0.017181i,-0.00067309+0.0061859i,-0.0018701+0.0021953i,3.2914e-05-0.0010396i,-0.0013301-0.0086115i,-0.0097202-0.016985i,-0.019195-0.013445i,-0.021083-0.0011842i,-0.012687+0.0037462i,-0.0041883-0.00090933i,-0.0066024-0.00094478i,-0.013707+0.0084293i,-0.017106+0.015487i,-0.014473+0.018115i
-0.058532-0.18302i,-0.13634-0.2226i,-0.17196-0.1332i,-0.13593-0.044523i,-0.092384-0.027174i,-0.070001+0.0094041i,-0.031516+0.04545i,0.0037992+0.031926i,0.016491+0.0092508i,0.02395-0.001764i,0.024141-0.0073916i,0.016082-0.0044643i,0.010727+0.0034195i,0.013584+0.006811i,0.016998+0.0019164i,0.011897-0.0048312i,0.0014624-0.0078846i,-0.0075911-0.0080968i,-0.0094855-0.0060656i,-0.0083737-0.004785i,-0.0083455-0.0051371i,-0.0044684-0.0033314i,-0.00087023-0.0041318i
0.2077-0.020338i,0.29631-0.050073i,0.25723-0.033759i,0.17258+0.05497i,0.14172+0.13442i,0.12872+0.14279i,0.11231+0.10621i,0.096899+0.043313i,0.065232-0.0051606i,0.038315-0.0079044i,0.03227-0.0021707i,0.021495-0.0065015i,0.0027347-0.0046023i,-0.0017455+0.0019475i,0.0077454+0.0065236i,0.020175+0.0074058i,0.028958+0.0037171i,0.028893-0.0033109i,0.020942-0.0081485i,0.014794-0.0092721i,0.012637-0.010599i,0.0081111-0.012506i,0.0029074-0.011823i
-0.041327+0.21489i,-0.080674+0.31165i,-0.15672+0.25388i,-0.22824+0.12305i,-0.19214+0.060708i,-0.070273+0.044281i,0.010846+0.017867i,0.017852-0.0098921i,-0.0034207-0.01956i,-0.019652-0.010469i,-0.022005+0.0043903i,-0.016326+0.0089824i,-0.014188+0.0042224i,-0.016781+0.0062769i,-0.014758+0.01347i,-0.0086231+0.012775i,-0.0034065+0.0061336i,-0.0012536+0.0060125i,-0.0020058+0.013309i,-0.00015975+0.01825i,0.0031025+0.017036i,0.0044048+0.011113i,0.0047893+0.0047169i
-0.18974-0.098163i,-0.23738-0.17855i,-0.11201-0.25075i,0.055445-0.27997i,0.07263-0.24679i,0.0067584-0.17947i,-0.039036-0.1249i,-0.063222-0.073222i,-0.058071-0.027575i,-0.040156-0.0082023i,-0.029299-0.0012511i,-0.013918-0.00089789i,-0.00056323-0.010299i,-0.0019426-0.019554i,-0.010012-0.023766i,-0.014171-0.020438i,-0.010406-0.011542i,-0.0028088-0.0066578i,0.00055442-0.0086242i,-0.0024337-0.01472i,-0.0044937-0.020499i,-0.0043074-0.020126i,-0.0041574-0.011461i
0.10767-0.15815i,0.14356-0.1716i,0.11326-0.036642i,0.032093+0.089612i,-0.065062+0.051297i,-0.15142-0.042898i,-0.17228-0.052731i,-0.12723-0.0048121i,-0.068372+0.024965i,-0.03116+0.02213i,-0.016111+0.016025i,-0.00089392+0.021889i,0.018737+0.023591i,0.02722+0.017024i,0.022606+0.012578i,0.0086504+0.010929i,-0.010116+0.012002i,-0.018312+0.013366i,-0.010274+0.010579i,-0.0018454+0.0080878i,-0.0015072+0.011272i,-0.002592+0.017712i,-0.00051971+0.015566i
0.16429+0.10582i,0.22904+0.092928i,0.17482-0.017976i,0.079969-0.10618i,0.05751-0.081768i,0.040022-0.021226i,0.0025792+0.019618i,0.001015+0.034038i,0.010628+0.023985i,0.0096417+0.010564i,0.0073959-0.0022375i,-0.00045281-0.0096553i,-0.0092488-0.0031252i,-0.012109+0.005962i,-0.01056+0.0099731i,-0.0034665+0.010495i,0.0048317+0.0048676i,0.0034713-0.0054998i,-0.0047133-0.012168i,-0.010164-0.014543i,-0.0089927-0.017199i,-0.0050653-0.020676i,-0.0038603-0.019633i
-0.13442+0.18043i,-0.15679+0.33508i,-0.069898+0.44637i,0.039826+0.4538i,0.086832+0.38923i,0.13528+0.30947i,0.17151+0.20014i,0.13933+0.084929i,0.077035+0.017459i,0.02905-0.0078779i,0.00243-0.014741i,-0.012272-0.016517i,-0.019753-0.013444i,-0.017124-0.0060943i,-0.0081219+0.00030313i,0.0010921+0.0042881i,0.0076715+0.0068297i,0.012146+0.011903i,0.013819+0.01869i,0.014305+0.027728i,0.013854+0.037882i,0.01081+0.04007i,0.0087291+0.030565i
-0.16984-0.19223i,-0.3354-0.30475i,-0.44953-0.35045i,-0.40635-0.30946i,-0.21182-0.21006i,-7.1859e-05-0.11841i,0.09729-0.074361i,0.07561-0.05823i,0.038533-0.041341i,0.028425-0.032783i,0.015294-0.035391i,-0.0049585-0.030907i,-0.01795-0.021451i,-0.02148-0.017861i,-0.017022-0.018881i,-0.0071772-0.023036i,0.0013177-0.028267i,0.0021419-0.02515i,-0.0046059-0.013959i,-0.013191-0.0090575i,-0.019449-0.019097i,-0.01961-0.02826i,-0.015871-0.022806i
0.23182-0.11266i,0.40246-0.20849i,0.48349-0.2389i,0.41393-0.18942i,0.241-0.1491i,0.064123-0.15122i,-0.025035-0.13088i,-0.02642-0.077376i,-0.0061835-0.029871i,0.0055993+0.0048372i,0.015625+0.029605i,0.026767+0.035475i,0.027818+0.025004i,0.022645+0.015716i,0.020162+0.010712i,0.014355+0.010984i,0.0075512+0.016761i,0.0079181+0.015582i,0.018711+0.007062i,0.033414+0.00017999i,0.038387+0.0038024i,0.02986+0.014584i,0.017854+0.01752i
0.048954+0.21671i,0.053076+0.30713i,-0.024616+0.26875i,-0.15524+0.12048i,-0.25466-0.012941i,-0.27626-0.054201i,-0.23407-0.0167i,-0.14497+0.03402i,-0.060308+0.042551i,-0.025213+0.029092i,-0.012899+0.025977i,-0.00072218+0.02319i,0.0050548+0.015283i,0.0019443+0.010074i,-0.0081793+0.010606i,-0.016927+0.013885i,-0.020088+0.012793i,-0.018831+0.0071385i,-0.02136+0.0022567i,-0.030298+0.0021896i,-0.033484+0.0017405i,-0.023938-0.0065757i,-0.012202-0.013679i
-0.1743+0.038833i,-0.16384+0.10853i,0.010678+0.12674i,0.18081+0.090708i,0.16713+0.11195i,0.039232+0.18741i,-0.025416+0.18961i,-0.023952+0.10929i,-0.02588+0.041467i,-0.028641+0.019904i,-0.018257+0.010956i,-0.0048921+0.0032379i,0.0023088+0.0011635i,0.0015406-0.00080881i,0.00050444-0.0017i,0.0041249+0.0019952i,0.010034+0.0097432i,0.014738+0.013853i,0.017062+0.0054848i,0.019337-0.0079327i,0.020529-0.011862i,0.015958-0.0026556i,0.0096527+0.0074294i
-0.057293-0.16702i,-0.2335-0.16405i,-0.4156+0.046383i,-0.39204+0.29606i,-0.16925+0.326i,0.026329+0.197i,0.085622+0.093225i,0.061116+0.031638i,0.015583-0.0040732i,-0.0085981-0.020964i,-0.016271-0.029378i,-0.023719-0.021591i,-0.020621-0.0056481i,-0.0065728+0.00081515i,0.0049832-0.004999i,0.005338-0.01681i,-0.0020375-0.024351i,-0.010731-0.017602i,-0.018167+0.0008505i,-0.023287+0.016652i,-0.021976+0.0178i,-0.013017+0.0048706i,-0.0053464-0.0066539i
0.21445-0.048213i,0.34694-0.25495i,0.36318-0.50868i,0.26989-0.57358i,0.22139-0.42933i,0.26201-0.28891i,0.21793-0.2353i,0.081715-0.17392i,0.005359-0.081623i,0.00037932-0.022551i,0.0022572-0.0059178i,-0.0055631-0.004363i,-0.015871-0.0018543i,-0.020166+0.0067057i,-0.012891+0.014782i,0.0042601+0.010115i,0.016822-0.0066671i,0.016832-0.021555i,0.015128-0.028709i,0.020759-0.034574i,0.020114-0.039136i,0.0066322-0.02908i,-0.0030654-0.011313i
-0.02595+0.23262i,0.065473+0.42576i,0.1479+0.49494i,0.10882+0.35951i,-0.0044787+0.12361i,-0.086107-0.068644i,-0.081631-0.12839i,-0.035557-0.074877i,0.00042644-0.025776i,0.0034191-0.016331i,-0.0036187-0.006747i,0.0083623+0.00095312i,0.019503-0.0086827i,0.011832-0.019008i,-0.0039181-0.011465i,-0.017418+0.0087391i,-0.022621+0.022427i,-0.017431+0.023234i,-0.0097968+0.02454i,-0.0086624+0.038899i,-0.0060314+0.053566i,0.0051096+0.041112i,0.011131+0.012055i
-0.17564-0.092302i,-0.31798-0.13168i,-0.3541-0.1978i,-0.30861-0.28258i,-0.30207-0.24002i,-0.28563-0.054435i,-0.18856+0.088603i,-0.073858+0.10516i,-0.0037412+0.063892i,0.021409+0.021851i,0.017139-0.003942i,0.0054381-0.013752i,-0.0055583-0.011729i,-0.017297-0.0037322i,-0.025176+0.001697i,-0.023394+0.0056453i,-0.012368+0.013266i,-0.0017435+0.015554i,0.0015189+0.00048834i,-0.0072144-0.025439i,-0.02363-0.038224i,-0.032747-0.024188i,-0.028137-0.0016507i
0.07174-0.10095i,0.058099-0.088836i,0.057296+0.099562i,0.12159+0.32247i,0.11837+0.37588i,0.006244+0.33913i,-0.027538+0.29193i,0.033222+0.17482i,0.045249+0.05723i,0.027078+0.017701i,0.025289+0.005239i,0.016169-0.0020516i,0.011913-0.0011213i,0.024179-0.0092886i,0.035996-0.022373i,0.032343-0.025011i,0.018631-0.010243i,0.01228+0.012113i,0.011394+0.030223i,0.02022+0.045196i,0.040478+0.049926i,0.051227+0.035448i,0.043926+0.015633i
0.10429+0.039067i,0.15148-0.083502i,0.039085-0.23318i,-0.10184-0.19165i,0.0053239-0.033064i,0.21023+0.0058055i,0.20558-0.032317i,0.084135-0.017997i,0.026216+0.010084i,0.0077242+0.015409i,-0.013999+0.015913i,-0.033762+0.017251i,-0.042198+0.023929i,-0.034724+0.034607i,-0.01896+0.035422i,-0.0018516+0.015616i,0.010219-0.017072i,0.0064953-0.038283i,-0.0058881-0.038486i,-0.017319-0.037164i,-0.031763-0.040287i,-0.045635-0.03024i,-0.046413-0.0072641i
