-0.0054491+0.00038318i,-0.0046932+0.0036773i,-0.0036071+0.0056988i,-0.0010823+0.0059584i,0.00077807+0.0049823i,0.001122+0.0037727i,0.00045012+0.0031376i,5.2072e-05+0.0030457i,-7.1805e-05+0.002694i,0.00010458+0.0013463i,0.0010277-1.7287e-05i,0.0020107-0.00037922i,0.00086526-0.00042916i,-0.00015309-0.00040269i,-0.00052784+0.00032068i,-0.00086263+0.00035911i,-0.00067084+0.00014336i,-0.00029952-4.8641e-05i,0.00024292-0.00064583i,0.00055946-0.000331i,3.9093e-06-0.00020076i,-0.00068363-0.0003906i,-0.00045699-0.0011207i
-0.0013369+0.00054538i,-0.0017087-0.00016624i,-0.0010612+0.00012868i,0.00043084+0.001319i,0.0011292+0.0015208i,0.00077967+0.00049903i,0.00046314-6.1985e-05i,-8.5424e-05+0.00017914i,2.5228e-06+2.0259e-05i,0.00044027-0.00017238i,0.00018719-0.00049625i,0.0005662-0.00035103i,0.0012527-7.5059e-05i,0.00024016-1.1273e-05i,-0.00026213-0.00061265i,0.00056698-0.0009181i,0.00039108-0.00040133i,0.00039708-3.6432e-05i,0.00016835-0.00067209i,-0.0003448-0.0010926i,-0.00023059-0.00042118i,-2.6888e-05+0.00021683i,-0.000462+0.0003841i
0.001723+0.00071411i,0.0016172+0.00010933i,0.0022016-0.0011653i,0.0022773-0.0019306i,0.0011466-0.0019977i,-0.00034929-0.001579i,-0.00054782-0.0004673i,0.00014312+0.00056529i,0.00045301+0.0015779i,0.00012276+0.0013773i,0.00018551+0.00051823i,-1.1819e-05+0.00068918i,-0.00031928+0.00077428i,-0.00027404+0.0005292i,0.00010724+0.00069009i,0.0004455+0.00082744i,0.00039639+0.0004369i,-3.939e-05+0.00012265i,0.00033039-7.9829e-05i,0.00073575-0.00069138i,0.00087978-0.0011792i,0.00048147-0.0010185i,6.9586e-05-0.00065813i
-0.00078191+0.0018741i,0.0010559+0.0022621i,0.0022149+0.0028181i,0.0022214+0.0025336i,0.0030292+0.0012228i,0.0032535-0.00049722i,0.0017407-0.0013478i,8.3688e-05-0.00099736i,-9.049e-05+1.8089e-05i,0.00073014+0.0011356i,0.001323+0.00099531i,0.00062967-0.00020672i,-0.00023005-0.00067448i,-0.00074764-0.00014092i,-0.00095184+0.00034727i,-0.00029524+0.00038404i,0.00032313+0.00021822i,0.00029116-0.00035423i,-0.00014189-0.00047831i,0.00037791+0.00040968i,0.0011384+0.001135i,0.00042709+0.00031822i,-0.00019591-0.00051518i
-0.00037541+0.00060909i,0.00014585+0.0012422i,0.0011225+0.0015709i,0.0013553+0.0016088i,0.0010091+0.00098016i,0.0009284-8.3418e-05i,0.00039484-0.00050381i,-0.00050141-3.2031e-05i,-0.00024195+0.00043961i,0.0006915+0.00050819i,0.00066363+0.00022252i,0.00031132-0.00031879i,0.00031367-0.00026407i,0.00085949+1.266e-05i,0.0005176-0.00037656i,5.3761e-05-0.0012386i,0.00023484-0.001781i,-1.6598e-06-0.0014027i,-0.00038303-0.00050517i,-0.0007381-0.00020176i,-0.00095486+0.00021459i,-0.00016872+0.00080673i,0.00027415-0.00023005i
0.00046722+0.00035034i,-0.00023254+0.00011946i,0.000187-0.00037091i,0.0017381-0.00051118i,0.0020159+0.00073024i,0.0015506+0.00098493i,0.00051956+5.7495e-06i,-0.00059537-0.00051458i,-0.00083127-0.0001032i,-0.00012707+0.00079853i,0.00099187+0.0010693i,0.0017127+0.0003137i,0.00065156-0.00044144i,-0.00015623-0.00016662i,0.00034725+0.00031603i,0.0012112-0.00062958i,0.0012109-0.0009037i,0.00063584-0.00024138i,0.00043045-7.1322e-05i,7.1722e-05-0.00018373i,-0.00054394-0.00015157i,-0.00076593-1.4111e-05i,-0.00049184-0.00011288i
-0.00053249+0.0010953i,-0.00056651+0.0012784i,0.00016889+0.00027587i,0.0013018+8.8288e-05i,0.0024623+0.00052483i,0.0024652+2.712e-05i,0.0009413-0.00070202i,-0.00021532-0.00085302i,-0.00041811-0.0004523i,-7.8126e-05-0.00041731i,0.00056146-0.00044073i,0.00014444+0.0001396i,-0.00059243+0.0008957i,-0.0013223+0.00086351i,-0.00087805+0.00037642i,0.000267+0.00057439i,0.00082975+0.00096335i,0.00062855+0.00062098i,0.00058223-0.00018152i,0.00033346-0.00029668i,-0.00030469+0.00050333i,-0.00053514+0.0010105i,-0.00075507+0.00097663i
-0.002042-9.4743e-05i,-0.0018704+0.0017932i,-0.0025625+0.0031497i,-0.0020424+0.004076i,-0.00033748+0.0041902i,0.00078995+0.0023941i,0.00071035+0.00076837i,0.0004447+5.0103e-05i,6.4349e-05-0.00072613i,0.00025562-0.00054825i,0.00024865+0.00042116i,0.00026954+0.00056228i,0.00072868+0.00070124i,0.00086325+0.00024172i,0.00063977-9.8862e-05i,-0.00042307-0.0001137i,-0.0010411-0.00056181i,2.1629e-05-0.00074274i,0.00068331-0.00086051i,5.238e-05-0.0010813i,-0.00052496-0.00097159i,-0.00041225-0.00065128i,-0.00088469+0.00033638i
-4.9969e-05-0.00021413i,-0.00033875-0.0014867i,-0.0004098-0.0019374i,0.00038568-0.0010408i,0.0018485-0.00016764i,0.0013311+0.00054369i,0.00031014+1.1701e-05i,7.7323e-05-1.0553e-05i,-0.0001335+0.0008396i,0.0007792+0.0012928i,0.00066831+0.00091172i,0.00015478+4.0105e-05i,0.00091275-8.5081e-05i,0.0010716+0.00074354i,0.00071698+0.00081462i,0.00064543+2.3293e-05i,0.00040321-0.0001602i,-0.00032927-0.00046566i,-0.00061262-0.0001752i,-0.00046246+0.00056753i,-0.00013373+0.00056864i,8.1615e-05+0.00019573i,-0.00013863-0.00063304i
-0.0012447-0.0011145i,6.5653e-05+0.00096607i,0.0012873+0.0026907i,0.00084646+0.0038522i,0.00024061+0.0029698i,0.00078851+0.0017928i,0.0011031+0.00076553i,0.00056102-0.00083976i,0.00050786-0.0005156i,0.00034748+0.00094152i,-0.00020971+0.00084806i,-0.00033008-0.00011151i,-0.00020169-0.00031859i,-8.0194e-05-0.00019543i,5.2911e-05-0.00041618i,-0.00021291-0.00047553i,0.00074844-0.00042132i,0.0012954-0.00076104i,0.00062952-0.00023646i,6.8814e-06+0.0004268i,-0.00050217+0.00071842i,-0.00029269-9.0684e-05i,-4.1839e-05-0.00048469i
0.0018821+4.7732e-05i,0.0014069-0.00054356i,0.0017093-0.0010323i,0.0013738-0.0021148i,5.2754e-05-0.0023516i,-0.00039029-0.0012829i,0.00011668-0.00021322i,0.00065088+0.00022032i,0.0012015-7.6165e-05i,0.00092427-0.00044232i,0.00036441-0.0006836i,0.00054064-0.00088225i,0.00051023-0.00030823i,0.00073573+0.00056002i,0.0010562+0.00075902i,0.00081754+0.00027878i,0.00011161+0.00041826i,3.0749e-05+0.00070682i,0.00013327+0.00058069i,-0.00041173+0.00021753i,-0.00075091-7.9165e-06i,-0.00050499+0.00015024i,0.00026435+0.00019166i
0.001994+0.00015894i,0.00097958+0.00065107i,0.0009227+0.00072615i,0.00074684+0.00096488i,0.00018809+0.0010572i,-0.00049437+8.4945e-05i,-0.0010507-0.00085015i,-0.0012353-0.00085297i,-0.0015635-0.00076947i,-0.0017432-0.0004504i,-0.0013165+0.00032393i,-0.00018704+0.00061629i,0.00065041+0.00019302i,0.00049031+0.00015519i,0.00014776+0.00028506i,0.00040752+0.00012426i,0.00072418+0.0004562i,0.00034417+0.00037663i,0.00040096+0.00021731i,0.0004156+0.00056127i,0.00056385-0.00027124i,0.00044204-0.0013895i,-8.7048e-06-0.0010714i
-0.00068035-0.0002737i,-0.00035477-0.00014448i,-0.00036085+0.00015219i,3.8822e-05+0.00043595i,0.00053156+0.0007742i,0.001236+0.00097394i,0.00064508+0.00029391i,-2.3378e-05-0.00033813i,8.3224e-05-0.00049655i,-0.0003552+0.00027065i,3.2776e-05+0.00059687i,0.00042726+0.00017184i,0.00045922+0.00024126i,0.0010151-0.00020492i,0.00090428-0.00029094i,-0.00028247-0.00014805i,-0.00074742-0.00054775i,-0.00034297-0.0005085i,-0.00064085-0.00038884i,-0.00034948-0.00014174i,0.00030727+8.9921e-05i,0.00084981+0.00026195i,0.0010398+0.00074715i
0.0011566+0.00062408i,0.0015646+0.00035536i,0.0016869+0.00077227i,0.0015433+0.0011989i,0.0015181+0.00094919i,0.0004562+8.86e-05i,-0.00047428+0.00019738i,-0.00039085+0.00098069i,-0.0004287+0.0012238i,-0.00034596+0.0015135i,0.00012198+0.00094356i,-2.2334e-05+0.00012329i,-8.6197e-05+0.00047442i,3.0716e-06+0.00075469i,-0.00041901+0.00056768i,8.8875e-05+0.00025274i,0.00045929+0.0008808i,7.0229e-08+0.0011955i,-0.00015915+8.2689e-05i,-5.9218e-05-8.5513e-05i,-0.00068484+0.00082947i,-0.00083839+0.00096423i,-0.0004057+0.00022051i
-0.0010481-2.5627e-05i,-0.0013227+0.00065436i,-0.00062478+0.00055838i,0.00037246+0.00070808i,0.00089259+0.00083382i,0.0011725+0.00086403i,0.0015575-6.0207e-05i,0.00088361+0.00012877i,7.4001e-05+0.00058087i,0.00086574-0.00011822i,0.0017213+7.9073e-06i,0.0010137+0.00068301i,0.00026406+0.00093621i,0.00029633+0.00099384i,0.00026219+0.00051849i,4.4372e-05-0.00020182i,4.9765e-05-0.00083658i,0.00073136-0.00086663i,0.0010952-0.00034148i,0.00069847+2.2785e-05i,-9.173e-05-0.00029514i,-0.00014785-0.000463i,0.00028583-0.00016818i
0.00016767+0.0013602i,0.0007221+0.0023746i,0.001549+0.0026833i,0.001716+0.0019396i,0.0012269+0.00088866i,0.00040999-0.0003272i,-0.00036249-0.00082598i,-0.0012061+5.9807e-05i,-0.0008058+0.0011193i,0.00050163+0.00090265i,0.00077806+0.00037561i,0.00055649+0.00053414i,0.00075169+0.00081593i,0.00083379+0.00082896i,0.00065228+5.1379e-05i,0.00049333-0.00017591i,0.000749+0.00026397i,0.001403+6.4781e-06i,0.0011496-0.00036305i,-7.7495e-05-0.00015706i,-0.00093461+6.4399e-05i,-0.00064232+3.6909e-05i,0.00032623+0.00038662i
-7.7651e-05-0.0015117i,-0.00024762-0.0010556i,-9.1351e-06-0.00030457i,-0.00075659+0.00027575i,-0.00043066-6.3961e-05i,0.00033968+0.00037769i,0.00022786+0.00073229i,0.00028349+0.00053084i,0.00021541+0.00014746i,0.00029244+0.00031655i,0.00035563+0.00064674i,0.00062827+0.00034235i,0.00059569-0.00014392i,0.00061733-1.7067e-05i,0.00068387+0.00030213i,0.0007474-0.00026399i,0.0003197-0.00053957i,-0.00077149-0.00080936i,-0.00072636-0.00076517i,-5.7417e-05-0.00033437i,-0.00014382-0.00081973i,-0.00050953-0.00074499i,-0.00069408-0.00010845i
0.001006-0.00022175i,0.0012806-0.00014553i,0.0014726-0.0001427i,0.001948-0.00091446i,0.001364-0.00072737i,0.0001475-0.00045423i,-0.0010424+0.00039707i,-0.0014475+0.00010377i,-0.00036904-0.00015523i,0.00032058+0.00036617i,0.00040349+0.00044357i,0.00022905+0.00037522i,0.00038297+0.00017359i,0.00090246+0.00094968i,0.0013786+0.00092955i,0.00094231+0.00025655i,0.0004849-0.00025383i,1.5827e-05-0.00079488i,-0.00040162-0.00044859i,-0.00058974-7.608e-05i,-0.00024475-0.00010485i,0.0002574-0.0004087i,-0.00012163-0.00011512i
-0.00018962-0.0034036i,-0.0014853-0.0015107i,-0.003063+0.00076639i,-0.0028145+0.0012705i,-0.0015296+0.00076834i,-0.00021028+0.00039151i,0.00025656+0.00063162i,0.00051236+0.0015291i,0.00023311+0.0014934i,-0.00027577+2.7641e-05i,0.00042587-0.00040592i,0.00096266+0.00011992i,0.0016467+0.00052951i,0.0023095+0.00029032i,0.0014309-0.00077305i,0.00040657-0.0010387i,-6.3071e-05-0.00030725i,9.0687e-05-0.00015446i,0.00043894-0.00033477i,0.00024093-0.0003289i,9.5933e-05-0.00038776i,0.00055947-0.00041065i,0.00077444+0.00022729i
0.001184+0.0013687i,0.0016531-6.8775e-05i,0.0015579-0.0011068i,0.00085334-0.00027411i,0.00035922+0.0004779i,0.00045905-0.0002261i,0.00086938+8.7517e-05i,0.00081911+0.0014982i,5.3257e-05+0.0019272i,3.4108e-06+0.0011244i,0.000659+0.00036204i,0.0010834+0.00045321i,0.00076348+0.0011207i,0.00025563+0.0013054i,0.00048511+0.00075584i,0.0004665+0.0002932i,-0.00015089+0.00046505i,-0.00036382+0.00055205i,-0.00080199-0.00013332i,-0.00071627-0.00074847i,0.00050384-0.00057814i,0.0007613-0.00024367i,-0.0001247-0.00044066i
-0.00056994+0.00029305i,-0.0007879+0.0004494i,-0.0016238+0.00090024i,-0.0012037+0.0012137i,-0.00034737+0.0014574i,-0.00053493+0.00072497i,-0.00023135+0.00018789i,0.00011213+9.945e-05i,-0.00032405+0.00013612i,-2.1066e-05+4.6392e-05i,-0.00028654+4.1105e-05i,-0.00049132+0.00061047i,-5.7918e-06+0.0011838i,-0.00062554+0.0012511i,-0.00026834+0.00051747i,5.2314e-05-0.00030708i,-0.00013118-0.0011518i,0.00049943-0.0010949i,0.00070127-0.0007727i,0.00073992-0.00060313i,0.00066066-0.0001515i,0.00031884+0.00040344i,0.00050767+0.00079579i
0.00072071+8.986e-05i,0.00063816-2.9509e-05i,0.00092039-0.000833i,0.0010488-0.00086556i,0.0011045+0.00020425i,0.0014037+0.0011967i,0.0013222+0.00094912i,0.00099479+0.00051002i,0.0002899+0.00018929i,-3.2177e-05+0.0001373i,3.8758e-05+5.7623e-05i,6.2759e-05-0.00066848i,0.00037478+0.00017783i,0.0005845+0.0011527i,0.00062435+0.00017597i,0.00068401-0.00030195i,0.00023925-0.00010718i,-0.00043475-0.00010198i,0.00019768+0.00014089i,0.00081051+0.00021547i,0.00056944+0.00030801i,3.6234e-05+0.0010629i,-0.00022885+0.0011586i
-0.0012486-0.00041021i,-0.0015958+0.00041741i,-0.00058383+0.0013389i,6.2053e-05+0.0019227i,0.00013854+0.0011375i,0.00057818-0.00015658i,0.00020597-0.000689i,-0.0004634-0.00060086i,-0.00072685-0.00032856i,0.0002056-7.4535e-05i,0.0013703-0.00012507i,0.0014621-0.00020932i,0.0010779-0.00015334i,0.00063829-0.00063331i,0.0004956-0.00070421i,0.00013787+0.00040031i,-0.00034003+0.00056064i,-8.3983e-06-0.00048227i,0.00069275-0.0010379i,0.00059123+6.1218e-05i,0.00010444+0.00067598i,7.9531e-05+0.00035354i,-5.1334e-05+7.5519e-05i
-0.00078152-5.8341e-05i,4.9963e-05+0.00042801i,0.0013093+0.0012539i,0.001593+0.001301i,0.0016876+0.00059977i,0.0022712-0.00042097i,0.0013751-0.0012333i,-0.00015776-0.0011487i,-0.00046645+0.00030931i,1.9045e-05+0.00094999i,0.00029602+0.00077232i,0.00062192+0.00076269i,0.00057566-0.00019455i,0.00025724-0.00053475i,-0.00033256+4.5959e-06i,-0.00016362+0.00053984i,0.00042478+0.00012304i,0.00019581-0.00052145i,-0.00057776-0.00061822i,-0.001286-0.00070577i,-0.0010615-0.00041322i,-0.00055406+0.00016174i,-0.00075465+0.00048117i
0.0019216+0.000972i,0.0018673+8.4479e-05i,0.0014032-0.00092379i,0.00024676-0.00031454i,-0.00077061-0.00012012i,-0.0010792-0.00040646i,-0.00055237+0.00030781i,-6.1445e-06+0.00078076i,-0.00030244+0.00039038i,-1.6478e-05-0.00010151i,0.00027569-8.6651e-05i,0.00010215+0.00047642i,0.00028781+0.00099674i,0.00076327+0.00090064i,0.00066359+0.00032522i,0.0015002+0.00076946i,0.0019752+0.00060003i,0.00083592+0.00043813i,0.00062323+0.00059593i,0.00045615+0.00011005i,0.00045339+0.00026211i,0.0001783+0.00080772i,-0.000517+0.00093927i
0.0010287+0.00080991i,0.0014837-0.00024385i,0.00090657-0.00012937i,0.00061514-0.0007164i,0.00087171-0.00049752i,0.0012327+0.00062239i,0.0010663+0.00050222i,0.00061148-0.00022786i,0.00013993-4.9149e-05i,0.00043701+0.00030039i,7.4599e-05+0.00014891i,-0.00022501-1.5481e-05i,-0.00016596+0.00029436i,0.00030284+0.00071927i,0.00034023+0.0004451i,-0.00036637-0.00031992i,-0.00029377-0.00037088i,3.0879e-05+0.00032836i,0.00025853+0.00041881i,0.00064654+0.00011449i,0.0010161-0.00011543i,0.0010852+0.00024001i,0.00027059+0.00076569i
0.0004375+0.00087924i,0.00046345+0.00056482i,0.00046369+0.0011047i,0.00096177+0.00053982i,0.0016264+3.2652e-05i,0.0010929-5.3249e-05i,0.00026199-2.0646e-05i,0.00054395-0.00021414i,0.00086342-0.00071273i,0.00070989-0.00095122i,0.00035864+0.00021207i,0.00030971+0.00078965i,0.00039023+0.0002825i,4.4071e-05+0.00013244i,-3.9017e-05+0.0003828i,-8.7445e-05+0.00024382i,-0.00031015-0.00022287i,-0.00069761-0.00078084i,-0.00048102-0.00093793i,-0.00052383-0.00032905i,-0.00033731+0.00018058i,0.00014636+0.00050978i,-0.00016667+0.00061469i
-0.0019963-0.00021904i,-0.0010274+0.00080762i,-0.00024553+0.0017678i,0.00052513+0.0022733i,0.0012587+0.0021963i,0.0010391+0.00072198i,0.00096062-0.0004971i,0.00017516-0.0007901i,-0.00025721-0.00065538i,-0.00033384+0.00065094i,-0.00041771+0.0012011i,-0.00027768+0.001035i,-0.00026829+0.00057356i,-0.00035305-0.00027471i,-0.00091658-0.00018691i,-0.00037099-0.00011595i,0.00050434-4.3962e-05i,0.0003271-0.00046856i,2.8909e-06-0.00080695i,-0.00047745-0.00082057i,-0.00072664-0.00079577i,-0.00018509-0.00019245i,0.00023946+0.00030868i
0.0010689+0.0016917i,0.00091134+0.00061851i,0.0007632-0.0012787i,0.00066261-0.0013054i,0.00034589-0.00065771i,0.00027513-0.00136i,0.00070275-0.00089036i,0.00014917-0.00015196i,-0.00048662+0.00051346i,-0.00022289+0.00080701i,0.00014479+0.00047038i,0.00044949+0.00067927i,0.00010311+0.0011013i,-9.7549e-07+0.0010481i,0.00035277+0.0013507i,-0.00034177+0.0018316i,-0.00063697+0.00072108i,-0.00015794-0.00032004i,9.8407e-05-0.00032266i,-0.00014581-0.00016864i,-0.0005194-3.872e-06i,-0.00035315-2.4028e-06i,0.00050948-0.0003362i
0.00024139-3.9377e-05i,0.00017582-0.00041367i,-0.00011859-0.00029012i,0.00026324+0.00059312i,0.00065455+0.0012757i,0.00044232+0.0010515i,-0.00049648+0.00074699i,-0.0010589+0.00066029i,-0.0011197+0.00016424i,-0.00099436+0.00023675i,0.00018362+0.00099981i,0.00070249+0.0011932i,0.00082048+0.00018499i,0.00083215-0.00011439i,0.00094326-4.1323e-05i,0.00065413-0.00052726i,0.00038989-0.00031249i,-2.9076e-05+0.00045421i,-0.00088382+0.0006144i,-0.00072939+0.00066926i,-0.00031549+0.0005894i,-0.00077047+0.00013852i,-0.0010616+0.00020449i
-0.0014394-0.00021299i,-0.001852+0.00017686i,-0.0020149+0.00098474i,-0.00046676+0.0013449i,0.00066125+0.0015556i,0.001272+0.0018927i,0.0014867+0.00091919i,0.0010721+7.973e-05i,0.0010085-3.2245e-05i,0.00089736+0.00078979i,0.00036511+0.0010758i,0.00036442+0.00044299i,0.00088537+0.00060875i,0.00084899+0.00081819i,0.00072739+0.00095447i,0.00069407+0.00085311i,0.0002207+0.0004592i,-0.00025996-0.00013617i,-0.00044501-0.00060336i,6.0896e-06-0.00031439i,4.0762e-05-0.00019648i,-0.00018578+2.9865e-05i,4.7053e-06+0.00040401i
0.00089445+6.1853e-05i,-0.00077407+0.00061965i,-0.00074527+0.00022743i,-0.0006727+0.0005497i,-0.00083962+0.0009211i,-0.00054325+0.00043147i,8.6452e-05+0.00016246i,0.00012771-0.00046247i,0.00017207-0.00083802i,-0.00012374-9.1981e-05i,-0.0004469+8.6057e-05i,-0.00010671+0.00053847i,0.00038001+0.00078201i,0.00076437+0.00016892i,0.00019579+2.402e-05i,-4.735e-05+2.7995e-05i,0.00019573-0.00011491i,0.00029372+0.00019185i,-1.128e-05+7.195e-05i,-0.00026381-0.00024384i,0.00014136+0.00024689i,6.595e-05+0.00027755i,0.00016264+9.867e-05i
-0.00057462+0.001528i,-0.0012584+0.00082614i,-0.00059059+0.0001309i,0.0010683-0.00048218i,0.0016917-0.00087107i,0.0011553+0.00016663i,0.00099107+0.00048869i,0.00069282+7.4043e-05i,-0.00010932-0.00030446i,-5.84e-05-0.0005855i,0.0006922-0.00018373i,0.0012629+8.2137e-05i,0.0013557+0.00015509i,0.00051036+0.00028571i,-0.00045502+0.00019967i,-0.00045349+7.1909e-05i,0.00012011-0.00033528i,-0.00076879-0.00050922i,-0.0013284-0.00045656i,8.6851e-05+6.4317e-05i,0.0011258+0.00044979i,0.00069343+0.00025566i,1.3622e-05+0.00034041i
0.00037124+0.0014861i,0.0015621+0.001494i,0.0022115+0.0022599i,0.0031268+0.0023695i,0.0031529+0.00093412i,0.0021601-0.00073301i,0.00089456-0.00066782i,3.0697e-05+0.0001058i,-0.00012576+0.00070233i,9.091e-05+0.00097811i,0.00059101+0.00055722i,0.00079184+0.00031838i,0.00084716+0.00034528i,0.00099989+0.00011095i,7.8544e-05-0.00020601i,-0.00078765-0.00049837i,-0.00036631-0.00051277i,-0.00027972-0.00062109i,-0.00060922-0.0014924i,-0.00020231-0.0010153i,-1.6901e-05+0.00029389i,-0.00056472-2.0652e-05i,-0.000917-0.00025953i
-0.00097067-0.0002676i,-0.0022515-0.00033123i,-0.0027027+0.00089812i,-0.0016335+0.001963i,-0.00023045+0.0011381i,0.00017396+0.00057293i,-0.00031597+0.00045235i,-0.0011378+8.6651e-05i,-0.0016992+2.4412e-05i,-0.00094876+0.00057498i,0.00029976+0.0010012i,0.001129+0.00021909i,0.0013211-0.00022993i,0.00069781+0.00028082i,0.00067489+0.00047083i,0.0015889+0.00061758i,0.0018854-0.00049626i,0.0013798-0.0012155i,0.0013087-0.00070209i,0.0015427-0.00070678i,0.0013521-0.0005513i,0.00093488-0.00047409i,0.00096082-0.00039795i
-0.00098869+0.00041422i,-0.0024989-0.00023775i,-0.0028688-0.00021103i,-0.00055739+0.0011479i,0.0014396+0.0021036i,0.0010128+0.0013363i,8.9913e-05+0.00033758i,-0.00061756+0.00016861i,-0.0011218+0.00034585i,-0.00078758+0.00059329i,-0.00068085+0.0014029i,-0.0004209+0.0015141i,2.6868e-05+0.00051788i,0.0006842+7.1707e-05i,0.0011177+0.00039754i,0.0010306+0.00061276i,0.00033495+0.00049083i,8.9473e-05+0.00013509i,-0.00019679-0.0001332i,-0.00073793-0.0005414i,-0.00012215-0.00074605i,0.00054635+5.9394e-05i,0.00033735+0.0005499i
-6.309e-05-0.0012605i,0.00060917-0.0013405i,0.00069455-0.00071509i,0.00065647+6.491e-05i,0.00040361+0.0002971i,0.0011041+0.00019328i,0.0019843-0.00017733i,0.0019417-0.00022326i,0.0010297+0.00045514i,0.00034768+0.0011714i,0.00038464+0.0010569i,0.00034882+0.00061999i,0.0003129+0.00019028i,0.00075886-0.00051754i,0.00090405-0.00037162i,0.00012343-0.00062461i,-0.00025316-0.0014804i,-9.1113e-05-0.00085874i,-6.0587e-05+0.00010913i,-7.4738e-05+7.1043e-05i,-7.3337e-05-0.00032127i,-0.00037175-0.00042884i,-0.00021525-8.0905e-05i
0.0021746+0.0025638i,0.0012349+0.0024413i,0.0010985+0.0016499i,0.0019927+0.00013612i,0.0018921-0.0010915i,0.0013572-0.0011752i,0.00085478-0.00091787i,0.00030158-0.00089732i,0.00010048-0.00058791i,-0.00021001+0.00041493i,-0.00015592+0.00073701i,-0.00031727+5.4984e-05i,-0.00051268-0.0003973i,-0.00064327-0.00026453i,-0.00042803+0.00022145i,0.00064183-0.00031765i,0.00047029-0.00012273i,-0.00081981-4.6487e-05i,-0.00085591-0.00095395i,-0.0002833-0.0010483i,-0.00011542-0.00026977i,-1.5121e-06-0.00042098i,-0.00055427-0.00014012i
-6.0841e-06-0.001237i,-0.00036768-0.0013394i,-0.0012308-0.00091185i,-0.001554+0.00019659i,-0.0015903+0.001121i,-0.00084483+0.0015659i,-1.3891e-05+0.001097i,-0.00023149+0.00027974i,-8.4021e-05-0.00014015i,-0.00014846-9.4793e-05i,-0.00030931+0.0002483i,0.00026162+5.0143e-06i,0.00081279-0.00080243i,0.0010572-0.00077668i,0.00070586-7.5142e-05i,0.00031219+0.00031323i,0.00019655+0.00041734i,-0.00052548+0.00063852i,-0.0015065+0.00078698i,-0.00088094+0.00065567i,0.00092241+0.00013258i,0.0011363-0.00021431i,0.00014213+0.00052334i
-0.0013793-0.00062981i,-0.0011897-0.0007079i,-0.00087676+0.00034016i,-0.00030984+0.0022354i,0.0012449+0.0024582i,0.002596+0.00095959i,0.0012222+0.00013627i,-0.00026384+0.0010801i,-0.00063895+0.0018478i,-0.00075047+0.00095818i,-0.00068463+0.00029996i,-0.00075617-6.1289e-05i,0.00029462+7.6804e-05i,0.00097783+0.00093208i,0.00039915+0.00043376i,-9.3182e-05-0.00046433i,0.00025084-0.00030416i,0.00061057+0.00024859i,0.00050537-0.00019588i,0.00037511-0.00080401i,-0.00039795-0.0010327i,-0.00031075-0.00095333i,0.00072498-0.0010301i
-0.0015052+5.375e-05i,-0.00089684+0.0011698i,-0.00048476+0.001973i,0.00030772+0.0021911i,0.00081356+0.0016987i,0.0010164+0.00052489i,0.0014237+0.000277i,0.00021961+0.00060613i,-0.00093873+0.0002882i,-0.00047044-0.00023466i,0.00011146-0.0010623i,0.00037154-0.00066016i,0.0007766-0.00018589i,0.00095733+0.0001579i,0.00098644+0.0001192i,0.00026842-0.00028324i,-0.00068953-0.00029485i,-0.00085518-0.00051305i,-0.00052636-0.0003263i,-0.00080517-0.00013144i,-0.0010824-0.00055044i,-0.00069989-0.00075847i,7.3447e-05-0.00060061i
-0.00091726+0.0010771i,-0.0011332+0.0016105i,-0.00039264+0.0015395i,0.00046185+0.0012539i,0.00031952+0.00021932i,-1.8975e-05-0.00016812i,-0.0002384-0.00058924i,-0.00011533-0.00062138i,-0.0004311+0.00030563i,-0.00082709+0.00068024i,-0.00054354+0.00046511i,0.0003824+5.3859e-05i,0.00066867+0.00021115i,0.00015997+0.00013573i,-0.00049945-0.00018034i,-0.00028932-3.9366e-05i,7.7651e-05+9.8361e-06i,-0.00013462+5.4004e-05i,-2.5537e-05-8.6784e-05i,0.00026346-0.00012352i,-2.3288e-05-3.4956e-06i,-0.00036544+3.6911e-05i,-0.0003383-0.0001473i
-0.00076134-0.0012611i,-0.00031249-0.0013525i,0.00046798-0.0011949i,0.00067128-0.00035588i,0.000911-5.0312e-05i,0.0007845+0.00010062i,-6.105e-06+0.00011886i,-0.00028838+0.00034515i,-0.00018396+0.0010755i,-6.1539e-05+0.00083067i,-0.00036875+0.00058207i,-0.0003034+0.0010768i,0.0008873+0.0009378i,0.0011459+0.00028094i,0.00052053-0.00021377i,-0.00040353-0.00051585i,-0.00045507-0.00024862i,-7.9815e-05+0.00037805i,0.00012041+0.00090332i,0.00026373+0.00074485i,0.00017709+0.00032426i,-0.00014435+2.6646e-05i,-0.00014014-0.00018755i
0.001086+0.00075912i,0.00049995+0.00097482i,0.00030472+0.0012346i,0.00068109+0.0014134i,0.00092672+0.001474i,0.00053695+0.00030502i,0.00019002-0.00022505i,0.0001401+0.0009869i,0.00032675+0.0015259i,0.00050883+0.00079657i,0.00032149+0.00037103i,0.0011678+0.000894i,0.0014494+0.0013378i,0.00040748+0.00074539i,0.00037689+0.00016944i,0.00072438+0.00034305i,0.00020794-0.00035241i,9.4661e-05-0.0014249i,0.00016959-0.0013571i,-0.00023914-0.0012597i,-0.00068614-0.0015531i,-0.00081721-0.0011607i,-0.00017768-0.00043024i
