0.001665+0.00073357i,0.0020799+0.00012705i,0.0010581-0.00079585i,-6.5368e-05-0.00086965i,-0.00038328+0.00010791i,-0.00082328+0.0023314i,-0.00092595+0.0028246i,0.00041973+0.0020401i,0.0019249+0.0015266i,0.0019288+0.00071968i,0.00057728-0.00033254i,-0.00068121-0.0010037i,-0.00079786-0.00066312i,-0.00068007-0.00053308i,-0.00062257-0.00076677i,-0.00048988-0.0004992i,-0.00035233+0.00010605i,-0.00047784+0.00024551i,-0.00013477+0.00078666i,7.9279e-05+0.00086364i,0.00011244+9.7005e-05i,9.2204e-05-0.00048424i,0.00017053-0.00068899i
0.065751+0.1537i,0.090487+0.14504i,-0.00104+0.0078433i,-0.16602-0.12976i,-0.22217-0.15512i,-0.14799-0.11792i,-0.092149-0.077322i,-0.063879-0.043282i,-0.028552-0.037153i,-0.014667-0.040773i,-0.014375-0.022789i,-0.0031162-0.00089364i,0.0094194+0.005752i,0.008818+0.0024976i,-0.00040005-0.0035672i,-0.0033166-0.010031i,0.0033633-0.01454i,0.011857-0.017819i,0.0035402-0.020387i,-0.024247-0.014953i,-0.049772-0.0010153i,-0.056204+0.0068906i,-0.047811+0.0046578i
0.047345+0.13207i,0.1469+0.086814i,0.30876-0.10456i,0.40313-0.2735i,0.32229-0.27666i,0.16195-0.1847i,0.038681-0.11258i,-0.037465-0.075595i,-0.072367-0.034322i,-0.052525+0.0072508i,-0.01461+0.01435i,-0.0044221+6.6357e-06i,-0.0096556-0.0054117i,-0.011766-0.0085428i,-0.01835-0.020241i,-0.025366-0.034107i,-0.026563-0.039053i,-0.024768-0.030058i,-0.014435-0.018607i,0.003116-0.017678i,0.016224-0.021772i,0.018231-0.016993i,0.016153-0.0045891i
-0.015712-0.019629i,-0.0068284-0.055667i,0.020603-0.0068036i,0.049335+0.17726i,0.10991+0.31612i,0.17202+0.25694i,0.1547+0.11475i,0.1029+0.060418i,0.082636+0.053667i,0.058326+0.024895i,0.024601+0.0023271i,0.012512-0.0051157i,0.012721-0.01016i,0.016154-0.0075518i,0.023307+0.0031917i,0.021935+0.012477i,0.0074624+0.01188i,-0.01446+0.0090736i,-0.02798+0.019329i,-0.020999+0.039586i,-0.0029731+0.052997i,0.014957+0.051688i,0.026392+0.039951i
-0.072482-0.13487i,-0.13523-0.14484i,-0.21244-0.075772i,-0.32392+0.0022832i,-0.35295+0.071777i,-0.2134+0.10286i,-0.059089+0.056558i,0.0061409+0.015234i,0.045083+0.011756i,0.055407-0.0099199i,0.021281-0.018519i,-0.0023972+0.0046467i,-0.0094668+0.017299i,-0.019192+0.019996i,-0.021761+0.025618i,-0.016831+0.027828i,-0.0093782+0.024463i,-0.0020778+0.015551i,0.00032751+0.0060882i,-0.0087011-0.0024347i,-0.026315-0.010418i,-0.033772-0.013782i,-0.024676-0.015551i
0.047161-0.094219i,0.18819-0.050028i,0.3588+0.032391i,0.40682-0.016221i,0.26114-0.14152i,0.059193-0.13837i,-0.021162-0.071958i,-0.041615-0.061587i,-0.076275-0.046529i,-0.070653+0.00055412i,-0.033753+0.021206i,-0.014654+0.013898i,-0.012343+0.0067526i,-0.0076513-0.00035263i,0.011037-0.0093186i,0.033709-0.017771i,0.03947-0.023178i,0.033-0.022306i,0.032597-0.019712i,0.038891-0.021186i,0.041139-0.024047i,0.033507-0.021544i,0.016643-0.014211i
0.10718+0.12086i,0.22444+0.26684i,0.29129+0.38728i,0.26096+0.371i,0.16043+0.26477i,0.058487+0.18049i,0.013057+0.13432i,0.0023019+0.086298i,-0.025051+0.04107i,-0.041179+0.019887i,-0.023184+0.0062956i,-0.0015477-0.00047212i,0.016879+0.0092355i,0.038219+0.023113i,0.050772+0.027936i,0.049201+0.022321i,0.03609+0.012593i,0.01625+0.00309i,-0.00085839-0.0049787i,-0.0066748-0.0048159i,-0.0012981+0.0058982i,0.0011817+0.018764i,-0.0054093+0.025833i
-0.0095781+0.23076i,-0.13476+0.30777i,-0.39035+0.19294i,-0.5605+0.011696i,-0.46847-0.033141i,-0.23526+0.0015652i,-0.053962+0.021627i,0.022896+0.028242i,0.055052+0.020148i,0.063146-0.0047479i,0.034887-0.020042i,0.0034517-0.0071159i,-0.00075361+0.003212i,0.00058512-0.008919i,-0.015889-0.020419i,-0.035688-0.019257i,-0.031967-0.01325i,-0.017959-0.011454i,-0.022805-0.01296i,-0.035165-0.0098177i,-0.034919-0.01036i,-0.026463-0.018015i,-0.015327-0.019338i
-0.11731+0.14873i,-0.29767+0.17537i,-0.36982+0.10497i,-0.18789-0.029264i,0.030207-0.15512i,0.087379-0.18455i,0.055012-0.13538i,0.02692-0.10646i,-0.0020743-0.086296i,-0.018172-0.038031i,-0.013233-0.006323i,-0.011707-0.01261i,-0.012478-0.030369i,-0.014386-0.041319i,-0.022609-0.0347i,-0.029115-0.015965i,-0.023213-0.0017373i,-0.0032861+0.0086545i,0.015867+0.015759i,0.017765+0.0089795i,0.0071994-0.0048495i,8.8035e-05-0.010529i,0.0010961-0.0086851i
-0.16486-0.073947i,-0.30337-0.11198i,-0.26818-0.031148i,-0.033069+0.15005i,0.13605+0.21372i,0.080805+0.11936i,-0.03014+0.044294i,-0.049008+0.016643i,-0.034282-0.0099567i,-0.030096-0.012524i,-0.0098332-0.0010895i,0.0080425-0.0059728i,-0.0012009-0.0033615i,-0.01738+0.027083i,-0.015359+0.061347i,0.0020666+0.072681i,0.00514+0.055119i,-0.010963+0.025871i,-0.018189+0.013024i,-0.0060814+0.022931i,0.010128+0.032198i,0.011047+0.027163i,-0.00066124+0.013745i
-0.092597-0.32197i,-0.14848-0.616i,-0.19248-0.74645i,-0.25463-0.5396i,-0.27028-0.19548i,-0.19876+0.011168i,-0.11943+0.080508i,-0.044435+0.11147i,0.034685+0.093432i,0.063259+0.032953i,0.039612-0.0098755i,0.0063263-0.016894i,-0.019602+0.0028742i,-0.024907+0.029697i,-0.010024+0.040057i,0.011301+0.035511i,0.026009+0.027299i,0.023246+0.01482i,0.0076549-0.001653i,-0.0084954-0.0072763i,-0.015269+0.0045618i,-0.0065006+0.014177i,0.00467+0.01336i
0.11036-0.24493i,0.29393-0.47085i,0.36169-0.63055i,0.17767-0.57952i,-0.016004-0.33407i,-0.025102-0.103i,0.028402-0.016291i,0.044236-0.0015316i,0.030983+0.011044i,0.0155+0.022114i,0.011505+0.017984i,0.014753+0.0090874i,0.024744+0.0034169i,0.036604-0.014172i,0.037251-0.049482i,0.020882-0.080358i,0.0054487-0.075131i,0.00072166-0.033037i,0.0066109+0.0042598i,0.019777+0.0022095i,0.025865-0.021095i,0.023142-0.027016i,0.016298-0.013016i
0.25838+0.11852i,0.52855+0.23962i,0.64841+0.32895i,0.49147+0.29681i,0.22237+0.16445i,0.059127+0.02216i,0.017704-0.06651i,-0.0022549-0.084494i,-0.044373-0.068292i,-0.077759-0.034652i,-0.066308+0.0026319i,-0.022587+0.018485i,0.012297+0.0055034i,0.018274-0.018473i,0.0085539-0.033575i,-0.0055781-0.036079i,-0.016596-0.034295i,-0.013241-0.037236i,-0.0018843-0.035927i,0.0039824-0.020131i,0.0076151-0.0013734i,0.011793+0.0049422i,0.012582-0.0013092i
0.16807+0.33017i,0.3382+0.53644i,0.41588+0.547i,0.29587+0.34306i,0.087765+0.11936i,-0.029394-0.0047622i,-0.062923-0.045875i,-0.065178-0.021941i,-0.011633+0.0058857i,0.041759-0.0098102i,0.049237-0.025511i,0.038335-0.027373i,0.015664-0.034991i,-0.016575-0.034352i,-0.044143-0.005853i,-0.058421+0.042247i,-0.053948+0.070813i,-0.0331+0.053436i,-0.015992+0.010816i,-0.019934-0.013183i,-0.030347-0.0062507i,-0.026484+0.0056781i,-0.012407+0.0044489i
-0.027228+0.2542i,-0.056935+0.40655i,-0.036105+0.35086i,0.024163+0.071723i,0.045411-0.1147i,0.037072-0.05019i,0.037024+0.039581i,0.028715+0.043988i,0.014202+0.042095i,0.006121+0.054536i,0.00014872+0.062051i,0.0005674+0.052288i,0.003042+0.028792i,0.0031738+0.012007i,0.0086053+0.0035809i,0.02083-0.0042418i,0.027744-0.0062428i,0.01047+0.0019493i,-0.014464+0.011921i,-0.016423+0.016247i,-0.0053066+0.011777i,-0.0029609+0.0051304i,-0.0060592+0.0061427i
-0.27815+0.056611i,-0.54305+0.21019i,-0.57422+0.36177i,-0.23384+0.33006i,0.12254+0.1257i,0.18022-0.034653i,0.10295-0.031099i,0.050592-0.003282i,0.0019433-0.029378i,-0.037096-0.051732i,-0.049249-0.051303i,-0.043838-0.026754i,-0.017426+0.013826i,0.023349+0.043399i,0.063015+0.048114i,0.088337+0.027587i,0.088071-0.00088294i,0.068669-0.011382i,0.047793+0.0022337i,0.037194+0.012271i,0.029311+0.0013714i,0.011991-0.0078011i,-0.0048189-0.0014436i
-0.23436-0.23954i,-0.44972-0.30107i,-0.51085-0.088992i,-0.29188+0.23569i,-0.010767+0.28642i,0.093714+0.1051i,0.056882-0.0061771i,0.034071-0.0017115i,0.062811+0.022791i,0.091766+0.030109i,0.096249+0.027079i,0.081659+0.025078i,0.053376+0.025813i,0.017992+0.036678i,-0.014493+0.054339i,-0.042456+0.054418i,-0.061111+0.032901i,-0.052709+0.012679i,-0.023251+0.0069152i,-0.0024823+0.010421i,0.00094342+0.018998i,0.0042003+0.027433i,0.013715+0.026807i
0.010464-0.21377i,0.035749-0.43846i,-0.019258-0.58398i,-0.19813-0.46459i,-0.34705-0.1313i,-0.31007+0.13238i,-0.16819+0.1737i,-0.067102+0.11335i,-0.026369+0.078563i,-0.024488+0.053084i,-0.053113+0.031465i,-0.065395+0.032359i,-0.042058+0.024144i,-0.01808-0.013097i,-0.015594-0.056282i,-0.021085-0.075434i,-0.020346-0.064111i,-0.020115-0.043852i,-0.025988-0.034616i,-0.038998-0.027148i,-0.0437-0.012271i,-0.032797+0.0012966i,-0.021773+0.0074797i
0.162-0.022953i,0.28625-0.17914i,0.21385-0.33941i,-0.007563-0.33128i,-0.13059-0.19958i,-0.12107-0.10757i,-0.092711-0.090007i,-0.10064-0.084235i,-0.11126-0.070803i,-0.076209-0.060771i,-0.02915-0.07221i,-0.022509-0.078972i,-0.033104-0.047987i,-0.020917-0.007267i,0.014891+0.0099808i,0.04648+0.0098909i,0.053711+0.0097627i,0.042895+0.017617i,0.031937+0.027993i,0.039094+0.026996i,0.056841+0.0072409i,0.053407-0.022193i,0.022365-0.039118i
0.15532+0.25157i,0.23331+0.37151i,0.16244+0.39654i,0.031358+0.41433i,0.051683+0.38871i,0.1568+0.2057i,0.14842+0.020697i,0.071788-0.025134i,0.024033+0.0014198i,-0.0011754+0.039313i,-0.00043172+0.071741i,0.013126+0.071208i,0.0013265+0.031734i,-0.051035-0.0034834i,-0.11031+0.0047661i,-0.12951+0.030688i,-0.10712+0.030418i,-0.069536+0.0089511i,-0.041155+0.00025922i,-0.026717+0.014883i,-0.015611+0.031546i,-0.0071191+0.034003i,-0.0018301+0.029585i
0.01222+0.09989i,0.099887+0.12442i,0.20991+0.038049i,0.12273-0.12815i,-0.1497-0.18939i,-0.31243-0.075673i,-0.25099+0.052567i,-0.10771+0.082993i,-0.017905+0.057137i,-0.0010739+0.018375i,-0.028384-0.011006i,-0.0522-0.010392i,-0.032876-0.0016051i,0.008163-0.018266i,0.027241-0.041595i,0.021975-0.03728i,0.01121-0.015495i,0.0047478-0.004968i,0.0031085-0.016762i,-0.0073355-0.035513i,-0.030939-0.036641i,-0.042158-0.013802i,-0.029677+0.0067808i
0.017131+0.061974i,0.073657+0.16377i,0.23754+0.10744i,0.41951-0.24013i,0.42225-0.53435i,0.26885-0.4698i,0.15637-0.24432i,0.11207-0.1339i,0.062808-0.11431i,0.03327-0.07468i,0.048974-0.044582i,0.05882-0.051364i,0.040889-0.037291i,0.04421+0.014868i,0.086607+0.060323i,0.1274+0.067193i,0.12507+0.052091i,0.075539+0.04646i,0.021617+0.054739i,0.0089309+0.057624i,0.028132+0.043052i,0.043649+0.020786i,0.043376+0.0010736i
-0.33624-0.10416i,-0.63955-0.1012i,-0.73047+0.079569i,-0.42379+0.37524i,0.018241+0.5218i,0.2557+0.40588i,0.22765+0.20084i,0.1122+0.08092i,0.035593+0.027327i,-0.0078456-0.0016687i,-0.021601+0.0028613i,-0.0030497+0.015676i,0.022115+0.0031653i,0.016312-0.023931i,-0.023362-0.038635i,-0.057616-0.038108i,-0.056481-0.038765i,-0.032057-0.042335i,-0.013543-0.032167i,-0.0098681-0.0048574i,-0.0080021+0.022919i,-0.001475+0.030442i,-0.0027582+0.02154i
0.16857-0.14435i,0.33051-0.22386i,0.28845-0.17255i,-0.016243-0.037864i,-0.29952+0.0054421i,-0.37608-0.045368i,-0.29321-0.056964i,-0.14876-0.011538i,-0.022127+0.010264i,0.032297-0.014157i,0.021347-0.039333i,-0.011702-0.034534i,-0.024499-0.0086966i,-0.013796-0.0069397i,-0.018175-0.050218i,-0.055563-0.090012i,-0.089345-0.086706i,-0.077791-0.058361i,-0.038325-0.039568i,-0.02182-0.0397i,-0.036365-0.042698i,-0.051487-0.031269i,-0.048403-0.013843i
-0.083611+0.36515i,-0.10031+0.54308i,-0.0051722+0.45423i,0.20426+0.15542i,0.32084-0.046665i,0.25365-0.045383i,0.1092+0.019437i,0.0059354+0.070178i,-0.0069734+0.10001i,0.017772+0.093295i,0.03564+0.068075i,0.043624+0.033818i,0.019515+0.0079999i,-0.0055685+0.021955i,0.012825+0.05275i,0.043782+0.06225i,0.038836+0.051354i,-0.0020949+0.033876i,-0.040738+0.016011i,-0.041124+0.0081387i,-0.0080455+0.010087i,0.018244+0.008451i,0.020935+0.00029501i
-0.073156-0.22683i,-0.23111-0.57405i,-0.45983-0.72632i,-0.62913-0.36128i,-0.58212+0.19282i,-0.34826+0.39239i,-0.13872+0.234i,-0.087427+0.042908i,-0.11236-0.0079496i,-0.083044+0.011987i,-0.031175+0.013281i,-3.177e-07+0.017743i,0.026768+0.022925i,0.023566+0.013504i,-0.003911+0.018201i,-0.010505+0.032867i,0.0091048+0.028884i,0.024938+0.011186i,0.015953+0.0022823i,-0.0026966+0.01172i,-0.008361+0.028481i,0.00056087+0.032655i,0.0094857+0.020227i
0.23777+0.21145i,0.43638+0.31498i,0.44273+0.28983i,0.17989+0.10394i,-0.064452-0.15669i,-0.12003-0.30786i,-0.078198-0.23853i,0.014256-0.074325i,0.099002-0.0041391i,0.10112-0.0078537i,0.053762-0.012313i,0.0027119-0.012939i,-0.021195-0.0080603i,-0.0060794-0.018624i,0.019597-0.048943i,0.032546-0.071478i,0.033803-0.075049i,0.03156-0.065072i,0.034209-0.052147i,0.028652-0.049628i,0.0035571-0.052686i,-0.022789-0.037406i,-0.028137-0.0064565i
-0.1909-0.15754i,-0.2814-0.13675i,-0.11551+0.002411i,0.21377+0.056493i,0.33371-0.0011592i,0.20565+0.016199i,0.067799+0.052637i,-0.016523+0.027106i,-0.066128+0.028657i,-0.074735+0.046783i,-0.0626+0.047564i,-0.03049+0.044562i,-9.3986e-05+0.025629i,0.012371+0.021162i,0.035019+0.04715i,0.066246+0.059294i,0.068533+0.038777i,0.035856+0.0018654i,-0.00086218-0.019999i,-0.013956-0.016051i,-0.011924-0.0025986i,-0.01221+0.01045i,-0.0081248+0.01861i
0.2795-0.099279i,0.51881-0.28192i,0.53569-0.54118i,0.28142-0.69185i,-0.01902-0.58596i,-0.16384-0.33122i,-0.099927-0.11955i,0.01102-0.072672i,-0.0064581-0.1245i,-0.065692-0.09834i,-0.053987-0.023919i,-0.020653+0.019285i,-0.0015457+0.044503i,0.0013857+0.053698i,-0.015065+0.053159i,-0.027145+0.052426i,-0.022105+0.050632i,-0.014546+0.053391i,-0.0086358+0.057517i,0.0035307+0.05848i,0.022088+0.053618i,0.038018+0.035282i,0.035896+0.0096843i
-0.14357+0.26888i,-0.12521+0.53203i,-0.042311+0.68071i,0.057093+0.63517i,0.23417+0.42023i,0.36845+0.10426i,0.24544-0.098524i,0.058553-0.057823i,0.047733+0.019259i,0.05957-0.011082i,0.0114-0.043911i,-0.018957-0.043167i,-0.025149-0.032677i,-0.020011-0.028508i,-0.02757-0.047187i,-0.064121-0.059342i,-0.097343-0.045312i,-0.08698-0.016496i,-0.041888+0.012169i,-0.013147+0.025142i,-0.010253+0.025243i,-0.01174+0.021503i,-0.017741+0.01537i
-0.056333+0.27786i,-0.087864+0.54085i,-0.10738+0.72007i,-0.12135+0.67838i,-0.18095+0.54061i,-0.21442+0.44414i,-0.11903+0.313i,-0.013507+0.1354i,0.0048329+0.048556i,0.014902+0.029962i,0.01957+0.00079373i,-0.0065437-0.0072366i,-0.018267+0.0093916i,-0.0027241+0.017977i,0.014702+0.016228i,0.02518+0.01685i,0.039545+0.016614i,0.056592-0.007272i,0.051467-0.051126i,0.026587-0.081423i,-2.3341e-05-0.086475i,-0.03123-0.070513i,-0.055616-0.040265i
-0.39934+0.028303i,-0.62625-0.10499i,-0.50398-0.35731i,-0.11134-0.51454i,0.10304-0.43493i,0.051745-0.21527i,-0.035409-0.016065i,-0.069864+0.050995i,-0.07372+0.049011i,-0.036088+0.061328i,0.0049537+0.053377i,0.0014203+0.022992i,-0.027245+0.0096076i,-0.053773+0.022033i,-0.064615+0.058022i,-0.046984+0.087397i,-0.021057+0.077064i,-0.019644+0.039836i,-0.034822+0.0097733i,-0.037445+0.0040362i,-0.022818+0.013595i,-0.0025482+0.017322i,0.016749+0.0037934i
0.17794-0.2936i,0.19198-0.54622i,-0.034831-0.46404i,-0.31816-0.021554i,-0.27733+0.32766i,-0.0041551+0.31964i,0.11799+0.11772i,0.081536+0.022416i,0.06505+0.041359i,0.073506+0.028248i,0.062903-0.014412i,0.048792-0.026425i,0.05156-0.016708i,0.056151-0.028795i,0.041277-0.065964i,0.0050381-0.10103i,-0.037591-0.11717i,-0.066899-0.10139i,-0.072681-0.061751i,-0.062593-0.030554i,-0.050658-0.014032i,-0.035641-0.002279i,-0.022168-0.0047567i
-0.027631+0.080084i,-0.097021+0.20473i,-0.19854+0.34104i,-0.23253+0.29842i,-0.23506+0.061166i,-0.26749-0.087525i,-0.22582-0.024351i,-0.11064+0.0536i,-0.038176+0.04944i,-0.016371+0.013415i,-0.02337-0.02531i,-0.055233-0.038082i,-0.077009-0.014779i,-0.062091+0.026366i,-0.018907+0.050616i,0.012465+0.044071i,0.017361+0.038469i,0.025694+0.036945i,0.037664+0.02339i,0.029494+0.02073i,0.017667+0.030632i,0.017164+0.019002i,0.015483-0.0079596i
0.29294-0.097334i,0.56417-0.32198i,0.6783-0.58725i,0.5668-0.6541i,0.35885-0.49163i,0.17011-0.29756i,0.084843-0.17754i,0.045482-0.13597i,-0.041492-0.093478i,-0.090062-0.012879i,-0.049595+0.033128i,-0.0078653+0.029902i,-0.0066617+0.0071348i,-0.022576-0.022005i,-0.037089-0.039704i,-0.047973-0.0474i,-0.057764-0.052719i,-0.057146-0.046471i,-0.029562-0.021595i,0.007321-0.0030657i,0.0086247-0.0025923i,-0.016495+0.011253i,-0.015166+0.039444i
-0.0065434+0.54821i,0.1187+0.73243i,0.071163+0.47436i,-0.28476+0.12852i,-0.61917+0.14143i,-0.62966+0.26774i,-0.42819+0.25562i,-0.19902+0.1682i,-0.078824+0.042957i,-0.080096+0.024197i,-0.042703+0.082035i,0.01686+0.051629i,0.021611+0.0078923i,0.033907+0.010375i,0.057282-0.011185i,0.061325-0.062271i,0.067989-0.10588i,0.081338-0.10835i,0.087486-0.061588i,0.097468-0.0089652i,0.11344+0.0018164i,0.096797-0.016861i,0.052197-0.018836i
-0.34727+0.33072i,-0.55308+0.57651i,-0.56582+0.80715i,-0.39604+0.86653i,-0.26265+0.62913i,-0.26663+0.29369i,-0.31781+0.12528i,-0.26298+0.090717i,-0.10568+0.042745i,-0.0014621-0.043941i,-0.0054273-0.093726i,-0.033347-0.065732i,-0.03872-0.0064313i,-0.04578+0.031397i,-0.047672+0.059423i,-0.041355+0.099168i,-0.068266+0.13513i,-0.11648+0.15357i,-0.11184+0.14232i,-0.063988+0.092479i,-0.035338+0.051843i,-0.01286+0.044435i,0.013831+0.025952i
-0.066484+0.23441i,-0.085282+0.13129i,0.021835-0.13356i,0.16458-0.35162i,0.11259-0.30568i,-0.063895-0.072223i,-0.085201+0.10056i,0.016339+0.09944i,0.019102+0.080213i,0.0020754+0.14799i,0.057948+0.14948i,0.067215+0.034681i,0.0078353-0.06513i,-0.023589-0.12316i,-0.023269-0.20306i,-0.053032-0.28657i,-0.097458-0.27385i,-0.086025-0.15327i,-0.012664-0.0564i,0.029051-0.028381i,0.0093097+0.0068608i,0.011873+0.056867i,0.046898+0.073483i
-1.6384+4.842i,-1.8066+2.6531i,0.98096+2.161i,3.158+0.62848i,3.7592-1.2189i,2.3815-2.6238i,0.26698-1.8581i,-0.40119-0.098425i,0.33531+0.74482i,1.0737+0.36491i,0.77915-0.32364i,0.028935-0.43136i,-0.48308-0.086196i,-0.75275+0.42934i,-0.58017+0.72784i,-0.19208+0.54104i,-0.015269+0.12232i,-0.13747-0.18817i,-0.36631-0.24226i,-0.45336-0.1787i,-0.37636-0.15354i,-0.22538-0.099655i,-0.069429-0.046181i
0.69386+0.20777i,0.94833+0.41268i,0.77536+0.75338i,0.41974+1.0002i,0.2638+0.92029i,0.22789+0.65171i,0.14887+0.44478i,0.10272+0.33978i,0.12175+0.25585i,0.13803+0.14672i,0.11518+0.046602i,0.063035+0.0043527i,0.039905+0.0053942i,0.059664-0.026942i,0.061021-0.12036i,0.0085251-0.2168i,-0.067232-0.22197i,-0.065696-0.11362i,0.030424-0.028005i,0.075806-0.030188i,0.029631-0.039147i,-0.016413-0.02447i,-0.028293-0.0076446i
0.37074-0.040848i,0.39264+0.026394i,0.29845+0.054226i,0.21639-0.036012i,0.086757-0.041328i,-0.063134+0.15369i,-0.069708+0.27755i,-0.076488+0.20638i,-0.11001+0.19468i,-0.010385+0.22415i,0.073985+0.14432i,0.035805+0.064224i,-0.004841+0.034789i,-0.013557+0.01226i,-0.015728+0.00054046i,-0.015866-7.3326e-05i,-0.022214+0.019407i,-0.032298+0.052998i,-0.031162+0.050305i,-0.021884+0.0013938i,-0.018065-0.039036i,-0.010975-0.047222i,0.00057668-0.045625i
0.023185+0.20819i,0.05561+0.2315i,0.054425-0.041076i,0.022614-0.22686i,0.16281+0.011975i,0.44359+0.23191i,0.50389+0.11172i,0.30425-0.067095i,0.11421-0.11581i,0.047978-0.10241i,0.026879-0.071027i,-0.0081367-0.034524i,-0.039447+0.0067285i,-0.058927+0.042792i,-0.091494+0.07604i,-0.10509+0.12751i,-0.05302+0.15685i,0.0216+0.12917i,0.039745+0.077198i,0.027286+0.059883i,0.048265+0.070249i,0.069694+0.051626i,0.039369+0.01564i
-0.52428+0.028847i,-0.75196+0.34701i,-0.58302+0.74173i,-0.25493+0.80515i,-0.16676+0.48352i,-0.23658+0.17727i,-0.2834+0.076219i,-0.24267+0.089842i,-0.13919+0.088737i,-0.097721+0.042544i,-0.10784+0.029483i,-0.064798+0.03606i,0.0093687+0.0039877i,0.035031-0.043566i,0.012536-0.055794i,-0.0087391-0.024139i,-0.019769+0.0045414i,-0.02695+0.0076915i,-0.018593+0.0028447i,-0.008076-0.0030744i,-0.0081745-0.0065135i,-0.0080089-0.00099988i,0.0029228+0.0062377i
-0.30538-0.15855i,-0.40386-0.18793i,-0.26186-0.16725i,-0.037254-0.18122i,-0.043922-0.16293i,-0.17446-0.0013182i,-0.13829+0.11526i,-0.054635+0.05878i,-0.068691+0.043221i,-0.048604+0.11425i,0.020185+0.10656i,0.023919+0.036646i,-0.014391+0.017996i,-0.01138+0.040468i,0.020771+0.051224i,0.044109+0.057323i,0.056697+0.076541i,0.050119+0.077412i,0.023291+0.038607i,-0.011276-0.00064605i,-0.049601-0.0028502i,-0.07256+0.025858i,-0.058963+0.048377i
-0.040738-0.52343i,-0.086924-0.93863i,-0.17406-1.0722i,-0.20699-0.80017i,-0.084716-0.38552i,0.061697-0.11218i,0.098631-0.019937i,0.064471+0.021231i,0.019268+0.059016i,0.0057428+0.07281i,0.020577+0.058241i,0.036856+0.025015i,0.040253-0.0064052i,0.020887-0.025732i,-0.018158-0.033852i,-0.052411-0.036693i,-0.061353-0.047381i,-0.052623-0.051839i,-0.040148-0.036853i,-0.028284-0.025687i,-0.02342-0.024028i,-0.023872-0.021154i,-0.022592-0.015232i
0.44051+0.14347i,0.69998+0.22418i,0.63198+0.32549i,0.39185+0.42097i,0.30556+0.29095i,0.23576-0.064456i,0.050662-0.24994i,-0.033078-0.19043i,-0.01099-0.17591i,-0.051528-0.19892i,-0.088046-0.14139i,-0.062845-0.055851i,-0.026712+0.0077422i,-0.0137+0.024672i,-0.038881+0.016694i,-0.074894+0.032109i,-0.083221+0.044024i,-0.06264+0.01701i,-0.033784-0.01643i,-0.014079-0.02035i,0.0021888-0.010128i,0.012358-0.014283i,0.0018517-0.025365i
0.12334+0.24455i,0.30774+0.42674i,0.47237+0.36631i,0.34261+0.071005i,-0.040303-0.089262i,-0.25571-0.02477i,-0.20687+0.025512i,-0.15088+0.0072114i,-0.13758+0.0047642i,-0.10704+0.00092122i,-0.088573-0.0048692i,-0.072897-0.00010909i,-0.053483-0.0008917i,-0.025693-0.0015378i,0.027987-0.019082i,0.076981-0.048544i,0.091021-0.050464i,0.068465-0.034326i,0.024871-0.024919i,-0.0091505-0.02349i,-0.016693-0.027819i,-0.0041085-0.032999i,0.014679-0.032812i
-0.25311+0.25099i,-0.53181+0.40447i,-0.74223+0.28146i,-0.71639-0.025039i,-0.47199-0.15338i,-0.1713-0.10688i,0.012464-0.10985i,0.0099607-0.14231i,-0.047041-0.081394i,-0.026586+0.0072433i,0.021094+0.02327i,0.01642+0.0047422i,-0.0031445+0.006388i,0.012151+0.0072886i,0.035811-0.010883i,0.041415-0.039662i,0.053474-0.059269i,0.07636-0.056216i,0.078604-0.040403i,0.055021-0.027575i,0.02517-0.014692i,0.0076846+0.0020446i,0.0056891+0.0085652i
-0.36771-0.3518i,-0.51159-0.43959i,-0.30793-0.22739i,0.050974+0.10402i,0.18319+0.19578i,0.13108+0.096122i,0.088234+0.013302i,0.087793-0.02119i,0.088843-0.040158i,0.06917-0.046222i,0.046726-0.030458i,0.048512-0.018857i,0.042735-0.031287i,0.0010089-0.029987i,-0.047289+0.0056324i,-0.075411+0.05115i,-0.081754+0.073142i,-0.062895+0.05408i,-0.032395+0.010122i,-0.020097-0.014561i,-0.022559-0.0030103i,-0.020858+0.01581i,-0.01444+0.021648i
0.033652-0.15112i,0.14686-0.12771i,0.26395-0.078644i,0.25486-0.14482i,0.13172-0.228i,0.044597-0.17806i,0.050116-0.082103i,0.071076-0.058005i,0.047569-0.081833i,-0.01099-0.070959i,-0.038559-0.030316i,-0.031622-0.0036218i,-0.020323+0.0199i,0.0083624+0.040628i,0.042664+0.039133i,0.062394+0.038821i,0.072452+0.056024i,0.06671+0.060034i,0.045208+0.034374i,0.021138-0.005745i,-0.0042562-0.036707i,-0.029638-0.035296i,-0.042142-0.010051i
-0.057989-0.27419i,-0.17273-0.3805i,-0.30762-0.38096i,-0.38706-0.2686i,-0.33085-0.071558i,-0.18545+0.096603i,-0.091836+0.15052i,-0.079185+0.15462i,-0.055158+0.14015i,-0.018412+0.073106i,-0.013206+0.019847i,-0.015359+0.0047509i,-0.017757-0.0041467i,-0.013421-0.0045997i,0.0066023-0.0045693i,0.025058-0.015028i,0.032762-0.025109i,0.036887-0.020275i,0.033999-0.0071303i,0.023911-0.0022555i,0.015043-0.011411i,0.0049743-0.03245i,-0.0025271-0.051314i
