-0.00058894+0.00064711i,-0.00093717-0.00063822i,-0.003421-0.0019525i,-0.0033214-0.0015318i,-0.0014097+0.00042008i,-0.0010009+0.00066699i,-0.0012232+0.00067369i,-0.00054793+0.00082231i,0.00094593+0.00055364i,0.0019477+9.6367e-05i,0.0015369-0.0004627i,0.00079903-0.00040802i,0.00043862-0.00032677i,0.00029486-0.00010914i,0.00024865-0.00011315i,0.00016263-0.00027494i,9.6964e-05-0.00020248i,0.00024159-0.00012868i,0.0004054-0.00078451i,0.00043425-0.0012412i,0.00034266+6.6168e-05i,0.00036398+0.00088085i,-1.2433e-05+0.00027897i
0.21265-0.20526i,0.39519-0.41573i,0.44114-0.56862i,0.27111-0.51164i,0.096618-0.30544i,0.04572-0.19754i,0.042359-0.20073i,0.056113-0.17256i,0.059104-0.10172i,0.041464-0.035244i,0.03222+0.0023336i,0.037332+0.015495i,0.049981+0.011376i,0.037575-0.022478i,-0.024228-0.063802i,-0.096331-0.073732i,-0.1365-0.054581i,-0.13564-0.025536i,-0.096935+0.0024532i,-0.050809+0.01576i,-0.033619+0.018351i,-0.038499+0.024136i,-0.035784+0.026988i
0.044079+0.18627i,0.091128+0.26919i,0.11672+0.19672i,0.14159+0.022021i,0.18131-0.076389i,0.19027-0.073091i,0.13805-0.092108i,0.044175-0.149i,-0.022856-0.15313i,-0.030473-0.09817i,-0.00623-0.056085i,0.019411-0.041844i,0.035311-0.024011i,0.038021+2.5773e-06i,0.030222+0.015622i,0.018139+0.02229i,0.00027113+0.02564i,-0.018223+0.024172i,-0.022172+0.01323i,-0.010728-0.0043479i,0.0062098-0.014574i,0.025624-0.0099666i,0.035942-0.0064858i
-0.23284+0.023513i,-0.4416+0.12864i,-0.52462+0.24471i,-0.46087+0.18577i,-0.39652-0.024805i,-0.36358-0.14446i,-0.31021-0.098084i,-0.22215-0.018972i,-0.13249+0.0049873i,-0.078441+0.0030784i,-0.056411+0.015378i,-0.027861+0.011151i,-0.0046817-0.03582i,-0.018495-0.058466i,-0.048226-0.017577i,-0.054592+0.044285i,-0.027774+0.088152i,0.01525+0.095298i,0.043818+0.068891i,0.046131+0.036253i,0.038232+0.017888i,0.028028+0.009381i,0.017047+0.0057494i
0.17115-0.25324i,0.28413-0.53928i,0.23122-0.68497i,0.043811-0.45861i,-0.044532-0.092196i,-0.0094575+0.096858i,0.015641+0.13943i,0.0071548+0.17623i,0.028397+0.18304i,0.056464+0.11385i,0.042111+0.032765i,0.0021231-0.0056419i,-0.020648-0.010053i,-0.012034-0.012881i,0.012292-0.024728i,0.031992-0.038492i,0.033978-0.045971i,0.015254-0.040193i,-0.0063703-0.027464i,-0.020495-0.022755i,-0.035759-0.028798i,-0.046837-0.032554i,-0.044432-0.028795i
0.046838+0.27829i,0.082345+0.56693i,0.13557+0.71141i,0.1617+0.52952i,0.092924+0.23174i,-0.0026904+0.096801i,-0.024753+0.09968i,0.015503+0.078861i,0.013167+0.030996i,-0.022975+0.035563i,-0.012739+0.070932i,0.016508+0.078793i,0.017361+0.061192i,0.012303+0.056963i,0.025241+0.069314i,0.045311+0.066582i,0.051919+0.036591i,0.038645+0.00059042i,0.020442-0.016412i,0.012475-0.013872i,0.0113+0.002087i,0.009731+0.023751i,0.0093275+0.034955i
-0.21168-0.072i,-0.35905-0.13383i,-0.40893-0.16412i,-0.36272-0.10901i,-0.28507-0.020643i,-0.16344-0.0094838i,-0.035978-0.087635i,0.012624-0.13966i,0.02155-0.11444i,0.018912-0.077237i,0.0027582-0.052068i,0.0028615-0.036598i,0.0019171-0.042001i,-0.019061-0.053752i,-0.038999-0.05558i,-0.044187-0.045548i,-0.034982-0.027217i,-0.016656-0.0083321i,-0.0046959-0.0031824i,-0.012274-0.0039916i,-0.02286+0.0057646i,-0.019491+0.017847i,-0.0097386+0.021837i
0.14532-0.17351i,0.22113-0.31226i,0.21112-0.2884i,0.17224-0.053145i,0.18821+0.17089i,0.19253+0.22307i,0.13322+0.18174i,0.080682+0.12085i,0.048791+0.059914i,0.039587+0.03151i,0.048807+0.0047799i,0.030145-0.025904i,-0.0033329-0.012291i,0.0048016+0.018884i,0.044826+0.013604i,0.062472-0.019222i,0.044514-0.039989i,0.012823-0.033499i,-0.010436-0.0098679i,-0.0071111+0.0068408i,0.020044-0.0032058i,0.040952-0.025519i,0.039668-0.033594i
0.083919+0.24888i,0.20487+0.46354i,0.29802+0.51577i,0.30045+0.30813i,0.2299+0.031616i,0.1121-0.11784i,0.0281-0.12661i,-0.0056702-0.070486i,-0.021573-0.012641i,-0.024152+0.023394i,-0.022413+0.040335i,-0.025386+0.051994i,-0.011503+0.058594i,0.0030981+0.035223i,-0.021282+0.00096667i,-0.055758-0.0050705i,-0.057702+0.00084869i,-0.036943-0.00065308i,-0.015226+0.0020702i,0.0029263+0.013395i,0.010536+0.024699i,0.0052917+0.029158i,-0.0010011+0.019491i
-0.23824-0.087853i,-0.41457-0.18946i,-0.41261-0.27728i,-0.2318-0.26061i,-0.072939-0.12594i,0.032169+0.00096827i,0.088002+0.011007i,0.080277-0.020103i,0.059791-0.015948i,0.04413-0.020188i,0.013345-0.029046i,0.0008668-0.012526i,0.017138-0.0043009i,0.021439-0.016535i,0.0079306-0.028068i,-0.0062986-0.026076i,-0.015531-0.014803i,-0.014913-0.0093826i,-0.0078672-0.014848i,-0.010813-0.024856i,-0.023106-0.030497i,-0.03068-0.026299i,-0.030174-0.013767i
0.17348-0.13874i,0.26175-0.22239i,0.2121-0.18941i,0.091036-0.099691i,0.037297-0.10383i,-0.011931-0.13042i,-0.079159-0.08015i,-0.078174-0.038084i,-0.048069-0.054793i,-0.046167-0.054039i,-0.02694-0.018933i,0.014875-0.004344i,0.027213-0.014728i,0.0061047+0.0013666i,-0.00124+0.04948i,0.014899+0.072753i,0.018938+0.058154i,0.0070877+0.040816i,0.0018088+0.032167i,0.013829+0.025925i,0.033666+0.015336i,0.041266+0.0041413i,0.033977+0.0032787i
0.037657+0.19223i,0.11041+0.28989i,0.14293+0.21609i,0.056912+0.028356i,-0.060593-0.081806i,-0.067205-0.12397i,-0.035231-0.14886i,-0.05529-0.10415i,-0.057295-0.015704i,-0.013632+0.028396i,0.010072+0.020737i,-0.0025409+0.0054682i,-0.010787-0.0041256i,-0.0035586-0.022165i,-0.004164-0.046443i,-0.0082152-0.053172i,0.0012448-0.036796i,0.014116-0.018808i,0.016658-0.012565i,0.004892-0.015821i,-0.018662-0.019137i,-0.037888-0.013183i,-0.034326-0.0029897i
-0.23056-0.024527i,-0.41363+0.015917i,-0.43453+0.10126i,-0.24754+0.16884i,-0.069683+0.19216i,-0.02218+0.21467i,-0.011671+0.2151i,0.0014841+0.16067i,0.0047489+0.10885i,0.0047284+0.076898i,-0.0041078+0.054677i,-0.0088588+0.050539i,0.0011919+0.049568i,0.015498+0.036443i,0.025149+0.019583i,0.025443+0.0041636i,0.016972-0.012832i,0.0040855-0.024965i,-0.0078446-0.025489i,-0.013144-0.019937i,-0.01321-0.012127i,-0.0090131-0.0030517i,-0.0043796+0.00051206i
0.187-0.18871i,0.29744-0.37227i,0.24108-0.43638i,0.046568-0.34373i,-0.076713-0.26978i,-0.099974-0.26023i,-0.099042-0.19617i,-0.04535-0.091481i,0.013749-0.049479i,0.0087716-0.041591i,-0.0044056-0.016385i,0.015816-0.0018602i,0.025743-0.010734i,0.0010478-0.011629i,-0.03519+0.0070136i,-0.057923+0.02708i,-0.061095+0.032696i,-0.05304+0.027749i,-0.03774+0.022528i,-0.018494+0.023712i,-0.00081706+0.033413i,0.01496+0.041381i,0.021936+0.033292i
0.0059208+0.25081i,0.041981+0.42539i,0.072336+0.43929i,0.044707+0.31408i,-0.0073497+0.24385i,0.017932+0.22065i,0.083778+0.14036i,0.08482+0.05423i,0.055998+0.011471i,0.04235-0.0022382i,0.037026-0.0077597i,0.030735-0.024924i,0.017123-0.034975i,0.014951-0.026041i,0.037007-0.019281i,0.058692-0.015281i,0.05952-0.0038003i,0.046048+0.0043161i,0.027703+0.0019322i,0.012944-0.0063657i,0.0066007-0.018803i,0.0020789-0.028587i,-0.0034696-0.025489i
-0.17873-0.050923i,-0.3125-0.0016586i,-0.29722+0.14776i,-0.094194+0.25922i,0.065944+0.21762i,0.033513+0.13363i,-0.038597+0.10745i,-0.040321+0.073549i,-0.037166+0.018733i,-0.042607-0.0054008i,-0.040122+0.00078989i,-0.040352+0.013832i,-0.035307+0.023545i,-0.015955+0.032592i,0.0063984+0.037509i,0.020549+0.026178i,0.024619+0.0033588i,0.018493-0.0056113i,0.0096773+0.0081856i,0.0068469+0.023787i,0.0093098+0.023468i,0.0088471+0.012776i,0.0063599+0.0050816i
0.16526-0.21819i,0.27232-0.49385i,0.23964-0.70805i,0.067283-0.66611i,-0.048357-0.46362i,-0.030098-0.32026i,-0.0031074-0.23971i,-0.012111-0.14177i,-0.021093-0.046342i,-0.0085683+0.011182i,0.020862+0.026007i,0.032089+0.015236i,0.021479-0.0038052i,0.0050973-0.034305i,-0.020255-0.064373i,-0.044637-0.073178i,-0.052782-0.060897i,-0.044305-0.036698i,-0.024606-0.018654i,-0.0090589-0.017551i,-0.012417-0.014764i,-0.020852-0.00097941i,-0.017189+0.0048154i
0.0066513+0.33568i,0.051353+0.66385i,0.12957+0.81476i,0.16604+0.6463i,0.11257+0.43511i,0.065283+0.36235i,0.076278+0.26704i,0.067757+0.11432i,0.03073+0.02806i,-0.0004932+0.015369i,-0.0074396+0.020044i,0.0091636+0.019833i,0.016315+0.019835i,0.012749+0.027915i,0.018466+0.035648i,0.025935+0.036459i,0.02455+0.031395i,0.018306+0.015956i,0.010107-0.0036999i,0.0050406-0.0093948i,0.011215-0.0064113i,0.014717-0.0089315i,0.0037626-0.0084533i
-0.16705-0.18294i,-0.32298-0.33191i,-0.39503-0.33172i,-0.27615-0.17463i,-0.071841-0.10806i,0.017128-0.16289i,0.0037777-0.15559i,0.0065825-0.083501i,0.027281-0.039781i,0.029043-0.038147i,0.0033063-0.051653i,-0.029176-0.043763i,-0.031809-0.013523i,-0.019281+0.0074788i,-0.021357+0.014003i,-0.027811+0.014577i,-0.020757+0.013267i,-0.0090733+0.013708i,-0.0029557+0.01484i,0.0026128+0.0125i,0.0054747+0.0076548i,0.007631+0.0081073i,0.013833+0.013872i
0.15467-0.11735i,0.26656-0.27628i,0.27026-0.43312i,0.14737-0.44352i,0.045235-0.29671i,0.034205-0.15973i,0.020961-0.10212i,-0.02811-0.047204i,-0.04324+0.029856i,-0.00219+0.070421i,0.028045+0.059522i,0.027748+0.036073i,0.032322+0.0083101i,0.041001-0.032323i,0.033538-0.065927i,0.016273-0.071988i,0.0041567-0.060666i,-0.0011764-0.046655i,0.0021014-0.030941i,0.0074933-0.024646i,0.002084-0.023925i,-0.010638-0.014952i,-0.013718-0.0075616i
0.020757+0.32999i,0.09103+0.69031i,0.18848+0.88715i,0.21095+0.69906i,0.1081+0.38559i,-0.021902+0.23157i,-0.086202+0.16049i,-0.089381+0.08636i,-0.059355+0.022583i,-0.040342-0.012678i,-0.030005+0.001021i,-0.0037775+0.028433i,0.004849+0.030626i,-0.013869+0.035461i,-0.026175+0.059667i,-0.020949+0.070682i,-0.017452+0.050448i,-0.021748+0.019537i,-0.02797+0.0015538i,-0.031717+0.0058415i,-0.024304+0.017704i,-0.0089441+0.015001i,-0.002094+0.0033217i
-0.20759-0.29729i,-0.45044-0.62573i,-0.63609-0.78375i,-0.57938-0.58104i,-0.32335-0.33107i,-0.087639-0.25262i,0.017351-0.16121i,0.063651-0.042939i,0.078362-0.014637i,0.048592-0.030991i,0.017417-0.038976i,0.00084446-0.049923i,-0.010809-0.052115i,-0.017293-0.032125i,-0.015062-0.0092314i,-0.010777+0.0073819i,-0.010432+0.02922i,-0.0079127+0.047378i,-0.0031265+0.038866i,0.0020118+0.010391i,0.0062334-0.010137i,0.0074221-0.007808i,0.0089742+0.0043326i
0.20841+0.059434i,0.41477+0.16036i,0.53796+0.23798i,0.45458+0.20017i,0.2353+0.13981i,0.068646+0.13771i,0.044933+0.10607i,0.055771+0.042951i,0.029935+0.020772i,0.0045559+0.028336i,-0.0090754+0.035735i,-0.0089124+0.042709i,0.011822+0.037321i,0.038644+0.014148i,0.05855-0.012629i,0.068171-0.029016i,0.068805-0.032593i,0.056787-0.029666i,0.036497-0.017733i,0.020608-0.0026679i,0.0090745+0.00073018i,-0.0016002-0.0039062i,-0.0061114-0.0059736i
-0.012522+0.20632i,0.024369+0.38792i,0.084766+0.43379i,0.09048+0.2654i,0.016138+0.064951i,-0.058512-0.031052i,-0.091676-0.063925i,-0.082602-0.055151i,-0.034714-0.030263i,-0.00066576-0.023002i,0.0036361-0.0081365i,0.0031989+0.017571i,-0.0066337+0.028095i,-0.025928+0.023891i,-0.040473+0.014703i,-0.042978-0.0022682i,-0.037077-0.024675i,-0.030959-0.035017i,-0.024283-0.024678i,-0.01959-0.0052654i,-0.014288+0.0094967i,-0.00091321+0.009417i,0.0088359-0.0015567i
-0.22474-0.29177i,-0.51635-0.6227i,-0.76771-0.78026i,-0.72511-0.52506i,-0.41165-0.1602i,-0.12507-0.0048918i,-0.009932+0.044212i,0.02312+0.050459i,0.0053672+0.018758i,-0.023506+0.023189i,-0.0040055+0.027865i,0.020852-0.011957i,0.018804-0.042027i,0.012801-0.040364i,0.0063592-0.02837i,-0.010197-0.010557i,-0.028671+0.0119i,-0.031389+0.029581i,-0.016034+0.030114i,0.0049878+0.015538i,0.014544+0.004371i,0.0044852+0.0061111i,-0.0088333+0.012885i
0.28407+0.16749i,0.61931+0.44996i,0.8896+0.68481i,0.83962+0.59702i,0.51057+0.35241i,0.21897+0.21865i,0.1274+0.10145i,0.084305-0.034592i,0.018791-0.076974i,-0.0061458-0.052802i,-0.0072424-0.031503i,-0.0072648-0.0070837i,0.0015232+0.01862i,0.014118+0.032889i,0.026937+0.036015i,0.040427+0.030469i,0.050879+0.018252i,0.049875+2.4054e-05i,0.03161-0.010989i,0.0053478-0.0078877i,-0.010191-0.0047135i,-0.011921-0.0060683i,-0.010424-0.0026165i
-0.10425+0.050074i,-0.20734-0.025726i,-0.26289-0.20808i,-0.20823-0.34283i,-0.068305-0.34905i,0.03478-0.32663i,-0.0035534-0.2753i,-0.067292-0.13399i,-0.028945-0.0077948i,0.030122+0.012161i,0.031434-0.0015761i,0.010593-0.0017935i,-0.00073945-0.0081074i,-0.0082572-0.020296i,-0.015969-0.033397i,-0.018581-0.043422i,-0.0166-0.045735i,-0.014257-0.036582i,-0.0058399-0.022917i,0.0088789-0.017473i,0.0193-0.01359i,0.025643-0.0060242i,0.032156-0.0028195i
-0.16352-0.18288i,-0.38892-0.3443i,-0.60392-0.35541i,-0.60823-0.13607i,-0.42239+0.082017i,-0.274+0.1632i,-0.21394+0.21066i,-0.14468+0.2148i,-0.090325+0.15054i,-0.07277+0.099816i,-0.042533+0.07327i,-0.0049864+0.038653i,0.017023+0.005426i,0.018202-0.014221i,0.0021674-0.015877i,-0.022109-0.005566i,-0.043564+0.0048599i,-0.045623+0.011996i,-0.02939+0.013279i,-0.013066+0.010061i,-0.0094937+0.0083881i,-0.018285+0.0080228i,-0.027785+0.0031671i
0.30444+0.1661i,0.69083+0.44248i,1.0198+0.65832i,0.97241+0.52301i,0.59877+0.2109i,0.28299+0.07i,0.19695+0.033682i,0.15404-0.020376i,0.078427-0.03503i,0.042453-0.026228i,0.026097-0.031793i,-0.0032772-0.015473i,-0.025688+0.023278i,-0.026277+0.052644i,-0.010408+0.06236i,0.011345+0.058962i,0.028354+0.04816i,0.029953+0.02533i,0.013688-0.00015058i,-0.0071282-0.013114i,-0.012523-0.018962i,-0.0025067-0.01902i,0.0038486-0.010338i
-0.20502-0.03704i,-0.46063-0.24817i,-0.65757-0.54211i,-0.59387-0.60659i,-0.30421-0.42229i,-0.025592-0.30123i,0.060054-0.26089i,0.048528-0.16388i,0.057505-0.072258i,0.03951-0.037839i,-0.0047662-0.013521i,-0.02028-0.0030911i,-0.0060443-0.021221i,0.014648-0.043676i,0.028144-0.052883i,0.033242-0.047529i,0.03226-0.033744i,0.023114-0.016249i,0.011686+0.0023981i,0.012162+0.016087i,0.020473+0.022919i,0.023089+0.023546i,0.023824+0.020305i
-0.040582-0.076348i,-0.099662-0.052592i,-0.18199+0.10492i,-0.256+0.26645i,-0.31739+0.2804i,-0.37169+0.23243i,-0.32352+0.20322i,-0.16698+0.13208i,-0.055756+0.034516i,-0.027875-0.00329i,-0.0070349+0.0079694i,0.025596+0.01623i,0.03805+0.007172i,0.015584-0.0071824i,-0.018288-0.015338i,-0.038968-0.021849i,-0.044015-0.028151i,-0.036596-0.025712i,-0.023773-0.014721i,-0.020929-0.0076812i,-0.030902-0.0075159i,-0.039073-0.0080289i,-0.035615-0.010174i
0.23939+0.096912i,0.54427+0.2406i,0.81006+0.33619i,0.81191+0.25309i,0.59417+0.11265i,0.39806+0.078654i,0.29262+0.079294i,0.18085+0.055825i,0.091088+0.048573i,0.080498+0.037631i,0.080623+0.003249i,0.043822-0.013314i,-0.0006611+0.0035879i,-0.021159+0.028091i,-0.017505+0.041399i,-0.0094627+0.042104i,-0.0070183+0.037566i,-0.0067201+0.026661i,-0.0021865+0.0082473i,0.010999-0.0072153i,0.026666-0.014815i,0.034474-0.013472i,0.029289-0.0047649i
-0.24236-0.039497i,-0.54908-0.22395i,-0.79421-0.47518i,-0.72048-0.48994i,-0.37398-0.27009i,-0.054398-0.15457i,0.037755-0.1703i,-0.0051865-0.1398i,-0.044629-0.071125i,-0.07445-0.026422i,-0.091398+0.0057569i,-0.066599+0.017225i,-0.015871+0.001893i,0.025683-0.017338i,0.043014-0.024773i,0.041456-0.015952i,0.0359-0.0011597i,0.027463+0.010142i,0.014611+0.01981i,0.0030333+0.028232i,-0.0059033+0.032663i,-0.011729+0.026526i,-0.011048+0.013032i
0.060268-0.037953i,0.15587+0.067088i,0.22213+0.28045i,0.15282+0.35164i,-0.035737+0.17693i,-0.22029+0.0088111i,-0.26639-0.035942i,-0.18677-0.055366i,-0.10954-0.069883i,-0.066248-0.044324i,-0.020965-0.0056981i,0.011054+0.014957i,0.0087562+0.019851i,-0.016912+0.017003i,-0.037527+0.0091971i,-0.032401-0.0083689i,-0.014381-0.027865i,-0.0017173-0.035883i,0.0037387-0.032714i,-4.5617e-05-0.032271i,-0.0085473-0.037234i,-0.014143-0.032988i,-0.014433-0.021766i
0.13568+0.050427i,0.27518+0.065118i,0.39106+0.034332i,0.41413-0.0089597i,0.36277+0.0083015i,0.30521+0.077175i,0.22917+0.12689i,0.13274+0.13536i,0.087943+0.11217i,0.086937+0.063188i,0.072329+0.011666i,0.034976-0.019306i,0.0020147-0.019654i,-0.0014302-0.0013635i,0.010906+0.013072i,0.0041838+0.017528i,-0.017701+0.018108i,-0.025793+0.016069i,-0.016068+0.0092323i,0.0033792+0.0071781i,0.024989+0.015378i,0.035967+0.022605i,0.030278+0.022882i
-0.20012+0.0078969i,-0.42885-0.076715i,-0.60483-0.22047i,-0.56724-0.26272i,-0.3692-0.17287i,-0.17352-0.10737i,-0.047059-0.079611i,0.018653-0.038554i,0.019622-0.016065i,-0.026289-0.014985i,-0.056477-0.0073183i,-0.039238+0.0041885i,0.00027478-0.0010677i,0.025294-0.020209i,0.025637-0.028679i,0.017515-0.013419i,0.014625+0.0095282i,0.011371+0.01958i,-0.0014922+0.018459i,-0.02263+0.014793i,-0.041735+0.010161i,-0.045621+0.0016962i,-0.032281-0.0067999i
0.099705-0.051213i,0.24514+0.020211i,0.35679+0.1893i,0.29079+0.24332i,0.095809+0.094563i,-0.077337-0.051619i,-0.13847-0.088577i,-0.1073-0.073956i,-0.061099-0.038294i,-0.015211+0.0082053i,0.025894+0.03191i,0.035093+0.029498i,0.01114+0.023476i,-0.01897+0.020569i,-0.026625+0.013978i,-0.0045615-0.0022865i,0.021374-0.021296i,0.026136-0.031823i,0.02183-0.029493i,0.026424-0.024526i,0.032249-0.025575i,0.026056-0.01955i,0.013318-0.0045715i
0.050827+0.043386i,0.057626+0.022246i,0.039277-0.043109i,0.042262-0.044145i,0.071222+0.067004i,0.086906+0.17638i,0.057829+0.18971i,0.011893+0.13844i,0.0079579+0.088486i,0.027869+0.045427i,0.023919+0.0059451i,0.0078887-0.018288i,0.0079758-0.018704i,0.024957-0.0068006i,0.032791-0.0040334i,0.01145-0.014744i,-0.018998-0.022435i,-0.031132-0.014625i,-0.02435+0.0013023i,-0.012223+0.016926i,-0.0015676+0.030708i,0.0066314+0.033056i,0.0070909+0.023393i
-0.12532+0.025153i,-0.22654+0.017172i,-0.27189-0.0267i,-0.22735-0.068608i,-0.15083-0.077968i,-0.080335-0.056989i,0.0060362-0.030746i,0.064605-0.036104i,0.044261-0.058387i,-0.010816-0.059198i,-0.039591-0.035685i,-0.032773-0.0095429i,-0.012487-0.0056226i,-0.011231-0.023566i,-0.029276-0.030734i,-0.038234-0.010369i,-0.03099+0.015705i,-0.01562+0.022717i,-0.0077364+0.011495i,-0.014654-0.0063127i,-0.024362-0.023206i,-0.024987-0.030712i,-0.013754-0.025424i
0.081429-0.077281i,0.17743-0.078559i,0.23425+0.00031217i,0.18228+0.072704i,0.11282+0.063465i,0.10412+0.0030475i,0.085295-0.056518i,0.035778-0.060006i,0.01728-0.015142i,0.031129+0.023187i,0.03602+0.037204i,0.018815+0.037072i,-0.0081529+0.035051i,-0.024805+0.040894i,-0.017006+0.04906i,0.007431+0.045952i,0.024463+0.029223i,0.023808+0.0078747i,0.01921-0.0043741i,0.027728-0.0015394i,0.03816+0.0050227i,0.033532+0.010892i,0.020386+0.014094i
0.017556+0.067142i,-0.016388+0.091882i,-0.055194+0.062422i,-0.025671+0.031298i,0.030626+0.045024i,0.034271+0.049173i,-0.010696+0.037192i,-0.04052+0.042837i,-0.026408+0.040427i,-0.0073038+0.014462i,-0.0040486-0.0092741i,0.0028724-0.014898i,0.021752-0.0087533i,0.045416-0.0031035i,0.056412-0.01064i,0.039667-0.028675i,0.012873-0.0373i,-0.0053143-0.025214i,-0.013726-0.0066709i,-0.018958+0.0022965i,-0.024416+0.0054188i,-0.021018+0.0047215i,-0.014007-0.0015594i
-0.072652+0.0060743i,-0.093537-0.0074138i,-0.062384-0.029358i,-0.020818-0.066025i,-0.021209-0.11697i,-0.049967-0.12471i,-0.044404-0.074313i,-0.0096744-0.042093i,-0.0089274-0.051265i,-0.030856-0.049274i,-0.029849-0.02492i,-0.0094412-0.01041i,-0.00037047-0.021371i,-0.017878-0.042345i,-0.043776-0.044042i,-0.050031-0.020347i,-0.037067+0.0038524i,-0.018884+0.012881i,-0.0049371+0.0085027i,8.7671e-05-0.0050401i,0.0023068-0.017079i,0.0027579-0.019093i,0.0030164-0.011223i
0.051921-0.079649i,0.080039-0.11894i,0.046534-0.11481i,-0.03714-0.065207i,-0.054493-0.0050558i,0.0051853+0.023579i,0.041204+0.0077158i,0.027854-0.010364i,0.015826+0.0062931i,0.021762+0.029323i,0.023163+0.036123i,0.012625+0.033457i,-0.0039833+0.035363i,-0.01266+0.049438i,-0.0046589+0.062483i,0.010522+0.058234i,0.017627+0.039936i,0.014087+0.018933i,0.0065828+0.0064912i,0.0035404+0.010205i,0.0051588+0.019213i,0.0041464+0.022235i,0.0018486+0.018869i
0.022921+0.092366i,0.016805+0.17406i,0.031158+0.21841i,0.08559+0.18107i,0.088498+0.079738i,0.016307-0.010473i,-0.03615-0.033868i,-0.032527-0.017337i,-0.016617-0.0056454i,-0.014102-0.0066137i,-0.0094937-0.015358i,0.0038923-0.020904i,0.022081-0.017557i,0.044787-0.015618i,0.05924-0.028042i,0.053377-0.047016i,0.037414-0.049253i,0.021771-0.03208i,0.008485-0.016404i,-0.0036167-0.015389i,-0.014744-0.01967i,-0.01567-0.017988i,-0.0089031-0.016019i
-0.064284-0.038614i,-0.076699-0.10512i,-0.060333-0.17381i,-0.073843-0.18193i,-0.12083-0.12453i,-0.13507-0.051672i,-0.10455-0.0052672i,-0.062442+0.012347i,-0.029893+0.0076525i,-0.016008+0.0040579i,-0.013923+0.0076366i,-0.015-0.00072793i,-0.017138-0.021153i,-0.029348-0.039777i,-0.049828-0.040674i,-0.059238-0.024581i,-0.050464-0.011803i,-0.03105-0.0079055i,-0.012097-0.0046977i,0.00087726+0.0033979i,0.010441+0.010919i,0.014612+0.012156i,0.010972+0.014158i
0.038595-0.051611i,0.036326-0.060376i,-0.019509-0.035431i,-0.075425+0.011019i,-0.057515+0.080393i,0.006451+0.1406i,0.047518+0.13761i,0.041299+0.094051i,0.023007+0.065109i,0.023998+0.050655i,0.023139+0.034561i,0.0051892+0.029047i,-0.013114+0.038676i,-0.018102+0.054693i,-0.01122+0.066814i,-0.003972+0.063174i,-0.0022394+0.045513i,-0.0047392+0.024107i,-0.0075297+0.01008i,-0.006299+0.009279i,-0.001498+0.010779i,0.001632+0.0069575i,0.00093678+0.0016773i
0.027882+0.098015i,0.056472+0.18941i,0.10734+0.26142i,0.17276+0.26072i,0.19779+0.16279i,0.15062+0.027531i,0.086041-0.041749i,0.047591-0.047011i,0.016217-0.03912i,-0.0046381-0.032129i,-0.0022557-0.025712i,0.012012-0.016782i,0.026911-0.010785i,0.041652-0.01649i,0.053283-0.028263i,0.055804-0.03296i,0.047138-0.024999i,0.02963-0.010251i,0.014599-0.00099131i,0.0098509-0.0055754i,0.0056568-0.015789i,-0.00069846-0.018103i,-0.0019669-0.014308i
-0.073496-0.065472i,-0.10767-0.17874i,-0.11426-0.31226i,-0.13678-0.35891i,-0.15966-0.27068i,-0.12116-0.14573i,-0.069709-0.081969i,-0.039457-0.052226i,-0.0063078-0.026795i,0.0090516-0.01275i,-0.0041412+0.0020394i,-0.011778+0.0093556i,-0.0073234-0.0018999i,-0.01263-0.020308i,-0.030878-0.031806i,-0.043839-0.032094i,-0.041252-0.02702i,-0.028006-0.018575i,-0.017335-0.0082739i,-0.015203-6.1643e-05i,-0.013883+0.0083258i,-0.0092307+0.01405i,-0.0052795+0.016635i
0.052936-0.0091514i,0.0594+0.044891i,0.029752+0.15486i,0.03011+0.21297i,0.06577+0.16789i,0.061457+0.12396i,0.042105+0.11403i,0.038256+0.082274i,0.028683+0.039205i,0.015209+0.015981i,0.010374+0.0089984i,0.0053417+0.0096536i,-0.0050313+0.017518i,-0.012596+0.03375i,-0.011012+0.047941i,-0.0071282+0.047672i,-0.007683+0.036146i,-0.0060014+0.019854i,0.00098268+0.0069919i,0.01024+0.00162i,0.016238-0.0034122i,0.014883-0.007979i,0.010078-0.0070874i
0.019366+0.073512i,0.050957+0.10965i,0.087526+0.10968i,0.095105+0.092962i,0.082171+0.057278i,0.082717-0.015076i,0.073352-0.06811i,0.035109-0.066796i,-0.0033747-0.042082i,-0.01677-0.021892i,-0.0061719-0.016719i,0.0093113-0.017663i,0.019078-0.019538i,0.026527-0.02297i,0.034587-0.021736i,0.039916-0.013489i,0.038067-0.0033584i,0.026797+0.0034301i,0.014896+0.0056411i,0.01021+0.0020757i,0.0064338-0.0039764i,0.00029112-0.0047405i,-0.00080458-0.0040816i
-0.070161-0.07256i,-0.11648-0.17178i,-0.12715-0.30012i,-0.12888-0.37076i,-0.1315-0.31416i,-0.10906-0.20819i,-0.085711-0.13629i,-0.06766-0.070775i,-0.032461-0.010909i,-0.0035626+0.013763i,-0.0040469+0.017632i,-0.010868+0.018844i,-0.0088833+0.01494i,-0.010617+0.0010534i,-0.024458-0.017064i,-0.035143-0.027931i,-0.029554-0.031873i,-0.018518-0.027252i,-0.015891-0.019272i,-0.02381-0.014874i,-0.029366-0.0064988i,-0.022356+0.0031915i,-0.012882+0.0062002i
