-8.3335e-05-0.00013441i,0.00067904-0.00052256i,-0.00026439-0.0001759i,-0.00056529-0.0010033i,-0.0010557-0.0014196i,-0.0018665-0.00024725i,-0.0016229+0.001466i,-8.4572e-05+0.0019664i,0.0010508+0.0011413i,0.0012066+0.0006748i,0.00077123+0.00049486i,-0.0002185+2.359e-05i,-1.5412e-05-4.509e-05i,0.00046032-0.00026065i,0.00018167-0.00084649i,-0.00021709-0.00086283i,-0.00068865-0.00020253i,-0.00066228+0.0007467i,-0.00044113+0.0012561i,9.2285e-05+0.00026467i,0.00010262-0.0009863i,-8.9039e-05-0.0004619i,-0.00019701-0.00034084i
0.00028264-0.0002624i,0.00056196+0.00017059i,0.00018643-0.00020095i,-0.00017936-0.00070435i,-0.00022834-0.00090924i,6.9266e-05-0.00090714i,-0.00039816-0.00053664i,-0.00031216-0.0005759i,2.8418e-05-6.6423e-05i,-0.00032924+0.00017006i,-0.00067395+0.00041473i,-0.00042062+0.00083906i,-8.6879e-05+6.0461e-05i,0.00023805-0.00040742i,0.00063609-0.00053456i,0.00062074-0.00035732i,0.00038628-0.00036525i,0.0004573-0.0012352i,0.00056481-0.00088312i,-0.00018555-0.00025319i,2.2135e-05-0.00083685i,0.00034873-0.00072334i,0.00028983-0.00019633i
0.0022857+0.00094342i,0.0019541+0.00025414i,0.0029989-0.00082429i,0.0026137-0.0013686i,0.00087896-0.0018809i,-0.00040099-0.0016719i,-0.00086053-0.00081784i,-0.00051128-0.00037448i,0.00099411-0.00022768i,0.0018357-0.00012558i,0.00081693-0.001026i,-0.00029491-0.0011941i,-0.00040006-0.0002785i,-0.00014197+0.00010527i,0.00015411-0.0003703i,0.00028649+0.00013071i,0.00034492+0.00012145i,-8.1423e-05+0.00018306i,-0.00038837+0.00028112i,-0.00071367+0.00015885i,-0.00057445-3.7358e-06i,0.00050857-0.00087161i,0.00086622-0.00069889i
-0.0012162+0.0019247i,-0.0011242+0.0023116i,-0.0011284+0.0038012i,9.9698e-05+0.0043877i,0.00028871+0.0021517i,0.00080048-0.00025366i,0.00088046-0.00076292i,0.00030174-0.0001846i,0.00038752+0.00022618i,0.0010709+0.00011251i,0.00096892+0.00063666i,0.00035454+0.00075518i,0.0005707+0.00049278i,0.00064396+0.00012221i,0.00095292-0.00026983i,0.0011777+0.00025705i,0.00086019-0.00024868i,0.00020205-0.0010119i,1.7852e-05-0.00060158i,0.00011478-0.00017606i,0.00032245-0.00024824i,0.00098134-0.00029366i,0.00081291-0.00013759i
0.0010714+0.0010898i,0.0016102+0.00015498i,0.0013325-0.00010108i,0.0009602-0.00060205i,0.00022406-0.0017911i,0.00017055-0.002354i,5.4907e-05-0.0017003i,1.0745e-05-0.00038992i,0.00041096+0.00059245i,0.00085716+0.00066601i,0.0011665+0.00046949i,0.00057723-0.00047718i,0.00013187-0.0012179i,-0.00013971-0.00085908i,-0.00055561-0.00048134i,-0.00057322-0.00054071i,-0.00068545-0.00091838i,-0.001097-0.0012455i,-0.0014868-0.0011749i,-0.00083151-0.00062695i,0.00046458-0.00036263i,0.0010774-0.00037388i,0.00089273-0.0002376i
0.00032085-0.00064679i,0.00090137-0.00064759i,0.00090763-0.0010591i,0.00020512-0.0012379i,-0.000184-0.0007497i,0.00050642-0.00091245i,0.00047741-0.0010028i,-0.00021815+0.00011703i,0.00052037+0.0006562i,0.00029267+0.00023584i,-0.00043907+0.00049419i,-0.00041758+0.00089439i,-0.00010193+0.0012618i,0.00054226+0.00083362i,0.0010017-0.00055922i,0.00075054-0.00075506i,-7.1829e-05+6.7543e-05i,-0.00030421-0.00035362i,-0.00041443-0.00040436i,-0.00076907+0.0005877i,-0.00043469+0.00061016i,-0.00041197+0.00012304i,-0.0007125-7.4279e-05i
0.00010617+0.00079853i,0.0010239+0.0012141i,0.0026305+0.001844i,0.0033226+0.001201i,0.0027336-0.00042261i,0.0023369-0.00045803i,0.0011958+0.00063236i,0.0003576+0.00084737i,0.00038955+0.00033058i,0.00050012-0.00037613i,0.00036728-0.00061369i,0.00083062-0.00011487i,0.0011382+0.00016394i,0.00065582+1.9226e-05i,0.00023826-0.0006601i,0.00042031-0.00050659i,-0.00027498-6.3327e-06i,-0.00075897+0.00037302i,-0.00025669+0.00030076i,0.00040673-2.9875e-05i,0.0010002-0.00046611i,0.0008203-0.00043388i,0.00044334+2.0046e-05i
5.3992e-05-9.7697e-06i,0.0004441-0.00028255i,-0.00015608-0.0004336i,4.2142e-05-0.00016775i,0.00011953-0.0002273i,-6.1064e-05-0.00069499i,0.00022126-0.0011298i,0.00042056-0.0016539i,0.00035413-0.0006713i,0.00063569+0.00063399i,0.00072875+0.00050104i,0.0006699+2.0916e-05i,0.00039338-0.00024284i,0.00018554-0.00049795i,0.0002986-0.00033153i,0.00057822-9.0016e-05i,0.00090131-0.00052982i,0.00080318-0.00049181i,0.00025319-0.00042336i,-0.00056199+5.599e-05i,-8.4902e-05+0.00028405i,0.00030719-0.00058427i,0.00029572-0.00081177i
0.0015592+0.0011933i,0.0017758+0.0011203i,0.0017318+0.00034198i,0.0006762-0.00060121i,0.00062293-0.0013979i,0.00029786-0.0014723i,-0.0002568-0.0009692i,-1.2078e-05-0.00099728i,0.0010259-0.001146i,0.00082901-0.0005905i,0.00044112-0.00010115i,0.00034264-9.7839e-05i,1.253e-05-0.0002324i,-2.0297e-05-0.00029774i,0.00016878+1.4886e-06i,-4.0839e-05-1.9181e-05i,-0.00049398-0.00055165i,-0.00078561-0.00037761i,-0.00061244-0.00028949i,-1.7225e-05-0.00091125i,6.0848e-06-0.0010125i,-0.00050059-1.626e-05i,-0.00046985+8.8192e-05i
0.001849-7.9283e-06i,0.0025396-0.00030393i,0.0029595-0.001314i,0.0023907-0.0020463i,0.0012311-0.0010071i,0.00083588+3.4476e-05i,0.00070992-4.0226e-05i,0.00040924+0.00031625i,0.00089481+0.00064566i,0.0015448+0.00055926i,0.00098032+0.00077555i,0.00027401+0.001029i,-2.2747e-05+0.0012151i,-0.00014795+0.00059017i,-0.00031723-8.124e-05i,-0.0003427+0.00014636i,4.2191e-05-0.00014881i,-0.0003866-0.00054367i,-0.00081787-0.00058005i,-0.0002354-0.00015042i,0.00039455+0.00031373i,0.00055329-6.6383e-05i,0.00042961-0.00093458i
-0.0016392-0.00034104i,-0.0023244-0.0002644i,-0.0014005+0.00029896i,-0.0009236+0.00089845i,-0.0013603+0.00076662i,-0.001019+1.2325e-06i,-0.00076174-0.00025349i,-0.00089921+0.00012803i,-0.00061777+2.4145e-05i,-7.1741e-05+0.00031127i,0.00032164+0.0005085i,0.00039449+0.00018132i,0.00044559+0.0002739i,0.00086722+0.00020058i,0.00076795-0.00022227i,-2.5595e-05-0.00045583i,0.0001906-0.00047614i,0.00026279-0.00032502i,-0.00036241-0.00011579i,-0.0003157+0.00046631i,-0.000153+0.0012348i,-0.00012818+0.0010786i,-0.00052688+0.0003375i
-0.0003127-0.00035949i,-0.001277-0.00028356i,-0.00094998+0.00084669i,0.00027173+0.0012486i,0.0010287+0.00059889i,0.0012043+0.00089461i,0.0001009+0.001292i,-0.0001547+0.00074481i,0.00083342-2.8547e-05i,0.0010563+0.00068863i,0.00027367+0.0015423i,-0.00040806+0.00095827i,-0.00020152-0.00050639i,0.00070956-0.00055879i,-4.8376e-05+0.00026736i,-0.00089005-0.00024066i,0.00014903-0.00075056i,0.00085014-0.0010117i,0.00084851-0.00066251i,-0.00028635-0.00016504i,-0.00071069-3.2404e-05i,0.0004651-0.00034178i,0.00071788-0.00063171i
0.00019582-0.0010036i,0.00061517-0.0016039i,0.00077748-0.00081075i,0.0001321+0.00013965i,-6.4447e-05-0.00019512i,0.0004105-0.00030993i,0.00025138+0.00044865i,0.00029355+0.0010713i,0.0006899+0.00080361i,0.00088348-9.6508e-05i,0.00030071-0.00043838i,-6.3008e-05+0.00027591i,0.00043988-0.00014162i,0.00022033-0.0010262i,0.0004294-0.00085835i,0.00079699-0.00037518i,-3.1467e-05-0.00018452i,-0.0010326+0.00013615i,-0.0012534+0.00036188i,-0.00018482+0.00022171i,0.0011789+6.9175e-06i,0.00089937-0.0003598i,8.6439e-05-0.00022508i
6.1905e-06+0.004027i,0.0011748+0.0037335i,0.0014557+0.0035224i,0.0017159+0.002138i,0.0012914+0.00043834i,0.00039368-0.0011301i,-0.00054356-0.0012467i,-0.00039729-0.00071525i,0.0011461+0.00031415i,0.0020719+0.0011053i,0.0016618+0.0008099i,0.0008755-0.00020321i,0.00031993-0.00023534i,0.00039515-0.00016517i,-0.00020349-0.0011095i,-0.00056407-0.0015884i,0.00036115-0.00075506i,0.00028211+3.9329e-05i,4.3337e-05-0.00032557i,0.00042762-0.0004604i,0.00026834+0.00060637i,-0.00015767+0.0010746i,9.2459e-05-0.00031543i
-0.00039206-0.00033845i,-0.00075742+0.0010863i,-0.0014707+0.0020948i,-0.0011049+0.0022716i,-0.00058052+0.0014287i,-0.00016988+0.00095447i,0.00019224-0.0001234i,0.00017355-0.00080822i,0.00035126-0.00036031i,0.00079301+9.7866e-06i,0.00036894+2.4681e-05i,0.00082289+0.00017392i,0.001523-0.00010365i,0.00063152-0.00034797i,0.00029192-0.00023158i,0.00033071-0.00069309i,-9.6434e-05-0.00017431i,-0.00072624+0.00040499i,-0.00099298-0.00029524i,-0.0010127-0.00078161i,-0.00045709+0.00010892i,-0.00016893+0.00072985i,-0.00042182+0.00040649i
0.0010324-0.0011237i,0.0016887-0.0010819i,0.0015124-0.0014733i,0.00063141-0.0015773i,-0.00011216-0.0011397i,0.00026302-0.0011028i,0.00080668-0.0010062i,0.00053955-0.00043589i,0.0010151-0.00027882i,0.0013806+0.0005465i,0.00086624+0.00071018i,0.0012472-0.00011426i,0.0014756+0.00025057i,0.0010442+9.0201e-05i,0.00043992+5.8422e-05i,0.00010366+0.00075507i,0.00031057+0.00038758i,0.00065637+1.6363e-05i,0.00090076+0.00074862i,0.00037638+0.00081635i,-0.00048359+0.00049513i,-0.00076484+0.00089829i,-0.00040382+0.00025138i
0.0012415-0.00088644i,0.0006352-0.00078191i,0.00098886-0.0018233i,0.00037046-0.0019637i,-0.0011474-0.0010991i,-0.0020099+0.00020144i,-0.0015337+0.0013403i,-4.2331e-05+0.001588i,0.0004151+0.00075834i,0.00040307-2.2517e-06i,0.00021113+9.1874e-05i,-0.00010318+7.1873e-05i,-0.00039155-0.0001611i,3.6347e-05-0.00069015i,0.00077583-0.00070556i,-0.00020415-0.00068662i,-0.00059619-0.00064498i,-0.00026586-0.00014621i,0.00025619+1.0395e-05i,0.00054809+0.00088309i,-0.00020788+0.00053685i,-0.00021745-0.00058438i,0.00046261-0.00027467i
0.00063131+0.00057289i,0.00086164+0.00027375i,0.00061113-0.00059746i,-0.00021383-0.00038343i,-0.00043644-0.00023945i,-0.00038416-0.00062221i,0.00045147-0.0011347i,0.0015068-0.0012988i,0.0012794-0.00093469i,0.00047552-5.096e-05i,1.7151e-05-0.00019389i,0.00032071-0.00088576i,0.00059073-0.00086666i,0.00021463-0.0012055i,-0.00016102-0.0012644i,-0.00048027-0.000381i,-0.00055083+0.00012224i,-0.00044899+0.00068182i,-8.3978e-05+0.00074624i,0.00056652+0.00036007i,0.00064429-0.00045864i,0.00042971-0.0014257i,4.9695e-05-0.0010607i
0.0023641+0.0014842i,0.0016663+0.00042963i,0.0026673-0.00012932i,0.0032822-0.0012749i,0.0026109-0.0021636i,0.0010452-0.0015363i,-0.00022286-0.00075146i,-0.00023942-0.00044445i,0.00031728+5.5524e-05i,0.00069943+0.00046219i,0.00039282+0.00032289i,-3.4729e-05-0.00010489i,-0.00011932-8.4279e-05i,-0.00023519+0.00049825i,-0.00049315+0.00023837i,-0.00060456-0.00025503i,-0.00059007-0.00037685i,-0.0005505-0.0005214i,-0.00071144-0.00057471i,-0.00014215-0.00030336i,0.00050616-0.00040221i,0.0001876-0.00066935i,9.3392e-05-0.0012368i
0.0011154-0.00049879i,0.00097996+0.00078433i,0.00045167+0.00057966i,-0.00054633-0.000391i,-0.0014502-0.00036704i,-0.001454+0.00020256i,-0.0013353+0.00031477i,-0.00090847+0.00017051i,-0.00025814+0.00011288i,-4.5273e-05+0.00011285i,-0.00010846-0.00040642i,-0.00085142-0.00091935i,-0.00053443+2.6358e-05i,0.00039703+0.00032731i,0.00030692-0.00011145i,-0.00037907-0.00044867i,-0.00084094-0.00083781i,-0.00016783-0.00063141i,-0.00018041+0.00010724i,-0.00060231+0.00050495i,-0.00080141+0.0002927i,-0.00058658-0.00012403i,-6.5271e-05-0.00022301i
0.0015198-0.00096632i,0.0017425-0.0010063i,0.0017367-0.00097456i,0.0013796-0.0010882i,0.0010774-0.00062342i,0.0010883-0.00049907i,0.00090988-0.0011816i,0.00088143-0.0010626i,0.00077008-0.0005774i,0.0005832-0.00033839i,0.00017719-0.00040299i,-0.00023927-0.00038727i,0.00028786+0.00020977i,0.0010586+3.342e-05i,0.0005077-0.00050795i,-0.00017893-0.00061911i,-0.00034973-0.00023017i,-0.00045785+0.00022812i,-0.00048679+0.00035951i,-0.00057517-0.00018582i,0.00018989-0.00015089i,0.00070821+0.00043184i,0.00016441+0.00078212i
0.00089845-0.00039082i,6.0201e-05-2.6098e-05i,-0.00024875+0.00065183i,-0.00027214+0.00088108i,-0.00077536+0.00087966i,-0.0018403+0.00067636i,-0.00152-6.7792e-05i,7.8216e-05-0.00013016i,0.00056045-0.00031751i,0.00061145-0.00058784i,0.00055147+0.00030234i,-0.00041613+0.00069601i,-0.00070186-0.0002567i,-7.8765e-05-0.00095531i,0.00049381-0.00083051i,0.00055559-0.0010544i,9.5007e-05-0.00063539i,-0.00081041-0.00014735i,-0.0012314-0.00026261i,-0.0005047+0.00016864i,-0.00038162+0.00049881i,-0.00027307+0.00070987i,0.00018738+0.00068111i
-0.0024431+0.0059168i,-0.0020685+0.0047488i,-7.3005e-05+0.0052993i,0.0021976+0.0042473i,0.0032927+0.0011892i,0.0022371-0.0013414i,0.0006109-0.0016882i,0.00025182-0.0011571i,0.00091985-0.0002155i,0.0018298+0.00050435i,0.0020458+0.0002758i,0.001726-0.00051169i,0.00091501-0.00096539i,-9.2928e-07-0.00072588i,-0.00057364-0.00091234i,-0.00010024-0.001159i,0.00011604-0.0010133i,2.4454e-05-0.0010957i,0.00010567-0.00079549i,0.0002578-0.00022312i,0.0001179-0.00026669i,-0.00016418-0.00096248i,0.00028761-0.0012451i
0.00023521-0.00064677i,-0.0007829+0.00022981i,-0.002027-0.00057972i,-0.002013-0.00033417i,-0.00192+0.00056796i,-0.0011796+0.00049334i,-9.9218e-05+0.0002957i,0.0002491+0.00037938i,-0.00059709+0.00058978i,-0.00098207+0.00069693i,-0.00045878+0.00090128i,0.00049755+0.00072311i,0.00049997+0.00040608i,0.00032249-0.00011266i,0.00057382-0.00062688i,0.00026449-0.001074i,-0.00027278-0.0010225i,-0.00068038-0.00056674i,-0.00047793-2.536e-05i,-0.00046919+0.00026772i,-0.00047779+0.00045738i,-0.00080787+0.00034877i,-0.00070062+9.8193e-05i
-0.0018638-0.0012711i,-0.0015269+2.298e-05i,-0.00051829-0.00031439i,0.00016315-0.00057912i,-0.00038378-0.00054858i,-0.00056947-0.0014301i,-0.00042474-0.0012953i,-0.00026537-0.00057365i,7.7843e-05-0.00025456i,0.00049443+0.00050589i,0.00059557+0.00088027i,0.0010256+0.00037219i,0.001176+0.00019014i,-3.4964e-05+0.00024615i,-0.00039716-0.00019593i,0.0003839-0.00010919i,0.00011764+0.00078091i,0.00025687+0.00081696i,0.00047091+5.9881e-05i,-0.00016815-0.00037564i,-0.00046986-0.00057974i,-0.00024471-0.0008714i,0.00029515-0.00085501i
-0.0013535+0.00015801i,-0.0018421+7.7014e-05i,-0.00067121+0.00061764i,-0.00044197+0.00052974i,-0.00040928+0.00035671i,-5.8524e-05+4.921e-05i,2.9816e-05+0.0005206i,0.0005383+0.001386i,0.00097+0.0011424i,0.00036542+0.0011939i,-8.4411e-05+0.0012318i,0.00036648-7.4809e-05i,0.00095065-0.0011398i,0.0006279-0.0010401i,0.00013693-0.00061488i,-0.00032604+6.1843e-05i,-0.00073316+4.4596e-05i,-0.00029983-0.00023924i,-6.6052e-05+9.1362e-05i,-0.00069682+0.00036007i,-0.00025901-0.00058265i,0.00089952-0.00063257i,0.00093111-4.8768e-05i
-0.00050252-0.00026343i,-5.0094e-05-0.00021268i,-0.00043364+0.00022514i,-0.00021638+0.00069003i,0.00029046+0.00062497i,0.00052724-0.0001627i,0.00061923-0.00048615i,0.00032567-0.0003909i,5.7834e-06-0.00041862i,0.00062623-8.6701e-05i,0.0015523+0.00037759i,0.00066978+0.0001209i,7.6887e-05-0.00072424i,0.00055122-0.00085i,0.00089508-0.00086285i,0.00041991-0.00090686i,-0.00037963-0.0003795i,-0.00030512-0.00014341i,-5.1735e-05-0.00024055i,-0.00063191-0.00045681i,-0.00087396-0.00068708i,5.6361e-05-0.00088173i,0.00024528-0.00045256i
-0.00091752+0.00035146i,-0.0004252+0.00063743i,7.2773e-05+0.00061002i,-0.00022097+0.001391i,-3.9617e-05+0.00077516i,0.00094273-0.0006364i,0.0014154-0.0011002i,0.00103-0.0011408i,0.00021896-0.00068826i,0.00053508+0.00015467i,0.001232+2.4383e-05i,0.0012772-1.1502e-05i,0.0012053+0.00044143i,0.00084667-9.4009e-05i,0.0011756-0.0010139i,0.0011813-0.00084477i,0.00051078+0.00010482i,-1.0018e-05+7.0796e-05i,-5.7817e-05-0.00047928i,0.0005375-0.00030924i,0.00071697+0.00038305i,0.00011807+0.0009486i,-0.00028264+0.00055692i
-0.0018731-0.00075521i,-0.0017865+0.00043146i,-0.00054343+0.00034292i,-0.00023399-0.00090102i,-0.00049918-0.0011661i,-0.00010065-0.00026517i,-0.00040462+0.00045723i,-0.00016903+0.00091209i,0.0012055+0.00054539i,0.0012223+0.00028419i,0.00057633+8.4084e-05i,0.00039959+0.00054625i,0.00056527+0.00064066i,0.00087915-0.00027693i,0.00075566-0.00024158i,0.0002934+0.0003927i,-0.00044732+0.00019329i,-0.00089473-0.0007951i,-0.0011344-0.00040457i,-0.0007675+0.00041792i,-0.00060154+0.00027742i,-0.00099155+2.9955e-05i,-0.00017825-0.00019474i
-5.0712e-05-0.0012307i,9.1644e-05-0.0016817i,0.00075976-0.00217i,0.0011576-0.0020883i,0.00055527-0.0015456i,7.984e-05-0.0014582i,0.00024575-0.001393i,0.0007421-0.00073018i,0.0010763-0.0003808i,0.00068973-0.0003475i,7.1206e-05-0.00030003i,-0.00038359-0.00025183i,-0.00010908-6.644e-05i,0.00021493-0.00019715i,0.00021649-2.6074e-05i,2.5804e-05+0.00031135i,-0.00058564-0.00040908i,-0.00035689-0.0010592i,0.00066528-0.00034164i,0.00052241-0.00038694i,-0.00012284-0.001091i,-0.00012114-0.00045462i,-0.00013427+0.00041051i
0.00041242+0.00056943i,0.00086052+0.00015308i,0.0018995+0.0010737i,0.0018781+0.0005329i,0.0011801-0.00087716i,0.00028992-0.0010275i,-0.00018428-0.0005923i,0.00034488-0.00073111i,0.00085479-0.0012514i,0.0014462-0.00145i,0.0013292-0.00071155i,0.00027681+0.00054545i,-2.3991e-05+0.0006709i,0.00021228+0.0010191i,0.00015924+0.0010979i,0.00051368+0.00019864i,0.00083996-0.00045065i,0.00048397-0.00026183i,0.00050023-0.00034211i,0.00071768-0.0010856i,0.00039942-0.0011685i,-0.00045407-0.00045525i,-0.00053362-0.00013824i
0.00076188+0.00030155i,0.0016371+0.00070209i,0.0011791+0.00083267i,8.1716e-05+0.00030309i,-0.00025364-0.00071323i,3.2661e-05-0.00034514i,0.00034317+0.00071144i,0.00017258+0.00086779i,0.00011458+0.001236i,2.9898e-05+0.0011146i,5.1273e-06+0.00033263i,0.00023329-0.00040079i,0.00014143-0.00056416i,0.00022823-0.0002695i,0.00054355-0.00028736i,0.00018271-0.00042365i,0.00010296-0.00031812i,6.1096e-05-0.0004944i,-0.00065914-0.0002442i,-0.00051605+2.6171e-05i,0.00018788-0.00036302i,0.00035147+0.00019646i,0.00065714+0.00085719i
-0.00045418-0.0010289i,7.1606e-05+6.2543e-05i,-0.00042358+0.00040288i,-0.0002212-0.00024644i,-0.00060625-0.00016355i,-0.0011559-3.4288e-05i,0.00023621+0.00018715i,0.0014126+0.00010134i,0.0011512-0.00023435i,0.00027786+2.954e-05i,-4.9437e-05-0.00039753i,0.00071067-0.00066975i,0.00076529-0.00044676i,-7.6656e-05-0.00035992i,-0.00036013-0.00076035i,-0.00020002-0.0011437i,0.00028924-0.00054943i,0.00077796+8.7155e-05i,0.00042739+3.9158e-05i,8.0598e-05-0.00015768i,-0.00051471+0.00045388i,-0.00031705+0.00075326i,0.00012653+0.00030225i
0.0005492-0.00023219i,0.0006454-0.0012097i,0.00020513-0.0014734i,0.00027322-0.0011659i,0.00042838-0.00074482i,0.00014269-6.294e-05i,-0.00063969+0.00069046i,-0.0004183+0.00017i,0.00055286-0.00048413i,0.00077397-0.00064582i,0.00027359-0.00072279i,0.00025116-0.00043395i,0.0008094-0.00061256i,0.00044241-0.001004i,0.00037788-0.00080313i,9.1627e-05-0.00033614i,-0.00066995+0.00059439i,-0.00063859+0.00073515i,0.00017163+0.00047533i,0.00051725+6.7589e-05i,0.00022691-0.00038666i,-8.9512e-05+0.00012239i,-6.1759e-05+0.00029709i
-0.00074891+0.00064582i,-0.00024121+0.0014802i,0.00032768+0.0019024i,0.0018527+0.00048256i,0.0020956-0.00053988i,0.001247-0.00048587i,0.00030593-0.00058557i,0.0001198-0.00098197i,0.00065627-0.00033571i,0.0014272+0.00039127i,0.0012284+9.3249e-05i,0.00099986+0.00010931i,0.0012909+0.00058401i,0.0015634-4.3167e-05i,0.0012561-0.00093582i,0.0004527-0.00099616i,-0.0001739-0.001021i,-0.00084675-0.00021145i,-0.00076348+5.8275e-05i,-0.0002678-1.5092e-05i,0.00063515+0.00060359i,0.00055651+0.00057358i,2.9253e-05-7.212e-05i
-0.00076516+0.0012603i,-0.0014349+0.0020143i,-0.00079506+0.0027492i,0.0010229+0.0028318i,0.0013166+0.0024514i,0.00026606+0.0013284i,-1.9237e-05+0.00052152i,0.00030474+0.00037867i,0.00075534+0.00054326i,0.00088847+0.00096543i,0.001257+0.00083712i,0.0014836-2.7188e-05i,0.0012855-0.001235i,0.00059331-0.0016837i,3.928e-05-0.00089015i,-0.00028727-0.00016525i,-0.00041852+0.00018959i,-0.00074615+3.8579e-05i,-0.00094394-5.4049e-05i,-0.00028716+8.5462e-05i,1.7155e-06+0.00011903i,0.0003351+0.00024404i,-2.6335e-05-0.00011183i
0.0025997+2.6899e-05i,0.002266-0.0011455i,0.0012618-0.002141i,-0.00069298-0.0024597i,-0.0015634-0.0023645i,-0.0014565-0.0018629i,-0.0010271-0.0011777i,-0.00072694-5.5762e-05i,0.00047426+0.00028465i,0.00060888-0.00022659i,-0.00015536-0.00022916i,-0.00047444+0.00021523i,-0.00048048-0.00045122i,3.121e-05-0.00067543i,-3.42e-06+5.1231e-05i,-4.0425e-05+0.0002392i,0.00042193-0.00027518i,0.00043683-0.00061637i,0.00020081-0.00057605i,-2.0391e-05-0.00024047i,-0.00090209+5.9876e-05i,-0.00096127-0.00015332i,0.00012793-0.00050958i
0.00071315-0.00038965i,0.00020234-0.00030531i,0.00024181-0.0010197i,-1.9185e-05-0.0013153i,-0.00017674-0.00049596i,0.0005493+0.00028495i,0.00087584+0.00070107i,0.00026547+0.000144i,0.0002366+0.00039408i,-0.00010672+0.00038395i,-0.00046467-0.00065848i,0.00069668-0.00057416i,0.0011884+0.00010825i,0.0015013+0.00012695i,0.0010175+6.8359e-05i,-0.00024997-0.00062864i,-0.00088519-0.0012988i,-0.00042125-0.001137i,0.00023449-0.00085155i,0.00072929+0.00017863i,0.0008566+0.00048179i,0.00016135-0.00037588i,-8.8535e-05-0.00065312i
0.0012097-0.0016807i,0.00085652-0.0024184i,0.00062304-0.0032699i,5.0218e-05-0.0024139i,-0.0018755-0.00099944i,-0.0028866-8.6335e-05i,-0.0023794+0.00058155i,-0.0014252+0.00031758i,-0.00062141-7.3534e-05i,-0.00038718-0.00048943i,-0.00062095-0.00020434i,-0.00074004+0.00033199i,-0.00036559-0.00014021i,-0.0004021-0.00010892i,-0.00045915+0.00049032i,-0.00022019+0.00036361i,9.0169e-05-0.00030907i,-0.00010245-0.00029951i,-0.00026166+0.00035329i,0.00020636-6.9315e-05i,0.00012307-1.384e-05i,0.00024169-4.4941e-05i,0.00061443-3.5437e-05i
0.0012083+0.00065288i,0.00083402+0.00020587i,0.0020005-0.00024046i,0.0021797-0.00089263i,0.00092296-0.0015354i,0.00017003-0.0010528i,-4.4067e-05-0.00092217i,-0.00058293-0.00063575i,-0.00058259-0.00015899i,0.00014126-0.00033104i,0.0001702-0.00056296i,0.0004131-0.00084427i,0.0010212-0.00092362i,0.00049755-0.00090181i,0.00055289-0.0011358i,0.00063079-0.00062872i,0.00055825-0.00039305i,0.00019419-0.00069979i,-0.00014878-0.00073863i,-5.6818e-05-0.00041887i,0.00011253-0.00097395i,-3.4279e-05-0.0010863i,-0.00027607+0.00021544i
0.00064478+8.0287e-05i,0.00089178+0.0010395i,0.00037651+0.0010143i,4.7347e-06+0.00096516i,-0.00038633+0.00080781i,-0.00038419+0.00075161i,-0.00014405+0.00078696i,0.00019747+0.00073919i,0.00073111+0.00068354i,0.00041687+0.00078449i,-0.0001183+0.00076712i,-0.00027253+0.00082687i,-0.00070782+0.00037208i,-0.00095697-6.5257e-05i,-0.0002295-6.0964e-05i,0.0010297+0.00017054i,0.00077178+0.00042714i,-0.0008528+0.00074541i,-0.0019189+0.00097455i,-0.00069238+0.00014179i,9.4742e-05-0.00066717i,-0.00062505-0.00088701i,-0.00074113-0.00064084i
0.0014575-0.00039936i,0.00067417-0.00024001i,0.00035256+0.00032066i,0.0005182-0.00052955i,0.00056872-0.0012206i,0.00012943-0.00095959i,-0.00029152-0.00081202i,0.00028569-0.00056587i,0.0004837-0.00013065i,0.00051744-0.00023896i,0.00059049-0.00023802i,-4.3461e-05+0.000266i,-0.0008711-0.00041867i,-0.00060368-0.0014638i,0.00021316-0.0013142i,-0.00024089-0.00085196i,-0.00072068-0.00077831i,-0.00077375-0.00016138i,-0.00083859+0.00015416i,-0.00030486+0.00022303i,3.3312e-05+0.00037695i,-2.7667e-05-0.00015512i,-0.00017645-0.00023428i
-7.9167e-05+0.0010557i,-0.0003538+0.0021347i,0.0003785+0.0019552i,0.0013253+0.0011439i,0.001431+0.00079278i,0.00092778+0.00048317i,0.00036093+0.00029825i,-0.00016994+0.00040592i,0.00030192+0.00077371i,0.0015559+0.00072964i,0.0013335+0.0011793i,0.00079936+0.00075539i,-7.707e-05-9.4665e-05i,-0.00054881+0.00027899i,-0.0003228+0.00027986i,0.000403-0.00024121i,0.001047-0.00058393i,0.00049915-0.00054891i,-6.4016e-05-0.00098904i,1.2493e-06-0.0011217i,0.0005291-0.00036887i,0.00051901-7.3444e-05i,0.00010476-0.00024376i
-0.00061348-0.0010947i,-0.0016813-1.9173e-05i,-0.0028046-0.00028122i,-0.0022839-0.0005915i,-0.0014874+4.7408e-05i,-0.000968+0.00044256i,-0.00061112+0.00043303i,-0.00061791+6.1729e-05i,-0.00047288+0.00017789i,0.0001178+0.00074643i,-0.00010245+0.00054767i,0.00011259+0.00035039i,0.00079792+0.00099226i,0.00086069+0.001231i,0.00082146+0.00023855i,0.0012313-6.6807e-05i,0.00087517+0.00040457i,-0.00043327+0.00047096i,-0.00076179+0.00031693i,-0.00039138-0.00017956i,0.00025863-0.00086021i,0.00044578-0.00042143i,0.00051328+0.00030076i
