-0.00025386-0.00087067i,-0.00018512-0.0013675i,-0.0012762-0.0014834i,-0.002546-0.00029588i,-0.0027443+0.00089129i,-0.0023219+0.001657i,-0.00095006+0.0025103i,0.00065054+0.0021391i,0.00058475+0.00065237i,0.00027933-0.00012154i,0.00013098-0.00054765i,4.3974e-05-0.0014435i,7.7883e-05-0.0015876i,0.00048155-0.00073553i,0.00092537-4.652e-06i,0.00041997+0.00012271i,-0.00014682+0.00033129i,-7.2471e-05+0.00034684i,-5.0266e-06-0.00010166i,-0.00058937-0.00080846i,-0.00075495-0.00080593i,-4.9613e-05-0.00026121i,-0.0002881+0.00069511i
-0.096407+0.13889i,-0.1404+0.24963i,-0.12363+0.25353i,-0.094829+0.12789i,-0.095664-0.001971i,-0.080653-0.089823i,-0.051988-0.15283i,-0.039032-0.15697i,-0.017247-0.12131i,0.0043377-0.10292i,0.0068753-0.08039i,0.013707-0.038422i,0.027629-0.0082043i,0.027517+0.0035696i,0.01542+0.012469i,0.0086681+0.018423i,0.0091457+0.01378i,0.009554+0.00093365i,0.0056927-0.013663i,-0.0021065-0.022134i,-0.0045591-0.018731i,0.0010834-0.010452i,0.0032508-0.0067949i
-0.12177-0.032836i,-0.22957+0.036414i,-0.25608+0.23203i,-0.15326+0.39388i,-0.054871+0.3517i,-0.071869+0.229i,-0.1006+0.1725i,-0.063214+0.12049i,-0.025524+0.031552i,-0.036905-0.028068i,-0.054147-0.023208i,-0.034733+0.00014574i,-0.0089218-0.0044003i,-0.0075152-0.019201i,-0.013869-0.018752i,-0.010974-0.0070751i,0.0013901+0.0060447i,0.012274+0.010521i,0.010283+0.010712i,0.002389+0.013209i,-0.0030142+0.013613i,-0.0086001+0.013011i,-0.012459+0.015093i
0.036712-0.19611i,0.011028-0.3657i,-0.041446-0.39401i,-0.036066-0.24319i,0.033183-0.082483i,0.08184-0.0086403i,0.068597+0.017523i,0.026485+0.033801i,-0.012387+0.0634i,-0.017273+0.092478i,-0.0059478+0.079868i,-0.013637+0.044124i,-0.019421+0.028365i,0.0018172+0.027833i,0.025489+0.012789i,0.019301-0.011466i,-0.0018221-0.015913i,-0.0090023-0.0020035i,-0.0033355+0.010484i,0.0044732+0.013821i,0.005224+0.010698i,-0.0016817+0.0026229i,-0.0063512-0.0086059i
0.15961-0.0049313i,0.27531-0.059934i,0.2885-0.15855i,0.19406-0.22534i,0.10739-0.20863i,0.083398-0.15782i,0.10615-0.11436i,0.1294-0.097677i,0.11351-0.10265i,0.074274-0.08428i,0.045765-0.049302i,0.019736-0.029099i,-0.013855-0.015471i,-0.040083-0.00047889i,-0.042915+0.012627i,-0.025387+0.01821i,-0.012015+0.012259i,-0.0088252+0.0063403i,-0.00027437+0.0048484i,0.011953+0.0013739i,0.016797-0.0037112i,0.016785-0.0062719i,0.01849-0.0052306i
-0.048023+0.14324i,-0.10924+0.20696i,-0.21106+0.14587i,-0.2977+0.038104i,-0.29568+0.0011606i,-0.2365-0.019142i,-0.20033-0.054907i,-0.16596-0.040578i,-0.09785-0.0090412i,-0.042229-0.016279i,-0.022234-0.030349i,-0.010099-0.026762i,0.0067916-0.023921i,0.017161-0.028025i,0.013177-0.022645i,0.0044267-0.0077344i,0.00049017+0.0039824i,-0.00084044+0.008193i,-0.0061786+0.0039442i,-0.016552-0.0020394i,-0.01974-0.0043899i,-0.014032-0.0067562i,-0.011262-0.0073144i
-0.11354+0.070253i,-0.11844+0.15347i,0.012309+0.17466i,0.12634+0.098217i,0.10333+0.051254i,0.070636+0.072866i,0.071924+0.051781i,0.02047-0.005712i,-0.051543-0.002303i,-0.06104+0.032207i,-0.027114+0.038357i,0.0022335+0.021279i,0.0042978+0.0064816i,-0.0053297+0.011451i,-0.0024062+0.017416i,0.0072489+0.0094864i,0.011747-0.0022117i,0.0087567-0.010567i,-0.00032768-0.012664i,-0.0092633-0.0087549i,-0.012365-0.0028505i,-0.010043+0.00021866i,-0.0044306+0.00010666i
-0.062033-0.092357i,-0.10246-0.094951i,-0.070666+0.02074i,0.048665+0.12799i,0.13684+0.083476i,0.12385+0.013481i,0.085709+0.053179i,0.098502+0.1241i,0.14046+0.13143i,0.14247+0.089112i,0.096821+0.05268i,0.053+0.038961i,0.035832+0.026511i,0.030913+0.0059759i,0.01466-0.013547i,-0.0086349-0.013716i,-0.012193-0.0011659i,-0.0010901+0.0034725i,0.0038973+0.003373i,0.003908+0.0071753i,0.0020224+0.012817i,-0.0020112+0.015112i,-0.0048041+0.012357i
0.15373-0.13194i,0.26137-0.2825i,0.24725-0.38005i,0.1131-0.34753i,-0.0080867-0.24721i,-0.06272-0.16496i,-0.065709-0.11755i,-0.040768-0.095205i,-0.024072-0.089384i,-0.013591-0.075376i,0.0040997-0.053635i,0.01243-0.029158i,0.015547+0.0010852i,0.018674+0.018694i,0.016859+0.018731i,0.01149+0.009208i,-0.00069209+0.0011372i,-0.010913+0.0037216i,-0.0060014+0.0059218i,0.0053135-0.0030077i,0.0075076-0.013143i,0.004528-0.015306i,0.0063919-0.012908i
0.072993+0.11213i,0.10175+0.2088i,0.069073+0.25366i,0.024974+0.22053i,-0.0092474+0.16538i,-0.07467+0.145i,-0.092198+0.15204i,-0.032143+0.095904i,-0.012448+2.1439e-05i,-0.043406-0.027323i,-0.047845-0.0053721i,-0.028962+0.0020564i,-0.025244-0.013666i,-0.037917-0.027547i,-0.035059-0.018743i,-0.010055-0.0049594i,0.0079923-0.0040897i,0.0098087-0.0093613i,0.0051191-0.011208i,-0.00016626-0.0072764i,0.0011549-0.0062841i,0.0055646-0.0078586i,0.0064488-0.0040752i
-0.11048+0.059784i,-0.20423+0.073824i,-0.23628+0.048384i,-0.18253+0.032128i,-0.077001+0.032093i,0.011098-0.010162i,-0.01716-0.053854i,-0.10372-0.00083871i,-0.11508+0.092884i,-0.063638+0.10598i,-0.031896+0.057171i,-0.026583+0.015002i,-0.021531-0.0042217i,-0.013543-0.0055812i,-0.0072212-0.0071634i,-0.0060866-0.017626i,-0.0099013-0.022857i,-0.013187-0.013274i,-0.013618+8.242e-05i,-0.012636+0.0036451i,-0.011725+0.0048545i,-0.0079967+0.0067003i,-0.0028662+0.0058964i
-0.088807-0.013i,-0.09511+0.021904i,0.01123+0.067149i,0.11955+0.014283i,0.098287-0.096945i,0.051246-0.13179i,0.056524-0.11893i,0.056978-0.091833i,0.066897-0.05829i,0.079881-0.043796i,0.06028-0.023857i,0.035565+0.0077633i,0.024851+0.021833i,0.018278+0.017531i,0.0087702+0.0088875i,-0.0028643+0.0051775i,-0.0080963+0.0040113i,-0.011146-0.00042578i,-0.01628+0.00087576i,-0.010074+0.0091909i,0.0063815+0.010736i,0.011043+0.0050442i,0.0024419+0.00035162i
0.033407-0.11053i,-0.0063224-0.19055i,-0.13391-0.19164i,-0.23268-0.081406i,-0.19764+0.026659i,-0.13872+0.034141i,-0.11845+0.0033783i,-0.081376-0.0088832i,-0.0438-0.019279i,-0.03559-0.027905i,-0.033254-0.028596i,-0.022862-0.025559i,-0.0031992-0.023766i,0.017829-0.023286i,0.021543-0.017649i,0.012588-0.00466i,0.010668+0.010857i,0.017462+0.015201i,0.023343+0.0036793i,0.021794-0.009079i,0.01395-0.010844i,0.0056025-0.0071828i,0.00076688-0.0062966i
0.18528+0.049327i,0.31953+0.075043i,0.33718+0.060946i,0.20299+0.052505i,0.081675+0.10343i,0.072145+0.14824i,0.076625+0.10121i,0.020167+0.0036264i,-0.05481-0.031096i,-0.066247+0.0063768i,-0.014689+0.029763i,0.019861+0.012766i,0.0070558+0.00017001i,-0.014824-0.0013681i,-0.016448-0.0053138i,-0.00020251-0.0092614i,0.012777-0.012113i,0.012975-0.010881i,0.0093904-0.0072301i,0.0029926-0.0088647i,-0.0063305-0.013847i,-0.012399-0.013368i,-0.010649-0.0051643i
-0.043333+0.16021i,-0.089227+0.27794i,-0.074981+0.31577i,0.032385+0.22214i,0.096719+0.047428i,0.027795-0.10322i,-0.06192-0.11924i,-0.054252-0.029529i,0.011955+0.035716i,0.042858+0.043985i,0.024456+0.034292i,-0.010036+0.024638i,-0.037036+0.019832i,-0.042925+0.024149i,-0.028828+0.026666i,-0.014064+0.013907i,-0.0071883-0.002418i,-0.0021143-0.012083i,-0.0029339-0.01741i,-0.011222-0.01297i,-0.012508+0.00078802i,-0.0027491+0.0080374i,0.0036474-2.339e-05i
-0.13803-0.075403i,-0.18144-0.18661i,-0.094796-0.30825i,0.0097086-0.35351i,-0.00024202-0.30011i,-0.02935-0.1929i,0.0056451-0.10743i,0.040163-0.07318i,0.039293-0.068928i,0.028861-0.065565i,0.026917-0.046276i,0.040336-0.023578i,0.059035-0.012693i,0.058653-0.0073588i,0.033855+0.00066018i,0.0087673+0.010769i,-0.0032722+0.017321i,-0.0080107+0.022125i,-0.0022038+0.028751i,0.010116+0.030611i,0.01515+0.022413i,0.0098769+0.014385i,0.0030929+0.012024i
-0.045245-0.092441i,-0.07126-0.093155i,-0.093605-0.036064i,-0.098198-0.013184i,-0.077671-0.0084681i,-0.054182+0.057162i,-0.0055031+0.10498i,0.033556+0.058237i,0.01735+0.0047595i,-0.015264+0.0015201i,-0.026691+0.02041i,-0.014872+0.032203i,0.0033357+0.020179i,0.017954-0.0060229i,0.025013-0.023116i,0.019655-0.01936i,0.013976-0.0044724i,0.009097+6.5318e-06i,-0.0023818-0.0034092i,-0.0057143-0.0051649i,0.0016512-0.0087323i,0.0054708-0.011992i,-0.00034086-0.01069i
0.055384-0.049841i,0.012646-0.098184i,-0.098448-0.076891i,-0.12856+0.02848i,-0.01872+0.086995i,0.11399+0.038826i,0.1438-0.028143i,0.078153-0.035785i,0.017229+0.0090128i,0.013448+0.035068i,0.022282+0.0059237i,0.002658-0.029853i,-0.024777-0.037171i,-0.047012-0.024143i,-0.048133-0.0048419i,-0.020597+0.0009243i,-0.00031625-0.00572i,0.005159-0.0038309i,0.012972-0.0020149i,0.013167-0.0079544i,-0.0015086-0.0064333i,-0.010024+0.0021516i,0.0029087+0.0056382i
0.13384+0.14654i,0.29293+0.26776i,0.40534+0.319i,0.33343+0.25455i,0.10847+0.14014i,-0.11565+0.064708i,-0.20681+0.085142i,-0.11502+0.12478i,0.020837+0.070191i,0.048724-0.0050471i,0.020569-0.0062917i,0.019122+0.027957i,0.029245+0.048544i,0.033539+0.04847i,0.02475+0.028911i,0.0016549+0.0085441i,-0.013034+0.0014927i,-0.013614-0.0010591i,-0.016315+0.0031911i,-0.020392+0.014882i,-0.016385+0.015928i,-0.010125+0.0037223i,-0.011748-0.0032555i
-0.17091+0.064003i,-0.32101+0.086543i,-0.37914+0.070292i,-0.2761+0.023158i,-0.15429-0.039695i,-0.13143-0.088989i,-0.14344-0.10615i,-0.12554-0.085276i,-0.083889-0.061261i,-0.056474-0.065927i,-0.054317-0.05659i,-0.042362-0.028437i,-0.020633-0.018799i,-0.0040219-0.012447i,0.011848-0.00083578i,0.014577+0.0029984i,0.006153+0.0070219i,0.0059965+0.011268i,0.012368+0.0071659i,0.016529-0.0012992i,0.016451-0.0060509i,0.011386-0.0082855i,0.0026439-0.014281i
0.038607-0.23866i,0.1099-0.45442i,0.14719-0.54108i,0.08851-0.38006i,0.070929-0.12315i,0.17529+0.0022821i,0.22528-0.019563i,0.14201-0.056437i,0.037454-0.028341i,0.0046385+0.03602i,0.032706+0.052243i,0.050093+0.0084909i,0.04082-0.035727i,0.021263-0.061378i,-0.0080819-0.060388i,-0.024112-0.027465i,-0.015913-0.0012779i,-0.011171+0.0030941i,-0.015403+0.0074899i,-0.012835+0.0084673i,-0.0098547-0.0015686i,-0.011771-0.0063654i,-0.012828+0.0018046i
0.092176+0.043348i,0.092497+0.17884i,0.0045977+0.32498i,-0.061855+0.31549i,-0.030436+0.14172i,-0.024682-0.039268i,-0.094152-0.096612i,-0.13629-0.022971i,-0.085754+0.0657i,-0.006017+0.068192i,0.011728+0.031457i,-0.020015+0.036741i,-0.044973+0.069086i,-0.045043+0.085334i,-0.024019+0.066542i,-0.0047412+0.022518i,-0.0032225-0.0052561i,-0.0056729-0.0063924i,-0.0089065-0.0077226i,-0.01796-0.01019i,-0.01968-0.0022937i,-0.0081452+0.0052829i,0.0061883+0.0051476i
0.076381+0.0034839i,0.11251-0.092071i,0.12013-0.25392i,0.077929-0.30586i,-0.0068305-0.16215i,-0.060408+0.029047i,-0.02619+0.12542i,0.041597+0.091991i,0.055763+0.017585i,0.045374-0.0069005i,0.045482-0.015075i,0.037014-0.031629i,0.022751-0.04035i,0.0066697-0.036201i,-0.0012261-0.012764i,0.0038235+0.0069914i,0.0016867+0.0051659i,-0.0043908+0.00089995i,0.0004864+0.0039123i,0.010206+0.01213i,0.015968+0.014966i,0.015945+0.0093525i,0.01515+0.0051556i
-0.091241+0.28236i,-0.061139+0.52342i,0.045+0.5694i,0.074796+0.32249i,-0.052802+0.06978i,-0.1774+0.062614i,-0.17126+0.15093i,-0.092636+0.17161i,-0.032873+0.106i,-0.049295+0.037617i,-0.058705+0.047415i,-0.0066842+0.063501i,0.031607+0.044216i,0.039519+0.020756i,0.029471-0.0062822i,0.0046508-0.018866i,-0.00252-0.013658i,0.0043369-0.015239i,0.003188-0.023209i,-0.0015845-0.027427i,-0.0043898-0.027176i,-0.0082461-0.023498i,-0.013722-0.017405i
-0.23553-0.1999i,-0.46896-0.35107i,-0.58596-0.37543i,-0.44271-0.2692i,-0.14852-0.22685i,0.061063-0.33403i,0.081124-0.42784i,-0.0037075-0.37235i,-0.040104-0.19691i,0.016143-0.063678i,0.041311-0.045637i,-0.010064-0.046426i,-0.057206-0.027191i,-0.067821-0.013819i,-0.05194+0.0029756i,-0.023641+0.015444i,-0.011612+0.013668i,-0.015469+0.012995i,-0.012948+0.011757i,-0.0084149+0.00025372i,-0.011085-0.0086184i,-0.01404-0.0037116i,-0.01696+0.0045186i
0.22179-0.060371i,0.45902-0.0841i,0.62144-0.063751i,0.56779-0.039396i,0.35559-0.040951i,0.12466-0.036278i,-0.0073912-0.0085476i,-0.031597+0.012504i,-0.028141+0.0105i,-0.022705+0.016323i,-0.0012318+0.033441i,0.031934+0.038823i,0.061554+0.03269i,0.068566+0.024359i,0.050809+0.01319i,0.030417+0.0012939i,0.018706-0.0053723i,0.011577-0.0045851i,0.00051558+0.00069272i,-0.0115+0.0089733i,-0.010772+0.017368i,-0.00097409+0.014455i,0.0047353+0.0014003i
0.098417-0.0052725i,0.10527-0.014561i,0.088316-0.0034564i,0.10189-0.00097356i,0.092971-0.0037628i,0.04746+0.0052341i,-0.0001455-0.020731i,-0.054467-0.053956i,-0.071221-0.03086i,-0.037027-0.013502i,-0.024108-0.020891i,-0.030331-0.0097303i,-0.029153-0.0057701i,-0.026556-0.017295i,-0.0089959-0.030898i,0.0062487-0.03998i,0.0090361-0.025678i,0.016716-0.0079939i,0.021686-0.007285i,0.022736-0.0081441i,0.023246-0.012372i,0.017982-0.019187i,0.014017-0.017813i
-0.0021864+0.19737i,0.039403+0.26417i,0.03679+0.15216i,-0.038169-0.020695i,-0.089439-0.042837i,-0.068332+0.034842i,-0.0082573+0.090741i,0.049921+0.097698i,0.059341+0.068268i,0.030363+0.067806i,0.043853+0.075141i,0.064474+0.022576i,0.030358-0.03988i,-0.013434-0.056536i,-0.032665-0.043186i,-0.026931-0.025429i,-0.008403-0.024752i,-0.0053489-0.032955i,-0.013428-0.025097i,-0.011151-0.013513i,-0.0071445-0.01236i,-0.010474-0.014816i,-0.016005-0.019788i
-0.21152-0.068228i,-0.34073-0.051566i,-0.28172+0.081715i,-0.097815+0.17511i,-0.048423+0.048457i,-0.17992-0.16007i,-0.30355-0.21185i,-0.26559-0.12763i,-0.12793-0.072701i,-0.043007-0.080493i,-0.031519-0.066599i,-0.019412-0.019854i,0.0019819+0.012589i,0.0031134+0.028225i,-0.0079228+0.040979i,-0.0075375+0.048495i,0.0003775+0.042438i,0.0020548+0.032802i,0.0022851+0.026883i,-0.00019555+0.015755i,-0.0074781+0.0051718i,-0.011926+0.0032288i,-0.010261+0.0052625i
0.037358-0.05436i,0.050899+0.0029064i,0.050601+0.16059i,0.10125+0.26213i,0.18194+0.21935i,0.19727+0.17112i,0.19765+0.15222i,0.17827+0.071778i,0.08539-0.015655i,0.010071-0.032437i,0.0020053-0.027574i,0.0039935-0.028525i,0.0097532-0.015523i,0.031947-0.00041388i,0.048724+0.00036597i,0.038614-0.010646i,0.01346-0.011498i,0.0046979-0.0020693i,0.0092995+0.00057098i,0.01103-0.0020374i,0.012169-0.0015939i,0.0089737-0.00089207i,-0.0021771+0.0025242i
0.14667-0.079624i,0.20547-0.24443i,0.1794-0.41726i,0.10426-0.41606i,0.078853-0.20287i,0.12927+0.00020809i,0.16272+0.044545i,0.12432+0.0029187i,0.048793-0.0082991i,0.00043106+0.027649i,-0.0068388+0.039512i,-0.015828+0.013568i,-0.030386-0.0080237i,-0.025599-0.011996i,-0.010614-0.0051067i,-0.00010094+0.008814i,0.01054+0.013457i,0.014935-0.0012024i,0.010205-0.015419i,0.011287-0.011497i,0.019174-0.0037316i,0.025756-0.0052411i,0.031613-0.010483i
0.04133+0.39172i,0.1377+0.71299i,0.19508+0.83781i,0.15555+0.63985i,0.03981+0.292i,-0.11118+0.0056634i,-0.21065-0.10937i,-0.17903-0.077895i,-0.082193-0.028466i,-0.033941+0.011525i,-0.012213+0.064569i,0.019335+0.088679i,0.030977+0.068801i,0.020063+0.025984i,0.0088354-0.013913i,0.0063558-0.032047i,0.0074384-0.032467i,0.0047416-0.028778i,-0.0048386-0.02223i,-0.020159-0.01273i,-0.029401-0.0043731i,-0.027-0.0035787i,-0.021787-0.0061185i
-0.35366-0.086477i,-0.66947-0.15789i,-0.79242-0.12028i,-0.56012-0.010053i,-0.22518-0.070808i,-0.10394-0.31526i,-0.20088-0.44741i,-0.28686-0.31944i,-0.19575-0.12951i,-0.05494-0.078654i,-0.034536-0.067128i,-0.040194-0.0012554i,0.0029961+0.017946i,0.017716-0.012572i,0.010094-0.015611i,0.013862-0.0049198i,0.0091662+0.0075436i,0.0030079+0.027654i,0.012131+0.037027i,0.026432+0.027581i,0.033707+0.014909i,0.029275+0.0045412i,0.013436-0.0037531i
0.043866-0.15306i,0.16359-0.22413i,0.36914-0.22069i,0.50492-0.20449i,0.45458-0.17i,0.34831-0.089878i,0.32886-0.013505i,0.32903-0.0054009i,0.23325-0.02074i,0.12276+0.008935i,0.095652+0.024005i,0.085317-0.016204i,0.029295-0.048199i,-0.034315-0.036566i,-0.068033-0.01935i,-0.072015-0.013629i,-0.05511-0.0066911i,-0.037443-0.002453i,-0.038119-0.00048412i,-0.042964+0.0017983i,-0.034174+0.0034407i,-0.017928+0.0078757i,0.0043193+0.012373i
0.20215-0.22091i,0.17613-0.41701i,-0.088451-0.39922i,-0.35409-0.14129i,-0.39366+0.061821i,-0.37656+0.099659i,-0.39407+0.1367i,-0.28764+0.21065i,-0.088971+0.19325i,0.036669+0.10484i,0.065335+0.045313i,0.043042+0.034837i,0.0070285+0.055962i,-0.004246+0.071384i,0.012331+0.06908i,0.033915+0.06231i,0.047132+0.041608i,0.036758+0.012475i,0.0088411-0.0017945i,-0.0095166-0.0038346i,-0.020496-0.014264i,-0.029455-0.032132i,-0.021363-0.042548i
0.069552+0.47522i,0.21685+0.68567i,0.27182+0.62455i,0.18626+0.3738i,0.039416+0.13908i,-0.12551-0.08592i,-0.21512-0.23325i,-0.14166-0.22978i,-0.016034-0.20191i,0.017201-0.17027i,0.031373-0.09864i,0.065447-0.067711i,0.051268-0.074771i,0.0048538-0.052333i,-0.024456-0.010653i,-0.024774+0.0089916i,-0.016992+0.0055899i,-0.010772+0.011402i,0.0054494+0.020711i,0.013364+0.020765i,0.0097553+0.027704i,0.0082792+0.04047i,0.0023472+0.050983i
-0.76847+6.7199i,1.2016+6.3436i,3.7729+5.3505i,4.6657+2.1728i,3.5755-0.98162i,1.1238-2.2729i,-0.85217-1.3611i,-1.3459+0.035569i,-0.48105+0.71224i,0.7109+0.18961i,0.89175-0.78248i,0.29725-1.3056i,-0.4702-1.7607i,-1.3243-2.3462i,-1.6481-2.3497i,-1.1254-1.3972i,-0.44798-0.38744i,-0.35392+0.069607i,-0.68334+0.33017i,-0.67203+0.61676i,-0.15498+0.70537i,0.37902+0.384i,0.46204-0.13675i
-0.38025-0.11129i,-0.70007-0.035112i,-0.81527+0.11641i,-0.55492+0.18736i,-0.1122+0.12224i,0.27668+0.005325i,0.48427-0.14859i,0.42261-0.27389i,0.23572-0.23302i,0.11612-0.14066i,0.021192-0.11824i,-0.073262-0.081488i,-0.087723-0.0023795i,-0.034181+0.03455i,0.0041926+0.0058111i,-0.0020226-0.026932i,-0.014997-0.029924i,-0.014101-0.020934i,-0.01459-0.027459i,-0.032967-0.045184i,-0.061331-0.03642i,-0.065946+0.0063082i,-0.036093+0.041451i
0.11619-0.3605i,0.092008-0.67304i,-0.095169-0.68171i,-0.25126-0.25284i,-0.10991+0.19114i,0.20632+0.30103i,0.40599+0.14184i,0.35975-0.073796i,0.16081-0.14646i,0.053819-0.098051i,0.036682-0.09377i,-0.0042305-0.09051i,-0.0030555-0.03523i,0.038938-0.018859i,0.044361-0.039386i,0.023717-0.033828i,0.0039566-0.0094883i,-0.0070519+0.0041586i,-0.0027313+0.0037301i,0.0092541+0.0069185i,0.017205+0.013583i,0.0067937+0.011127i,-0.015407+0.0057528i
0.19289+0.23165i,0.36276+0.47313i,0.49318+0.6595i,0.49541+0.65124i,0.27076+0.53272i,-0.041235+0.4659i,-0.18701+0.40856i,-0.1766+0.26433i,-0.16605+0.10755i,-0.17876+0.038376i,-0.15276+0.021632i,-0.08807+0.00464i,-0.026003-0.0069221i,0.021927-0.0021288i,0.057402-0.004178i,0.05509-0.023706i,0.025625-0.026905i,0.014297-0.013887i,0.019316-0.011627i,0.016454-0.014647i,0.0053843-0.01613i,-0.0019302-0.014127i,-0.0067383-0.0037919i
-0.011985+0.040807i,0.0084586-0.045011i,-0.032218-0.25855i,-0.14286-0.41162i,-0.1522-0.34308i,-0.0061266-0.12728i,0.14972+0.036447i,0.18296+0.044395i,0.10531-0.015732i,0.022369-0.038249i,-0.019365-0.052387i,-0.061998-0.052822i,-0.070168-0.0052844i,-0.0048389+0.023704i,0.056069+0.015126i,0.064997+0.017479i,0.050907+0.026819i,0.037624+0.018655i,0.028261-0.0040175i,0.01828-0.017544i,0.014529-0.015396i,0.019531-0.01361i,0.019935-0.015562i
-0.28599-0.0068874i,-0.45449+0.075855i,-0.43422+0.11141i,-0.27799+0.067715i,-0.15133+0.077483i,-0.0031883+0.14049i,0.17872+0.12266i,0.25526+0.016776i,0.21017-0.067241i,0.12083-0.10096i,0.046925-0.10453i,0.016782-0.09986i,0.0086221-0.088436i,0.0032053-0.044828i,0.006279+0.017311i,0.021963+0.04868i,0.027145+0.028888i,0.0064808+0.0049746i,-0.014384+0.011258i,-0.020589+0.024037i,-0.02785+0.03066i,-0.033051+0.034604i,-0.025779+0.02321i
0.196-0.10215i,0.36048-0.14702i,0.45926-0.054683i,0.45441+0.12328i,0.41793+0.20244i,0.352+0.12789i,0.18203-0.018112i,-0.023455-0.087419i,-0.11602-0.058545i,-0.10718-0.035202i,-0.099552-0.025766i,-0.090734+0.018468i,-0.046877+0.069179i,-0.0033734+0.079976i,0.0046329+0.061153i,-0.010777+0.043265i,-0.01971+0.033246i,-0.010769+0.019153i,0.007323+4.3332e-05i,0.017892-0.011056i,0.016208-0.0075077i,0.0076157+0.0030901i,-0.0057975+0.010513i
-0.050869+0.072016i,-0.18247+0.056256i,-0.32073-0.099796i,-0.32074-0.2959i,-0.22096-0.34174i,-0.12736-0.20994i,-0.023279-0.001119i,0.076123+0.13161i,0.097487+0.12996i,0.049684+0.082495i,0.0112+0.050648i,0.0029967+0.025212i,-0.005443+0.012539i,-0.0048559+0.030192i,0.017209+0.049269i,0.027562+0.039468i,0.017287+0.022649i,0.010164+0.0132i,0.012099+0.00052351i,0.01694-0.013578i,0.022827-0.023949i,0.027428-0.026543i,0.024549-0.018775i
0.14618+0.079183i,0.36593+0.058966i,0.4672-0.079653i,0.22713-0.17496i,-0.096541-0.086755i,-0.20194+0.061401i,-0.16685+0.12056i,-0.10466+0.09407i,-0.047543+0.027144i,-0.021116-0.0093546i,0.00034528-0.0064307i,0.01493-0.011033i,0.011184-0.017803i,0.0011357-0.028347i,-0.022247-0.036125i,-0.037105-0.018673i,-0.023993-0.0027217i,-0.006198-0.0090962i,-0.0056126-0.014988i,-0.016525-0.0040765i,-0.018886+0.0083552i,-0.0092098+0.0041029i,0.0013715-0.012632i
-0.29994-0.078935i,-0.60328+0.037678i,-0.70433+0.33388i,-0.39468+0.53086i,0.012034+0.37504i,0.14462+0.10774i,0.085649+0.01942i,0.031771+0.036145i,0.029867+0.030829i,0.043441-0.024265i,0.018787-0.062111i,-0.0049971-0.033519i,0.0028707+0.00094046i,0.0011785+0.018284i,-0.002044+0.028553i,-0.0014118+0.019321i,-0.010871+0.014576i,-0.0141+0.031196i,-0.00013019+0.041588i,0.015084+0.031846i,0.013898+0.025395i,0.0073354+0.033508i,0.0088364+0.033809i
0.28078-0.15906i,0.54857-0.33899i,0.68944-0.50615i,0.57045-0.51422i,0.37639-0.31965i,0.29837-0.11755i,0.25107-0.088643i,0.12856-0.11553i,0.0141-0.04131i,-0.0026486+0.058887i,0.016086+0.065319i,-0.00027554+0.022504i,-0.018378+0.0083082i,0.00019416+0.018785i,0.026531+0.024807i,0.027912+0.015012i,0.017188+0.00035377i,0.017741-0.01333i,0.021629-0.027317i,0.016227-0.030892i,0.0095299-0.026604i,0.0027974-0.019054i,-0.0086979-0.0047613i
0.0073265+0.010608i,-0.10109-0.046629i,-0.2703-0.12521i,-0.37377-0.12141i,-0.3624-0.046757i,-0.28971+0.014826i,-0.17979+0.085836i,-0.025368+0.12368i,0.063401+0.064708i,0.040091+0.0061382i,0.0136+0.00089973i,0.014836-0.0019547i,0.010581-0.013273i,-0.0096474-0.03022i,-0.042065-0.038831i,-0.047585-0.021746i,-0.029503-0.012339i,-0.031181-0.01696i,-0.0416-0.0089235i,-0.033332+0.00039142i,-0.021192-0.006659i,-0.017894-0.016956i,-0.011051-0.01728i
-0.019534+0.26802i,0.1034+0.54444i,0.28377+0.70118i,0.31008+0.59315i,0.1394+0.37776i,-0.0027092+0.264i,-0.0079597+0.17624i,-0.0067195+0.038244i,-0.053974-0.056584i,-0.094659-0.055889i,-0.10094-0.021097i,-0.09492+0.0054558i,-0.082085+0.039369i,-0.042691+0.065821i,0.00033594+0.057993i,0.017437+0.030123i,0.021097+0.012557i,0.033402+0.011436i,0.044763+0.0095471i,0.034489+0.0041506i,0.018454+0.0084171i,0.014593+0.013068i,0.010452+0.0075151i
-0.30328-0.25257i,-0.62259-0.48279i,-0.78239-0.59633i,-0.54448-0.48372i,-0.11157-0.31382i,0.14015-0.23209i,0.15133-0.14101i,0.08529-0.013151i,0.05446+0.06772i,0.06183+0.057482i,0.05502+0.010712i,0.027888-0.014591i,0.0065029-0.022934i,0.00080716-0.020115i,0.0086245-0.015844i,0.004908-0.017368i,-0.017278-0.011832i,-0.035484-0.004136i,-0.03938-0.0027159i,-0.025341+0.0002976i,7.8856e-05+0.004408i,0.01955+0.0074894i,0.028713+0.010843i
