-0.0023738+0.0010363i,-0.0017312+0.0013989i,-0.0025903+0.0020639i,-0.0018417+0.0022221i,-0.0008161+0.0023444i,-0.00073051+0.0016255i,-0.00046686+0.00099177i,0.00055269+0.00039808i,0.000775-0.00097772i,0.00078928-0.0014503i,0.0013875-0.00059156i,0.0011489+0.00018091i,0.00031339+0.00029063i,0.00062786+0.00072739i,0.00092215+0.0011874i,0.00016869+0.00027327i,0.00013361-9.7456e-05i,-2.1063e-05-0.00014692i,-7.9518e-06+0.00011643i,0.00020402+0.00037i,0.00014119-4.2672e-05i,-5.8868e-05-0.00061974i,0.00014518-0.00051715i
-0.0008968+0.00011118i,-0.00017001+8.4689e-05i,-0.00064496+0.00060585i,-0.00057411+0.0011192i,-3.606e-05+0.0010879i,9.3115e-05+0.0005721i,-0.00039647+0.00014389i,-0.0010333+0.00048719i,-0.00053497+0.00085698i,-0.00066967-0.00022199i,-0.00054364-0.00074766i,-0.00021719-0.00035111i,0.00026427-6.669e-05i,0.00025863-0.00010696i,-0.00037038-0.00047982i,-0.00040365+0.00057486i,-0.00038939+0.0016978i,5.8992e-05+0.00069364i,0.00027475+0.00037014i,0.00031611+0.00086734i,0.00032243+0.00042431i,-0.00065513-0.00010287i,-0.0012443-0.00076713i
0.0010482-0.00029317i,0.0016756-0.00083358i,0.0030688-0.0015513i,0.0028415-0.00078802i,0.0012985-0.00065927i,5.2614e-05-5.5729e-05i,-0.00029578+0.00044822i,-4.737e-05+0.00049559i,-0.00073925-0.00054614i,-0.00092504-0.00084514i,-0.00035054-0.00030365i,-0.00043016-0.00041259i,-0.00076294-3.7489e-05i,-0.00078352-0.00036138i,-0.0010824-0.00060614i,-0.0011717-0.00031226i,-3.435e-05-0.00018483i,0.00093136+8.6242e-05i,0.0008286+0.00011564i,-0.00050024+0.00017124i,-0.0013772+0.00031497i,-0.00065416-0.00010069i,2.0807e-05-0.00096596i
0.00043116-0.00097756i,6.6249e-05-0.00096062i,-0.00093739-0.00054351i,-0.001125-0.00021972i,-0.00012725-0.00019126i,0.00052829-0.00025278i,0.00054292-0.00030941i,4.714e-05-0.00025359i,-0.00089145+0.00037696i,-0.0007647+0.00055032i,0.00011269+0.00031998i,-8.8412e-06-0.00012597i,-0.00071567-3.2658e-05i,-0.00097949-0.00028297i,-0.00063638-0.0010909i,-0.00043921-0.00093656i,-0.0012868-0.00050558i,-0.0011044-0.00018246i,-0.00025549+0.00022417i,0.00025366+0.00011529i,0.00041265+0.00067587i,0.00048996+0.00065597i,0.00063042-0.00043652i
0.0020901-0.00098133i,0.0025308-0.0013935i,0.0029859-0.0016658i,0.0012903-0.0012806i,-0.00026498-0.00015458i,-0.00064024+0.00028074i,-0.00057653+0.00065478i,-0.0007303+0.0013087i,-0.001687+0.00035249i,-0.0021523-0.0011779i,-0.0023222-0.0009305i,-0.0022752+0.00053844i,-0.0014281+0.00071362i,-0.00080434-1.0317e-05i,-0.0006947+0.0002642i,-0.00041514+6.8912e-05i,0.00043583-0.0004154i,0.001075-7.7768e-05i,0.00092153+0.00011894i,0.00043049-0.00024491i,9.0524e-05-0.00036867i,-7.6818e-05+0.00019289i,-0.00033816+0.00046571i
0.0010826+0.00095012i,0.0014775+0.0013976i,0.00096245+0.0016548i,0.00029907+0.00068415i,0.00032421-0.00027233i,0.00033359-0.00070663i,0.00035682-0.00055455i,-0.00017363-0.00078898i,-0.00077453-0.00052318i,-0.001018-0.00044287i,-0.0011493-0.00080089i,-0.00047894-0.00064098i,0.00038159-0.00046388i,-5.3836e-05-0.0002538i,-0.00033416-0.0004916i,0.0003068-0.00025382i,0.0003792-4.0814e-05i,0.00037122-0.00089246i,0.0010817-0.0010743i,0.0011664-0.00053586i,0.00066919-0.00031796i,6.8842e-05-0.00070701i,0.00025506-0.0008152i
-0.00085307-0.00020289i,0.00024505-0.00038418i,0.00065268+0.00022062i,0.00047604+0.00085273i,0.00029209+0.0010528i,0.00077471+0.0005752i,0.0015206+0.00027737i,0.00059821-3.1049e-06i,-0.00060664-0.00041804i,-0.00042664+0.0002088i,2.4784e-05+0.00063773i,-0.00054473-0.00018791i,-0.00062984-0.00067332i,-0.00045262-0.00030348i,-0.00091089+8.2784e-05i,-0.00026281-0.00052169i,0.00072749-0.00042394i,0.00082285-9.6015e-05i,0.00076267-0.00043909i,0.00018511+0.00010275i,-7.0559e-05+0.00077421i,0.0005842+0.00023713i,0.00012306-0.00020722i
-0.00033916-0.0019131i,-0.00096264-0.0019184i,-0.0010097-0.0016835i,-0.00073133-0.00060919i,-0.0001591+0.00043305i,0.00029966+0.00035429i,1.0988e-05-0.0007903i,-0.00065573-0.00099504i,-0.00053746-0.0010997i,-0.00046397-0.00060143i,-0.00063194+0.00049186i,-0.00034144+0.00066892i,-0.00059199-0.00010826i,-0.00028038-0.00068789i,0.00015987-0.00049461i,-2.7566e-05-0.00028019i,-0.00046914-0.00015237i,-0.00010657-0.00080064i,0.00020532-0.00061891i,-0.0005289-1.4686e-05i,-0.00059956-0.00044429i,0.0004044-9.9502e-05i,0.00072635+0.00052704i
1.0079e-05-0.00046725i,-4.6839e-05-0.00036878i,0.00034378+0.0004593i,0.00024011-1.3915e-05i,-0.0002816-0.00025636i,0.00044443-0.00028607i,0.0010898-0.0008011i,0.00049048-0.00026649i,-0.0010123+0.00076756i,-0.0016942+0.00060493i,-0.00097208-0.00025046i,5.1549e-05-0.00056763i,4.1844e-05-2.1704e-05i,-0.00055332-0.00012338i,-0.0011798-9.6169e-06i,-0.00076618+9.5247e-05i,0.00010995-0.00077016i,0.00048022-0.0012315i,0.00040846-0.00063848i,0.0002877-0.00017188i,-4.9026e-05+0.0001854i,-0.00023616+7.4593e-05i,7.2747e-05+0.00011761i
-1.8832e-05+9.4512e-05i,0.00036742+0.00016446i,-8.3392e-05+0.00097159i,0.00032919+0.0010554i,0.00081157+0.0016449i,0.00064381+0.00168i,0.00010483+0.00087657i,-0.00079476-0.00024132i,-0.0012518-0.00076656i,-0.0007064-0.0004562i,-0.0004698-0.00017581i,-0.0005067+6.6219e-05i,-0.00051702+0.00011924i,-0.00075681+0.00051793i,-0.00065974+0.00082363i,-0.00048798-0.00030881i,-0.0004139-0.0010963i,7.2789e-05-0.00055763i,0.00047794-0.00035301i,-8.9124e-05+9.6971e-05i,-0.00088618+0.00028426i,-0.00081897+0.00011811i,-7.6124e-05-7.6247e-05i
-0.0014968+0.0024552i,-0.0012424+0.00192i,0.00060453+0.0018303i,0.001319+0.0015396i,0.00027676+0.00037993i,-0.00017518-0.00043343i,-0.00030838-0.00080425i,-0.00065741-0.0016197i,-0.00063572-0.0021966i,-0.00027349-0.0019862i,0.00089144-0.00086424i,0.00058987+0.00035308i,-0.00063603+0.00058176i,-0.00042675-0.00031132i,0.00053839-0.0011116i,0.00099508-0.00049348i,0.00067189-0.00023032i,0.00024152-0.0008032i,0.00029882-0.00028504i,0.00074742+0.00012647i,0.00065938-0.00029188i,4.207e-05-0.00042789i,-0.00010642-0.00025907i
-0.00061096+0.0020637i,-9.1767e-06+0.0016783i,0.00056807+0.0017805i,0.00094412+0.0010992i,0.00093896+9.3061e-05i,0.00064211-0.00072097i,0.00030618-0.00081807i,-1.4906e-05-0.00018336i,-0.00017924-0.00049983i,-0.00047439-0.00064965i,-0.0004172-0.00020271i,-0.00032238-0.00024499i,-0.00029651-0.00056784i,-0.00032854-0.00031017i,-0.0011514+0.00034369i,-0.00070864+0.00070524i,0.00034925+0.00033674i,0.00057013-0.00049846i,0.00062329-0.0012382i,0.00047698-0.00057098i,0.0003835+0.00073637i,-0.00024227+0.00078346i,-0.00023312-0.00018397i
0.00045084+0.0013911i,0.0012686+0.00083703i,0.001649+0.00021526i,0.00055447-0.0001512i,0.0001698+0.0005748i,0.000318+0.0017687i,0.0001555+0.0008665i,-0.0004519-0.00072323i,-0.0012-0.0014394i,-0.001155-0.0015776i,-0.00061515-0.00066835i,-0.00035347-0.00048945i,-0.00012434-9.6439e-05i,0.00014958+0.00023788i,-0.00012699-0.00015943i,-0.00034312-0.00064142i,-0.00026954-0.00092059i,-3.6996e-05-0.00081325i,0.00023743-0.00044492i,0.00019626+0.0003315i,9.1711e-05+0.00065989i,-4.111e-05+0.00082696i,-0.00028545+0.00033944i
0.00082703+0.00047835i,0.0015505+0.0010642i,0.00057947+0.0017217i,0.00046581+0.0019643i,-2.5248e-05+0.0015869i,-0.00068095+0.00041382i,-0.0008689-0.00033642i,-0.0012579-0.00072465i,-0.00098799-0.0011105i,0.00013401-0.00096478i,0.00067029-0.00015404i,0.00076868+0.00047721i,0.00028181+0.00033743i,-0.00020565-0.0001134i,-0.00031002-0.00056776i,-0.0001526-0.0010284i,-8.2607e-05-0.0009002i,-0.00025379-0.00060757i,-0.0001989-1.1727e-05i,0.00029272+0.00044866i,0.00018845+0.00024093i,-8.2732e-05-0.00042614i,0.00012474-0.00026145i
0.00031382-0.00018767i,0.00078452+8.6279e-05i,0.001166+0.0012911i,0.00081868+0.0017027i,0.0009827+0.0016891i,0.00069117+0.00073723i,0.00034345-0.00065948i,-9.6964e-05-0.0011194i,-0.00090144-0.00085432i,-0.0013145-0.00055668i,-0.0008407-0.00012849i,1.9184e-05-0.0004683i,-0.00030564-0.00069813i,-0.00073607-0.00010793i,-0.00044562+0.00024281i,-0.00037759+0.00021346i,-0.00019681-0.00025044i,-0.00024698-2.7213e-05i,-0.00056489+0.00067487i,-0.00033097+0.00094609i,-0.00012876+0.00066604i,-3.6373e-05+2.1879e-05i,-0.00025575-0.00046864i
0.001469-0.00042081i,0.0016522-0.0008376i,0.001676-0.001181i,0.0011299-0.00096012i,6.7977e-05-0.00017062i,-0.0003732+0.00047349i,0.00046072+0.00027064i,1.6765e-06+1.9409e-05i,-0.00082149-0.0005581i,-0.00079766-0.0016878i,-0.001151-0.0014507i,-0.00095968-0.00046721i,-0.0009764-0.00033993i,-0.0010144+0.00015131i,-0.00034888+0.00065372i,-0.00014052-0.00011619i,0.00027273-0.00066813i,0.00037981-0.00023391i,-0.00019803-0.00040827i,-0.00050655-0.0011525i,-0.00074091-0.00088109i,-0.00062352-0.00043615i,0.0001971-0.00078776i
-0.0024083+0.00067583i,-0.0019088+0.001387i,-0.0015233+0.0024982i,-0.0017395+0.002666i,-0.0009026+0.0019039i,0.00035415+0.0012436i,0.00053301+0.00022013i,8.1739e-05-0.00039289i,-0.00036964-0.00025146i,-0.00025576+0.00011563i,0.00055362-4.0615e-05i,0.00015752-9.0462e-05i,-0.00029116-0.00067352i,-0.00023584-0.00065966i,-0.00014946+0.00027219i,0.00029209+0.0002032i,0.00052612-0.00032361i,0.00072901+0.00037824i,0.00076301+0.0014001i,0.00073387+0.0014134i,0.00021644+0.0010126i,-0.00019941+0.0007992i,-0.00016062+0.00028861i
-0.00084197+0.0016966i,-0.00087358+0.0008112i,-0.00044404+0.00088443i,-0.00097062+0.001079i,-0.00019261+0.00081537i,0.00076073+0.00077969i,-3.7554e-05+0.0002798i,-0.00033347-0.00044162i,-0.00065197-0.00025846i,-0.0012808-0.00044529i,-0.0005171-0.00094972i,0.00014783-0.00082086i,0.00023571-0.00067224i,-0.00028795-0.00010217i,-0.0010499+0.00025615i,-0.001606-0.00013313i,-0.0013428+8.1477e-05i,-0.00081698+0.00037831i,-0.00049406-0.00032925i,-0.00024081-0.00012888i,-0.00024293+0.0001411i,0.00039783-0.0005775i,0.00041979-0.001138i
-0.0015004+8.013e-05i,-0.0010171-0.00031486i,-0.00020579-3.9082e-05i,9.4085e-05-0.0002537i,-0.00010369-0.00075599i,5.9092e-05-0.0012461i,-0.00028477-0.001018i,-0.0010419-0.00067411i,-0.0015903-0.0011475i,-0.0009742-0.0016857i,2.4488e-05-0.0013691i,0.00012253-0.00020591i,-0.00054198+2.6559e-05i,-0.00070253-0.0002459i,-0.00045506-0.00044488i,-0.00061816-0.00063877i,-0.00017453-0.00045304i,0.00042306-0.00030968i,0.00014777-0.00021778i,-0.00040135-0.00023188i,-0.0006303-0.00012283i,-0.00053238+9.0171e-05i,0.0001196-6.8417e-05i
-0.00089939+0.0012398i,-0.0010482+0.0017935i,-0.0011943+0.0019253i,-0.00078181+0.0025374i,-0.00032683+0.0021716i,0.00031456+0.00072136i,0.00099161-0.00027153i,0.0012462-0.00082754i,0.00082079-0.0011022i,0.00069629-0.00047493i,0.001184+0.00010317i,0.0010321-0.0004845i,-0.00015894-0.00058057i,-0.0016384-0.00033858i,-0.00072633+0.00020604i,0.00036401+7.5284e-05i,-0.00035004-0.00051344i,-0.00048237-0.00041746i,-4.4737e-05-0.00025619i,0.00064993+6.6966e-05i,0.00084759+0.00073231i,-0.00028829+0.00068527i,-0.001082-0.00025165i
0.00037053-0.00020724i,-0.00092143+0.00012923i,-0.0015667-1.415e-05i,-0.0012829+0.00043012i,-0.0010473+0.0012832i,-2.7101e-05+0.0014058i,0.00012236+0.00047976i,-0.00028194-0.00063207i,-0.00072196-0.00079405i,-0.0012043-0.00047148i,-0.00078934+2.8453e-05i,-0.00034319+0.001055i,-0.00044832+0.0010614i,-0.00092479+0.00051174i,-0.00042201+0.0004568i,0.00016158+0.00028647i,-8.8987e-05-0.00010896i,-0.00018365-0.00028552i,-3.8558e-05-0.00048974i,0.00031894-0.00056394i,0.00083079-0.00084219i,0.0011134-0.0012478i,0.001149-0.00069758i
0.0020016+0.0010755i,0.0020875+0.00083037i,0.0028852+0.00026214i,0.0017033+0.00013863i,-0.00019369-0.00014009i,-0.00072398-0.00040357i,-0.00081376-0.00015737i,-0.0010901-0.00086379i,-0.0011119-0.0017575i,-0.00086566-0.0013669i,-0.00047587-0.0010714i,-0.00054374-0.00067124i,-0.00067885-0.00012082i,-0.00078875+0.00016434i,-0.0006529+0.00029189i,-0.00019195+0.00054281i,-0.00040744+0.00037479i,-0.00052209-9.2657e-05i,-0.0002286-0.00015058i,-0.00029379+8.7974e-05i,7.3643e-05+0.00010223i,0.00015001-0.00016429i,-0.00015882-5.5807e-05i
-0.0019783-0.00023147i,-0.0013508+0.00085505i,-0.0018904+0.0025103i,-0.0010339+0.0026561i,-0.00080132+0.0022598i,-0.00053016+0.0016618i,0.00051143+0.00094173i,0.00033094+0.00018084i,-0.00070951-0.00032081i,-0.0014621-0.00047161i,-0.00095115-0.00019408i,-0.0002631+9.2404e-05i,-0.00053961+0.00030361i,-0.00088802-0.00053569i,0.00012031-0.00047811i,0.00089235+0.00075931i,0.0003972+0.0011373i,0.0004222+0.00059281i,0.00059076-0.00030776i,0.00038451-0.00096182i,0.00053457-0.00069176i,0.00064533+0.00054681i,0.0003899+0.00010819i
-0.0019383+0.00055506i,-0.0018427+0.00060181i,-0.00085874+0.0013015i,0.00028389+0.0014433i,0.00052686+0.0014187i,0.00026266+0.001226i,8.0505e-05-0.00010051i,-2.881e-05-0.00072316i,-0.00071062-0.0007255i,-0.0011804-0.0012065i,-0.00045708-0.0010935i,2.0453e-05-0.00029519i,-0.00025143+0.000224i,-0.00070898+0.00027667i,-0.00046745+7.9965e-05i,-0.00077685+0.00027492i,-0.00073402+0.00053441i,-0.00041925+0.001023i,-0.00041993+0.00088219i,-0.00057965-0.00048041i,-0.00074512-0.0015026i,-0.00035363-0.0010194i,0.00054441-7.8284e-05i
-0.00017529+0.00032742i,0.00070065+0.00033537i,0.0029701+7.0495e-05i,0.0030036+5.477e-05i,0.0018836+0.00019419i,0.00027743-0.00047025i,-0.00075022-0.00090831i,-0.00097254-0.00082465i,-0.0014127-0.0006996i,-0.0015167-0.0012789i,-0.00115-0.0020006i,-0.0016732-0.0015804i,-0.0016594-0.0011138i,-0.00049766-0.0011874i,-0.00020335-0.00066114i,-0.00059763-0.00084855i,-0.00019985-0.0011918i,0.00069565-0.00035631i,0.0011639+0.00018839i,0.0011642-0.00022975i,0.00055199-0.00018329i,-0.00031524-0.00035637i,-0.00087253-0.00092174i
0.00030967+0.0015901i,1.4767e-06+0.0012678i,0.0010428+0.0015443i,0.0015384+0.0017043i,0.0005421+0.0010456i,-0.00059808+0.00064799i,-0.00046085-0.00055399i,-0.00094072-0.0010859i,-0.0024433-0.00070173i,-0.0021042-0.0012499i,-0.00076656-0.0012202i,-0.00017519-0.00064354i,-0.00023477-0.00020453i,-0.00048784-0.00010005i,-0.00061436-0.0002692i,0.00022103-0.00019406i,0.00052473-0.00014263i,-6.5317e-05+0.00017108i,3.6069e-05+0.00032409i,0.00074142-0.00030959i,0.00079152-0.00040308i,0.00054898-0.00062467i,0.00038828-0.00059735i
-0.00026573-0.00075714i,-0.0002686-0.00064928i,-0.00043139-0.0010735i,-0.0015219-0.00065639i,-0.0015573+0.00022381i,-0.00042929+0.00098498i,-0.00034167+0.00099489i,-0.00032867+0.00018257i,-0.00067201-0.00058452i,-0.0011877-0.00017421i,-0.00087871+0.00030881i,-0.0004425-0.00019035i,-0.0008286-0.00056207i,-0.00016484-0.00035932i,0.00033098-2.1288e-05i,2.2834e-05-3.3349e-05i,-1.6777e-05-0.00040455i,3.5107e-05-0.00056142i,-0.00022122-0.00093899i,-0.00020673-0.00080157i,0.00034506+3.5971e-05i,1.5814e-05+0.00060901i,-0.00052241-2.321e-05i
-0.00034211-0.00060926i,0.00033868-0.00040251i,0.0011324-0.0012293i,0.0013367-0.0012378i,0.00020895-0.00079375i,0.00038519-0.00018084i,0.00064036+0.00056294i,-6.5782e-05+0.00049781i,-0.00052592-0.00014942i,-0.00048223+0.00016498i,-0.00015702+0.00065645i,-0.00047404-0.00030939i,-0.00082338-0.00068816i,-0.00050387-0.00058693i,-0.00027023-0.00062482i,-0.00047545-0.00072857i,-0.00067307-0.00082725i,-0.00017351-0.00053917i,-0.00020155-0.00076909i,-0.00035103-0.00072396i,0.00045451-0.000368i,-0.00016805-2.5054e-05i,-0.0005285+0.00063951i
-0.00043413+0.0010045i,0.00078966+0.0010466i,0.0015549+0.0014128i,0.0011221+0.0012307i,0.00029302+0.0012337i,-0.0004265+0.00067549i,-0.0011387+0.00027029i,-0.0010239-0.00029962i,-0.00081574-0.0012932i,-0.00091398-0.0019238i,-0.00066411-0.0018403i,-0.00039603-0.00053088i,-0.00038079+0.000647i,-3.9335e-05+0.00058871i,0.00015232+0.00014959i,-1.7193e-05-0.00041712i,-0.00013291-0.00067871i,-0.00016064-0.00038713i,-0.00014905-0.00043107i,-0.00064868-0.00083498i,-0.0013447-0.00044518i,-0.0010709+0.00040585i,-0.00039436+0.00031048i
-0.00036609-0.00024888i,-0.0013403-0.00023176i,-0.0015628+9.6986e-05i,-0.0011957-0.00036408i,-0.00090651+0.00013936i,-0.00048098+0.00066364i,-0.00034435+0.00048894i,-0.00071835+0.00010595i,-0.0010119-0.00040197i,-0.00083902-0.00044975i,-0.00037958-0.00035697i,-0.00023556-0.00079758i,-2.3743e-05-0.00051123i,0.00022129-0.00039489i,7.2515e-05+0.00010246i,-0.00021231+0.00063038i,-0.00060902+0.00023963i,-0.00036962-0.00069129i,0.00072408-0.0010728i,0.0007102+0.00031705i,0.00013237+0.00052075i,-7.3314e-05-0.00025881i,0.00058178-0.00015904i
0.0016992+0.00044178i,0.00099642+0.00070988i,0.0010512+0.00087257i,0.0017172+0.0006217i,0.00088972+0.00029936i,-0.0002814+0.00044108i,0.00022978-0.00034325i,0.00059677-0.0012931i,-0.00035102-0.0008285i,-0.0010774-0.00052757i,-0.00079264-0.00095005i,0.00020438-0.00077765i,0.00033483+0.00010651i,-8.4681e-05+0.00088301i,-0.00031178+0.00031515i,-0.00039072-0.00060645i,-0.00022569-0.00062982i,-0.00031249-0.00037981i,-8.2987e-05-0.00028976i,0.00048726-0.0004164i,0.00036134-0.00015601i,0.00020484+5.1522e-06i,-0.00029664-2.3871e-06i
-0.0007194-0.00010686i,0.0001376+0.0018182i,5.7067e-05+0.0018953i,-0.00066553+0.0011519i,-0.00075018+0.00070397i,-0.00028592+0.0002103i,-0.0003339+0.00015916i,-0.0011775+3.0025e-06i,-0.0018035-0.00058767i,-0.0011574-0.0010046i,-0.0004499-0.00061865i,-6.3694e-05-0.00085017i,-0.00021834-0.00076679i,-0.001054+0.00032362i,-0.00098193+0.0003581i,-0.0004014-0.00016183i,-0.00035829-6.3941e-05i,-0.00033629+0.00033275i,-0.00025597+0.00082897i,-4.5704e-05+0.00086611i,-0.00014069+0.00015027i,-0.00018453-0.00062854i,6.8831e-05-0.00070806i
-0.00064949+0.00044503i,-0.0013861+0.00077796i,-0.0012302+0.0016095i,-0.00061828+0.0018758i,-0.00046039+0.00057365i,-0.00059249-0.00067119i,-0.00074365-0.00059796i,-0.0013502-0.00038783i,-0.0013831-0.00067993i,-0.0011609-0.00062529i,-0.00076438-0.00037953i,-0.00063191+0.00028739i,-0.0008052-0.00018298i,-0.00068955-0.0008654i,0.00060954-0.00032136i,0.0014794+0.00030986i,0.0011209+7.1128e-05i,0.00040259-0.00030803i,-0.00056628-0.00017928i,-0.00095718+1.8012e-05i,7.3003e-05+0.00032774i,0.0013183+0.00047957i,0.0012613+0.00071993i
-0.00052316-0.0016521i,-0.0013574-0.0011662i,-0.0019228-0.0011877i,-0.0017198-0.0005752i,-0.00033103+1.3198e-06i,0.00016177+0.00056482i,-0.00012493+0.00029896i,-0.00035969+0.000159i,-0.0014337+1.7036e-05i,-0.0017526-0.00027706i,-0.0012839-0.00035529i,-0.0006881+7.4602e-05i,-0.00029304+0.00038193i,-0.00031607-0.00013154i,-0.00031684-0.00018834i,-0.00019905-2.105e-05i,-0.00028965-0.00038723i,-0.0005254-0.00098421i,-0.00069355-0.00083297i,-0.0010382-0.0003952i,-0.0011567-0.00051434i,-0.0010192-0.00011294i,-0.0006358+0.00015367i
0.00086897+0.00024077i,0.00029394-0.00059754i,0.00094533+9.5038e-05i,0.0012086-0.00013709i,0.0010323-0.00046991i,0.00066057-0.00053556i,0.00017447-9.4209e-05i,0.00020872-0.00010803i,-0.00012534+2.7859e-05i,-0.00026207+0.00024407i,-0.00076005+0.00021874i,-0.0008309-0.00033369i,-0.00030944-0.0010636i,-0.00058015-0.00071331i,-0.00012027-0.00075812i,0.00050044-0.00077011i,7.4846e-06+0.00031725i,-0.00064288+0.00048721i,-0.0002863-0.00033542i,-1.7186e-05-0.00067324i,-0.00082817-0.00052347i,-0.0010806-0.00025837i,-0.00075299+0.00014241i
0.0015151+0.00087594i,0.0017755+0.00032622i,0.0016441+0.0005437i,0.00066844+0.00014133i,-0.00019456+6.7041e-05i,-0.0003194-9.9459e-05i,0.00019459-0.00072387i,-0.00024888-0.00045986i,-0.0010149-0.00023599i,-0.00057138-0.00026095i,-0.00030229-0.00027813i,-0.00050373-0.00027393i,-0.0001064+0.00027175i,0.00056567+5.7286e-05i,0.00075745-0.00027337i,0.00018063-0.0001511i,-3.3215e-05+1.0377e-06i,-0.00022229+1.4919e-05i,-0.00026303-0.00040269i,0.00017001+6.0281e-05i,0.00040953+0.00073793i,-0.00025035-0.00014914i,-0.00078655-0.00022461i
0.00046428-0.0019746i,0.00028669-0.00092003i,-0.0013878-0.0010947i,-0.001592-0.001219i,-0.00066643-0.00091335i,-0.00013911-0.00013025i,0.00053157-6.6192e-05i,0.00056575-0.00084924i,0.00031834-0.00098878i,-6.5955e-05-0.00027703i,-0.00018317+0.00044633i,8.8818e-06+1.1836e-06i,0.00077241-0.00060706i,0.00052747-0.00073499i,-0.00048043-0.00066714i,-0.00021567-0.00020057i,0.0002696-0.00010771i,1.7538e-05+4.1165e-05i,0.00020563+0.00052211i,-0.00013019+0.00084759i,-0.0014707+0.0011483i,-0.0017545+0.0010585i,-0.0011444+0.000905i
-0.00029926-0.00089248i,-0.00098836-0.00010486i,-0.0024943-0.00016721i,-0.0028237+2.3257e-05i,-0.0022967+0.00094498i,-0.0010817+0.00050409i,-9.7698e-05+0.00034764i,-3.4908e-06+4.5285e-05i,-0.00063472-0.00076705i,-0.001304-3.59e-05i,-0.00087594+0.0012233i,9.9681e-05+0.0012606i,-1.3676e-05+0.0003795i,-0.00040194+0.00021807i,-0.00016028-1.1597e-05i,9.7749e-06-0.00023538i,0.00033969-0.00041504i,0.00068416-0.00056049i,-3.9372e-06-0.00046469i,-0.00049785-0.00026506i,-9.294e-05-0.00013531i,-0.00046118-0.00025535i,-7.9502e-05-0.00066064i
3.1743e-05+0.00025138i,-0.00021866+0.00024539i,-0.00018723-0.00047036i,0.00023583-0.0003645i,-0.00045851-5.37e-05i,-0.0011496-0.00025029i,-0.00066499-0.00057423i,-0.00066822-0.0011423i,-0.0011669-0.0016024i,-0.00081512-0.0010939i,-0.00052535-0.00090105i,-0.00026229-0.00085893i,0.00023275-0.00098987i,0.0002388-0.00084474i,-4.0865e-05-0.00064493i,-0.00042116-0.0004579i,-0.00082406+3.5056e-05i,-0.00052973-0.00016785i,-0.00022559-0.00065228i,-0.00012143-0.00087044i,0.00027536-0.000528i,-9.0818e-05-0.00062136i,-0.00046815-0.00085047i
0.00013402-0.003647i,-0.0002941-0.0034966i,-0.00138-0.0017582i,-0.0021756-0.00041031i,-0.00083343-0.00048834i,-0.0001633-7.8349e-05i,-0.00087891+5.7126e-05i,-0.00068938-0.00056561i,-0.00081079-0.0011644i,-0.00075642-0.0010636i,-0.00052461-0.00091129i,-0.00054076-0.00077296i,3.4585e-05-0.00060538i,0.00035519-0.00031231i,0.00032329-0.00024252i,0.00016157-0.00020472i,0.00025253+4.6767e-05i,0.00067223+0.00040662i,0.0010352+0.00031614i,0.001012+0.00049418i,-0.00021223+0.0011317i,-0.0011621+0.0012992i,-2.2617e-05+0.00069193i
0.0015493-0.0015729i,0.0022438-0.0011475i,0.0013439-0.00053682i,-3.7156e-05-0.00061521i,-0.00057391-0.001051i,-0.00039961-0.00098638i,-0.00048945+5.5021e-05i,-0.0012541-2.2639e-05i,-0.0011943-0.0013091i,-0.0003928-0.0011475i,-0.00014888-2.3801e-05i,-1.5077e-05-1.5156e-05i,0.00011168-9.5771e-05i,-0.00042782-0.00090787i,-0.00072836-0.00086561i,-0.00045863-0.00036429i,8.8096e-06-0.00033845i,0.00062672+8.3105e-05i,0.00026773+0.00060805i,-0.00058653+0.00098746i,-0.00057154+0.00037342i,-0.00039522-0.00037074i,-0.00043377-5.688e-05i
0.00060352+0.0022472i,0.00054068+0.001675i,0.0014435+0.00066815i,0.001682+0.00018584i,0.001057+0.00085687i,0.00037498+0.0012932i,-0.00028243+0.00059862i,-0.00044892-0.0008351i,-0.00038279-0.0018579i,-0.00064143-0.0021155i,-0.00046917-0.0014969i,-0.00052417-0.00079285i,-0.00055806-0.00020852i,-0.00056228+0.00065343i,-0.00041078-1.4042e-05i,0.00037932-0.00058084i,0.00056896-0.00016318i,0.00051462-0.00043072i,0.00078796-0.00039854i,0.00040546+0.00030592i,0.00036542+0.00010972i,0.00076932-0.00016482i,0.00057165+0.00019117i
-0.00086626+0.00028391i,-0.0011305+0.00057119i,-0.00076021+0.0010224i,-1.8663e-05+0.0010119i,-0.00063386+0.00031257i,-0.00083061-0.00033627i,0.00027455-0.00053725i,-0.00018475-0.00065369i,-0.001015-0.0014584i,-0.0010429-0.0018854i,-0.00052919-0.00091968i,-0.00030297-0.00019171i,9.9115e-06+0.00043802i,0.00026999+0.00045185i,0.00055394+0.00016069i,0.00029796-0.00021694i,-0.000458-5.7067e-05i,-0.00021515+0.00087367i,0.00021223+0.00081893i,0.00035126-0.00037378i,0.00054375-0.00065528i,-0.00012817+0.00019031i,-0.00043024-3.3916e-05i
