-0.0023738+0.0010363i,-0.0017312+0.0013989i,-0.0025903+0.0020639i,-0.0018417+0.0022221i,-0.0008161+0.0023444i,-0.00073051+0.0016255i,-0.00046686+0.00099177i,0.00055269+0.00039808i,0.000775-0.00097772i,0.00078928-0.0014503i,0.0013875-0.00059156i,0.0011489+0.00018091i,0.00031339+0.00029063i,0.00062786+0.00072739i,0.00092215+0.0011874i,0.00016869+0.00027327i,0.00013361-9.7456e-05i,-2.1063e-05-0.00014692i,-7.9518e-06+0.00011643i,0.00020402+0.00037i,0.00014119-4.2672e-05i,-5.8868e-05-0.00061974i,0.00014518-0.00051715i
-0.19915+0.11138i,-0.35729+0.27762i,-0.41467+0.35161i,-0.34411+0.23193i,-0.25468+0.11752i,-0.18065+0.15716i,-0.097928+0.21112i,-0.044373+0.15064i,-0.030405+0.057621i,-0.018196+0.020526i,-0.0035741+0.027524i,0.0019608+0.043397i,0.0049814+0.043178i,0.0082454+0.030539i,0.011126+0.022952i,0.022181+0.021204i,0.033121+0.021782i,0.031236+0.021767i,0.018985+0.017529i,0.011733+0.014924i,0.018065+0.012608i,0.023855+0.0052565i,0.016495+0.0014223i
-0.074128-0.11711i,-0.15071-0.12524i,-0.077927-0.017662i,0.16887+0.075941i,0.31814+0.020454i,0.23974-0.078886i,0.11005-0.088255i,0.04132-0.04032i,0.007549-0.0055391i,0.0018378-0.0044901i,0.0091491-0.033725i,0.0024928-0.06401i,-0.014544-0.061607i,-0.021803-0.039252i,-0.015547-0.031364i,-0.007287-0.038299i,-0.0001042-0.042307i,0.0036495-0.034642i,0.0041518-0.020367i,0.0020545-0.015972i,-0.0092085-0.019329i,-0.019405-0.015847i,-0.013633-0.0074757i
0.13955-0.16722i,0.17116-0.41016i,0.049248-0.55887i,-0.15486-0.41251i,-0.2403-0.16127i,-0.19136-0.07835i,-0.1362-0.091693i,-0.078588-0.064176i,-0.016754-0.027347i,-0.0076299-0.010235i,-0.029365+0.009611i,-0.028418+0.027119i,-0.010566+0.026891i,-0.0037199+0.016444i,-0.012468+0.015616i,-0.026697+0.027645i,-0.036815+0.032723i,-0.033731+0.020735i,-0.020905+0.0037706i,-0.01483-0.0038682i,-0.015563+0.0014016i,-0.011619+0.0072407i,-0.00816+0.0023664i
0.11094+0.19698i,0.23716+0.33891i,0.26707+0.38387i,0.14587+0.28687i,0.045021+0.1793i,0.08783+0.16163i,0.13906+0.13528i,0.089987+0.065745i,0.026651+0.015161i,0.013901-0.0024502i,0.028831+1.6214e-05i,0.041007+0.0050082i,0.036788+0.0026362i,0.026838+0.004172i,0.026485+0.010034i,0.03501+0.0092901i,0.041481+0.0050252i,0.035092+0.0049713i,0.018673+0.008033i,0.013142+0.011118i,0.023301+0.005508i,0.026861-0.0023178i,0.018087+0.0016953i
-0.12082+0.11027i,-0.1115+0.2305i,0.036096+0.23137i,0.20638+0.04108i,0.19242-0.14585i,0.032348-0.15481i,-0.044428-0.076265i,-0.029916-0.028466i,-0.019893-0.0074241i,-0.016913-0.0055945i,-0.021761-0.027251i,-0.037043-0.039344i,-0.040392-0.027266i,-0.029118-0.019384i,-0.017507-0.030469i,-0.013782-0.048645i,-0.012731-0.054133i,-0.0072351-0.038298i,0.00080025-0.016875i,0.0013122-0.0072899i,-0.007725-0.0065553i,-0.012408-0.0045409i,-0.0051377-0.0022139i
-0.1754-0.16798i,-0.41314-0.25649i,-0.58627-0.20647i,-0.50554-0.0012631i,-0.26458+0.154i,-0.10999+0.12583i,-0.077218+0.052464i,-0.050994+0.01925i,-0.017456+0.010672i,-0.006968+0.02515i,-0.0063195+0.045853i,0.0003852+0.048702i,0.0067055+0.030735i,0.00021163+0.0143i,-0.013563+0.021484i,-0.022501+0.044534i,-0.025368+0.056551i,-0.022681+0.042708i,-0.018207+0.016716i,-0.017965+0.0043708i,-0.019987+0.0071943i,-0.019885+0.0079313i,-0.020177+0.0028103i
0.19342-0.10592i,0.32729-0.20641i,0.34333-0.22381i,0.21517-0.13424i,0.11889-0.06941i,0.12762-0.076155i,0.11529-0.075809i,0.053351-0.036584i,0.012848-0.012154i,0.0085463-0.020211i,0.019773-0.029121i,0.025085-0.026424i,0.020223-0.01411i,0.021458-0.0024741i,0.027881-0.00097178i,0.03275-0.0054522i,0.036677-0.007032i,0.030358-0.0048476i,0.019061+0.00010137i,0.021515-0.00054854i,0.030407-0.0095109i,0.030022-0.013085i,0.021234-0.0058049i
0.13338+0.13266i,0.29608+0.1565i,0.39104+0.024956i,0.28484-0.1644i,0.073509-0.16385i,-0.045964-0.016515i,-0.042838+0.055035i,-0.017427+0.040562i,-0.01229+0.027667i,-0.014359+0.016904i,-0.02495-0.0024965i,-0.034404-0.0084261i,-0.028407-0.0028173i,-0.021185-0.0076935i,-0.026162-0.024779i,-0.037158-0.043045i,-0.038723-0.049522i,-0.023491-0.038982i,-0.0066449-0.023786i,-0.0036188-0.01329i,-0.0066519-0.0054676i,-0.005357-0.0021001i,-0.00034935-0.0063757i
-0.19526+0.15958i,-0.36045+0.36683i,-0.39888+0.5394i,-0.2289+0.50554i,-0.04769+0.29908i,0.0077305+0.11085i,0.0020901+0.028507i,0.0012547+0.0022113i,0.0097203-0.0054651i,0.018413+0.012042i,0.029413+0.032319i,0.032181+0.028319i,0.017672+0.012719i,0.0022646+0.014892i,0.0023189+0.0334i,0.013+0.049453i,0.013915+0.052861i,0.0040407+0.041008i,-0.007005+0.025831i,-0.01461+0.02215i,-0.015516+0.028192i,-0.014746+0.029837i,-0.015151+0.0232i
-0.090635-0.1814i,-0.15962-0.31375i,-0.17832-0.32831i,-0.13118-0.20257i,-0.080313-0.11478i,-0.056132-0.10509i,-0.035595-0.083076i,-0.019541-0.048486i,-0.024967-0.035091i,-0.039642-0.034991i,-0.037318-0.030108i,-0.016763-0.019975i,0.0066444-0.0080196i,0.025714-0.0047882i,0.035849-0.012523i,0.035081-0.019578i,0.030027-0.019183i,0.01943-0.011347i,0.010302-0.0051265i,0.010774-0.010872i,0.013493-0.023531i,0.01477-0.027705i,0.014868-0.017783i
0.13608-0.14258i,0.20275-0.31919i,0.15837-0.45921i,0.037576-0.40672i,0.011721-0.18345i,0.066785+0.0048715i,0.073496+0.053763i,0.034807+0.037988i,0.0073223+0.026651i,-0.002429+0.014295i,-0.015461+0.0017019i,-0.028539+0.00026866i,-0.030608+0.0004912i,-0.034674-0.0064805i,-0.050073-0.013557i,-0.064782-0.016533i,-0.06283-0.018628i,-0.040912-0.018549i,-0.017528-0.01503i,-0.0078563-0.0093513i,-0.0077236-0.0031911i,-0.0084296-0.0024039i,-0.008522-0.0078731i
0.14024+0.21007i,0.29802+0.41906i,0.40167+0.54433i,0.35464+0.44193i,0.18932+0.21907i,0.035256+0.067121i,-0.022305+0.013821i,-0.01639+2.0374e-05i,0.0035466-0.0058303i,0.027345-0.0050786i,0.045107-0.0050055i,0.037282-0.0069658i,0.011033+0.00075119i,0.00013622+0.019708i,0.014077+0.033106i,0.031767+0.033825i,0.034789+0.031387i,0.026289+0.024234i,0.017176+0.014149i,0.011419+0.013612i,0.0070763+0.022499i,0.0031686+0.028229i,0.00019439+0.024362i
-0.16606+0.078298i,-0.29333+0.12443i,-0.32185+0.11012i,-0.23284+0.062281i,-0.14042+0.033005i,-0.093668+0.0091922i,-0.058959-0.0056083i,-0.030307-0.0046604i,-0.021074+0.0030756i,-0.025756+0.013864i,-0.021654+0.020709i,-0.0011193+0.012071i,0.018421-0.0083896i,0.024271-0.02889i,0.023322-0.039961i,0.024313-0.03991i,0.025003-0.033188i,0.019688-0.019815i,0.0093306-0.008741i,2.7596e-05-0.010676i,-0.0047098-0.019673i,-0.0042726-0.023809i,0.0017507-0.018334i
-0.14306-0.14139i,-0.30377-0.2449i,-0.40891-0.2753i,-0.34048-0.22303i,-0.14725-0.16067i,0.017561-0.10888i,0.066967-0.052117i,0.0518-0.0093171i,0.033027+0.0035751i,0.013836-0.0019965i,-0.0093802-0.0011217i,-0.024153+0.010722i,-0.02817+0.016768i,-0.033544+0.018594i,-0.044325+0.025999i,-0.053494+0.029989i,-0.053703+0.021191i,-0.040417+0.0074103i,-0.022226+0.00094989i,-0.0090263+0.0010601i,-0.0014868-0.00028256i,-0.00057742-0.0018807i,-0.004465-5.6532e-06i
0.20484-0.11686i,0.42499-0.21581i,0.56835-0.21926i,0.48809-0.10833i,0.26164+0.011208i,0.077454+0.071965i,0.0045122+0.058453i,-0.0098241+0.017586i,-0.0065768-0.0089279i,0.003621-0.025038i,0.0074786-0.035297i,0.0038606-0.026712i,0.0055363-0.0026707i,0.019741+0.014529i,0.034838+0.014149i,0.039794+0.008066i,0.034382+0.0070836i,0.019445+0.0056089i,0.006899+0.0015355i,0.0054398+0.0029526i,0.0079789+0.010159i,0.008901+0.014107i,0.0064332+0.010998i
0.07032+0.15973i,0.090001+0.27407i,0.04411+0.29424i,-0.017153+0.20794i,-0.029863+0.11229i,-0.031822+0.043632i,-0.045119+0.0077219i,-0.047236+0.0045922i,-0.033378+0.016479i,-0.010774+0.032537i,0.011866+0.032798i,0.021111+0.0052767i,0.012509-0.024976i,-0.0052566-0.042195i,-0.016647-0.050454i,-0.014684-0.051008i,-0.004243-0.041725i,0.0069889-0.022601i,0.0096333-0.0058116i,0.0029578-0.0016868i,-0.0066626-0.0047939i,-0.010399-0.008025i,-0.0052167-0.010258i
-0.13863+0.12957i,-0.25051+0.2467i,-0.31021+0.28705i,-0.28178+0.18309i,-0.19984+0.027546i,-0.10321-0.049274i,-0.022379-0.042614i,0.012259-0.018506i,0.004786-0.0025477i,-0.010606+0.0049208i,-0.017081+0.012858i,-0.015281+0.02276i,-0.010711+0.025806i,-0.0099828+0.031222i,-0.012615+0.043817i,-0.017721+0.051453i,-0.021541+0.046267i,-0.016294+0.029572i,-0.0058482+0.012174i,0.0005613+0.00085541i,0.0015876-0.0051326i,0.0016263-0.004764i,0.0026054-0.00138i
-0.10014-0.19216i,-0.14365-0.37618i,-0.071865-0.47873i,0.076814-0.37997i,0.16157-0.17564i,0.14367-0.036153i,0.081266+0.0049534i,0.029781+0.0038373i,0.0022816+0.00027484i,-0.015539-0.0058529i,-0.029583-0.011083i,-0.02274-0.0029335i,0.0034159+0.005152i,0.025586-0.0016421i,0.034247-0.010831i,0.036468-0.012689i,0.032139-0.0083899i,0.017252-0.003448i,0.00073438-0.00094053i,-0.0047561+0.0042621i,0.0011175+0.012194i,0.0048148+0.01483i,0.00093066+0.012611i
0.14255-0.063199i,0.22884-0.065322i,0.22298+0.0023279i,0.12311+0.068847i,0.024441+0.069742i,-0.0324+0.037489i,-0.053764+0.025474i,-0.041514+0.027038i,-0.012925+0.014414i,0.016881-7.6439e-06i,0.032196-0.013677i,0.017-0.026669i,-0.011602-0.02582i,-0.031388-0.016746i,-0.040537-0.013487i,-0.039246-0.01738i,-0.027112-0.024238i,-0.011801-0.025827i,-0.0030334-0.018301i,-0.0010221-0.010767i,-0.0030607-0.0077906i,-0.0051981-0.0064336i,-0.0052315-0.0051896i
0.11212+0.12962i,0.18936+0.22574i,0.17351+0.27015i,0.049281+0.23145i,-0.055972+0.1534i,-0.054165+0.075851i,-0.010307+0.0094348i,0.0031427-0.018396i,-0.0047768-0.012542i,-0.01377-0.002732i,-0.011291+0.0059398i,0.00035088+0.014241i,0.0064596+0.019661i,0.0099239+0.024164i,0.015799+0.028522i,0.015345+0.03195i,0.0072853+0.030944i,0.00094752+0.021816i,-0.0011464+0.0096517i,-0.0013084-0.00031664i,-0.0041339-0.009531i,-0.0062736-0.014244i,-0.0011638-0.012705i
-0.16106+0.086568i,-0.30104+0.10407i,-0.33605+0.0075574i,-0.19714-0.13975i,-0.031683-0.1957i,0.030426-0.14872i,0.025845-0.082865i,0.010809-0.046335i,-0.00062416-0.025009i,-0.011866-0.0044483i,-0.018795+0.013686i,-0.0087432+0.018022i,0.0079234+0.0043555i,0.013973-0.015521i,0.012209-0.030552i,0.010598-0.034999i,0.010385-0.025444i,0.0090401-0.0081855i,0.005251+0.0038294i,0.0042515+0.0096113i,0.0099253+0.013649i,0.012495+0.015231i,0.006198+0.014538i
-0.058545-0.12105i,-0.055103-0.18977i,-0.00074077-0.15367i,0.044208-0.029674i,0.034084+0.057219i,0.00092369+0.084132i,-0.0082192+0.087472i,-0.0045572+0.062173i,-0.0044223+0.021617i,0.0036595-0.01241i,0.0086116-0.034033i,-0.0056498-0.033705i,-0.02008-0.014756i,-0.024438+0.0047397i,-0.027863+0.016567i,-0.029613+0.018332i,-0.026904+0.0085701i,-0.020605-0.002428i,-0.013065-0.0069767i,-0.008588-0.0072114i,-0.0080032-0.0049306i,-0.0060278-0.0017497i,-0.0037908+0.00044724i
0.10808-0.092998i,0.18504-0.13693i,0.19706-0.10837i,0.13118-0.0097603i,0.072309+0.058336i,0.056441+0.03475i,0.035325-0.0086381i,0.011283-0.0052625i,0.0051532+0.017988i,0.002029+0.024011i,0.0013197+0.017266i,0.0062438+0.010862i,0.0097505+0.0089197i,0.015387+0.008993i,0.021939+0.0090805i,0.023418+0.011823i,0.019942+0.014194i,0.015207+0.010472i,0.011414+0.0016628i,0.0052033-0.0054317i,-0.004572-0.007772i,-0.011009-0.0095662i,-0.0089771-0.012504i
0.080478+0.12944i,0.094439+0.22586i,0.026246+0.21181i,-0.077747+0.056408i,-0.12604-0.067181i,-0.10963-0.071567i,-0.068822-0.045119i,-0.032372-0.034383i,-0.0089521-0.022582i,0.0039909-0.00077456i,0.010608+0.019928i,0.013321+0.017556i,0.0064289-0.0025081i,-0.0067991-0.016924i,-0.014946-0.025131i,-0.016666-0.028863i,-0.0099883-0.02264i,0.00080136-0.011735i,0.005786-0.0033496i,0.0097313+0.0030223i,0.018313+0.0069665i,0.022668+0.0080811i,0.016197+0.009358i
-0.10656+0.057138i,-0.16353+0.066477i,-0.12057+0.045817i,0.00434+0.03136i,0.077788+0.034044i,0.073969+0.045929i,0.057563+0.050923i,0.034927+0.031463i,0.0041712+0.0052587i,-0.011925-0.01639i,-0.020322-0.027287i,-0.026433-0.016293i,-0.020703+0.0027698i,-0.010656+0.01443i,-0.0016623+0.021501i,0.0036391+0.020997i,-0.0012828+0.014153i,-0.0095364+0.009865i,-0.010794+0.009438i,-0.0081651+0.0089631i,-0.0062938+0.0066589i,-0.0038485+0.0039052i,0.0005809+0.0012985i
-0.08003-0.096369i,-0.11862-0.15638i,-0.1012-0.14678i,-0.034511-0.071543i,0.014278-0.032724i,0.01429-0.045522i,-0.0016856-0.039581i,0.003212-0.010537i,0.015053+0.0088015i,0.012702+0.015605i,0.0067221+0.014007i,0.0064911+0.0080271i,0.011153+0.0021135i,0.017095-0.0053434i,0.017819-0.011927i,0.016189-0.011596i,0.014874-0.0088645i,0.010748-0.0082973i,0.0037888-0.0098442i,-0.0052378-0.010949i,-0.015381-0.0089395i,-0.02139-0.0056469i,-0.019787-0.0054018i
0.10788-0.076442i,0.1803-0.10747i,0.14403-0.075832i,0.0027595-0.0029154i,-0.074926+0.053203i,-0.057918+0.068464i,-0.041841+0.040535i,-0.042707+0.0091826i,-0.033996-0.001545i,-0.01184+0.0028967i,0.011287+0.0092336i,0.017232+0.0047848i,0.004957-0.0010234i,-0.011947+0.0017022i,-0.025909+0.0042975i,-0.030864+0.0042037i,-0.022125+0.0013997i,-0.010254-0.0038182i,-0.0024218-0.0028923i,0.0077315+0.00087643i,0.018591-0.00039557i,0.022343-0.0018716i,0.017396+0.0027878i
0.058089+0.092866i,0.085383+0.15502i,0.093525+0.11866i,0.092634+0.003976i,0.076582-0.054562i,0.049083-0.045699i,0.032009-0.022171i,0.011808+0.00047099i,-0.015062+0.012738i,-0.032465+0.0070871i,-0.039224+6.5882e-05i,-0.030976+0.0056667i,-0.011932+0.012379i,0.0042902+0.012316i,0.017116+0.0086848i,0.02083+0.0032087i,0.012708+0.0024503i,0.006109+0.0074676i,0.0059028+0.010118i,0.0057142+0.0086303i,0.0021867+0.0066551i,6.4111e-05+0.0036395i,0.001804-0.0023639i
-0.082256+0.068394i,-0.14156+0.1064i,-0.13173+0.10915i,-0.064202+0.074257i,-0.033408+0.025464i,-0.037276-0.0048922i,-0.019094-0.0082996i,0.016576-0.013241i,0.03269-0.021198i,0.024992-0.016295i,0.010047-0.0099278i,-0.0017139-0.0099319i,-0.0051884-0.014402i,-0.0055808-0.020078i,-0.0060978-0.020531i,-0.0036422-0.016878i,-0.0024054-0.012145i,-0.0045669-0.0096185i,-0.010304-0.0084477i,-0.020141-0.0027948i,-0.027522+0.0050965i,-0.026248+0.009277i,-0.019948+0.0065639i
-0.073851-0.087812i,-0.11164-0.15335i,-0.11097-0.13157i,-0.065138-0.025756i,0.0078237+0.035723i,0.055327+0.025095i,0.034155+0.0044926i,-0.010304-0.0015179i,-0.019295-0.00092573i,-5.8563e-05-0.0035934i,0.018196-0.0095451i,0.018465-0.011018i,0.0082652-0.00023285i,0.0019796+0.014237i,-0.0028664+0.023596i,-0.004457+0.026287i,-0.0026493+0.019464i,-0.0024681+0.0092092i,0.0010316+0.0024381i,0.010463-0.0056066i,0.01915-0.015311i,0.020394-0.016803i,0.018726-0.0084108i
0.086561-0.061601i,0.14945-0.092807i,0.14101-0.11387i,0.048698-0.11831i,-0.031084-0.073804i,-0.04718-0.014765i,-0.029105+0.011092i,-0.012117+0.02539i,-0.0097096+0.033391i,-0.017062+0.029134i,-0.020589+0.024924i,-0.010663+0.020793i,0.0014639+0.010682i,0.0087953-0.0017001i,0.011963-0.013783i,0.0090528-0.019042i,0.008441-0.01411i,0.012803-0.0063344i,0.013682-0.0044384i,0.010126-0.0051087i,0.0059438-0.002414i,0.0024963-0.0009359i,-0.0012507-0.0029616i
0.067558+0.075317i,0.10204+0.13028i,0.11077+0.14319i,0.09386+0.10253i,0.051055+0.055963i,0.011206+0.03069i,0.0088906+0.0044796i,0.014855-0.032078i,0.002998-0.047791i,-0.0073202-0.033558i,-0.0099035-0.01516i,-0.013996-0.0040127i,-0.01995+0.0001048i,-0.026405+0.0023473i,-0.027864+0.0048817i,-0.022233+0.0036781i,-0.015732+0.00055512i,-0.012098-0.00095612i,-0.011552+0.0040934i,-0.01363+0.017356i,-0.015112+0.027667i,-0.013339+0.025174i,-0.012136+0.015868i
-0.077998+0.077132i,-0.137+0.11995i,-0.1364+0.11685i,-0.067831+0.061252i,-0.0046313-0.020943i,0.0068726-0.072998i,-0.015479-0.052366i,-0.0317-0.0070814i,-0.020124+0.010148i,0.00086054-0.0032996i,0.011801-0.022361i,0.011319-0.026325i,0.012201-0.015602i,0.018348-0.0036647i,0.021687+0.0064287i,0.020489+0.012737i,0.01496+0.0096359i,0.0065157+0.0044133i,0.0027576-0.0027755i,0.0026234-0.017842i,0.0016549-0.031246i,0.0016676-0.030355i,0.0075102-0.020753i
-0.057908-0.081653i,-0.092272-0.14987i,-0.10332-0.1556i,-0.093682-0.073462i,-0.056172+0.028247i,-0.00052309+0.079095i,0.032175+0.074392i,0.044807+0.054999i,0.04385+0.039383i,0.028539+0.030022i,0.015306+0.024514i,0.0092084+0.010422i,0.0023244-0.0063862i,-0.0052861-0.016052i,-0.011043-0.021704i,-0.013453-0.021827i,-0.0097559-0.018048i,-0.003227-0.015033i,-0.00031688-0.011277i,0.00068925-0.0070676i,0.0029743-0.0034263i,0.0035705+7.2266e-05i,0.001265+0.0018406i
0.068711-0.057291i,0.12617-0.085613i,0.14921-0.081721i,0.12447-0.064512i,0.07549-0.047281i,0.032023-0.033922i,0.0070485-0.044905i,-0.018325-0.055313i,-0.038265-0.03648i,-0.035257-0.0077122i,-0.0209+0.01064i,-0.0082088+0.021797i,-0.0019342+0.027574i,-0.001446+0.030034i,-0.002211+0.028648i,-0.0051922+0.021234i,-0.0079694+0.015403i,-0.0070912+0.013883i,-0.00044258+0.015855i,0.010065+0.022325i,0.015539+0.028844i,0.011661+0.027105i,0.0026784+0.020281i
0.068282+0.071847i,0.10415+0.13046i,0.09092+0.13794i,0.025432+0.081532i,-0.048179+0.014209i,-0.091007-0.016847i,-0.088991+0.004514i,-0.055668+0.032925i,-0.023625+0.023183i,-0.013871-0.0056323i,-0.015935-0.020181i,-0.012835-0.019465i,-0.0031396-0.01789i,0.0056394-0.021199i,0.011069-0.020353i,0.014689-0.013812i,0.014179-0.0065343i,0.0099603+0.00027114i,0.0021468-0.00045604i,-0.011154-0.0090366i,-0.022258-0.015408i,-0.01955-0.015738i,-0.0076203-0.016391i
-0.074084+0.053567i,-0.1415+0.079279i,-0.15282+0.083784i,-0.068016+0.0761i,0.046306+0.055424i,0.1143+0.032149i,0.12375+0.010234i,0.09553-0.013522i,0.058048-0.023697i,0.033907-0.017081i,0.020708-0.0083494i,0.0049797-0.0044159i,-0.0092845-0.0021034i,-0.018269-0.00037437i,-0.025187-0.00017707i,-0.025334-0.0012848i,-0.017436-0.0050245i,-0.010036-0.0088771i,-0.0069253-0.0087757i,-0.0035223-0.0063759i,0.0017776-0.0063432i,0.0054434-0.0063328i,0.0049457-0.0034918i
-0.05008-0.063157i,-0.063985-0.11635i,-0.055043-0.14818i,-0.048921-0.13164i,-0.049467-0.080028i,-0.048588-0.038815i,-0.054085-0.033282i,-0.065556-0.022824i,-0.052667+0.010088i,-0.020289+0.027421i,0.0046405+0.023662i,0.020785+0.016308i,0.0287+0.011421i,0.030928+0.011546i,0.028639+0.012947i,0.020517+0.013907i,0.012756+0.013056i,0.0092441+0.0080784i,0.011459+0.0022847i,0.020302+0.00032467i,0.02583+0.0024024i,0.020539+0.0075035i,0.010241+0.012659i
0.06151-0.062682i,0.10947-0.087431i,0.11537-0.06012i,0.066793+0.010319i,0.0017423+0.069006i,-0.043201+0.089319i,-0.040887+0.098203i,-0.0039827+0.083198i,0.0066537+0.0419i,-0.012569+0.014206i,-0.024786+0.0046501i,-0.023937-0.0011864i,-0.01964-0.0060161i,-0.016836-0.0099462i,-0.01002-0.01369i,1.2991e-05-0.01679i,0.0046563-0.015641i,0.0039376-0.0097504i,-0.0023855-0.0019725i,-0.013223+0.0064263i,-0.022387+0.010729i,-0.02283+0.0067968i,-0.017517-0.0020689i
0.051797+0.067592i,0.075474+0.12776i,0.075641+0.13135i,0.070618+0.044057i,0.07234-0.063771i,0.076712-0.11664i,0.069421-0.11956i,0.042049-0.10047i,0.0097427-0.069662i,-0.004682-0.041752i,-0.0063439-0.022073i,-0.0091795-0.0020656i,-0.010579+0.013483i,-0.010505+0.018949i,-0.013066+0.018763i,-0.016076+0.013279i,-0.017367+0.0047364i,-0.016691+0.0001267i,-0.012943+0.00092826i,-0.0088102+0.00046269i,-0.0071502-0.0053007i,-0.0054128-0.0099947i,-0.0016657-0.0085164i
-0.057455+0.046279i,-0.10898+0.058146i,-0.13317+0.04017i,-0.1224+0.028655i,-0.090294+0.047251i,-0.05664+0.055443i,-0.055848+0.040372i,-0.057021+0.036799i,-0.020155+0.035039i,0.013162+0.016871i,0.020433-0.00087376i,0.018946-0.013293i,0.015152-0.019745i,0.014728-0.020591i,0.015124-0.018278i,0.014017-0.0086552i,0.012911+0.0022078i,0.010004+0.0048577i,0.0079589-0.0011209i,0.00976-0.0092758i,0.014822-0.010017i,0.017979-0.0028813i,0.016799+0.0042384i
-0.056518-0.059292i,-0.083309-0.099499i,-0.051301-0.085598i,0.030091-0.02631i,0.071171+0.0213i,0.058772+0.056419i,0.062227+0.073449i,0.068971+0.047838i,0.037822+0.017199i,0.0073291+0.016391i,-0.00049856+0.020734i,-0.0043858+0.015571i,-0.0084916+0.0090626i,-0.01251+0.0050607i,-0.013801-0.00092144i,-0.010817-0.0086638i,-0.0054055-0.010654i,1.3234e-05-0.0069295i,0.0022308-0.00076732i,0.0017687+0.007264i,0.00047961+0.013303i,-0.0030864+0.011157i,-0.0085098+0.0046543i
0.067989-0.05153i,0.12584-0.080952i,0.11249-0.088665i,0.015023-0.083785i,-0.066704-0.08947i,-0.083178-0.10518i,-0.072923-0.11073i,-0.06524-0.080865i,-0.053101-0.036111i,-0.037476-0.012602i,-0.02233-0.0046643i,-0.0049991+0.0041727i,0.008603+0.010459i,0.010582+0.013075i,0.0051393+0.017655i,-0.0015269+0.019981i,-0.0063611+0.017018i,-0.0072681+0.011937i,-0.0052043+0.0078997i,-0.0049033+0.0043129i,-0.0095839-0.00064281i,-0.012503-0.0038967i,-0.01034-0.0044517i
0.040713+0.058978i,0.054155+0.10936i,0.03951+0.12579i,0.028207+0.11553i,0.049526+0.10065i,0.057021+0.072543i,0.022207+0.060177i,0.0018196+0.059767i,0.012405+0.031423i,0.013343-0.0018841i,0.0032223-0.014142i,-0.0068198-0.016925i,-0.012211-0.015389i,-0.010124-0.014741i,-0.0033308-0.015612i,0.0070101-0.012505i,0.013993-0.0072877i,0.012101-0.0051396i,0.0053431-0.0067085i,0.0011465-0.0096518i,0.005208-0.01183i,0.011845-0.010494i,0.014222-0.0074735i
-0.052351+0.055528i,-0.085931+0.085273i,-0.056968+0.059747i,0.0093188-0.023898i,0.032433-0.070242i,0.040966-0.037109i,0.073558-0.015837i,0.068108-0.033271i,0.029829-0.026203i,0.016952-0.0046951i,0.015613+0.0016929i,0.0065632+0.0033428i,-0.00068828+0.003615i,-0.0032733+0.0031553i,-0.0062937+0.00069397i,-0.010769-0.0047501i,-0.01084-0.0089503i,-0.0063439-0.0092748i,-0.0019321-0.0063973i,0.0018734-0.0024896i,0.0037412+0.00083841i,-0.00027507+0.0045725i,-0.0059203+0.0075611i
-0.050411-0.065737i,-0.089909-0.12022i,-0.11442-0.10625i,-0.1201-0.011591i,-0.11507+0.058285i,-0.10914+0.049663i,-0.10587+0.021786i,-0.083663+0.017576i,-0.04615+0.022782i,-0.023064+0.020928i,-0.01272+0.014588i,-0.0001227+0.005326i,0.0090112-0.0025388i,0.012372-0.0019582i,0.014338+0.0025766i,0.011043+0.0064082i,0.0026731+0.0087463i,-0.0017408+0.0098399i,0.00094343+0.0096376i,0.0017941+0.0094976i,-0.0033735+0.010514i,-0.0064856+0.0098948i,-0.0058324+0.0061353i
0.059327-0.039012i,0.10881-0.05892i,0.12614-0.047735i,0.12487-0.027581i,0.12436-0.038746i,0.091723-0.049902i,0.049583-0.013803i,0.037658+0.015645i,0.021675+0.0009384i,-0.0020511-0.0092537i,-0.0079974-0.0028077i,-0.0061913+0.0030836i,-0.0055508+0.0056625i,-0.0066226+0.0026523i,-0.0080878-0.0029779i,-0.0045545-0.0075406i,0.00033552-0.0089716i,0.0014615-0.0072526i,0.00043733-0.0064555i,0.00035766-0.007854i,0.0030605-0.011596i,0.005288-0.01503i,0.0048776-0.015617i
0.054193+0.056796i,0.092431+0.089182i,0.081986+0.049512i,-0.0019305-0.029076i,-0.069062-0.041417i,-0.041245-0.017758i,0.0042276-0.041089i,-0.0030482-0.056391i,-0.011196-0.031449i,0.0013422-0.017168i,0.005266-0.01599i,0.0013892-0.0076965i,-0.0028532+0.00037542i,-0.0072711+0.0052295i,-0.010605+0.0090991i,-0.01247+0.010206i,-0.010535+0.0066138i,-0.0070364+0.0012971i,-0.0059512-0.001713i,-0.0052544-0.0015482i,-0.0038377+0.00049306i,-0.0015531+0.0044762i,0.00021895+0.0091701i
-0.068739+0.05187i,-0.12949+0.097992i,-0.11945+0.14172i,-0.023564+0.15947i,0.046603+0.13924i,0.034508+0.1039i,-0.00082774+0.083207i,-0.0091339+0.064253i,0.00078934+0.037918i,0.0038422+0.020853i,0.00010891+0.013108i,-0.0026384+0.0023017i,-0.0028536-0.0063463i,0.0012796-0.008619i,0.0068676-0.0079963i,0.0092991-0.0027258i,0.009182+0.0048163i,0.0092759+0.0075966i,0.010619+0.005806i,0.010415+0.0048027i,0.0080355+0.007028i,0.0049674+0.0076038i,0.0018159+0.0051491i
