0.0016295-0.00060595i,0.0013721-0.0023641i,-0.00039981-0.0021859i,-0.001773-0.0016935i,-0.0021808-7.6302e-05i,-0.00175+0.0015708i,-0.0011065+0.0017485i,-0.00016405+0.0013042i,0.0012961+0.00020332i,0.0013486-0.00041283i,0.00027526-0.00079446i,4.6408e-05-0.0010062i,-0.00010956-0.00050078i,-0.00015301+0.00027096i,-6.0371e-05+0.00059157i,-0.00039687+0.00033797i,0.00038793+0.00042182i,0.000818+0.00081257i,-8.5023e-05+0.00043725i,-0.00050293-4.347e-05i,-0.00053602-0.00016878i,-0.00049833-0.00011994i,-0.00051734+0.00034868i
0.0026374-0.0015153i,0.0015199-0.00057559i,-0.00058982-0.0014281i,-0.001079-0.0014307i,-0.0011489+0.00043452i,-0.0011159+0.0015544i,-0.00057682+0.001609i,0.00018626+0.0013367i,0.00035924+0.00070994i,-0.0009591-3.0962e-05i,-0.00094464+1.1654e-05i,-0.00011449+0.00086292i,-0.00040852+0.0014473i,-0.0011158+0.0015232i,-0.00098918+0.0015318i,-0.00114+0.0010257i,-0.00022391+0.00057006i,0.00055358+0.0015757i,0.00033687+0.0016527i,0.00082356+0.00011117i,0.00059686-0.00093806i,-0.00021387-0.00053974i,-0.00049799+0.0002511i
-0.0012758-0.00052856i,-0.0025456+0.00028355i,-0.001702+0.00071285i,-0.0002807+0.00021081i,-0.00024572+6.9813e-05i,-0.0013034+0.00052976i,-0.0012703+0.0012975i,-0.00034668+0.0013002i,0.00030495+0.00053727i,-0.00046143-0.00063792i,-0.00035652-0.0014727i,0.00030114-0.00079456i,-0.00019953+0.00018113i,-0.00038889+0.00043497i,-0.00023445+0.00014216i,-0.00033502-0.00030787i,-0.00055672-0.00041234i,3.4548e-05+0.00017067i,0.00094091+0.00069123i,0.00076861+0.00032693i,0.00036579+0.00058863i,0.00036767+0.00071868i,0.00035654-0.00015685i
-0.00068438-0.0025558i,-0.0014816-0.0019318i,-0.0021391-0.0017923i,-0.0023812-0.00060789i,-0.0020868+0.0005491i,-0.0010875+0.00084469i,-0.0005072+0.00083242i,-0.00091385+0.00061552i,-0.00080559+8.4402e-05i,-0.00031565+0.00022438i,-6.7838e-05+0.00055208i,0.00057834+8.4969e-05i,0.00044523+0.00044658i,-0.00041216+0.00084374i,-0.00027803+0.00032637i,-3.8364e-05+0.00017157i,-0.00031103+0.00017901i,-0.0002802+0.00020768i,0.00027989-0.00013693i,0.00018145-0.0010037i,-0.00063987-0.00058914i,-0.001029-0.00022882i,-0.00091429-2.0278e-06i
0.0022278-0.00053659i,0.0011711-0.0019718i,-0.0010233-0.0028089i,-0.0022669-0.0013849i,-0.0020849-0.00019764i,-0.0012429+0.00014472i,-0.0010099-0.00010037i,-0.000572+0.00024298i,0.00015736+0.00039574i,6.5318e-05-0.00037405i,0.00015946+5.2863e-05i,0.00084135+0.00031025i,0.00029232-0.00020245i,-0.00047524-0.0001802i,-0.00026014+0.00090615i,-0.000364+0.00089268i,-0.00039955+0.00025891i,0.00016798+0.00042433i,0.00034477+0.0002361i,0.00012266-0.00058463i,0.00028732-0.0007741i,0.00048748-1.5268e-05i,0.00099396+0.00036313i
0.0023993-2.885e-05i,0.0030517-0.0005207i,0.0025054-0.00082739i,0.00076104-0.0012661i,-0.00034255-0.0011405i,-0.00092725-0.00051405i,-0.00092308-2.7788e-05i,3.8294e-05+0.00017416i,0.00072976-0.00016096i,0.00030564-0.00041773i,-6.1321e-05-0.00066195i,0.00013966-0.0013012i,0.00017815-0.00079184i,-0.00032583+0.00080864i,-0.0005857+0.00058737i,-0.0005343-0.0003037i,-0.0002595-0.00014119i,0.00056487+0.00055724i,0.00053517+0.00066371i,-3.8622e-05+0.00010033i,-1.6192e-05-0.00018156i,0.00032449-0.00039311i,8.617e-05+8.0409e-06i
0.00057296+0.0023661i,0.0015108+0.0027195i,0.00059693+0.0023989i,-0.00047121+0.0020764i,-0.00058296+0.0012126i,-0.00060697-0.00011026i,-0.00067488-0.00054235i,-0.00093549-0.00052473i,-0.00017512-0.00031317i,0.00051217+0.00033074i,-0.00034228+0.00063535i,-0.00043063+0.00040989i,0.00024749-4.4695e-05i,0.00038295-0.00012642i,0.00043132+0.00052296i,-0.00014131+0.00056086i,-0.00084769-0.00047636i,-0.00053036-0.00023292i,-0.00058611+0.00072339i,-0.00044882+0.0010168i,0.00012179+0.00058295i,0.00051743-0.00015391i,6.3632e-05-0.00035393i
-0.0020729+0.0018538i,-0.0023063+0.0021888i,-0.0014915+0.002286i,0.00045779+0.0014131i,0.00069302+0.00027323i,-0.00071433-0.0010759i,-0.0016465-0.0012155i,-0.001096+0.00029853i,2.8434e-05+0.00073073i,0.0010538+0.0002383i,0.0011289+0.00045165i,0.00042226+0.0009483i,-0.00068919+0.00066823i,-0.0014592+0.0010259i,-0.00099369+0.0004789i,-0.0004499+0.0003246i,0.00012778+0.0009987i,0.001047+0.00039867i,0.001266-0.00038077i,0.00021751+1.2506e-05i,-0.00079249+3.7731e-05i,-0.00051572-0.0002128i,-0.00028496-0.00022239i
-0.0010243-0.00089444i,-0.0012863-0.0011176i,-0.00074653-0.00011921i,-0.00067941-0.00027128i,-0.0011481-0.0012113i,-0.0016758-0.00090645i,-0.0020706-0.00026749i,-0.0014488-0.00014746i,-0.00055041-0.00023011i,-0.00010286-0.00034243i,-0.00010307-0.00013974i,-4.484e-05+0.00029978i,0.00023178+0.00017822i,-9.0106e-05-0.00055003i,3.0678e-05-0.00086185i,0.00059059+9.8942e-06i,0.00035187+0.00078715i,-0.00020609+0.00019513i,-0.00050345+0.00018751i,-0.00078279+0.00072173i,-0.00069389+0.00029192i,-0.00013839+0.00029381i,0.00023739+0.00015044i
0.0019197+0.00051923i,0.0024659-0.00073224i,0.001309-0.00097036i,-0.00048619-0.00080584i,-0.001402-0.00094783i,-0.0014764-0.000655i,-0.0021942-0.00014463i,-0.0015212-0.00026443i,0.00032643-0.00039922i,0.00052789-0.00043652i,4.8866e-05-0.00043161i,-8.0501e-05+0.00010498i,-0.00058924+0.00052415i,-0.0011527+0.00047363i,-0.00068359+0.00040572i,-0.0010472+0.00073811i,-0.0013168+0.0011206i,-0.00044093+0.0009508i,-9.0074e-05+0.00032472i,-0.00046522-0.00064627i,-0.00064273-0.0009554i,-0.00074477-0.0012445i,-0.00024966-0.0015736i
0.0012469+0.00064916i,0.0024812+0.00054953i,0.00088941+0.00014967i,-0.00019462+0.00018275i,-0.00045299+7.9717e-06i,-0.0013934-0.00035554i,-0.0016761-0.00041223i,-0.0011661-0.00031761i,-0.00090859-0.00024833i,-0.00015457+0.00020067i,0.00077137+0.00081043i,0.0011766+0.000777i,0.00023685+0.00017868i,-0.00065512+8.7395e-07i,-0.00041246-0.00027647i,0.00010734-0.00049103i,-0.00041162-2.3671e-05i,-0.0009864+0.00058145i,-0.00065838+0.00033376i,0.00016414+0.00026808i,-0.00028181+0.0006982i,-0.00014731+0.00056896i,0.00081451-0.00043033i
0.00057692+0.0016979i,6.5364e-05+0.0022155i,-0.00012547+0.0016372i,0.00038842+0.00061992i,-0.00015829+0.0010528i,-0.0011019+0.0013971i,-0.0009819+0.00053078i,-0.00064059-3.0869e-05i,2.638e-06-0.00012082i,0.0005157-0.00054823i,0.00020429-0.00026929i,4.9112e-05+0.0003346i,0.00033068+0.0002155i,0.00033243+0.00023901i,0.00023216+2.9832e-05i,0.00031577-0.00069366i,0.00059906-0.000382i,0.00063662+5.9583e-05i,0.00047919-0.00030369i,0.00073902-0.00023636i,0.00059692+1.584e-05i,0.00019569-3.7945e-05i,4.3504e-05-4.4146e-05i
-0.0024457-0.00021243i,-0.0029412+0.00029699i,-0.0017605+0.00046554i,-0.0012443+0.001024i,-0.0012247+0.0021061i,-0.001038+0.0017921i,-0.00031675+0.00022677i,0.00062437-8.149e-05i,0.0015278+8.5635e-05i,0.0013303-5.2004e-05i,0.00052026+0.0001345i,0.00073948+0.00015323i,0.0013849-0.0002101i,0.0016132+0.00020362i,0.0012227+1.4685e-05i,0.00082364-0.00026545i,0.00053948-2.5832e-05i,0.00023824-6.1588e-05i,0.00068082-0.00017343i,0.00059495-0.00026366i,-0.00049903-0.00054768i,-0.00089281-0.00055087i,0.00028812-0.00043365i
-0.0032402-0.00039803i,-0.0040384-6.5624e-05i,-0.0037353+0.0009063i,-0.0020662+0.0013164i,-0.0013799+0.00105i,-0.0020476+0.00055617i,-0.0021405+0.00027333i,-0.0015465+0.000586i,-0.00068684+0.00049574i,-0.00037413+8.7105e-05i,0.00024205-0.00039307i,0.00093396+4.9297e-05i,0.0014052+0.00095959i,0.00084987+0.001115i,0.00028552+0.00056444i,0.00042566+5.0231e-05i,0.00034283-9.5864e-05i,0.00013265+5.2098e-05i,-0.00030576-6.3336e-05i,-0.00038191-0.00018094i,0.00040426+0.00011409i,0.00080643+0.00085591i,0.00098479+0.0014437i
-0.00042513-0.00087738i,9.3231e-05-0.002523i,-8.1412e-05-0.0033989i,-0.0011222-0.001657i,-0.0011507-0.00098157i,-0.00078821-0.001623i,-0.00020615-0.00067195i,0.00060954-4.6664e-05i,0.00097301+0.00014778i,0.00044456+0.00052618i,0.00014323+0.00072989i,-0.00026101+0.00096975i,-0.0010409-0.00011218i,-0.00093922-0.00075261i,-0.00092573+0.000579i,-0.00080655+0.0010662i,5.2316e-05+0.00053819i,0.00069706+7.1376e-05i,0.00075512-0.00012533i,0.00071151-0.00012512i,0.0011477+0.00020153i,0.00079766+0.0008193i,-0.00025609+0.00045573i
0.00098492-0.00079012i,3.4948e-05-0.001633i,-0.0006419-0.0012927i,-0.0010335+9.4286e-05i,-0.00095252+0.0008049i,-0.0005764+0.00049135i,-0.00042092+0.00035528i,-0.00074146-0.00022136i,-0.00072273-0.00075277i,-0.00052416-0.001452i,-0.0007384-0.0010843i,0.0002466+4.7747e-05i,0.00095924-3.0761e-06i,0.0010546-9.738e-05i,0.0008846+0.00042187i,-0.00021327+0.00067617i,-0.00083549+0.00014088i,-0.0007449-0.00042545i,-0.00088762-0.00082591i,-0.00084728-0.0008513i,-0.0002913-0.00043432i,6.3656e-05-0.00031688i,0.00047804-0.00011859i
0.0022357-0.00041726i,0.0029965+1.4544e-05i,0.0016292+0.00046315i,0.00014555-0.00066461i,-0.00032493-0.0016505i,-0.0011614-0.0019379i,-0.0013607-0.0016116i,5.2538e-05-0.0004932i,0.0010826+0.00025728i,0.00062695-0.00072971i,7.8698e-05-0.0010512i,-0.00014555-0.00013312i,-0.00071119-0.00029589i,-0.0015558-0.00045684i,-0.0015868+2.8269e-05i,-0.00076869+0.00029739i,-0.00017404+0.00035384i,-0.00024438+0.00026726i,-0.00018872+0.00038274i,0.0002856-0.00010845i,0.00058803-0.00049141i,0.00067904-0.00038873i,0.0008386-0.00054845i
-2.111e-05+6.7622e-05i,0.00018421+0.0021836i,-0.00034384+0.0031555i,-0.0011348+0.0023054i,-0.0007997+0.00074963i,-3.7789e-05+0.00019448i,-0.00022502+0.00039265i,-0.0005164+0.00078876i,0.00059603+0.0011276i,0.00073198+0.00088235i,-0.00069301+0.00034039i,-0.00079483+0.00028528i,0.00020163+3.6177e-05i,0.00066406-0.00032783i,0.00071393-0.00016426i,0.00015032+0.00012046i,-0.00086464-3.2951e-05i,-0.0011824-0.00020647i,-0.00083198-6.6992e-05i,-0.00023818+8.5774e-05i,-0.00014603-9.7863e-05i,0.00010409-0.00080914i,0.00042405-0.00054825i
-0.00026949-0.00010398i,0.00026052+0.00046611i,-0.00076577+0.0011308i,-0.00070812+0.00067783i,-0.00061841+0.00053646i,-0.0011855+0.00047544i,-0.00093533+0.00036614i,-0.00069666-1.6874e-05i,-0.00036722-0.00091841i,0.00040538-0.00054727i,0.00083656+0.00027312i,0.00042584+0.0001327i,-0.00024559-0.00036332i,-0.00031233-0.00071484i,-0.00020118-0.00025853i,-0.00023591+0.00067932i,5.9537e-05+0.001101i,0.00040384+0.00071296i,0.00058471+0.00049345i,0.00030444+0.00018581i,-0.00013244-0.0004344i,-0.00030216-0.00071275i,-0.00029032-0.00090581i
-2.0392e-05-0.0030249i,-0.00094554-0.0025309i,-0.0018551-0.0018848i,-0.0025311-0.00037207i,-0.0022409+0.00049892i,-0.0010347+0.00030802i,6.1953e-05-0.00017434i,0.0004769-0.00044957i,0.0002691-0.00037581i,-0.00045961-0.00043078i,-0.00091952-0.00022858i,-0.00023629-8.453e-05i,0.00075+0.00027849i,0.00086347+0.00082401i,0.00085204+0.0012846i,0.00079745+0.0015965i,0.00047582+0.0011674i,7.4555e-05+0.00033225i,-5.8183e-05-0.00019431i,0.00020904-0.00034603i,0.00086118-2.8116e-05i,0.00059846+0.00049166i,-0.00038554+0.00019521i
0.001363+0.00079162i,0.00021289-0.00021582i,5.5742e-05-0.00082647i,-0.00099995-0.00079691i,-0.0017164-0.00079766i,-0.0012953-0.00044962i,-0.0014423-0.00031051i,-0.0012327-0.00041532i,-0.0005372+5.6837e-05i,-0.00057654-9.975e-05i,-0.00021161-0.00055308i,0.00011764+0.00044173i,0.00058784+0.00077243i,0.0010668-2.0413e-06i,-0.00016772-0.0003382i,-0.0010639-0.00055927i,-0.00022727-7.2767e-05i,0.00093764-0.00010024i,0.0013094-0.00036358i,0.00064266+0.00030874i,0.00069374+0.00039383i,0.0006597+0.00030857i,0.00039242+0.00039348i
0.0019116+0.00056915i,0.0012677+0.00040805i,-0.00045782+0.00030718i,-0.0011899+0.00027436i,-0.0010608+0.00046993i,-0.00087856+0.00039019i,-0.00067768-0.00027322i,-0.0004156-3.3085e-05i,-0.00030584+0.00035734i,-0.00042779-0.00012599i,0.00019358-7.3507e-05i,0.00083142+3.5742e-05i,0.00025934+5.7454e-05i,-0.00086811+0.00059396i,-0.00084666+0.00081106i,-0.00034437+0.000787i,-0.00033526+0.00036979i,-0.00030379-0.00023972i,-0.00024477-7.46e-05i,-4.8764e-05+0.00041946i,-0.00023938+0.00069992i,-0.000589+0.00025238i,-0.000176-5.7916e-05i
-0.0012221+0.0011931i,-0.0011275+0.00196i,-0.0012874+0.0011216i,-0.0014115+0.00089535i,-0.0012443+0.0010154i,-0.0014515+0.00087204i,-0.0010842+0.00010812i,-0.00043206-0.00069943i,-0.00035584-0.001049i,-0.00029119-0.00010335i,-0.00047573+0.00070998i,-0.00016227+0.00034432i,0.00083634+0.00028264i,0.00065477+0.00093939i,9.7097e-05+0.0014596i,0.00025298+0.00097743i,0.00021513+0.00081928i,9.3737e-06+0.0011536i,-0.0003283+0.00052577i,0.00011653-0.00013723i,0.00034208-0.0001584i,-6.7282e-05+0.00011485i,-0.00023579+0.0009085i
-0.0010164-0.00067352i,-0.0018396-0.00083317i,-0.0024436-0.00098539i,-0.0025374-0.00043748i,-0.0019374-1.2356e-06i,-0.0003293-0.00057217i,0.00042099-0.0001789i,-0.00019415+0.00042259i,-0.00057807+0.00028253i,-0.00046156+0.00039668i,-0.00046681+0.00021455i,4.2684e-05+0.00078298i,0.0010949+0.00084001i,0.0011835+0.00065793i,0.00045636+0.00090887i,-6.5607e-05+0.00075831i,0.00056842-1.0757e-05i,0.0011786+1.559e-05i,0.00075897+0.0002533i,0.00052065-0.00032175i,0.00043682-0.00038876i,0.00038924+0.00051849i,-5.627e-05+0.00048212i
-0.0013102-0.00047642i,-0.0023768-0.00035118i,-0.00181-0.00073528i,-0.0011243-0.00086921i,-0.0012621-0.00062159i,-0.0016792+0.00051618i,-0.0011495+0.00087953i,-0.00071351+0.00092771i,-0.0012929+0.00035169i,-0.00065114-0.0002429i,0.0007527-0.00014056i,0.00064031-6.4096e-05i,0.00018355-0.00046139i,0.00067357-0.00071159i,0.001199+0.00010083i,0.00054689+0.00069713i,0.00012347+0.00040629i,0.00019214-0.00024967i,-2.5977e-05-9.0926e-05i,-0.00039174+0.00062698i,-0.00050495+0.00029611i,-3.9605e-05-3.0043e-05i,-0.00062039-0.00032054i
0.001346-0.0015804i,0.0009085-0.0030263i,0.00036135-0.0034441i,9.927e-05-0.0016189i,-0.00058855-0.00057652i,-0.0020017-0.00048998i,-0.0021088-0.00052903i,-0.00054772+4.0198e-05i,-0.00030476+0.00055422i,-0.00062918+0.0002929i,-0.00021112-0.00014126i,-0.00015934-0.00013726i,0.00037806+8.8651e-05i,0.0011994+4.0164e-05i,0.00025451+0.00055077i,-0.00076363+0.00096199i,-0.00016311+0.00038644i,0.00022107-2.5e-05i,0.00032662+0.00011883i,0.00074255+0.00014451i,0.00015153+0.00029012i,-0.00027378-0.00033161i,-0.00011367-0.00092698i
0.00078931+0.0011315i,0.0015357+0.001486i,0.0017252+0.0010154i,0.00097472+0.00054641i,0.00042084-0.00045644i,0.00023367-0.0012795i,-0.00068042-0.001196i,-0.0010497-0.00025948i,-0.00068591+0.00059388i,-0.00010778+0.00080729i,0.00047368+0.00047538i,0.00059141-4.3376e-05i,0.00036268-0.00023567i,-0.00031411-0.00056648i,-0.00076629-0.00043284i,-0.00076702-9.0132e-05i,-0.00026056-0.00024606i,0.00057922+0.00075389i,0.00065651+0.00068357i,0.0004484+0.000489i,0.00038173+0.00014132i,0.00015703-0.00043069i,-0.00014845-0.00056112i
0.0016852+0.0016583i,0.0003554+0.0018067i,4.3381e-05+0.0010015i,-0.00034776-0.00050487i,-0.00055651-0.0014875i,-0.00095068-0.0021968i,-0.0010289-0.0020526i,0.00016316-0.00061933i,0.001011+0.00013081i,0.00081613-0.00018597i,0.00038869+7.0864e-06i,0.00024056+0.00047778i,-0.00042165-0.00012293i,-0.0010236-0.00063421i,-0.00092618+0.00016518i,-0.00041794+0.00010047i,0.00035775-0.00025921i,0.00038569-0.00047102i,0.00015461-6.9599e-05i,4.2004e-06-0.00015071i,0.00011875-0.00080885i,-3.233e-05-0.00042936i,-0.00033119-8.1981e-05i
-0.0016647+0.00084347i,-0.0012033+0.001657i,-9.7276e-05+0.0026287i,-0.00014182+0.0026133i,-0.0010699+0.0007079i,-0.00081144-0.00045363i,-0.00056721-0.00061871i,-0.00060956-0.0012159i,-0.00035176-0.00065522i,-0.00075661+0.00041392i,-0.00055127+0.00045611i,-0.00035097+0.00031186i,-0.00032276-0.00021083i,-0.00015077-0.00045415i,-0.00010278+0.00017268i,0.00022628+7.7155e-05i,0.00029313+0.00019904i,0.0001752+0.0002024i,0.00033356-0.00055266i,-0.00020133-0.00046848i,-0.0010325-0.0001951i,-0.0011798+0.00028914i,-0.0006982+0.00040454i
-0.000319-0.00072715i,3.8148e-05-0.00088006i,-7.1359e-05-0.00082124i,-0.0010967-0.00013007i,-0.002364+0.00051105i,-0.0023551+0.00058141i,-0.0012992+0.00063987i,-0.000442+0.00049863i,0.00057241+0.00054075i,0.00089457+0.00083658i,9.7371e-05+0.0010415i,3.9625e-05+0.0011422i,0.00034418+0.00082447i,0.00011171+0.00077385i,-0.00022939+0.0004288i,-7.1354e-07-0.00024665i,0.0002523-0.00044587i,-0.00039918-0.00036082i,-0.0010943+0.00023535i,-0.00074425-0.00019632i,0.0001889-0.00090119i,0.00016037-0.00065801i,-0.00040977-0.00056627i
0.00032285-0.0011799i,-0.0010473-0.0013322i,-0.0010338-0.00044332i,-0.00060181-0.00023149i,-0.0010206-0.00037993i,-0.0007948-0.00064234i,-0.00024886-0.00044906i,0.00020857-0.00017194i,0.00077036+0.00055526i,0.00023264+0.00075365i,-0.0001555+0.00055138i,3.1021e-05+0.00067766i,0.0002322+0.00097903i,-0.00061967+0.00019682i,-0.00041195+0.00017594i,0.00036307+0.00095586i,0.00068851+0.00024172i,0.0002036+7.0255e-05i,1.9336e-05+0.00029909i,2.9544e-05-0.00046001i,0.00023717-0.00082632i,-0.00020725-0.00038545i,-0.00098202+0.00024614i
0.00049764-0.0010546i,8.2868e-05-0.0007995i,-0.0014167-0.00077587i,-0.0015905-0.00043537i,-0.0016965+0.00023428i,-0.0012028+0.00054932i,-0.00059867+0.00011054i,-8.8471e-05-9.3969e-05i,0.00047695-0.00041698i,1.0503e-05-0.00088959i,-0.00067435-0.00057652i,-0.00053197+0.00061325i,-0.00016125+0.00089115i,-4.498e-05+0.00061735i,0.00036742+0.00051039i,0.0014679+0.00071112i,0.0012851+0.0005737i,-0.0002427-0.00023922i,-0.00034685-0.00015224i,-0.00035503+0.00044359i,-0.00085731+0.00011321i,-0.00087246+8.997e-05i,-0.00032897+0.00092593i
0.00020127+0.00051993i,0.00030466+0.0011752i,-0.00071637+0.0002641i,-0.0012681-0.00019526i,-0.0010865+0.00019087i,-0.0011269-4.8514e-05i,-0.0017025-0.00035227i,-0.0015548-0.00042983i,-0.000668-0.00012076i,-0.00012886+8.5352e-05i,0.00012832+6.2868e-05i,-4.5552e-05+0.00029447i,-0.00054554+0.00041118i,-0.00087261+0.00052906i,-0.00038935+0.00048878i,-0.000198+0.00063226i,-0.00067585+0.0012311i,-0.0011696+0.0011268i,-0.0011954+0.00035657i,-0.00087797-1.6216e-05i,-0.00066149-0.00028451i,-0.00034063-0.00053866i,-0.0001142-0.00034474i
0.0011109+0.0012096i,0.0011015+0.00021587i,0.0011703-0.00046618i,0.0003913-0.00093104i,-0.0008139-0.0011721i,-0.0012165-0.0010639i,-0.0016419+0.00023311i,-0.0017403+0.0009182i,-0.00057251+0.00049305i,7.6785e-05+8.9966e-05i,0.00016693+0.00062439i,-0.00027855+0.00080182i,-0.00043408-0.00019512i,-0.00034943-0.00030652i,-0.00021535+0.00047997i,0.0007336+0.0010011i,0.00083633+0.0013131i,1.5674e-05+0.0010319i,0.00087722+0.00054805i,0.00098003+0.00051154i,-0.00074114+0.00049542i,-0.00091338+0.00034524i,0.00057814-0.00022144i
0.0016981+0.0018025i,0.0012161+0.0022061i,5.8142e-05+0.0011174i,-0.0008964+0.00066424i,-0.0013567+0.00044834i,-0.0014342-0.00025304i,-0.0011408-0.00060771i,-0.00087617-0.00010735i,-0.00049578+0.0003354i,-0.00079837+0.00014058i,-0.00043441-0.00066597i,-0.0002496-0.0010795i,-0.0002586-0.00021831i,4.0461e-06+0.0009518i,-0.00025213+0.0010746i,7.4449e-05+0.00064201i,0.00030277+0.00028882i,0.00034211-5.6885e-05i,0.00021153+1.5005e-05i,-0.00015758+9.4744e-05i,-3.3736e-05+0.00037896i,0.00028632+7.6695e-05i,0.00040599-0.00041028i
0.00050806+0.0013909i,-0.00039077+0.00027743i,-0.00057009-0.0007985i,-0.0012594+0.00012506i,-0.0018644+0.00056246i,-0.00094827-0.0008922i,-0.00041088-0.0011209i,-0.00039138-0.00044956i,-0.00065247+6.955e-05i,-0.00085184+0.00022329i,-0.0005324+0.0010581i,-0.00011865+0.0010832i,-6.6651e-05+0.00018866i,-0.00016818+0.00030104i,-0.00019493+0.00033631i,-0.00051798+0.00021908i,-0.00039044-7.0289e-05i,0.00014712-0.00025942i,0.00013563+0.00026044i,-0.00060975+0.00019514i,-0.001032+0.00044878i,0.00018007+0.0010893i,0.00042799+0.0011747i
0.00014099+0.0013873i,-0.00023097+0.00083056i,-0.00042252+0.00015639i,-0.00055459+0.00016848i,-0.00066642+0.00061729i,-0.00070063+0.00021302i,-0.00098083-0.00054952i,-0.0010773-0.00012493i,-0.00062868+0.00019421i,-0.00018819-7.7463e-05i,0.00041362-3.2903e-05i,0.00015026+0.00012558i,-0.00065223+0.00019254i,-0.00043741+0.0001085i,-0.00041012+0.00044047i,-0.00068839+0.0007617i,-0.00027521+0.00032913i,9.2138e-05+0.00038547i,-0.000202+0.00060614i,0.00012236-9.4126e-05i,0.00054705-0.00051602i,0.00029687-0.0010626i,0.0007174-0.0004695i
-0.00014814+0.0010638i,-0.00095365+0.0010782i,-0.00033938+0.0010295i,-0.00028641+3.9338e-05i,-0.00056815-0.00016035i,-0.00054423-0.00070646i,-0.00068064-0.0014331i,-0.00077429-0.0013587i,-0.00026209-0.0011915i,5.2945e-05-0.00055186i,-0.00071025+0.00037537i,-0.00084398+0.0010503i,-0.00044657+0.00077379i,-0.00071375+0.00035374i,-0.0013021+0.00010994i,-0.00061366-0.00021964i,0.00013656+2.9683e-05i,3.9104e-05+0.00055728i,1.1921e-05+0.00062141i,-0.00031108-0.000258i,-0.00070878-0.0005292i,-0.00016807-0.00029316i,-0.00026772-0.00076767i
0.00024154-0.0017632i,-0.0012291-0.0011894i,-0.0030056-0.00095831i,-0.0029725-0.00030689i,-0.0016359+0.00040911i,-0.00050542+0.00013078i,-0.00058004-0.00069083i,-0.00084388-0.0011254i,-0.00074219-0.00098709i,-0.00041308-0.00064189i,-0.00015879-0.00012564i,-0.00037422+0.00024652i,0.00017974+0.00010261i,0.00091617+0.00026843i,0.0010849+0.00027067i,0.00058112+0.00035541i,0.00038078+8.1694e-05i,0.00054075-0.00040052i,0.00065023+0.00035595i,0.00036473+0.00083232i,0.00037304+0.00018988i,0.00061343-0.00076318i,0.00026971-0.001082i
-0.0026799-0.00093025i,-0.001852-0.00092086i,-0.00095004-0.001025i,-0.00077571-0.001406i,-0.0014579-0.00052467i,-0.0018188+8.5021e-05i,-0.00098642+1.1586e-05i,-0.00047122+0.0004579i,0.00010217+6.0384e-05i,0.0004298-0.0006243i,0.0010266-0.00035554i,0.0013853-0.00063985i,0.00037702-0.00049825i,-0.00011619-0.00043001i,0.0010568-0.00058625i,0.0013528-0.0003475i,0.0002809-0.0011798i,-0.00043868-0.00049228i,-0.00060172+0.00023567i,-0.00023076+0.00052239i,0.00049813+0.00081415i,0.0005984-4.5616e-05i,7.1955e-05-0.00056385i
-0.0014655-0.00085923i,-0.0014089-8.5833e-05i,-0.0020019+0.0012571i,-0.0020227+0.0017066i,-0.001499+0.0018784i,-0.0010054+0.00097782i,-0.00091272-0.0004428i,-0.00028722-0.00046834i,0.00075118-0.00011023i,0.00053279+0.00010248i,0.00025393+0.00028533i,0.00061081+0.00023896i,0.0007609+0.00039539i,0.00077199+0.00052188i,0.00088207-4.5252e-05i,0.00035879-0.0010279i,-0.00056662-0.0011162i,-0.00068656-0.00062455i,-0.00041393-0.00043772i,-7.5807e-05-0.00021422i,0.00029946+0.00021981i,-0.00055952+0.00035557i,-0.00089175+0.00062948i
0.00065346-0.0024523i,-4.8372e-05-0.0019464i,-0.00098855-0.0007895i,-0.0013403+0.00014536i,-0.00089366-0.00034001i,-0.00092481-0.00093137i,-0.0013567-0.00055929i,-0.0010464+0.00015059i,-0.00023088-7.6595e-05i,0.00020542-0.00039478i,-0.00012792+0.0001316i,-0.0012571+0.00057217i,-0.0012265+0.00022108i,-0.00018017+8.744e-05i,-0.00032242+0.00023056i,0.00014134+0.00037421i,0.00062427+0.00097307i,0.00052152+0.0010493i,0.00067021+0.00021688i,0.00019643-0.00027674i,-9.9638e-05+0.00018795i,0.00029679+0.00035635i,-0.00037772+0.00039233i
0.0029261+0.00085015i,0.0016459+0.0009064i,0.0010204-0.00041619i,0.00015477-0.0011041i,-4.0274e-06-0.0010316i,-0.00037802-0.0008048i,-0.0007591-0.00058629i,-0.00073405-2.0418e-05i,-0.0001311-1.3594e-05i,-0.00010296-4.5701e-05i,-0.00054178+9.7066e-05i,-0.00039423-0.00026148i,-0.00030902-0.00065192i,-0.0011279+0.00033344i,-0.0013395+0.00066447i,3.8705e-05-2.3843e-06i,8.5388e-05-0.00023028i,-0.00054015-0.00038616i,-0.0005083-4.5867e-05i,-0.0005489+3.1411e-05i,-0.00017444+3.2292e-05i,-0.00045816+7.2763e-05i,-0.0010117-0.0002352i
