-0.00033248-0.0006829i,0.00070517-0.00092633i,-0.00048155-0.00044195i,-0.00090634+0.00051199i,-0.0011003+0.00079766i,-0.0022334+7.0101e-05i,-0.0024488+0.00041789i,-0.0013232+0.00094862i,0.00057214+0.00050488i,0.0013087+0.00072173i,0.00059098+0.00098112i,-3.4374e-05+0.00010216i,-0.00014749-0.00099574i,-0.00013248-0.0015214i,-0.00043933-0.00087744i,-0.00092196-3.706e-05i,-0.00028163+0.00013535i,9.3933e-05+0.00083332i,-0.00022676+0.0011473i,-5.0863e-05+0.00037003i,0.00046892+0.00031682i,-0.00011472+0.00035197i,-0.00060261+0.0001569i
-0.054164+0.073342i,0.055339+0.18579i,0.34723+0.20346i,0.53663+0.012994i,0.34301-0.13909i,0.035062-0.037302i,-0.07182+0.082015i,-0.063143+0.050033i,-0.061944+0.0046665i,-0.041837+0.0045529i,-0.017041-0.020524i,-0.040747-0.060722i,-0.092361-0.059901i,-0.10423-0.025972i,-0.072592-0.0069933i,-0.044063-0.018884i,-0.033968-0.044082i,-0.02864-0.059874i,-0.021102-0.059808i,-0.018218-0.048221i,-0.018382-0.030707i,-0.01244-0.014532i,-0.0017016-0.012889i
-0.010894+0.028323i,-0.14767-0.063242i,-0.40223-0.19173i,-0.48327-0.12092i,-0.20772+0.095623i,0.16148+0.15761i,0.30654+0.10033i,0.26551+0.09252i,0.20289+0.09138i,0.12637+0.053302i,0.034793+0.044532i,-0.0052332+0.079864i,0.0059554+0.092612i,-0.0014407+0.067993i,-0.035169+0.041501i,-0.05072+0.02955i,-0.037018+0.041992i,-0.007698+0.065738i,0.017049+0.067346i,0.020478+0.050067i,0.013046+0.033176i,0.012055+0.015004i,0.014502-0.00054429i
-0.06829-0.10409i,-0.053806-0.10476i,0.069149-0.02119i,0.16339+0.051726i,0.15166-0.0013605i,0.077659-0.13709i,-0.02907-0.19403i,-0.068142-0.13448i,-0.038374-0.090216i,-0.045416-0.077145i,-0.054613-0.028859i,-0.025657-0.00083192i,-0.011832-0.017378i,0.0022846-0.019868i,0.042971-0.0055852i,0.059148-0.0072492i,0.026423-0.021558i,-0.015302-0.032518i,-0.035722-0.031524i,-0.029128-0.019311i,-0.0058279-0.0097847i,0.010527-0.0053919i,0.013878-0.0018758i
-0.015215+0.088477i,-0.03622+0.19701i,-0.03201+0.27045i,-0.004947+0.17126i,-0.09226-0.008017i,-0.26029+0.017736i,-0.25691+0.15781i,-0.13087+0.15138i,-0.077818+0.067685i,-0.059314+0.023829i,-0.014198-0.015149i,0.02642-0.052879i,0.047296-0.072813i,0.041161-0.076968i,0.015428-0.065091i,0.00092436-0.039378i,0.0071929-0.015071i,0.01605-0.0038425i,0.022629-0.0048745i,0.019455-0.018972i,0.00087937-0.028009i,-0.01195-0.016945i,-0.009029-0.0027798i
0.015784-0.21164i,0.014949-0.47001i,-0.051714-0.68357i,-0.17069-0.6229i,-0.15572-0.3336i,0.03667-0.1489i,0.13489-0.16748i,0.029516-0.16994i,-0.062149-0.072695i,-0.050498-0.0029594i,-0.05275+0.00056821i,-0.088052+0.0052139i,-0.088489+0.025613i,-0.06118+0.034658i,-0.039464+0.029465i,-0.033108+0.010571i,-0.039459-0.0076929i,-0.039017-0.0098383i,-0.028828-0.005672i,-0.023418+0.006971i,-0.019896+0.019975i,-0.014434+0.01511i,-0.012374+0.0015755i
0.090727+0.15313i,0.089059+0.38009i,0.007591+0.66487i,-0.01554+0.80143i,0.031267+0.64471i,0.0042513+0.37731i,-0.020777+0.23934i,0.050448+0.15364i,0.094191+0.030215i,0.061917-0.027496i,0.04676-0.0031752i,0.071819+0.021726i,0.093861+0.0095975i,0.079992-0.020825i,0.038218-0.03394i,0.0099978-0.017506i,0.012561+0.0071575i,0.023586+0.023223i,0.029435+0.035347i,0.038907+0.035181i,0.044661+0.016558i,0.032451-0.0035097i,0.018138-0.0090033i
0.046568-0.064905i,0.24019-0.20638i,0.44524-0.4819i,0.36679-0.6605i,0.10629-0.49428i,0.016677-0.19873i,0.066592-0.084062i,0.063145-0.06554i,0.034946-0.015113i,0.032239+0.00867i,0.02195-0.0065601i,-0.0015912-0.011247i,-0.021832+0.0074285i,-0.024273+0.025521i,-0.0019299+0.024479i,0.023928-6.8678e-05i,0.020085-0.034539i,-0.010863-0.052898i,-0.034255-0.051712i,-0.03541-0.04657i,-0.022296-0.039242i,-0.00073584-0.026438i,0.014879-0.016836i
-0.11423+0.24074i,-0.32031+0.51357i,-0.48016+0.70616i,-0.38789+0.60628i,-0.19233+0.32232i,-0.12536+0.12251i,-0.125+0.072317i,-0.079719+0.069462i,-0.029242+0.047399i,-0.025781+0.025961i,-0.042801+0.027406i,-0.040406+0.036522i,-0.010291+0.03322i,0.022298+0.017996i,0.027789+0.0086456i,0.012571+0.017723i,0.0075571+0.03214i,0.021035+0.03268i,0.025976+0.018422i,0.0094978+0.014919i,-0.0050429+0.028179i,-0.0046649+0.031647i,0.00077187+0.022449i
-0.15804-0.28163i,-0.27848-0.5351i,-0.28201-0.60578i,-0.11353-0.40752i,0.077077-0.24785i,0.10527-0.25268i,-0.01258-0.21742i,-0.097179-0.099685i,-0.081349-0.022567i,-0.034927-0.012292i,-0.0094116-0.02321i,-0.023671-0.038981i,-0.066118-0.040638i,-0.086951-0.011614i,-0.06098+0.014548i,-0.023087+0.010958i,-0.0062122-0.0068163i,-0.0055865-0.019812i,-0.00038409-0.013483i,0.018718+0.000601i,0.032272+0.0010109i,0.023249-0.0011555i,0.0067143+0.004377i
0.18482+0.06262i,0.39502+0.12161i,0.5234+0.12849i,0.40462+0.062492i,0.17911+0.040074i,0.12955+0.085458i,0.21419+0.072132i,0.20818-0.0019694i,0.11577-0.031157i,0.057961-0.028098i,0.041398-0.044926i,0.045554-0.050635i,0.064342-0.034176i,0.065358-0.022638i,0.036691-0.011471i,0.0064408+0.0034178i,-0.010117+0.021831i,-0.012216+0.044956i,-0.0028275+0.049844i,-0.0028327+0.025615i,-0.013926-0.002099i,-0.017376-0.014881i,-0.010126-0.01931i
-0.028245-0.16934i,-0.1585-0.3759i,-0.41587-0.48816i,-0.59035-0.35866i,-0.49861-0.14198i,-0.30892-0.041373i,-0.2064-0.029469i,-0.14404-0.011899i,-0.071119+0.0032313i,-0.025734+0.0093114i,-0.017127+0.024747i,-0.0069625+0.032185i,0.014598+0.014951i,0.02863-0.0051108i,0.031616-0.012226i,0.025932-0.012968i,0.016374-0.020417i,0.0023598-0.037779i,-0.021918-0.042483i,-0.036721-0.016322i,-0.028345+0.014865i,-0.01499+0.022433i,-0.011209+0.01485i
0.16203+0.32801i,0.43337+0.69787i,0.73617+0.88692i,0.81504+0.67078i,0.57158+0.34948i,0.27981+0.25689i,0.20826+0.24386i,0.18849+0.11012i,0.063578+0.0045596i,-0.017584+0.031807i,0.01364+0.069184i,0.051313+0.069661i,0.052547+0.061849i,0.029744+0.040216i,-0.0064471+0.017831i,-0.025247+0.014829i,-0.018534+0.019535i,-0.0012432+0.020264i,0.018904+0.015756i,0.032502+0.0024397i,0.036103-0.0087237i,0.037385-0.0081049i,0.037312-0.0056118i
-0.21483-0.18717i,-0.48356-0.45717i,-0.70113-0.68457i,-0.66912-0.59502i,-0.39731-0.30982i,-0.1338-0.17808i,-0.075977-0.14241i,-0.078228-0.041671i,-0.032599+0.032618i,-0.022352+0.030027i,-0.055165+0.0024519i,-0.091422-0.019482i,-0.10816-0.0019267i,-0.077054+0.036324i,-0.024052+0.038764i,-0.000189+0.0050074i,-0.0085917-0.019962i,-0.01865-0.017243i,-0.01929-0.0078769i,-0.022323-0.0024623i,-0.024515-0.00064822i,-0.019864-0.0047435i,-0.010954-0.005683i
0.035072+0.18759i,0.15293+0.45089i,0.30557+0.65843i,0.32122+0.56074i,0.16242+0.26175i,0.0082001+0.075032i,-0.024318+0.033175i,0.0079166+0.023386i,0.044109-0.0019828i,0.048324-0.037816i,0.025027-0.041692i,0.015462-0.02105i,0.014888-0.023378i,0.0012599-0.03334i,-0.0078255-0.01818i,0.002271+0.0073093i,0.015174+0.01903i,0.013962+0.019074i,0.0050234+0.016038i,0.0014339+0.011504i,0.00028269+0.010784i,-0.003289+0.01614i,-0.0085453+0.016113i
-0.10706-0.27405i,-0.26596-0.49332i,-0.36304-0.55673i,-0.28221-0.39074i,-0.1203-0.15212i,-0.025544+0.021918i,-0.0077494+0.10313i,-0.022973+0.092812i,-0.043275+0.042422i,-0.042054-0.001083i,-0.022226-0.017287i,0.00050965-0.0094173i,0.0064807+0.00093183i,-0.0056666+0.01163i,-0.010026+0.018624i,-0.0029608+0.0086742i,-0.00063252-0.013084i,-0.0030453-0.03136i,-0.003727-0.037181i,-0.0049939-0.033036i,-0.0061515-0.024295i,-0.002601-0.013628i,0.00098627-0.0027836i
0.15801+0.075243i,0.27879+0.099024i,0.31323+0.10216i,0.26062+0.081632i,0.18985+0.030294i,0.1383-0.038918i,0.10069-0.099003i,0.060011-0.11596i,0.025545-0.074795i,0.014035-0.015126i,0.0079071+0.009768i,-0.00049049+0.0095804i,0.0097406+0.0048754i,0.021786-0.01022i,0.0061294-0.018347i,-0.01613-0.001822i,-0.018095+0.018123i,-0.0078267+0.019716i,-0.00095824+0.011481i,0.0026544+0.0066707i,0.0016825+8.2702e-05i,-0.0059472-0.0088647i,-0.0097957-0.01613i
0.048159-0.075846i,0.03365-0.16343i,-0.11035-0.18861i,-0.28373-0.072839i,-0.31954+0.06603i,-0.26928+0.14762i,-0.18316+0.20605i,-0.056331+0.18709i,0.017293+0.087719i,0.019938+0.028341i,0.023552+0.021052i,0.021003+0.014837i,0.0014748+0.015059i,-0.0096677+0.015842i,-0.0066586+0.0017949i,-0.0020797-0.019954i,-0.0035569-0.027354i,-0.0031119-0.012767i,0.0061565+0.0067224i,0.018789+0.014849i,0.027899+0.012362i,0.031518+0.0064744i,0.027045-0.0018718i
0.050018+0.29626i,0.26752+0.49382i,0.51769+0.37743i,0.48223-0.0046306i,0.20054-0.19382i,0.038843-0.13439i,0.026383-0.081878i,-0.0026671-0.045746i,-0.034884+0.013222i,-0.049748+0.030115i,-0.062729+0.0050876i,-0.063617-0.019308i,-0.058785-0.031321i,-0.050978-0.028304i,-0.035031-0.010356i,-0.012902+0.0087339i,0.0031512+0.013494i,0.0057062+0.0078278i,-0.00094595-0.00029302i,-0.012016-0.0048898i,-0.016571-0.0023376i,-0.011113+0.0010787i,-0.0068613+0.0059371i
-0.25931-0.13084i,-0.58618-0.13017i,-0.77909+0.025392i,-0.58055+0.18478i,-0.22718+0.11855i,-0.11504-0.047i,-0.17907-0.055178i,-0.16721+0.036828i,-0.076878+0.074407i,-0.0092906+0.058057i,0.019672+0.046794i,0.030718+0.04057i,0.037935+0.027764i,0.046885+0.015729i,0.047266+0.00266i,0.032629-0.0070159i,0.017026-0.013179i,0.008179-0.020074i,0.001779-0.022319i,-0.00060516-0.014472i,-0.000466+0.0017097i,0.00069567+0.015819i,0.0088219+0.018278i
-0.03499-0.018567i,0.0024421+0.026172i,0.16895+0.10362i,0.31948+0.14952i,0.28713+0.15575i,0.19153+0.13229i,0.14144+0.040625i,0.070833-0.06494i,-0.0039771-0.092026i,-0.0208-0.078877i,-0.0133-0.071962i,-0.011623-0.063013i,-0.013697-0.053858i,-0.020583-0.043401i,-0.028387-0.027632i,-0.029605-0.0075417i,-0.024285+0.014441i,-0.015625+0.034745i,-0.0024544+0.042621i,0.0094035+0.027482i,0.0098081-0.00014985i,0.00028658-0.018413i,-0.0109-0.020167i
0.17468-0.33814i,0.14805-0.74303i,-0.12575-0.9378i,-0.39133-0.66365i,-0.30318-0.25646i,-0.044598-0.11159i,0.038242-0.12061i,0.0014162-0.086795i,-0.017399-0.033777i,-0.010433-0.0039495i,-0.0044334+0.0057429i,-0.00032898+0.012877i,0.012057+0.028374i,0.023336+0.046169i,0.032992+0.048803i,0.033567+0.024705i,0.020828-0.0059788i,0.0071529-0.024455i,-0.0057759-0.028705i,-0.013308-0.01495i,-0.0092431+0.0026164i,-0.0037203+0.0072186i,-0.0034574+0.0044206i
0.14022+0.34393i,0.3811+0.6556i,0.61763+0.71937i,0.57385+0.36543i,0.21745-0.011002i,-0.096523-0.050356i,-0.12648+0.037537i,-0.035587+0.013615i,-0.010476-0.04942i,-0.024486-0.040086i,-0.0037456+0.00064387i,0.029089+0.0099837i,0.030962-0.010443i,0.0048757-0.034653i,-0.02334-0.038292i,-0.030189-0.021114i,-0.022597-0.0060038i,-0.016212+0.0026094i,-0.0073234+0.0097439i,0.0027659+0.012945i,0.010649+0.013875i,0.018455+0.010406i,0.021381+0.0013021i
0.0063713+0.035878i,0.021707-0.011018i,-0.017364-0.1151i,-0.079612-0.12917i,-0.055932-0.032i,0.032356+0.019429i,0.071258+0.0055827i,0.055757+0.002045i,0.023754+0.010527i,-0.011005+0.022917i,-0.025628+0.027026i,-0.024708+0.018949i,-0.015834+0.020879i,4.333e-06+0.026007i,0.0084479+0.02256i,0.012212+0.017336i,0.020115+0.0070945i,0.023781-0.011768i,0.016557-0.029256i,0.0013069-0.033203i,-0.011565-0.022526i,-0.012477-0.0080923i,-0.007188-0.0004026i
-0.38965+0.10482i,-0.70681+0.3377i,-0.72926+0.58868i,-0.37686+0.57745i,-0.073936+0.27776i,-0.019789+0.0013152i,-0.025997-0.082011i,0.006078-0.054884i,0.052092-0.024329i,0.052476-0.028552i,0.0090993-0.018196i,-0.017077+0.011164i,-0.015982+0.024298i,0.0032547+0.022134i,0.022161+0.0033274i,0.01484-0.012103i,-0.0034093-0.0014605i,-0.010697+0.025832i,-0.0037885+0.046702i,0.0070413+0.042188i,0.0068791+0.022489i,0.00077656+0.0098127i,0.0037264+0.0037138i
0.15914-0.31997i,0.27263-0.64574i,0.2336-0.8055i,0.043375-0.5907i,-0.046171-0.20004i,0.01787+0.053213i,0.062004+0.1122i,0.033954+0.09324i,0.0027758+0.059842i,0.00097989+0.016181i,0.0007072-0.017703i,-0.010927-0.018669i,-0.022995-0.0042283i,-0.03747+0.0093904i,-0.037797+0.024877i,-0.015432+0.026651i,0.0052124+0.013281i,0.011298-0.0041754i,0.004788-0.018987i,-0.0036705-0.018758i,-0.0032077-0.010064i,-0.0015377-0.0054223i,-0.0083117-0.0017678i
0.029608-0.050746i,0.011154-0.076564i,0.002038-0.050697i,0.074308-0.012363i,0.17174-0.019776i,0.18061-0.037309i,0.13001-0.038507i,0.06268-0.048008i,0.0017561-0.035124i,-0.0026179-0.01273i,0.0089453-0.022707i,0.00063214-0.038941i,-0.011897-0.04825i,-0.025555-0.045817i,-0.029233-0.026372i,-0.023061-0.013519i,-0.024965-0.014984i,-0.034436-0.017266i,-0.037555-0.0087223i,-0.025183+0.0026093i,-0.0078821+0.005335i,0.0022646+0.004269i,0.011619+0.0050375i
0.28226+0.20328i,0.54264+0.32961i,0.57263+0.28538i,0.27243+0.12454i,-0.037885+0.053857i,-0.15512+0.064552i,-0.14217+0.078071i,-0.062241+0.070885i,0.0015018+0.030538i,0.0052634+0.020094i,0.012352+0.041254i,0.032552+0.036487i,0.046448+0.0145i,0.05115-0.014814i,0.032458-0.031518i,0.014817-0.015811i,0.01901+0.0045199i,0.033525+0.0096512i,0.043579+0.0012723i,0.032603-0.0063348i,0.011734-0.0041294i,0.0020148-0.003079i,-0.0040554-0.0088993i
-0.25353+0.076153i,-0.44594+0.13545i,-0.44873+0.13636i,-0.27271+0.078607i,-0.15471+0.02711i,-0.094995+0.015882i,-0.016733+0.019072i,0.031302+0.0026853i,0.02913-0.015565i,0.0057112-0.019192i,-0.0071712-0.019483i,-0.0051158-0.018453i,0.0029642-0.0063704i,0.021018+0.0099998i,0.035003+0.0098799i,0.025439-0.00064718i,0.0092912-0.0054082i,-0.0010384-0.0064262i,-0.0098986-0.0056254i,-0.01154-0.0029898i,-0.006612+6.8812e-05i,-0.00063138+0.0042004i,0.0034751+0.0071187i
-0.085391+0.030768i,-0.14695+0.087721i,-0.14198+0.10923i,-0.074391+0.027904i,-0.016258-0.074637i,-0.010857-0.10181i,-0.053382-0.05629i,-0.087218+0.032311i,-0.066159+0.078337i,-0.039602+0.053297i,-0.041108+0.03288i,-0.047055+0.041751i,-0.050363+0.060154i,-0.041228+0.074391i,-0.018216+0.064548i,-0.0025002+0.037874i,0.00079632+0.02374i,0.0021739+0.025025i,0.0065612+0.024037i,0.0080314+0.013251i,0.0040331+0.0017168i,-0.00020022-0.0019045i,0.00056108-0.0015032i
-0.02017-0.28108i,-0.028542-0.47275i,0.028671-0.42418i,0.14614-0.15959i,0.20903+0.0079267i,0.154+0.024214i,0.079182+0.0056813i,0.037406-0.034279i,0.0035553-0.049203i,0.0073416-0.029898i,0.025864-0.030702i,0.018399-0.046382i,-0.0023306-0.059508i,-0.027731-0.059762i,-0.042437-0.036017i,-0.036407-0.013226i,-0.028266-0.0095095i,-0.027787-0.01172i,-0.028817-0.010398i,-0.023557-0.004368i,-0.014193+0.00038926i,-0.0072468+0.002146i,-0.0016582+0.0066903i
0.14095+0.055929i,0.1645+0.082974i,0.0082733+0.067056i,-0.18957+0.068134i,-0.20214+0.14669i,-0.074067+0.18335i,-0.0033565+0.11202i,-0.023513+0.032236i,-0.036756+0.0028805i,-0.021124+0.0011045i,-0.0043165+0.00077482i,0.0060067-0.011424i,0.0096434-0.029756i,0.0078796-0.039731i,0.004018-0.030222i,0.0049749-0.010071i,0.010093+0.0011075i,0.014468+0.0036039i,0.018954+0.0053366i,0.020242+0.0065236i,0.016006+0.0059132i,0.0088287+0.003426i,0.001592-0.0008896i
0.12236+0.040414i,0.27203+0.027284i,0.35348-0.03361i,0.24585-0.10818i,0.052635-0.1543i,-0.04312-0.14044i,-0.015022-0.089445i,0.055933-0.051065i,0.077567-0.037378i,0.043636-0.016617i,0.024151+0.015204i,0.042344+0.035063i,0.069605+0.036343i,0.07602+0.023554i,0.054115+0.0024132i,0.022706-0.01093i,0.0045272-0.010138i,-0.0027989-0.01032i,-0.012779-0.014419i,-0.020141-0.012186i,-0.015082-0.0042016i,-0.0043884-0.00027224i,-0.0026705-0.0012116i
-0.13931+0.16883i,-0.23124+0.27473i,-0.22936+0.21138i,-0.14148+0.020813i,-0.10662-0.080983i,-0.15028-0.057487i,-0.16508-0.0034919i,-0.11799+0.018004i,-0.067642+0.0029725i,-0.046954-0.015157i,-0.044242-0.012777i,-0.046125+0.0040152i,-0.048879+0.027296i,-0.043277+0.044068i,-0.028374+0.040737i,-0.015165+0.028146i,-0.0069162+0.019101i,0.0015454+0.014031i,0.012201+0.011986i,0.016847+0.0087848i,0.011691+0.0037471i,0.0045634+0.00045066i,0.0032493-0.0028303i
-0.060504-0.059446i,-0.054299-0.0078821i,0.062528+0.16145i,0.22283+0.27258i,0.30239+0.18404i,0.28194+0.038241i,0.20493-0.016322i,0.1159-0.0010504i,0.054836+0.017785i,0.021374+0.015154i,-0.0044428+0.0040655i,-0.02906+0.0023527i,-0.044666+0.0067999i,-0.040138+0.0074534i,-0.022368+0.00054255i,-0.0085399-0.011958i,-0.0062371-0.018149i,-0.0099418-0.013864i,-0.0087057-0.00885i,-0.0028152-0.010279i,-0.0017322-0.01343i,-0.0030231-0.0089815i,0.0029095-0.00017751i
-0.087266-0.12642i,-0.24152-0.24798i,-0.40784-0.3019i,-0.44994-0.21488i,-0.35115-0.080235i,-0.22001-0.02175i,-0.14181-0.022632i,-0.096856-0.01144i,-0.049111+0.0070342i,-0.012186+0.0082277i,0.0027703-0.0070291i,0.0051877-0.036216i,0.001992-0.062621i,-0.0028862-0.062504i,-0.0029767-0.038323i,-0.00087999-0.013968i,-0.0012837-0.00016012i,-0.0023176+0.0081777i,-0.0054828+0.01578i,-0.0089416+0.020705i,-0.0056877+0.019262i,-0.00032571+0.011813i,0.001507+0.0046315i
0.17011-0.04682i,0.29922-0.076413i,0.31243-0.061506i,0.20179-0.013273i,0.10868+0.063807i,0.092165+0.15588i,0.10836+0.16695i,0.081403+0.085207i,0.021939+0.026802i,0.006246+0.019079i,0.022203+0.012299i,0.03503+0.0021881i,0.042376-0.0076198i,0.034312-0.013781i,0.019372-0.0087885i,0.015027-0.0023306i,0.015573-0.0049397i,0.0099316-0.015572i,-0.0006995-0.022797i,-0.0052535-0.016121i,-0.0019055-0.0029187i,-0.0005595+0.0044907i,-0.0054766+0.0072044i
0.047869+0.060657i,0.098541+0.018824i,0.12671-0.11569i,0.10325-0.21948i,0.044538-0.22882i,-0.0021228-0.22072i,-0.030896-0.19749i,-0.037057-0.13233i,-0.020992-0.07359i,-0.017299-0.040482i,-0.021606-0.014523i,-0.010584+0.011221i,0.0095772+0.031326i,0.017486+0.034303i,0.0046513+0.021793i,-0.012726+0.011147i,-0.017165+0.010795i,-0.0081685+0.013468i,0.0034181+0.0092214i,0.0034963+0.00074512i,-0.0047594-0.0020971i,-0.0057083-0.00055735i,0.00019149-0.0031016i
-0.017658+0.1552i,0.010927+0.34769i,0.061929+0.50278i,0.08548+0.47664i,0.032812+0.3096i,-0.061899+0.17951i,-0.076953+0.1328i,-0.0069339+0.078294i,0.029033+0.0041938i,0.01069-0.020222i,0.0022811-0.006369i,0.00083771-0.00055774i,-0.007114-0.0013195i,-0.0055949-0.0051741i,0.0048634-0.010306i,0.013176-0.0092066i,0.015657-0.0051764i,0.017919-0.0029008i,0.024136-0.003602i,0.026493-0.0082116i,0.017713-0.011508i,0.0059471-0.0098427i,0.00032607-0.0075608i
-0.15499-0.058886i,-0.27508-0.12876i,-0.32363-0.21457i,-0.27007-0.24248i,-0.13224-0.18407i,0.02166-0.11369i,0.071592-0.069981i,0.02308-0.013524i,-0.009284+0.035567i,-0.0098263+0.024851i,-0.014552-0.0030805i,-0.018849-0.0092555i,-0.022737+9.8224e-05i,-0.015405+0.015841i,0.0011849+0.020375i,0.0046443+0.0058264i,-0.0051268-0.0068616i,-0.019589+0.00010043i,-0.029082+0.015771i,-0.024897+0.018459i,-0.014375+0.0076205i,-0.0054544+0.0019648i,0.0028806+0.0050452i
-0.016395-0.080641i,-0.054694-0.089232i,-0.069268-0.025303i,-0.020769+0.021922i,0.0085692-0.014213i,-0.0447-0.04677i,-0.07843-0.013164i,-0.044772+0.012075i,-0.009098+0.0073376i,0.0046729+0.012008i,0.01086+0.021261i,0.016987+0.017136i,0.019451-0.0012084i,0.0095046-0.012032i,-0.0034155-0.0047222i,-0.0073408+0.0073576i,-0.0048989+0.011647i,-0.0013089+0.002446i,-0.0050236-0.0067571i,-0.0097849+0.00022707i,-0.0041853+0.010577i,0.0010393+0.0084067i,-0.0018667+0.0029371i
0.10559-0.10295i,0.19495-0.23706i,0.22292-0.32306i,0.15813-0.22902i,0.094793-0.0094921i,0.10087+0.12708i,0.099289+0.089362i,0.042232-0.0054846i,-0.009661-0.037219i,-0.0070401-0.025949i,0.0083847-0.023042i,0.0047169-0.02113i,-0.0025075-0.014805i,-0.012863-0.010949i,-0.022134-0.0071561i,-0.017668-0.0062101i,-0.0079048-0.0076147i,-0.0024522-0.0083897i,0.0020475-0.01101i,0.0044774-0.013491i,0.0012046-0.0097439i,-0.0042109-0.0025378i,-0.0074654+0.0036302i
0.079437+0.12369i,0.11954+0.24878i,0.084094+0.33756i,0.0025136+0.321i,-0.02311+0.19852i,0.003531+0.037429i,0.024193-0.034939i,0.051676-0.011256i,0.067488+0.0051683i,0.033798-0.00020239i,-0.0059238+0.0049161i,-0.011025+0.01541i,0.0074219+0.019578i,0.025828+0.006044i,0.026394-0.011216i,0.014744-0.011704i,0.0065092-0.0040954i,0.0088229+0.00032358i,0.016961-0.0013771i,0.016134-0.005668i,0.007294-0.0065843i,0.0043976-0.0059459i,0.0051992-0.0095426i
-0.040646+0.073036i,-0.024526+0.090426i,0.033035-0.018612i,0.012598-0.20424i,-0.13195-0.24771i,-0.22054-0.11024i,-0.16901+0.014917i,-0.088118+0.039026i,-0.043308+0.02082i,-0.016125+0.0071231i,0.0094852+0.001109i,0.019754-0.0038028i,0.011713-0.0021099i,0.010784+0.0083575i,0.019835+0.013426i,0.024972+0.00825i,0.020485+0.00042988i,0.0045608-0.00012704i,-0.0097352+0.0086168i,-0.010063+0.012093i,-0.0027446+0.0050973i,0.0006218-0.001915i,0.00040496-0.0049908i
-0.13702+0.0054351i,-0.26837+0.057758i,-0.28053+0.1562i,-0.089586+0.18944i,0.11825+0.091259i,0.16249-0.0054338i,0.087595-0.0052507i,0.013155+0.035081i,-0.011124+0.04812i,-0.0099269+0.026493i,-0.017151+0.0074472i,-0.029083+0.010748i,-0.03439+0.020581i,-0.032246+0.029406i,-0.023588+0.029728i,-0.017648+0.016362i,-0.014696+0.0035962i,-0.0075797-0.0019866i,-0.0034761-0.0048533i,-0.0054647-0.0020024i,-0.0049059+0.0038741i,6.4399e-05+0.0061836i,0.0064721+0.0077121i
0.0083208-0.13836i,0.023123-0.25572i,0.039001-0.26984i,0.05296-0.1556i,0.05245-0.071211i,0.016694-0.08126i,-0.021894-0.10518i,-0.02396-0.10009i,-0.010283-0.071267i,-0.00079945-0.027323i,0.0029932+0.0025589i,0.0019274-0.0032614i,-0.0057395-0.025178i,-0.021879-0.033806i,-0.031075-0.024138i,-0.023621-0.0065256i,-0.011156+0.0073901i,-0.0029884+0.0075719i,0.0011804-0.0031623i,0.0038042-0.007182i,0.0030046-0.00096904i,-0.0012188+0.0014812i,-0.0060735+7.8146e-05i
0.085282-0.03523i,0.097817-0.071058i,-0.032849-0.053311i,-0.21804+0.080956i,-0.23197+0.25587i,-0.085482+0.31693i,0.031036+0.23282i,0.045218+0.11367i,0.013444+0.048821i,-0.0057657+0.023918i,-0.0071919-0.0035962i,-0.0063758-0.023635i,0.0033973-0.02619i,0.01559-0.029033i,0.015352-0.029653i,0.0096343-0.022422i,0.0079632-0.01429i,0.012107-0.0052513i,0.017678+0.00042283i,0.014129-0.0026811i,0.0044433-0.0062647i,-0.00031117-0.0039727i,-0.0027734-4.804e-05i
0.1029+0.083347i,0.24255+0.11226i,0.3619+0.0034879i,0.32829-0.20953i,0.16979-0.31533i,0.056777-0.25122i,0.032835-0.14717i,0.021386-0.067819i,0.0068571-0.024401i,-0.0047739-0.013001i,-0.0069827-0.0045589i,0.011+0.010205i,0.030939+0.021333i,0.038655+0.022177i,0.034906+0.016419i,0.021648+0.013653i,0.0062543+0.012081i,-0.0081966+0.0075818i,-0.016677+0.0086095i,-0.01349+0.010124i,-0.0068637+0.0051543i,-0.0026591-0.0016098i,0.0012477-0.0092433i
-0.084509+0.10187i,-0.16064+0.21268i,-0.16838+0.27916i,-0.085912+0.22294i,-0.055971+0.084135i,-0.15295-0.0024989i,-0.20341+0.019631i,-0.12911+0.037768i,-0.052661+0.0012645i,-0.021575-0.019079i,0.00013548-0.0086826i,0.0083785+0.0053006i,0.00034972+0.020585i,-0.0033439+0.030997i,0.00065613+0.027364i,0.0055333+0.01192i,0.0077037-0.00070517i,0.0073183-0.00075113i,0.0053456+0.0050964i,0.0033228+0.0075234i,0.0024925+0.0053352i,0.0032582+0.004667i,0.0055144+0.0066388i
-0.096256-0.038588i,-0.16435-0.042155i,-0.1421+0.01395i,-0.0081721+0.10295i,0.13845+0.12377i,0.20839+0.055343i,0.1736-0.018065i,0.091111-0.039161i,0.045622-0.017919i,0.031452-0.0055623i,0.0077899-0.0063905i,-0.021364-0.0038804i,-0.043013-0.0060905i,-0.054215-0.0094043i,-0.050258-0.0082354i,-0.038699-0.006984i,-0.029389-0.0056915i,-0.019689-0.0083587i,-0.012522-0.013326i,-0.0095694-0.010327i,-0.0049667-0.002489i,-0.00064999+0.0016707i,0.0022468+0.0041059i
