0.0023603+0.00020516i,0.0024871-0.0015475i,0.0016996-0.001781i,4.9086e-06-0.00092663i,-0.001197+0.00051876i,-0.0009441+0.0023581i,-0.00060862+0.0029217i,-0.00079698+0.0018891i,-2.9442e-05+0.0015069i,0.0012088+0.0010789i,0.00054595+0.00029708i,-0.00013136+7.7856e-05i,-0.00013438+0.00018836i,-0.00028682+0.0013167i,-6.6226e-06+0.0015417i,0.00034269+0.00046419i,0.00028055-0.00018658i,0.00063066-1.8989e-05i,0.00097349-5.3748e-05i,0.00074966+0.0001384i,0.00044123+0.00014507i,0.00013672+2.7659e-05i,3.8297e-05-6.3083e-05i
0.14505+0.15864i,0.35379+0.36685i,0.52895+0.43651i,0.43031+0.2172i,0.063756-0.0032742i,-0.25078+0.038759i,-0.2834+0.16824i,-0.14297+0.20039i,-0.021009+0.16297i,0.01665+0.13769i,0.021532+0.13334i,0.028731+0.10291i,0.020781+0.051202i,0.01832+0.013715i,0.02856-0.0082749i,0.025951-0.015058i,0.019122-0.0068152i,0.021216-0.00021134i,0.015739-0.0077187i,-0.0063075-0.014155i,-0.022081-0.0078473i,-0.01767-0.001057i,-0.0047745+0.0008715i
0.13604-0.22675i,0.018145-0.49263i,-0.32605-0.58577i,-0.53489-0.33962i,-0.37561-0.045674i,-0.13529+0.02278i,-0.028362-0.008323i,0.014354-0.014153i,0.03949-0.0069606i,0.0507-0.012017i,0.051139-0.03094i,0.051758-0.037012i,0.061274-0.033993i,0.053351-0.038149i,0.025323-0.036759i,0.0017662-0.026747i,-0.015946-0.014932i,-0.03027-0.0043029i,-0.035864+0.0063324i,-0.031681+0.016969i,-0.022435+0.017655i,-0.015798+0.010475i,-0.012454+0.0068696i
-0.011876+0.45953i,0.14059+0.79921i,0.34025+0.85836i,0.36082+0.64914i,0.24435+0.46518i,0.22066+0.3277i,0.22852+0.14815i,0.136+0.012309i,0.013922-0.027193i,-0.043085-0.01785i,-0.050808-0.015852i,-0.065099-0.016517i,-0.08124+0.0071304i,-0.071461+0.034061i,-0.043365+0.043828i,-0.014153+0.035669i,0.0039511+0.017152i,0.012598+0.0026137i,0.020103-0.007618i,0.022563-0.017338i,0.016648-0.021782i,0.0079275-0.022419i,0.0027088-0.025388i
-0.073266-0.18349i,-0.094158-0.34882i,-0.033459-0.4269i,0.068754-0.35507i,0.10472-0.26312i,0.020526-0.2218i,-0.10448-0.14699i,-0.135-0.037306i,-0.076501+0.015322i,-0.03015+0.00068065i,-0.012491-0.01212i,0.006114-0.011625i,0.026532-0.014505i,0.036198-0.01588i,0.023105-0.012368i,0.0021496+0.001892i,-0.0039118+0.017211i,-0.0013209+0.013671i,0.00159-0.00040374i,0.0058856-0.012137i,0.010792-0.020576i,0.017547-0.021825i,0.020313-0.017941i
-0.20751-0.00047108i,-0.32014+0.15021i,-0.25805+0.28372i,-0.14437+0.1842i,-0.1954+0.062209i,-0.26185+0.14136i,-0.17986+0.21332i,-0.065666+0.15987i,-0.0079665+0.080614i,0.0011295+0.035418i,-0.014452+0.029468i,-0.021142+0.033315i,-0.031466+0.026234i,-0.039758+0.01543i,-0.02773+0.00049748i,-0.010763-0.0097078i,0.004321-0.012585i,0.011626-0.011561i,0.0011386-0.0026455i,-0.01828+0.010889i,-0.029071+0.021173i,-0.024805+0.023744i,-0.013034+0.018308i
0.27851-0.32135i,0.27752-0.67776i,0.0030684-0.73732i,-0.18321-0.35049i,-0.03964-0.034282i,0.11875-0.043608i,0.10002-0.095276i,0.037828-0.070959i,0.0068781-0.047729i,0.0021349-0.04247i,0.0039731-0.045615i,-0.0057034-0.038133i,-0.014262-0.017638i,-0.014442+0.0071221i,-0.0024438+0.025072i,0.0080027+0.021591i,0.0010821+0.013358i,-0.0070622+0.011833i,0.0010918+0.0070817i,0.018138-0.0012719i,0.022412-0.00024751i,0.011803+0.014382i,0.0030923+0.028011i
0.067537+0.28413i,0.24638+0.48575i,0.43781+0.46821i,0.43893+0.22331i,0.25192+0.035272i,0.072333+0.019934i,0.0075118+0.069426i,0.011857+0.098663i,0.011639+0.091334i,-0.0095691+0.073132i,-0.016319+0.061006i,0.0019703+0.026183i,0.011228-0.026309i,0.0016819-0.053406i,-0.007007-0.047249i,-0.0068531-0.023992i,0.0019509+0.00043594i,0.015753+0.0080878i,0.017104+0.00060926i,0.0070119-0.0039794i,0.0018849-0.0071586i,-0.002475-0.012775i,-0.0065725-0.012718i
-0.055574+0.14851i,-0.064013+0.13366i,-0.11885-0.061589i,-0.21406-0.2395i,-0.19959-0.22079i,-0.062379-0.14217i,0.024747-0.13329i,0.02459-0.1253i,0.024257-0.095418i,0.025576-0.078891i,0.018256-0.058173i,0.023438-0.02736i,0.035767-0.0073744i,0.034238-0.0045787i,0.013502-0.0029801i,-0.0080261+0.0069902i,-0.017138+0.01033i,-0.021063+0.0068655i,-0.019178+0.0095655i,-0.011382+0.012355i,-0.0085771+0.010715i,-0.0081142+0.0091073i,-0.0051399+0.0061256i
-0.39553-0.1074i,-0.66764+0.030397i,-0.65365+0.29087i,-0.38738+0.39096i,-0.20473+0.25774i,-0.154+0.11046i,-0.089543+0.034833i,-0.041828-0.035346i,-0.034142-0.074428i,-0.030226-0.077674i,-0.038322-0.062116i,-0.044988-0.025639i,-0.036768+0.0024073i,-0.022119+0.012838i,-0.00081636+0.0082071i,0.014543-0.0078739i,0.014363-0.015737i,0.01372-0.010978i,0.016731-0.0089982i,0.012284-0.011821i,0.0068452-0.0056199i,0.012584+0.0023082i,0.020549-0.0055774i
0.25274-0.21947i,0.38347-0.42527i,0.37803-0.48243i,0.26696-0.33041i,0.15467-0.17276i,0.083826-0.12172i,0.052569-0.092262i,0.062723-0.044287i,0.075097-0.0052818i,0.083515+0.025888i,0.089486+0.032101i,0.069059+0.014337i,0.03392+0.0040781i,0.0084981+0.0048473i,-0.0056505+0.0076263i,-0.014713+0.0097401i,-0.017456+0.012303i,-0.0093483+0.011864i,-0.00090069+0.0058807i,0.0020911+0.0014131i,0.0053317-0.002402i,0.0035454-0.0038583i,-0.0014299+0.0054977i
0.15013+0.036288i,0.1905+0.051977i,0.10998+0.040032i,-0.0067259-0.027623i,-0.076251-0.092437i,-0.12405-0.066829i,-0.12502+0.011242i,-0.076294+0.055737i,-0.028815+0.061503i,-0.0035964+0.048038i,0.0023357+0.015462i,-0.00053941-0.014764i,0.0087671-0.026599i,0.024783-0.032342i,0.029109-0.027799i,0.026493-0.012257i,0.017987-0.0044783i,-0.00061916-0.002044i,-0.013774+0.0083225i,-0.012864+0.02011i,-0.0090936+0.021145i,-0.0082856+0.015932i,-0.0043866+0.009835i
0.014514+0.33906i,0.095562+0.46599i,0.1279+0.3777i,0.073099+0.23338i,0.060323+0.17161i,0.11259+0.080935i,0.086736-0.033448i,-0.0049239-0.060043i,-0.049675-0.03442i,-0.043692-0.018423i,-0.032894-0.0056541i,-0.034988+0.026548i,-0.03464+0.065236i,-0.02535+0.074144i,-0.017398+0.04993i,-0.016638+0.016136i,-0.022511-0.0029657i,-0.02237-0.0024902i,-0.0076297-0.002613i,0.0061414-0.012762i,0.0088347-0.01767i,0.0085506-0.012939i,0.006077-0.0099892i
-0.26427-0.13084i,-0.37514-0.13898i,-0.26717-0.062808i,-0.020218-0.0070376i,0.11237-0.037906i,0.076695-0.066612i,0.010121-0.037222i,-0.0033535+0.01039i,0.0251+0.026303i,0.040325+0.0058647i,0.031197-0.017523i,0.029376-0.038287i,0.029473-0.061232i,0.02033-0.063643i,0.0099023-0.043355i,0.0051033-0.012907i,0.015995+0.010668i,0.030084+0.0083349i,0.024171-0.0077012i,0.0060294-0.017462i,-0.0052266-0.018527i,-0.0036938-0.014147i,0.0057981-0.0092366i
-0.02553-0.11808i,-0.0090674-0.14499i,0.035175-0.17084i,0.01732-0.21547i,-0.04665-0.16863i,-0.04765-0.030746i,0.020071+0.05329i,0.085446+0.044766i,0.094744+0.0059979i,0.056832-0.0031934i,0.03279+0.018001i,0.026477+0.015594i,0.00077896-0.0016404i,-0.022268-0.0044396i,-0.020151-0.0036378i,-0.0077772-0.0067759i,-0.0030326-0.01113i,-0.0076908-0.0069749i,-0.0098959+0.01068i,-0.0043357+0.027641i,0.0031318+0.030551i,0.0040104+0.023769i,-0.0031692+0.017674i
0.20977-0.18484i,0.16057-0.29588i,-0.043891-0.19558i,-0.11569+0.041855i,0.0067967+0.11356i,0.081783+0.0067507i,0.046034-0.060929i,-0.0058307-0.053647i,-0.033329-0.01696i,-0.031704+0.012029i,-0.024078+0.021781i,-0.013942+0.038461i,0.011618+0.045344i,0.029626+0.033955i,0.026234+0.024757i,0.0075556+0.020571i,-0.011901+0.019964i,-0.016452+0.015975i,-0.012442-8.5372e-05i,-0.0095344-0.015087i,-0.007116-0.016353i,-0.0023493-0.0082578i,0.0049777-0.00031364i
0.076136+0.29046i,0.20161+0.38135i,0.28842+0.28019i,0.24371+0.12722i,0.15103+0.063318i,0.11779+0.02653i,0.086834-0.012867i,0.037185-0.0020169i,0.019266+0.022324i,0.020166+0.018999i,0.014134+0.00497i,0.0019194-0.011217i,-0.017732-0.020956i,-0.030202-0.015472i,-0.020894-0.0072883i,-0.002486-0.0064592i,0.01092-0.011315i,0.011123-0.014781i,0.0023043-0.0087224i,-0.002491+0.00013804i,-0.0062199+0.0018526i,-0.010845-0.0002715i,-0.0096247-0.0024603i
-0.10568+0.090091i,-0.10595+0.079863i,-0.086263-0.028618i,-0.11896-0.10652i,-0.14522-0.030116i,-0.094168+0.090238i,-0.030491+0.10701i,-0.015648+0.059342i,-0.029448+0.031538i,-0.030105+0.033653i,-0.012098+0.024577i,-0.0036084+0.0013394i,-0.0017926-0.011547i,0.0010187-0.013853i,-0.0062396-0.0059625i,-0.013052+0.0038323i,-0.01555+0.0045918i,-0.012462+0.007496i,0.0058693+0.010573i,0.022932+0.0023156i,0.022518-0.0071423i,0.012772-0.0091037i,0.0029094-0.0057813i
-0.31532-0.097269i,-0.48808+0.035587i,-0.4061+0.26441i,-0.16383+0.31261i,-0.058501+0.19538i,-0.051298+0.14321i,0.010767+0.1129i,0.042924+0.033247i,0.023013-0.015584i,0.0051819-0.026061i,-0.0094153-0.013446i,-0.0035635+0.019265i,0.016347+0.042537i,0.027876+0.04684i,0.034367+0.032867i,0.030171+0.012866i,0.017988+0.0059872i,0.0052804+0.0025607i,-0.013877-0.0065365i,-0.030628-0.0081846i,-0.027026-0.0021023i,-0.01009-0.00023065i,0.0042159-0.005003i
0.25636-0.26073i,0.29324-0.47924i,0.15033-0.49806i,0.030659-0.2846i,0.040184-0.13991i,0.0097494-0.16199i,-0.06273-0.14212i,-0.051152-0.065043i,-0.0068417-0.033648i,0.0035984-0.039138i,-0.010422-0.043942i,-0.032043-0.035353i,-0.039699-0.025029i,-0.034148-0.024708i,-0.033516-0.026554i,-0.03472-0.019249i,-0.020623-0.0077831i,3.2746e-05-0.0041079i,0.014605+0.0019389i,0.023771+0.013596i,0.024148+0.018986i,0.016108+0.021962i,0.0073783+0.026433i
0.19071+0.10915i,0.30197+0.091583i,0.25625-0.035277i,0.064065-0.13737i,-0.076917-0.10337i,-0.096282-0.010739i,-0.067158+0.057806i,-0.027989+0.086122i,-0.0073438+0.079681i,-0.0036416+0.063282i,0.0028299+0.03035i,-0.0065119-0.014451i,-0.031854-0.038434i,-0.045081-0.033645i,-0.032238-0.011046i,-0.00714+0.0063022i,0.0035518+0.0073401i,0.0028833+0.0032249i,0.0058643-0.0032064i,0.0080069-0.011498i,0.0046987-0.01353i,-0.0019481-0.0082063i,-0.0067451-0.0015741i
-0.040253+0.36345i,0.053775+0.54918i,0.17931+0.47457i,0.1677+0.23759i,0.068401+0.096606i,0.047091+0.047426i,0.043402-0.014734i,-0.0070257-0.060593i,-0.046772-0.066863i,-0.052428-0.043162i,-0.023245-0.0045846i,0.022465+0.012389i,0.050746+0.0093224i,0.052682+0.0026855i,0.03655-0.0072919i,0.017822-0.014155i,0.0031059-0.012102i,-0.0095282-0.00061947i,-0.017358+0.015079i,-0.018439+0.023655i,-0.015181+0.020288i,-0.009291+0.009622i,-0.0057862-0.0033518i
-0.37827-0.16644i,-0.62383-0.11813i,-0.56119+0.085251i,-0.22526+0.16618i,-0.026066+0.018322i,-0.061893-0.092237i,-0.092565-0.050494i,-0.044777+0.01374i,0.018433+0.012916i,0.031782-0.028031i,0.0024438-0.036132i,-0.0020225-0.013104i,0.0089695-0.006153i,0.00449-0.010538i,-0.0074248-0.009984i,-0.014041+0.0027177i,-0.0033534+0.013041i,0.01246+0.0025012i,0.016256-0.015544i,0.011203-0.024092i,0.0081129-0.020657i,0.015645-0.014117i,0.025205-0.013165i
0.10872-0.27743i,0.11746-0.51449i,-0.0002276-0.59647i,-0.13531-0.42789i,-0.12373-0.19359i,-0.031299-0.091945i,0.014561-0.085964i,0.033738-0.059824i,0.064566-0.0059855i,0.089712+0.021995i,0.074783+0.0091255i,0.025093-0.0064671i,-0.01488-0.0022339i,-0.021073+0.01056i,-0.00089751+0.013161i,0.013432+7.8441e-05i,0.0032262-0.0097629i,-0.011838-0.0070589i,-0.016117-0.00011852i,-0.012762+0.005629i,-0.009359+0.009225i,-0.012126+0.014214i,-0.016747+0.020095i
0.35915+0.023575i,0.53096-0.011559i,0.43733-0.024201i,0.21558+0.032849i,0.12382+0.081677i,0.10578+0.07783i,0.063144+0.05923i,0.0040385+0.035238i,-0.044086+0.039192i,-0.031199+0.05353i,0.0085538+0.03066i,0.023898+0.011581i,0.035954+0.008197i,0.039823-0.0021022i,0.024951-0.0050774i,0.0045865-7.8679e-05i,-0.0093399+0.011416i,-0.0082272+0.026938i,0.0013017+0.034616i,0.0067326+0.031107i,0.0052152+0.017715i,-0.0010534+0.0040849i,-0.0034803-0.0021402i
-0.10863+0.4182i,-0.031547+0.68468i,0.18923+0.62877i,0.30609+0.29209i,0.21386+0.050996i,0.12604-0.0030669i,0.11066-0.018396i,0.086747-0.034126i,0.038213-0.052373i,-0.022198-0.052212i,-0.035796-0.012868i,0.00062088+0.0053773i,0.01736-0.0086527i,0.0065967-0.016477i,-0.0035015-0.010394i,0.0041024+0.00045115i,0.020294-0.0099933i,0.017702-0.034332i,0.0014769-0.039188i,-0.006134-0.027681i,-0.0040664-0.017789i,-0.001724-0.016645i,-0.0011657-0.01851i
-0.29049-0.10717i,-0.54194-0.16696i,-0.65-0.14455i,-0.51948-0.051368i,-0.29575+0.0048096i,-0.16314-0.017492i,-0.14123-0.043363i,-0.12083-0.026876i,-0.0566-0.0072337i,-0.0054113-0.013107i,-0.011989-0.021299i,-0.049243-0.0043018i,-0.064204+0.026645i,-0.042728+0.036229i,-0.019341+0.018289i,-0.0209+0.0019403i,-0.03196+0.0076797i,-0.027091+0.01997i,-0.0093429+0.013312i,-0.00015138-0.005695i,-0.00079307-0.0099656i,0.0040124+0.0019067i,0.012419+0.011367i
-0.029715-0.31123i,-0.057206-0.43628i,-0.030337-0.31366i,0.042093-0.084045i,0.092251+0.043301i,0.12444+0.096387i,0.15616+0.094595i,0.12222+0.052668i,0.053876+0.046786i,0.035148+0.046143i,0.03331+0.022868i,0.03348+0.011553i,0.039655+0.0054612i,0.031058+0.0032238i,0.022163+0.0079912i,0.018773+0.0098716i,0.020856+0.011539i,0.02684+0.0085075i,0.020871+0.0031029i,0.011574+0.0056146i,0.0080475+0.0065249i,0.0046866+0.0014956i,0.0023218-0.004642i
0.41085+0.056896i,0.6739+0.0079072i,0.65356-0.12846i,0.37655-0.21135i,0.13219-0.16709i,0.025597-0.10265i,0.0090969-0.062599i,0.02448-0.051125i,-0.0040598-0.054542i,-0.045764-0.014832i,-0.025798+0.014941i,-0.0064296-0.012252i,-0.023879-0.032865i,-0.036603-0.026876i,-0.03716-0.013868i,-0.025379-0.0079764i,-0.015071-0.015123i,-0.021127-0.016325i,-0.025365-0.0016568i,-0.018391+0.012885i,-0.011919+0.013433i,-0.013313+0.0079749i,-0.016585+0.0093384i
-0.082352+0.22955i,-0.17486+0.3742i,-0.24984+0.39926i,-0.24151+0.2996i,-0.19384+0.15617i,-0.19545+0.0692i,-0.2011+0.088969i,-0.12503+0.12635i,-0.02378+0.080378i,0.0020095+0.010751i,-0.021906+0.0038344i,-0.027679+0.036677i,-0.011412+0.052848i,5.548e-05+0.040595i,-0.00038176+0.022002i,-0.0017987+0.015984i,0.0043306+0.021001i,0.016337+0.021082i,0.021411+0.0070935i,0.013752-0.00366i,0.0090513-0.0012989i,0.014441+0.00053177i,0.016977-0.003073i
-0.26143+0.10187i,-0.34849+0.18461i,-0.21168+0.18245i,-0.0055076+0.086471i,0.07501+0.011378i,0.096564-0.021188i,0.089059-0.06288i,0.038925-0.064548i,0.023389-0.026147i,0.033409-0.020121i,0.024321-0.025656i,0.025673-0.030697i,0.030831-0.045912i,0.03178-0.039126i,0.038983-0.022182i,0.035971-0.020059i,0.018299-0.022105i,0.0040446-0.020075i,0.0028026-0.01236i,0.007694-0.0073493i,0.0032934-0.0053536i,-0.0061495-0.00017445i,-0.010663+0.0011525i
0.031757-0.36172i,0.040263-0.5991i,0.015786-0.60693i,-0.025983-0.3907i,-0.028867-0.16772i,0.012227-0.048517i,0.054431-0.024971i,0.04399-0.048239i,-0.0051609-0.033331i,-0.0065259+0.0028398i,0.015947-0.0074845i,0.0017904-0.023785i,-0.020616-0.0081951i,-0.02837+0.0053619i,-0.029269+0.0054967i,-0.023794-0.00032159i,-0.020854-0.0044248i,-0.020964-8.0283e-05i,-0.012389+0.0031433i,0.00030905-0.00054757i,0.0066682-0.0029982i,0.009228+0.0028451i,0.016366+0.0099653i
0.13186+0.049126i,0.14687+0.12914i,0.053266+0.2261i,-0.036656+0.24819i,-0.076424+0.16851i,-0.12874+0.095732i,-0.13752+0.10057i,-0.061216+0.096838i,0.00312+0.04474i,0.00061968+0.013654i,-0.010508+0.026659i,0.007967+0.041392i,0.030146+0.030629i,0.028869+0.010562i,0.014209+0.0031337i,0.0082517+0.0073011i,0.013316+0.0089832i,0.015356+0.00053387i,0.00019724-0.0066318i,-0.01749-0.002265i,-0.016118+0.0011606i,-0.0085551-0.0036789i,-0.0097947-0.0065508i
0.16811+0.20128i,0.32558+0.26974i,0.38062+0.15616i,0.26806-0.019442i,0.12644-0.06764i,0.06745-0.052541i,0.021401-0.051729i,-0.025699-0.017959i,-0.019968+0.0085352i,-0.0024691-0.0035089i,-0.0028711-0.015211i,-0.011672-0.018383i,-0.025524-0.018467i,-0.022014-0.017714i,-0.0045033-0.022319i,-0.00042011-0.022635i,-0.0052108-0.009117i,-0.0040059+0.0060378i,0.0024669+0.012342i,0.0049391+0.011992i,0.0035956+0.0079559i,0.0032388+0.0031736i,-0.00044624+0.00038351i
-0.29754-0.0081238i,-0.50949-0.060669i,-0.51813-0.10616i,-0.29777-0.086458i,-0.032623-0.071454i,0.14394-0.13045i,0.16884-0.20514i,0.07686-0.18969i,0.0015654-0.097671i,-0.0066412-0.044591i,-0.0084964-0.041917i,-0.013268-0.026305i,-0.0015477-0.00124i,0.002777+0.018021i,-0.0053217+0.033798i,-0.0065516+0.03584i,-0.000111+0.022009i,0.006541+0.012161i,0.013716+0.012172i,0.017025+0.0060448i,0.009592-0.0027795i,0.00037312-0.0056009i,0.0016623-0.0089962i
-0.0010285-0.040293i,0.04065+0.043315i,0.10896+0.20552i,0.12918+0.25561i,0.045872+0.17741i,-0.075724+0.16322i,-0.089443+0.19881i,-0.016824+0.14173i,0.021435+0.051144i,0.024624+0.028236i,0.031836+0.03709i,0.031529+0.025905i,0.013431+0.004926i,-0.0069449-0.0064139i,-0.014276-0.0039963i,-0.0086643+0.0029418i,-0.0052072+0.0020499i,-0.0073323-0.0045729i,-0.0064315-0.0086528i,-0.0042104-0.0086067i,-0.0029237-0.0057331i,-0.0013828+0.00030065i,0.0008996+0.0083079i
0.1407-0.2145i,0.21246-0.42935i,0.14891-0.54668i,-0.012084-0.42635i,-0.094841-0.173i,-0.054589+0.010552i,0.011344+0.078428i,0.050121+0.073883i,0.048334+0.037316i,0.021346+0.01305i,0.0051303+0.010363i,0.00041798+0.015884i,0.0027973+0.024214i,0.012374+0.018178i,0.01511-0.0013134i,0.0073601-0.0094296i,0.0030339-0.0030727i,0.0040806-0.0016908i,-0.00099092-0.0088336i,-0.0067808-0.0087084i,-0.0039901-0.0036004i,4.0522e-05-0.0046543i,-0.0036652-0.0053122i
0.0084821+0.23561i,-0.053232+0.42885i,-0.12022+0.4671i,-0.08718+0.28124i,-0.015366+0.012267i,-0.017235-0.19208i,-0.073056-0.24729i,-0.10238-0.15856i,-0.080662-0.049554i,-0.059488-0.0063399i,-0.057979-0.0055269i,-0.048409-0.014805i,-0.030598-0.025417i,-0.014824-0.021952i,-0.0019972-0.0070912i,0.0033566-0.00012026i,-0.00062211-0.0012325i,-0.0055244+0.0031693i,-0.0034597+0.0087912i,-0.00046939+0.005296i,-0.0010719+0.0036632i,-0.00025911+0.0064573i,0.0014577+0.0017619i
0.023662+0.017151i,0.14362+0.0027609i,0.29762-0.025547i,0.30134-0.020567i,0.16738+0.040262i,0.069869+0.13533i,0.058641+0.17758i,0.071508+0.12954i,0.062022+0.048649i,0.052102-0.002506i,0.048246-0.020086i,0.031917-0.017303i,0.0099346-0.0012452i,-0.0071094+0.011394i,-0.014249+0.012418i,-0.010088+0.0084775i,-0.0024012+0.006862i,0.0012436+0.0088035i,-0.0015557+0.011616i,-0.0048343+0.013337i,-0.0029577+0.010389i,0.003953+0.0046746i,0.013768+0.0006383i
-0.22108-0.090428i,-0.45678-0.16872i,-0.60345-0.15661i,-0.49742-0.018212i,-0.23394+0.11068i,-0.027427+0.12854i,0.052376+0.076447i,0.052413+0.018117i,0.032213-0.0028304i,0.023345+0.0044412i,0.022438+0.0077206i,0.023565+0.0021691i,0.026142-0.0068679i,0.027022-0.019013i,0.017101-0.028728i,-0.00095884-0.025897i,-0.010006-0.017143i,-0.010471-0.011292i,-0.0076963-0.0030812i,1.2927e-05+0.0040939i,0.0019784+0.0034037i,-0.0051542+0.0031353i,-0.01038+0.0090667i
0.16985-0.0088632i,0.36027+0.053461i,0.45006+0.11741i,0.33057+0.057579i,0.10683-0.067887i,-0.065754-0.12791i,-0.14075-0.11183i,-0.14199-0.043097i,-0.088115+0.027337i,-0.038616+0.053064i,-0.024523+0.046847i,-0.024711+0.02949i,-0.02668+0.013316i,-0.020413+0.0056574i,-0.0025647+0.0020638i,0.010804-0.0023727i,0.012441-0.0040251i,0.015972-0.0034602i,0.02388-0.010889i,0.023834-0.019238i,0.018578-0.014708i,0.016611-0.0045707i,0.012259-0.0012738i
0.010301-0.065936i,-0.0062485-0.17874i,-0.033216-0.30113i,-0.03545-0.28963i,-0.012826-0.1792i,0.013739-0.1102i,0.030209-0.073815i,0.042226-0.04919i,0.024519-0.054413i,-0.010025-0.058516i,-0.018222-0.0454i,-0.0067668-0.027331i,0.0058603-0.010307i,0.011367+0.0071176i,0.0097877+0.018457i,0.0073457+0.015224i,0.0068805+0.0070663i,0.0049004-0.00034736i,-0.0026546-0.005291i,-0.0090438-0.005023i,-0.010543-0.0044913i,-0.0095644-0.0071014i,-0.0043275-0.012225i
-0.037489+0.18944i,-0.10455+0.39993i,-0.13883+0.53594i,-0.068713+0.46381i,0.051415+0.27129i,0.10851+0.12243i,0.09006+0.04475i,0.044064+0.0020483i,0.014375-0.015022i,0.016707-0.018901i,0.028603-0.02196i,0.030605-0.023292i,0.019396-0.021764i,0.0045559-0.022946i,-0.0058218-0.022375i,-0.012133-0.0095688i,-0.016576+0.0074731i,-0.021035+0.018535i,-0.018557+0.023033i,-0.0097961+0.018499i,-0.0040235+0.013189i,-0.0026228+0.014035i,-0.0027259+0.016437i
-0.0087101-0.1234i,0.048483-0.29828i,0.11587-0.42254i,0.081429-0.3648i,9.835e-05-0.20224i,-0.024084-0.083864i,-0.025657-0.034739i,-0.02179+0.0050078i,0.0057355+0.041064i,0.024692+0.044253i,0.017567+0.034881i,0.0072313+0.030567i,0.0024715+0.026132i,0.0013794+0.022606i,0.0062175+0.016386i,0.01091+0.0027071i,0.0092546-0.0107i,0.005825-0.01668i,0.0011665-0.017978i,-0.0045632-0.017517i,-0.0049269-0.016636i,-0.0027884-0.014697i,-0.0020477-0.0080592i
-0.071954+0.0073349i,-0.16654+0.045438i,-0.24017+0.093947i,-0.21416+0.092659i,-0.16995+0.053301i,-0.16252+0.036361i,-0.11323+0.03952i,-0.043242+0.015867i,-0.028011-0.0098075i,-0.041766+0.0028042i,-0.038847+0.024434i,-0.026074+0.026176i,-0.016311+0.0145i,-0.0081807+0.0092191i,-0.0015801+0.015037i,0.0024865+0.017235i,0.004146+0.0097024i,0.0038917+0.0015374i,0.0038461+0.00097575i,0.003185+0.0069287i,-0.0013361+0.0096408i,-0.0049007+0.0084506i,-0.0041464+0.0025162i
0.12847-0.0056068i,0.28538+0.035342i,0.38224+0.083749i,0.32994+0.088782i,0.22886+0.064999i,0.18403+0.042562i,0.14552+0.016294i,0.077875+0.00044674i,0.026219-0.01333i,0.0049372-0.035686i,-0.0037047-0.047003i,-0.0040227-0.040345i,0.0015193-0.028646i,-5.4725e-05-0.021021i,-0.0077895-0.012091i,-0.0050226+0.0023192i,0.0066172+0.015495i,0.014832+0.020302i,0.01737+0.019223i,0.01784+0.018115i,0.018614+0.01596i,0.018136+0.010724i,0.013971+0.0063745i
-0.075806-0.0093769i,-0.22168-0.05679i,-0.34195-0.12735i,-0.29725-0.13151i,-0.1311-0.097971i,-0.012968-0.11092i,-0.0048351-0.10574i,-0.0069325-0.045735i,0.022367+0.0024456i,0.034434+0.013501i,0.022486+0.010755i,0.010132+0.0062512i,0.0036278+0.004271i,0.0056713+0.0037167i,0.010042-0.0041854i,0.0014054-0.016744i,-0.014393-0.020771i,-0.021693-0.017075i,-0.018816-0.014625i,-0.012778-0.015078i,-0.0093701-0.015284i,-0.0085356-0.0114i,-0.0039421-0.0039404i
0.045023+0.067427i,0.10668+0.13411i,0.18178+0.17745i,0.173+0.14452i,0.05805+0.11315i,-0.036817+0.15374i,-0.032331+0.15536i,-0.0087186+0.084714i,-0.0079484+0.039307i,0.0086128+0.035995i,0.027961+0.033472i,0.025323+0.027534i,0.012721+0.023266i,0.0031307+0.019406i,-0.0016397+0.017813i,0.00029068+0.015593i,0.004102+0.0096339i,0.0032486+0.0023926i,-0.0017538-0.0038302i,-0.0071077-0.0056749i,-0.0086236-0.00035716i,-0.0057573+0.004376i,-0.0046996+0.0013337i
-0.042569-0.063407i,-0.044046-0.17034i,-0.039059-0.21662i,-0.022809-0.13924i,0.017205-0.047469i,0.056348-0.026428i,0.051009-0.034704i,0.0082859-0.031996i,-0.03038-0.024776i,-0.0515-0.023149i,-0.05331-0.022191i,-0.040351-0.022533i,-0.026911-0.029572i,-0.022338-0.033257i,-0.018926-0.023832i,-0.0068283-0.010282i,0.005471-0.0044439i,0.010726-0.0023471i,0.013628+0.0017914i,0.017145+0.0044158i,0.01724+0.0020716i,0.010578-0.00020522i,0.0038919+0.0037597i
-0.022409+0.043966i,-0.041854+0.14404i,-0.088151+0.21883i,-0.11287+0.16375i,-0.10113+0.012069i,-0.10466-0.11274i,-0.10349-0.12219i,-0.056074-0.061358i,-0.00030154-0.018074i,0.019312+6.385e-05i,0.013324+0.0038733i,0.0046489+0.00085559i,0.0053031+0.0026714i,0.012966+0.00033094i,0.010515-0.0098981i,-0.0057629-0.010791i,-0.017255+0.0028474i,-0.01381+0.015068i,-0.0060485+0.012746i,-0.0043981+0.0018508i,-0.0074319-0.0047735i,-0.0055549-0.0027436i,0.0028216-0.0016944i
