-0.0030849-0.00039319i,-0.0028007+0.0013138i,-0.0031572+0.0023121i,-0.0026353+0.0023934i,-0.00046298+0.0024182i,0.00042377+0.0023939i,9.4292e-05+0.0016738i,0.00091493+0.00098372i,0.00155+0.0014944i,0.0018496+0.00167i,0.0017317+0.00036501i,0.001111-0.0011663i,0.00015752-0.0014151i,-0.00028531-0.00079207i,-0.00024876-0.00016944i,-2.6143e-05+0.00051075i,0.00054672+0.0007502i,0.00056412+0.00045573i,0.00075597+6.295e-05i,0.0011004-0.00017817i,0.0011572-0.00023689i,0.00063116-0.00039573i,-3.2486e-05-0.00022777i
0.24619-0.13615i,0.559-0.28415i,0.73778-0.4978i,0.56427-0.57408i,0.29017-0.39976i,0.18071-0.21938i,0.10673-0.13781i,0.04928+0.0076251i,0.069411+0.168i,0.11756+0.18734i,0.14984+0.082361i,0.1072-0.00050066i,0.047129+0.029984i,0.046637+0.060516i,0.050061+0.030276i,0.037957+0.018326i,0.032298+0.035645i,0.021904+0.05621i,0.022017+0.069363i,0.0337+0.053349i,0.031531+0.017926i,0.0099129-0.007367i,-0.022385-0.020721i
-0.16163+0.036049i,-0.44393+0.10852i,-0.60278+0.24224i,-0.42779+0.27208i,-0.20553+0.054545i,-0.20225-0.18213i,-0.21789-0.22873i,-0.15838-0.2157i,-0.14597-0.21633i,-0.17276-0.17411i,-0.14704-0.077992i,-0.050298+0.014336i,0.022237+0.0072062i,-0.0084434-0.034975i,-0.061018-0.010125i,-0.07074+0.032443i,-0.080973+0.040541i,-0.10122+0.024665i,-0.10099+0.010511i,-0.063021+0.024526i,0.0076384+0.051029i,0.06746+0.03964i,0.070525-0.006856i
0.033115+0.087383i,0.15818+0.07722i,0.27126-0.0042588i,0.2704-0.085138i,0.20657-0.026538i,0.16005+0.098744i,0.069625+0.088288i,-0.081286-0.048298i,-0.19583-0.16223i,-0.20946-0.17269i,-0.17531-0.1232i,-0.17232-0.096639i,-0.18199-0.087024i,-0.14201-0.058488i,-0.079751-0.025997i,-0.039741-0.0046914i,-0.007152+0.015403i,0.021726+0.038595i,0.032887+0.051256i,0.035823+0.036486i,0.036611+0.014428i,0.037719+0.020625i,0.054359+0.027539i
0.033909-0.17946i,0.066693-0.27708i,0.0019401-0.26584i,-0.11464-0.090721i,-0.086957+0.065647i,0.090137+0.073703i,0.27205+0.10305i,0.41374+0.26729i,0.53746+0.36293i,0.60923+0.2017i,0.53996-0.058394i,0.38105-0.13523i,0.29838-0.046074i,0.26241+0.0032247i,0.1779+0.014172i,0.11859+0.055421i,0.10659+0.07373i,0.067699+0.071331i,0.0044228+0.088895i,-0.041206+0.10897i,-0.049862+0.11273i,-0.036053+0.091895i,-0.018522+0.054531i
-0.077891+0.14648i,-0.25224+0.35762i,-0.32796+0.54772i,-0.19854+0.55138i,-0.050134+0.42508i,-0.030964+0.31177i,-0.071195+0.17004i,-0.10563-0.072414i,-0.13738-0.27851i,-0.1504-0.25123i,-0.081894-0.060973i,0.016809+0.017065i,0.0071783-0.040206i,-0.054854-0.053716i,-0.081606-0.033308i,-0.12321-0.044971i,-0.1682-0.06936i,-0.17504-0.11274i,-0.16874-0.13777i,-0.16431-0.10194i,-0.15202-0.048906i,-0.12383-0.013906i,-0.077019-0.00061251i
0.09269+0.011904i,0.26986-0.10798i,0.38701-0.25045i,0.27499-0.26965i,0.06395-0.14195i,0.00796+0.045361i,0.1495+0.18256i,0.30978+0.24301i,0.33659+0.32053i,0.3088+0.41256i,0.28039+0.33876i,0.17391+0.15362i,0.064269+0.081169i,0.044405+0.074609i,0.035724+0.026554i,0.019291-0.0038915i,0.044077+0.014425i,0.094772+0.027924i,0.12366-0.023082i,0.071515-0.10755i,-0.040183-0.10987i,-0.096786-0.041504i,-0.077433+0.0096009i
0.44681+7.4693i,3.3769+6.8969i,6.5771+5.8666i,7.1982+2.4916i,5.8063-1.0427i,3.023-2.9525i,0.27967-1.995i,-0.70269+0.14581i,-0.0063711+1.3577i,0.89485+1.0053i,0.67786+0.0048912i,-0.20876-0.49478i,-0.95885-0.4045i,-1.3556+0.085637i,-1.1548+0.59555i,-0.58759+0.70026i,-0.12335+0.42447i,0.036561+0.010873i,-0.088271-0.25111i,-0.29673-0.24701i,-0.38688-0.16868i,-0.31379-0.11678i,-0.13676-0.11691i
0.13413+0.16902i,0.26823+0.31803i,0.39154+0.25089i,0.33412+0.00034578i,0.16575-0.048049i,0.13864+0.10154i,0.2135+0.1352i,0.25086+0.069836i,0.2395-0.0064912i,0.14165-0.060693i,0.023498-0.033989i,-0.0027726-0.010012i,-0.0047134-0.015634i,-0.040843+0.019191i,-0.058609+0.062717i,-0.05267+0.070397i,-0.074488+0.086116i,-0.10504+0.13179i,-0.094283+0.14682i,-0.042035+0.089477i,0.0038008+0.0034856i,0.0025216-0.037715i,-0.010751-0.016601i
-0.027388-0.13452i,-0.113-0.35797i,-0.24932-0.4587i,-0.35384-0.35648i,-0.37631-0.29173i,-0.35523-0.27298i,-0.29141-0.12935i,-0.24635+0.022426i,-0.2923+0.085534i,-0.30029+0.11429i,-0.20858+0.10856i,-0.1343+0.078877i,-0.12429+0.04849i,-0.11544+0.030797i,-0.078108+0.016448i,-0.056092+0.0011781i,-0.049649+9.1886e-05i,-0.021707-0.0042618i,0.015251-0.044685i,0.017323-0.099776i,-0.018947-0.10669i,-0.033171-0.064077i,-0.0065165-0.019909i
-0.18074+0.066871i,-0.27579+0.17105i,-0.32861+0.20577i,-0.33859+0.15888i,-0.34575+0.18905i,-0.31301+0.27341i,-0.2007+0.22621i,-0.084017+0.1123i,-0.0074795+0.091273i,0.040293+0.11887i,0.044814+0.11894i,0.032836+0.094412i,0.022618+0.055257i,-0.0096803+0.019628i,-0.027017+0.0073633i,0.002158+0.0062378i,0.059565+0.013865i,0.13515+0.028775i,0.18447+0.017351i,0.14232-0.034874i,0.040033-0.085535i,-0.03506-0.090265i,-0.057511-0.057259i
0.28544-0.051054i,0.53897-0.082495i,0.67301-0.15451i,0.53035-0.2486i,0.28283-0.28593i,0.15064-0.24707i,0.10405-0.1853i,0.078948-0.15324i,0.046768-0.15031i,-0.0076636-0.11455i,-0.024277-0.040426i,0.013256+0.012533i,0.014851+0.02129i,-0.038873+0.047542i,-0.049004+0.094003i,-0.003115+0.083416i,0.0072225+0.026416i,-0.037774-0.016885i,-0.091076-0.021806i,-0.10449+0.011698i,-0.0707+0.037113i,-0.038337+0.017605i,-0.035309-0.0097807i
-0.25948+0.032635i,-0.63057+0.0061657i,-0.89535+0.024086i,-0.77565+0.074484i,-0.46568+0.080555i,-0.25964+0.064878i,-0.16574+0.00086187i,-0.20421-0.15523i,-0.32822-0.23028i,-0.37087-0.16078i,-0.30559-0.074668i,-0.21341-0.036001i,-0.16222-0.021912i,-0.1195+0.0075823i,-0.042578+0.010013i,-0.002172-0.037201i,-0.013543-0.059027i,-0.021653-0.0523i,-0.020867-0.059405i,-0.010501-0.063593i,0.0095012-0.050883i,0.017817-0.032416i,0.0046337-0.014812i
0.12173+0.06907i,0.43859+0.11551i,0.70978+0.070255i,0.63101-0.062582i,0.3358-0.12077i,0.14309-0.052924i,0.01684+0.056605i,-0.13082+0.21874i,-0.2295+0.35608i,-0.22023+0.36477i,-0.10616+0.28475i,-0.0057058+0.18541i,-0.0059159+0.14089i,-0.0060174+0.13109i,0.032266+0.076332i,0.033028+0.018298i,0.015661+0.015778i,0.021964+0.033275i,0.033127+0.042255i,0.033302+0.040465i,0.01839+0.017887i,-0.010883-0.0090805i,-0.039279-0.0088956i
-0.036971-0.17549i,-0.19717-0.25379i,-0.40603-0.25003i,-0.45084-0.1562i,-0.28685-0.10453i,-0.10066-0.10558i,0.05908-0.015493i,0.18768+0.11131i,0.2053+0.18315i,0.1432+0.19055i,0.098803+0.14004i,0.095678+0.10074i,0.096535+0.091544i,0.05874+0.077182i,0.001929+0.070946i,-0.022062+0.075323i,-0.025031+0.064013i,-0.038809+0.053739i,-0.038936+0.06329i,0.0036114+0.056661i,0.047193+0.01415i,0.046858-0.019575i,0.025339-0.003062i
0.029414+0.20142i,0.051253+0.36148i,0.16308+0.42165i,0.22283+0.29251i,0.075034+0.16406i,-0.03692+0.15923i,0.056613+0.070895i,0.16937-0.058058i,0.19447-0.041662i,0.16403+0.00727i,0.11394-0.026133i,0.086134-0.079177i,0.080578-0.090942i,0.073272-0.073047i,0.070228-0.067709i,0.073336-0.071694i,0.070855-0.045851i,0.088093-0.0052163i,0.11894-0.0090113i,0.098509-0.052562i,0.02206-0.074345i,-0.047405-0.041331i,-0.058644+0.013111i
-0.0016175-0.14376i,0.075476-0.35937i,0.11809-0.51901i,0.12053-0.4361i,0.19346-0.2612i,0.22667-0.22331i,0.10537-0.21209i,0.01195-0.12873i,0.039155-0.047283i,0.063186+0.011077i,0.038688+0.03688i,0.011726+0.015542i,-0.00054043-0.0077074i,0.0049788+0.0038806i,0.016468+0.01758i,0.012229+0.018456i,0.010805+0.029603i,0.017549+0.033079i,0.0051656+0.014767i,-0.02514-0.0031026i,-0.052574-0.00087653i,-0.04922+0.022891i,-0.010369+0.034139i
-0.054952+0.0031187i,-0.14897+0.13097i,-0.2662+0.20898i,-0.33298+0.11561i,-0.34454+0.0047067i,-0.28757+0.019473i,-0.17208+0.020774i,-0.10161-0.055069i,-0.076042-0.079668i,-0.035027-0.028054i,-0.010418+0.0060977i,-0.014728+0.0030196i,-0.019216+0.0022635i,-0.022729+0.0028963i,-0.041069-0.016141i,-0.056566-0.038616i,-0.046603-0.05625i,-0.040776-0.080434i,-0.050926-0.083673i,-0.037085-0.041378i,0.0086744+0.0088228i,0.050307+0.028361i,0.060714+0.021949i
0.12633+0.01823i,0.24623-0.023634i,0.36899-0.096247i,0.35631-0.11036i,0.23715-0.06079i,0.16261-0.10375i,0.08484-0.22237i,-0.013309-0.22959i,-0.02789-0.15383i,0.02714-0.12463i,0.055731-0.12376i,0.040598-0.10187i,0.018758-0.063419i,0.018514-0.025915i,0.027294+0.0061953i,0.031316+0.031891i,0.0396+0.041082i,0.048245+0.046804i,0.061508+0.051527i,0.067244+0.026142i,0.046341-0.012974i,0.026405-0.034905i,0.020303-0.042211i
-0.19553+0.003073i,-0.4346-0.051023i,-0.68072-0.039761i,-0.64236+0.039096i,-0.34924+0.027851i,-0.16373-0.015489i,-0.10438+0.035626i,-0.024235+0.059197i,0.021905-0.0053941i,-0.0047763-0.069537i,-0.040983-0.0935i,-0.050238-0.081325i,-0.033522-0.053841i,-0.023233-0.030551i,-0.030277-0.006607i,-0.032563+0.0081842i,-0.032683+0.0058722i,-0.037178+0.009853i,-0.038241+0.019914i,-0.030413+0.015479i,-0.011091-0.0016619i,0.0075068-0.015388i,0.015899-0.013337i
0.16007-0.042393i,0.43427+0.018791i,0.66938+0.018162i,0.53101-0.076013i,0.12265-0.071636i,-0.10496+0.021856i,-0.10688+0.01854i,-0.099883-0.015555i,-0.11644+0.0092922i,-0.1202+0.043254i,-0.09832+0.060348i,-0.050921+0.052601i,-0.025584+0.032444i,-0.020269+0.028936i,0.01133+0.025023i,0.04656+0.0018886i,0.040948-0.019217i,0.014243-0.023954i,-0.0050708-0.019087i,-0.019351-0.008741i,-0.032506-0.0025682i,-0.043744-0.0067516i,-0.045797-0.010461i
-0.079301-0.0095972i,-0.32663-0.044149i,-0.55759-0.034662i,-0.48078+0.074994i,-0.13696+0.1522i,0.12972+0.1147i,0.16795+0.074144i,0.097256+0.081027i,0.042747+0.084918i,0.011925+0.066154i,-0.021228+0.044181i,-0.048364+0.031387i,-0.038968+0.030007i,-0.0051877+0.030617i,0.0046745+0.028681i,-0.0148+0.031942i,-0.026885+0.043239i,-0.013208+0.051089i,0.0051882+0.039458i,0.00080747+0.014311i,-0.015797-2.8191e-05i,-0.012355+0.0061438i,0.014248+0.010355i
-0.019521+0.11387i,0.023738+0.18707i,0.075534+0.23627i,0.053273+0.15393i,-0.073072-0.010294i,-0.18153-0.087526i,-0.16973-0.0804i,-0.08426-0.068555i,-0.019734-0.040194i,0.015164+0.0080584i,0.037155+0.030108i,0.039215+0.026053i,0.034499+0.018845i,0.033354+0.0003936i,0.02338-0.030643i,0.0086133-0.044557i,0.0095325-0.029651i,0.0213-0.0065449i,0.029251+0.013002i,0.035206+0.029386i,0.039574+0.037144i,0.037952+0.030455i,0.025222+0.0087351i
0.059649-0.16149i,0.23106-0.26916i,0.35456-0.31717i,0.2924-0.19225i,0.19151-0.0042976i,0.17002+0.0025204i,0.14786-0.12611i,0.097334-0.17713i,0.072319-0.13249i,0.070195-0.089739i,0.065356-0.07019i,0.059137-0.050077i,0.046018-0.03195i,0.023374-0.010118i,0.013472+0.025235i,0.024234+0.051252i,0.031207+0.050553i,0.020668+0.03727i,0.011249+0.027533i,0.012626+0.017309i,0.018369-0.00048908i,0.021257-0.028592i,0.01114-0.050902i
-0.079238+0.11665i,-0.33671+0.25606i,-0.51284+0.33553i,-0.38439+0.23251i,-0.15657+0.070721i,-0.060708+0.032451i,-0.048958+0.043101i,-0.04104-0.025109i,-0.043596-0.10619i,-0.059062-0.12771i,-0.077107-0.11513i,-0.081832-0.088509i,-0.062367-0.059447i,-0.04021-0.041495i,-0.029925-0.028802i,-0.018019-0.016503i,0.0032927-0.0068466i,0.030444-0.002616i,0.042374-0.011818i,0.022792-0.022148i,-0.0077052-0.018538i,-0.029787-0.0035779i,-0.037206+0.017512i
0.12888+0.020701i,0.37945-0.061651i,0.55866-0.17058i,0.40867-0.23058i,0.085415-0.22955i,-0.11359-0.22096i,-0.18253-0.21924i,-0.23201-0.15169i,-0.23349-0.039901i,-0.17532+0.029678i,-0.10882+0.052838i,-0.049557+0.045248i,-0.0178+0.022546i,-0.0048182+0.019335i,0.020451+0.026703i,0.043954+0.019851i,0.046765+0.005091i,0.032795-0.0043443i,0.019524-0.0018527i,0.020083+0.0078802i,0.020094+0.014087i,0.0049901+0.014705i,-0.011607+0.014591i
-0.15276-0.14577i,-0.32495-0.25603i,-0.50788-0.24897i,-0.4932-0.020644i,-0.23816+0.22574i,-0.006242+0.25862i,0.0095567+0.19968i,-0.046066+0.19418i,-0.04936+0.17937i,-0.035433+0.11788i,-0.034298+0.06243i,-0.041859+0.033074i,-0.037634+0.019876i,-0.022197+0.015498i,-0.01759+0.010688i,-0.022389-0.0022512i,-0.025849-0.016888i,-0.024357-0.023917i,-0.020205-0.022781i,-0.014169-0.015758i,0.0016154-0.0039549i,0.027503+0.0087545i,0.050688+0.013592i
0.09672+0.17354i,0.14338+0.42372i,0.21782+0.53807i,0.25607+0.31907i,0.15482+0.0068394i,-0.025974-0.11321i,-0.096844-0.082949i,-0.040207-0.044378i,0.016114-0.023422i,0.011594-0.00235i,-0.0068611+0.014917i,-0.011129+0.018361i,-0.012374+0.013259i,-0.0015348+0.003555i,0.022309-0.01131i,0.04172-0.019435i,0.054413-0.015536i,0.05487-0.0079451i,0.039057+0.00029321i,0.021625+0.0081982i,0.015053+0.011018i,0.018448+0.0068266i,0.019291-0.0046063i
0.037955-0.092547i,0.089938-0.3047i,0.12394-0.3975i,0.087712-0.24647i,0.016077-0.054718i,0.0042738+0.03287i,0.025056+0.045592i,0.028377+0.037747i,0.040948+0.043531i,0.056951+0.051734i,0.058187+0.04366i,0.053752+0.028049i,0.038337+0.017199i,0.016867+0.022917i,0.01003+0.037999i,0.0089728+0.036644i,-0.00073887+0.017982i,-0.0076441+0.0025599i,-0.0032335-0.00321i,0.0086896-0.0045286i,0.02414-0.017839i,0.029498-0.049777i,0.015247-0.073727i
-0.19457-0.019485i,-0.36756-0.0020847i,-0.53533+0.0084489i,-0.49408+0.055923i,-0.24018+0.13914i,-0.064614+0.17495i,-0.038629+0.16268i,-0.02667+0.10139i,-0.0202+0.012269i,-0.034909-0.024166i,-0.03618-0.019958i,-0.027574-0.016358i,-0.011595-0.0041771i,0.016474-0.0024971i,0.030422-0.032697i,0.015524-0.068313i,-0.0092523-0.079601i,-0.024025-0.062452i,-0.020542-0.03521i,-0.0086229-0.020436i,-0.011886-0.020461i,-0.032726-0.014984i,-0.048615+0.0072818i
0.20565+0.10854i,0.42584+0.33907i,0.64551+0.49035i,0.62319+0.33357i,0.36272+0.040029i,0.18885-0.13038i,0.14546-0.1782i,0.072932-0.14254i,-0.0033409-0.071566i,-0.028355-0.017925i,-0.028294+0.012696i,-0.026428+0.018668i,-0.020573+0.011178i,-0.0043907+0.0014568i,0.011586-0.003981i,0.018322+0.010525i,0.021271+0.032298i,0.023483+0.035189i,0.021557+0.028624i,0.014981+0.021733i,-0.00096113+0.015006i,-0.019735+0.017611i,-0.024686+0.023087i
-0.10471-0.10947i,-0.28331-0.35769i,-0.44437-0.45165i,-0.38527-0.21317i,-0.16271+0.060533i,-0.056765+0.12889i,-0.074592+0.11399i,-0.057648+0.10371i,-0.010924+0.096815i,0.043973+0.085132i,0.066834+0.053727i,0.040242+0.03292i,0.019634+0.022177i,-0.0026403-0.0048477i,-0.04834-0.023747i,-0.082668-0.019064i,-0.084261-0.010487i,-0.063191-0.0018972i,-0.028304-0.0015689i,0.0048033-0.014081i,0.025648-0.017922i,0.040826-0.0088542i,0.046293+0.00011933i
-0.05692+0.095973i,0.011172+0.23129i,0.13535+0.27555i,0.23117+0.11826i,0.20444-0.084874i,0.080966-0.15297i,-0.012901-0.12109i,-0.037366-0.08183i,-0.031066-0.053154i,-0.020341-0.043618i,-0.0067117-0.039441i,0.015042-0.024537i,0.028943-0.01608i,0.02703-0.014917i,0.035052-0.01539i,0.051916-0.024379i,0.05477-0.028027i,0.039235-0.020977i,0.015695-0.01351i,-0.0026823-0.0061695i,-0.0081264-0.00055989i,-0.0050347+0.0047468i,0.0013706+0.010022i
0.17897-0.021771i,0.35693+0.0407i,0.46998+0.043733i,0.34241-0.043925i,0.1213-0.084416i,0.04987-0.034316i,0.062+0.0044305i,0.014414+0.020704i,-0.038109+0.039608i,-0.047858+0.031845i,-0.03894+0.0097209i,-0.021549-0.0030444i,-0.019415-0.0067268i,-0.037096+0.011676i,-0.047494+0.053396i,-0.038662+0.087684i,-0.017934+0.083532i,0.00034274+0.04922i,0.0028569+0.018657i,-0.0041134+0.0055407i,-0.0071144-0.0074653i,-0.0039462-0.027632i,0.0042737-0.041368i
-0.15194-0.088945i,-0.43766-0.30185i,-0.6567-0.40673i,-0.5662-0.25107i,-0.3359-0.040798i,-0.20757+0.054754i,-0.13872+0.097148i,-0.038265+0.1129i,0.041184+0.084667i,0.053185+0.041977i,0.028441+0.0066312i,0.00059557-0.014561i,-0.0028042-0.014414i,0.01578-0.013509i,0.023505-0.039517i,0.0011584-0.069229i,-0.035278-0.064951i,-0.05001-0.032638i,-0.030019-0.0045173i,-0.0003184-0.0023954i,0.0093786-0.012044i,-0.00060165-0.014845i,-0.01411-0.012314i
0.050619+0.13583i,0.26231+0.30809i,0.46591+0.3982i,0.48941+0.25691i,0.37252+0.012321i,0.24889-0.11921i,0.18522-0.12948i,0.15677-0.087274i,0.13513-0.041572i,0.095104-0.022779i,0.047265-0.0066826i,0.031952+0.019114i,0.033661+0.025405i,0.031776+0.020366i,0.042758+0.025055i,0.060992+0.036373i,0.063483+0.046163i,0.043176+0.045908i,0.013282+0.036143i,-0.0094247+0.029768i,-0.02362+0.030225i,-0.030896+0.033761i,-0.029506+0.03325i
0.074325-0.11081i,0.11043-0.19285i,0.086641-0.31715i,-0.059772-0.35076i,-0.19826-0.17312i,-0.18119+0.033259i,-0.099189+0.079902i,-0.036062+0.030273i,0.0056256-0.01297i,0.01246-0.010198i,0.0073942+0.017362i,0.010851+0.021269i,0.0031741+0.00071093i,-0.028453-0.012177i,-0.066511-0.0028981i,-0.073373+0.021345i,-0.036461+0.036467i,0.011366+0.028856i,0.035043+0.0060828i,0.033158-0.013444i,0.026108-0.01849i,0.025442-0.014516i,0.026183-0.011337i
-0.11889-0.016148i,-0.36782-0.098767i,-0.53941-0.12294i,-0.42901-0.056457i,-0.19564-0.017107i,-0.069615-0.025616i,-0.013644-0.024403i,0.029277-0.05609i,0.024631-0.1028i,0.0070199-0.10575i,0.011029-0.094065i,0.011254-0.096254i,-0.0017251-0.078158i,0.0045368-0.038732i,0.033897-0.027681i,0.05025-0.05206i,0.038371-0.070877i,0.017637-0.056161i,0.0085286-0.025024i,0.010045-0.0085941i,0.011577-0.0047235i,0.0095739-0.00089958i,0.0049733+0.0052753i
0.071856+0.1202i,0.25322+0.24748i,0.35285+0.35203i,0.27472+0.31523i,0.20083+0.16812i,0.22812+0.030463i,0.21095-0.066405i,0.075915-0.094934i,-0.04921-0.061821i,-0.072507-0.029589i,-0.046403-0.018257i,-0.033202-0.011166i,-0.029248-0.00031619i,-0.021793+0.016643i,-0.015196+0.041887i,-0.0073254+0.059776i,0.0016662+0.050653i,0.0017399+0.023443i,-0.012851+0.005799i,-0.033082+0.0068325i,-0.042257+0.012132i,-0.036902+0.012883i,-0.023037+0.0083404i
0.022195-0.1183i,0.037067-0.22774i,0.0061499-0.35901i,-0.10599-0.3514i,-0.20797-0.20532i,-0.24873-0.13185i,-0.24935-0.13961i,-0.19707-0.10094i,-0.11696-0.03239i,-0.061831+0.0055736i,-0.038976+0.015658i,-0.038472+0.023163i,-0.032947+0.032044i,-0.01821+0.016637i,-0.018827-0.013805i,-0.026487-0.02407i,-0.021167-0.01233i,-0.0013713-0.00044208i,0.022035+0.0031671i,0.034976+0.0016331i,0.036704-0.0051669i,0.034036-0.016419i,0.026556-0.022751i
-0.097741+0.056777i,-0.30817+0.13522i,-0.37597+0.27712i,-0.16538+0.30848i,0.029235+0.1608i,0.039028+0.037911i,0.015553+0.029541i,0.036695+0.035191i,0.063281+0.020222i,0.060989-0.011232i,0.036071-0.037471i,0.0236-0.03008i,0.02468-0.0085381i,0.031549+0.015624i,0.054934+0.035062i,0.070536+0.025536i,0.051967+0.0025283i,0.020056-0.0033953i,0.0018498+0.0043398i,-0.0013907+0.013663i,0.0010213+0.02213i,0.00079308+0.02566i,-0.0013763+0.022585i
0.097249+0.04641i,0.27592+0.040803i,0.3174+0.013622i,0.14096+0.011448i,-0.009412+0.059908i,-0.015999+0.11171i,0.0026069+0.10314i,-0.012025+0.055838i,-0.043105+0.020599i,-0.07822+0.021356i,-0.087332+0.034204i,-0.061+0.030513i,-0.03356+0.016695i,-0.025646+0.0075281i,-0.027169+0.0016596i,-0.027092-0.0037907i,-0.019723-0.0069056i,-0.009561-0.01277i,-0.009236-0.01979i,-0.012956-0.016576i,-0.013079-0.01145i,-0.012734-0.012434i,-0.011355-0.013791i
-0.0060466-0.091966i,0.019504-0.14688i,0.054113-0.21764i,0.023636-0.19945i,-0.045031-0.10656i,-0.075179-0.098328i,-0.099746-0.13646i,-0.11465-0.099514i,-0.097091-0.030194i,-0.069573+0.015281i,-0.046674+0.025414i,-0.0348+0.01191i,-0.016867+0.0058661i,0.014227-0.0059383i,0.028825-0.033327i,0.019968-0.044089i,0.0080625-0.030974i,0.0031229-0.011671i,0.011548+0.004674i,0.030033+0.0064614i,0.040926-0.0059642i,0.036893-0.016475i,0.024563-0.017315i
-0.10307+0.06815i,-0.32308+0.22271i,-0.39296+0.45237i,-0.13732+0.5015i,0.11897+0.31121i,0.10846+0.16403i,0.029059+0.14559i,0.006375+0.11053i,0.018115+0.074261i,0.063026+0.049999i,0.083377+0.023801i,0.073494+0.018755i,0.064556+0.0072877i,0.04449-0.0077937i,0.018963+0.0010557i,0.00058327+0.01434i,-0.011337+0.015672i,-0.015603+0.013394i,-0.014407+0.0093975i,-0.014861+0.0010934i,-0.022995-0.00035776i,-0.034452+0.011994i,-0.039391+0.02751i
0.15182-0.0017094i,0.40878-0.15698i,0.52562-0.36967i,0.32397-0.43363i,0.050196-0.28217i,-0.05923-0.091489i,-0.072401+0.0076015i,-0.044612+0.031598i,-0.012401+0.0064913i,-0.026255-0.0039036i,-0.038861+0.02162i,-0.020721+0.026352i,-0.014836+0.0024896i,-0.02966-0.018051i,-0.041753-0.024783i,-0.036059-0.017153i,-0.013526-0.00046442i,0.0090706+0.009262i,0.017566+0.0024681i,0.015309-0.0062333i,0.017254-0.0056694i,0.026854-0.0027089i,0.037596-0.0061735i
-0.065672-0.032222i,-0.082964+3.0338e-05i,-0.080518-0.014801i,-0.083307-0.033583i,-0.040641+0.0086554i,0.07536+0.040707i,0.14653+0.02214i,0.10633+0.011395i,0.03891+0.016673i,0.011414+0.020361i,0.015316+0.0046178i,0.0068012-0.025421i,-0.017641-0.021673i,-0.016616+0.011791i,0.0078806+0.03486i,0.025232+0.039065i,0.027646+0.02893i,0.022121+0.012959i,0.01436+0.0072572i,0.011076+0.0077426i,0.017311+0.004786i,0.02675-0.0011901i,0.028214-0.0044771i
-0.11096+0.005735i,-0.38694+0.11772i,-0.53967+0.35208i,-0.3157+0.45239i,-0.0149+0.28347i,0.067643+0.10388i,0.063018+0.049862i,0.040223+0.025024i,0.006154+0.027351i,0.026009+0.028386i,0.039468+0.00072908i,0.01307-0.0020063i,0.0018035+0.0067848i,0.00037168+0.00027835i,-0.0081989-0.005827i,-0.01247-0.013345i,-0.010189-0.024801i,-0.0053648-0.028273i,-0.0043059-0.024332i,-0.011936-0.025203i,-0.027874-0.030767i,-0.045467-0.030585i,-0.054232-0.024957i
0.2189-0.00041492i,0.57855-0.18803i,0.78749-0.46492i,0.57657-0.5719i,0.22135-0.46008i,0.017552-0.35483i,-0.080824-0.27556i,-0.081848-0.12582i,-0.011899-0.02198i,0.0031806-0.018842i,-0.023574-0.016027i,-0.021005+0.0023013i,-0.0063249+0.00071517i,-0.0024989-0.014769i,0.001914-0.026617i,0.0096322-0.02653i,0.0084932-0.017984i,0.00092213-0.011841i,-0.00090581-0.0088893i,0.0023771+0.00076935i,0.0094938+0.012406i,0.024845+0.01146i,0.038599+0.0010956i
-0.15483+0.031774i,-0.27234+0.14808i,-0.32117+0.18692i,-0.29722+0.10879i,-0.2473+0.086772i,-0.14785+0.15418i,-0.029047+0.15981i,0.043288+0.082212i,0.058669+0.011036i,0.048606-0.0071664i,0.052811-0.0024497i,0.053983-0.0097366i,0.026678-0.0034453i,0.0040992+0.028559i,0.0012573+0.051786i,-0.0020694+0.052354i,-0.0097804+0.041207i,-0.013196+0.024827i,-0.014627+0.0095325i,-0.01639+0.0028479i,-0.013735+0.0018611i,-0.012605-0.00060951i,-0.019292+0.00019322i
-0.07381-0.091124i,-0.34637-0.090038i,-0.57657+0.088435i,-0.45983+0.28316i,-0.1667+0.25238i,-0.02853+0.13287i,0.026425+0.074546i,0.061628-0.003227i,0.028248-0.060284i,-0.0062211-0.049658i,-0.023455-0.034638i,-0.037251-0.01668i,-0.021352+0.0053832i,0.0037124+0.0034505i,0.013958-0.015761i,0.014728-0.029707i,0.012374-0.024307i,0.0066969-0.0037784i,0.00438+0.013265i,0.01221+0.011786i,0.012087-0.0056313i,-0.0094913-0.019801i,-0.02982-0.019874i
0.26267+0.061454i,0.67692-0.040782i,0.94693-0.23359i,0.76464-0.31958i,0.41658-0.26274i,0.23083-0.25376i,0.096682-0.27419i,-0.018382-0.16285i,-0.033601-0.032692i,-0.028325-0.0053834i,-0.043422-0.0049083i,-0.032605+0.011063i,-0.0020888+0.013153i,0.013546-0.0017908i,0.0099838-0.010842i,0.005335-0.0076353i,0.0040279-0.0054532i,0.00024332-0.0060828i,-0.0040153+0.00058987i,-0.0079114+0.014004i,-0.0086768+0.030592i,0.0037573+0.047812i,0.023597+0.053399i
