-0.0030849-0.00039319i,-0.0028007+0.0013138i,-0.0031572+0.0023121i,-0.0026353+0.0023934i,-0.00046298+0.0024182i,0.00042377+0.0023939i,9.4292e-05+0.0016738i,0.00091493+0.00098372i,0.00155+0.0014944i,0.0018496+0.00167i,0.0017317+0.00036501i,0.001111-0.0011663i,0.00015752-0.0014151i,-0.00028531-0.00079207i,-0.00024876-0.00016944i,-2.6143e-05+0.00051075i,0.00054672+0.0007502i,0.00056412+0.00045573i,0.00075597+6.295e-05i,0.0011004-0.00017817i,0.0011572-0.00023689i,0.00063116-0.00039573i,-3.2486e-05-0.00022777i
-0.067434-0.025354i,-0.13037-0.02422i,-0.17442-0.02124i,-0.1439-0.0336i,-0.084588-0.05186i,-0.057318-0.025568i,-0.033608+0.028336i,-0.0046627+0.038799i,0.00066597+0.012319i,-0.0073544-0.0050683i,-0.0079682-0.013149i,-0.007423-0.01915i,-0.0043992-0.01912i,0.0058538-0.019378i,0.011879-0.026603i,0.010595-0.034479i,0.0082302-0.034088i,0.0071597-0.02634i,0.011455-0.017457i,0.018839-0.014575i,0.022067-0.015378i,0.017637-0.012824i,0.012244-0.0052208i
0.059851-0.04487i,0.10843-0.071426i,0.12709-0.074653i,0.087551-0.029646i,0.046458+0.028574i,0.018345+0.038961i,-0.014853+0.037581i,-0.021779+0.050364i,-0.0029668+0.044481i,0.0039366+0.023044i,0.0025113+0.014867i,0.004705+0.015146i,0.0058944+0.017753i,0.012008+0.026482i,0.023695+0.032928i,0.028749+0.029934i,0.022002+0.020678i,0.011881+0.010883i,0.0049402+0.0013817i,-0.0016781-0.0058396i,-0.0090912-0.0072104i,-0.014409-0.0047124i,-0.015662-0.001311i
0.0078498+0.063743i,-0.019004+0.077315i,-0.054263+0.051287i,-0.056271-0.020436i,-0.039344-0.070105i,-0.022808-0.051047i,-0.013931-0.0080147i,-0.016221+0.022879i,-0.017182+0.037341i,-0.016603+0.036677i,-0.020031+0.032351i,-0.018219+0.029313i,-0.016535+0.021997i,-0.024355+0.018161i,-0.029497+0.019333i,-0.023349+0.017156i,-0.011774+0.010786i,-0.0047596+0.0060823i,-0.0024973+0.0078193i,0.0035505+0.0090105i,0.011817+0.0042719i,0.01663-0.00020641i,0.017488-0.0011227i
-0.038641+0.0080049i,-0.00024765+0.011905i,0.065145+0.024022i,0.10297+0.062462i,0.090881+0.081724i,0.062231+0.049267i,0.037387-0.0093475i,0.012501-0.039807i,-0.0059481-0.029552i,-0.012436-0.012273i,-0.0098169-0.0013525i,-4.7836e-05+0.0043131i,0.0094431-0.0044714i,0.0088556-0.020912i,0.00049212-0.025771i,-0.0082527-0.014722i,-0.013472+0.0012703i,-0.01345+0.0075093i,-0.013018+0.0027947i,-0.0148+0.00094302i,-0.015209+0.0076582i,-0.012169+0.013295i,-0.0065964+0.011075i
-0.038763-0.060166i,-0.097179-0.053374i,-0.14069-0.041085i,-0.14388-0.04706i,-0.10772-0.054611i,-0.048831-0.054552i,0.011678-0.052366i,0.038847-0.061796i,0.024431-0.061267i,0.010663-0.040633i,0.0082933-0.025265i,0.001586-0.014186i,0.0029177-0.0019715i,0.011132-0.0018687i,0.0093369-0.011695i,0.0024177-0.022026i,-0.0014014-0.030051i,-0.0028084-0.029293i,-0.004375-0.019807i,-0.0064153-0.0102i,-0.0064705-0.0060709i,-0.0036975-0.0046343i,-0.00024595-0.0029238i
0.11186-0.0078351i,0.18964-0.029006i,0.23001-0.0033507i,0.20708+0.046794i,0.14886+0.058859i,0.090175+0.035486i,0.046825+0.0084026i,0.034071-0.0046789i,0.037384-0.011593i,0.037434-0.011162i,0.034239-0.0085076i,0.022381-0.011868i,0.004984-0.0077645i,0.00036982+0.0053348i,0.0090089+0.012014i,0.017112+0.011521i,0.017285+0.0098542i,0.013406+0.0077864i,0.012899+0.0049213i,0.012974+0.00048769i,0.0081525-0.0025381i,0.0019103-0.0061993i,-0.0016294-0.010795i
-0.065669+0.10464i,-0.13346+0.15714i,-0.22765+0.12549i,-0.25233+0.035764i,-0.18064-0.017217i,-0.099752-0.0032608i,-0.051871+0.035366i,-0.031251+0.056266i,-0.01493+0.051057i,-0.0010801+0.030154i,0.0027092+0.013657i,0.0026197+0.0032838i,-0.0032955-0.0042745i,-0.015383-0.0026645i,-0.027007+0.0039267i,-0.028114+0.0089723i,-0.017263+0.0095541i,-0.0068331+0.0047609i,-0.0050108+0.00089377i,-0.0083217-0.00042959i,-0.011103-0.0017971i,-0.00947-0.00067475i,-0.0054364+0.0013354i
-0.06801-0.090584i,-0.06301-0.14543i,0.034883-0.18558i,0.12449-0.14991i,0.10629-0.048977i,0.041727+0.021834i,-0.013127+0.047365i,-0.03417+0.056536i,-0.023382+0.04326i,-0.0085872+0.019304i,0.0044208+0.0090214i,0.016248+0.0060869i,0.022406-0.003772i,0.022062-0.017196i,0.016702-0.020003i,0.0079604-0.0067463i,-0.0021991+0.013472i,-0.007318+0.025052i,-0.0027698+0.023052i,0.007521+0.017699i,0.018097+0.013637i,0.021532+0.0071915i,0.017165+0.0017828i
0.063943-0.062427i,0.059735-0.086818i,0.0066884-0.046293i,-0.058054-0.0048303i,-0.081578-0.021119i,-0.060819-0.031723i,-0.024355-0.011438i,-0.00041635+0.004936i,0.0034531+0.003865i,0.0019544-0.002878i,-0.0026801-0.0036132i,-0.0057072+0.0072004i,-0.00036511+0.021813i,0.0034057+0.028808i,0.0010079+0.026343i,-0.0042999+0.013639i,-0.0099439-0.0025849i,-0.014935-0.0095004i,-0.019341-0.0052328i,-0.02434+0.0029915i,-0.030523+0.012142i,-0.031708+0.020656i,-0.025814+0.024203i
0.10786+0.10212i,0.23104+0.15661i,0.2946+0.18474i,0.26838+0.16814i,0.20942+0.10741i,0.1377+0.040948i,0.081942-0.0046171i,0.053186-0.034311i,0.021988-0.040965i,-0.009788-0.024368i,-0.02181-0.0096829i,-0.022633-0.0088417i,-0.025753-0.010315i,-0.025925-0.0070658i,-0.011712-0.002816i,0.010615-0.0030153i,0.023765-0.0074005i,0.02132-0.010871i,0.013178-0.010998i,0.013699-0.0099597i,0.025037-0.011778i,0.031893-0.018092i,0.025399-0.020522i
-0.17734+0.087024i,-0.35098+0.18486i,-0.45607+0.21327i,-0.41019+0.15106i,-0.27603+0.083074i,-0.12443+0.025556i,-0.015338-0.024607i,0.020004-0.046846i,0.0097626-0.046115i,-0.0096772-0.039161i,-0.020117-0.029933i,-0.020043-0.019732i,-0.013017-0.012454i,-0.0091145-0.0083023i,-0.015926-0.0031198i,-0.020836+0.0014631i,-0.013066-0.00013097i,0.00065456-0.0066162i,0.0066075-0.0098439i,-0.0022272-0.0062431i,-0.019981+4.6139e-05i,-0.030649+0.0068202i,-0.026669+0.0084511i
-0.0010944-0.20353i,0.019141-0.38617i,0.095974-0.47382i,0.15886-0.37817i,0.1389-0.20751i,0.074062-0.08301i,0.023497-0.031486i,0.0015679-0.022245i,-0.0019091-0.016634i,0.004354-0.0045311i,0.011467+0.0033677i,0.016829+0.0045364i,0.022106-0.00020052i,0.026712-0.011939i,0.0283-0.02346i,0.02284-0.024597i,0.013252-0.013487i,0.0076318-0.00093651i,0.010067+0.0011871i,0.022085-0.0051079i,0.038-0.015113i,0.045134-0.023068i,0.039592-0.022517i
0.16053+0.021845i,0.2549+0.015977i,0.21523+0.0060373i,0.071201-0.011221i,-0.014468-0.025911i,-0.034393-0.018756i,-0.036075+0.0083256i,-0.022527+0.036739i,0.002051+0.050317i,0.023129+0.046934i,0.028749+0.038079i,0.024958+0.033121i,0.021507+0.033158i,0.017163+0.036162i,0.0074055+0.033153i,-0.0077818+0.024859i,-0.022796+0.013795i,-0.033401+0.006397i,-0.035543+0.010267i,-0.038607+0.01874i,-0.049083+0.026485i,-0.051287+0.031683i,-0.041195+0.029976i
0.0026258+0.16788i,0.078437+0.2877i,0.20292+0.29625i,0.26742+0.16916i,0.2028+0.057904i,0.11091+0.041592i,0.049769+0.057213i,0.0055603+0.057404i,-0.014083+0.050687i,-0.011773+0.041504i,-0.0025136+0.028371i,-7.6095e-05+0.010241i,-0.0098665-0.0065677i,-0.017794-0.013589i,-0.012445-0.01315i,-9.8597e-05-0.0091893i,0.0098806-0.0017669i,0.015454+0.0025839i,0.016289-0.0038837i,0.019254-0.015011i,0.027851-0.02161i,0.031489-0.021004i,0.025643-0.013755i
-0.22457-0.017343i,-0.46719+0.048727i,-0.62837+0.16089i,-0.55337+0.23145i,-0.33267+0.18363i,-0.16238+0.081508i,-0.071496+0.037942i,-0.018782+0.035612i,0.0078999+0.018903i,0.014974-0.0067968i,0.0090566-0.023141i,-0.0013534-0.022962i,-0.0077027-0.013822i,-0.010536-0.0048672i,-0.015557+0.0056629i,-0.020835+0.014982i,-0.023767+0.017245i,-0.022122+0.015954i,-0.021006+0.017618i,-0.026301+0.024021i,-0.032294+0.03054i,-0.030956+0.029077i,-0.023034+0.020677i
0.13067-0.21074i,0.21907-0.42898i,0.24841-0.51118i,0.18887-0.36438i,0.1135-0.17182i,0.05331-0.079753i,0.0098716-0.051882i,0.0015845-0.040216i,0.0031501-0.036193i,0.0018772-0.025419i,0.0051363-0.011994i,0.0028826-0.0089323i,-0.0059667-0.0091688i,-0.010047-0.0081375i,-0.0040682-0.010834i,0.0066895-0.017512i,0.015618-0.018898i,0.017691-0.014148i,0.018526-0.012959i,0.024313-0.018857i,0.029749-0.023813i,0.029704-0.021474i,0.024542-0.015649i
0.12647+0.16075i,0.22927+0.25152i,0.22781+0.24999i,0.10651+0.15423i,-0.010954+0.072605i,-0.027329+0.031821i,0.0064155-0.0083863i,0.029-0.031683i,0.030771-0.027632i,0.012871-0.016064i,-0.0052105-0.0017583i,-0.0084132+0.010852i,-0.0022364+0.014955i,0.0023701+0.012348i,-0.00066324+0.014053i,-0.0030475+0.019983i,-0.0037588+0.010063i,-0.0079405-0.010244i,-0.017264-0.015688i,-0.029122-0.00091255i,-0.032294+0.016137i,-0.024932+0.017967i,-0.013901+0.0091762i
-0.11932+0.089616i,-0.085598+0.17949i,0.084739+0.1374i,0.2354-0.023427i,0.21408-0.08879i,0.12306-0.015234i,0.082021+0.031313i,0.045963+0.0039554i,0.0067657-0.014406i,-0.0069325-0.011842i,-0.0072725-0.0060799i,0.0022965+0.0053414i,0.013179+0.008672i,0.010489-0.0015274i,-0.00052332-0.013049i,-0.0071263-0.014205i,-0.00075727-0.0043509i,0.013765+0.00069542i,0.024007-0.0075877i,0.025733-0.02374i,0.019312-0.036049i,0.0067065-0.033081i,-0.0053495-0.022562i
-0.13045-0.13574i,-0.35035-0.18118i,-0.49957-0.092683i,-0.40334+0.033635i,-0.18297+0.043218i,-0.05041-0.0021604i,-0.0024798+0.008372i,0.022673+0.030161i,0.031176+0.018328i,0.029449-0.0053696i,0.018744-0.018324i,0.0094678-0.010913i,0.014966+0.0043368i,0.025738+0.010567i,0.028583+0.0069508i,0.015683+0.0016311i,-0.0074031+0.00599i,-0.022695+0.018302i,-0.022054+0.029564i,-0.01314+0.036404i,-0.0037766+0.038421i,0.0067879+0.030274i,0.016135+0.016451i
0.21847-0.086489i,0.38271-0.2571i,0.39578-0.35594i,0.24175-0.27117i,0.11889-0.12692i,0.089931-0.058416i,0.041267-0.033468i,-0.011806+0.0032206i,-0.022577+0.027178i,-0.0059591+0.032233i,0.018056+0.025376i,0.019144+0.004467i,-0.0050863-0.0041133i,-0.023672+0.0067803i,-0.021445+0.013255i,-0.0060287+0.0042834i,0.0027836-0.0071265i,-0.00319-0.0084535i,-0.011376-0.005653i,-0.012338-0.0073449i,-0.011489-0.011136i,-0.015732-0.0043361i,-0.02274+0.010341i
-0.04943+0.22829i,-0.057907+0.44404i,-0.12658+0.51254i,-0.21915+0.39733i,-0.22134+0.23426i,-0.14914+0.06815i,-0.087098-0.037957i,-0.047711-0.03443i,-0.024795-0.012047i,-0.035146-0.0058397i,-0.042203+0.006717i,-0.026312+0.0016877i,-0.014749-0.016956i,-0.0074557-0.018143i,0.0043457-0.0018565i,0.014098+0.014743i,0.01962+0.018951i,0.017899+0.010947i,0.006815+0.005402i,-0.0038012+0.012357i,-0.0017272+0.024485i,0.010862+0.023522i,0.023382+0.011054i
-0.12074-0.07339i,-0.16747-0.063989i,-0.04084-0.031622i,0.12166-0.031514i,0.094925-0.027085i,-0.014006+0.045719i,-0.037167+0.08607i,-0.020849+0.04293i,-0.021375+0.011504i,-0.012079+0.011088i,0.0054319+0.0073017i,0.011523+7.7424e-05i,0.0046561-0.0073517i,-0.013341-0.014721i,-0.03756-0.016727i,-0.049925-0.0096231i,-0.038419-0.0023519i,-0.013126-0.0063694i,0.00062169-0.020038i,-0.0056744-0.031495i,-0.015751-0.034141i,-0.023277-0.028016i,-0.03252-0.018528i
0.034954-0.11249i,-0.0503-0.2166i,-0.14735-0.18462i,-0.12226-0.057923i,-0.050933-0.0042139i,-0.067715-0.0063466i,-0.0761+0.019241i,-0.014372+0.015535i,0.017775-0.017183i,0.0097946-0.021264i,0.0027893-0.012927i,-0.00043897-0.0010556i,0.010848+0.010621i,0.030497+0.004185i,0.039904-0.011784i,0.032197-0.024093i,0.010043-0.022431i,-0.0082667-0.0018514i,-0.0033557+0.020929i,0.014948+0.031583i,0.029646+0.02929i,0.039758+0.013977i,0.048071-0.0047833i
0.1831+0.058468i,0.4523-0.0061253i,0.59954-0.17815i,0.48606-0.27616i,0.32926-0.16472i,0.28179+0.004797i,0.22535+0.05748i,0.11326+0.03946i,0.045241+0.035171i,0.044071+0.0316i,0.045784+0.013873i,0.024612+0.0053977i,-0.00054675+0.0074689i,-0.021078+0.0057414i,-0.032862+0.0054691i,-0.029533+0.005024i,-0.017675-0.005654i,-0.012853-0.023135i,-0.016199-0.029016i,-0.017933-0.023543i,-0.023436-0.018028i,-0.036872-0.0072097i,-0.048755+0.0064951i
-0.18452+0.11451i,-0.36019+0.29045i,-0.45014+0.35878i,-0.37783+0.23415i,-0.22327+0.053857i,-0.075824-0.064075i,0.014626-0.10653i,0.032801-0.087212i,0.018156-0.056351i,-0.0088561-0.046591i,-0.03879-0.030881i,-0.042293-0.0073778i,-0.018424+0.0069094i,0.012014+0.01328i,0.032335+0.011671i,0.037647+0.0086842i,0.031852+0.013311i,0.023302+0.022439i,0.02108+0.025535i,0.024007+0.022084i,0.028574+0.014527i,0.030962+0.0045409i,0.032332+0.00027194i
-0.0056977-0.17412i,-0.058892-0.29347i,-0.058309-0.28043i,-0.013497-0.15224i,0.028674-0.070578i,0.070004-0.070069i,0.070494-0.058659i,0.027482-0.0030068i,0.012423+0.040767i,0.024628+0.030437i,0.024656+0.0056422i,0.011442-0.00081417i,-0.0036361+0.0017529i,-0.013904+0.0087224i,-0.02362+0.016066i,-0.034272+0.019871i,-0.030179+0.02052i,-0.0095089+0.012422i,0.00060787-0.0046603i,-0.01006-0.018972i,-0.025741-0.01715i,-0.032691-0.0029915i,-0.03399+0.0055149i
0.075099+0.033575i,0.061062+0.014898i,-0.10739+0.066459i,-0.26394+0.17252i,-0.29014+0.15189i,-0.33257+0.014472i,-0.33884-0.032075i,-0.20254+0.001765i,-0.078139-0.0053098i,-0.051627-0.010103i,-0.039671+0.010789i,-0.013034+0.019155i,0.0014971+0.01827i,0.0037201+0.01678i,0.014524+0.010898i,0.031316-0.00069609i,0.028654-0.0076588i,0.009034-0.0014623i,-0.0031315+0.0095035i,0.0025121+0.01612i,0.019925+0.017396i,0.037481+0.01248i,0.04822+0.0067325i
0.061198+0.086945i,0.26317+0.16367i,0.48751+0.13279i,0.49483+0.038847i,0.3074+0.054097i,0.15872+0.16386i,0.096041+0.19546i,0.058407+0.13095i,0.034755+0.066506i,0.034783+0.039573i,0.052094+0.025689i,0.055905+0.0025935i,0.033091-0.021507i,0.0041115-0.02909i,-0.019632-0.011967i,-0.028686+0.014075i,-0.019751+0.015971i,-0.010567-0.0060688i,-0.016743-0.022506i,-0.035164-0.018766i,-0.047567-0.004868i,-0.045945+0.0048532i,-0.042386+0.0047749i
-0.16642-0.0017397i,-0.39551+0.079111i,-0.46636+0.14516i,-0.30947+0.099738i,-0.18768+0.059677i,-0.16313+0.13557i,-0.076121+0.17441i,0.013873+0.065873i,0.013182-0.032264i,-0.0083688-0.034265i,-0.010442-0.011418i,-0.0037311-0.002184i,0.0080918-0.0064945i,0.01033-0.024396i,-0.0010603-0.045324i,-0.013346-0.049925i,-0.017764-0.033009i,-0.011824-0.014595i,-0.00064521-0.0060548i,0.012603-0.00090032i,0.023805-0.0013103i,0.02644-0.0073124i,0.023174-0.0090919i
0.14302-0.13725i,0.30233-0.36943i,0.40308-0.50631i,0.39884-0.42714i,0.41243-0.27872i,0.48058-0.17661i,0.44446-0.12964i,0.26522-0.085881i,0.11554-0.021766i,0.067818+0.0037887i,0.045748-0.0082052i,0.025538-0.0059459i,0.021301+0.0082208i,0.030439+0.019825i,0.043683+0.020389i,0.039348+0.0030239i,0.015076-0.016977i,-0.0098677-0.017831i,-0.020253-0.0048381i,-0.020291-0.0018629i,-0.024661-0.006821i,-0.029416-0.0056423i,-0.026372-0.0049856i
-0.020105+0.1251i,-0.06856+0.22857i,-0.22293+0.23847i,-0.35494+0.15468i,-0.31091+0.049456i,-0.19528-0.088725i,-0.14504-0.17811i,-0.11848-0.14106i,-0.083269-0.074891i,-0.071254-0.044183i,-0.073972-0.020185i,-0.06806+0.0039237i,-0.05253+0.013538i,-0.042247+0.0056337i,-0.041756-0.0046664i,-0.034562-0.0038068i,-0.015659+0.0046228i,0.00164+0.0071496i,0.012067+0.0035825i,0.020935+0.005536i,0.029286+0.011104i,0.031875+0.011563i,0.027937+0.012036i
-0.010065-0.021792i,0.042794+0.0096114i,0.18448+0.0086181i,0.26137-0.035774i,0.20181-0.11332i,0.12615-0.21687i,0.048689-0.23553i,-0.0085756-0.11529i,0.014463-0.011336i,0.039095-0.010752i,0.029428-0.027989i,0.018335-0.025243i,0.0051294-0.011544i,0.0028596+0.017388i,0.017838+0.045371i,0.032131+0.055123i,0.03134+0.045496i,0.016245+0.027337i,-0.0053923+0.015208i,-0.022114+0.008642i,-0.02557+0.0045594i,-0.020826+0.00045015i,-0.016725-0.0048176i
-0.099786-0.0098316i,-0.33577+0.0159i,-0.57253+0.17129i,-0.57354+0.32642i,-0.47456+0.32465i,-0.5037+0.30013i,-0.46398+0.32211i,-0.25469+0.25227i,-0.094802+0.1142i,-0.035437+0.051295i,0.00068087+0.035067i,0.013373+0.0056259i,0.0086743-0.02252i,-0.011201-0.048253i,-0.051949-0.061409i,-0.082182-0.042109i,-0.072713-0.0052796i,-0.035573+0.024042i,-0.0014909+0.028096i,0.013004+0.016472i,0.018248+0.012703i,0.024748+0.011457i,0.023786+0.0081148i
0.14427-0.06526i,0.42351-0.19906i,0.65532-0.34062i,0.61382-0.33414i,0.40604-0.17281i,0.27298-0.0082876i,0.2113+0.075179i,0.14205+0.076752i,0.066469+0.050144i,0.02937+0.039969i,0.037103+0.026483i,0.037899+0.0068232i,0.017589+0.01179i,0.018721+0.040558i,0.057867+0.059034i,0.097515+0.04073i,0.089773+0.0012567i,0.042221-0.021872i,-0.00093448-0.014946i,-0.016138-0.00055313i,-0.018383-0.00012664i,-0.024325-0.0044659i,-0.026096-0.0047591i
-0.10658+0.1484i,-0.24899+0.38907i,-0.38616+0.51389i,-0.4001+0.41058i,-0.27773+0.31977i,-0.10022+0.35819i,0.055464+0.30979i,0.073673+0.12791i,-0.010497+0.0094692i,-0.054094-0.0023017i,-0.057907+0.0085352i,-0.05308+0.020368i,-0.032114+0.013007i,-0.031685-0.020776i,-0.064712-0.040747i,-0.093465-0.030612i,-0.087233-0.0097835i,-0.047751+0.0028147i,-0.0077355-0.0038744i,0.0061715-0.017363i,0.002563-0.018046i,0.00097938-0.0064692i,0.0078516+0.0053302i
0.060995-0.14217i,0.15213-0.3578i,0.33555-0.51952i,0.45266-0.51557i,0.42034-0.44908i,0.37411-0.42744i,0.29556-0.40298i,0.16444-0.2741i,0.091178-0.12005i,0.062844-0.067332i,0.025493-0.054775i,0.0087698-0.028911i,0.0059524-0.012656i,0.012488+0.002222i,0.045327+0.0073952i,0.072671-0.0068298i,0.070011-0.027922i,0.047337-0.045254i,0.02056-0.045478i,0.0028197-0.031876i,-0.010649-0.018634i,-0.023935-0.012006i,-0.032138-0.011312i
-0.078202+0.089368i,-0.22014+0.20156i,-0.43094+0.33725i,-0.47532+0.38281i,-0.30258+0.27435i,-0.17324+0.10478i,-0.15086+0.029692i,-0.10704+0.041763i,-0.029816+0.05962i,0.013718+0.059794i,0.014499+0.057387i,0.011391+0.057846i,0.022522+0.041193i,0.019927+0.0021096i,-0.020706-0.028305i,-0.068734-0.02553i,-0.083121+0.0018561i,-0.059097+0.025288i,-0.023275+0.022476i,-0.0023215+0.008676i,0.01039+0.006403i,0.026773+0.010277i,0.038625+0.010043i
0.14123-0.12569i,0.40368-0.27416i,0.62493-0.4555i,0.56359-0.49099i,0.30703-0.38694i,0.065606-0.30813i,-0.087003-0.22101i,-0.082245-0.073671i,-0.00048356-0.0080144i,0.018345-0.011596i,0.022484-0.0018064i,0.033172-0.0073787i,0.016649-0.010228i,0.014853+0.0096943i,0.048862+0.021862i,0.086096+0.018614i,0.098161+0.0036831i,0.07116-0.013131i,0.024418-0.0070617i,-0.0054702+0.018731i,-0.013522+0.035728i,-0.01925+0.03226i,-0.031116+0.020088i
-0.17775+0.17306i,-0.51584+0.43995i,-0.75167+0.68543i,-0.64113+0.65491i,-0.39486+0.44988i,-0.22149+0.36178i,-0.050164+0.34959i,0.065407+0.21166i,0.04197+0.044663i,-0.0091965-0.012526i,-0.021057-0.014152i,-0.029742-0.0061414i,-0.036678+0.008853i,-0.046593+0.021543i,-0.075276+0.037178i,-0.09716+0.05204i,-0.098104+0.055875i,-0.085596+0.054258i,-0.064197+0.046643i,-0.037994+0.031162i,-0.0066183+0.014225i,0.018828-8.6154e-05i,0.032117-0.0034803i
0.15506-0.18427i,0.4038-0.49685i,0.56002-0.726i,0.43253-0.61762i,0.20132-0.31542i,0.08641-0.096338i,0.067204-0.030856i,0.066336-0.039884i,0.055508-0.055453i,0.056693-0.062857i,0.06593-0.078229i,0.057294-0.085727i,0.045174-0.067966i,0.044671-0.053156i,0.05103-0.055809i,0.05627-0.06773i,0.0557-0.074476i,0.050086-0.062836i,0.043865-0.04124i,0.034334-0.027804i,0.016765-0.023531i,-0.0019298-0.016228i,-0.011347-0.0087757i
-0.16997+0.13878i,-0.37629+0.39796i,-0.54804+0.62107i,-0.48418+0.60623i,-0.24459+0.41034i,-0.015276+0.20674i,0.10211+0.051878i,0.064011-0.033204i,-0.022795-0.017066i,-0.042139+0.022779i,-0.033771+0.030504i,-0.027663+0.039237i,-0.019662+0.038579i,-0.0316+0.031976i,-0.052958+0.047516i,-0.063514+0.064977i,-0.068377+0.060949i,-0.064001+0.039947i,-0.042031+0.018192i,-0.014826+0.0064609i,0.0028125+0.0067783i,0.016052+0.012519i,0.030753+0.012745i
0.2296-0.079725i,0.49665-0.18248i,0.71009-0.3147i,0.61377-0.34625i,0.31902-0.21036i,0.085433-0.066429i,-0.080026-0.030233i,-0.1632-0.0096131i,-0.12733+0.034353i,-0.058638+0.0562i,-0.014702+0.056381i,0.011053+0.037011i,0.018409+0.014343i,0.032064-0.0041236i,0.05169-0.034222i,0.049719-0.048391i,0.043127-0.027433i,0.049304-0.004258i,0.04717-0.0043983i,0.018334-0.018681i,-0.022771-0.027013i,-0.052236-0.02043i,-0.062511-0.010465i
-0.274+0.068533i,-0.59472+0.098432i,-0.74774+0.17575i,-0.48926+0.18701i,-0.13666+0.029629i,-0.020918-0.10518i,-0.0079923-0.068353i,0.013337-0.015075i,0.0056465-0.033567i,-0.031906-0.049311i,-0.06275-0.01871i,-0.058305+0.011624i,-0.046674-0.0032651i,-0.053951-0.013309i,-0.052571+0.016276i,-0.035863+0.04222i,-0.02709+0.033297i,-0.033426-0.0013526i,-0.048119-0.028851i,-0.053031-0.017052i,-0.030611+0.013412i,0.0078361+0.01772i,0.02722+0.0017967i
0.26521-0.029668i,0.64548-0.088425i,0.8426-0.20889i,0.60873-0.2813i,0.27282-0.16807i,0.13178+0.018153i,0.087639+0.11979i,0.082808+0.13979i,0.093552+0.099604i,0.076082+0.053474i,0.055226+0.02161i,0.034106-0.0062818i,0.01983+0.0016918i,0.034578+0.015042i,0.048221-0.01041i,0.051505-0.044651i,0.055507-0.052659i,0.044512-0.029116i,0.022655+0.0036654i,0.016422+0.015729i,0.023207+0.010806i,0.017616+0.012332i,0.0012315+0.02451i
-0.19882-0.074738i,-0.48975-0.10447i,-0.64926-0.10956i,-0.49384-0.099907i,-0.23277-0.15655i,-0.070288-0.24901i,0.044067-0.24086i,0.11284-0.14361i,0.10639-0.061194i,0.076161-0.04359i,0.057437-0.04319i,0.057626-0.0095898i,0.066711+0.0084098i,0.041227-0.015199i,-0.0017554-0.023627i,-0.013014-0.0076153i,-0.00095963-0.0080382i,0.0095024-0.027475i,0.0099625-0.036015i,-0.0015828-0.018809i,-0.013083+0.0032949i,-0.014897-0.0020434i,-0.018623-0.027086i
0.13819+0.21725i,0.25608+0.40139i,0.28185+0.5386i,0.16054+0.51175i,0.026031+0.41069i,-0.010221+0.31784i,-0.013097+0.17761i,-0.053494+0.038503i,-0.10525-0.0081027i,-0.1117+0.010925i,-0.081496+0.020734i,-0.074032+0.0080738i,-0.086962+0.0078661i,-0.075891+0.021948i,-0.058667+0.022744i,-0.07471+0.015062i,-0.11078+0.029565i,-0.1281+0.066669i,-0.10381+0.092911i,-0.039554+0.074937i,0.022721+0.023032i,0.04576-0.012573i,0.051649-0.018245i
-0.13829-0.27223i,-0.1904-0.59669i,-0.20699-0.76517i,-0.14792-0.58389i,-0.075344-0.343i,-0.10665-0.25062i,-0.15879-0.14752i,-0.080664-0.030922i,0.054777-0.00084129i,0.12223-0.031254i,0.10891-0.064843i,0.074171-0.068317i,0.061764-0.053608i,0.053083-0.045664i,0.036803-0.032209i,0.036001-0.0096247i,0.053677-0.0026122i,0.079122-0.012684i,0.094612-0.029941i,0.060159-0.04082i,-0.0052123-0.022477i,-0.035928+0.0095272i,-0.02754+0.021408i
0.056921+0.28107i,0.077459+0.7129i,0.092925+1.025i,0.10218+0.93506i,0.10489+0.71411i,0.12401+0.62497i,0.1291+0.51713i,0.06363+0.33616i,0.009138+0.20088i,0.0049401+0.13386i,0.010898+0.090342i,0.015605+0.035557i,-0.0039726-0.0047431i,-0.039598+0.017015i,-0.060794+0.060698i,-0.067541+0.075546i,-0.069034+0.070136i,-0.082754+0.049893i,-0.10847+0.024387i,-0.099304+0.0091782i,-0.056123+0.001164i,-0.028123+0.0047677i,-0.017212+0.024828i
0.10664-0.19926i,0.18602-0.56866i,0.25724-0.90671i,0.20393-0.93494i,0.055649-0.70584i,-0.034929-0.42437i,-0.055497-0.16894i,-0.073001+0.0052718i,-0.109+0.077952i,-0.11053+0.10298i,-0.054283+0.11658i,-0.0031362+0.12756i,0.014143+0.1347i,0.036599+0.092286i,0.070295+0.0085701i,0.088538-0.041986i,0.10352-0.043238i,0.13326-0.037777i,0.14279-0.037447i,0.090342-0.02263i,0.0059381+0.0087497i,-0.042455+0.036801i,-0.049435+0.03842i
-0.2259+0.17149i,-0.41363+0.39523i,-0.53037+0.63502i,-0.41598+0.65756i,-0.17777+0.42528i,0.0059972+0.16654i,0.15541-0.026601i,0.23171-0.20097i,0.1843-0.31218i,0.053125-0.28957i,-0.080922-0.1631i,-0.12035-0.074053i,-0.091474-0.08783i,-0.079357-0.09368i,-0.073244-0.051241i,-0.05935-0.046821i,-0.064134-0.086886i,-0.081072-0.11115i,-0.086175-0.10178i,-0.065937-0.068202i,-0.020844-0.041812i,0.018767-0.040234i,0.030304-0.028772i
