-0.0012541+0.00064764i,-0.0005798-0.00046715i,-0.00066035-0.00092991i,-0.0013247+0.00023688i,-0.0016126+0.0014233i,-0.0010332+0.0016594i,-0.00082423+0.0021473i,-0.00075119+0.0022566i,0.00014228+0.0017477i,0.0011687+0.00093166i,0.0014688+0.00030796i,0.0011915+0.00019993i,0.00087264+6.3563e-05i,0.0002681-0.00012604i,1.5612e-05-0.00023143i,0.00034831-0.00013668i,0.00019832+0.00031472i,-0.00024854+0.00078584i,-0.00032603+0.00077223i,-0.00042433+0.00018815i,-0.00036791+0.00025006i,-0.00019417+0.00066337i,-0.00012766+0.0011685i
-0.00096187+0.00037628i,-0.00065056+0.00069904i,0.00023871+0.0015404i,0.0012947+0.0014566i,0.0007101+0.00040931i,-0.00028162-0.00067734i,-0.00078511-0.00069811i,-0.0018146-5.4708e-05i,-0.0020164+0.00032034i,-0.00093441+0.00061773i,0.00042499+0.00060667i,0.00082641-0.00029988i,0.00044828-0.0011618i,0.00017184-0.0010964i,0.00024626-0.00038342i,0.00056792-7.1014e-06i,0.00036147+0.00011433i,-0.000552-0.00014508i,-0.0008682+0.00019297i,-0.00071322+0.00079896i,-0.00093278+0.00057673i,-0.00080602+0.00033264i,-4.5164e-05-0.00012159i
0.0010314+0.0010766i,1.8714e-05+0.0010666i,0.00038599+0.0010451i,0.00066241+0.00017609i,-0.00037092-0.00020549i,-0.0008098+0.00056193i,-0.0015818+0.0012446i,-0.0014754+0.0008187i,-0.00068796+0.00079706i,-0.00033089+0.00027606i,-0.00011186-0.00049759i,0.00032399-0.00069504i,0.00081991-0.00053493i,0.00042686+0.0008636i,-0.00031624+0.0011188i,-8.4606e-05-7.206e-05i,0.00072192-0.00058309i,0.00063106-0.00051327i,-0.00028072-0.00040836i,-0.00032156-8.5819e-05i,-0.00021019+0.000871i,-0.000604+0.00094197i,-0.00077969+0.00018641i
0.00075792+0.00087111i,0.0017555+0.00019257i,0.00099239-0.00048417i,0.00029303-0.0006357i,0.000194-0.00054873i,-0.00037493-0.00077973i,-0.0013436-0.00095757i,-0.0017024-0.00027784i,-0.00060644+0.00099304i,0.00026744+0.0013092i,0.00023582+0.00068046i,-0.00020327-0.00015261i,-0.00020859-0.00051485i,-5.6857e-05-4.8509e-06i,5.201e-05+0.00073007i,7.1013e-05+0.00084833i,0.00013966+0.00097712i,0.00037466+0.00072822i,0.00069989-1.0285e-05i,0.0014948+0.00037813i,0.0016994+0.00061463i,0.00067606+0.00043104i,-1.4482e-05+0.00081474i
-0.00066802+0.001524i,0.0012963+0.0039184i,0.0025341+0.0047229i,0.0020881+0.0033976i,0.00053001+0.0024278i,-0.00045779+0.001528i,-0.0004706+8.807e-06i,-0.00069325-0.00019792i,-0.0012004+0.0005367i,-0.0010065+0.00057628i,-0.00093986+8.8293e-05i,-0.00083783-0.00046959i,-0.00018438-0.0002438i,1.0106e-05+0.00066715i,-0.00024437+0.00091254i,-0.00038337+0.00028646i,0.00049802+0.00025275i,0.00080315+0.00036262i,7.5769e-05+0.00013918i,5.1913e-05-0.0005561i,0.0003837-0.00068841i,2.5272e-05-0.00023284i,8.4571e-05-1.814e-05i
-0.0018828+0.0015702i,-0.0015744+0.0024644i,-0.00054304+0.0014882i,0.00034343+0.00022857i,0.00040912-0.0002993i,0.00021187-0.00085752i,-0.00016687-0.0016815i,-0.00089578-0.0017614i,-0.0013549-0.0010693i,-0.00082263+0.00011918i,0.00050539+0.0012866i,0.00051763+0.0016338i,4.986e-05+0.0010664i,-0.0004061+0.0010822i,-0.00059159+0.00165i,-9.056e-05+0.0010882i,0.00022088-0.0001925i,5.6608e-05-0.00046984i,-2.7758e-05+0.0001358i,0.00015197+0.00043453i,-0.00025939+0.0006752i,-0.00039389+0.00064299i,-0.00012427+0.00053199i
0.00069203+0.001724i,0.0016044+0.0017642i,0.00098904+0.0018109i,0.0001138+0.0014197i,-0.00089432+0.00088995i,-0.0013445-0.00029304i,-0.0011682-0.00077851i,-0.00091612-0.0003284i,-0.0010883+0.0001679i,-0.0010214+0.0007644i,-0.00014101+0.00081863i,4.3937e-05+0.00053746i,-0.00031593-0.00033598i,-0.00097655-0.00068492i,-0.00063688-0.00030878i,-0.00040272+0.00023605i,-0.00089267+0.00059061i,-0.00053583+0.00045626i,-9.2078e-05+8.7209e-05i,2.0456e-05+0.00012764i,6.7953e-05+0.00012236i,0.00015246+3.6664e-05i,0.00019077-0.00023961i
-0.0014253-0.0020611i,-0.0026397-0.0015063i,-0.002654-0.0012694i,-0.0013011-0.00057653i,-0.00087442+0.00070651i,-0.00058474+0.0018309i,-0.00038581+0.0010948i,-0.00034057-0.00019254i,0.00013623-0.0004824i,0.00065276-0.00065586i,0.00085487-0.00017448i,0.00059949+0.00036502i,0.0003385+0.00027864i,0.00038618+0.00041454i,0.00010226+0.00058876i,-0.0002417+0.00015455i,-0.00019595+0.00017869i,-0.00016025+0.00075675i,0.00026057+0.00058388i,0.00089912+0.00017643i,0.00075161+0.00019911i,0.00025342-0.00025371i,0.0002233-0.0001577i
-0.00010745-0.00051871i,-0.00075187-0.00027767i,-0.0011887+0.00075106i,-0.0013072+0.0016007i,-0.0010778+0.0008974i,-0.0010158-0.00043004i,-0.0012394-0.0011743i,-0.0010129-0.0010417i,-0.00056393-0.00017467i,-0.000915-0.00017536i,-0.0010534-0.00040716i,-0.00055189+8.928e-05i,-0.00033661-5.7831e-05i,-3.2984e-06-0.00048045i,0.00016717-0.00061647i,-0.00013918-0.00069113i,-1.0614e-05+1.113e-05i,0.00055325+0.00019695i,0.00056437+0.00054276i,0.00040158+0.0011032i,0.00010817+0.00074714i,-0.00047591+0.00015068i,-0.00053936-0.00018646i
0.001654+0.0010891i,0.0030601+0.001336i,0.0029059+0.0017103i,0.0019801+0.00083638i,0.00041713+0.00093457i,-0.0010325+0.0020303i,-0.00085149+0.0022168i,-0.00040252+0.0012585i,-0.00040698+0.0007226i,-0.00028225+0.00052679i,-0.00011219+0.00082178i,0.00023686+0.0010176i,0.00049302+0.00014292i,-0.00041974-0.00033151i,-0.0012542-0.00073027i,-0.00083024-0.00068625i,-0.00064095+5.3332e-05i,-0.00068901+0.00054679i,-0.00068205+9.1165e-05i,-0.00035802-0.00027582i,0.00035996-0.00054416i,0.00062899-0.00075001i,0.00039272-0.00086239i
-0.00015993+0.00084648i,-0.0004095+0.0020024i,-0.00031689+0.0024658i,0.00055996+0.0012617i,0.00076594-0.00073024i,-0.00055745-0.00085094i,-0.0010778-4.346e-05i,-0.00066908+0.00078977i,-0.00032436+0.00077097i,-0.00053079-8.9232e-05i,-0.00039726+0.00011933i,0.00026572+0.0004746i,0.00060747+0.0011766i,0.00049275+0.0020716i,0.0007364+0.0013966i,0.00073838+0.00036011i,0.00071793+0.00018107i,0.00086394+9.4845e-05i,0.00034221-0.00022861i,-0.00056433-0.00087644i,-0.00091065-0.0010778i,-0.0004547-0.00065401i,0.00032457-0.00011866i
0.00047223-0.00062816i,-0.00025775+3.9014e-05i,-0.0013733-0.0014986i,-0.0023168-0.0010659i,-0.0028746-0.00030972i,-0.0024539+0.00084518i,-0.0014956+0.0014593i,-0.00088807+0.00064575i,-0.00035984+0.00042723i,-0.0010024+0.00072169i,-0.001494+0.00033446i,-0.0011336+8.7757e-05i,-0.00089746+0.0006945i,1.0694e-05+0.0017567i,0.00076692+0.0020462i,-3.3372e-05+0.0011484i,-0.0006624-1.8515e-05i,-0.00065338+2.7842e-05i,0.00024681+0.001041i,0.00064546+0.0011848i,7.5242e-05+0.00048917i,0.00025022-0.00045441i,0.00046498-0.00073682i
-0.0028389-0.00054089i,-0.0030781-0.00064979i,-0.0015489+0.00085094i,-0.00019062+0.0015602i,2.855e-05+0.0010813i,0.00040477+0.00036189i,5.9269e-05-0.00053135i,-0.00030408-0.00082458i,0.00017906-0.00055675i,0.00010462-0.00046143i,-0.00018085-0.00038928i,0.00033589-0.0010419i,0.00083505-0.0012994i,0.001224-0.00069131i,0.0013024-8.9216e-05i,0.0014877+0.00061647i,0.0011866+0.00066182i,0.00061583+0.00061247i,0.00038763+0.00073817i,-0.00025376+0.00054427i,-0.00064942+0.00013216i,-0.00070334+3.9765e-05i,-0.0004931+9.0296e-06i
0.0015465+0.00059891i,0.001918+0.0015461i,0.0021839+0.0022455i,0.0018729+0.0026121i,0.001031+0.0019115i,-0.00041741+0.0014625i,-0.00089838+0.0015056i,-0.00063788+0.0011652i,-0.00014389+0.000339i,0.00013506+8.6204e-06i,-0.00051842+7.9513e-07i,-0.000671-0.00011925i,-0.00018637-0.00050262i,-0.00020321-0.00052508i,-0.00065736+0.00011764i,-0.0004238+0.00025571i,0.00044049+0.00060308i,0.00020957+0.00080749i,-0.00061537+0.00082488i,-0.00027202+0.0001715i,-3.0479e-05-0.0014124i,-0.00059484-0.0015258i,-0.00069261-0.00099973i
-0.00038365+0.0001187i,-0.00026262+0.00043921i,-0.001471+0.00055009i,-0.0014515+0.00027054i,-0.00063639+0.00035381i,-0.00052427+0.00066646i,-0.001625+0.00046026i,-0.0017951+0.00043789i,-0.0014514+0.00095395i,-0.0011118+0.0013021i,-0.00039788+0.0011736i,-0.00027329+0.0005933i,-0.0006107-5.733e-05i,-0.00023464+0.00020473i,-8.9757e-05+0.00080501i,-0.00036301+0.00032468i,-0.00051598-0.00088288i,-0.00071509-0.0010805i,-0.00019897-0.00090778i,0.00049431-0.001036i,-4.6669e-05-0.0007111i,-0.00080666-0.00038257i,-0.00037058-0.00052032i
-0.00024029+0.0013968i,0.00084187+0.0018525i,0.00026218+0.0016652i,-0.0003037+0.00090511i,-0.00046448+0.00068035i,-0.00058495-0.00026611i,-0.0010715-0.00063754i,-0.0020465-0.00019406i,-0.0018488+0.00026989i,-0.0006398+0.00083655i,0.00052273+0.0016358i,0.00074523+0.0006818i,8.402e-06-0.00054365i,-0.00040069-0.00019589i,0.00051295+0.00012101i,0.00077213+0.00010692i,0.00040483+0.00036027i,-0.0003712+0.00074729i,-0.0011815+0.00036466i,-0.00030492+0.00017348i,0.0005201+0.00094547i,9.9237e-05+0.0011159i,-0.00035246+0.00043129i
-0.0037803+0.00058884i,-0.0032142+0.0015258i,-0.0019396+0.0023293i,-0.00094405+0.0024331i,-0.00087206+0.0016985i,-0.00071852+0.00040364i,-0.00066981-0.00074956i,2.7955e-05-0.000906i,0.0010882-0.00061234i,0.0012247-0.00057821i,0.0011206-0.00043113i,0.0016393+4.034e-05i,0.0014008+0.00087231i,0.0011402+0.00043217i,0.0013313-0.00035284i,0.0010679-0.00014272i,0.0008063-0.00051121i,0.00047891-0.00082595i,0.00012334-0.0003159i,-0.00065472-0.00023788i,-0.0010026-0.00057134i,-0.00036715-0.00018689i,-0.00018405-4.8035e-06i
-0.00085886+0.00068676i,-0.00019681+0.001472i,-0.00065066+0.0035417i,0.0002976+0.0035622i,0.001418+0.00176i,9.1718e-05+0.00058252i,-0.0013527+0.00067288i,-0.0016087+0.00075711i,-0.00095535+0.0003724i,-0.00051165+6.6565e-06i,-0.00070105-3.3988e-05i,1.0131e-05+0.00041397i,0.00089419-5.8668e-05i,0.00041639-0.0011568i,-0.00025247-0.0016961i,0.00029904-0.00078653i,0.00072223+0.00042887i,6.4681e-05-1.0095e-05i,-0.0002504-0.00068348i,0.00050303-0.001091i,0.00066223-0.00085779i,6.8586e-06-0.00010842i,-0.00023477+8.8293e-05i
0.00061182+0.00011748i,-0.00041282+0.00020396i,-0.000349-6.1311e-05i,0.0001953-0.00037273i,-0.00071963-0.00077183i,-0.0013098-0.0011665i,-0.0014924-0.0011937i,-0.0016547-0.0006106i,-0.0013869-0.00013793i,-0.00088607+9.3072e-05i,-0.00087668-0.00015788i,-0.00080752-0.00047926i,-0.00024795-8.4618e-05i,0.00019938+0.00070452i,0.0002001+0.00053607i,0.0004528-0.00068421i,0.0001542-0.001501i,-0.00034566-0.0012684i,-0.00033701-0.00068078i,-6.9081e-05-0.0003253i,0.00079644+0.00031523i,0.00058288+0.00030112i,-0.00035962-0.00037833i
-0.0016468-0.0014251i,-0.0022067-0.001697i,-0.0029377+0.00037969i,-0.0016095+0.0014842i,-0.0011652+0.0011937i,-0.00086742+0.0001727i,-0.0019801-0.00037792i,-0.0030574+0.00011444i,-0.0026634+0.0009843i,-0.0018681+0.0018286i,-0.00018848+0.0015605i,0.00029234+0.00097837i,6.1404e-05+0.00059352i,0.00070975-6.4917e-05i,0.00097348+1.5434e-05i,0.00013439+0.00036292i,-0.00031422+9.3346e-05i,-0.00030709-0.00032894i,0.00019289-0.00020204i,0.00041305+0.00021935i,0.00016167+0.00054241i,0.00080113+0.00040667i,0.00063047-0.00026859i
-0.0024791-0.0037019i,-0.0037579-0.0017354i,-0.0051238+0.0016782i,-0.0041476+0.0038158i,-0.0022457+0.0041837i,-0.00036444+0.0030992i,0.0013789+0.0017111i,0.0016571+0.00092687i,0.00019101+0.000491i,0.00017269+0.0016964i,0.0012616+0.0023013i,0.0018041+0.001901i,0.0016793+0.0017752i,0.0023799+0.0017093i,0.0030707+0.0010687i,0.0020923+0.00025272i,-0.00033292+4.6167e-05i,-0.0016096+0.00012034i,-0.00069223+0.00056309i,0.00023461+1.4015e-05i,7.8506e-05-0.0007246i,-4.5124e-05-0.00055843i,0.00016885+0.00028644i
0.0055841+0.0037172i,0.0067136+0.0034116i,0.0075454+0.00076827i,0.0048276-0.0019567i,0.0018128-0.0036731i,-0.0024906-0.0027209i,-0.003831-0.00021683i,-0.0018045+0.00036919i,0.0011122-0.00011521i,0.0028088-0.00079741i,0.0019216-0.0011028i,0.00035273-0.00053031i,-0.0011418+0.00042919i,-0.0030701+0.00068475i,-0.0038111+0.00030139i,-0.0023719-0.00021435i,-0.00097774-0.00013405i,-0.00020895-9.1667e-05i,0.00018051+0.00058891i,0.00048313+0.0011573i,0.0008496+0.00067492i,0.00048149-0.00034045i,0.00067142-0.0012091i
0.00078542+0.0010601i,0.0010685+0.0015801i,0.0032262+0.00083722i,0.0032485-0.00039545i,0.00062674-0.0015102i,-0.0016275-0.0027069i,-0.0014152-0.00286i,-0.00093021-0.0021437i,-0.00037387-0.0014156i,0.00028358-0.0012249i,-5.9613e-05-0.001273i,-0.00097224-0.00078822i,-0.00073014+5.0771e-05i,-0.00062173+0.00056103i,-0.0011207+0.00019119i,-0.00070343-8.3385e-05i,0.00079236+0.00041202i,0.0011302+0.00039206i,0.00026565+0.00061247i,0.00077263+0.0007189i,0.0010506+0.00024889i,0.00013664+4.0766e-05i,-0.00026874-0.00030061i
0.00062479-0.00031222i,0.00080491-0.0015356i,0.00035045-0.0017097i,-0.00035704-0.0012235i,-0.00093961-0.00085976i,-0.0021555-0.0010391i,-0.0032007-0.00079063i,-0.0036647+0.0001324i,-0.002351+0.00091989i,-0.00093753+0.00026801i,-0.00057643-0.00023438i,-0.00044845+4.2216e-05i,-0.00079255-0.0003375i,-0.0015762+1.3315e-05i,-0.0019048-7.8176e-05i,-0.0015263+0.00030584i,-0.00054489+0.00068008i,4.7124e-05+0.00053976i,-0.00050713+0.00023635i,-0.00028539-0.00033435i,0.00032615+8.5909e-06i,-2.5089e-05+0.00051212i,-4.8131e-05+0.00022631i
0.00086406+0.00081208i,0.0017122+0.00063335i,0.0016275+0.00044072i,-0.00059948+0.0008675i,-0.0015669+0.0014338i,-0.0014845+0.0018442i,-0.0022165+0.0012385i,-0.0027032+0.00087229i,-0.0018352+0.0021926i,-0.00038543+0.0023223i,0.00066783+0.0013278i,0.00086296+0.00072356i,0.00068746+7.4137e-05i,0.00036632+0.0001243i,0.00016765+0.00038698i,0.00096531+0.00040713i,0.0006799+0.0012502i,5.2336e-05+0.00076428i,0.00049508-0.00056813i,0.0010853-0.00062907i,0.0010078-0.00017548i,0.00028906+7.2403e-05i,0.0001521+0.00034945i
-0.00052452-0.00032862i,-0.00056745+0.0022418i,0.0014993+0.0029579i,0.0029896+0.0018277i,0.0026909+0.0012013i,0.0019129+0.0012934i,0.00091971+0.0010247i,0.00044686+0.00095016i,0.00057766+0.00097727i,0.00089264+0.00081829i,0.00066742+0.00091001i,0.00043744+0.001067i,0.00089781+0.00064523i,0.00064204-7.125e-06i,0.00025808+0.00046942i,0.00061258+0.00046655i,0.00084524-7.8894e-05i,0.00054668-0.00090048i,-0.0003595-0.0013669i,-0.00078901-0.0003017i,-0.00041777+8.1746e-05i,-2.6612e-05+0.00010788i,-2.0882e-05-2.6553e-05i
-0.0014917+0.0010627i,-0.00076934+0.0015588i,-0.00029746+0.0018234i,0.00018666+0.00063032i,0.0009795-0.00055533i,0.00074273-0.00054617i,0.00044348-0.0011326i,0.00018944-0.0013056i,-0.00036102-0.0009357i,0.00056762-0.00083965i,0.0017105-0.00056959i,0.0017632-0.0006549i,0.0016056-0.00067322i,0.0014509-0.00041238i,0.00074822+0.00027399i,0.00017462+0.00083745i,-8.1827e-05+0.00056542i,-0.00026649+0.00065331i,7.0429e-05+0.00082725i,-0.00011279+0.00012574i,-0.0004995-0.00037686i,-0.00027709+0.00022094i,-0.00082018+0.00069096i
-0.0020249+0.00056449i,-0.0010834-0.00089044i,-0.00077069+0.00013345i,-0.0010622+0.0016183i,-0.0016282+0.0010188i,-0.0014585-0.00017191i,-0.0019093-0.00039781i,-0.002453-4.7649e-05i,-0.0017635+0.00011675i,-0.0007087-0.0011683i,-0.00034608-0.0015205i,-0.00064444-0.00092056i,-0.00049374-0.00034561i,-0.00026847+0.0003722i,-0.0001756+9.0578e-06i,-1.1136e-05-0.00066441i,-0.00081595-0.00065462i,-0.0011997-0.00020284i,-0.001066+6.2251e-05i,-8.7411e-05+0.00035257i,0.0014527+0.00012513i,0.0012569+0.00024793i,8.7164e-05+0.00065582i
0.0016253+0.0012338i,0.002172+0.0011073i,0.0027366-0.00010126i,0.0022697-0.00047889i,0.00073327-0.0001737i,-0.00063218-0.00067955i,-0.0012488-0.00071865i,-0.0020033-0.00011059i,-0.001772+0.00014165i,-0.0013115+8.5413e-05i,-0.0016226-0.00027883i,-0.0017325-0.00074399i,-0.0016412-0.00028832i,-0.00099196+0.00014257i,-6.6356e-06+0.00090709i,0.0004633+0.00087467i,0.00091424-0.00012805i,0.0012628-0.00075544i,0.00056309-0.00017922i,0.00025588+4.2771e-05i,0.00064162-0.00012769i,-0.00043934-7.9514e-05i,-0.0013299-0.00041722i
0.0027693+0.0016487i,0.0013058+0.0022855i,0.0015414+0.00027123i,0.0015018-0.0013976i,-0.00014213-0.0011888i,-0.0019362-0.00026966i,-0.0019827+9.2674e-05i,-0.0012927+0.0010058i,-0.0013881+0.0019475i,-0.0010704+0.0018173i,-0.00030194+0.0012315i,3.3501e-05+0.00079321i,7.2428e-05+0.00042442i,0.0003132+0.00018944i,0.00038945+0.00038307i,0.00042923+0.00044563i,0.00046528+0.0002044i,0.0004665-9.9258e-05i,-0.00038514-0.00046921i,-0.0010058-0.00087771i,-0.00084349-0.00056802i,-0.00048978+0.00020804i,-0.00012431+0.00066139i
-0.00010325-2.1731e-05i,-0.00084083-6.7005e-05i,-0.0013118+0.00013128i,-0.0010604-0.00014435i,-0.00036881-0.00064736i,-0.00068912+0.00041885i,-0.0010264+0.00046847i,-0.001072+0.0003013i,-0.0011058+0.00025526i,0.00039433+3.5043e-05i,0.00064269+0.00049958i,0.00029124+0.0006864i,-0.00055226+0.00031249i,-0.0014103-0.00026922i,-0.00031749+0.0001474i,0.00050701+0.00061869i,0.00019434-0.00028054i,4.8249e-05-0.00065067i,0.00028345-0.00046543i,0.00016161-0.0001456i,-8.3973e-05+0.00031146i,-0.0001879+0.00034567i,-0.00073253+0.00060564i
-0.0028911-0.00106i,-0.0027975-0.00084596i,-0.0015667-0.00046667i,-0.00077642+0.00032874i,-0.00028627+0.00091506i,0.00024455+0.0006269i,0.00073811-0.00026983i,0.00042785-0.0011284i,0.00035576-0.0013539i,0.00087203-0.0010027i,0.00071697-0.00079023i,0.00067564-0.0005649i,0.00062165-0.0006955i,0.00055985-0.0010825i,0.0010652-0.0004047i,0.00087289+0.00029037i,0.00039262+0.00064636i,0.00016202+0.00058988i,3.5546e-05+0.00016206i,0.0001873-0.00011404i,-3.4868e-05-1.2217e-05i,6.8519e-05-0.00015757i,0.00022039+3.2956e-05i
0.00079203-0.00021002i,0.00024783-0.0010412i,0.00079656+0.00025485i,-0.00018065+0.0012392i,-0.0010898+0.0013742i,-0.0015191+0.00054869i,-0.0014058-0.00056633i,-0.0015967+0.00016397i,-0.0019096+0.00043438i,-0.0011517-0.00085556i,-0.00087497-0.0011134i,-0.0010347-0.00091195i,-0.0013489-0.0010151i,-0.0014602-4.4653e-05i,-0.0016046+0.00019357i,-0.0012808-0.00049408i,-0.00073975+0.0001713i,-0.00014387+0.00082464i,0.00045+0.00081136i,0.0002851+0.0010076i,0.00013611+0.00092008i,0.00030174+0.00014693i,-0.00047075-0.00046508i
0.001586+0.0010028i,0.0022025+0.001427i,0.0018795+0.0014135i,0.0013667+0.00054146i,0.00061211+0.00027141i,-0.00069369+6.2343e-05i,-0.0012426-0.00037015i,-0.001407-0.00037725i,-0.0018556-0.00028166i,-0.0016293+0.00071572i,-0.00080057+0.0013583i,-0.00063646+0.0010183i,-0.00023198-0.00068199i,-8.5165e-05-0.0013975i,-0.000382-0.00088988i,-0.00084364-0.000473i,-0.00025819+0.00024006i,0.00079722+0.00062087i,0.0003436+0.00086021i,-0.00015715+0.00027413i,7.7122e-05-0.00046167i,7.4408e-05-0.00038472i,0.00017551-0.00047824i
-7.7462e-05+5.5865e-05i,2.1018e-05+0.0013601i,0.00026194+0.0022118i,0.00058362+0.0011613i,0.00053512-0.0004063i,-2.6081e-05-0.00029898i,-0.00094+0.00036974i,-0.0012399+0.00044701i,-0.00031509+0.0014128i,0.00055245+0.0025992i,0.00061351+0.0029789i,0.00037428+0.0026328i,0.00021005+0.0017192i,0.00060793+0.0014167i,0.00010508+0.0012985i,-0.00018567+0.00020069i,0.00049106-0.00045459i,2.4347e-06-0.00026159i,-0.00061297-0.00043239i,-0.00067821-0.00046901i,-0.00044033-0.000112i,0.00020465+0.00028064i,0.00055908+2.3874e-05i
-0.0017149+0.001347i,-0.0027391+0.0013151i,-0.0012552+0.00089436i,0.00079859-0.00029951i,0.0010558-0.0011259i,-0.00018515-0.00095904i,-0.0013874-7.1109e-05i,-0.0010182+0.00081618i,0.00033123+0.001312i,0.00069542+0.00074701i,0.00074594+0.0004164i,0.00079707+0.0005234i,0.00019533+0.00032142i,-0.00034459-0.00037835i,-0.0013764-0.0012838i,-0.00090507-0.00073544i,-4.4217e-05+0.00012453i,-0.00031909+0.00032369i,-0.00045662+0.00045489i,-0.0001332+0.00057577i,0.00015951+0.00039304i,-0.00012848-2.115e-05i,-0.00080464-0.00026656i
5.3497e-05+9.0728e-05i,-0.00035646-6.6381e-05i,-0.00014149+0.00084992i,-0.00018996+0.001167i,-0.0010167-0.00033562i,-0.00075072-0.0017615i,-0.00062725-0.0013184i,-0.00066656-4.3867e-05i,-0.00012822+0.00010607i,0.0001944-0.0009408i,-0.00098378-0.0020204i,-0.0015944-0.0014996i,-0.00031055-0.00073664i,0.00032941-5.6125e-05i,-0.00034068+5.4473e-05i,-0.00098386-0.00070472i,-0.00098267-0.0013218i,-0.00077141-0.00078458i,-0.00033265+0.00043921i,-9.5711e-05+0.00052053i,0.0002083+0.00026327i,0.00055843-0.00010842i,0.00043224-0.0014215i
0.00057174+0.00054942i,0.0010233-3.3362e-05i,0.0018885-0.00073668i,0.0017536-0.00075952i,0.00070812-0.00042212i,-0.00081256-0.00016537i,-0.0014421+0.00017199i,-0.00058399+0.00030055i,-0.00037533+4.7589e-05i,-0.00068644-0.00050625i,-0.00080908-0.00020775i,-0.00057493+0.00034289i,-0.00035016-0.00033045i,-0.00063773-0.0009708i,-0.00080361-0.00033872i,-0.00053678+0.00028163i,0.00036023+0.00050032i,-9.3388e-05+0.00042241i,3.5762e-05+6.2645e-05i,0.00020119-7.6314e-05i,-0.00043603-4.4416e-05i,-0.00035908-0.00095532i,0.00068177-0.0007505i
-0.00074031+0.00068943i,0.00062473+0.0020965i,0.00049891+0.003116i,0.00033104+0.0025219i,0.00035579+0.00075716i,0.00032475-0.00017303i,-0.0011355-0.0011933i,-0.0022448-0.0010647i,-0.0012389+0.00067298i,-0.0007298+0.0021628i,-0.00017751+0.0024934i,0.0008316+0.0019696i,3.8452e-05+0.00088799i,-0.00058793-0.00079474i,0.00035953-0.0011135i,0.00053953+0.00041879i,0.00050824+0.00053294i,0.00070409-0.00018954i,7.3999e-05+0.00070535i,-0.00053457+0.0011816i,-0.00053825+0.00035923i,-0.0003996+0.00013716i,5.1811e-05+0.00059256i
-0.0004222+0.0021695i,-0.001154+0.0027751i,-0.0010579+0.0022716i,-0.00039172+0.0012385i,-0.00045942+0.00031741i,-0.0015213-0.00067004i,-0.0020013-0.0003827i,-0.0019638-8.3562e-05i,-0.00064332+0.00014962i,0.0010029+0.00025809i,0.0010866+0.00035836i,0.00076315+0.00052521i,0.00050346+0.00033016i,1.2797e-05+6.5e-05i,-0.00041693-0.0002064i,-0.00023208-0.00029232i,-0.0001839-0.00032092i,-0.00017906+5.7267e-05i,-2.7812e-05-0.00042983i,-0.0002697-0.00072424i,-3.934e-05-0.00052396i,0.0011257-0.00045141i,0.0010484-0.00061482i
0.00080335-0.0021006i,0.00019789-0.0030531i,-0.00057963-0.00223i,-0.0012204-0.00038248i,-0.0013439+0.00060339i,-0.00092696+0.00053136i,-0.00089142+7.7769e-05i,-0.00066849+0.00027159i,4.0876e-05+9.7894e-06i,0.00071044-0.00050799i,0.00061958-0.00021419i,0.00054924-0.00021285i,0.00092069-0.00067985i,0.00087967-0.0009185i,-0.00013365-0.00039304i,-0.0012808+0.00017693i,-0.00076684+0.00021844i,0.00027426+0.00079551i,0.00021825+0.00076626i,0.00039924+0.00016214i,0.00069877-0.00010456i,-6.1453e-05+0.00030065i,-0.00037292+0.00073973i
-0.00026755-0.0010363i,-0.001086+0.0003449i,-0.00091709+0.00086859i,-0.00081501+9.5114e-05i,-0.0011892-0.00086838i,-0.0012874-0.0010846i,-0.001044-0.0011668i,-0.0005051-8.6827e-05i,-0.00062212+0.00027044i,-0.0013886-0.00071458i,-0.0020074-0.00084507i,-0.0015748-0.00037752i,-0.0013076+4.4171e-05i,-0.00036315+0.00052011i,5.8716e-05-6.845e-06i,-0.00044938-0.00037714i,-0.00024366-0.00041361i,0.00026293-0.00079903i,0.00038029-0.00033549i,-0.00036813-0.00047172i,-0.00064487-0.00081043i,-0.00052193+0.00023303i,0.00024962+0.0008705i
0.0011236-0.00042988i,0.0020361+3.4959e-05i,0.0025445+0.00053934i,0.0021781+0.00086041i,0.0012261+0.00055742i,-0.000787+0.0006573i,-0.0011243+0.00049754i,-0.00059165+0.00038446i,-0.00031488+0.00090859i,-0.00057355+0.00081088i,-0.00076226+0.00043298i,-0.00080573+0.00043187i,-0.00053973+0.00010856i,-6.6199e-05+3.0746e-05i,-4.051e-05+2.0915e-06i,-9.6159e-05+0.00042145i,-0.00063698+0.00062221i,-0.00059182+0.00078489i,3.3064e-05+0.0007585i,0.00011439+0.00038868i,-0.00010052-0.00040224i,0.00010886-0.0012988i,0.00024063-0.00077228i
