0.0024385-0.00028286i,0.0031907-0.00069231i,0.0021526-0.0023551i,5.7887e-05-0.002623i,-0.002636-0.00077879i,-0.0034361+0.00098022i,-0.0013933+0.00073906i,2.8509e-05+0.0012161i,0.00070314+0.00086322i,0.00079824-0.00029304i,0.0002055-0.00035503i,1.2859e-05-4.6832e-05i,0.00094997+0.00023584i,0.0012883+0.00066761i,-0.00011613+0.0007894i,-0.00072553+0.0005091i,-0.00026357+0.00035468i,0.00013208+5.8371e-06i,0.00015597+0.00010718i,5.7458e-05+0.00010359i,0.00014531-0.0001889i,0.0005399-0.00046214i,0.00018531-0.0005091i
-0.0010111+0.0016178i,-0.00047584+0.0028707i,0.0006409+0.0023911i,0.0020066+0.00084134i,0.0026647+0.00086821i,0.001817+0.00026504i,0.0010169-0.00022669i,0.00037129-0.00018741i,-0.00037304+0.00040246i,8.8232e-05+0.00094417i,0.00043439+0.00026153i,-0.00012291-0.00042313i,-0.00020644+0.00030745i,-0.00013998+0.00070045i,-1.9785e-06+0.00021656i,-9.4098e-05-0.00047188i,2.973e-05-0.0010644i,0.00018147-0.00060418i,-4.9194e-05-0.0002216i,0.00037897-0.00010163i,0.0007374+0.00031059i,0.00068547+0.00048029i,0.0002861+0.0002659i
0.00074128-0.0020963i,0.00017881-0.0030738i,-0.00085067-0.0021919i,-0.00067031-0.0016071i,0.00046593-0.0010021i,0.00043984-0.00022361i,0.00022836-0.00049776i,0.00047912-0.00040657i,3.4681e-05-1.011e-05i,3.7071e-05+0.00017309i,-0.00025481+0.00012851i,-0.00053805-0.00040387i,7.1169e-05+0.00015144i,0.00044412+0.00057639i,0.00067362-0.00011037i,0.00043398-0.00074513i,-0.00026773-0.0004652i,0.00038512-0.00030965i,0.00094818-0.00013261i,0.00040002+0.00019278i,-2.4393e-05-0.0001339i,-5.9243e-05-0.00049522i,0.00045104+4.9301e-05i
0.0010884+0.00031698i,0.0012383+0.00060034i,0.0015813+0.00038608i,0.0009703-0.00038754i,0.00072548-0.00052619i,0.00077587+0.00014998i,0.00060042+0.00061117i,9.3892e-05+0.0010119i,-0.0005808+0.00063524i,-0.00060372-0.00047282i,-6.2159e-06-0.00050314i,6.3392e-05+0.00027162i,-0.00070844+0.00053558i,-0.00040238+0.00011997i,-0.00011049+0.00021099i,-0.00030766+0.00064545i,-0.00017967+0.00019978i,-7.172e-05-7.9394e-05i,-0.00010399+0.00017219i,0.00011248-0.00017695i,9.8898e-05-0.00075795i,-0.00026106-0.00067778i,-0.0005013-0.00023288i
0.0012806+0.0015356i,0.0019289+0.0015036i,0.0023443+0.0019205i,0.0021896+0.0014543i,0.0020669+0.00048587i,0.0019551+0.00026346i,0.0013121-3.0897e-05i,0.00055849-5.7608e-05i,-0.00016097+0.00048631i,0.00014484+0.0011411i,0.00036678+0.00063923i,-0.00025474-0.00044268i,-0.00022353+0.00013885i,-0.00024892+0.000435i,-5.3538e-05-0.0001714i,4.9361e-05+5.798e-05i,-0.00018196+4.2873e-05i,-0.00027981-7.5428e-05i,-0.00040309-0.00029508i,-0.00030872-0.00021966i,-7.2899e-05-0.0002028i,0.00017577-0.00020904i,-8.3467e-05+5.4504e-05i
-0.0018255+0.00058264i,-0.0022291+0.0013346i,-0.0011482-0.00032204i,-0.0006018-0.0018184i,0.00016876-0.002078i,0.00089069-0.00055633i,0.00084993+5.1258e-05i,0.00046453-0.0001798i,0.00037758-5.7798e-05i,0.00010307+8.849e-05i,0.00025706+1.2468e-05i,0.00070609+0.00048i,0.0010735+0.0010284i,0.00067187-9.4998e-05i,1.7439e-05-0.00098751i,0.00019222-0.00047979i,0.00026976+0.00046939i,8.4508e-05+0.00084452i,-5.7969e-05+0.00087759i,-5.729e-05+0.00053391i,-0.00029301+0.00017334i,-8.9128e-05+0.00057473i,0.00019691+0.0008372i
0.001426+0.00031627i,0.0023321+0.00014904i,0.0029781-0.00068349i,0.0021949-0.0014578i,0.0018031-0.001355i,0.0019386-0.0011469i,0.0013526-0.0014055i,0.00029034-0.00079795i,-0.00043379+0.00021421i,-0.00049206+0.00024749i,-4.6185e-05+0.00037922i,-0.00050852+0.00031223i,-0.00071956-4.8657e-06i,-0.00031332-0.00038875i,-0.00016428-0.00044847i,-4.3728e-05-0.00069242i,-0.00024511-0.00046198i,0.00023383-5.9608e-05i,0.0008114+0.0009128i,-0.00034964+0.0015122i,-0.0011468+0.00069593i,-0.00012237+0.00018173i,0.00027595+0.00013391i
-0.0014998-0.0013453i,-0.0011993-0.0021716i,-0.0011402-0.00077826i,-0.00028951+0.00033771i,0.00098541+0.00061772i,0.0015746+0.00011748i,0.00047112-0.00058707i,-0.0015561-0.00066856i,-0.0011557-0.00012995i,0.00057328+0.00068283i,0.00093971+0.00088746i,0.00074659+0.00056911i,0.00062457+0.00019919i,0.00069826-0.00018493i,0.00053184-1.2591e-06i,-0.00042069-0.00021875i,-0.0010746-0.00060236i,-0.00076362+0.00017918i,-0.00043198+0.00071141i,0.00044919+0.00045717i,0.0010571+1.5186e-05i,0.0006781-3.5821e-05i,-8.1567e-05-0.00058647i
-0.00072305-0.0017664i,-0.00034869-0.0010077i,-0.00055061-0.0015893i,0.00031331-0.00072019i,0.00069047+0.0013987i,0.0010664+0.0019348i,0.0014215+0.0015052i,0.0010329+0.00041312i,0.00016957-0.00095515i,0.00020699-0.0014217i,0.0010511-0.00060021i,0.00125+0.00019085i,0.00063886+0.00021319i,0.00037351-0.00063972i,0.00016677-0.00070562i,-0.00045691+3.1414e-05i,7.3521e-05-2.1396e-05i,0.00054728-7.1901e-05i,0.00060413+0.00042879i,0.00059674+0.00070421i,0.00031046+0.00088882i,0.00053676+0.0010818i,0.00055708+0.00055026i
0.00043983+0.00046993i,0.00049774-0.0002364i,0.0013947-0.0014784i,0.00126-0.0014729i,0.00076994-0.00040195i,0.00089203+0.0001529i,0.0014256-3.3925e-06i,0.00088676-0.00047141i,0.00038711-0.00065223i,0.00078609-0.00059474i,0.00060543-0.0011525i,-8.0646e-05-0.00087098i,-0.00045633+1.2719e-05i,-0.00030456+0.00026609i,-0.00079253+3.9479e-05i,-0.00098015-9.0583e-05i,-0.00063852-0.00015899i,-0.0001518-0.00020224i,0.00038349-0.00085602i,0.000458-0.00089874i,0.00025537-0.00028343i,-0.00022473-0.00012424i,-0.00026188-0.00040577i
-0.0015146-2.6979e-05i,-0.00034726+0.00040312i,-7.5659e-05-0.00022325i,0.00086402-0.00040069i,0.0016845-0.00011393i,0.0012231-0.00066604i,0.00021688-0.001318i,-3.9918e-05-0.0012369i,5.8041e-05+7.9898e-05i,-0.00035873+0.0011519i,-0.00061015+0.00042425i,-0.00042123-0.00044335i,0.00013174-0.00038854i,0.00049086-0.00011482i,0.00028049-0.00036747i,-0.00038546-0.00093121i,-0.00061353-0.00034005i,-0.00036981+0.00011531i,-0.00053821-9.5439e-05i,-7.4511e-05+0.00050283i,0.00010147+0.00011255i,-0.00021294-0.00056437i,-8.9871e-05-0.00062154i
0.0010705-0.00073277i,0.00072473-0.0004705i,-0.00021572-0.00063815i,-0.00089566-0.00061437i,-0.00099281+0.00036716i,0.00076844+0.0019307i,0.0013779+0.0015032i,0.0011331+0.00027531i,0.00091484+0.00017587i,0.00056197+0.00083556i,0.00085817+0.0011156i,0.0011356+0.00096111i,0.00093482+0.00056449i,-0.0001341+0.00072709i,-0.00053678+0.00089942i,-0.0003336+0.00025267i,-0.00090423-0.00021477i,-0.00050571-0.00054495i,0.00053806-0.00029117i,0.00039899+0.00018479i,0.00018832+0.00027373i,0.00094499-5.4503e-05i,0.0012626+0.00016183i
-0.001872-7.7457e-05i,-0.0017271-0.00070284i,-0.00043074-0.00091295i,2.0587e-05-0.00061864i,0.00093721+0.0003236i,0.001274+0.00047729i,0.00013564-0.00015483i,0.00013922-0.00010878i,0.00095861-5.5691e-05i,0.0006832+0.00011889i,0.0003738+0.00030041i,-6.8283e-05+0.0005755i,-0.00044182+0.00066382i,-1.1771e-05+9.3631e-05i,-0.00041444-0.0006545i,-0.00047758-0.00083218i,0.00055698-0.00046931i,0.00071288-0.00026804i,0.00034443-0.00043986i,0.00010607-0.00057169i,-0.00039414+0.00020945i,-0.00053088+0.00071048i,-0.00015913+0.00049918i
0.0022138-0.0011735i,0.0025496-0.00027545i,0.001823-0.00020207i,0.0007682+0.00049081i,4.6198e-06+0.0015259i,0.0004898+0.0011364i,0.0012342+0.00034874i,0.00071411+0.00042981i,0.00055786+0.0003328i,0.00043567-5.8973e-05i,-0.00016207-0.00040052i,-0.00027635-0.0003235i,-0.00015866+0.00049251i,-5.9254e-06+0.00088285i,0.00026426+0.00075469i,-1.4149e-05+0.00058688i,-0.00046094-5.2778e-05i,3.9707e-06+6.2937e-05i,0.00049788-0.00019742i,0.0008587+0.00024952i,0.00055217+0.0013962i,0.00034541+0.0013513i,0.00012982+0.0008151i
-0.00065313+0.00066647i,0.00022535+3.3909e-06i,0.0010343-0.00084089i,0.0013938-0.00089994i,0.00089772-0.00019993i,0.0008667+0.00035832i,0.00081322+0.00050786i,-0.00058532-9.1947e-05i,-0.00087028-0.0004285i,4.0847e-05-0.00018752i,0.0003161-0.00063015i,8.7339e-05-0.0011462i,-0.00025094-0.00077113i,-0.00041335-0.00024381i,-0.00041574+0.00041966i,1.2168e-05+4.4966e-05i,0.00051829-0.00051216i,0.00087127-0.00026763i,0.001076+0.00013644i,0.00083315+0.00023722i,0.0001199+0.00039534i,-0.00015054+0.00079721i,-5.542e-05+0.0012463i
0.00046343+0.00094228i,-0.00035124+0.0002837i,-0.00059593-0.00021i,0.0001241+0.0005066i,0.0010992+0.00057883i,0.0019138+0.00035616i,0.0012008-0.00013575i,-3.3822e-05-0.00026613i,-0.0004349+0.00017718i,0.00039518+0.00072782i,0.0013341+0.00016165i,0.0010455-0.00074575i,0.00033045-0.00050038i,-0.00017809-0.00013575i,-0.00036969-4.4962e-06i,-0.0006548+0.00041761i,-2.5134e-05+0.0007407i,0.00053456+0.00046222i,-4.3031e-05+0.00018512i,0.0001293-1.6762e-05i,0.00048043-0.00019941i,8.9683e-05+0.00029833i,-0.00012492+0.00042708i
0.0015939-0.00034805i,0.0024516-0.001074i,0.0034561-0.0013605i,0.0026725-0.0016589i,0.0010395-0.00080991i,0.00083646-8.3236e-05i,0.00064586+0.00063797i,0.00028989+0.00062352i,-0.00015975+1.7063e-05i,-0.00034655-0.00036881i,0.00038759+1.0463e-05i,0.001335+0.00091401i,0.0012149+0.001343i,0.00048448+0.0011677i,0.00036857+0.00016153i,0.00072134+7.1345e-05i,0.00030857+0.00026932i,1.5321e-05-0.0002366i,0.00014578+9.3213e-05i,-0.00021518-0.00023771i,-0.0007536-0.00016852i,-0.00077635+0.00052954i,-0.00034001+7.1e-05i
-0.0017532-0.00045132i,-0.0010084-0.00014679i,0.00034847+0.00026534i,0.00074282+0.0012572i,0.00070153+0.0018575i,0.0010701+0.0010857i,0.00038809-0.00029056i,2.7257e-05-0.0004506i,0.0010588-0.00011907i,0.0013549-0.00046036i,0.0006265-0.00070009i,-8.7443e-07-0.00071114i,0.00035661-0.00046878i,0.00074349-0.00023381i,0.00036874-0.00034232i,0.0002672-0.00039696i,0.00054655-0.00054349i,0.00021442-3.7431e-05i,-0.00067437+0.00094772i,-0.00060075+0.00065136i,-7.2722e-05-0.0001624i,-0.00014098-0.00031779i,-0.0004017-0.0007508i
0.0013992-0.0011134i,0.0020027-0.00041079i,0.00072523-0.00018062i,0.00016388-0.00061468i,-5.6065e-05-0.00040749i,-0.00018699+0.00046899i,0.00032404+0.00052274i,-0.00024902+0.0004191i,-0.00076284+0.00057515i,-0.00025173+0.00098484i,-0.00039129+0.00072116i,-0.00082297+0.00058195i,-0.0008052+0.00057404i,0.00056831+8.2927e-05i,0.0011718-0.00039986i,0.00059179-0.00072337i,-8.7786e-05-0.00027216i,-0.00041062-0.0001465i,-0.00051157+5.0542e-05i,-0.00071175+0.00018938i,-0.00037767+0.00030852i,0.00038081+0.00055356i,0.00033649-0.00017835i
-0.00021105+0.00086203i,-0.000625-0.00011397i,-0.00016276-0.0012584i,0.00077523-0.0010151i,0.0013954-0.0010204i,0.00099187-0.0012229i,0.00028706-0.00052972i,-0.00048672+0.0005073i,-0.0002428+0.00019051i,0.00045582+0.00017389i,0.00023582+0.00068216i,-0.0004357+0.0003551i,-0.00065173-0.00085468i,-0.00042677-0.00076623i,-0.00081887+2.2701e-05i,-0.0010153-0.00011681i,-0.00042436-0.00047571i,6.7869e-05-0.00072114i,0.00015276+0.00026084i,-0.00019401+0.0010403i,-3.5059e-05+0.00050633i,-0.00012545-0.00054751i,-0.00025013-0.00029921i
0.0027832+0.0022305i,0.0033421+0.0017774i,0.0035913+0.0015235i,0.002548+4.991e-07i,0.0017189-0.0013448i,0.0012882-0.0014646i,0.00021874-0.0016476i,-0.00049911-0.00073933i,0.00028006+0.00019303i,0.00028011-0.0003258i,-0.00035806-0.00086366i,0.00026526-0.00049736i,0.00074838-0.00017655i,0.00055469+0.00032972i,0.0001602+0.00045874i,-2.7471e-05-0.00044884i,0.00013019-0.00078296i,-9.5835e-05-0.00063672i,-0.00047365-8.2677e-06i,-0.0002791+0.00029294i,0.00020735-7.8745e-05i,0.00041597-0.00023016i,0.00085266+0.00038626i
0.0014866-0.00092432i,0.00083326-0.0016408i,0.00093162-0.00268i,0.0011376-0.0015417i,0.00081768+0.0001383i,-0.00011409-0.00015262i,0.0002805-0.00090511i,0.0001821-0.00041335i,-0.0006313+0.00010706i,-0.00051077+0.0003851i,-0.00079047+0.00083856i,-0.00072862+0.00047494i,0.00061608-0.00045786i,0.0015381-0.0010518i,0.001126-0.00054716i,0.00034386+0.00079015i,-4.4164e-06+0.0010765i,-0.00026745+0.0008954i,0.00038721+0.00065613i,0.0010567+0.00021408i,0.00062437+4.3575e-05i,0.00029456+0.00013195i,-0.00032842+5.8589e-05i
0.0026855-1.8588e-05i,0.0027092-0.0024702i,0.0019404-0.0043675i,0.0011589-0.0032544i,0.00028241-0.0016602i,0.00034881-0.00074385i,0.00090437-0.00021867i,0.00069497+0.00021138i,0.00044768+0.00046635i,0.00053921+0.0002789i,0.0004732-0.00011238i,-0.00038653-5.2719e-05i,-0.00085371+7.325e-05i,-0.00069006+0.00010217i,-0.00056837+0.00029203i,0.00011166+0.00076065i,-0.00028816+0.00094316i,-0.0011845-0.00031001i,-0.00072896-0.00052487i,0.00022585+9.4631e-06i,-9.1528e-06-0.00023928i,-0.00030831-0.00060219i,0.00010375-0.00026861i
-5.8694e-05-5.6266e-05i,-0.00011619-0.00097444i,0.001309-0.00030608i,0.0019836+0.00056463i,0.0010749+0.000303i,0.00058472+9.573e-05i,0.00072737+0.00035164i,0.00054851+0.00059955i,0.00055122+0.00078928i,0.00082246+0.00071584i,0.00061416+0.00050732i,0.0008698-9.7706e-05i,0.00063582-0.00032503i,0.00041093-0.0011927i,0.00027626-0.0016245i,-0.00037209-0.00037305i,-0.00068637+0.0003331i,-0.000835+0.00022463i,-0.0012685+0.00078547i,-0.00074081+0.00068924i,-7.1848e-05+0.00032693i,9.1039e-05-5.6281e-05i,0.00055809-0.00033321i
0.0010293+0.0024303i,0.0011557+0.0029257i,0.0024502+0.0022623i,0.0034573+0.00044523i,0.0024462-0.001257i,-0.00013535-0.0010001i,-0.00076003-0.00030382i,0.00021623+0.00044218i,0.00023654+0.00068491i,-0.00042492-0.00012887i,-0.00036251-0.00064374i,-0.00054667-0.00050715i,-0.0013946-0.00070588i,-0.0012949-0.0011199i,-0.0012146-0.00056475i,-0.0010035-0.0003262i,-0.00034323-0.0007228i,0.00025004-0.00034051i,0.00023625+0.00029192i,4.5444e-05+0.00057089i,0.00018854+0.00027327i,-0.00018867+0.00039151i,8.391e-05+0.00023182i
-0.00013701-0.00034245i,-0.00034925+0.0004949i,0.00061945+0.00069939i,0.00085912+0.00048228i,0.00098412+0.00082564i,3.0293e-05+0.0010096i,-0.00070598+0.00068895i,-0.00039243+0.00035565i,-9.1969e-05-0.0007471i,-0.00039841-0.00084872i,-0.00064376-0.00055787i,-0.00034845-0.00028755i,9.4754e-05-4.9641e-05i,0.00023175-0.00034015i,0.00048483+0.00020701i,-1.2807e-05+0.00055425i,-0.00043129+1.3706e-05i,-0.0005139-0.00024953i,-0.00092671-0.0004337i,-0.0011806-0.00041847i,-0.00070572-5.4582e-05i,0.00021833+0.00057715i,0.0002851+0.000936i
0.0010163-0.00086459i,0.00062584-0.00091673i,0.00082662-0.00094422i,0.00090681-0.00061747i,0.00057324-0.00031391i,0.00025996-8.2759e-05i,7.0044e-05+0.00024252i,-0.00012978+3.1969e-05i,0.0003177+0.00014349i,0.00073558+0.00056366i,0.00036273+0.0002402i,-0.00056854-0.00019904i,-0.00034405+6.0308e-05i,0.00054467+0.00075987i,0.00075917+0.0001947i,0.00032789-0.00063001i,1.5388e-06-0.0004926i,0.00046935-9.7584e-05i,0.00089087-0.00033329i,0.00050113-0.00013085i,-0.00015378+0.00036767i,-0.00053226+1.2419e-07i,0.00012498-0.00022431i
-0.0039161+0.0021654i,-0.0030904+0.002807i,-0.0017127+0.0030289i,0.00056666+0.0028667i,0.0023671+0.0018538i,0.0025484-8.9483e-05i,0.002283-0.00040809i,0.0015317+0.00010565i,0.00074849-0.00023735i,0.00054378-0.0004178i,0.00029245+5.2312e-05i,0.00025242-0.00022571i,0.00033682-0.0009079i,0.00063115-0.0008944i,0.0010381-0.00011539i,0.00033162+0.00079729i,-0.00053036+0.0006933i,-0.00015425+0.00023146i,0.00053197+0.00020177i,0.00022171+0.00012019i,-0.00056914-0.00026486i,-0.0010123-0.00056366i,-0.00044394-0.0002256i
0.00028766-0.0017524i,0.00051416-0.0016754i,0.00017604-0.0023361i,-0.00082087-0.0014824i,-0.0014818+8.5072e-05i,-0.00016381-0.0004253i,0.00042822-0.0011637i,-4.1371e-05-0.0013756i,4.5772e-06-0.00077812i,9.4144e-05+0.00071306i,-1.3835e-05+0.00095538i,0.00010439+0.00039975i,0.00016013+8.3058e-05i,0.00039323-2.7047e-05i,0.00066322+0.00027765i,0.00068061+0.0005461i,-1.6946e-08+0.00045297i,-0.00063934+9.2626e-05i,-0.0003111+0.000203i,-6.4245e-05-0.00014848i,0.00020228-0.00011641i,0.00041252+0.00061317i,-5.4948e-05+0.00052859i
-0.00072862+0.0010236i,-0.00025645+0.0012433i,0.0008934+0.00060275i,0.0017945-0.00030099i,0.0013181-3.5152e-05i,0.0011948+0.00040894i,0.00095316+0.00036776i,0.00017231-4.1556e-05i,-2.2534e-05+0.00012303i,0.00019587+0.00057534i,0.00023163+0.0004028i,-0.0001633+0.00022314i,-0.0010336-4.689e-05i,-0.00068864-0.00066297i,0.00026093-0.00073018i,-8.1554e-05-0.00064763i,-0.00034515+0.00039422i,-0.00039948+0.00096198i,-0.0006677+0.00047946i,-0.0010596+0.00045071i,-0.001129+0.0005196i,-0.00047011+0.00024692i,0.0002739-0.00034595i
0.00033998+0.0017186i,0.0014528+0.0018517i,0.0027113+0.0015556i,0.0019281+0.00032202i,0.0017804-0.0010638i,0.0017713-0.00068309i,0.0011005+1.219e-05i,0.00062043+1.1149e-07i,0.0011689+0.00059511i,0.0015913+0.00030483i,0.00082416-3.0884e-05i,-0.00022327-0.00026774i,-0.00050905-0.00091076i,4.9518e-06-0.00086119i,0.00026599-0.00033182i,0.00050152-0.00013852i,0.00047365-0.00042865i,5.7925e-05-0.0001906i,-0.00019455+0.00023666i,-0.0003212-0.00032098i,-5.6082e-05-0.00135i,0.00055559-0.0014273i,0.00024876-0.00075164i
0.00090543-0.00047763i,0.00030595-0.00038805i,0.00049328-0.0022135i,0.0015247-0.0025391i,0.00088707-0.0013604i,0.00039851-0.00026939i,0.0011377-0.00042756i,0.00098649-0.00058385i,-7.4882e-05-0.000392i,-0.00051214-0.00083869i,-0.00082395-0.00077166i,-0.0011455-0.00044518i,-0.00023689-4.0793e-05i,0.00039955+0.00047129i,0.00058258+0.00044667i,0.00042389-0.00044081i,9.0088e-06-0.00063648i,-0.00064833-0.00017781i,-4.9153e-05+0.00028059i,0.00025536+0.0002722i,-0.00039232+0.00047936i,-0.00088802+0.00073843i,-0.0012285+0.00014609i
0.0015947+0.00077984i,0.002144+0.00022345i,0.0022743-0.0013358i,0.0017962-0.0023469i,0.00044414-0.0021661i,-0.00050884-0.0011699i,-0.00018071-0.00048995i,7.856e-05-0.00066519i,-7.6477e-05-0.00060512i,0.00030655-0.00050415i,0.00042985-0.00052369i,-9.3782e-06-0.00017261i,-0.00041483+0.00080365i,-0.00048356+0.00028467i,-0.00055245-0.00076623i,-0.00056461-0.00028977i,0.00010657+0.0001334i,0.00037975-0.00042933i,0.00028654-0.00077994i,0.00036642+0.00013061i,-0.00060681+0.00077197i,-0.00078187+7.1447e-05i,-6.3163e-05-4.1339e-05i
-0.00013473-0.0010643i,-0.00069291-0.0023474i,-0.0015921-0.0022902i,-0.0013413-0.00095241i,-0.00015691+0.00037568i,-0.00012719+0.0013433i,-1.6424e-05+0.0011423i,-0.00016345+0.00051445i,-0.00074048-3.7552e-05i,9.144e-05-0.00030772i,0.00030185+0.0002125i,0.00011357+0.00075827i,0.00014095+0.00098762i,-0.00026288+0.00035703i,-0.00029181-0.00021297i,-0.00046352-0.00058586i,-0.00051288+0.00013528i,-0.00027722+0.00097843i,-0.00045143+0.00045362i,-0.00057601-0.00040064i,-0.00045526-0.00032785i,-0.00022526-0.00032007i,0.0004891-0.0009886i
0.0015601+0.0013094i,0.001173+0.001038i,0.00066541+0.00064589i,0.0021485+0.00031558i,0.0031932+0.00082649i,0.0020017+0.00067602i,0.0011445+0.00032273i,0.00040867+0.00089938i,-0.00012679+0.0007728i,-0.00010529+0.00047884i,0.00026184+0.00046089i,0.00043282+0.00019219i,0.00035897-2.8147e-05i,0.00060733+0.00019537i,0.0013943+0.00053264i,0.0017127+0.00044305i,0.0015121-9.4345e-05i,0.00055077-0.00033566i,0.00011127-0.00038446i,0.0002344-0.00070415i,6.2471e-05-7.0157e-05i,-6.3552e-05+0.00058747i,0.00019819+0.00046345i
-0.00021759-0.00051758i,-0.00047854-0.00080181i,-0.0014868-0.0017171i,-0.0013115-0.0012424i,-0.0010885+0.00030859i,-0.00080004+0.0008095i,-0.00066948-0.00018018i,-0.00024832-0.00031328i,0.0012551+6.2993e-05i,0.0010481-9.7154e-05i,0.00021629-0.00018448i,-0.0002694+2.5666e-05i,-0.0010672+3.4384e-05i,-0.001198+6.5337e-05i,9.9692e-05+0.00023832i,0.00078198+0.00017625i,0.00084796-0.00018833i,0.000836+2.3362e-05i,6.5697e-05+0.00067355i,-0.00042125+0.00076027i,-0.0003325-0.00010952i,5.1967e-05-0.00018392i,4.0506e-05+0.00026479i
0.0024998+0.0007781i,0.0020843-0.00030304i,0.0027081-0.002009i,0.0030644-0.0031726i,0.0018114-0.0021789i,-0.00013147-0.0011677i,-0.0006784+4.7581e-05i,-0.00019086+0.00047085i,0.00043447-0.00034514i,0.00092892-0.00049848i,0.00081455-0.00040302i,0.0001681-0.00023779i,-0.00080799-0.00041261i,-0.00087558-0.00051377i,-0.0010145+0.00034606i,-0.0004981+0.00074343i,-0.00010232+0.00063294i,-0.00042504+0.00043695i,-0.00049364+0.00067272i,-0.00010686+0.00072934i,0.00043547+0.0010532i,0.00054478+0.00082786i,0.00021643+0.00021694i
0.0008511-0.0030271i,0.0020099-0.0027686i,0.00024527-0.0034896i,-0.00027676-0.0025584i,0.0002306-0.00021548i,0.00061717+0.0008077i,0.00038779-0.00020195i,-5.8855e-05-0.00046886i,-0.00055596-0.00016175i,-0.001114+3.2903e-05i,-0.00067677+0.00010429i,0.000448-4.2319e-05i,0.00041491-0.00029074i,-8.6427e-05-0.00064585i,5.4928e-05-0.00046623i,0.0005787-0.00077482i,0.0006528-0.00082177i,2.4799e-05+0.0002957i,-0.00034448+0.0007995i,-6.5584e-05+6.276e-05i,0.0006553-0.00031517i,0.00079624-0.00024905i,-0.00019707-0.00059505i
-9.1815e-05+1.0598e-05i,-0.0012391+0.00023615i,-0.00080633-5.9357e-05i,-3.1178e-05+0.00048941i,-0.000391+0.00039001i,-0.00027482-0.00031867i,0.00021307+4.8107e-05i,0.00021078+0.00087283i,0.00046479+0.00089884i,0.00011186+0.00028162i,-0.00055588+2.718e-05i,-0.00075666+0.00058772i,-0.0011385+0.0003303i,-0.0010566-0.00044916i,-0.00030029-0.00078128i,-0.00036411+2.2165e-05i,-0.00037167+0.0012293i,6.5589e-05+0.0011289i,0.00012668+0.00038499i,0.00028328-6.3686e-05i,0.00048248-0.00052409i,3.5056e-05-0.00081134i,-0.00018494-0.00069568i
0.00033686+0.001685i,0.00080335+0.00095476i,0.0015591+0.00077271i,0.0026941+0.00056212i,0.0032708+0.00056106i,0.0021625+0.00087731i,0.00091671-5.9894e-05i,0.00046894-0.00045724i,0.00094723+0.00073502i,0.0011028+0.00028973i,0.00064797-0.00053958i,0.00033325-0.00088096i,9.5001e-05-0.001448i,0.00026669-0.0012831i,0.00063901-0.0010977i,4.0111e-05-0.00095707i,-0.00055841-0.00031373i,-0.00023221-0.00039242i,0.00012922-0.00051489i,-0.00053102-0.00018246i,-0.00097955+0.00065354i,-0.0010445+0.00039494i,-0.00042425-0.0004718i
0.0011828-0.00035134i,0.0017493-0.00066857i,0.0015489-0.0015077i,0.0015986-0.0013556i,0.0018395-0.00064526i,0.00064354-0.0001292i,-0.0007851-4.4581e-05i,-0.00098656+5.7466e-05i,-0.0015158-0.00025676i,-0.0014852-0.00054628i,-0.00071537-0.00036504i,-0.00041835-0.00053562i,-0.0005345-0.00024981i,-0.00033503+0.0003277i,-0.0001172+0.00049065i,6.3498e-06+0.00037943i,-0.00019766+0.00024385i,-0.00013497-7.2751e-05i,1.3014e-06-4.4449e-05i,-0.00062194+0.00044851i,-0.00066349+0.00072931i,-0.00072107+0.00022512i,-0.00052498-0.00013798i
0.00021976+0.00060211i,0.00061969+0.00091026i,0.0019837+0.0014557i,0.002542+0.0014706i,0.0023725+0.00083881i,0.0016377+0.00033787i,0.00057408+0.00063705i,0.00050115+0.0005395i,0.00074921+9.4652e-05i,0.00078505+0.00020395i,0.00069898+5.7866e-05i,0.00055947+7.2368e-05i,0.00065082+0.00037184i,0.00068515+0.00032074i,-0.00037016+0.00010039i,-0.0010404+0.0003228i,-0.0011074+0.00014511i,-0.00095694-0.00015564i,-0.0004241-0.00011007i,-0.00044749+0.00023308i,-8.899e-05+4.7034e-05i,-7.8268e-05-0.00018136i,-0.00056123-0.00011605i
-0.0012122+0.0033096i,-0.00095852+0.0041523i,-0.00055877+0.0033205i,0.00041402+0.00090099i,0.0010247-0.0005181i,0.00059052-2.0898e-06i,8.2982e-05+0.0002025i,-0.00027851-0.00028918i,-0.00012861+0.00053358i,3.3584e-05+0.0003529i,-0.00033026-0.00074i,-0.00027963-0.00057338i,-0.00038795-0.00025495i,-0.00044661-0.00023164i,-0.00027379+0.00029586i,5.3391e-05+0.0008153i,0.00039391+0.00096708i,-0.00010817+0.00023744i,-0.0012013-0.0008341i,-0.0013532-0.00090436i,-0.00053488+8.9306e-05i,-0.0014796+0.0018147i,-0.0021264+0.0012043i
