0.0024385-0.00028286i,0.0031907-0.00069231i,0.0021526-0.0023551i,5.7887e-05-0.002623i,-0.002636-0.00077879i,-0.0034361+0.00098022i,-0.0013933+0.00073906i,2.8509e-05+0.0012161i,0.00070314+0.00086322i,0.00079824-0.00029304i,0.0002055-0.00035503i,1.2859e-05-4.6832e-05i,0.00094997+0.00023584i,0.0012883+0.00066761i,-0.00011613+0.0007894i,-0.00072553+0.0005091i,-0.00026357+0.00035468i,0.00013208+5.8371e-06i,0.00015597+0.00010718i,5.7458e-05+0.00010359i,0.00014531-0.0001889i,0.0005399-0.00046214i,0.00018531-0.0005091i
-0.25647-0.30519i,-0.40018-0.42451i,-0.40482-0.34814i,-0.31629-0.20349i,-0.25477-0.17217i,-0.22824-0.16701i,-0.13093-0.099627i,0.0059585-0.052814i,0.065388-0.043327i,0.049465-0.027827i,0.01869-0.019226i,-0.0023158-0.022098i,-0.0071539-0.01698i,-0.00078203-0.0023819i,0.0077097+0.0025182i,0.006039-0.0090737i,-0.0050866-0.019397i,-0.011382-0.020012i,-0.009866-0.017737i,-0.007011-0.014416i,-0.009386-0.010937i,-0.017416-0.0059883i,-0.023229+0.001086i
0.66988+0.11995i,0.92073+0.12511i,0.83261+0.071545i,0.58343+0.0022889i,0.3793-0.035772i,0.23108-0.045124i,0.12569-0.040722i,0.065762-0.068316i,0.011519-0.12636i,-0.039236-0.12873i,-0.03418-0.065096i,0.013303-0.015951i,0.041125-0.01061i,0.034215-0.020642i,0.013224-0.020031i,0.0013714-0.0030611i,0.0060192+0.011038i,0.013213+0.010151i,0.014857+0.0019167i,0.014233-0.0064327i,0.013808-0.013425i,0.016271-0.017713i,0.016587-0.020524i
-0.65283+0.45699i,-0.82714+0.60883i,-0.64788+0.54005i,-0.3357+0.39489i,-0.16145+0.32241i,-0.096597+0.29123i,-0.064928+0.21247i,-0.070205+0.12565i,-0.081441+0.10899i,-0.055628+0.11058i,-0.028636+0.064058i,-0.038041+0.0049948i,-0.055491-0.015014i,-0.041944-0.0011911i,-0.01091+0.01223i,0.001272+0.011379i,-0.0046311+0.0036521i,-0.011029-0.00019797i,-0.010126+0.0028591i,-0.0033317+0.008578i,0.0033772+0.014226i,0.0040904+0.019891i,-0.00059027+0.023931i
0.17835-0.67894i,0.14456-0.94421i,-0.04094-0.88022i,-0.16085-0.59391i,-0.064532-0.38008i,0.037444-0.33163i,-0.0044352-0.25882i,-0.064517-0.086314i,-0.048575+0.039356i,-0.012014+0.048691i,0.012054+0.015977i,0.034498-0.0056014i,0.045605-0.014642i,0.027322-0.015363i,0.00095906-0.009968i,-0.0077408-0.011287i,-0.0073075-0.017096i,-0.0043039-0.01347i,-0.00087987-0.0055518i,-0.001713-0.00043165i,-0.0059727-0.0021656i,-0.011212-0.010189i,-0.013252-0.017568i
-0.032266+0.5611i,0.058863+0.78264i,0.16266+0.67618i,0.14814+0.4157i,0.078623+0.28288i,0.079358+0.22001i,0.096508+0.10433i,0.089279+0.014898i,0.10404-0.013344i,0.11339-0.023699i,0.076353-0.0060437i,0.035453+0.036645i,0.022123+0.060989i,0.02463+0.05321i,0.028762+0.028913i,0.025696+0.0096112i,0.01862+0.0062996i,0.010509+0.008306i,0.0040149+0.0097368i,0.003071+0.009222i,0.0049886+0.0075997i,0.0094727+0.010705i,0.018114+0.014677i
-0.10891-0.69526i,-0.37156-0.80444i,-0.50802-0.4478i,-0.38955-0.053351i,-0.25968+0.0097795i,-0.22474-0.018397i,-0.14485+0.0053624i,-0.063363-0.040324i,-0.088665-0.093769i,-0.12009-0.063872i,-0.083741-0.032308i,-0.050419-0.041461i,-0.046586-0.044481i,-0.045918-0.025233i,-0.042751+0.0007126i,-0.034038+0.024875i,-0.018263+0.034142i,-0.0051215+0.024809i,-0.00284+0.0079969i,-0.0065825-0.0018546i,-0.01023-0.0034123i,-0.014986-0.0067762i,-0.023435-0.0068595i
0.61757+0.57142i,0.98427+0.4154i,0.90892-0.058995i,0.50504-0.25379i,0.29784-0.035733i,0.34417+0.128i,0.32933+0.08302i,0.20546+0.0027407i,0.09124-0.037045i,0.029722-0.034796i,0.016549-0.015065i,0.013136-0.0019919i,0.0016606+0.01459i,0.0037411+0.017285i,0.0094067+3.3026e-05i,0.0048528-0.015137i,0.00021641-0.016371i,0.00015139-0.01181i,0.0063207-0.0077534i,0.013092-0.0057024i,0.01556-0.0091146i,0.015962-0.01383i,0.012692-0.015982i
-0.62581-0.07766i,-0.68097+0.11599i,-0.31345+0.21634i,-0.0026798+0.068237i,-0.09669-0.053782i,-0.24209+0.0016756i,-0.1919+0.066125i,-0.099622+0.089253i,-0.034512+0.10463i,-0.0018076+0.078143i,-0.0137+0.039028i,-0.021323+0.025879i,-0.0099118+0.016112i,-0.0062752+0.0089989i,-0.0059085+0.011093i,0.00022778+0.012567i,0.0025267+0.0083576i,0.0014794+0.0052957i,0.00060436+0.0070147i,-0.0014955+0.010896i,-0.0026803+0.015598i,-0.003877+0.019707i,-0.0026151+0.021012i
0.23575-0.043799i,0.15412-0.17571i,-0.11332-0.1823i,-0.23067-0.034578i,-0.091046+0.024168i,0.012083-0.034737i,-0.0053304-0.047436i,-0.0022231-0.031712i,0.013486-0.049781i,0.0092742-0.053114i,0.019285-0.028126i,0.042135-0.015609i,0.049763-0.022365i,0.046272-0.026393i,0.037634-0.028799i,0.014961-0.034714i,-0.0066376-0.031205i,-0.012562-0.01975i,-0.010274-0.0085834i,-0.0073943+0.00013387i,-0.0037906+0.0048239i,0.0039381+0.0020294i,0.010017-0.0085968i
-0.27268-0.18233i,-0.25739-0.068087i,-0.086722+0.045617i,-0.029856+0.0077883i,-0.1626-0.0033503i,-0.25009+0.10672i,-0.20823+0.1622i,-0.14514+0.12907i,-0.098853+0.088209i,-0.071225+0.059153i,-0.051912+0.046303i,-0.024128+0.027382i,-0.015372-0.0014187i,-0.028831-0.0026312i,-0.023587+0.013155i,0.00011782+0.012481i,0.0095563+0.0031322i,0.0016632+0.0040859i,-0.0094199+0.011078i,-0.014668+0.014536i,-0.011315+0.012516i,-0.0060412+0.0085083i,-0.0048962+0.003726i
0.54937+0.12999i,0.64378+0.14658i,0.55944+0.19528i,0.47057+0.16574i,0.37779-0.034627i,0.251-0.20358i,0.17908-0.21399i,0.12738-0.17631i,0.066127-0.11667i,0.051682-0.056157i,0.050198-0.03598i,0.018814-0.012825i,-0.00013678+0.017532i,0.0074411+0.01359i,0.0083191-0.0041342i,0.0012407-0.0029163i,-0.003659+0.0052942i,-0.010619+0.0020011i,-0.015952-0.0059974i,-0.014053-0.012485i,-0.012748-0.019943i,-0.017039-0.024244i,-0.018899-0.017558i
-0.34462+0.14472i,-0.3147+0.18312i,-0.14901+0.12023i,-0.063114+0.070272i,-0.10715+0.1062i,-0.1378+0.14636i,-0.091411+0.13615i,0.00082501+0.095952i,0.058777+0.033535i,0.033948-0.010763i,-0.020406-0.0094591i,-0.039254+0.0068269i,-0.023266+0.014849i,-0.0060607+0.02313i,-0.0021819+0.033766i,-0.0061982+0.041155i,-0.0046843+0.042557i,0.0082377+0.034833i,0.016284+0.017816i,0.0098631+0.0028809i,0.0031214+0.0013788i,0.0038577+0.012419i,0.0095626+0.025941i
0.17681-0.01928i,0.1771-0.1417i,0.065183-0.23733i,-0.022351-0.17236i,0.021177-0.044069i,0.090276-0.036204i,0.068954-0.10054i,0.0044097-0.12188i,-0.031667-0.11582i,-0.035338-0.10418i,-0.013697-0.081944i,0.017742-0.05643i,0.03892-0.04188i,0.038444-0.046609i,0.016209-0.051306i,-0.0065453-0.043018i,-0.017565-0.031863i,-0.021885-0.021423i,-0.020036-0.010556i,-0.013628-0.0068322i,-0.010236-0.0066018i,-0.010563-0.0033864i,-0.010515-0.0035465i
-0.46347-0.038666i,-0.55509+0.2165i,-0.38368+0.45377i,-0.10312+0.41377i,0.065334+0.23796i,0.096204+0.17513i,0.070795+0.19265i,0.026254+0.18182i,-0.0086854+0.15443i,-0.011565+0.13644i,-0.0061857+0.11072i,-0.020565+0.080715i,-0.034109+0.068617i,-0.017327+0.062962i,0.014666+0.040884i,0.034406+0.01123i,0.036052-0.009729i,0.025365-0.016833i,0.012516-0.012184i,0.0047051-0.0051212i,0.0065983-0.0027124i,0.013209-0.0068835i,0.0123-0.010719i
0.37738-0.18504i,0.18852-0.25166i,-0.11654-0.037692i,-0.13229+0.20501i,0.041533+0.10406i,0.055608-0.11074i,-0.014093-0.123i,-0.011799-0.057035i,0.020144-0.018051i,0.059214-0.0020071i,0.079693-0.031663i,0.044968-0.061283i,-0.0012127-0.046638i,-0.014999-0.014389i,-0.010373+0.00053097i,-0.012716-0.0052538i,-0.025504-0.0048089i,-0.03372+0.0052915i,-0.029114+0.0066289i,-0.021052-0.00050391i,-0.01926-0.0044912i,-0.022778-0.0016663i,-0.025945+0.0063287i
0.057289+0.18596i,0.34537+0.17398i,0.49798-0.01513i,0.26074-0.18565i,-0.12284-0.1209i,-0.28592+0.048101i,-0.19311+0.1002i,-0.02123+0.056888i,0.075877-0.0037071i,0.059286-0.029279i,0.0096998+0.0041967i,0.013714+0.040467i,0.045617+0.029127i,0.045135+0.0021029i,0.022344-0.0057695i,0.0072915-0.0013886i,0.0076159-0.0022222i,0.012439-0.01333i,0.01019-0.020462i,0.012719-0.01383i,0.021946-0.0064971i,0.021072-0.0080001i,0.0072958-0.011448i
0.038473+0.29848i,-0.017307+0.35089i,-0.046036+0.27181i,-0.025955+0.18768i,-0.04759+0.13858i,-0.064579+0.070102i,-0.044047+0.009213i,-0.035395-0.0024031i,-0.027165+0.002227i,-0.027147-0.024075i,-0.048095-0.055198i,-0.06178-0.057407i,-0.050011-0.03669i,-0.011586-0.02168i,0.02079-0.022788i,0.025003-0.020614i,0.016363-0.01234i,0.0095954-0.0092325i,0.0058283-0.013047i,-0.0038485-0.012866i,-0.013972+0.0035215i,-0.011224+0.021504i,-0.0017604+0.016182i
-0.56881-0.34973i,-0.71752-0.42436i,-0.7333-0.3423i,-0.66158-0.11212i,-0.41004+0.095117i,-0.10551+0.10139i,-0.011312+0.0092306i,-0.060326+0.014689i,-0.068173+0.098602i,-0.014315+0.15184i,0.040084+0.14011i,0.044426+0.088579i,0.011261+0.052468i,-0.010879+0.055461i,-0.006093+0.060972i,0.0052264+0.044506i,0.0074729+0.023685i,0.0085535+0.015509i,0.014535+0.0077715i,0.014108-0.011206i,0.0032475-0.028765i,-0.01285-0.037287i,-0.027882-0.033317i
0.45881-0.052921i,0.40954-0.044564i,0.19039+0.036594i,0.12603+0.08865i,0.23898-0.011089i,0.30359-0.15972i,0.27287-0.21387i,0.17939-0.19846i,0.068436-0.1272i,0.026631-0.04481i,0.04135-0.031411i,0.041542-0.038019i,0.040215-0.0054202i,0.043224+0.024095i,0.029236+0.029342i,0.0030927+0.027347i,-0.021625+0.027126i,-0.033485+0.03071i,-0.026575+0.03007i,-0.010073+0.022832i,-0.00046876+0.01573i,0.0036094+0.011276i,0.010867+0.00068431i
-0.27706-0.0039449i,-0.23938+0.12037i,-0.066248+0.26397i,0.042611+0.28248i,-0.03706+0.22667i,-0.1519+0.27209i,-0.11711+0.31728i,-0.022418+0.21131i,-0.016258+0.075326i,-0.046767+0.05298i,-0.02753+0.080384i,0.0025992+0.066597i,-0.0050316+0.041419i,-0.020773+0.051529i,-0.0095958+0.074917i,0.0071085+0.067212i,0.008195+0.035138i,0.0044048+0.0064591i,-0.0016727-0.0095029i,-0.0063598-0.014928i,-0.0078182-0.023006i,-0.013655-0.029871i,-0.015872-0.023046i
0.47798+0.21425i,0.49109+0.089561i,0.29671-0.13484i,0.10869-0.24513i,0.037846-0.20519i,0.067578-0.072665i,0.13651+0.071954i,0.1477+0.080065i,0.017373-0.0041049i,-0.14098-0.018615i,-0.16395-0.0036691i,-0.11029-0.035002i,-0.066118-0.048724i,-0.015484-0.0359i,0.033685-0.048747i,0.057309-0.072877i,0.051917-0.072155i,0.03128-0.049645i,0.013202-0.030012i,-0.0032795-0.012592i,-0.0087258+0.013317i,0.0034164+0.025881i,0.013058+0.012763i
-0.59247-0.2199i,-0.48742-0.18318i,-0.18075-0.21243i,-0.071321-0.217i,-0.10836-0.10534i,-0.11766-0.081593i,-0.20138-0.11725i,-0.2634+0.003979i,-0.16249+0.12634i,-0.055098+0.1104i,-0.012388+0.076317i,0.012964+0.079967i,0.019723+0.079732i,0.011432+0.054527i,-0.00077834+0.015214i,-0.0068818-0.015413i,-0.016102-0.0279i,-0.037447-0.015894i,-0.035966+0.0039886i,-0.017092-0.010796i,-0.025399-0.050966i,-0.040311-0.068862i,-0.033399-0.055948i
-0.71292+8.245i,0.35981+8.6001i,4.0581+7.7238i,6.2119+3.5992i,5.4069-0.63072i,2.4931-2.4333i,0.39332-1.4405i,0.14487-0.18794i,0.69244+0.22443i,1.2592-0.069178i,1.065-0.72891i,0.29284-1.0326i,-0.40262-0.98438i,-0.99903-0.92217i,-1.1352-0.65362i,-0.45424-0.055474i,0.31338+0.27353i,0.37559+0.22988i,0.095381+0.25786i,-0.0044329+0.24525i,-0.12758+0.10001i,-0.27921+0.12172i,-0.17148+0.21426i
-0.29156-0.34968i,-0.34335-0.3322i,-0.2298-0.077102i,0.053388+0.1949i,0.35219+0.22259i,0.42431+0.044528i,0.23855-0.15111i,-0.01096-0.22198i,-0.14748-0.13902i,-0.11659-0.030024i,-0.026511-0.012601i,-0.010027-0.042989i,-0.050957-0.037715i,-0.077205-0.0055358i,-0.093737+0.006758i,-0.11565+0.0011657i,-0.10847-0.0047304i,-0.070328-0.0074899i,-0.035128-0.0060169i,-0.017917-0.011982i,-0.020346-0.030105i,-0.033388-0.040544i,-0.035642-0.030507i
0.54728+0.31263i,0.78414+0.18252i,0.76495-0.17359i,0.58096-0.47522i,0.346-0.55678i,0.074817-0.46307i,-0.14293-0.22618i,-0.16899+0.017746i,-0.098837+0.10113i,-0.082173+0.085162i,-0.088745+0.080005i,-0.049611+0.080702i,0.025129+0.040112i,0.051859-0.035439i,0.013299-0.067225i,-0.018905-0.04168i,-0.02433-0.022049i,-0.021524-0.018852i,-0.0095944-0.014941i,0.0034701-0.018361i,0.0047604-0.025243i,0.0070399-0.027352i,0.012775-0.028372i
-0.5683+0.05788i,-0.63145+0.17323i,-0.40709+0.23527i,-0.12763+0.24886i,0.052569+0.31318i,0.1758+0.35107i,0.27199+0.28819i,0.31288+0.20001i,0.28874+0.12184i,0.2324+0.048919i,0.17846-0.017152i,0.11892-0.066276i,0.062241-0.075225i,0.049488-0.063569i,0.052337-0.067633i,0.02912-0.07605i,0.0025088-0.065288i,-0.0053717-0.038499i,-0.0059061-0.00879i,-0.012602+0.019651i,-0.015804+0.041256i,-0.013217+0.046753i,-0.011838+0.040361i
0.039606-0.0057285i,-0.14248-0.080976i,-0.40383-0.14635i,-0.49585-0.21639i,-0.36872-0.36186i,-0.27802-0.48781i,-0.30763-0.41398i,-0.29668-0.19637i,-0.19832-0.020732i,-0.11073+0.037182i,-0.098056+0.031874i,-0.10092+0.030505i,-0.062775+0.016568i,-0.032392-0.029446i,-0.039114-0.066689i,-0.044156-0.069107i,-0.018889-0.050003i,0.0098823-0.029303i,0.015283-0.014208i,0.010302-0.0016716i,0.011442+0.0053106i,0.015155+0.0018296i,0.011127-0.00066907i
0.028514-0.49889i,0.069261-0.45414i,0.19391-0.15506i,0.31108+0.081184i,0.27826+0.11548i,0.097009+0.10235i,-0.058854+0.1156i,-0.091066+0.12841i,-0.035023+0.094804i,0.018602+0.026461i,0.034544-0.0063229i,0.03186-0.0012228i,0.013808+0.0076941i,-0.0090221+0.022038i,-0.0062763+0.027916i,0.011138+0.012344i,0.0099253-0.0088383i,-0.0045645-0.015269i,-0.010185-0.0042531i,-0.0072239+0.0076129i,-0.0066539+0.01153i,-0.0051724+0.017916i,0.0055208+0.025094i
0.3409+0.48131i,0.49175+0.4682i,0.50384+0.15603i,0.36217-0.24101i,0.12823-0.42517i,-0.020006-0.31328i,0.012574-0.11209i,0.065183-0.026588i,0.041457-0.009119i,0.020134+0.0092232i,-0.0012346+0.023019i,-0.022156+0.05968i,0.0029844+0.086017i,0.034907+0.058544i,0.037297+0.024945i,0.034835+0.011232i,0.04025+0.0041922i,0.045065-0.0038663i,0.041028-0.011709i,0.025595-0.011615i,0.010168-0.0088847i,0.0067755-0.012236i,0.013795-0.016135i
-0.19785-0.18389i,-0.34187-0.27754i,-0.44119-0.22709i,-0.37942+0.0015196i,-0.14754+0.22019i,0.052278+0.21629i,0.085594+0.082819i,0.083615+0.0074138i,0.10535-0.028904i,0.087883-0.06304i,0.065344-0.066867i,0.068429-0.0859i,0.042198-0.1286i,-0.0066909-0.12635i,-0.027803-0.082076i,-0.021641-0.044359i,-0.013915-0.021756i,-0.0088788-0.003149i,0.0019246+0.0054409i,0.010566+0.0011473i,0.00667+0.0055832i,-0.0020172+0.022684i,-0.0018712+0.036674i
-0.14654+0.32436i,-0.082624+0.35529i,-0.055999+0.14822i,-0.16311-0.10519i,-0.23711-0.21483i,-0.20705-0.20721i,-0.17075-0.15094i,-0.14992-0.094124i,-0.1319-0.047088i,-0.11127+0.011019i,-0.088512+0.052946i,-0.068767+0.066501i,-0.038374+0.071128i,-0.0049565+0.057242i,0.010172+0.032221i,0.013316+0.018326i,0.018478+0.010004i,0.02227-0.0016797i,0.017506-0.0080409i,0.010797-0.0053594i,0.012212-0.004286i,0.017472-0.013047i,0.012519-0.026739i
0.069727-0.45706i,0.027371-0.32697i,0.11817+0.072566i,0.2757+0.25614i,0.25039+0.12678i,0.11693+0.027999i,0.081667+0.022779i,0.081318+0.016886i,0.076303+0.025538i,0.097864+0.014744i,0.10658-0.015429i,0.084565-0.016575i,0.048867+0.0057364i,0.016954+0.030425i,0.0044008+0.034473i,-4.409e-05+0.017309i,-0.0088772+0.006681i,-0.016306+0.0092373i,-0.012662+0.01234i,-0.0015713+0.0088277i,0.00044378+0.0041394i,-0.008095+0.011751i,-0.01178+0.025166i
0.00036159+0.2019i,-0.015562+0.092566i,-0.11717-0.12034i,-0.23104-0.1529i,-0.20757+0.0069221i,-0.068254+0.077829i,0.01241+0.0050004i,-0.0022608-0.053758i,-0.025475-0.058296i,-0.032214-0.053791i,-0.054658-0.050614i,-0.078859-0.030743i,-0.068638+0.0032028i,-0.036821+0.027757i,-0.014358+0.042127i,-0.00090149+0.051482i,0.010468+0.044419i,0.013988+0.024283i,0.0092311+0.0081354i,0.0038789-0.00055232i,0.002174-0.0086261i,0.0051233-0.017474i,0.0056705-0.01982i
0.35388-0.12547i,0.40304-0.32762i,0.25248-0.44529i,0.12172-0.3395i,0.14647-0.15997i,0.13979-0.078698i,0.040611-0.020414i,0.01044+0.049806i,0.039378+0.043554i,0.032971+0.0033402i,0.033476-0.0055527i,0.056265-0.022047i,0.045476-0.055188i,0.010591-0.065937i,-0.0047076-0.053958i,-0.0024575-0.045904i,-0.0050527-0.040063i,-0.012769-0.025227i,-0.015759-0.010289i,-0.013766-0.0031785i,-0.011445+0.00067601i,-0.010294+0.0039594i,-0.0051209+0.0067165i
-0.523+0.42661i,-0.52161+0.77325i,-0.25627+0.85173i,-0.027189+0.58625i,0.0095569+0.2708i,0.010127+0.12511i,0.06127+0.092547i,0.0739+0.055093i,0.026554+0.020488i,-0.018129+0.022403i,-0.047982+0.028085i,-0.073203+0.033406i,-0.061748+0.048425i,-0.021061+0.034904i,-0.007601-0.0019432i,-0.023035-0.01201i,-0.025501-0.0045275i,-0.0087811-0.0033766i,0.0023499+0.00041032i,0.00086891+0.0068291i,-0.0010661+0.0057652i,-0.00061758-0.0038813i,-4.2906e-05-0.012957i
0.17335-0.38789i,0.097828-0.49162i,0.038947-0.33243i,0.10839-0.15167i,0.15676-0.16589i,0.081856-0.19507i,0.012189-0.12428i,0.0032213-0.034873i,0.0092596+0.041114i,0.032785+0.08023i,0.059193+0.075629i,0.072646+0.054112i,0.065642+0.014162i,0.0315-0.012388i,0.0056106-0.0022425i,0.0072815+0.0075541i,0.0070903+0.0044238i,-0.0091735+0.0038478i,-0.018831+0.010876i,-0.0094823+0.017886i,-0.0014468+0.023075i,-0.0061094+0.034949i,-0.011704+0.045575i
-0.046767-0.15652i,0.0037068-0.29345i,0.0076396-0.48888i,-0.13503-0.53166i,-0.25037-0.27324i,-0.17377-0.012398i,-0.067792+0.0076803i,-0.046625-0.057462i,-0.03036-0.081582i,-0.01045-0.088082i,-0.0089884-0.086919i,-0.0083302-0.082506i,-0.01077-0.066857i,-0.015003-0.038304i,-0.010049-0.016456i,0.002555-0.0082013i,0.013967-0.0064103i,0.022539-0.000563i,0.029456+0.0012364i,0.025474-0.0077575i,0.012853-0.017394i,0.0084837-0.024457i,0.010967-0.02419i
0.42472+0.32631i,0.47517+0.30258i,0.29112+0.23164i,0.18502+0.19321i,0.24794+0.071077i,0.20285-0.065041i,0.057464-0.04276i,0.010332+0.025304i,0.020461+0.028056i,0.014388+0.031393i,0.022041+0.05896i,0.037066+0.074935i,0.035226+0.062289i,0.019586+0.029543i,0.0078737+0.0031391i,0.0089894-0.0050336i,0.013242-0.0035981i,0.015539-0.0097863i,0.009952-0.022443i,-0.0025818-0.019462i,-0.0043794-0.00098906i,0.0057604+0.0098139i,0.017522+0.006589i
-0.56681+0.037941i,-0.71617+0.31691i,-0.56163+0.54392i,-0.34559+0.49566i,-0.2829+0.32231i,-0.22771+0.21371i,-0.10764+0.13972i,-0.02342+0.087672i,0.022523+0.060158i,0.041536+0.0055939i,-0.001463-0.057214i,-0.065059-0.066925i,-0.079659-0.031526i,-0.054529+0.0021621i,-0.040358+0.017061i,-0.044329+0.026333i,-0.039486+0.026906i,-0.028888+0.019196i,-0.024152+0.020551i,-0.0095856+0.02337i,0.0052602+0.0095665i,-0.0017616-0.01003i,-0.019911-0.013245i
0.22105-0.08017i,0.40984-0.3551i,0.48561-0.59675i,0.378-0.56727i,0.23087-0.36507i,0.13377-0.20564i,0.042451-0.12426i,-0.025375-0.061064i,-0.050368-0.017751i,-0.058174+0.0099755i,-0.046093+0.049719i,-0.0050841+0.071757i,0.026905+0.044989i,0.031552+0.015262i,0.038287+0.005524i,0.045369-0.015064i,0.032219-0.035433i,0.012367-0.031062i,0.0072859-0.015481i,0.0099948-0.005745i,0.0055146+0.0051469i,0.0022943+0.021472i,0.0036797+0.024855i
-0.010493-0.33614i,-0.14363-0.24714i,-0.24133-0.056322i,-0.23496+0.034377i,-0.17216+0.088164i,-0.070217+0.13763i,0.037652+0.10117i,0.057566+0.017262i,0.027626-0.022122i,0.03174-0.030592i,0.055936-0.05047i,0.059809-0.071993i,0.035185-0.062185i,0.0091619-0.035527i,-0.009211-0.020283i,-0.024244-0.0043963i,-0.025439+0.012194i,-0.014918+0.015193i,-0.0063865+0.0033768i,-0.0069652-0.012495i,-0.0086521-0.021098i,-0.0019508-0.026631i,0.0052586-0.023785i
0.1239+0.44028i,0.11258+0.45904i,0.01345+0.4027i,0.042987+0.35365i,0.2159+0.1788i,0.26173-0.033321i,0.15855-0.077349i,0.090385-0.028436i,0.053249-0.010543i,-0.0011677+0.0078454i,-0.04423+0.03827i,-0.066065+0.055863i,-0.057364+0.048797i,-0.031758+0.020497i,-0.010371+0.0061857i,0.018214+0.015445i,0.042567+0.021843i,0.040917+0.01512i,0.021179+0.0079411i,0.0047215+0.011318i,0.00053705+0.017572i,0.0033366+0.018692i,0.010734+0.014236i
-0.031071-0.16703i,0.016921-0.20881i,0.093075-0.25006i,0.037599-0.27828i,-0.15932-0.19196i,-0.27067-0.025932i,-0.19379+0.049536i,-0.07913+0.035288i,-0.0097745+0.027493i,0.031392+0.01547i,0.045005-0.018771i,0.043188-0.042988i,0.032894-0.039719i,0.012847-0.02033i,-0.013317-0.010047i,-0.044561-0.015265i,-0.058426-0.018879i,-0.045959-0.015183i,-0.02444-0.0076555i,-0.0059309-0.0027809i,-0.00039716-0.0062712i,-0.0088159-0.013218i,-0.021955-0.016869i
-0.17756+0.10527i,-0.025929+0.094836i,0.19229-0.021507i,0.24353-0.077972i,0.19584+0.0038309i,0.16526+0.046177i,0.072854+0.018388i,-0.019696+0.015147i,-0.033601+0.0017164i,-0.031305-0.01965i,-0.030647-0.0012752i,-0.01241+0.021451i,0.0075657+0.015463i,0.015221+0.0014487i,0.019738-0.0011682i,0.033348+0.0039068i,0.042504+0.004699i,0.036776+0.0010895i,0.024671-0.00025373i,0.011322+0.0028092i,-0.00090393+0.010297i,-0.0044408+0.023218i,0.0038975+0.034316i
0.086694-0.22215i,-0.2383-0.14895i,-0.58704+0.10595i,-0.56572+0.22337i,-0.32608+0.068671i,-0.19015-0.068311i,-0.1152-0.055125i,-0.065594-0.031589i,-0.064918-0.009402i,-0.039485+0.020787i,0.009525+0.0083683i,0.019786-0.016922i,-0.0038795-0.012896i,-0.023576+0.001424i,-0.027048+0.0029251i,-0.026691-0.013025i,-0.030175-0.028121i,-0.031859-0.021914i,-0.025404-0.0065009i,-0.013297+0.0011257i,0.00079865+0.0030911i,0.014609-0.0028331i,0.019147-0.012686i
0.04458+0.051762i,0.21744-0.0028757i,0.38076-0.094145i,0.37208-0.11796i,0.26739-0.064836i,0.17001-0.044239i,0.071958-0.055149i,0.017152-0.018786i,0.029662+0.019193i,0.028504+0.014637i,-0.019517+0.010878i,-0.055133+0.024916i,-0.038806+0.029529i,-0.0033296+0.016078i,0.01492+0.0089971i,0.019999+0.026213i,0.02211+0.046139i,0.021994+0.039705i,0.014891+0.018461i,0.005131+0.0076122i,5.7532e-05+0.0025529i,-0.007016-0.0039063i,-0.014926-0.0041745i
0.20291+0.19604i,0.31194+0.11244i,0.31673-0.085318i,0.20987-0.20587i,0.033892-0.18234i,-0.096483-0.075386i,-0.095033+0.030342i,-0.0041441+0.051914i,0.055449+0.00061629i,0.051463-0.031316i,0.051025-0.015785i,0.072213-0.0070888i,0.07177-0.025831i,0.040652-0.038971i,0.0083663-0.03884i,-0.0089943-0.042556i,-0.0088967-0.047098i,0.00083084-0.042897i,0.0084165-0.030913i,0.011879-0.016046i,0.012242-0.0033192i,0.011716+0.0036858i,0.012939+0.0016216i
-0.386-0.09274i,-0.49183+0.07536i,-0.45364+0.26264i,-0.3286+0.32208i,-0.1407+0.29248i,0.037329+0.20499i,0.094132+0.077806i,0.042993+0.0081887i,-0.0042099+0.014371i,-0.012781+0.01736i,-0.022827-0.0038525i,-0.040868-0.01377i,-0.047794-0.0020587i,-0.035839+0.012929i,-0.017851+0.024192i,-0.0088139+0.035266i,-0.0076732+0.040479i,-0.0059014+0.039255i,0.0026531+0.030675i,0.01057+0.0087454i,0.0071247-0.01241i,-0.0034328-0.01442i,-0.011087-0.00072431i
0.018141-0.081103i,-0.11137-0.15445i,-0.20453-0.17636i,-0.1511-0.19163i,-0.061107-0.26112i,-0.027311-0.29607i,-0.019543-0.23496i,-0.030976-0.14001i,-0.038973-0.048902i,-0.0074918+0.0099318i,0.024452+0.021855i,0.024486+0.021388i,0.018096+0.025394i,0.019767+0.019088i,0.021946-0.0030035i,0.022423-0.02826i,0.023013-0.03783i,0.018051-0.032264i,0.00093149-0.02351i,-0.0194-0.0074837i,-0.025242+0.01285i,-0.01336+0.019686i,0.00047701+0.0097891i
0.38941-0.14646i,0.61013-0.21926i,0.65962-0.21398i,0.47103-0.13093i,0.19427+0.0062425i,0.040325+0.11436i,0.023585+0.10936i,0.036185+0.034966i,0.020104-0.031694i,-0.016944-0.052921i,-0.040894-0.038968i,-0.033737-0.023456i,-0.013934-0.014802i,-0.0046601-0.0054604i,-0.0084232+0.013536i,-0.011019+0.035307i,-0.010802+0.036408i,-0.013477+0.019428i,-0.015236+0.0069111i,-0.0091005+0.004543i,0.0040451+0.00045772i,0.011232-0.011147i,0.010262-0.017428i
