-0.0020266-5.0024e-06i,-0.0015891+9.0534e-06i,-0.0014525+0.00017302i,-0.00019872+0.0016759i,0.00079881+0.0027981i,0.00021625+0.0026738i,-0.00034376+0.0018061i,0.00011643+0.00066656i,0.00018314+0.00052541i,0.00030046+0.00034821i,0.0016284-0.00067338i,0.0018648-0.0015456i,0.0011319-0.0017065i,0.00078508-0.0014925i,0.00054593-0.001568i,7.9998e-05-0.0011454i,-0.00036924-0.00040205i,-0.00068554+0.00022777i,-0.00061905-7.3402e-06i,-0.00053775-0.0002637i,-0.00077656+0.00034102i,-0.0010166+0.0006732i,-0.00099474-0.00023324i
0.0016218+0.0045693i,0.012118+0.005669i,0.048947+0.0089677i,0.091022+0.019519i,0.08948+0.029658i,0.047613+0.014404i,0.011678-0.019279i,0.00071289-0.038952i,0.0010465-0.037941i,0.001496-0.026366i,-0.0010216-0.016117i,-0.0047183-0.012696i,-0.0064673-0.013149i,-0.0042045-0.011035i,-0.0006745-0.0060492i,0.0004274-0.0038176i,0.00083492-0.0046564i,0.0010786-0.0057641i,0.0003828-0.0044081i,-0.00016227-0.0021162i,-0.00040435-0.0019672i,-0.00044068-0.0027109i,-0.00022625-0.0029111i
-0.010718+3.0993e-05i,-0.030185+0.0084325i,-0.065865+0.018284i,-0.093044+0.0058032i,-0.067348-0.025504i,-0.011486-0.028577i,0.012463+2.3114e-06i,0.0035943+0.023211i,-0.0057826+0.026902i,-0.0047772+0.017029i,0.00031583+0.0061404i,0.0038251+0.00064996i,0.0048117-0.0026501i,0.0037673-0.005293i,0.0017127-0.0058919i,-0.00037069-0.0039127i,-0.0016626-0.0014735i,-0.0024841-0.00088512i,-0.0035769-0.0011304i,-0.0031078-0.00080203i,-0.0017499+0.00051201i,-0.0011225+0.0022639i,-3.6775e-05+0.0028319i
0.0028029-0.011292i,0.0092405-0.024595i,0.017974-0.032547i,0.026642-0.012643i,0.017948+0.026267i,-0.0035848+0.038596i,-0.0077023+0.021244i,0.0020111+0.0028107i,0.0094124-0.0032119i,0.010001+0.001181i,0.0084423+0.0039266i,0.0094283+0.003138i,0.010369+0.0035668i,0.0081763+0.0053539i,0.0045572+0.0055565i,0.003297+0.0036294i,0.0030704+0.0018577i,0.0027649+0.0011103i,0.0023892+0.00010065i,0.0026896-0.00072819i,0.002911-0.00048367i,0.0019731+0.00078124i,0.00035464+0.0020965i
0.0026577+0.0072139i,0.0099174+0.008377i,0.017231-0.0054604i,0.019635-0.030605i,0.015241-0.043672i,0.0013521-0.032294i,-0.019592-0.016979i,-0.032254-0.011536i,-0.030011-0.0079544i,-0.019951-0.0055275i,-0.01236-0.0039492i,-0.0092906+0.00019858i,-0.0076728+0.00037056i,-0.0061833-0.0052692i,-0.003396-0.0072367i,-0.0016164-0.0040678i,-0.0020351-0.00046503i,-0.0028547+0.0013222i,-0.0023648+0.0012083i,-0.0012124+0.00061694i,-0.0011764+0.0004149i,-0.001831+3.4698e-05i,-0.0022928-0.0017438i
-0.0039147+0.0047858i,7.9087e-05+0.019792i,0.0064912+0.048747i,0.0019139+0.071242i,-0.010677+0.055834i,-0.0031248+0.015561i,0.018944-0.008298i,0.027948-0.0088646i,0.022606-0.0028931i,0.014005-0.00080361i,0.0075925-0.0024837i,0.0055073-0.003534i,0.0057621-0.0045134i,0.0059163-0.0045017i,0.0042789-0.0010289i,0.0018095+0.0019604i,0.0011389+0.0010832i,0.0010239+8.159e-05i,0.00016152+0.00058718i,-0.0005079-0.0001816i,-0.00038146-0.0017697i,0.00073261-0.0022278i,0.0020763-0.0020131i
-0.0055669-0.00073558i,-0.017681-0.0070957i,-0.030406-0.021408i,-0.023063-0.036376i,0.0054661-0.026813i,0.016683-0.0015565i,0.0041416+0.0072384i,-0.009192+0.00037404i,-0.01248-0.0053739i,-0.0065751-0.0045138i,-0.00070925-0.0011555i,0.0024+0.00058128i,0.006886+0.0021381i,0.011542+0.0024002i,0.01161+0.00029623i,0.0085088-0.0024495i,0.0061889-0.0030151i,0.0048243-0.0018241i,0.0041506-0.0012125i,0.003125-0.0019041i,0.0016849-0.003168i,0.00013199-0.0030324i,-0.00062361-0.001497i
0.0032655-0.00073385i,0.0078012-0.0058306i,0.0090716-0.0092478i,0.00084916-0.0052536i,-0.013455-0.00085786i,-0.017246+0.0008459i,-0.0090975+0.0058924i,-0.0014254+0.01162i,0.00087637+0.012651i,-0.00045466+0.010565i,-0.0019149+0.0080273i,-0.0015788+0.0081194i,-0.0021412+0.0094515i,-0.004493+0.0079823i,-0.0058704+0.0048649i,-0.0050828+0.0032344i,-0.0026453+0.0024407i,-0.0018325+0.0014004i,-0.0025992+0.000806i,-0.001846+0.0012859i,-0.0002726+0.0022157i,-0.00024168+0.0029801i,-0.0014445+0.0024203i
0.0028289+0.0037192i,0.011296+0.0028909i,0.027875+0.0021177i,0.041291+0.0049595i,0.034469+0.0064166i,0.015313-0.0020492i,0.0061986-0.015196i,0.0069468-0.020871i,0.0079036-0.017684i,0.0059738-0.012325i,0.0018103-0.0085173i,-0.0027218-0.0059312i,-0.0056973-0.003781i,-0.0046066-0.00094755i,-0.00064744+0.0011921i,0.0016944+0.0013657i,0.00015543+0.00090615i,-0.0019023+0.00090337i,-0.0018109+0.0017899i,-0.0014728+0.0019422i,-0.0011591+0.0009411i,-0.00041869+0.00047778i,0.00018231-0.00035922i
5.1946e-05+0.0045668i,-0.0039379+0.014062i,-0.016544+0.02434i,-0.031915+0.021169i,-0.026687+0.0039844i,-0.0028615+0.00058099i,0.011622+0.012492i,0.010956+0.019298i,0.0059302+0.016331i,0.0033578+0.0082583i,0.0029029+0.0018772i,0.0020693-0.0015678i,0.00082654-0.005047i,-0.00018359-0.0077798i,-0.0016267-0.0075041i,-0.003737-0.005955i,-0.0026077-0.0053819i,0.00034597-0.0058161i,0.00074573-0.0040778i,-3.198e-05-0.001006i,-0.000966-0.00044967i,-0.0004263-0.0010742i,0.0014397-0.00044215i
-0.00055704-0.0034353i,-0.0018469-0.0098515i,-0.0018805-0.018473i,0.0042336-0.016698i,0.0072856+0.0013815i,0.0012314+0.014656i,-0.0017865+0.014272i,-2.2605e-05+0.0089113i,0.0028792+0.004505i,0.0042882+0.0035616i,0.0033765+0.0026054i,0.0025435+0.0011482i,0.0015468+0.0029731i,0.00063364+0.0061637i,0.0018812+0.007933i,0.0048308+0.0078232i,0.0060465+0.0066352i,0.0044572+0.0054606i,0.0030466+0.0038659i,0.0030561+0.0014551i,0.0025753-0.0013909i,0.0011853-0.0022551i,-0.00091156-0.00073548i
0.0021234+0.0012107i,0.006558-0.00087063i,0.010293-0.0060889i,0.010054-0.013008i,0.0042098-0.014315i,-0.0069723-0.0080488i,-0.018264-0.0014063i,-0.022414+0.0032878i,-0.0183+0.0065139i,-0.01055+0.0050804i,-0.0052179+0.0018872i,-0.0048477+0.00089016i,-0.0056954-0.00042787i,-0.0045022-0.0029383i,-0.0028647-0.004807i,-0.0032114-0.0049016i,-0.0042041-0.0023079i,-0.0021524+0.00019679i,-0.00025025-0.0010279i,-0.00063063-0.0023384i,-0.00072879-0.00058499i,-0.00083761+0.00058625i,-0.0016702+0.00020706i
0.0014863-0.0028928i,0.00374+0.0022252i,0.0068777+0.01441i,0.0050426+0.026719i,-0.00073805+0.023304i,-0.00083795+0.0077468i,0.0022794-0.0012941i,0.0035165-0.0007529i,0.002961+0.002714i,0.0023956+0.0044853i,0.002827+0.0021679i,0.0028999-0.0020004i,0.001348-0.004894i,-0.00096033-0.0044415i,-0.0023702-0.00072776i,-0.002313+0.0023418i,-0.0026174+0.0011443i,-0.0033186-0.0022193i,-0.002318-0.0026356i,-0.00087626-0.00074457i,-0.00091636-2.9854e-05i,-0.0012283-0.00058845i,-0.0010615-0.0016223i
-0.0029432+0.0020418i,-0.0084475+0.0021174i,-0.016192-0.0018239i,-0.016179-0.010605i,-0.0045775-0.013159i,0.0017179-0.0049892i,-0.0031704+0.0011262i,-0.010243+0.0011628i,-0.010048+6.8232e-05i,-0.0043332+0.0015043i,-0.00046358+0.0035825i,0.0036911+0.0034925i,0.0085429+0.0015043i,0.010886-0.00084977i,0.0088299-0.0037947i,0.006152-0.006438i,0.0055332-0.005897i,0.0045683-0.0041859i,0.0019862-0.0033676i,-0.00058103-0.0026684i,-0.00063775-0.0011235i,0.00071422+0.00052005i,0.0011564+0.0019492i
5.333e-06-0.0047592i,-0.00029673-0.0093977i,0.00080793-0.012948i,0.00091098-0.0088163i,-0.0035567-0.0011353i,-0.0062197+0.0015243i,-0.0041984-0.0012574i,-0.0025826-0.0039317i,-0.0028725-0.0022942i,-0.0042855+0.00020151i,-0.0039672+0.00131i,-0.0013383+0.0026246i,4.4205e-07+0.0035107i,-0.0011662+0.00352i,-0.0026612+0.0039935i,-0.0038268+0.0057789i,-0.0042755+0.0073676i,-0.0031724+0.0066842i,-0.0012721+0.005105i,0.00088436+0.0039752i,0.0028938+0.002899i,0.0037295+0.00067854i,0.002358-0.00093515i
0.0021403+0.00089895i,0.0071347+0.00080692i,0.013942+0.0012827i,0.017201+0.0018912i,0.011634+0.00071521i,0.0037967-0.0037804i,0.00047237-0.0098607i,-0.00099752-0.013346i,-0.0012426-0.013353i,-0.0019745-0.01114i,-0.0040513-0.0072921i,-0.0051609-0.0037599i,-0.0047521-0.00066415i,-0.0022061+0.0012134i,0.0016366+0.00099045i,0.0034084-0.0014836i,0.0012465-0.0039319i,-0.00028415-0.0037497i,0.0011829-0.0031537i,0.0017749-0.0031928i,7.8467e-05-0.0020112i,-0.001625-0.00064898i,-0.0020282-0.00083099i
0.0025622+0.0039355i,0.0014527+0.0091057i,-0.0022799+0.013529i,-0.0077718+0.010013i,-0.0070193+0.00055183i,0.0013633-0.0033592i,0.0074645-0.00089315i,0.0075987+0.0013736i,0.004735+0.00054823i,0.0029716-0.0027005i,0.0024093-0.0044997i,0.0023017-0.0036624i,0.0027777-0.0040411i,0.0024422-0.00615i,0.00043755-0.0059325i,-0.00073063-0.0049175i,-0.00029734-0.0044765i,-0.00032372-0.0030546i,-0.0006817-0.00079786i,-0.0013771+0.00029308i,-0.0013892-9.2469e-05i,-0.0004566-0.00011836i,0.00081987+0.00016205i
-0.0034082-0.0019185i,-0.0079574-0.0044692i,-0.010209-0.0076898i,-0.0044803-0.00643i,0.003853+0.002419i,0.0048437+0.0087262i,0.0033768+0.0075336i,0.0040835+0.003115i,0.0047403+0.0010246i,0.0046735+0.0014465i,0.0028757+0.0016037i,0.0016216+0.0018237i,0.0026805+0.0037831i,0.0035492+0.0062427i,0.0051999+0.0064858i,0.0077062+0.0044361i,0.0092072+0.003138i,0.0086789+0.0030456i,0.0070624+0.0014594i,0.0053025-0.00021509i,0.0028133-0.0020516i,0.00027381-0.0026586i,-0.0010838-0.0017882i
0.0017613+0.00045105i,0.003354-0.0032801i,0.0054584-0.0066238i,0.0045211-0.0059468i,0.00066772-0.0031418i,-0.0017863-0.00034188i,-0.0020579+0.0028134i,-0.0015381+0.0054554i,-0.00052499+0.0060008i,0.0023571+0.0041242i,0.0038827+0.0020677i,0.0015143+0.0022409i,0.00028956+0.0023069i,-3.337e-05+0.00084374i,-0.0018514-0.00052344i,-0.0045984-0.0001561i,-0.0072363+0.001022i,-0.008824+0.00044137i,-0.0081767-0.00060914i,-0.0056266+0.00013163i,-0.0024704+0.0019088i,-0.00020496+0.0030094i,5.5379e-05+0.0024863i
0.0056524+0.0013878i,0.01033+0.00057651i,0.014395+0.0020109i,0.012019+0.004349i,0.0041427+0.0038269i,0.00021005+0.0021585i,0.0013848+0.0018889i,0.0022015+0.0024827i,0.0031908+0.003289i,0.003757+0.0032822i,0.0023524+0.0012399i,-0.00087891-0.0017146i,-0.0038843-0.0021888i,-0.00578+0.00022724i,-0.0048267+0.0019871i,-0.001351+0.0023169i,0.0012951+0.0023607i,0.0013044+0.0018459i,0.001068+0.0014803i,0.0021437+0.0015934i,0.0025867+0.00053203i,0.0030211-0.0011693i,0.0026841-0.0023288i
-0.0015393+0.0026644i,-0.002446+0.0067761i,-0.0049328+0.0096674i,-0.0050686+0.0059452i,-0.00033415+0.0009214i,0.0032817+0.0026373i,0.0022233+0.0065828i,-0.001081+0.0075653i,-0.0031008+0.0067858i,-0.0011768+0.0067762i,0.0021977+0.0063104i,0.0038114+0.0034291i,0.0049072-9.8221e-05i,0.0058946-0.0014463i,0.004882-0.0015292i,0.0033594-0.0022009i,0.002761-0.0041715i,0.0018492-0.004834i,0.00040736-0.0037121i,-0.00103-0.0027845i,-0.00092823-0.0023496i,-0.00067157-0.0011195i,-0.00073756-4.4682e-05i
-0.0015626-0.0002406i,-0.0017342-0.0036741i,-0.0034268-0.0061448i,-0.0035169-0.0046048i,-0.0037143-0.00023392i,-0.005304+0.002768i,-0.0064194+0.0035201i,-0.0053724+0.002646i,-0.0047396+0.0024011i,-0.0058137+0.0026952i,-0.0060254+0.0027945i,-0.0048822+0.0029594i,-0.0034553+0.0024678i,-0.0030309+0.0014889i,-0.0024593+0.001419i,-0.0010383+0.0040269i,0.00065604+0.0072242i,0.0011012+0.0079888i,0.00045808+0.0061003i,0.00013998+0.0033877i,0.00085874+0.0024228i,0.0016507+0.0019281i,0.0011193+0.00098928i
0.0021017+0.00028717i,0.0030184-0.00073153i,0.0043103-0.003177i,0.0051585-0.0035129i,0.0030329-0.0021298i,-0.0025484-0.00079303i,-0.0068223+0.00016106i,-0.0073617-5.5374e-05i,-0.0076432-0.0011694i,-0.0079647-0.0023855i,-0.0072032-0.0023826i,-0.0053572-0.00074921i,-0.0028331+0.0013192i,-0.00063146+0.001331i,0.00090252-0.00024552i,0.00020253-0.0022336i,-0.0018353-0.0045909i,-0.0022373-0.0057206i,-0.0016739-0.004844i,-0.0017563-0.0035304i,-0.0017439-0.0020339i,-0.0008038-0.00022116i,-0.0012375-0.00024591i
0.0022334-0.0019081i,0.001713-0.00072472i,0.0014149+0.0016777i,-0.00023818+0.0045758i,-0.0017142+0.0030522i,-0.00021295-0.00092623i,0.0004636-0.0018878i,-0.00083005-0.00073401i,-0.0015917-0.0009457i,-0.00045514-0.0027677i,0.00064373-0.0049912i,0.00083238-0.0064894i,0.0010306-0.0070579i,0.00079549-0.0055131i,1.7248e-05-0.002474i,0.00013934-0.0015883i,-0.00075372-0.0023025i,-0.0020525-0.0021212i,-0.0011149-0.00036411i,-0.00023746+6.3782e-05i,-0.00032245-0.00086903i,-0.00021602-0.00013116i,-2.8801e-05+0.001249i
0.002768-0.001116i,0.0023128-0.00079805i,0.00057029-0.0024072i,-0.0015315-0.0037146i,-0.0017227-0.0010265i,-0.00076749+0.001026i,-0.0016509-0.0017295i,-0.0026467-0.0035281i,-7.8862e-05-0.0030439i,0.0032501-0.0019131i,0.0047867+0.00020456i,0.0046747+0.0014843i,0.0040541+0.0018456i,0.0020883+0.0036219i,0.00052685+0.0042348i,0.0018255+0.0029799i,0.0047443+0.0020305i,0.0060104+0.0011442i,0.0044106+0.00046005i,0.0024629-0.00010371i,0.0017402-0.00076782i,0.0010743-0.0017552i,0.00075725-0.0021623i
-0.003401-0.0017468i,-0.0044375-0.0013545i,-0.0042104-0.0016808i,-0.002764-0.0017885i,-0.00027805-0.0023654i,0.00091678-0.0026106i,0.00058521-0.0031882i,0.00022532-0.0032031i,8.0729e-05-0.0016561i,0.0014814-3.407e-05i,0.0027402+0.00044981i,0.0037439+0.0010152i,0.0043342+0.0012908i,0.0043734-0.00068133i,0.0031898-0.0018678i,0.00058329-0.00084762i,-0.002686+0.00019806i,-0.0041081+0.0013159i,-0.0030818+0.0016236i,-0.0013483+0.00060309i,-0.0011231-0.00012536i,-0.00085561-0.00027722i,-0.00045342-0.00034854i
0.00067735-0.00056285i,0.003052-0.0012773i,0.0045291-0.00069804i,0.0035678+0.0015467i,0.0011617+0.0032232i,0.00091883+0.0024014i,0.0031778-0.00016527i,0.0033807-0.0031481i,0.0016677-0.0031986i,0.0013693-0.0010221i,0.0010155-0.00027087i,-0.0014246+0.0007511i,-0.0030894+0.0027678i,-0.0024776+0.0027342i,-0.00032538+0.0010745i,0.0017357-0.00024341i,0.0019202-0.00078034i,0.0017654-0.00027732i,0.002006+0.00067112i,0.0014662-9.7971e-05i,0.00067678-0.0011102i,0.00094655-0.0010795i,0.0014575-0.0012498i
-0.0013415+0.001022i,-0.002526+0.0029422i,-0.002424+0.0034961i,-0.0014944+0.0020876i,0.00066442+0.0006941i,0.0042613+0.0019294i,0.0061393+0.0022106i,0.0045222+0.00063809i,0.0015802+0.00089375i,0.00022781+0.0030513i,0.0010559+0.0032069i,0.0015169+0.001425i,0.0019375-0.00036405i,0.0030569-0.00058835i,0.0032645+0.00024943i,0.0030837-9.2874e-05i,0.0038439-0.0023098i,0.0032578-0.0037464i,0.0016929-0.0025657i,0.00065916-0.001061i,0.00052804-0.0010341i,0.00068976-0.0011493i,0.00024496-0.0009359i
-0.00012687+0.00041585i,4.4442e-05-0.0012941i,0.0018134-0.0022424i,0.0020739-0.0020908i,0.00059632-0.00051286i,0.00093999+0.0020077i,0.0034266+0.0032588i,0.0036841+0.0031055i,0.0015105+0.0027359i,-1.7663e-05+0.0031338i,-0.00075556+0.0035658i,-0.0010811+0.0027919i,-0.0020393+0.00085212i,-0.0030085-0.00010374i,-0.0037375+0.00060819i,-0.0040056+0.0024347i,-0.0035038+0.0035867i,-0.0025218+0.0025128i,-0.0019067+0.0014507i,-0.00079403+0.0016402i,0.0007897+0.0020522i,-7.6241e-05+0.0019586i,-0.0011585+0.0020668i
-0.001017+0.0012603i,0.0016286+0.0035206i,0.0030785+0.0045133i,0.0039777+0.0043314i,0.0048541+0.0043645i,0.0022595+0.0043068i,-0.0012884+0.0057118i,-0.0018851+0.0066903i,-0.0015741+0.0037592i,-0.0033665+0.0008111i,-0.0049147+0.000428i,-0.003033+0.0007275i,-0.00037362+0.0011612i,0.0012662+0.00018445i,0.0024036-0.0011007i,0.0019444-0.00062476i,0.00035058+0.00018281i,-0.00096796-0.00039839i,-0.00090002-0.0013439i,-0.00051796-0.00083509i,-0.00014814-0.0006011i,0.00059066-0.00085523i,0.00053805-0.0012812i
-0.0040683-0.0020443i,-0.0052773-0.0014692i,-0.004294+0.00049755i,-0.0019029+0.0020174i,-0.00071279+0.0013795i,-0.00056239+0.0011086i,-0.00099165+0.0029709i,-0.001464+0.0045808i,-0.0012033+0.0034424i,-0.00076306-0.00038897i,-0.0014347-0.0042539i,-0.0038455-0.0053252i,-0.004622-0.0047723i,-0.0029531-0.0034629i,-0.0011243-0.0015867i,-0.0003439-0.0012291i,-0.0010218-0.0017438i,-0.0012166-0.0018076i,-0.0011963-0.001135i,-0.0011709-0.00056811i,-0.0011567+0.00044325i,-0.00083434+0.0014596i,0.0002714+0.0015094i
0.0016935+0.0037462i,0.0040573+0.0041073i,0.0058289+0.003531i,0.0040957+0.0022324i,0.00068525+0.0021597i,-0.0021316+0.0033692i,-0.0050051+0.0044272i,-0.0059587+0.0038905i,-0.003076+0.0021607i,0.0014986-0.00010296i,0.0044583-0.0020689i,0.0049392-0.0032314i,0.0029869-0.0028843i,0.0015217-0.0014819i,0.0020375-1.7198e-05i,0.0023506+0.0016465i,0.0022031+0.0039239i,0.002137+0.0043474i,0.0013223+0.0032588i,0.00062495+0.0014956i,0.0017863+0.00023081i,0.0029404+0.00038632i,0.0023816-0.00013487i
-0.0022873-0.00041097i,-0.0044601+0.0014467i,-0.0041664+0.0039314i,-0.0015436+0.0036278i,0.0014692+0.0014735i,0.00068579-0.00052575i,-0.0021202-0.0018697i,-0.0042202-0.00073535i,-0.0035454+0.0011309i,-0.00061425+0.0019958i,0.00094144+0.0015969i,0.0022532+0.00066951i,0.0034122-0.0013884i,0.0034949-0.0031167i,0.0011578-0.003686i,-0.0018171-0.0043041i,-0.0019423-0.0039359i,-0.00041718-0.0032059i,7.9422e-05-0.0029534i,-0.00036935-0.002353i,-0.00062704-0.0013241i,-0.0013852-0.00081195i,-0.0016915-0.0011885i
-0.00064207+0.000301i,0.00029393-0.0015324i,-0.00029334-0.0051036i,-0.001667-0.0040709i,-0.00065878-0.00016199i,0.00028882+0.00049375i,-0.0018415-0.0017994i,-0.0037202-0.003264i,-0.0030002-0.0017721i,-0.00097847+0.0010732i,0.0007272+0.0035856i,0.00073719+0.0045984i,0.00092283+0.0037589i,0.0017231+0.0023891i,0.0025358+0.0017584i,0.0028301+0.001017i,0.0013172+0.00084843i,-0.0001164+0.0010664i,-0.00014668+0.0012109i,0.00027183+0.0011791i,0.00067171+0.0007909i,0.00094489+7.709e-05i,0.0014554+0.00034839i
0.00076971+0.001401i,0.0033268+0.0029008i,0.0067035+0.002231i,0.0074976+0.00018683i,0.0034775-0.0010237i,0.00076735-0.0011008i,-0.00022674-0.0024461i,-0.0014839-0.003714i,-0.0018173-0.0034603i,-0.0017373-0.0019205i,-0.0018219-0.00087442i,-0.0015779-0.001299i,-0.00094192-0.0011754i,0.00017169-0.00078829i,0.0003182-0.00026316i,0.00087163-0.00029953i,0.0019438-0.00053363i,0.0019793-0.00073877i,0.0015253-0.0012055i,0.0012585-0.0024344i,0.0010551-0.0033794i,0.00055918-0.0025674i,-0.00018022-0.00085874i
-0.00053724-0.0010399i,-0.0021416-9.7967e-05i,-0.0037934+0.00037708i,-0.0035612+0.0013439i,-0.001342+0.0023475i,0.0013224+0.001104i,0.0025644-0.0013607i,0.001258-0.0025727i,-0.00066481-0.0017054i,-0.00021759+0.00032646i,0.00093049+0.00091588i,0.001142-0.00023115i,0.0013799+4.3467e-05i,0.00057216+0.0013804i,-0.00023863+0.0018663i,-0.0011557+0.0029286i,-0.0029622+0.0028104i,-0.0034328+0.00048378i,-0.0034867-0.00060631i,-0.0034581+0.0010152i,-0.0026344+0.0025778i,-0.0006164+0.00263i,0.0010863+0.00272i
0.0025808+0.0022427i,0.003548+0.0019455i,0.0043566+0.00083814i,0.0027822-0.00012592i,0.0010936+0.001498i,3.6257e-05+0.0026142i,0.0013026+0.0021914i,0.0022543+0.0010547i,0.00093275-0.00081685i,-0.000724-0.00053376i,-0.001159+0.00065277i,0.00051226+0.00057421i,0.0018293+0.00025258i,0.0013797-0.00034801i,0.0014122-0.001786i,0.0023036-0.0026438i,0.003426-0.0025442i,0.0044062-0.00026718i,0.0044202+0.0021177i,0.0035078+0.0017575i,0.0028171+0.00024397i,0.0021309-0.0012042i,0.00091553-0.0022756i
-0.0013155-0.0035663i,-0.00031843-0.0033006i,-0.00064056-0.0012951i,0.0015482+0.00082134i,0.0031433+0.00087225i,0.0030667+0.0010352i,0.0029525+0.0015502i,0.0020906+0.00088693i,0.00088455+0.00034986i,-0.00050572-0.00017342i,-0.0021892+0.0003505i,-0.0036073+0.0019947i,-0.0030648+0.0030606i,-0.0012722+0.0034208i,0.00070825+0.0021803i,0.0011904+0.0012615i,0.00069659+0.0010325i,0.00142+0.00011808i,0.001108-0.0011299i,-0.0011004-0.0017713i,-0.0022644-0.0016617i,-0.0020391-0.00064776i,-0.0022656-0.00022015i
0.00085239+0.0030637i,0.0030075+0.0024796i,0.0040155+0.00074373i,0.0016836-0.00050872i,-0.0013634+0.00099989i,-0.0018922+0.0039306i,-0.0011302+0.0059106i,-0.00063275+0.0056728i,0.0007453+0.0029652i,0.0015139-0.00036428i,0.0014271-0.0025186i,0.00060524-0.0038665i,-0.00084666-0.0032749i,-0.001117-0.0012339i,-0.00050164-0.0010704i,0.00028637-0.00066923i,0.00069934+0.0006194i,-7.2712e-05+0.0010848i,-0.00074469+0.0014917i,0.00070597+0.0013273i,0.0027622+0.00057576i,0.0028516-0.00054716i,0.0014026-0.00092571i
-0.00017909-0.0032161i,-0.0011419-0.0031776i,-0.0017871-0.0022055i,-0.0023349-0.00097745i,-0.0013967+0.0011539i,-0.00021118+0.0033234i,-0.00049651+0.0033223i,-0.001092+0.0026312i,-0.0010509+0.001828i,-0.00041131+0.001465i,0.0012103+0.0017335i,0.0019482+0.00079985i,0.00065326-0.00108i,-0.00065075-0.0017632i,-0.0013119-0.00074432i,-0.0016761-0.00025607i,-0.0017502-0.00073236i,-0.00023595-0.0017231i,0.0014419-0.0027135i,0.0012285-0.0025964i,-0.00027323-0.0021409i,-0.002093-0.0011488i,-0.0024714+0.00029426i
0.0031484-5.5082e-05i,0.0038967+0.00036236i,0.0036593-0.0010395i,0.0032249-0.0012402i,0.0012389-0.00019055i,-0.0018334+0.00067016i,-0.0037944+0.0017438i,-0.0044102+0.0024421i,-0.0026682+0.0023923i,-0.00071204+0.002588i,4.3713e-05+0.0029572i,0.001746+0.0029592i,0.0033372+0.0032905i,0.0027522+0.0025046i,0.002168+0.00096078i,0.0030439+0.00070732i,0.0030138+0.00092044i,0.0011705+0.0018683i,6.8443e-05+0.0032393i,-0.00052459+0.0039801i,-0.0002353+0.0032824i,0.00089147+0.0016467i,0.0011455+0.00053509i
-0.0017507-0.0014673i,-0.0013617+8.1475e-05i,-0.00052975+0.0011659i,0.0002776+0.0016581i,-0.00059223+0.0016108i,-0.0023549+0.0013765i,-0.0034618+0.00048377i,-0.0044793-0.00028674i,-0.0041672-0.00034386i,-0.0034278-0.00090497i,-0.003729-0.00061221i,-0.0036023+0.00026757i,-0.0031029+9.573e-05i,-0.0014992+0.00070383i,0.00099152+0.0026772i,0.0015819+0.0035882i,0.00054849+0.0025738i,-0.00050312+0.0022956i,-0.00010261+0.0027468i,0.00066273+0.0013632i,0.00082313-0.0010641i,0.0008183-0.0021501i,0.00052521-0.0017659i
0.0011578-0.0034218i,-0.00047199-0.004815i,-0.0026618-0.0063809i,-0.0051335-0.0057685i,-0.0044918-0.0023828i,-0.0019932+0.00030074i,-0.0011821-3.2662e-05i,-0.0026412-0.00054441i,-0.0033962+0.00037255i,-0.0019759+0.00094098i,0.00039549-6.5569e-05i,0.0018383-0.0012471i,0.001684-0.0013729i,0.00077126+0.0003559i,-0.0003918+0.0019408i,-0.00084097+0.0010945i,-0.00081952-0.000228i,-0.00077778-0.00094958i,-0.00076015-0.001155i,-0.00058645-0.0005658i,-0.00023526-0.00051553i,-0.00083483+0.0004228i,-0.0017815+0.0016169i
0.00082381+0.0016886i,0.002755+0.0033016i,0.0044263+0.0038683i,0.0043683+0.0021604i,0.0024629+0.0011983i,0.00014174+0.00067935i,-0.00069346-0.00018932i,-0.0012537+0.00040651i,-0.0008645+0.0012591i,0.00038272+0.000835i,0.0013028+0.00024139i,0.0022902-0.00046024i,0.0022653-0.0019421i,0.0006878-0.0026361i,-0.00051717-0.0016929i,-0.00033877-0.0025976i,0.00011464-0.0040256i,0.00077852-0.0039936i,0.00123-0.0026269i,0.0012167-0.00045315i,0.0010346-0.00014376i,0.00037197-0.0018205i,-0.00022326-0.0022882i
-3.3265e-05-4.0045e-06i,-0.0012664-0.0004213i,-0.001979-0.00091828i,-0.0011714-0.00097986i,0.00061699-0.00057307i,0.0020839-0.00043814i,0.0019745-0.0015905i,-2.4334e-05-0.0030959i,-0.0013981-0.002508i,-0.00045258-0.00046788i,0.00024248+0.0015421i,0.00020959+0.0037579i,0.0017092+0.0044851i,0.0028727+0.0029311i,0.0031649+0.001237i,0.0039556+0.00081309i,0.0038569+0.00044051i,0.0022951-0.00025068i,0.00057232-0.00016746i,-0.00026565+0.00054236i,-0.0010484+0.00038766i,-0.0012705+0.00061176i,-0.0003389+0.0016339i
