-0.001402+0.00088868i,-0.0017511+0.00047064i,-0.0033028+0.00069953i,-0.0030849+0.00090921i,-0.0022982+0.0012438i,-0.0014966+0.0016081i,-0.00041605+0.0011892i,0.00026483+0.0012501i,0.0010368+0.00092716i,0.0013498-0.00021716i,0.0015115-4.4068e-05i,0.0011147+0.00030773i,0.00043784+0.00020444i,0.00022965-0.00036852i,-0.00022224-0.00075285i,-0.00038939-0.00014894i,-5.8961e-05+0.00034729i,0.00026695+0.00044052i,5.0677e-05+0.00027285i,-0.00029253-9.2577e-05i,-0.00023644-0.00017179i,0.00045057+4.3855e-05i,0.00024179-0.00035245i
0.036015-0.075563i,0.036879-0.13107i,0.0094996-0.093873i,0.045578+0.066084i,0.17052+0.19971i,0.2277+0.1859i,0.15711+0.091727i,0.074972+0.038546i,0.047469+0.029278i,0.038296+0.019801i,0.020521+0.0096364i,0.0065862+0.0046502i,0.0058539+0.0024182i,0.010204-0.0012752i,0.010771-0.0053362i,0.0083564-0.0013388i,0.0061641+0.0072526i,0.0031434+0.008423i,-0.0022054+0.0058671i,-0.0044984+0.0092458i,-0.00027087+0.015156i,0.0037275+0.015752i,0.0025057+0.010809i
0.090376+0.027858i,0.16047+0.0082805i,0.13261-0.065195i,-0.045406-0.12357i,-0.21348-0.077944i,-0.21089+0.029015i,-0.10472+0.090619i,-0.035407+0.079288i,-0.017956+0.043151i,-0.010558+0.014321i,-0.0049714-0.00025116i,-0.0024692-0.00013928i,-0.0022397+0.0060183i,-0.0016939+0.011549i,-0.0013783+0.013927i,-0.0026665+0.011377i,-0.0013158+0.005965i,0.00076068+0.0014224i,-0.00010444-0.0047685i,-0.0087821-0.014635i,-0.022303-0.018093i,-0.024832-0.0089493i,-0.013732+0.0039234i
0.0047058+0.099803i,0.034965+0.19338i,0.11193+0.2272i,0.19664+0.14415i,0.22026-0.00044492i,0.16071-0.10179i,0.069361-0.10573i,0.019898-0.058336i,0.0066542-0.021282i,0.00039101+0.0025893i,0.0025144+0.014055i,0.006293+0.0090644i,0.0037778-0.00029613i,-0.0034978-0.0054187i,-0.0063628-0.0010278i,0.0016283+0.0046427i,0.0071951+0.0040974i,0.0044078+0.0063421i,0.0054198+0.014521i,0.016792+0.017869i,0.027182+0.0084922i,0.021673-0.0059732i,0.0096407-0.010424i
-0.09421+0.018794i,-0.15594+0.046016i,-0.16509+0.088971i,-0.14431+0.142i,-0.14909+0.19059i,-0.12234+0.18941i,-0.050713+0.1082i,-0.021689+0.029078i,-0.031655+0.013009i,-0.034931+0.01743i,-0.028828+0.012696i,-0.017629+0.0067297i,-0.0060562+0.0035002i,0.001622+0.0029654i,0.001754+0.0030441i,-0.0057604+0.0045267i,-0.012614+0.0052609i,-0.013598+0.0044767i,-0.011784+0.0048383i,-0.0097315+0.0062185i,-0.004846+0.0092031i,0.0024825+0.0079501i,0.0036691+2.6376e-06i
-0.048014-0.088677i,-0.096182-0.13848i,-0.11192-0.15923i,-0.062257-0.20447i,-0.026187-0.28486i,-0.073119-0.27069i,-0.10505-0.13991i,-0.064344-0.043799i,-0.016106-0.025875i,0.0071767-0.026392i,0.011134-0.023068i,0.005043-0.01394i,0.0014361-0.0054994i,2.1488e-05-0.004349i,0.00032221-0.0078696i,0.0005488-0.012625i,-0.0014713-0.01528i,-0.0032994-0.012062i,-0.0010412-0.0051661i,0.0050492-0.002497i,0.0086956-0.0046451i,0.0043538-0.0055056i,-0.0014776-0.0035619i
0.068773-0.070532i,0.075937-0.13949i,0.017255-0.14979i,-7.1279e-05-0.035698i,0.12363+0.09753i,0.23175+0.091891i,0.18599+0.014354i,0.10182-0.0025776i,0.067951+0.0081635i,0.045413+0.0024253i,0.021665+0.0017946i,0.011729+0.0060356i,0.010307+0.0074118i,0.011404+0.0042147i,0.010178-0.0010166i,0.005767-0.00068481i,0.0020936+0.0036508i,0.00058813+0.0030301i,-0.0052442-0.00066069i,-0.012263+0.004611i,-0.0066591+0.015153i,0.0071872+0.017557i,0.012434+0.011662i
0.098361+0.061022i,0.17473+0.079379i,0.174+0.047208i,0.021423+0.010958i,-0.17598+0.033644i,-0.20395+0.086064i,-0.093564+0.091317i,-0.019394+0.049767i,-0.010058+0.014589i,-0.012222-0.0020163i,-0.011628-0.0089229i,-0.013435-0.0079092i,-0.014973-0.0019595i,-0.011189+0.0072763i,-0.0050165+0.0097549i,-0.0011771+0.0020376i,0.0018247-0.0058809i,0.0013633-0.010838i,-0.005687-0.013362i,-0.01747-0.013081i,-0.027895-0.0075177i,-0.028597+0.0012778i,-0.018125+0.005233i
-0.028264+0.10795i,-0.0062692+0.17681i,0.082465+0.1778i,0.1879+0.081903i,0.22259-0.049597i,0.15437-0.11665i,0.048544-0.095816i,-0.013744-0.045344i,-0.027867-0.005601i,-0.021215+0.021065i,-0.0066158+0.026293i,0.0037248+0.013056i,0.0058294-0.0012821i,-6.8864e-05-0.0063934i,-0.0040652+0.0021672i,0.0019518+0.013495i,0.0084422+0.013561i,0.0090054+0.0085715i,0.010414+0.0040998i,0.01638-0.0031176i,0.020335-0.012385i,0.014304-0.018313i,0.0030057-0.014795i
-0.11023-0.018752i,-0.15464-0.0014495i,-0.12359+0.031686i,-0.056131+0.072221i,-0.029034+0.13942i,-0.015701+0.18457i,0.020696+0.13994i,0.022423+0.068769i,-0.0037507+0.039858i,-0.015724+0.028665i,-0.017512+0.020447i,-0.010085+0.020184i,0.00086482+0.015562i,0.0035904+0.0058326i,-0.0019199+0.0017234i,-0.010752+0.0030624i,-0.01666+0.0045841i,-0.016003+0.0060179i,-0.011549+0.0078015i,-0.010551+0.0094161i,-0.012577+0.012698i,-0.011475+0.015935i,-0.0073292+0.012491i
-0.030131-0.11066i,-0.10266-0.15494i,-0.18694-0.14606i,-0.21342-0.16107i,-0.19714-0.23244i,-0.18751-0.23614i,-0.14707-0.12589i,-0.059461-0.036895i,0.0058266-0.020722i,0.02772-0.023554i,0.028744-0.023134i,0.018254-0.020831i,0.0088228-0.016798i,0.0062293-0.010768i,0.0073165-0.0059364i,0.0099792-0.0030591i,0.012108+0.00070181i,0.013695+0.0028902i,0.018165+9.1436e-05i,0.023705-0.0096165i,0.022594-0.021795i,0.014978-0.026537i,0.0081713-0.019088i
0.10385-0.039717i,0.13638-0.091255i,0.089355-0.084889i,0.060908+0.020994i,0.1411+0.10591i,0.20289+0.06158i,0.13675-0.021812i,0.057234-0.038257i,0.029998-0.024001i,0.012964-0.01507i,0.00045013-0.0033104i,0.0005407+0.0047652i,0.0046457+0.0086691i,0.0067336+0.008498i,0.0034211+0.0048789i,-0.00059855+0.0051908i,-0.00073688+0.0058999i,-0.0026249+0.0048141i,-0.0094578+0.0098727i,-0.013459+0.023829i,-0.0062895+0.034718i,0.0047365+0.030387i,0.0083316+0.014374i
0.062331+0.10189i,0.13457+0.14545i,0.14658+0.13212i,0.046031+0.12319i,-0.091709+0.16109i,-0.12869+0.18211i,-0.072799+0.14428i,-0.034755+0.087243i,-0.028558+0.044855i,-0.022688+0.01642i,-0.022471-0.0023614i,-0.029061-0.0040646i,-0.02731+0.0029924i,-0.016149+0.0037664i,-0.0036507-0.0036337i,0.004089-0.016228i,0.0030867-0.025517i,-0.0018573-0.026339i,-0.007614-0.023578i,-0.012147-0.022228i,-0.013908-0.02146i,-0.014617-0.017047i,-0.011743-0.01027i
-0.0859+0.068969i,-0.076996+0.095618i,0.031542+0.01631i,0.15096-0.15026i,0.17926-0.26004i,0.1323-0.24635i,0.071935-0.15757i,0.02573-0.062878i,0.0033497+0.0026175i,0.0005681+0.030243i,0.0077776+0.031965i,0.018847+0.020334i,0.023185+0.0044234i,0.0149-0.0025018i,0.00081814+0.0055712i,-0.0079216+0.016027i,-0.010794+0.017385i,-0.013446+0.014233i,-0.012702+0.016686i,-0.0042361+0.023914i,0.0092334+0.024796i,0.016548+0.016978i,0.010581+0.010919i
-0.09285-0.065524i,-0.1551-0.060908i,-0.14617+0.0020978i,-0.083149+0.061396i,-0.02909+0.10062i,0.016959+0.12118i,0.054936+0.076946i,0.054416+0.011862i,0.028152-0.012639i,0.0056665-0.015262i,-0.0087507-0.0065693i,-0.0058609+0.0084322i,0.0039191+0.010593i,0.0049489+0.0023338i,-0.0032405-0.0048999i,-0.013444-0.0044782i,-0.018026+0.0021992i,-0.013851+0.0079713i,-0.0065722+0.0035852i,-0.0064417-0.0078133i,-0.011044-0.0097429i,-0.01119-0.0027184i,-0.005239+0.0015439i
0.0416-0.095352i,-0.0075899-0.14649i,-0.13063-0.11001i,-0.239-0.045977i,-0.27939-0.057031i,-0.27308-0.073272i,-0.21592-0.033404i,-0.12192-0.01009i,-0.05048-0.018175i,-0.012327-0.018489i,0.0072705-0.023326i,0.0041093-0.033225i,-0.0052334-0.026565i,-0.0031489-0.0090624i,0.012391+0.0036011i,0.028565+0.0082895i,0.032316+0.010674i,0.028537+0.0079486i,0.023104-0.0029668i,0.014779-0.011823i,0.0057353-0.01217i,0.0017968-0.0099603i,0.0019109-0.0070899i
0.12399+0.037721i,0.20313+0.046514i,0.2228+0.068285i,0.2352+0.12559i,0.28513+0.13977i,0.26616+0.073198i,0.14681+0.029652i,0.047304+0.037725i,0.0077878+0.038949i,-0.011784+0.031759i,-0.01498+0.029815i,-0.010849+0.026521i,-0.010208+0.022457i,-0.011155+0.012577i,-0.015262+0.0012782i,-0.014967-0.004097i,-0.0033483-0.010235i,0.0058854-0.018314i,0.0019024-0.020077i,-0.007276-0.012247i,-0.010816-0.0048861i,-0.0090874-0.0018313i,-0.006316-0.0019552i
-0.0046752+0.11416i,0.023651+0.14547i,0.055033+0.080698i,0.031014+0.015052i,-0.026872+0.065367i,-0.039509+0.12873i,-0.0024417+0.11183i,0.025812+0.075846i,0.036767+0.055363i,0.037881+0.026795i,0.016858+0.00032619i,-0.0097456-0.0055855i,-0.018-0.001916i,-0.0076218-0.0012712i,0.0046263-0.0064539i,0.0064707-0.014786i,-0.0025508-0.021896i,-0.014318-0.021352i,-0.017747-0.012507i,-0.012643-0.0064052i,-0.0081772-0.0031447i,-0.0063595+0.00079368i,-0.0034622+0.0018917i
-0.10537+0.0027059i,-0.12976-0.0084041i,-0.063327-0.090789i,-0.00086906-0.25059i,-0.026539-0.3658i,-0.043704-0.33849i,-0.0089376-0.24209i,0.017065-0.1554i,0.01854-0.083148i,0.016131-0.030767i,0.02428-0.0042892i,0.042748-0.001166i,0.047459-0.010396i,0.027225-0.0042837i,0.003677+0.020043i,-0.0096095+0.038015i,-0.019072+0.041234i,-0.019301+0.040974i,-0.0038476+0.04044i,0.016369+0.032172i,0.026609+0.016995i,0.024025+0.0024551i,0.014722-0.0046708i
-0.04498-0.08738i,-0.11496-0.097192i,-0.17864-0.0052394i,-0.16589+0.11692i,-0.061454+0.16578i,0.030197+0.13512i,0.033694+0.065795i,-0.0073017+0.0070854i,-0.031277-0.024445i,-0.038626-0.038624i,-0.04048-0.028217i,-0.030732-0.0048819i,-0.012817+0.0067179i,0.0028698+0.0027321i,0.0067173-0.0075938i,0.0034252-0.0088522i,0.00465+0.0041697i,0.0055513+0.01853i,0.00068818+0.021042i,-0.0046362+0.016717i,-0.0036342+0.013791i,0.00072869+0.011127i,0.0015494+0.0090186i
0.093105-0.051364i,0.12306-0.074419i,0.08137-0.029303i,0.00466+0.069449i,-0.071454+0.11514i,-0.13073+0.092286i,-0.12696+0.076377i,-0.084228+0.067607i,-0.052506+0.05716i,-0.026255+0.047519i,-0.01014+0.02041i,-0.0136-0.0082321i,-0.019187-0.010994i,-0.01321+0.003004i,0.0028652+0.010609i,0.021467+0.0040495i,0.032856-0.0088719i,0.029941-0.017895i,0.018522-0.017025i,0.0080516-0.011989i,-0.000519-0.011483i,-0.0064743-0.012765i,-0.0060117-0.0097271i
0.080932+0.086344i,0.14472+0.1241i,0.21059+0.11601i,0.27376+0.060916i,0.30065-0.015218i,0.24918-0.050984i,0.1537-0.0063107i,0.098663+0.049424i,0.067836+0.054879i,0.027756+0.045086i,0.0024828+0.046722i,-0.0032984+0.049385i,-0.0042197+0.037837i,-0.014987+0.010242i,-0.035753-0.011574i,-0.04908-0.017886i,-0.048014-0.022015i,-0.038561-0.02953i,-0.034888-0.028801i,-0.034878-0.014431i,-0.024312+0.00041114i,-0.0094932+0.0076896i,-0.0012713+0.010891i
-0.061155+0.052266i,-0.065388+0.036613i,-0.051699-0.064825i,-0.075969-0.13247i,-0.11247-0.0437i,-0.098681+0.07766i,-0.05301+0.071811i,-0.01662+0.010061i,0.01584-0.019324i,0.038667-0.033645i,0.032015-0.040705i,0.012101-0.035796i,0.00011268-0.024836i,0.0053131-0.013653i,0.017684-0.0082254i,0.018122-0.0045318i,0.0058549-0.0010035i,-0.0076536-0.0025204i,-0.0083923-0.0079733i,-0.0011861-0.011517i,-0.0015751-0.0099404i,-0.0055172-0.009224i,-0.0066751-0.013431i
-0.080236-0.038174i,-0.12921-0.031736i,-0.15921-0.012122i,-0.20236-0.052177i,-0.24429-0.14577i,-0.20052-0.18368i,-0.094325-0.15216i,-0.037641-0.10974i,-0.036397-0.07114i,-0.029693-0.034313i,0.0019853-0.014062i,0.038243-0.018088i,0.049047-0.02733i,0.032989-0.015495i,0.016015+0.013838i,0.012089+0.038967i,0.016282+0.049044i,0.018628+0.044151i,0.015147+0.027895i,0.012346+0.011158i,0.015865+0.0033781i,0.022658+0.0017293i,0.021257+0.00079219i
0.014918-0.078985i,-0.030758-0.091154i,-0.081884-0.02761i,-0.029674+0.075043i,0.11515+0.11796i,0.18311+0.064375i,0.10773+0.015562i,0.015274+0.029946i,-0.013116+0.04064i,-0.024086+0.020233i,-0.043042+0.012495i,-0.050614+0.02519i,-0.032146+0.033518i,-0.001565+0.021342i,0.015238-0.0088416i,0.01895-0.03865i,0.01948-0.046222i,0.019737-0.030444i,0.013857-0.012152i,0.001694+0.00026875i,-0.0053966+0.0091884i,-0.0077753+0.012896i,-0.010904+0.01016i
0.094865+0.026467i,0.16349+0.035885i,0.21689+0.064545i,0.2299+0.10769i,0.15495+0.10841i,0.029239+0.067121i,-0.017195+0.026257i,0.012118+0.009381i,0.031812+0.032437i,0.037481+0.055449i,0.029624+0.040907i,0.0089179+0.018974i,-0.0062912+0.014646i,-0.011128+0.026021i,-0.0024516+0.037126i,0.0077891+0.030937i,0.0039273+0.0094766i,-0.0072408-0.0069766i,-0.010726-0.0051695i,-0.0060175-0.0012078i,-0.0045503-0.0037813i,-0.0035886-0.0033535i,0.0042962+0.0015005i
-0.020702+0.074783i,-0.012712+0.063406i,0.0041712-0.025974i,0.010572-0.14908i,0.0072952-0.20619i,0.014986-0.13975i,0.022269-0.017519i,0.029302+0.037109i,0.024348+0.013189i,0.0016182-0.0038224i,-0.0087589+0.015315i,0.0031948+0.040733i,0.013341+0.038636i,-0.00061247+0.0091391i,-0.031249-0.0085109i,-0.05263+0.0034747i,-0.052998+0.019779i,-0.037566+0.022353i,-0.016592+0.017227i,-0.0011697+0.014227i,0.0028545+0.013585i,-0.0020889+0.014265i,-0.0061307+0.015608i
-0.064159-0.017372i,-0.049-0.038191i,-0.017318-0.064794i,-0.046606-0.034832i,-0.085784+0.0828i,-0.057518+0.15496i,-0.029993+0.091054i,-0.049232+0.0080959i,-0.050655-0.022758i,-0.025271-0.043679i,-0.010242-0.065382i,-0.010495-0.077319i,-0.011137-0.067966i,0.0054929-0.043386i,0.032787-0.024853i,0.051565-0.011132i,0.057874+0.005544i,0.052296+0.011596i,0.03817+0.0022178i,0.024481-0.0089109i,0.015071-0.017582i,0.0061546-0.026203i,-0.0047221-0.029429i
-0.013215-0.060848i,-0.066139-0.021112i,-0.16352+0.086853i,-0.23188+0.14762i,-0.21955+0.083652i,-0.14591-0.007552i,-0.040513-0.032559i,0.022796-0.017652i,0.0084789+0.0068364i,-0.01167+0.028766i,0.0013545+0.025598i,0.016813+0.0041077i,0.014891-0.0095105i,-0.0028966-0.0031415i,-0.022196+0.017i,-0.024438+0.026755i,-0.0095429+0.014229i,0.0022928-0.0012126i,0.0017679-0.0032906i,2.4445e-05+0.0033315i,0.0044211+0.0093623i,0.010821+0.010352i,0.011814+0.0090524i
0.078134+0.0083072i,0.08692+0.011174i,0.11456-0.0083521i,0.21243-0.061947i,0.28803-0.11758i,0.21147-0.14149i,0.046534-0.087366i,-0.02343-0.0034445i,0.0077823+0.023577i,0.021052+0.010774i,-0.011053+0.01251i,-0.046145+0.033472i,-0.047219+0.047556i,-0.019784+0.035537i,-0.0062516+0.0028185i,-0.021785-0.029315i,-0.043157-0.043158i,-0.049727-0.032049i,-0.040824-0.010032i,-0.029683+0.0020358i,-0.023975+0.0021563i,-0.021919-0.0021389i,-0.019195-0.0068911i
0.0018009+0.088801i,-0.00055249+0.10934i,0.014625+0.098913i,0.03702+0.094037i,0.027836+0.096227i,0.014867+0.085237i,0.038584+0.03768i,0.05475-0.0084038i,0.04782-0.0074988i,0.045569+0.013129i,0.04829+0.020844i,0.053428+0.015427i,0.041896+0.0090457i,0.014514+0.022943i,0.0094255+0.047443i,0.018045+0.062309i,0.0067855+0.068266i,-0.012103+0.059749i,-0.019267+0.040938i,-0.017273+0.027606i,-0.0052492+0.023475i,0.018007+0.020941i,0.036317+0.012525i
-0.083026-0.027298i,-0.094426-0.11722i,-0.082084-0.2274i,-0.12512-0.25754i,-0.18449-0.18149i,-0.14933-0.047705i,-0.059558+0.058041i,-0.019485+0.071572i,-0.042434+0.032085i,-0.067979+0.0099412i,-0.054996+0.015471i,-0.018041+0.01885i,0.011901+0.00034447i,0.013776-0.034308i,-0.0088118-0.055384i,-0.020629-0.044957i,-0.007727-0.022881i,0.0094001-0.0101i,0.014201-0.010507i,0.0085258-0.01172i,0.00097785-0.0063173i,-0.0096844-0.0005894i,-0.022207+0.0050056i
0.010018-0.081943i,0.060741-0.084766i,0.10981-0.00039323i,0.11681+0.10707i,0.1219+0.14142i,0.10424+0.047899i,0.018619-0.079691i,-0.055322-0.09907i,-0.048061-0.044714i,-0.012841-0.025429i,-0.0053731-0.052235i,-0.019964-0.080081i,-0.02662-0.072906i,-0.0065618-0.045055i,0.02582-0.036771i,0.048921-0.051975i,0.055217-0.068224i,0.039987-0.0668i,0.015126-0.044601i,0.0036887-0.018965i,0.0068084-0.0091615i,0.011766-0.013782i,0.012077-0.018637i
0.10722-0.0094189i,0.12173+0.027637i,0.04549+0.077486i,-0.039795+0.073952i,-0.06986+0.037314i,-0.058933+0.03571i,-0.014497+0.057092i,0.025245+0.055578i,0.034501+0.039991i,0.03433+0.031192i,0.026704+0.025943i,0.012704+0.033383i,0.0048728+0.040443i,-0.0071346+0.041694i,-0.02864+0.054836i,-0.050246+0.062635i,-0.067225+0.045989i,-0.065387+0.021613i,-0.043705+0.0084435i,-0.022408+0.0044176i,-0.016075+0.0057208i,-0.022663+0.014546i,-0.024882+0.023046i
0.040106+0.15234i,0.040008+0.25289i,0.051538+0.2366i,0.10153+0.060034i,0.099976-0.13927i,0.0022402-0.17514i,-0.077225-0.058634i,-0.055574+0.023466i,0.0030651+0.0076204i,0.018512-0.02591i,-0.0041233-0.023949i,-0.027587+0.003069i,-0.029272+0.028016i,-0.0078098+0.028092i,0.0091335+0.0075107i,0.0061344-0.0032238i,0.0001734+0.0090822i,0.0014019+0.025789i,0.0068335+0.025839i,0.0065012+0.013546i,0.00059812+0.0031248i,0.0033564-0.0052685i,0.013795-0.015383i
-0.15951+0.0519i,-0.27997+0.033419i,-0.31655-0.016818i,-0.22921+0.027701i,-0.067224+0.14458i,0.10509+0.15146i,0.19828+0.036189i,0.16604-0.034319i,0.080062-0.017189i,0.026613+0.014352i,0.03033+0.024303i,0.061374+0.0030599i,0.059381-0.02452i,0.028419-0.017069i,0.025193+0.017192i,0.057001+0.044385i,0.084298+0.047061i,0.078636+0.02913i,0.04972+0.0070691i,0.024367-0.0068368i,0.0121-0.0090446i,0.008383-0.0024711i,0.0045071+0.0046259i
-0.079216-0.17336i,-0.06923-0.31485i,0.0063658-0.35243i,0.0083716-0.23178i,-0.10054-0.070054i,-0.16723+0.033411i,-0.13537+0.062253i,-0.088638+0.035517i,-0.084077+0.014726i,-0.087713+0.029645i,-0.067683+0.043348i,-0.044829+0.034001i,-0.028298+0.010165i,-0.027206-0.02205i,-0.05415-0.04863i,-0.076776-0.06109i,-0.065897-0.069099i,-0.038233-0.068106i,-0.018796-0.051264i,-0.011473-0.028374i,-0.007666-0.012232i,-0.0044883-0.0085916i,-0.0045961-0.0094861i
0.13035-0.14725i,0.21612-0.21778i,0.20561-0.19114i,0.14405-0.14192i,0.14543-0.17633i,0.11746-0.24767i,0.0013168-0.24523i,-0.069699-0.15954i,-0.044111-0.072522i,-0.00049797-0.038571i,0.0083766-0.040022i,-0.00027547-0.034738i,0.0066458-0.0095031i,0.034759+0.014517i,0.063867+0.01395i,0.060795-0.0074509i,0.01942-0.016959i,-0.024123-0.0064305i,-0.041214+0.0084285i,-0.033932+0.018399i,-0.018417+0.017612i,-0.010549+0.013845i,-0.012237+0.017376i
0.21622+0.12664i,0.36814+0.22869i,0.38505+0.24797i,0.24028+0.1653i,0.076676+0.13389i,0.02992+0.19305i,0.074726+0.21677i,0.091407+0.17078i,0.068547+0.10024i,0.049577+0.043227i,0.033371+0.030462i,0.027569+0.054712i,0.030699+0.063962i,0.017168+0.052468i,-0.012622+0.060489i,-0.034803+0.090406i,-0.036371+0.10871i,-0.023739+0.096156i,-0.0098353+0.063201i,-0.00025217+0.035339i,0.0081581+0.020395i,0.014726+0.007122i,0.017341-0.0094062i
-0.1033+0.27824i,-0.22226+0.51817i,-0.30318+0.59117i,-0.26756+0.40233i,-0.1974+0.12234i,-0.16262-0.033164i,-0.11327-0.032481i,-0.030997+0.0016387i,0.027139-0.003355i,0.023621-0.024769i,-0.0062369-0.036278i,-0.028312-0.041737i,-0.035052-0.038473i,-0.021179-0.038228i,0.00058238-0.05957i,0.016908-0.080211i,0.033485-0.074479i,0.044606-0.050491i,0.038703-0.027918i,0.019629-0.018883i,-0.0010574-0.017458i,-0.011154-0.011505i,-0.00988-0.00030441i
-0.27871-0.051418i,-0.45561-0.1475i,-0.39992-0.22973i,-0.10942-0.16864i,0.16284-0.021018i,0.27654+0.038511i,0.2537-0.0050513i,0.1653-0.036017i,0.081341-0.0099103i,0.039904+0.017866i,0.034247+0.011307i,0.029042-0.015342i,0.00016512-0.032391i,-0.030577-0.012568i,-0.030817+0.033271i,-0.0040405+0.055257i,0.012658+0.030013i,0.010368-0.0065595i,0.010075-0.023354i,0.016547-0.027211i,0.019206-0.028822i,0.0129-0.03156i,0.00028313-0.03475i
-0.055205-0.29218i,-0.08974-0.47273i,-0.10454-0.42614i,-0.13504-0.18837i,-0.20266-0.014089i,-0.26041+0.051581i,-0.24401+0.08789i,-0.17083+0.076397i,-0.1162+0.031293i,-0.089426+0.01602i,-0.076616+0.028729i,-0.065891+0.043709i,-0.039402+0.046156i,-0.016434+0.02714i,-0.027684-0.0037723i,-0.059698-0.020416i,-0.078907-0.016308i,-0.078013-0.007477i,-0.0636+0.0005509i,-0.045947+0.014698i,-0.03024+0.035905i,-0.012831+0.053113i,0.0034537+0.056929i
0.27781-0.17218i,0.45509-0.3851i,0.40706-0.56841i,0.16269-0.59432i,0.014777-0.48738i,0.009662-0.36719i,-0.0041518-0.25375i,-0.030558-0.12456i,-0.022678-0.035532i,-0.0068066-0.012434i,0.0059255-0.0081977i,0.027981+0.0044203i,0.053834+0.0127i,0.077087+0.0097935i,0.1021+0.0010638i,0.11221-0.0081498i,0.091914-0.0021111i,0.054495+0.01585i,0.022641+0.024397i,0.014428+0.016544i,0.017929-0.0031183i,0.0094172-0.020784i,-0.0087704-0.027896i
0.25353+0.3012i,0.51632+0.58352i,0.66047+0.74509i,0.55685+0.66213i,0.34173+0.49098i,0.19982+0.37331i,0.14664+0.26763i,0.11155+0.16566i,0.072738+0.097794i,0.041831+0.062112i,0.02547+0.050369i,0.021218+0.045162i,0.015397+0.03294i,-0.013466+0.020412i,-0.053976+0.025148i,-0.063337+0.041699i,-0.034588+0.037163i,-0.0061651+0.010986i,-0.0047012-0.0027969i,-0.012132+0.0096458i,-0.001506+0.024932i,0.019517+0.020283i,0.033767+0.0054651i
-0.24837+0.30929i,-0.46969+0.56061i,-0.57655+0.60024i,-0.46747+0.35967i,-0.28749+0.10064i,-0.17329-0.027431i,-0.10439-0.059165i,-0.050563-0.044845i,-0.0032406-0.026369i,0.01878-0.02932i,0.0072082-0.054152i,-0.020676-0.079383i,-0.045004-0.081719i,-0.044052-0.066054i,-0.025882-0.059541i,-0.02483-0.062305i,-0.034083-0.053845i,-0.019455-0.036138i,0.0092284-0.030511i,0.013475-0.045767i,-0.013075-0.059634i,-0.041167-0.051282i,-0.051946-0.028746i
-0.31079-0.12902i,-0.47634-0.19344i,-0.32846-0.18541i,0.057942-0.15211i,0.25546-0.15959i,0.20738-0.13165i,0.13017-0.065775i,0.07146-0.038944i,0.023949-0.023789i,0.013862-0.0083226i,0.0094688-0.013058i,-0.0066975-0.015507i,-0.014013-0.00061173i,-0.0078693+0.033314i,0.012646+0.076428i,0.04224+0.096817i,0.051881+0.08269i,0.030592+0.053864i,0.0050487+0.034788i,0.00078826+0.035407i,0.019042+0.038304i,0.03852+0.025571i,0.040777+0.0076419i
-0.032125-0.3587i,-0.21937-0.62155i,-0.50269-0.58346i,-0.63165-0.21861i,-0.48734+0.058136i,-0.31229+0.088992i,-0.24461+0.069403i,-0.18221+0.077405i,-0.10991+0.065184i,-0.064994+0.036736i,-0.039289+0.025412i,-0.014284+0.030264i,0.014896+0.022176i,0.035365-0.017331i,0.023577-0.066371i,-0.015971-0.082214i,-0.039743-0.055457i,-0.0349-0.017149i,-0.027259+0.0008064i,-0.027416+0.001674i,-0.02662+0.0070331i,-0.014355+0.020259i,0.0035439+0.025073i
0.38946-0.14997i,0.71928-0.43824i,0.80273-0.73441i,0.51303-0.74617i,0.18194-0.47071i,0.058194-0.22765i,0.032407-0.12018i,0.019916-0.040989i,0.034411+0.015184i,0.045656+0.026962i,0.047578+0.019787i,0.052194+0.014507i,0.047004+0.015426i,0.026073+0.023953i,0.018896+0.033841i,0.034152+0.017963i,0.030573-0.019502i,-0.005736-0.034578i,-0.032993-0.0095669i,-0.01551+0.019038i,0.018723+0.016258i,0.02496-0.0046983i,0.0099478-0.018907i
0.19877+0.37079i,0.41965+0.73032i,0.55153+0.93817i,0.49546+0.80069i,0.37447+0.47825i,0.26239+0.22767i,0.16453+0.11093i,0.11179+0.061905i,0.073632+0.030503i,0.032917+0.021145i,0.026037+0.015223i,0.029288-0.0097132i,0.0066031-0.025722i,-0.032043-0.020968i,-0.070751+0.0029998i,-0.090449+0.045441i,-0.084748+0.074799i,-0.061261+0.062377i,-0.038439+0.02238i,-0.035798-0.0088442i,-0.039599-0.013834i,-0.034282-0.012027i,-0.024687-0.012071i
-0.23383+0.21936i,-0.3634+0.37617i,-0.35384+0.29195i,-0.27473+0.0050404i,-0.2559-0.10833i,-0.19929-0.024126i,-0.088375-0.025022i,-0.061463-0.086564i,-0.075534-0.070383i,-0.063814-0.030665i,-0.065806-0.015409i,-0.07754-0.010369i,-0.068669-0.0077831i,-0.031864+0.0050348i,0.020772+0.0098591i,0.058277-0.010541i,0.069043-0.030661i,0.065429-0.03609i,0.058051-0.035044i,0.047322-0.025568i,0.029173-0.0089022i,0.0090666+0.011458i,0.00033819+0.02917i
