-0.0014867+0.0014676i,-0.0021501+0.0020364i,-0.0033314+0.0014202i,-0.0024989+0.00024282i,-0.002104+1.2736e-05i,-0.0022208+0.00039083i,-0.0014018+0.0013643i,-0.00061519+0.0018863i,0.00027011+0.0011073i,0.0012885+7.6925e-05i,0.0010332-0.00066335i,0.00035347-0.00076355i,0.00039955-0.00060979i,0.0007593-0.00073431i,0.00023466-0.0011432i,-0.00041594-0.00099459i,-0.00053977-0.00048533i,-0.0014692-0.00074105i,-0.0014852-0.00076427i,-0.0005907-0.00011464i,-1.7818e-05+0.00029668i,0.00012791+0.0003569i,0.00049302+0.0012957i
0.016331-0.055233i,0.012067-0.022717i,0.032835+0.062664i,0.03548+0.14365i,-0.046694+0.19498i,-0.12777+0.2477i,-0.098839+0.24675i,-0.041509+0.13662i,-0.023348+0.037691i,-0.0016044+0.020787i,0.027969+0.015252i,0.027575-0.0056444i,-0.0017241-0.015223i,-0.020818-0.0064853i,-0.016779+0.0049305i,-0.01047-0.0035038i,-0.019931-0.038819i,-0.038961-0.065022i,-0.044557-0.054099i,-0.032314-0.037942i,-0.024552-0.040387i,-0.023953-0.039593i,-0.016105-0.023587i
0.062236+0.049314i,0.016969+0.024725i,-0.1036-0.051955i,-0.15738-0.12904i,-0.058803-0.18715i,0.01951-0.25201i,-0.029906-0.24437i,-0.076762-0.14711i,-0.060104-0.080021i,-0.046256-0.067823i,-0.056729-0.047058i,-0.064668-0.015744i,-0.058842+0.0025646i,-0.056738+0.00525i,-0.068964+0.0065456i,-0.082466+0.019505i,-0.084489+0.038565i,-0.070772+0.046373i,-0.040396+0.039958i,-0.0079077+0.032052i,0.014792+0.030343i,0.026156+0.028641i,0.0261+0.018562i
-0.055644+0.042043i,0.038167+0.037631i,0.26006+0.040584i,0.38549+0.053897i,0.25562+0.10553i,0.11462+0.21281i,0.10996+0.2434i,0.086547+0.16857i,0.0063091+0.11568i,-0.012052+0.10268i,0.027013+0.068491i,0.05038+0.032087i,0.047778+0.023239i,0.048085+0.032743i,0.067593+0.041927i,0.081986+0.041247i,0.069114+0.040345i,0.040506+0.035848i,0.0082556+0.013627i,-0.019435-0.012307i,-0.035129-0.024086i,-0.034754-0.024315i,-0.022116-0.019054i
-0.041799-0.05089i,-0.11634-0.00083821i,-0.25609+0.081647i,-0.31823+0.11222i,-0.20394+0.044484i,-0.099327-0.085372i,-0.094394-0.14716i,-0.069541-0.097512i,-0.0042188-0.041335i,0.0081047-0.03285i,-0.03016-0.017763i,-0.045327+0.018823i,-0.016083+0.03388i,0.012002+0.011583i,0.0076636-0.020406i,0.0046256-0.033752i,0.033191-0.029247i,0.064962-0.018385i,0.065607-0.0037644i,0.047773+0.015825i,0.039957+0.026491i,0.033721+0.019404i,0.013824+0.0082069i
0.10721-0.035041i,0.17341-0.096067i,0.23784-0.16216i,0.23692-0.14876i,0.15155-0.032802i,0.11269+0.082264i,0.13487+0.094031i,0.11047+0.04438i,0.070365+0.029953i,0.068926+0.034925i,0.072917+0.011418i,0.0616-0.026975i,0.036867-0.047765i,0.017114-0.039661i,0.020182-0.026419i,0.03243-0.035196i,0.029417-0.064569i,0.0063865-0.0851i,-0.017584-0.06527i,-0.027844-0.028456i,-0.032999-0.0085478i,-0.035825+0.00013518i,-0.026828+0.0062456i
-0.073484+0.13269i,-0.17055+0.16973i,-0.28034+0.13234i,-0.28683+0.035088i,-0.17744-0.080795i,-0.12722-0.16148i,-0.17904-0.13465i,-0.15392-0.062641i,-0.06757-0.05826i,-0.042405-0.064019i,-0.051135-0.01786i,-0.043188+0.021124i,-0.031476+0.014443i,-0.038737-0.010122i,-0.069879-0.011163i,-0.10136+0.010854i,-0.11396+0.029237i,-0.094268+0.041604i,-0.039899+0.043344i,0.0126+0.024815i,0.035934+0.00050341i,0.035577-0.010392i,0.026831-0.0097138i
-0.04848-0.11549i,0.071853-0.16771i,0.27428-0.17318i,0.34907-0.1411i,0.23857-0.084489i,0.1151+0.0047934i,0.07923+0.052486i,0.03579+0.044203i,-0.025993+0.044605i,-0.028637+0.052777i,0.008397+0.035927i,0.02849+0.011852i,0.028258+0.010076i,0.036334+0.025007i,0.062099+0.028239i,0.072873+0.01798i,0.054056+0.019719i,0.026034+0.021787i,0.0052314+0.0047346i,-0.009379-0.014088i,-0.023107-0.014679i,-0.027552-0.0027639i,-0.019403+0.0051799i
0.05562-0.014939i,-0.079799+0.085858i,-0.30895+0.24817i,-0.41988+0.34067i,-0.36656+0.2927i,-0.2875+0.20189i,-0.2127+0.17063i,-0.12067+0.13271i,-0.055066+0.061251i,-0.033303+0.019343i,-0.024426+0.015461i,-0.022898+0.025599i,-0.0211+0.032895i,-0.01494+0.024438i,-0.013481+0.012654i,-0.0036537+0.0086671i,0.023878+0.0083328i,0.049896+0.0072543i,0.047261-0.00034962i,0.02512-0.00668i,0.01406-0.0089691i,0.0098978-0.016104i,-0.0018553-0.021279i
0.081164+0.086403i,0.18759+0.011714i,0.29298-0.15368i,0.27272-0.2486i,0.16789-0.18551i,0.14438-0.098595i,0.17412-0.085079i,0.14603-0.069464i,0.086202-0.010356i,0.053838+0.018195i,0.036034-0.0089834i,0.023823-0.04626i,0.0158-0.063169i,0.012554-0.066852i,0.015151-0.079417i,0.018889-0.097319i,0.022764-0.11047i,0.013104-0.1095i,-0.014579-0.074019i,-0.034427-0.019017i,-0.036811+0.016241i,-0.031418+0.02696i,-0.019723+0.025232i
-0.2118+0.040298i,-0.30491+0.08275i,-0.29257+0.14772i,-0.14131+0.18254i,0.023334+0.15882i,0.084237+0.1315i,0.077553+0.09826i,0.064326+0.042597i,0.053314-0.0090478i,0.042127-0.020083i,0.035862-0.0062028i,0.031616+0.0021464i,0.020788-0.0026462i,-0.0051007-0.0029651i,-0.039254+0.019938i,-0.064264+0.045169i,-0.078224+0.045663i,-0.073184+0.031951i,-0.040288+0.020805i,-0.0052026+0.0050133i,0.0093572-0.012927i,0.015375-0.018673i,0.020101-0.017581i
0.10731-0.19144i,0.2325-0.25199i,0.32129-0.26243i,0.2824-0.27117i,0.1686-0.277i,0.061671-0.2711i,-0.018699-0.24664i,-0.063283-0.16855i,-0.065188-0.061427i,-0.054664+0.002534i,-0.058613+0.030255i,-0.057169+0.047246i,-0.034209+0.049704i,-0.0050779+0.037796i,0.011712+0.016484i,0.016242+0.0037447i,0.01383+0.013562i,0.0079969+0.03298i,0.0081387+0.038145i,0.013129+0.029401i,0.014153+0.023552i,0.00996+0.024079i,0.0070692+0.023635i
0.063633+0.13287i,-0.047531+0.20501i,-0.22946+0.24475i,-0.28488+0.28522i,-0.18859+0.29737i,-0.086581+0.2473i,-0.046108+0.1913i,-0.033195+0.12764i,-0.014392+0.058945i,0.018537+0.018099i,0.043937-0.0050408i,0.036836-0.010004i,0.012017+0.010997i,0.0046717+0.042441i,0.027649+0.071389i,0.064766+0.083593i,0.096438+0.070817i,0.10382+0.039999i,0.075249+0.0054066i,0.032873-0.013795i,0.008179-0.014976i,0.00046989-0.014859i,-0.007799-0.016834i
-0.11188+0.087848i,-0.088389+0.059851i,-0.02725-0.047246i,-0.068425-0.17162i,-0.17242-0.22601i,-0.19142-0.1923i,-0.1489-0.12597i,-0.083867-0.046604i,-0.018737-0.0013427i,-0.0083272+0.0042059i,-0.021313+0.016659i,-0.0060769+0.022684i,0.018638-0.0047334i,0.026109-0.054644i,0.0097312-0.10472i,-0.015626-0.13192i,-0.023449-0.13268i,-0.018394-0.11118i,-0.019963-0.065839i,-0.019219-0.016001i,-0.0099439+0.010383i,-0.0082193+0.016377i,-0.010506+0.020163i
-0.11095-0.2064i,-0.14055-0.23204i,-0.054353-0.12754i,0.13593+0.019244i,0.27094+0.10224i,0.24394+0.12338i,0.18286+0.11199i,0.14453+0.052141i,0.093104-0.011081i,0.067191-0.034699i,0.070904-0.048876i,0.066334-0.057855i,0.048796-0.041692i,0.027952-0.0083906i,0.014662+0.021954i,-0.0005739+0.028754i,-0.031085+0.010351i,-0.049255-0.011196i,-0.029821-0.017892i,0.0017793-0.022031i,0.011816-0.029852i,0.0075523-0.024008i,0.0055887-0.012348i
0.27981+0.027483i,0.35592+0.076946i,0.25503+0.13205i,0.060899+0.099599i,-0.10975-0.013722i,-0.22133-0.08795i,-0.25824-0.075896i,-0.21453-0.040681i,-0.14789-0.01667i,-0.11486+0.014538i,-0.10233+0.053154i,-0.082993+0.065987i,-0.055464+0.035672i,-0.046669-0.0086533i,-0.066756-0.028607i,-0.084287-0.017244i,-0.082201+0.012183i,-0.06729+0.040062i,-0.038122+0.046038i,-0.0088857+0.031131i,0.003526+0.01495i,0.0015958+0.0062618i,-0.0018374+0.0015404i
-0.11056+0.21346i,-0.14798+0.19502i,-0.10036+0.040247i,-0.020138-0.052352i,0.015284+0.0008763i,0.049263+0.059214i,0.063506+0.040518i,0.017253+0.0091147i,-0.019195+0.015594i,-0.0086343+0.012443i,-0.0045505-0.022125i,-0.024739-0.045622i,-0.044237-0.027043i,-0.029758+0.017758i,0.021954+0.051013i,0.078287+0.061279i,0.11517+0.060213i,0.11462+0.047249i,0.071023+0.015718i,0.016595-0.011822i,-0.014121-0.017726i,-0.018503-0.017422i,-0.013777-0.020027i
-0.2222-0.1029i,-0.27867-0.07671i,-0.28447+0.013259i,-0.29429+0.064955i,-0.27595+0.069279i,-0.20919+0.10939i,-0.12502+0.1534i,-0.05897+0.15325i,-0.021538+0.11515i,-0.0222+0.08339i,-0.024544+0.086415i,-0.0016869+0.089373i,0.018289+0.054443i,0.013081-0.0021018i,-0.0076915-0.044902i,-0.020261-0.069163i,-0.012929-0.091619i,-0.009246-0.10355i,-0.030009-0.077012i,-0.04884-0.021313i,-0.044414+0.018681i,-0.031389+0.024322i,-0.019175+0.015339i
0.20483-0.267i,0.27877-0.39931i,0.31848-0.41475i,0.35592-0.31468i,0.36073-0.19249i,0.30488-0.14552i,0.22695-0.15633i,0.16026-0.1545i,0.10141-0.11813i,0.056523-0.084881i,0.022591-0.074034i,-0.0025342-0.052485i,-0.0082385-0.0082052i,0.0051144+0.019583i,0.018798+0.0033269i,0.015611-0.03822i,-0.0084393-0.076736i,-0.030762-0.088664i,-0.025003-0.066247i,-0.0019919-0.036452i,0.011877-0.019761i,0.013546-0.004824i,0.011373+0.0092852i
0.13595+0.33377i,0.11975+0.51751i,-0.014645+0.57011i,-0.099676+0.49241i,-0.032407+0.32047i,0.033924+0.12854i,0.014651+0.031427i,-0.01397+0.0041224i,-0.021265-0.0033611i,0.001943+0.021687i,0.040559+0.037952i,0.05296+0.02457i,0.050996+0.0028595i,0.037365-0.019777i,0.0021263-0.011999i,-0.025437+0.025565i,-0.032974+0.049653i,-0.025388+0.04934i,-0.0022959+0.039241i,0.016245+0.029516i,0.016536+0.023092i,0.0063936+0.020969i,0.00054595+0.023195i
-0.31163+0.017412i,-0.35999-0.067479i,-0.22324-0.21527i,-0.11922-0.32915i,-0.15897-0.33049i,-0.1568-0.25882i,-0.095863-0.21064i,-0.071015-0.15251i,-0.051301-0.07409i,-0.027725-0.038233i,-0.022241-0.040895i,-0.025799-0.056185i,-0.032216-0.065284i,-0.031485-0.048448i,-0.015463-0.029961i,0.0043459-0.017188i,0.022783+0.014748i,0.038648+0.043113i,0.045857+0.034184i,0.044953+0.0009606i,0.033923-0.028623i,0.0126-0.037658i,-0.010462-0.021665i
-0.015785-0.28633i,-0.051631-0.27566i,-0.071142-0.066978i,-0.015008+0.11636i,0.071912+0.14724i,0.095843+0.1547i,0.11231+0.21542i,0.12689+0.22785i,0.10123+0.17812i,0.09042+0.11777i,0.10456+0.053492i,0.10173+0.0010375i,0.082842-0.030116i,0.065056-0.03766i,0.055078-0.020083i,0.056795-0.0073767i,0.070707-0.016248i,0.076945-0.021984i,0.045571-0.0080926i,-0.0031601+0.013063i,-0.023565+0.022144i,-0.01965+0.013824i,-0.015156-0.0069408i
0.34783+0.057902i,0.4863-0.0054226i,0.40681-0.1273i,0.18739-0.1809i,0.0039729-0.12919i,-0.075332-0.078694i,-0.065778-0.074045i,0.010312-0.073998i,0.075655-0.081705i,0.063918-0.085238i,0.023234-0.050536i,0.006403-0.0035759i,-0.0085385+0.019317i,-0.036931+0.013381i,-0.062609-0.021742i,-0.078958-0.071937i,-0.08963-0.11391i,-0.091882-0.12065i,-0.069386-0.086304i,-0.027142-0.046496i,0.0010465-0.019573i,0.0066891+0.0013817i,0.007021+0.0066491i
-0.22209+0.32562i,-0.27125+0.4705i,-0.16323+0.4405i,0.0236+0.31956i,0.14614+0.239i,0.17368+0.19654i,0.12612+0.14588i,0.038848+0.089115i,-0.01607+0.066889i,0.003803+0.06258i,0.041099+0.021249i,0.041703-0.019127i,0.036477-0.001722i,0.061794+0.024289i,0.087129+0.022992i,0.089989+0.026438i,0.089734+0.03901i,0.093945+0.040333i,0.082494+0.023631i,0.037565+0.0027089i,-0.010948+0.0027768i,-0.022241+0.014748i,-0.01019+0.011438i
-0.25738-0.29028i,-0.36637-0.36054i,-0.39217-0.28659i,-0.4232-0.18728i,-0.46349-0.12204i,-0.43017-0.037481i,-0.32263+0.015158i,-0.19346-0.0060273i,-0.076685-0.058947i,-0.036806-0.079521i,-0.05051-0.026731i,-0.0311+0.026545i,-0.013994+0.0033629i,-0.04617-0.041908i,-0.078628-0.045131i,-0.073309-0.023825i,-0.047532-0.01836i,-0.033615-0.036365i,-0.026642-0.050079i,-0.0035691-0.040488i,0.012237-0.026759i,-0.0030534-0.022195i,-0.02602-0.0078626i
0.32006-0.19405i,0.38634-0.27944i,0.34664-0.24968i,0.3398-0.15051i,0.35244-0.06796i,0.27011-0.0061698i,0.12678+0.070447i,0.0095051+0.12562i,-0.050401+0.12501i,-0.050623+0.077487i,-0.038816+0.0079978i,-0.036013-0.030783i,0.0072534-0.033113i,0.084022-0.050264i,0.13142-0.079722i,0.1454-0.086575i,0.15124-0.06525i,0.12717-0.035751i,0.054441-0.013937i,-0.014253+0.005363i,-0.026126+0.014823i,-0.0017847-0.0014092i,0.010379-0.027415i
0.094043+0.35374i,0.12672+0.48786i,0.054783+0.48033i,-0.050884+0.43971i,-0.047672+0.40567i,0.01512+0.30985i,0.072851+0.21642i,0.16292+0.17235i,0.21372+0.12727i,0.16726+0.098385i,0.10453+0.11101i,0.075472+0.129i,0.05777+0.10149i,0.013732+0.039193i,-0.04674+0.0077325i,-0.071983-0.0068229i,-0.072964-0.064252i,-0.096096-0.13032i,-0.11213-0.12344i,-0.074327-0.05659i,-0.016566-0.014537i,0.0093652-0.011526i,0.015784-0.010758i
-0.36652-0.013004i,-0.44204-0.010031i,-0.26329-0.06731i,-0.060866-0.1819i,-0.066636-0.23726i,-0.15302-0.19076i,-0.21397-0.15305i,-0.26653-0.15233i,-0.2823-0.13269i,-0.24065-0.082322i,-0.16927-0.039307i,-0.1135-0.01468i,-0.065316+0.027778i,0.023465+0.058868i,0.10763+0.035413i,0.12727+0.018633i,0.12585+0.058569i,0.1393+0.10052i,0.13936+0.08457i,0.098768+0.021258i,0.036353-0.012581i,0.0014813+0.012254i,-0.0006133+0.025909i
0.070645-0.35825i,0.031803-0.42124i,-0.057657-0.25048i,-0.11067-0.086897i,-0.14825-0.094806i,-0.21284-0.062141i,-0.21832+0.08803i,-0.16776+0.16412i,-0.10496+0.15929i,-0.01668+0.1565i,0.052677+0.13373i,0.068323+0.085238i,0.048072+0.027156i,0.0063884+0.00060583i,-0.027293+0.038341i,-0.024995+0.090659i,0.0019227+0.11181i,0.026228+0.10387i,0.038773+0.073443i,0.037337+0.036221i,0.0080976+0.0055697i,-0.037788-0.00708i,-0.05264+0.0089804i
0.28613+0.12684i,0.3865+0.097301i,0.29507-0.065353i,0.073935-0.17941i,-0.1147-0.114i,-0.18276-0.017721i,-0.15293+0.0018619i,-0.087028+0.0089625i,-0.023233+0.014223i,0.012192+0.009161i,0.032665+0.003927i,0.045442-0.025873i,0.023065-0.043652i,0.0090082-0.018649i,0.023407-0.018866i,0.0098896-0.040816i,-0.021061-0.025645i,-0.028469+0.00062668i,-0.014688+0.0027499i,-0.0078675-0.010625i,-0.014589-0.028099i,-0.018273-0.042523i,-0.012322-0.035302i
-0.21594+0.18026i,-0.26639+0.31067i,-0.16205+0.34444i,0.0032238+0.30075i,0.1154+0.21912i,0.1249+0.12742i,0.028386+0.11253i,-0.082802+0.17804i,-0.1096+0.21992i,-0.039019+0.19702i,0.044425+0.12544i,0.053896+0.058247i,0.040106+0.038785i,0.072428+0.0195i,0.10701-0.029428i,0.095659-0.083362i,0.06112-0.13184i,0.039278-0.16645i,0.032993-0.15398i,0.027078-0.08645i,0.023485-0.00071619i,0.030824+0.046172i,0.023273+0.037102i
-0.16715-0.22681i,-0.31243-0.28926i,-0.3478-0.23809i,-0.32054-0.22069i,-0.37622-0.25799i,-0.46029-0.22984i,-0.41979-0.17479i,-0.26443-0.13691i,-0.067734-0.082003i,0.090522-0.031138i,0.14093+0.0066598i,0.11173+0.041167i,0.055023+0.039658i,-0.018643+0.016467i,-0.078258+0.022178i,-0.080034+0.043242i,-0.049484+0.049732i,-0.038593+0.056126i,-0.029138+0.06578i,-0.0052637+0.045398i,-0.0042229-0.0022609i,-0.018935-0.020882i,0.0025088-0.0032613i
0.4202-0.092399i,0.4831-0.23591i,0.34338-0.25117i,0.24214-0.14691i,0.27309-0.15175i,0.20409-0.33192i,-0.033393-0.4749i,-0.16889-0.45014i,-0.078541-0.32318i,0.029358-0.21888i,0.038495-0.17158i,0.051186-0.13691i,0.099569-0.10662i,0.12171-0.072216i,0.095953-0.050627i,0.042409-0.043243i,-0.00060466-0.023062i,-0.010262+0.0051738i,-0.0032828+0.016821i,0.0041112+0.0043331i,0.0046644-0.0095366i,-0.015284-0.019783i,-0.052626-0.031184i
-0.35185+9.0713i,1.5606+8.9923i,5.0395+9.6185i,6.7809+6.6343i,5.9978+2.2735i,3.2911-1.1095i,0.6242-1.5904i,-0.3174-0.46474i,0.020276+0.51905i,0.92919+0.87412i,1.5858+0.46714i,1.6938-0.24248i,1.5423-0.77873i,1.1898-0.83816i,0.93-0.6212i,0.73649-0.548i,0.34867-0.55888i,0.054065-0.36012i,0.12441-0.042995i,0.36081+0.08478i,0.54834-0.024933i,0.57654-0.18452i,0.42101-0.21748i
-0.008419+0.061798i,0.04856+0.024494i,0.17981-0.064705i,0.23736-0.16961i,0.15888-0.1882i,0.057673-0.17398i,-0.032624-0.29994i,-0.13724-0.55164i,-0.21329-0.71028i,-0.22284-0.57855i,-0.12832-0.26616i,-0.0049265-0.085717i,-0.017648-0.062322i,-0.085888+0.0052708i,-0.057973+0.086681i,-0.0058034+0.074327i,-0.014367+0.05279i,-0.021989+0.085989i,0.0096516+0.095793i,0.01843+0.033656i,-0.017115-0.018887i,-0.02993-0.010655i,-0.0016971-0.0039371i
0.046261-0.18498i,-0.038558-0.27578i,-0.15208-0.17704i,-0.13783-0.0073192i,-0.026632+0.0095778i,0.040957-0.046643i,0.047274-0.065041i,-0.040488-0.050197i,-0.15919+0.046403i,-0.15522+0.11923i,-0.129+0.079684i,-0.16221+0.073418i,-0.13252+0.11523i,-0.058421+0.081029i,-0.048048+0.019491i,-0.076863+0.0070256i,-0.088949+0.0059511i,-0.075978-0.0072828i,-0.034761-0.013936i,0.016306+0.0096726i,0.04312+0.03397i,0.033437+0.021026i,0.0063092+0.003816i
0.13427+0.13608i,0.23455+0.13012i,0.19409+0.0092247i,0.043405-0.062812i,-0.032096-0.01154i,-0.021545+0.015475i,-0.039093+0.015581i,-0.07493+0.043258i,-0.10431+0.014712i,-0.13535-0.066311i,-0.15256-0.12255i,-0.18001-0.11106i,-0.17113-0.025363i,-0.084694+0.019308i,-0.019169-0.018706i,-0.019152-0.045389i,-0.021115-0.048822i,-0.0059608-0.06811i,-0.0043672-0.084933i,-0.030625-0.055286i,-0.04577+0.011047i,-0.026444+0.049676i,-0.0082747+0.042717i
-0.055381+0.01833i,-0.025325-0.0015132i,0.052819-0.0029488i,0.12258+0.039556i,0.17408+0.054235i,0.2352+0.034418i,0.33951+0.059187i,0.45689+0.069579i,0.44779-0.015782i,0.31399-0.11246i,0.20582-0.14014i,0.16533-0.11237i,0.13167-0.050778i,0.074678+0.030364i,0.027986+0.088157i,-0.00051131+0.086323i,-0.043741+0.054314i,-0.09195+0.030651i,-0.10634+0.0033286i,-0.077717-0.034671i,-0.035923-0.047223i,-0.013093-0.015818i,-0.0010812+0.023429i
-0.11159+0.083433i,-0.18531+0.19483i,-0.21276+0.25308i,-0.20562+0.18039i,-0.20642+0.12707i,-0.14245+0.16612i,0.011187+0.14193i,0.10302+0.030845i,0.043491-0.057144i,-0.057899-0.082949i,-0.083956-0.082197i,-0.064745-0.10509i,-0.069603-0.12855i,-0.087884-0.11814i,-0.10766-0.098705i,-0.14122-0.077117i,-0.16857-0.052745i,-0.17304-0.030885i,-0.15016+0.012117i,-0.097133+0.072982i,-0.028856+0.10084i,0.023833+0.084146i,0.039523+0.047195i
0.087596-0.1093i,0.18569-0.25543i,0.25194-0.33355i,0.31103-0.29751i,0.33684-0.26731i,0.2292-0.23946i,0.067548-0.13089i,0.02088-0.01637i,0.053919+0.015224i,0.058227-0.0024763i,0.04395-0.018743i,0.03459-0.033838i,0.021882-0.049185i,0.015226-0.039436i,0.022957-0.01125i,0.014523+0.023671i,-0.022523+0.081515i,-0.041684+0.12611i,-0.018921+0.10898i,0.011595+0.054403i,0.027626+0.0093873i,0.047618-0.013054i,0.057148-0.020401i
-0.069229+0.032767i,-0.16218+0.10076i,-0.2743+0.19329i,-0.30876+0.28815i,-0.22726+0.31436i,-0.1316+0.264i,-0.1026+0.22945i,-0.12028+0.20374i,-0.13076+0.15004i,-0.1042+0.10502i,-0.070613+0.089691i,-0.05855+0.09116i,-0.048785+0.084288i,-0.048787+0.053872i,-0.071762+0.056137i,-0.060397+0.10418i,-0.0083748+0.1222i,0.022057+0.093699i,0.026891+0.04049i,0.022723-0.016945i,0.01351-0.04547i,0.011115-0.052277i,0.010555-0.050459i
0.16849+0.091982i,0.3765+0.12409i,0.51192+0.01669i,0.4115-0.14421i,0.20626-0.16304i,0.1033-0.089771i,0.063026-0.04251i,0.038303+0.014746i,0.030383+0.032033i,-0.030452-0.024559i,-0.13188-0.060465i,-0.17961-0.035197i,-0.15027+0.0065064i,-0.10317+0.022596i,-0.074391+0.020906i,-0.048345+0.017141i,-0.03062-0.00035963i,-0.041371-0.01911i,-0.059494-0.0084245i,-0.050493+0.017417i,-0.025536+0.023816i,-0.020421+0.0084924i,-0.031018-0.0072239i
-0.23374-0.035173i,-0.43423-0.039964i,-0.45005+0.015403i,-0.21062+0.03387i,0.0043731-0.080312i,0.043736-0.14821i,0.093937-0.093342i,0.18309-0.074175i,0.16538-0.097981i,0.088575-0.10345i,0.050334-0.10539i,0.045165-0.095602i,0.047902-0.066841i,0.05038-0.028789i,0.049201+0.0082301i,0.021084+0.031885i,-0.03223+0.052941i,-0.060638+0.077053i,-0.045638+0.079393i,-0.025896+0.05484i,-0.025335+0.038036i,-0.02568+0.041827i,-0.015854+0.041371i
0.064466-0.059401i,0.13758-0.092934i,0.12782-0.14964i,-0.0087932-0.20217i,-0.13251-0.15355i,-0.12747-0.066015i,-0.03047-0.076681i,0.05698-0.14061i,0.084995-0.16395i,0.069347-0.13821i,0.054575-0.099457i,0.042183-0.075669i,0.011162-0.05488i,-0.0045658-0.031877i,0.0094555-0.031186i,0.0090069-0.024701i,0.0035436+0.024434i,0.019976+0.064451i,0.034548+0.052535i,0.026675+0.022153i,0.018085+0.011946i,0.035582+0.017585i,0.050993+0.012666i
0.17567-0.089328i,0.27027-0.228i,0.234-0.29732i,0.1092-0.19964i,0.048073-0.085049i,0.0625-0.090376i,0.020242-0.10898i,-0.066531-0.039693i,-0.07221+0.049013i,0.0038311+0.045609i,0.044837-0.022196i,0.033961-0.050021i,0.022742-0.027305i,0.011839-0.003394i,0.0045013+0.0038705i,0.012135+0.0042569i,0.02615+0.0061969i,0.036242+0.0040677i,0.036247-0.0026758i,0.035759+0.0010084i,0.050855+0.0021597i,0.061644-0.022545i,0.045939-0.041737i
-0.19155+0.34855i,-0.32761+0.64659i,-0.40419+0.76503i,-0.40559+0.64267i,-0.36979+0.49141i,-0.25953+0.37588i,-0.12991+0.22532i,-0.089748+0.12756i,-0.087334+0.11232i,-0.070963+0.099957i,-0.05454+0.094767i,-0.026816+0.092504i,-0.0065637+0.054918i,-0.028159+0.021808i,-0.058142+0.036712i,-0.049045+0.060366i,-0.013018+0.054798i,0.019002+0.032565i,0.026843+0.005379i,0.0064286-0.019547i,-0.022945-0.030338i,-0.043119-0.027717i,-0.041222-0.016578i
-0.063216-0.29619i,-0.00050895-0.52782i,0.13591-0.59849i,0.27711-0.44017i,0.37804-0.26031i,0.37433-0.16587i,0.26719-0.092421i,0.15524+0.0043683i,0.083673+0.081909i,0.034151+0.10039i,0.00040052+0.085938i,-0.012505+0.065735i,-0.0049443+0.053747i,0.024422+0.058679i,0.067439+0.057397i,0.092079+0.033553i,0.078818+0.014632i,0.047735+0.013894i,0.022359+0.013501i,0.0095542+0.0055426i,0.0038029+0.0006681i,-0.0023788+0.0087437i,-0.0073037+0.020681i
0.086716-0.085275i,0.021741-0.050006i,-0.10376+0.070573i,-0.13384+0.17479i,-0.061807+0.16511i,-0.032935+0.098478i,-0.023185+0.070494i,0.010303+0.016012i,0.020985-0.054586i,0.02504-0.057742i,0.043756-0.024967i,0.045905-0.0026072i,0.026469+0.0062023i,0.0074347+0.0058554i,0.0045912+0.005306i,0.013383+0.0020329i,0.020034-0.011226i,0.016237-0.031326i,0.0027301-0.035023i,0.0025851-0.0045918i,0.028012+0.025226i,0.04952+0.027205i,0.044345+0.019436i
0.22591+0.32467i,0.45266+0.47071i,0.57479+0.36158i,0.40431+0.092954i,0.097847-0.0080663i,-0.064044+0.024448i,-0.12085-0.01357i,-0.14147-0.073464i,-0.093413-0.11222i,-0.063002-0.12841i,-0.079162-0.08717i,-0.077405-0.024163i,-0.053947+0.01317i,-0.028998+0.0041394i,-0.020291-0.03902i,-0.021049-0.067588i,-0.01176-0.07109i,-0.0074205-0.061497i,-0.016155-0.043417i,-0.01976-0.029165i,-0.011947-0.027729i,-0.0039732-0.0362i,0.00056473-0.034961i
-0.42237-0.13863i,-0.73042-0.25717i,-0.75136-0.21241i,-0.38718-0.050099i,6.5321e-05-0.030193i,0.14215-0.087742i,0.15696-0.046i,0.13716-0.015506i,0.042947-0.044985i,-0.045355-0.045988i,-0.046815-0.041104i,-0.01608-0.059799i,0.0094908-0.051759i,0.035275-0.017827i,0.040032+0.0026162i,0.014931+0.00070914i,-0.029315-0.011911i,-0.065982-0.0017652i,-0.061816+0.032648i,-0.029283+0.041252i,-0.013277+0.017787i,-0.019763+0.0042452i,-0.014608+0.005747i
0.19084-0.13691i,0.33846-0.15197i,0.30019-0.10346i,0.08563-0.05978i,-0.074982-0.025047i,-0.10593-0.0041129i,-0.073748-0.04103i,-0.036597-0.072808i,-0.022036-0.047237i,-0.020952-0.013259i,-0.018502-0.0095594i,-0.025734-0.028786i,-0.052143-0.048321i,-0.0844-0.045951i,-0.1065-0.026546i,-0.11843-0.0033798i,-0.11212+0.02426i,-0.071209+0.040132i,-0.011729+0.02794i,0.018773+0.0011998i,0.0060007-0.010598i,-0.010894+0.0023302i,-0.011124+0.012287i
