-0.0012806+0.00098689i,-0.0015403-0.00017073i,-0.0020998-0.00050137i,-0.0017837-0.00074159i,-0.0017254-0.00013266i,-0.0017205+0.00072008i,-0.00046959+0.00093505i,0.00094993+0.0013142i,0.0017517+0.0016908i,0.0013951+0.00077742i,0.00041671-0.00030023i,0.00024865+1.1689e-05i,0.00026316-0.00031117i,8.5764e-06-0.00055881i,0.00019333-0.00010642i,0.00037145+0.00094115i,-0.0001374+0.0019528i,-0.00027941+0.0015124i,-0.00037918+0.00052614i,-0.00077271-2.0238e-05i,-0.00029777-0.00048529i,-0.00027659-0.0006862i,-0.00079293-0.00042284i
0.01658+0.0077679i,0.027856+0.023057i,0.013454+0.042048i,-0.037591+0.053887i,-0.075355+0.069752i,-0.048835+0.080738i,0.0086651+0.058642i,0.02503+0.027128i,0.014882+0.018422i,0.016725+0.012438i,0.018587+0.001438i,0.013764+0.00048857i,0.010599+0.0029518i,0.0094942+0.00074678i,0.0082755-0.0020236i,0.0086599-0.0020047i,0.011614-0.0019625i,0.013698-0.004468i,0.014599-0.0084699i,0.017616-0.011743i,0.021115-0.01175i,0.020794-0.0094723i,0.015615-0.0070048i
-0.0084859+0.01127i,-0.02377+0.032126i,-0.015555+0.064663i,0.055878+0.092901i,0.13983+0.075899i,0.14092+0.017209i,0.074635-0.017974i,0.029209-0.013959i,0.017231-0.013625i,0.0016231-0.019091i,-0.011006-0.010899i,-0.0091864-0.00079398i,-0.0044249+0.0022878i,-0.0023495+0.0031605i,-0.0013836+0.0014219i,-0.0018571-0.0032629i,-0.0022156-0.006764i,-0.0022042-0.008419i,-0.0050436-0.0098995i,-0.011641-0.0099756i,-0.016138-0.0073355i,-0.014798-0.0038055i,-0.011164-0.00068728i
-0.0082618-0.01833i,-0.0036672-0.058334i,-0.00039881-0.11738i,-0.022571-0.1643i,-0.066537-0.16192i,-0.089887-0.10387i,-0.075559-0.042791i,-0.04623-0.022129i,-0.027285-0.017139i,-0.016608-0.0041162i,-0.0057345+0.0040408i,-0.00074295+0.0016203i,-0.0043402-0.0020641i,-0.010218-0.00088724i,-0.011513+0.0046243i,-0.0095964+0.0076277i,-0.010511+0.0064611i,-0.013285+0.008027i,-0.012416+0.016192i,-0.0081902+0.021618i,-0.0067977+0.017252i,-0.0089691+0.011143i,-0.0083628+0.0070247i
0.013036+0.0070427i,0.0276+0.030854i,0.020215+0.064327i,-0.022374+0.083205i,-0.058551+0.085964i,-0.038043+0.073834i,0.010675+0.045851i,0.024245+0.025672i,0.015987+0.021681i,0.016271+0.015874i,0.013826+0.0061848i,0.0077808+0.0030925i,0.0057428+0.0017627i,0.0060433-0.0020228i,0.0076394-0.0038943i,0.0089609-0.0030856i,0.0084844-0.0023861i,0.010038-0.0045266i,0.013979-0.010788i,0.016359-0.016127i,0.017046-0.014567i,0.017443-0.0087135i,0.013914-0.0037882i
-0.0094263+0.012289i,-0.028494+0.027146i,-0.027395+0.05316i,0.0287+0.082866i,0.099716+0.08432i,0.10221+0.041243i,0.046004+0.0028829i,0.010592+0.0017751i,0.007551+0.0043061i,0.0011921-0.0029682i,-0.0085844-0.0037467i,-0.0088-0.001033i,-0.0033821+0.00015776i,0.00052177+0.00085157i,0.0010177-0.00080954i,0.00021404-0.0042105i,-0.0014421-0.0053414i,-0.0038157-0.0038651i,-0.0081756-0.0018767i,-0.014884+0.00068382i,-0.017475+0.0017719i,-0.014692+0.00059114i,-0.011282+0.00032871i
-0.0023284-0.01851i,0.0043828-0.059871i,0.013347-0.12332i,-0.00059945-0.175i,-0.03626-0.17323i,-0.059431-0.10951i,-0.053294-0.041763i,-0.03352-0.015156i,-0.019883-0.0064855i,-0.0097435+0.0033611i,0.0018295+0.0068865i,0.0069476+0.0050705i,0.005513+0.0040968i,0.0022339+0.005455i,-0.0011996+0.0088541i,-0.0035509+0.011399i,-0.0038544+0.011349i,-0.0032443+0.011595i,-0.00091512+0.015123i,0.002842+0.019159i,0.0036674+0.017891i,0.00023906+0.013092i,-0.0026687+0.0085481i
0.013051+0.0097392i,0.027507+0.040164i,0.021603+0.084077i,-0.014453+0.10827i,-0.043559+0.096489i,-0.026091+0.066139i,0.015671+0.036826i,0.02657+0.018423i,0.015631+0.010829i,0.012475+0.0065046i,0.012712+0.0032932i,0.010856+0.0045665i,0.010882+0.0049323i,0.011237-6.7257e-05i,0.010948-0.0046097i,0.011532-0.0039233i,0.012664-0.0018633i,0.01431-0.0058606i,0.01463-0.014484i,0.014499-0.019979i,0.0154-0.016971i,0.015381-0.010653i,0.012092-0.0066394i
-0.010804+0.0082499i,-0.033056+0.016144i,-0.039189+0.029563i,0.0042149+0.051881i,0.062636+0.06508i,0.06548+0.040792i,0.022906+0.0050592i,0.00021354-0.0085969i,0.0019972-0.011534i,-0.002062-0.011956i,-0.010343-0.0050806i,-0.012639+0.00047811i,-0.011523+0.00039701i,-0.010602-0.00030995i,-0.0084694-0.0012445i,-0.0048853-0.0034506i,-0.0039314-0.0051907i,-0.0071203-0.0030076i,-0.012861+0.0029671i,-0.018033+0.0065686i,-0.018807+0.0041748i,-0.015387-0.00018933i,-0.0098668-0.0025933i
-0.0011248-0.017228i,0.0088032-0.054663i,0.023912-0.11231i,0.018409-0.16174i,-0.0090895-0.16275i,-0.027486-0.10617i,-0.024858-0.043966i,-0.015482-0.01848i,-0.0098696-0.011478i,-0.0060465-0.0029988i,-0.0024069+0.0018646i,-0.00066078+0.0015551i,-0.00096071+0.00022544i,-0.0024089+0.0018064i,-0.0032929+0.0070074i,-0.0034995+0.011126i,-0.0023231+0.010772i,0.00018893+0.0094514i,0.0044841+0.0096384i,0.0099541+0.0091658i,0.010226+0.0070111i,0.0048182+0.0045683i,0.0001069+0.002315i
0.011891+0.0099198i,0.023037+0.042779i,0.014438+0.093384i,-0.021604+0.12101i,-0.049036+0.099199i,-0.030494+0.055106i,0.0083689+0.025882i,0.019498+0.016173i,0.012624+0.011307i,0.010819+0.0040546i,0.0095173-0.0015124i,0.0073959-0.0022113i,0.0075564-0.00318i,0.0091678-0.0062104i,0.011047-0.0068642i,0.012009-0.006058i,0.011663-0.0061015i,0.0098321-0.0086039i,0.0063783-0.015585i,0.0035152-0.020639i,0.0041021-0.017418i,0.0059786-0.010731i,0.0056158-0.0060795i
-0.013952+0.0063512i,-0.036066+0.0071493i,-0.044712+0.0090909i,-0.010849+0.025117i,0.036164+0.04851i,0.033708+0.040933i,-0.0025621+0.011023i,-0.01486-0.0013759i,-0.0059864-0.0010345i,-0.0024854-0.0026466i,-0.0044631-0.0010369i,-0.0044758+0.0010021i,-0.0043943+0.00091895i,-0.0068902+0.0023913i,-0.0081798+0.0021215i,-0.0068817-0.0024419i,-0.0071299-0.006021i,-0.0096904-0.0023053i,-0.013224+0.0077186i,-0.016246+0.016405i,-0.016573+0.015344i,-0.014632+0.0094044i,-0.011368+0.0054487i
0.0015026-0.013792i,0.01617-0.044535i,0.037568-0.091102i,0.040798-0.13329i,0.020228-0.13663i,0.0022396-0.086265i,-0.0037033-0.026673i,-0.0047554-0.0013919i,-0.0052306+0.0034692i,-0.0022258+0.0069399i,0.0047911+0.0080973i,0.0074758+0.0077929i,0.0054957+0.0076874i,0.0027308+0.0076175i,-0.00011583+0.0087062i,-0.0019327+0.0099283i,-0.00093057+0.0099685i,0.0030273+0.0086831i,0.0094137+0.007185i,0.01512+0.005084i,0.014378+0.0038739i,0.0089724+0.0041273i,0.0040112+0.0037072i
0.0096729+0.010299i,0.014493+0.042686i,-0.00076968+0.092571i,-0.035869+0.12191i,-0.055976+0.097498i,-0.031818+0.048212i,0.0075079+0.019439i,0.019594+0.011212i,0.013401+0.007859i,0.0091281+0.0048485i,0.0062689+0.0034706i,0.0051471+0.0045135i,0.0056421+0.003033i,0.0065328-0.0030734i,0.0080257-0.0079054i,0.0087567-0.0079715i,0.0082496-0.0063289i,0.0063141-0.0082137i,0.0013572-0.014041i,-0.0045466-0.017605i,-0.0048706-0.014202i,-0.00067261-0.0082021i,0.0032239-0.0047556i
-0.011192+0.0011083i,-0.030621-0.0057005i,-0.037489-0.016403i,-0.0078553-0.0076862i,0.028359+0.022791i,0.017841+0.028592i,-0.01303+0.0023324i,-0.017255-0.013168i,-0.0075087-0.011157i,-0.0057437-0.0076194i,-0.0090132-0.0038171i,-0.0094917-0.00050645i,-0.0075596+1.9613e-05i,-0.0071456+0.0011391i,-0.0077113+0.0026557i,-0.0069244+0.0012173i,-0.0062308-0.0013791i,-0.0077506+0.00098046i,-0.0096238+0.009949i,-0.0096388+0.018105i,-0.00823+0.017121i,-0.0065592+0.0099102i,-0.0053793+0.0044008i
0.0044334-0.0097512i,0.020444-0.031011i,0.045182-0.065728i,0.052342-0.099065i,0.037839-0.10488i,0.023933-0.067875i,0.014064-0.020918i,0.0043775-0.0031856i,-0.0023297-0.002843i,-0.0029614-0.00042851i,-0.00021047+0.0010127i,0.0023418+0.0011295i,0.0044658+0.0028939i,0.0052133+0.0054198i,0.0038099+0.008797i,0.0015106+0.011054i,0.00078362+0.01041i,0.0034567+0.0072716i,0.009333+0.0011462i,0.015409-0.0050617i,0.016554-0.0072345i,0.012765-0.0053086i,0.007821-0.0026509i
0.0074445+0.01102i,0.006878+0.040862i,-0.013242+0.086963i,-0.048076+0.11079i,-0.06444+0.08304i,-0.037875+0.032796i,0.00083085+0.0065248i,0.012519+0.0027131i,0.0095329+0.0010583i,0.0084334-0.0016217i,0.0070488-0.0020164i,0.0052614-0.00037423i,0.0044685-0.00038892i,0.0048939-0.0029173i,0.0062964-0.0048431i,0.0076901-0.0052347i,0.0072026-0.004755i,0.0037583-0.0063348i,-0.0039669-0.010436i,-0.011416-0.011557i,-0.011743-0.0089833i,-0.0071302-0.0065011i,-0.0022641-0.0051166i
-0.010131-0.00069011i,-0.024067-0.013948i,-0.026252-0.032646i,0.00033949-0.028511i,0.023566+0.006358i,0.0055743+0.022049i,-0.020611+0.0026003i,-0.019608-0.0089275i,-0.0065108-0.0050004i,-0.00075408-0.002053i,-0.0018062+0.00043556i,-0.0030256+0.0014695i,-0.0049234+0.00032109i,-0.0078263+0.001017i,-0.0080629+0.0014565i,-0.0053413-0.00095458i,-0.0035918-0.0026303i,-0.0041108+0.0013959i,-0.0032095+0.011985i,-0.0017494+0.020941i,-0.001549+0.020283i,-0.0025739+0.014181i,-0.0056397+0.008678i
0.0060916-0.0061895i,0.023685-0.019804i,0.04801-0.039511i,0.054422-0.062497i,0.043718-0.073076i,0.033371-0.044598i,0.021561-0.001028i,0.0097036+0.01486i,0.0034371+0.011122i,0.0021224+0.007021i,0.0025574+0.0058852i,0.0032432+0.0056017i,0.0047463+0.0042973i,0.0052704+0.0023258i,0.0031208+0.0019315i,-4.0521e-05+0.0037721i,-0.00033699+0.00556i,0.0030291+0.0042288i,0.0083439-0.0018986i,0.013301-0.0099483i,0.013046-0.012104i,0.0084381-0.0075982i,0.0040908-0.0027735i
0.0028144+0.0099629i,-0.0026554+0.03621i,-0.025462+0.074115i,-0.056464+0.092116i,-0.065429+0.066623i,-0.037865+0.021863i,-0.0013282-0.00017261i,0.011567+0.00066732i,0.0084711+0.0032696i,0.0049909+0.002756i,0.0032775+0.0024227i,0.0032591+0.0022504i,0.0041036-0.00011344i,0.0036388-0.00363i,0.0043586-0.0053705i,0.0065399-0.0052717i,0.0075925-0.0053011i,0.0048331-0.0054695i,-0.0038795-0.0058836i,-0.013417-0.0052678i,-0.015613-0.0028771i,-0.011282-0.0016423i,-0.0049074-0.0022592i
-0.0098722-0.0038117i,-0.020385-0.018168i,-0.017907-0.039171i,0.0087123-0.036086i,0.025002-0.00015538i,0.0031031+0.016724i,-0.020898-0.0017737i,-0.019204-0.012848i,-0.010117-0.0087659i,-0.0075679-0.0041573i,-0.0064182-0.00086486i,-0.0030334+0.00061934i,-0.0013862+0.00093211i,-0.002814+0.0041217i,-0.0041088+0.0067068i,-0.0032609+0.0039378i,-0.0025923-0.00045674i,-0.0028583+0.00052927i,0.00023048+0.0095325i,0.0049391+0.017576i,0.0063267+0.016934i,0.0040691+0.011321i,0.0001957+0.0059481i
0.0051122-0.0059657i,0.019997-0.011642i,0.037128-0.020306i,0.041935-0.035412i,0.03805-0.047191i,0.036392-0.027593i,0.02623+0.0042606i,0.0098758+0.010647i,-1.384e-05+0.0035245i,-0.0027661+0.0015156i,-0.00079867+0.0017337i,0.0023018+0.0021061i,0.0037044+0.0031275i,0.0034907+0.0037789i,0.00082202+0.0046081i,-0.0018764+0.0058048i,-0.0024814+0.0059789i,-0.00055167+0.0027821i,0.002991-0.005066i,0.0059833-0.014258i,0.0071023-0.016383i,0.0061907-0.010934i,0.0051745-0.0055459i
0.001714+0.0096128i,-0.0048696+0.03081i,-0.027493+0.058529i,-0.056223+0.068637i,-0.063361+0.044672i,-0.038346+0.0070596i,-0.005234-0.010631i,0.0076056-0.0086783i,0.0072685-0.0042566i,0.0067237-0.0022356i,0.0051839-0.0014384i,0.0022031-0.00059954i,0.00023327-0.00061514i,7.2608e-05-0.0019659i,0.0018159-0.0032533i,0.005428-0.0027945i,0.0065336-0.0025168i,0.0032299-0.0029924i,-0.0046758-0.0018285i,-0.014064+0.00064008i,-0.015842+0.0019839i,-0.011286+0.0014561i,-0.0053126+0.00033262i
-0.0073836-0.0038867i,-0.013494-0.019259i,-0.0047576-0.040526i,0.019132-0.038765i,0.026697-0.0056295i,0.00096526+0.012537i,-0.021621-0.00097665i,-0.018557-0.01048i,-0.0070413-0.0067493i,-0.00054694-0.0023936i,-0.00022495-0.00050216i,-0.0015787-9.3447e-05i,-0.0017367-0.00072761i,-0.0017576-0.00063666i,-0.00141+0.00017641i,-0.0015196-0.00064158i,-0.0022588-0.0015732i,-0.0023172+0.00039667i,0.0014118+0.0070761i,0.007918+0.013469i,0.010833+0.01289i,0.0075974+0.0079396i,0.0019191+0.0038067i
0.0050543-0.0044632i,0.017305-0.0056134i,0.029419-0.0071315i,0.029752-0.015624i,0.027989-0.026627i,0.032779-0.012605i,0.024935+0.015366i,0.0094117+0.021487i,0.0026504+0.012953i,0.0011312+0.0068812i,6.9912e-05+0.0052978i,0.00077156+0.0057512i,0.0027946+0.0049332i,0.0033532+0.0021418i,0.0011966+0.00010249i,-0.0015331+0.0010742i,-0.0010978+0.0034884i,0.0010489+0.0029683i,0.0022286-0.0047867i,0.0019881-0.014552i,0.00044078-0.01664i,-7.3369e-05-0.011789i,0.00053161-0.0062648i
-0.0014897+0.0067589i,-0.0093898+0.021579i,-0.031955+0.041508i,-0.055315+0.04718i,-0.058138+0.028418i,-0.034473-0.001213i,-0.003602-0.014397i,0.0088208-0.0072924i,0.007812+0.00017241i,0.0034697+0.0020944i,0.00031629+0.0031498i,-0.00060076+0.0030796i,-0.00058506+0.0015484i,-4.5705e-05+0.00094942i,0.0023625+0.0012436i,0.0062289+0.00087488i,0.0083032-0.000598i,0.0068522-0.0011323i,0.00019895+0.0018064i,-0.0081695+0.0062065i,-0.010632+0.0076803i,-0.0079466+0.0058928i,-0.0034835+0.0043063i
-0.0022793-0.0054959i,-0.0031864-0.019588i,0.0085507-0.038763i,0.029026-0.036619i,0.029341-0.0069054i,0.00117+0.010144i,-0.018906-0.00082692i,-0.015818-0.0102i,-0.0073485-0.0082149i,-0.0041789-0.0054i,-0.0028006-0.003909i,-0.00034721-0.0018622i,0.00088776-0.00022525i,-0.00027788+0.0014806i,-0.0011154+0.002219i,-0.00078082+0.00014887i,-0.0018946-0.0022436i,-0.0028369-0.0015523i,0.00097447+0.0020426i,0.0077395+0.0063919i,0.010698+0.0070016i,0.0077921+0.0040306i,0.0020229+0.00073913i
0.0023112-0.00013312i,0.01232+0.0031732i,0.020526+0.0076077i,0.020849+0.0011765i,0.024347-0.012783i,0.03045-0.0046936i,0.02213+0.015574i,0.0073203+0.017042i,0.00046883+0.0079465i,0.00037196+0.0020366i,0.0014882+0.00013928i,0.0016427+0.0021237i,0.001475+0.0038518i,0.00058104+0.0027401i,-0.0019195+0.0022272i,-0.0026475+0.0034618i,-0.0011527+0.0044408i,-0.00032905+0.002595i,-0.00085039-0.0051189i,-0.0019376-0.013773i,-0.0033578-0.015132i,-0.0039866-0.010135i,-0.0027419-0.0046421i
-0.0029447+0.0045798i,-0.01091+0.01547i,-0.029087+0.028646i,-0.04598+0.031508i,-0.046401+0.017225i,-0.028334-0.0066574i,-0.0046929-0.018308i,0.0065441-0.012903i,0.0067046-0.0041305i,0.0068189+0.00020885i,0.0057003+0.00045626i,0.0020005+0.00041263i,-0.00027211+0.00046966i,0.00070801-0.00017457i,0.0037412+0.00020166i,0.0064643+0.00012506i,0.0072436-0.00087507i,0.0056708-0.0010193i,0.0006999+0.0029596i,-0.0052592+0.0084939i,-0.006572+0.010446i,-0.0038108+0.0088755i,-0.00050592+0.0057138i
-0.0011638-0.0038701i,-0.00030628-0.014986i,0.012446-0.030281i,0.030575-0.027609i,0.028241-0.002435i,0.0016931+0.010284i,-0.01721+0.00027306i,-0.01602-0.0069168i,-0.0082162-0.0053119i,-0.002305-0.0021063i,0.00072777+0.00077341i,0.0026319+0.0012308i,0.0030717-0.00078677i,0.0030412-0.0020237i,0.0021876-0.0019996i,-0.0010082-0.0024221i,-0.0044408-0.0028874i,-0.0047896-0.0021244i,-0.00012078-0.00026939i,0.0066815+0.0019089i,0.010095+0.0020125i,0.0084784-0.00044682i,0.0033396-0.0031087i
0.0014921+0.0014321i,0.0080691+0.0063359i,0.012464+0.011835i,0.0093992+0.0066167i,0.012433-0.0056819i,0.022002+0.0005881i,0.019165+0.016619i,0.0077707+0.017214i,0.00096082+0.0095132i,-0.0021184+0.0063617i,-0.0041595+0.0075933i,-0.0032636+0.0074162i,-0.00020399+0.0050964i,0.00048726+0.0029236i,-0.0017326+0.001983i,-0.0036858+0.002725i,-0.002796+0.0039424i,-0.00020264+0.0034791i,-0.00067382-0.0014082i,-0.0032122-0.0083882i,-0.0050941-0.0099704i,-0.0062185-0.0065386i,-0.005169-0.0028873i
-0.0014078+0.0012686i,-0.0086916+0.005873i,-0.023938+0.010726i,-0.037309+0.011711i,-0.038364+0.0047027i,-0.022832-0.010702i,-0.001102-0.017432i,0.0088619-0.01152i,0.006994-0.0053175i,0.00096519-0.002486i,-0.0030063-0.00054069i,-0.0029473+0.0015408i,-0.0021362+0.0019728i,-0.0008293+0.0023753i,0.003025+0.0028882i,0.0070735+0.0010151i,0.0072488-0.0017709i,0.0051429-0.00085028i,0.001813+0.0043462i,-0.0025516+0.0098111i,-0.0040446+0.01134i,-0.0015517+0.0096158i,0.00063735+0.0072985i
0.00065022-0.0013214i,0.0041426-0.0099452i,0.01701-0.019159i,0.031822-0.016186i,0.027133+0.0022106i,0.002324+0.01156i,-0.013842+0.0030955i,-0.01134-0.0049949i,-0.0040941-0.0062994i,-0.00055031-0.0061488i,0.00053469-0.0055413i,0.0015021-0.0032403i,0.0018883-0.0017748i,0.0012264-0.0010952i,-9.445e-05+0.00032591i,-0.00082171-0.00038961i,-0.0020909-0.0023384i,-0.0031693-0.0024669i,-0.00026704-0.0020723i,0.0050449-0.002527i,0.0071254-0.0033968i,0.0049463-0.0049146i,0.0018838-0.0057539i
0.0036006-0.000551i,0.0060762+0.0062587i,0.0044657+0.012221i,0.00029364+0.0083993i,0.0051766-0.0025505i,0.015448+0.0020406i,0.012744+0.014873i,0.0036345+0.015785i,0.0014734+0.0090474i,0.0030909+0.0028247i,0.0020711+6.1773e-05i,-0.00026542+0.0010956i,-0.0013973+0.0038542i,-0.0026978+0.0044489i,-0.0043859+0.0048948i,-0.0042689+0.0065107i,-0.0013021+0.0067774i,0.0013446+0.0043485i,-0.00012594-0.00077276i,-0.0043695-0.0055377i,-0.0073473-0.0066948i,-0.0077967-0.0040263i,-0.0066937-0.00055463i
0.0011946+0.00097122i,-0.0043336+0.00085995i,-0.013984+0.00014346i,-0.023271-0.001192i,-0.026676-0.0058272i,-0.017868-0.016325i,-0.0016681-0.020058i,0.0054034-0.012329i,0.0056437-0.0036772i,0.0063906+0.00087204i,0.0060066+0.0022364i,0.0036191+0.00084531i,0.0014572-0.0010643i,0.0015926-0.00077574i,0.0040239+0.00035911i,0.0055947+0.00011274i,0.0048342-0.0014054i,0.0030853-0.00088049i,0.0020453+0.0034203i,0.0016534+0.007941i,0.0018857+0.0094581i,0.0030781+0.0092973i,0.0039816+0.007628i
-0.0021191-0.0026891i,0.002312-0.0075242i,0.013263-0.0115i,0.024511-0.007254i,0.020286+0.0063837i,0.0013862+0.011933i,-0.011532+0.0031428i,-0.01185-0.0038602i,-0.0076014-0.0033001i,-0.0034007+4.4238e-05i,0.00092201+0.0033655i,0.0043885+0.0027056i,0.0058522-0.0010457i,0.0050633-0.0037325i,0.0022121-0.0041227i,-0.00040953-0.0032852i,-0.0021386-0.0030824i,-0.0029091-0.0035086i,-0.0011463-0.0038565i,0.0026935-0.0039576i,0.0054336-0.0046486i,0.0048826-0.0062399i,0.0024976-0.0078364i
0.0042499+0.0032555i,0.005834+0.0085845i,0.0043168+0.012817i,-0.00034256+0.0081116i,0.0027942-0.0015008i,0.011361+0.0027613i,0.0095217+0.013311i,0.0028057+0.01288i,-0.0014857+0.0076851i,-0.0045419+0.0053455i,-0.0057482+0.0056962i,-0.0055273+0.005703i,-0.003777+0.0047948i,-0.0018462+0.0037745i,-0.0012066+0.0025346i,-0.00055153+0.0028561i,0.00083507+0.0042602i,0.0019374+0.0044755i,0.00017804+0.0025479i,-0.0034641-0.00016418i,-0.0065743-0.0011494i,-0.0084126-0.00010961i,-0.0083566+0.0015589i
-0.0014788-0.0011597i,-0.0071989-0.0013658i,-0.014249-0.0032504i,-0.016562-0.0047385i,-0.016369-0.0069363i,-0.011359-0.013576i,0.0016017-0.016088i,0.0096207-0.0098541i,0.0070519-0.004312i,0.00051229-0.0026334i,-0.0037013-0.0019576i,-0.0032252-0.00038519i,-0.0017075-0.00028245i,0.00022344-0.00042269i,0.00425-0.00011189i,0.0068012-0.0017161i,0.0050562-0.0036791i,0.0016704-0.0030556i,0.00050175+0.000388i,0.00090605+0.0041932i,0.0028254+0.0058104i,0.0044576+0.0064746i,0.0041782+0.0062692i
-0.0019211-0.0048022i,0.0016348-0.0085511i,0.0097049-0.010922i,0.016762-0.0043004i,0.013631+0.0075992i,-0.00016004+0.010985i,-0.010254+0.0038762i,-0.0090687-0.0020115i,-0.0031992-0.0038533i,0.00056843-0.0042896i,0.0012592-0.0040249i,0.0022688-0.0018297i,0.0028268-0.00010549i,9.7197e-05+0.00032808i,-0.0026667+0.0013139i,-0.0026463+0.0010368i,-0.0012427-0.00050369i,-0.00066147-0.0022562i,-0.00070932-0.0044575i,-0.00032253-0.0058653i,-9.0194e-05-0.0069063i,-0.00042431-0.0089708i,8.0042e-05-0.0098698i
-0.00068496+0.0052375i,0.0012422+0.011064i,-0.0015822+0.01623i,-0.0052446+0.010728i,-7.8025e-05+0.0003209i,0.0097745+0.00090716i,0.010555+0.0071986i,0.0035231+0.0088575i,0.00098011+0.0069749i,0.0032894+0.0034948i,0.0025626+0.0018452i,-0.00040162+0.0026565i,-0.0021632+0.0040313i,-0.0037704+0.0053458i,-0.0045898+0.0062506i,-0.0031748+0.0062822i,-0.0010616+0.0059643i,9.1746e-05+0.0053156i,0.00036479+0.0036617i,-0.0015277+0.0021455i,-0.0040651+0.0020658i,-0.0055354+0.0029738i,-0.0057695+0.0040537i
-0.003694+0.00023391i,-0.0075231-5.4089e-05i,-0.012126-0.001465i,-0.012851-0.00178i,-0.012227-0.0038134i,-0.0077495-0.010681i,0.00089302-0.013037i,0.005048-0.0071273i,0.0050527-0.00071343i,0.0047381+0.0021061i,0.0046378+0.002877i,0.0035549+0.0014142i,0.0016111-0.0014719i,0.0013383-0.0021513i,0.0027285-0.00089131i,0.0036139-0.0010275i,0.0030235-0.0024722i,0.0011648-0.0018673i,0.00041292+0.00023237i,0.0015844+0.0024527i,0.0035183+0.0041765i,0.0052566+0.0049633i,0.005833+0.0042511i
0.00051039-0.0026184i,0.0040586-0.0068367i,0.0092071-0.0080016i,0.01408-0.0033014i,0.011073+0.0051828i,-0.00030629+0.0084748i,-0.0092105+0.0033916i,-0.0086625-0.00094326i,-0.0049183-0.00034051i,-0.0013344+0.0022558i,0.0023983+0.0047297i,0.005174+0.0038801i,0.0060969+0.00082209i,0.0051497-0.0015898i,0.0019433-0.0026606i,-0.0009442-0.0014731i,-0.00092314-0.00016252i,-0.00040823-0.00089359i,-0.00030778-0.0019726i,-0.00017114-0.0022829i,0.00016602-0.003721i,0.00057331-0.0052769i,0.00040076-0.0057296i
0.00098825+0.0020986i,0.0021268+0.004999i,-6.7682e-05+0.0075021i,-0.0049642+0.0040876i,-0.0027941-0.0019711i,0.0044706+0.00064428i,0.0044625+0.0066928i,0.00035472+0.0065363i,-0.0025653+0.0034913i,-0.0055274+0.0026069i,-0.0067478+0.003595i,-0.0053465+0.0044883i,-0.0024886+0.0051263i,8.6059e-05+0.0046738i,0.0021555+0.002321i,0.0023544+0.00071124i,0.00088141+0.0011855i,0.00035274+0.0017065i,0.00091503+0.0025373i,0.00014099+0.0034359i,-0.0021929+0.0040443i,-0.0050627+0.0047491i,-0.0057972+0.0048217i
-0.00088781-0.00062211i,-0.0042922-0.00012872i,-0.0058494-0.0019456i,-0.0048172-0.0028849i,-0.0052992-0.0038155i,-0.0042118-0.0090895i,0.0021809-0.011277i,0.0054615-0.0069759i,0.0029095-0.0039726i,-0.0015447-0.0035402i,-0.0036569-0.001859i,-0.0014786+0.00063686i,0.00032542+0.0010906i,0.0015526+0.00079424i,0.0046069+0.00080277i,0.0065644+0.00011729i,0.0046747-0.0013032i,0.0016491-0.002144i,6.5068e-05-0.0020503i,0.0013355-0.0017834i,0.0031849-0.00053253i,0.0042003+0.00063117i,0.0044668+0.0015454i
0.0010288-0.0046772i,0.0011382-0.0059448i,0.0035054-0.0063477i,0.0066449-0.0019914i,0.004999+0.0049302i,-0.0020131+0.00797i,-0.0064753+0.0043041i,-0.0049802-0.00052328i,-0.0010207-0.0032701i,0.0011032-0.0043138i,0.0010822-0.0027276i,0.0021053+0.00055796i,0.0024254+0.0022806i,-0.00010036+0.0014534i,-0.0031072+0.00090573i,-0.0032208+0.0015339i,-0.00028701+0.0017526i,0.0014129+0.001099i,0.00026961-0.0010594i,-0.0013309-0.002938i,-0.0013966-0.0041929i,-0.00088385-0.0054961i,-0.00067686-0.0058453i
-0.0013867+0.0012504i,-0.00021285+0.0032294i,-0.0018847+0.005476i,-0.0047682+0.0040398i,-0.0012935-0.00039345i,0.0054155+0.00124i,0.005997+0.005997i,0.0030682+0.0059903i,0.0024688+0.003324i,0.003156+4.2522e-05i,0.0012194-0.0010449i,-0.0018754-0.0001965i,-0.0026481+0.00066991i,-0.0028509+0.0023915i,-0.002719+0.0037569i,-0.0019055+0.0029371i,-0.0012952+0.0011171i,-0.00031387+0.00078655i,0.0014132+0.0020792i,0.0016457+0.003305i,-0.00025644+0.0036742i,-0.0027202+0.0040089i,-0.0037998+0.0045708i
-0.0029909+0.0045207i,-0.0029391+0.0046188i,-0.0017056+0.0044634i,0.00083+0.0030986i,0.00011068+0.00054364i,-0.0013453-0.0056212i,0.0016268-0.0087733i,0.004414-0.0048263i,0.004996+9.1667e-05i,0.0056114+0.0027325i,0.0057661+0.00316i,0.0042168+0.0013902i,0.0018891-0.0019752i,0.00089703-0.0044461i,0.0010968-0.0035504i,0.0011061-0.00086126i,0.00049132+3.7374e-05i,-0.00074036-0.001376i,-0.00051997-0.0026929i,0.0011125-0.002369i,0.0031111-0.0013276i,0.0047442+2.4352e-05i,0.0046399+0.00096446i
