0.00075783+0.00169i,0.00073354+0.0016659i,-0.00029388+0.00068488i,-0.00098714-9.1163e-05i,-0.0015779+0.00076218i,-0.0015237+0.00063514i,-0.0007519+0.00018909i,-0.00064317+0.00061139i,0.00037247+0.00047352i,0.0017514+3.4734e-05i,0.0014953-0.00085719i,0.00058252-0.0017505i,-0.00015707-0.0010339i,-0.00046717-0.00063659i,-0.00070427-0.0011467i,-0.00081316-0.0012211i,-0.00062143-0.00086713i,-0.00047087-0.00013094i,0.00010222-0.00011388i,0.00042005+0.00015061i,-3.7432e-05+0.00027314i,-0.00063245-0.00027382i,-0.0010292-0.0002662i
0.12493+0.28207i,0.21274+0.39633i,0.20199+0.2908i,0.068121+0.075506i,-0.070623-0.034856i,-0.12352-0.063799i,-0.13132-0.077085i,-0.11555-0.059568i,-0.075749-0.030562i,-0.035562-0.0099951i,-0.0039513-0.00074312i,0.0090773-0.0054049i,0.0020728-0.0078967i,-0.0061079-0.0038546i,-0.01099-0.0011636i,-0.014114+0.0022969i,-0.010849+0.0022349i,-0.0051576-0.008337i,-0.0044718-0.023484i,-0.0076458-0.030065i,-0.008844-0.026134i,-0.0069492-0.018921i,-0.0050748-0.010221i
-0.32114-0.0028968i,-0.51291-0.019208i,-0.47921-0.0071198i,-0.24241+0.040301i,-0.050634+0.077021i,0.016497+0.10677i,0.047584+0.12406i,0.067003+0.094855i,0.05775+0.042593i,0.032158+0.0061654i,0.0089159-0.0018102i,0.0020679+0.0084813i,0.0079428+0.013757i,0.011686+0.011107i,0.013249+0.0082837i,0.01246+0.0049236i,0.0072523+0.0047942i,-0.00014969+0.011888i,-0.0069153+0.022295i,-0.0066933+0.027027i,-0.0011391+0.020336i,0.0022139+0.0096658i,0.0041221+0.0039021i
0.051801-0.19858i,0.14537-0.26408i,0.21353-0.21243i,0.17402-0.14197i,0.088365-0.13853i,0.040787-0.15623i,0.017634-0.14755i,-0.0042627-0.099389i,-0.009456-0.039765i,-0.0020439-0.0036484i,-0.00011609+0.0085687i,-0.0033165+0.0052044i,-0.0079166-0.0021365i,-0.011295-0.0040149i,-0.012295-0.0033564i,-0.011487-0.0067217i,-0.0083248-0.012349i,-0.0013039-0.016235i,0.0090607-0.020338i,0.014786-0.020172i,0.012914-0.010503i,0.011096+0.00054677i,0.0075562+0.003678i
0.19089-0.043605i,0.21443-0.079365i,0.074441-0.066031i,-0.064463+0.019022i,-0.082101+0.093605i,-0.083037+0.10059i,-0.097036+0.094805i,-0.067427+0.086216i,-0.025526+0.054479i,-0.006145+0.021453i,-0.0017182+0.00022134i,-0.0041993-0.0046815i,-0.0040045-0.00026905i,-0.0018531+0.0009988i,-0.00082464+0.0029907i,0.0019416+0.0068544i,0.0019889+0.0061714i,-0.0066059+0.0037578i,-0.020221+0.0050396i,-0.028966+0.0090545i,-0.026369+0.0097981i,-0.019868+0.0057307i,-0.012014+0.0020544i
-0.01123+0.2918i,0.017802+0.44965i,0.087108+0.3819i,0.12483+0.1392i,0.11016-0.023006i,0.12377-0.053537i,0.13831-0.067411i,0.088647-0.074441i,0.027313-0.047598i,-0.00039321-0.015169i,0.0008255+0.0045364i,0.016111+0.0070349i,0.02159-0.0021796i,0.015558-0.0090334i,0.010764-0.013124i,0.0076146-0.015825i,0.0072478-0.013913i,0.013344-0.0094362i,0.022751-0.0054407i,0.026767-0.0047447i,0.021526-0.0053565i,0.012384-0.0034698i,0.0047592-0.0011901i
-0.20333-0.12465i,-0.30432-0.24056i,-0.28353-0.25881i,-0.18531-0.1419i,-0.11106-0.040495i,-0.09515-0.030167i,-0.095583-0.026109i,-0.059762+0.003069i,-0.014779+0.013699i,0.0021114+0.0047671i,-0.001626+0.0015724i,-0.012573+0.0082907i,-0.015161+0.015739i,-0.0066137+0.018388i,-0.0018866+0.018659i,-0.0034703+0.018356i,-0.0059924+0.01564i,-0.0099115+0.0083306i,-0.016379-0.0032927i,-0.02116-0.010157i,-0.016971-0.0088785i,-0.0061405-0.0064439i,0.00065179-0.0031414i
0.042229-0.10587i,0.063392-0.07169i,0.082231+0.057183i,0.10399+0.11405i,0.10651+0.08068i,0.08861+0.085895i,0.084718+0.10089i,0.066312+0.061721i,0.025109+0.021154i,-0.0025712+0.0055622i,-0.015271-0.0019606i,-0.016822-0.0024464i,-0.011159-0.0021552i,-0.0072815-0.0020024i,-0.0033852+0.0001142i,0.003156+0.00056601i,0.0085613-0.0012364i,0.010841+0.0011302i,0.012693+0.01115i,0.013874+0.019948i,0.0090201+0.021151i,0.00037501+0.018428i,-0.0031851+0.01256i
0.21407+0.00034784i,0.30455-0.07948i,0.212-0.19475i,0.019178-0.20385i,-0.060337-0.12021i,-0.032688-0.099843i,-0.033173-0.1089i,-0.048122-0.060278i,-0.028373-0.01005i,-0.0026533+0.0016988i,0.00864-0.0060464i,0.0063646-0.01813i,-0.0024382-0.019782i,-0.0079102-0.013044i,-0.010664-0.0082936i,-0.012967-0.0049272i,-0.013533-0.0036302i,-0.010705-0.0074468i,-0.0070733-0.016836i,-0.0066254-0.025953i,-0.0065477-0.026354i,-0.0030922-0.018646i,-0.0011816-0.0092673i
-0.13316+0.21872i,-0.21073+0.36588i,-0.15774+0.39532i,-0.0028766+0.27605i,0.064899+0.13416i,0.021134+0.087693i,-0.0034191+0.081324i,0.0099132+0.03472i,0.0078901-0.009314i,-0.0023965-0.014807i,-0.0011612-0.00066999i,0.0082231+0.014954i,0.016193+0.017317i,0.016903+0.0081972i,0.015353+0.0014883i,0.013883+0.0023478i,0.012598+0.0081036i,0.010743+0.013943i,0.0030895+0.019138i,-0.0048141+0.022317i,-0.0064301+0.017891i,-0.007668+0.0070019i,-0.0084293-6.3907e-05i
-0.076346-0.11252i,-0.041161-0.19674i,0.032354-0.22462i,0.029707-0.16556i,-0.0035176-0.067843i,0.033384-0.011643i,0.066449-0.018071i,0.038099-0.019328i,0.010631+0.0028316i,0.0044364+0.015934i,-0.0019385+0.01466i,-0.0085232+0.0075083i,-0.013117+0.0040695i,-0.012533+0.007341i,-0.0089584+0.0084924i,-0.0083988+0.0046483i,-0.0090682+0.0003939i,-0.0055825-0.0031379i,0.0058202-0.0083847i,0.01764-0.013201i,0.020922-0.01166i,0.017992-0.0040943i,0.01188+0.00054256i
-0.00014108-0.12379i,-0.093121-0.13917i,-0.21494-0.032661i,-0.20471+0.093949i,-0.10349+0.098076i,-0.084112+0.034513i,-0.08879+0.02282i,-0.034166+0.026859i,0.0065085+0.0039666i,0.0075052-0.016176i,-0.0010328-0.022666i,-0.010553-0.018432i,-0.011754-0.01008i,-0.0081092-0.0050261i,-0.0060711+0.00053415i,-0.0049077+0.005231i,-0.005499+0.0060764i,-0.0095532+0.0061446i,-0.0168+0.0063767i,-0.023542+0.00626i,-0.023793+0.0038102i,-0.018161-0.0015795i,-0.011632-0.0045414i
0.20925+0.095294i,0.38443+0.11129i,0.45428+0.00015231i,0.31766-0.14717i,0.11284-0.15014i,0.032505-0.051424i,0.032161-0.0054367i,0.0087166-0.0083961i,-0.015179-0.00056516i,-0.013223+0.0093171i,0.0015505+0.0058314i,0.016458-0.0055102i,0.016724-0.014638i,0.0058863-0.015608i,-0.0021109-0.012408i,-0.0018452-0.0093087i,0.0026071-0.0095225i,0.0054857-0.0097598i,0.0099411-0.0034694i,0.01704+0.0036538i,0.019489+0.0065639i,0.014036+0.0077503i,0.0064933+0.0070847i
-0.15957+0.084102i,-0.29598+0.10385i,-0.34813+0.11285i,-0.24519+0.14211i,-0.084122+0.12463i,-0.0013475+0.035866i,0.0036353-0.015277i,0.012515-0.0028085i,0.02961+0.0030056i,0.027852-0.0021087i,0.016777+0.0050901i,0.0061966+0.01541i,0.0021357+0.01931i,0.0050908+0.015767i,0.0070293+0.0088526i,0.0043123+0.0046951i,0.00034861+0.0041597i,-0.0037028+0.0023203i,-0.0096293-0.0060472i,-0.01431-0.015135i,-0.011918-0.018569i,-0.0025395-0.018611i,0.0036225-0.015408i
-0.050501-0.028449i,-0.01102+0.021347i,0.097644+0.095066i,0.15533+0.067136i,0.084331-0.015476i,-0.0090384-0.0068364i,-0.022258+0.031556i,-0.0089175+0.017i,-0.016157-0.0012709i,-0.023753-0.00028506i,-0.023205+0.0021804i,-0.016297+0.0036085i,-0.0095003+0.0015337i,-0.0070617-0.0011894i,-0.0062885-0.0015736i,-0.0058376-0.00063009i,-0.0042867+0.00041523i,-0.0014904+0.0028295i,0.0013851+0.0095747i,0.0031019+0.018263i,0.0012555+0.022229i,-0.0035154+0.020101i,-0.0043239+0.014791i
0.056795-0.16996i,0.020915-0.33753i,-0.12097-0.41995i,-0.2378-0.29635i,-0.18857-0.10065i,-0.069459-0.02675i,-0.024542-0.020179i,-0.020273+0.011196i,0.00078941+0.029483i,0.017893+0.018099i,0.015804+0.0010081i,0.006285-0.012376i,-0.00032042-0.012571i,-0.0011254-0.0045389i,-1.6503e-05+0.00045042i,0.001079-0.0009176i,0.00012045-0.0067239i,-0.0014834-0.011938i,0.0011171-0.016222i,0.0045922-0.018999i,0.0076502-0.017465i,0.011111-0.010712i,0.010569-0.0040004i
0.099708+0.17553i,0.18897+0.33933i,0.28+0.40936i,0.32254+0.2806i,0.2561+0.071067i,0.11969-0.038631i,0.030432-0.046636i,0.0075011-0.040188i,-0.0016676-0.036369i,-0.0074917-0.025356i,-0.00075118-0.011257i,0.010491+0.0007481i,0.015744+0.0031025i,0.013048-0.0014333i,0.0077223-0.0044524i,0.003837-0.003053i,0.0039119-0.00075141i,0.0032016+0.001759i,-0.0046756+0.0058643i,-0.015266+0.0093899i,-0.020398+0.0098153i,-0.019627+0.0064185i,-0.015968+0.0032368i
-0.081559+0.0067727i,-0.11002-0.061763i,-0.1062-0.16762i,-0.12284-0.18038i,-0.13073-0.069534i,-0.069604+0.021977i,-0.013278+0.024976i,-0.0089062+0.013764i,-0.0082505+0.022995i,-0.0018884+0.028192i,-0.0032243+0.025041i,-0.0062806+0.018559i,-0.0096287+0.013974i,-0.0099394+0.014043i,-0.0054578+0.01526i,0.00052586+0.015636i,0.0047462+0.012813i,0.0077446+0.0073569i,0.012359+0.0010868i,0.017305-0.0028611i,0.018663-0.0019453i,0.016846+0.0021831i,0.013526+0.0038742i
-0.10783-0.033854i,-0.22484+0.026186i,-0.28023+0.1747i,-0.17474+0.26653i,-0.012885+0.19049i,0.041616+0.062036i,0.027627+0.012006i,0.027353+0.0054702i,0.025428-0.0086451i,0.011663-0.019949i,-0.0020445-0.020121i,-0.010988-0.011355i,-0.010101-0.0034689i,-0.0040288-0.0022612i,-0.0001531-0.0037087i,-0.0026067-0.0050912i,-0.0081207-0.0043835i,-0.011259-0.0026003i,-0.013824-0.0036312i,-0.016625-0.0070474i,-0.017078-0.0099124i,-0.014312-0.01128i,-0.010395-0.0085915i
0.16197-0.10644i,0.32224-0.23589i,0.39532-0.37215i,0.27182-0.41227i,0.070026-0.30878i,-0.026438-0.15637i,-0.03285-0.066348i,-0.034384-0.029332i,-0.034861-0.0018598i,-0.023846+0.013086i,-0.010083+0.0099442i,0.00047443-0.0009801i,0.0014764-0.0086711i,-0.004836-0.0070668i,-0.0087916-0.00031539i,-0.0070019+0.0038771i,-0.0017837+0.0039697i,0.0031955+0.0037282i,0.0067174+0.0076985i,0.007868+0.012836i,0.0059772+0.014707i,0.00255+0.013813i,-0.00056698+0.011008i
-0.018587+0.13133i,-0.10045+0.23676i,-0.19835+0.30735i,-0.18316+0.31946i,-0.053004+0.26662i,0.046991+0.16022i,0.057286+0.0682i,0.039069+0.025574i,0.030861+0.0050848i,0.026395-0.0045277i,0.019534-0.0032846i,0.011325+0.0013159i,0.0073412+0.0053306i,0.0069122+0.0051097i,0.0070956+0.001753i,0.0069833-0.0013239i,0.0064213-0.003917i,0.0045354-0.0076424i,0.0015384-0.014257i,0.000256-0.019307i,0.001833-0.01999i,0.0044941-0.01916i,0.0030237-0.016152i
-0.038132+0.043728i,0.016112+0.080178i,0.1519+0.082413i,0.22849+0.0095099i,0.15547-0.073572i,0.051341-0.072686i,0.019434-0.03518i,0.012544-0.024086i,-0.0067727-0.018954i,-0.019728-0.0088005i,-0.020593+9.1393e-05i,-0.014328+0.005972i,-0.0078463+0.0034055i,-0.0077433-0.0026057i,-0.011265-0.0033476i,-0.012565+0.0017214i,-0.011353+0.0080977i,-0.0097328+0.012245i,-0.0078565+0.014921i,-0.0060378+0.014602i,-0.0057031+0.010746i,-0.0053116+0.0081079i,-0.0030412+0.007062i
-0.089413-0.12968i,-0.21776-0.25742i,-0.36727-0.31288i,-0.41642-0.2056i,-0.31401-0.032835i,-0.1693+0.054195i,-0.077816+0.059933i,-0.026572+0.046278i,0.0051307+0.029815i,0.016819+0.014959i,0.013289+0.0025619i,0.0036057-0.0059423i,-0.00099861-0.0048505i,0.0032735+0.00076416i,0.0085916+0.0032649i,0.0089778-0.00010607i,0.00606-0.0048672i,0.0049794-0.0082026i,0.008501-0.0093514i,0.012433-0.0074287i,0.013684-0.0042176i,0.012825-0.002667i,0.0093019-0.0034276i
0.1527+0.02575i,0.30796+0.10838i,0.42423+0.1964i,0.42738+0.17401i,0.32629+0.05754i,0.18725-0.022825i,0.084099-0.030502i,0.034077-0.021625i,0.0076444-0.021437i,-0.0056017-0.020409i,-0.0071907-0.014967i,-0.0042224-0.007946i,0.0005363-0.0038672i,0.0019382-0.004397i,-0.00028508-0.0056625i,-0.0018216-0.0051127i,-0.0035273-0.004169i,-0.0077954-0.0024431i,-0.014339+0.00045723i,-0.017319+0.0021228i,-0.01495+0.0010161i,-0.01209-0.0014903i,-0.0099716-0.0014383i
-0.019265+0.050269i,-0.060278+0.016354i,-0.11289-0.098506i,-0.16058-0.17153i,-0.17863-0.11516i,-0.14077-0.032409i,-0.079071-0.00212i,-0.034545+0.0075016i,-0.0094427+0.015028i,0.0027534+0.016695i,0.0090393+0.015101i,0.010394+0.0095461i,0.0052193+0.0064655i,0.00030339+0.0092324i,-0.00040954+0.012309i,0.002474+0.012588i,0.007077+0.010671i,0.011572+0.0087302i,0.014345+0.0071983i,0.012406+0.0060654i,0.0078246+0.0060095i,0.0068289+0.004987i,0.0089002+0.0016334i
-0.093483+0.05391i,-0.17336+0.15152i,-0.19292+0.28396i,-0.10937+0.33908i,0.00048176+0.25616i,0.043524+0.13665i,0.034547+0.067793i,0.025006+0.031349i,0.020426+0.0044922i,0.013332-0.0099901i,0.0044135-0.011225i,-0.0026112-0.0049375i,-0.0036784-0.001423i,-0.0023544-0.0047026i,-0.0027983-0.0088774i,-0.0046858-0.0077331i,-0.0076764-0.005428i,-0.011402-0.0069635i,-0.01285-0.010944i,-0.0086778-0.011781i,-0.0024653-0.0086812i,-0.00042971-0.0058707i,-0.0023392-0.0032276i
0.030475-0.14331i,0.099873-0.30411i,0.16902-0.43612i,0.14633-0.4442i,0.046806-0.34358i,-0.025194-0.21389i,-0.040042-0.10838i,-0.032018-0.036622i,-0.020712+0.001401i,-0.011974+0.01334i,-0.0056723+0.01337i,-0.00037774+0.0083966i,-0.00066588+0.0036204i,-0.0037475+0.0043408i,-0.0043805+0.0062646i,-0.003842+0.0048182i,-0.0021334+0.0027036i,0.00049683+0.0045432i,0.0027621+0.010381i,0.0021345+0.012951i,-0.00088947+0.010119i,-0.0014264+0.0083128i,0.00086157+0.0081368i
0.054753+0.061779i,0.039252+0.15483i,-0.053192+0.245i,-0.1209+0.26793i,-0.082263+0.22266i,-0.020994+0.14315i,-0.0019559+0.067586i,0.00034243+0.023952i,0.0065883+0.0062519i,0.010122-0.0012182i,0.0078965-0.005175i,0.0042586-0.0069825i,0.003031-0.0059947i,0.0050295-0.0041702i,0.0074285-0.0031157i,0.0077128-0.0025438i,0.007805-0.0048456i,0.0082238-0.01045i,0.0069541-0.014684i,0.0043943-0.012986i,0.0019755-0.0067211i,0.00050013-0.0044156i,-0.0009309-0.0062583i
0.0081044+0.056613i,0.065676+0.082642i,0.17368+0.06364i,0.24397+0.00028132i,0.20592-0.059044i,0.12391-0.075572i,0.062319-0.057376i,0.019909-0.03306i,-0.0037532-0.013894i,-0.010785-0.0025044i,-0.010185+0.0050192i,-0.0056075+0.0095665i,-0.0025962+0.0073803i,-0.005915+0.0039807i,-0.0094463+0.00347i,-0.0078815+0.0042359i,-0.0060136+0.0063197i,-0.0076736+0.010478i,-0.01127+0.013005i,-0.012199+0.0089615i,-0.0085728+0.0026662i,-0.0054552+0.0024395i,-0.0028877+0.00537i
-0.1135-0.026967i,-0.24555-0.076899i,-0.36063-0.12481i,-0.37274-0.10837i,-0.28123-0.037622i,-0.16594+0.011333i,-0.07998+0.01927i,-0.027645+0.014616i,-0.0022922+0.012625i,0.0060543+0.010314i,0.0062971+0.005508i,0.0034488+0.0021543i,0.0015505+0.0015582i,0.0027994+0.0010724i,0.0040571+5.3456e-06i,0.0022264-0.00064752i,0.00073302-0.0001331i,0.0043151-0.001122i,0.010927-0.0035249i,0.012484-0.002265i,0.0069296+0.0012024i,0.0028325+0.0011676i,0.0015039-0.00081705i
0.080438-0.050034i,0.19291-0.041245i,0.29878+0.032376i,0.31376+0.093956i,0.24839+0.073928i,0.16417+0.026881i,0.088433+0.0020206i,0.033508-0.0086129i,0.0034194-0.011817i,-0.0084696-0.010081i,-0.012247-0.006525i,-0.012978-0.003682i,-0.009662-0.003926i,-0.0058238-0.0066085i,-0.0035823-0.0082862i,-0.0013202-0.0074571i,-0.00082515-0.0068913i,-0.0060654-0.0063255i,-0.013215-0.0041098i,-0.013644-0.0028056i,-0.0080411-0.0029719i,-0.0056064-0.0032107i,-0.007553-0.0012373i
0.023619+0.023994i,0.0061513+0.0044227i,-0.040598-0.073949i,-0.079297-0.14685i,-0.089065-0.13226i,-0.07203-0.074572i,-0.039079-0.036292i,-0.013673-0.015065i,-0.0044504-0.0032749i,-0.0015763+0.00073122i,0.0033254-0.00079137i,0.0066128-0.002946i,0.0059262-0.00035531i,0.0056838+0.0063724i,0.0049922+0.010687i,0.0035093+0.0091707i,0.002977+0.0072047i,0.0051919+0.0092324i,0.0084553+0.011168i,0.0059762+0.0082526i,0.00070278+0.0029373i,-1.8164e-05-0.00055347i,0.0020114-0.0020755i
-0.029176+0.075144i,-0.061517+0.16317i,-0.0832+0.25449i,-0.067408+0.28308i,-0.023911+0.22768i,0.011992+0.14565i,0.026206+0.078149i,0.025227+0.027812i,0.018224-0.00070374i,0.010748-0.0094899i,0.0042675-0.0095019i,-8.3186e-05-0.0060824i,-0.00080339-0.0028508i,-0.0012865-0.0015612i,-0.0027128-0.00074071i,-0.0028908+0.00032221i,-0.0021897-0.00043134i,-0.0039346-0.0066985i,-0.0066476-0.013979i,-0.0052336-0.014465i,-0.0019665-0.0093035i,-0.00059823-0.0055629i,-0.001777-0.003972i
-0.042039-0.077025i,-0.0343-0.18527i,0.021908-0.28121i,0.070421-0.28503i,0.057725-0.21408i,0.019193-0.13131i,-0.00015202-0.062293i,-0.0014911-0.017972i,0.00078593-0.00019432i,0.0006706+0.0040657i,-0.0005779+0.0058552i,-0.0023167+0.0061772i,-0.005326+0.0050808i,-0.0082143+0.0038598i,-0.0087321+0.0027756i,-0.006669+0.0017638i,-0.004315+0.0013167i,-0.0042568+0.0045251i,-0.0036446+0.010374i,-0.0013383+0.011428i,0.0009947+0.007675i,0.002573+0.0048899i,0.0018827+0.0041213i
0.041637+0.00048076i,0.048406+0.042627i,-0.0097051+0.10271i,-0.086766+0.12525i,-0.096186+0.10859i,-0.062157+0.08231i,-0.03188+0.05376i,-0.0085322+0.02948i,0.0047335+0.013463i,0.0069864+0.003557i,0.0046222-0.0022405i,0.0026956-0.0063202i,0.0045528-0.0077825i,0.0081481-0.0071424i,0.0093284-0.0065073i,0.0064189-0.0038145i,0.0046673-0.0015267i,0.0080262-0.0029651i,0.010856-0.0078963i,0.0095856-0.0090457i,0.0059707-0.0045227i,0.0036467-0.0022128i,0.001827-0.0035881i
0.036102+0.030462i,0.083451+0.050046i,0.14891+0.048595i,0.18514+0.029246i,0.15271+0.0051412i,0.090645-0.014956i,0.042362-0.016874i,0.015021-0.007175i,0.0038235-0.0010915i,0.00043167-0.00061844i,-0.00039603+0.0001997i,0.00013588+0.0023033i,-0.00048182+0.0026975i,-0.0024937+0.0024634i,-0.0041764+0.0028991i,-0.003698+0.0021328i,-0.0039695+0.00050064i,-0.0082138+0.00082829i,-0.014245+0.0033786i,-0.015224+0.0045686i,-0.010397+0.0041309i,-0.005408+0.0040864i,-0.0013936+0.0050251i
-0.0652+0.026523i,-0.15334+0.019135i,-0.22652-0.019442i,-0.22879-0.056748i,-0.1754-0.05165i,-0.11719-0.022892i,-0.069239-0.0010539i,-0.031091+0.010038i,-0.0074972+0.01293i,0.003311+0.0098363i,0.0058078+0.0063262i,0.0045447+0.0054892i,0.0025314+0.0059652i,0.00097679+0.0058536i,-0.00069699+0.0056399i,-0.0017198+0.0047097i,4.8766e-06+0.0032436i,0.0058587+0.0025303i,0.012823+0.0013714i,0.014124+0.00034879i,0.009513-0.00022334i,0.0049343-0.00010447i,0.002526+0.0009508i
0.0109-0.045164i,0.062566-0.061686i,0.12419-0.016772i,0.13668+0.053109i,0.10343+0.063596i,0.068058+0.031622i,0.036084+0.0076702i,0.0099163+0.00058674i,-0.00065767+0.00096987i,-0.0016736+0.0029043i,-0.0032686+0.0032327i,-0.0055762+0.00010749i,-0.0066047-0.0050404i,-0.0059655-0.0098802i,-0.0043151-0.01171i,-0.0021338-0.008321i,-0.00052076-0.0057735i,-0.0030923-0.0074383i,-0.0085426-0.0097834i,-0.010525-0.0078869i,-0.0081095-0.0035483i,-0.0058724-0.0014882i,-0.0059808-0.00098642i
0.024731-0.0076255i,0.03087-0.023254i,0.014764-0.065694i,2.812e-05-0.10936i,-0.0053255-0.10677i,-0.015278-0.076209i,-0.020249-0.048667i,-0.018159-0.024662i,-0.014696-0.0071686i,-0.010077+0.0011277i,-0.005344+0.0032381i,-0.00051965+0.0037261i,0.0042027+0.0051187i,0.0073746+0.0061616i,0.0072703+0.0057035i,0.0042237+0.0043453i,0.0010759+0.0050911i,0.0004202+0.010297i,0.0023281+0.016527i,0.0034152+0.0164i,0.003215+0.010436i,0.002803+0.0055948i,0.0024299+0.0026295i
0.0093114+0.048669i,0.00096452+0.11046i,-0.025338+0.16157i,-0.048581+0.16512i,-0.038645+0.12343i,-0.0072437+0.074157i,0.011758+0.036134i,0.011548+0.010006i,0.0055971-0.0020236i,0.0017165-0.0041877i,0.00053056-0.0018645i,0.00057816+0.00046184i,0.0012407+0.00063849i,0.0026059+0.0014799i,0.0039191+0.0027905i,0.0042559+0.0023438i,0.0028255-0.00022305i,0.001145-0.0061329i,-0.00032867-0.013677i,-0.0015845-0.016875i,-0.0028039-0.014219i,-0.0028119-0.0095339i,-0.0024005-0.0056311i
-0.036832-0.017633i,-0.049718-0.06678i,-0.012006-0.12016i,0.045739-0.12416i,0.05886-0.08928i,0.037447-0.060081i,0.02003-0.038698i,0.010631-0.021508i,0.0036962-0.011962i,-0.00072279-0.0072125i,-0.0040832-0.0031837i,-0.0074291+0.0007712i,-0.010351+0.0035994i,-0.012882+0.0042636i,-0.013047+0.0036227i,-0.0089193+0.0031008i,-0.0038056+0.0024625i,-0.0044444+0.0042851i,-0.0079944+0.0091033i,-0.0077333+0.011724i,-0.0045177+0.0094708i,-0.0023812+0.0053218i,-0.002391+0.002527i
0.0091044-0.014806i,0.010926-0.0087837i,-0.018076+0.012556i,-0.060729+0.020731i,-0.063987+0.017175i,-0.036966+0.023612i,-0.013091+0.025852i,0.00037531+0.016455i,0.0043482+0.0085245i,0.0030924+0.0052895i,0.00050707+0.0017975i,0.00099235-0.0026469i,0.0034968-0.0060349i,0.0047844-0.0076013i,0.0048541-0.0065874i,0.0027232-0.0027977i,0.0022737+0.00074142i,0.0075366+0.0011518i,0.013394-0.0027677i,0.014822-0.0060517i,0.012223-0.0057797i,0.0081899-0.0041678i,0.0053082-0.0040844i
0.030357+0.0053631i,0.062629+0.013534i,0.09603+0.029042i,0.10808+0.04232i,0.086348+0.03773i,0.057894+0.016855i,0.038002+0.0035435i,0.021856+0.0012873i,0.011367-0.0018079i,0.0058146-0.0058139i,0.0023726-0.0071994i,-0.00023213-0.004998i,-0.0016799-0.0013633i,-0.00023457+0.00017916i,0.00091294+0.0001718i,-0.00041995-0.0004273i,-0.0045417-0.0015586i,-0.011125-0.0023939i,-0.017774-0.0013608i,-0.020279+0.00048456i,-0.016342+0.0025345i,-0.010664+0.003194i,-0.0058024+0.0026698i
-0.021741+0.028924i,-0.059545+0.037333i,-0.097213+0.0081895i,-0.096679-0.035312i,-0.068463-0.040411i,-0.047846-0.012907i,-0.033405+0.0060205i,-0.017345+0.0096784i,-0.0068148+0.0072165i,-0.0023395+0.0044205i,-0.00045523+0.002854i,0.0011978+0.0028332i,0.0019627+0.0043903i,0.00027227+0.0076474i,0.00017611+0.0097379i,0.0022683+0.0067932i,0.0031882+0.001995i,0.0051696+0.0010174i,0.009436+0.0038125i,0.012228+0.004844i,0.010994+0.0028989i,0.0079484+0.0016339i,0.0055961+0.0011475i
-0.012721-0.017188i,-0.00089243-0.025322i,0.022398-0.0015636i,0.027503+0.041097i,0.017593+0.049929i,0.015978+0.032231i,0.013602+0.020738i,0.008194+0.014565i,0.0071085+0.0080313i,0.0078431+0.0021852i,0.0067283-0.00075862i,0.0030953-0.0033984i,-0.0016451-0.0070257i,-0.0057594-0.0087338i,-0.0078872-0.0079162i,-0.006673-0.0046238i,-0.0032499-0.0019928i,-0.0024544-0.0060028i,-0.0054421-0.013473i,-0.0071367-0.016192i,-0.0065391-0.012707i,-0.0057763-0.0074633i,-0.0044242-0.00404i
0.0087342-0.017713i,0.018093-0.033656i,0.023943-0.054713i,0.028148-0.068036i,0.021257-0.056486i,-0.0030007-0.03879i,-0.018241-0.026822i,-0.016045-0.01449i,-0.010868-0.0049624i,-0.0078884-0.00089453i,-0.0054439+0.00065668i,-0.0014677+0.00337i,0.0030518+0.0044737i,0.0050205+0.0016236i,0.0031541-0.0016408i,-0.00074195-0.0019265i,-0.0026255+0.0022509i,-0.0017919+0.0096594i,-3.1508e-05+0.015322i,0.00058458+0.017231i,0.00034345+0.014814i,0.00064551+0.010303i,0.0011887+0.0058004i
0.01874+0.020092i,0.02132+0.051751i,-1.2863e-05+0.077647i,-0.030792+0.072798i,-0.035075+0.046518i,-0.017152+0.028417i,-0.006605+0.018961i,-0.0039917+0.010593i,0.00025222+0.0062948i,0.0035699+0.0056292i,0.0035548+0.005146i,0.0017428+0.003072i,0.001074+0.0018456i,0.0035444+0.002813i,0.0061543+0.0025214i,0.0054062-0.00011353i,0.0020117-0.0039132i,0.0015751-0.0083333i,0.0047831-0.013372i,0.0064706-0.015855i,0.0049834-0.013643i,0.0016746-0.0085124i,-0.00056211-0.0034622i
-0.017255+0.0061991i,-0.027144-0.0050502i,-0.0080445-0.02538i,0.02705-0.028038i,0.033362-0.01865i,0.018519-0.022197i,0.010071-0.026072i,0.0066374-0.019335i,0.0022035-0.011866i,-0.001809-0.0084847i,-0.0042814-0.005716i,-0.0048849-0.0014128i,-0.0053575+0.0020157i,-0.0063122+0.004534i,-0.0056247+0.0071782i,-0.0013182+0.0072299i,0.0019161+0.0044811i,-0.0009047+0.0020615i,-0.0070022+0.0040121i,-0.009999+0.0070965i,-0.008959+0.0069421i,-0.0074129+0.0045569i,-0.0055352+0.0030209i
