-2.3573e-05-0.0010412i,-0.00060705-0.002024i,-0.0017952-0.0019023i,-0.0019899-0.0013272i,-0.0020539-9.8519e-05i,-0.0010356+0.0014827i,0.00056695+0.0012595i,0.0015386+0.0015156i,0.001355+0.0010842i,0.00094289-8.1633e-05i,0.00050542-0.0003769i,-0.00055666-0.00071806i,-0.00068375-0.0011708i,0.00012444-0.0013297i,0.0002878-0.0010909i,-3.2565e-05-0.000578i,-0.00052139+0.00036686i,-0.00051424+0.00038374i,-0.00038922-0.00015368i,-0.00085371-6.1593e-05i,-0.00097283+0.00024076i,-0.00027641+0.00057065i,-1.6808e-05+0.00048453i
0.11133+0.16431i,0.19878+0.27549i,0.22003+0.25472i,0.14822+0.086984i,0.032456-0.038164i,-0.046318-0.024415i,-0.043602+0.015085i,-0.019925+0.020153i,-0.030648+0.0091885i,-0.065849+0.0072588i,-0.073417+0.012093i,-0.044983-0.011121i,-0.032897-0.04986i,-0.044201-0.055737i,-0.043986-0.031772i,-0.026429-0.010548i,-0.011522-0.001866i,-0.0082932+0.0013121i,-0.0056034-0.0005069i,-0.0012028-0.0094278i,-0.0028574-0.016528i,-0.0080535-0.01601i,-0.013083-0.012285i
-0.066932-0.082478i,-0.16198-0.12394i,-0.19129-0.06156i,-0.085124+0.065241i,0.036472+0.094497i,0.05655+0.016422i,0.0075188-0.040765i,-0.030323-0.042857i,-0.023188-0.018047i,0.022465+0.0063912i,0.05524+0.013846i,0.044734+0.024941i,0.025991+0.057817i,0.025627+0.077448i,0.027589+0.060084i,0.017206+0.028659i,0.0019565+0.00832i,-0.0055887+0.0039208i,-0.0046939+0.0052615i,-0.0021923+0.0015727i,-0.0018722-0.0052308i,-0.00042358-0.011218i,0.0040042-0.014817i
0.21638+0.082902i,0.37085+0.087169i,0.36419+0.010712i,0.1687-0.057848i,-0.028148-0.023926i,-0.093475+0.037913i,-0.064853+0.039178i,-0.021202+0.010548i,0.010985-0.004404i,0.020116-0.0091845i,0.0020172-0.01392i,-0.023515-0.010525i,-0.025396-0.0062938i,-0.0063693-0.00771i,0.0060159-0.0078213i,0.006965-0.003532i,0.0089458-0.0011634i,0.0094813-0.0083376i,-0.0016047-0.013926i,-0.0096094-0.0095631i,-0.0023805-0.0048301i,0.006037-0.0035029i,0.0050319-0.0021468i
-0.2945+0.10404i,-0.5311+0.17591i,-0.57333+0.17544i,-0.38182+0.057804i,-0.18079-0.10776i,-0.099809-0.17762i,-0.078386-0.11584i,-0.059238-0.036514i,-0.058508-0.016682i,-0.074791-0.03436i,-0.068833-0.03716i,-0.023267-0.028283i,0.021884-0.036683i,0.031607-0.050332i,0.016743-0.044331i,0.0010739-0.022293i,-0.0072165-0.0016436i,-0.0099351+0.0099303i,-0.0073276+0.0088281i,-0.002526+0.0033066i,0.0028493+0.0042097i,0.0089405+0.0060816i,0.011491+0.001795i
0.15458-0.20835i,0.26699-0.39033i,0.24049-0.39544i,0.11807-0.1733i,0.085097+0.018891i,0.11989+0.031597i,0.099454-0.025653i,0.051457-0.047882i,0.040422-0.029678i,0.061102+0.007166i,0.074423+0.02441i,0.053435+0.018281i,0.011581+0.01451i,-0.021707+0.020113i,-0.026971+0.026278i,-0.013811+0.014607i,-0.011141-0.0089281i,-0.018808-0.017728i,-0.01753-0.010571i,-0.010191-0.0068897i,-0.010685-0.0072999i,-0.013592-0.00081732i,-0.0068477+0.011049i
-0.034728+0.4529i,0.049665+0.804i,0.21943+0.84676i,0.27388+0.50566i,0.11967+0.16043i,-0.03079+0.0031443i,-0.065174-0.045101i,-0.039025-0.019747i,0.014001+0.019536i,0.039481+0.0082518i,0.017351-0.010536i,-0.002346-0.00092376i,0.0040526+0.014409i,0.017794+0.019115i,0.019074+0.011909i,0.013251+0.0030434i,0.02065+0.0021966i,0.039047-0.0025575i,0.041364-0.013954i,0.023913-0.018985i,0.0075887-0.018345i,-0.0047368-0.017443i,-0.01739-0.015163i
-0.25111-0.35731i,-0.44939-0.62038i,-0.50574-0.67848i,-0.31629-0.48676i,-0.024984-0.25549i,0.15308-0.10054i,0.17827-0.053496i,0.094888-0.067297i,-0.00097695-0.062154i,-0.03179-0.052058i,-0.027814-0.053109i,-0.022169-0.046906i,-0.015095-0.030918i,-0.0016525-0.014237i,0.011559-0.013424i,0.0092-0.017826i,-0.0026083-0.0099762i,-0.013288+0.0022166i,-0.01371+0.0090472i,-0.0025482+0.0060203i,0.0053932-0.0012286i,0.0061811-0.0053755i,0.0060402-0.0076486i
0.39513+0.16985i,0.71137+0.23815i,0.75344+0.13824i,0.41156+0.014933i,0.054378+0.10133i,-0.019766+0.23976i,0.066672+0.208i,0.1041+0.079775i,0.051616+0.022296i,2.6629e-05+0.070543i,0.0099198+0.10722i,0.027998+0.073322i,0.017622+0.029497i,-0.00012649+0.001988i,-0.014581-0.0059332i,-0.010527-0.0013582i,0.0035266-0.012526i,0.001176-0.030993i,-0.0080918-0.030357i,-0.0078808-0.016636i,0.0015921-0.0098573i,0.008818-0.011175i,0.0087959-0.011411i
-0.55918+0.075052i,-1.0069+0.29736i,-1.088+0.56043i,-0.69203+0.57571i,-0.2941+0.26193i,-0.17131-0.048847i,-0.15658-0.11763i,-0.12457-0.048298i,-0.070867+0.023343i,-0.013633+0.029656i,-0.0068322-0.00049578i,-0.046572+0.0055945i,-0.064927+0.036226i,-0.048645+0.052748i,-0.02502+0.047081i,-0.010911+0.030273i,-0.0045304+0.024609i,0.0090067+0.030038i,0.02335+0.022789i,0.020891+0.004567i,0.013531-0.0027193i,0.015446+0.00096395i,0.021364+0.0032726i
0.31739-0.35015i,0.4848-0.73956i,0.43653-0.91842i,0.23007-0.68805i,0.099894-0.32609i,0.069823-0.093293i,0.05314+0.0096637i,0.038206+0.0069198i,0.0053894-0.037872i,-0.0099286-0.047026i,0.012975-0.04641i,0.045056-0.055053i,0.057928-0.059051i,0.04123-0.044951i,0.029148-0.015182i,0.026826-0.00082905i,0.0078975-0.0017691i,-0.014806-0.0013321i,-0.020458+0.00017986i,-0.011659+0.0061124i,-0.0045729+0.012213i,-0.0068384+0.015235i,-0.010338+0.017938i
-0.22141+0.50803i,-0.13376+0.92134i,0.14909+0.94424i,0.29262+0.44698i,0.087462-0.024903i,-0.15805-0.084387i,-0.16173+0.048395i,-0.026251+0.10137i,0.04668+0.030671i,-0.010421-0.02259i,-0.057713+0.028881i,-0.023184+0.082693i,0.0141+0.07797i,0.030122+0.046424i,0.024168+0.013669i,0.0050994+0.0047911i,0.0071957+0.0063298i,0.017897-0.0061762i,0.013828-0.018735i,0.00024424-0.019485i,-0.0069924-0.013761i,-0.0036674-0.0073102i,0.00025337-0.0047066i
-0.23476-0.53256i,-0.56878-0.80248i,-0.79466-0.68542i,-0.62788-0.24988i,-0.19164+0.01371i,0.10759-0.051026i,0.11993-0.16251i,0.018205-0.15344i,-0.010135-0.060577i,0.048164-0.012744i,0.061382-0.051835i,-0.0052169-0.090375i,-0.060061-0.076256i,-0.066-0.036742i,-0.048917-0.012624i,-0.029921-0.01127i,-0.015815-0.0096464i,-0.00396+0.0014909i,0.0099724+0.0099925i,0.023108+0.0019581i,0.021125-0.013695i,0.0039821-0.015228i,-0.0057011-0.0011273i
0.33556+0.13246i,0.70882+0.1837i,0.88403+0.10618i,0.63647+0.0050133i,0.27267+0.065181i,0.11009+0.1908i,0.092936+0.18052i,0.073477+0.07797i,0.012975+0.015689i,-0.024466+0.023212i,0.0082682+0.035402i,0.05955+0.026515i,0.077216+0.01526i,0.056042-7.9981e-05i,0.023508-0.0025191i,0.014995+0.0083443i,0.021412+0.0044203i,0.017036-0.0074095i,0.0022002-0.0092324i,-0.0083297+0.00025157i,-0.0014414+0.0060944i,0.01074-0.0084278i,0.006428-0.026639i
-0.23185-0.20687i,-0.53493-0.14305i,-0.58216+0.068471i,-0.24155+0.1245i,0.035057-0.03676i,0.024067-0.13957i,-0.032336-0.068479i,-0.020037+0.037883i,0.0063156+0.067041i,-0.0099621+0.024747i,-0.070978+0.009662i,-0.10519+0.032209i,-0.093977+0.035403i,-0.058872+0.028712i,-0.023869+0.0095753i,-0.021212-0.0082264i,-0.027655+0.00072272i,-0.017553+0.0098287i,-0.0037845+0.0034629i,0.0036307-0.0063261i,0.0071194-0.0024994i,0.013605+0.01414i,0.022547+0.019334i
0.35451-0.041276i,0.44888-0.28495i,0.19023-0.45913i,-0.20254-0.28872i,-0.28523+0.0067749i,-0.099204+0.1016i,0.058279+0.045231i,0.10083-0.011998i,0.068771-0.009619i,0.06132+0.03271i,0.089732+0.014438i,0.077795-0.049078i,0.034477-0.07181i,-0.00077929-0.057415i,-0.012364-0.033763i,-0.0001924-0.021535i,0.0092575-0.020186i,0.0081092-0.011651i,0.010861+0.0012365i,0.018903+0.0081292i,0.017934+0.0026252i,0.00016119-0.0054748i,-0.016242+0.001093i
-0.18749+0.15614i,-0.27982+0.35757i,-0.26407+0.48256i,-0.18583+0.36757i,-0.16268+0.1074i,-0.21139-0.044563i,-0.2303-0.02126i,-0.15942+0.024712i,-0.071022-0.016865i,-0.050045-0.063531i,-0.045394-0.030383i,-0.0098233+0.0285i,0.022339+0.046586i,0.028015+0.028821i,0.017535+0.015425i,0.012257+0.018361i,0.0099209+0.021285i,0.0041167+0.02193i,0.0012131+0.013719i,-0.0079515-0.0017712i,-0.018971-0.0037425i,-0.011462+0.0023891i,0.0014787-9.9012e-05i
0.1459-0.023073i,0.25425-0.13723i,0.33052-0.22123i,0.39577-0.18361i,0.39754-0.12232i,0.27989-0.10584i,0.11341-0.083033i,0.0001789-0.055134i,-0.03735-0.047209i,-0.038966-0.047391i,-0.041677-0.047994i,-0.042048-0.043074i,-0.028995-0.023874i,-0.00040299+0.002493i,0.031676+0.0036766i,0.032906-0.021424i,0.0060877-0.035331i,-0.012101-0.032198i,-0.011613-0.020735i,-0.0014279-0.0078036i,0.0016204-0.0037298i,-0.0092037+9.683e-05i,-0.012557+0.0081196i
-0.17496+0.080948i,-0.19344+0.18942i,-0.10808+0.1656i,-0.064089-0.0025573i,-0.11535-0.079784i,-0.14641-0.030996i,-0.1067-0.0082129i,-0.052459-0.014975i,-0.015418+0.019801i,0.017347+0.071045i,0.047458+0.086009i,0.050355+0.06428i,0.032401+0.037746i,0.020967+0.019036i,0.011073+0.013082i,0.0079054+0.022306i,0.020343+0.026177i,0.029796+0.018126i,0.027553+0.013356i,0.027898+0.013108i,0.038049+0.0040365i,0.042207-0.015062i,0.029526-0.024626i
0.26733-0.21225i,0.25819-0.48311i,0.0061196-0.5948i,-0.23921-0.37831i,-0.17701-0.092332i,0.091054-0.032078i,0.2306-0.14453i,0.16042-0.19621i,0.051235-0.10831i,0.023389-0.016682i,0.024836-0.0054024i,0.0066024-0.0060275i,0.0002457+0.012724i,-0.0055563+0.017324i,-0.032714+0.021266i,-0.047337+0.034178i,-0.036738+0.030046i,-0.024268+0.014116i,-0.011584+0.0091254i,0.0087399+0.006676i,0.017466+0.0010264i,0.013078+0.0051534i,0.014046+0.011828i
-0.062744+0.45122i,0.11277+0.77108i,0.36223+0.82369i,0.4069+0.57606i,0.22189+0.37883i,0.092525+0.40787i,0.1345+0.47621i,0.20299+0.39388i,0.16076+0.17722i,0.039819+0.017868i,-0.0251-0.0047039i,-0.0095777+0.0040836i,-0.0074278-0.0072692i,-0.031506+0.0045735i,-0.029716+0.028943i,-0.011984+0.027131i,-0.0008983+0.011043i,0.0047879-0.0045391i,-0.002511-0.018356i,-0.018678-0.015436i,-0.021468+0.00011678i,-0.012459+0.0086565i,-0.0047357+0.012514i
-0.35433-0.18179i,-0.65263-0.29211i,-0.74719-0.28508i,-0.50532-0.1963i,-0.24305-0.18925i,-0.21152-0.18882i,-0.26012-0.051955i,-0.22132+0.096898i,-0.1091+0.13083i,-0.024157+0.080901i,-0.012615+0.023002i,-0.028632-0.02033i,-0.028311-0.053271i,-0.0045922-0.064215i,0.01217-0.071442i,-0.0025728-0.073926i,-0.022137-0.04417i,-0.016475-0.010823i,-0.0016266-0.0043449i,-0.0063369-0.0038657i,-0.017732+0.0087928i,-0.015851+0.017181i,-0.0074286+0.010139i
-0.12542-0.020631i,0.04185-0.017952i,0.17169-0.12273i,-0.008968-0.23335i,-0.20412-0.17416i,-0.14842-0.037781i,-0.033161-0.013444i,-0.00068924-0.060745i,-0.0074861-0.078332i,-0.013508-0.060426i,0.0021554-0.047449i,0.01558-0.047293i,0.013861-0.035722i,0.026495-0.041953i,0.044681-0.077483i,0.054473-0.090821i,0.056217-0.066796i,0.046823-0.030133i,0.036325-0.0020696i,0.033573+0.0051022i,0.028864-0.0040637i,0.015163-0.016938i,-0.00027259-0.019574i
-0.15288-0.33312i,-0.44375-0.16104i,-0.49246+0.26774i,-0.15378+0.41427i,0.059916+0.096346i,-0.10853-0.27127i,-0.29002-0.36477i,-0.24681-0.26201i,-0.11451-0.16597i,-0.063177-0.12996i,-0.091038-0.070685i,-0.095055+0.01812i,-0.056813+0.059573i,-0.032772+0.054765i,-0.018862+0.052335i,0.0061226+0.052041i,0.015184+0.037664i,0.002865+0.023647i,-0.0026561+0.018146i,-0.00042099+0.010484i,-8.8484e-05+0.0090935i,0.0013516+0.018503i,0.0039004+0.01641i
0.47626-0.22496i,0.59671-0.52084i,0.5-0.61394i,0.40758-0.33981i,0.48275-0.026588i,0.57538+0.05067i,0.52395-0.021464i,0.34513-0.084322i,0.15747-0.040186i,0.09399+0.031345i,0.096445+0.012957i,0.061142-0.028532i,0.012145-0.012216i,-0.024072+0.043091i,-0.042498+0.080876i,-0.041431+0.065282i,-0.02782+0.021129i,-0.020255-0.0039134i,-0.022416+0.0086842i,-0.012379+0.025463i,-0.0030991+0.016174i,-0.013762+0.0030094i,-0.021902+0.016717i
0.29629+0.22216i,0.35838+0.2065i,0.15004+0.0020324i,-0.22092-0.24034i,-0.47121-0.27723i,-0.50489-0.15776i,-0.44264-0.073193i,-0.37099-0.024853i,-0.25394+0.045306i,-0.11525+0.085987i,-0.029888+0.086962i,0.012159+0.081151i,0.034226+0.053637i,0.019426+0.021773i,-0.020061+0.031479i,-0.040392+0.06222i,-0.027105+0.070151i,-0.0017347+0.051516i,0.015041+0.02624i,0.028225+0.0097636i,0.043359-0.0058801i,0.042806-0.014596i,0.018925+0.0053377i
-0.04698+0.41045i,0.022962+0.29243i,-0.077389+0.0014012i,-0.29787-0.015716i,-0.30983+0.25391i,-0.068148+0.47184i,0.1326+0.43313i,0.12598+0.23329i,0.037968+0.10987i,0.048098+0.069674i,0.083628-0.0046168i,0.062029-0.060381i,0.037391-0.052773i,0.027886-0.023431i,0.024088-0.0092657i,-0.0013076-0.016674i,-0.041328-0.022116i,-0.055182-0.017252i,-0.033342-0.01235i,-0.0076574-0.017812i,-0.015789-0.022136i,-0.031858-0.011369i,-0.021138-0.011014i
-1.3937+6.8527i,0.58704+6.7716i,3.4055+5.9969i,4.6971+2.6772i,4.0248-1.0017i,1.8333-2.8983i,-0.16595-2.2256i,-0.85923-0.59637i,-0.19966+0.42183i,0.81274+0.11264i,0.89756-0.74326i,0.28788-1.247i,-0.45913-1.7422i,-1.2515-2.3713i,-1.4932-2.4081i,-0.92419-1.4829i,-0.28453-0.4821i,-0.2607+0.012436i,-0.62143+0.31865i,-0.62703+0.61113i,-0.14815+0.69449i,0.34673+0.3972i,0.43104-0.085807i
-0.25792-0.33452i,-0.33-0.60113i,-0.30422-0.76032i,-0.28298-0.62793i,-0.2456-0.15867i,-0.060772+0.39973i,0.20287+0.63307i,0.30643+0.48948i,0.2388+0.28342i,0.18553+0.15998i,0.15859+0.035849i,0.091724-0.072139i,0.036477-0.088543i,0.034827-0.052295i,0.029496-0.025166i,-0.014738-0.0091458i,-0.050747+0.0024843i,-0.046006+0.013821i,-0.018743+0.020855i,-0.0003935+0.019179i,-0.0028196+0.015985i,-0.0087292+0.0013873i,-0.0026074-0.01969i
0.0043193-0.38823i,-0.073308-0.25274i,-0.14152+0.087254i,-0.16193+0.19817i,-0.10843+0.044711i,0.014496-0.15797i,0.066242-0.33381i,-0.021102-0.32031i,-0.05104-0.13413i,0.006227-0.051701i,0.0042647-0.05303i,-0.021405-0.01619i,-0.019023+0.0057677i,-0.0031963-0.0092579i,0.034495-0.034657i,0.06603-0.042223i,0.063561-0.023172i,0.035081-0.0071972i,0.0079946-0.0086951i,-0.00087341-0.011703i,0.0029863-0.0022586i,0.019377+0.013109i,0.039674+0.010351i
0.40255-0.030288i,0.29422-0.13889i,0.028846-0.070906i,-0.020561+0.16348i,-0.023528+0.2009i,-0.23683+0.077357i,-0.41874+0.12871i,-0.35588+0.23921i,-0.1816+0.20481i,-0.054644+0.11416i,0.0028238+0.05508i,0.028141+0.019044i,0.044361-0.0075274i,0.048564-0.0038793i,0.053983+0.024584i,0.045298+0.029707i,1.1117e-05+0.012789i,-0.032221+0.0094455i,-0.014217+0.0092976i,0.0080023-0.0017524i,0.00048707-0.0016342i,-0.014807+0.015539i,-0.015038+0.02807i
0.31955+0.30921i,0.64351+0.25847i,0.73504-0.034218i,0.41687-0.25478i,0.044184-0.10872i,-0.044515+0.22908i,0.057496+0.38143i,0.10475+0.27866i,0.062211+0.13457i,0.036241+0.065222i,0.047127+0.016367i,0.044576-0.039982i,0.017204-0.071658i,0.0094582-0.064203i,0.02662-0.037539i,0.036976-0.011039i,0.04137+0.010308i,0.044482+0.0036887i,0.0316-0.026194i,0.0098469-0.039212i,0.0048487-0.030241i,0.02117-0.01931i,0.031975-0.014317i
-0.214+0.37876i,-0.3149+0.46566i,-0.39208+0.28312i,-0.39809+0.022252i,-0.24641-0.11978i,-0.028273-0.23741i,0.032106-0.36299i,-0.026416-0.35699i,-0.044276-0.24874i,-0.038936-0.1648i,-0.054103-0.094696i,-0.043435-0.013007i,0.0088455+0.032061i,0.041795+0.015877i,0.030159-0.0081438i,0.012743-0.0036737i,-0.00088206+0.0025254i,-0.011276+0.001925i,-0.012232+0.0028065i,-0.014416+0.0084527i,-0.016108+0.021321i,-0.010309+0.029471i,-0.0044856+0.017415i
-0.5353-0.19702i,-0.60548-0.079527i,-0.31433+0.22605i,0.07837+0.40208i,0.25446+0.22453i,0.17203-0.07188i,0.0058296-0.1858i,-0.058737-0.11177i,-0.013448-0.031224i,0.0095209-0.015751i,-0.014423+0.0043273i,-0.023876+0.034008i,-0.020957+0.032342i,-0.025347+0.030925i,-0.010235+0.049273i,0.021142+0.046159i,0.028354+0.012693i,0.012425-0.0093138i,0.0054368-0.0061577i,0.015688-0.002975i,0.022968-0.0048742i,0.017695-0.00099974i,0.012391+0.0025726i
0.17066-0.31864i,0.1547-0.40765i,0.082324-0.33018i,0.04403-0.13183i,-0.024+0.11012i,-0.13586+0.25149i,-0.17295+0.22518i,-0.13782+0.13272i,-0.077094+0.094464i,0.0080964+0.085888i,0.062594+0.048573i,0.069133+0.0134i,0.063001-0.0027241i,0.041986-0.008079i,0.0033967+0.0048515i,-0.027352+0.029484i,-0.031386+0.044951i,-0.011248+0.0367i,0.0075062+0.0069776i,0.0042557-0.025062i,-0.01004-0.033449i,-0.015507-0.016574i,-0.0090978+0.0050651i
0.32687-0.081606i,0.4953-0.18233i,0.46812-0.29522i,0.24406-0.36264i,0.10397-0.30949i,0.15475-0.18199i,0.19243-0.11758i,0.12726-0.096576i,0.029626-0.087377i,-0.058668-0.078719i,-0.092616-0.042553i,-0.067557-0.01257i,-0.0432-0.0035475i,-0.028834-0.0015981i,-0.0081222+0.0019063i,0.016061+0.015417i,0.035256+0.018027i,0.028208-7.4769e-05i,-0.00057967-0.013374i,-0.018314-0.0068949i,-0.0076733+0.0039736i,0.01898+0.0031502i,0.031228-0.0025153i
0.21426+0.37497i,0.13928+0.5205i,-0.080442+0.54774i,-0.14736+0.45571i,-0.070998+0.21891i,-0.068392-0.012478i,-0.084057-0.047226i,-0.05293-0.013259i,-0.040318+0.0019668i,-0.024586+0.036439i,0.0035796+0.057328i,0.0081414+0.061238i,0.013923+0.057064i,0.021732+0.035673i,0.0089258+0.018388i,-0.013793+0.012267i,-0.029738+0.0095515i,-0.027196+0.0071616i,-0.012502+0.0057836i,0.00040974+0.0067841i,0.0016909+0.00043527i,-0.012196-0.0064773i,-0.028116-0.0035067i
-0.33059+0.070611i,-0.23086-0.040146i,0.12246-0.21071i,0.38179-0.24773i,0.38315-0.16348i,0.28535-0.11686i,0.17447-0.1179i,0.093962-0.086881i,0.06037-0.047989i,0.041345-0.019339i,0.035812-0.0011323i,0.031174-0.010787i,0.0083833-0.01934i,-0.0089259+0.00030492i,-0.010186+0.014884i,-0.012406+0.0037052i,-0.011593-0.0075553i,0.0023538-0.0023639i,0.017753+0.0010626i,0.016245-0.011868i,0.00040193-0.023959i,-0.010253-0.022797i,-0.0094871-0.0071182i
-0.067101-0.071237i,-0.10168-0.033327i,-0.18871-0.069372i,-0.29143-0.19614i,-0.23901-0.18786i,-0.060376-0.076342i,0.04899-0.070166i,0.041857-0.10854i,0.016799-0.089934i,0.0063531-0.062791i,-0.0081706-0.042375i,-0.010098-0.021536i,0.0057541-0.013744i,0.018764-0.020771i,0.011458-0.02459i,-0.0045227-0.0068449i,-0.0076259+0.015518i,-0.0036563+0.020874i,-0.0044003+0.020243i,-0.0053436+0.027886i,-0.00080164+0.035028i,0.0028962+0.033437i,-0.00036758+0.02051i
-0.22148-0.31595i,-0.39667-0.30704i,-0.38453-0.019532i,-0.17955+0.28987i,-0.0093607+0.32266i,0.023043+0.19662i,0.01106+0.14109i,0.041542+0.13294i,0.056712+0.065611i,-0.0064842-0.0034892i,-0.068939+0.0034362i,-0.072798+0.024432i,-0.068878+0.025703i,-0.068436+0.032178i,-0.048584+0.026346i,-0.025876+0.0034306i,-0.014888-0.011296i,-0.011728-0.0051233i,-0.00575+0.005027i,0.0036+0.0015987i,0.0078032-0.0027177i,0.014886-0.0015244i,0.023014-0.0052802i
0.50647-0.032732i,0.59549-0.064008i,0.4323-0.010969i,0.28011+0.087446i,0.19454+0.12719i,0.079372+0.13787i,0.033542+0.14558i,0.038171+0.10406i,0.039117+0.08389i,0.082589+0.087469i,0.1111+0.042032i,0.083878+0.003197i,0.070139-0.0045339i,0.072915-0.012673i,0.063194-0.0088936i,0.046553-0.00059705i,0.027152-0.00048688i,0.013592-0.010093i,0.0026596-0.023999i,-0.0094881-0.023067i,-0.015168-0.012647i,-0.019303-0.0083431i,-0.023608-0.005841i
-0.051552+0.26864i,-0.00080622+0.16404i,-0.0041923-0.19624i,-0.20021-0.42478i,-0.34349-0.28769i,-0.22065-0.077356i,-0.069582-0.020861i,-0.030164-0.029312i,-0.04376-0.051106i,-0.066748-0.070588i,-0.058326-0.069178i,-0.031291-0.069316i,-0.031326-0.064008i,-0.049964-0.045366i,-0.060325-0.029116i,-0.055156-0.019851i,-0.044322-0.014983i,-0.03522-0.0029036i,-0.020079+0.014675i,-0.0019316+0.019793i,0.0085162+0.014271i,0.010066+0.008067i,0.0085337+0.0041872i
-0.024652+0.33143i,0.03019+0.60804i,0.071831+0.76818i,0.090148+0.66367i,0.099149+0.39888i,0.072121+0.18177i,0.018902+0.06413i,-0.019579+0.015365i,-0.012388-0.0037762i,-0.0024322-0.012288i,-0.017901+0.0068015i,-0.018757+0.047971i,0.0091762+0.065464i,0.028845+0.052484i,0.02757+0.045578i,0.024717+0.048959i,0.02735+0.044377i,0.027644+0.027022i,0.022001+0.0056873i,0.014343-0.00023855i,0.01192+0.0093628i,0.013393+0.016785i,0.0071816+0.0085028i
-0.52192-0.3064i,-0.65793-0.40684i,-0.35227-0.38074i,0.12357-0.29216i,0.28123-0.22729i,0.13421-0.17056i,-0.0064861-0.086413i,-0.023203-0.012372i,0.023682+0.01677i,0.052649+0.0016662i,0.044683-0.013521i,0.030668-0.018172i,0.012792-0.024304i,-0.0013126-0.023004i,-0.0050419-0.032436i,-0.014411-0.053595i,-0.026468-0.057169i,-0.023365-0.040013i,-0.009552-0.023067i,-0.0031532-0.01961i,-0.0017581-0.019134i,0.0050973-0.017379i,0.012099-0.015954i
0.50856-0.34035i,0.60844-0.51448i,0.31424-0.49651i,-0.11262-0.31657i,-0.26671-0.08888i,-0.1523+0.057362i,-0.036186+0.038364i,-0.029634-0.013402i,-0.034017+0.017004i,0.0092614+0.040792i,0.022313+0.0027674i,-0.00019037-0.028106i,-0.0050735-0.036526i,-0.010828-0.037548i,-0.01595-0.012287i,0.0053765+0.025054i,0.029894+0.040669i,0.022909+0.030113i,-0.0071249+0.018676i,-0.022778+0.020137i,-0.019727+0.017012i,-0.018349+0.0085755i,-0.019926+0.0077461i
0.015843+0.15275i,-0.013415+0.18675i,-0.061187+0.17117i,-0.069061+0.16128i,-0.039124+0.10629i,-0.050059+0.037485i,-0.052094+0.059646i,-0.0005857+0.075523i,-0.0008287+0.014827i,-0.066968-0.010558i,-0.071408+0.031325i,-0.016168+0.059687i,0.013165+0.064035i,0.014166+0.061688i,0.0099532+0.043037i,-0.0013187+0.012365i,-0.018034-0.0095731i,-0.024494-0.0086986i,-0.0072534+0.0037086i,0.014053+0.0040298i,0.015768-0.0011858i,0.01288+0.0083395i,0.018767+0.020293i
0.19594+0.34064i,0.34798+0.4819i,0.46252+0.41311i,0.4795+0.14896i,0.33066-0.074897i,0.11403-0.11986i,0.023506-0.058306i,0.045166-0.021988i,0.070936-0.016966i,0.097815-0.017948i,0.095293-0.042512i,0.041206-0.056819i,0.0014-0.042466i,0.0026332-0.033665i,0.0055449-0.030859i,0.0020935-0.015708i,0.0091447-0.0033746i,0.019564-0.015474i,0.011706-0.038051i,-0.010082-0.037516i,-0.020619-0.015871i,-0.01726-0.0011773i,-0.01107-0.0011746i
-0.61825-0.065946i,-0.89737-0.20888i,-0.89052-0.33799i,-0.67645-0.30107i,-0.39915-0.18376i,-0.16431-0.13903i,-0.096224-0.14476i,-0.108-0.089394i,-0.069989-0.028658i,-0.038199-0.017639i,-0.033865-0.0026455i,-0.021673+0.013409i,-0.011233+0.01424i,-0.01041+0.014011i,-0.014145+0.010078i,-0.018404-0.0013942i,-0.023499-0.010537i,-0.022157+0.00095396i,-0.0073384+0.02259i,0.0036105+0.023238i,-0.0010809+0.0093598i,-0.010728+4.5174e-05i,-0.014386+0.0013586i
0.27266-0.14593i,0.47441-0.0061407i,0.51399+0.26056i,0.37318+0.39972i,0.23204+0.35117i,0.15609+0.23567i,0.12166+0.1413i,0.087159+0.076665i,0.03954+0.063374i,0.02615+0.086577i,0.044675+0.078312i,0.042398+0.038717i,0.021083+0.0075945i,0.0072758-0.0063577i,0.007069-0.003004i,0.018686+0.011191i,0.033569+0.024753i,0.037267+0.023368i,0.023237+0.0081498i,0.012466+0.0023764i,0.018517+0.002393i,0.023823-0.0072415i,0.016768-0.018111i
-0.1076-0.17316i,-0.222-0.24166i,-0.12452-0.2471i,0.1361-0.24291i,0.20702-0.222i,0.1144-0.15569i,0.065324-0.10534i,0.034476-0.080288i,0.0016493-0.052112i,-0.011395-0.042858i,-0.021466-0.033179i,-0.0088505-0.01024i,0.019966+0.0040073i,0.034539+0.0086486i,0.023888-0.00319i,-0.008875-0.019602i,-0.035334-0.024154i,-0.043315-0.020806i,-0.038116-0.010755i,-0.02901-0.005729i,-0.02682-0.0073614i,-0.023485-0.0020555i,-0.0097093+0.0049968i
