-2.3573e-05-0.0010412i,-0.00060705-0.002024i,-0.0017952-0.0019023i,-0.0019899-0.0013272i,-0.0020539-9.8519e-05i,-0.0010356+0.0014827i,0.00056695+0.0012595i,0.0015386+0.0015156i,0.001355+0.0010842i,0.00094289-8.1633e-05i,0.00050542-0.0003769i,-0.00055666-0.00071806i,-0.00068375-0.0011708i,0.00012444-0.0013297i,0.0002878-0.0010909i,-3.2565e-05-0.000578i,-0.00052139+0.00036686i,-0.00051424+0.00038374i,-0.00038922-0.00015368i,-0.00085371-6.1593e-05i,-0.00097283+0.00024076i,-0.00027641+0.00057065i,-1.6808e-05+0.00048453i
-0.0010797+0.0031588i,0.0012257+0.0034984i,0.0017539+0.0028027i,0.0015526+0.0011092i,0.00011623-0.00066735i,-0.0018108-0.0012341i,-0.0019082-0.00024453i,-0.0010294+6.5494e-05i,-0.00099477+0.00012335i,-0.00097867+0.00071023i,-0.00012577+0.0013317i,0.00053363+0.0014867i,0.00092319+0.00047363i,0.0014342-0.0012079i,0.00078971-0.0012232i,5.1568e-05-0.0004587i,-0.00047398-0.00019404i,-0.00079085+0.00042781i,-0.00042999+0.0012383i,0.00037461+0.0010767i,0.0010353+0.00033834i,0.00070345+1.1376e-05i,0.0002123+0.00053048i
-0.0011545-0.0037052i,-0.0021378-0.0026758i,-0.0024035-0.0018882i,-0.0024685-0.00083561i,-0.0013266-0.00033225i,0.00016608+0.0003972i,0.00047868+0.00073965i,0.00041014-0.00047603i,0.00039314-0.0010066i,0.00018995-0.00086894i,0.00018014-0.00033595i,0.00053634+0.00021445i,0.00060182+0.00030928i,0.00052749+0.0004421i,0.00069474+0.00019469i,0.00085746-0.00032127i,0.00069898+0.00066592i,-0.00018578+0.0014859i,-0.00024818+0.0014572i,-5.844e-05+0.00055445i,-0.00059775-0.00086232i,-0.00082317-0.00097142i,-0.00049897-0.00022083i
0.00049555-0.0021675i,0.00071438-0.00114i,0.00035824-0.00014288i,-0.00183+0.0011612i,-0.0029533+0.0016433i,-0.0019437+0.00074387i,-0.00089443-0.00045104i,-6.0599e-05-0.0013673i,-8.9071e-05-0.0015361i,-0.00059522-0.00072903i,-0.00081285+0.00051226i,-0.00053423+0.001543i,-0.00018655+0.0014474i,0.00033361+0.00086731i,0.0010755+0.0008015i,0.00058957+0.00051974i,-0.00037247-0.00014691i,-0.00061381+0.00045154i,-0.00018136+0.0010884i,-3.9362e-05+0.00022117i,-0.00060672-0.00027104i,-0.0009526+0.00048613i,-0.0010778+0.00050937i
-0.001054-0.00086679i,-0.0021257-0.00010793i,-0.0019347+0.0010998i,-0.0009139+0.00060663i,-0.0003542+0.00076607i,-8.1893e-05+0.0019867i,-0.00043778+0.00095614i,-0.0002953+0.00020952i,0.00010686+0.00049116i,-8.6128e-05+0.00046757i,-0.000288+0.00080939i,-0.00042555+0.00067765i,-0.00016294+0.00029124i,0.00015873+0.00055232i,0.00013491+0.00038284i,-0.00057615-0.00031092i,-0.00092849-0.0001886i,-0.00057015-0.00016631i,-0.0012514-0.00017974i,-0.0016002+0.00085856i,-0.00099567+0.0012141i,-0.00022502+0.00060749i,0.00039206+0.00054366i
-0.00020538+0.0017436i,-0.0002044+0.0016118i,-0.00041618+0.00077225i,-0.0010603-0.00033706i,-0.0012561-0.00018084i,6.5711e-05-0.0001144i,0.00053444+6.2153e-06i,-0.00018718+0.00025101i,0.00030345+0.00034551i,0.00092539+0.00078854i,0.00058306+0.00074302i,-0.00032768+0.00036155i,-0.00087024+0.00018125i,-0.00075832+0.00032515i,-0.00068391+0.00015414i,-0.00098576-5.4715e-05i,-0.00050357-9.2909e-06i,0.00059797+0.00010805i,-0.00030612-0.00025389i,-0.0015499-0.00079115i,-0.00099157-0.00045916i,-0.00024776-2.864e-05i,-0.00031387-2.1742e-05i
-0.00044588-0.00059729i,-0.00083611-0.00044033i,-0.0012132+1.6511e-05i,-0.0014604-0.00061362i,-0.0013395-0.00082059i,-0.0012961-0.00034641i,-0.00073801-6.3684e-05i,8.1077e-05-0.00051365i,0.00042977-0.00087963i,0.00036761-1.4327e-05i,-0.00055389+0.00015456i,-0.00060896-0.00036402i,-4.628e-05-0.00018561i,-5.5334e-05+0.00033296i,0.00022747+0.00051286i,0.00014442-0.00012218i,-0.00015832-0.0010579i,3.1524e-05-0.0016748i,0.00036175-0.0010493i,-2.0667e-07-0.00029255i,-0.00086675-0.00032764i,-0.00056888-0.00057741i,-0.00014585-0.00045417i
-0.00029597-0.0014954i,2.2152e-05-0.0017474i,8.7326e-05-0.0011473i,0.00051737-0.0010074i,8.7087e-05-0.00052398i,-0.00071379-0.00040835i,1.1466e-05-0.00023223i,0.00033751+0.00040216i,0.00016189+0.0011497i,0.00032591+0.00094538i,-2.6792e-05-2.5718e-05i,-0.00015773-0.0001474i,-0.0002716+4.8272e-05i,-0.00019102-0.00044316i,0.00034253-0.00069681i,0.00045486-0.00047122i,0.00047664-0.00021286i,0.00074972+0.00029511i,0.0008789+0.00028676i,0.00032813-0.00017i,-0.00028012-0.00028296i,-0.00018813+4.9624e-05i,0.00031367+4.443e-05i
-0.00113+0.00040029i,-0.0013801+0.0014979i,-0.00045189+0.0029349i,0.00071931+0.0026342i,0.00015374+0.0015751i,-0.0010387+0.00088217i,-0.00043605+0.00024932i,0.00020468-7.4016e-05i,-0.00018318-0.00071932i,0.00058553-0.00057961i,0.00097549+0.00049555i,0.00049565+0.00064379i,0.00033052+0.00052094i,2.4663e-05+0.00066106i,-0.00037936-0.00050314i,-0.00031479-0.0005535i,-1.0857e-05-7.6204e-05i,-9.053e-05+2.2858e-05i,6.0177e-05+9.158e-05i,-0.00012485-0.00042752i,-0.0010762-0.00039457i,-0.0011378-0.00066029i,-0.0009367-0.0013762i
0.002026+0.00042132i,0.0012824-0.00052979i,0.00054272-0.0021164i,-0.0011994-0.0025697i,-0.0016609-0.0011947i,-0.0006821-0.00047671i,-0.00010134-0.00026245i,-0.00023674+0.00052371i,-0.00041953+0.00027432i,-0.00012766-4.8106e-05i,-0.00011228+0.00050701i,0.00043061+0.00062183i,0.00034728+0.00020319i,0.00063026+0.00017265i,-0.00016124+0.00061014i,-0.00064481+0.00055896i,0.00069102+0.00025147i,0.00086995+0.0007328i,0.00027202+0.0013431i,0.00010505+0.00063912i,0.00023051-8.7278e-05i,-1.162e-05-0.00021071i,0.00043432+0.00032734i
0.001105+0.00045597i,0.0012457+0.0011637i,0.0017788+0.00083893i,0.0012397+0.00055877i,-0.00025014+0.00066013i,-0.0010253+0.0013523i,-0.00011765+0.0017152i,0.0001271+0.0011308i,-0.00017139-2.2436e-05i,8.6782e-05-0.00082731i,0.00046102-0.00051702i,0.0010866-0.0002289i,0.00045873+7.3006e-05i,-0.00094722+3.2006e-05i,-0.00060172-0.0002432i,0.00021806-2.5135e-05i,0.0003461-0.00032603i,0.00096612-0.00035817i,0.0009631-1.8852e-05i,0.00049572+0.00034194i,0.00025571+0.0004592i,-0.00043222+0.00047297i,-0.00026711+0.00027962i
-0.0020794-0.00029231i,-0.0025984+0.00029946i,-0.0028389+0.00046806i,-0.0020014+0.00079836i,-0.0013605+0.00079635i,-0.001057+4.6925e-05i,-0.00078084-8.9799e-05i,-0.00083747+3.7493e-05i,-0.00045444-0.00055932i,0.0002365-0.00061792i,-0.00013488-0.00012856i,-0.00032392-0.00016144i,-0.0002079-0.00041675i,-0.00059053-0.00039202i,0.00010671-0.00058568i,0.00032285-0.00073103i,-0.00093919-0.00011201i,-0.0017893+0.00068594i,-0.0015394+0.00090519i,-0.00030945+0.00044846i,0.00045989+6.8531e-05i,-0.00019181-0.00025919i,-0.00061814-0.00050642i
-0.0003673+0.0004217i,-0.0003122+0.00059333i,-0.00016193+0.00083249i,-0.00076743+0.00040341i,-0.0015163+0.00080775i,-0.00063539+0.0011885i,0.00017311+0.00072451i,0.00018285+0.00051158i,6.1307e-06-0.00013245i,0.00044473-0.00081582i,0.00078952-0.00058047i,8.7185e-05-0.00037289i,-0.00045945-0.00037122i,0.00057286-1.4547e-05i,0.0012537-0.00052446i,0.00067991-0.0014521i,0.00020684-0.00058933i,-0.00018886+0.00041357i,-0.00061523+0.0003393i,0.00010891+0.00027437i,1.2895e-05-0.00075382i,-0.00032871-0.0016308i,-0.00038135-0.00057843i
0.00081397-0.0012112i,-0.0008604-0.0015097i,-0.0023344-0.0010308i,-0.0030439-0.00027451i,-0.0025175-0.00051762i,-0.0013781+8.3552e-05i,-0.00070507+0.00013457i,-0.00028079-0.00013917i,-0.00010519-0.00020659i,-0.00080565-2.5753e-05i,-0.00094678+0.00025098i,-0.00068377+0.00065734i,-0.00082717+0.0014229i,-0.00021675+0.00078164i,0.00037721-0.00018992i,-7.6699e-05-3.8538e-05i,-0.00086616+0.00019666i,-0.00052324-0.00016032i,0.00018141-0.00093351i,0.00033691-0.00081006i,8.4128e-05-0.00044107i,2.0757e-05-0.00038893i,0.00044959-0.0001709i
0.00058278-0.0021927i,0.00020067-0.0024465i,-0.0017683-0.0022373i,-0.0021106-0.00057137i,-0.00039313+0.00011363i,0.001801+0.0003592i,0.002672+0.0003213i,0.0019361+0.00028929i,0.00033119+0.00044525i,-0.00080435+0.00084745i,-0.00059411+0.0012006i,-0.00035896+0.00012017i,-6.5563e-05+0.00028351i,0.00053305+0.0018956i,0.00017479+0.0017383i,0.0001622+0.00047334i,0.00052367-0.00048163i,0.00046842-0.0011973i,-0.00027801-0.0017949i,-0.0010998-0.0019863i,-0.0011701-0.001284i,-0.00040871-0.0006323i,-3.3757e-05-0.00052869i
8.8658e-05-0.0025677i,-0.00068493-0.0022551i,-0.0015448-0.0016456i,-0.001456-0.00014764i,-0.0020382+0.0009573i,-0.0024943+0.00049325i,-0.0019316-0.00020918i,-0.0014184-0.00054199i,-0.0014824-0.00057151i,-0.0017+0.00020586i,-0.0017988+0.00088623i,-0.00056564+0.0014531i,0.00081191+0.0012952i,0.00067846+0.00095932i,0.00010128+0.00098507i,-0.00013123+0.00053148i,0.0001181-0.00028471i,0.00022288-0.00061681i,0.00069756-0.00035593i,0.00088522-0.00028031i,0.00010529-0.00088461i,-5.3548e-05-0.00043722i,-9.4733e-06+0.0003771i
-0.002622-0.0058435i,-0.0029726-0.0045208i,-0.0055728-0.0042928i,-0.0059514-0.0018565i,-0.0043458+0.0028657i,-0.00076168+0.0053672i,0.0013715+0.0036549i,0.001364+0.00093939i,4.7403e-05-0.00022172i,-0.0010233+0.00072896i,2.5604e-05+0.0021241i,0.001068+0.0022376i,0.00072884+0.0018512i,0.0015154+0.0016508i,0.0026656+0.0019936i,0.002079+0.0014486i,0.00091844+0.00018731i,0.00061049-0.00068651i,0.00042229-0.00084194i,-0.00028032-0.00077012i,-0.00068671-0.00082956i,-0.00066677-0.0002549i,-0.00046374+0.001129i
-0.0011522+0.0072778i,0.0012725+0.0078691i,0.0057733+0.0087048i,0.0068306+0.0050929i,0.0054552-0.00077035i,0.0016583-0.0041032i,-0.001045-0.0031661i,-0.0011625-0.0010483i,-0.00070798+0.00025871i,0.00068608-0.00011849i,0.0010812-0.0013496i,0.0003017-0.0016471i,-0.00077982-0.0020002i,-0.0017877-0.0032182i,-0.0024493-0.0031328i,-0.0019121-0.001435i,-0.0003912+0.000179i,-1.1112e-05+0.00069886i,-0.0001151+0.001351i,-0.00042367+0.0016103i,-0.00015962+0.00082922i,0.00044512+0.00062368i,0.00027889+0.00055453i
0.0010138+0.0012331i,0.00034953+0.00097353i,0.0012117-0.00029416i,0.0010091-0.00056321i,0.00016389+6.989e-05i,-0.00070038+0.00097265i,-0.00035411+0.0014527i,0.00045462+0.00098361i,0.00066528+8.8194e-05i,0.00070714-0.00021909i,0.00014288-5.1061e-05i,-0.00041453+0.0001554i,-0.00042544+0.0006707i,-0.00088969+5.4222e-05i,-0.00066374-0.0007124i,-0.00024655-0.00025429i,-0.0001913+6.2955e-05i,-0.00035915+0.00062264i,-0.00027515+0.0007538i,0.0001995+0.00049982i,-0.0001947+0.00054465i,-0.00054823-0.0004502i,-0.00073532-0.00072736i
0.0005868+0.0017125i,0.001568+0.0020141i,0.0013119+0.0022407i,4.0356e-05+0.00015508i,-0.00069962-0.0017064i,-0.0010303-0.0015535i,-0.00038643-0.0011373i,-0.0002927-0.0010773i,0.00014077-0.00037174i,0.0011132+0.00011973i,3.6663e-06-0.00012177i,-0.00090235-0.00028833i,-0.00079632+0.00010387i,-0.0012121-0.00026387i,-0.0012018-0.00086057i,-0.0011273-0.00085721i,-0.0010788-0.00040653i,-0.0012668-0.00024023i,-0.0010043-0.00055483i,-0.00018536-0.00023346i,0.00017687+0.00032434i,3.2632e-06+0.00021415i,9.2008e-05+6.2361e-05i
-0.0014723+0.0012556i,-0.0012107+0.0011664i,-0.00056312+0.0013749i,-0.00023972+0.0013783i,-0.00037054+0.00042635i,-0.00049636-0.00073296i,-0.00045291-0.00033532i,-0.00093559+0.00017337i,-0.00075406+0.00057925i,-0.00042309+0.00067033i,-0.0010259+0.00010339i,-0.00048333-8.9126e-05i,0.00031061-5.8403e-05i,0.00061569-0.00074398i,0.0008997-0.00080685i,0.00030497-8.8313e-05i,-0.00039133+0.00025732i,-0.00051149-0.00037536i,-0.00034546-0.0017602i,0.00033891-0.00196i,0.00015929-0.0010133i,-0.00044493-0.0005023i,-0.000304-0.00065343i
-0.00028763+0.0023731i,-3.52e-05+0.0015223i,0.0015299+0.0008912i,0.0022095+0.00052403i,0.00085319-0.00034037i,-0.0013112-0.00027369i,-0.0013637+0.0011662i,-7.7264e-05+0.0016533i,0.00032753+0.0018259i,0.00056047+0.0012187i,0.00065709+0.0002019i,0.00026987-0.00053831i,-2.3536e-05-0.00028161i,-0.00022053+4.7722e-05i,0.00023333-0.00030536i,0.0008279-0.00054559i,0.00082158-0.00072091i,0.00082015-0.0013549i,0.00052281-0.0014385i,-8.3156e-05-0.0010768i,1.6961e-06-0.0009439i,0.00012672-0.00080365i,-6.3878e-06-0.00058994i
0.0011576-0.0010818i,0.0012479-0.0011183i,0.00024081-0.00097217i,-0.00082431+6.5621e-05i,-0.0018387+0.0003591i,-0.0011421-0.00051756i,-0.0002395-0.0011023i,0.00037388-0.0015565i,0.00020322-0.0010494i,-0.00034438-0.00010758i,-0.0002632-8.6698e-05i,-0.00039184-0.00069472i,-0.00044326-0.00043627i,0.00052302+7.169e-05i,0.0015185+0.00036627i,0.0011083-0.00010008i,0.00090042-0.00078828i,0.001257-0.00093558i,0.0011929-0.0011789i,0.00042778-0.00039863i,-0.00036729+0.0010124i,3.8627e-05+0.0012419i,0.00015026+0.00075623i
0.0014851+0.00051952i,0.00072427+0.0004732i,0.00043555+0.00012432i,-0.00028724-0.00070973i,-0.00060807-0.0013576i,-0.001008-0.00098146i,-0.00057371-0.00079498i,-3.4312e-05-0.00037823i,-3.4335e-05+0.00034919i,0.00015391-0.00078318i,0.00023562-0.00095171i,-0.00040711+0.00016855i,-0.00061846+0.001031i,-0.00052495+0.0016596i,-0.0006317+0.0012815i,-0.00024252+0.00042003i,0.00039078-0.00064768i,0.00086906-0.00083068i,0.00077999+0.00026103i,0.0010311+0.00081751i,0.00041979+0.00048552i,-0.00083584+0.0002275i,-0.00057175+5.6031e-05i
-0.0015532+0.00089933i,-0.00027973+0.0010154i,0.00086378+0.002165i,0.000675+0.001664i,0.00048351+0.00012109i,0.00031371-0.00018629i,-0.00042461+0.00025577i,-0.00078479+0.00084904i,-0.00055033+0.0011706i,6.7148e-05+0.00057562i,0.00067852-0.00025286i,0.00070631-0.00072071i,0.00062344-0.0011086i,1.2646e-05-0.00080739i,-0.00051837-0.00022675i,-0.00054436-0.00018234i,-0.0010587-0.00017348i,-0.00099408+3.5118e-05i,-0.00017534+0.00054346i,0.0004929+0.00062581i,0.00020685+0.00051067i,-0.00035098-0.00020877i,-8.4339e-05-1.0091e-05i
0.00095938+0.00099391i,0.0017778+0.0010302i,0.0024149+0.00040165i,0.0023626-0.00072948i,0.00072014-0.00095091i,-0.00058784-0.00028477i,-0.001271+0.00011499i,-0.0011925+0.00048531i,-0.00021009+0.00048789i,7.8974e-05-0.00064236i,-0.00037659-0.00026993i,-0.00014086+0.00012941i,1.7353e-05-4.6108e-05i,-0.00094142-8.9621e-06i,-0.0016919+0.00035898i,-0.0010368+0.00026594i,-0.00019641+8.8542e-05i,-4.7251e-05+0.00023049i,0.00059115+0.0003099i,0.0014659-0.00018364i,0.0010419-0.0013537i,0.00068774-0.0012032i,0.0004348-0.00039051i
0.00092381+0.0022308i,0.0010535+0.00095122i,0.0010146+0.0014683i,0.00062494+0.0011135i,0.00013782-0.00045493i,-0.00058855-0.00081843i,-0.00063919-0.00016423i,-9.3018e-06-4.73e-05i,8.7502e-05+0.0003112i,0.00040243+0.00089951i,0.0010552+3.8687e-06i,0.00082287-0.00034772i,-0.00053467+0.0002927i,-0.0017602-0.0004994i,-0.0014008-0.0013948i,-0.00041901-0.0006996i,-0.00021754-1.4107e-05i,-0.00082882+0.00076923i,-0.00076202+0.0010431i,-0.00061984+0.00075388i,-0.00039797+0.00037829i,0.00023806-0.00015418i,0.00059545-0.000817i
-0.00075302+0.0017663i,0.00052674+0.0016097i,0.00049542+0.001166i,0.00058519+0.00033399i,0.00033879-0.00026829i,-0.00075757-0.00059937i,5.6565e-06+0.00024732i,0.00081987+0.00066609i,0.00064987+0.00070396i,0.00038408+0.0004306i,0.00046008+0.00018819i,0.0007467+0.00014327i,0.0010134-5.2186e-05i,0.0011919-0.00018792i,0.0012929+0.00012225i,0.00097653-6.0466e-06i,0.0012395-0.00014158i,0.00042614-8.1228e-07i,-0.00088501-0.00012911i,-0.00097651-0.00018004i,-0.00072455-0.00031037i,3.1745e-05-0.00056467i,0.00021864-0.00052894i
-0.0010668-0.00020082i,-0.00093911-0.00021321i,-0.00074205+4.4668e-05i,-0.00060753-5.8813e-05i,-0.00029196-0.00025443i,0.00047753-0.00077353i,0.00084985-0.0015053i,0.00016605-0.001496i,-0.00029292-0.0011371i,-0.00046043-0.00079135i,-0.00022373-0.00062765i,-5.7247e-05-0.0011467i,-0.00022346-0.0011517i,0.00012019-0.00061518i,0.0009415-0.00056381i,0.00097421-0.00091216i,0.00033092-0.0011993i,0.00031699-0.00097149i,0.00036718-0.00013748i,0.00053474-8.6166e-05i,0.00050723-0.00010859i,-0.00011819-2.7997e-05i,-0.00019839-0.00053873i
0.00012925-0.00023176i,-0.00044505-0.00063185i,-0.00061027-0.00025904i,-0.0012022-0.00057449i,-0.0024392-0.0018124i,-0.0018316-0.0012638i,-0.00025181+1.0859e-06i,0.00082813+0.00045764i,0.00081712+0.00038738i,-0.00044549-0.00028812i,-0.0011559-0.00085081i,-0.00019477-0.00064924i,0.00063131-0.00010289i,0.00089381+0.00042306i,0.0011482+0.00071893i,0.00068887-1.1671e-05i,0.00018119-0.00089458i,6.3386e-06-0.00083613i,0.00060103-0.00067397i,0.0012782-0.00023736i,0.00089002+0.00031215i,0.00012047-0.00051273i,-0.00011907-0.00050554i
0.0017056+0.0012409i,0.0025452+0.00082713i,0.0019964+0.00074811i,0.001086+0.0010737i,0.00092314+0.00048655i,0.00079822+2.4627e-05i,0.00026108+0.00032441i,-0.00083695-0.00030966i,-0.00084433-0.0015717i,-0.00014524-0.0013095i,-0.00011529-0.00069372i,0.00030156-0.00096677i,0.00055543-0.00077532i,1.8983e-05+0.00058985i,0.0001228+0.0011684i,0.00049337+0.00046239i,0.00040781-0.00021038i,0.0010076-0.00014567i,0.0011237+0.00080254i,0.00052247+0.00078662i,0.00029813+8.3488e-05i,8.693e-05-0.00052521i,6.4322e-06-0.00062518i
-0.0017308+0.00095684i,-0.0022688+0.00044493i,-0.0019677+0.00050119i,-0.0010488-0.00018533i,5.7204e-06-0.0008723i,0.00012196-0.00042673i,0.00070881-0.00044828i,0.0012522-0.00046976i,0.00046621+0.00032645i,0.00045528+0.00058212i,0.00057995+0.00042877i,-5.1268e-05+0.0002168i,-0.00077363+0.00050643i,-0.00053417+0.00037064i,-0.00042105+0.00052136i,-0.00014832+0.0012446i,0.00010862+0.0008746i,0.00026606-0.00022506i,0.0011425-0.00022505i,0.001412+0.00011324i,0.00057807+0.00029576i,-0.00024837+0.00045811i,-0.00062681-0.00030577i
0.00031446+0.0015167i,0.0014312+0.0031242i,0.0010429+0.003661i,0.00050308+0.0029825i,4.8815e-05+0.0016832i,0.00010711+0.00042002i,-9.0202e-05+4.8237e-05i,-0.00026133+0.00038153i,0.0010016+0.00065796i,0.0016693+0.00049023i,0.001019+0.00065488i,0.00057588+0.00093817i,0.00068328+0.00044638i,0.00015258+0.00033191i,-0.00017495+0.00067448i,-0.00019812+0.0009413i,-0.00037959+0.0010905i,-0.00023506+0.001327i,-0.00063117+0.00081712i,-0.00064697-0.00018883i,-0.00047909-0.00046985i,-0.00035399+3.6073e-05i,0.00037286+0.00021001i
2.6924e-05+0.001608i,-0.00025706+0.0019716i,0.0012483+0.0015007i,0.0021984+2.661e-05i,0.0013874-0.0010505i,0.00023962-0.00097438i,4.099e-05+0.00033279i,0.00037024+0.0010623i,0.00078977+0.0012153i,0.00065528+0.00090012i,8.4362e-05+8.7694e-05i,-0.0004479-0.00096167i,-4.0195e-05-0.00077609i,0.0004652+7.0004e-06i,-0.00023593-8.067e-05i,-0.000912-0.00030558i,-0.00084459+5.7802e-05i,-0.00085702+0.00050188i,-0.0011531+0.00038223i,-0.00098434-2.6642e-05i,-0.00022924-1.9124e-05i,-0.00033626+5.368e-05i,-0.00089437-5.1431e-05i
0.0018714+0.00020064i,0.0030373-0.00057877i,0.0016264-0.00040668i,-0.0010689-0.00053506i,-0.0020751-0.0012022i,-0.0012806-0.00038373i,-0.00034309+0.00033987i,-5.2944e-05+0.00013054i,0.00041151+0.00035496i,0.00053038-0.00047135i,-0.00037066-0.00089883i,-0.0012487+4.9416e-05i,-0.0012724+0.00014677i,-0.00098649-0.00020494i,-0.0012911+0.00039197i,-0.0013133+0.0012291i,-0.0011213+0.00086875i,-0.0012476+2.8176e-05i,-0.00087868+8.4558e-05i,3.1813e-05+0.00034923i,0.00038205+0.00021356i,-7.7761e-05-0.0002437i,-0.00025987-0.00056236i
-0.00074237+0.0031232i,-0.00097687+0.004169i,-0.00025843+0.0034681i,-0.00028753+0.0012076i,-5.9816e-05-0.00059507i,-0.00069394-0.00075482i,-0.0017145+0.00017297i,-0.0015045+0.00025145i,-0.00068571-0.00016648i,-0.00072043-0.00088948i,-0.0010621-0.0017644i,-0.00096816-0.0017751i,-0.00033412-0.0014101i,-0.00029378-0.0011882i,-0.00091198-0.0014597i,-0.0010322-0.0014324i,-0.0010297-0.00092701i,-0.00092007-0.00087934i,-0.00097801-0.00067877i,-0.0011276-0.00029433i,-0.00043055-0.00095239i,0.00036012-0.00093396i,1.738e-05-0.00022191i
0.00028987+0.0022077i,0.00029915+0.0023938i,0.0011738+0.0021315i,0.0021608+0.0010936i,0.0015343-0.00014621i,0.00040871-0.0007083i,-0.00030304-0.00039092i,-0.00021062+0.00040607i,0.00037715+0.0011642i,0.0010332+0.0010207i,0.00089949+0.00024976i,0.00015443-0.00082505i,-0.00038689-0.0020071i,-0.00012485-0.0016048i,8.3316e-05-0.0016793i,-7.9982e-05-0.0023743i,0.00035243-0.0020584i,0.00061524-0.0020651i,-2.8104e-05-0.0021174i,-1.8364e-06-0.00070136i,0.0002793-0.00026283i,0.00062533-0.00076072i,0.00079869-0.00086714i
-0.00089288+0.00050655i,-0.00166+0.00017993i,-0.0011977-0.00079879i,-0.0010964-0.0015471i,-0.002104-0.0015784i,-0.0015019-0.00041571i,-0.00080517+0.0007052i,-0.00082169+0.0011308i,0.00042845+0.00079728i,0.0016741+5.7428e-05i,0.002177-5.4113e-07i,0.0013295+0.00030345i,-0.000179-9.7155e-06i,-0.00042257-0.00016068i,0.00019044+4.6332e-05i,0.0011037-0.00087965i,0.0015006-0.00090115i,0.0012496-0.00037154i,0.00083372-0.00066411i,-7.4049e-05-0.00075737i,-0.00029974-0.00021548i,6.0873e-05-0.00018373i,0.00025362-0.0005067i
0.0021686-0.00035543i,0.0020485-0.0023421i,0.0012068-0.0027952i,0.00028071-0.0024168i,0.00068526-0.0010891i,0.00054546+0.00021208i,-0.00032918+0.00039659i,-0.00094292+0.0002956i,-0.00053276+0.00038451i,0.00056472-0.00019979i,0.0010732-0.00065277i,0.00094876-0.00031537i,0.00058147+0.00021018i,0.00038926+0.00037869i,0.00039271+0.0001654i,0.00090434+0.00040616i,0.0011705+0.00056182i,0.00099849+0.00039312i,0.001182+0.00049649i,0.0010462+0.00064283i,0.00084462+0.00023758i,0.00036314+0.00028404i,6.383e-05+0.00048724i
-0.0006795-9.5723e-05i,-0.00042136+0.0014746i,0.00099605+0.0020936i,0.0014821+0.00098183i,-0.00018889-2.5242e-05i,-0.0015377-0.00079874i,-0.00044424-0.00058347i,0.00052322-0.00023489i,0.00038019-0.00039298i,0.00057842-0.0010646i,0.0003003-0.0012776i,-7.8307e-05-0.00096819i,0.0004578-0.00032669i,0.00070209-2.5154e-05i,0.0004008+0.00060057i,-5.6817e-05+0.0014171i,0.00020921+0.0011945i,0.00031631+0.0006723i,0.00023518+0.00021068i,0.00089661+0.00032483i,0.00081992+0.00052329i,0.00023988+0.00018823i,-3.3415e-05-0.0004739i
0.001047+0.00023246i,0.0012575+0.0012876i,0.00021317+0.001137i,-0.00086459+0.0005024i,-0.0017307+0.00080807i,-0.0016225+0.00077704i,-0.0010737+0.00021827i,-0.00079838+7.5063e-05i,-0.00017576+0.00020845i,3.6857e-05+0.00040759i,-0.00064609+0.00027444i,-0.0010682-0.00037828i,-0.00077978-0.00031029i,-0.0006636+0.00022549i,-0.00062951-4.0907e-05i,-0.00011185+4.9511e-06i,-0.00012016+0.0012708i,-0.0003905+0.0020981i,5.0033e-05+0.0016685i,0.00017617+0.0010301i,3.968e-05+0.00075158i,-1.362e-05+0.00033109i,0.00047811-0.00013428i
-0.00050239+0.0014522i,-0.00062799+0.0028267i,-0.00033886+0.0019719i,0.00029478+0.00030542i,0.00084412-2.9719e-05i,3.4091e-05-0.00042896i,-0.0010722-0.00042679i,-0.0012242+3.2297e-05i,-0.00096068+0.0011744i,-0.0010339+0.0014988i,-0.00098822+0.00094823i,-0.00024901+0.0006542i,-0.00029543+0.00075427i,-0.0014055+0.00039002i,-0.00038339-0.0001953i,0.00056064-8.6865e-05i,-0.00023046+0.00020736i,-0.0010717+8.749e-05i,-0.0012557-0.00032287i,-6.694e-05-0.00022925i,0.00069336+7.6266e-05i,0.00029813-9.6004e-05i,0.00046589-0.00048084i
0.001249+0.00040907i,0.0016416+0.00079181i,0.0026368+0.000987i,0.002253-0.00032271i,0.00069995-0.00089466i,0.00027853-0.00045862i,0.00034516-0.00023684i,-1.7289e-05-0.00035291i,2.9745e-05-0.00019469i,0.00058153-0.00044084i,0.00088714-0.00085552i,0.00081864-0.00076339i,0.0011724-0.00014391i,0.00063074+0.00015912i,-0.0004846-0.00041763i,-0.00035115-0.00069841i,-0.00022649-0.00099185i,-0.00053715-0.0017068i,-0.00066491-0.001331i,-0.00051281-0.00025704i,-0.00053058-7.4998e-05i,-1.2372e-05+0.00031461i,3.9473e-05+0.00048467i
