-0.0013885+0.00058001i,-0.00063159+0.00034993i,-0.0017094+0.0020936i,-0.0016928+0.0024686i,-0.0012802+0.0021169i,-0.0015018+0.0017954i,-0.00063046+0.0018268i,0.00076273+0.0025558i,0.00173+0.0018257i,0.0019692+0.00093896i,0.0011509-1.4482e-06i,0.00052988-0.0004171i,0.00014626+2.3748e-05i,-0.00078924+0.00010799i,-0.00040658-0.00033422i,0.00057601-0.00022882i,0.00086232-0.00044375i,0.0011422-0.00056146i,0.0010693-0.00043028i,0.00038733-8.5117e-05i,-2.3097e-05+0.00011695i,-0.00021152-1.835e-05i,-0.00057716+0.00049461i
-0.086283-0.020342i,-0.16288-0.066025i,-0.19995-0.087569i,-0.15015-0.042123i,-0.070466+0.011057i,-0.046422+0.013638i,-0.053597-0.0013345i,-0.033194-0.0026726i,-0.0063724+0.0031866i,0.0030922+0.011209i,0.0080179+0.015505i,0.0094184+0.011395i,0.0052485+0.0032373i,0.0035123-0.00095078i,0.0065654-0.0019804i,0.010963-0.0043728i,0.014436-0.0079148i,0.014893-0.0096546i,0.0095925-0.0089705i,0.0013158-0.0055792i,-0.0053006-0.0018467i,-0.0077111+0.00030161i,-0.0061863+0.00043936i
0.041431-0.072346i,0.13155-0.12367i,0.21777-0.13849i,0.1915-0.12455i,0.081293-0.09666i,0.0071839-0.052623i,-0.011025-0.019838i,-0.014835-0.016873i,-0.014379-0.019923i,-0.0072547-0.011924i,0.001763-0.0056878i,0.0047249-0.0086891i,-0.00037717-0.01033i,-0.0048724-0.0040902i,-0.0051799+0.0023391i,-0.003674+0.0025314i,-0.0030712-0.00078853i,-0.004024-0.0041746i,-0.0058987-0.0041629i,-0.0060825-0.0022532i,-0.0035055-0.0026241i,-0.0012081-0.0033586i,-0.00027576-0.0012152i
0.04845+0.031323i,0.046301+0.090813i,-0.0082968+0.14334i,-0.055586+0.12257i,-0.049945+0.056735i,-0.025892+0.011673i,-0.0050593-0.0021362i,-0.0032537-0.0029736i,-0.015272+0.0017597i,-0.013223+0.0015329i,-0.0052317-0.006263i,-0.0045953-0.010197i,-0.0044991-0.0052756i,-0.0039286+0.001847i,-0.0050723+0.0047013i,-0.0089802+0.0058468i,-0.014517+0.0080951i,-0.017264+0.0099304i,-0.013348+0.010863i,-0.005441+0.010758i,-0.0007252+0.009961i,-0.00096862+0.010868i,-0.0013966+0.012926i
0.018963+0.041159i,0.01948+0.028184i,0.010964-0.030775i,-0.014409-0.070726i,-0.047275-0.057578i,-0.054279-0.043703i,-0.047579-0.036689i,-0.038698-0.0098072i,-0.021404+0.010315i,-0.012414+0.005452i,-0.013529+0.00049678i,-0.010877+0.0042397i,-0.0055248+0.0081184i,-0.0019366+0.0084254i,-0.0011969+0.0074857i,0.00086558+0.0094032i,0.0063849+0.014386i,0.01097+0.018163i,0.011216+0.016703i,0.0081842+0.011238i,0.0057734+0.0043261i,0.0053949-0.0040137i,0.0031339-0.0075824i
-0.064+0.06715i,-0.099895+0.1456i,-0.084845+0.20233i,-0.013201+0.17613i,0.049471+0.097937i,0.056913+0.06209i,0.044934+0.064511i,0.049741+0.045134i,0.05283+0.010139i,0.032727-0.006864i,0.010196-0.0035863i,0.0020219+0.0018005i,0.00066731-0.00089082i,-0.0011067-0.0088521i,-0.0031232-0.013046i,-0.00067934-0.012967i,0.0052524-0.012494i,0.0095197-0.013039i,0.01034-0.01261i,0.008653-0.0089189i,0.0084737-0.0026115i,0.0097637+0.0015329i,0.0073364-0.00090485i
-0.085055-0.096785i,-0.15659-0.19379i,-0.18498-0.23127i,-0.12241-0.15226i,-0.018272-0.041735i,0.040803+0.017373i,0.051985+0.030062i,0.043681+0.010711i,0.018987-0.0095508i,0.0021722-0.0027697i,0.003115+0.007017i,0.0032085+0.0018366i,0.0011291-0.0067822i,0.0025521-0.010746i,0.0024216-0.010504i,-0.0026673-0.010404i,-0.0092998-0.014702i,-0.012433-0.017434i,-0.012572-0.014148i,-0.011009-0.0066806i,-0.0080693-0.00049675i,-0.0074099-0.00057143i,-0.0087593-0.0029302i
0.11236-0.065184i,0.23381-0.087165i,0.29972-0.067205i,0.22178-0.037335i,0.095345-0.029121i,0.034855-0.050356i,0.010634-0.077235i,-0.021324-0.064115i,-0.035853-0.023383i,-0.021651-0.00040573i,-0.00809+0.001682i,-0.00136+0.0010325i,0.0028374+0.0015227i,0.0026954+0.0057674i,0.0025044+0.0096952i,0.0016521+0.0089186i,-0.0039873+0.0088673i,-0.0097756+0.0088037i,-0.010471+0.0051668i,-0.0080624-0.0015655i,-0.0057154-0.0062778i,-0.0021453-0.0050464i,0.0021891-0.0020958i
0.040758+0.07921i,0.005475+0.14357i,-0.084158+0.16239i,-0.1321+0.11953i,-0.11189+0.069619i,-0.090018+0.040549i,-0.083112+0.031576i,-0.060482+0.047714i,-0.0193+0.060689i,0.0067453+0.040909i,0.010045+0.014523i,0.0089007+0.0053364i,0.0095895+0.0061397i,0.0085614+0.0072229i,0.0069295+0.0054361i,0.0078759+0.0064319i,0.011817+0.013669i,0.015805+0.019898i,0.017008+0.019224i,0.014421+0.012578i,0.0086121+0.0059296i,0.0038145+0.0042668i,0.0054544+0.0072295i
-0.029467+0.047532i,-0.029484+0.026191i,0.005357-0.048583i,0.022633-0.087039i,-0.011092-0.047036i,-0.032703+0.007791i,-0.018037+0.03143i,0.0073366+0.020099i,0.018852-0.0088647i,0.0077919-0.021005i,-0.0019356-0.012743i,-0.0041078-0.0056938i,-0.0066265-0.00060528i,-0.0048992+0.0037067i,-0.00043307+0.0018403i,0.0034608-0.0038553i,0.0084149-0.010323i,0.01158-0.011987i,0.0076373-0.0086334i,-0.0013463-0.0051591i,-0.0074825-0.0022262i,-0.0063651+0.00037865i,-0.0058282+0.0010574i
-0.091536+0.022325i,-0.14479+0.069409i,-0.13713+0.12638i,-0.068395+0.11069i,0.0082894+0.023092i,0.049713-0.031593i,0.066054-0.039019i,0.053516-0.054216i,0.016636-0.061961i,-0.0021236-0.044015i,-0.0045223-0.025346i,-0.010009-0.011855i,-0.012852-0.0033669i,-0.0137-0.0034528i,-0.015993-0.0027684i,-0.014163+0.0016538i,-0.011775-0.0004309i,-0.013538-0.0084796i,-0.012497-0.010031i,-0.0038534-0.006323i,0.0048443-0.0046906i,0.0063022-0.0030951i,0.0026784-0.0018592i
-0.004317-0.14801i,-0.010161-0.28244i,-0.0088861-0.33822i,0.0024493-0.26014i,0.0057885-0.14502i,-0.013505-0.086972i,-0.051658-0.061397i,-0.080296-0.019597i,-0.080606+0.023038i,-0.053438+0.039248i,-0.021394+0.033337i,-0.0067246+0.021645i,-0.0023937+0.010676i,0.0021755+0.0029575i,0.0061042+0.0015507i,0.0041341+0.0029674i,-0.0047287+0.00487i,-0.012076+0.0050625i,-0.013886+0.0031969i,-0.011815+0.0061018i,-0.0056061+0.010813i,-0.001924+0.0089345i,-0.0050394+0.004003i
0.16804+0.021774i,0.32782+0.08696i,0.39473+0.16154i,0.29068+0.16909i,0.1253+0.116i,0.01693+0.073598i,-0.018272+0.063865i,-0.0043224+0.068211i,0.023837+0.060171i,0.024303+0.035729i,0.010085+0.018915i,0.011179+0.008149i,0.012776-0.003148i,0.0053285-0.0012988i,0.0023186+0.0061871i,0.0077791+0.0066184i,0.018068+0.0073558i,0.025273+0.0085454i,0.022685+0.0052364i,0.015182-0.0006981i,0.0070586-0.0072057i,0.0020926-0.011567i,0.0047889-0.014231i
-0.037827+0.13642i,-0.13872+0.22967i,-0.24766+0.2345i,-0.2373+0.16236i,-0.11754+0.11561i,-0.0020396+0.10579i,0.068512+0.086295i,0.09681+0.038243i,0.087802-0.0030084i,0.060175-0.011972i,0.033586-0.0081786i,0.017085-0.0067195i,0.0088-0.0043865i,0.0033472-0.0032412i,-0.0049766-0.0085638i,-0.012036-0.011308i,-0.0089118-0.0073957i,-3.8883e-06-0.0014108i,0.0060755+0.0033546i,0.0078795+0.005708i,0.008384+0.0091301i,0.0081744+0.011543i,0.0089289+0.012089i
-0.097391+0.013175i,-0.13311-0.017998i,-0.083847-0.069935i,-0.0074703-0.084181i,0.019503-0.053039i,0.034787-0.048787i,0.039041-0.090327i,-0.00053444-0.12112i,-0.045934-0.10862i,-0.049409-0.068891i,-0.031274-0.037181i,-0.025939-0.020142i,-0.023358-0.0070106i,-0.013889-0.00087681i,-0.0067123+0.0025925i,-0.0064855+0.0061363i,-0.010795+0.0054365i,-0.013195+0.0024574i,-0.011086+0.00099347i,-0.010166-0.00068489i,-0.012962-0.0027776i,-0.014136-0.0021547i,-0.01205-5.4267e-05i
-0.090354-0.068849i,-0.18085-0.074176i,-0.23742-0.0084174i,-0.2018+0.035879i,-0.11783-0.018746i,-0.07842-0.067608i,-0.082022-0.040649i,-0.079584+0.012213i,-0.052941+0.039969i,-0.019984+0.024473i,-0.0064145-0.002132i,-0.0047878-0.0075287i,0.00097967-0.0059383i,0.0058252-0.0092235i,0.0046743-0.0076755i,0.0027835-0.00021239i,-0.00078864+0.0078662i,-0.0063767+0.012514i,-0.0068862+0.010538i,-0.0031443+0.0046944i,0.0012806-0.00043538i,0.0053778-0.0015475i,0.0036892+0.0022521i
0.09186-0.15763i,0.16693-0.32351i,0.18345-0.43185i,0.12411-0.3719i,0.054315-0.20838i,-0.0016615-0.06878i,-0.032258+0.03626i,-0.0065042+0.10655i,0.028908+0.10894i,0.027196+0.072016i,0.0141+0.040982i,0.010914+0.019675i,0.0090909+0.0062215i,0.0090368-0.0005757i,0.013771-0.0066843i,0.018202-0.013497i,0.018959-0.018899i,0.014826-0.019945i,0.0075695-0.015087i,0.0019758-0.0062219i,-0.0026483+0.0012381i,-0.0071905+0.0021345i,-0.011448-0.0033158i
0.16876+0.10921i,0.32473+0.22952i,0.40324+0.29753i,0.32371+0.25294i,0.17825+0.16599i,0.096704+0.092456i,0.09201+0.021168i,0.10272-0.043985i,0.081127-0.080601i,0.034688-0.065024i,0.0080122-0.025997i,0.0083522-0.0077076i,0.0078559-0.0034814i,2.0828e-05+0.0055178i,-0.0063966+0.010967i,-0.0080262+0.0035716i,-0.0045091-0.0079397i,0.00083062-0.013117i,0.0022529-0.010608i,0.0010463-0.0053316i,0.0035112-0.0026611i,0.0096476-0.0032829i,0.014541-0.0070969i
-0.11301+0.11613i,-0.24838+0.16978i,-0.33723+0.14117i,-0.28789+0.074938i,-0.16482+0.048745i,-0.071671+0.030731i,-0.050843-0.021309i,-0.080219-0.055032i,-0.087468-0.032035i,-0.049241+0.00027824i,-0.01289+0.01043i,-0.0040817+0.015744i,-0.0027774+0.021965i,-0.001469+0.018449i,-0.0073052+0.012499i,-0.013331+0.014606i,-0.015182+0.019727i,-0.016525+0.020015i,-0.013215+0.015408i,-0.0037296+0.01027i,0.0039101+0.0070674i,0.0055041+0.0076542i,0.0060616+0.009748i
-0.08517-0.04179i,-0.087142-0.066541i,-0.010036-0.065512i,0.059342-0.038961i,0.043862-0.012365i,-0.013839+0.011598i,-0.063164+0.033942i,-0.097585+0.053754i,-0.09471+0.062128i,-0.060527+0.045317i,-0.034123+0.021929i,-0.022731+0.0087429i,-0.015493+0.0018296i,-0.0054587-0.00032141i,0.0072724+0.0040805i,0.015484+0.010955i,0.017022+0.015615i,0.015271+0.016691i,0.010351+0.013876i,0.0042098+0.0089663i,0.00010347+0.0034325i,-0.0016236-0.0011085i,-3.3345e-05-0.00025714i
-0.032423-0.082207i,-0.10506-0.075525i,-0.18726+0.02096i,-0.19225+0.10116i,-0.11592+0.075605i,-0.029327+0.038873i,0.053696+0.063123i,0.12538+0.081622i,0.14091+0.056764i,0.099982+0.019194i,0.050336-0.0046011i,0.024967-0.011972i,0.014456-0.016899i,0.0040933-0.017282i,0.00028436-0.013359i,0.0044556-0.012545i,0.010628-0.012357i,0.01441-0.011417i,0.012293-0.0093469i,0.0061434-0.0075764i,-0.0022149-0.0060702i,-0.010905-0.0011863i,-0.014775+0.0047582i
0.14599-0.075684i,0.25975-0.19394i,0.29626-0.31361i,0.21169-0.32663i,0.10699-0.23675i,0.069735-0.16122i,0.067457-0.14375i,0.049738-0.13749i,0.011202-0.10588i,-0.012293-0.049208i,-0.0050189-0.0079805i,0.0012058+0.00050975i,-0.0011365-0.0002893i,0.00063649-0.0028642i,0.00095538-0.0096483i,-0.004764-0.014643i,-0.0095377-0.016491i,-0.0092226-0.017936i,-0.0057845-0.015495i,-0.0001766-0.0068346i,0.0049407-0.0016873i,0.0031893-0.0048919i,-0.0048552-0.0083961i
0.057007+0.16885i,0.12482+0.32191i,0.17875+0.39834i,0.18165+0.31972i,0.1295+0.17006i,0.049798+0.055548i,-0.02648-0.022117i,-0.075513-0.069087i,-0.080652-0.073677i,-0.058713-0.053386i,-0.035404-0.03048i,-0.016267-0.014759i,-0.003492-0.0057155i,-0.0031618+0.00438i,-0.0090356+0.016537i,-0.011548+0.024753i,-0.012095+0.027475i,-0.010852+0.027009i,-0.0075839+0.019418i,-0.0071235+0.0082086i,-0.0057353+0.0055256i,0.0032508+0.0055455i,0.011886-0.00032191i
-0.17814+0.019737i,-0.36062+0.0020159i,-0.48205-0.040432i,-0.42929-0.041017i,-0.26368+0.021948i,-0.13989+0.083516i,-0.10215+0.13026i,-0.078189+0.16646i,-0.026421+0.15747i,0.013361+0.096872i,0.011774+0.039762i,-0.0041277+0.020569i,-0.0085002+0.015787i,-0.0080769+0.0049126i,-0.010946-0.0028424i,-0.0093966-0.001023i,-0.0019496+0.005633i,0.0021605+0.010388i,0.00061111+0.0091494i,-0.0014478+0.001998i,-0.002407-0.0063262i,-0.0018537-0.01023i,0.0015398-0.0092308i
-0.012598-0.089599i,5.2312e-05-0.12518i,0.044176-0.10532i,0.077495-0.055948i,0.068851-0.023254i,0.056928-8.5432e-05i,0.085293+0.017602i,0.1128+0.00799i,0.0871-0.019543i,0.032589-0.024084i,-0.0021455-0.011794i,-0.012333-0.0097599i,-0.014689-0.0090154i,-0.006569-0.0014272i,0.011061+0.001024i,0.019497-0.0051593i,0.015294-0.015791i,0.007551-0.021034i,0.00087672-0.014818i,-0.0015486-0.0025275i,-5.4462e-05+0.0082671i,0.0022824+0.012842i,0.0027321+0.011262i
0.032525-0.06i,-0.0054035-0.084646i,-0.069793-0.043355i,-0.09493+0.030604i,-0.077583+0.035701i,-0.045924-0.019343i,-0.0087409-0.058089i,0.022312-0.070776i,0.0267-0.063337i,0.019175-0.041291i,0.020113-0.021352i,0.025007-0.01118i,0.025153-0.0084134i,0.017408-0.0068724i,0.0071915-0.0068044i,0.00010854-0.010725i,-0.0049253-0.016367i,-0.0065571-0.017728i,-0.0046932-0.012063i,-0.0025336-0.0052152i,-0.0024129-0.0018746i,-0.0064891+0.0028228i,-0.0099533+0.010805i
0.13334-0.0050219i,0.31505-0.095098i,0.42514-0.24538i,0.32276-0.33211i,0.12203-0.28197i,-0.0059693-0.17507i,-0.077082-0.10042i,-0.13484-0.041918i,-0.14008+0.017879i,-0.087046+0.050484i,-0.029043+0.045768i,0.00016736+0.025597i,0.010706+0.011918i,0.01637+0.0015533i,0.01796-0.0061719i,0.017348-0.0045182i,0.017127+0.0049061i,0.016203+0.01195i,0.015933+0.011708i,0.019403+0.0093349i,0.023689+0.0029372i,0.022916-0.0068505i,0.015173-0.011865i
-0.040627+0.1351i,-0.02153+0.27972i,0.044691+0.36779i,0.12493+0.29671i,0.15751+0.16853i,0.13286+0.11521i,0.09386+0.10792i,0.074011+0.084986i,0.065016+0.040602i,0.040796+0.0020461i,0.011616-0.0077109i,0.0022072-0.00073015i,-0.0011487-0.0010071i,-0.012068+0.0013705i,-0.015916+0.012537i,-0.0092799+0.020498i,0.00072043+0.021104i,0.0082043+0.019417i,0.0062084+0.015454i,-0.0031112+0.0091456i,-0.011466+0.0076011i,-0.010872+0.0096786i,-0.0019364+0.0048113i
-0.10926-0.052192i,-0.25964-0.061684i,-0.39477-0.036708i,-0.37955+0.037516i,-0.2178+0.11796i,-0.06361+0.11767i,0.0073476+0.061425i,0.035605+0.02362i,0.050603+0.0094007i,0.044169-0.00025214i,0.018847-1.9559e-05i,-0.0060009+0.0091191i,-0.01816+0.015676i,-0.022022+0.012856i,-0.026303+0.0084833i,-0.026219+0.0075092i,-0.019109+0.0065733i,-0.012536+0.0038048i,-0.010435-0.00068708i,-0.011124-0.0066446i,-0.012361-0.012309i,-0.012618-0.012599i,-0.010401-0.0085105i
0.031619+0.0024761i,0.016879+0.048969i,0.0092771+0.12758i,0.043053+0.15348i,0.055552+0.086325i,0.015833+0.0083644i,-0.018604-0.040704i,-0.03915-0.071541i,-0.063398-0.069375i,-0.069006-0.036909i,-0.046453-0.017017i,-0.023788-0.020221i,-0.013421-0.019087i,-0.0034213-0.0079935i,0.0056642-0.0015227i,0.004243+0.0020348i,-0.0047919+0.0077216i,-0.012091+0.009145i,-0.014361+0.0073168i,-0.010301+0.0092191i,-0.00026061+0.015065i,0.0072522+0.019187i,0.0082585+0.018867i
-0.020443+0.00048918i,-0.068054-0.050852i,-0.10132-0.069854i,-0.095777-0.0059505i,-0.086451+0.041188i,-0.08988+0.027095i,-0.079571+0.031082i,-0.03995+0.05613i,-0.00046065+0.060305i,0.020161+0.038009i,0.021678+0.0097071i,0.019728-0.0027681i,0.026793-0.0079628i,0.02722-0.012368i,0.015551-0.011404i,0.0077704-0.011127i,0.0087234-0.014094i,0.0093303-0.015188i,0.0069578-0.013862i,0.0036219-0.012893i,-0.0031005-0.013685i,-0.0092965-0.013519i,-0.0090957-0.0053292i
0.056898-0.044422i,0.216-0.1591i,0.33086-0.32442i,0.21545-0.42394i,0.011139-0.37594i,-0.045428-0.25864i,0.00035794-0.16731i,0.0067471-0.090369i,-0.010055-0.025473i,-0.0062115+0.0064221i,0.0011664+0.014093i,-0.0006716+0.014692i,-0.0021661+0.013007i,0.0022567+0.0017073i,0.0080629-0.015573i,0.010546-0.025641i,0.011286-0.02322i,0.013512-0.014887i,0.01603-0.0075519i,0.018493-0.0020539i,0.023097-0.0022742i,0.023445-0.0098108i,0.012491-0.015713i
-0.023958-0.012237i,-0.033223+0.042473i,-0.016062+0.096535i,0.04931+0.058387i,0.12242-0.021924i,0.14879-0.051844i,0.1161-0.051489i,0.06981-0.064285i,0.038653-0.084024i,0.011121-0.079349i,-0.0038043-0.043741i,-0.0023609-0.011321i,-0.004856+0.0039208i,-0.0086325+0.016897i,-0.0041635+0.025536i,-0.0039036+0.023703i,-0.014715+0.015964i,-0.023511+0.0090303i,-0.020968+0.0071814i,-0.01511+0.011022i,-0.011798+0.019044i,-0.00815+0.022389i,-0.0047908+0.014551i
0.0448-0.01137i,-0.0071289+0.016961i,-0.13774+0.078275i,-0.18986+0.16429i,-0.090177+0.22742i,-0.0080545+0.21725i,-0.028848+0.17383i,-0.051272+0.14468i,-0.030689+0.1178i,-0.0060791+0.07605i,0.00093253+0.034218i,-0.006529+0.0095047i,-0.017675+0.0052293i,-0.023285+0.0069697i,-0.02296+0.0062529i,-0.013325+0.0087936i,0.0019862+0.012457i,0.0088664+0.013264i,0.0069594+0.011599i,0.0038549+0.0053601i,0.0018577-0.0037438i,0.00022419-0.0077686i,-0.00014317-0.0050481i
-0.0052224+0.18493i,-0.048076+0.32127i,-0.049581+0.39046i,0.027653+0.3361i,0.075078+0.22609i,0.052041+0.16516i,0.050283+0.12928i,0.057127+0.064723i,0.031117+0.017758i,0.0042334+0.012627i,-0.0050112+0.0058873i,-0.0060905-0.013225i,-0.0064887-0.026873i,-0.0016401-0.024837i,0.0099508-0.013177i,0.015514-0.0023357i,0.014758+0.0033535i,0.013358+0.004032i,0.010347+0.0042447i,0.0084101+0.0061325i,0.0086359+0.0084155i,0.0094304+0.0083693i,0.01164+0.0035589i
-0.14378-0.03466i,-0.20478-0.12139i,-0.14306-0.17186i,-0.060039-0.096695i,-0.083069+0.01881i,-0.12569+0.061036i,-0.092691+0.038218i,-0.022416-0.0025775i,0.015274-0.019581i,0.022183-0.015613i,0.01906-0.004978i,0.019901+0.010549i,0.028976+0.010412i,0.026023-0.001552i,0.0086309-0.0065365i,-0.0040257-0.011368i,-0.0035104-0.022156i,0.0051452-0.032626i,0.0057236-0.034418i,-0.0070018-0.02609i,-0.021442-0.015577i,-0.026428-0.0075139i,-0.020217-0.0013154i
0.020227-0.1639i,0.13822-0.30455i,0.20939-0.41404i,0.075542-0.45903i,-0.14199-0.42359i,-0.22605-0.32785i,-0.19535-0.23441i,-0.16588-0.1469i,-0.14098-0.067929i,-0.09398-0.016079i,-0.043016+0.0072128i,-0.013564+0.012003i,-0.00095986+0.015436i,0.010716+0.012937i,0.015328+0.0021837i,0.010605+0.0016343i,0.004007+0.01082i,-0.0013919+0.016521i,-0.0012194+0.013636i,0.0048925+0.0040397i,0.01194-0.0055232i,0.014124-0.011712i,0.0054893-0.01178i
0.10555-0.089169i,0.12469-0.11152i,0.05425-0.096047i,0.021784-0.10624i,0.10401-0.16057i,0.16197-0.17552i,0.13048-0.089256i,0.1027+0.017309i,0.090684+0.039748i,0.05033+0.014438i,0.016521+0.0011641i,0.0093017-0.0060205i,0.0021022-0.0055602i,-0.0065644+0.0078016i,-0.0067862+0.018585i,-0.0021386+0.020114i,-0.0021522+0.019507i,-0.0089743+0.019674i,-0.01184+0.021361i,-0.0087508+0.021328i,-0.003586+0.019878i,0.0031262+0.019676i,0.0099103+0.017057i
0.14102+0.15864i,0.15453+0.30222i,0.068842+0.37796i,0.020827+0.3689i,0.10966+0.29452i,0.19183+0.14884i,0.15437+0.033277i,0.087139+0.014853i,0.062974+0.0264i,0.049772+0.016338i,0.024972+0.001947i,-0.0066288-0.0016072i,-0.030165+0.0020663i,-0.037787+0.0044753i,-0.033948+0.0045702i,-0.022464+0.0018382i,-0.0088504-0.00032825i,0.00083404+0.0027186i,0.0063796+0.0077344i,0.012965+0.0047171i,0.015478-0.0064465i,0.0088958-0.012582i,0.0023557-0.011425i
-0.17414+0.2377i,-0.29427+0.39273i,-0.23848+0.44847i,-0.020192+0.37501i,0.12544+0.25459i,0.14106+0.15335i,0.10252+0.047041i,0.033996-0.049939i,-0.017072-0.075116i,-0.017733-0.052391i,-0.002612-0.030118i,0.0095194-0.019588i,0.0083239-0.023839i,-0.0027066-0.025724i,-0.0068282-0.019437i,-0.010271-0.013186i,-0.016314-0.0052684i,-0.012846+0.0015203i,-0.0029407+0.0048935i,0.0025614+0.011008i,0.007152+0.020236i,0.011823+0.020124i,0.013298+0.01076i
-0.19039-0.16693i,-0.22094-0.33359i,-0.10912-0.37624i,-0.010481-0.22809i,-0.060821-0.0085413i,-0.14264+0.15685i,-0.14986+0.19182i,-0.1304+0.14011i,-0.10686+0.094126i,-0.062426+0.058423i,-0.028465+0.028592i,-0.0060112+0.024939i,0.023879+0.022913i,0.036887+0.0050609i,0.025565-0.0080893i,0.01064-0.0078099i,0.0035217-0.0058579i,0.004539-0.0078431i,0.0042628-0.011837i,-0.003958-0.012281i,-0.014649-0.0062167i,-0.020339+0.00078734i,-0.018083+0.0074145i
0.11522-0.22952i,0.22627-0.3726i,0.18836-0.43888i,-0.048312-0.41348i,-0.25736-0.30286i,-0.26714-0.15422i,-0.1266-0.052304i,-0.0075139-0.020015i,0.017832-0.011471i,0.0036189+0.0056807i,-0.0060659+0.010979i,-0.013441+0.00093388i,-0.014675-0.0016132i,-0.0036161+0.0013916i,0.010635+0.0013778i,0.02524-0.0042843i,0.03483-0.012916i,0.028458-0.019262i,0.010526-0.020494i,-0.0031054-0.014156i,-0.0051674-0.0089292i,-0.00036792-0.010615i,0.0011298-0.013715i
0.23357+0.006093i,0.2876+0.016947i,0.17097+0.013069i,0.022525-0.019747i,-0.0042644-0.075674i,0.011419-0.1068i,0.014632-0.059141i,0.063957-0.0091701i,0.091825-0.016206i,0.050464-0.019981i,0.013398+0.00041648i,-0.0020817+0.0094272i,-0.0117+0.010181i,-0.0075437+0.014878i,0.0021288+0.020881i,0.0071413+0.021849i,0.0056631+0.012768i,-0.0010178+0.0035945i,-0.0062287+0.00084862i,-0.0097335-0.0038715i,-0.0099429-0.0093663i,-0.0057682-0.0084179i,-0.0028372-0.0046438i
0.028858+0.33004i,0.020531+0.56227i,0.022867+0.64876i,0.074453+0.53046i,0.11924+0.29815i,0.076072+0.070682i,-0.037295-0.041823i,-0.10276-0.039251i,-0.091172-0.024077i,-0.06249-0.020969i,-0.032554-0.012616i,-0.012408-0.010347i,-0.014909-0.0065838i,-0.020186+0.0020422i,-0.020705+0.0018239i,-0.023302-1.3662e-05i,-0.024027+0.0071035i,-0.016715+0.015987i,-0.0063844+0.016009i,0.0028414+0.0089861i,0.010034+0.0031871i,0.0075476+0.00099709i,-0.00066235+0.00073712i
-0.34856+0.10223i,-0.54962+0.17313i,-0.49675+0.19964i,-0.1987+0.15506i,0.062849+0.078565i,0.15694+0.032237i,0.13793+0.012194i,0.052224+0.012073i,0.0018398+0.029373i,0.0089119+0.017466i,0.0084579-0.0052359i,0.013094-0.004563i,0.025449-0.0081553i,0.016265-0.020229i,-0.0024138-0.022157i,-0.01209-0.0096908i,-0.0088719+0.011373i,0.0035566+0.025131i,0.016418+0.026004i,0.021177+0.018696i,0.018216+0.011609i,0.014401+0.0097855i,0.012458+0.010117i
-0.10468-0.34212i,-0.1196-0.57499i,-0.073055-0.64288i,-0.046486-0.48941i,-0.056404-0.2439i,-0.031722-0.06221i,0.014249-0.023206i,0.011557-0.040276i,-0.0090299-0.0081426i,0.007346+0.017254i,0.015527+0.0020133i,0.0038439-0.0082362i,0.0014987-0.006602i,0.0030357-0.0014965i,0.00064022+0.0032947i,-0.0056627+0.0020402i,-0.014497-0.001807i,-0.022261-0.0035201i,-0.021887-0.0016282i,-0.01237+0.0046846i,-0.003847+0.014278i,0.0021839+0.019443i,0.0079824+0.013695i
0.26905-0.17078i,0.38822-0.28636i,0.29512-0.32903i,0.050749-0.27556i,-0.097719-0.17986i,-0.078856-0.12788i,-0.0063104-0.11375i,0.046554-0.099957i,0.056862-0.085778i,0.03819-0.061225i,0.021956-0.035588i,0.0053425-0.020561i,-0.015375-0.0021341i,-0.0158+0.021788i,0.0087026+0.029128i,0.028049+0.01011i,0.023377-0.017653i,0.0066483-0.033631i,-0.004911-0.02993i,-0.009569-0.015436i,-0.013051-0.0061852i,-0.015501-0.0073853i,-0.01432-0.01093i
0.23093+0.15948i,0.36832+0.18197i,0.36374+0.14124i,0.23684+0.12528i,0.11753+0.14382i,0.031734+0.17515i,-0.017717+0.21179i,0.0016901+0.19996i,0.025234+0.12869i,0.014723+0.07451i,0.014805+0.046523i,0.015544+0.014675i,0.0036116-0.0055851i,-0.0052994-0.010569i,-0.0052345-0.0032312i,0.0052162+0.011155i,0.018039+0.018447i,0.021071+0.015997i,0.010544+0.0096176i,-0.0024592+0.0070931i,-0.0014228+0.0047996i,0.0049908-0.0026132i,0.0055328-0.006071i
-0.10841+0.33779i,-0.095591+0.60777i,0.023719+0.7003i,0.13741+0.51786i,0.1097+0.24875i,-0.010685+0.083951i,-0.073684+0.036236i,-0.065618+0.022099i,-0.055722-0.0043569i,-0.060354-0.0065072i,-0.046411+0.016012i,-0.010024+0.02545i,0.022103+0.01323i,0.02375-0.013672i,-0.0034907-0.032155i,-0.021317-0.030626i,-0.010645-0.026102i,0.012513-0.025053i,0.024149-0.024989i,0.018814-0.02327i,0.0084061-0.017457i,-0.0015379-0.0086803i,-0.0080638+0.0019201i
