-0.0013885+0.00058001i,-0.00063159+0.00034993i,-0.0017094+0.0020936i,-0.0016928+0.0024686i,-0.0012802+0.0021169i,-0.0015018+0.0017954i,-0.00063046+0.0018268i,0.00076273+0.0025558i,0.00173+0.0018257i,0.0019692+0.00093896i,0.0011509-1.4482e-06i,0.00052988-0.0004171i,0.00014626+2.3748e-05i,-0.00078924+0.00010799i,-0.00040658-0.00033422i,0.00057601-0.00022882i,0.00086232-0.00044375i,0.0011422-0.00056146i,0.0010693-0.00043028i,0.00038733-8.5117e-05i,-2.3097e-05+0.00011695i,-0.00021152-1.835e-05i,-0.00057716+0.00049461i
-0.00096689+0.0010031i,-0.0017224+0.00092831i,-0.0013192+0.0018491i,-0.00048304+0.0032308i,0.00063608+0.0028335i,0.00080652+0.0011248i,-0.00053168-0.00028723i,-0.0009276-0.00019901i,-0.00050278-3.1025e-05i,-0.00054231-0.00016119i,-0.00072086-0.00011717i,7.4862e-05-9.5532e-05i,0.00029346+1.2311e-05i,-0.00011159+0.00028589i,-0.00013606+0.00046668i,-0.00032544+0.00057812i,-0.00021124+0.00061747i,5.0639e-05+0.00024656i,0.00019929-0.0002464i,0.0010488-0.00040562i,0.00091004-0.00080472i,2.7601e-05-0.00096056i,-0.00088084-7.8386e-05i
-0.0007187+0.0014544i,0.00092894+0.0024458i,0.0010808+0.0031703i,0.0011668+0.0017947i,0.0019471+0.00071098i,0.0022788+0.00049743i,0.0014359+0.000117i,0.00037586-5.7022e-06i,0.00022525+0.00042052i,0.00044247+0.00064187i,1.6228e-05+0.00020345i,-0.00084824-0.00082578i,-0.00054407-0.0013714i,4.9113e-05-0.0012101i,-0.00024619-0.00035774i,3.5149e-05-7.2245e-05i,0.00045519-9.8193e-05i,-2.3625e-05-0.00030775i,-0.00031122-0.00038829i,-0.00064633-0.00061401i,-9.2142e-05-6.5722e-05i,0.00076195+0.00082359i,0.00095323+0.00062533i
0.0024606-0.0019083i,0.00092526-0.0025575i,-0.00082414-0.0036665i,-0.0011404-0.0032414i,-0.0018793-0.0023167i,-0.0019901-0.00082631i,-0.00039157+0.00034561i,0.00043153+9.9305e-05i,-2.2323e-05-0.00023846i,-0.00031375-2.9372e-05i,-0.00023562-6.1267e-05i,-0.00045732+0.00010734i,-0.00026725+0.00031007i,0.00044551+0.00050024i,0.00071328+0.0011225i,0.00085766+0.00050748i,0.00066801-2.4452e-05i,7.9401e-05+0.0010172i,-0.0011089+0.0011508i,-0.00048235+0.00020425i,0.00041372-0.00060179i,0.00028727-0.00068297i,0.00022092-0.00040369i
0.00069339-0.00049364i,0.00025697+0.001163i,0.00098449+0.001216i,0.00062942+0.001083i,0.00014279+0.0011308i,0.00059975+0.00098538i,0.00070757+0.0012242i,0.0003263+0.00057796i,0.00014971+3.7305e-05i,0.00016025-0.00010336i,-0.0001142+5.8682e-05i,-0.00054916+0.0011027i,-0.00075568+0.0012965i,-0.00074491+0.00063338i,-0.0002045+0.00048679i,0.00042642+2.2152e-05i,-6.3364e-05-0.00022637i,-0.00030715-0.00025412i,0.00011868-0.0010836i,0.0004175-0.00091233i,0.00062848-1.8017e-05i,0.00058296-2.6591e-05i,0.000305+0.00024442i
-0.00065666+0.0015565i,0.00046301+0.0024742i,0.0006738+0.0019923i,0.0016265+0.0012473i,0.0030243+0.0013784i,0.0022802+0.00082066i,0.00044426-0.00033703i,-0.00088744-0.00029007i,-0.00061956-0.00019052i,-3.5347e-05+0.00014677i,-0.00047478+2.863e-06i,-0.00042067-0.00019735i,-0.00022172+0.00048592i,-0.00043422+0.00038778i,-0.0011856+0.00019268i,-0.001085-0.00033087i,-8.976e-06-0.0001007i,0.00018717+0.00086891i,0.00029584+0.00032462i,0.0011253-0.00048302i,0.00062022-9.4036e-05i,-0.00036441+0.00043354i,-0.00013259+0.00012835i
-0.0021026-0.00010466i,-0.00079155+0.000522i,-0.00013397+0.0016179i,-0.00019+0.002003i,0.00062106+0.0018497i,0.0012921+0.0015017i,0.00049559+0.00064366i,-0.00072845+0.00040326i,-0.00025063-0.0002547i,0.00028329-0.00062545i,3.7875e-05-0.00033252i,-7.2737e-05-0.00035728i,-0.00019716-4.9882e-05i,-0.0006936+0.00025026i,-0.00071129+0.00014587i,-0.00040547+4.0281e-05i,-2.0373e-05+0.00025787i,0.00045363+0.00033085i,0.00042457+0.00039642i,0.00035247+0.00047521i,0.00048998+0.00014025i,0.00051001+5.158e-05i,0.00029819+0.00029942i
0.0016802+0.0009872i,0.00035655+0.00034085i,-0.00043698+0.00057249i,0.0013002+0.00042689i,0.0023795-0.00042158i,0.00099565-0.00049623i,-0.00013745+2.4201e-05i,0.00026242+0.00048424i,0.00065897+0.0011352i,0.000567+0.0011114i,-5.1238e-05+0.000502i,-0.00078581+5.0633e-06i,-0.0007246+0.00043299i,4.2996e-05+0.00074109i,0.00097911+0.0001971i,0.00066294-0.00024385i,-9.044e-05-0.00028763i,-0.00017637-0.00039653i,0.00046479-0.00017929i,0.00013322+0.00011423i,0.00010228+3.0275e-05i,0.00033697-0.00010531i,0.00029687-0.0005027i
0.00091765+0.00085516i,0.00083699-0.00026789i,0.0013792+0.00030609i,0.0020187+0.00053739i,0.0017645-6.577e-05i,0.00058313-0.00036834i,-6.1676e-05-0.00032253i,5.7706e-05+0.00046803i,-0.00019689+0.0010849i,-0.00043212+0.00084086i,0.0003992+2.3312e-05i,0.00099937-0.0011179i,-0.00020537-0.0011117i,-0.00086309-0.00031324i,-0.00034998+0.00019014i,7.6941e-05-0.0001117i,-0.00015275-0.00018946i,-0.00039785-0.00047357i,-0.00055683-0.00076202i,-0.00082987-0.00067635i,-0.00059411-0.00045406i,-0.00030846-0.00013319i,9.451e-05+5.6924e-05i
0.0014244+0.00099967i,0.00082608+0.0011563i,0.0017842+0.00083575i,0.0016065+6.0991e-05i,0.00048688-0.00055575i,3.8415e-05-0.000434i,-0.00034835+0.0001677i,-0.00046091+0.00044274i,-0.00011848+0.00059582i,-0.00019381-1.7109e-05i,-0.00070861+0.00020136i,-0.00076727+0.0011367i,-0.00018959+0.00060563i,6.4737e-05-0.00030823i,-0.00012643-0.00068076i,0.00026554+7.3835e-05i,0.00073642+0.00065669i,-6.0526e-05+0.00029736i,-0.00073587-2.942e-05i,-0.00033628+0.00019259i,-0.00054871-0.00029124i,-0.00073091-0.00095282i,-0.00012556-0.00072371i
-0.00070413-0.00061682i,-0.00097885+0.00079156i,-0.00092449+0.0012429i,-0.00048361+0.0013052i,-0.00052736+0.00096829i,-0.0013453+0.00043427i,-0.0012885+8.0825e-05i,-0.00011117+0.00046619i,0.00050507+0.00084664i,0.00073275+0.00090134i,0.00061374+0.00050262i,0.00022908+0.00018708i,0.00016857+0.00051659i,-0.00020412+0.00086311i,-0.00048937+0.00031133i,0.00018947-0.00033447i,0.00056844-0.00089549i,0.00044405-0.0010397i,-4.1407e-05-0.00048651i,-0.00032711-6.7744e-05i,0.00018197+0.00055847i,0.00019362+0.00071789i,-7.015e-06+0.0004465i
0.00090602-2.7811e-05i,0.0014291+0.00050553i,0.0012285+0.0013805i,0.00041287+0.00069463i,0.00032737-0.00066794i,-0.00011002-0.00087538i,-0.00055936-3.5922e-05i,-0.00067178+0.0012844i,-0.00051707+0.00089481i,0.00025301-0.00021107i,0.00042799-0.00041673i,-3.977e-05-0.00037109i,-0.00046637-0.00064063i,-0.00026396-0.00058883i,0.0003118-0.00015582i,0.0002937+0.00062232i,8.0674e-05+0.00036406i,4.7401e-05-3.1647e-05i,-9.969e-05+3.4165e-05i,0.00036114-0.00010487i,0.00025607+2.0981e-05i,-2.8763e-05-6.2767e-05i,0.00033272-0.00032324i
-0.00068486+0.00029946i,0.00011128+0.00067757i,0.00062974+0.0012167i,0.00026413+0.0021734i,0.00055008+0.0021722i,0.00082642+0.0014147i,-0.00061334+0.00088295i,-0.0011806+0.00070955i,-0.00048173+0.0012499i,-0.00011666+0.0009593i,2.4354e-05+9.3078e-05i,0.00013958-0.00042232i,-9.9635e-05-0.00083607i,-0.00013915-0.00087424i,-0.0001581-7.5879e-05i,-0.00081724+0.00078203i,-0.0010021+0.00060136i,-3.2956e-05-2.3591e-05i,0.00014114-0.0004724i,0.00016978-0.00046401i,0.00050564-0.00051569i,0.00035901-0.0002808i,0.00044566-4.5033e-05i
-0.00011727+0.00011212i,0.00038595+0.00036751i,0.00053805+0.0015271i,-4.8611e-05+0.00078334i,-0.00066507-0.00018999i,-0.0009607+4.8608e-05i,-0.0012418+0.0001346i,-0.0003156-4.1017e-05i,0.00078763+0.00032443i,0.00042691+0.00051337i,-2.0351e-05+0.00066227i,-0.00017515+0.00080516i,-0.0004923+0.00049236i,-0.00067076+1.9922e-05i,-0.00056294-0.00085522i,-0.00072465-0.0009144i,-0.00060325-0.00017814i,-3.2028e-05+0.00030659i,-0.00021029+0.00065404i,-0.00040746+0.000229i,-0.00085362-0.00025937i,-0.0006067-9.6288e-05i,0.00012391+0.00032667i
0.00063146-0.00024854i,0.0018234-4.5882e-05i,0.0011813+0.00075926i,0.00041772+0.0015103i,0.00056234+0.0011458i,0.0015731+0.00035303i,0.0011442+0.0006471i,-4.7016e-05+0.00072555i,-3.1005e-05+0.00078069i,-0.00019958+0.0003738i,-0.00025256-2.2913e-05i,6.0181e-05+1.7214e-05i,6.814e-05-0.00043694i,0.00053649-3.9807e-05i,0.00066918+0.00011667i,0.00023396-0.00053112i,0.00042705-0.00049711i,0.00069397+2.5809e-05i,0.00085698+0.00042303i,0.00032297+0.0002155i,-0.00041976-0.00023754i,-0.00025689-0.00015189i,9.2538e-05-0.00021094i
-0.00011247-5.5717e-05i,-9.5335e-05+0.0001433i,-0.00081369+0.00050022i,-0.00087197-0.00015207i,0.00023134-0.00019123i,0.00086276-4.3774e-05i,0.00053902+0.00019596i,0.00029363+0.00074198i,0.00070102+0.00098526i,0.0010184+0.001429i,0.0014384+0.0014288i,0.0016112+0.00057563i,0.0010232-0.00050341i,0.00087829-0.0007094i,0.00034152-6.4493e-05i,-0.00021716-0.00013933i,-0.00060303-0.00011413i,-0.00068418+0.00014805i,-0.00027232-0.00010582i,-0.00012177+0.00017883i,-0.00034357+0.00048303i,-0.00048337+0.00032896i,-0.00058391-0.00089274i
-0.00028607-0.00098812i,-0.00015899+0.00023267i,-0.0014487+0.0013927i,-0.0018469+0.001289i,-0.00096948+0.0005571i,-0.00062554+0.00036952i,-0.00025827+7.1947e-05i,-0.0003917+0.00049921i,-0.00073646+0.0003146i,-0.00042405-0.00021228i,4.4137e-05+0.00033784i,0.00024749+0.00061874i,0.00064987+0.00055372i,0.001219+0.00031883i,0.0010092+0.00036037i,0.00013589+0.00021444i,0.00061572+0.00015128i,0.001262+0.0003937i,7.6089e-05+0.00041441i,-0.00010105+4.6624e-06i,0.00012352-0.00084458i,-0.00046026-0.00080066i,-0.00051643+5.0215e-07i
-0.0016746+0.0015035i,-0.0012526+0.0016456i,-0.00055572+0.0024575i,-0.00053767+0.0028414i,-0.0005084+0.0016796i,0.00019575-2.302e-05i,2.5908e-05-9.7821e-05i,-0.00013283+0.00034835i,-0.00031281+0.00021957i,-0.0009403+0.0004579i,-0.00052258+0.00041498i,-2.8831e-05-5.4987e-05i,0.00031121-0.00034692i,0.00014892-0.00037492i,-0.00011128-0.00036205i,-0.00015994-0.00015183i,-8.54e-05+0.0003305i,6.1204e-05+0.00019672i,0.00070168-0.00011017i,0.0010295+0.00015579i,0.00063268-2.1786e-05i,9.6441e-06+4.2387e-05i,-0.00012293+0.00055413i
0.00011969+0.00052216i,0.0002255+0.0015645i,0.001043+0.0014257i,0.0013066+0.00074743i,0.001041+0.00038147i,0.00071553+0.00081937i,0.00054306+0.00018203i,0.00043497-0.0008169i,5.5021e-05-0.00016052i,-8.5071e-05-4.4752e-05i,2.773e-05-0.00053472i,0.00027518-0.00051387i,0.00039459-0.00053155i,0.00043493-6.2541e-05i,0.0011841+4.9011e-05i,0.0013195+6.1855e-05i,0.00054387+0.00020056i,0.0002342-0.00023381i,0.00027139-0.00017177i,0.0002881+0.00064433i,0.00029337+0.0005779i,0.00024122+0.00014952i,0.00011174+0.00013839i
-0.0001969+0.0004163i,0.00027055+0.00057113i,0.00043347+3.0681e-05i,-0.0004989-3.8051e-06i,-0.0011457+0.00025146i,-0.00091867+0.00026969i,-4.0356e-05+0.00067629i,-0.00014021+0.00022988i,-0.00088883-8.1701e-05i,-0.00072326+0.0004276i,-0.00050104+5.2461e-05i,-4.0309e-05-0.00056353i,0.00062597-0.00047791i,0.0011301-0.00016866i,0.00091316+0.00029235i,0.0002356+0.00058592i,0.0001761+0.00051568i,6.8348e-05-0.00048337i,7.9411e-05-0.00052791i,0.00020399-0.00026276i,-0.0001812-0.00054592i,-0.00039655-0.00041552i,-0.00038412-0.00058864i
0.0019291+0.001402i,0.0033418+0.002337i,0.0044726+0.0026945i,0.0038228+0.0014504i,0.0022445-0.00015091i,0.00066767-0.00077385i,-0.00035585-0.00087589i,-0.00029924-0.00039969i,0.00055538+0.00028012i,0.00015674+0.00085583i,-0.00063701+0.00087016i,-0.00028621+0.00063813i,-0.00046536+0.00063004i,-0.000388+0.00088318i,0.00032491+0.00041977i,0.00070608-0.00030956i,0.00047129-0.00020589i,0.00040512-0.00034058i,0.0010476+9.807e-06i,0.0019243+0.00013668i,0.0014893-0.00040866i,-6.2095e-05-0.00080414i,-0.00015731-0.00090293i
0.0015131+0.00049904i,-4.4418e-05-0.00076517i,-0.00025979-0.00086724i,0.00027552+0.00028045i,-0.00055555+0.00049339i,-0.0003842+9.6055e-05i,0.00047289+0.00050329i,0.0004437+0.00046464i,0.0001688+0.00030915i,0.00027798+0.00020726i,0.00060861-5.0439e-05i,-4.3318e-05-0.00017795i,-0.00033545-0.00039763i,0.00068383+2.2529e-05i,0.0015302+0.00022102i,0.0015258-0.00020175i,0.0011512-0.00028936i,0.0006851+0.00023692i,0.00060777+0.00037461i,0.0006422+0.0004771i,0.00080119+0.001065i,0.00067925+0.00092363i,0.00016067+0.00014711i
4.1539e-05+0.0010878i,0.000336+0.002242i,0.00103+0.0025778i,0.0011538+0.0017588i,0.0003464+0.0014643i,-0.00054103+0.0014236i,-0.00064627+0.00073147i,-0.00067596+0.0009251i,6.7211e-07+0.0010603i,1.5575e-05+0.00027293i,-0.00028089+3.4719e-05i,-5.9511e-05+0.00012023i,0.00024561-0.00025145i,0.00084524-0.00035059i,0.00045451-5.2466e-05i,-0.00025275+0.00036283i,-1.3467e-05+0.00027649i,-0.00012357-0.00013185i,-0.00097646-0.00061946i,-0.0011638-0.00017782i,0.00017298+0.00073641i,0.00024797+0.00058098i,-0.00053639-0.00056285i
0.00099609+0.0019983i,0.0011174+0.00069143i,0.0026459+0.00016418i,0.0029339-0.00088897i,0.0024984-0.0018034i,0.0016569-0.0010966i,0.00049225+9.0783e-05i,0.0010299+0.00047765i,0.0014446+0.00023931i,0.00089919-3.5931e-05i,0.00030811-0.00050964i,-2.9555e-06-0.001317i,0.0004574-0.001282i,0.00073056-0.00026073i,0.00039776-8.7115e-05i,0.00060187+7.6021e-05i,0.00075358+0.00026573i,-0.00023338-0.0003827i,0.00018147-0.00097381i,0.00041194-0.0004171i,2.7614e-05-0.00027398i,-0.00061552-0.00062995i,-0.0015098-0.00049492i
0.0015825+0.0017347i,0.0016467+0.001273i,0.0024364+0.00070049i,0.0020936+0.00043386i,0.0008252-0.00090269i,-0.00018339-0.0020204i,0.00037048-0.00089845i,0.0010523+0.00083354i,0.00045069+0.00091504i,0.00019496-9.7587e-05i,5.9402e-05-0.00094601i,-8.4522e-05-0.00021306i,0.00081161+0.00048069i,0.0012982+0.00033276i,0.0001797+0.00070263i,-0.00027475+0.0005141i,0.0005638+0.001032i,0.0012015+0.00088265i,0.00087366-0.00010421i,0.00023947+0.00012122i,-0.00050203+8.4834e-05i,-0.00032333-0.00032737i,-3.3356e-05-0.00078008i
-0.00027681-0.0010258i,-0.00056059-4.5836e-05i,-0.0025483+0.001405i,-0.0024296+0.0017177i,-0.00094224+0.0018221i,0.00014753+0.00068731i,0.00044061-0.00038889i,0.00044902+0.00017956i,0.00040328+0.00077906i,-0.00012379+0.00070239i,-0.00029003+0.00068023i,-7.7764e-05+0.00059376i,-0.00030062-0.00011737i,-0.00042015-0.00065568i,-2.9327e-05-0.00012225i,0.00040864+0.00080507i,0.00042674+0.00049318i,0.00011656-0.00023219i,0.00016039-0.00017465i,0.00099982+0.00014183i,0.001094+0.00018766i,0.00058287-0.00031173i,0.00032316-0.00055094i
-0.0024746+0.0010002i,-0.0016556+0.0019892i,-0.00027413+0.0029218i,0.00028815+0.0029522i,0.00045075+0.0028521i,0.00066513+0.0017421i,0.00014961+0.00021291i,-7.2404e-05+0.00013092i,-0.00036649+0.00010782i,-0.00039762+0.00073206i,0.00038038+0.00032076i,9.8907e-06-0.00063874i,-0.00077807-0.00025013i,-0.0008975+0.00022803i,-0.00095451+0.00028654i,-0.00087474+0.00012407i,-0.00047829-0.00015216i,-0.00028477-0.00029639i,0.00016546-0.00055039i,0.0002857-0.00043653i,-2.8303e-05-0.00074875i,0.00018208-0.0010146i,0.00027979-0.00033557i
0.0012183+0.0015489i,-0.00015893+0.0017514i,-0.0012888+0.0004427i,-0.00079943-9.8136e-05i,-0.00058023+0.00054619i,-0.0011948+0.00089813i,-0.00080042+0.0010454i,0.00039884+0.00087756i,0.0009992+0.0010001i,0.00063767+0.0007064i,0.0001907-6.742e-05i,2.5582e-05-0.00018787i,-8.0705e-05+6.308e-05i,-0.00049144+0.00019246i,-3.7717e-05+0.00050424i,0.00041638+0.0007816i,3.618e-05+0.00046538i,-0.00031098-0.00072187i,-0.00036469-0.0013271i,-0.00021995-0.00039405i,-0.00069941+0.00081843i,-0.00088995+0.00038432i,-0.0006976-0.00051545i
-0.0012361-0.0019094i,-0.0001238-0.00078506i,-4.5256e-05+0.00032902i,-0.00055015+0.0018485i,-0.00080216+0.0026632i,-0.00070263+0.0021513i,-0.0006802+0.00091445i,-0.00023205+0.00031384i,0.00022408+0.00035434i,-0.00026157+0.00027896i,-0.00017267-0.0004113i,0.00056969-0.00046157i,0.00080912-8.5764e-05i,0.00067515+0.00021229i,0.00060439-4.3485e-05i,0.00019593-0.00042971i,-7.4567e-05-0.00037126i,-2.3815e-05-0.00032872i,-0.00021778-0.00020105i,-0.00016618-0.00051474i,0.00061081-0.0010184i,0.00085391-0.00068494i,0.00040196+0.00028005i
5.7065e-05+0.00095213i,0.00029924+0.0018604i,0.0010608+0.0012791i,0.00028849-9.2892e-05i,-0.0012156-0.00051723i,-0.00078304-0.00011559i,-0.00011834+0.0004574i,-0.00029403+0.0012i,0.0002706+0.00038583i,0.00025646-0.00019145i,-2.3931e-05+3.707e-05i,1.9245e-05+0.00055134i,-0.00039391+0.0012848i,-0.00035135+0.0011666i,-0.0004774+0.00060024i,-7.7566e-05+0.00031684i,0.00056284-0.00016481i,0.00044649-0.00064927i,0.00060399-0.00081433i,0.00068781-0.00040907i,0.00034629-6.599e-05i,0.00041221+8.1472e-05i,0.00050212+0.00048667i
0.0011531-0.00068983i,0.00099478+5.8807e-05i,0.00056461+0.00012494i,-0.00047551-0.00077005i,-0.0012682-0.0013073i,-0.00066064-0.0009089i,0.00049445-0.00019398i,0.00076052-2.0288e-05i,0.00072463-7.2997e-05i,0.00029232+8.4496e-05i,-0.00038272+0.00019977i,-0.00026471-1.8967e-05i,-1.6748e-05-0.00016086i,-0.00059002-0.00013985i,-0.00064253-0.00065649i,-0.00040662-0.00034223i,-0.00018343+0.00041143i,3.4137e-06+6.286e-05i,0.00028994+8.9861e-05i,0.00059543+0.00060454i,0.00044393+1.6874e-05i,3.7048e-05-0.00039555i,-0.00049016-0.000127i
0.00013309-0.00050506i,0.00027285+0.00050381i,-0.00030609+0.00084139i,-0.0013274+0.0009789i,-0.00089733+0.0011378i,-0.00055294+0.00089751i,-0.00064789+0.00031786i,-0.00081025-0.00045035i,-0.00064919-0.0010647i,-2.4607e-05-0.0011556i,0.00025377-5.9864e-05i,0.00015785+0.00069695i,0.00054882+0.00054561i,0.00081804+0.00013673i,0.00016249-0.00041727i,-0.00052527-0.00049142i,-0.00054342-0.00025513i,0.00018052+4.7712e-05i,0.0006787+0.00015805i,6.6502e-06+4.6503e-05i,1.2839e-05-0.00027908i,0.00083122+0.00015904i,0.00096891+0.00026502i
0.00087136+0.0011823i,-0.0004073+0.00027988i,-5.9133e-05-0.00065024i,0.00092961-0.00032696i,0.00057264-0.00033053i,0.00045745-0.00045229i,0.00087001+0.0004378i,0.00053178+0.0015162i,0.00055996+0.0016865i,0.00066044+0.001038i,0.00017567+0.00025488i,-0.00030105+0.00012085i,-0.00037975+0.00055594i,-0.00022353+0.0005192i,4.7973e-05+0.00046649i,0.000189+0.00083814i,0.00018947+0.00021391i,0.00045808-0.00036844i,0.0001582+7.6925e-05i,8.6771e-05+0.00015904i,0.00011112+7.1798e-05i,-2.6585e-05-0.00038283i,5.0098e-05-0.00083343i
-0.00053872+0.0029613i,0.00084028+0.0032976i,0.0009391+0.0035999i,0.0013942+0.0030604i,0.0020974+0.0013265i,0.0018338-0.0003638i,0.00019543+0.00016355i,0.0002022+0.0012832i,0.00044123+0.00083959i,-0.00022451+0.00012095i,-0.00023286-0.00026451i,-0.00031266-0.00063179i,-0.00055421-0.00057387i,-0.00059037-5.8472e-05i,-0.00081028+7.643e-05i,-0.00053436+0.00040749i,0.00033233+0.00074607i,0.00048319+0.00025972i,0.00033612+0.00043774i,0.00025555+0.000398i,0.00050198-0.00048626i,0.00045146-5.2159e-05i,8.7733e-05+6.2517e-05i
0.0010786-3.6189e-05i,0.0010004-0.00065033i,0.0014301-0.00080113i,0.00076776-0.00074089i,0.00015936-0.00083048i,-0.00056101-0.00052475i,-0.00090171+0.00036976i,-0.00010395+0.00040344i,0.00054714-0.00016091i,0.0011953-0.0005301i,0.0011159-0.00052538i,1.8417e-05-0.0010934i,-0.00028626-0.00069279i,-0.00034978-2.0532e-05i,9.7793e-05+0.00015114i,0.00049496+0.00055794i,0.00052757+0.0001085i,4.6859e-05-0.00046877i,-0.00024302-1.573e-05i,0.00039485+0.00022685i,0.0006122-0.00037623i,0.00054994-0.00061028i,7.0115e-05-1.4191e-05i
-0.0012453-0.00055168i,-0.00053768-0.00030122i,0.00040767+0.00052543i,0.0005899+0.00076481i,0.00098262+0.0012345i,0.0010278+0.0013766i,0.00044341+0.00060124i,0.00011333+0.00013861i,-0.00028718-0.00038576i,-1.0213e-05-0.00052626i,0.00095154-1.6173e-05i,0.0011389+0.0005539i,0.000505+0.0004299i,0.00062629-0.00038506i,0.00090098-0.00069789i,-0.00020265-0.0002808i,-0.00082616+0.00011752i,-0.00034815-0.00038338i,-0.00033836-0.00030316i,-0.00049182+0.00023799i,0.00015476+0.00015211i,0.00052888-0.00060404i,0.00023334-0.0009283i
-6.5022e-06-0.00025054i,-5.5085e-06-9.3304e-05i,3.4396e-05+0.0004213i,-0.00010062+0.00121i,-0.00035408+0.00096087i,-0.00067949+0.00070342i,-0.00051792+0.00055423i,-0.00030164-0.00014446i,0.0001189+0.00031853i,0.0010137+0.00098338i,0.0008841+0.00051452i,0.00019089+0.00017411i,0.00012047-0.00046424i,0.00069978-0.00076882i,0.00085189-0.00055705i,0.00072033-0.00035172i,0.00078333+2.4765e-05i,0.00039083-8.0698e-05i,0.00022501-0.00058393i,0.00054311-0.00037411i,0.00021045+0.00023546i,-0.00064535-6.3392e-05i,-0.00077227-0.00048546i
-0.0015821-0.0011618i,-0.0020387+0.00072353i,-0.0022596+0.0019918i,-0.0020059+0.0032829i,-0.00171+0.0028182i,-0.00029328+0.0011197i,0.00077661-7.3567e-05i,0.00028388-0.00043835i,0.00010643-0.00016689i,-0.00028121-1.1451e-05i,-0.00011681-2.3949e-06i,0.00079324-4.3629e-05i,0.0002547-0.00028294i,8.6712e-06-0.0005136i,0.00094132-0.00067489i,0.0013134-0.00082527i,0.0010981-0.0006936i,0.00082725-0.00045181i,6.5931e-05-0.00048166i,5.9473e-05-0.0004552i,0.00028867-0.00051415i,-0.00017073+0.00013665i,-0.00056443+4.1441e-05i
0.00014284-0.0010677i,-0.0008335-0.00010026i,-0.00068015+0.00092251i,0.00035931+0.0016023i,0.00040503+0.0010151i,-6.7095e-05+0.00034416i,4.4963e-05+0.00065313i,0.00010615+0.0015531i,-0.00032082+0.001189i,-0.00086521+0.00073763i,-0.0004733+0.00070057i,3.6989e-05+0.00039028i,0.00013257+0.00055772i,0.00055667+0.001102i,0.00057038+0.0010713i,8.1658e-05+0.00045706i,-1.6071e-05-5.8976e-05i,0.0002636-3.3034e-05i,0.00057233-0.00012812i,0.00080516+1.9288e-05i,0.00052511+0.00049183i,3.7818e-05+0.00013927i,-0.00026617-9.091e-05i
0.00078811-0.00052918i,0.0018541-0.0017405i,0.0023571-0.002082i,0.0020241-0.00099445i,0.001466-0.00098171i,0.0009681-0.00067873i,0.00027535+0.00019818i,0.00025846+0.00081181i,0.00023911+0.0010682i,0.00056154-0.00013091i,0.00066382-0.0012072i,0.00072347-0.00090427i,0.00044764+7.2074e-05i,-0.00026106+0.00059847i,-0.00034461+3.6441e-05i,-0.00018577-4.3436e-05i,-5.5956e-05-0.00054252i,0.00058007-0.00085471i,0.00095095-0.00010829i,0.00093932+0.00045299i,0.00062328+0.00063599i,0.00014936-1.8784e-05i,0.00023252-0.00033449i
0.00016389+4.8143e-05i,-2.5765e-05+0.00032226i,-5.9374e-05+8.0771e-05i,0.00014795-0.0007818i,-0.00026953-0.0011337i,-0.00075854-0.00031405i,-0.00067893+0.00015366i,-0.00034765-0.00013815i,-2.322e-05+0.00011567i,0.00023047+0.00083899i,-0.0005066+0.0013045i,-0.0004938+0.0011306i,0.00011263+0.00093455i,-0.00020983+0.00046871i,-2.0442e-05+0.00032508i,0.00055118+0.00017644i,0.00059606-0.0001979i,0.00027918+0.00022324i,-2.9069e-05+0.00071951i,4.0021e-05+0.00044281i,0.00063627+0.00015651i,0.00034462+0.0006221i,3.4768e-05+0.00050697i
-0.0010893+0.001071i,-0.0012429+0.0015647i,-0.00095904+0.0025981i,-0.00011445+0.0024104i,0.0012034+0.0014365i,0.00091311+0.00072537i,0.00051871+0.00018214i,0.00026683-7.0368e-05i,1.6528e-05-7.1163e-05i,0.00036526+0.00027413i,0.00070655+0.00059076i,0.00072889-0.00011579i,0.00029885-0.00080502i,-0.00031161-0.00090573i,-0.00024278-0.00013658i,0.00048188+0.00083058i,0.00085742+0.00079201i,0.00081056+0.00018078i,0.00013349-0.00015575i,-0.00024675-0.00016813i,-0.00065613-0.00016656i,-0.00057511-0.00022381i,-5.6245e-06-0.00022639i
0.0017768-0.0011221i,5.5639e-05-0.00086637i,-0.0010958+6.999e-05i,-0.00096113-0.00032835i,-0.00041144-0.00041698i,0.00012599-0.00023062i,0.00027547-1.9265e-05i,0.00031064+0.00044031i,-0.00038317+0.00010523i,-1.4605e-06-0.00040274i,0.0010775+0.00029169i,0.00062109+0.0004807i,3.5342e-06+0.00018355i,0.0001747+0.0005047i,0.00071178+0.00047856i,0.00035032-0.00063799i,-0.00051151-0.0011434i,-0.00076201-0.00055652i,-0.00059946-0.00033309i,-0.00039019-0.00035711i,-0.00059522-7.1564e-05i,-0.0010986-0.00074689i,-0.00031296-0.00095455i
