-0.0027376+0.00060649i,-0.0013038+0.00044392i,-0.0020133+0.0010116i,-0.0015972+0.0011801i,-0.00090007+0.0016636i,-0.00026293+0.0013357i,-0.00064806+0.00093379i,-0.00090103+0.0013084i,0.00037234+0.0013622i,0.00087223+0.00058442i,0.00089997-0.00076693i,0.0015434-0.00091071i,0.0012771-0.00043904i,0.00015484-0.00019908i,-0.00094729+1.601e-05i,-0.0017034-0.00018469i,-0.0014081-0.00037283i,-0.00029506-0.0006372i,0.00045889-0.00043895i,8.7045e-05-4.0624e-05i,-0.00036535-0.00033888i,-0.00029608-0.0010168i,-0.00028167-0.00057646i
0.0073712+0.016456i,0.021281+0.042812i,0.053433+0.069236i,0.080165+0.052277i,0.053963-0.025559i,-0.0062944-0.11575i,-0.04054-0.15061i,-0.040125-0.12698i,-0.020347-0.079746i,0.0027701-0.040433i,0.010378-0.022055i,0.0034361-0.0099194i,-0.0020754+0.00030385i,-0.0036033+0.0017745i,-0.0053727+0.00039653i,-0.0063655-0.0025271i,-0.0067635-0.0082911i,-0.0075258-0.010805i,-0.0081221-0.0050944i,-0.0080881+0.0039343i,-0.0075398+0.0068412i,-0.0063536+0.0060522i,-0.0035739+0.0057452i
-0.01969+0.0096158i,-0.077407+0.025968i,-0.1804+0.054788i,-0.25475+0.090307i,-0.20431+0.12409i,-0.084558+0.14646i,-0.012424+0.13708i,0.003115+0.09925i,0.001355+0.054424i,-0.0029368+0.01856i,-0.0040896+0.00077788i,-0.0020312-0.0052608i,-0.00064848-0.0060771i,0.0011524-0.0026802i,0.002377+0.0020759i,0.00014339+0.008948i,-0.0018039+0.014881i,-0.00077176+0.011617i,0.0029506+3.8893e-05i,0.0068555-0.0086086i,0.0079831-0.0071058i,0.0060523-0.0023701i,0.0019842-0.0014686i
0.01881-0.029008i,0.072326-0.080673i,0.17677-0.14513i,0.27029-0.16884i,0.25508-0.13544i,0.16209-0.084415i,0.097505-0.045918i,0.073507-0.026788i,0.047272-0.020144i,0.018854-0.0094132i,0.0054279+0.00063367i,0.0021032+0.00089798i,0.00056834-0.0017964i,-0.0017595-0.0050356i,-0.0024894-0.010336i,0.00073982-0.01484i,0.0035019-0.014951i,0.0022229-0.0098366i,-0.0037083-0.0049543i,-0.0087607-0.0044963i,-0.0086801-0.0077473i,-0.0053384-0.0086894i,-0.0010481-0.0041415i
-0.0046502+0.026708i,-0.024296+0.077848i,-0.072317+0.13774i,-0.12842+0.13945i,-0.14855+0.062052i,-0.13145-0.014592i,-0.10879-0.031728i,-0.084636-0.012608i,-0.045394+0.0040409i,-0.0075328+0.0028766i,0.0081131-0.0027916i,0.0091692-0.000559i,0.0070692+0.0022568i,0.0029795+0.0017645i,-0.0033167+0.0030716i,-0.0088036+0.0059015i,-0.011026+0.0060732i,-0.008511+0.0059854i,-0.0021378+0.0098025i,0.0036805+0.015267i,0.00561+0.016903i,0.0044435+0.013598i,0.00405+0.0090129i
-0.010809-0.0095477i,-0.024857-0.026724i,-0.040217-0.044199i,-0.040969-0.025711i,-0.017143+0.04493i,0.014264+0.10777i,0.013791+0.10558i,-0.010313+0.070414i,-0.024421+0.04271i,-0.025865+0.025352i,-0.023018+0.016331i,-0.017094+0.0098686i,-0.010412+0.0039843i,-0.004168+0.0031951i,0.0018094+0.0068288i,0.0058573+0.011468i,0.0062109+0.015028i,0.0054931+0.011826i,0.0053891+0.002447i,0.0043574-0.0062214i,0.0026116-0.0087159i,0.0021854-0.0069158i,0.0016867-0.0063011i
0.0082312-0.012824i,0.037493-0.036155i,0.09392-0.070034i,0.15398-0.10311i,0.16068-0.13899i,0.11177-0.17139i,0.07727-0.16309i,0.06868-0.12389i,0.046755-0.083101i,0.021792-0.042529i,0.013634-0.01796i,0.0089356-0.009704i,0.0016906-0.0016569i,-0.0021183+0.0040629i,-0.001124+0.0023975i,0.0044564-0.0054799i,0.0088961-0.011507i,0.0063463-0.0083687i,-0.00051098+0.00057472i,-0.0056004+0.0063066i,-0.0053362+0.0056818i,-0.0019982+0.0023445i,-0.00044666-6.6221e-05i
-0.004903+0.023627i,-0.029433+0.071936i,-0.096219+0.12994i,-0.18789+0.14967i,-0.22048+0.12781i,-0.16486+0.10478i,-0.087827+0.082805i,-0.037558+0.054114i,-0.009918+0.030191i,0.0025468+0.01115i,0.0041949-0.0021598i,0.0040753-0.0060525i,0.0035842-0.0063669i,0.0027627-0.0059415i,0.00025983-0.0022277i,-0.0054163+0.0030277i,-0.0086468+0.0037116i,-0.0050939-0.00037195i,0.0031323-0.0028301i,0.0097462-0.0013655i,0.0090226+0.00034285i,0.0024731+0.0017826i,-0.0025823+0.0028863i
-0.0061804-0.021264i,-0.0040275-0.066063i,0.028824-0.11175i,0.096972-0.10442i,0.14243-0.039229i,0.11758+0.025923i,0.05856+0.05825i,0.020096+0.062896i,0.0071526+0.045568i,-0.00064447+0.023146i,-0.0078346+0.014224i,-0.0080491+0.010413i,-0.0038502+0.0038572i,5.3571e-07-0.0019154i,0.0037956-0.0065162i,0.0062702-0.009036i,0.0048245-0.0065346i,0.0018415-0.0025592i,-0.00036337-0.0051007i,-0.0020851-0.012445i,-0.0023745-0.014919i,-4.5986e-05-0.01166i,0.00082399-0.0074842i
0.0085115+0.0084227i,0.023915+0.024584i,0.038099+0.041962i,0.035029+0.020338i,0.010263-0.052869i,-0.013238-0.11759i,-0.021799-0.12358i,-0.022142-0.090145i,-0.016472-0.052536i,-0.00356-0.024314i,0.0055067-0.011484i,0.0063325-0.0054719i,0.00686+0.00010693i,0.0071502+0.0002904i,0.0039879-0.0033525i,0.0021211-0.0056648i,0.0037737-0.003659i,0.0037803+0.00062157i,0.00070783+0.0074304i,-0.0015852+0.014152i,-9.0256e-05+0.01464i,0.0014522+0.0105i,0.0012112+0.0061456i
-0.0045609+0.011609i,-0.018858+0.03165i,-0.055402+0.057312i,-0.11084+0.085289i,-0.13654+0.12223i,-0.10312+0.14336i,-0.054481+0.10481i,-0.034254+0.044867i,-0.025219+0.017503i,-0.014115+0.0082894i,-0.011312-4.5815e-05i,-0.012469-0.0050592i,-0.011763-0.0065955i,-0.010399-0.0046376i,-0.011804+0.00079872i,-0.0164+0.0068625i,-0.01801+0.0090006i,-0.012632+0.0053116i,-0.0041863-0.00030531i,0.00048099-0.0031699i,-0.0006039-0.0031401i,-0.0036517-0.00085723i,-0.0039114+0.0013386i
-0.0081295-0.01818i,-0.0119-0.057697i,0.018457-0.10267i,0.10273-0.11494i,0.17949-0.095893i,0.17045-0.081445i,0.11315-0.050625i,0.076887-0.013128i,0.050655-0.0051752i,0.023061-0.0038802i,0.011847+0.0038086i,0.0098632+0.0066061i,0.0032587+0.0059671i,-0.0035593+0.0052558i,-0.0036814+0.0027527i,0.0017806-0.00094868i,0.0051488-0.00048095i,0.0025732+0.0024027i,-0.0026013+0.0015396i,-0.0064642-0.0022577i,-0.0073874-0.0035822i,-0.0050183-0.0025473i,-0.0007021-0.0020211i
0.015114+0.011705i,0.036087+0.037194i,0.033493+0.064211i,-0.027025+0.049301i,-0.10119-0.0064262i,-0.11514-0.031996i,-0.075207-0.019878i,-0.036983-0.0070812i,-0.016936+0.00036447i,-0.0038917+0.002735i,0.0052927+0.00048446i,0.010369-0.0013623i,0.011707-0.0029728i,0.0097303-0.0036057i,0.0063686-0.00092196i,0.0054062+0.0020508i,0.0082587+0.0019167i,0.0097574-0.00024525i,0.0070258+0.0016219i,0.0054263+0.0075517i,0.006898+0.0096786i,0.005475+0.007248i,0.00082116+0.0045108i
-0.010868+0.0014552i,-0.030133-0.0015494i,-0.048844-0.0017728i,-0.046898+0.022355i,-0.025329+0.072735i,-0.008832+0.095769i,-0.015044+0.066529i,-0.029618+0.033093i,-0.02534+0.019531i,-0.014038+0.0077037i,-0.015406-0.00046096i,-0.018315-0.00042286i,-0.01476+0.0010836i,-0.0076088+0.004295i,-0.0007182+0.0059237i,0.00016877+0.0035125i,-0.00402-0.0001711i,-0.0047976-0.0020642i,-0.0004273-0.0026039i,0.0036539-0.0049824i,0.0034467-0.0072974i,0.0019142-0.0076245i,0.0016184-0.0062007i
-0.0045385-0.010459i,-0.0075287-0.024907i,0.010043-0.037081i,0.067218-0.052552i,0.11981-0.090352i,0.11153-0.12227i,0.070861-0.10354i,0.04689-0.064846i,0.029455-0.043869i,0.012948-0.025339i,0.010146-0.009357i,0.010358-0.0027601i,0.0082286+0.0023363i,0.0078608+0.0040608i,0.0093035+0.0021068i,0.011386+0.00033937i,0.010637+0.0010773i,0.006166+0.0055208i,0.00020734+0.0083256i,-0.0031795+0.0070351i,-0.001719+0.0060619i,0.0015931+0.0053298i,0.0023859+0.003309i
0.017194+0.007882i,0.037478+0.022243i,0.030976+0.029624i,-0.048514+0.026926i,-0.14579+0.042027i,-0.14921+0.074932i,-0.075957+0.073727i,-0.022078+0.040516i,-0.0063095+0.022071i,-0.00108+0.014171i,5.4578e-05+0.0026161i,-0.0011043-0.0066145i,-0.0019216-0.012624i,-0.0023423-0.01516i,-0.0055855-0.012541i,-0.010094-0.0071419i,-0.0095889-0.0045171i,-0.0055747-0.0064911i,-0.0030386-0.0071249i,-0.0020811-0.0035245i,-0.0012244-0.0008291i,-0.0029144+0.00015006i,-0.0046728+0.0015875i
-0.021682+0.00051753i,-0.048345+0.00077892i,-0.058128+0.0092265i,-0.0034306+0.033841i,0.077689+0.055302i,0.095104+0.042314i,0.048541+0.025388i,0.0087639+0.029021i,0.00074048+0.024953i,-0.00082179+0.010862i,-0.0057877+0.0065825i,-0.0065839+0.0098242i,-0.0044177+0.0090402i,-0.0033209+0.0034663i,-0.0030679-0.0033514i,-0.0057105-0.0086566i,-0.010537-0.0088943i,-0.0099862-0.0038811i,-0.0028701-0.00067584i,0.0025471-0.0028544i,0.00021526-0.006009i,-0.0027453-0.0056105i,-0.0010039-0.0024641i
0.0054783-0.010647i,0.021475-0.017826i,0.039225-0.026551i,0.0448-0.047343i,0.03287-0.086945i,0.0027041-0.105i,-0.02378-0.079399i,-0.025602-0.046983i,-0.018274-0.028388i,-0.0094605-0.012257i,0.0022407-0.0016258i,0.0098115+0.001567i,0.011854+0.0032394i,0.010861+0.0029509i,0.0087536+0.0029848i,0.0094923+0.006666i,0.012424+0.011556i,0.012866+0.012022i,0.0075251+0.0077852i,0.0013705+0.0044038i,0.000286+0.0053953i,0.0012733+0.0063438i,-0.0001035+0.0038463i
0.0083569+0.0063027i,0.013253+0.012942i,-0.00047052+0.01288i,-0.057323+0.017423i,-0.11427+0.050338i,-0.091868+0.080279i,-0.027405+0.05281i,-0.00072878+0.0075759i,0.00039756-0.0022863i,0.0026064-0.00080958i,-0.00082966-0.0061686i,-0.0080477-0.0097002i,-0.013207-0.0088072i,-0.015169-0.0022485i,-0.015362+0.0046617i,-0.013524+0.0059431i,-0.0085482+0.00085683i,-0.0050109-0.0049524i,-0.0045918-0.0047742i,-0.0039558-0.0011402i,-0.0021715-0.00036766i,-0.0001822-0.0016045i,0.0012274-0.0027958i
-0.017078+0.0029438i,-0.044428+0.0068024i,-0.046592+0.026604i,0.033847+0.044687i,0.14226+0.019826i,0.15959-0.031601i,0.10364-0.039001i,0.064079-0.015197i,0.042282-0.010581i,0.019468-0.011753i,0.0086958-0.003873i,0.0072122+0.0021961i,0.0060721+0.0048221i,0.0058789+0.0050668i,0.0053661+0.0031072i,0.0040012+0.0011782i,0.0012516+0.0017265i,-0.0011204+0.0047519i,-2.9749e-05+0.0068798i,0.0027413+0.004339i,0.0030174+0.00051734i,0.0022083+3.1308e-05i,0.002583+0.0014555i
0.018637-0.010298i,0.047287-0.02994i,0.064701-0.067066i,0.015878-0.10218i,-0.077966-0.094466i,-0.12152-0.033847i,-0.093964+0.022367i,-0.052589+0.033911i,-0.02755+0.025581i,-0.012535+0.018275i,-0.002506+0.010477i,0.0041457+0.0034211i,0.0086358-0.0021963i,0.009835-0.0060621i,0.0087947-0.0050454i,0.0098972+0.00071044i,0.012749+0.0037605i,0.011979-0.00057833i,0.0055359-0.0061829i,-0.0013488-0.0062559i,-0.0023526-0.0021474i,-0.0014951+0.0012305i,-0.0032705+0.0021815i
-0.004905+0.013269i,-0.017625+0.03554i,-0.040267+0.06257i,-0.055288+0.085419i,-0.042106+0.098947i,-0.013024+0.080714i,-0.0025162+0.037009i,-0.016643+0.012292i,-0.019078+0.009767i,-0.0088316+0.0027062i,-0.010488-0.0045714i,-0.01693-0.0031414i,-0.015628+0.001149i,-0.0099629+0.0030622i,-0.0054718+0.00047285i,-0.0049838-0.0059914i,-0.0080321-0.011526i,-0.010287-0.010298i,-0.0078822-0.0030382i,-0.0020542+0.0022541i,0.00074153+0.00076457i,-0.00041028-0.0036702i,-0.0015021-0.0044841i
-0.0094465-0.0077956i,-0.023064-0.009851i,-0.01359-0.0011369i,0.04948+0.0034674i,0.1174-0.032327i,0.10411-0.086178i,0.043899-0.095065i,0.01861-0.068187i,0.01212-0.046002i,0.0031117-0.025124i,0.0032629-0.0067881i,0.0061853+0.00019319i,0.0069419+0.001067i,0.0083801-6.3996e-05i,0.0085883-0.0009965i,0.0060452+4.0829e-06i,0.0011834+0.0043992i,-0.00082593+0.010849i,0.0032477+0.01133i,0.0071455+0.0054913i,0.0057655+0.0023239i,0.0028889+0.0031744i,0.0020746+0.0034109i
0.016337-0.010051i,0.040883-0.035385i,0.044412-0.082365i,-0.027994-0.11209i,-0.12748-0.071854i,-0.13298+0.014911i,-0.058342+0.053451i,-0.0073919+0.035023i,0.0035328+0.020468i,0.0063269+0.014234i,0.0066123+0.0055725i,0.0044946-0.0012085i,0.00074739-0.0060231i,-0.007037-0.0061934i,-0.012518-0.002058i,-0.009192+0.0023832i,-0.00090053+0.0026163i,0.0029681-0.0020681i,-0.0016013-0.0076137i,-0.008095-0.0092187i,-0.0088293-0.0067192i,-0.0047999-0.0037376i,-0.00073013-0.001983i
-0.01235+0.016944i,-0.033062+0.055258i,-0.043414+0.11498i,0.0013684+0.15811i,0.081962+0.14178i,0.11987+0.077863i,0.093743+0.033157i,0.051436+0.026147i,0.025714+0.016781i,0.011075+0.0013191i,0.0016072-0.0026308i,-0.0013519+0.0013882i,-0.00054039+0.0050895i,0.0011364+0.0039977i,0.00022568-0.00066345i,-0.0039092-0.0052533i,-0.0069971-0.0066442i,-0.0069526-0.0022803i,-0.0033884+0.0045923i,0.0022145+0.007944i,0.0047723+0.0050571i,0.0028479+0.0012851i,0.00073859+0.00079873i
0.001728-0.014068i,0.0015291-0.042202i,0.01263-0.078938i,0.026266-0.10656i,0.01316-0.11326i,-0.033872-0.092642i,-0.067412-0.054038i,-0.056182-0.026371i,-0.032983-0.015189i,-0.018309-0.0047536i,-0.005904+0.0030253i,0.002171+0.0047123i,0.0070252+0.0043236i,0.010163+0.0026492i,0.010859+0.0023155i,0.0099089+0.0058368i,0.0092927+0.011219i,0.010322+0.011745i,0.010537+0.0049061i,0.0081804-0.0013122i,0.0050867-0.00045244i,0.0025421+0.0031501i,-0.00081038+0.0043187i
0.0082302-9.6507e-05i,0.020434-0.0035829i,0.0076409-0.018817i,-0.056497-0.028571i,-0.11715+0.00043793i,-0.098491+0.039144i,-0.042701+0.034609i,-0.020824+0.0097783i,-0.014632+0.004373i,-0.0059161+0.0035832i,-0.0054649-0.0025943i,-0.0088787-0.0051881i,-0.011762-0.0026492i,-0.013321+0.0035757i,-0.011146+0.0084965i,-0.0062262+0.0069719i,-0.00064555-3.5396e-05i,-9.5047e-05-0.0087969i,-0.0058047-0.011585i,-0.010962-0.0068918i,-0.01045-0.0024224i,-0.0051118-0.0029052i,-0.0020718-0.0053773i
-0.011737+0.012264i,-0.028423+0.048223i,-0.021951+0.11195i,0.05491+0.15246i,0.15472+0.10712i,0.17011+0.010176i,0.11646-0.03953i,0.071789-0.032811i,0.041968-0.024528i,0.016293-0.018981i,0.0045006-0.010263i,0.0026896-0.0063552i,0.0039524-0.0060501i,0.0072668-0.0072883i,0.0078529-0.0087486i,0.0041368-0.010752i,-0.0028063-0.010309i,-0.0080286-0.0026818i,-0.0048567+0.0080953i,0.0033382+0.011535i,0.0074059+0.0075964i,0.0048942+0.0033976i,0.0024631+0.0028221i
0.0011915-0.018606i,0.010129-0.065488i,0.0097484-0.13805i,-0.031914-0.18623i,-0.097824-0.15709i,-0.12376-0.070228i,-0.092646-0.0034507i,-0.048305+0.014988i,-0.020633+0.018535i,-0.0047281+0.019256i,0.0038957+0.013329i,0.007299+0.0072531i,0.0071495+0.00090003i,0.0035312-0.0045572i,0.00057271-0.0036435i,0.0018246+0.0011561i,0.0053197+0.0040858i,0.0081315+0.0012921i,0.0069773-0.0060679i,0.0022965-0.011036i,-0.00071001-0.0094267i,-0.00052927-0.0046378i,-1.5732e-05-0.0013667i
0.0054124+0.01151i,0.01114+0.040661i,0.0078923+0.081596i,-0.0071901+0.11237i,-0.01077+0.11876i,0.012729+0.10223i,0.025191+0.071063i,0.0082059+0.04185i,-0.001811+0.022637i,0.00059795+0.0081693i,-0.0018518+0.00041879i,-0.0067541+0.0010837i,-0.0091344+0.0046849i,-0.0069682+0.0068381i,-0.0035586+0.0047912i,-0.0021868-0.00022326i,-0.0012457-0.0046001i,-0.0017186-0.0055487i,-0.0046696-0.0023169i,-0.0061806+0.0019753i,-0.004938+0.0026696i,-0.0034154-0.00054037i,-0.0025216-0.0030022i
-0.011307+0.0021208i,-0.024139+0.0096215i,-0.014315+0.029718i,0.045576+0.040827i,0.10521+0.01034i,0.086985-0.045272i,0.032557-0.066595i,0.01296-0.051922i,0.0079973-0.038899i,-0.0025737-0.024892i,-0.0045865-0.0095474i,-0.00087634-0.004486i,0.0021652-0.0045997i,0.0053075-0.0051628i,0.0052197-0.0061663i,0.00091151-0.0043719i,-0.0048551+0.0020948i,-0.0061806+0.011205i,0.00034592+0.01608i,0.0078785+0.013756i,0.0087322+0.0097794i,0.0051335+0.0089689i,0.0024413+0.0081111i
0.0058025-0.012263i,0.012882-0.054519i,-0.0031828-0.12668i,-0.073322-0.17595i,-0.14845-0.14161i,-0.14625-0.055156i,-0.087199-0.0044185i,-0.0412+0.0030713i,-0.018467+0.0087371i,-0.0038528+0.0092803i,0.0017038+0.0019888i,0.001595-0.00047273i,-0.0015073+0.00087251i,-0.0074389+0.0048995i,-0.0091059+0.0094075i,-0.0054587+0.0097056i,0.0012812+0.0054016i,0.0071443-0.002408i,0.0057788-0.011168i,-0.0011331-0.014606i,-0.0064734-0.011522i,-0.005625-0.0068493i,-0.0020197-0.0044993i
0.0046578+0.018079i,0.010836+0.06438i,0.028858+0.14415i,0.072601+0.19973i,0.12426+0.17388i,0.13799+0.098676i,0.10492+0.047358i,0.057856+0.027709i,0.02741+0.012763i,0.01241+0.00060156i,0.0042348-0.0031972i,0.00033362-0.0016794i,-2.1559e-05+3.6398e-05i,0.0023-0.00079615i,0.0034533-0.0034313i,0.0025575-0.0060738i,0.00053665-0.007926i,-0.002872-0.0069583i,-0.0063021-0.0022704i,-0.0061789+0.0029299i,-0.0033102+0.0040807i,-0.0018893+0.0015109i,-0.0010329-0.00010795i
-0.0084719-0.0099768i,-0.02589-0.034417i,-0.035762-0.07248i,-0.026064-0.1019i,-0.017523-0.10451i,-0.029943-0.082968i,-0.038096-0.051964i,-0.026764-0.028856i,-0.016161-0.013916i,-0.0097925-0.00046814i,-0.0017287+0.0059304i,0.0039337+0.0040949i,0.0063244-0.00059433i,0.0068028-0.0053927i,0.0058839-0.0060606i,0.0047927-0.0017768i,0.0029103+0.0031369i,0.0024845+0.0067316i,0.0057733+0.0065368i,0.0093039+0.0035829i,0.0099148+0.0018922i,0.0078935+0.003003i,0.0046653+0.0043114i
0.0068747-0.007229i,0.017414-0.02079i,0.0080935-0.044797i,-0.045615-0.05728i,-0.10186-0.030805i,-0.095738+0.014753i,-0.055595+0.029059i,-0.032833+0.01695i,-0.01777+0.011308i,-0.0049081+0.0080322i,-0.0029958+0.004i,-0.0039361+0.0042684i,-0.0046372+0.0056205i,-0.0056852+0.0084454i,-0.0042943+0.010179i,-0.0011698+0.0074834i,0.0024375+0.0022667i,0.004008-0.003859i,0.00075564-0.0091751i,-0.004542-0.010582i,-0.0068232-0.0086044i,-0.0041987-0.00657i,-0.0013353-0.005747i
0.00091375+0.015914i,0.0045393+0.055463i,0.030114+0.12574i,0.093832+0.17497i,0.15207+0.14424i,0.14185+0.060483i,0.091232+0.0078593i,0.057314-0.0016715i,0.035738-0.0095402i,0.014606-0.015655i,0.00281-0.012347i,-0.00079504-0.0087564i,0.00032017-0.0077271i,0.0033144-0.0069653i,0.0031474-0.0063414i,0.00049641-0.0072905i,-0.0050903-0.0063118i,-0.01164+0.00029623i,-0.012753+0.0086001i,-0.0071427+0.012498i,-0.001526+0.010988i,-0.0011063+0.0076131i,-0.0027535+0.0059365i
-0.010254-0.014699i,-0.027808-0.054728i,-0.059601-0.12575i,-0.099148-0.18324i,-0.12319-0.17271i,-0.11081-0.10797i,-0.071863-0.050622i,-0.036944-0.020212i,-0.018786-0.00077537i,-0.0060561+0.0071028i,0.0028393+0.0042486i,0.0046282+0.0009414i,0.0021753-0.00012003i,-0.0021663-0.0014251i,-0.0047053-0.0016262i,-0.0047086+0.0004856i,-0.0023134+0.0033184i,0.0023779+0.0043472i,0.0079001+0.0021592i,0.0091289-0.0018388i,0.0065099-0.0032731i,0.0035-0.0013554i,0.0020124+2.1548e-05i
0.0097037+0.0027385i,0.02881+0.020913i,0.049365+0.054287i,0.048329+0.085831i,0.032838+0.094307i,0.026383+0.081728i,0.018074+0.056967i,-0.001283+0.030204i,-0.0090541+0.014669i,-0.004369+0.0065198i,-0.0021764+0.0024136i,-0.0029052+0.0031558i,-0.0026526+0.0048881i,0.00028371+0.0058937i,0.002311+0.0051377i,0.0026701+0.0025142i,0.003905-0.00080137i,0.0052196-0.0048476i,0.0034556-0.009028i,-0.00075931-0.0097589i,-0.0034256-0.0075681i,-0.0031907-0.0067101i,-0.0022159-0.0065291i
-0.0082896+0.00685i,-0.016534+0.022955i,-0.010238+0.051453i,0.031386+0.067274i,0.075258+0.047633i,0.071752+0.0074936i,0.043619-0.014194i,0.028151-0.016601i,0.015952-0.019323i,0.0012805-0.013858i,-0.0036023-0.0035129i,-0.00072848-0.0018485i,0.0035632-0.0053858i,0.0063031-0.0079659i,0.0056715-0.0077377i,0.0029097-0.0048017i,-0.0011191+0.00041024i,-0.0048054+0.0059915i,-0.0049573+0.010678i,-0.0008491+0.013183i,0.0033224+0.011974i,0.0043968+0.0093335i,0.0030618+0.0079547i
-0.0048234-0.014087i,-0.014003-0.051318i,-0.04406-0.11906i,-0.099412-0.17072i,-0.13789-0.15228i,-0.11885-0.086845i,-0.070709-0.038572i,-0.034728-0.014863i,-0.015024+0.0019806i,-0.0047577+0.0063422i,-0.0020362+0.0032983i,-0.00096791+0.0039926i,-0.00089371+0.0053889i,-0.0034652+0.00627i,-0.0039708+0.0073167i,-0.0016649+0.0060355i,0.0022761+0.0034649i,0.0073424+8.9562e-05i,0.010967-0.0039807i,0.0098875-0.0072341i,0.0046389-0.0079706i,0.002199-0.0059392i,0.0024264-0.0043414i
0.01023+0.010345i,0.033654+0.044983i,0.072736+0.11159i,0.11161+0.1684i,0.12157+0.16042i,0.093289+0.10086i,0.050296+0.051728i,0.021745+0.029511i,0.011784+0.013984i,0.0076005+0.0025136i,0.0027831-0.0014577i,-0.0013701-0.0012491i,-0.0027808-0.00034986i,-0.0011729-0.00023827i,0.0003652-0.0015694i,0.0011105-0.0034929i,0.00033554-0.0055196i,-0.0037515-0.0071361i,-0.0080006-0.0069207i,-0.0087226-0.0051694i,-0.0066101-0.0036994i,-0.005062-0.0035792i,-0.004991-0.0030327i
-0.011752-0.00097784i,-0.034465-0.010605i,-0.061619-0.034137i,-0.064857-0.062456i,-0.041626-0.074135i,-0.018786-0.061684i,-0.0050145-0.037891i,0.0011449-0.020381i,-0.00050037-0.011448i,-0.00017021-0.0047339i,0.0036778-0.0016704i,0.0038839-0.0031957i,0.0015198-0.0058891i,-0.00029568-0.0069849i,-0.0014064-0.0054366i,-0.0022475-0.002204i,-0.0024224+0.0015211i,-0.0028818+0.0051628i,-0.0027651+0.0086457i,-0.00029748+0.010766i,0.0021972+0.0098881i,0.0021722+0.0070492i,0.00067982+0.0057486i
0.002351-0.0066918i,0.010381-0.025654i,0.009574-0.053187i,-0.017271-0.069292i,-0.050358-0.052675i,-0.050689-0.019827i,-0.031985-0.0048147i,-0.023569-0.0048314i,-0.016033-4.0031e-05i,-0.005961+0.0038829i,-0.0019979+0.0025616i,-0.00062908+0.0022687i,-0.00039228+0.003861i,0.00015442+0.0053997i,0.00072681+0.0049549i,-0.00046835+0.002117i,0.00065895+0.00029498i,0.0050031-0.00085854i,0.008952-0.0037921i,0.0074742-0.0064528i,0.0018651-0.0065235i,0.00025411-0.0054758i,0.0022614-0.0050194i
0.0077486+0.01252i,0.023412+0.042505i,0.055497+0.1004i,0.097285+0.15032i,0.1142+0.14215i,0.084781+0.087494i,0.044333+0.042912i,0.025852+0.021154i,0.017849+0.003665i,0.0074412-0.0053075i,4.3887e-05-0.0031635i,-0.0010772-0.00071659i,0.00031131-0.00074288i,0.0016165-0.0011336i,0.0018729-0.0005721i,0.00081366+0.00048627i,-0.0023591+0.00014555i,-0.0069094+0.00081672i,-0.010258+0.0031923i,-0.010384+0.0040843i,-0.0075799+0.0035443i,-0.0055172+0.0035656i,-0.004383+0.004179i
-0.010946-0.0064155i,-0.037481-0.030511i,-0.080391-0.083787i,-0.11509-0.13566i,-0.11041-0.13877i,-0.071514-0.096508i,-0.031694-0.04934i,-0.011749-0.018938i,-0.0072637-0.0033419i,-0.004479+0.0011099i,-0.0018625+0.00020821i,-0.00083889-0.00037174i,-0.0016117+0.00049118i,-0.0036792+0.00063629i,-0.0044113+0.00099531i,-0.0020095+0.0028549i,0.0017436+0.0048036i,0.0038651+0.0067109i,0.0056758+0.0076747i,0.0079795+0.0069502i,0.0080108+0.0056237i,0.0056844+0.0041492i,0.0041729+0.0025087i
0.0080145-0.0039074i,0.029071-0.00024998i,0.057879+0.01622i,0.069818+0.041088i,0.051766+0.051454i,0.023377+0.037796i,0.0015203+0.016498i,-0.010833+0.0037139i,-0.011337+0.00015178i,-0.0063415-0.00037576i,-0.0032029-0.0002295i,-0.0017652+0.00013215i,-0.00088575+0.00052878i,0.00018441-3.1702e-05i,0.0022585-0.0021213i,0.0035739-0.0035441i,0.004076-0.0044726i,0.0055564-0.0066415i,0.006413-0.009961i,0.0049913-0.011527i,0.0026581-0.0093275i,0.0018255-0.0069404i,0.00095653-0.006452i
-0.0048149+0.0059576i,-0.0081128+0.023712i,-0.0082804+0.051733i,0.0080098+0.068042i,0.029653+0.056819i,0.033665+0.032049i,0.026717+0.01663i,0.022993+0.007787i,0.017009-0.0015129i,0.0086578-0.0040629i,0.0054903-0.0020738i,0.0045905-0.0025121i,0.0036567-0.0048324i,0.0025111-0.0052569i,0.0015195-0.003192i,0.0012236-0.00091377i,-0.00031923+0.0010251i,-0.0038547+0.0035357i,-0.0080214+0.0058874i,-0.0090419+0.0068025i,-0.005995+0.0066868i,-0.0042425+0.0053892i,-0.0047926+0.0041452i
-0.006152-0.01006i,-0.023776-0.033927i,-0.053127-0.083079i,-0.083654-0.12709i,-0.086927-0.12179i,-0.055423-0.077207i,-0.021153-0.037963i,-0.0075979-0.015641i,-0.0029771-0.00098836i,0.0015591+0.0042136i,0.0013537+0.0029959i,-0.00015538+0.0029347i,0.00012193+0.0043896i,0.00019135+0.0042096i,-0.00063745+0.0018891i,-0.001466+0.0002795i,-0.00056916+0.00083085i,0.0025783+0.0019276i,0.0059852+0.0024138i,0.0079008+0.0017488i,0.0055875+0.00037844i,0.0032481-0.00017121i,0.0041499-0.00095675i
