4.8959e-05+0.00026527i,0.0007531+0.00029365i,0.0012661-0.0016616i,0.00032025-0.0025453i,-0.00098519-0.0011758i,-0.0015356+0.00035719i,-0.00082552+0.001485i,0.00013222+0.0017782i,0.0007166+0.00086682i,0.00084792-0.0001044i,0.0005007+7.763e-05i,-5.7324e-05+0.00076927i,3.9986e-05+0.00069091i,-8.7086e-05+0.00053741i,-0.00067639+0.00034958i,-0.0010793+0.00012997i,-0.00093049-6.4812e-05i,-0.00046141-2.3962e-05i,0.00024308-3.7937e-05i,0.00018521+0.00012864i,0.00021816+0.00035384i,0.00040761+0.00024691i,3.7831e-05+0.00034475i
-0.21552-0.27901i,-0.36363-0.33122i,-0.43405-0.30669i,-0.3962-0.27056i,-0.22796-0.24822i,-0.06177-0.2464i,-0.021919-0.20531i,0.0077671-0.088562i,0.071344-0.021462i,0.045973-0.015845i,-0.0057469+0.016855i,0.0021659+0.032531i,0.022469+0.010454i,0.027023-0.017169i,0.016088-0.046459i,0.00086023-0.060295i,0.0081425-0.04971i,0.039223-0.033289i,0.068418-0.034633i,0.081841-0.059477i,0.069688-0.089174i,0.028497-0.10047i,-0.0087469-0.085076i
0.18635-0.035063i,0.20352+0.11127i,0.21236+0.31945i,0.25788+0.34844i,0.22005+0.14778i,0.1296-0.068159i,0.11678-0.16615i,0.11961-0.18683i,0.10238-0.16029i,0.078695-0.13193i,0.01719-0.11165i,-0.033096-0.078366i,-0.056394-0.06174i,-0.090535-0.048495i,-0.11035-0.022077i,-0.10514-0.003391i,-0.074409+0.0060899i,-0.017561-0.0051107i,0.02501-0.030824i,0.028311-0.02825i,0.019138-0.0017205i,0.018874+0.010036i,0.014582+0.0060622i
0.073839-0.22405i,0.0011896-0.39583i,-0.084912-0.30906i,0.056372+0.0088889i,0.36838+0.16276i,0.50773+0.083318i,0.41776+0.026381i,0.31208+0.061722i,0.24738+0.063767i,0.16066+0.0084947i,0.081202-0.020328i,0.054748-0.0020496i,0.042586+0.020095i,0.018031+0.045579i,0.019022+0.084621i,0.051581+0.10499i,0.084977+0.089982i,0.087569+0.050225i,0.044339+0.0090371i,-0.0017629-0.0062269i,-0.014156-0.0081596i,-0.016701-0.016607i,-0.023432-0.021368i
0.42647+0.41293i,0.64838+0.27514i,0.4383-0.24978i,-0.096511-0.63714i,-0.33199-0.52215i,-0.15559-0.26838i,-0.015885-0.14836i,-0.0058349-0.066858i,0.024738+0.0012989i,0.04918+0.024403i,0.025093+0.027309i,-0.011335+0.025805i,-0.030681+0.017259i,-0.038043+0.0030729i,-0.043845-0.0070528i,-0.044606-0.010264i,-0.048867-0.0029314i,-0.055005+0.02208i,-0.041042+0.0456i,-0.016269+0.044736i,-0.003487+0.038387i,0.0017747+0.043008i,0.0081472+0.039267i
-0.39972+0.16931i,-0.53913+0.43077i,-0.27666+0.70984i,0.23207+0.71925i,0.48488+0.45603i,0.40123+0.25278i,0.28743+0.20593i,0.23913+0.16318i,0.16808+0.082492i,0.070567+0.004315i,-0.0043674-0.04184i,-0.024422-0.042812i,0.010682-0.047128i,0.03813-0.077381i,0.022025-0.09545i,-0.010363-0.083031i,-0.031898-0.051891i,-0.021645-0.024199i,0.0032141-0.013788i,0.0076371-0.0076965i,0.00099206+0.0018396i,0.0016755-0.00080651i,0.0058007-0.0080079i
-0.080275-0.12019i,-0.080425-0.16428i,0.046856-0.15964i,0.19072-0.11187i,0.2041-0.052139i,0.14831-0.010181i,0.093841-0.041917i,0.014706-0.091807i,-0.014483-0.064521i,0.033461-0.048351i,0.049153-0.069219i,0.025731-0.054398i,0.01064-0.018793i,0.0047233+0.0066314i,0.014934+0.02231i,0.039719+0.021139i,0.056882+0.0040443i,0.050727-0.022314i,0.021481-0.045528i,-0.013397-0.047982i,-0.037907-0.035162i,-0.036659-0.015088i,-0.01027+0.0010409i
-0.11905-0.53439i,-0.2974-0.76602i,-0.54623-0.63841i,-0.63796-0.22048i,-0.41658+0.14504i,-0.12088+0.25598i,-0.013101+0.22041i,-0.0085422+0.21767i,0.018928+0.21097i,0.035072+0.14669i,0.018265+0.09517i,0.013966+0.081973i,0.029234+0.065169i,0.029856+0.04118i,0.013108+0.026705i,-0.0059566+0.018337i,-0.017403+0.019098i,-0.0093655+0.026733i,0.0149+0.019785i,0.036883-0.0039237i,0.038055-0.025129i,0.015383-0.029254i,-0.0087983-0.018937i
0.38635+0.339i,0.69262+0.46479i,0.69296+0.30988i,0.35999+0.027045i,0.037579-0.11149i,-0.065283-0.095972i,-0.020466-0.034239i,0.021585-0.013046i,0.004335-0.0041185i,-0.01208+0.034149i,-0.015017+0.040381i,-0.047707+0.0148i,-0.078232+0.0041335i,-0.086123-0.0051644i,-0.095516-0.012862i,-0.10276+0.0034602i,-0.093629+0.037857i,-0.059646+0.065213i,-0.0050696+0.068407i,0.039579+0.054978i,0.056615+0.041335i,0.052999+0.027618i,0.03536+0.014003i
-0.25466+0.20925i,-0.18887+0.34147i,0.178+0.34271i,0.55651+0.20967i,0.5778+0.091751i,0.34233+0.080264i,0.15051+0.10255i,0.073971+0.089735i,0.03426+0.046973i,0.0070312-0.00073703i,-2.2801e-05-0.036215i,-0.00037481-0.04657i,5.9114e-05-0.027141i,0.015333+0.0067094i,0.039867+0.030134i,0.056504+0.033348i,0.064739+0.016598i,0.059399-0.010956i,0.037672-0.02781i,0.011405-0.026396i,-0.0093814-0.026815i,-0.020248-0.034485i,-0.019581-0.036178i
-0.15305+0.18377i,-0.29873+0.20339i,-0.51929+0.093084i,-0.66929+0.057552i,-0.50712+0.15654i,-0.1711+0.16034i,-0.024471+0.036406i,-0.0415-0.032689i,-0.019094-0.032211i,0.02778-0.0359i,0.04483-0.047586i,0.030592-0.056914i,-0.0069311-0.053383i,-0.04112-0.034044i,-0.045078-0.0094439i,-0.029741-0.0055631i,-0.032335-0.026163i,-0.054687-0.034115i,-0.064681-0.014678i,-0.04979+0.0054653i,-0.034479+0.016622i,-0.030028+0.029724i,-0.022769+0.033192i
-0.087863-0.48252i,-0.26693-0.53252i,-0.24384-0.22531i,-0.025271+0.051493i,0.080483+0.041026i,0.025751-0.019723i,-0.0050957-0.0036832i,-0.0014951+0.01745i,-0.016164+0.034955i,-0.031757+0.032639i,-0.045403+0.026244i,-0.034458+0.030317i,0.0021104+0.01324i,0.012095-0.020222i,-0.024863-0.039074i,-0.074679-0.027514i,-0.093324+0.0085985i,-0.063702+0.040338i,-0.015873+0.043881i,0.014701+0.02875i,0.031525+0.0072024i,0.035227-0.017612i,0.02586-0.026446i
0.48789-0.10779i,0.62728-0.20642i,0.57606-0.23474i,0.42361-0.23163i,0.19942-0.21545i,0.018173-0.13124i,0.0026446-0.05288i,0.02389-0.056917i,0.0044872-0.047582i,0.020233-0.0011603i,0.05184+0.0067302i,0.050045-0.010625i,0.030285-0.015124i,0.026908-0.013562i,0.048742-0.027049i,0.076739-0.053918i,0.086547-0.076979i,0.059127-0.079749i,0.012372-0.053188i,-0.02552-0.015645i,-0.045997+0.010542i,-0.038886+0.021982i,-0.012713+0.021023i
0.19601-0.14216i,0.083046-0.34533i,-0.2893-0.41603i,-0.50176-0.18794i,-0.25576+0.084277i,0.060052+0.16181i,0.12633+0.1599i,0.092069+0.1572i,0.074029+0.10883i,0.057295+0.043774i,0.045952+0.0086504i,0.043796+0.0018095i,0.045649+0.0082122i,0.04561+0.013239i,0.049013+0.016496i,0.04955+0.010012i,0.040995-0.00047091i,0.035971-0.0031361i,0.032095-0.0052584i,0.029281-0.0081592i,0.032203-0.0073308i,0.031939-0.0015233i,0.022003+0.0027946i
-0.015801+0.6839i,0.27549+0.96592i,0.57865+0.78933i,0.5525+0.3549i,0.28823+0.088989i,0.10786-0.0073524i,0.031128-0.094235i,-0.013498-0.149i,-0.035154-0.13894i,-0.047024-0.082481i,-0.054448-0.024663i,-0.055215+0.0048869i,-0.05069+0.0059538i,-0.056273-0.00052784i,-0.073805+0.016707i,-0.073317+0.060847i,-0.046152+0.092314i,-0.011337+0.076457i,0.0071112+0.034425i,0.0097418+0.0025072i,0.007218-0.015486i,-0.0083472-0.015551i,-0.022755+0.0041506i
-0.5315-0.012838i,-0.58188+0.0084683i,-0.26103-0.025814i,0.089418-0.11779i,0.10936-0.13521i,-0.048494-0.036822i,-0.10915+0.053072i,-0.063727+0.085417i,-0.014295+0.073768i,-0.020706+0.038407i,-0.045057+0.02356i,-0.036105+0.029894i,-0.0036139+0.031453i,0.020589+0.022763i,0.019599+0.011516i,0.0044948+0.0079576i,-0.0024354+0.019603i,0.0024231+0.035925i,0.0088556+0.034124i,0.0057028+0.025493i,0.00038768+0.018827i,0.0015566-0.0023754i,0.0051696-0.025232i
-0.30558-0.074043i,-0.52192+0.0044088i,-0.63859+0.20649i,-0.54673+0.37453i,-0.28158+0.34668i,-0.029799+0.20398i,0.096904+0.092167i,0.11375+0.02214i,0.094204-0.008591i,0.097972-0.016828i,0.10971-0.045137i,0.086803-0.075738i,0.03256-0.06694i,-0.0080503-0.031681i,-0.011255-0.0078833i,-0.0064952-0.011666i,-0.024154-0.027554i,-0.04646-0.023892i,-0.044819-0.0045949i,-0.025088+0.0015081i,-0.0091544-0.0003826i,-0.0029968+4.1832e-05i,-0.0087852-0.0032683i
0.37917-0.49663i,0.40853-0.75968i,0.19689-0.70734i,-0.0301-0.42503i,-0.067951-0.21195i,-0.0074588-0.11995i,0.029263-0.050721i,0.027957+0.011978i,0.0089739+0.045741i,3.8413e-05+0.04286i,-0.0074663+0.037911i,-0.010775+0.053008i,-0.0012736+0.050415i,-0.0046881+0.033396i,-0.020546+0.033716i,-0.024636+0.042838i,-0.015632+0.040149i,-0.0048438+0.022412i,0.0023406+0.0062392i,0.010739+0.0048336i,0.02338+0.01151i,0.031053+0.019965i,0.029999+0.029098i
0.34722+0.26016i,0.58642+0.33605i,0.74224+0.11383i,0.65988-0.23479i,0.35154-0.31132i,0.077348-0.14468i,-0.019276-0.029464i,-0.032048-0.02312i,-0.042568-0.019268i,-0.046855+0.022046i,-0.030812+0.058721i,-0.0096845+0.056655i,0.0068815+0.023928i,0.013952-0.024015i,-0.0047314-0.06427i,-0.031685-0.07046i,-0.036922-0.051291i,-0.029502-0.034173i,-0.0257-0.025287i,-0.03267-0.014475i,-0.047949-8.315e-05i,-0.052457+0.0061453i,-0.040254-0.0001171i
-0.032993-0.029011i,-0.26438+0.094312i,-0.47404+0.38325i,-0.36731+0.63442i,-0.051442+0.57615i,0.083217+0.32353i,0.023779+0.17494i,0.0035386+0.12654i,0.041237+0.055423i,0.039709-0.025122i,-0.00038221-0.067597i,-0.029906-0.065393i,-0.027908-0.028572i,0.002097+0.0058744i,0.03812+0.0044207i,0.04442-0.019302i,0.021817-0.026127i,0.009614-0.0033665i,0.013208+0.017994i,0.0088603+0.017383i,-0.0022489+0.0089893i,-0.002826-0.00038716i,-0.0002053-0.0093441i
-0.2128+0.027123i,-0.2735-0.0029573i,-0.18369-0.024513i,-0.071205-0.00015537i,-0.035172+0.035212i,0.024278+0.01281i,0.082023-0.060631i,0.06934-0.080224i,0.045186-0.043389i,0.033676-0.019806i,0.028166-0.008763i,0.030788-0.0036927i,0.02215-0.0018076i,0.0083058+0.011808i,0.009001+0.028083i,0.01976+0.027484i,0.022262+0.003871i,0.0071688-0.024435i,-0.0036732-0.033169i,0.0085162-0.034948i,0.023858-0.047731i,0.022929-0.047706i,0.020317-0.027717i
0.20382-0.13024i,0.33976-0.40969i,0.21041-0.65911i,-0.10957-0.62223i,-0.27781-0.34433i,-0.23378-0.10382i,-0.14113-0.021484i,-0.088712-0.0034421i,-0.06354+0.032137i,-0.02844+0.056524i,-0.0038565+0.051679i,-0.0001052+0.053498i,0.0038661+0.049935i,-0.0076438+0.02805i,-0.033861+0.022179i,-0.038369+0.028703i,-0.023964+0.027604i,-0.017329+0.021601i,-0.019643+0.020882i,-0.017327+0.032942i,-0.0064557+0.046693i,0.0030937+0.045484i,0.0071116+0.032001i
-0.17951+0.40462i,-0.080126+0.68956i,0.16694+0.71517i,0.32864+0.41781i,0.28158+0.079885i,0.14892-0.043259i,0.078723+0.012951i,0.068969+0.051116i,0.0411+0.017108i,-0.010126-0.011592i,-0.045095-0.015564i,-0.058498-0.01175i,-0.05078-0.0037815i,-0.030605-0.006086i,-0.019329-0.020677i,-0.020084-0.020496i,-0.011493-0.0024791i,0.015077+0.0057907i,0.031837-0.0043692i,0.023011-0.013774i,0.0057111-0.013269i,-0.0088998-0.0095475i,-0.020643-0.0048851i
-0.081441+0.0039835i,-0.14124+0.037617i,-0.17703+0.068074i,-0.16055+0.085605i,-0.09864+0.086345i,-0.039789+0.049373i,-0.044609+0.014756i,-0.067613+0.018682i,-0.050326+0.023565i,-0.018978+0.011587i,-0.0016625-0.0097858i,-0.012059-0.03456i,-0.036491-0.031803i,-0.033179+0.00020679i,-0.0062634+0.022322i,0.0065081+0.020013i,-0.0055307+0.0095032i,-0.022265+0.0038101i,-0.024274+0.0012209i,-0.018987-0.0067032i,-0.018036-0.016486i,-0.01586-0.017407i,-0.010588-0.012012i
-0.20339-0.31519i,-0.3666-0.4463i,-0.35826-0.42707i,-0.20938-0.29851i,-0.091141-0.12838i,-0.0072527+0.011652i,0.061964+0.01601i,0.07089-0.026033i,0.059692-0.0082563i,0.064174+0.0071481i,0.066186+0.00073118i,0.068649-0.010273i,0.051685-0.033201i,0.01156-0.040184i,-0.0097623-0.023562i,-0.0071721-0.012505i,-0.0019003-0.013995i,-0.00089616-0.014665i,-0.0010056-0.012625i,0.0077306-0.010312i,0.018939-0.0096876i,0.020459-0.011559i,0.018054-0.012806i
0.43379-0.13878i,0.55303-0.14783i,0.41618-0.013085i,0.18592+0.11896i,0.03415+0.090848i,-0.051338+0.0099311i,-0.056189+0.00037034i,-0.028896-0.0024186i,-0.033991-0.01678i,-0.032417-0.018078i,-0.026298-0.024529i,-0.022985-0.016199i,-0.002469-0.0029018i,0.0018947-0.016916i,-0.018758-0.037329i,-0.031234-0.047455i,-0.027453-0.051048i,-0.01643-0.04611i,-0.01018-0.031962i,-0.016351-0.01099i,-0.018753+0.012196i,-0.0063706+0.021417i,0.0036649+0.014836i
0.037595+0.047165i,0.048118+0.050705i,0.073026+0.006315i,0.11077-0.074598i,0.11254-0.1422i,0.067321-0.12336i,0.028971-0.018104i,0.032621+0.052419i,0.037925+0.038295i,0.016976+0.016562i,0.0060291+0.020308i,0.0035188+0.027847i,0.0051308+0.029529i,0.026653+0.01917i,0.04427+0.003937i,0.043325-0.00016843i,0.035947+0.0065236i,0.031775+0.0097164i,0.031241+0.0069928i,0.029199+0.0032784i,0.023392-0.0025624i,0.013514-0.0041576i,0.0095639+0.0011286i
0.016439+0.25014i,0.012481+0.25049i,-0.075923+0.054268i,-0.12756-0.091173i,-0.010353-0.064111i,0.096455-0.055351i,0.018728-0.094164i,-0.07648-0.066015i,-0.062196-0.0077934i,-0.009288+0.016612i,0.028344+0.0074664i,0.030623-0.018831i,0.0067646-0.024975i,-0.0042623-0.0035226i,0.0036261+0.019247i,0.019024+0.026777i,0.029436+0.018452i,0.025796+0.011977i,0.018311+0.012408i,0.014524+0.0046939i,0.0064987-0.0035631i,-0.0022179+0.00041878i,-0.0045876+0.0049775i
-0.22789-0.023428i,-0.18675+0.041113i,0.10746+0.18512i,0.36936+0.25822i,0.33553+0.20839i,0.1855+0.13669i,0.1232+0.057572i,0.089806-0.012527i,0.039512-0.026606i,-0.0026654-0.0079327i,-0.029233+0.025869i,-0.018703+0.046805i,0.003312+0.025i,-0.0040035+0.0030576i,-0.023218+0.0015919i,-0.034539+0.0047465i,-0.030118+0.0080289i,-0.012719+0.0047795i,-0.0045692-0.0041693i,-0.0070081-0.0010121i,-0.0032463+0.0080783i,-0.00029053+0.0037854i,-0.00703+0.0012895i
-0.0088019+0.097619i,-0.023944+0.13019i,-0.13102+0.10844i,-0.28649+0.092944i,-0.31999+0.1154i,-0.18466+0.10259i,-0.02993+0.045621i,0.024231-0.011158i,-0.0032719-0.029095i,-0.025785-0.011723i,-0.019749-0.0097066i,-0.016217-0.014393i,-0.012774-0.0011947i,-0.0090615+0.0017923i,-0.013034-0.0029537i,-0.013915+0.0061904i,-0.010338+0.021195i,-0.0099752+0.025694i,-0.010265+0.016672i,-0.010866+0.0013206i,-0.016409-0.010094i,-0.018689-0.0083369i,-0.011503-0.0012353i
-0.058672-0.24846i,-0.22151-0.35067i,-0.38945-0.28238i,-0.36694-0.16491i,-0.19055-0.14373i,-0.072849-0.099073i,-0.036188+0.012281i,0.0064242+0.071359i,0.050016+0.046251i,0.048821-0.0050674i,0.01182-0.029141i,-0.011668-0.018467i,-0.0063459-0.0028612i,0.012457-0.00030227i,0.032776-0.0060706i,0.039075-0.011562i,0.032153-0.0077041i,0.027836+0.0075985i,0.033563+0.018037i,0.037554+0.014767i,0.031787+0.011246i,0.023134+0.0099299i,0.012402+0.0053109i
0.17117+0.083348i,0.37782+0.070175i,0.56087-0.084646i,0.56157-0.22596i,0.40301-0.17556i,0.23027-0.058861i,0.10401-0.026947i,0.033609-0.023904i,0.014059-0.022723i,0.0035588-0.026888i,0.0053947-0.015556i,0.01839-0.014338i,0.0076513-0.024518i,-0.015513-0.0182i,-0.03421-0.0038084i,-0.050727+0.0064576i,-0.055702+0.0074731i,-0.045107-0.00051839i,-0.030505-0.006007i,-0.018053-0.0051325i,-0.0097687-0.0057119i,-0.0094437-0.0088332i,-0.0089734-0.011716i
0.091132-0.098813i,0.078608-0.087591i,0.0047709+0.081861i,-0.023415+0.31812i,0.02641+0.4045i,0.060697+0.28786i,0.048924+0.13388i,0.020749+0.055692i,0.012011+0.047308i,0.032134+0.036324i,0.02734+0.0049239i,0.0036382+0.0052193i,0.010556+0.021779i,0.026676+0.021508i,0.028142+0.015081i,0.023863+0.0059912i,0.012162-0.0010463i,-0.0094759+0.0011864i,-0.025314+0.0097124i,-0.027084+0.016231i,-0.022094+0.013793i,-0.013779+0.0038899i,-0.0063635-0.0066792i
-0.17501+0.22833i,-0.29916+0.41525i,-0.34669+0.4408i,-0.34911+0.26645i,-0.33312+0.098979i,-0.22719+0.048111i,-0.089898+0.028916i,-0.021342+0.0090633i,0.0012206+0.0073998i,0.010666+0.0086434i,0.013753+0.0058403i,0.011754+0.001205i,0.003641-0.0028096i,-0.0034563-0.013844i,-0.0068557-0.03599i,-0.0069004-0.054239i,-0.0065821-0.05696i,-0.004053-0.040819i,0.0054046-0.020412i,0.014878-0.015213i,0.016779-0.017885i,0.01531-0.013328i,0.018734-0.0023893i
0.076235-0.18489i,0.12658-0.42865i,0.12611-0.62101i,0.065855-0.61492i,-0.0079026-0.43916i,-0.06805-0.20232i,-0.068193-0.016663i,-0.02805+0.04269i,-0.021236+0.039483i,-0.019431+0.049859i,-0.00074057+0.042962i,-0.0034733+0.018322i,-0.019457+0.017016i,-0.02187+0.036613i,-0.013816+0.058591i,-0.0031284+0.069237i,0.0064722+0.05477i,0.010451+0.021765i,0.0059393-0.0025104i,-0.00084262-0.0028463i,-0.0010443+0.0098215i,0.0019414+0.017356i,-0.0017209+0.017827i
-0.11647+0.016491i,-0.15444+0.064496i,-0.054216+0.15743i,0.14906+0.20114i,0.25283+0.12943i,0.20266+0.026035i,0.1094-0.020616i,0.048956-0.018367i,0.019163-0.01249i,-0.00031281-0.02037i,-0.010985-0.017423i,-0.002822-0.00819i,0.0070991-0.016062i,0.011385-0.029256i,0.019387-0.033284i,0.027431-0.024721i,0.030906-0.0065283i,0.024466+0.0095282i,0.010973+0.018215i,0.0068906+0.017499i,0.0078485+0.0048327i,-0.00023627-0.0051673i,-0.0083458-0.00085898i
0.25955+0.11838i,0.43959+0.20707i,0.38344+0.27373i,0.11357+0.28459i,-0.087738+0.21673i,-0.13974+0.10143i,-0.13538+0.021525i,-0.10152+0.0051638i,-0.054721+0.0015643i,-0.027629-0.0029239i,-0.011501-0.0078414i,-0.0044257-0.015741i,-0.0074205-0.014125i,-0.020997-0.006712i,-0.040578-0.0012558i,-0.05037-0.00045891i,-0.045637+0.00088754i,-0.025893+0.0032855i,-0.0041382-0.0052581i,-0.0012329-0.018373i,-0.0093047-0.021816i,-0.0085572-0.021251i,-0.0014931-0.024902i
-0.24357-0.052073i,-0.44547-0.14604i,-0.53077-0.2971i,-0.45586-0.36223i,-0.30388-0.23775i,-0.13341-0.061599i,-0.0017599+0.0052579i,0.02555-0.0091047i,0.007837-0.014879i,0.013846-0.0053688i,0.023384+0.00193i,0.023452+0.0075984i,0.023356+0.0096714i,0.030119+0.0088378i,0.036328+0.012154i,0.028776+0.017968i,0.010163+0.015235i,-0.011129+0.0038771i,-0.023891-0.00021389i,-0.015789+0.010617i,0.0059183+0.023021i,0.015342+0.023375i,0.0078276+0.017928i
0.044327+0.076589i,0.12112+0.21864i,0.27776+0.30421i,0.41677+0.16969i,0.38743-0.083141i,0.22666-0.21443i,0.095948-0.16599i,0.051401-0.076293i,0.024902-0.030734i,-0.011939-0.0045327i,-0.026761+0.016489i,-0.019637+0.020357i,-0.015963+0.0092432i,-0.023509-0.0074697i,-0.03154-0.021964i,-0.027081-0.026656i,-0.013358-0.021581i,0.00090077-0.0086324i,0.013675+0.0032908i,0.017112+0.0027946i,0.0084695-0.0037379i,0.0032427-0.0028523i,0.0055867+8.8914e-05i
0.027309-0.29123i,0.013427-0.49878i,-0.020857-0.45186i,-0.027234-0.13101i,0.010823+0.1198i,0.017937+0.16975i,-0.018822+0.14717i,-0.017301+0.10661i,0.016922+0.051802i,0.030148+0.0075466i,0.016785-0.0077061i,0.0016954-0.0014439i,0.0014443+0.0067504i,0.0088707+0.013223i,0.0086196+0.0152i,-0.003733+0.0072879i,-0.014252-0.0012015i,-0.0089431-0.0052501i,-0.0026463-0.011319i,-0.013149-0.012317i,-0.026215-0.0030562i,-0.027963-0.00037398i,-0.02454-0.0086439i
0.06437+0.24169i,0.032537+0.39107i,-0.11977+0.38226i,-0.22821+0.2586i,-0.11418+0.18339i,0.069535+0.11259i,0.1052+0.020348i,0.037099-0.0047925i,-0.0012835+0.011499i,-0.0016445+0.0041661i,-0.00071814-0.014657i,-0.0038624-0.022311i,-0.0062388-0.018437i,-0.0032554-0.016762i,0.0020574-0.018554i,0.0058148-0.01294i,0.0025037-0.0054478i,-0.0098753-0.00037581i,-0.015178+0.010191i,-0.00029744+0.016448i,0.018645+0.0089184i,0.022556+0.0052073i,0.020901+0.011036i
0.06561-0.014614i,0.23297-0.093854i,0.41613-0.23138i,0.35833-0.3456i,0.056418-0.30873i,-0.13856-0.16356i,-0.11158-0.085866i,-0.04484-0.078089i,-0.020496-0.047585i,-0.0024323+0.00031454i,0.011225+0.024451i,0.012971+0.028622i,0.011194+0.026357i,0.0082249+0.025898i,0.0068937+0.022678i,0.0095223+0.0083381i,0.014192-0.0075597i,0.015093-0.013836i,0.011439-0.015227i,0.00093938-0.017282i,-0.011679-0.016265i,-0.011273-0.012953i,0.0002253-0.0096497i
-0.25661+0.069876i,-0.48459+0.18467i,-0.52558+0.34558i,-0.27302+0.42961i,-0.0001262+0.34123i,0.074979+0.22179i,0.064091+0.1688i,0.064402+0.10995i,0.048544+0.035655i,0.011687-0.0089535i,-0.015783-0.021369i,-0.021512-0.021033i,-0.018437-0.021785i,-0.014294-0.023253i,-0.0095823-0.022889i,-0.0097055-0.017166i,-0.0082602-0.0085716i,0.0021768-0.0066362i,0.004426-0.011358i,-0.0044616-0.0080677i,-0.010386+0.0025276i,-0.015452+0.0057244i,-0.023046+0.0050275i
0.14675-0.1522i,0.23455-0.23757i,0.15828-0.22906i,-0.031466-0.16149i,-0.096279-0.13597i,-0.061714-0.15996i,-0.045301-0.13059i,-0.028852-0.045007i,0.00024809+0.0065944i,0.01489+0.010859i,0.00902+0.0020851i,-0.0032656-0.0030461i,-0.0093659-0.00025779i,-0.0092981+0.0093568i,-0.0011869+0.023223i,0.015131+0.031564i,0.018954+0.03142i,0.0059208+0.027388i,0.00033206+0.018965i,0.009344+0.0026416i,0.016228-0.014761i,0.01743-0.017619i,0.018924-0.010587i
0.012974-0.052642i,-0.0082522-0.1872i,-0.050385-0.36278i,-0.10128-0.36297i,-0.12691-0.14347i,-0.094867+0.026445i,-0.073491+0.029424i,-0.085718+0.0088193i,-0.07298+0.028407i,-0.027521+0.033144i,0.011349+0.013454i,0.027609-0.0027728i,0.031179-0.012753i,0.027006-0.021661i,0.014272-0.023867i,0.00027987-0.020955i,-0.0043301-0.015887i,-0.00044589-0.0047468i,0.0053411+0.0051583i,0.0056068+0.010287i,9.2158e-05+0.013821i,-0.0043467+0.011802i,-0.0041141+0.0047745i
0.12348+0.21626i,0.29168+0.43262i,0.48807+0.52125i,0.56193+0.32389i,0.43356+0.029443i,0.25312-0.07596i,0.16935-0.041186i,0.12341-0.031694i,0.057352-0.037345i,0.0059904-0.015648i,-0.015015+0.0093046i,-0.01965+0.020131i,-0.021326+0.024984i,-0.028842+0.027735i,-0.041806+0.02824i,-0.047968+0.029497i,-0.038875+0.021003i,-0.023873-0.0019276i,-0.016263-0.018108i,-0.011895-0.015736i,-0.0067536-0.0067129i,-0.0057336+0.00078859i,-0.0062271+0.010866i
-0.20089-0.060138i,-0.3871-0.093436i,-0.49517-0.022661i,-0.44115+0.13185i,-0.27922+0.18487i,-0.13895+0.1077i,-0.068166+0.044041i,-0.022947+0.019417i,-0.00063516-0.0080437i,4.7217e-05-0.025851i,-0.00087592-0.024224i,-0.004834-0.01377i,-0.0016072-0.0024028i,0.017378-0.0016201i,0.03596-0.013746i,0.040096-0.023616i,0.030295-0.01689i,0.016409+0.0018575i,0.010668+0.01199i,0.0089714+0.0032i,0.0029124-0.011322i,-0.0017416-0.018729i,-0.0024635-0.021261i
-0.020087-0.053i,-0.07743-0.10012i,-0.139-0.13976i,-0.10772-0.14657i,0.0058988-0.097202i,0.079796-0.030869i,0.056028+0.0067658i,0.01521+0.033944i,0.020592+0.044423i,0.030207+0.021898i,0.021086-0.0086843i,0.011722-0.027652i,-0.00031372-0.037538i,-0.018857-0.038869i,-0.031978-0.034702i,-0.035255-0.029615i,-0.026821-0.02379i,-0.0066181-0.017152i,0.012013-0.012227i,0.022443-0.0073292i,0.027109-0.0040906i,0.024033-0.0031171i,0.013314-0.0018955i
0.1582-0.11887i,0.33993-0.25961i,0.42739-0.3601i,0.29923-0.32187i,0.095398-0.17784i,-0.0065168-0.050529i,-0.0068986-0.021235i,-0.0017905-0.040449i,-0.011863-0.037411i,-0.0075782-0.0084328i,0.0068087+0.017974i,0.016597+0.02734i,0.022861+0.028269i,0.029997+0.035189i,0.033663+0.046254i,0.0293+0.050402i,0.013934+0.042122i,-0.0084618+0.027605i,-0.023568+0.021018i,-0.021021+0.02382i,-0.010282+0.023463i,-0.0029923+0.017678i,0.0027126+0.013777i
0.004323+0.19665i,-0.0064525+0.4219i,0.011524+0.58539i,0.083208+0.55115i,0.12643+0.36407i,0.083871+0.17624i,0.033136+0.086533i,0.015503+0.051279i,-0.0017766+0.031835i,-0.012974+0.023795i,-0.011797+0.0169i,-0.0066154+0.017453i,0.0026861+0.014107i,0.007714-0.0074994i,0.0066207-0.033581i,0.007879-0.047079i,0.012638-0.040336i,0.016775-0.018385i,0.01724+0.00070277i,0.01229+0.0089023i,0.0035733+0.011159i,-0.004398+0.010757i,-0.0083166+0.0067825i
