-0.001774+0.0011397i,-0.0018208+0.0016221i,-0.00050787+0.0023201i,0.0013627+0.0022319i,0.0024302+0.00096556i,0.0015502+9.7658e-05i,0.00042682+0.00055373i,0.00063594+0.00043565i,0.0013743-5.9172e-05i,0.0015875-0.00047202i,0.0009019-0.00079246i,-0.00030186-3.8961e-05i,-0.00084173+0.00060423i,-0.00046054+0.00031355i,-0.00027647+6.8561e-05i,-0.00077706-7.1144e-06i,-0.0004342-0.00082871i,0.0003037-0.00073119i,-7.9106e-05+0.00045415i,-0.00026506+0.0006085i,0.00016753+0.00017608i,-0.00023881+0.00043932i,-0.00072244+0.00095519i
-0.0012879+0.0019511i,-0.00053106+0.0037893i,0.0017262+0.0047734i,0.0030005+0.0036695i,0.002994+0.00091809i,0.0015626-0.0014479i,7.6091e-05-0.0015816i,-0.00025585-0.0008298i,-0.00024145+6.9917e-05i,-5.6817e-05+0.00048911i,0.00022726-0.00016477i,0.0004573-0.00098804i,-0.00010253-0.00062443i,-0.00094629+0.00050774i,-0.0013897+8.1165e-05i,-0.00090306-0.00024811i,3.4835e-05+0.00046728i,1.5493e-06+0.00029493i,-0.00038918-0.00042815i,-0.00056766-0.00032131i,-0.00064977-0.00010663i,-0.00068156+1.5908e-05i,-0.0009372-7.4511e-05i
0.00043644+0.00047385i,-0.0012144+4.915e-05i,0.0013651-0.0002938i,0.0033142-0.00053694i,0.0024389-0.0013863i,0.00078024-0.0012418i,0.00020545-0.00062515i,0.00081021-7.6042e-05i,0.0010773+0.00032447i,0.00077947-5.4801e-05i,0.00016692-0.00033512i,0.00021335-0.00042279i,-0.0002343-9.6067e-05i,-0.00055003+0.00047586i,-0.00021267+0.00040156i,-0.0003623+0.00081431i,-0.0004371+0.0013861i,-0.00068765+0.00075171i,-0.00016224+0.00014041i,0.00079738+0.00047863i,0.00062008+0.00019624i,0.00033174-0.00036621i,-0.00019147+0.00037184i
-0.0019714+0.0021223i,-0.0014767+0.0019842i,0.00033023+0.0032358i,0.0027003+0.003265i,0.0029553+0.0016555i,0.0014367+0.0001991i,0.00072018-0.00081449i,-1.132e-05-0.0010117i,-0.0010238-0.00065494i,-0.00082594-7.3918e-05i,-0.00030449+0.00081374i,-0.00044854+0.0011746i,-0.0008567+0.00058456i,-0.00054277+0.00075775i,0.00011169+0.001128i,-6.8813e-05+0.0011335i,0.00019139+0.00072946i,0.00064754+0.00031363i,0.00042961+0.00039745i,9.8725e-05+0.00073591i,-2.6779e-05+0.00072359i,0.00031234+2.4494e-06i,0.00058176-4.6523e-05i
0.00029049+0.0008912i,0.0011436+0.0022725i,0.0030491+0.0027526i,0.004023+0.0015664i,0.0028808-0.00073955i,0.00034437-0.0013957i,-0.00088654-0.00099851i,-0.00091495-0.00078644i,-0.0013021-0.00050523i,-0.00093488-0.00025908i,7.469e-05+0.00028902i,0.00015736+0.0004808i,-0.00077775+0.00048113i,-0.0021204+0.00036077i,-0.0012368+0.00053883i,-0.00035129+0.0008048i,0.00014634+8.3904e-05i,0.00057915-0.00054927i,0.00055293-0.00038781i,0.00038897-4.8994e-05i,-0.00021524-0.00017665i,-0.00076042-0.00039669i,-0.00091979+0.00059537i
0.0022304+0.00021843i,0.0027601+0.0011232i,0.0048538+0.0027499i,0.0045992+0.0029604i,0.0022567+0.001083i,0.00068855+0.00047334i,-0.00051879+0.0009145i,-0.00093819-0.00026448i,-0.00011349-0.00062364i,0.00034074-0.00048469i,2.5655e-05-0.00095807i,1.7837e-05-0.0013572i,0.00019906-0.0011302i,2.3581e-05-0.00020954i,0.00012464+0.00047581i,0.00058025+0.00027625i,0.00062125-1.7817e-05i,0.0011091+0.00034247i,0.00092128-6.4476e-05i,-0.00039941-0.00011694i,-0.00057639-0.00066079i,4.2096e-05-0.0011213i,0.00019417-0.00033435i
-0.00090003+0.0008933i,-0.00068241+0.0015198i,0.00054912+0.0019656i,0.0023513+0.0016302i,0.0028862+0.00033629i,0.0014752-0.00084668i,0.00021387-0.00075331i,0.00010182-0.0010757i,0.00049225-0.0010133i,-0.00011995-0.00021772i,-0.00041972-0.00020055i,-0.00049969+8.8209e-05i,0.00026044+8.1019e-06i,0.00054702-0.00075194i,7.8266e-05-0.00020285i,-0.00052758+0.00068266i,-0.00071054+0.00039187i,-0.00016835-0.00023271i,-0.00021559-0.0002341i,-7.8356e-05-0.00019533i,-0.00034913+0.00045626i,-0.00082233+0.0011871i,-0.0005834+0.0006345i
0.00088008+0.00046851i,0.0013675+0.00088042i,0.001844+3.7773e-05i,0.0020001-0.0013534i,0.0018638-0.0018947i,0.0011255-0.0020048i,0.00057298-0.0013086i,0.00026345-0.0011882i,0.00016902-0.001317i,0.00070303-0.00061613i,0.00095107-0.00018537i,4.8685e-05+0.00022378i,-0.0006274+0.00019565i,-0.00011714-0.00019225i,3.129e-05-0.00060897i,0.00058177-0.0007009i,0.0012682-0.00053004i,0.00071823-0.00046372i,-0.00056047-9.0478e-05i,-0.0010387-0.00022994i,3.032e-05-0.00026497i,0.00024259-0.00024942i,-0.00027353-0.00014737i
-0.0017633-0.00078378i,-0.0012184-9.4323e-05i,0.00066856+0.0013534i,0.0031021+0.0019492i,0.0032343+0.00078001i,0.0024974-0.00031655i,0.001877-0.00078035i,0.001028-0.0015157i,0.00030383-0.00045186i,-8.3417e-05+0.0016059i,-0.00058967+0.0014374i,0.00041512+0.00018238i,0.0014169-0.00017162i,0.00078691-0.00026268i,0.00056284-0.00059822i,0.0011994-0.00042606i,0.0010095-0.00034211i,0.00058718-0.00037842i,-0.00042116-9.3427e-05i,-0.00064718-0.00026771i,4.0071e-05-0.00016575i,0.00031247+0.00075669i,0.00018719+0.0016628i
0.0012485+0.0014269i,5.0516e-05+0.0018687i,0.0023605+0.0017295i,0.0049531+3.5968e-05i,0.0037391-0.0013931i,0.0015942-0.00077413i,3.1031e-05-0.00024783i,-0.001181+0.00017532i,-0.0012179+0.00081776i,-0.00011003+0.00083818i,0.00066615+0.00075575i,0.00061656+0.0012021i,0.00057047+0.00084317i,0.00026295+5.9445e-05i,-0.00040472+8.1379e-05i,-0.00068246-0.00052249i,-0.00046786-0.00082417i,-0.00043443-0.00017235i,-0.00054052+0.00011411i,-0.00044988-0.00017085i,-0.0003586-0.00042441i,-8.4601e-05-0.00039908i,-0.00015792+0.00024469i
-0.0018732-0.0010971i,-0.0013919+0.00013405i,0.0010325+0.0022743i,0.0034058+0.0021025i,0.0032582+0.00019825i,0.0015361-0.00042574i,0.0004524-0.0004536i,-0.00050207-0.00075817i,-0.0011679-0.00087471i,-1.7487e-05-0.00027662i,0.00085219+0.0005285i,0.00022542+0.00085988i,0.00054988+0.0011608i,0.0011404+0.0017085i,0.00042482+0.0012976i,-0.00067393+0.00073121i,-0.00051707-0.00012827i,-0.00032299-0.00045001i,-0.00036468+0.00019951i,-0.00049421+9.7947e-05i,-0.00043476-3.2532e-05i,0.00020081-0.00038592i,0.00037393-3.6481e-05i
0.00075424+0.00038939i,0.001953+0.0030081i,0.0030893+0.004355i,0.0035695+0.003123i,0.0032038+0.0013375i,0.0014997-0.00011428i,-0.00036025+6.3155e-05i,-0.0012045-0.00042089i,-0.00081655-0.00074122i,0.00012768-0.00038813i,0.00063185-0.00075627i,0.00037858-0.000476i,-0.00014715+1.7446e-05i,-0.00038699-0.0001029i,0.00032462+6.0936e-05i,0.0011372-6.438e-05i,0.001575-0.00046285i,0.0013318-0.00027275i,0.0011876+3.6913e-05i,0.0010336-0.00026264i,-1.0318e-05-0.00016565i,-0.00074127+0.00056935i,1.2564e-05+0.00091622i
-0.0009841+0.0018755i,-0.00014582+0.0021628i,0.0016626+0.0023639i,0.0036796+0.0013369i,0.0030119-0.00045359i,0.0006176-0.0011732i,-0.0004161-0.0011857i,-2.3294e-05-0.0013913i,0.00033673-0.0009805i,0.00050567-0.00045859i,0.00058921-0.00018015i,0.00013837-0.00022855i,-9.0295e-05-2.7955e-05i,0.00022334-0.00028973i,-5.8638e-05-0.00092659i,-0.00024679-0.00012645i,-0.00033693+0.00032845i,-0.00093202-0.00050462i,-0.00010373-0.00049359i,0.00023003-5.8742e-05i,-0.00020378+0.00028488i,-0.00014997+0.00026207i,0.00015769-9.8704e-05i
0.0024907+0.0018731i,0.002525+0.0020731i,0.0027447+0.0010274i,0.0033729-7.3813e-05i,0.0027885-0.00074784i,0.0011084-0.0012118i,0.00070024-0.0010684i,0.0010218-0.00089318i,0.0013599-0.00091409i,0.001561-0.0012158i,0.0010981-0.00046201i,0.00023613-0.00011597i,-0.000541-0.00018082i,-0.00048014+6.7235e-05i,0.00015448-0.00012794i,0.00061368-0.0002131i,0.00057898-0.00066055i,0.00045186-0.00083454i,0.00047353-0.00026988i,0.00061484-0.00067693i,0.00030803-0.0011118i,-0.00018568-0.00011423i,0.0001325+0.00048145i
-0.0017569-0.00017997i,-0.0019239-8.6449e-05i,0.00029736+0.00050835i,0.0033455+0.0013235i,0.0028166+0.00095466i,0.0012477+8.4268e-05i,0.00095755-0.00035569i,0.00029511+0.00028786i,-0.00065211+0.00057909i,-0.0006679+0.00022446i,-0.0002108-0.00012569i,0.00015641-0.0006164i,-0.0001454-0.00043888i,-0.00029519-0.00012992i,1.7904e-05-0.00066434i,0.00015529-0.00083892i,-1.0668e-05-0.00042394i,0.00020209-0.00048503i,0.00072515-0.00047727i,0.00076484-0.00031135i,0.00074003-0.00047061i,0.00057533-0.00038744i,0.00050392-0.00014957i
-0.00055998-0.0021039i,0.0011798-0.0010352i,0.003267+0.00042986i,0.004233+0.00080472i,0.0026329-0.00029573i,0.0010748-0.00068586i,0.00012465-0.00093064i,-0.0011263-0.0011115i,-0.0019307-0.00026908i,-0.0012365+0.00047555i,-0.00039429+0.00058128i,3.0397e-05-8.6327e-06i,0.0003724-0.00023966i,0.00031701+0.00065006i,-7.3507e-06+0.00087669i,0.00068079-0.00020533i,0.00071351-0.00061183i,0.00056364-0.00047377i,0.00078851-0.00052697i,0.00032859+0.00024433i,-0.0006987-3.2319e-06i,-0.00050776-0.00079159i,-0.00020637-0.00065103i
-0.00070541-0.00080894i,0.00042722+0.00090958i,0.0011344+0.002678i,0.0014264+0.0022285i,0.00056997+0.00060093i,-0.00097913-0.00021336i,-0.0016047-0.0010786i,-0.0013103-0.0013062i,-0.00095501-0.0013767i,-0.00022829-0.0012048i,0.00048013-0.00056848i,0.00076618-0.00058139i,0.0003736-0.0005462i,0.0004493-0.00018522i,0.00012208-0.0002609i,-0.0003079-0.00010809i,-0.00036557+0.00032028i,-0.00010485+4.3185e-05i,0.00082718-0.00018102i,0.00039658-0.00016396i,0.00014123+2.9028e-05i,2.4638e-05+7.2702e-05i,0.00010969-0.00046932i
0.0023318+0.00035715i,0.0026001+0.0014409i,0.0025689+0.0025643i,0.0028736+0.0019876i,0.0015801-0.0004231i,5.8345e-06-0.0022587i,0.00021108-0.0020094i,0.00028299-0.0016732i,-0.00042353-0.0023019i,-0.00049334-0.0018114i,9.953e-05-0.00050601i,-0.00025111+0.00024415i,-0.00074413+0.00070702i,-0.0005268+0.00042696i,-0.00013951+5.3921e-05i,-0.0003165-0.00015459i,-0.00046745-3.6392e-05i,-0.00050597+0.0006015i,-0.00015123+0.00086764i,0.00051996+0.001001i,0.00048584+0.00069133i,0.00041945-0.00015572i,0.00027813-0.00049836i
0.0005544+0.002235i,-0.00045613+0.0033277i,0.00087853+0.0040422i,0.0029256+0.0026587i,0.003773-0.00024534i,0.0019845-0.0019346i,0.00064578-0.0014951i,0.00048713-0.001119i,0.0010195-0.00044321i,0.00056915+0.00013177i,-0.00084991-0.00062507i,-0.0012629-0.00032889i,-0.00081696+0.00035384i,-0.0011062-6.3679e-06i,-0.001054-0.00064123i,-0.00062566-0.0010495i,-0.00049968-0.00080284i,0.00025914-9.5053e-05i,0.00074717+0.00046222i,0.00037339+0.00034204i,-0.0001257+8.9572e-05i,-0.00011517+8.6551e-05i,0.00051021+0.0005068i
-0.0013582-0.00015601i,-0.00097824-0.00042982i,0.00073962+0.00034995i,0.0025459+0.0010918i,0.0030482-0.00065408i,0.0027045-0.0020184i,0.001588-0.00082317i,0.00060444+0.00031308i,0.0002657+0.00054973i,0.00048359+0.00069304i,0.00087989+0.00035918i,0.00047193-0.00069565i,-1.3507e-05-0.00037799i,-0.00060068+0.00056426i,-0.00038162+0.00028963i,0.00063217-0.00050121i,0.00071234-0.00058568i,0.00042122-0.0004535i,0.00074354-0.00060953i,0.00065092-0.00097646i,-5.365e-05-0.00064394i,-0.0008312+0.00029922i,-0.00021112-8.0311e-05i
-0.00079942+0.0012907i,0.00064187+0.0016626i,0.0026124+0.0028835i,0.0034969+0.0024557i,0.003205+0.0010906i,0.0026862-8.5324e-05i,0.00082461-0.00089375i,-0.00043296-0.00080087i,-1.0769e-06+0.0001324i,0.00042487+0.0004769i,0.00016569+0.00021423i,0.00012742+0.00044258i,0.00031379+0.00068338i,0.00028942+0.00078586i,0.00068318+0.00084497i,0.0014237+0.00033043i,0.00081933+3.2628e-05i,0.00025135+0.0002609i,0.00024002+0.00069912i,-5.7869e-05+0.00066243i,-7.2397e-05-0.00026233i,7.9198e-05-0.00066747i,0.00016032-2.6425e-05i
-0.00036449-0.00095988i,0.0011741-0.00028992i,0.0015518+0.00025957i,0.00097202+0.0006468i,0.00035675+0.00029076i,5.5582e-06+0.00048668i,7.5447e-05+0.00031848i,-0.00031544-0.00042486i,-0.0010694-0.00071503i,-0.00062422-4.1178e-06i,-0.00011743+0.00066568i,0.00012715+0.00017169i,0.00027723-0.0011467i,0.00062231-0.0012653i,0.0002257-0.00041396i,-0.00011706-0.00026248i,0.00032381-7.7496e-05i,0.00019539+0.00017431i,2.1691e-05+0.00056258i,0.00071809+0.00015792i,0.00092569-0.00065392i,0.00032231-0.00015765i,-0.00016838+0.00077598i
-4.287e-05+8.5845e-05i,-0.00018248+0.00046571i,-0.00015879+0.0018915i,0.00092474+0.0012426i,0.00022917-0.00037561i,-0.00066417-0.00093147i,-6.8133e-05-0.00096971i,-0.00017317-0.001232i,-0.0009701-0.00059549i,-0.0012265+4.3398e-05i,-0.0011441-7.0906e-05i,-0.00069694+0.00042134i,-0.00039575+0.00069479i,-4.9862e-05+0.00051746i,0.00048894+0.00047735i,0.00042582+0.00037337i,-0.00064323+0.00059497i,-0.00076327+0.00060755i,9.3978e-05+0.00079299i,0.00053847+0.00098579i,-0.00010545+0.00097884i,-0.0010286+0.0012479i,-0.00097485+0.00094487i
0.00039102-8.61e-05i,-0.00050041-0.00080797i,0.0011858-0.00030826i,0.0030415+0.00036232i,0.0030966-0.0012028i,0.0012682-0.0030229i,-0.00010464-0.0024139i,-0.00012558-0.0014581i,-6.7115e-06-0.0016817i,0.00048026-0.0013741i,0.00049871-0.00046225i,0.00051346+0.00010957i,0.00059914+0.00010467i,0.00033049-0.0006142i,0.00029562-0.00047628i,0.00070749-0.00010883i,0.00086258-7.3713e-05i,-9.0713e-05+0.00027278i,-0.0010089+5.0493e-05i,-0.0006545-0.00049261i,-0.00068964-0.00074132i,-0.00067153-0.00060588i,0.000178-1.5296e-05i
-5.5235e-05+0.00098839i,-0.00083075+0.002082i,0.00052941+0.0019872i,0.0025705+0.0011414i,0.0027963-2.7702e-05i,0.0019487-0.001047i,0.00151-0.0012845i,0.001119-0.00032472i,1.0901e-05+0.00040056i,5.1713e-05+9.6415e-05i,0.00043554+0.00027994i,-0.00052908+0.0003887i,-0.001247+0.00038661i,-0.00086978+0.00051209i,-0.00011796-0.00027964i,0.00012986-0.0001261i,-2.9747e-05+0.00037862i,0.00042621+5.224e-05i,0.00062289-4.685e-06i,-2.0024e-05-0.00061793i,-0.00017867-0.0012052i,-0.00061315-0.00084745i,-0.0011895-0.0013897i
-0.0022782+0.0019055i,-0.0011881+0.0026901i,0.001874+0.0043707i,0.0053643+0.003594i,0.0052936+0.0012653i,0.0027707-0.00021357i,0.001703-0.00029833i,0.0017508-9.6741e-05i,0.00092984+9.2767e-05i,-0.00019733+7.7182e-05i,-0.00076436+5.2418e-08i,-0.00038086+1.3467e-05i,-0.00028663+0.00055807i,-0.0011079+0.00042163i,-0.00053218-0.00055666i,-0.00026266-0.0011052i,-0.00069638-0.0016888i,-0.00089932-0.0011244i,-0.00059026-0.00058126i,0.00034899-0.00064672i,0.00083626-0.00051414i,0.0005851-0.00012231i,0.00044692+0.00067495i
-2.4608e-05+0.0029771i,0.0015338+0.0037872i,0.0034397+0.0030696i,0.0040015+0.0015107i,0.0028555-0.00021949i,0.00063622-0.0012185i,-0.0010508-0.00071958i,-0.00072125-0.00034982i,-0.00035249-0.00062774i,-0.00043874-0.00037855i,9.6506e-05-0.00025518i,0.00016689-0.00097819i,-7.4218e-05-0.0013774i,-0.00017869-0.0010174i,-0.00094968-0.00079809i,-0.001048-0.00068424i,-0.00057239-0.00014536i,-0.00025424-2.0136e-05i,0.00024202-0.0001664i,0.00032732+0.00036992i,-3.0356e-07+0.00033564i,-0.00037967-0.00013055i,-0.00082075-2.6424e-05i
-0.0014475-0.0013732i,-0.002722+4.6467e-05i,-0.0017132+0.0020173i,0.00097422+0.0032517i,0.0016003+0.00212i,0.0010143+0.00065663i,0.0004037+0.00019699i,-0.00094915+0.00027564i,-0.00097137+0.00024759i,-0.00020022-0.00043908i,2.8945e-05-0.00099294i,0.00054607-0.00037265i,0.0005808+0.00039921i,0.00055255+0.0001886i,0.001043-0.00040355i,0.0008873-0.00030119i,0.00024405+0.00021139i,-0.00019811-0.00026401i,0.00031235-0.00087977i,2.7476e-05-0.0004371i,-0.00017264-0.00015437i,8.2864e-05-3.3112e-05i,-0.00034525+0.00013983i
0.0017599+0.0030036i,0.0024188+0.0034946i,0.0035999+0.0015251i,0.0035082-0.00076478i,0.0029993-0.0019608i,0.0019527-0.0019299i,0.00018288-0.00070601i,-0.0016109-7.3842e-05i,-0.00084035+0.00046461i,0.00055855+0.00030351i,0.0007062-0.00013893i,0.0010717+0.0002965i,0.00089781+0.00030682i,-0.00038883+0.00016014i,-0.00090864+0.00062313i,-0.00037714+0.00062824i,0.00038555+0.00033095i,0.00073298-0.00020422i,-9.8163e-05-0.00057015i,-0.0010885-0.00063144i,-0.0005419-0.00055626i,0.00080792-0.00037507i,0.00095681-0.00041741i
-0.0016036-0.0020507i,-0.00094753-0.0010812i,0.0012683-0.00019786i,0.0029236+0.00061003i,0.0019235+0.00047644i,0.0004205+0.00020596i,0.00048048-0.00029278i,0.001275-0.0012783i,0.0011278-0.0016463i,0.00048984-0.0013086i,4.0856e-05-0.00029548i,0.00024058+0.00074452i,0.00058527+0.00088685i,0.00055608+7.2468e-05i,-6.7424e-05-0.00033558i,-2.8286e-05+0.00053489i,-3.5377e-05+0.00088005i,-0.00036701+0.00030306i,0.00032482-0.00023605i,0.00071702-0.00072832i,0.00066266-0.00089275i,0.00024621-0.00027253i,6.6591e-07-0.0001127i
0.0024655+0.0032391i,0.0032478+0.0031034i,0.0051672+0.0025466i,0.0065656+0.00071317i,0.0047386-0.00080848i,0.00099045-0.0018178i,-9.6646e-06-0.0014176i,0.00049843-7.6521e-05i,0.00042861+0.00021735i,0.0002035-0.00063072i,0.00026143-0.0015667i,-0.00024174-0.0014653i,-0.0013303-0.00065925i,-0.0011054-0.00035206i,-0.00020714-0.00027226i,0.00011288+0.00026171i,0.00011995+0.00020731i,-4.2356e-05-0.00089121i,-7.357e-05-0.0010215i,-0.00023048-0.00071129i,-0.00032004-0.00056714i,-9.575e-05-0.00011329i,-0.00054603-0.00048703i
0.00073256+0.00047755i,0.0015975+0.0018875i,0.0031645+0.0032329i,0.0037887+0.0029275i,0.0029192+0.0014215i,0.0014616+0.00098021i,0.00047743+0.00061755i,3.5862e-06+0.00065535i,-0.00076981+0.00070866i,-0.0006597-4.8727e-05i,-1.0635e-05-3.7141e-05i,0.00012448+0.0011302i,0.00039673+0.0011249i,0.00063459+0.00050797i,0.00016198-7.3744e-05i,-8.8887e-05-6.4145e-05i,-5.9754e-05-0.00062923i,0.00017101-0.0011938i,-5.626e-05-0.00086018i,-0.00013352-0.0013772i,0.00038022-0.0012821i,0.00018839-0.00018592i,-0.00033145+0.00018535i
0.0022469+0.0014267i,0.002806+0.0016413i,0.0047523+0.0017563i,0.0054369+0.0012019i,0.0038238-0.0007067i,0.0010602-0.0016416i,-0.00028903-0.00088698i,0.00022512-0.00023633i,0.00025228+1.2929e-05i,-0.00053452-0.00050583i,-0.00070874-0.00041107i,2.8266e-05+0.00023486i,0.00033768+0.00063493i,-0.00019965+0.00080339i,-0.00071535+0.00043969i,-0.00081401+0.00020141i,-0.00018561+0.00032648i,0.00042402+0.00033231i,0.00035002+0.00010166i,-5.4035e-05+0.0006532i,-0.00051004+0.00055449i,-0.00066434+4.2382e-05i,-0.0012712+9.3851e-05i
-0.0002542+0.00021853i,-0.00015146+0.0019167i,0.00071759+0.0026041i,0.00080396+0.001824i,0.00017777+4.0032e-05i,-0.00083503-0.00076456i,-0.0012406-0.0010703i,-0.00073406-0.0012421i,0.00034349-0.0010273i,0.0010466-0.00030934i,0.00033479+0.00011159i,1.8333e-05+0.00077213i,0.00073792+0.0013553i,0.0014087+0.00083596i,0.0015214-0.00036542i,0.0010549-0.00027545i,0.00015516+0.00052495i,-0.00024946+0.00024119i,-0.00030115-0.00013096i,0.00018041-0.00018031i,0.00077365-0.00021387i,7.6658e-05+0.00022556i,-0.00038465+5.3318e-05i
-0.0014107-0.0020635i,-0.0014014-0.0016585i,-0.00028594-0.00034509i,0.0014564+0.00072098i,0.0017735+0.00081744i,0.0011021+0.00089025i,0.00042275+8.3267e-05i,-0.00042524-0.00104i,-0.00080128-0.0013162i,-0.00057477-7.51e-05i,3.3597e-05+0.00067131i,0.00040598+0.00019232i,0.00035608+0.00023429i,0.00024553+0.00027933i,6.636e-06+0.00016155i,5.5308e-05+0.00025214i,0.00053404+1.0498e-05i,0.00084674+0.00025076i,0.00022822+0.00065914i,-0.00076496-2.9837e-05i,-0.00079431-0.0012871i,3.3144e-06-0.0016901i,0.00072172-0.00059208i
0.0011695+0.0013522i,0.00032052+0.0015416i,0.0010603+0.0012302i,0.0016711+0.00013604i,0.0014773-0.0010999i,0.00055765-0.00060167i,0.00015038+0.00022799i,-3.38e-05+0.00039253i,-0.00075365+3.4778e-05i,-0.00068749-0.00043184i,-0.00067114-7.3478e-05i,-0.00056231+0.00029401i,-0.00023716+0.00052101i,-0.0005408+0.00051797i,-0.00059279+0.00019948i,-0.00013899-0.00010584i,-6.5926e-05-0.00066012i,-8.6979e-05-0.00042728i,-0.00054458+0.00014126i,-0.00053376+0.00042123i,-0.00038423+3.849e-05i,-0.0006852-0.0002066i,0.00011113+0.00018378i
-0.00072833+0.00011747i,-0.0001378+0.002255i,0.001726+0.0028618i,0.0028918+0.0017914i,0.0024742+0.00039415i,0.0017129+0.00018886i,0.000238+0.00028323i,-0.00028294-0.00011318i,-0.0002016-0.00057352i,-0.00017761-0.00044369i,-0.00021889+2.0537e-05i,-0.00036586-0.00033103i,-0.00033524+9.5262e-05i,-0.00056596+0.00053319i,-0.00088716-0.00025717i,-0.00044101-0.00035803i,0.00025182+0.00023241i,-4.6658e-05-6.4958e-05i,-0.00082273-0.00042026i,-0.00067772-0.00040611i,8.4143e-05-8.3997e-05i,-2.0583e-05+0.00038504i,-1.1519e-05+0.00048759i
-0.00016235+0.0010147i,0.0015329+0.0012527i,0.0033459+0.0012643i,0.0042891-0.00023451i,0.0031414-0.0012663i,0.001059-0.00064735i,0.00063694-1.4688e-05i,0.00010955-0.00066292i,-0.0009603-0.0012368i,-0.00091506-0.00045348i,0.00026311+0.00057521i,0.00071523+0.00040596i,0.00046937+0.00059862i,-5.2137e-05+0.00069125i,-0.00048072-0.00033776i,-0.00048903-7.5289e-05i,-1.19e-05+0.00062766i,4.852e-05+0.00059131i,-0.00013312+5.1125e-06i,-0.00031385-0.00073483i,-0.00075967-0.0011738i,-0.00075336-0.00087352i,-0.00021083-0.00052652i
0.0014081+0.00075854i,0.0024744+0.001737i,0.003096+0.0020206i,0.0030361+0.0021708i,0.0020915+0.00092869i,0.00018968-0.00075272i,-0.00074829-0.00039357i,-0.00043285-5.8817e-05i,-0.00060801-0.00035022i,-0.00089002-0.00033681i,-0.00037379-0.00055958i,-0.00034572-0.00070874i,-0.00071045+9.5731e-05i,-0.0006108+0.00048676i,-0.00055406-0.00025156i,6.7841e-06-0.0003334i,0.00018057+0.00041538i,-0.00024596+0.00038284i,-0.00025449-1.1529e-05i,6.3445e-06-0.00022497i,-0.0001356-0.0002146i,-0.00054227-0.0001588i,-0.0005513+0.00022447i
-0.00076038-0.00018903i,0.00020892+0.00036858i,0.0025937+0.0013491i,0.0044374+0.001041i,0.0039538-0.0003579i,0.001434-0.0024186i,-0.00049071-0.0019133i,-0.00084894-0.00030016i,-0.00032042-0.0004759i,9.6734e-05-0.0011339i,0.00013404-0.00041308i,-0.00041722+0.00074122i,-0.00074685+0.00081933i,-0.00039912-0.00024457i,0.00034368-0.00023066i,0.00018954-0.00011626i,-0.0001281-0.00029309i,-8.9329e-06-0.00013548i,-8.6816e-05+0.00046747i,0.00020198+0.00018435i,0.00039764-0.0010287i,-0.00023673-0.0012149i,-0.000729+5.2141e-05i
0.001902-0.00062858i,0.0018594+0.001985i,0.0031692+0.0027652i,0.0036742+0.00060306i,0.0024221-0.0016635i,0.00053975-0.0016441i,7.8193e-05-0.001961i,6.0049e-05-0.0020199i,-0.00033681-0.00096028i,0.0003411-3.6197e-05i,0.00092996+4.2382e-05i,0.00056593+4.0795e-05i,0.00016722+0.00022231i,-0.00021693+0.00015854i,-1.1167e-05-0.0001857i,0.00044394-0.00081094i,0.00047382-0.00057048i,0.00024794-0.00011879i,0.00011306-0.0001427i,0.00062163-3.5059e-05i,0.00055807-0.00027864i,-0.00011041-0.00016056i,-0.00040934+0.00057059i
-0.0019952+0.00024944i,-0.0015723+0.00027407i,-0.00041991+0.0019489i,0.0018806+0.002485i,0.0027443+0.00087766i,0.0014697+0.00060703i,0.0014794+0.00066398i,0.0011898-9.8705e-05i,0.00046022-7.4436e-05i,0.00080812+0.00047386i,0.00058797+0.00044271i,-9.4051e-06+0.00013431i,-0.00032849-0.00030027i,-0.00046307-0.000829i,-0.000633-0.0007176i,-0.0006693-0.00059173i,-0.0002791-0.00046407i,-5.207e-05-0.00023179i,-0.00030594-0.00012986i,0.00044981+3.1047e-05i,0.00069306-0.0002061i,-0.00050035-0.00060327i,-0.0007489-0.00065955i
-8.2674e-06-0.0017703i,0.0009353+0.00061477i,0.0021204+0.0013921i,0.0019813+0.00086571i,0.00043435+0.00034835i,0.00023081-0.00020509i,0.00076131-0.00037496i,-0.00043415-0.00090751i,-0.0014962-0.00158i,-0.00083286-0.0010878i,-0.00026412+0.00011118i,0.00024805+0.001242i,0.00089147+0.0012212i,0.00097537+0.00068808i,0.00097351+0.00054616i,0.00066459+0.00062537i,0.00051425+0.00069185i,0.00045465+0.00039656i,-0.00028033-7.2472e-05i,-0.00062594-8.2892e-05i,-0.00069285-0.00012029i,-0.00056645-0.00051228i,4.9875e-05-0.0010296i
-0.00094964-0.0017073i,-0.00070002-0.0010324i,0.0013182+0.0013432i,0.0028709+0.0010367i,0.001582-0.00062263i,-0.00054729-0.00040409i,-0.001164-0.00052837i,-0.0008681-0.00087598i,-0.00044506+0.00022197i,-0.00013547+0.00040937i,-0.00065713+0.00010534i,-0.00088008+0.00088757i,-0.00028591+0.00086372i,-0.0001623+0.00078819i,-0.00062298+0.00042993i,-0.00010923-0.00016203i,-0.00013686-0.00054558i,-0.00046428-0.000343i,3.8687e-05-0.00014464i,0.00059239-0.00030857i,0.00075287-0.00027651i,0.00026833+0.00015409i,-4.9074e-05-0.00055034i
