-2.1995e-05+0.00069047i,-0.00055004-2.303e-05i,-0.0012947+0.00038898i,-0.0010083+0.00098196i,-0.0014839+0.0013167i,-0.0017847+0.001614i,-0.00050232+0.0012255i,0.00073271+0.00061227i,0.00064028+0.00096057i,0.00081682+0.00048536i,0.00066956-0.00078609i,0.00039323-0.0009512i,0.00041134-0.00012578i,0.00026997-4.0714e-05i,0.00072717-0.00052046i,0.00066846+0.00029772i,0.00053301+0.0012737i,0.00048373+0.00072577i,-0.00088216-0.00044201i,-0.0014281-0.00061483i,-0.00087605+0.00036807i,-0.00066055+0.00056398i,-0.0002555+0.0005964i
-0.0019881+0.22847i,-0.0015328+0.37759i,0.033692+0.41951i,0.065462+0.32485i,0.0060942+0.22133i,-0.059622+0.19571i,-0.042271+0.15376i,-0.04644+0.066882i,-0.098656+0.046126i,-0.09197+0.076286i,-0.035534+0.065746i,-7.6726e-05+0.026233i,0.0068426-0.0067618i,-0.0037238-0.023522i,-0.013444-0.019783i,-0.0066437-0.011092i,0.0055225-0.012622i,0.0091901-0.017824i,0.0051015-0.013629i,-0.00069243+0.0011086i,-0.0040111+0.014807i,-0.0028637+0.016411i,-0.00079901+0.0075148i
-0.16517+0.034938i,-0.23572-0.037918i,-0.22415-0.15851i,-0.14275-0.20476i,-0.033942-0.15355i,0.053936-0.070172i,0.1187+0.0097892i,0.16507+0.025766i,0.1408-0.023962i,0.065447-0.036035i,0.030563-0.0023222i,0.033614+0.010932i,0.028837+0.0069084i,0.0172+0.0050191i,0.0050798+0.00027692i,-0.0056506-0.003916i,-0.011543-0.0017344i,-0.008264+0.0082514i,0.0069098+0.01727i,0.023568+0.015758i,0.029562+0.010148i,0.023386+0.0042362i,0.01205+0.002772i
-0.068731+0.017988i,-0.028767+0.063702i,0.010684+0.057965i,-0.053427-0.046095i,-0.1631-0.15659i,-0.23881-0.18543i,-0.26266-0.11479i,-0.17607-0.0022006i,-0.028632+0.024183i,0.019534-0.019798i,-0.011124-0.021552i,-0.022381+0.00092942i,-0.018682+0.0086293i,-0.0071467+0.014368i,0.011462+0.013903i,0.015832+0.0087748i,0.0062291+0.010705i,0.00045928+0.015925i,0.0038641+0.011963i,0.0065788-0.0040444i,0.0021487-0.018944i,-0.0038214-0.018508i,-0.0048719-0.0087202i
-0.16291-0.15505i,-0.32865-0.17432i,-0.36583-0.097968i,-0.22804-0.025116i,-0.095732-0.032076i,-0.056602-0.057799i,-0.055173-0.066061i,-0.080955-0.066718i,-0.098324-0.039489i,-0.068176-0.025379i,-0.038676-0.037239i,-0.023943-0.033459i,-0.0017733-0.025075i,0.0115-0.025091i,0.007419-0.017583i,0.0061111-0.0039441i,0.013197+0.0010639i,0.015138-0.0028562i,0.0058686-0.0023464i,-0.0073584+0.0085899i,-0.013418+0.020868i,-0.0083202+0.021502i,-0.0016256+0.011051i
0.18743-0.27092i,0.29626-0.49434i,0.30971-0.59058i,0.22258-0.45674i,0.16549-0.21594i,0.18844-0.034721i,0.19869+0.049756i,0.17811+0.072573i,0.14985+0.044391i,0.10275+0.0013114i,0.055903-0.01109i,0.034675+0.00092308i,0.028769+0.016751i,0.017994+0.02687i,0.003297+0.025679i,-0.0048626+0.01534i,-0.0072406+0.0057615i,-0.0073333+0.0068677i,-0.00013308+0.013546i,0.013791+0.014361i,0.022538+0.010308i,0.021291+0.0074064i,0.014441+0.0074067i
0.075814+0.13269i,0.0060897+0.25043i,-0.1389+0.31654i,-0.19094+0.2709i,-0.12826+0.15135i,-0.087289+0.021312i,-0.1026-0.050022i,-0.1017-0.017036i,-0.042046+0.041554i,0.0041589+0.034679i,-0.013321+0.010122i,-0.03747+0.011498i,-0.047317+0.010714i,-0.047983+0.011104i,-0.025984+0.01335i,-0.0060029+0.0078634i,-0.008113+0.0041647i,-0.017212+0.0014603i,-0.020534-0.0052405i,-0.016972-0.011965i,-0.012921-0.015766i,-0.014884-0.013851i,-0.014572-0.008663i
0.0098535-0.048474i,-0.037933-0.21478i,-0.13025-0.31604i,-0.16293-0.17451i,-0.075685+0.039956i,0.041036+0.1125i,0.09655+0.055824i,0.058419-0.02885i,-0.016764-0.02733i,-0.0085304+0.030593i,0.039808+0.020639i,0.03727-0.017871i,0.029931-0.021931i,0.038527-0.019808i,0.033239-0.014933i,0.021858-0.004951i,0.017326-0.0012733i,0.016034-0.0071783i,0.0072324-0.015933i,-0.012237-0.015769i,-0.027025-0.0043389i,-0.024565+0.0049656i,-0.015669+0.0052331i
0.16535+0.20145i,0.50086+0.30827i,0.79997+0.20414i,0.71233-0.06371i,0.33685-0.17924i,0.05504-0.058389i,-0.015297+0.07532i,0.010789+0.10086i,0.022954+0.063904i,0.00043147+0.045859i,-0.0003512+0.057884i,0.023555+0.054687i,0.030484+0.039973i,0.017835+0.026299i,-0.0020321+0.010684i,-0.012592+0.0026581i,-0.0042151+9.6652e-05i,0.0068101+0.0014304i,0.016195+0.010884i,0.028642+0.018149i,0.033311+0.013186i,0.023404+0.0055788i,0.0074324+0.0064943i
-0.32561-0.044683i,-0.60525-0.057166i,-0.72842-0.05585i,-0.59665-0.059156i,-0.3813-0.092845i,-0.23178-0.14674i,-0.15712-0.15991i,-0.11985-0.1173i,-0.091239-0.076658i,-0.075052-0.073859i,-0.076215-0.069055i,-0.075501-0.046469i,-0.066893-0.035925i,-0.052775-0.028467i,-0.025525-0.01139i,-0.001123-0.003398i,0.0022011-0.0040443i,0.00050556-0.0027255i,0.0029353-0.0046854i,0.0020709-0.010554i,-0.00029072-0.013782i,-0.00086038-0.014824i,0.0025078-0.017428i
0.11541-0.28109i,0.22324-0.51228i,0.19223-0.59303i,0.0096268-0.3808i,-0.063112-0.052311i,0.026811+0.1332i,0.08686+0.15105i,0.076677+0.10517i,0.039498+0.05676i,0.013361+0.045846i,0.027756+0.03595i,0.038869+0.0034183i,0.03583-0.00052717i,0.040027+0.013649i,0.037476+0.016516i,0.026685+0.011149i,0.011127+0.0038988i,-0.0027114+0.0067057i,-0.0023535+0.011753i,0.001654+0.0063958i,-0.001837+0.0028256i,-0.0050044+0.0067966i,-0.0082045+0.0078171i
0.031981+0.11945i,0.087882+0.40736i,0.27653+0.66025i,0.48435+0.53461i,0.43463+0.1518i,0.18344-0.084803i,0.0024962-0.099618i,-0.041703-0.039127i,-0.0055056-0.0093771i,0.0074191-0.033831i,-0.02907-0.026614i,-0.021513+0.019631i,0.019712+0.030757i,0.033889+0.01334i,0.019631-0.0059592i,-0.0053794-0.00692i,-0.010425+0.0088533i,-0.0026501+0.015227i,-0.0048362+0.018244i,-0.0031725+0.024048i,0.0060842+0.019291i,0.0075105+0.0084155i,-0.00045662+0.0029275i
0.15102-0.17696i,0.12003-0.4255i,-0.072505-0.56272i,-0.22364-0.43724i,-0.17989-0.21648i,-0.052786-0.095233i,0.050373-0.07731i,0.086559-0.10894i,0.067148-0.1132i,0.070584-0.090754i,0.06941-0.093085i,0.02272-0.087191i,-0.022933-0.062367i,-0.047731-0.044059i,-0.045708-0.020983i,-0.021829+0.00044128i,-0.0047525+0.0099595i,0.0022498+0.011812i,0.0061873+0.0032653i,0.0056368-0.0091955i,0.00056606-0.014014i,0.00083258-0.011237i,0.014086-0.0098067i
0.26076+0.28321i,0.526+0.3357i,0.57876+0.12433i,0.25665-0.099204i,-0.091349-0.0023027i,-0.14946+0.20918i,-0.087078+0.24878i,-0.067003+0.20974i,-0.05116+0.18186i,-0.030493+0.15252i,-0.0014126+0.11085i,0.013368+0.050785i,-0.0066175+0.014499i,-0.018812+0.011407i,-0.0061247+0.01501i,0.014113+0.011098i,0.016919-0.0096866i,-0.0031448-0.026853i,-0.019442-0.019599i,-0.020383-0.00052747i,-0.017088+0.012647i,-0.017998+0.013149i,-0.022838+0.0073759i
-0.16294+0.15131i,-0.23229+0.31545i,-0.16453+0.48543i,0.020418+0.48072i,0.13518+0.23062i,0.12494-0.023609i,0.078384-0.11018i,0.024598-0.08419i,-0.00024703-0.024289i,0.0045554-0.0039808i,-0.015564-0.0065239i,-0.020819+0.020846i,0.022421+0.046634i,0.058605+0.048652i,0.051174+0.027661i,0.014427+0.0040284i,-0.0038739+0.0036522i,0.010626+0.002441i,0.018369-0.013774i,0.011094-0.024192i,0.010334-0.025349i,0.011195-0.02279i,0.0035753-0.017503i
-0.088137+0.1299i,-0.067344+0.20519i,-0.004053+0.11057i,0.0082207-0.07695i,-0.068337-0.1348i,-0.15176-0.064876i,-0.12519+0.022481i,-0.011216+0.030869i,0.023776-0.015959i,-0.010474+0.00020895i,0.0049007+0.041109i,0.024063+0.032041i,0.0064316+0.0050663i,-0.0075392-0.023213i,-0.007207-0.035501i,-0.0013992-0.022898i,-0.0042827-0.0066259i,-0.0101+0.012076i,-0.0015762+0.02495i,0.0086788+0.021205i,0.0070279+0.011723i,0.0046098+0.0066526i,0.013448+0.005686i
-0.33847-0.093452i,-0.53268-0.070082i,-0.44959-0.02033i,-0.18756-0.04223i,-0.05713-0.086395i,-0.048144-0.051557i,-0.068227-0.026746i,-0.12095-0.030985i,-0.13336-0.011483i,-0.086959-0.012434i,-0.045228-0.027588i,-0.016451-0.035825i,-0.0031986-0.046346i,-0.0031047-0.040195i,-0.0011596-0.016218i,0.0086861+0.001618i,0.019752-0.0014084i,0.015803-0.012908i,0.0015896-0.013403i,-0.011832-0.0017096i,-0.016778+0.010487i,-0.012808+0.0094298i,-0.012349-0.00098363i
0.077073-0.16578i,0.087028-0.16265i,0.061073+0.0035744i,0.051176+0.15187i,0.078575+0.12467i,0.073224+0.079817i,0.049916+0.12409i,0.053569+0.14661i,0.074319+0.086318i,0.073535-0.0016017i,0.031478-0.046927i,-0.00090841-0.028775i,0.0040752+0.013962i,0.012827+0.041165i,0.010306+0.035561i,-0.0020179+0.01145i,-0.012711+0.010687i,-0.0020008+0.028475i,0.02051+0.027611i,0.036922+0.0072416i,0.039871-0.0090922i,0.029378-0.0077817i,0.01624-0.00052371i
-0.040416-0.13379i,-0.18682-0.2374i,-0.29995-0.2303i,-0.25825-0.13292i,-0.17472-0.093517i,-0.1554-0.11884i,-0.12472-0.11786i,-0.067466-0.095722i,-0.04338-0.089381i,-0.058854-0.081128i,-0.076854-0.042751i,-0.071351+0.0034324i,-0.049975+0.020782i,-0.019834+0.016009i,0.008794+0.012284i,0.016975+0.014667i,0.011144+0.0069313i,-0.0060976-0.0090224i,-0.026522-0.011268i,-0.034896-0.0036266i,-0.032994+0.0023073i,-0.023618+0.0064209i,-0.006738+0.011174i
0.33299-0.17143i,0.51395-0.44776i,0.39235-0.59447i,0.07749-0.37968i,0.010033-0.028607i,0.20083+0.091993i,0.33442-0.01615i,0.28354-0.13607i,0.15021-0.11275i,0.095031-0.0059366i,0.08976+0.023338i,0.036651-0.0035353i,-0.013338-0.011495i,-0.02178-0.017112i,-0.013277-0.021591i,-0.00090049-0.014748i,0.0024721-0.0018632i,0.0043535+0.010436i,0.013273+0.014661i,0.020241+0.014755i,0.021313+0.014841i,0.018667+0.0074051i,0.0096017-0.0059428i
0.037654+0.27911i,0.13664+0.44733i,0.19748+0.44812i,0.14725+0.25391i,-0.024046+0.034408i,-0.25212-0.077639i,-0.43391-0.016779i,-0.41537+0.15568i,-0.21034+0.23475i,-0.053412+0.16835i,-0.010173+0.096217i,0.017478+0.052784i,0.035535+0.0063251i,0.025302-0.017119i,0.013147-0.0096432i,0.0096226+0.0024293i,0.0060133+0.0035549i,-0.0007106-0.0014244i,-0.0047055-0.00069636i,0.0022165+0.005404i,0.0089978+0.0011934i,-0.0015227-0.0093729i,-0.021393-0.0095471i
0.021756-0.00058752i,0.12113-0.0042026i,0.18115-0.059011i,0.13399-0.11482i,0.048951-0.11622i,-0.024687-0.09045i,-0.072629-0.079777i,-0.088011-0.074164i,-0.075598-0.059672i,-0.044618-0.049939i,-0.012595-0.042517i,0.012552-0.022024i,0.017945+0.0042794i,-0.0007322+0.02827i,-0.017813+0.033582i,-0.024547+0.019785i,-0.013105+0.013027i,0.013845+0.0057331i,0.025959-0.015208i,0.014796-0.032086i,-0.0016819-0.031443i,-0.009507-0.018996i,-0.011286-0.005829i
-0.12941+0.27625i,-0.16405+0.47906i,-0.14878+0.41524i,-0.16064+0.1475i,-0.19396+0.061738i,-0.13133+0.18114i,-0.011591+0.26568i,0.079893+0.22619i,0.075166+0.10085i,-0.0080107+0.026307i,-0.024361+0.018487i,0.0082126-0.023766i,0.0056128-0.061691i,0.007994-0.051693i,0.024485-0.030986i,0.030726-0.022062i,0.01647-0.027308i,-0.015565-0.014001i,-0.030186+0.021741i,-0.01929+0.044305i,-0.0013116+0.04467i,0.019461+0.033397i,0.040271+0.015216i
-0.1508-0.19616i,-0.22596-0.27183i,-0.14452-0.19904i,0.021829-0.064889i,0.14097-0.048419i,0.24649-0.10775i,0.30114-0.18945i,0.18437-0.24214i,0.04759-0.18577i,0.014512-0.13334i,-0.038166-0.13639i,-0.09487-0.08327i,-0.058664+0.0035199i,-0.00027345+0.04296i,0.00059402+0.05064i,-0.023+0.051474i,-0.023457+0.0471i,-0.0032067+0.037748i,0.012039+0.021715i,0.0090279+0.0069933i,0.0017842+0.0057357i,0.0045912+0.0065292i,0.006853-0.0051967i
0.043713+0.13454i,0.042982+0.26576i,0.05274+0.36333i,0.050593+0.2927i,0.0030065+0.16133i,0.014748+0.13197i,0.1882+0.12496i,0.31262+0.036664i,0.21708-0.058079i,0.052668-0.055748i,-0.039115+0.0057867i,-0.072086+0.048174i,-0.06979+0.052771i,-0.034501+0.023767i,0.013441-0.015863i,0.038336-0.032727i,0.030988-0.02339i,0.011428-0.004392i,-0.00033177+0.0099721i,0.0024281+0.0085947i,0.0048423-0.0041604i,0.00037805-0.0081419i,-0.00053795-0.0058599i
-0.051793-0.31736i,-0.23351-0.64541i,-0.45225-0.76637i,-0.48895-0.54696i,-0.354-0.29983i,-0.30023-0.22006i,-0.37612-0.19082i,-0.41106-0.12107i,-0.30454+0.0057043i,-0.13809+0.089338i,-0.057133+0.097214i,-0.051911+0.10745i,-0.037975+0.10183i,-0.013125+0.058514i,0.0086065+0.018i,0.022615-0.0057321i,0.023483-0.025636i,0.010218-0.043479i,-0.01576-0.044469i,-0.033521-0.019158i,-0.03139+0.0050097i,-0.024274+0.0020237i,-0.019149-0.012875i
-0.44318+6.7039i,2.0761+6.576i,4.757+5.5826i,5.1104+2.2164i,3.5064-1.1505i,0.8038-2.7594i,-1.3352-1.8941i,-1.6542-0.17018i,-0.49714+0.63895i,0.67237+0.071362i,0.74815-0.78976i,0.16908-1.2272i,-0.59414-1.7187i,-1.4504-2.3398i,-1.729-2.3596i,-1.145-1.4202i,-0.42434-0.42841i,-0.32189+0.0061063i,-0.66566+0.25621i,-0.66809+0.55088i,-0.14637+0.6673i,0.39401+0.39166i,0.4556-0.07513i
-0.13792+0.059677i,-0.30692+0.1044i,-0.40628+0.13871i,-0.33638+0.10264i,-0.22649-0.020365i,-0.16512-0.17788i,-0.15795-0.34579i,-0.21204-0.38237i,-0.21945-0.21554i,-0.13087-0.052726i,-0.053715+0.027678i,0.015009+0.081656i,0.086481+0.071026i,0.092334+0.028461i,0.049982+0.018877i,0.013786+0.032705i,0.0021963+0.041936i,0.0066356+0.036349i,0.0026443+0.027826i,-0.0082624+0.02598i,-0.0079595+0.022074i,-7.5442e-06+0.00099054i,-0.010039-0.018621i
0.15161+0.050394i,0.25935+0.087286i,0.26473+0.075716i,0.14729+0.10167i,0.10993+0.19886i,0.18065+0.20817i,0.13023+0.11801i,-0.013447+0.1032i,-0.049353+0.14352i,0.0011181+0.12726i,0.036233+0.079048i,0.032383+0.037828i,-0.013711+0.0028528i,-0.083784-0.014974i,-0.12374-0.0067569i,-0.10571-0.0025824i,-0.075392-0.013409i,-0.053891-0.0043267i,-0.02574+0.024116i,-0.0015987+0.037472i,0.0046153+0.033471i,0.0013193+0.024825i,0.00086516+0.012626i
-0.27704-0.039056i,-0.51584-0.019984i,-0.5238+0.062223i,-0.27674+0.10915i,-0.084504+0.0035636i,-0.029881-0.19512i,0.0049211-0.29859i,0.037494-0.21486i,0.07077-0.095822i,0.057858-0.075512i,-0.013299-0.054049i,-0.040289+0.011753i,-0.015903+0.031507i,-0.015761+0.010774i,-0.042577+0.011974i,-0.047995+0.041659i,-0.014644+0.05645i,0.011889+0.028609i,0.0030055-0.010519i,-0.014356-0.031068i,-0.018743-0.026163i,-0.0058389-0.00056897i,0.014822+0.022225i
0.1961-0.18825i,0.38296-0.37601i,0.46482-0.45227i,0.34873-0.29851i,0.17434-0.029968i,0.026992+0.1337i,-0.11963+0.13047i,-0.20407+0.1046i,-0.16208+0.12963i,-0.053893+0.1373i,0.027606+0.1207i,0.076138+0.10739i,0.090364+0.069378i,0.048377+0.013201i,-0.0073378-0.026102i,-0.03482-0.040864i,-0.040164-0.035764i,-0.035809-0.022387i,-0.025064+0.00066874i,-0.008692+0.025563i,-0.0036966+0.032469i,-0.009186+0.030819i,-0.010195+0.03276i
-0.15937+0.016872i,-0.36275+0.074981i,-0.54807+0.17478i,-0.49898+0.20502i,-0.28928+0.1268i,-0.14306+0.077752i,-0.057095+0.12035i,0.0063919+0.11991i,0.021625+0.068261i,0.03499+0.041324i,0.063392+0.0072154i,0.070179-0.02613i,0.058622-0.029702i,0.031905-0.025648i,-0.0024734-0.024758i,-0.024741-0.022806i,-0.030634-0.015488i,-0.025652-0.011688i,-0.020865-0.017461i,-0.012942-0.021574i,0.0023521-0.020422i,0.0042444-0.018116i,-0.0032826-0.013783i
0.22211-0.093852i,0.45202-0.24894i,0.50306-0.43361i,0.32013-0.4187i,0.19594-0.23312i,0.23385-0.16612i,0.24802-0.21472i,0.18608-0.20534i,0.096173-0.12254i,0.025142-0.037005i,-0.017935+0.008339i,-0.059279+0.024837i,-0.080547+0.027834i,-0.077153+0.015257i,-0.066258-0.00058201i,-0.05639-0.013785i,-0.049519-0.020028i,-0.030994-0.01505i,-0.0053008-0.007739i,0.0060172-0.00047438i,0.0032511+0.0026745i,-0.0028482+0.0023081i,-0.0067465+0.0021657i
-0.066921+0.2529i,-0.061103+0.54254i,0.05298+0.64093i,0.14257+0.39821i,0.07612+0.11217i,-0.014194-0.0083775i,-0.040429-0.080413i,-0.04761-0.12207i,-0.045177-0.099746i,-0.046108-0.039811i,-0.024789+0.025608i,0.029498+0.04056i,0.054619+0.012537i,0.043969-0.0056517i,0.030093-0.0029948i,0.032057+0.012426i,0.04264+0.017631i,0.033614+0.0098887i,0.011168+0.0077742i,-0.0031448+0.008874i,-0.009154+0.0095044i,-0.0066947+0.013537i,0.0050726+0.015936i
-0.047518-0.077485i,-0.14986-0.1433i,-0.21636-0.12856i,-0.1329-0.032602i,0.04037-0.0030983i,0.12239-0.052848i,0.059379-0.070165i,-0.03381-0.026458i,-0.043306+0.033907i,0.009648+0.039406i,0.02835+0.0050621i,0.012323+0.012102i,0.014098+0.042009i,0.014127+0.041774i,-0.0050553+0.015684i,-0.025878-0.016216i,-0.040212-0.028514i,-0.034655-0.013298i,-0.0089034+0.0013973i,0.011493-0.0027117i,0.015218-0.0078364i,0.014947-0.0093083i,0.014315-0.018078i
-0.16903+0.012454i,-0.33306+0.10483i,-0.33954+0.2312i,-0.18786+0.23873i,-0.10879+0.14641i,-0.094085+0.11332i,0.042407+0.10488i,0.18922+0.010378i,0.16734-0.09791i,0.065597-0.11044i,0.0027245-0.067989i,-0.028829-0.034556i,-0.04049-0.013459i,-0.01801-0.0065496i,0.015654-0.013843i,0.029035-0.017215i,0.025064-0.0081148i,0.01056-0.0029279i,-0.013268-0.0052164i,-0.028452-0.00213i,-0.022111-0.0011744i,-0.012813-0.0018517i,-0.0071193+0.0057371i
0.07906-0.22518i,0.092025-0.50992i,-0.0030773-0.65409i,-0.12265-0.48243i,-0.12415-0.20491i,-0.055227-0.052031i,-0.01945-0.027676i,-0.025873-0.03414i,-0.02708+0.0075557i,0.020259+0.049473i,0.059163+0.025309i,0.037893-0.0041182i,0.011782-0.00043733i,0.0013075+0.003134i,-0.0088852+0.0048374i,-0.010569+0.0075988i,-0.0091236-0.00061633i,-0.0099144-0.0079403i,0.00062802-0.002948i,0.016223+0.0039667i,0.015837+0.007784i,0.0057226+0.012455i,0.0012354+0.017143i
0.11077+0.14448i,0.28327+0.32513i,0.40878+0.45306i,0.36376+0.35692i,0.18919+0.13015i,0.0020316+0.011552i,-0.10335+0.045049i,-0.097461+0.10862i,-0.036281+0.1065i,-0.01352+0.057884i,-0.034235+0.029094i,-0.041287+0.018265i,-0.032728+0.0059829i,-0.023326+0.0014548i,-0.0097966+0.0019469i,0.0052247+0.0012485i,0.014353-0.0011521i,0.012377-0.0076169i,-0.0014155-0.017911i,-0.016598-0.023944i,-0.020572-0.024385i,-0.017608-0.022409i,-0.01654-0.016413i
0.050112+0.0025762i,0.076271-0.057403i,0.023252-0.18029i,-0.034795-0.24356i,-0.019485-0.21668i,0.0041319-0.19104i,0.018627-0.1454i,0.038057-0.091602i,0.014411-0.055463i,-0.01185-0.0011822i,0.013892+0.03647i,0.029521+0.037628i,0.013605+0.036771i,-0.0020881+0.030424i,-0.015966+0.016578i,-0.023057+0.0079057i,-0.019982+0.0061618i,-0.012715+0.0098511i,-0.0034106+0.019298i,0.0035207+0.026465i,0.0014844+0.022018i,-0.0057358+0.012029i,-0.0077439+0.0056668i
-0.04037+0.10572i,-0.01528+0.21816i,0.079635+0.203i,0.13051+0.10056i,0.13422+0.1012i,0.18013+0.13357i,0.18711+0.066198i,0.12029-0.0060918i,0.051161-0.020129i,0.01198-0.017531i,0.0012832-0.033075i,-0.011909-0.069653i,-0.034792-0.078355i,-0.033042-0.053197i,-0.0085082-0.030823i,0.01663-0.017665i,0.029861-0.014183i,0.025818-0.016785i,0.016237-0.016916i,0.010477-0.012543i,0.010046-0.0042459i,0.013562-0.00055428i,0.017404-0.0067875i
-0.097161-0.082255i,-0.24145-0.11742i,-0.29215-0.067764i,-0.15991+0.0061107i,-0.0030422-0.03457i,0.026533-0.11469i,-0.032557-0.089446i,-0.053487+0.0031319i,-0.004256+0.03743i,0.023108+0.010517i,0.0062206+0.010923i,0.014157+0.033206i,0.038534+0.024671i,0.030265+0.0046263i,-0.0061647-0.0011693i,-0.038009+0.0023655i,-0.044088+0.006585i,-0.030859+0.0075582i,-0.017288+0.003568i,-0.014205-0.0061942i,-0.015943-0.013042i,-0.014161-0.011647i,-0.013421-0.0079264i
-0.05362-0.032719i,-0.0972-0.0057154i,-0.06596+0.083972i,0.00048829+0.12829i,-0.020484+0.10068i,-0.094742+0.086115i,-0.085926+0.079783i,-0.02066+0.028957i,0.0088036-0.011947i,0.017358-0.0025385i,0.044935+0.013782i,0.071628+0.0062549i,0.06133-0.010691i,0.033677-0.013753i,0.023175-0.008565i,0.025724-0.0027473i,0.026931+0.0016221i,0.021009-0.0042779i,0.00794-0.0094111i,-0.0016382-0.0054685i,-0.0049209-0.00016914i,-0.0017051+0.0067988i,0.012992+0.010778i
0.037942-0.091431i,-0.028-0.2222i,-0.19754-0.23075i,-0.25816-0.076929i,-0.11278+0.038779i,0.037477+0.030092i,0.076385+0.015784i,0.068379+0.035635i,0.046316+0.056174i,0.037657+0.064371i,0.026842+0.038595i,-0.019321+0.017788i,-0.053366+0.030139i,-0.050334+0.032106i,-0.03407+0.0092198i,-0.022564-0.014871i,-0.023146-0.018746i,-0.022251-0.0006351i,-0.009043+0.012126i,0.0042741+0.0073519i,0.0099508+0.00047702i,0.011187-0.0043254i,0.010175-0.010697i
0.14371+0.079824i,0.40522+0.10469i,0.59554+0.029094i,0.5058-0.083408i,0.26849-0.11311i,0.11417-0.075459i,0.057095-0.041055i,0.033993-0.0012947i,0.028913+0.03303i,0.01091+0.049528i,-0.0033306+0.062969i,0.011351+0.049262i,0.028638+0.0098926i,0.034893-0.011807i,0.032812-0.0032014i,0.027043+0.010872i,0.023912+0.0069257i,0.016508-0.010096i,0.0031866-0.017198i,-0.0050749-0.012349i,-0.0069134-0.0097572i,-0.01065-0.0079644i,-0.014982+0.0019614i
-0.0087896+0.11338i,-0.007852+0.21953i,-0.01017+0.19705i,-0.056239+0.05177i,-0.13397-0.0017185i,-0.16665+0.039231i,-0.16792+0.038864i,-0.18225+0.013199i,-0.18233+0.0062142i,-0.14139-0.0033742i,-0.081391-0.019429i,-0.039017-0.029702i,-0.024318-0.021565i,-0.019005-0.0051459i,-0.018519-0.0037791i,-0.020869-0.0078422i,-0.016338-0.0032492i,-0.0051973+0.0046275i,0.0050111+0.0087553i,0.0096992+0.0092278i,0.0084895+0.0092781i,0.0063373+0.0089916i,0.0066967+0.0043194i
-0.12999+0.0087097i,-0.25819+0.086667i,-0.27574+0.20668i,-0.1405+0.27638i,0.030066+0.22791i,0.13206+0.10337i,0.12307-0.015198i,0.045896-0.050867i,-0.00011295-0.022544i,-0.013896-0.0070482i,-0.03818+0.0009363i,-0.044498+0.022657i,-0.027698+0.027014i,-0.021641+0.013176i,-0.021265+0.0024197i,-0.012922-0.0025702i,-0.0026751-0.0061957i,0.0015192-0.011826i,-0.0044622-0.014737i,-0.011231-0.010933i,-0.0065021-0.0070874i,0.0018294-0.0078324i,0.0055675-0.0091596i
-0.051013-0.11559i,-0.17645-0.22816i,-0.28109-0.2464i,-0.24744-0.14303i,-0.14672-0.070323i,-0.11463-0.076541i,-0.092764-0.055528i,-0.019747-0.035527i,0.030656-0.062217i,0.040383-0.076805i,0.047993-0.059704i,0.045126-0.038877i,0.023306-0.026158i,-4.3223e-05-0.016484i,-0.0053356-0.006779i,0.0015528-0.00055084i,0.0023452+0.0081071i,-0.0022525+0.021344i,-0.001389+0.030056i,0.0049986+0.027049i,0.0035363+0.017575i,-0.0016694+0.014319i,0.0041666+0.017015i
0.075758-0.086861i,0.15041-0.21043i,0.1788-0.24499i,0.11081-0.14124i,0.012538+0.0019874i,-0.014438+0.10202i,0.0020277+0.12205i,0.001489+0.093229i,-0.016089+0.066827i,-0.032924+0.057629i,-0.036166+0.051038i,-0.020425+0.027669i,-0.0010292-0.010379i,0.0049144-0.036364i,0.0001461-0.031658i,-3.7309e-06-0.012356i,0.0060166-0.0070656i,0.010582-0.018697i,0.011232-0.030518i,0.0064033-0.0305i,0.0012564-0.020045i,0.00019982-0.010195i,-0.00034572-0.0054875i
0.10102+0.11468i,0.21033+0.21104i,0.25853+0.2584i,0.23714+0.16265i,0.1787-0.025408i,0.091882-0.13068i,0.043131-0.1018i,0.046114-0.048291i,0.051276-0.025558i,0.046173-0.010799i,0.038343+0.0022266i,0.032257+0.020581i,0.032199+0.040946i,0.026869+0.043623i,0.010775+0.022847i,-0.01073-0.0012735i,-0.024214-0.0017088i,-0.024287+0.013242i,-0.020103+0.022837i,-0.013017+0.023787i,-0.0049252+0.015766i,-0.0060202+0.0075061i,-0.012528+0.0050209i
-0.027675+0.038812i,-0.0010926+0.042444i,0.018803-0.068489i,-0.026654-0.19537i,-0.081556-0.18366i,-0.061734-0.10905i,-0.0094218-0.094568i,0.012006-0.11145i,0.0013592-0.10405i,-0.018649-0.077214i,-0.027644-0.050044i,-0.031921-0.036791i,-0.037386-0.031901i,-0.028355-0.024583i,-0.0072872-0.012913i,0.010798-0.0042516i,0.016192-0.0051936i,0.013518-0.010855i,0.012983-0.015697i,0.0087927-0.015793i,0.0024731-0.010062i,0.0040848-0.0022718i,0.010558+0.0031386i
