-0.0014418+0.00021747i,-0.00099048+0.00055i,-0.0010592-3.5732e-05i,-0.00057592-0.0008784i,-0.00091047-0.00037897i,-0.00068737+0.00035224i,4.7578e-05+0.00025391i,-0.0001045-0.00029737i,-0.00040773-7.7299e-05i,-0.00033818+0.00053286i,0.0001372+0.00013787i,0.00019393-0.00048316i,6.5876e-05-0.00097549i,0.00013025-0.0011555i,5.7711e-05-0.00042275i,2.258e-05+0.00044417i,0.0001173+6.7538e-05i,-4.7525e-05-0.00060463i,0.00035133-7.5051e-05i,0.000539+0.00028854i,0.00045678+0.00024426i,0.00029123-0.00034472i,-0.00034785-0.00049679i
-0.065565+0.021309i,-0.11604+0.068616i,-0.068109+0.12821i,0.11725+0.12466i,0.25155+0.04235i,0.19536-0.016209i,0.083672+0.0081653i,0.048654+0.015595i,0.032899-0.02207i,0.0099034-0.033952i,0.005335-0.021111i,0.0036723-0.004442i,0.0036292+0.0102i,0.010664+0.017871i,0.020753+0.026351i,0.030359+0.032725i,0.02941+0.024357i,0.019975+0.0055359i,0.0098237-0.0056937i,0.0054062-0.0024276i,0.0097514+0.002508i,0.011048+0.0012308i,0.0031537-0.0012085i
0.039211-0.049196i,0.072535-0.13353i,0.058515-0.20044i,-0.053129-0.14687i,-0.16966-0.014385i,-0.18395+0.023293i,-0.1515-0.032508i,-0.11925-0.032124i,-0.074443+0.014904i,-0.040746+0.023881i,-0.026949+0.0072066i,-0.011771-0.003988i,0.0088441-0.011368i,0.026578-0.027166i,0.030056-0.046752i,0.022352-0.053329i,0.011856-0.042335i,-0.00082568-0.022846i,-0.0077318-0.0067838i,-0.0036995+7.4065e-05i,0.0022653+0.0025585i,0.0028501+0.0053291i,0.0021708+0.009168i
0.028136+0.047822i,0.039443+0.093726i,0.021141+0.10911i,-0.013635+0.037829i,-0.0027034-0.0558i,0.079278-0.056357i,0.15-0.017685i,0.13208-0.025613i,0.069641-0.042297i,0.034203-0.027038i,0.024707-0.0036658i,0.011253+0.0062994i,-0.014684+0.011676i,-0.042021+0.02836i,-0.053123+0.043402i,-0.050522+0.038022i,-0.040162+0.020048i,-0.021546+0.0063733i,-0.0095277+0.0012144i,-0.012813-0.00057711i,-0.018563+0.00029959i,-0.014063-9.1162e-05i,-0.0060219-0.0073794i
-0.03074+0.013169i,-0.043817+0.044281i,0.018206+0.10335i,0.1811+0.14173i,0.2768+0.10489i,0.17142+0.060649i,0.037056+0.072216i,0.011442+0.076866i,0.024896+0.048071i,0.019316+0.025312i,0.0089809+0.017118i,0.0060654+0.018321i,0.013122+0.018552i,0.022867+0.0082255i,0.027129+0.0032122i,0.029472+0.010732i,0.031687+0.015477i,0.03088+0.0077273i,0.026925-0.0028985i,0.020684-0.0046428i,0.01278-0.00060421i,0.0035382+0.0027513i,-0.0048613+0.0059809i
0.0024704-0.064289i,-0.026856-0.15114i,-0.14757-0.2341i,-0.34297-0.18144i,-0.41438-0.0063751i,-0.28374+0.066022i,-0.14862+0.0074035i,-0.10057-0.0043074i,-0.061732+0.042864i,-0.023661+0.047976i,-0.012812+0.020474i,-0.0057138-0.001611i,0.0085718-0.017752i,0.021305-0.033012i,0.021195-0.046195i,0.0098997-0.046073i,0.00018614-0.027745i,-0.0066797-0.002442i,-0.0073255+0.012615i,-0.00036877+0.0091981i,0.0049604-0.0010718i,0.006801-0.0030042i,0.011213+0.0013296i
0.034348+0.038359i,0.10181+0.11075i,0.23045+0.15651i,0.34637+0.063856i,0.33346-0.0953i,0.23014-0.1247i,0.14738-0.050032i,0.093189-0.03263i,0.032975-0.061177i,-0.0017195-0.051355i,0.0052633-0.022409i,0.008522-0.010426i,-0.010313-0.00037308i,-0.03117+0.02181i,-0.039565+0.039629i,-0.040057+0.038395i,-0.035472+0.025522i,-0.021578+0.011958i,-0.0091011+0.0029226i,-0.0085403-0.0012427i,-0.011489-0.0023293i,-0.0068541-0.0030372i,0.00027261-0.006837i
-0.041838+0.013391i,-0.094177+0.017775i,-0.13149+0.039122i,-0.10904+0.088763i,-0.077865+0.12422i,-0.10046+0.097519i,-0.12245+0.047884i,-0.092025+0.031507i,-0.043888+0.032001i,-0.019734+0.024315i,-0.014116+0.013875i,-0.0076274+0.011119i,0.0068612+0.010739i,0.024942+0.0010423i,0.038397-0.010201i,0.04014-0.013005i,0.02854-0.013383i,0.011082-0.015536i,-0.00072045-0.014417i,-1.6427e-05-0.0053874i,0.0076518+0.0031471i,0.0080189+0.0054733i,-0.00072703+0.0092314i
-0.002985-0.041034i,-0.032349-0.11203i,-0.13783-0.17017i,-0.27087-0.14273i,-0.26671-0.07056i,-0.11502-0.043907i,0.005004-0.066258i,0.016014-0.063618i,-0.00034773-0.031074i,-0.0030317-0.014247i,-0.0059976-0.0085906i,-0.0046901-0.0043885i,-0.00046167-0.00751i,0.001025-0.010571i,0.0051795-0.010626i,0.0088202-0.013058i,0.0072764-0.012659i,0.00056969-0.0035741i,-0.0058475+0.007444i,-0.0052695+0.0086734i,-0.0019197+0.004199i,-0.00030853+0.0031612i,0.0037217+0.0027061i
0.050986+0.029939i,0.15961+0.08199i,0.34431+0.1053i,0.49104+0.023351i,0.44747-0.093621i,0.25419-0.097734i,0.11295-0.012046i,0.069259+0.012022i,0.035774-0.021252i,0.0048227-0.025049i,-0.0015957-0.0083038i,-0.003359+0.00032441i,-0.0161+0.0083333i,-0.032348+0.022778i,-0.040428+0.036498i,-0.035804+0.038559i,-0.020179+0.026786i,0.00033552+0.0089073i,0.011676-0.0047977i,0.0052092-0.0083786i,-0.0054156-0.0050021i,-0.0090355-0.0037605i,-0.012005-0.0059592i
-0.048934+0.016221i,-0.15801+0.034992i,-0.30765+0.065385i,-0.40402+0.13148i,-0.37049+0.20339i,-0.23798+0.18391i,-0.13716+0.10342i,-0.087218+0.075461i,-0.036412+0.087772i,-0.0025145+0.071244i,-0.0026707+0.036131i,-0.0082769+0.016049i,0.0040113+0.0065818i,0.024978-0.0094936i,0.032157-0.024968i,0.026687-0.023372i,0.017383-0.011989i,0.0075202-0.0035969i,0.0022302+0.00064885i,0.0036065+0.0032016i,0.008424+0.0045482i,0.0088231+0.0020047i,0.0035008+0.00040644i
0.0053824-0.033287i,0.021385-0.083583i,0.045159-0.13216i,0.070736-0.15636i,0.10308-0.16182i,0.12805-0.1346i,0.11581-0.095865i,0.065391-0.072163i,0.016125-0.053813i,0.002299-0.035887i,0.014141-0.02135i,0.024563-0.014651i,0.020262-0.016055i,0.0067104-0.015054i,-0.0022045-0.0087069i,-0.004079-0.0039485i,-0.0050181+0.0042357i,-0.0066845+0.015296i,-0.0042599+0.019876i,0.00084283+0.014516i,0.001969+0.0064966i,0.0030403+0.0040636i,0.0076876+0.00063263i
0.043031+0.013834i,0.13301+0.03297i,0.24654+0.040057i,0.29825+0.016689i,0.21842-0.0035736i,0.05853+0.0082466i,-0.030295+0.028123i,-0.022296+0.019339i,-0.003788-0.0043925i,-0.0058353-0.006029i,-0.0074961+0.0020977i,-0.007217+0.0054938i,-0.010843+0.012218i,-0.014392+0.019075i,-0.018308+0.017554i,-0.023981+0.010529i,-0.023891+0.0015089i,-0.016347-0.0070339i,-0.008852-0.01136i,-0.0069448-0.009738i,-0.0086982-0.0056769i,-0.008274-0.002024i,-0.0068971+0.00088193i
-0.046373+0.018962i,-0.15692+0.055619i,-0.33151+0.11549i,-0.43965+0.18289i,-0.35836+0.19787i,-0.16889+0.1312i,-0.044793+0.046585i,-0.012643+0.016058i,-0.0044058+0.02842i,0.0011173+0.031512i,-0.0052485+0.022216i,-0.010942+0.017848i,0.00082015+0.014817i,0.021868+0.0030769i,0.033687-0.0109i,0.031701-0.016627i,0.01948-0.015544i,0.0025778-0.011311i,-0.0089695-0.0063762i,-0.010386-0.0013451i,-0.0040935+0.002448i,0.0024281+0.0036671i,0.0068051+0.0052069i
0.0088078-0.037325i,0.056422-0.099054i,0.17977-0.17822i,0.30079-0.24313i,0.29383-0.2431i,0.19541-0.17026i,0.112-0.086014i,0.059434-0.050606i,0.017734-0.048465i,0.0023335-0.039824i,0.012158-0.026547i,0.020613-0.021803i,0.0083948-0.021798i,-0.012435-0.010347i,-0.0181+0.0070224i,-0.0076124+0.013837i,0.0060572+0.011824i,0.014981+0.0073475i,0.018214+0.0034007i,0.016207-0.0017426i,0.0080787-0.0070077i,-7.5995e-06-0.006199i,-0.0020259-0.002754i
0.023886+0.012637i,0.049417+0.03685i,0.043743+0.070739i,-0.029752+0.10452i,-0.12291+0.12771i,-0.15841+0.11965i,-0.13463+0.087354i,-0.082592+0.070198i,-0.031689+0.061129i,-0.015491+0.044208i,-0.022469+0.027747i,-0.024142+0.016016i,-0.01757+0.01328i,-0.0091284+0.012971i,-0.0072532+0.0063489i,-0.013625-0.0012856i,-0.015796-0.0049807i,-0.0086604-0.006718i,-0.0013177-0.0084205i,0.0015205-0.007977i,0.0025296-0.0051657i,0.0019195-0.0046379i,-0.001152-0.0042196i
-0.030251+0.031165i,-0.089824+0.07539i,-0.17541+0.12337i,-0.19047+0.12553i,-0.08736+0.057072i,0.019945-0.015815i,0.04837-0.032152i,0.021804-0.01943i,-0.010281-0.0052202i,-0.015621+0.0049429i,-0.0065775+0.010844i,-0.00022019+0.015187i,0.0086896+0.010489i,0.015986-0.0025989i,0.020333-0.0091024i,0.022818-0.0046215i,0.016389+0.0025064i,0.0047865+0.0073818i,-0.0042137+0.012698i,-0.0054101+0.018468i,-0.0001403+0.01981i,0.0051742+0.012398i,0.0087233+0.0018774i
0.0087461-0.036099i,0.057476-0.11323i,0.15307-0.22032i,0.22805-0.27016i,0.19628-0.20677i,0.093876-0.10265i,0.021714-0.043988i,0.00010785-0.032248i,-0.00066897-0.036944i,0.0050108-0.04098i,0.012846-0.040633i,0.016308-0.036496i,0.0050025-0.02813i,-0.012502-0.013082i,-0.018438+0.0017851i,-0.012317+0.007534i,-0.003698+0.0075319i,0.000835+0.0065972i,0.003813+0.0054277i,0.0060393+0.0030433i,0.0031453+0.0010459i,-0.0029935+0.0014824i,-0.0071872+0.0025476i
0.019489+0.014149i,0.0087652+0.056833i,-0.051936+0.13476i,-0.15461+0.20195i,-0.20388+0.1985i,-0.14539+0.12944i,-0.065077+0.054423i,-0.017677+0.025046i,0.0089069+0.030915i,0.006738+0.033258i,-0.015465+0.026117i,-0.027698+0.020669i,-0.015816+0.020121i,0.0069223+0.012736i,0.011315-0.0032356i,-0.0051604-0.013069i,-0.019638-0.013406i,-0.023313-0.009884i,-0.022821-0.0076435i,-0.021035-0.0061484i,-0.014062-0.0017751i,-0.0052212+0.0021005i,-0.0005694+0.0038635i
-0.011809+0.014029i,-0.031514+0.033291i,-0.0066448+0.04205i,0.089256-0.010839i,0.16984-0.096572i,0.16322-0.11473i,0.11419-0.06896i,0.060848-0.041754i,0.011205-0.034965i,0.00044642-0.01517i,0.019396+0.0039722i,0.027324+0.011688i,0.021234+0.0099256i,0.013144+0.0061076i,0.011302+0.0071142i,0.016009+0.0096522i,0.017933+0.008843i,0.015401+0.0040578i,0.0094149+0.0014415i,0.0031758+0.0016127i,5.1628e-05+0.0018815i,0.00091008+0.0023139i,0.0029729+0.0017483i
-0.0042763-0.028272i,0.0078914-0.091076i,0.0078366-0.16828i,-0.029021-0.15453i,-0.068409-0.030197i,-0.080733+0.062419i,-0.072307+0.061406i,-0.047947+0.0415i,-0.012761+0.028926i,0.0052433+0.0084567i,0.0051061-0.0078115i,0.0048314-0.016359i,-0.0031258-0.015892i,-0.015139-0.003663i,-0.01692+0.0056942i,-0.010415+0.0037695i,-0.0023763-0.0027825i,0.0045331-0.0070953i,0.013076-0.00878i,0.021327-0.012843i,0.018183-0.016738i,0.0052764-0.013185i,-0.0054145-0.0038895i
0.011844+0.01893i,0.021444+0.080366i,0.0064267+0.16671i,-0.033298+0.19631i,-0.047693+0.12317i,-0.019781+0.026971i,0.010436-0.01181i,0.016789-0.010216i,-6.9685e-05+0.0050518i,-0.023828+0.025421i,-0.037123+0.03688i,-0.034841+0.034725i,-0.014832+0.023523i,0.0068738+0.0044787i,0.010549-0.012011i,0.00037678-0.01498i,-0.0077438-0.0080091i,-0.0085407-0.0014238i,-0.010285+0.0011034i,-0.013451+0.0041944i,-0.0084073+0.0064621i,0.001347+0.0040155i,0.0083836-0.0019666i
-0.0075488+0.00051287i,-0.015091-0.016671i,0.020343-0.057269i,0.10933-0.11651i,0.15321-0.14126i,0.10216-0.093882i,0.036801-0.031902i,0.0012046-0.019158i,-0.015736-0.034244i,-0.0033439-0.036737i,0.023099-0.030771i,0.031359-0.023487i,0.019382-0.014937i,0.0016478-0.0032871i,-0.0027854+0.010921i,0.0075734+0.018746i,0.015305+0.017561i,0.015995+0.013236i,0.011714+0.010562i,0.0060488+0.0108i,0.0014574+0.010561i,-0.00087255+0.0073471i,-0.00022463+0.0021118i
-0.0026692-0.014776i,-0.024275-0.051771i,-0.089186-0.07306i,-0.19051-0.0037321i,-0.229+0.11764i,-0.15773+0.14927i,-0.080026+0.091511i,-0.033494+0.061726i,0.01152+0.05356i,0.024223+0.02001i,0.0037099-0.011122i,-0.0096492-0.020852i,-0.010324-0.015585i,-0.0054125-0.0054975i,-0.0037326-0.003318i,-0.0094762-0.0072497i,-0.014842-0.0079328i,-0.015982-0.0042527i,-0.011972-0.0009546i,-0.0037265-0.0024468i,0.0016823-0.0054292i,-0.00026588-0.0045169i,-0.0049679-0.0005234i
0.014528+0.019361i,0.05388+0.069423i,0.12863+0.12361i,0.19821+0.078253i,0.19414-0.064154i,0.12916-0.13996i,0.083605-0.10496i,0.055705-0.060812i,0.0099998-0.024984i,-0.02124+0.017586i,-0.023126+0.041942i,-0.01687+0.043542i,-0.0063399+0.02877i,0.0043596+0.0050572i,0.0061668-0.012084i,-0.00020672-0.014667i,-0.0070425-0.007913i,-0.0099754-0.0016791i,-0.013822+0.0021108i,-0.01773+0.0062575i,-0.012612+0.0092232i,-0.002238+0.0074401i,0.0048724+0.0021359i
-0.015887-0.0053954i,-0.045955-0.028944i,-0.084565-0.069986i,-0.086736-0.076965i,-0.052371-0.018532i,-0.0446+0.038565i,-0.061946+0.047446i,-0.063473+0.026949i,-0.040121+0.0017657i,-0.0062135-0.015449i,0.018513-0.019576i,0.024058-0.014405i,0.01296-0.0059816i,-0.00017755+0.0064354i,-0.0016983+0.019746i,0.0067958+0.021836i,0.013074+0.011504i,0.014864+0.00076645i,0.016705-0.0021599i,0.018006-0.0012335i,0.01302-0.0016195i,0.003442+0.00029836i,-0.0035203+0.0033721i
0.0031902-0.0066263i,0.00087719-0.016696i,-0.042901-0.011129i,-0.12586+0.046101i,-0.15052+0.11025i,-0.069209+0.095789i,0.0027038+0.036544i,0.015935+0.021946i,0.018019+0.029016i,0.0024808+0.017104i,-0.024264+0.0039567i,-0.028514-0.00019i,-0.013401-0.00054459i,0.002205-0.0038031i,0.0058113-0.011227i,-0.0013708-0.014991i,-0.0072506-0.01284i,-0.0092596-0.010008i,-0.0066664-0.0099427i,-0.0012999-0.010906i,0.0022729-0.0086388i,0.0029393-0.0048991i,0.0012751-4.198e-05i
0.013493+0.0091776i,0.058358+0.034216i,0.1739+0.043606i,0.29945-0.046146i,0.29141-0.18626i,0.16633-0.2122i,0.080247-0.1425i,0.045824-0.099842i,0.0023374-0.071544i,-0.01683-0.022185i,-0.0025077+0.011284i,0.008412+0.018172i,0.0095907+0.013242i,0.0046241+0.0037719i,-0.0002437-0.0032993i,-1.6255e-05-0.0040504i,0.0035902+0.00071736i,0.0063699+0.0045648i,0.001546+0.0052941i,-0.007872+0.0053756i,-0.011244+0.0052249i,-0.0057985+0.0036523i,0.0021515-0.00069863i
-0.019118-0.007742i,-0.084771-0.02801i,-0.20531-0.025271i,-0.29404+0.057067i,-0.25963+0.17228i,-0.16507+0.19977i,-0.10966+0.14299i,-0.071658+0.084469i,-0.015588+0.0375i,0.02681-0.0061032i,0.037293-0.027679i,0.028423-0.027821i,0.012417-0.014921i,0.0021393+0.0071547i,0.0017049+0.022002i,0.0045336+0.021266i,0.0053619+0.012489i,0.0057308+0.0058161i,0.009555+0.003227i,0.013078-0.000253i,0.01027-0.0042022i,0.0033802-0.0037734i,-0.0025158+0.0001791i
0.011923+0.0025477i,0.05166+5.2945e-06i,0.098127-0.016067i,0.10289-0.038044i,0.082359-0.051098i,0.089067-0.049315i,0.1005-0.03094i,0.079455+0.00037122i,0.040241+0.028943i,0.00060539+0.037094i,-0.025098+0.031483i,-0.02704+0.020429i,-0.015033+0.0058678i,-0.0045871-0.0076894i,-0.0021769-0.016539i,-0.006091-0.016908i,-0.010573-0.010751i,-0.014528-0.0050341i,-0.017173-0.0025119i,-0.014885-0.00097612i,-0.0069068-0.0001947i,0.00060005-0.0018614i,0.002392-0.002994i
0.00054328+0.0065572i,0.020467+0.028036i,0.089658+0.032191i,0.17427-0.03224i,0.16554-0.11625i,0.060463-0.12394i,-0.0069862-0.080209i,-0.017099-0.058953i,-0.028946-0.04501i,-0.026558-0.014753i,-0.0079446+0.0058949i,0.00039888+0.011041i,-0.0017135+0.0075274i,-0.0075462+0.00099801i,-0.0090558-0.00087341i,-0.0039903+0.0011279i,0.0021535+0.0019066i,0.0056029+0.0024616i,0.0037383+0.0051387i,-0.00051696+0.0080939i,-0.0020716+0.0088215i,-0.00034528+0.0066592i,0.0017093+0.0016883i
-0.012441-0.0075125i,-0.081922-0.021039i,-0.22983+0.0075587i,-0.35923+0.13026i,-0.32779+0.25515i,-0.1893+0.24698i,-0.10892+0.15809i,-0.074996+0.099933i,-0.024045+0.054236i,0.0078192+0.001433i,0.007395-0.023588i,0.00095176-0.020285i,0.0022897-0.0073649i,0.010095+0.0057247i,0.012277+0.012597i,0.007104+0.012901i,0.00078998+0.007948i,-0.00024513+0.0022033i,0.0065276-0.0011743i,0.013134-0.0027574i,0.01114-0.0011954i,0.0046145+0.0025625i,-0.00010348+0.0074457i
0.024442+0.00077638i,0.095471-0.014739i,0.22269-0.072752i,0.30933-0.17982i,0.26975-0.25195i,0.18375-0.21168i,0.13707-0.12442i,0.092374-0.065413i,0.030517-0.020138i,-0.010159+0.015469i,-0.018753+0.026275i,-0.011969+0.021074i,-0.0027158+0.0096526i,0.0012683-0.0042779i,-0.00047944-0.015692i,-0.0023749-0.018514i,-0.0031478-0.012589i,-0.0048809-0.0069396i,-0.010037-0.0055459i,-0.013389-0.0037363i,-0.01121-0.00014393i,-0.0072668+0.00021124i,-0.0034555+2.4732e-05i
-0.016041+0.010046i,-0.04544+0.042841i,-0.069462+0.095347i,-0.060473+0.1166i,-0.051756+0.079906i,-0.075223+0.028144i,-0.081378-0.0075088i,-0.055118-0.033032i,-0.027899-0.037592i,-0.0025546-0.022026i,0.017391-0.0087913i,0.017937-0.0025647i,0.0054172+0.0020411i,-0.0053588+0.0060691i,-0.0066981+0.0070989i,-0.0016859+0.0048458i,0.0027724+0.0022514i,0.0063578+0.0023303i,0.0088291+0.0053556i,0.007185+0.0060026i,0.0030475+0.0015202i,-0.00063655-0.0011005i,-0.0012305-0.0019329i
-0.0046738-0.01668i,-0.04585-0.038072i,-0.14834-0.036861i,-0.24297+0.047099i,-0.20698+0.15253i,-0.08604+0.16222i,-0.027101+0.11472i,-0.018374+0.085309i,-9.3872e-05+0.052202i,0.0060977+0.014011i,-0.002001-0.0011755i,-0.0025686-0.0025196i,0.0041443-0.0025095i,0.01235+0.00044275i,0.013838+0.0061713i,0.0074097+0.011109i,0.0012747+0.009561i,-0.00087685+0.0031038i,0.0011738-0.00053496i,0.0040414-0.0013714i,0.004948-0.0026128i,0.004068-0.003057i,0.0021299-0.00027255i
0.027092+0.0030971i,0.11178-0.011594i,0.26677-0.090043i,0.3771-0.23355i,0.32544-0.3135i,0.19688-0.24803i,0.12748-0.14112i,0.084946-0.077132i,0.024127-0.030809i,-0.013264+0.0064373i,-0.017905+0.015053i,-0.0089648+0.0092876i,-0.00095876+0.0022551i,-0.0031086-0.0065327i,-0.004883-0.013625i,-0.0022409-0.01435i,-0.00083526-0.0091204i,-0.0037383-0.0038628i,-0.0099917-0.0011369i,-0.013121+0.0012125i,-0.0095777+0.0014327i,-0.0028783-0.0014491i,0.00054644-0.0043903i
-0.024284+0.014875i,-0.091384+0.065821i,-0.19083+0.17631i,-0.24333+0.28443i,-0.21276+0.27906i,-0.15954+0.17114i,-0.12457+0.070415i,-0.082515+0.018478i,-0.03056-0.0077584i,0.0036097-0.023473i,0.012246-0.024969i,0.00541-0.014538i,-0.0023546-0.0012825i,-0.003508+0.0075154i,-0.0026771+0.0094863i,-0.0027701+0.0072885i,-0.0028964+0.0046081i,0.00081088+0.0052882i,0.0075961+0.0072786i,0.010724+0.0057063i,0.0097048+0.0021731i,0.0081137+0.00022556i,0.006389-0.00070656i
0.0023011-0.023273i,-0.0016295-0.077048i,-0.025633-0.13872i,-0.050579-0.13888i,-0.030212-0.06501i,0.021307+0.010176i,0.033884+0.044934i,0.013399+0.052895i,0.0051625+0.041218i,0.0037567+0.023434i,0.00015138+0.015678i,-0.00052957+0.011023i,0.0036144+0.0050838i,0.0098905+0.0028807i,0.011044+0.0055404i,0.0054814+0.0090473i,-0.0003807+0.00698i,-0.0029489-0.00066455i,-0.0036808-0.0073064i,-0.0037433-0.006064i,-0.0033993-0.00044912i,-0.0024957+0.002941i,-0.0012466+0.0052977i
0.021894+0.010532i,0.093168+0.019354i,0.21708-0.017126i,0.29595-0.11914i,0.23774-0.19053i,0.12618-0.16463i,0.077838-0.11099i,0.053069-0.075091i,0.012437-0.032411i,-0.0083336+0.0054532i,-0.0066409+0.012748i,-0.0022013+0.0059448i,-0.0029969+0.0005789i,-0.0084408-0.0046432i,-0.0083982-0.01096i,-0.0023448-0.015161i,0.0014901-0.01306i,0.00049074-0.0079963i,-0.0044138-0.0028262i,-0.0074394+0.001372i,-0.0057154+0.003973i,-0.0036581+0.0049982i,-0.0033785+0.0019832i
-0.026359+0.013086i,-0.10917+0.067786i,-0.24094+0.1896i,-0.31861+0.32611i,-0.2655+0.33837i,-0.16949+0.21106i,-0.11836+0.090413i,-0.074037+0.035964i,-0.023659+0.0030176i,0.00012627-0.016088i,0.0025439-0.012189i,-0.00099698-0.00229i,-0.0038789+0.0035165i,-0.0036171+0.0063754i,-0.0035487+0.0084728i,-0.0050722+0.0093179i,-0.003557+0.0079767i,0.002791+0.0078411i,0.011016+0.0081766i,0.01536+0.0043534i,0.013222-0.001137i,0.0081592-0.0037419i,0.0049448-0.0023286i
0.012714-0.02874i,0.042009-0.11128i,0.085234-0.24207i,0.10956-0.32557i,0.10331-0.2681i,0.087051-0.1218i,0.06657-0.012408i,0.036559+0.022873i,0.0080522+0.023078i,-0.0060812+0.020109i,-0.0062876+0.017621i,0.0012429+0.010249i,0.0081412+0.0011649i,0.010572-0.0026574i,0.010137-0.00036299i,0.0076943+0.00481i,0.0030777+0.0068959i,-0.0013637+0.0026241i,-0.0050564-0.0017135i,-0.008014-0.0014276i,-0.0093952+0.0025772i,-0.0083844+0.0044205i,-0.0061645+0.0043964i
0.017537+0.022742i,0.059027+0.066166i,0.12845+0.1097i,0.1649+0.091081i,0.11571+0.01625i,0.04604-0.037301i,0.028636-0.054991i,0.025577-0.051711i,0.010442-0.027427i,0.0018471-0.0099819i,-0.0010909-0.011556i,-0.0030973-0.012904i,-0.0045043-0.0080191i,-0.0066261-0.0057716i,-0.0059359-0.010183i,-0.0033121-0.014979i,-0.0020536-0.01185i,-0.0021807-0.0029268i,-0.0040774+0.0046332i,-0.0033092+0.0055996i,0.0010012+0.0028915i,0.0042007+0.00031166i,0.0036901-0.0032927i
-0.031545+0.0047436i,-0.10969+0.035366i,-0.23142+0.11822i,-0.29088+0.22204i,-0.22484+0.23803i,-0.1294+0.15034i,-0.089487+0.072477i,-0.061956+0.04036i,-0.022936+0.01238i,-0.0018816-0.0063766i,0.0024104-0.0032514i,-0.00043587+0.004514i,-0.0031361+0.0078672i,-0.0012318+0.0084029i,-0.0011828+0.0095413i,-0.0040468+0.011608i,-0.0054368+0.0090486i,-0.0029301+0.0046131i,0.0019717+0.0020511i,0.0052538-0.00063159i,0.0051404-0.0047597i,0.0036043-0.0075181i,0.0041017-0.004945i
0.018621-0.031421i,0.067994-0.11799i,0.14315-0.27338i,0.18083-0.38943i,0.14967-0.32811i,0.098608-0.15524i,0.066572-0.035756i,0.035299+0.0027845i,0.0044743+0.015047i,-0.0046693+0.022902i,-0.0012652+0.020541i,0.0043312+0.010521i,0.0085928+0.00048294i,0.010173-0.0034834i,0.010881-0.0017452i,0.010512+0.00014032i,0.0068553-0.00091447i,-0.00036925-0.0055059i,-0.0076905-0.0096249i,-0.01187-0.0066244i,-0.013226+0.0010508i,-0.010998+0.006315i,-0.0076389+0.0071274i
0.0118+0.031356i,0.030173+0.11054i,0.053138+0.22797i,0.056144+0.28316i,0.030661+0.20384i,0.0070669+0.068381i,0.0052451-0.017053i,0.010712-0.036877i,0.0089033-0.024295i,0.0018327-0.015792i,-0.0049632-0.015449i,-0.0072496-0.011501i,-0.0058388-0.0060091i,-0.0056922-0.0040845i,-0.0060921-0.0075204i,-0.0042437-0.012323i,-0.00082916-0.010938i,0.002328-0.003693i,0.0050837+0.002171i,0.0079216+0.0013817i,0.011026-0.0023478i,0.012023-0.0033447i,0.0089262-0.0036851i
-0.031084-0.0073319i,-0.1011-0.015585i,-0.19691-0.011476i,-0.22814+0.021038i,-0.16112+0.045049i,-0.086356+0.040835i,-0.059559+0.036009i,-0.042344+0.02825i,-0.0207+0.0077624i,-0.0093282-0.0010944i,-0.0025767+0.0070561i,0.001293+0.013814i,0.0024523+0.014016i,0.0028815+0.012571i,0.000844+0.013875i,-0.0018538+0.015304i,-0.003062+0.011825i,-0.00068264+0.0054888i,0.0033755+0.0012843i,0.0039117-0.000168i,0.0016144-0.001711i,-0.001891-0.0032157i,-0.003367-0.00126i
0.023635-0.027277i,0.083298-0.096125i,0.16765-0.21646i,0.19796-0.30506i,0.14342-0.25266i,0.082958-0.1121i,0.059997-0.025819i,0.036057-0.0033029i,0.011127+0.0093205i,0.004537+0.014811i,0.0048587+0.0073896i,0.0044374-0.0010881i,0.0028568-0.004978i,0.00226-0.0062086i,0.0054827-0.0056096i,0.0091734-0.004672i,0.0076943-0.0032719i,0.0026439-0.0029636i,-0.0014101-0.0023158i,-0.0037494+0.0016838i,-0.0052042+0.0076998i,-0.0053552+0.011538i,-0.0045665+0.0099589i
0.0050758+0.033471i,0.0032472+0.12619i,-0.0048619+0.27436i,-0.012839+0.36082i,-0.012269+0.27799i,-0.0029576+0.10969i,0.0050467+0.0055428i,0.0097252-0.017867i,0.0095382-0.015282i,0.0027279-0.014869i,-0.0055368-0.015031i,-0.010632-0.010428i,-0.0096159-0.0051698i,-0.0074776-0.0038609i,-0.0082471-0.0053892i,-0.0086864-0.0066149i,-0.0054165-0.0045691i,-0.00058276+0.0010429i,0.0035777+0.0060857i,0.007254+0.0044064i,0.0098485-0.0018647i,0.010862-0.0069437i,0.0088412-0.0086678i
-0.027593-0.014759i,-0.082904-0.058908i,-0.15267-0.12662i,-0.16992-0.15857i,-0.11583-0.11197i,-0.068358-0.035024i,-0.055437+0.015783i,-0.04099+0.025988i,-0.024044+0.012944i,-0.011398+0.010109i,0.00039594+0.016783i,0.0065105+0.015998i,0.0063909+0.010986i,0.0055267+0.0099377i,0.0035975+0.011785i,-0.00065629+0.014057i,-0.0039947+0.013503i,-0.0054328+0.0083657i,-0.0068736+0.0038056i,-0.0086779+0.0027419i,-0.010238+0.0015677i,-0.011499-0.00015809i,-0.0093698+0.00074276i
