-0.0014418+0.00021747i,-0.00099048+0.00055i,-0.0010592-3.5732e-05i,-0.00057592-0.0008784i,-0.00091047-0.00037897i,-0.00068737+0.00035224i,4.7578e-05+0.00025391i,-0.0001045-0.00029737i,-0.00040773-7.7299e-05i,-0.00033818+0.00053286i,0.0001372+0.00013787i,0.00019393-0.00048316i,6.5876e-05-0.00097549i,0.00013025-0.0011555i,5.7711e-05-0.00042275i,2.258e-05+0.00044417i,0.0001173+6.7538e-05i,-4.7525e-05-0.00060463i,0.00035133-7.5051e-05i,0.000539+0.00028854i,0.00045678+0.00024426i,0.00029123-0.00034472i,-0.00034785-0.00049679i
0.02609-0.014413i,0.086623-0.050341i,0.16906-0.10724i,0.19302-0.14227i,0.13308-0.10974i,0.073671-0.04293i,0.050115-0.0103i,0.027907-0.0039589i,0.0095081+0.0075569i,0.0044386+0.010315i,0.0021748+0.001337i,0.0029339-0.0054774i,0.0041877-0.0079381i,0.0037855-0.010076i,0.0046626-0.013054i,0.0059951-0.013406i,0.005112-0.0091654i,0.0017561-0.0054695i,-0.0015117-0.0041263i,-0.0034382-0.0027787i,-0.0033784+0.0016879i,-0.0012668+0.0070569i,0.00047062+0.0064132i
-0.0011432+0.032974i,-0.01407+0.11676i,-0.036755+0.24896i,-0.044402+0.31926i,-0.026312+0.22979i,-0.0069299+0.076332i,-0.0016468-0.0028924i,4.9739e-05-0.016396i,-0.00092481-0.017153i,-0.0084472-0.015506i,-0.01222-0.0085213i,-0.010608+0.00076643i,-0.0057199+0.0053237i,-0.0016848+0.0049317i,-0.0025759+0.0029624i,-0.0053349+0.00028729i,-0.0061474-0.0011444i,-0.0037695-0.00015111i,-0.00027506+0.00066417i,0.0018888-0.0014813i,0.004327-0.0064923i,0.0061825-0.01141i,0.0057371-0.011245i
-0.023158-0.021905i,-0.065763-0.086782i,-0.11915-0.19277i,-0.1366-0.25161i,-0.10495-0.18338i,-0.07283-0.06371i,-0.056053+0.0028711i,-0.037745+0.014945i,-0.01949+0.008853i,-0.0060403+0.0088905i,0.0033776+0.013519i,0.007086+0.013632i,0.0049233+0.012326i,0.0035036+0.011789i,0.0045907+0.012221i,0.004753+0.010941i,0.00082237+0.0056393i,-0.003715-0.00069483i,-0.0047466-0.0024119i,-0.0039487+0.0016367i,-0.0040894+0.0041594i,-0.0060767+0.0052334i,-0.0067383+0.0073916i
0.027188-0.0040463i,0.087837-0.0066959i,0.16826-0.0018985i,0.19176+0.0077013i,0.13923+0.013229i,0.088124+0.0084659i,0.062723-0.0034287i,0.038741-0.0066522i,0.019529+0.0013256i,0.010735-0.00054045i,0.003787-0.01087i,-0.0013179-0.015418i,-0.0028206-0.015538i,-0.0038309-0.015024i,-0.0023595-0.013169i,0.0025977-0.010839i,0.0073886-0.0087229i,0.0095903-0.0072285i,0.0094565-0.0065124i,0.008855-0.0048266i,0.0083693+0.00018558i,0.0091808+0.0042771i,0.0083595+0.0025879i
-0.0073034+0.028833i,-0.032929+0.088409i,-0.070918+0.17581i,-0.078389+0.21038i,-0.043963+0.13698i,-0.01585+0.033918i,-0.0084529-0.0080392i,-0.0036996-0.010956i,-0.0037771-0.011495i,-0.0070089-0.0072151i,-0.0056988-0.0010013i,-0.0038384+0.0026265i,-0.0027268+0.0044116i,-0.0022666+0.0054489i,-0.0047576+0.0068107i,-0.0070546+0.0077299i,-0.0060617+0.0072859i,-0.0027671+0.0068744i,-0.00093481+0.0057226i,-0.0010453+0.0038756i,0.00050197+0.0007338i,0.00081589-0.0043642i,-0.00073291-0.0056549i
-0.016208-0.023489i,-0.044132-0.089281i,-0.078038-0.19444i,-0.09419-0.24687i,-0.084656-0.17046i,-0.067545-0.048178i,-0.049433+0.010078i,-0.03171+0.016723i,-0.015546+0.015418i,-0.0012735+0.016006i,0.0076163+0.015032i,0.011205+0.01069i,0.0091528+0.007876i,0.0053333+0.0070801i,0.0036999+0.004977i,0.0031492+0.0033283i,0.00081001+0.00381i,-0.0027136+0.0047878i,-0.0031055+0.0059793i,-0.0015852+0.0072962i,-0.0033894+0.0077409i,-0.0061262+0.0092882i,-0.0058778+0.010858i
0.024402+0.00032442i,0.08042+0.021471i,0.1553+0.066402i,0.18348+0.099584i,0.14351+0.078564i,0.10003+0.030889i,0.072426+0.0019793i,0.041367-0.0032993i,0.015604+0.00023228i,0.0020179-0.0012596i,-0.0046193-0.0068323i,-0.0071332-0.0092371i,-0.005719-0.010425i,-0.0030095-0.012599i,-0.001067-0.012723i,0.00097321-0.010477i,0.0037178-0.0076396i,0.0064616-0.0060832i,0.0059209-0.0063676i,0.0032542-0.0067269i,0.0015045-0.0047725i,0.002828-0.0030944i,0.0041388-0.0055882i
-0.013396+0.017763i,-0.049679+0.052962i,-0.10334+0.094441i,-0.12003+0.098482i,-0.084031+0.054126i,-0.050092+0.0048594i,-0.033885-0.010818i,-0.019028-0.0095486i,-0.014372-0.010799i,-0.015639-0.005137i,-0.011394+0.004522i,-0.0053806+0.010201i,-0.00051011+0.011839i,0.0033+0.011796i,0.0031942+0.010403i,-0.0013631+0.0076827i,-0.0063857+0.0052833i,-0.009955+0.0051682i,-0.011658+0.0064949i,-0.010208+0.0060797i,-0.0063715+0.0025364i,-0.0041217-0.0015978i,-0.0038126-0.0015562i
-0.0092638-0.020272i,-0.020831-0.077594i,-0.033864-0.16354i,-0.044433-0.19377i,-0.047786-0.11801i,-0.042615-0.020961i,-0.034462+0.015461i,-0.022041+0.01574i,-0.0047928+0.01296i,0.0070231+0.007963i,0.0085305+0.002475i,0.0075998-0.00065142i,0.0056699-0.00062299i,0.0025936+0.00074147i,0.0018887+0.00014968i,0.0021982-0.0011617i,0.00072151-0.0018464i,-0.00030008-0.0017455i,0.00199-0.00071958i,0.0045857+0.00018532i,0.0034318+0.0016477i,0.00086622+0.0039084i,0.0011785+0.0053339i
0.020347+0.0070014i,0.068056+0.037872i,0.13518+0.09659i,0.16796+0.1287i,0.14259+0.083824i,0.10484+0.018663i,0.075391-0.0064849i,0.042996-0.0082166i,0.015473-0.0060311i,0.0019995-0.006397i,-0.0028586-0.0087735i,-0.0050376-0.0090481i,-0.0047975-0.0090561i,-0.0039082-0.0099935i,-0.0031003-0.0082121i,-0.0015474-0.0047423i,0.0022197-0.0040783i,0.0056897-0.0061883i,0.0043196-0.0091108i,0.00024733-0.0092867i,-0.00027918-0.0060069i,0.0028955-0.0043522i,0.0032775-0.005849i
-0.015211+0.010851i,-0.058489+0.026054i,-0.12322+0.036785i,-0.15154+0.027596i,-0.12098+0.0084806i,-0.083782-0.0058479i,-0.056717-0.010378i,-0.031046-0.0077619i,-0.015949-0.0033996i,-0.0091986+0.0039964i,-0.0020209+0.010099i,0.0022829+0.012009i,0.0028666+0.012784i,0.0028601+0.012613i,0.0014673+0.010951i,-0.0019013+0.0086349i,-0.00619+0.0071294i,-0.0087855+0.0081055i,-0.0081732+0.011421i,-0.0044018+0.013509i,-0.00079532+0.010346i,-0.0014245+0.0059609i,-0.0036613+0.0057893i
-0.003394-0.017741i,0.0011908-0.061696i,0.0095957-0.1201i,0.010779-0.13323i,0.0017159-0.074391i,-0.0021048-0.0099775i,-0.0050304+0.011326i,-0.0079829+0.012644i,-0.00073479+0.01375i,0.0062379+0.0091395i,0.0051062+0.001949i,0.0029545-0.0024371i,0.0019934-0.0040149i,0.00087123-0.0041253i,0.00027207-0.0038101i,0.001808-0.0033794i,0.0037152-0.0035288i,0.0053482-0.0040343i,0.0089091-0.0045742i,0.0098658-0.0047901i,0.0057155-0.0032109i,0.0021414+8.0879e-05i,0.0026935+0.0013508i
0.017589+0.010667i,0.052636+0.043629i,0.10413+0.096785i,0.13352+0.11673i,0.12063+0.067485i,0.092+0.0070229i,0.065565-0.012201i,0.036732-0.011896i,0.0079224-0.011029i,-0.0079259-0.0084693i,-0.010513-0.0051791i,-0.0088875-0.0025893i,-0.0062288-0.0014762i,-0.0026667-0.0017822i,0.00039632-0.0018412i,0.0013627-0.00096454i,0.002701-0.00073166i,0.0035277-0.002958i,-0.0013703-0.0069676i,-0.0082747-0.0078297i,-0.0080965-0.0042047i,-0.0040415-0.003086i,-0.0016945-0.0052732i
-0.018908+0.0063747i,-0.060896+0.011124i,-0.12645+0.0069281i,-0.163-0.0015008i,-0.1397+0.0022472i,-0.099888+0.0076187i,-0.067867+0.0017914i,-0.036968-0.0028244i,-0.015665-0.0021192i,-0.0066701+0.0011452i,-0.0012895+0.0049994i,0.0030734+0.0066589i,0.0055045+0.0077292i,0.0063599+0.0080405i,0.0046415+0.006506i,-0.00013572+0.0051461i,-0.0050299+0.0060567i,-0.0081528+0.010575i,-0.0066774+0.016945i,-0.00087856+0.017499i,0.0023477+0.011091i,0.00036001+0.0060921i,-0.0011641+0.0060211i
0.0041814-0.012075i,0.019615-0.044858i,0.048061-0.085104i,0.063846-0.094i,0.052688-0.059396i,0.038839-0.014457i,0.026226+0.010904i,0.013561+0.014328i,0.010573+0.010299i,0.010593+0.0031562i,0.006855-0.0029795i,0.0017939-0.0051942i,-0.0017457-0.0060993i,-0.0034468-0.0057832i,-0.0036086-0.0051046i,-0.0019407-0.0051744i,0.00111-0.0053635i,0.0047864-0.007149i,0.0074118-0.010453i,0.0058696-0.011668i,0.0021862-0.0089946i,0.0020723-0.0055821i,0.0040681-0.0041955i
0.010089+0.0091509i,0.030967+0.038006i,0.058422+0.083416i,0.076921+0.099666i,0.07269+0.059536i,0.053824+0.0081344i,0.037154-0.010883i,0.020174-0.01154i,0.0018771-0.0095239i,-0.0061456-0.0042639i,-0.0050891+0.00017823i,-0.003535+0.0022414i,-0.0028958+0.0026671i,-0.0018748+0.002374i,-0.00027915+0.0022548i,0.00028355+0.001491i,-0.00078144+0.0012166i,-0.0035047+0.00015712i,-0.0084202-0.00094362i,-0.011343+0.00068004i,-0.0081533+0.0031484i,-0.0035812+0.0026766i,-0.0018296+0.0012759i
-0.012898+0.0056884i,-0.048465+0.00071552i,-0.10533-0.012426i,-0.14414-0.019854i,-0.13276-0.0050423i,-0.10047+0.0089145i,-0.070473+0.0056912i,-0.038461+0.0047659i,-0.013436+0.0079518i,-0.0030466+0.0078567i,-0.00063246+0.0063672i,0.0012762+0.003736i,0.0024312+0.0029428i,0.0025616+0.0036951i,0.00207+0.003326i,0.00059229+0.0034866i,-0.0020872+0.0045359i,-0.0035152+0.0086189i,0.0010282+0.014038i,0.0081171+0.01351i,0.0095864+0.0079842i,0.0057511+0.0045757i,0.0024255+0.0052872i
0.0041501-0.0095473i,0.02627-0.0315i,0.067388-0.05852i,0.096908-0.068687i,0.090465-0.052655i,0.071013-0.023422i,0.048698+0.0001786i,0.022731+0.0067683i,0.0073525+0.0052223i,0.0029214+0.0018069i,0.00064033-0.001828i,-0.0013665-0.0033479i,-0.0021318-0.0046335i,-0.0019754-0.0051386i,-0.0014683-0.0039011i,8.7212e-05-0.0033251i,0.0031993-0.0057304i,0.0058884-0.011071i,0.0047985-0.016429i,0.00054318-0.017564i,-0.0024628-0.012596i,-0.00162-0.0066518i,0.00064788-0.0050866i
0.0055775+0.0072789i,0.014385+0.034349i,0.021196+0.075738i,0.024679+0.093113i,0.020058+0.062915i,0.0091427+0.017936i,0.0047356-0.0083615i,0.0028343-0.015434i,-0.0052131-0.012363i,-0.0099668-0.004979i,-0.0061678+0.0010751i,-0.00072877+0.0041045i,0.0027583+0.0061618i,0.004664+0.0066837i,0.0044637+0.0062357i,0.0026535+0.0048185i,0.00055796+0.00375i,-0.0029655+0.0050138i,-0.0077977+0.0078222i,-0.0095197+0.0094009i,-0.0063973+0.008579i,-0.0035583+0.0056879i,-0.0027171+0.0027522i
-0.010798+0.00041347i,-0.03855-0.0089362i,-0.084182-0.026588i,-0.1171-0.035757i,-0.10822-0.020172i,-0.076734-0.00023619i,-0.0499+0.0061812i,-0.02636+0.0077982i,-0.0063973+0.0079392i,0.0017347+0.0051548i,0.0021953+0.0038651i,0.00069798+0.0021715i,-0.0010534-7.2449e-05i,-0.00088472-0.0010766i,-0.00051535-0.0017698i,-0.0018096-0.00087202i,-0.0024058+0.0017616i,0.00041993+0.0059301i,0.0075246+0.008642i,0.012835+0.006568i,0.0097555+0.0028304i,0.003598+0.0011104i,0.0022961+0.0006103i
0.0061-0.0089834i,0.03098-0.024154i,0.077498-0.042256i,0.11337-0.051054i,0.10988-0.042218i,0.08529-0.02035i,0.057584-0.0011213i,0.029395+0.002769i,0.0097529-0.00039546i,0.0020467-0.0022581i,-0.00082745-0.0020989i,-0.0025273-0.00085034i,-0.0032093-0.0011606i,-0.0032218-0.0020649i,-0.0021816-0.0026323i,-0.00027077-0.0034704i,0.00061851-0.006733i,-0.00011869-0.012238i,-0.0044451-0.017157i,-0.0092318-0.016467i,-0.0086376-0.01052i,-0.0046039-0.0059162i,-0.0016439-0.0042434i
0.0012788+0.0079136i,-0.00030981+0.032654i,-0.010234+0.072062i,-0.023698+0.093886i,-0.030353+0.073156i,-0.031172+0.03109i,-0.024367-0.00035307i,-0.013659-0.0097098i,-0.0094996-0.0055515i,-0.0084535+2.0139e-05i,-0.0059455+0.0021936i,-0.0020475+0.001973i,0.0021529+0.0017163i,0.0040153+0.0029749i,0.0038588+0.0037528i,0.0029369+0.0033395i,4.6079e-05+0.0045185i,-0.0034378+0.0085242i,-0.0044+0.013647i,-0.0015638+0.016142i,0.00098192+0.012642i,0.0011866+0.0080773i,0.00067136+0.006359i
-0.0085084-0.0023725i,-0.02867-0.014446i,-0.060677-0.038214i,-0.079389-0.054342i,-0.066859-0.042345i,-0.040425-0.014762i,-0.023073+0.0049068i,-0.013922+0.012276i,-0.0044303+0.011225i,0.0016292+0.0059247i,0.0014555+0.0024239i,0.00019128+0.00068022i,-0.0010074-0.0011419i,-0.002407-0.0029929i,-0.0028863-0.0031389i,-0.0038228-0.0016902i,-0.003134-0.00021802i,0.0018102+0.0010708i,0.0084337+0.00011864i,0.011046-0.0019994i,0.0076686-0.0022182i,0.0032497-0.0014765i,0.00099937-0.0013616i
0.0087487-0.0042505i,0.029976-0.014068i,0.07086-0.023001i,0.1052-0.025737i,0.101-0.022653i,0.074339-0.013892i,0.04858-0.0061459i,0.022872-0.006138i,0.0029145-0.005987i,-0.0027232-0.0027141i,-0.00017422-0.00069615i,0.0021525+0.00025049i,0.003341+0.0023428i,0.0043283+0.0038141i,0.0043775+0.003554i,0.0030403+0.0017501i,0.00083616-0.0023544i,-0.0029149-0.0073518i,-0.0089365-0.010727i,-0.013476-0.010121i,-0.011135-0.0066709i,-0.0054105-0.0035743i,-0.0016515-0.0010439i
0.00021632+0.01045i,-0.0062382+0.029188i,-0.026062+0.060554i,-0.049049+0.079854i,-0.057603+0.065351i,-0.052235+0.029718i,-0.038481-0.00042113i,-0.020111-0.0097178i,-0.0090908-0.0053933i,-0.0059805+0.00010298i,-0.0020682+0.0034113i,0.001163+0.0040152i,0.0013663+0.0034875i,0.00044422+0.0032358i,0.00054771+0.0027825i,0.00074967+0.0030141i,0.0008953+0.0054125i,0.0022386+0.010552i,0.0049605+0.016253i,0.0066071+0.0154i,0.0063954+0.010751i,0.003552+0.0075476i,0.00067819+0.0036639i
-0.0059049-0.0022274i,-0.018206-0.016294i,-0.032141-0.043444i,-0.038086-0.06467i,-0.02594-0.056368i,-0.005372-0.026874i,0.0040443-0.00018302i,0.0045031+0.010694i,0.0039601+0.0085149i,0.0031463+0.0039322i,0.00093908+0.0023253i,-0.0025419+0.0022307i,-0.0049678+4.5035e-05i,-0.0056123-0.0024538i,-0.0046395-0.0041284i,-0.0035852-0.0039407i,-0.0028215-0.0033465i,0.00024401-0.005618i,0.0033771-0.0096042i,0.0031322-0.010216i,0.00082264-0.0072323i,-0.00022966-0.0044953i,0.00018196-0.0027635i
0.0057211-0.0048099i,0.023648-0.0081839i,0.057239-0.0064191i,0.085618+0.00038952i,0.082151+0.0059581i,0.055913+0.0062889i,0.033672+0.00071092i,0.017866-0.0054873i,0.0044887-0.0068284i,-0.0022145-0.0049247i,-0.0030097-0.0030138i,-0.00069911-0.0015938i,0.0030932-0.00034907i,0.0064281+0.0012272i,0.0069728+0.002052i,0.004638+0.0007195i,0.0010003-0.0015303i,-0.004723-0.0025892i,-0.010437-0.0018575i,-0.011646-0.00034801i,-0.0084613-9.3676e-05i,-0.0035172-0.00052138i,0.0006922-0.00018303i
0.0010136+0.0069852i,-0.010082+0.022708i,-0.037213+0.046603i,-0.0667+0.060262i,-0.074822+0.048597i,-0.06147+0.023054i,-0.041335+0.0060613i,-0.022822+0.0036625i,-0.0095876+0.0053533i,-0.0040033+0.0036066i,-0.0032309+0.0010275i,-0.0029182-1.33e-05i,-0.0024189+0.0001394i,-0.0027367+0.00058282i,-0.0028238+0.00067772i,-0.00099508+0.0013678i,0.0013921+0.0038846i,0.004913+0.0079211i,0.0099818+0.011385i,0.012329+0.010992i,0.0095014+0.0074134i,0.005168+0.003529i,0.0021158+0.00057708i
-0.0021327-0.0036241i,-0.0081036-0.020082i,-0.01029-0.050284i,-0.0041205-0.07507i,0.0092306-0.067065i,0.020564-0.031786i,0.019592-0.0017457i,0.0090312+0.0081729i,0.0022287+0.0070844i,0.0022179+0.0034437i,0.0027011+0.0015207i,0.001469+0.001932i,-0.0010437+0.0015081i,-0.002495+0.00080384i,-0.002002+0.00068923i,-0.00178+0.00042995i,-0.0024061-0.0021957i,-0.0017518-0.0070373i,-0.0022122-0.011292i,-0.0037005-0.011232i,-0.003326-0.0074245i,-0.0015586-0.004057i,-9.9582e-05-0.0023073i
0.0063218+8.1787e-05i,0.021365+0.0040842i,0.047551+0.016951i,0.064852+0.029976i,0.053645+0.031305i,0.025743+0.016707i,0.0067957-0.0034835i,-4.1338e-05-0.0134i,-0.004027-0.010836i,-0.0052223-0.0034029i,-0.0029351+3.0769e-05i,-0.00015144+0.00052146i,0.0027837+0.00139i,0.0049376+0.0024406i,0.0043504+0.0027331i,0.0025114+0.0018037i,0.00071473+0.00090586i,-0.0032076+0.0026483i,-0.0073533+0.0057575i,-0.0073308+0.0061821i,-0.004247+0.0037845i,-0.0010758+0.0021435i,0.0015467+0.001549i
-0.00034963+0.0054321i,-0.013617+0.014393i,-0.040903+0.026617i,-0.069721+0.031252i,-0.07088+0.020425i,-0.047805+0.0056364i,-0.02724+0.00087374i,-0.014351+0.0033019i,-0.0061908+0.0051089i,-0.0028708+0.0045462i,-0.0026841+0.0038149i,-0.0041061+0.0030622i,-0.0061817+0.0026714i,-0.0074492+0.0017947i,-0.0066191+0.00055758i,-0.0036395+0.00022596i,0.00090926+0.00093002i,0.0060351+0.0028816i,0.010617+0.0040288i,0.011938+0.0033688i,0.0083261+0.0027765i,0.003386+0.0023254i,-0.00032709+0.0015714i
-0.00083269-0.0054945i,-0.0001963-0.018796i,0.0078074-0.04486i,0.02455-0.065791i,0.036674-0.056816i,0.035694-0.026437i,0.028476-0.0036658i,0.017603+0.00095679i,0.0066535-0.0016355i,0.00078642-0.0023792i,-0.00069764-0.0015234i,-0.00080547+0.00028994i,0.00078705+0.0010553i,0.0030087-0.00027121i,0.0034076-0.0016825i,0.0019489-0.0024848i,-0.00086186-0.0042588i,-0.0049264-0.0075179i,-0.0091245-0.0093371i,-0.010486-0.0078583i,-0.0069034-0.0050799i,-0.0026371-0.0020687i,-0.00031454+0.00024773i
0.0042793-0.0012293i,0.012302+0.0054674i,0.024656+0.024698i,0.030168+0.046588i,0.019052+0.048506i,0.0012151+0.027384i,-0.0065688+0.0041732i,-0.0046986-0.0071964i,-0.0041073-0.007222i,-0.0051013-0.0036342i,-0.0037401-0.0027251i,-0.00049615-0.0038716i,0.0031625-0.0036993i,0.005575-0.0017144i,0.0060341+0.00011012i,0.0047087+0.0012979i,0.0026291+0.002918i,0.00096084+0.0059712i,0.0011572+0.0087197i,0.0016128+0.0084372i,0.00031253+0.0055587i,-0.00039818+0.0028742i,0.00014549+0.00034631i
-0.0021204+0.0014422i,-0.013182+0.0059519i,-0.036812+0.0073711i,-0.060135+0.0013635i,-0.058283-0.0081202i,-0.034364-0.0073256i,-0.014023+0.0040253i,-0.0057258+0.012094i,-0.0015496+0.010923i,0.0010864+0.0054454i,0.0013683+0.002967i,-0.00086416+0.0042318i,-0.0044319+0.0054555i,-0.0061124+0.005167i,-0.0052969+0.0026774i,-0.0034174+0.00014113i,-0.00054297-0.0010244i,0.0035943-0.0028713i,0.0068758-0.0046679i,0.00695-0.0035815i,0.0044157-0.0012807i,0.0012412-0.00097015i,-0.00074552-0.00046531i
-0.0016616-0.0045145i,0.0022238-0.015443i,0.016956-0.034932i,0.037856-0.046685i,0.046435-0.034185i,0.037271-0.012607i,0.022772-0.0033056i,0.011075-0.0026084i,0.0037776-0.0020445i,0.001404-0.0011799i,0.0013453-0.00015231i,0.001984+0.00063414i,0.0029761+0.00025622i,0.0029803-0.00052457i,0.0025696-0.00038362i,0.00078969-0.00012651i,-0.0030414-0.00075189i,-0.0069758-0.00090012i,-0.010481-0.00051005i,-0.01024-0.00076836i,-0.0061427-0.0010829i,-0.0028791+0.00010932i,-0.00052633+0.0015088i
0.0005665+0.0023055i,0.0063462+0.011686i,0.010935+0.033819i,0.007227+0.054994i,-0.0055674+0.051736i,-0.015163+0.025904i,-0.016496+0.0036889i,-0.01196-0.0027103i,-0.0072989-0.00073951i,-0.0045945+0.0016424i,-0.0029477+0.0017397i,-0.0023532+4.2579e-05i,-0.0014435-0.0010538i,-0.00069138-0.00093167i,-0.0006648+0.0001799i,-0.0002323+0.00096608i,0.0021232+0.0023279i,0.0042697+0.0038854i,0.0057909+0.0045801i,0.0056867+0.0040388i,0.0040866+0.00239i,0.0029663+0.00096469i,0.0020184-0.0012924i
-0.0014816+0.0010774i,-0.011982+3.996e-05i,-0.03206-0.0067094i,-0.046426-0.019109i,-0.037887-0.02598i,-0.015314-0.017344i,-0.0010868-0.001614i,0.00063979+0.0079751i,-0.00057803+0.008662i,-0.00029959+0.0053526i,0.00085336+0.0036926i,0.00082624+0.0039977i,-0.00047216+0.0037597i,-0.0014397+0.0027782i,-0.0018351+0.0016433i,-0.0016316-0.00063861i,-0.0011833-0.0033802i,-0.00071408-0.006036i,5.7967e-05-0.0081169i,0.00053603-0.0067925i,0.00011875-0.0029029i,-0.00061543-0.00029252i,-0.001801+0.00095985i
2.0923e-06-0.0012735i,0.0058709-0.008483i,0.02177-0.018915i,0.042488-0.021855i,0.048232-0.011588i,0.032893-0.0015817i,0.0158-0.0039483i,0.0068278-0.0091248i,0.0010161-0.0069817i,-0.0017639-0.0026301i,-0.00037708-0.0013219i,0.0019806-0.0013641i,0.0033855-0.0015749i,0.0038665-0.0020696i,0.0029684-0.0013718i,0.0011636+0.00073088i,-0.0013212+0.0028863i,-0.0044787+0.0045616i,-0.0062747+0.0055929i,-0.0044873+0.0046462i,-0.0019183+0.0022308i,-0.00084717+0.00144i,0.001452+0.0017803i
0.0033372+0.0018234i,0.0050615+0.011062i,0.0028912+0.028318i,-0.0092692+0.042623i,-0.022646+0.036391i,-0.023869+0.017351i,-0.016617+0.0044209i,-0.0098438+6.9767e-05i,-0.0056045-0.00030195i,-0.0036737+0.00063504i,-0.0033437+0.0010232i,-0.0027508+0.0018182i,-0.0021381+0.0027939i,-0.0013678+0.0026331i,-0.00058202+0.0014039i,0.00073157+9.179e-05i,0.0029365+0.00012307i,0.0048496+6.134e-06i,0.0053009-0.00035848i,0.0039005+0.0005872i,0.0019393+0.0015181i,-0.0003914+0.00079165i,-0.0020745-0.00089355i
-0.0043552+0.0014171i,-0.010567-0.00095225i,-0.021547-0.010874i,-0.026141-0.026903i,-0.013901-0.032318i,0.0031209-0.020267i,0.0095796-0.0033644i,0.0070201+0.0049809i,0.0032009+0.004003i,0.0014509+0.0016921i,0.0007182+0.0018836i,6.6574e-05+0.0027597i,-0.00099058+0.0033539i,-0.0015765+0.0032632i,-0.00042425+0.0014682i,9.499e-05-0.0011663i,-0.00143-0.0030961i,-0.0037502-0.0033702i,-0.0045408-0.0035084i,-0.0040243-0.0031937i,-0.0033964-0.001428i,-0.0033547+0.00015202i,-0.0030143+0.00092674i
-0.00027194-0.002601i,0.0066675-0.0068143i,0.020865-0.010311i,0.035635-0.0053043i,0.035123+0.0065629i,0.018596+0.0088228i,0.0047192-0.001315i,0.00065442-0.0086218i,-2.4416e-05-0.0073978i,-0.0027899-0.0033508i,-0.0044263-0.0013784i,-0.0028755-0.0024126i,-0.00096263-0.0044242i,-0.00010629-0.0039i,-0.00051353-0.00074717i,-0.00087893+0.0024181i,-0.0011233+0.0034768i,-0.0014636+0.0046488i,-0.00036731+0.0063672i,0.00081317+0.0048112i,0.00089824+0.001797i,0.0016491+0.0012654i,0.0028802+0.0011582i
0.00070702+0.0029429i,0.00024001+0.0094295i,-0.0055494+0.023326i,-0.019803+0.033386i,-0.028304+0.023396i,-0.021141+0.0078415i,-0.011302+0.0051324i,-0.0058829+0.0083001i,-0.0019867+0.0070434i,-0.00026918+0.002927i,-0.00067257+0.00074509i,-0.0012276-0.00013931i,-0.0010253+0.0005959i,-0.0011072+0.0016312i,-0.00071089+0.0011352i,0.00029186-0.00019626i,0.0015317-0.0020939i,0.0034461-0.0048337i,0.0035401-0.0065397i,0.0017805-0.0049559i,0.00083778-0.0018478i,0.00040071-0.001415i,-0.00094603-0.0022369i
-0.0011029+0.00075185i,-0.0063383-0.0029597i,-0.0099984-0.015217i,-0.0053229-0.030805i,0.0061082-0.031001i,0.013008-0.015594i,0.01262-0.0026125i,0.0077372+0.0019611i,0.0028813+0.0021493i,0.0014679-0.00032997i,0.0032213-0.0016521i,0.0047814+7.4371e-05i,0.0034192+0.0017769i,0.0016309+0.0015106i,0.0010529+0.00087806i,0.0008214+0.00068649i,-0.0012128+0.00053904i,-0.0045167+0.00062917i,-0.0050987+0.0013794i,-0.0034409+0.0011978i,-0.0019549+0.00030278i,-0.0015064+0.0012954i,-0.000642+0.002878i
0.0015855+0.0014809i,0.00709-0.0017908i,0.020096+0.00077972i,0.028944+0.0099595i,0.021933+0.016693i,0.004987+0.011844i,-0.0063852+0.0004388i,-0.0074-0.0060888i,-0.0047845-0.0042003i,-0.0030618+0.00045935i,-0.0019832+0.0010975i,-0.0011758-0.00061545i,-0.0006175-0.0016532i,-0.00011749-0.0013412i,-0.0007444+0.00067528i,-0.0016233+0.0035274i,0.00016468+0.0049188i,0.0030251+0.0042574i,0.0045724+0.0031666i,0.0037535+0.0024555i,0.0034332+0.0019625i,0.0038962+0.0013476i,0.0029485-2.2964e-05i
0.00023352+0.00014551i,-0.0020888+0.0040027i,-0.011737+0.010135i,-0.024887+0.013344i,-0.026294+0.0059069i,-0.013538-0.0021742i,-0.0019937+0.00045627i,-0.00038664+0.0050109i,-0.0014952+0.0038993i,-0.00063742+0.0025977i,0.00022327+0.003684i,-0.0010165+0.0049455i,-0.0013316+0.0048442i,0.0013235+0.0033711i,0.0031382+0.00069061i,0.0027839-0.0029764i,0.0014422-0.0056444i,-4.5536e-06-0.0075693i,-0.0017267-0.0080183i,-0.0031503-0.00519i,-0.0031387-0.0020628i,-0.0029355-0.0013913i,-0.0035031-0.00084168i
-0.00040062+0.00051941i,-0.00072141-0.0035068i,0.0010757-0.014155i,0.0079789-0.026074i,0.016001-0.023876i,0.01534-0.0106i,0.0099836-0.0038357i,0.0065832-0.00407i,0.002211-0.0029075i,-0.0019623-0.0013012i,-0.0024243-4.6616e-05i,-0.00093726+0.00037421i,0.0005264+0.00032858i,0.00037658+0.0010075i,-0.00085458+0.001735i,-0.0016873+0.0017637i,-0.0033011+0.002431i,-0.0039861+0.0055057i,-0.0024237+0.0084772i,-0.00049361+0.0063187i,0.00056078+0.003196i,0.00052639+0.0029917i,0.00084831+0.0031713i
