-0.0032627+0.00024933i,-0.0030308+0.0020611i,-0.0033708+0.0034606i,-0.0025498+0.0032164i,-0.0012583+0.0022792i,-0.00066304+0.0013556i,-0.00010948+0.001164i,0.00029954+0.0022364i,3.2766e-05+0.0026652i,-0.00015053+0.0014748i,0.00024473-0.00063506i,0.00092902-0.0017117i,0.00048078-0.001962i,0.00017681-0.0018817i,0.00022271-0.00088018i,-0.0002935-1.2819e-05i,-0.00084915+6.4214e-05i,-0.00101-0.00042992i,-0.00017477-8.892e-05i,4.3163e-05+0.00039697i,-0.00056602+0.00046028i,-0.00079068+6.4173e-05i,-0.00050561-0.00071272i
0.090191+0.21633i,0.23716+0.29562i,0.35739+0.21812i,0.30856+0.047538i,0.14342-0.077479i,0.034945-0.14934i,-0.010032-0.19405i,-0.030588-0.17226i,-0.0092462-0.11744i,0.016441-0.068124i,0.030648-0.020397i,0.036781+0.0046754i,0.030386+0.0080141i,0.029467+0.0076751i,0.038912+0.0048537i,0.045249+0.0026514i,0.042515+0.0039914i,0.033965+0.0054832i,0.023098+0.009257i,0.016846+0.017365i,0.015079+0.024635i,0.012819+0.0256i,0.012663+0.020393i
-0.23785-0.20369i,-0.3919-0.35184i,-0.38008-0.33765i,-0.21403-0.14865i,-0.11068-0.026606i,-0.14869-0.033974i,-0.17954-0.027496i,-0.12343+0.0013997i,-0.068-0.0045131i,-0.056966-0.0084484i,-0.04888+0.022465i,-0.021267+0.053672i,0.00085273+0.049351i,-0.0099041+0.034644i,-0.035206+0.035126i,-0.042789+0.039016i,-0.028522+0.029863i,-0.012471+0.0070615i,-0.0079658-0.011249i,-0.010927-0.013532i,-0.019894-0.012186i,-0.031687-0.016554i,-0.034694-0.020677i
0.15819-0.0071416i,0.22057+0.064905i,0.17666+0.11611i,0.12734+0.04909i,0.14586+0.01564i,0.14391+0.12958i,0.1155+0.22483i,0.076798+0.16552i,0.020261+0.053758i,-0.014152-0.0039229i,-0.015075-0.025873i,-0.0031366-0.036379i,0.0090201-0.034436i,0.01957-0.029784i,0.028239-0.033377i,0.022493-0.041671i,-0.00017263-0.039045i,-0.021134-0.02091i,-0.026613-0.0016563i,-0.017558+0.0065328i,0.0028181+0.0088709i,0.024871+0.012736i,0.034689+0.014072i
0.11266+0.16151i,0.26234+0.18517i,0.35993+0.039266i,0.22243-0.13956i,-0.0040416-0.17234i,-0.026371-0.13242i,0.062877-0.13153i,0.085623-0.1121i,0.067923-0.05245i,0.057897-0.0047316i,0.056347+0.01615i,0.045584+0.011089i,0.015444+0.0046746i,-0.0024441+0.017385i,0.003268+0.033809i,0.012333+0.04247i,0.017228+0.040117i,0.01511+0.028794i,0.01062+0.018705i,0.010866+0.014847i,0.0089109+0.01401i,0.0027297+0.013667i,-0.0048107+0.012273i
-0.30404-0.11549i,-0.58514-0.18879i,-0.71223-0.11934i,-0.5192+0.054621i,-0.1976+0.09655i,-0.0088759+0.0066559i,0.039105-0.054946i,0.018352-0.059606i,-0.017322-0.026091i,-0.023995+0.0015864i,-0.022138-0.0037195i,-0.02852-0.0073922i,-0.019927-0.0055743i,-0.01113-0.021477i,-0.020859-0.039015i,-0.027497-0.035772i,-0.016701-0.022014i,-0.0004981-0.011158i,0.012723-0.0064248i,0.021697-0.01427i,0.023337-0.034038i,0.016342-0.050263i,0.0064174-0.051131i
0.21829-0.078143i,0.39041-0.078996i,0.43346-0.049186i,0.32136-0.05311i,0.16708-0.073054i,-0.0004021-0.063621i,-0.12553-0.023028i,-0.13247+0.011056i,-0.078977-0.0065009i,-0.048344-0.043044i,-0.029404-0.052094i,-0.002515-0.038285i,0.02009-0.024229i,0.029653-0.023647i,0.029933-0.030881i,0.025804-0.038915i,0.014554-0.042377i,0.0030727-0.030526i,0.00077437-0.012222i,-0.0036891-0.0026009i,-0.015542+0.0093419i,-0.021414+0.028468i,-0.014853+0.03936i
0.070313+0.18029i,0.16307+0.24722i,0.2123+0.11915i,0.066504-0.10272i,-0.17116-0.15026i,-0.20604-0.038437i,-0.06727+0.035954i,0.02676+0.050136i,0.043717+0.05999i,0.036189+0.068224i,0.031475+0.061795i,0.018025+0.031728i,-0.017369+0.0073939i,-0.04885+0.015773i,-0.055664+0.03678i,-0.044293+0.044294i,-0.027379+0.036029i,-0.010255+0.016085i,-0.00065668-0.0098197i,-0.0055578-0.025985i,-0.016614-0.026519i,-0.020134-0.019168i,-0.018555-0.013044i
-0.3051-0.087576i,-0.63377-0.13881i,-0.82831-0.034673i,-0.63595+0.2182i,-0.21995+0.37126i,0.068818+0.32715i,0.15594+0.20121i,0.13858+0.066802i,0.069876+0.00063001i,0.02151+0.0098871i,-0.0021309+0.011451i,-0.023936+0.0044408i,-0.01694+0.0076051i,0.0043293+0.0031816i,0.011428-0.0035582i,0.0051512+0.0003024i,-0.0060651+0.012153i,-0.013841+0.018669i,-0.017612+0.019108i,-0.0094626+0.020723i,0.016432+0.017607i,0.041929+0.001414i,0.047957-0.013334i
0.25078-0.087388i,0.51639-0.10509i,0.66097-0.055707i,0.55158-0.010376i,0.3581-0.06323i,0.20324-0.20948i,0.04192-0.30005i,-0.058808-0.23487i,-0.032881-0.14493i,0.003774-0.11765i,-0.011925-0.082003i,-0.021357-0.020429i,-0.0054724+0.015496i,0.011754+0.015249i,0.020955+0.0034781i,0.027647-0.0081184i,0.032898-0.017441i,0.03013-0.016976i,0.017641-0.0073018i,-0.0024359+0.0023466i,-0.026319+0.0085157i,-0.041991+0.011592i,-0.040104+0.011712i
0.025913+0.1847i,0.050064+0.30383i,0.11383+0.25439i,0.13887+0.010035i,0.0033407-0.18092i,-0.17714-0.13837i,-0.21001-0.0094952i,-0.15026+0.04414i,-0.10168+0.046784i,-0.062327+0.049607i,-0.016538+0.050577i,0.016874+0.028165i,0.0041924-0.0040597i,-0.03324-0.0089323i,-0.051433+0.0060925i,-0.045869+0.0126i,-0.030232+0.0076095i,-0.012545-0.0023867i,0.0046092-0.014305i,0.0192-0.02553i,0.024139-0.032587i,0.011717-0.033293i,-0.0060323-0.02807i
-0.23998-0.10132i,-0.49869-0.21998i,-0.6925-0.23338i,-0.61585-0.020879i,-0.33623+0.23942i,-0.12385+0.3551i,-0.029601+0.35127i,0.021141+0.25633i,0.015637+0.14039i,-0.0049555+0.08294i,0.0039223+0.051127i,0.012117+0.021747i,0.01674+0.013499i,0.028281+0.016801i,0.03264+0.017238i,0.014909+0.014647i,-0.013438+0.011509i,-0.034415+0.0050784i,-0.043487+0.0027989i,-0.035537+0.014971i,-0.014554+0.032098i,0.0062676+0.042155i,0.018225+0.042592i
0.23055-0.075015i,0.51299-0.074963i,0.69596-0.044388i,0.58631-0.047211i,0.3929-0.08854i,0.34317-0.14496i,0.29178-0.18362i,0.17389-0.1318i,0.11523-0.055057i,0.094823-0.048128i,0.04318-0.054763i,-0.0033272-0.024725i,-0.0074185+0.0070119i,0.015067+0.011236i,0.036517-0.0027427i,0.049489-0.013087i,0.055041-0.010124i,0.048611+0.0021336i,0.032249+0.0081804i,0.010695-0.0033444i,-0.011561-0.01982i,-0.021404-0.023566i,-0.014883-0.019171i
-0.035365+0.17717i,-0.11222+0.33655i,-0.085723+0.37961i,0.066187+0.18885i,0.084575-0.061165i,-0.06024-0.14869i,-0.11797-0.10364i,-0.067807-0.071144i,-0.034098-0.065329i,-0.02928-0.032925i,-0.0076228+0.0085396i,0.02648+0.013551i,0.028809-0.012927i,-0.00072625-0.030592i,-0.025167-0.029791i,-0.030216-0.024231i,-0.022827-0.018654i,-0.011542-0.0098518i,-0.00012762-0.00054583i,0.012715+0.0056342i,0.026404+0.0044282i,0.031598-0.008911i,0.020111-0.020683i
-0.143-0.12964i,-0.28758-0.35878i,-0.44532-0.52836i,-0.50326-0.41801i,-0.41066-0.15623i,-0.28381+0.038589i,-0.19135+0.12277i,-0.10292+0.1096i,-0.061747+0.05076i,-0.05633+0.024679i,-0.030657+0.016526i,-0.0076442-0.0039051i,-0.0027219-0.012778i,-0.0010555-0.008126i,-0.0081337-0.0046131i,-0.027015-0.0039666i,-0.040494-0.0074105i,-0.036789-0.012355i,-0.026384-0.012268i,-0.025367-0.0032057i,-0.032487+0.012221i,-0.034059+0.028235i,-0.024036+0.036423i
0.17099-0.019142i,0.40515+0.040938i,0.52943+0.095111i,0.3809+0.08169i,0.20982+0.068161i,0.21549+0.067918i,0.23867+0.037642i,0.1644+0.030553i,0.091953+0.051921i,0.067243+0.027242i,0.032006-0.027938i,-0.020009-0.040772i,-0.039398-0.013627i,-0.02255+0.0050263i,-0.0012648+0.012228i,0.017334+0.026532i,0.029819+0.041762i,0.02882+0.044646i,0.025804+0.031395i,0.027531+0.0050439i,0.025307-0.017296i,0.019453-0.022236i,0.016074-0.016271i
-0.09719+0.13396i,-0.27811+0.31906i,-0.35132+0.48531i,-0.17893+0.45635i,-0.028127+0.25027i,-0.029555+0.064961i,-0.0081862-0.021121i,0.052607-0.071399i,0.065234-0.077011i,0.04178-0.03519i,0.024453+0.0092605i,0.023857+0.031101i,0.020762+0.019062i,-2.7696e-06-0.0015729i,-0.018492-0.0057201i,-0.014689-0.004329i,-0.0017905-0.0076784i,0.0014197-0.011336i,-0.0067861-0.0096452i,-0.012264-3.1213e-05i,-0.0025652+0.0097747i,0.012344+0.0051132i,0.015269-0.0090076i
-0.010646-0.12681i,0.011749-0.39837i,0.013537-0.66754i,-0.046567-0.65694i,-0.077113-0.41854i,-0.049887-0.22553i,-0.056855-0.15265i,-0.07842-0.11788i,-0.063764-0.092194i,-0.043238-0.06051i,-0.027287-0.021436i,-0.0061581-0.0046417i,0.0046535-0.0056765i,0.0051658-0.0046131i,0.006692-0.0079854i,0.0027072-0.024783i,-0.0018532-0.039865i,0.0042893-0.040022i,0.011085-0.029835i,0.0085064-0.019073i,-0.0040121-0.01765i,-0.018754-0.017187i,-0.023569-0.010042i
0.081241+0.024829i,0.1983+0.14064i,0.23874+0.26749i,0.12544+0.28229i,0.016566+0.20718i,0.008809+0.12872i,-0.00076863+0.068655i,-0.050547+0.052206i,-0.064871+0.04519i,-0.040657+0.0093604i,-0.030553-0.024709i,-0.037898-0.028051i,-0.036054-0.0057965i,-0.020922+0.015077i,-0.0063839+0.025015i,-0.00099923+0.032692i,-0.0067374+0.034174i,-0.012966+0.029218i,-0.0045032+0.021606i,0.010631+0.011187i,0.019481+0.0053695i,0.017551+0.0047926i,0.0094541+0.0039655i
-0.099009+0.070075i,-0.302+0.21671i,-0.43315+0.3805i,-0.3162+0.41279i,-0.16082+0.27801i,-0.14926+0.13551i,-0.11489+0.095532i,-0.012367+0.072388i,0.028099+0.041925i,0.013362+0.04096i,0.0047621+0.051758i,0.0087206+0.053806i,0.012606+0.037391i,0.0025295+0.014778i,-0.0093874+0.0041972i,-0.0071021+0.0023677i,-0.00022197+0.00068916i,-0.0049161-0.008862i,-0.020348-0.019594i,-0.034462-0.019861i,-0.037683-0.01124i,-0.027233-0.0012151i,-0.012339+0.0040767i
0.081651-0.099329i,0.26341-0.34264i,0.46148-0.59873i,0.48843-0.61481i,0.37295-0.39044i,0.27595-0.16211i,0.17856-0.072059i,0.076946-0.056118i,0.023603-0.038413i,0.0090845-0.016261i,0.014454-2.9738e-06i,0.028508-0.0017487i,0.03423-0.013395i,0.037065-0.014611i,0.041469-0.015673i,0.035071-0.025209i,0.02455-0.023756i,0.020978-0.0066805i,0.020557+0.006823i,0.019954+0.0085339i,0.017061+0.0022926i,0.010821-0.0022573i,0.0055344-0.0015271i
-0.025059+0.05726i,-0.047471+0.18507i,-0.13643+0.28975i,-0.23738+0.2625i,-0.20625+0.15196i,-0.097681+0.043435i,-0.058053-0.014427i,-0.079862-0.010741i,-0.073282-0.0026664i,-0.039258-0.016937i,-0.017314-0.035011i,-0.018425-0.039961i,-0.025431-0.022367i,-0.02145-0.0070864i,-0.021922-0.0052907i,-0.033352-0.00033061i,-0.039544+0.00097143i,-0.035602-0.0014311i,-0.024371+0.0035264i,-0.011089+0.0097989i,-0.0020767+0.01226i,0.00089459+0.0079566i,-0.00071132+0.0029717i
-0.069369+0.0034615i,-0.23337+0.071267i,-0.3371+0.17661i,-0.24769+0.18717i,-0.16813+0.05369i,-0.21505-0.038428i,-0.19228+0.013693i,-0.073331+0.06951i,-0.012472+0.069304i,-0.0093236+0.068971i,-0.0052776+0.068606i,-0.0012604+0.053047i,-0.0014553+0.027812i,-0.0096573+0.0046916i,-0.020983-0.0036973i,-0.019331+0.003833i,-0.010179+0.012505i,-0.0035006+0.0055556i,-0.0020618-0.012125i,-0.0074117-0.024106i,-0.01196-0.025215i,-0.010677-0.017267i,-0.0055587-0.0067658i
0.14231-0.049985i,0.39375-0.21775i,0.63638-0.39968i,0.62394-0.37509i,0.42255-0.12899i,0.27635+0.10091i,0.20908+0.14981i,0.15501+0.097659i,0.11165+0.055331i,0.080098+0.026263i,0.053447+0.0074389i,0.039026+0.0069531i,0.037223+0.0074135i,0.035063+0.011325i,0.037602+0.022654i,0.0435+0.022366i,0.036568+0.018035i,0.020922+0.02395i,0.011481+0.030358i,0.011289+0.030394i,0.012749+0.027165i,0.011806+0.02162i,0.012455+0.012164i
-0.1098+0.062315i,-0.25462+0.15609i,-0.43461+0.19871i,-0.50239+0.13329i,-0.34646+0.061711i,-0.08529+0.018633i,0.063186-0.039935i,0.071862-0.076991i,0.05875-0.079799i,0.049525-0.084187i,0.021959-0.086603i,-0.0096919-0.070224i,-0.02895-0.042598i,-0.029485-0.025807i,-0.02359-0.023552i,-0.01761-0.024771i,-0.0044282-0.028095i,0.0041864-0.026871i,-0.00061245-0.017769i,-0.010463-0.010475i,-0.013991-0.0087132i,-0.0081439-0.012741i,-0.0055191-0.015203i
-0.023114-0.037897i,-0.1017-0.0074458i,-0.13621+0.08806i,-0.039318+0.11289i,0.041067-0.048227i,-0.01881-0.21723i,-0.07327-0.21013i,-0.05078-0.13045i,-0.040819-0.080384i,-0.052142-0.028909i,-0.044254+0.017773i,-0.024133+0.025108i,-0.011552+0.0073018i,-0.012845-0.0099057i,-0.018635-0.015224i,-0.022072-0.0065248i,-0.019572+0.0029296i,-0.0055257-0.00036719i,0.0096111-0.0075508i,0.014226-0.0092724i,0.013183-0.0092945i,0.0078747-0.0071822i,-0.0003899-0.001145i
0.15022-0.0071802i,0.37337-0.10466i,0.55598-0.21258i,0.47108-0.17308i,0.20472+0.0096549i,0.025698+0.15487i,-0.035252+0.15505i,-0.053991+0.090752i,-0.049453+0.047861i,-0.025854+0.029009i,-0.0021779+0.024584i,0.012002+0.025272i,0.01854+0.027745i,0.019204+0.036637i,0.019426+0.041844i,0.017263+0.032211i,0.0044756+0.018548i,-0.01131+0.012013i,-0.014252+0.011629i,-0.00743+0.015618i,-0.0048376+0.018248i,-0.0064117+0.017161i,-0.00034988+0.014147i
-0.15696+0.049418i,-0.34047+0.11131i,-0.52323+0.10196i,-0.54084+0.023921i,-0.35151+0.012349i,-0.12184+0.054627i,0.0071803+0.048578i,0.032566+0.0099161i,0.025749-0.012873i,0.02366-0.029417i,0.018022-0.043701i,0.0052977-0.041756i,-0.0046933-0.026403i,-0.0021591-0.01925i,0.0067138-0.025119i,0.013637-0.028969i,0.020974-0.024355i,0.021004-0.014678i,0.012293-0.011613i,0.0064518-0.019169i,0.0066616-0.022566i,0.010611-0.019075i,0.0095201-0.016491i
0.022991-0.066703i,0.012054-0.045895i,0.051391+0.085048i,0.17507+0.166i,0.25479+0.032596i,0.21257-0.1493i,0.1206-0.17764i,0.049605-0.11523i,-0.00074938-0.059671i,-0.037967-0.016017i,-0.049926+0.013182i,-0.036851+0.021325i,-0.016712+0.011048i,-0.0093956-0.0057917i,-0.016131-0.015153i,-0.026044-0.013472i,-0.02923-0.0089275i,-0.017433-0.005237i,-0.0032603-0.0012887i,0.00061299+0.0033969i,-0.00017035+0.0078221i,-0.004187+0.0085253i,-0.0083989+0.0064581i
0.13187+0.034605i,0.31035-0.033301i,0.40809-0.15006i,0.26881-0.17319i,0.020398-0.073451i,-0.13643+0.016084i,-0.18142+0.034527i,-0.15694+0.043235i,-0.095561+0.056663i,-0.034401+0.053428i,0.001607+0.038037i,0.008423+0.024297i,0.0027119+0.021101i,-0.0054003+0.025881i,-0.012341+0.03363i,-0.011207+0.034382i,-0.0099071+0.020506i,-0.016134+0.0011906i,-0.01882-0.01038i,-0.014754-0.014657i,-0.012677-0.017767i,-0.011007-0.016278i,-0.004779-0.0083673i
-0.17272+0.03865i,-0.348+0.089819i,-0.46615+0.080312i,-0.42553+0.0093845i,-0.29738+0.0035676i,-0.18583+0.072141i,-0.087863+0.12233i,-0.0070526+0.11479i,0.034639+0.071594i,0.04983+0.027693i,0.050458-0.0019612i,0.037003-0.015245i,0.022827-0.018054i,0.021438-0.018097i,0.027245-0.014664i,0.031174-0.0043559i,0.030701+0.011645i,0.021388+0.01986i,0.009388+0.012559i,0.005776+0.0028857i,0.0094207+3.0707e-05i,0.013941-0.00069046i,0.011692-0.0041243i
0.061628-0.0859i,0.091195-0.078849i,0.13132+0.054091i,0.20611+0.18828i,0.27949+0.16814i,0.2901+0.091297i,0.24637+0.056408i,0.18005+0.02354i,0.10099-0.0082004i,0.027812-0.018507i,-0.016267-0.010468i,-0.02093+0.0010864i,-0.0078034-3.2183e-05i,-0.0057828-0.008i,-0.010824-0.016057i,-0.016219-0.024649i,-0.017259-0.025661i,-0.0078182-0.013356i,-0.0024222+0.0012002i,-0.011758+0.01038i,-0.022878+0.015992i,-0.025697+0.015555i,-0.022311+0.010296i
0.10826+0.056539i,0.23669-0.0055364i,0.29619-0.15883i,0.18084-0.25101i,0.011699-0.19409i,-0.047412-0.12586i,-0.046333-0.12406i,-0.04525-0.10879i,-0.027896-0.064003i,-0.0088389-0.025658i,0.0012841-0.001316i,0.0056142+0.006771i,-0.0019498+0.0099287i,-0.013152+0.018344i,-0.016022+0.024267i,-0.010088+0.020521i,-0.0032773+0.0064997i,-0.00059175-0.0089093i,0.0020388-0.014996i,0.0084817-0.013721i,0.016325-0.013597i,0.018487-0.010238i,0.015556-0.00028597i
-0.17407+0.034503i,-0.33356+0.099976i,-0.42049+0.14308i,-0.34648+0.10096i,-0.21292+0.0058984i,-0.14822-0.045155i,-0.10649-0.022775i,-0.052344-0.003306i,-0.015297-0.012856i,0.0029455-0.01444i,0.012793-0.0085016i,0.01214-0.0052014i,0.008886-0.0021369i,0.014418+0.00079925i,0.022224+0.0060668i,0.022096+0.014562i,0.012713+0.021822i,-0.00070795+0.022983i,-0.0072736+0.020474i,-0.00297+0.019111i,0.0027078+0.01862i,0.0057581+0.014907i,0.0074381+0.0061421i
0.082782-0.10269i,0.13028-0.12647i,0.16344-0.038832i,0.17295+0.088223i,0.15666+0.14915i,0.12119+0.16857i,0.088392+0.15562i,0.056919+0.096605i,0.014379+0.040932i,-0.0099391+0.0097902i,-0.016649-0.010767i,-0.019904-0.018591i,-0.015575-0.018577i,-0.010111-0.022732i,-0.0088997-0.032495i,-0.0086545-0.03937i,-0.0038092-0.034276i,0.0029112-0.019823i,0.005488-0.0084826i,-0.001288-0.0099519i,-0.014361-0.017337i,-0.020524-0.018772i,-0.016782-0.015294i
0.08745+0.078361i,0.18836+0.039105i,0.22704-0.11001i,0.13353-0.22081i,0.026214-0.17858i,0.024129-0.11188i,0.043801-0.1134i,0.019457-0.090776i,0.0020424-0.031228i,0.005602+0.0046533i,0.014652+0.016139i,0.020167+0.012311i,0.011094+0.0041545i,-0.0027392+0.0041199i,-0.011833+0.0073685i,-0.014423+0.010038i,-0.0070631+0.0063103i,0.0035033-0.0049191i,0.01233-0.012585i,0.020786-0.011691i,0.028443-0.0054118i,0.028163+0.0016745i,0.018283+0.0071692i
-0.17788+0.024482i,-0.34155+0.10227i,-0.42387+0.19413i,-0.32215+0.19389i,-0.14539+0.061906i,-0.058019-0.077267i,-0.048951-0.094994i,-0.03099-0.053259i,-0.0041179-0.032186i,0.0015783-0.015469i,-0.00285+0.00012759i,-0.0067934+0.008196i,-0.0027987+0.013881i,0.0077465+0.015448i,0.011348+0.017699i,0.0046045+0.021442i,-0.0080632+0.020181i,-0.017837+0.013572i,-0.020732+0.0075977i,-0.022158+0.0080164i,-0.021547+0.011385i,-0.013822+0.0095028i,-0.003516+0.0025089i
0.10269-0.10613i,0.18939-0.16566i,0.24368-0.13858i,0.20851-0.051225i,0.08421+0.023878i,-0.054171+0.087121i,-0.10253+0.1149i,-0.074378+0.08415i,-0.044221+0.03789i,-0.022197+0.0055533i,-0.012374-0.015322i,-0.014286-0.01899i,-0.010868-0.014022i,-0.0062785-0.015961i,-0.0010446-0.021466i,0.0087747-0.024504i,0.012723-0.019785i,0.0076399-0.0076433i,0.0037208-0.0013596i,0.0042378-0.0086028i,0.0024384-0.021645i,-0.0025338-0.026587i,-0.004359-0.021928i
0.061705+0.094814i,0.12659+0.095885i,0.15078-0.015615i,0.074846-0.12153i,-0.016436-0.073748i,0.0037122+0.025649i,0.060299+0.040878i,0.056828+0.024947i,0.036708+0.023807i,0.026467+0.014027i,0.016091+0.012419i,0.011891+0.018534i,0.0050467+0.013567i,-0.0093069+0.0077469i,-0.018192+0.0078002i,-0.015796+0.0087798i,-0.0055913+0.006982i,0.0050874+0.0015691i,0.010491-0.00087173i,0.011258+0.0037133i,0.010102+0.012523i,0.0048182+0.017861i,-0.0025062+0.016758i
-0.16248+0.004525i,-0.33056+0.057427i,-0.43299+0.16457i,-0.32443+0.23177i,-0.074124+0.14955i,0.082004+0.017159i,0.091044-0.028074i,0.072616-0.026349i,0.055044-0.033215i,0.018482-0.031868i,-0.0073247-0.019703i,-0.011621-0.0095679i,-0.0064362-0.0012086i,-0.00051793+0.0068013i,-0.0006278+0.011132i,-0.0051541+0.010346i,-0.0099785+0.005997i,-0.01155+0.0013215i,-0.013181-0.0028419i,-0.020765-0.0046302i,-0.024877-0.0016778i,-0.016248+0.0020297i,-0.0024453+0.0026433i
0.1153-0.10403i,0.24938-0.16917i,0.36165-0.19281i,0.33377-0.17317i,0.15948-0.13583i,-0.024765-0.099005i,-0.096741-0.066846i,-0.088172-0.049304i,-0.072698-0.03706i,-0.049366-0.015924i,-0.018544-0.0047176i,0.0021588-0.0090951i,0.011227-0.014557i,0.015193-0.01571i,0.020102-0.014799i,0.023784-0.012791i,0.019915-0.0080284i,0.0096339-0.0030229i,0.0039476+0.00099823i,0.0099901+0.0019125i,0.017686-0.0042783i,0.016544-0.010958i,0.011764-0.012172i
0.028354+0.10129i,0.03833+0.13569i,0.015311+0.066323i,-0.057318-0.042744i,-0.12651-0.043306i,-0.10121+0.038643i,-0.030847+0.07223i,-0.012728+0.060802i,-0.015108+0.054795i,-0.0041979+0.050095i,0.00023987+0.04688i,0.0020018+0.040791i,0.0028423+0.023871i,-0.0013756+0.0093682i,-0.0064071+0.0021478i,-0.0084573-0.0027295i,-0.0052947-0.0040392i,-0.00046604-0.00054455i,0.002118+0.0041993i,0.0011236+0.0073797i,-0.0030284+0.0091395i,-0.0082647+0.0091275i,-0.012573+0.00737i
-0.14169-0.016461i,-0.2934-0.0028225i,-0.40108+0.08157i,-0.32485+0.19879i,-0.090737+0.22395i,0.081786+0.14389i,0.10514+0.074591i,0.088762+0.048754i,0.072075+0.024674i,0.037456+0.0043652i,0.012182-0.0060288i,0.00071921-0.011085i,-0.0054882-0.0045963i,-0.0062027+0.0044229i,-0.0080804+0.0061103i,-0.012912+0.0038984i,-0.013302+0.0005201i,-0.0081928-0.0010718i,-0.0036898-0.0036484i,-0.0052803-0.0083154i,-0.0091452-0.0076978i,-0.0052924-0.0014883i,0.0033916+0.002106i
0.12867-0.076581i,0.29952-0.12191i,0.46527-0.13737i,0.47606-0.15401i,0.30263-0.18723i,0.109-0.18998i,0.021332-0.15784i,-0.0021188-0.11949i,-0.0109-0.075171i,-0.0018882-0.034584i,0.012691-0.018304i,0.013196-0.015745i,0.007443-0.012778i,0.0061373-0.0090196i,0.0092303-0.00228i,0.012858+0.0061819i,0.013229+0.0068844i,0.0082008-0.00076864i,0.0027383-0.0046802i,0.0043441+0.00077612i,0.011059+0.0043181i,0.013992-0.00036635i,0.010869-0.0044978i
-0.014664+0.10088i,-0.062273+0.14613i,-0.142+0.085171i,-0.20979-0.037347i,-0.22809-0.079116i,-0.1913-0.030013i,-0.12747+0.016805i,-0.077264+0.02751i,-0.036925+0.03058i,-0.0017452+0.027525i,0.0047347+0.016374i,-0.0058214+0.0092731i,-0.010502+0.00152i,-0.010309-0.007137i,-0.0085522-0.01195i,-0.0046229-0.013073i,-0.0036768-0.0090241i,-0.0052958-0.0016293i,-0.0043374+0.0043648i,-0.0001546+0.0029334i,0.00094301-0.0027152i,-0.0035341-0.0073287i,-0.0089861-0.0093652i
-0.10584-0.039854i,-0.21571-0.063262i,-0.30282-0.012596i,-0.28585+0.12737i,-0.1501+0.2332i,-0.018956+0.21581i,0.019219+0.14606i,0.029136+0.095325i,0.039783+0.040415i,0.028439-0.0094983i,0.013765-0.024186i,0.0080671-0.01673i,0.0045468-0.0037779i,0.001154+0.0042032i,-0.0040778+0.0020204i,-0.010302-0.0029244i,-0.013145-0.0021181i,-0.0088761+0.0032846i,0.00027933+0.0040756i,0.0018138-0.0019136i,-0.0047031-0.0041254i,-0.0079157+0.0016262i,-0.0036602+0.0068351i
0.12206-0.047643i,0.28899-0.042172i,0.47707-0.0083969i,0.54125-0.021557i,0.41843-0.08464i,0.24477-0.11052i,0.14479-0.09947i,0.082598-0.095176i,0.025908-0.081379i,-0.0031351-0.051568i,-0.0080407-0.022431i,-0.0033816-0.0024011i,0.0028852+0.0053603i,0.0033508+0.0075323i,0.0013414+0.012998i,0.0029734+0.01771i,0.0079664+0.014014i,0.011061+0.0015186i,0.0060648-0.0099482i,-0.0025994-0.010172i,-0.0051668-0.0039063i,-0.0017734-0.0010749i,-0.00024454-0.0010605i
-0.026908+0.077056i,-0.11765+0.081123i,-0.24949-0.0068013i,-0.3145-0.12545i,-0.27028-0.17199i,-0.19003-0.13568i,-0.12892-0.075658i,-0.088606-0.03313i,-0.059318-0.0033453i,-0.042202+0.012541i,-0.037473+0.0096552i,-0.030179+0.0029606i,-0.015841-0.00053519i,-0.0060915-0.0036697i,0.0002997-0.0064708i,0.0060141-0.009393i,0.0045557-0.010182i,-0.0039-0.0056867i,-0.0097789+0.0016756i,-0.0045966+0.0060002i,0.0058433+0.0062443i,0.0091136+0.0025703i,0.0053762-0.0011673i
-0.073001-0.039053i,-0.11367-0.064779i,-0.14964-0.041813i,-0.18397+0.066919i,-0.16752+0.17743i,-0.10582+0.18133i,-0.064104+0.12519i,-0.037568+0.087598i,-0.010852+0.054454i,-0.0025622+0.022685i,-0.0010408+0.012666i,0.0047428+0.01208i,0.0029523+0.009838i,-0.0028195+0.0070095i,-0.0070127+0.0010732i,-0.010962-0.0048358i,-0.011193-0.0034386i,-0.0063799+0.0030012i,2.2417e-05+0.0077584i,0.001992+0.0054879i,-0.0031939+0.00089572i,-0.0066581+0.0016126i,-0.0028285+0.0044807i
0.094038-0.023i,0.21428+0.031037i,0.37649+0.12951i,0.47624+0.14998i,0.41013+0.075457i,0.25986+0.026492i,0.16392+0.018703i,0.1108-0.002009i,0.052776-0.017157i,0.01619-0.0045414i,0.0085663+0.010951i,0.0068188+0.011212i,0.0046351+0.0039323i,0.0018049+0.0023525i,-0.0020948+0.0075298i,-0.0033046+0.013298i,0.0024054+0.01327i,0.011332+0.0042557i,0.013102-0.0090772i,0.0068109-0.016725i,0.0015463-0.015908i,0.00017722-0.013284i,-0.00023996-0.011715i
