-7.3284e-05-0.0003496i,0.00027399-0.00076315i,-0.00032464-0.0020356i,-0.0015562-0.0024651i,-0.0016403-0.0007323i,-0.0019669+0.0012411i,-0.00183+0.00074363i,-0.00055022+0.0010754i,0.00017287+0.0021502i,0.00081558+0.0011249i,0.0007264+3.2406e-05i,0.00017886-0.00029515i,5.0809e-05-0.00023123i,-0.00031531-1.0997e-05i,0.00033995-0.00015113i,0.0010377-0.00014904i,0.0007416+0.00048613i,0.00062316+0.00051033i,0.00097757+0.00011492i,0.0014938+0.00026652i,0.0014009+0.00013474i,0.00050953-3.4294e-05i,1.0505e-05-0.00036164i
-0.0017224+0.0031469i,-0.003132+0.0028726i,-0.0022577+0.0033516i,-1.5364e-05+0.0024636i,0.0010657+0.00043413i,0.00057454-0.00087747i,-0.0001313-0.00061054i,0.00025224+0.0003757i,0.00085787+0.0011894i,0.0015258+0.00068772i,0.0011831-0.00018664i,-7.914e-05-0.0004146i,-0.00055638-0.00092763i,0.0002486-0.00083659i,0.001036-0.0003742i,0.00064029-0.00062624i,0.00021179-0.00070778i,0.00031827-0.00024445i,0.00024887-0.00045671i,1.2622e-05-0.00070158i,-0.00010382-0.00062128i,-0.00021368-0.00058828i,-0.0003938+0.0002576i
-0.0005687+0.00062728i,-0.0017971+0.0019994i,-0.0023597+0.0019063i,-0.0015142+0.0015139i,-3.6698e-05+0.00065348i,0.00035937-0.00016048i,2.3231e-05+0.00031004i,-2.0906e-05+0.0013458i,0.00076771+0.0010734i,0.0014419+0.00020276i,0.0013227+0.00030541i,0.00059547+0.0001067i,0.00025598+1.3054e-05i,0.00050883+0.0004189i,0.00078585+0.00088213i,0.0014423+0.00064942i,0.001288-0.00012947i,0.00019967-0.00084019i,-0.00049993-0.00024162i,-0.001152+0.00076995i,-0.0013063+0.00017369i,-0.0011235+0.00011173i,-0.00027129+8.383e-05i
-0.0031169+0.00094455i,-0.0034162+3.1698e-05i,-0.0020515+0.00022851i,-0.00034183+0.00090333i,0.00020787+0.00075517i,0.00065463+0.00020899i,0.00066479-2.2708e-05i,0.00045916+0.00097001i,0.00022628+0.0021821i,0.00070746+0.0021451i,0.00063499+0.0013986i,5.9651e-05+0.00027701i,-0.00053481-0.00010174i,-0.0013838-0.00014021i,-0.00091789-0.00021614i,0.00069544+4.1773e-05i,0.0015567+8.7489e-05i,0.0013374+5.6273e-05i,0.0010437+0.00025637i,0.00082432-0.00023972i,0.00052972-0.0010307i,-7.2057e-05-0.0013827i,-0.00071445-0.0010659i
-0.0013465+0.0015002i,-0.0016312+0.0021378i,-0.0010764+0.0013135i,-0.00049434+0.0014171i,-0.00055717+0.0012196i,-0.00021471+0.00090395i,0.00044683+0.00092464i,-0.0001316+0.0011783i,-0.00019003+0.00168i,-0.00024153+0.0012432i,-0.0010898+0.00028063i,-0.0012206-0.00046974i,-0.00072858-0.00086023i,-6.2356e-05+8.0861e-05i,0.00086371+0.00092811i,0.0014735+0.00074189i,0.0013373+0.00049555i,0.0015712+0.00045543i,0.0016218+0.00034271i,0.0005811-0.00020631i,-0.00031156-0.00029056i,-0.00031497-0.00041865i,6.6171e-05-0.00060198i
-0.0022351+0.00087851i,-0.0029172+0.0011646i,-0.0020921+0.0013057i,-0.0014679+0.0010183i,-0.0014737+3.7249e-05i,-0.0009898-0.00044683i,-0.00069508+9.3935e-05i,-0.00037561+0.0010541i,-0.00046541+0.00094545i,-0.00040579+0.00014981i,-0.0007333-0.00014215i,-0.00079876-0.00051653i,-3.5012e-05-0.00042i,6.2405e-05-0.00041778i,0.00063034+0.00033165i,0.0010658+0.00058752i,0.0015057-0.00031363i,0.001537-0.00066226i,0.0011454-0.00041097i,0.0010013-5.9803e-07i,0.00014702-0.00020308i,-3.2871e-05-0.0005543i,-5.2605e-05-0.00052575i
-0.0036277+0.0009933i,-0.0042659+0.0011856i,-0.0044913+0.0021585i,-0.0028481+0.0016204i,-0.00082878+0.0010535i,-1.9429e-05+0.00076722i,-0.00032988+0.00055383i,-0.00075383+0.00079414i,-0.00056977+0.0010577i,0.0002895-8.6742e-05i,0.00078969-0.00088377i,0.00011399-0.0012351i,-0.00085151-0.0014845i,-0.00041294-0.00049397i,0.00052274+8.2389e-05i,0.0010569-0.00050029i,0.0013187-0.00047417i,0.001274-0.00058737i,0.0010322-0.0011714i,0.00041613-0.00081618i,-0.00027947+9.3484e-05i,-0.0007368+0.00046819i,-0.00035447-0.00016623i
-0.0018067+0.0014054i,-0.0023677+0.0003747i,-0.001325-6.1963e-05i,0.00051793-0.00036155i,0.0014277-0.0017708i,0.0013085-0.0014114i,0.00076699-0.00049977i,0.00035036+3.7268e-05i,0.0008371-0.00021248i,0.0012505-0.0011833i,0.00073051-0.0021714i,0.00052232-0.0016868i,0.00049213-0.00069001i,2.123e-05+0.00023327i,-0.00050473+0.00032826i,-0.00014856-0.00041879i,0.00013417-0.00038064i,0.00022092+0.00047135i,0.00035952+0.00042682i,0.00049614-0.00055039i,0.00020435-0.00058163i,0.00018574+0.0005021i,0.00051969+0.00058165i
-0.0019641-0.00073932i,-0.0020467+0.00051395i,-0.0025673+0.0011866i,-0.0017303+0.001467i,-0.00051387+0.0013841i,-0.00021004+0.0011552i,-0.00015062+0.0010761i,-0.00015594+0.00095829i,5.3786e-05+0.00041149i,0.0013593-0.00037576i,0.0016625-0.00057182i,0.00033588-0.0010715i,5.5483e-05-0.0012305i,0.00029993-0.00070743i,0.00039026-0.00035703i,0.00036281-0.00054303i,0.00054876-0.00064712i,0.00040233-8.6133e-05i,0.0007514+0.0003571i,0.0011079-0.00014158i,0.00052216-0.00017901i,-1.7159e-05-0.00041499i,-0.00010322-0.00035461i
-0.0023925-0.00086047i,-0.0018739-0.00052747i,-0.0018559+0.00086207i,-0.0011755+0.0021456i,0.00014452+0.0020318i,0.0010527+0.0013805i,0.0015344+0.001598i,0.0011618+0.001425i,0.00082668-2.8511e-05i,0.001274-0.00099982i,0.0022293-0.00046491i,0.0022118+0.00027287i,0.00059576+0.00038906i,-0.00015022+0.00074867i,-0.00032252+0.00059342i,-0.00017593-0.0003732i,-8.338e-05-0.00035819i,-0.00063461+0.00016041i,-2.1727e-05+0.00010548i,0.00072566-0.00011378i,0.00015122-0.00033201i,-0.00010947-0.00034121i,0.00016474+0.00044895i
-0.00012388-0.00026589i,-0.00028162+0.0011392i,-0.00078807-0.0001287i,-0.001235-0.001276i,-0.0016634-0.0013735i,-0.0019531-0.00036283i,-0.0017738+0.00096931i,-0.00052061+0.00090684i,0.00062899-0.00016011i,0.00075501-1.8352e-05i,0.00083736+0.00045367i,0.00056391+0.00038066i,0.00013919-4.5976e-06i,0.00040465-1.5813e-05i,0.00064976+0.00020529i,0.0012444+0.0004169i,0.0013964+0.00095686i,0.0015873+0.00072497i,0.0014103-1.3025e-05i,0.00043663-0.00050702i,-0.00049769-0.00047032i,-0.00061349-0.00044702i,-0.0003598-0.00051499i
-0.0022551+0.00029681i,-0.0031097+0.00020727i,-0.0025276+0.00060046i,-0.0012501+0.00119i,-7.7284e-05+0.0010528i,0.0003038+0.0011541i,-0.00052535+0.0014276i,-2.8903e-05+0.0012985i,0.0012692+0.0010496i,0.0019161+0.0006043i,0.0021121+0.00052089i,0.0010952+0.00032236i,0.00036135-0.00029201i,-9.6182e-05-0.00015049i,0.00016532+0.00039466i,0.00065685+0.00040909i,0.0005749+0.00014603i,0.00044982+0.0001381i,0.00037978+0.00050635i,0.00012653-0.00039056i,-0.00048592-0.0011047i,-0.00027098-0.00047095i,-0.00026115+0.0002172i
-0.0022605+0.0011953i,-0.0012022+0.0014194i,-0.00020513+0.0011813i,0.0017527+0.00044081i,0.0027935+0.00046385i,0.00171+0.00013743i,0.00011175-8.3972e-05i,-0.00067668+0.00096795i,-3.2452e-07+0.0014679i,0.00038533+0.00044514i,0.00012817+0.00015072i,4.0604e-05+0.00049911i,6.8604e-05-4.9453e-05i,4.966e-05-0.00061098i,0.00014227-0.0004786i,0.00063773-0.00069248i,0.00061275-0.00053022i,0.00062154+0.00031383i,0.00012082+0.00054017i,-0.00084231-0.00029246i,-0.00090028-0.00090416i,-0.0013638-0.00032398i,-0.0015608-0.0004862i
-0.0020499-3.5622e-05i,-0.0023953+0.0014204i,-0.002325+0.0024277i,-0.0011072+0.0020666i,0.00039327+0.0010828i,0.001741+0.00064798i,0.0017227+0.0010246i,0.00059239+0.0013514i,0.0004896+0.0015089i,0.00046418+0.0010592i,-6.2196e-05+0.00033463i,-0.00077466-7.8222e-05i,-0.0012995-9.9421e-05i,-0.00086092-0.0001475i,-3.4563e-05+5.9105e-05i,6.8355e-05-9.216e-05i,0.00051474-7.2885e-05i,0.00075324+0.00014969i,0.00062794-9.5644e-05i,-0.00021326-9.2504e-05i,-0.0014559-0.00054328i,-0.0012142-0.0010159i,-0.00068495-0.00049572i
-0.0019806+0.00072216i,-0.0026909+0.0016774i,-0.003173+0.001205i,-0.0020375+0.0003334i,-0.00039387-0.00075215i,-0.00030952-0.0020895i,-0.00077742-0.0015554i,-0.00020076+0.00065204i,0.00054724+0.0016107i,-7.8937e-05+0.00089444i,-0.0015172-0.00012743i,-0.0018271-0.00058118i,-0.00099992-0.00016539i,0.00012412+6.2391e-05i,0.00091499+0.00023016i,0.00045635+0.00063493i,0.00039577+0.00035554i,0.00099836+5.4657e-06i,0.00069203-0.00039818i,0.00037894-0.00039346i,-0.00014396-9.7917e-05i,-0.00075346-0.00048285i,-0.00054809-0.0013167i
-0.0011464+0.00071307i,-0.0020271+0.00040613i,-0.0019041-0.00013604i,-0.0011144+0.0002122i,-0.00057279+0.00081662i,-4.5256e-05+0.00064642i,-0.00027798+0.0009157i,-0.001318+0.002138i,-0.00096315+0.0021935i,-0.00035899+0.00071123i,-0.0012478-0.00044535i,-0.0012098-0.00055526i,-0.00024041-0.00040963i,0.0003241+0.00022752i,0.00015545+0.0011884i,-0.00025167+0.0011277i,7.9565e-05+0.00022283i,0.0011794+0.00013174i,0.0014301+0.00034837i,0.00063402-3.3092e-05i,1.4033e-06-0.00019778i,-4.4466e-05-0.00065086i,-4.6379e-05-0.0010941i
-0.00035395+5.9274e-05i,-0.00079294+0.0011581i,-4.3301e-05+0.00010783i,0.0012525-0.0009367i,0.0016011-0.0010533i,1.5949e-05-0.00036395i,3.5669e-05+0.00075522i,0.00046731+0.001621i,0.00045669+0.00079541i,0.00071371-0.00078796i,-0.0001616-0.0011324i,-0.0008646-0.00034528i,-0.00072023+0.00020829i,-0.00012201+0.0003695i,0.0001025+0.00025881i,-2.3485e-05+0.00011041i,0.00039647+4.8061e-06i,0.00048691+0.00011254i,-0.00042667+0.00063725i,-0.00031218+0.00058691i,-0.00039249+0.00012396i,-0.0001164-5.3736e-05i,0.00061802-0.00027079i
-0.0021751+0.00048192i,-0.002642+0.0016933i,-0.0026144+0.0023515i,-0.0022049+0.0024137i,-0.0012562+0.0025661i,-0.00068285+0.0015849i,-0.00091838+0.00091062i,-0.0003385+0.0010445i,0.00092525+0.00035332i,0.0016144-0.0013167i,0.0010521-0.0020834i,-0.00013973-0.0021445i,-0.00014225-0.0017036i,0.00010408-0.00042983i,-8.3973e-05+0.00035922i,0.00042218+0.00016838i,0.0011385-0.0001193i,0.0011719+0.00061868i,0.00079294+0.0010015i,0.00027091+6.6426e-05i,-0.00033465-0.00071248i,-0.00062563-0.0009472i,-0.0010819-0.00041718i
-0.0014917-0.0009504i,-0.0023472+0.00061112i,-0.001669+0.00091774i,-0.00048208+0.00038591i,0.00079272-4.8434e-05i,0.00072251-0.00015609i,-0.00056683+0.00041531i,-0.00037062+0.0011981i,0.001143+0.00021122i,0.0016895-0.001331i,0.0020839-0.0012897i,0.0016004-0.00094627i,0.00060327-0.001736i,0.00049747-0.0016554i,0.0005635-0.00060271i,0.0012347-0.00028515i,0.0018359-0.00030339i,0.0012633-0.00028131i,0.0002591+8.2548e-05i,0.00010888+0.00067824i,0.00092096-0.00027561i,0.00047086-0.0016418i,-0.00048048-0.00099716i
-0.001167+0.0010003i,-0.0023707+0.0015502i,-0.0026909+0.00065321i,-0.0015312+0.00066422i,-0.00032764+0.00049593i,-0.00044998+0.00014747i,-0.00052865+0.00090113i,-0.0002978+0.0013245i,0.00020883+0.00091855i,0.0010383+2.9133e-05i,0.0017007-0.00070176i,0.0024684-0.00060958i,0.0018326-0.00049243i,0.00099463-0.00093441i,0.00060074-0.0010665i,0.00035977-0.0010522i,0.00012396-0.00091627i,0.00026423-4.0766e-05i,0.00050453+0.00011907i,-0.00024278-0.00089223i,-0.00070743-0.0011994i,-0.00028336-0.00041471i,0.00051622-0.00060291i
-0.0020791+0.00038099i,-0.0028061+0.00064568i,-0.0022052+0.0017239i,-0.0002354+0.0022471i,0.0011865+0.0018618i,0.00067715+0.00039222i,0.00024871-0.0001903i,0.00023517+0.00081511i,0.00065047+0.0018303i,0.0010382+0.0013398i,0.00069533+0.00068177i,0.00067039+0.00035113i,0.0012127-0.00021897i,0.00040074-0.00090985i,-0.00025316-0.00083712i,0.00040888-0.00028728i,0.00044212+0.00032326i,6.2601e-05+0.00029761i,0.00027087+0.00038721i,7.2443e-05+0.00044303i,-0.0003159+0.0006577i,-0.00067795+0.00086916i,-0.0010641+0.00013261i
-0.0013428+0.0019035i,-0.001638+0.00047949i,-0.0010022-0.0005537i,-0.0010842-0.0010329i,-0.0013269-0.0015795i,-0.00024916-0.0007894i,-0.00021476+0.00084792i,-0.00030513+0.0016863i,0.00043042+0.0018726i,0.0010415+0.0013311i,0.0015326+0.00070154i,0.0014505+0.0013594i,0.0011103+0.0017427i,0.0011621+0.00065073i,0.0009596+0.00027897i,0.00096648+0.00058858i,0.001302+0.00014569i,0.0011555-0.00040261i,0.00061729-0.00038378i,0.0002647-7.7601e-05i,-5.2704e-06-0.00023657i,-0.00025848-0.00037385i,5.6705e-06-0.00039122i
-0.00082883+0.00027195i,-0.0016264+0.00061343i,-0.00057077+0.00097606i,0.00093753+0.0010759i,0.0012185+0.00069195i,0.0010176+0.0011663i,0.00074979+0.0015399i,0.00077477+0.0010425i,0.0013578+0.00078272i,0.00094008+0.00057313i,-0.00050235+0.00051697i,-0.00064761+0.00038825i,0.00023899+0.00013949i,0.0011312+0.00051867i,0.00064131+0.00041791i,-8.5014e-05-0.00015899i,0.00023858-0.00028895i,0.00050532-0.00060307i,0.00021921-0.00063651i,0.00031301-0.00036995i,-0.00020214-0.00051418i,-0.0010048-0.00066702i,-0.0012623-0.00032467i
-0.00049418+0.0008268i,-0.0012405+0.0012006i,-0.00083735+0.001662i,0.00023968+0.00097519i,0.00060847-0.00023741i,0.00050111-0.00069252i,0.00023047-0.00019166i,0.00049828+0.0011169i,0.00049811+0.0011777i,-6.1475e-05+0.00062747i,-0.0001494+0.00028814i,-0.00014839+0.00031974i,8.8343e-05+0.00065448i,0.00063836-7.4725e-06i,0.0011426-0.0009541i,0.0009538-0.001071i,0.00089659-0.00080839i,0.00069453-0.00016523i,0.00030044+0.00052479i,-0.00015297+0.00059617i,-0.00053008-0.0001541i,0.00024337-0.0010108i,0.00091423-0.0012586i
-0.0015372+0.0021403i,-0.0035614+0.0024545i,-0.0028857+0.0012644i,-0.001491+0.00084514i,-0.0018112-3.6435e-05i,-0.0017321-0.00016208i,-0.00020623+1.739e-05i,0.001127+0.0006898i,0.00074014+0.0011988i,0.00016813+0.00038228i,-0.00037761-0.00012371i,-0.00034704+0.00047863i,0.00017253+0.00071562i,-7.1107e-05+0.00016688i,-0.000341-0.00020981i,-1.4397e-05-0.00075788i,0.00050893-0.0009088i,0.0009617-0.00039859i,0.0010531-0.00024947i,0.00077035-0.0013342i,0.00010107-0.00071613i,-0.00091642+0.00042704i,-0.0014562+0.00015442i
-0.00032312+0.0015731i,-0.0010084+0.0018148i,-0.0020448+0.0020096i,-0.00096822+0.0018211i,0.00096709+0.0013617i,0.0013337+0.00062189i,0.00023095+0.00044982i,9.6645e-05+0.0014936i,0.00070633+0.0016326i,0.00065934+0.0006748i,0.00027086+1.5467e-05i,0.00021912-0.00052738i,-0.00032606-0.00046104i,-0.00081116+0.00010372i,-0.00027853+0.0011464i,0.00058306+0.0014643i,0.00083044+0.00047779i,0.00082585+0.00014768i,0.00047654+0.00042764i,-0.00028526-9.0333e-05i,9.9957e-05-0.0005358i,0.00054064-0.00042459i,0.0008025-0.00033774i
-0.0012132+0.00052896i,-0.0022498-7.705e-05i,-0.00090698-0.0013776i,0.00050216-0.0010945i,0.00054177+0.00026541i,-0.00022318+0.00086442i,-0.00059501+0.00093816i,-0.00036048+0.0014849i,-0.00031333+0.0014342i,-0.00024733+0.00018727i,-0.0001647-0.00028677i,0.00017877+0.00034666i,0.00024815+0.00036563i,-0.00013423-0.00030865i,-0.00026654+0.00026641i,0.00083645+0.00076599i,0.0017728+0.00045691i,0.00093133-1.3975e-05i,0.00034551-0.00047466i,8.186e-05-0.00065343i,0.00010734-0.00095099i,-5.2376e-06-0.00045504i,6.6352e-05+7.2001e-05i
-0.00095858+0.00079755i,-0.00056642+0.00011698i,-0.0001313-5.6464e-05i,3.3893e-05+0.00084266i,-0.00023007+0.00049055i,-0.00041886-0.00040308i,-0.00030649+0.00061489i,7.5354e-05+0.0013239i,0.0012789+0.00083765i,0.001749-2.8075e-05i,0.0010932-0.0007411i,0.00057496-0.00042275i,-4.2738e-05+0.00040754i,-4.479e-05+0.0002732i,-0.00015149+8.1253e-05i,-4.8085e-05+0.00043719i,0.00045893+0.00028934i,0.00076582-0.0001577i,0.0010461-0.00055779i,0.00072241-0.00098108i,-0.00014083-0.00092526i,-6.3137e-06-0.00037535i,0.00028738+0.00033848i
-0.00048971+0.00092039i,9.1447e-05+0.0014646i,-0.00060953+0.00082573i,-0.0018768-0.00029259i,-0.0017809-0.001218i,-0.0013633-0.00075467i,-0.001057-0.00041587i,-0.0013137+0.00035386i,-0.00050226+0.00074983i,0.00081935-0.0009687i,0.00088484-0.0025561i,0.00053209-0.0022442i,0.00035385-0.0012192i,0.0006248-0.00078786i,0.00048985-0.00050659i,0.00067096+1.787e-05i,0.0012525-0.0003967i,0.0011463-0.00070786i,0.00065187+0.00019023i,5.5685e-05+0.00084512i,-0.00021836+0.00058977i,0.0001765-0.00033196i,0.00041499-0.00088392i
-0.0017631+0.00049477i,-0.0021952+0.0012949i,-0.002437+0.0022394i,-0.00074011+0.0018394i,0.00094121+0.0013977i,0.00092536+0.00033153i,0.00077631-0.00039658i,0.00017114+0.00053818i,5.2833e-05+0.00061648i,0.0007756-5.8899e-05i,0.0012796-0.00019804i,0.00091989-0.00070468i,0.00076875-0.00050389i,0.0009629+0.00039274i,0.00090339+7.8703e-05i,0.00095849-0.00012284i,0.0003586+0.00018003i,-0.0003086-5.4207e-05i,-0.00022847-0.00096885i,8.7549e-05-0.0010423i,0.00015076+0.0001882i,-5.1633e-05+0.00098588i,-0.00085258+0.00073867i
-0.0014087-0.00033318i,-0.0023303-0.00062759i,-0.0026939-0.00021114i,-0.002347+0.00019243i,-0.0013111-0.00022201i,-0.00062163-0.00035763i,-0.00042654+0.00015383i,-0.00025625+0.001161i,0.00065451+0.0013119i,0.0012294+0.0003506i,0.0011993-4.3412e-05i,0.00088925+0.0004837i,0.00047434+0.00064252i,0.00066219+0.00079471i,0.00063012+0.00076285i,-7.1356e-05+0.00024398i,-0.0001737+0.00025517i,-0.00029355-0.00040229i,2.0049e-05-0.0005535i,0.00036668-0.0002634i,0.00035162+0.00015289i,0.00047063+0.00033036i,0.0005928-0.0001672i
-0.0018446+0.00019417i,-0.002767-0.00022701i,-0.0021877-0.00031361i,-0.00043709+5.5273e-05i,0.00047088-0.00014005i,1.9634e-05+0.00024461i,-0.00051097+0.0011055i,4.8714e-05+0.0015674i,0.00055991+0.0016078i,0.00056789+0.0011579i,0.00051881+0.0006686i,0.0012854+0.0013141i,0.0010953+0.0012183i,7.5332e-05+3.95e-05i,3.8243e-05-0.00078312i,0.00067089-0.0011615i,0.00082923-0.00016832i,0.00023318+0.00042185i,8.7652e-05-0.00048734i,0.00030789-0.00042307i,-0.00025304-6.489e-05i,-0.0011544-0.00044993i,-0.00091015-0.00056523i
-0.0011222+0.00099645i,-0.0011377+0.0011529i,-0.00033603+0.00091329i,0.00023964+0.00046127i,-9.4619e-05-0.00042671i,-0.0009939-0.00048548i,-0.0013701+0.00062467i,-0.00070279+0.0018544i,0.00033413+0.0014206i,0.00056366+0.00058477i,0.00079282+0.00038479i,0.00096522+0.00034705i,0.0011535+0.00065051i,0.0013743+0.0002875i,0.0010147+0.00026435i,0.00041692+0.00010839i,-0.00017844-0.00098771i,-1.8282e-05-0.0011624i,6.8964e-06-0.00038961i,-0.00020282+4.0552e-05i,-1.9926e-05+3.3809e-05i,0.00024992-0.00017511i,0.00019947+5.1048e-07i
-0.0013725+0.0016806i,-0.001656+0.0024521i,-0.00028779+0.0017384i,0.0013817+0.001124i,0.0016237+4.9045e-05i,0.00051374-0.0017168i,-0.00025103-0.0015472i,0.00014963-2.8399e-05i,0.00059459+0.00067605i,0.00031243+5.2923e-05i,4.2872e-05-6.1322e-05i,-0.00024582+0.00026335i,-0.00059647+0.00016708i,-0.0008027+0.0006249i,-0.00032112+0.00025107i,0.00097207-0.0005263i,0.0015403-6.1763e-05i,0.0015539+0.00036599i,0.00054209+0.00028118i,-0.00075356-0.0001284i,-0.00042903-0.00030146i,0.00020046-0.00018253i,8.6602e-05-0.00034092i
-0.0030249+0.0014193i,-0.0039392+0.0011793i,-0.0028083+0.0018379i,-0.00058963+0.0024272i,0.00020137+0.0016243i,-0.00076976+0.00012041i,-0.00090867-0.0001805i,0.00017535+0.00063989i,0.00081807+0.0012031i,-0.00010589+0.00060302i,-0.00084197+0.00031223i,-0.00066671+0.00077135i,-0.00029623+0.00085426i,-0.00013038+0.00024991i,-0.00013543-0.0001888i,0.00016017+0.00042137i,0.00058428+0.00033701i,0.00085636-0.00047526i,0.00089306+3.5217e-05i,0.00079118+0.00034313i,0.00043639-8.0023e-05i,-0.00064537+0.00021958i,-0.0011472+0.00037587i
-0.0020231-5.5983e-05i,-0.0038326+0.00044i,-0.0030823-0.00012968i,-0.0014067-0.00090235i,-0.0001288-0.0012977i,0.00089096-0.0014123i,0.0012172-0.00056663i,0.00059693+0.00056295i,0.00045126+0.00090916i,0.00081029-0.00024346i,0.00061995-0.00088286i,-0.0001273+0.0001558i,-0.0013878+0.00070804i,-0.0016365+0.0006811i,-0.00067843+0.0003472i,0.00045512+2.3327e-05i,0.0010704+0.00013339i,0.00076187-8.8958e-05i,0.00036023+8.3704e-05i,0.00010791+0.00066027i,9.2023e-05+0.00012825i,0.00012994-0.00060523i,-0.00056299+0.00023284i
-0.0013067-0.0012461i,-0.0022548-0.00071561i,-0.0020391-5.5615e-05i,-0.0012724+0.00065755i,-0.00065148+0.00096846i,-0.00020294+0.0014316i,1.8923e-05+0.0012657i,0.00039893+0.0006373i,0.0010694-1.3874e-06i,0.00090982-0.00052321i,0.0002282-0.00049759i,-0.00040862-7.4788e-05i,-0.00077624+0.00043293i,-0.0011988+0.00051757i,-0.00066433+0.0001625i,0.00098753+0.00032746i,0.0010383+5.5993e-05i,0.00049127+4.8004e-05i,0.0010018+0.00054603i,0.00041043+0.00027945i,-0.0009751-0.00046757i,-0.0010104-0.00072495i,-0.00042817-0.00010848i
-0.00051932+0.00093788i,-6.6078e-05-2.2254e-05i,-0.00017958+7.0305e-06i,-8.4479e-05+0.00026593i,0.00077916+0.00054303i,0.00096058+0.0011066i,0.00035978+0.0015208i,-9.8161e-05+0.0014236i,0.00030825+0.00067128i,0.00064789-0.00061831i,0.00054199-0.0018726i,0.00045753-0.0015339i,0.0007942-0.00029077i,0.00037539+0.00019546i,-4.7825e-05+0.00030073i,0.00020184+0.00042133i,0.0010017+0.0012431i,0.0010932+0.0015706i,0.00036151+0.00049986i,-9.7893e-05-0.00078247i,-0.00063003-0.00083695i,-0.00074887-0.00032878i,-0.00061634-3.6298e-05i
-0.0013545+8.4674e-05i,-0.0017514+0.00059739i,-0.001553+0.001708i,-0.00030456+0.0022414i,0.00073096+0.0016187i,0.00081769+0.00054724i,0.00019289+4.3742e-05i,-5.5332e-05+0.00039334i,0.00083427+0.00040447i,0.0015959-0.00050284i,0.0014966-0.001217i,0.0007667-0.0011825i,0.00031553-0.00064373i,0.00023461-0.00037507i,7.8257e-05+1.0282e-05i,0.00047911+0.00038094i,0.0012378+0.00021907i,0.00084252-0.00032681i,-0.00020412+0.00010963i,-0.00070342+0.00058696i,-0.0004503+0.00024532i,2.9413e-05+0.00050671i,0.00018389+7.7715e-05i
-0.0013603+0.001199i,-0.0017894+0.0018848i,-0.0023669+0.00083279i,-0.0016986-5.7696e-05i,-0.00074678+0.00056753i,-0.00038698+0.00064691i,-0.00072079+0.00018293i,-0.00062229+0.00074176i,0.000531+0.00064734i,0.00157-0.00011175i,0.0013283-0.00049031i,-7.3327e-05-0.00054511i,-0.0010959-0.00077508i,-0.00047133-0.00079534i,-0.00035373-0.00074618i,-0.00014501+9.5765e-05i,0.00061456+0.00041688i,0.00078351-0.00033785i,0.001299-0.00013621i,0.0008642-4.9634e-05i,-0.00040847-0.00059098i,-0.00096315-0.0011972i,-0.00013792-0.00072758i
-0.0023963+0.00041503i,-0.0026204+0.00069059i,-0.0021815+0.001137i,-0.00073078+0.00073429i,4.0755e-05+0.00064595i,0.001028-0.00012279i,0.0013677-0.00061697i,0.00016107+0.00027143i,-9.0024e-05+0.0014359i,0.00060384+0.0014173i,0.0010244+0.00021681i,0.0013767-0.00027623i,0.0017294-8.3022e-05i,0.0012451-0.00073735i,0.00066683-0.00066485i,0.0008485+0.0005754i,0.00072932+0.00095108i,0.00095315-3.6435e-05i,0.0013566-0.00080825i,0.00063803-0.0013625i,0.00014881-0.0015885i,-0.00010141-0.00054066i,-0.00060863+0.00042568i
-0.0011221+0.00016202i,-0.0015339-0.00035109i,-0.0028797-0.0016291i,-0.0019434-0.00013801i,-0.00044932+0.0010071i,-4.6022e-05+0.00039986i,-9.8637e-05-0.00032817i,0.00038245-0.0005245i,0.00083765+0.00025645i,0.00025439+0.00043433i,3.3962e-05-0.00035669i,0.00062877-0.00037789i,0.0010754+0.00013651i,0.0017235+5.5842e-05i,0.0022409-0.00040865i,0.0017859-0.00014413i,0.00046458+0.00019472i,0.00090092+0.00064903i,0.0013578+0.0002963i,0.00070897-0.00033801i,0.00097131-2.2133e-05i,0.00094987+0.0006239i,0.0001072+0.0010433i
-0.0004189-0.0008831i,-0.0017962+0.00028989i,-0.0012258+0.00015376i,-0.00051038+3.6693e-06i,-0.0004617+0.00032141i,-0.00075268+4.2166e-05i,-0.00057716-0.00030052i,-0.00015273+0.00054625i,0.0010475+0.00099176i,0.0016232+0.00087097i,0.0016668+0.0011714i,0.0013377+0.0015452i,0.0010119+0.00097457i,0.0010018+0.00025935i,0.0010786+0.00012911i,0.0018224+5.0701e-05i,0.0015882-0.00032854i,0.00052517-0.000882i,-3.6148e-05-0.00068083i,0.00026379-1.4995e-05i,0.00039692+2.7263e-05i,-0.0002925-0.00051958i,0.00021622-0.0006719i
-0.0012324+0.00058538i,-0.0026826-0.00035349i,-0.0021361+0.00026278i,-0.0016566+0.00074539i,-0.0014568+0.0008852i,-0.00040653+0.00020129i,-0.00066063+0.00042751i,-0.00098231+0.0013484i,9.9962e-05+0.00095006i,0.00074447-7.2619e-05i,0.0011541-4.8673e-05i,0.0010155+0.00038577i,0.00049391+0.00065564i,0.00050822+0.00073822i,0.00076754+0.00063948i,0.0010097+0.00070201i,0.00073951+0.00027672i,0.00028444-0.00022182i,-0.00018474-0.00081241i,-0.00036676-0.00053231i,-0.00046596-0.00048169i,-0.00044022-0.0006365i,-0.00025789-0.00052937i
