-0.0010316-0.00016145i,-0.0010879-0.0013291i,-0.0028369-0.0017181i,-0.0028289-3.6501e-05i,-0.0013755+0.0018943i,-0.00021713+0.0021456i,0.00077048+0.0020477i,0.0010797+0.0013777i,0.0013752+0.00029i,0.0012884-0.00049147i,0.0010037-0.00095505i,0.0008436-0.00057772i,0.00044489+3.9612e-05i,-1.7274e-05+0.0010151i,8.9147e-05+0.00050347i,-1.9389e-05-0.00019814i,-0.00038519+0.00014635i,-0.00032385-0.00027476i,-0.00011054-0.00087379i,-2.1542e-05-0.00071579i,-0.00018164+0.00029127i,-0.00042338+0.00054297i,-0.00048532+0.00029861i
0.00082533+3.7754e-05i,-0.00071833+0.00041611i,-0.001706+0.0011689i,-0.00091648+0.00083671i,-6.3962e-05+0.00030837i,0.00018769+0.00011063i,0.00059351+0.00027068i,0.00033471+0.00012121i,-0.00042259-0.00016131i,-0.00027418+0.00019029i,0.00031336+1.2788e-05i,0.00029955-0.00030051i,-0.00030307-0.00021045i,-0.00050123+7.4848e-06i,-0.00040958+0.00098181i,-0.00057157+0.001346i,-0.00018996+0.00059856i,-2.9437e-05+0.00034938i,-0.00035299+0.0005486i,-0.00023223+0.00027386i,0.00071943-0.00016365i,0.0011499-0.00041062i,0.00084183-0.00013306i
-0.0011788-0.00067124i,-0.00034151-0.0011141i,0.00031681-0.0013596i,0.00029045-0.00084872i,0.00033913+0.00017375i,0.0014981+0.00011518i,0.0020541-0.00080048i,0.0016027-0.0011599i,0.00072133-0.00063141i,0.00010656+0.00027575i,-8.2614e-06-0.00013015i,-3.4624e-05-0.00037214i,0.00074889+9.5639e-05i,0.0011067-5.7297e-05i,0.00097354+0.00013456i,0.00041618-2.6051e-06i,-0.00023027+0.00033059i,0.0002135+0.00048555i,0.00061447-0.00013953i,0.00062083-0.00045899i,-3.4948e-05-0.00073328i,-0.00036914-0.0010625i,0.00013039-0.0010833i
6.7588e-05+0.0025446i,0.0012756+0.0016736i,0.0031175+9.05e-06i,0.0032926-0.0005714i,0.0021026-0.00067182i,0.00076094-0.00047335i,-0.00030233+0.00054783i,-0.00047783+0.00067499i,1.4399e-07-0.00010805i,0.00032037-0.00057773i,7.5907e-05+5.4481e-05i,-0.00030548-0.00024177i,-0.0010724-0.00080957i,-0.0010183-0.00010506i,0.00020612+0.00030142i,0.0007917+6.1232e-05i,0.0012802-9.5451e-05i,0.00081997+0.00036015i,-0.00040996-2.4773e-05i,-0.00032981-3.725e-06i,-0.00038108+2.451e-05i,-9.3925e-05-0.00074875i,-0.00016652-0.00064098i
-0.00021904+0.0018685i,0.00022144+0.00256i,0.0011224+0.0024458i,0.0010541+0.0020212i,0.00048123+0.001284i,0.00073902+0.0010706i,0.00093326+0.00027537i,-8.8123e-05-0.00033282i,-0.00073745-0.00011467i,-0.00038985-9.8296e-05i,0.00025601-0.00022037i,0.00028322+0.00010945i,-0.00022916+7.5077e-05i,0.0003009-0.00042379i,-6.8275e-05-0.00054513i,-0.00075795-0.00065523i,3.1748e-05-0.00028386i,0.0007237+0.0003115i,0.00066402+9.865e-05i,0.00038427-0.00040805i,0.00044948-0.00022069i,0.00073676+0.00062544i,0.00028628+0.00083011i
-0.00084289-0.00050037i,-0.0026275-8.1859e-05i,-0.0035375+0.00076934i,-0.0021673+0.00059169i,-0.00027741-0.00038984i,0.0009871-0.00067401i,0.00070235+0.00011016i,0.00020589-0.00048968i,0.00017099-0.0014919i,0.00021304-0.00096799i,-0.00028477-0.00029445i,-0.00066193-0.00061981i,-0.0004776-0.00042207i,-0.00059085+0.0002178i,-0.0012848+0.00057119i,-0.00099332+0.00057685i,0.00013793+6.4731e-05i,0.0010789-0.0001633i,0.00094346+8.8937e-05i,0.00029675-0.00031963i,-0.00012215-0.00036112i,-0.00036286-0.00028827i,-0.00039617-0.00070307i
-0.00011625+0.0031493i,0.00070636+0.0018374i,0.0010883+0.0011786i,0.0016542+0.00070003i,0.0018349-0.00016484i,0.0016398-0.00082773i,0.0011073-0.00048569i,0.00010259+0.00030557i,-0.00037053+8.3432e-05i,-0.00012277-0.00049725i,0.0004033-0.00092968i,3.4474e-05-0.00072148i,-0.00054247+5.8092e-05i,-0.00090715+0.00038993i,-0.00075545-0.00011991i,-0.0003605-0.00032862i,0.00031817-0.00010031i,8.8988e-05+0.00012162i,-0.00068775-0.00019375i,-2.3562e-05+3.1955e-05i,0.00051431+0.00083224i,-3.4232e-05+0.00062673i,-0.0001107-0.00017582i
0.0012905-0.0015971i,0.00084554-0.0012252i,-0.00021746-0.00066127i,-0.0001475-0.00024648i,0.0003362+3.0922e-05i,0.00019669+0.00019534i,3.441e-05+0.00041973i,4.7776e-07+0.00012427i,0.00037066-0.00016956i,-0.00013952+0.0001042i,-0.00074473+0.00029199i,-0.00072263+0.00011551i,-0.00037598+0.00011403i,0.00042396+0.00055176i,0.00023332+0.00058845i,-0.00045914+0.00046702i,0.00028573+0.00044934i,0.00060782+0.00014819i,-0.00011964-0.00045861i,-8.3286e-05-0.00065619i,0.00017176+9.8313e-05i,-0.00017303+0.00073075i,-0.00036804+0.00034251i
-9.3431e-05+0.0012344i,0.00025543+0.00090848i,0.00091152+0.0017428i,0.0009229+0.0026934i,0.0014299+0.0015822i,0.00088241+0.00036551i,-0.00023741-0.00034455i,2.2954e-05-0.00083473i,0.00019233-0.00097287i,0.00019117-0.00094914i,0.00048199-0.00046022i,0.00024703-0.00023473i,1.3389e-05-0.00013207i,3.9537e-05+0.00046632i,0.00033237+0.00036707i,0.00038415-0.00040744i,0.00047285+0.00015992i,0.00017829+0.00059784i,-1.9393e-05-0.00010646i,0.00014807+0.00011713i,-0.00021584+0.00061577i,-0.00035044+0.00069735i,0.00013498+0.00025437i
-0.00016285+0.0005115i,-0.00046511+0.00096119i,-0.00034211+0.0010903i,0.00019082+1.5171e-05i,0.00046332-0.00011561i,0.00063084+0.00049991i,0.0003994+0.000211i,0.00090765-1.8366e-05i,0.0010081-0.00036443i,0.0003921-0.00052502i,0.00053541-0.00012956i,0.00051234-0.00064456i,7.6298e-05-0.00065213i,0.00051988+0.00052764i,0.0014441+0.00073657i,0.0011498+0.00056408i,0.00015647+0.00076781i,-0.0002349+0.00056141i,-0.00089932+0.00090068i,-0.00093948+0.00091604i,-0.00024357+0.00015656i,0.00015643-0.00079871i,0.00040812-0.00086508i
-0.0019354-0.0021263i,-0.0040865-0.0014257i,-0.0044463-0.0016178i,-0.0024732-0.00092246i,-5.7895e-05+0.00019201i,0.0011245-0.00015808i,0.00087002-0.00061318i,0.0012698-0.00058345i,0.00066354-0.00032137i,0.00024796-0.00047672i,0.00027644-0.00044123i,7.5892e-05-0.0001493i,0.00049718-0.00052973i,0.0012011-0.00072194i,0.0020079+0.00020509i,0.0016133+0.00079374i,0.00039107+0.00064667i,-2.6768e-05+0.00014704i,0.00025463-7.6629e-05i,0.00023692+0.00025045i,-7.1161e-05+0.00022245i,-0.00022676-0.00034498i,-0.00020008-0.00075244i
0.0014629-0.0012035i,0.00069737-0.0020037i,0.0004306-0.0026283i,0.00021032-0.001639i,0.00013672-0.00053756i,0.00021129-9.3165e-05i,-1.992e-06-0.00031792i,3.964e-05-0.0010049i,0.00054694-0.00095398i,0.0005758-3.024e-05i,0.00076481-0.00025677i,0.00070128-0.00083592i,-0.00046469-0.00020019i,-0.00051584+0.00046509i,-3.3649e-05+0.00094019i,-0.00041599+0.00079321i,-0.00038147+0.00026612i,-0.00030033+0.00037343i,0.00021895+8.0027e-05i,0.00027149-6.8226e-05i,0.00014005+0.00012799i,0.00025597-0.00039555i,-0.0001787-0.0011957i
-0.00037329+0.00080477i,-0.00026765+0.00090517i,0.00079966+0.0013508i,0.00076962+0.0010904i,0.0010441+0.00022711i,0.0011012+0.0003813i,0.0008817+0.00011214i,0.00029283-0.0007776i,-5.2737e-05-0.0010086i,0.00021865-0.00077565i,0.00018521-0.00044617i,0.00029762-0.00011437i,0.00070945-0.00011438i,0.0010934+0.00053814i,0.00070717+0.00076164i,0.00082397+0.00028574i,0.0010655-0.00020879i,0.0007627-0.00026433i,0.00057151-5.7994e-05i,0.00027717+0.0003157i,9.5573e-06+0.00013192i,6.9397e-05-0.00059671i,-8.0808e-06-0.00056872i
0.00059661-0.00051216i,-0.00073284-0.00096479i,-0.0022775-0.00026071i,-0.0023554+0.0010906i,-0.0015022+0.00093962i,-0.00048504+5.2675e-05i,0.00059546-0.00027283i,0.00099238+0.00011494i,0.00076929+0.00025555i,0.00019454-2.1168e-05i,0.00043271-0.00029457i,0.00041942+4.7989e-05i,0.00024541+0.00065402i,0.00075555+0.00046323i,0.00085614+0.00038313i,0.0007434+0.0010982i,0.00081462+0.0017467i,0.0006454+0.0011216i,0.00048944+0.00046129i,0.00047827-0.0003312i,0.00026823-0.00056343i,0.00055764-0.0008421i,0.00047698-0.001153i
0.00057961+0.0001838i,-0.00037976-0.00074364i,-0.00046471-0.00048321i,0.00064166+0.00011064i,0.001382+0.00036151i,0.0014714+0.00050803i,0.0014473+0.00090287i,0.0012034+0.0011146i,0.00028223+0.00088988i,-0.00093458+0.0002713i,-0.00076874+0.00028617i,-0.00076166-0.00035997i,-0.0011932-0.00083291i,-0.0010072+0.00041129i,-0.0005082+0.00024061i,0.00053431-0.00045815i,0.00062416+0.00048715i,0.00029743+0.0010858i,-0.00030313+0.00072446i,-0.00058918+0.00048913i,0.00046243+0.00076282i,0.0010212+0.00023411i,0.00079514-0.00071729i
-4.0912e-05-0.00077784i,0.00065137-0.0010491i,0.0016184-0.00073133i,0.0015802-0.00013213i,0.001541-0.0002036i,0.00050818+0.00048754i,0.00024388+0.0012236i,0.00085803+0.00082594i,0.00038791+0.00022386i,0.00016774-0.0002495i,0.00025944+0.00020354i,0.00016227+0.0010466i,0.00028832+0.0011004i,0.00042542+0.00075298i,3.5716e-05-0.00020982i,-0.00041706-0.00073007i,-0.00043716-0.00019425i,5.859e-05+0.00038093i,-5.236e-05+0.00041417i,-9.8731e-05+0.00071773i,5.9044e-05+0.00051199i,-5.9495e-05-0.00064123i,1.616e-05-0.0014304i
-0.00051815+0.00028861i,-7.689e-05+0.00074282i,-0.00060145+0.002207i,-0.00018593+0.0023783i,0.00061157+0.0011401i,0.00051015+0.0001912i,0.0006077-0.00021697i,0.00019256-0.00072948i,0.00017371-0.00051826i,0.00031933-3.645e-05i,0.00046462-0.00044671i,0.00052196-0.00027065i,0.00035162-0.00020665i,0.00015672-0.00076042i,-0.00028658-0.0003165i,-0.00023724+0.00026336i,9.6563e-05+0.00031587i,3.149e-05-0.00021219i,-0.00026196-0.00029489i,-0.00026855-0.00046601i,0.00029897-0.00057091i,0.00083073-0.00015943i,0.00059841+0.00034666i
0.00069054+0.0022288i,0.00063674+0.00068019i,0.0015061+0.00037119i,0.0031513-0.00018224i,0.0022784-0.0009357i,-0.00023183-0.0017856i,-0.0011438-0.001219i,-0.00079205-0.00013221i,0.00016973+0.00030108i,0.00093486+0.00018745i,0.00034997+6.7122e-06i,-0.0010788-0.00049507i,-0.0015649-0.00039688i,-0.001254-0.0002733i,-0.00091224-0.00061651i,-0.00062875+8.7269e-06i,-0.00020872+0.0002625i,-5.1606e-05-0.00025078i,5.8778e-05-0.00037014i,0.00025477+0.00010788i,-0.00012429+0.00032508i,-0.00068808+0.00019454i,-0.00046195+0.00026242i
-0.0020963-0.00049449i,-0.0012362+0.00096921i,-0.0012868+0.001923i,-0.00046562+0.0023644i,0.00098401+0.0019358i,0.0013506+0.0013575i,0.0007928+0.00068238i,0.00055193-1.4075e-05i,0.00057459-0.00064355i,0.00057386-0.0006311i,0.0006746+6.6283e-05i,0.00042995-7.6953e-05i,0.00010341-0.0003101i,0.0005591-0.00022715i,0.00081778+0.00017441i,0.00062169+4.2826e-05i,0.00067362-5.4202e-06i,0.0011703+0.00078608i,0.0010253+0.0011447i,0.0004272+0.00087163i,-0.00024191+0.00048841i,-0.00035926+8.0507e-06i,-0.00041697-7.4634e-05i
-0.00062254+0.00072966i,0.00069816+0.00068126i,0.002724+0.00076946i,0.0030671-0.00064206i,0.0022201-0.00091362i,0.0011306-0.00030405i,0.00011059-0.00061028i,-0.00015061-0.0014022i,-0.00012123-0.0011783i,2.5976e-05-0.00029724i,4.6206e-05-0.0003391i,-0.00012574-0.00022622i,-0.00081966+3.7335e-05i,-0.00064923+0.00021381i,7.0779e-05+0.00040557i,0.00033863+0.00041545i,0.00020534+0.00052205i,1.188e-05+0.0005703i,0.00032237-1.7759e-05i,0.0002158+6.8903e-05i,-0.0003213+0.00060192i,-0.00029526+0.00037795i,4.7786e-05-0.0003386i
0.00038695+0.001739i,-0.00025518+0.0015244i,0.00013509+0.001483i,0.00056238+0.00038161i,0.0010157-0.00059835i,0.00024643+0.00019737i,-0.00016195+0.0012473i,0.0002834+0.00083219i,0.00050731-0.00033916i,0.00027431-0.0011121i,0.00024294-0.0007227i,-0.00034464-6.4734e-06i,-0.00093558+0.00026357i,-0.001159-0.00015992i,-0.0015217-0.00047885i,-0.00089262-0.00048555i,-0.00011329-0.00033181i,-2.7981e-05+0.00065385i,-0.00078559+0.00073554i,-0.00075214+0.00082309i,-8.1473e-06+0.00018876i,0.00015584-0.00057184i,-0.00029115-0.00038719i
-0.0017842+0.0012321i,-0.0016537+0.0009146i,-0.00044114+0.0011354i,0.0005491+0.00094948i,0.0013022+0.00057245i,0.0020846+4.5759e-05i,0.0018585-0.00077406i,0.00085849-0.00068455i,0.00050842+0.00012033i,0.00075449+5.7042e-05i,0.00018752-0.00018378i,3.3029e-05-0.00035141i,0.00097677-0.00091556i,0.001001-0.00086693i,0.00055234-0.00063196i,0.00064226-0.00052456i,0.0011964+4.4324e-05i,0.00027249+0.00036479i,-0.0014198+0.00035839i,-0.0015932+4.5201e-05i,-0.0009154-0.00020147i,-0.00054104-0.00019989i,-0.00055749-0.00021903i
8.843e-05-0.00068897i,9.4336e-06-0.00076321i,0.00040479-0.001881i,0.00054429-0.0015728i,4.4673e-05-0.0001645i,-5.1016e-05+0.00015578i,0.00024703+9.7014e-05i,0.0002739+0.00024852i,0.00027051-0.00052085i,-0.00032028-0.0014724i,-0.0008478-0.0016917i,-0.00095659-0.00093692i,-0.0006318+0.00065439i,-0.00086606+0.00073644i,-0.00085563-2.3775e-05i,-9.4786e-05-0.00017097i,0.00049724-0.00064541i,0.00064703-0.00023295i,0.00073152+0.00088827i,2.4108e-05+0.00088262i,8.6226e-05-0.00034244i,8.3414e-05-0.0011416i,-0.00056898-0.0011455i
0.00052936-0.00062586i,0.0003842-7.6299e-05i,0.00025264+0.00037401i,0.00062524+0.00016427i,0.00068163-0.00011571i,0.00061222+0.00014279i,0.00049298-8.7148e-05i,0.00058364-0.00074086i,0.00073051-0.00090427i,0.00061639-1.5883e-05i,-0.00010517+0.0011982i,-0.00070646+0.00029067i,-0.00060419-0.00043655i,9.7355e-05-0.00033553i,0.0002108-0.00071097i,0.00030739-0.00051348i,0.00044649-0.00055503i,0.00067776-0.0010271i,0.00029036-0.0003888i,0.0002039-0.00028993i,0.00034666-0.00027675i,-0.00021518-5.2009e-05i,-0.00049164-0.00026987i
-0.0017277+0.00089754i,-0.0014174+0.0012443i,0.00023903+0.0013627i,0.00053616+0.0015119i,0.00099872+0.0020427i,0.0016135+0.00189i,0.00097006+0.00059563i,0.0001903-0.00049149i,-0.00017799-0.0010587i,-6.5617e-05-0.00060367i,0.00035724-3.8626e-05i,0.00010706-7.2547e-05i,0.000424-0.00074212i,0.00078052-0.0010838i,0.00017084-0.00037678i,-0.0005979+7.4871e-05i,-0.00024577-8.3881e-05i,-0.00014143-9.7807e-06i,-0.00062376-9.8869e-05i,-0.00024668-0.00068166i,0.00010144-0.00032733i,-0.00025366+0.00032669i,0.00032648+0.00067385i
0.0015483-0.00033942i,0.0016895+0.00012706i,0.0014832+0.00083943i,0.0012137+0.00095557i,0.00020733+0.00049618i,0.00015559-0.00013457i,0.00054154-0.00026715i,0.00056528-0.00053923i,0.00013294-0.00052448i,0.00014661-0.00058223i,0.00022609-0.00039581i,-4.0826e-05-0.00037783i,0.00015754-0.00024896i,-0.00067412+0.00020484i,-0.00080658+0.00065324i,0.00057137+0.00049919i,0.00099734-6.2107e-05i,0.00038468-0.0001604i,-0.00019233+0.00038939i,-0.0001936+0.00041388i,-1.6521e-05-5.3458e-05i,-0.00036365-0.0001985i,-0.0004294-0.00029791i
-0.00087922+0.00097387i,-0.001295+0.0010568i,-0.00087223+0.001139i,-0.00029286+0.00029672i,0.00024128-0.00020904i,0.0010888-0.0006958i,0.00072605-0.0010846i,0.00011749-0.0012398i,-3.8782e-05-0.0011038i,-0.00029372-0.00078604i,0.00064145-0.0011795i,0.00060168-0.001003i,0.0001778-0.00062801i,0.00077706-0.00047755i,0.00099536+0.00026789i,0.00058006+0.00070484i,0.0002434+4.6022e-06i,-0.00020274-0.00078276i,-0.0010206-0.00025352i,-0.0010099+3.864e-05i,-0.00049069-0.00074074i,-0.00013267-0.0012126i,0.00042767-0.0013644i
0.0009048+0.0012511i,-0.00010104-0.00012926i,4.5048e-05-0.0017388i,0.00015896-0.0022176i,0.00018516-0.0013472i,-6.4503e-05-0.00030367i,0.00051006+0.00026643i,0.0010156+3.7359e-05i,0.00044016-0.00050596i,-0.00078781-9.9076e-06i,-0.0014675+0.00047982i,-0.0011282+0.00031192i,-0.0010708+0.00042369i,-0.0012578+0.00050226i,-0.00089942-4.7369e-05i,-0.00031222+0.00011707i,0.00012858+0.00033861i,0.00039627+0.00054875i,0.00063609+0.0010919i,-0.0002437+0.00057532i,-0.00075167-0.00033363i,-0.00027951-0.00056875i,0.00053337-0.00072125i
-0.0010924-0.0012705i,-0.0010695-0.00051492i,-0.0010661+0.00054994i,-0.00036653+0.0018067i,5.9425e-05+0.00199i,0.0012526+0.0013379i,0.0016949+0.0010728i,0.0011173+0.00043693i,0.00031079-0.00048781i,-0.00054399-0.0006323i,-0.00036013-0.0002042i,0.00066905-8.5328e-06i,0.0010851-0.00023899i,0.0012567-0.00066371i,0.0013655+0.00010248i,0.00077053+0.00086825i,0.0010207+0.00043886i,0.0012776+0.000171i,0.00062924-6.4405e-05i,0.00047799-0.00080141i,-2.1844e-05-0.001265i,-0.00063322-0.0011653i,-0.00034817-0.00056864i
-0.00017823+0.00024931i,-8.0894e-05+0.00030702i,-9.0784e-05-0.00013629i,0.00064158-0.00074476i,0.0012798-0.00066903i,0.00044447-0.00040838i,7.726e-05-0.00018877i,-0.00017358-0.00040821i,2.0228e-05-0.00091053i,0.00044396-0.0014303i,-0.00017508-0.0013621i,-0.00025771-0.00087376i,8.7428e-05-0.00020028i,-0.00046925-0.00026627i,-0.00080201-0.00068944i,-0.00031463-0.00049184i,6.5683e-05-5.8598e-05i,0.00068441+6.9125e-05i,0.0012113+0.00019805i,0.0010045+0.00067483i,0.00048559+0.00071372i,0.00047303+2.9655e-05i,0.00048446-0.00020523i
0.0010233-0.00031343i,8.7593e-05-0.0010429i,0.00019749-0.0010546i,0.00014204-0.00099941i,0.00064817-0.0010578i,0.00028627+0.00048611i,0.0001993+0.0011894i,0.00088721+0.00050578i,0.00054587-0.00054814i,0.00031856-0.0012626i,-0.00031045-0.00067631i,-0.00093348+0.00027894i,-0.0013229+0.00027337i,-0.0017762+0.00028845i,-0.00077468+0.00053161i,0.00051666+0.0011624i,0.00011655+0.0015567i,-0.00036265+0.00097728i,0.00020752+0.00036531i,0.0004299-7.1007e-05i,0.00067804-0.00082582i,0.00058921-0.00038037i,3.4041e-05+0.00084133i
-0.0012531+0.00010676i,0.00019903+0.00028377i,0.0012682+0.00092273i,0.0008627+0.0014777i,0.0011065+0.0015522i,0.0016398+0.00073112i,0.0013361+0.00049074i,0.00070888+0.00051529i,0.00021687+0.00030217i,0.00051144+0.00028477i,0.00019923-0.00030367i,-0.00044612-0.00074616i,-0.00071677+5.2353e-05i,-0.0011876+0.00053i,-0.00092151+0.00034316i,-0.00046469-5.0443e-06i,-1.1033e-05+0.00018385i,0.00012053+0.0008576i,5.5796e-05+0.00072725i,0.00033042+0.00027142i,8.4283e-05-0.00026625i,-0.00023187-0.0002225i,-0.00061275-0.00047942i
-0.00044887+0.0011935i,-5.6974e-06+0.0019711i,-5.1234e-05+0.0021078i,0.00081529+0.00165i,0.0012995+0.0013441i,0.0010518+0.00047163i,0.00066264-0.0005254i,0.00069731-0.00059216i,0.00042036-0.00048688i,-0.00029321-0.00062257i,-0.00019569-0.00086498i,0.00018953-0.001241i,0.00031945-0.0013016i,0.00012547-0.0006998i,5.4522e-05-2.7387e-05i,0.00032996-6.6427e-05i,0.00037486-2.9671e-05i,0.00025285+0.00071604i,7.7742e-05+0.00052741i,-0.0001761+0.00026462i,-0.00063483-3.9193e-05i,-0.00058566+4.412e-06i,-0.00030434-4.2206e-05i
5.6302e-05+0.000517i,-0.00071318+0.00062578i,-0.00049513+0.0011205i,0.0010689+0.00089577i,0.00090273+0.00014912i,0.00036224-0.00086069i,0.00032244-0.00084235i,7.0384e-05-0.00044197i,-0.00072303-0.00052467i,-0.00069928-0.00097693i,-4.5105e-05-0.0015434i,1.1454e-05-0.0014023i,-0.00029426-0.00055076i,-0.00076407+0.0006054i,-0.0010322+0.00024955i,-0.00075892-0.00043486i,-1.609e-05-0.00012266i,0.00057885-0.00029037i,-0.00028204-0.00057518i,-0.0010917-0.00045115i,-0.00079634-0.00022327i,-0.00032922-0.00053753i,3.6478e-06-0.00087634i
-6.8446e-05+0.00056243i,-0.00084768-0.00026515i,-0.0003756-0.00015921i,0.001307-1.5719e-05i,0.0027101-0.00015428i,0.0019323-0.00040619i,0.00048287-0.00019902i,0.00040039-0.00022696i,0.00061143-0.00038158i,0.00016416-0.00044099i,-0.00033325-0.00036148i,-0.00032068+0.00032805i,-9.7871e-05+0.0002113i,0.00040024-0.00039753i,0.00088956-0.00046495i,0.00077388-0.00028107i,0.00049013-0.00056792i,0.0004486-0.00096539i,0.00033899-0.0005895i,0.00072111+0.00036053i,0.00029083+0.00086042i,-0.00059828+0.0005598i,-0.00040042-0.00051071i
-0.00013907-0.0012256i,0.00057226-0.0019484i,0.00021809-0.0020313i,-0.00046339-0.00090306i,-0.00064751+0.00046983i,-0.00010452+0.00049992i,0.00041038-0.00027694i,0.00068334-8.3844e-05i,0.00067005-0.00046206i,1.9298e-05-0.00091231i,-0.00067008-0.001366i,-0.00023743-0.0017509i,-7.8165e-05-0.00073452i,-0.0005914+0.00051913i,-0.00036937+0.00095263i,-0.00016304+0.00065928i,9.8728e-05+0.00026366i,0.00081672-2.6225e-05i,0.00084037-0.00037073i,0.00046591-0.00033773i,-9.2293e-05-0.00047343i,-0.00042122-0.00065377i,-0.00010956-0.00046113i
-0.0005363+0.00037189i,-0.00020383+0.0010466i,0.00038426+0.0011731i,0.00081166+0.00049495i,0.0007425-0.0003656i,0.00097049-0.0005632i,0.00063096-0.00060011i,-0.00022044-0.00062427i,-0.00038317-0.00016385i,-0.0002069-0.00019031i,5.5316e-05-0.0001888i,-0.00012796+0.00052003i,-6.2943e-06+0.00031941i,9.8454e-05+0.00027497i,-0.00020991+0.00078889i,-4.5583e-05+0.00067357i,0.00020533+0.00029694i,0.00015429-6.5816e-05i,-0.0003741+0.00039118i,-0.00062226+0.00095269i,-0.00094276+0.00036234i,-0.0007649-0.0004615i,-0.00076696-0.00076349i
-0.0010574+0.00081276i,-0.00071044+0.0010765i,-0.00013702+0.0010947i,0.0012107+0.00013204i,0.0010376-0.00087979i,0.00071378-0.0010445i,0.00089783-0.00023055i,0.0004908-0.00071412i,0.00018836-0.0016564i,0.00068176-0.00093326i,0.00061515-0.00045509i,0.0011185-0.00079563i,0.0010678-0.0010099i,0.00094147-0.0006862i,0.00072276-0.00051365i,0.0004999-0.00031414i,0.00030436-0.00051758i,-0.00034042-0.0004752i,-0.00027395+0.00012802i,-0.00059099+0.00010248i,-0.00076852+5.2618e-05i,-0.00039467-4.2915e-05i,-0.00031199-0.00025681i
-6.7267e-06+0.00018911i,-9.8189e-05+0.00014128i,0.0004504-0.00092055i,0.0011812-0.00074481i,0.00083474-0.00040798i,0.00056298-0.00028688i,0.00077263+8.6529e-05i,0.00093037+0.00019463i,0.0012869+0.00073212i,0.0010525+0.00011208i,0.0005082-0.00083403i,8.1489e-06-0.00045066i,-0.00040021+0.00067807i,-0.00044887+0.00056219i,6.6153e-05+0.00040615i,0.00019275+0.00061439i,-6.1913e-05+0.00045631i,6.3233e-05+0.0003613i,6.0002e-05+0.00034923i,9.4922e-05+1.7522e-05i,-0.00022119+7.1054e-05i,-0.00025076-0.00024565i,8.3986e-05-0.00029088i
0.00021107+0.0016029i,0.0011475+0.0012239i,0.0015186+0.0013994i,0.0018601+0.00061281i,0.0015819-0.00033545i,0.0011625-0.00064665i,0.0011823-0.00066651i,0.00060113-0.00073477i,-0.00024039-0.00090596i,-0.0003609-0.00087659i,-0.00065704-0.00084532i,-0.00077494-0.00071942i,-0.00084143-0.00036329i,-0.00035866-0.00067493i,0.00023865-0.0011237i,0.00037109-0.0004857i,-0.00033538+0.00027124i,-0.00037817+0.00011826i,0.00012513-0.00045164i,-0.00043276-0.00021192i,-0.00020433-1.38e-05i,0.00032579-7.9119e-05i,6.6675e-05-0.00033635i
0.0013181-0.0013499i,3.0633e-05-0.00034722i,-0.00061867+0.00039318i,-0.00097412+0.00059948i,-0.0011532+0.00027073i,-0.00047157+0.00047309i,0.00058127+0.00070191i,0.00059174+0.00058289i,-0.00057045+9.2095e-05i,-0.00069971-0.00024436i,-0.00058612-0.00074464i,-0.00040891-0.0007254i,-0.00016213-0.00018775i,-0.00052114-0.0002302i,-0.00041238-0.000489i,0.00044245+4.0815e-05i,0.00011376+0.00012552i,0.00012793+0.00013313i,0.00033189+0.00034871i,-2.7363e-05+3.3194e-05i,-0.00031569+1.5987e-05i,-0.00041193+8.4646e-05i,-0.00012293-0.00023484i
-0.00063618+0.00020502i,9.7647e-06+0.00042511i,9.7455e-05+0.00074067i,0.00030436+0.00064975i,0.0012021+0.0011729i,0.0013545+0.00055364i,0.0010115-0.0005435i,0.00054452-0.00061181i,0.00041299-0.00010729i,0.00061779+0.00067106i,0.00039775+0.00075673i,6.5629e-05+0.00067518i,-0.00020962+0.00048842i,0.00018013+0.00015838i,0.00050791+7.1512e-05i,0.00097071-2.0352e-05i,0.00089393-3.2311e-05i,0.00035195-0.00040139i,0.00048715-0.00065146i,0.0004621-0.00053761i,0.00015368-0.00028784i,0.00042312-0.00030798i,0.00063805-0.00028469i
-5.3191e-05+0.0010167i,0.00047108+0.0012712i,0.0011908+0.0010823i,0.0010539+0.000228i,0.0011504-0.00067909i,0.00045978-0.0010963i,-1.2474e-05+0.00011805i,0.00083175+0.0012275i,0.00098531+0.00028845i,0.00042472-0.00054556i,1.491e-05-0.0011557i,-1.7525e-05-0.0013453i,0.00024598-0.0013311i,-5.6571e-05-0.0010432i,-0.00026507-0.00027965i,-0.00036789+0.00017279i,0.00017075+0.00049352i,0.00058754+0.00053371i,0.00061326+0.00012523i,0.0004067-0.00051382i,0.00032435-0.00051344i,0.00048064+0.00037569i,6.1708e-05-2.3566e-06i
0.00050315+0.0016143i,-5.4181e-05+0.00072561i,0.001209-0.00028096i,0.0014613-0.00056387i,0.00012656-0.0006075i,-0.00055827+0.00040373i,-0.00014229+0.0005523i,0.00040303-0.00049662i,0.00061843-0.00050643i,0.00027491-0.00048539i,-0.0002417-0.00035534i,-0.00050073+0.00042175i,-0.0006244+0.0010574i,-0.0012594+0.00092788i,-0.00093352+1.6438e-06i,0.00030505-0.00011583i,0.00012187+8.7436e-05i,-0.00030461-2.6578e-05i,6.4393e-05+0.000685i,0.00019704+0.00059659i,0.00026715+7.9621e-05i,0.00074171+5.4549e-05i,0.0005235-0.00010507i
