-0.0021652+6.3467e-05i,-0.0014759+0.00012119i,-0.0030269+5.3401e-05i,-0.0040656+0.00038295i,-0.0028497+0.0010257i,-0.0021438+0.00098322i,-0.001986+0.00057861i,-0.00059219+0.00088026i,0.001351+0.0011899i,0.0017598+0.00036797i,0.0014104-0.00056975i,0.00082908-0.00096999i,0.00032939-0.00078245i,-0.0004252-0.00058184i,-0.00098224-0.00037965i,-0.00079122-0.00063796i,-0.00071644-0.0011977i,-0.00070031-0.00073765i,-0.00027867-0.00048223i,3.0454e-06-0.00072103i,0.00025668+0.00019432i,0.00015511+0.0010813i,-0.00041257+0.001098i
-0.69449-0.038554i,-0.9859+0.061206i,-0.85545+0.075305i,-0.49557-0.067078i,-0.26644-0.13528i,-0.15544-0.044878i,-0.039661+0.018076i,0.039671-0.0035453i,0.056518-0.046808i,0.030204-0.069802i,0.0059003-0.057984i,0.011494-0.045364i,0.022775-0.037048i,0.030021-0.021911i,0.026537-0.01944i,-0.0048119-0.028121i,-0.04348-0.027346i,-0.048525-0.010339i,-0.022586+0.010302i,-0.0065126+0.019422i,-0.0021074+0.023976i,0.011513+0.025832i,0.020476+0.021462i
0.32713-0.59046i,0.19966-0.75333i,-0.23463-0.40971i,-0.5535+0.1127i,-0.50327+0.25412i,-0.34892+0.079633i,-0.25668-0.032729i,-0.16357-0.040929i,-0.072254-0.021629i,0.002794+0.0060246i,0.036401+0.01053i,0.013067+0.015436i,-0.0067661+0.027721i,-0.011167+0.0091417i,-0.024657-0.016882i,-0.019442-0.020374i,0.0050903-0.016087i,0.0054949-0.01202i,-0.0075413-0.0051312i,0.0022698+0.0006706i,0.022461+0.0012985i,0.022106-0.0061811i,0.0027483-0.013791i
0.18233+0.58767i,0.2591+0.95285i,0.35747+1.0483i,0.50484+0.85559i,0.56841+0.55853i,0.47634+0.27716i,0.31267+0.071897i,0.17236-0.021239i,0.061925-0.039986i,-0.022189-0.00853i,-0.033519+0.026397i,0.0087565+0.012144i,0.034984-0.023021i,0.022828-0.044023i,-0.0092235-0.040203i,-0.017929-0.010393i,0.004737+0.0064321i,0.027241-0.014116i,0.022363-0.0452i,-0.0014484-0.052554i,-0.0095955-0.042625i,-0.00061653-0.042628i,0.000485-0.044692i
0.13081+0.15892i,0.43664+0.038534i,0.6422-0.20864i,0.54054-0.38147i,0.31038-0.40919i,0.10428-0.32598i,-0.028472-0.19823i,-0.07339-0.11694i,-0.095504-0.06307i,-0.090183+0.00095908i,-0.04984+0.02641i,-0.023614+0.02293i,-0.013531+0.025733i,0.0092063+0.026088i,0.032426+0.00085765i,0.021209-0.04431i,-0.020151-0.05725i,-0.055805-0.017191i,-0.054898+0.03548i,-0.029793+0.054137i,-0.014201+0.046874i,-0.0047625+0.043822i,0.0060024+0.031116i
-0.19935+0.051169i,-0.19519+0.16656i,0.12285+0.22167i,0.44759+0.073883i,0.43057-0.047679i,0.28243-0.03041i,0.19966-0.061676i,0.11232-0.085093i,0.077761-0.024807i,0.083407-0.0082974i,0.048752-0.026762i,0.02857-0.025602i,0.034764-0.0086466i,0.037237+0.027073i,0.05358+0.057668i,0.083371+0.061975i,0.10583+0.033986i,0.10296-0.02368i,0.072956-0.059568i,0.04647-0.044285i,0.03807-0.016801i,0.037587-0.0027822i,0.044525-0.0026034i
0.053009-0.38401i,-0.2263-0.87368i,-0.80653-1.1483i,-1.3984-1.0001i,-1.5178-0.50738i,-1.044-0.055446i,-0.49803+0.087155i,-0.18372+0.10378i,0.033866+0.089373i,0.1307-0.018749i,0.087064-0.096175i,0.027413-0.11376i,-0.023332-0.10812i,-0.041866-0.072948i,-0.019544-0.05002i,-0.016039-0.036642i,-0.035918-0.011705i,-0.04104+0.016851i,-0.026221+0.01728i,-0.037131-0.015089i,-0.080454-0.021454i,-0.084339+0.0023456i,-0.035932-0.002881i
0.81915+0.94639i,1.2407+1.1296i,1.3997+0.80805i,1.2601+0.36753i,1.0195+0.13395i,0.73765-0.025279i,0.36518-0.046029i,0.11093+0.10464i,0.017869+0.14919i,-0.080586+0.089183i,-0.12807+0.085534i,-0.07298+0.099383i,0.007437+0.095393i,0.066523+0.070471i,0.071085+0.044482i,0.045543+0.067608i,0.045044+0.097858i,0.054206+0.07178i,0.050379+0.028335i,0.0532+0.012947i,0.060136+0.0039532i,0.034567-0.0046502i,-0.011955+0.021382i
-0.42386+9.9797i,2.4175+7.1429i,5.2956+4.3078i,5.7129+0.50235i,4.8195-1.9968i,2.9902-2.9848i,0.59203-2.0567i,-0.62433-0.023228i,0.0040999+1.6107i,1.3814+1.6229i,1.6164+0.23175i,0.54061-0.76726i,-0.3535-0.6008i,-0.49469-0.17052i,-0.36923-0.085873i,-0.30331-0.046326i,-0.19895+0.080521i,-0.089187+0.20672i,-0.059286+0.32441i,-0.032214+0.38303i,0.036975+0.3276i,0.10524+0.23331i,0.15222+0.16935i
0.082139-0.3222i,0.057502-0.54531i,-0.11877-0.72916i,-0.41879-0.69769i,-0.57688-0.41612i,-0.4394-0.10332i,-0.23429+0.11234i,-0.11707+0.19615i,-0.012597+0.10698i,0.043111-0.060725i,-0.004163-0.10946i,-0.046083-0.024438i,-0.013912+0.0544i,0.022065+0.06991i,0.025515+0.054159i,0.019157+0.037587i,0.02052+0.02934i,0.013274+0.017606i,-0.0018009+0.0067039i,0.0026494+0.014435i,0.01164+0.034837i,0.010018+0.055398i,0.01345+0.069164i
0.56838-0.40853i,0.58585-0.57436i,0.3708-0.50072i,0.26878-0.2633i,0.26504-0.11414i,0.14255-0.045665i,0.0091601+0.037445i,-0.034144+0.10554i,-0.024448+0.14722i,0.011271+0.13935i,-0.0056343+0.10187i,-0.05997+0.10219i,-0.064985+0.10145i,-0.046422+0.021358i,-0.060789-0.083179i,-0.094392-0.11252i,-0.11041-0.059575i,-0.098034+0.014651i,-0.065794+0.050979i,-0.036304+0.041552i,-0.018202+0.026527i,0.0032893+0.021436i,0.019018+0.018188i
0.13188+0.2066i,0.25759-0.040605i,0.15755-0.46508i,-0.095783-0.64744i,-0.18931-0.50966i,-0.081578-0.25533i,0.053846-0.027625i,0.13668+0.080087i,0.1447+0.079512i,0.10796+0.038151i,0.060015-0.012733i,0.017105-0.031719i,0.010624-0.019546i,0.038745+0.0074614i,0.083468+0.045026i,0.11455+0.062285i,0.11351+0.052272i,0.094426+0.030346i,0.071851+0.022849i,0.069144+0.044628i,0.089649+0.060592i,0.094108+0.056726i,0.077771+0.043185i
-0.38201+0.21579i,-0.41896+0.47189i,-0.23163+0.60837i,-0.01214+0.52653i,0.034442+0.35682i,-0.014784+0.26378i,-0.0441+0.21919i,-0.057277+0.14529i,-0.072757+0.063184i,-0.083336+0.016063i,-0.084425+0.014633i,-0.09055+0.039796i,-0.097887+0.065363i,-0.089691+0.08737i,-0.065026+0.098426i,-0.040022+0.082481i,-0.029908+0.053903i,-0.020008+0.041108i,-0.002744+0.038334i,0.00070793+0.025939i,-0.014698+0.009805i,-0.023955-0.0018477i,-0.010774-0.013258i
-0.5734-0.9085i,-0.9109-0.89844i,-0.86698-0.4111i,-0.47695+0.072836i,-0.14305+0.2425i,-0.028311+0.18719i,0.012822+0.07884i,0.037051-0.0095012i,0.034748-0.064521i,0.020304-0.077919i,0.0092586-0.078123i,-0.0022611-0.090356i,-0.013148-0.097018i,-0.017127-0.097715i,-0.024227-0.10885i,-0.043391-0.11233i,-0.054525-0.091026i,-0.042702-0.062419i,-0.025875-0.047239i,-0.01623-0.035501i,-0.0084832-0.017898i,0.0053759-0.0080392i,0.012799-0.0058468i
0.75859+0.13916i,0.82552-0.0090493i,0.3371-0.20766i,-0.23571-0.16995i,-0.32056-0.0037041i,-0.096228+0.032134i,0.032879+0.020996i,0.058225+0.05511i,0.052929+0.05699i,0.019231+0.029547i,-0.0049126+0.030637i,0.00035647+0.04138i,-0.0078789+0.034753i,-0.042527+0.032624i,-0.073277+0.051731i,-0.091725+0.079568i,-0.090134+0.11252i,-0.046791+0.12437i,0.0010266+0.087151i,0.0058397+0.04746i,0.0025676+0.037782i,0.017114+0.018611i,0.021449-0.012508i
-0.09663+0.21317i,-0.11515+0.13571i,-0.092021-0.073687i,-0.058462-0.2265i,-0.046748-0.21954i,-0.034559-0.088473i,0.036037+0.016935i,0.089641+0.032883i,0.088827+0.036608i,0.086291+0.022953i,0.062843-0.02179i,0.028029-0.039959i,0.024996-0.035356i,0.041722-0.029857i,0.067904-0.024433i,0.097591-0.042155i,0.10037-0.079336i,0.059985-0.080087i,0.0216-0.030641i,0.029327-0.0051446i,0.04598-0.02878i,0.032174-0.040601i,0.0077331-0.016453i
-0.69756+0.14775i,-0.67628+0.32548i,-0.22362+0.36305i,0.16701+0.20883i,0.18461+0.06532i,0.070148+0.028783i,0.00042395+0.023954i,-0.026416+0.023745i,-0.034123+0.016011i,-0.033313+0.019207i,-0.0041903+0.030939i,0.031289+0.019019i,0.046426-0.00046429i,0.05226-0.0023246i,0.05638+0.0045276i,0.059899+0.011366i,0.065612+0.0049687i,0.062197-0.026675i,0.035081-0.053155i,0.001787-0.035626i,-0.016382+0.0097838i,-0.019064+0.044461i,-0.01025+0.047674i
0.43017-0.46343i,0.38441-0.39296i,0.11899-0.015022i,-0.020755+0.29555i,0.040076+0.26007i,0.034644+0.094i,-0.035336+0.058035i,-0.047148+0.053168i,-0.042125+0.0048862i,-0.058156-0.016006i,-0.064777+0.0045061i,-0.066627+0.030818i,-0.075884+0.03971i,-0.094043+0.017755i,-0.12243-0.0072533i,-0.14499-0.0018575i,-0.14478+0.031754i,-0.10571+0.071498i,-0.047287+0.07247i,-0.028845+0.03559i,-0.040599+0.0064817i,-0.034866-0.018148i,-0.019883-0.041942i
0.0075674-0.18088i,-0.11661-0.42023i,-0.2139-0.4996i,-0.18979-0.37885i,-0.13997-0.19988i,-0.083996-0.050705i,-0.010404-0.0088447i,0.0073624-0.030781i,-0.012576-0.016545i,0.0015105+0.0021493i,0.0080477-0.013129i,-0.0076895-0.018651i,-0.0043661-0.0027225i,0.024771+0.020414i,0.053245+0.034845i,0.055447+0.03343i,0.044143+0.025362i,0.028592+0.011242i,0.013092-0.0017791i,0.026199-0.0088935i,0.058189-0.018111i,0.068445-0.021116i,0.052268-0.0098852i
-0.10399+0.78768i,0.018757+0.89029i,0.066525+0.54201i,-0.056442+0.15319i,-0.15555+0.016881i,-0.12426-0.010794i,-0.063771-0.01463i,-0.018445+0.012816i,0.017368+0.029415i,0.023522+0.021763i,0.015748+0.01242i,0.020514+0.008416i,0.023628+0.001592i,0.015476+0.011372i,0.025199+0.044832i,0.059393+0.051621i,0.080257+0.014801i,0.070213-0.024543i,0.040721-0.029351i,0.0061159+0.00073894i,-0.021743+0.031006i,-0.035579+0.044474i,-0.027535+0.043063i
-0.18509-0.55581i,-0.19422-0.46076i,-0.03907-0.09685i,0.17561+0.16158i,0.29837+0.18217i,0.28439+0.09621i,0.18368+0.028076i,0.09177+0.012847i,0.036948-0.0069208i,-0.016521-0.024935i,-0.047731-0.008197i,-0.04688+0.0028208i,-0.042317-0.014968i,-0.04853-0.056981i,-0.072056-0.10242i,-0.10103-0.10786i,-0.11358-0.070912i,-0.10161-0.014992i,-0.066484+0.022771i,-0.031463+0.010251i,-0.014414-0.018806i,-0.0022705-0.026665i,0.0053337-0.022111i
-0.0072721-0.20958i,-0.12657-0.3291i,-0.22598-0.36755i,-0.25299-0.31178i,-0.23566-0.18594i,-0.17824-0.028629i,-0.087269+0.056612i,-0.040402+0.048135i,-0.027716+0.041454i,0.011913+0.02787i,0.041991-0.013635i,0.045154-0.034392i,0.044378-0.026749i,0.04513-0.0052724i,0.04858+0.01855i,0.046505+0.035394i,0.043749+0.044088i,0.049192+0.027495i,0.047414-0.0051136i,0.042568-0.0076212i,0.047942+0.010833i,0.044501+0.0099075i,0.027691-0.00014984i
0.54928+0.38541i,0.60667+0.35443i,0.37624+0.25471i,0.15594+0.20144i,0.061573+0.093278i,-0.01128-0.028019i,-0.050172-0.041241i,-0.025781-0.023816i,-0.013325-0.028735i,-0.02464-0.0083396i,-0.025708+0.02406i,-0.024355+0.043636i,-0.027586+0.053628i,-0.028522+0.06477i,-0.025624+0.076705i,-0.020539+0.072409i,-0.016222+0.058225i,-0.010067+0.050969i,-0.0011844+0.040845i,-0.0071036+0.018457i,-0.02453+0.0010111i,-0.030443-0.0007747i,-0.025041-0.0012564i
-0.7901-0.04303i,-0.80208+0.12281i,-0.40115+0.22602i,-0.02397+0.1903i,0.097917+0.16254i,0.10838+0.14107i,0.083372+0.058603i,0.035839-0.0020138i,0.022496-0.015073i,0.019919-0.020527i,0.0021489-0.021369i,-0.010975-0.031871i,-0.013155-0.051951i,-0.0059669-0.065007i,0.0046047-0.079909i,0.0069638-0.095699i,-0.0025452-0.099869i,-0.017001-0.079839i,-0.024137-0.03766i,-0.013086-0.0062767i,0.0025937-0.0014778i,0.0076648-0.00058302i,0.0099909+0.0093408i
0.1864-0.14555i,0.21222-0.23885i,0.04253-0.29292i,-0.18462-0.24605i,-0.21648-0.17082i,-0.11494-0.12257i,-0.041825-0.056033i,-0.0048773+0.011445i,0.0019595+0.023905i,-0.0060712+0.010645i,0.0034222+0.0073678i,0.025544+0.020301i,0.038196+0.03317i,0.028657+0.034155i,0.011973+0.046393i,0.012267+0.075748i,0.031015+0.095969i,0.048645+0.076111i,0.045451+0.029556i,0.028346+0.0083063i,0.019574+0.014315i,0.015874+0.0064522i,0.0023439-0.01592i
0.40643-0.33414i,0.30174-0.35603i,0.16328-0.14828i,0.23536+0.024777i,0.2895+0.019468i,0.17626-0.0063758i,0.083293+0.022139i,0.055553+0.019512i,0.02164+0.0058917i,-0.0094814+0.0056455i,-0.034418+0.0003751i,-0.058694+0.0017828i,-0.065506+0.012723i,-0.05226+0.0083952i,-0.042206-0.02427i,-0.053706-0.062014i,-0.07058-0.074121i,-0.069779-0.054077i,-0.046583-0.027667i,-0.022853-0.027179i,-0.015857-0.038314i,-0.011485-0.028272i,0.0026782-0.0058052i
-0.50519+0.58948i,-0.498+0.62374i,-0.3132+0.36797i,-0.22097+0.11222i,-0.23756+0.054262i,-0.20112+0.085734i,-0.12481+0.054556i,-0.07364+0.0046108i,-0.025939-0.0044388i,0.030663-0.0044084i,0.059392-0.01913i,0.056589-0.032971i,0.049113-0.034612i,0.048615-0.012491i,0.055935+0.028175i,0.067543+0.054028i,0.067525+0.050092i,0.049991+0.033579i,0.025285+0.023174i,0.0062415+0.028078i,0.00031538+0.039684i,0.0014733+0.042878i,-0.00096208+0.039259i
0.34456-0.040735i,0.53965-0.088916i,0.38199-0.095663i,0.05316+0.01408i,-0.039794+0.084507i,0.025271+0.00034329i,0.02406-0.032997i,0.009492+0.014017i,-0.0026894+0.01364i,-0.043601+0.012878i,-0.049284+0.04361i,-0.021685+0.053047i,-0.012758+0.035638i,-0.029268+0.01202i,-0.047573-0.00093345i,-0.047664+0.0023755i,-0.030067+0.010317i,-0.010457+0.010837i,-0.0007193+0.010244i,0.0059438+0.014129i,0.010732+0.0092721i,0.0059033-0.010308i,-0.003599-0.031891i
-0.40404-0.58123i,-0.62665-0.56071i,-0.45803-0.30313i,-0.044095-0.18017i,0.16368-0.1743i,0.13902-0.063082i,0.10878+0.0099566i,0.078545-0.0059898i,0.056904-0.0055927i,0.052702-0.019384i,0.013903-0.044578i,-0.023281-0.040355i,-0.023762-0.030437i,-0.0076707-0.03194i,0.0081734-0.042595i,0.013415-0.055193i,0.01043-0.061024i,0.005577-0.052712i,0.0029719-0.039631i,0.0029917-0.039696i,0.0074182-0.044379i,0.014472-0.03938i,0.017276-0.023762i
0.19835+0.60489i,0.22024+0.67403i,0.17709+0.42922i,0.061644+0.14018i,-0.07884+0.016725i,-0.11973-0.013998i,-0.082313-0.023653i,-0.057366-0.026653i,-0.054883-0.010792i,-0.028049+0.0097664i,0.0072339+0.0031462i,0.013038-0.0040068i,0.010553+0.0096602i,0.014775+0.02456i,0.011371+0.033351i,-0.0042438+0.038872i,-0.023246+0.042598i,-0.0278+0.040761i,-0.014727+0.027281i,-0.013212+0.015892i,-0.033259+0.026514i,-0.041985+0.052077i,-0.02662+0.061776i
0.39743-0.2271i,0.5166-0.37415i,0.31581-0.21815i,0.10798+0.13795i,0.1173+0.25518i,0.097078+0.12079i,0.012278+0.062607i,0.012213+0.081671i,0.028389+0.050747i,0.00055844+0.038461i,-0.0019124+0.064711i,0.016464+0.065763i,0.01303+0.044542i,-0.0049051+0.029432i,-0.011192+0.022392i,-0.0010457+0.014482i,0.014759+0.0086986i,0.026489+0.0060457i,0.022739+0.010206i,0.019748+0.022066i,0.034509+0.012675i,0.038464-0.020658i,0.021494-0.038985i
-0.76467-0.18733i,-0.97449-0.15203i,-0.73842-0.17206i,-0.42225-0.28014i,-0.27748-0.23924i,-0.14075-0.061505i,-0.026103-0.0087543i,-0.012471-0.033449i,-0.0016104-0.028517i,0.020182-0.053487i,-0.0049472-0.07637i,-0.028316-0.058716i,-0.022864-0.041626i,-0.012861-0.035606i,-0.0060781-0.024808i,-0.0047467-0.0053971i,-0.0046626+0.0089624i,-0.0060073+0.01045i,-0.0072847+0.0018656i,-0.0038791-0.007893i,0.0080317-0.00042841i,0.02647+0.011476i,0.029759+0.0082429i
0.44227+0.3375i,0.61547+0.437i,0.51264+0.30057i,0.26005+0.1123i,0.10279+0.015698i,0.056182-0.029952i,0.045558-0.031347i,0.030024-0.0081036i,0.0019426+0.008789i,-0.016332+0.021431i,-0.015052+0.014201i,-0.012975-0.0048466i,-0.011455-0.0078353i,-0.0031076-0.0032575i,0.0062967-0.0080002i,0.0080495-0.025538i,0.0011697-0.040509i,-0.0066789-0.033976i,-0.0055597-0.013319i,-0.0062-0.0077589i,-0.034326-0.019687i,-0.069899-0.017938i,-0.068811-0.0029i
0.083449-0.38718i,0.028339-0.41439i,0.074542-0.12712i,0.24964+0.14177i,0.29806+0.15333i,0.14345+0.075874i,0.011485+0.067068i,0.0077146+0.054274i,0.023833+0.014603i,0.025534+0.014282i,0.041795+0.03543i,0.047797+0.039866i,0.032379+0.034453i,0.010966+0.029727i,-0.0087867+0.029529i,-0.019477+0.038068i,-0.013517+0.047422i,0.0054458+0.036498i,0.012996+0.0099403i,0.0092795+0.00066991i,0.025799+0.005184i,0.051641-0.00073484i,0.053934-0.0051748i
-0.38979+0.13731i,-0.54194+0.045109i,-0.59323-0.1219i,-0.58092-0.18459i,-0.47502-0.1273i,-0.2749-0.052267i,-0.11408-0.037919i,-0.068863-0.031726i,-0.047172-0.0013042i,-0.018596-0.012566i,-0.031736-0.04338i,-0.049327-0.039216i,-0.030987-0.025809i,-0.0033688-0.029734i,0.0093903-0.037183i,0.0084448-0.035985i,0.0045288-0.027874i,-0.00053529-0.015001i,-0.0034789-0.0034136i,-0.0018046+0.006915i,-0.001532+0.024917i,-0.0019177+0.037955i,-0.0040176+0.028072i
0.41832+0.27877i,0.66123+0.31971i,0.58173+0.19333i,0.32484+0.086372i,0.19069+0.06374i,0.16304+0.017985i,0.11898-0.011606i,0.078846+0.000313i,0.039061+0.0043485i,-0.00022158+0.018476i,-0.0036454+0.03248i,0.0050203+0.027281i,0.0021613+0.022851i,-0.0010786+0.027957i,0.0058694+0.031617i,0.017936+0.017801i,0.015881-0.0053338i,-0.00080187-0.0094369i,-0.0085235+0.0054986i,-0.00089456+0.0036906i,0.00024949-0.025479i,-0.010149-0.046497i,-0.014095-0.039172i
-0.39346-0.29543i,-0.43084-0.18813i,-0.12825-0.0017437i,0.21455+0.031801i,0.27704-0.01358i,0.13722+0.020589i,0.036698+0.053327i,0.017407+0.019098i,0.012839-0.024644i,0.0054763-0.032324i,0.013455-0.012044i,0.027835-0.0017215i,0.020292-0.0076382i,-0.0069071-0.0048241i,-0.031059+0.01293i,-0.036429+0.034899i,-0.024353+0.044764i,-0.0031049+0.032746i,0.010909+0.0088372i,0.004746-0.00096615i,-0.00078137+0.0064433i,0.0059468+0.011874i,0.008667+0.011517i
0.048697-0.21793i,-0.23199-0.3265i,-0.51769-0.23316i,-0.60837-0.053213i,-0.53664+0.017932i,-0.35277+0.0052938i,-0.16266-0.0078513i,-0.07109-0.0005306i,-0.032216+0.014096i,-0.015254-0.0031065i,-0.035928-0.024904i,-0.049349-0.018406i,-0.028694-0.010945i,0.0022629-0.019398i,0.023105-0.035442i,0.023307-0.043198i,0.015955-0.03602i,0.013205-0.026359i,0.010335-0.020941i,0.0065625-0.010529i,0.00022939+0.0055894i,-0.0088879+0.013673i,-0.013358+0.0075591i
0.5452+0.33881i,0.75863+0.27278i,0.61415+0.087344i,0.35978-0.0010464i,0.26078-0.001573i,0.19131-0.021915i,0.086358-0.0207i,0.028259+0.00092887i,0.0078143+0.017304i,0.0090271+0.039415i,0.027657+0.042071i,0.02978+0.025571i,0.019105+0.016881i,0.011256+0.011919i,0.004349+1.2218e-06i,-0.0042676-0.015181i,-0.016445-0.022363i,-0.026494-0.0129i,-0.026536-0.00087788i,-0.018615-0.0028444i,-0.0096837-0.0062537i,0.0023106+0.00026137i,0.013069+0.0064696i
-0.57489+0.1951i,-0.48307+0.29988i,-0.091009+0.19042i,0.19072-0.016308i,0.21032-0.070362i,0.13468-0.0096798i,0.064088+0.0071867i,0.026321-0.0049194i,0.013542-0.016786i,0.0075432-0.02155i,0.009081-0.015748i,0.0068394-0.01187i,-0.0063349-0.0073097i,-0.017067+0.0089625i,-0.015689+0.033i,-0.0023856+0.048465i,0.011063+0.047354i,0.01388+0.035802i,0.0062805+0.030439i,0.0029304+0.031744i,0.013223+0.01844i,0.01761-0.0024663i,0.0097616-0.0074422i
-0.23573-0.55452i,-0.4739-0.51015i,-0.58294-0.15617i,-0.53556+0.14935i,-0.43056+0.17738i,-0.26738+0.087026i,-0.089066+0.032499i,-0.0069666+0.010933i,0.0013515+0.005035i,-0.014839-0.0049976i,-0.041217-0.00739i,-0.044574+0.0061191i,-0.025116+0.012596i,-0.011212+0.0039621i,-0.0098811-0.0052627i,-0.010921+0.00011053i,-0.0017908+0.0092413i,0.014076+0.0074095i,0.02642-0.0037809i,0.025058-0.011444i,0.012715-0.0078449i,0.0036854-0.0039238i,-0.00016446-0.0060731i
0.61872+0.075864i,0.70239+0.036624i,0.51203-0.050886i,0.31591-0.105i,0.23578-0.082031i,0.14611-0.032579i,0.047171+0.0086864i,0.0090901+0.018035i,0.0073007+0.0069275i,0.02254+0.0035873i,0.042006-0.005319i,0.042191-0.019103i,0.028613-0.022315i,0.017395-0.021124i,0.0097947-0.02758i,-0.0012249-0.041229i,-0.015283-0.04429i,-0.023337-0.032883i,-0.020236-0.022644i,-0.015004-0.023761i,-0.025024-0.025663i,-0.035979-0.013176i,-0.02946-0.0027175i
-0.1297+0.39471i,-0.042107+0.34257i,0.081865+0.1157i,0.14059-0.05272i,0.12725-0.084986i,0.064329-0.058338i,-0.0034759-0.030719i,-0.022151-0.0087291i,-0.011556-0.0015083i,-0.0074188-0.0018044i,-0.0062481+0.0043454i,-0.002086+0.0087092i,0.0013862+0.0053524i,0.0057469+0.0095812i,0.01562+0.022993i,0.025051+0.032238i,0.023653+0.033227i,0.012792+0.028429i,-0.0043745+0.028046i,-0.0094467+0.040757i,0.014916+0.049133i,0.03752+0.036248i,0.032409+0.021272i
-0.47708-0.22423i,-0.59486-0.17499i,-0.51239+0.030843i,-0.37865+0.20274i,-0.27959+0.20384i,-0.14999+0.10292i,-0.032292+0.024811i,0.0058358+0.0099398i,0.0014781+0.024935i,-0.011855+0.031297i,-0.023981+0.02873i,-0.02285+0.026204i,-0.01291+0.019864i,-0.011413+0.0069105i,-0.020992-0.003195i,-0.025538-0.0038298i,-0.015844-0.0048537i,-0.0011171-0.0091889i,0.011662-0.013667i,0.012203-0.022298i,-0.0041564-0.025603i,-0.016124-0.015735i,-0.011251-0.0052923i
0.3583-0.085222i,0.44382-0.074389i,0.34111-0.1191i,0.19121-0.18373i,0.11312-0.14166i,0.078466-0.034113i,0.050072+0.011286i,0.018172-0.009286i,-0.0057976-0.029951i,0.00097915-0.032026i,0.015606-0.034484i,0.0088166-0.036896i,-0.0041158-0.025514i,-0.0040413-0.011546i,0.0030023-0.010473i,0.0072508-0.016721i,0.0075857-0.020669i,0.003601-0.015827i,0.0014719-0.006745i,0.0060892-0.0099472i,0.0079359-0.025219i,0.0024054-0.034639i,-0.00066735-0.030182i
0.03647+0.010472i,0.0040349-0.023499i,0.023221-0.037884i,0.091155-0.040787i,0.10703-0.066483i,0.037319-0.076697i,-0.014808-0.040015i,-0.0035512-0.011099i,0.0099435-0.01192i,-0.00085889-0.011298i,-0.011777+0.0050449i,-0.012833+0.020068i,-0.013521+0.019751i,-0.012993+0.017146i,-0.0079036+0.023379i,-0.0094591+0.034238i,-0.016563+0.046939i,-0.012795+0.045928i,-0.0082803+0.031692i,-0.011219+0.038079i,-0.0017263+0.062981i,0.013979+0.066472i,0.01096+0.043561i
-0.19964+0.088153i,-0.27836+0.1107i,-0.26731+0.18228i,-0.20228+0.25857i,-0.14374+0.22764i,-0.0844+0.13003i,-0.028536+0.064972i,0.0053283+0.052424i,0.026778+0.053842i,0.028183+0.041017i,0.016977+0.018421i,0.016649+0.0020221i,0.022333-0.0082186i,0.015543-0.013981i,0.001161-0.014417i,-0.0043494-0.016516i,-0.0022502-0.025386i,-0.0015165-0.027977i,0.0014737-0.024319i,0.002796-0.035765i,-0.010326-0.053368i,-0.02567-0.049528i,-0.022787-0.029146i
0.24737+0.031921i,0.36875-0.016118i,0.27223-0.12173i,0.074905-0.17094i,0.0025451-0.099404i,0.027399-0.0251i,0.022638-0.012091i,-0.013426-0.014566i,-0.035063-0.0067619i,-0.024075-0.0030518i,-0.0046081-0.010194i,-0.00019083-0.014159i,0.00085243-0.007925i,0.010936-0.0062581i,0.024857-0.014615i,0.036871-0.026167i,0.038675-0.03208i,0.025068-0.023769i,0.0086971-0.0055842i,0.0066098+0.0067783i,0.018563+0.0076231i,0.030419+0.0038267i,0.032344+0.0017113i
-0.29166-0.069024i,-0.34727-0.02938i,-0.18956+0.0060224i,0.013026-0.030445i,0.078667-0.093654i,0.049844-0.094765i,0.020671-0.059341i,0.0085141-0.038902i,-0.0011658-0.034484i,-0.014647-0.019801i,-0.020216+0.0098694i,-0.017869+0.029193i,-0.019826+0.030129i,-0.02525+0.030486i,-0.030377+0.036187i,-0.039199+0.046151i,-0.040461+0.053391i,-0.023907+0.042448i,-0.0092815+0.023956i,-0.0091074+0.026265i,-0.017772+0.040719i,-0.027346+0.040289i,-0.030888+0.027545i
0.011666-0.040275i,-0.023364+0.024494i,-0.017866+0.088298i,-0.00026109+0.095726i,-0.025164+0.090339i,-0.048555+0.090353i,-0.027277+0.073308i,0.0017559+0.038255i,0.017083+0.013012i,0.022753-0.0032287i,0.016784-0.020674i,0.0043749-0.031577i,-0.003843-0.033628i,-0.0053829-0.030052i,-0.004821-0.023315i,-0.0033534-0.016807i,-0.002222-0.013373i,-0.0044122-0.0095602i,-0.0026796-0.0071124i,0.0051629-0.022462i,0.012961-0.04645i,0.017126-0.053424i,0.01552-0.042422i
0.34348-0.10352i,0.36229-0.23793i,0.15712-0.22013i,-0.017532-0.067754i,-0.032323+0.014631i,-0.013913+0.0030202i,-0.010856-0.0021393i,-0.0017745+0.011236i,0.002491+0.019214i,0.0061277+0.015701i,0.0092758+0.0050188i,0.0096315+0.0015142i,0.012358+0.0068066i,0.01722+0.0077983i,0.02297-0.002929i,0.026031-0.019802i,0.022453-0.026566i,0.01492-0.016876i,0.0082316-0.005322i,0.0032222+0.0066724i,0.0035588+0.02735i,0.010351+0.042994i,0.015412+0.039525i
