-0.0033149+2.3448e-05i,-0.002027-0.00037604i,-0.001503+0.00019525i,-0.00077268+0.0012502i,-0.0001421+0.0020797i,-3.086e-06+0.001011i,-0.0009093+0.00053347i,-0.00054752+0.00074519i,4.4906e-05+0.00074852i,0.00055473+6.9918e-05i,0.0014526+0.00041266i,0.0010223+0.00042911i,-0.00023728-6.9826e-05i,0.00016608-0.00084642i,0.0017724-0.0017797i,0.0016936-0.0010654i,0.0013183+2.6874e-05i,0.00083381+0.00064838i,-0.00011986+0.00066281i,-0.0005614-0.00016265i,-0.00040606-0.00017494i,0.00058929+0.0001858i,0.0011424+0.00066148i
0.012908-0.12372i,0.042706-0.25497i,0.027919-0.31527i,-0.08065-0.23296i,-0.185-0.083406i,-0.18352+0.03034i,-0.112+0.061944i,-0.043742+0.03803i,-0.01131+0.0132i,-0.0029533+0.0080786i,-0.0057663+0.0066319i,-0.0072125+0.00093479i,0.0014605-0.0081102i,0.0084-0.017074i,0.006928-0.018824i,0.0040456-0.013843i,0.0051521-0.00976i,0.0067996-0.008581i,0.0042761-0.0070595i,0.00070169-0.0036302i,0.0002094+0.0011746i,0.0043057+0.00081181i,0.0086601-0.0078134i
0.12378+0.022148i,0.25389+0.085426i,0.31934+0.17174i,0.27799+0.24109i,0.22748+0.26181i,0.19234+0.20088i,0.10925+0.086911i,0.014463+0.016101i,-0.013465-0.0040688i,0.00037368-0.024551i,0.0050129-0.035518i,0.0066674-0.024981i,0.011632-0.0055973i,0.013027+0.0090784i,0.0086784+0.0099086i,-0.0019135+0.0050874i,-0.0082849+0.0056901i,-0.0062027+0.006278i,-0.0022279+0.0026718i,-0.0012487-0.00047251i,0.0012233-0.0024363i,0.0060082-0.0013735i,0.010056+0.0047801i
-0.031012+0.10734i,-0.090947+0.20685i,-0.12377+0.19302i,-0.088095-0.0053584i,-0.072117-0.22415i,-0.099899-0.26092i,-0.064631-0.15204i,0.0097396-0.063606i,0.02466-0.028502i,0.0024425-0.00083688i,-0.000657+0.015018i,0.0033801+0.014084i,-0.0029387+0.012268i,-0.0098572+0.012789i,-0.0067245+0.013643i,0.0033428+0.011144i,0.0082071+0.0060623i,0.0080302+0.0052377i,0.0084108+0.0057943i,0.0058443+0.0043611i,-0.00012803+0.0029911i,-0.0068912+0.0048559i,-0.011547+0.0088502i
-0.10624-0.037383i,-0.21407-0.089517i,-0.27617-0.094806i,-0.25954+0.018928i,-0.21744+0.16098i,-0.1616+0.19946i,-0.10334+0.1439i,-0.068134+0.075155i,-0.038352+0.038437i,-0.0080183+0.022646i,0.0017833+0.013212i,-0.0027244+0.0086772i,-0.0038877+7.9274e-05i,-0.0048615-0.011082i,-0.0085763-0.013955i,-0.01017-0.010957i,-0.0087439-0.0086098i,-0.0075856-0.0068025i,-0.0061289-0.0043733i,-0.0018697-0.0012025i,0.0023091-0.00012806i,0.0021136-0.0040877i,-0.0020844-0.011047i
0.041181-0.095774i,0.11693-0.19449i,0.2032-0.24149i,0.26401-0.20019i,0.31431-0.14301i,0.29409-0.12682i,0.16758-0.10087i,0.054941-0.040011i,0.018462-0.010258i,0.0055952-0.020837i,-0.007071-0.02706i,-0.0081831-0.020039i,0.0016231-0.012643i,0.010945-0.010041i,0.0085366-0.0084749i,0.00095151-0.0030166i,-0.00068154+0.0024065i,-0.000612+0.0029161i,-0.0025211+0.0031794i,-0.0035228+0.0027952i,-0.0039944-0.00046245i,-0.0019957-0.002527i,0.0049936-0.0026963i
0.088447+0.043764i,0.16058+0.10757i,0.14171+0.12576i,-0.022916+0.031845i,-0.20388-0.077675i,-0.24045-0.098232i,-0.13699-0.083226i,-0.040486-0.078239i,-0.016314-0.049804i,-0.0074646-0.0061388i,0.0082034+0.0090126i,0.011058+0.0052536i,0.0042501+0.011291i,0.0025296+0.020902i,0.0082144+0.016426i,0.012176+0.0022671i,0.0092756-0.0059622i,0.0068621-0.0062146i,0.0066944-0.004986i,0.0044015-0.0019509i,0.0028479+0.00366i,0.0033888+0.0092957i,0.0037059+0.013693i
-0.045193+0.078303i,-0.11171+0.16171i,-0.13117+0.23228i,-0.03672+0.27894i,0.078716+0.31278i,0.11371+0.30109i,0.088787+0.22918i,0.04979+0.13938i,0.027748+0.07029i,0.020421+0.028512i,0.014473+0.013826i,0.0095274+0.010699i,0.0013073+0.0044231i,-0.0094931+0.001055i,-0.013274+0.0038209i,-0.0092557+0.0065728i,-0.0052046+0.0051603i,-0.0042931+0.0027772i,-0.0035132+0.00072467i,-0.0013377-0.0020561i,0.00058556-0.0048242i,-0.0022853-0.0065481i,-0.010865-0.0056317i
-0.069625-0.050107i,-0.13417-0.13061i,-0.14742-0.21145i,-0.077294-0.25967i,0.011389-0.30191i,0.046094-0.29397i,0.023768-0.19073i,0.007253-0.083104i,0.0026107-0.039488i,-0.01533-0.022795i,-0.024393-0.0066651i,-0.017808+0.00015219i,-0.010505-0.0044768i,-0.0079884-0.011385i,-0.0076918-0.0077571i,-0.0053706+0.001787i,-0.0011709+0.0062105i,0.0012326+0.0060487i,0.00088271+0.0060791i,-0.001607+0.0060472i,-0.0041018+0.0055951i,-0.0037237+0.003139i,-0.00065681-0.003014i
0.047909-0.062962i,0.11638-0.10849i,0.12784-0.099456i,0.0010643-0.003283i,-0.16347+0.11253i,-0.21267+0.1375i,-0.16162+0.065925i,-0.10323+0.0052314i,-0.056612+0.0012498i,-0.014447+0.0088195i,0.0033312+0.001454i,0.0028614-0.0020308i,0.0078895+0.0031917i,0.015392+0.0048309i,0.013604-0.0013489i,0.0046886-0.0067913i,-0.0004226-0.0061305i,-0.00022204-0.0058323i,0.00038517-0.0065947i,0.0032704-0.0049437i,0.0072913-0.0043295i,0.0098637-0.0049543i,0.011978-0.0029136i
0.051725+0.050361i,0.10713+0.12033i,0.16481+0.16001i,0.23762+0.11969i,0.31291+0.070514i,0.30727+0.066422i,0.22198+0.063823i,0.13185+0.040536i,0.068045+0.013092i,0.028077-0.0057017i,0.0099037-0.010085i,0.0053204-0.0075918i,0.0012754-0.0048923i,-0.0031108-0.00048286i,-0.0042958+0.0040261i,-0.0028113+0.0043769i,-0.0017263+0.002158i,-0.0015649+0.0025101i,-0.0022497+0.0030717i,-0.0046598+0.00029921i,-0.0074047-0.0020849i,-0.0089159+3.3431e-05i,-0.0093636+0.0066838i
-0.051461+0.046917i,-0.12957+0.078603i,-0.20152+0.064242i,-0.22826-0.021901i,-0.24271-0.1416i,-0.23287-0.18802i,-0.16604-0.12645i,-0.088485-0.058359i,-0.04699-0.026363i,-0.029797-0.0037784i,-0.014258+0.0081007i,-0.0042395+0.004888i,-0.0034676-0.0016736i,-0.0063719-0.0048568i,-0.0060502-0.003355i,-0.0022182+0.0013307i,0.00047697+0.0033286i,0.0012536+0.00364i,0.0022237+0.0038302i,0.0027562+0.0047862i,0.0025795+0.0071234i,0.0019881+0.0060873i,-0.00037948+0.00078347i
-0.036361-0.052036i,-0.066731-0.11728i,-0.071294-0.1263i,-0.049641-0.0029785i,-0.031055+0.16118i,-0.030362+0.2084i,-0.041087+0.13607i,-0.037853+0.065249i,-0.011362+0.033323i,0.010673+0.010501i,0.011269-0.0024106i,0.0072514-0.001189i,0.0112+0.0012438i,0.014752-0.0026907i,0.0084443-0.0077733i,-0.00058022-0.0085555i,-0.0036509-0.0066447i,-0.0044191-0.0052452i,-0.0043682-0.0043383i,-0.00087458-0.0046003i,0.00079579-0.0067417i,-0.00010321-0.0094294i,0.0010289-0.011237i
0.049422-0.032931i,0.11844-0.061593i,0.17508-0.098141i,0.18476-0.15857i,0.19804-0.21226i,0.21787-0.20479i,0.18513-0.15106i,0.11452-0.093159i,0.050741-0.049168i,0.012594-0.019752i,0.00039327-0.0048137i,-0.0017136+0.0017646i,-0.0037093+0.0094316i,-0.0024368+0.014976i,0.00057075+0.012794i,0.00086698+0.0062171i,-0.00032109+0.0016586i,-0.00088408+0.00046454i,-0.0016734+0.00065203i,-0.0040041+0.0020815i,-0.0037793+0.0036209i,-0.000185+0.0053687i,0.0033127+0.0087014i
0.025723+0.044624i,0.033692+0.11535i,0.0038025+0.17329i,-0.077192+0.17273i,-0.1787+0.1346i,-0.21455+0.093755i,-0.14626+0.068928i,-0.06475+0.050234i,-0.027889+0.031081i,-0.011091+0.020036i,-0.00087492+0.012156i,-6.4476e-05+0.0051888i,-0.0056+0.0028984i,-0.0087021+0.0053962i,-0.0046363+0.0066921i,0.0021718+0.004403i,0.0055729+0.001677i,0.0065556-0.00057226i,0.0070663-0.0013043i,0.0076694-0.00021433i,0.0072741+0.00017375i,0.0049614-0.00043512i,0.00048747-0.00028334i
-0.045375+0.019771i,-0.096535+0.030097i,-0.10447+0.041983i,-0.01072+0.072562i,0.112+0.11305i,0.13564+0.13313i,0.074741+0.11128i,0.029626+0.061435i,0.017762+0.015608i,0.0092078-0.010447i,0.0013054-0.013129i,0.0017528-0.0082146i,0.0033633-0.0092674i,0.00020061-0.012345i,-0.0042182-0.0095051i,-0.006301-0.0029342i,-0.0051444-0.00017784i,-0.0032647+0.00020837i,-0.0023655-0.00088155i,-0.0034559-0.0043623i,-0.0061548-0.0056528i,-0.0078263-0.0054853i,-0.008378-0.006999i
-0.017348-0.047364i,-0.027241-0.11101i,-0.036539-0.17584i,-0.059173-0.21789i,-0.074794-0.25242i,-0.050826-0.25078i,-0.025075-0.18548i,-0.02121-0.10222i,-0.017341-0.041645i,-0.0083066-0.0079672i,-0.00064238+0.004425i,0.0024725+0.0064315i,0.0049991+0.0059565i,0.0087207+0.0038711i,0.0097099+0.0021807i,0.0065575+0.0016943i,0.0034831+0.0018886i,0.0020861+0.0012512i,0.00079123+0.0012658i,4.3266e-05+0.0028835i,0.00072388+0.0030099i,0.0025658+0.00093864i,0.0060312-0.00038064i
0.038974-0.01138i,0.092624-0.0035913i,0.12633+0.030247i,0.08956+0.091843i,0.0040297+0.16432i,-0.050508+0.1817i,-0.038013+0.12664i,-0.0074916+0.068064i,0.0057061+0.036106i,0.0083103+0.018675i,0.004142+0.0082554i,-0.0026295+0.0045106i,-0.0055707+0.0055686i,-0.0050123+0.0063168i,-0.0035786+0.0032854i,-0.0033161+0.00018117i,-0.0031779-0.00016624i,-0.0013532-0.00065118i,0.00070455-0.0021405i,0.0019398-0.0011998i,0.0029768+0.00034737i,0.0036479+0.00080497i,0.0027692+0.0024322i
0.0034096+0.036553i,-0.0010925+0.081012i,0.0030884+0.097318i,0.048673+0.050355i,0.11955-0.012184i,0.13827-0.021899i,0.086683+0.00084526i,0.029459+0.0041378i,-0.0020633-0.0043096i,-0.014529-0.005191i,-0.013446-0.0029742i,-0.0067507-0.0050826i,-0.0026115-0.0094874i,-0.0042522-0.010676i,-0.0057657-0.0067705i,-0.0043158-0.0014661i,-0.0022345-0.00043749i,-0.0010474-0.0015233i,-0.0014463-0.0018136i,-0.002561-0.0011937i,-0.0031115+0.00074688i,-0.0034091+0.0026306i,-0.0059651+0.0024531i
-0.034272-0.00096029i,-0.086483-0.0098895i,-0.14731-0.022636i,-0.19266-0.029998i,-0.21363-0.053053i,-0.19365-0.08675i,-0.13288-0.079012i,-0.068798-0.03799i,-0.025467-0.0082855i,-0.0026563-0.00035088i,0.00604-0.0021382i,0.009073-0.002706i,0.011538-0.0019204i,0.0115-0.0031028i,0.0090916-0.0067291i,0.0051886-0.0084741i,0.0021566-0.0052418i,0.0013861-0.00032926i,0.0015256+0.0022059i,0.0020964+0.0020753i,0.0014486+0.00060919i,0.00044025-0.0022388i,0.0013205-0.0049052i
0.0011521-0.032823i,0.021981-0.069961i,0.06038-0.080794i,0.097821-0.02904i,0.11526+0.058175i,0.10114+0.097686i,0.071541+0.057161i,0.046267+0.0061154i,0.026441-0.012091i,0.013172-0.011755i,0.0063828-0.0051014i,0.0035325+0.0045362i,0.0043461+0.012625i,0.0069449+0.014374i,0.0063594+0.011441i,0.0036081+0.0083693i,0.0020939+0.006242i,0.0021527+0.0039176i,0.0024775+0.0011434i,0.0030698-0.0016788i,0.0039572-0.0034639i,0.0049875-0.0029443i,0.0055723-0.0018814i
0.026486-5.3029e-05i,0.060042+0.012937i,0.082908+0.011887i,0.075176-0.033151i,0.063953-0.092679i,0.072276-0.097942i,0.064059-0.049679i,0.028279-0.010562i,-0.00047903+0.0021618i,-0.0080632+0.0067958i,-0.0056507+0.0079781i,-0.0060551+0.0054462i,-0.010159+0.0026048i,-0.01258+0.0026585i,-0.0083364+0.0052448i,-0.0015761+0.0049517i,-0.00093798+0.00098587i,-0.003126-0.0018218i,-0.0039514-0.00067309i,-0.0049248+0.0014804i,-0.0043606+0.0019706i,-0.0019998+0.0038279i,-0.0022035+0.007548i
-0.0073399+0.028019i,-0.025013+0.066653i,-0.052376+0.10697i,-0.079701+0.12897i,-0.1128+0.12664i,-0.13092+0.092386i,-0.096204+0.051273i,-0.038776+0.023969i,-0.0054719+0.0042679i,0.002472-0.0056823i,0.00082124-0.0081867i,3.3196e-05-0.0091435i,0.00050303-0.011069i,-0.0013494-0.012489i,-0.005164-0.011796i,-0.0071154-0.0088816i,-0.0050033-0.0040652i,-0.001379-0.0009657i,0.00051706+0.00030645i,0.0011066+0.0018746i,0.00028135+0.0025402i,-0.0012039+0.0014729i,-0.0015868-0.0013447i
-0.024821-0.007858i,-0.050339-0.0314i,-0.052026-0.062527i,-0.0030432-0.072834i,0.069621-0.048843i,0.091978-0.012883i,0.050393-0.0017611i,0.0096076-0.010926i,-0.0037737-0.011784i,-0.0027597-0.00648i,0.0017648-0.0011066i,0.0059172+0.0016266i,0.010207-0.00010374i,0.013052-0.0030834i,0.012719-0.001847i,0.011194+0.00030333i,0.010028-0.0010174i,0.0066451-0.0021101i,0.0023695-0.0026282i,0.00038574-0.0033103i,0.00071017-0.0045612i,0.00060197-0.0062597i,0.0011119-0.0067485i
0.0054351-0.019474i,0.02185-0.043593i,0.026452-0.062947i,-0.0044702-0.072018i,-0.043781-0.084712i,-0.038837-0.084803i,-0.0054603-0.049636i,0.010983-0.0057437i,0.013343+0.016099i,0.012661+0.017719i,0.0095532+0.012015i,0.0040595+0.007664i,-0.0020195+0.0077632i,-0.0047745+0.0098293i,-0.0031591+0.0085285i,-0.0026139+0.0030173i,-0.004856+0.00065102i,-0.0062447+0.0023847i,-0.0041857+0.0032763i,-0.000938+0.0030454i,0.0014985+0.0038439i,0.0036407+0.0038327i,0.0057429+0.003796i
0.019314+0.0083003i,0.042425+0.03258i,0.06334+0.071305i,0.063347+0.10667i,0.032349+0.12876i,-0.010957+0.12178i,-0.026903+0.076258i,-0.015746+0.027875i,-0.0069704+0.0027696i,-0.0072516-0.0018627i,-0.010124+0.0011088i,-0.0091873+0.00076208i,-0.0069227-0.0010505i,-0.0079321-0.0017122i,-0.011479-0.00080149i,-0.012059+0.0016298i,-0.0065109+0.0020787i,-0.0012725+0.00030333i,0.00012959-0.00039608i,0.0005122-0.00021869i,0.001295+0.00046782i,-6.3942e-05+0.0014739i,-0.0032534+0.0011699i
-0.012267+0.016529i,-0.034471+0.027518i,-0.056278+0.020892i,-0.047091-0.015657i,-0.0040326-0.056511i,0.026285-0.060138i,0.011617-0.032856i,-0.013171-0.0094982i,-0.019535+0.0025025i,-0.014327+0.0044633i,-0.0063697+0.0011195i,0.0011452-0.0010741i,0.0060027-0.0040123i,0.0066132-0.0094392i,0.0057372-0.013514i,0.0055329-0.013218i,0.0041998-0.01093i,0.0020215-0.008035i,0.00056404-0.0049063i,-0.0013287-0.0026814i,-0.0044761-0.0018013i,-0.0057831-0.0020936i,-0.0052957-0.0026053i
-0.01152-0.0096961i,-0.023282-0.024836i,-0.03551-0.036659i,-0.05049-0.026294i,-0.069547-0.014407i,-0.066926-0.029208i,-0.030364-0.039786i,0.0032848-0.028494i,0.012745-0.016632i,0.0090868-0.011481i,0.0042128-0.0077673i,0.0020752-0.0017423i,0.0028016+0.0056544i,0.0053172+0.0094727i,0.0072934+0.0072066i,0.0054651+0.0035145i,0.0020644+0.0038674i,1.1012e-05+0.0056422i,0.00036826+0.0045381i,0.0024828+0.001157i,0.0043812-0.0012766i,0.0057873-0.0020692i,0.0064211-0.0021756i
0.01114-0.0075137i,0.034956-0.021761i,0.068467-0.029674i,0.093496-0.018473i,0.098259+0.013355i,0.073901+0.041638i,0.0345+0.034633i,0.0036398+0.0085683i,-0.010402-0.0059675i,-0.0087248-0.0069904i,-0.0035284-0.0021414i,-0.0040639+0.0018287i,-0.007742+0.0035232i,-0.0096024+0.0050663i,-0.0077469+0.0087865i,-0.0032257+0.010808i,-0.00023957+0.006751i,-0.00066386+0.002668i,-0.0010623+0.0014015i,0.0006375+0.00021777i,0.001267-4.8293e-05i,0.00077075+0.0015182i,0.00060954+0.0030876i
0.0069195+0.011011i,0.013017+0.030018i,0.0034118+0.043801i,-0.019217+0.024197i,-0.029833-0.01953i,-0.013959-0.038913i,0.0043572-0.018368i,0.0072815+0.0034801i,0.0068782+0.008457i,0.0059573+0.0057217i,0.0038529+0.00023309i,0.001947-0.0060969i,-0.0013229-0.011254i,-0.0059544-0.012727i,-0.0084591-0.012246i,-0.0079307-0.01082i,-0.0058698-0.0092673i,-0.0033037-0.0069156i,-0.0026346-0.0034389i,-0.0025278+0.00067468i,-0.0022439+0.0033421i,-0.0031149+0.0030541i,-0.0041651+0.0017265i
-0.011432+0.0091022i,-0.026701+0.015887i,-0.039983+0.022429i,-0.039341+0.031653i,-0.039054+0.041988i,-0.044558+0.031129i,-0.03349+0.0035523i,-0.010033-0.012891i,0.0034204-0.015646i,0.0042053-0.010851i,0.00065819-0.0042898i,-0.00025298-0.0012917i,0.0027519-0.0025883i,0.0071148-0.0061701i,0.0076338-0.0071825i,0.0034241-0.0031i,0.001972+0.0020073i,0.0029771+0.0036176i,0.002164+0.0021862i,0.0012524+0.00035461i,-0.0001972-0.0019642i,-0.001499-0.004078i,-0.001544-0.0047797i
-0.0062903-0.0078441i,-0.0093433-0.028083i,-0.0028892-0.053176i,0.017132-0.064569i,0.043327-0.051541i,0.052502-0.021365i,0.033616+0.004588i,0.011229+0.014571i,0.0013924+0.015172i,0.0012605+0.0098969i,0.0036693+0.0045457i,0.0043202+0.003779i,0.004186+0.0055015i,0.0043324+0.0067662i,0.0051428+0.0066768i,0.0056417+0.0046229i,0.0035677+0.0015658i,0.00099408+0.00056605i,0.00082162+0.00082449i,0.0018578+0.00040981i,0.0024142+0.00085828i,0.003297+0.0015326i,0.0046787+0.0014199i
0.010391-0.0024568i,0.026735-0.0020944i,0.036651+0.0086728i,0.01794+0.018941i,-0.017791+0.010901i,-0.029567-0.005138i,-0.012253-0.0056088i,0.0046024+0.0016467i,0.010221+0.0034228i,0.0084571+0.0019064i,0.0042611-4.4729e-05i,0.0013533-0.0021446i,-0.0017932-0.0020085i,-0.0057678+0.00054348i,-0.0083342+0.001572i,-0.0086901+0.0001607i,-0.0077025-0.0013208i,-0.0065321-0.001894i,-0.0049142-0.00017661i,-0.0020877+0.0021473i,0.00071367+0.0021549i,0.00053763+0.0016476i,-0.00073687+0.0015607i
0.00035442+0.0058851i,0.0018123+0.017965i,0.0023031+0.031564i,0.0085433+0.036693i,0.011725+0.038634i,-0.0033608+0.037783i,-0.02184+0.021792i,-0.025527+0.0040518i,-0.019811-0.0011677i,-0.01206+0.0011889i,-0.0045809+0.0053003i,0.0003163+0.0073945i,0.0026261+0.0051482i,0.0025218-0.00063835i,0.00016781-0.0042328i,-0.00020592-0.0023278i,0.0025138+0.00066836i,0.00406+0.001607i,0.0027277+0.0015313i,8.5057e-05+0.00089182i,-0.0027397+0.00018167i,-0.0043017-0.00046441i,-0.003849-0.00087437i
-0.0055693+0.0028526i,-0.017723-0.00014966i,-0.031379-0.011633i,-0.033383-0.029244i,-0.016348-0.043146i,0.0055013-0.040912i,0.011052-0.022558i,0.0050969-0.0048258i,4.6565e-06+0.0045825i,-0.0031887+0.0053438i,-0.0039322+0.0012915i,-0.0028048-0.00032258i,-0.00031597+0.0022376i,0.0029628+0.0044501i,0.0049178+0.0018997i,0.0050487-0.0028584i,0.0035-0.0042403i,0.0017556-0.0033819i,0.00083074-0.0029953i,0.00053747-0.0026396i,0.0011086-0.0021481i,0.0022816-0.0024801i,0.0020154-0.0040228i
-0.0013697-0.0058313i,0.002595-0.014221i,0.011274-0.017474i,0.012852-0.005649i,-0.00026833+0.0087034i,-0.011697+0.0041642i,-0.0075284-0.0094027i,-0.0019778-0.01538i,-0.0021885-0.015091i,-0.0023999-0.011258i,-0.0046427-0.0078199i,-0.0085237-0.0052543i,-0.010755-0.0014467i,-0.0091927+0.0028546i,-0.0053713+0.0048309i,-0.0028+0.0043825i,-0.0026393+0.0030267i,-0.002276+0.0027586i,-0.00043147+0.0030549i,0.0012278+0.0020263i,0.0014972+0.00075692i,0.0005612+0.0015309i,0.00039647+0.0037112i
0.0041096+0.00024543i,0.011853+0.0010918i,0.022196+0.0040277i,0.026783+0.003739i,0.027749+0.0055044i,0.021403+0.01621i,0.0080819+0.02019i,-0.001034+0.011825i,-0.0042097+0.0036233i,-0.002218-0.00038857i,0.0033369-0.0018141i,0.0051997-0.002387i,0.00086498-0.0028931i,-0.0042669-0.0026833i,-0.0050437-0.0011776i,-0.00014575+8.2159e-05i,0.0042143-0.0016172i,0.0049096-0.003334i,0.0047751-0.0020725i,0.0037359+0.00053679i,0.0012065+0.0019634i,-0.00051846+0.0019857i,-0.00039824+0.0018207i
0.0024673+0.0083398i,8.3809e-05+0.016374i,-0.009394+0.022738i,-0.022603+0.017226i,-0.028562-0.0011021i,-0.020015-0.014366i,-0.0030516-0.011561i,0.0098816-0.0056877i,0.015239-0.0033461i,0.011982-0.00048796i,0.0055917+0.0012514i,0.0024511+0.00022685i,0.0016621-0.0028633i,0.0016435-0.005657i,0.00072484-0.0047817i,-0.0022134-0.0023535i,-0.0038746-0.00079317i,-0.0039757+0.00010312i,-0.0037121+0.0010332i,-0.0016703+0.00082827i,-0.00037255-0.00086398i,-0.00081866-0.0031773i,-0.0026484-0.0039967i
-0.0027217-0.0020714i,-0.01-0.0091888i,-0.013121-0.01858i,-0.0064902-0.017602i,-0.001122-0.0027523i,-0.0052372+0.0075133i,-0.0068713+0.0050313i,-0.0024376+0.0021576i,-0.00063346+0.00045108i,-0.0013564-0.00027524i,-0.0020198+0.001331i,-0.0024514+0.0027982i,-0.0012858+0.0027414i,-0.0010499+0.0024284i,-0.0021998+0.0029006i,-0.0021651+0.0034105i,-0.0012359+0.003632i,-6.7973e-06+0.0027589i,0.0008415+0.0026379i,0.0011712+0.0022386i,0.0010255+0.0011974i,0.0017746+0.0014571i,0.002576+0.0011521i
0.0018659-0.0059701i,0.0077466-0.010852i,0.015518-0.015013i,0.016854-0.015304i,0.01519-0.012325i,0.015391-0.0034963i,0.0099247+0.0085255i,0.003286+0.013584i,0.00048596+0.011373i,-0.00035455+0.0052646i,0.0007126-0.00097524i,0.002959-0.0034578i,0.0037413-0.00343i,0.0014024-0.0020638i,-0.00085397-0.0014735i,-0.00064957-0.0034625i,-5.8838e-05-0.0056841i,-0.00032293-0.0056597i,-0.00021412-0.003636i,0.00039467-0.0013212i,0.00024332+0.00011814i,0.00024562+0.00057543i,0.00060277-3.8764e-05i
3.2628e-05+0.003096i,0.0048333+0.010372i,0.0074833+0.019798i,0.0032994+0.023104i,-0.0073866+0.016121i,-0.015293+0.0043854i,-0.015002-0.0018121i,-0.011551-0.0015772i,-0.0066691-0.0010168i,-0.00078059-0.00069949i,0.0027464+0.00094234i,0.0042751+0.0023816i,0.0050796+0.0013216i,0.0048133-0.0014005i,0.0029895-0.0021451i,0.00086839+0.00056845i,0.00072438+0.0037632i,0.0012711+0.0048923i,0.00055068+0.0042216i,-0.00075613+0.0035115i,-0.0018282+0.0023932i,-0.0018991+0.0019384i,-0.0023945+0.0022099i
-0.0032394+0.0039917i,-0.0069506+0.0068i,-0.011759+0.005764i,-0.0096661-0.00076508i,-0.0013277-0.003156i,-0.0014788+0.00026555i,-0.007938-0.00052987i,-0.01085-0.0015844i,-0.0099627+0.0010346i,-0.007198+0.0039783i,-0.0046077+0.0065736i,-0.0027875+0.0093973i,-9.267e-05+0.010677i,0.0018695+0.00863i,0.00061777+0.0055326i,-0.0013442+0.0025703i,-0.0016005+0.00037821i,-0.00059798-0.0011067i,-5.5911e-05-0.0016072i,-6.7556e-06-0.0012903i,-6.8445e-05-0.0014333i,0.00021454-0.00181i,0.00027347-0.0026136i
-2.5038e-05-0.0020007i,-0.0039844-0.00687i,-0.0072162-0.012694i,-0.0060977-0.015436i,-0.0029032-0.016392i,0.0014191-0.016066i,0.0034306-0.012454i,0.0025709-0.009871i,0.00040727-0.0073483i,-0.0028294-0.0035228i,-0.0070181-0.0021775i,-0.010126-0.0023343i,-0.0095616-0.00047038i,-0.0074111+0.0020814i,-0.0048569+0.00028086i,-0.0040379-0.0037297i,-0.004069-0.0049175i,-0.0026659-0.0030391i,-0.0016241-0.00073828i,-0.0010196+0.00014786i,-0.00014364+0.00046208i,8.2979e-05+0.00057637i,0.00052014+0.0003276i
0.0046524-0.0075848i,0.0078122-0.011578i,0.012097-0.012374i,0.011839-0.0041212i,0.0047814+0.0060136i,-0.00061991+0.0068112i,0.00031461-0.0002793i,0.00088038-0.0071128i,-0.0013874-0.010071i,-0.0020728-0.0088392i,-0.00036157-0.0067785i,0.00071358-0.0052396i,-0.00062885-0.0042616i,-0.0003976-0.0032497i,0.0027356-0.0013761i,0.0056044+8.5053e-05i,0.0063563+0.00068094i,0.0053601+0.0006469i,0.0036667+0.00013166i,0.0022407+0.00064115i,0.0014212-1.3719e-05i,0.00074805-0.00077119i,0.00022238+0.00039134i
0.0027896+0.0025429i,0.004933+0.0088476i,0.0035378+0.01441i,-0.0005859+0.012024i,-0.0009556+0.0063204i,0.0018896+0.0060872i,0.004092+0.0058169i,0.0061176+0.0011283i,0.0068166-0.0015335i,0.0064678-0.0013916i,0.0071369-0.0015601i,0.007779-0.0013542i,0.0061369-0.00073334i,0.003752+0.0017698i,0.0017832+0.0048141i,0.00042278+0.0057028i,-0.0010688+0.0048579i,-0.0026106+0.0035033i,-0.0028653+0.0022003i,-0.0018611+0.00097825i,-0.0013171-0.00047802i,-0.0020027-0.0011118i,-0.0030367-0.00062481i
-0.0022106+0.0011567i,-0.0065592+0.0013962i,-0.010173+0.00044412i,-0.0087119-0.0010705i,-0.00635-0.0020548i,-0.0048102-0.002824i,-0.00079614-0.0016095i,0.003859+0.00010266i,0.0069993+0.00017791i,0.0060653+0.00023775i,0.0020759+0.0011042i,-0.00088266+0.0018442i,-0.0029612+0.001486i,-0.0044478+0.0018568i,-0.0057304+0.0028921i,-0.0065463+0.0030142i,-0.0058493+0.0018397i,-0.0036788+0.0010097i,-0.0024658+0.0010475i,-0.0014022+0.00075416i,-0.00018925+0.00085012i,0.0010019+0.0011185i,0.00084261+0.00058841i
-0.0031071-0.0019941i,-0.0019681-0.0048504i,0.0007519-0.0086195i,0.0023086-0.0080483i,0.0018384-0.003397i,-0.0010228+0.0017988i,-0.0025446+0.0056815i,-0.0022392+0.0080673i,-0.0030925+0.0071456i,-0.0040703+0.0041379i,-0.0037527+0.0014876i,-0.0026201-0.00020756i,-0.0020883-0.0022287i,-0.0027134-0.00442i,-0.0030386-0.0057185i,-0.0010931-0.0068198i,0.00091194-0.0065533i,0.0011504-0.0058791i,0.00082429-0.0046861i,0.00083704-0.0024167i,0.0011822-0.00038427i,0.0013102+0.00025485i,0.0016348-0.00030728i
