-0.0033149+2.3448e-05i,-0.002027-0.00037604i,-0.001503+0.00019525i,-0.00077268+0.0012502i,-0.0001421+0.0020797i,-3.086e-06+0.001011i,-0.0009093+0.00053347i,-0.00054752+0.00074519i,4.4906e-05+0.00074852i,0.00055473+6.9918e-05i,0.0014526+0.00041266i,0.0010223+0.00042911i,-0.00023728-6.9826e-05i,0.00016608-0.00084642i,0.0017724-0.0017797i,0.0016936-0.0010654i,0.0013183+2.6874e-05i,0.00083381+0.00064838i,-0.00011986+0.00066281i,-0.0005614-0.00016265i,-0.00040606-0.00017494i,0.00058929+0.0001858i,0.0011424+0.00066148i
0.00071218-0.0045701i,0.0026166-0.0038168i,0.0045042-0.0011982i,0.0031686+0.0024795i,0.00061793+0.0017261i,-0.0006812+0.0007582i,-0.0034911+0.0038777i,-0.0049052+0.0052076i,-0.0037791+0.0042104i,-0.0016427+0.002498i,0.001627-0.00044405i,0.0049919-0.0019692i,0.0065625-0.0016655i,0.0061157-0.0012958i,0.0051863-7.2028e-05i,0.0039994+0.0022616i,0.0031396+0.0040253i,0.0033245+0.0046945i,0.0030231+0.0032835i,0.0018192+0.0011733i,0.0008074+0.00080813i,0.00031885+0.0015849i,-0.00064841+0.0021365i
0.0038393+0.0013253i,0.0046764+0.0035962i,0.0041094+0.0046738i,0.00010125+0.0029338i,-0.0037157+0.00096241i,-0.0058154-0.0016856i,-0.0071516-0.0038913i,-0.0078072-0.0030958i,-0.0065853-0.0011883i,-0.0030467+0.00081575i,0.00029646+0.0035751i,0.0024404+0.0075057i,0.0035896+0.0084951i,0.0032114+0.0067078i,0.00080839+0.0053099i,-0.0017044+0.0043541i,-0.0016935+0.0029878i,-0.00087226+0.0012721i,-0.00058945+0.00081536i,0.00060303+0.00155i,0.0014067+0.00078238i,0.0014991-0.0015113i,0.0011826-0.0023917i
-0.0026772+0.0025285i,-0.0074677+0.0027312i,-0.011069+0.0015679i,-0.0097819-0.00050746i,-0.0043421-0.0026811i,-0.0017421-0.0043209i,-0.0028796-0.0069925i,-0.0039009-0.0073004i,-0.003641-0.0043073i,-0.0024566-0.00028712i,-0.0030371+0.0028431i,-0.0041709+0.0048718i,-0.0046977+0.0053723i,-0.00502+0.0032967i,-0.0057864-0.00065931i,-0.0058987-0.00393i,-0.0042394-0.004416i,-0.001881-0.0028976i,-0.00092657-0.00063671i,-0.00073259+0.0012352i,-0.0011544+0.00089713i,-0.0012615-0.00014876i,-0.00092019-0.00042885i
0.0008353-0.0016224i,0.0024439-0.005276i,0.0052276-0.009216i,0.0057938-0.0088964i,0.004216-0.0056119i,0.0051421-0.0031151i,0.0065308-0.0023871i,0.0041216-0.0035572i,0.0014097-0.004117i,-0.00023318-0.0032984i,-0.0024319-0.0029181i,-0.0045934-0.0036361i,-0.0046857-0.003776i,-0.0013689-0.0028595i,0.0032346-0.0026812i,0.0057375-0.0030866i,0.0060822-0.0026197i,0.0050161-0.0017688i,0.0026565-0.0022509i,0.00042081-0.0021568i,0.00010566-0.00089786i,0.00086327+0.00018883i,0.00060856+0.00072855i
0.0016312+0.00042697i,0.0030658+0.002136i,0.0054062+0.0047559i,0.0048059+0.0043763i,0.0011123+0.0033443i,-0.00099841+0.0037475i,0.0016098+0.0026455i,0.0045506-0.00015382i,0.0035565-0.0032851i,0.0012177-0.0054376i,0.00067064-0.0051488i,0.0011735-0.0035115i,0.0015123-0.0015074i,0.0021065+0.00017488i,0.0026301+0.0021985i,0.0013341+0.0043928i,-0.0010101+0.0047162i,-0.0024393+0.00373i,-0.0020343+0.0027171i,-0.00071588+0.001833i,-0.00032722+0.00070491i,-0.00073393-0.00055768i,-0.0016255-0.00046242i
-0.0023643-0.00070846i,-0.002486-0.0011222i,-0.0036688+6.5397e-05i,-0.0035889+0.0020805i,-0.0018265+0.0039473i,-0.00035103+0.0042888i,0.00068994+0.0051368i,0.0017861+0.0045729i,0.0025162+0.0032142i,0.0027094+0.0025231i,0.0024432+0.0012946i,0.0016792+0.00029912i,0.00059805+0.00014682i,-0.0019531+0.0017002i,-0.0046935+0.0034716i,-0.0054533+0.0037768i,-0.005023+0.0024541i,-0.0038715+0.00084474i,-0.002686+0.0010171i,-0.0015549+0.0012873i,-0.00036667+0.0012581i,3.878e-05+0.0018252i,-0.00082644+0.0011898i
-0.0011601+0.0045225i,0.00039374+0.0055458i,0.00040151+0.0042992i,-0.00013092+0.00070376i,-0.00071243-0.00070146i,-0.0023388+0.00084506i,-0.0025194+0.0035014i,-0.00091264+0.0069026i,0.00022343+0.0074165i,0.00069779+0.0051759i,-8.6413e-06+0.0025586i,-0.0013456+0.00014077i,-0.0020751-0.0024186i,-0.0025056-0.0051471i,-0.0029928-0.0057312i,-0.001575-0.0054579i,0.0001449-0.0047435i,-0.00087121-0.0032418i,-0.0022817-0.0026498i,-0.002031-0.0011743i,-0.0009095+0.00032427i,0.00068218+6.9827e-05i,0.0015395-0.00112i
-0.0030601+0.0029099i,-0.003772+0.0014278i,-0.001781+0.0014236i,0.0015127+0.0014503i,0.002356-0.00021989i,-0.0010047-0.001412i,-0.0052045+0.00035582i,-0.0065448+0.0031707i,-0.0047643+0.0040679i,-0.0017941+0.0026168i,4.447e-05+0.00020397i,0.00049344-0.0017421i,0.0011456-0.0028553i,0.0022211-0.0032824i,0.002184-0.0028863i,0.0018964-0.0010584i,0.0017886+0.0010801i,0.0028315+0.001555i,0.003341+0.00046086i,0.0019356-0.00039573i,0.00015488-0.00085922i,-0.00073238-0.00073424i,-0.00073887-0.00012527i
0.00054363+0.0010668i,0.0043639+0.0012779i,0.0068168+0.00028769i,0.0041272-0.00012479i,0.00020429-0.00035663i,-0.0024874+8.9223e-05i,-0.0054652+0.00028532i,-0.0084347-0.0013367i,-0.0085576-0.0016254i,-0.0043099-0.000715i,6.8079e-05-0.00079755i,0.002488-9.5623e-05i,0.0036761+0.0015194i,0.0042232+0.0030387i,0.0023445+0.0040009i,-0.00040493+0.0022881i,-0.0011516+0.00018439i,-0.00040622-0.00085396i,1.6067e-05-0.0013135i,0.00013604-0.0014339i,0.00063223-0.00087557i,0.00033326-0.00033687i,-0.00082954-0.00036284i
-0.0033047+4.5766e-05i,-0.0061286+0.001756i,-0.0071759+0.0028814i,-0.0053909+0.0014189i,-0.0055015-0.0016556i,-0.006633-0.0056929i,-0.0046919-0.0085031i,-0.0033416-0.0086647i,-0.0029209-0.0065616i,-0.00033227-0.0029702i,0.001841+0.00019453i,0.0014722+0.0021359i,-1.0952e-05+0.0024748i,-0.0024434+0.0008264i,-0.0035273-0.0013964i,-0.002854-0.0025312i,-0.0018401-0.0026291i,-0.00090302-0.00076286i,-0.00062172+0.00077899i,-0.0011284+0.00051494i,-0.0013187+2.0945e-05i,-0.0007889+0.00012134i,-0.00045196+3.6207e-06i
0.00050093-0.0042638i,0.0020464-0.0088928i,0.0019888-0.0095298i,0.00057894-0.0051778i,0.0015829-0.0011438i,0.0032918-0.0017256i,0.0030387-0.0061957i,0.0019783-0.0084217i,0.0010627-0.0057705i,0.00028506-0.0013851i,0.00010646+0.00106i,-9.1115e-05+0.0020061i,-0.00068886+0.0022658i,-0.0015553+0.0016368i,-0.00059399+0.00050274i,0.0013901+5.1498e-05i,0.0024691-0.00035982i,0.001863-0.0010166i,0.00060799-0.0020359i,3.5585e-05-0.001799i,0.0001953-0.0003862i,0.0010995+0.00065023i,0.00091908+0.00046259i
0.0015272-7.025e-05i,0.0031493+0.0019543i,0.0044734+0.0017997i,0.0030609+0.00013191i,0.0016167-0.00076564i,0.0026213-0.0015032i,0.0053362-0.001775i,0.0065484-0.0015369i,0.0041107-0.0027433i,3.8276e-05-0.0024476i,-0.0022936-0.00070217i,-0.0022851-0.00037141i,-0.00082219-0.00066371i,0.0011643-0.00040792i,0.0017039+0.00037553i,0.0005532+0.00094181i,-0.00040404+0.0018762i,-0.00065933+0.0026664i,0.00047078+0.0025763i,0.0021868+0.0016996i,0.001075+0.00024247i,-0.001296+0.00015042i,-0.0016147+0.00088714i
0.0010999+0.002044i,0.0017948+0.0036016i,0.0019301+0.0032927i,0.0018117+0.0011869i,0.0015467-0.00018883i,0.001535+0.0016004i,0.0028144+0.0026838i,0.0043811+0.0022137i,0.0034612+0.0011161i,0.00066476-0.0007591i,-0.001164-0.0020053i,-0.0012989-0.0011073i,-0.0015162+0.00038624i,-0.0031369+2.9182e-05i,-0.0041567-0.00068865i,-0.0032302-0.0010939i,-0.001224-0.0012588i,0.001428-0.00018339i,0.0020648+0.0010697i,0.00068549+0.0020642i,0.0006598+0.0017737i,0.0013455+0.00040763i,0.00045588-0.00051843i
-0.0036872+0.0053994i,-0.0041203+0.0079378i,-0.0030486+0.0079862i,-0.00057177+0.0033896i,0.00041372+6.7694e-05i,-0.00067342+0.0015864i,0.00040096+0.0060887i,0.0024563+0.0074502i,0.0031406+0.0053698i,0.0034162+0.0025236i,0.0035239-0.00034831i,0.0025094-0.0022443i,0.00049261-0.0026849i,-0.0012355-0.0026096i,-0.0013628-0.0019607i,4.4282e-05-0.00083111i,0.00057861-0.00097566i,-0.00092691-0.00033228i,-0.0021571+0.0011043i,-0.0012266+0.00078325i,0.00066827-0.00018843i,0.0011895-0.0007835i,-7.4397e-05-0.0011573i
-0.001068-0.0021039i,-0.0025156-0.0057945i,-0.001869-0.0074323i,-0.0011239-0.0054157i,-0.0014631-0.001994i,-0.002647-0.00023103i,-0.003825+0.0012227i,-0.003351+0.0029651i,-0.00084296+0.0031684i,0.0012169+0.0024966i,0.00047901+0.0012406i,-0.00028632+5.4443e-05i,0.00049651-0.0012443i,0.00099881-0.0022193i,0.00074561-0.0016512i,0.00032275+0.00013764i,0.0001922+0.0014641i,7.9301e-05+1.3815e-05i,-0.00025542-0.0020768i,0.00025155-0.0026297i,0.00084392-0.0018801i,0.00030374-0.00013234i,-0.00026455+0.0011963i
0.0015157-0.0019054i,0.003047-0.0012421i,0.0038056-8.7479e-05i,0.0023808+2.0273e-07i,-0.00021421+0.00087592i,-0.0037689+0.0018993i,-0.0061672+0.0016463i,-0.0066326+0.0014653i,-0.005494+0.001004i,-0.0038883+0.00033589i,-0.0024543+0.00012235i,-0.00025574+0.00092173i,0.0013997+0.0022731i,0.0011354+0.0029812i,-0.00049025+0.002208i,-0.0020604-0.00060842i,-0.0027967-0.0030555i,-0.0020242-0.0037663i,-0.00016565-0.0029604i,0.00089258-0.00068152i,0.0004037+0.00084995i,4.0375e-05+0.00032498i,-0.0011937-4.992e-05i
0.00089334-0.00028028i,0.0012745+0.00046237i,-0.0003306+0.0020518i,-0.0014752+0.0013903i,-0.00030153-0.00075572i,-0.0025815-0.003076i,-0.0063375-0.0035129i,-0.0072396-0.0037212i,-0.005551-0.0026447i,-0.002662-0.0014839i,-0.00037652-0.0017543i,0.00039256-0.0013153i,-0.00013384-0.00065551i,-0.00032322-0.00063563i,0.00040643-0.0014262i,0.0013473-0.0011894i,0.0012299-0.00012693i,0.00040159+0.0018201i,0.00018284+0.0030876i,0.00018127+0.0018666i,-7.5144e-05+6.9767e-05i,-0.00025104-0.00069549i,-0.0004681-0.00035816i
0.0013762+0.006455i,0.0032219+0.0085449i,0.0055489+0.0073451i,0.005046+0.0028149i,0.0013597-0.0015223i,-0.0016163-0.0028839i,-0.0020842-0.0046337i,-0.0017479-0.0053477i,-0.001019-0.0035145i,0.00022361-0.0015257i,0.0010072-0.00044137i,0.00058423-7.8527e-05i,-0.00047603-0.00045559i,-0.0013415-0.00045821i,-0.0014439+0.00060783i,0.00065754+0.0017052i,0.0030536+0.0011748i,0.0020213-0.00052586i,-0.00088899-0.0018048i,-0.0021438-0.0011288i,-0.0010367-0.0001951i,0.0010888-0.00013061i,0.0016112-3.7034e-05i
-0.00032697+0.00049139i,-0.0035215-0.00092324i,-0.003119-0.0026837i,-0.00060792-0.0034454i,0.00045419-0.0034027i,0.00075263-0.0028903i,0.0017662-0.0025396i,0.0021114-0.0024035i,0.0020877-0.0014597i,0.0011585-0.00059887i,0.00083426+0.0014566i,0.00091386+0.0038181i,0.00021119+0.0032751i,-0.0018557+0.0025178i,-0.0045515+0.002269i,-0.0054272+0.002061i,-0.0047575+0.0014069i,-0.0029123+0.00032722i,-0.0010793+0.0003536i,0.00033626+0.0012068i,0.00052031+0.00035276i,0.00010624-0.00086434i,1.2823e-05-0.00042462i
-9.9252e-05+0.00037178i,0.0013449-0.0016094i,0.0040769-0.0031431i,0.0030767-0.0023369i,0.0012314-0.0003055i,0.0016492+0.00012187i,0.0029428-0.0013645i,0.0032633-0.0014374i,0.0016327-0.00070596i,0.00027134+0.00036021i,-0.00032894+0.0011479i,-0.0017982+0.0004658i,-0.0038405-0.00021524i,-0.0042219-0.0016799i,-0.0023458-0.0038026i,-0.00046694-0.004855i,0.0013845-0.0045018i,0.0029143-0.0028785i,0.0034331-0.0017074i,0.0024277-0.0016938i,0.00063934-0.00057237i,0.0003049+0.00044763i,0.0001787+0.00032443i
-0.0015531+0.0018767i,-7.1344e-05+0.0046069i,0.00018016+0.0075382i,0.00033381+0.0058813i,0.0012051+0.0012168i,-0.00091349-0.0016455i,-0.0020013-0.00071743i,-0.00037164+0.00068491i,-0.00017415+0.00019491i,-0.00097672-0.0018573i,-0.00089482-0.0028052i,-0.00040739-0.0025232i,0.00027939-0.0025363i,0.00087825-0.0024104i,0.0020514-0.0018846i,0.0033882-0.0012532i,0.0027963-0.0007728i,-0.00031635+0.00030764i,-0.0030194+0.0012324i,-0.0026409+0.0012082i,-0.0004493+0.00072882i,0.0012719+0.00038581i,0.0010593-0.00033306i
0.00057917+0.0040907i,0.0016048+0.0029167i,0.0037786+0.00058969i,0.0042279-0.0022137i,0.0027305-0.003122i,0.00049379-0.0020446i,0.00010757-0.00060816i,-0.00042894-0.00057372i,-0.00027466-0.0005579i,0.0023833-0.00085479i,0.0031497-0.0016343i,0.0017566-0.0021005i,0.00052886-0.0023784i,-0.00012006-0.0015577i,-4.7501e-05+0.0012295i,-0.0012864+0.0046853i,-0.0016278+0.0052344i,-0.00054172+0.0030828i,0.0005732+0.00079899i,0.0018295-0.0001779i,0.0012383+0.00014677i,-0.00074684+8.6892e-05i,-0.0012889+0.00027838i
-0.001026+0.0003642i,-0.00042883+0.001466i,0.0012186+0.0012655i,0.0010532-4.8739e-05i,-0.00097795-0.0015977i,-0.0024207-0.0013194i,-0.0018133+0.0005301i,-0.00076617+0.0013551i,0.00035149+0.0012067i,0.0013001+0.001109i,0.0014027+0.0014702i,0.0008849+0.0023407i,-0.00039357+0.0020166i,-0.0026778+0.00081652i,-0.0049783-0.00072977i,-0.0049207-0.0024306i,-0.0030682-0.0033389i,-0.0011092-0.0033188i,-0.0003021-0.002302i,-0.0013716-0.00056957i,-0.00093197+0.0010244i,0.00051133+0.0019459i,0.00084763+0.001548i
0.0079428+0.021339i,0.016167+0.018449i,0.027635+0.0097977i,0.022487-0.0026949i,0.01022-0.011101i,-0.0038044-0.012852i,-0.011064-0.0054486i,-0.0095235+0.0020058i,-0.0028871+0.0043076i,0.0026286+0.00019087i,0.00099323-0.0051777i,-0.0023764-0.005454i,-0.0062861-0.0049014i,-0.01108-0.0064652i,-0.010873-0.0082446i,-0.0049042-0.0075838i,0.00055449-0.0037452i,0.0011542+0.0015398i,-0.00060243+0.0057588i,-0.00054454+0.0061566i,0.0012611+0.0036291i,0.0029537+0.00047622i,0.0020646-0.002319i
-0.0031812-0.0081933i,-0.0049252-0.0065706i,-0.0075723-0.002083i,-0.0053931+0.0013298i,-0.0011048+0.0029999i,0.0018235+0.002819i,0.001705-0.00043088i,0.00096379-0.0030195i,-0.0010032-0.0029171i,-0.0022689-0.0012251i,-0.0012395+5.2959e-05i,0.000686+0.00077524i,0.0033395+0.001426i,0.0065454+0.0024619i,0.0083375+0.0045629i,0.0069997+0.0056007i,0.0036754+0.0046362i,0.0017174+0.0019476i,0.00086794-0.0012042i,-0.00025486-0.0023076i,0.00026293-0.00094367i,0.00062341+0.00070423i,0.0001983+0.00048066i
9.1119e-05-0.0027704i,-0.0009058-0.003346i,-0.0036683-0.004115i,-0.0047569-0.002743i,-0.0037926-0.00016109i,-0.0037385+0.0015489i,-0.0042504+0.00151i,-0.0029726+0.00055024i,-0.0021087+2.6653e-05i,-0.00085356+0.00073689i,0.0014084+0.00094661i,0.00225+0.002317i,0.0015105+0.0045419i,-0.00086671+0.0051164i,-0.0035458+0.0044613i,-0.0052225+0.002876i,-0.0058965+0.00064836i,-0.0047372-0.00082353i,-0.002409-0.00043554i,-0.00062587+0.00084805i,0.00070167+0.0012634i,0.00053851+0.00027566i,-0.00034629-0.00017926i
-0.00056809-0.00299i,-0.0010833-0.0026769i,-0.0013875-0.0013716i,-0.0018062+0.00051438i,-0.0037304+0.0010764i,-0.0034034+0.0027132i,-0.00096256+0.0025574i,0.00094966-0.00033221i,0.00059499-0.00099354i,-0.00048045+0.0011456i,-0.00047535+0.0025337i,-0.0010107+0.0026973i,-0.0010994+0.0022554i,-0.000284+0.00088357i,-0.00040891-0.00047882i,-0.0006778-0.0020472i,0.00056122-0.0027322i,0.0027687-0.0014331i,0.0035341-0.00064457i,0.0024579-0.0012596i,0.00075728-0.0013658i,-0.00070826-0.0015022i,-0.0006527-0.0011117i
0.0011562-0.0018502i,-0.00058346-0.0018554i,-0.0024095-0.0015208i,-0.0015479-0.00063141i,-0.00075642-0.00054712i,-0.00037544-0.0010436i,0.00059797-0.00053981i,0.00076889-0.00019825i,-0.00076954-0.00051331i,-0.0022887+0.00022527i,-0.0024131+4.4297e-05i,-0.0018637-0.001218i,-0.0009015-0.0018407i,0.00070063-0.0015262i,0.0024382-0.0014478i,0.0039418-0.0025243i,0.0034768-0.0021948i,0.00106-0.00087926i,-0.0010778-0.00079951i,-0.0016721-0.00064838i,-0.0018279-3.6527e-05i,-0.0013594+0.00037855i,-0.00011504+0.0005258i
-4.3401e-06-0.0054542i,-0.0012719-0.0056897i,-0.0033599-0.0055936i,-0.0021892-0.0026315i,-0.00017302+0.0014253i,-4.7297e-06+0.0015176i,-0.0010079-0.00033144i,-0.0015049-0.0011505i,-0.0016848-0.002109i,-0.0011709-0.0020403i,-0.00014792-0.0021187i,0.0020414-0.0022845i,0.0039018-0.00093617i,0.0035522+0.0018228i,0.0017947+0.0045886i,-0.00042966+0.0061024i,-0.0013492+0.0054147i,-0.00057898+0.0024619i,0.0010049+0.00061387i,0.0022128+0.00048562i,0.0014495+0.00026572i,0.00047284+0.00068484i,0.0011167+0.0010524i
-0.00084714+0.0012739i,-0.0013666+0.0020278i,-0.0019829+0.0013018i,-0.0025814+0.001173i,-0.0027543+0.00088201i,-0.0021027+0.00040166i,-0.0013147+0.00075087i,-6.137e-05-0.00022127i,0.00069781-0.0013623i,0.0013352-0.00075446i,0.0018376+0.00020448i,0.0023466+0.00094904i,0.0011645+0.0014327i,-0.0016763+0.0011791i,-0.0034446+0.00048885i,-0.0035322-7.8955e-05i,-0.0023387-0.0013018i,-0.00045656-0.0025642i,0.000752-0.0024222i,2.6297e-05-0.001519i,-0.00034582-0.00078252i,0.00044045-0.00069405i,0.00067931-0.0005225i
-0.001049-0.00239i,-0.0010304-0.0032708i,-0.0010332-0.0020996i,-0.0003726+0.00067706i,0.0008157+0.0010753i,0.0016404+7.2654e-05i,0.0022409+6.0547e-05i,0.0027745+0.00024369i,0.0031437+0.00041993i,0.0024017+0.0012526i,0.0013709+0.0014036i,0.00086909+0.0013958i,0.00026205+0.00018524i,-0.00051464-0.0016506i,-0.0011148-0.0030144i,-0.00050861-0.0038447i,0.00025741-0.0023731i,0.00058221+0.00065354i,0.00048812+0.0023516i,0.00062011+0.0023794i,0.00033689+0.0017434i,-0.00022507+0.00028582i,-0.00046299-0.00068558i
-0.0024192+0.0016207i,-0.0018474+0.0031845i,-7.6891e-05+0.0024656i,0.0026793+0.0002515i,0.0010697-0.00015934i,-0.00071169+0.0007369i,0.0003962+0.00064165i,0.0012686+0.00012603i,0.001471+0.00094065i,0.00034905+0.0020414i,-0.0015806+0.0015119i,-0.0018619+0.00022686i,0.00014095-0.00049668i,0.002055-0.0003822i,0.0028991+0.00095981i,0.0032338+0.0027929i,0.0029639+0.0025828i,0.0018328+0.0010184i,0.0013075-0.00019225i,0.0012683-0.0012263i,0.001154-0.0012132i,0.00072768-0.00052569i,6.2901e-05-0.00055529i
-0.00068519-0.0036561i,-0.0020548-0.0049838i,-0.0040277-0.0046187i,-0.0041124-0.0028634i,-0.0025669-0.0010013i,-0.0013668+0.00017953i,0.00039665+0.00051294i,0.00091506+0.0010187i,0.00010042+0.0010941i,-0.00015906+0.0006881i,0.00037242-0.00065812i,0.00075891-8.1874e-05i,0.0012563+0.0019468i,0.00029762+0.0025739i,-0.0017929+0.0023457i,-0.0035008+0.0024713i,-0.0037704+0.0023188i,-0.0028149+0.0011117i,-0.0021616+0.00048198i,-0.0013741+0.0015388i,-0.00084292+0.0022131i,-0.0011144+0.0015099i,-0.0010039+0.000529i
0.0007224+0.00086217i,0.00011195+0.001951i,-0.00011295+0.0026212i,-0.00049749+0.0030905i,-0.00070403+0.0023884i,-0.001672+0.0015756i,-0.0030977+0.0016532i,-0.0034889+0.0017241i,-0.0027276+0.0010055i,-0.00086385+0.0003597i,0.00021367+0.00030343i,-0.00045186+0.0017684i,-0.0024287+0.0021646i,-0.0032009+0.00054712i,-0.0031921-0.0015341i,-0.0026452-0.0027924i,-0.00075762-0.0025012i,0.00092907-0.0012889i,0.0013606-0.00044001i,0.0011894-0.0010963i,3.9595e-05-0.00073717i,-0.001031+0.00065099i,-0.001399+0.001031i
0.0024097-0.0026623i,0.002088-0.0045745i,0.0023098-0.0047824i,0.0021554-0.003274i,0.0014848-0.0027586i,-0.00080437-0.0016537i,-0.0022766+0.00023558i,-0.002681+0.00027303i,-0.0031512-0.00028709i,-0.003227+0.00016608i,-0.0025764+0.0012457i,-0.0021274+0.0012709i,-0.0016948-0.00077995i,0.00014481-0.0021419i,0.0018669-0.0022242i,0.0024201-0.0019467i,0.0011849-0.0019323i,-0.00085345-0.0015831i,-0.0020682-0.0010961i,-0.0022086-0.00078491i,-0.0013084-5.4251e-05i,8.3438e-05-0.00017833i,0.00052573-0.00054046i
0.00065945+0.0014135i,0.00070964+0.0026098i,0.00048822+0.0024956i,-0.0012202+0.00057032i,-0.0032841-0.00046438i,-0.0039348+0.00013377i,-0.0021848+0.00054964i,-0.0013159-0.00084062i,-0.0018209-0.0019539i,-0.0021035-0.0017854i,-0.0017295-0.0016434i,-0.0014039-0.0013519i,-0.00074443-0.00051405i,0.00045662+0.0014077i,0.0008748+0.0032811i,0.00089061+0.0035414i,0.0010231+0.003054i,0.00063224+0.0021124i,0.00063922+0.0018918i,0.0018099+0.0018814i,0.0021786+0.00091248i,0.0017681-0.00037246i,0.0012211-0.001156i
-0.00096018-0.0028296i,-0.0023765-0.0022744i,-0.0039409-0.0010433i,-0.00181-0.0001565i,0.00027331+0.0014495i,-0.00023141+0.0015622i,-0.00023438-0.00049215i,-0.00035872-0.0026267i,-0.00054617-0.0040629i,0.00014053-0.0037371i,0.00079894-0.0025788i,0.0012656-0.0017763i,0.0013509-0.0010756i,-0.00034717+0.00075733i,-0.0024419+0.0019016i,-0.0032965+0.00055527i,-0.0024299-0.00076329i,-0.00064602-0.0014752i,0.00070306-0.0018295i,0.00013764-0.0018371i,-0.0010079-0.00061408i,-0.00051218+1.3937e-05i,0.00026838-0.00031958i
-0.00085579-0.00019324i,-0.0013904+0.00010685i,-0.00049292-0.00035461i,0.00040387-0.0006547i,-0.0001294-0.0011244i,-0.00010017-0.0027435i,0.00014929-0.0027001i,0.00051274-0.0023223i,0.0012725-0.0023975i,0.0020778-0.00083035i,0.002158+0.00043902i,0.0012306+0.00088337i,-0.00076664+0.0011546i,-0.0020538-0.0002816i,-0.00093755-0.0025599i,0.0005576-0.0034034i,0.00045913-0.0025836i,0.00014603-0.00037372i,-0.00026091+0.001776i,-0.0011147+0.0017685i,-0.0011892+0.00107i,-0.0010507+0.0007266i,-0.00080855+4.2319e-05i
-0.0001285-0.0018829i,5.8838e-05-0.0032796i,-0.00015013-0.0034314i,-0.0014364-0.0015685i,-0.0018837+0.00058758i,-0.00062435+0.00087093i,0.0019876-0.00035323i,0.0039378-0.000809i,0.0030343-2.0758e-05i,0.0018258+0.0010701i,0.0016388+0.0011523i,0.0015109+0.00034162i,0.0019528-0.00099801i,0.001607-0.0017883i,0.0013993-0.00082422i,0.0017854+0.00046454i,0.0020757+0.00033926i,0.0021938-0.00036152i,0.0024857-0.00093045i,0.0023489-0.0010984i,0.0015426-0.0010336i,0.00064909-0.00042048i,-0.00038851-0.00023046i
-0.0016909+0.0032771i,-0.00078323+0.0044374i,0.0010185+0.0039029i,0.0021459+0.002564i,0.0020802+0.00067938i,0.0016585+8.4833e-05i,0.00017807+0.00089064i,-0.00072243+0.00131i,-0.00052627+0.0016538i,-0.00056496+0.00093431i,-0.00073072+0.00024148i,-2.691e-05+0.000455i,0.0018793+0.00047225i,0.0029845-0.00044077i,0.0018627-0.00038003i,0.00020432+0.0012054i,-0.0013307+0.0011693i,-0.0022616-0.00029414i,-0.0022427-0.00081538i,-0.0025874+0.00035557i,-0.0020122+0.0015678i,-0.00026096+0.0014269i,0.00093295+0.0011644i
-0.00027188+0.0012188i,-0.0011245+0.0010302i,-0.00080297+0.0018424i,0.00041611+0.0010446i,0.00019254+0.00013128i,-0.00065785+0.00059199i,-2.0022e-05+0.0010052i,0.00060745+0.00082641i,-9.2041e-05+0.0010582i,-0.00015261+0.00088538i,0.00050652+0.00034346i,0.00052805+0.0010287i,0.00061251+0.002763i,-0.00058185+0.0016193i,-0.0027506-0.0009581i,-0.0037693-0.0011529i,-0.0032477-0.00074334i,-0.00085902+0.00010746i,0.0017433+0.0011681i,0.001852+0.0011407i,0.00082324+0.00036176i,0.0003187-0.0002388i,-9.5936e-05+3.4347e-05i
-0.0014193-0.0015738i,-0.0021328-0.0021404i,-0.0025416-0.0028125i,-0.0019113-0.0030803i,-0.0018045-0.0010543i,-0.0020544+0.00018454i,-0.002084+9.2607e-05i,-0.0022443+0.00014489i,-0.0024872-0.00043976i,-0.0013323+0.00015364i,0.00010936+0.00057327i,-0.00031196+0.00054245i,-0.00081645+0.00044357i,-0.00070098-0.00049164i,-4.0659e-05-0.00082558i,0.0006559-0.0010356i,0.00028418-0.0012416i,-0.00026022-0.001279i,-0.00040268-0.0016675i,-0.00039466-0.0018595i,-0.00083436-0.001127i,-0.0010267+6.7589e-05i,-0.00020234+0.00061532i
-0.00102-6.6714e-05i,-0.00073457+0.0015877i,-0.0011693+0.0041642i,-0.00047709+0.0050384i,0.00017121+0.0031219i,-0.00071044+0.00086163i,-0.0020105+0.00040328i,-0.0023431+0.00011957i,-0.0023896-0.00037106i,-0.0013827+6.5157e-05i,-0.00048821+0.00085299i,-0.00019937+0.00058482i,-0.00037206-0.00099105i,-0.00025444-0.0016008i,0.00073779-0.00067495i,0.0010354+7.2354e-05i,0.0010313+0.00099014i,6.5044e-05+0.0018669i,-0.0011546+0.0023916i,-0.00017853+0.0021305i,0.0010107+0.00080006i,0.0014017-9.2432e-05i,0.0012061+4.1901e-05i
