-0.004832-0.00017859i,-0.0040294+0.00067612i,-0.004035+0.0029718i,-0.0037035+0.0034028i,-0.0019445+0.0041347i,-0.00042835+0.0038476i,2.1897e-05+0.0017936i,0.00042927+0.00028737i,0.001242+0.00043659i,0.0016256+0.00088988i,0.001002+0.00011627i,0.0011265-0.00051873i,0.0014065-0.0010805i,-0.00028104-0.0014891i,-0.0010317-0.0013242i,-0.00024349-0.001297i,-0.0002066-0.0011776i,-0.00030515-0.00068885i,-0.00028421-0.00045901i,2.6249e-05-0.00029591i,0.00035964-0.00021677i,8.1553e-05-0.00037408i,-0.00052902+7.2604e-06i
-0.12369+0.077746i,-0.3048-0.025491i,-0.50342-0.30845i,-0.55439-0.49441i,-0.3835-0.36472i,-0.14301-0.13509i,-0.027847-0.0083576i,-0.0023542+0.077491i,0.041616+0.11935i,0.06728+0.082164i,0.053074+0.061961i,0.055253+0.083687i,0.059389+0.086309i,0.032822+0.071105i,0.0089984+0.057312i,0.0080656+0.042308i,0.012145+0.0231i,0.011995+0.011627i,0.0088685+0.016299i,0.002285+0.026151i,-0.0067456+0.030642i,-0.0099839+0.026949i,-0.0061243+0.016524i
-0.17383-0.00093567i,-0.25971+0.1195i,-0.14069+0.29333i,0.021813+0.29091i,-0.0084205+0.10163i,-0.10699-0.017408i,-0.10262-0.049425i,-0.075404-0.091276i,-0.07246-0.090992i,-0.061574-0.06529i,-0.060061-0.065346i,-0.065789-0.075741i,-0.068169-0.077477i,-0.067507-0.067573i,-0.062039-0.054766i,-0.063792-0.043405i,-0.071772-0.021121i,-0.058957+0.0065376i,-0.019848+0.012527i,0.0010495-0.0031609i,-0.012428-0.0074999i,-0.02316+0.0038705i,-0.018816+0.0032444i
0.059715-0.30225i,-0.010819-0.57035i,-0.25511-0.56855i,-0.35536-0.19753i,-0.14511+0.077585i,-0.0008644-0.0052536i,-0.096641-0.10432i,-0.15157-0.073146i,-0.08833-0.065046i,-0.033556-0.067106i,-0.0034574-0.033492i,0.020255-0.010982i,0.031625-0.0149i,0.028822-0.01236i,0.026287+0.017971i,0.033926+0.060337i,0.032324+0.084189i,0.0091423+0.082317i,-0.010114+0.066801i,-0.011742+0.044678i,-0.0052125+0.023253i,0.011813+0.0086761i,0.037793-0.0042052i
0.22242+0.25674i,0.53552+0.47619i,0.89844+0.46402i,1.0005+0.13006i,0.69646-0.13789i,0.33041-0.081763i,0.22186+0.085466i,0.24749+0.089253i,0.18604-0.023298i,0.084515-0.069132i,0.034279-0.061841i,0.00075253-0.046478i,-0.013095-0.018845i,0.014043-0.026582i,0.033417-0.072601i,0.019119-0.09919i,0.0070028-0.10475i,0.0047984-0.11612i,-0.01226-0.10564i,-0.027016-0.059813i,-0.025236-0.03323i,-0.031661-0.03959i,-0.044196-0.032196i
-0.22484+0.08277i,-0.44747+0.15075i,-0.67873+0.093597i,-0.80975-0.031355i,-0.70296-0.11632i,-0.4419-0.14839i,-0.20137-0.12548i,-0.011734-0.040551i,0.13525+0.0020763i,0.16682-0.043925i,0.1132-0.075186i,0.070086-0.069036i,0.039421-0.057266i,0.019012-0.02098i,0.042793+0.028942i,0.093488+0.033015i,0.11013-0.012418i,0.092043-0.041169i,0.067627-0.029923i,0.021904-0.010521i,-0.035309+0.0079488i,-0.051185+0.02827i,-0.025105+0.028492i
-0.072111-0.14441i,-0.19183-0.28206i,-0.18666-0.28689i,-0.010649-0.21626i,0.21302-0.22339i,0.36948-0.30813i,0.30027-0.36561i,0.022707-0.27374i,-0.16125-0.038814i,-0.13038+0.13631i,-0.045244+0.18178i,0.0097442+0.1683i,0.039525+0.11841i,0.024424+0.054931i,-0.038621+0.031265i,-0.10957+0.072307i,-0.13573+0.1415i,-0.10821+0.16508i,-0.06643+0.12087i,-0.041505+0.049539i,-0.029943-0.0060097i,-0.027615-0.02052i,-0.025738-0.0034046i
0.22428-0.19079i,0.40966-0.30026i,0.33522-0.29415i,0.043226-0.072023i,-0.20665+0.18714i,-0.33767+0.28866i,-0.30552+0.27515i,-0.12733+0.18112i,0.0099173+0.046958i,0.036736-0.026586i,0.014909-0.079347i,-0.046671-0.12092i,-0.090085-0.095358i,-0.069051-0.046966i,-0.020116-0.022142i,0.028614-0.030362i,0.040112-0.058556i,0.0084182-0.056417i,-0.020154-0.018004i,-0.02967-0.00065288i,-0.036643-0.022291i,-0.044577-0.035965i,-0.039755-0.020053i
-0.21185+0.31327i,-0.071143+0.40963i,0.23669+0.19913i,0.49506-0.20754i,0.54563-0.48932i,0.49672-0.59549i,0.35996-0.58615i,0.14435-0.38954i,-0.014992-0.10132i,-0.055943+0.11655i,0.024581+0.22142i,0.12741+0.18201i,0.11451+0.069083i,0.037499+0.026422i,-0.0071933+0.057206i,-0.014657+0.097146i,0.0048086+0.094048i,0.026408+0.033216i,0.024442-0.021913i,0.0058739-0.038358i,-0.0092963-0.03438i,-0.0030306-0.0098616i,0.020451+0.018934i
0.26819+7.5788i,2.7018+5.9609i,6.2147+4.6747i,7.393+1.527i,5.9832-1.7747i,2.9061-3.1521i,0.26241-1.8612i,-0.54209+0.018297i,0.11099+0.90797i,0.92988+0.48299i,0.65337-0.47962i,-0.35173-0.97387i,-1.2136-0.91932i,-1.6425-0.496i,-1.4758+0.050878i,-0.92239+0.38788i,-0.37849+0.33742i,-0.041831+0.051669i,0.11018-0.19625i,0.13409-0.31068i,0.11393-0.33887i,0.073822-0.28771i,0.048769-0.14306i
-0.10255-0.36531i,-0.078432-0.45112i,0.00316-0.12169i,0.16923+0.4298i,0.34237+0.62135i,0.38994+0.42854i,0.25771+0.16346i,0.018278-0.013654i,-0.15449-0.026744i,-0.17672+0.049536i,-0.11449+0.085048i,-0.058968+0.058564i,-0.030557+0.015886i,-0.01023-0.0059239i,0.0068674-0.019383i,0.019267-0.048422i,0.0079553-0.070301i,-0.013896-0.038926i,0.0069119+0.008704i,0.033348+0.0047992i,0.016287-0.0072295i,-0.0016641+0.013421i,0.0068819+0.024306i
0.10862+0.31904i,0.26802+0.40417i,0.32048+0.23461i,0.30444-0.039734i,0.36108-0.1505i,0.40759-0.14628i,0.31273-0.11099i,0.16889-0.01808i,0.069204+0.078167i,0.031776+0.13407i,0.045724+0.1454i,0.059886+0.11785i,0.054868+0.083583i,0.048752+0.048381i,0.032804+0.023863i,0.0090397+0.01745i,-0.0053793-0.0089154i,-0.010463-0.052771i,-0.015303-0.06201i,-0.018226-0.047251i,-0.018823-0.046923i,-0.020134-0.036931i,-0.0088849-0.0004531i
-0.028895+0.20788i,0.11848+0.42891i,0.43902+0.45324i,0.61546+0.19566i,0.43878-0.10998i,0.20786-0.19009i,0.16196-0.11571i,0.16869-0.046926i,0.13754+0.016932i,0.10381+0.058949i,0.083584+0.040511i,0.050392-0.0016076i,0.0095434-0.01223i,0.009138+0.017718i,0.054643+0.048721i,0.10681+0.047257i,0.14261+0.022858i,0.14633-0.017909i,0.097548-0.054211i,0.022807-0.050284i,-0.023585-0.028515i,-0.029943-0.019399i,-0.025215-0.014552i
-0.25935-0.19129i,-0.66374-0.33904i,-1.047-0.39713i,-1.1274-0.35954i,-0.85495-0.28722i,-0.49223-0.22783i,-0.2817-0.17709i,-0.18877-0.064851i,-0.051792+0.050991i,0.055639+0.04224i,0.044802+0.010468i,0.033764+0.029176i,0.049366+0.021048i,0.041981-0.013209i,0.04344-0.026173i,0.068667-0.029281i,0.07669-0.036007i,0.051974-0.028056i,0.018713-0.0038036i,-0.013977+0.017718i,-0.047173+0.029973i,-0.060388+0.033854i,-0.042206+0.026048i
0.32213-0.11193i,0.62299-0.076341i,0.82857+0.2239i,0.82054+0.58775i,0.63114+0.6634i,0.36137+0.49996i,0.16376+0.34861i,0.11849+0.18769i,0.089305+0.00037592i,0.012013-0.064305i,-0.02788-0.036062i,-0.025565-0.01067i,-0.00047594+0.013536i,0.028427-0.00022632i,0.015654-0.052304i,-0.017771-0.083363i,-0.025826-0.083849i,-0.0032001-0.069466i,0.022017-0.056751i,0.024415-0.040433i,0.016277-0.0042169i,0.016484+0.028012i,0.021663+0.034612i
-0.0054195+0.29572i,-0.0021387+0.41719i,-0.022316+0.36822i,0.063854+0.21614i,0.17125+0.12501i,0.13004+0.11837i,0.03728+0.16566i,0.023482+0.21053i,0.038526+0.1962i,0.045367+0.13727i,0.052722+0.059233i,0.04128-0.0041332i,0.015511-0.024369i,-0.0061578-0.01567i,-0.017516-0.004525i,-0.03508-0.0058393i,-0.076504-0.010592i,-0.11032-0.011123i,-0.093821-0.011472i,-0.040401+0.00024109i,0.0099674+0.02554i,0.03687+0.03452i,0.036536+0.019372i
-0.20218+0.065784i,-0.29067+0.19754i,-0.23983+0.16919i,-0.22982-0.083694i,-0.32144-0.268i,-0.30737-0.19887i,-0.17061-0.075842i,-0.077278-0.015852i,-0.010273+0.027801i,0.05758+0.021683i,0.066914-0.0023506i,0.03912+0.010657i,0.0079176+0.02714i,-0.020599+0.037241i,-0.024565+0.052503i,-0.0064412+0.061326i,0.015363+0.063018i,0.030527+0.055627i,0.032008+0.026603i,0.020631-0.0095603i,0.0061422-0.029069i,-0.0052789-0.031616i,-0.014844-0.025488i
-0.011151-0.29918i,-0.12068-0.56091i,-0.27333-0.5928i,-0.33091-0.31957i,-0.25739-0.066763i,-0.19752-0.012043i,-0.20279-0.033869i,-0.18065-0.044114i,-0.1145-0.046228i,-0.066587-0.024854i,-0.040508+0.0045838i,-0.029622+0.0030731i,-0.033614-0.0027364i,-0.019753+0.001658i,0.0071679-0.01457i,0.028123-0.040828i,0.051422-0.04907i,0.063989-0.03421i,0.051311-0.011092i,0.033875+0.0028584i,0.02907+0.0064471i,0.030546-0.00032278i,0.026049-0.0093306i
0.20838+0.20032i,0.36831+0.44742i,0.42868+0.69518i,0.38098+0.73936i,0.30383+0.5225i,0.23432+0.20553i,0.19199+0.022538i,0.18006-0.028671i,0.12641-0.056998i,0.03277-0.055484i,-0.0097914-0.026144i,0.010247-0.0047495i,0.032503-0.0040391i,0.016329-0.019032i,-0.018301-0.034122i,-0.046188-0.046377i,-0.067589-0.058054i,-0.06862-0.054494i,-0.049795-0.028421i,-0.026681+0.0027162i,-0.0081417+0.023731i,0.0024181+0.034825i,0.013058+0.030157i
-0.052213+0.12772i,0.044537+0.093714i,0.25816-0.17062i,0.39587-0.4784i,0.32976-0.46564i,0.25195-0.18088i,0.23963-0.0086037i,0.16654+0.0090468i,0.078309+0.02092i,0.060531+0.010442i,0.04767-0.029293i,0.016646-0.040606i,0.0075642-0.025261i,0.0029445-0.0021175i,-0.019449+0.02944i,-0.049721+0.062846i,-0.067711+0.087011i,-0.053544+0.079936i,-0.018143+0.039823i,0.0051029+0.002404i,0.012773-0.013391i,0.016013-0.016447i,0.0099005-0.010396i
-0.21134-0.14662i,-0.46548-0.15602i,-0.68383-0.029716i,-0.70711+0.13292i,-0.51312+0.16416i,-0.27922+0.088387i,-0.16858+0.0089948i,-0.14294-0.026026i,-0.097774-0.029635i,-0.053671-0.045165i,-0.046904-0.052118i,-0.051662-0.04663i,-0.061285-0.042716i,-0.053261-0.023999i,-0.019875-0.0015329i,0.011058+0.013756i,0.033996+0.029049i,0.037777+0.033847i,0.022151+0.020981i,0.010759+0.0073207i,0.0095082+0.0064413i,0.013586+0.0069399i,0.015566+0.0024916i
0.26477-0.10337i,0.46575-0.19187i,0.48215-0.1549i,0.34209+0.045138i,0.26363+0.1675i,0.2178+0.088633i,0.13241+0.020415i,0.09992+0.027305i,0.086923+0.011558i,0.03771+0.022718i,0.02836+0.062314i,0.04697+0.068721i,0.049277+0.057569i,0.046536+0.032828i,0.044745-0.0017072i,0.049243-0.036752i,0.05088-0.07927i,0.033832-0.10283i,0.0058198-0.085692i,-0.013258-0.054661i,-0.017506-0.033663i,-0.014726-0.018506i,-0.0043454-0.0083219i
0.058649+0.17148i,0.18551+0.229i,0.4027+0.087606i,0.52597-0.1661i,0.38773-0.21567i,0.18877-0.045571i,0.12711+0.072277i,0.10563+0.067737i,0.055453+0.064595i,0.031066+0.065949i,0.014896+0.030018i,-0.010146+0.0036787i,-0.017673+0.00038297i,-0.014-0.0059865i,-0.015163-0.019734i,-0.033815-0.029638i,-0.062847-0.017525i,-0.064144+0.0073898i,-0.036242+0.017641i,-0.0093244+0.016442i,0.011635+0.01272i,0.022008+0.0025556i,0.016893-0.0082724i
-0.23763+0.024422i,-0.43213+0.086i,-0.57646+0.11425i,-0.61341+0.06439i,-0.5061+0.0057895i,-0.28346-0.017816i,-0.11036-0.063475i,-0.069486-0.084595i,-0.050144-0.051588i,-0.013673-0.041073i,-0.0072491-0.046548i,-0.010045-0.03701i,-0.013478-0.024783i,-0.028604-0.0027143i,-0.036678+0.029408i,-0.031358+0.061089i,-0.021676+0.086704i,-0.0154+0.088176i,-0.014506+0.064228i,-0.016528+0.036628i,-0.017265+0.017623i,-0.014061+0.0064245i,-0.012844-0.0018936i
0.072772-0.32589i,0.072164-0.62769i,0.01401-0.68164i,-0.011166-0.38969i,0.03942-0.11789i,0.040405-0.058842i,-0.027524-0.040573i,-0.041104-0.019724i,-0.019856-0.040631i,-0.020516-0.036906i,-0.013393-0.002774i,0.00078063+0.011028i,0.0085503+0.011945i,0.016926+0.011496i,0.013726+0.0073096i,0.015032+0.0082997i,0.046328+0.0062096i,0.072384-0.0033423i,0.065321-0.0087593i,0.043557-0.013655i,0.018568-0.019043i,0.00026199-0.014025i,-0.00094039+0.00090847i
0.13524+0.1855i,0.23956+0.40078i,0.27538+0.53759i,0.25943+0.48247i,0.19204+0.30756i,0.039747+0.16336i,-0.048749+0.13298i,0.0015415+0.13066i,0.050329+0.086419i,0.022742+0.052706i,-0.0021153+0.051975i,0.008731+0.043614i,0.017795+0.016086i,0.012195-0.0070537i,0.0064704-0.013395i,0.0079373-0.020113i,0.0083788-0.037235i,0.0067355-0.046359i,0.0059289-0.03778i,0.006645-0.018i,0.013068+0.0064586i,0.018942+0.021559i,0.017934+0.01901i
-0.11159+0.13145i,-0.13711+0.16554i,-0.050588+0.0074527i,-0.017381-0.26876i,-0.12868-0.35229i,-0.14446-0.21291i,-0.05254-0.10681i,-0.021804-0.068712i,-0.010237-0.023804i,0.045658-0.016582i,0.073864-0.047707i,0.04976-0.056686i,0.01948-0.034887i,0.0061516-0.0061079i,0.011768+0.0093233i,0.018394+0.0016271i,0.0037845-0.018959i,-0.015601-0.035213i,-0.023633-0.044191i,-0.029159-0.040843i,-0.029196-0.030716i,-0.021803-0.026239i,-0.014771-0.020924i
-0.22271-0.16839i,-0.53626-0.22754i,-0.79293-0.078119i,-0.70848+0.18355i,-0.3486+0.26589i,-0.088529+0.18344i,-0.045362+0.11423i,-0.062316+0.064538i,-0.058459-0.0052944i,-0.067853-0.056402i,-0.091804-0.058819i,-0.10648-0.031621i,-0.089832+0.0023088i,-0.038642+0.008849i,-0.001951-0.023364i,-0.0074437-0.049557i,-0.019896-0.041219i,-0.022881-0.017664i,-0.020792+0.0008916i,-0.0075934+0.006552i,0.0044253+0.0014934i,0.0015525-0.0049528i,-0.0037748-0.0044226i
0.32418+0.019926i,0.72048+0.10261i,1.0711+0.2479i,1.1242+0.28131i,0.83553+0.10001i,0.43138-0.097987i,0.20049-0.13323i,0.14026-0.090028i,0.072192-0.052724i,-0.0077386-0.0013639i,-0.023619+0.042275i,0.017253+0.048371i,0.049369+0.01718i,0.031283-0.02047i,-0.0087109-0.030266i,-0.036611-0.016103i,-0.051681+0.0028352i,-0.054126+0.019983i,-0.035413+0.03252i,-0.0063842+0.032897i,0.012351+0.025795i,0.019969+0.023617i,0.020495+0.016399i
-0.028519+0.14193i,-0.095307+0.081998i,-0.27866-0.26587i,-0.48377-0.57083i,-0.43375-0.4385i,-0.15886-0.14788i,0.017858-0.039833i,0.022001+0.0056676i,0.032569+0.068877i,0.074811+0.069508i,0.084578+0.041895i,0.073695+0.029577i,0.053711+0.01961i,0.022219+0.016558i,-0.0038766+0.031684i,-0.011715+0.053319i,-0.0098931+0.065636i,-0.001545+0.060452i,0.011555+0.035164i,0.013323+0.0017597i,0.0060232-0.019217i,0.0051449-0.024612i,0.0087211-0.023258i
-0.17614+0.05118i,-0.26852+0.27452i,-0.15418+0.61586i,0.069523+0.7731i,0.12605+0.59556i,0.036868+0.33209i,-0.049243+0.16985i,-0.077183+0.069612i,-0.050032+0.01747i,-0.012917+0.0063275i,-0.0071105-0.00085759i,-0.031653-0.010446i,-0.053239-0.00088314i,-0.038807+0.021963i,-0.0019646+0.023804i,0.032735+0.0088391i,0.064599+0.0086411i,0.08938+0.018784i,0.085865+0.015125i,0.054668+0.0086678i,0.025259+0.012473i,0.0052169+0.014392i,-0.01042+0.013336i
0.14579-0.26109i,0.23866-0.57301i,0.24899-0.76201i,0.19617-0.66496i,0.13917-0.42312i,0.083942-0.23111i,0.04517-0.12523i,0.039469-0.071261i,0.038368-0.056113i,0.03611-0.057776i,0.032122-0.058601i,0.017304-0.045986i,0.01453-0.027225i,0.027339-0.022138i,0.036372-0.029886i,0.036963-0.050535i,0.024865-0.087617i,-0.0066944-0.10971i,-0.036845-0.084756i,-0.036198-0.034869i,-0.018366-0.0021465i,-0.0080786+0.0076582i,-0.0031823+0.0090319i
0.10735+0.14861i,0.18399+0.21501i,0.13136+0.18273i,-0.0041566+0.12569i,-0.015262+0.15542i,0.10435+0.1959i,0.19029+0.15336i,0.17092+0.082036i,0.096858+0.04023i,0.035991+0.013986i,0.010092-0.0035615i,0.013339-0.0076923i,0.016603-0.014828i,-0.0023336-0.029273i,-0.033257-0.031754i,-0.067974-0.016942i,-0.095538+0.00063202i,-0.096876+0.00892i,-0.07266+0.010265i,-0.038837+0.0093551i,-0.0048698+0.0065774i,0.017884+0.0045838i,0.025744+0.0017137i
-0.13945+0.092459i,-0.18919+0.18516i,-0.14237+0.1966i,-0.10572+0.11299i,-0.16314+0.037909i,-0.21301-0.0081659i,-0.20573-0.05525i,-0.17361-0.065319i,-0.11718-0.039417i,-0.068772-0.013597i,-0.04029-0.0013738i,-0.021396-0.015882i,-0.024891-0.025375i,-0.03426+0.0078191i,-0.020677+0.053428i,0.009867+0.083185i,0.03615+0.10101i,0.047464+0.096563i,0.039514+0.062074i,0.016388+0.027586i,-0.0014559+0.015176i,-0.004832+0.008121i,-0.0054323-0.00038238i
-0.098872-0.22339i,-0.2776-0.33359i,-0.39433-0.19309i,-0.2629+0.065946i,-0.036203+0.089952i,0.012178-0.017152i,-0.029706+0.0026253i,-0.0059028+0.039815i,0.018975+0.011933i,0.016886+0.0025946i,0.012945+0.021461i,0.0017211+0.04209i,0.0061274+0.051125i,0.029797+0.033659i,0.048912+0.0024568i,0.064467-0.030818i,0.072017-0.062014i,0.050232-0.068117i,0.015876-0.042918i,-0.0019564-0.018791i,-0.012855-0.013538i,-0.023189-0.014837i,-0.025488-0.010666i
0.22154+0.04278i,0.46022-0.0066153i,0.59929-0.19191i,0.50915-0.36223i,0.30391-0.28267i,0.19025-0.078921i,0.17753+0.0023305i,0.15064+0.0012249i,0.095047+0.010526i,0.044659+0.014127i,0.0058231+0.0072479i,-0.0092644+0.012492i,-0.0026376+0.01462i,0.00056154-0.0064627i,-0.014029-0.034598i,-0.04298-0.054571i,-0.063229-0.067654i,-0.055318-0.06829i,-0.03302-0.053557i,-0.014232-0.030351i,0.0010376-0.0082016i,0.011493+0.0038565i,0.01338+0.0029202i
-0.10611+0.17903i,-0.22099+0.3566i,-0.37951+0.45264i,-0.50106+0.41607i,-0.45482+0.26807i,-0.30981+0.066329i,-0.22967-0.05875i,-0.18654-0.054687i,-0.11908-0.026607i,-0.07192-0.040432i,-0.053921-0.055471i,-0.035777-0.054887i,-0.020646-0.043536i,-0.014125-0.019196i,-0.010261+0.0055176i,-0.010113+0.03i,-0.014677+0.058938i,-0.0091451+0.064287i,0.0063031+0.033948i,0.0093873+0.0025736i,0.0029084-0.009043i,-0.0037187-0.011295i,-0.0078162-0.010526i
-0.18783-0.097864i,-0.32432-0.082629i,-0.20766+0.041402i,0.143+0.1235i,0.3194+0.066541i,0.21073+0.024412i,0.07828+0.061302i,0.019932+0.060604i,-0.0061307+0.034493i,-0.0055485+0.03713i,0.0013843+0.047607i,-0.00064779+0.051226i,-0.0062374+0.043741i,-0.010747+0.028513i,-0.013445+0.019677i,-0.0025711+0.019031i,0.020024+0.017576i,0.028489+0.017802i,0.024151+0.021025i,0.023481+0.010101i,0.018097-0.01146i,0.00459-0.016501i,-0.001735-0.0051695i
0.25467-0.12022i,0.47519-0.32214i,0.50844-0.53347i,0.26344-0.57441i,0.01358-0.37168i,-0.020533-0.10578i,0.05719+0.011636i,0.10573+0.019537i,0.11176+0.01488i,0.10079+0.014163i,0.09036+0.0070007i,0.069991-0.01866i,0.032406-0.036351i,0.0077061-0.026163i,0.0014704-0.018303i,-0.009558-0.028339i,-0.018043-0.040496i,-0.012423-0.042974i,-0.0082609-0.034031i,-0.01241-0.011548i,-0.012154+0.017296i,0.0018626+0.033833i,0.018112+0.028312i
-0.0022745+0.20374i,-0.044708+0.39257i,-0.16618+0.53792i,-0.24346+0.5645i,-0.16871+0.43895i,-0.053782+0.22287i,-0.02161+0.073299i,-0.023378+0.037046i,-0.016941+0.02955i,-0.010452+0.006923i,-0.0084022-0.017169i,-0.010635-0.015191i,0.0015305+0.0050356i,0.017937+0.012258i,0.024348+0.015221i,0.027194+0.027468i,0.024167+0.038886i,0.020984+0.037162i,0.019115+0.017989i,0.011808-0.00123i,0.0083961-0.0083989i,0.011492-0.014728i,0.011931-0.02005i
-0.17304+0.033196i,-0.22479+0.1122i,-0.076856+0.13394i,0.15336+0.026264i,0.19792-0.080612i,0.087177-0.0672i,-0.0032982-0.022574i,-0.064347-0.019937i,-0.093626-0.0096769i,-0.078439+0.027658i,-0.053151+0.064267i,-0.028042+0.077689i,-0.0082061+0.065065i,-0.0018387+0.041755i,-0.0032991+0.021761i,0.0017694+0.010823i,0.014316+0.0042897i,0.01511-0.00027786i,0.0056891+0.00274i,0.0044841+0.0010858i,0.007507-0.015829i,-0.0015523-0.030254i,-0.01955-0.025397i
0.1009-0.25846i,0.14656-0.53392i,0.091631-0.68613i,-0.05426-0.55334i,-0.1416-0.28328i,-0.11448-0.096958i,-0.028392-0.018422i,0.055129-0.0094792i,0.072985-0.034405i,0.048731-0.047833i,0.041254-0.059912i,0.033625-0.085264i,0.0053342-0.090793i,-0.01366-0.065968i,-0.0089281-0.042386i,-0.0076711-0.040187i,-0.021277-0.043314i,-0.030113-0.035613i,-0.024905-0.015752i,-0.014195+0.0073973i,-0.008282+0.023329i,-0.0056847+0.029333i,-0.0010946+0.023431i
0.096235+0.14933i,0.12623+0.29517i,0.058524+0.42663i,0.024976+0.44625i,0.13+0.29837i,0.2137+0.084169i,0.17242-0.026815i,0.11452-0.012905i,0.094948+0.015898i,0.066609+0.0030885i,0.025098-0.012193i,0.0031255-0.0041367i,0.0034989+0.00682i,0.0042918+0.0080956i,0.00039526+0.011618i,0.0031551+0.026212i,0.012242+0.043889i,0.021156+0.048218i,0.027573+0.029442i,0.027962+0.0031044i,0.025046-0.0062247i,0.024758-3.7996e-06i,0.026366+0.0064309i
-0.093898+0.10456i,-0.060406+0.18935i,0.099314+0.1361i,0.17576-0.039358i,0.033309-0.11744i,-0.10631-0.06518i,-0.14155-0.036536i,-0.15788-0.03528i,-0.14126-0.013966i,-0.092158+0.012454i,-0.054013+0.041016i,-0.026126+0.061267i,-0.0099618+0.056533i,-0.0080652+0.037858i,-0.013553+0.018689i,-0.018453+0.002065i,-0.016913-0.011286i,-0.016372-0.014413i,-0.021297-0.0052214i,-0.020719+0.0044022i,-0.014226+0.0021149i,-0.009588-0.0039838i,-0.0060081-0.0037067i
-0.10021-0.22389i,-0.26058-0.40351i,-0.37483-0.41688i,-0.30206-0.23954i,-0.12499-0.08069i,-0.0047852-0.0098107i,0.05511+0.01494i,0.079496-0.0031556i,0.055222-0.026558i,0.020366-0.032212i,0.0019774-0.044854i,-0.0059547-0.056673i,-0.0025012-0.054479i,0.0056642-0.049378i,0.0080934-0.05289i,-0.0048818-0.063381i,-0.028284-0.064999i,-0.041556-0.049654i,-0.034943-0.025205i,-0.020029-0.0016733i,-0.011873+0.011042i,-0.0081175+0.0088015i,-0.0034817-0.0034989i
0.16484+0.056032i,0.2551+0.1132i,0.20515+0.17227i,0.10265+0.19174i,0.11635+0.12676i,0.14028-0.0071172i,0.081378-0.075156i,0.041656-0.039526i,0.048952-0.0030068i,0.036195+0.00074988i,0.004886+0.014364i,-0.0050929+0.034569i,0.0021038+0.033691i,0.0015081+0.024845i,-0.0050201+0.032545i,-0.0031199+0.053671i,0.0051036+0.066683i,0.012439+0.055436i,0.016016+0.026693i,0.016842+0.0037532i,0.02053-0.00092416i,0.020547+0.0037224i,0.0081925+0.0067164i
-0.0061564+0.14263i,0.09125+0.22338i,0.23535+0.14377i,0.20288-0.0098115i,-0.036738-0.0036044i,-0.20323+0.12692i,-0.21104+0.17146i,-0.1782+0.11716i,-0.13134+0.059829i,-0.068365+0.028819i,-0.014827+0.016267i,0.0081546+0.010133i,0.0052841+0.01259i,0.0049233+0.020432i,0.014558+0.019436i,0.023614+0.008518i,0.02867+3.2492e-05i,0.02757-0.0010161i,0.017316-0.0019637i,0.004748-0.0066224i,-0.0034375-0.013165i,-0.011603-0.012912i,-0.01672-0.00077942i
-0.20746-0.10292i,-0.44446-0.12433i,-0.54565-0.043055i,-0.35035+0.038496i,-0.058178+0.013811i,0.089981-0.0074092i,0.13658+0.029342i,0.14503+0.026701i,0.1082-0.008962i,0.063657-0.035317i,0.027734-0.057974i,-0.0016991-0.064076i,-0.013027-0.049697i,-0.009216-0.037136i,-0.004813-0.037276i,-0.0060954-0.044524i,-0.0083098-0.051816i,-0.0070383-0.043927i,-0.0057327-0.022487i,-0.0094103-0.0090716i,-0.013076-0.0070048i,-0.0049729-0.0095425i,0.009962-0.012175i
0.19116-0.072096i,0.32191-0.14276i,0.29082-0.12492i,0.12575-0.026857i,0.024785+0.0052944i,0.0036277-0.064271i,-0.011006-0.10117i,0.00027622-0.046301i,0.018456+0.0084937i,0.0083877+0.032635i,-0.0056801+0.047582i,-0.0068889+0.051991i,-0.0038645+0.042584i,-0.0094473+0.030267i,-0.019303+0.034905i,-0.016639+0.053151i,-0.0077581+0.057875i,-0.0026032+0.038078i,0.00047417+0.015711i,0.00076814+0.012118i,-0.00019688+0.0198i,-0.0028214+0.022122i,-0.0041337+0.014852i
0.0837+0.15603i,0.2528+0.21615i,0.40661+0.10147i,0.35292-0.055519i,0.14268-0.017894i,0.014085+0.10638i,-0.013429+0.10567i,-0.052555+0.035659i,-0.076781+0.010444i,-0.050064+0.015997i,-0.012884+0.012149i,0.002838+0.0022789i,0.0071224+0.0019195i,0.016351+0.0019323i,0.025695-0.01045i,0.026316-0.02826i,0.020284-0.031869i,0.012183-0.023271i,0.0071207-0.021096i,0.0083211-0.024963i,0.0070131-0.023491i,-0.0013453-0.014169i,-0.0051051-0.0053423i
-0.25068+0.028891i,-0.50791+0.13426i,-0.61237+0.26558i,-0.41818+0.24437i,-0.12678+0.055221i,0.03677-0.099258i,0.080723-0.12447i,0.071019-0.10111i,0.047286-0.0797i,0.027923-0.061139i,0.012578-0.041207i,0.0034438-0.026963i,-0.0035419-0.022982i,-0.0083296-0.021078i,-0.0077547-0.021322i,-0.0087337-0.02479i,-0.010493-0.030545i,-0.009634-0.029613i,-0.0077835-0.017558i,-0.0050012-0.0079902i,0.0028604-0.0056375i,0.017344-0.0076964i,0.021918-0.013381i
