-0.0073025+0.00074502i,-0.0056511+0.0032361i,-0.003878+0.0066756i,-0.0011147+0.0081948i,0.0010645+0.0066682i,0.0022087+0.0039771i,0.0013053+0.0010751i,-0.00056128+0.00019587i,-0.0012481+0.0012524i,0.00018956+0.0018517i,0.0016237+0.0013687i,0.0015743+0.00015371i,0.00073571-0.0011833i,0.00034536-0.0012304i,4.057e-05-0.00026101i,-0.0003805+0.00024707i,-0.0003841+0.00047132i,-0.00023571+0.00036255i,0.00046303-0.00034085i,0.00074122-0.00090071i,0.00034891-0.00085207i,0.00061691-0.00066225i,0.00095893-0.00046625i
0.01199-0.030398i,0.038018-0.070443i,0.04271-0.11168i,-0.020687-0.11722i,-0.10627-0.098087i,-0.12507-0.089067i,-0.086501-0.08006i,-0.040284-0.04748i,-0.0094996-0.0052886i,0.0018687+0.0085315i,-0.0044112-0.0016064i,-0.016588-0.0037292i,-0.024983+0.007086i,-0.025719+0.021326i,-0.016398+0.0363i,-0.0058806+0.049165i,-0.003019+0.054863i,-0.0089122+0.047633i,-0.015162+0.029937i,-0.015616+0.014059i,-0.014691+0.0071214i,-0.013798+0.0046217i,-0.011245+0.00056994i
0.018848+0.022301i,0.058508+0.065576i,0.11321+0.10245i,0.14186+0.093135i,0.11957+0.063969i,0.082172+0.049026i,0.074326+0.033856i,0.082259+0.007712i,0.075913-0.021445i,0.047832-0.025808i,0.020196-0.000842i,0.01405+0.019257i,0.022286+0.018082i,0.030032+0.0058544i,0.032304-0.0074151i,0.033123-0.0127i,0.036444-0.0085304i,0.035302+0.0013006i,0.022127+0.010316i,0.0089614+0.012289i,0.00777+0.0042446i,0.010661-0.006828i,0.010767-0.0085002i
-0.037363+0.0071453i,-0.096325+0.023814i,-0.15057+0.040798i,-0.12304+0.044581i,-0.026879+0.02465i,0.027733+0.005392i,0.0097318+0.0061002i,-0.029119-0.0010705i,-0.05159-0.014021i,-0.041214-0.011918i,-0.012682-0.012707i,0.0018992-0.02189i,-0.00061-0.024437i,-0.0079474-0.021223i,-0.018736-0.020163i,-0.03119-0.027083i,-0.038373-0.039977i,-0.030885-0.047202i,-0.01114-0.042336i,0.0059508-0.032393i,0.011116-0.020406i,0.006776-0.0048355i,0.00046473+0.0060659i
0.0025378-0.02587i,0.016578-0.084067i,0.013487-0.14063i,-0.03832-0.13261i,-0.10527-0.077103i,-0.11975-0.047415i,-0.092448-0.035857i,-0.055515+0.0069924i,-0.015052+0.052405i,0.0086109+0.046682i,0.0016919+0.016005i,-0.013163+0.0048365i,-0.020298+0.0093486i,-0.019125+0.019144i,-0.00862+0.032076i,0.0029037+0.043849i,0.0043376+0.050734i,-0.005577+0.044537i,-0.015918+0.028894i,-0.01853+0.018806i,-0.017297+0.015995i,-0.014365+0.011101i,-0.0091322+0.0028208i
0.030559+0.020813i,0.085365+0.048278i,0.1537+0.069937i,0.18973+0.056017i,0.17184+0.038573i,0.12556+0.051088i,0.094644+0.055896i,0.08443+0.02788i,0.06939-0.0094078i,0.036933-0.018825i,0.01152+0.0047645i,0.014178+0.021341i,0.026992+0.014578i,0.031235-0.0018479i,0.026778-0.016059i,0.023522-0.021692i,0.031224-0.016231i,0.041362-0.0014933i,0.040039+0.01064i,0.02824+0.0097499i,0.016557+0.00012267i,0.010705-0.0085864i,0.0074628-0.010985i
-0.02392+0.020936i,-0.079233+0.056195i,-0.13615+0.099449i,-0.1309+0.099054i,-0.074218+0.031914i,-0.032389-0.039794i,-0.024925-0.067783i,-0.046011-0.077094i,-0.074076-0.06568i,-0.063222-0.03352i,-0.026197-0.023181i,-0.0099299-0.029564i,-0.010457-0.025716i,-0.013068-0.015172i,-0.019321-0.0075555i,-0.0275-0.011504i,-0.035023-0.027149i,-0.034691-0.039965i,-0.023355-0.038192i,-0.011291-0.027545i,-0.0042629-0.015841i,-0.003407-0.0033937i,-0.005661+0.0056501i
-0.0020417-0.032303i,-0.014996-0.093658i,-0.039564-0.15188i,-0.07125-0.1316i,-0.084767-0.044501i,-0.07219+0.012839i,-0.06194+0.027573i,-0.048263+0.055578i,-0.013741+0.074909i,0.0099089+0.048163i,0.0038998+0.016536i,-0.0083347+0.011183i,-0.012764+0.015929i,-0.007154+0.018904i,0.0070669+0.020778i,0.017441+0.029417i,0.013006+0.042302i,-0.0052969+0.046203i,-0.020856+0.039494i,-0.019344+0.031039i,-0.0084092+0.02351i,0.001507+0.012413i,0.0075466+0.00013387i
0.033758-0.0017069i,0.090641+0.010062i,0.16299+0.011581i,0.18792-0.012533i,0.15292-0.02541i,0.10896+0.0029413i,0.094693+0.028656i,0.10395+0.011486i,0.09168-0.026434i,0.046262-0.031747i,0.015128-0.0012483i,0.017384+0.018806i,0.024949+0.014969i,0.023244+0.0018168i,0.013865-0.01225i,0.0061916-0.019372i,0.012606-0.017037i,0.028846-0.010236i,0.035652-0.0074364i,0.028602-0.010722i,0.018749-0.013955i,0.010911-0.012894i,0.0041758-0.0073796i
-0.022882+0.020262i,-0.061052+0.078091i,-0.099477+0.14117i,-0.10126+0.14246i,-0.08323+0.06059i,-0.066788-0.031047i,-0.046566-0.074475i,-0.048036-0.085056i,-0.062799-0.062916i,-0.044807-0.025403i,-0.014731-0.018336i,-0.011866-0.026556i,-0.019172-0.022256i,-0.020279-0.010656i,-0.020995-6.4009e-05i,-0.024888-0.0012976i,-0.03037-0.015754i,-0.030688-0.030357i,-0.023027-0.031456i,-0.015232-0.019789i,-0.012391-0.0060637i,-0.012553+0.0060133i,-0.012448+0.013231i
-0.021195-0.026778i,-0.050503-0.07994i,-0.088301-0.13329i,-0.1008-0.10573i,-0.060277-0.0027812i,-0.015687+0.069202i,-0.02657+0.089837i,-0.043959+0.11388i,-0.01384+0.11713i,0.01356+0.067728i,0.0044007+0.022174i,-0.0072599+0.011316i,-0.0080077+0.010253i,-0.0029022+0.0071799i,0.010061+0.0045709i,0.021789+0.0086165i,0.021522+0.022301i,0.011657+0.036697i,0.003458+0.039332i,0.0036201+0.030962i,0.0054562+0.018036i,0.0061174+0.0045917i,0.0074369-0.005462i
0.028034-0.0043855i,0.093055-0.0073095i,0.16765-0.024483i,0.17627-0.058264i,0.11326-0.078443i,0.056518-0.062319i,0.052399-0.038255i,0.074159-0.037408i,0.06302-0.048662i,0.020061-0.032992i,0.0011083+0.00036663i,0.01274+0.013805i,0.02257+0.0092158i,0.017991+0.0016348i,0.0051353-0.004245i,-0.0027269-0.0072218i,0.0039332-0.0084544i,0.016873-0.0085622i,0.021899-0.010756i,0.014854-0.015141i,0.005964-0.016964i,0.0012798-0.014362i,-0.0025775-0.0084991i
-0.01048+0.037536i,-0.030075+0.097485i,-0.047886+0.16912i,-0.041291+0.17473i,-0.032843+0.090665i,-0.040347-0.0023797i,-0.039454-0.055571i,-0.050597-0.082731i,-0.070981-0.065809i,-0.050008-0.025148i,-0.012726-0.015504i,-0.0052648-0.022678i,-0.010034-0.017679i,-0.0095554-0.004692i,-0.0092164+0.0071322i,-0.011063+0.0090345i,-0.017653-3.1013e-05i,-0.025359-0.010631i,-0.026616-0.0091287i,-0.018332+0.0029129i,-0.0075469+0.010844i,-0.0031907+0.011715i,-0.0024229+0.009045i
-0.020951-0.014671i,-0.068567-0.063744i,-0.12862-0.11123i,-0.13531-0.084989i,-0.054932+0.0088619i,0.024059+0.075563i,0.015018+0.096985i,-0.013184+0.11318i,0.0029961+0.098026i,0.014578+0.043553i,0.0013641+0.011529i,-0.0043985+0.012233i,-0.0016418+0.0123i,0.0018487+0.0049912i,0.0080972-0.0053646i,0.011516-0.007465i,0.010495+0.0053379i,0.0068694+0.01783i,0.0031354+0.016854i,0.0031625+0.0097539i,0.0051925+0.0051864i,0.0096148+0.0011506i,0.01227-0.0029058i
0.034464-0.011569i,0.097536-0.037721i,0.16936-0.081208i,0.16134-0.12912i,0.061677-0.14949i,-0.015485-0.12442i,0.00086156-0.085892i,0.054396-0.069398i,0.063758-0.067956i,0.028098-0.046781i,0.0043921-0.011241i,0.0064515+0.0068841i,0.010094+0.0090029i,0.0059962+0.0074235i,-0.0027687+0.0058165i,-0.010064+0.0029616i,-0.0077926-0.0046642i,0.0026682-0.012527i,0.0077848-0.017552i,0.0020265-0.019102i,-0.0047171-0.01572i,-0.0078857-0.0089378i,-0.0086066-0.00048851i
0.0033526+0.031523i,-0.0013927+0.099609i,-0.00038902+0.18306i,0.016435+0.19974i,0.026059+0.13633i,0.014798+0.063608i,0.0022447+0.013955i,-0.021647-0.019653i,-0.040581-0.018288i,-0.017255-0.00077786i,0.0070593-0.0090716i,-0.0016359-0.022066i,-0.013299-0.019601i,-0.011564-0.0098847i,-0.0034768+0.0013482i,0.0042686+0.0030409i,0.0030381-0.0043828i,-0.0029139-0.0078837i,-0.0027726-0.00092272i,0.0024064+0.0089043i,0.0051419+0.011473i,0.0011722+0.0095555i,-0.0030473+0.0059182i
-0.028597-0.016712i,-0.092018-0.047025i,-0.17175-0.072599i,-0.18247-0.040811i,-0.084751+0.029985i,0.01366+0.06355i,0.014664+0.073213i,-0.013651+0.098202i,-0.0025373+0.097869i,0.0067246+0.05571i,-0.0022809+0.022979i,-0.0036083+0.013615i,0.0014891+0.0062625i,0.0040503-0.0030717i,0.0042968-0.011997i,0.0041697-0.012433i,0.0062516-0.0013745i,0.0072028+0.010048i,0.0053166+0.011294i,0.0032802+0.0038183i,0.0015745-0.0022236i,0.0025984-0.0048275i,0.0042848-0.0052559i
0.02148-0.024864i,0.076111-0.06513i,0.14151-0.12706i,0.12892-0.1803i,0.017872-0.18839i,-0.074422-0.14947i,-0.060076-0.10434i,-0.0012031-0.084057i,0.012656-0.067735i,-0.008117-0.031416i,-0.012525+0.0019322i,0.0019169+0.010753i,0.011808+0.010408i,0.010156+0.012715i,0.0017314+0.0162i,-0.00594+0.018655i,-0.0079793+0.015033i,-0.0053557+0.0078956i,-0.0043121+0.0031482i,-0.0055346+0.00065646i,-0.0042432-0.0016592i,-0.003573-0.0042113i,-0.0039642-0.0034313i
0.0031804+0.027903i,0.0159+0.097717i,0.041379+0.18878i,0.076852+0.2208i,0.097097+0.17501i,0.091737+0.11562i,0.065997+0.059864i,0.013621+0.0062096i,-0.02709-0.014154i,-0.018846-0.010594i,-0.0011946-0.013317i,-0.0043469-0.014868i,-0.0095256-0.0080068i,-0.0061247-0.0012571i,-0.00011684+0.0011121i,0.0038406-0.0016492i,0.0032073-0.0064349i,0.00067742-0.0081177i,0.0014897-0.003899i,0.0065946+0.0036261i,0.010282+0.0068532i,0.0090649+0.0047158i,0.0041958-0.00040516i
-0.032678+0.00064062i,-0.099095-0.017836i,-0.18621-0.031822i,-0.2051-0.0093306i,-0.11518+0.022016i,-0.018472+0.013675i,-0.0035882+0.0082277i,-0.0084668+0.037782i,0.011963+0.041973i,0.013182+0.010684i,-0.0029201-0.0013232i,-0.0067511+0.0051178i,-0.0044621+0.0047932i,-0.0037929-0.0017886i,-0.0042527-0.0098779i,-0.007029-0.013449i,-0.00714-0.0077487i,-0.0036962-0.00067822i,-0.0029879-0.0022201i,-0.0071754-0.0071135i,-0.0092534-0.0063978i,-0.0038095-0.00169i,0.003535+0.0022064i
0.016047-0.022422i,0.064407-0.078182i,0.1218-0.16571i,0.10452-0.23129i,-0.0076097-0.22013i,-0.10242-0.14945i,-0.088504-0.083087i,-0.016415-0.057671i,0.017056-0.048513i,0.010519-0.025378i,0.0066617-0.0049903i,0.0091979+0.00022459i,0.0088631+0.0021945i,0.0067452+0.0066476i,0.0049541+0.012463i,0.0032409+0.014998i,0.0016927+0.010248i,0.0029067+0.0043075i,0.0059446+0.0012071i,0.006508-0.00011742i,0.0048382-0.0024918i,-0.00050249-0.004423i,-0.004741-0.002793i
0.018565+0.028732i,0.047192+0.094569i,0.091709+0.1866i,0.13685+0.23114i,0.16399+0.20186i,0.16559+0.15262i,0.13247+0.099611i,0.059819+0.044299i,0.0039314+0.021917i,0.0035594+0.018902i,0.011399+0.0047057i,0.0033156-0.0076925i,-0.0024251-0.009488i,-0.0019169-0.0084998i,0.0019507-0.0078464i,0.0076846-0.0088536i,0.0096859-0.010587i,0.0076463-0.010133i,0.0065428-0.0051315i,0.008216+0.0011454i,0.0094585+0.0035885i,0.0066029+0.0037252i,0.00052518+0.0006901i
-0.025787+0.0023742i,-0.098661+0.00086754i,-0.2007+0.002751i,-0.23746+0.018276i,-0.16324+0.016698i,-0.07711-0.02535i,-0.055048-0.043849i,-0.045888-0.0060724i,-0.020116+0.022116i,-0.013879+0.014651i,-0.018367+0.009953i,-0.0092009+0.011517i,0.0018609+0.0073566i,0.0046792-0.00054209i,0.00027803-0.0065443i,-0.0077957-0.005732i,-0.010964+0.00048552i,-0.010045+0.0061523i,-0.010726+0.0070133i,-0.014621+0.0049217i,-0.016466+0.0035283i,-0.010854+0.0037615i,-0.0024431+0.0052192i
0.011185-0.028382i,0.046877-0.094265i,0.0891-0.19445i,0.072723-0.26022i,-0.021481-0.22495i,-0.10253-0.123i,-0.09483-0.044159i,-0.041161-0.021985i,-0.015071-0.025975i,-0.015116-0.018064i,-0.0099672-0.0038252i,-0.0013467+0.0013075i,0.0021297+0.0047895i,0.0026353+0.010892i,0.0026275+0.014639i,0.0024771+0.013889i,0.0018045+0.0097264i,0.00031494+0.0046596i,0.00075108+0.0014763i,0.0052065-0.00019011i,0.008979-0.0035376i,0.0070527-0.0086663i,0.0022228-0.0098178i
0.018579+0.017926i,0.059982+0.079433i,0.1242+0.17386i,0.18278+0.23164i,0.21192+0.21353i,0.21234+0.15905i,0.17444+0.093505i,0.0965+0.032296i,0.028511+0.0050723i,0.011062-0.00034234i,0.010823-0.0071909i,0.00024897-0.0088938i,-0.0078736-0.0043464i,-0.0086755-0.0012088i,-0.005-0.0023311i,0.00066411-0.0067749i,0.0033344-0.0092584i,0.0023637-0.0093736i,0.0016933-0.0069856i,0.0032179-0.0025123i,0.0058841+0.0011808i,0.0081522+0.0026024i,0.0065616+0.00057364i
-0.032743+0.008021i,-0.10182+0.022052i,-0.20173+0.03694i,-0.24792+0.040167i,-0.1989+0.0030529i,-0.13473-0.065204i,-0.10336-0.08615i,-0.062955-0.046064i,-0.015955-0.0099395i,-0.00024288-0.0017724i,-0.00255+0.00038707i,-0.00068115+0.0027541i,0.0013819-0.00047502i,0.00042563-0.0046463i,-0.0018167-0.0065136i,-0.0060509-0.0038615i,-0.0069822+0.0023913i,-0.0015256+0.0072032i,0.0019823+0.0059432i,-0.0023621+0.001721i,-0.0087265+0.0016976i,-0.0087688+0.004315i,-0.0035765+0.0067903i
0.00067655-0.030168i,0.020316-0.098965i,0.048796-0.20416i,0.037998-0.26399i,-0.028424-0.20456i,-0.080537-0.074895i,-0.068889+0.014242i,-0.031024+0.026182i,-0.0076289+0.0076534i,-0.00064835+0.0018746i,0.0010098+0.0054823i,0.0038856+0.0031824i,0.0049313+0.0010214i,0.0039187+0.0041279i,0.0046728+0.0076851i,0.0070051+0.0072535i,0.0060992+0.0036739i,0.0030457+0.00035691i,0.0040155-0.00082283i,0.0098298-0.0019434i,0.0142-0.0055699i,0.0097298-0.0096612i,0.0015047-0.0091636i
0.025012+0.018465i,0.076086+0.0681i,0.15478+0.15553i,0.22173+0.21779i,0.24719+0.20285i,0.23871+0.13834i,0.19292+0.065494i,0.10771+0.017489i,0.03583+0.0057728i,0.0095894+0.0058454i,0.0026613+0.003582i,-0.00033112+0.002813i,0.0010479+0.0025364i,0.0012858+0.00086606i,0.001629-0.00017017i,0.0043343-0.0015743i,0.0057251-0.0024139i,0.0027107-0.0014371i,-0.0007627+0.0014665i,-0.0023133+0.0053444i,-0.0024209+0.0081547i,-0.00053666+0.0083162i,0.0005433+0.0047303i
-0.025827+0.020208i,-0.089344+0.040242i,-0.19129+0.060339i,-0.25144+0.051174i,-0.22498-0.01129i,-0.17956-0.089466i,-0.1473-0.10258i,-0.090962-0.054403i,-0.03521-0.017082i,-0.017628-0.0098603i,-0.014387-0.0076527i,-0.0074042-0.0022314i,-0.00036013-0.0005918i,0.0020855-0.0034482i,-0.00092267-0.0056158i,-0.0053929-0.003824i,-0.0053877-0.00013075i,-0.0023069+0.0013486i,-0.0021257-0.00081152i,-0.0073366-0.0019707i,-0.013615-0.00077028i,-0.013861+0.00078012i,-0.0092618+0.0034912i
-0.00014712-0.025033i,0.0084274-0.093264i,0.026368-0.1978i,0.024455-0.24894i,-0.011667-0.16882i,-0.040015-0.022793i,-0.032805+0.062247i,-0.015108+0.054897i,-0.0080441+0.020024i,-0.004541+0.0038175i,-0.00084863-0.00069691i,-0.00077773-0.0020892i,-0.0021894+0.0010346i,-0.002119+0.0060131i,-0.00046671+0.006547i,0.0012964+0.0028241i,-0.00025671-0.0015539i,-0.0047289-0.0044576i,-0.0064121-0.0051305i,0.00052549-0.0058323i,0.01096-0.0092811i,0.013271-0.012199i,0.008962-0.010447i
0.02497+0.0070052i,0.079004+0.051026i,0.16568+0.12767i,0.23534+0.18352i,0.25022+0.16682i,0.2324+0.098148i,0.18772+0.023006i,0.10756-0.017123i,0.040414-0.013089i,0.018355-0.0012312i,0.011998+0.00033265i,0.0052078+0.0016233i,0.0020306+0.0029204i,0.0018888+0.002i,0.0021258+0.00024033i,0.0030964-0.0013787i,0.0052784+0.00073832i,0.0059637+0.0040991i,0.0053675+0.0054228i,0.003868+0.0060243i,0.0016176+0.0082675i,0.0022806+0.010844i,0.0038496+0.0076428i
-0.019572+0.015911i,-0.07937+0.045291i,-0.18158+0.073706i,-0.25661+0.05975i,-0.25341-0.013367i,-0.21794-0.091147i,-0.17546-0.096972i,-0.10474-0.046949i,-0.037278-0.013821i,-0.012501-0.005918i,-0.0082655-0.00056696i,-0.0040188-0.00074719i,-0.0012498-0.004944i,6.2172e-05-0.0083971i,-0.0017229-0.0084986i,-0.0060202-0.0053268i,-0.0071591-0.0030063i,-0.002955-0.003943i,0.0011531-0.0043599i,-0.0003855-0.0025259i,-0.0060132-0.00043959i,-0.0098214+0.00093305i,-0.0094835+0.0038072i
-0.0012703-0.025112i,-0.00085477-0.089767i,0.0086647-0.18857i,0.014792-0.22603i,0.0084917-0.12922i,0.0010465+0.016661i,-0.00016806+0.087784i,0.0014382+0.073131i,-0.00032317+0.032097i,-0.0036242+0.010523i,-0.0035258+0.0068336i,-0.00092702+0.0041183i,-0.0004065+0.00424i,-0.0015017+0.0078757i,-0.00075003+0.0094152i,0.00095292+0.0078284i,-0.0012379+0.0048563i,-0.0067321+0.0032345i,-0.0065657+0.0048385i,0.0032529+0.0036182i,0.013926-0.002876i,0.01573-0.0083542i,0.010262-0.0093463i
0.022089+0.0071347i,0.080859+0.037248i,0.17145+0.098507i,0.23822+0.14282i,0.24073+0.11674i,0.20773+0.043775i,0.16197-0.020006i,0.097776-0.042506i,0.039013-0.02574i,0.012286-0.0079281i,0.0044952-0.0036281i,0.0013831+0.00048575i,0.0034765+0.0036797i,0.0053452+0.0038644i,0.0047198+0.0045938i,0.0049246+0.0048715i,0.0079116+0.0046443i,0.011187+0.0041412i,0.0090007+0.0031982i,0.00090266+0.0046279i,-0.0059317+0.0094097i,-0.0059378+0.012237i,-0.002391+0.007418i
-0.016898+0.017574i,-0.069804+0.049927i,-0.166+0.089017i,-0.24381+0.083102i,-0.25259+0.0095171i,-0.22232-0.061809i,-0.17293-0.062753i,-0.10008-0.026247i,-0.036821-0.0073246i,-0.012699-0.005888i,-0.0093595-0.006653i,-0.0071896-0.0052685i,-0.0052269-0.0048282i,-0.0046432-0.0066417i,-0.0059443-0.0073522i,-0.0089655-0.0056034i,-0.01028-0.0049729i,-0.0086742-0.0074216i,-0.0076653-0.0096155i,-0.0093457-0.0094092i,-0.010474-0.0080572i,-0.011197-0.005707i,-0.010815-0.00050552i
-0.0046714-0.02375i,-0.01373-0.085428i,-0.011354-0.17397i,0.007696-0.19876i,0.029649-0.094747i,0.042908+0.046405i,0.036663+0.10172i,0.012485+0.07572i,-0.0018539+0.033867i,0.00028842+0.011017i,0.0017124+0.0046955i,0.00087487+0.0030935i,0.00011275+0.0052251i,-0.00079787+0.0080835i,0.00049249+0.0067942i,0.0033405+0.0030238i,0.0022743+0.0027193i,-0.002538+0.0067337i,-0.0029132+0.0082717i,0.0049379+0.00236i,0.013876-0.0058237i,0.016932-0.0090873i,0.014343-0.0080269i
0.021722+0.002001i,0.076034+0.02217i,0.16405+0.06463i,0.22264+0.090889i,0.20781+0.055362i,0.16423-0.016281i,0.12454-0.063104i,0.075431-0.06096i,0.029421-0.031407i,0.0092126-0.0096749i,0.0049273-0.003525i,0.0043132-0.00084695i,0.0065225+0.00086974i,0.0086382+0.00043996i,0.0098615-0.00051959i,0.010321-0.0012336i,0.011165-0.0016782i,0.012784-0.0033268i,0.011316-0.0043123i,0.0039007+0.00045759i,-0.0045722+0.0095045i,-0.0073569+0.013653i,-0.0058836+0.0085062i
-0.011941+0.018805i,-0.05665+0.056195i,-0.14205+0.10066i,-0.2191+0.10032i,-0.23682+0.037377i,-0.21513-0.025344i,-0.16854-0.029899i,-0.092793-0.0079323i,-0.03152-0.0028119i,-0.012248-0.0043556i,-0.0076084-0.0032252i,-0.004103-0.0043578i,-0.0058644-0.0053849i,-0.0078432-0.0064229i,-0.0077794-0.0061402i,-0.010068-0.0042096i,-0.014229-0.0038014i,-0.015326-0.0046952i,-0.011264-0.0036455i,-0.0056197-0.0014567i,-0.0022594-0.0034452i,-0.0035174-0.0065108i,-0.0060664-0.0033155i
-0.012512-0.018035i,-0.024099-0.066941i,-0.024534-0.1463i,0.0017227-0.17085i,0.044991-0.07387i,0.070968+0.052911i,0.058743+0.093085i,0.025106+0.06076i,0.0039154+0.024849i,0.00073658+0.0096377i,0.0014319+0.0075439i,0.0032133+0.0072783i,0.0032724+0.0063059i,0.0012874+0.0073218i,0.00015403+0.0079116i,0.001151+0.0062252i,0.001922+0.0065491i,0.00090149+0.010932i,0.0018205+0.012442i,0.0074252+0.0069557i,0.013525-0.00052127i,0.015487-0.0043006i,0.013448-0.0056873i
0.016253-0.0010448i,0.068157+0.013946i,0.14674+0.042561i,0.18967+0.054586i,0.16077+0.011087i,0.11678-0.058026i,0.093194-0.086941i,0.064294-0.064999i,0.02997-0.026767i,0.010025-0.0058395i,0.0021124-0.0022991i,0.00035277-7.3204e-06i,0.0038609-9.7233e-06i,0.0048369-0.0028631i,0.0032256-0.0038001i,0.0020216-0.0035172i,0.0035688-0.0046598i,0.0063174-0.0077113i,0.0038308-0.0085117i,-0.003791-0.0020977i,-0.01054+0.0084003i,-0.012082+0.013604i,-0.0091077+0.010093i
-0.0050805+0.016525i,-0.039787+0.054502i,-0.11089+0.10562i,-0.17782+0.12175i,-0.19458+0.077145i,-0.17924+0.025381i,-0.14388+0.014266i,-0.082106+0.019991i,-0.028508+0.012586i,-0.0087636+0.0030231i,-0.0066675-0.00077888i,-0.0075735-0.0021315i,-0.0091463-0.0019095i,-0.0095688-0.0034495i,-0.0090325-0.0047786i,-0.0089773-0.0029531i,-0.010994-0.00091748i,-0.012703+0.00015616i,-0.0096958+0.00030141i,-0.0035217-0.0039227i,0.00044691-0.010683i,-0.00010962-0.012408i,-0.0010864-0.0064947i
-0.01107-0.0097657i,-0.025156-0.05612i,-0.029764-0.12975i,-0.00062139-0.15537i,0.053122-0.074422i,0.083429+0.03519i,0.062091+0.070909i,0.017633+0.045745i,-0.0068077+0.018061i,-0.0055157+0.0055238i,-0.0006077+0.0022675i,0.001243+0.0017811i,0.0025926+0.0033185i,0.0042348+0.006837i,0.0055197+0.0083104i,0.0079072+0.0062024i,0.010325+0.0063759i,0.010191+0.009218i,0.0099976+0.007429i,0.010555+0.0017024i,0.011333-0.0019254i,0.01225-0.0034606i,0.010998-0.0039068i
0.016115-0.0021306i,0.062111+0.0023386i,0.13085+0.019757i,0.16125+0.022397i,0.11832-0.025446i,0.069515-0.08753i,0.058389-0.10162i,0.046269-0.070943i,0.020251-0.034188i,0.0045381-0.014213i,0.0022426-0.008084i,0.0021091-0.0045769i,0.0030028-0.002256i,0.0052619-0.001394i,0.0063179-0.001214i,0.0047562-0.00072257i,0.0036632-0.0020754i,0.0037955-0.006826i,0.00023103-0.0080256i,-0.0052037-0.00067509i,-0.0086167+0.0096271i,-0.0089087+0.013643i,-0.0075553+0.010727i
-0.0018997+0.016284i,-0.028211+0.051703i,-0.083832+0.10442i,-0.13561+0.12982i,-0.14743+0.1046i,-0.13727+0.065325i,-0.11387+0.041649i,-0.064333+0.024713i,-0.017556+0.007142i,-0.0021041-0.00045554i,-0.0014112-0.00070232i,-0.00155-0.0013153i,-0.0046935-0.00040519i,-0.0083899+0.001333i,-0.0096381+0.0016071i,-0.0096958+0.0018671i,-0.010465+0.0034405i,-0.010677+0.0054577i,-0.0065002+0.0060411i,0.00078686+0.00044156i,0.0052033-0.009822i,0.0040179-0.014262i,0.0019418-0.0096977i
-0.011268-0.014149i,-0.031246-0.051189i,-0.044228-0.11433i,-0.02107-0.14352i,0.035205-0.08195i,0.075853+0.0074612i,0.066865+0.039676i,0.028463+0.027962i,0.0041463+0.013456i,0.00034132+0.0068423i,0.0012273+0.0064973i,0.0038291+0.0071469i,0.0066431+0.0048073i,0.0061678+0.0035485i,0.0040375+0.0032924i,0.0041766+0.0013288i,0.006241+0.00069892i,0.0073846+0.0013996i,0.0064212+0.0016742i,0.0037631+0.0027759i,0.0020699+0.0044995i,0.0040396+0.0041813i,0.0050675+0.0011768i
0.013068-0.0044179i,0.051252-0.0033359i,0.11195+0.0070526i,0.13328+0.0052247i,0.084975-0.036708i,0.0366-0.086746i,0.034136-0.087689i,0.038174-0.048359i,0.022633-0.012721i,0.0070239-0.00062003i,0.0012663-0.0012174i,-0.00051773-0.0011013i,0.00069826-0.001696i,0.0019905-0.0043362i,0.002244-0.0059317i,0.0018319-0.0054941i,0.00074912-0.0060011i,-0.0012805-0.0071325i,-0.0058813-0.006047i,-0.0084536-2.6221e-06i,-0.0082288+0.0077221i,-0.0076639+0.010557i,-0.0058996+0.0093281i
-0.0050449+0.014801i,-0.021911+0.051671i,-0.059836+0.10546i,-0.093692+0.13769i,-0.097133+0.12806i,-0.09297+0.10052i,-0.089077+0.07085i,-0.061991+0.039496i,-0.026284+0.015603i,-0.0086462+0.00539i,-0.0048008+0.0017812i,-0.0050626-0.00086861i,-0.0064999-0.0001946i,-0.0065344+0.0013617i,-0.0054525+0.00025844i,-0.0050424-0.00031048i,-0.0053698+0.001858i,-0.0038483+0.0057667i,0.00088273+0.0049839i,0.0055562-0.0030599i,0.0063155-0.012925i,0.0044288-0.016127i,0.0032602-0.011961i
-0.013654-0.0081398i,-0.032471-0.037519i,-0.049023-0.093877i,-0.036779-0.12843i,0.010576-0.089908i,0.055543-0.022875i,0.05441+0.0070929i,0.016417+0.0068495i,-0.0085474+0.0021448i,-0.0076616-0.00085927i,-0.0017585-0.00027529i,0.0014748+0.0011912i,0.0040663+0.0010001i,0.0062344+0.0015135i,0.0071318+0.0026399i,0.0067302+0.0024459i,0.0061714+0.0012927i,0.0056939+0.00079102i,0.0043948+8.1099e-05i,0.0023025+0.0020262i,0.0012668+0.0066725i,0.0022885+0.0082924i,0.002654+0.0056969i
0.0070608-0.0039766i,0.041988-0.0062981i,0.096282-0.0035643i,0.1162-0.0053288i,0.067988-0.035929i,0.018309-0.078608i,0.016891-0.08359i,0.027165-0.053995i,0.019145-0.026023i,0.0070144-0.012402i,0.0031411-0.0078575i,0.0025317-0.004986i,0.0017108-0.0038263i,5.8826e-05-0.0038818i,-0.0011935-0.0027093i,-0.0021143-0.00066404i,-0.0030392-0.00048683i,-0.0041883-0.0018706i,-0.0052515-0.00054626i,-0.0033669+0.002465i,-0.0013035+0.0054252i,-0.0020956+0.0068204i,-0.0030366+0.0051675i
