5.7524e-05-3.7701e-05i,0.00061856-0.00040311i,-0.0010785-0.00093711i,-0.0023592-0.0010241i,-0.0021633-0.00011251i,-0.0026272+0.00062321i,-0.0018959+0.0014467i,0.00041657+0.0015122i,0.0022811+0.00076855i,0.0026186-0.00058428i,0.0015929-0.00069405i,0.00056635-0.00096461i,0.00073184-0.0011207i,0.00079711-0.0007789i,-1.2048e-05+6.5782e-05i,-0.00095939+0.00085784i,-0.0005789+0.00053664i,-0.00021312-0.00064285i,5.0849e-05-0.0012268i,0.00026506-0.00060897i,-0.00046663-5.9706e-05i,-0.00068451-3.8124e-05i,-0.00054319-0.00016663i
0.0079922+0.076022i,0.0051589+0.22054i,-0.018914+0.39504i,-0.03563+0.41963i,-0.016008+0.24458i,0.0048398+0.068019i,0.010812+0.024128i,0.0098634+0.04366i,-0.0015232+0.04378i,-0.012407+0.034599i,-0.008076+0.032108i,0.0033883+0.023544i,0.0034108+0.0032395i,-0.01801-0.01645i,-0.052013-0.018898i,-0.071664-0.0019066i,-0.064729+0.020618i,-0.042083+0.03674i,-0.016523+0.039611i,0.0014396+0.021129i,0.0093144-0.0092622i,0.0084522-0.029208i,0.0030587-0.031209i
-0.010946-0.15283i,-0.025964-0.4155i,-0.058907-0.68341i,-0.08385-0.61085i,-0.048705-0.18959i,0.03667+0.15342i,0.084191+0.19758i,0.067361+0.089767i,0.035135+0.012726i,0.022513-0.0031197i,0.024203-0.014041i,0.022528-0.039422i,0.010075-0.048071i,0.0032968-0.02145i,0.020666+0.0074399i,0.037586+0.0071719i,0.029548-0.0047609i,0.006068-0.011317i,-0.014944-0.0079513i,-0.0207+0.0078439i,-0.015818+0.022244i,-0.0069204+0.024772i,0.0015217+0.015719i
-0.024146+0.079854i,-0.075021+0.24343i,-0.11449+0.40773i,-0.099415+0.33785i,-0.072076+0.019115i,-0.098042-0.23701i,-0.10995-0.24481i,-0.046803-0.13206i,0.019205-0.075787i,0.015062-0.076553i,-0.022512-0.052519i,-0.042781-0.0014279i,-0.038383+0.037251i,-0.012525+0.044543i,0.0099767+0.029859i,0.01753+0.020953i,0.026275+0.016224i,0.031682-0.0017356i,0.02022-0.023601i,-0.00071569-0.031994i,-0.01804-0.022021i,-0.026495-0.0041111i,-0.025333+0.01096i
-0.01816-0.0040663i,-0.032228+0.024691i,0.00098389+0.093237i,0.073588+0.14705i,0.11265+0.12295i,0.10931+0.057745i,0.078919+0.019257i,0.016728+0.0079483i,-0.04285+0.014641i,-0.053322+0.02784i,-0.027861+0.024508i,-0.0033898+0.0063631i,0.0056202-0.015692i,-0.0054608-0.032565i,-0.028098-0.038426i,-0.044245-0.042268i,-0.052387-0.042529i,-0.04907-0.022449i,-0.027813+0.0087818i,0.001771+0.024919i,0.023835+0.015796i,0.024007-0.0028199i,0.010274-0.0079538i
0.01191-0.094557i,0.020687-0.28442i,0.033338-0.51096i,0.042113-0.52435i,0.066583-0.27284i,0.10293-0.045076i,0.089224-0.018114i,0.037958-0.060993i,0.016923-0.049243i,0.032101-0.019506i,0.039921-0.014929i,0.035494-0.015511i,0.031018-0.0084347i,0.027622+0.0035623i,0.033866+0.019196i,0.043702+0.029605i,0.038687+0.031884i,0.023903+0.0264i,0.013933+0.014425i,0.0093436+0.002976i,0.0038494-0.002583i,0.0021517-0.0039854i,0.0074562-0.0098808i
0.049891+0.14251i,0.10333+0.3778i,0.106+0.59519i,0.0003626+0.54261i,-0.14629+0.24944i,-0.2364+0.004467i,-0.2149-0.050341i,-0.11655+0.0050258i,-0.032892+0.042075i,-0.0091753+0.03737i,-0.014285+0.037479i,-0.019833+0.046033i,-0.016445+0.044743i,-0.0058283+0.026698i,-0.0072781+0.0079437i,-0.0073309+0.014492i,0.015434+0.026685i,0.034732+0.019019i,0.028157+0.0017002i,0.0079737-0.0099159i,-0.0085531-0.0084027i,-0.012272+0.0017163i,-0.0084999+0.011667i
-0.028595-0.0090239i,-0.0392-0.037804i,-0.0010992-0.078278i,0.083559-0.080291i,0.12321-0.0079115i,0.10355+0.11881i,0.080561+0.19176i,0.042857+0.14003i,-0.0074285+0.05431i,-0.023901+0.024893i,-0.00442+0.020473i,0.013605-0.00065192i,0.0096864-0.023352i,-0.0036815-0.02665i,-0.01317-0.024329i,-0.024585-0.036595i,-0.038035-0.046894i,-0.043459-0.031594i,-0.033789-0.0024575i,-0.014453+0.017376i,0.0021369+0.024747i,0.0097443+0.022909i,0.010282+0.01492i
-0.015718-0.094777i,-0.060631-0.2626i,-0.13686-0.42653i,-0.18154-0.39782i,-0.1349-0.18663i,-0.043007-0.013603i,0.020813+0.024599i,0.063156-0.0011262i,0.092632-0.034656i,0.082508-0.062731i,0.041599-0.072792i,0.0084176-0.053266i,-0.0015382-0.01866i,0.0029205+0.0054584i,0.014507+0.019931i,0.019596+0.028379i,0.0086509+0.026892i,-0.0034553+0.016875i,-0.0059876+0.0016299i,-0.0076839-0.013184i,-0.013544-0.02416i,-0.016588-0.027182i,-0.013197-0.021928i
0.07794+0.050343i,0.18075+0.17219i,0.23713+0.33831i,0.14883+0.36733i,-0.02026+0.18079i,-0.12649-0.045536i,-0.12936-0.12784i,-0.084285-0.072664i,-0.057108-0.00097118i,-0.057599+0.029601i,-0.057049+0.039972i,-0.046544+0.042515i,-0.029264+0.0331i,-0.017504+0.015421i,-0.018203+0.0006388i,-0.013537+0.0016677i,0.004444+0.010922i,0.0207+0.010062i,0.025631+0.0030978i,0.024916-0.0017021i,0.022652-0.0087337i,0.013605-0.015194i,0.0017584-0.011633i
-0.035367-0.0095564i,-0.068912-0.040061i,-0.046317-0.11375i,0.074033-0.17934i,0.21492-0.15359i,0.2709-0.070522i,0.21085-0.030532i,0.081585-0.054897i,-0.016059-0.062366i,-0.020051-0.027355i,0.020063-0.0036041i,0.041873-0.0091478i,0.036039-0.022211i,0.024669-0.021436i,0.023985-0.016173i,0.023292-0.027959i,0.013253-0.040004i,0.0031302-0.032107i,-0.00066517-0.012393i,-0.003135+0.0063038i,-0.0086163+0.021171i,-0.010131+0.030604i,-0.0020716+0.028321i
-0.059842-0.018464i,-0.14849-0.050847i,-0.26327-0.053608i,-0.30359+0.024556i,-0.2155+0.10559i,-0.09808+0.093877i,-0.033366+0.045787i,0.021347+0.027659i,0.070902+0.0084319i,0.072382-0.025967i,0.041388-0.04517i,0.014719-0.039452i,0.00058316-0.020936i,-0.0048873-0.0059265i,-0.008834+0.0058564i,-0.017082+0.022527i,-0.026378+0.032026i,-0.02896+0.028716i,-0.023766+0.020049i,-0.013882+0.008317i,-0.0019131+0.00016575i,0.0080886-0.00057841i,0.010591+0.0029824i
0.032134+0.011093i,0.13024+0.056244i,0.26333+0.09008i,0.28979+0.041347i,0.14-0.057479i,-0.034553-0.10779i,-0.09335-0.086949i,-0.083715-0.02218i,-0.069217+0.037817i,-0.058356+0.056865i,-0.050033+0.051086i,-0.039332+0.041178i,-0.025489+0.027785i,-0.017345+0.013094i,-0.019104+0.0042408i,-0.018241+0.0096929i,-0.0054612+0.02042i,0.0049994+0.018711i,0.0082959+0.0096325i,0.01367+0.0035786i,0.019695-0.0045834i,0.019701-0.018164i,0.0095141-0.027705i
-0.013635+0.0054986i,-0.058053+0.00090623i,-0.096056-0.0085424i,-0.067065-0.018878i,0.02086-0.0066049i,0.090609+0.047807i,0.095442+0.076947i,0.058535+0.031587i,0.027322-0.023028i,0.016689-0.037189i,0.014677-0.029559i,0.013705-0.022015i,0.011165-0.016463i,0.012466-0.0098057i,0.021937-0.0074301i,0.029566-0.018159i,0.027125-0.031472i,0.018363-0.031988i,0.0054776-0.026363i,-0.01428-0.01862i,-0.035563-0.0032459i,-0.042704+0.012311i,-0.033051+0.016592i
0.013302+0.012245i,0.0004364+0.014486i,-0.060324+0.030853i,-0.14091+0.087232i,-0.17663+0.13755i,-0.1632+0.11399i,-0.11644+0.064387i,-0.042509+0.038344i,0.0067551+0.017851i,0.0058044+0.0047585i,-0.008978+0.0031259i,-0.013339+0.0083558i,-0.0082971+0.014401i,-0.0064669+0.012357i,-0.015058+0.0092678i,-0.023149+0.014139i,-0.023087+0.017356i,-0.01593+0.013192i,-0.0081059+0.0085366i,-0.00054242+0.0056766i,0.0097314+0.0029435i,0.014214+0.0035185i,0.010202+0.011338i
0.04364+0.015319i,0.12344+0.0020697i,0.22268-0.068073i,0.23413-0.18105i,0.13102-0.22894i,0.021193-0.17928i,-0.02459-0.11541i,-0.042227-0.066063i,-0.049053-0.018259i,-0.030288+0.013924i,-0.0039286+0.026085i,0.0079788+0.026681i,0.0076383+0.019473i,0.0067692+0.011503i,0.012419+0.0055986i,0.020979+0.0037929i,0.023176+0.0085247i,0.018348+0.014236i,0.015816+0.014615i,0.017326+0.0083598i,0.016201-0.0042921i,0.014856-0.014952i,0.016349-0.017623i
-0.025646+0.00027946i,-0.072598+0.026047i,-0.11493+0.091548i,-0.10142+0.15853i,-0.024691+0.17007i,0.065209+0.14366i,0.11237+0.11393i,0.11082+0.061333i,0.090583-0.002877i,0.070072-0.037987i,0.054365-0.044098i,0.040856-0.044606i,0.023235-0.041918i,0.010552-0.030912i,0.011895-0.02211i,0.014585-0.027221i,0.0080794-0.036583i,3.8951e-05-0.033544i,-0.0032769-0.019992i,-0.0085522-0.0076807i,-0.0196-0.00024246i,-0.025369+0.0040529i,-0.019318+0.003051i
0.0058701-0.047044i,0.002215-0.097527i,-0.0074736-0.13103i,-0.0031608-0.10964i,0.0077017-0.070397i,0.0019344-0.058504i,-0.016431-0.052758i,-0.02605-0.022325i,-0.028428+0.015185i,-0.031072+0.027449i,-0.033435+0.015647i,-0.033838+0.0049344i,-0.024221+0.0050907i,-0.016957+0.0055989i,-0.031022+0.0078984i,-0.049762+0.017529i,-0.052648+0.021852i,-0.041794+0.013733i,-0.023467+0.0066501i,0.00074828+0.0095663i,0.022577+0.01472i,0.027482+0.013501i,0.01374+0.0085536i
0.028313+0.0046874i,0.071066+0.0055095i,0.096145-0.018424i,0.069201-0.055424i,0.034443-0.070833i,0.017491-0.079783i,-0.0024767-0.094925i,-0.031381-0.078448i,-0.043558-0.036543i,-0.033037-0.0075396i,-0.021169+0.0078675i,-0.012997+0.016513i,-0.0084663+0.018469i,-0.00053612+0.020095i,0.016018+0.019588i,0.029736+0.020174i,0.032742+0.027807i,0.025027+0.029339i,0.013392+0.017493i,0.0054553-0.001264i,-0.0009098-0.016985i,-0.0032277-0.02045i,-0.00032813-0.014591i
-0.040025+0.020269i,-0.087288+0.067702i,-0.11629+0.13116i,-0.096212+0.17379i,-0.062138+0.16878i,-0.028843+0.14353i,0.013795+0.11715i,0.054481+0.061511i,0.068693-0.002253i,0.050504-0.027427i,0.028022-0.020956i,0.019768-0.011079i,0.014051-0.014543i,0.0046876-0.024074i,0.001269-0.027753i,0.0039501-0.029835i,0.0045017-0.030825i,0.003821-0.021097i,0.00096302-0.0059831i,-0.0077215+0.0027839i,-0.015694+0.0052168i,-0.015223+0.005839i,-0.010001+0.0056575i
-0.011809-0.024164i,-0.027173-0.085606i,-0.033042-0.16281i,-0.01227-0.19952i,0.012076-0.17658i,-0.011554-0.12778i,-0.057323-0.078972i,-0.065158-0.022294i,-0.046732+0.02053i,-0.03143+0.028078i,-0.020499+0.018044i,-0.012885+0.0088887i,-0.005154+0.0079771i,-0.00174+0.010185i,-0.013154+0.011846i,-0.026334+0.017043i,-0.027583+0.017823i,-0.02061+0.0083313i,-0.010681+0.00074256i,-0.003046+0.0041561i,0.0021086+0.014298i,0.0064908+0.017067i,0.0085746+0.012468i
0.02279+0.020738i,0.074704+0.064518i,0.11683+0.1146i,0.076763+0.12086i,-0.021597+0.088583i,-0.054533+0.060622i,-0.021845+0.038086i,-0.0097058+0.015468i,-0.014855+0.0013608i,-0.0066368-0.0055114i,0.0020974-0.0095736i,-0.0010006-0.0089963i,-0.0075638+0.00051982i,-0.0022152+0.013276i,0.016386+0.016585i,0.031449+0.010693i,0.033009+0.006768i,0.025404+0.0032987i,0.014387-0.0046916i,0.0059397-0.014429i,-0.00038983-0.020668i,-0.0050031-0.016875i,-0.0028635-0.0073826i
-0.012835+0.016511i,-0.042893+0.059289i,-0.058914+0.099442i,-0.013355+0.094237i,0.051612+0.050422i,0.05908+0.032291i,0.046098+0.04638i,0.05507+0.021368i,0.049888-0.024156i,0.023851-0.031418i,0.0061956-0.016012i,0.0044315-0.0072901i,0.0050349-0.012168i,-0.0021423-0.022498i,-0.0085851-0.026734i,-0.0075149-0.028934i,-0.0047861-0.030701i,-0.0025138-0.023135i,0.00051984-0.0085081i,0.0036544+0.0011482i,0.0072949+0.0017797i,0.0072371-0.0042758i,-0.0017087-0.010741i
0.0059368-0.027062i,-0.0055818-0.091309i,-0.047307-0.17237i,-0.085106-0.17594i,-0.052723-0.097515i,0.0069694-0.068543i,0.003677-0.088088i,-0.024766-0.053247i,-0.01789+0.0056672i,0.0034109+0.027503i,0.016548+0.021669i,0.020325+0.010938i,0.017434+0.0071289i,0.011402+0.0070285i,-0.0014105+0.0095979i,-0.014239+0.015225i,-0.019949+0.013685i,-0.021534+0.0057988i,-0.017345+0.0039224i,-0.010443+0.007439i,-0.0079667+0.0074787i,-0.0091619+0.0034649i,-0.0087642+0.0015702i
0.039537+0.0030608i,0.11865+0.019138i,0.19845+0.041445i,0.16548+0.049849i,0.031688+0.04837i,-0.034387+0.075797i,0.006705+0.085373i,0.02814+0.048568i,0.0062549+0.018596i,-0.0027438+0.0068366i,-0.0023139+0.002006i,-0.0040988+0.0053165i,-0.0017098+0.0085419i,0.0029825+0.0085278i,0.010526+0.0063909i,0.016123+0.0060701i,0.013551+0.011752i,0.0088442+0.01477i,0.0079609+0.010271i,0.0094299+0.0036463i,0.0099228-0.00026896i,0.0091819+0.0042563i,0.012129+0.01197i
-0.025344+0.012262i,-0.066861+0.033371i,-0.080377+0.065922i,-0.0037434+0.053761i,0.094815-0.0089042i,0.09245-0.052917i,0.034511-0.042582i,0.014572-0.022335i,0.014551-0.018655i,0.0011526-0.013571i,-0.014818-0.0057061i,-0.018226-0.0032201i,-0.01111-0.0064234i,-0.0047303-0.012327i,-0.0041873-0.016395i,-0.0068844-0.014522i,-0.0052786-0.0076544i,0.00087542+0.0014627i,0.0065277+0.0059562i,0.0076519+0.0020475i,0.0042221-0.0011819i,0.0035164-0.00032605i,0.0048028-0.0045576i
-0.013033-0.024117i,-0.05276-0.077952i,-0.12559-0.11483i,-0.19022-0.072073i,-0.18212+0.0030525i,-0.11212+0.0067515i,-0.067553-0.031268i,-0.051819-0.030584i,-0.027078-0.0097883i,-0.0030537-0.0034061i,0.012288-0.0066436i,0.013785-0.013414i,0.0015469-0.0085078i,-0.0082678+0.0098815i,-0.01039+0.022417i,-0.008252+0.023417i,-0.0056704+0.01513i,-0.0043771+0.0033544i,-0.005772-0.0048917i,-0.011757-0.0070947i,-0.017587-0.0071721i,-0.017836-0.011119i,-0.015747-0.011734i
0.024926+0.010681i,0.087078+0.018271i,0.17986-0.0064891i,0.19868-0.062276i,0.09838-0.074715i,0.0040909-0.016757i,-0.00070425+0.035649i,0.014024+0.02692i,0.0029468-0.0055189i,-0.0096056-0.020156i,-0.018475-0.015776i,-0.021426-0.0044608i,-0.017569-0.0022925i,-0.013939-0.0080196i,-0.0066907-0.008423i,0.0031177-0.0078939i,0.0060667-0.0092857i,0.0044247-0.0078513i,0.0045611-0.0026374i,0.0083463+0.0060796i,0.014767+0.012759i,0.017695+0.012826i,0.012775+0.0085633i
-0.032755+0.023907i,-0.080884+0.067923i,-0.12616+0.1249i,-0.083353+0.1378i,0.032642+0.063397i,0.076489-0.036666i,0.030981-0.064116i,0.0087957-0.025308i,0.024755+0.0084818i,0.025273+0.014619i,0.013038+0.011835i,0.0083995+0.0080298i,0.012829-4.4137e-05i,0.017887-0.012841i,0.014918-0.020104i,0.0071049-0.014965i,0.0034286-0.0062067i,0.0014322-0.00097211i,-0.002461-0.00042159i,-0.0050334-0.0041702i,-0.008169-0.0057988i,-0.0092816-0.0012522i,-0.0072082+0.004692i
0.0083057-0.015425i,0.011293-0.048211i,-0.025576-0.083384i,-0.10827-0.059774i,-0.15278+0.024981i,-0.10748+0.082626i,-0.039671+0.066061i,-0.017873+0.023905i,-0.021878+0.0064436i,-0.0092806+0.0085687i,0.015695+0.0069041i,0.024733+0.0015701i,0.015645+0.0085951i,0.0063385+0.022213i,0.0033369+0.025735i,0.0027083+0.017163i,0.00077364+0.0029065i,-0.003148-0.0079034i,-0.007405-0.010809i,-0.010293-0.0091498i,-0.012623-0.0073701i,-0.013403-0.0060913i,-0.011238-0.00086145i
0.028573+0.018385i,0.090581+0.036426i,0.19859+0.03936i,0.27288-0.016987i,0.21901-0.073317i,0.10676-0.047461i,0.049702-0.0025036i,0.023964-0.010832i,-0.0061421-0.033041i,-0.023663-0.032401i,-0.032321-0.020895i,-0.034998-0.006398i,-0.028704-0.00050582i,-0.022686-0.0040597i,-0.016813-0.0050135i,-0.011407-0.0030321i,-0.010232+0.0016155i,-0.0054464+0.00718i,0.0045364+0.010878i,0.01481+0.015638i,0.023723+0.017333i,0.025169+0.010843i,0.021007+1.3369e-05i
-0.020383+0.0068849i,-0.085604+0.030277i,-0.17753+0.093678i,-0.20221+0.1621i,-0.11091+0.1422i,-0.017135+0.038088i,0.0030562-0.019229i,0.018295+0.012411i,0.047827+0.043768i,0.048543+0.038549i,0.032641+0.025107i,0.023895+0.0091014i,0.020045-0.0072771i,0.017381-0.015724i,0.012004-0.014004i,0.0046476-0.0034128i,0.0010391+0.0070999i,0.00060386+0.011968i,0.0031315+0.010636i,0.0062275+0.0012162i,0.0034262-0.010045i,-0.0026678-0.014258i,-0.0041785-0.013828i
0.014203-0.037197i,0.052357-0.10982i,0.079886-0.2204i,0.026863-0.25764i,-0.070002-0.14127i,-0.086475+0.015026i,-0.036834+0.067042i,-0.014403+0.033061i,-0.019551+0.0011462i,-0.011891-0.0059972i,0.0061097-0.0049762i,0.015102-0.0029411i,0.013187+0.0024919i,0.0074643+0.011174i,0.0038543+0.014595i,0.0042206+0.0072981i,0.004695-0.0031223i,0.0022611-0.009123i,-0.002143-0.010338i,-0.0072856-0.010311i,-0.010472-0.0062229i,-0.0089072+0.0010121i,-0.0084971+0.0056574i
0.015262+0.013357i,0.057771+0.062155i,0.13928+0.11038i,0.21612+0.085295i,0.20956-0.015305i,0.10868-0.093391i,0.012403-0.098737i,-0.027902-0.071745i,-0.037236-0.047836i,-0.036676-0.032223i,-0.037436-0.020779i,-0.036315-0.0073247i,-0.026823+0.0011398i,-0.016397-0.0010926i,-0.010607-0.0047247i,-0.0091596-0.0025605i,-0.009124+0.0016768i,-0.0080385+0.0051074i,-0.0060726+0.0075938i,-0.0056274+0.0090649i,-0.0053189+0.0095518i,-0.0025469+0.0091792i,0.00048564+0.0094022i
-0.033865+0.0017317i,-0.12346+0.019738i,-0.25429+0.072088i,-0.31435+0.13612i,-0.23026+0.13295i,-0.092693+0.058807i,-0.014139+0.0084102i,0.018474+0.01823i,0.04027+0.035077i,0.041162+0.033013i,0.030497+0.024686i,0.020377+0.012844i,0.010236+0.0036802i,0.0066512+0.00031404i,0.0071774+0.00037481i,0.0069833+0.0056115i,0.0062894+0.011458i,0.0033105+0.012296i,0.00017515+0.0070613i,-0.00078375-0.00019513i,-0.0018568-0.0064536i,-0.0040971-0.0090065i,-0.0026982-0.0078487i
0.012531-0.02821i,0.04518-0.10953i,0.092677-0.23128i,0.10666-0.28949i,0.06929-0.19546i,0.034269-0.039791i,0.032794+0.020407i,0.026857-0.015352i,0.002805-0.049823i,-0.0099703-0.049431i,-0.0085901-0.034196i,-0.0053179-0.020374i,-0.0043675-0.010616i,-0.0059503-0.0017909i,-0.0030386+0.0024177i,0.0041366-0.0043694i,0.0081977-0.016742i,0.0092996-0.021546i,0.0087645-0.016885i,0.0067576-0.0073283i,0.0067964+0.0029161i,0.0094403+0.0068783i,0.0074776+0.003171i
0.016715+0.032881i,0.048178+0.10477i,0.10295+0.2047i,0.14744+0.23196i,0.13471+0.13135i,0.067027-0.0025619i,-0.0031283-0.047749i,-0.032225-0.018238i,-0.027503+0.0080619i,-0.018172+0.011305i,-0.015113+0.0046176i,-0.012657+0.0014401i,-0.0054381+0.0009201i,0.00027439-0.0045846i,-0.001084-0.0093187i,-0.006421-0.0066787i,-0.010944-0.0012452i,-0.011239+0.0024737i,-0.0067314+0.0075275i,-0.00059308+0.011537i,0.0026118+0.0090021i,0.0024496+0.0049141i,0.0029285+0.0051709i
-0.021374+0.0067008i,-0.073899+0.0088554i,-0.16711+0.010742i,-0.24333+0.024818i,-0.22471+0.063785i,-0.12819+0.11179i,-0.036478+0.13192i,0.010997+0.11239i,0.023602+0.081561i,0.023145+0.058684i,0.024714+0.042807i,0.024368+0.029394i,0.016508+0.018403i,0.0089482+0.013793i,0.0044575+0.013243i,0.0015324+0.015333i,0.00073231+0.017754i,-0.00096274+0.016247i,-0.002361+0.0092276i,0.00061034-0.0001134i,0.0019258-0.0066652i,-0.0017053-0.0090175i,-0.0038327-0.0065783i
0.018082-0.021233i,0.065572-0.06828i,0.14286-0.14549i,0.19379-0.19699i,0.1612-0.1652i,0.077578-0.099772i,0.024504-0.07539i,0.0096374-0.085809i,-0.0022732-0.089712i,-0.013981-0.072589i,-0.01918-0.047663i,-0.018264-0.027545i,-0.0153-0.014943i,-0.013954-0.0070388i,-0.011242-0.0018331i,-0.0053072-0.0034469i,-0.00013331-0.0092741i,0.0017904-0.011196i,0.0013469-0.010313i,-0.002829-0.010232i,-0.0064612-0.0088622i,-0.0059217-0.005418i,-0.0071014-0.0055655i
0.0042604+0.022832i,0.010913+0.082565i,0.01123+0.18085i,0.0079977+0.22381i,0.0020848+0.12502i,-0.013517-0.016334i,-0.034806-0.059627i,-0.041186-0.020554i,-0.022452+0.01812i,-0.0010189+0.024119i,0.0064418+0.0098422i,0.0053439-0.0046833i,0.0044261-0.012089i,0.0038274-0.015536i,-0.00011218-0.014973i,-0.0054626-0.009352i,-0.0091427-0.0015838i,-0.0093571+0.0035961i,-0.0067128+0.0067254i,-0.0032674+0.0071214i,-0.00025246+0.004609i,0.0023767+0.0024653i,0.0047054+0.003426i
-0.016731-0.021823i,-0.060877-0.07263i,-0.13084-0.14584i,-0.17777-0.1598i,-0.14058-0.057852i,-0.037889+0.06989i,0.039879+0.11068i,0.055923+0.084411i,0.043124+0.053904i,0.030974+0.033344i,0.023403+0.022674i,0.019473+0.020153i,0.01819+0.018247i,0.016676+0.016802i,0.014303+0.016004i,0.010886+0.0146i,0.0075243+0.013035i,0.005102+0.0096012i,0.0042423+0.0045844i,0.0051922+0.0024695i,0.005438+0.0036421i,0.0052211+0.005004i,0.0058748+0.0043622i
0.02281-0.0085766i,0.080342-0.024465i,0.17668-0.041515i,0.2433-0.054449i,0.21413-0.071787i,0.12293-0.10293i,0.050793-0.13013i,0.018184-0.13004i,-0.00043438-0.1036i,-0.014468-0.066021i,-0.021261-0.0355i,-0.021496-0.014759i,-0.017355+0.00045037i,-0.01198+0.0081823i,-0.0054855+0.0074713i,0.0049135+0.0021593i,0.015047-0.0053229i,0.018054-0.0093951i,0.011878-0.0074531i,5.6168e-05-0.004902i,-0.010097-0.0028436i,-0.013649+0.00053364i,-0.012539+0.0011377i
-0.010537+0.027546i,-0.032828+0.095669i,-0.078539+0.18319i,-0.1279+0.21105i,-0.14369+0.15047i,-0.12099+0.083674i,-0.089291+0.067138i,-0.065742+0.064743i,-0.045444+0.053501i,-0.02415+0.04031i,-0.010665+0.025185i,-0.0097662+0.0090682i,-0.012401-0.003539i,-0.011393-0.011108i,-0.0092475-0.01409i,-0.010136-0.011253i,-0.011902-0.0049358i,-0.0087191+0.00030388i,-0.0038642+0.0042698i,-0.00079593+0.007446i,0.0033933+0.008228i,0.0056996+0.0065987i,0.0054232+0.0072382i
-0.02371-0.019639i,-0.067466-0.07025i,-0.11924-0.14613i,-0.12473-0.16425i,-0.066126-0.071099i,-0.00031648+0.043763i,0.033714+0.084779i,0.04398+0.067237i,0.040078+0.030073i,0.025025-0.0022304i,0.011205-0.011008i,0.0090413-0.0090381i,0.010006-0.0094142i,0.0088958-0.0071103i,0.0048366-0.0016223i,-0.0043261+0.003307i,-0.013137+0.0057161i,-0.013891+0.0037041i,-0.0066386-0.0021988i,0.0020679-0.0075297i,0.0064201-0.0098627i,0.0069219-0.011116i,0.0056458-0.012209i
0.026081-0.0050853i,0.089544-0.0057262i,0.17971+0.0072744i,0.22998+0.0071344i,0.18212-0.056755i,0.074786-0.14677i,-0.0035908-0.17136i,-0.018261-0.1288i,-0.0076262-0.076422i,-0.0025545-0.03745i,0.0034872-0.016353i,0.011512-0.008189i,0.014871-0.002488i,0.011956+0.00094662i,0.0073695+0.001212i,0.0091929-0.0021119i,0.011888-0.0069031i,0.007391-0.0079519i,0.0010907-0.0039394i,-0.0030743-0.0016014i,-0.0057081-0.0058055i,-0.0080512-0.0094265i,-0.010364-0.0088908i
0.0040289+0.022847i,-0.013564+0.064149i,-0.058368+0.10852i,-0.12384+0.11501i,-0.15619+0.099632i,-0.12062+0.11031i,-0.069047+0.11702i,-0.050007+0.092071i,-0.038568+0.067219i,-0.016554+0.051208i,-0.002641+0.036541i,-0.0030914+0.026635i,-0.0061142+0.017632i,-0.0059682+0.0079432i,-0.0050448-0.00061272i,-0.0052354-0.0039347i,-0.0047717-0.0011924i,-0.0026045+0.0040159i,-0.00044733+0.0097018i,0.0023297+0.014412i,0.0046306+0.018086i,0.004806+0.020177i,0.0048233+0.019404i
-0.012001-0.012276i,-0.031137-0.050098i,-0.037791-0.10098i,0.0038562-0.11007i,0.081885-0.055146i,0.12696-0.01113i,0.12198-0.0091335i,0.097614-0.010967i,0.064923-0.012791i,0.028659-0.021097i,0.00091496-0.022816i,-0.011278-0.014889i,-0.013767-0.0047687i,-0.012212+0.0037574i,-0.0089782+0.011177i,-0.007752+0.016006i,-0.0083308+0.015131i,-0.0082722+0.0088903i,-0.0055349+0.00062725i,-0.0031803-0.0067558i,-0.003226-0.0095743i,-0.00078106-0.0065004i,0.0035636-0.0024445i
0.019747-0.0028875i,0.060781+0.0041989i,0.11703+0.020744i,0.12913+0.017421i,0.06688-0.03297i,-0.0026999-0.087046i,-0.024767-0.095644i,-0.018337-0.077454i,-0.011783-0.051323i,-0.005514-0.021082i,0.0031882-0.0069616i,0.0074177-0.0076744i,0.0084578-0.007183i,0.008279-0.0045985i,0.010053-0.00094195i,0.017499+0.001363i,0.022752+0.0016943i,0.018941+0.0019742i,0.0084596+0.0019263i,-0.002261+0.00053516i,-0.0078926-0.0026215i,-0.0087536-0.0055672i,-0.0074863-0.0066336i
-0.0099324+0.01035i,-0.04118+0.023754i,-0.10507+0.034869i,-0.16878+0.047377i,-0.17459+0.09271i,-0.12397+0.15582i,-0.070564+0.16273i,-0.049095+0.1119i,-0.035594+0.061678i,-0.013156+0.030688i,-0.00027584+0.01563i,0.0012684+0.0097143i,0.0018548+0.0036319i,0.0024798-0.0031301i,0.0006076-0.010776i,-0.0050384-0.016873i,-0.0088373-0.015666i,-0.0044649-0.0092246i,0.0040034-0.0021173i,0.0092256+0.0045472i,0.0086001+0.0083015i,0.004383+0.008154i,-0.00061103+0.0071752i
