5.7524e-05-3.7701e-05i,0.00061856-0.00040311i,-0.0010785-0.00093711i,-0.0023592-0.0010241i,-0.0021633-0.00011251i,-0.0026272+0.00062321i,-0.0018959+0.0014467i,0.00041657+0.0015122i,0.0022811+0.00076855i,0.0026186-0.00058428i,0.0015929-0.00069405i,0.00056635-0.00096461i,0.00073184-0.0011207i,0.00079711-0.0007789i,-1.2048e-05+6.5782e-05i,-0.00095939+0.00085784i,-0.0005789+0.00053664i,-0.00021312-0.00064285i,5.0849e-05-0.0012268i,0.00026506-0.00060897i,-0.00046663-5.9706e-05i,-0.00068451-3.8124e-05i,-0.00054319-0.00016663i
-0.0033847-0.020165i,-0.0043233-0.051111i,0.016803-0.083592i,0.076915-0.086078i,0.13598-0.080581i,0.13172-0.10364i,0.083506-0.10701i,0.057165-0.065133i,0.04289-0.034818i,0.015363-0.026526i,-0.0013306-0.017158i,-0.0014861-0.0076587i,-0.00016423+0.001175i,-0.0014068+0.0079471i,-0.0037339+0.010278i,-0.0075147+0.0097072i,-0.011072+0.0054243i,-0.011899-0.001755i,-0.0082295-0.0086884i,-0.0021304-0.01281i,0.0019634-0.013309i,0.0038707-0.011889i,0.0037888-0.0089176i
0.017353+0.0088071i,0.052575+0.030777i,0.084162+0.05298i,0.053724+0.036735i,-0.03408-0.019809i,-0.091537-0.053062i,-0.084085-0.044953i,-0.053641-0.033179i,-0.030689-0.01832i,-0.014471+0.002081i,-0.0034557+0.010704i,0.0027438+0.0070984i,0.005249-0.00014568i,0.0057571-0.0045074i,0.0096025-0.0032017i,0.018189+0.0010359i,0.022191+0.0045272i,0.015544+0.0057025i,0.0041547+0.0064772i,-0.0035621+0.0089918i,-0.0028713+0.0095578i,0.00076041+0.00527i,0.0026498+0.00031244i
-0.018512+0.012439i,-0.060826+0.029737i,-0.11897+0.048615i,-0.13738+0.068565i,-0.086523+0.10436i,-0.014725+0.12947i,0.015432+0.10887i,0.0035752+0.07124i,-0.0024698+0.042408i,0.0052286+0.013494i,0.0023058-0.0045065i,-0.0048586-0.0054272i,-0.0068705-0.0058286i,-0.0080184-0.0092257i,-0.011622-0.010499i,-0.019288-0.01115i,-0.022642-0.010043i,-0.014631-0.0057642i,-0.0031074-0.0011714i,0.0028236+0.0026857i,0.001913+0.0062677i,-0.0026078+0.00909i,-0.0051729+0.0099175i
0.0034584-0.017882i,0.016458-0.052801i,0.056999-0.088592i,0.1231-0.098082i,0.16679-0.10253i,0.14562-0.11984i,0.090154-0.10623i,0.054821-0.062842i,0.034446-0.031217i,0.013456-0.013794i,0.0029457-0.0051035i,0.0009842-0.0022187i,0.00048011+0.0049563i,-0.002185+0.012623i,-0.0064688+0.015999i,-0.0073547+0.016738i,-0.007332+0.012629i,-0.0087272+0.0054247i,-0.0079-0.0010912i,-0.0033639-0.0080808i,-0.0011893-0.013421i,-0.0019582-0.01224i,-0.00063212-0.0065151i
0.018204+0.0051664i,0.04703+0.020463i,0.058455+0.030055i,-0.0082963+0.022832i,-0.12104+0.027839i,-0.16176+0.062156i,-0.11001+0.070832i,-0.053103+0.032383i,-0.030745+0.0058655i,-0.016444+0.01149i,-0.0029176+0.016274i,0.0010673+0.012376i,0.0013306+0.006614i,0.0066494+0.0016029i,0.016708-0.00031547i,0.025891+0.0015764i,0.028583+0.0075254i,0.021747+0.012407i,0.010604+0.014471i,0.0018429+0.01434i,-0.001233+0.010074i,-0.00054692+0.0032149i,-0.00079867-0.0022261i
-0.015402+0.0058919i,-0.048512+0.021716i,-0.0855+0.046996i,-0.070486+0.07177i,0.0029966+0.082867i,0.055212+0.067092i,0.053111+0.038797i,0.036713+0.024129i,0.025737+0.008648i,0.013508-0.012749i,0.0025603-0.019913i,-0.0029881-0.01619i,-0.0068193-0.012023i,-0.0091138-0.0087552i,-0.010048-0.0093512i,-0.013089-0.013724i,-0.015234-0.017732i,-0.010516-0.015458i,-0.0012808-0.0088498i,0.0043771-0.0041213i,0.0038609-0.0011885i,0.00065577+0.0012621i,-0.0018339+0.0028766i
0.0054952-0.012111i,0.019097-0.044213i,0.052219-0.084932i,0.088154-0.11544i,0.092163-0.13921i,0.053429-0.1471i,0.0089634-0.10798i,-0.0024488-0.050176i,0.0029159-0.018037i,0.00080419-0.0049823i,9.4036e-05+0.0026311i,0.0061086+0.0055184i,0.0096281+0.006419i,0.005655+0.0086484i,0.00066485+0.013359i,-0.0010152+0.017073i,-0.0041549+0.013868i,-0.0070882+0.004837i,-0.0065045-0.0041233i,-0.0038376-0.0084221i,0.0011949-0.0069122i,0.0063227-0.0031758i,0.0089758-0.00013415i
0.0086802+0.0066779i,0.018055+0.025198i,0.0052894+0.040487i,-0.061833+0.042178i,-0.13784+0.054324i,-0.13095+0.081235i,-0.068374+0.069632i,-0.038992+0.029727i,-0.028125+0.016035i,-0.0060288+0.016424i,0.0052262+0.012109i,0.0053994+0.0096971i,0.008391+0.0054902i,0.011778-0.0017827i,0.013825-0.00736i,0.015873-0.0076474i,0.017802-0.001531i,0.01714+0.0050091i,0.011348+0.0076361i,0.002875+0.0087901i,-0.0037704+0.0079362i,-0.0069797+0.00347i,-0.0072987-0.0015293i
-0.010345+0.0022413i,-0.034941+0.0066996i,-0.045641+0.022608i,0.0099145+0.045828i,0.11143+0.046739i,0.15467+0.0064908i,0.11495-0.030401i,0.06423-0.03003i,0.031601-0.020474i,0.0099568-0.018542i,-0.00069064-0.017005i,-0.0073436-0.014013i,-0.012909-0.008576i,-0.015935-0.0060497i,-0.018714-0.0097669i,-0.021541-0.01497i,-0.019614-0.018188i,-0.013226-0.016546i,-0.0056735-0.010258i,0.0013496-0.0051916i,0.0025237-0.0045237i,-0.0023132-0.0027413i,-0.0073921+0.0020396i
0.0080313-0.011885i,0.031046-0.036696i,0.056996-0.073519i,0.045547-0.10125i,-0.013389-0.099928i,-0.067593-0.06441i,-0.071134-0.017026i,-0.035459+0.0025049i,-0.012365-0.00069553i,-0.013561+0.0039011i,-0.011122+0.011045i,-0.0025755+0.0099081i,0.0022807+0.0063372i,0.0041933+0.0071119i,0.0045875+0.013313i,0.0039758+0.020557i,0.00020876+0.022003i,-0.0059161+0.016364i,-0.008351+0.0078553i,-0.0050727+0.00046294i,0.0023144-0.002164i,0.0088736-0.0024664i,0.011007-0.0021322i
0.00396+0.014218i,0.0057938+0.044984i,-0.011306+0.080701i,-0.056385+0.093391i,-0.096118+0.092992i,-0.085773+0.096101i,-0.03845+0.082731i,-0.0087856+0.055408i,0.0013669+0.031982i,0.0099555+0.010249i,0.0086739-0.0026181i,0.003185-0.0041791i,0.0026473-0.0047692i,0.0045208-0.0061892i,0.0077743-0.0067756i,0.0111-0.0049893i,0.013249-0.00091319i,0.011826+0.002806i,0.0063241+0.0053161i,-0.00057407+0.0058969i,-0.0066814+0.0033983i,-0.0083734-0.00064919i,-0.0052891-0.0043665i
-0.014347-0.0050924i,-0.036557-0.010383i,-0.040232-0.0071403i,0.026956+0.0054267i,0.12627-0.0067944i,0.14643-0.056119i,0.082842-0.082948i,0.027966-0.058537i,0.011132-0.030332i,0.0046438-0.020413i,8.5113e-05-0.015113i,-0.0019291-0.010863i,-0.0048458-0.0065761i,-0.011061-0.0038163i,-0.016586-0.0055126i,-0.016808-0.01086i,-0.012916-0.016674i,-0.0081411-0.017304i,-0.0028726-0.011865i,0.0021922-0.0053439i,0.0042818-0.0010534i,0.0028149+0.0041174i,0.0016994+0.0076461i
0.011512-0.013669i,0.033878-0.039883i,0.047194-0.083366i,0.0013559-0.11517i,-0.085314-0.097227i,-0.11907-0.039051i,-0.085285-0.00073744i,-0.048007-0.0030332i,-0.031681-0.0053385i,-0.019393+0.0073119i,-0.0060791+0.016313i,0.0029979+0.015314i,0.0081438+0.0105i,0.010951+0.00882i,0.01233+0.012357i,0.01056+0.01718i,0.0048601+0.018662i,-0.00032594+0.015675i,-0.0011056+0.0089497i,0.00015697+0.0027787i,0.0015441+0.00019954i,0.0035112+8.2718e-05i,0.0042507+0.00061647i
0.0046974+0.01309i,0.0040806+0.047719i,0.00063759+0.093616i,0.0007371+0.11779i,0.017568+0.11204i,0.052697+0.09425i,0.081715+0.066874i,0.076379+0.035244i,0.047571+0.012017i,0.02685+2.5889e-06i,0.016925-0.0043337i,0.0088698-0.0042331i,0.0036061-0.0025751i,0.0029625-0.0029959i,0.0049563-0.0064204i,0.0075495-0.0086749i,0.0099067-0.0065918i,0.010494-0.0028587i,0.0077792+0.00056256i,0.0017628+0.0020766i,-0.0046823+0.00012826i,-0.0088719-0.0041159i,-0.0099603-0.0069187i
-0.0070719-0.0086573i,-0.025642-0.021171i,-0.032455-0.034671i,0.0077503-0.033379i,0.067126-0.03304i,0.065387-0.049926i,0.016678-0.047465i,-7.19e-05-0.021288i,0.0072646-0.0084036i,0.0006412-0.0077997i,-0.0067545-0.0053159i,-0.0068509-0.0024233i,-0.0061436+0.00038852i,-0.0076745+0.0011617i,-0.011817-0.00062962i,-0.014797-0.0043228i,-0.015557-0.0092i,-0.01387-0.010384i,-0.0081266-0.0070002i,-0.00022556-0.0039788i,0.0057272-0.0022308i,0.0056956+0.0013057i,0.0023932+0.0045715i
0.01261-0.0089881i,0.030052-0.025808i,0.031239-0.060068i,-0.030732-0.090716i,-0.12817-0.079947i,-0.16617-0.026922i,-0.13575+0.017918i,-0.096755+0.029152i,-0.060686+0.027248i,-0.028023+0.021898i,-0.011992+0.014442i,-0.0048417+0.0097854i,0.00096194+0.0062083i,0.0061829+0.0044898i,0.0093479+0.0071583i,0.0063889+0.013309i,0.0012854+0.017943i,-0.00099574+0.016372i,-0.0024672+0.010014i,-0.0037989+0.0026196i,-0.0028311-0.00056896i,0.00026363-0.00091538i,0.0024099-0.0025505i
-0.0048024+0.011761i,-0.0091783+0.043113i,-0.0045885+0.096133i,0.034562+0.13449i,0.097766+0.11576i,0.12951+0.050332i,0.1108-0.0097034i,0.066326-0.029194i,0.028044-0.024196i,0.013171-0.018333i,0.0094388-0.01637i,0.0050957-0.015351i,0.0017542-0.012601i,-0.00038118-0.010516i,-0.00039982-0.012456i,0.0043193-0.014614i,0.010607-0.01273i,0.012896-0.0094397i,0.0086471-0.0053544i,0.0018932-0.00067427i,-0.0032037+0.0004697i,-0.0047188-0.0011183i,-0.0027843-0.0013777i
-0.0067671-0.0094991i,-0.016994-0.032764i,-0.026913-0.063324i,-0.02222-0.074826i,-0.010809-0.066652i,-0.010076-0.060902i,-0.011118-0.060104i,0.0020589-0.056567i,0.0090072-0.044305i,7.3892e-05-0.024395i,-0.004442-0.0082017i,-0.0016892-0.0016914i,-0.00064111-0.00064276i,-0.0022745-0.0005477i,-0.0041778+0.0012375i,-0.006796+0.0023318i,-0.0096632-0.00023197i,-0.0101-0.0019013i,-0.0059574-0.001002i,0.0011032-0.00034121i,0.0058428+0.0014643i,0.0052361+0.0055564i,0.002697+0.0081578i
0.012825-0.0021396i,0.031465-0.003323i,0.042794-0.015963i,0.0032074-0.039249i,-0.070286-0.032699i,-0.089567+0.028801i,-0.045336+0.082849i,-0.0083299+0.078565i,0.0038344+0.048019i,0.0088298+0.026602i,0.008349+0.017456i,0.005377+0.014123i,0.0050634+0.010216i,0.0058139+0.0084066i,0.006314+0.0094095i,0.0062818+0.012003i,0.0044713+0.014269i,0.0022231+0.013022i,0.00031747+0.0090412i,-0.0022262+0.0050335i,-0.004688+0.00074776i,-0.0046321-0.0025734i,-0.0023862-0.0043556i
-0.0042522+0.011754i,-0.015025+0.036128i,-0.011527+0.08254i,0.036809+0.1244i,0.10548+0.12098i,0.12184+0.069299i,0.08417+0.028064i,0.047183+0.02414i,0.028848+0.020649i,0.01677+0.0067855i,0.0076261-0.003181i,0.0030542-0.0059792i,-6.5832e-05-0.0045533i,-0.0026248-0.0042874i,-0.0027116-0.0072548i,0.00070936-0.011163i,0.0045096-0.012787i,0.0045688-0.011493i,0.002913-0.006696i,0.0017602-0.0011414i,0.0006553+0.00019421i,-0.00014407-0.0018669i,-0.00098317-0.0024421i
-0.0033826-0.0096473i,-0.0092746-0.040598i,-0.027248-0.09177i,-0.058673-0.12696i,-0.085536-0.12049i,-0.099909-0.098471i,-0.10457-0.08297i,-0.088717-0.060382i,-0.058105-0.02948i,-0.033421-0.0088784i,-0.02106-0.00077239i,-0.0127+0.002359i,-0.0050393+0.0026376i,-0.0017103+0.00283i,-0.0032492+0.0045897i,-0.0081461+0.0043732i,-0.012903+0.0013668i,-0.014357-0.00025338i,-0.010578-0.00064956i,-0.0027048-0.0024218i,0.0038527-0.0024833i,0.0054237-0.00048734i,0.0040851+0.0009246i
0.0092708+0.0039154i,0.031348+0.015299i,0.056292+0.029823i,0.055505+0.028134i,0.030866+0.017879i,0.019045+0.025039i,0.025491+0.02874i,0.016855+0.0095132i,-0.00088472-0.0050009i,-0.0020528-0.0040937i,0.0025662-0.0025384i,0.0022339-0.0019525i,0.0012588-0.00031037i,0.0026396+0.0011264i,0.0051289+0.0016169i,0.0056385+0.0034942i,0.0049379+0.0074637i,0.0065916+0.0097985i,0.0078951+0.0075771i,0.0042265+0.0028125i,-0.0012535-0.00060451i,-0.0029352-0.002004i,-0.00023261-0.0028265i
-0.0079363+0.0026019i,-0.025021+0.020238i,-0.037818+0.057369i,-0.009376+0.097165i,0.04979+0.099249i,0.087277+0.054078i,0.093321+0.0080607i,0.084649-0.0096245i,0.061059-0.015482i,0.031523-0.017276i,0.014136-0.014141i,0.0067549-0.011969i,0.0027731-0.010353i,0.0011614-0.0084733i,0.00049389-0.0081593i,0.0018468-0.0093252i,0.0044221-0.0089452i,0.0050096-0.0064709i,0.0040357-0.0034092i,0.0032018+0.00086968i,0.003375+0.0037676i,0.0024889+0.0044709i,0.0013848+0.0053257i
-0.0018583-0.010886i,-0.0026324-0.038815i,-0.012564-0.09624i,-0.051142-0.15019i,-0.10363-0.14857i,-0.12307-0.090279i,-0.10491-0.027877i,-0.068193+0.0057828i,-0.031449+0.017339i,-0.012175+0.016351i,-0.0062443+0.013136i,-0.0022597+0.0094733i,-0.00022053+0.003949i,-0.00081783+0.00015061i,-0.0034562+0.00095506i,-0.0079187+0.0047946i,-0.011251+0.0062318i,-0.012366+0.0043103i,-0.010722+0.0019855i,-0.0065557+0.00016959i,-0.003747-0.00046334i,-0.004613-0.00028076i,-0.0048195+0.00051977i
0.0066822+0.0038243i,0.02399+0.025952i,0.053501+0.061058i,0.077329+0.086579i,0.074633+0.086762i,0.049085+0.071605i,0.018282+0.059102i,-0.0058867+0.046612i,-0.012161+0.028597i,-0.0051663+0.014616i,0.00050291+0.0080774i,0.0022203+0.0057801i,0.0035904+0.0032583i,0.0036873+0.00035377i,0.0028766-0.0015377i,0.005023-0.0016311i,0.0081468+0.00086229i,0.0098194+0.0021427i,0.0088493+0.0015135i,0.0034913+0.00032562i,-0.0028398-0.0021599i,-0.003421-0.004106i,-0.0012694-0.0042735i
-0.0077644+0.00070664i,-0.026031+0.0021804i,-0.053634+0.010123i,-0.055409+0.027984i,-0.0166+0.032863i,0.01976-0.0056634i,0.027908-0.052193i,0.02262-0.058222i,0.012828-0.038602i,0.0028719-0.023068i,-0.0028298-0.013944i,-0.0041759-0.0062597i,-0.0027841-0.0012092i,-0.00092948+0.00017086i,0.00053081+0.00030322i,0.0020247-0.0020657i,0.0022056-0.0067415i,6.1127e-05-0.0092238i,-0.0013461-0.0075592i,0.0011803-0.0036531i,0.0062273-0.00053411i,0.0073109+0.00014795i,0.0031415+0.0004274i
0.0050046-0.0072137i,0.013949-0.030267i,0.01962-0.076039i,3.9432e-05-0.12325i,-0.036566-0.12766i,-0.050894-0.075497i,-0.036367-0.025634i,-0.017048-0.014757i,-0.0073565-0.01145i,-0.0037016-0.0036843i,-0.0035373+0.00024596i,-0.0050487+0.001884i,-0.0059355+0.0032617i,-0.00734+0.0051891i,-0.0081041+0.0074733i,-0.008108+0.0084942i,-0.0098742+0.007933i,-0.01101+0.0074637i,-0.0081489+0.0075247i,-0.0027326+0.0048644i,-0.00097512+0.00042365i,-0.0022403-0.0019503i,-0.0013869-0.0028819i
0.0033428+0.010326i,0.013549+0.037833i,0.035188+0.091692i,0.064513+0.14145i,0.077072+0.14665i,0.066899+0.11875i,0.054524+0.093095i,0.044247+0.067362i,0.030673+0.034495i,0.018521+0.011046i,0.012325+0.0014577i,0.0075473-0.0042486i,0.0034698-0.0069794i,0.0027789-0.0058068i,0.0031919-0.0043418i,0.0042297-0.0031344i,0.0059331-0.00039007i,0.0079425+0.0023938i,0.007829+0.0036768i,0.0039239+0.0034905i,-0.00080398+0.0029764i,-0.0017853+0.0032219i,0.00040581+0.0024312i
-0.0062825-0.0012719i,-0.026252-0.013065i,-0.057946-0.036589i,-0.081551-0.057266i,-0.075106-0.059838i,-0.051501-0.057819i,-0.03629-0.052726i,-0.025979-0.030214i,-0.014768-0.0070303i,-0.0083187-0.0013779i,-0.0048326-0.0017712i,-0.00061514-0.00083616i,0.0022117-0.00081442i,0.0029305-0.0011469i,0.0023261-0.0018786i,6.971e-05-0.0030128i,-0.0025396-0.0041669i,-0.0050444-0.0067015i,-0.0067304-0.0081135i,-0.0051169-0.0053304i,-0.00080181-0.0023135i,0.00118-0.00064486i,-0.00024704+0.0019726i
0.0063806-0.00613i,0.024498-0.01606i,0.052296-0.042006i,0.058958-0.07485i,0.029973-0.08525i,-0.007307-0.064254i,-0.033983-0.038993i,-0.043696-0.02852i,-0.035137-0.017586i,-0.018705-0.003666i,-0.0078678+0.0039793i,-0.00427+0.0061069i,-0.0016594+0.0064608i,-0.00063354+0.0046655i,-0.00064263+0.0026506i,-0.0011938+0.0036225i,-0.001949+0.0056479i,-0.00099241+0.0067631i,0.0015475+0.0058238i,0.0029151+0.0020683i,-0.00016507-0.0031124i,-0.003575-0.0062352i,-0.0029428-0.0057424i
0.0044436+0.0041807i,0.0038032+0.028156i,0.00077683+0.077244i,0.0080626+0.13319i,0.030185+0.14612i,0.051339+0.10098i,0.064758+0.044629i,0.060307+0.0099576i,0.040216-0.0074225i,0.019941-0.010584i,0.0074889-0.0068028i,0.0021249-0.0040862i,0.0015567-0.0025965i,0.0038116-0.001367i,0.0058089-0.001079i,0.0080674-0.0016918i,0.010108-0.0024236i,0.011042-0.0016306i,0.010111-0.00039641i,0.0062448+0.00011141i,0.0039061+0.0014446i,0.0039696+0.0025798i,0.0027959+0.0023373i
-0.0054901-0.0035026i,-0.019055-0.023543i,-0.044896-0.06342i,-0.067682-0.103i,-0.062184-0.10556i,-0.034278-0.06901i,-0.0070876-0.030839i,0.0094694-0.0066837i,0.013161+0.0041253i,0.0074125+0.0027995i,0.0011217-0.00052337i,-0.0016624-0.0015017i,-0.0037609-0.00070467i,-0.0068124+0.00057266i,-0.0090267+0.001927i,-0.010073+0.0036416i,-0.010338+0.001995i,-0.01213-0.0028844i,-0.01371-0.0047913i,-0.0097397-0.0015665i,-0.0032319+0.0018656i,0.00020782+0.0013107i,0.00039496+0.00099703i
0.0082919-0.0015862i,0.027262-0.0012224i,0.062323+0.0045891i,0.083758+0.010118i,0.057564+0.013347i,0.0034049+0.027311i,-0.034208+0.045626i,-0.039329+0.045329i,-0.024564+0.029509i,-0.010145+0.016891i,-0.0033+0.0098994i,-0.00087586+0.0035006i,-0.0006317-0.00049914i,-0.001963-0.0015898i,-0.003764-0.0027848i,-0.0045357-0.0024701i,-0.003882+0.00061219i,-0.0017752+0.004699i,0.00091906+0.0068647i,0.00098526+0.0046523i,-0.0028229-9.328e-05i,-0.0040485-0.0026812i,-0.00039615-0.0027175i
-0.003948+0.0035712i,-0.014677+0.021086i,-0.032741+0.053249i,-0.045322+0.086853i,-0.040565+0.08962i,-0.022839+0.049964i,-0.0095448+0.0064463i,-0.0068565-0.0092496i,-0.0071752-0.009511i,-0.0042156-0.00673i,0.00012097-0.0037429i,0.0032578-0.0020914i,0.0049612-0.0016252i,0.0066461-0.0027165i,0.0083151-0.0034402i,0.0094894-0.0037953i,0.0092544-0.0056379i,0.0080516-0.007584i,0.005854-0.0085465i,0.0029394-0.0075834i,0.0022131-0.0036097i,0.0018896+0.00093278i,0.00019263+0.0034843i
-0.0034332-0.004705i,-0.0066505-0.026446i,-0.011012-0.074947i,-0.015271-0.1284i,-0.0071655-0.1408i,0.0067679-0.11171i,0.0087146-0.083433i,0.0022496-0.06517i,-0.0038326-0.040386i,-0.0065122-0.017676i,-0.0061453-0.005885i,-0.005029+0.0015539i,-0.004179+0.0067822i,-0.0039836+0.008858i,-0.0037396+0.0096119i,-0.0035973+0.0087969i,-0.0041373+0.0069078i,-0.005808+0.0036705i,-0.0067401+0.0014588i,-0.0035529+0.0022011i,0.00091194+0.0010401i,0.0018805-0.0019252i,-0.0003024-0.0025184i
0.007023+0.0017507i,0.023772+0.014425i,0.049725+0.044387i,0.070129+0.079556i,0.063261+0.089228i,0.043537+0.069789i,0.037968+0.048316i,0.038603+0.028229i,0.030806+0.0079555i,0.017108-0.0013183i,0.0066706-0.0018334i,0.0014113-0.0024167i,0.00064771-0.0027341i,0.0013319-0.0018193i,0.00060735-0.0012959i,-0.00025459-0.00068871i,0.00037812+0.0024569i,0.0025088+0.0082114i,0.0060275+0.011439i,0.0069015+0.0081823i,0.0028322+0.0026508i,0.0010957-2.6422e-05i,0.0024843-0.0012475i
-0.0053477+0.001069i,-0.020077+0.0044691i,-0.050975+0.011376i,-0.074784+0.019191i,-0.062775+0.023824i,-0.02685+0.027213i,0.0027342+0.030546i,0.014232+0.032607i,0.014803+0.02489i,0.011266+0.010295i,0.007009+0.00050548i,0.0045695-0.0032713i,0.002329-0.0047617i,0.00078033-0.0043019i,0.0014047-0.0036332i,0.0017554-0.0042885i,0.00082744-0.0066113i,-0.00063006-0.0096624i,-0.0029753-0.010758i,-0.0045476-0.0081581i,-0.0033796-0.0016427i,-0.0010268+0.0035707i,-0.00070881+0.0044435i
3.1038e-05-0.0068548i,0.0050987-0.024378i,0.018592-0.059325i,0.032645-0.094954i,0.028088-0.099727i,-0.00097126-0.066061i,-0.036381-0.028968i,-0.050016-0.0077244i,-0.038795+0.0043141i,-0.020007+0.0078603i,-0.0075167+0.0070732i,-0.0018883+0.0062813i,0.00032618+0.0044693i,3.137e-05+0.0024736i,-0.0013374+0.0015455i,-0.0028211+0.0015658i,-0.0050296+0.0015065i,-0.0069441+0.001561i,-0.0071753+0.0026083i,-0.0055104+0.0031428i,-0.0030034+0.00051067i,-0.0015616-0.0021363i,-0.0002408-0.0011178i
0.0042316+0.0049551i,0.012329+0.020714i,0.023923+0.057385i,0.023374+0.097129i,0.00040652+0.098968i,-0.019586+0.055436i,-0.01926+0.010479i,-0.012548-0.011276i,-0.0093096-0.014034i,-0.0072713-0.0068186i,-0.0035604-0.0016833i,-0.00013537-0.0025336i,0.0025786-0.0037769i,0.0049562-0.0041766i,0.0059099-0.0044094i,0.0067855-0.0035805i,0.007621-0.0013889i,0.0086267+0.0024921i,0.010526+0.0026793i,0.0094518-0.0013385i,0.0047835-0.0040262i,0.00018254-0.0034205i,-0.00079957-0.0020744i
-0.0051133-0.0011193i,-0.020022-0.0050559i,-0.04665-0.021754i,-0.063917-0.046115i,-0.043668-0.0521i,-0.00094251-0.042125i,0.029668-0.035624i,0.034616-0.031234i,0.022017-0.024264i,0.0088201-0.016753i,0.0018467-0.0089067i,-0.00096933-0.001791i,-0.0019097+0.0020277i,-0.00272+0.0026471i,-0.002829+0.0030494i,-0.0020942+0.0036364i,-0.0015838+0.0022613i,-0.0020555-0.0020278i,-0.0037087-0.0050567i,-0.0039556-0.0029315i,-0.0014441+0.0017648i,-0.00030768+0.0037999i,-0.0016408+0.001817i
0.00095809-0.0045904i,0.013486-0.012506i,0.03866-0.024313i,0.06277-0.030688i,0.064481-0.023518i,0.043402-0.0044446i,0.022418+0.01412i,0.015471+0.01871i,0.013846+0.011133i,0.0086908+0.0031937i,0.0033152+0.00029162i,0.00056293+0.00079979i,-0.0015246+0.0024221i,-0.003959+0.0038435i,-0.0057478+0.0038911i,-0.0070834+0.0040784i,-0.0076735+0.0062675i,-0.0074029+0.0093212i,-0.0059092+0.011283i,-0.0036346+0.0099508i,-0.0014985+0.0054902i,0.00085719+0.00048852i,0.0037775-0.0013483i
-0.0012698+0.0010256i,-0.0018683+0.016435i,-0.011161+0.050662i,-0.026741+0.086151i,-0.038025+0.08974i,-0.0356+0.064536i,-0.021957+0.044551i,-0.008757+0.036245i,0.0011762+0.025939i,0.0066313+0.013424i,0.0059632+0.0037857i,0.0046022-0.0030439i,0.0039759-0.007056i,0.0033524-0.0081859i,0.0034727-0.0075224i,0.0048815-0.0073614i,0.006574-0.0073064i,0.0071258-0.0060057i,0.0072358-0.005122i,0.0056411-0.00575i,0.0016727-0.0041581i,-0.00084697-0.00087067i,-0.001001+0.0013716i
-0.0037552-0.0028444i,-0.014104-0.014897i,-0.02537-0.042432i,-0.025827-0.07524i,-0.011253-0.081449i,-0.0012025-0.055275i,-0.010768-0.034993i,-0.023146-0.025927i,-0.02216-0.011838i,-0.011151-0.00060805i,-0.002629+0.0030115i,-0.0011586+0.0045067i,-0.0011542+0.0052864i,0.00032659+0.0041533i,0.00092493+0.0030441i,0.00033002+0.0028133i,-0.0001604+0.00056951i,-0.0013699-0.0038672i,-0.0046719-0.0061164i,-0.0059889-0.003982i,-0.0037759-0.0002007i,-0.0025872+0.0013439i,-0.003814+0.0016302i
-0.00024536+0.0037803i,0.015114+0.0058857i,0.041617+0.014354i,0.059876+0.025431i,0.046236+0.023993i,0.019435+0.0037076i,0.0056129-0.013913i,0.00098312-0.019691i,-0.0033544-0.016596i,-0.0067119-0.0071315i,-0.0054413-0.0011908i,-0.0020638-0.00024418i,0.00032868+0.00051067i,0.00215+0.0015452i,0.0017976+0.0029666i,0.00015697+0.0050754i,-0.00070648+0.0071769i,-0.00042618+0.0090172i,0.0022192+0.010209i,0.0047577+0.0085952i,0.0044012+0.0026916i,0.0036833-0.00233i,0.0040623-0.0030555i
0.00016527+0.0031848i,-0.0064932+0.012279i,-0.024747+0.024609i,-0.048042+0.033082i,-0.051038+0.030188i,-0.024616+0.018325i,0.0098537+0.01088i,0.028353+0.008083i,0.025496+0.00098935i,0.013294-0.0048074i,0.0043514-0.0066648i,0.0014545-0.0061035i,0.00024298-0.0043887i,-4.3018e-05-0.0045019i,0.00089291-0.0049951i,0.0010475-0.0049245i,0.0012468-0.0046816i,0.0020668-0.0044401i,0.0031956-0.0048467i,0.0026056-0.0044345i,-2.9392e-05-0.0019337i,-0.0014841-0.0001857i,-0.002295-0.00058808i
-0.0018276-0.0016099i,-0.00090115-0.013591i,0.0030523-0.039942i,0.015889-0.066235i,0.032315-0.063057i,0.028674-0.029674i,0.0080719+0.0013748i,-0.003031+0.011198i,-0.0012204+0.0075094i,0.0023924+0.0012601i,0.0014721-0.0003058i,-0.0008076+0.0020098i,-0.0027017+0.0036026i,-0.0054533+0.003479i,-0.0063283+0.0022565i,-0.0060847+0.0010981i,-0.0065397+0.00043505i,-0.0073468+4.4559e-05i,-0.0087824+0.00066263i,-0.0089507+0.0016591i,-0.0057529+0.0023115i,-0.0029914+0.0034683i,-0.00186+0.0043388i
0.0054919-0.0013718i,0.012921+0.0050732i,0.02269+0.023494i,0.021979+0.048448i,0.0015192+0.051234i,-0.018597+0.030662i,-0.024064+0.015211i,-0.021034+0.011159i,-0.013275+0.011292i,-0.0051909+0.0090261i,-0.0011303+0.0044223i,0.00040101+0.00089878i,0.0023511-0.0016023i,0.0030186-0.0032334i,0.0030021-0.003289i,0.0036391-0.0016995i,0.0036987+0.00013909i,0.0032411+0.0013109i,0.0039733+0.0018182i,0.0039931-4.9759e-05i,0.0028557-0.0031739i,0.0027248-0.0040313i,0.0033498-0.0021116i
