-0.004359+4.6745e-05i,-0.0039238+0.0012238i,-0.0042292+0.0023013i,-0.002991+0.0021386i,-0.0014513+0.0015421i,-0.00098705+0.0017856i,0.00032276+0.0020445i,0.00063685+0.0022594i,0.00012458+0.0015525i,0.00080386+0.00067522i,0.00098152-0.00033843i,0.00011057-0.00081239i,-0.00043213-0.00082175i,-0.00060594-0.0013841i,-0.0006355-0.00075168i,-0.00041711-4.0264e-05i,-0.00029786+0.00014997i,-2.827e-05+0.0006837i,0.00031673+0.00059475i,0.00037914+0.00046855i,-9.8282e-05-0.00015686i,-0.00019777-0.00068175i,0.00069805+0.00035069i
-0.13527-0.083761i,-0.32645-0.19603i,-0.5175-0.25909i,-0.55167-0.15186i,-0.42561+0.033347i,-0.27594+0.12915i,-0.16064+0.12752i,-0.057214+0.064501i,0.0025969-0.0078978i,-0.010049-0.037845i,-0.047315-0.033756i,-0.06136-0.021324i,-0.045263-0.012644i,-0.019763-0.020037i,-0.0082508-0.034078i,-0.0056669-0.031255i,0.0013599-0.015984i,0.0070156-0.0013236i,0.0095547+0.0081624i,0.013324+0.0086204i,0.013384+0.0016839i,0.011593-0.0045458i,0.014723-0.0060109i
0.084966+0.066894i,0.20188+0.2044i,0.31692+0.3325i,0.31305+0.2323i,0.15932-0.044759i,-0.0062244-0.19454i,-0.034852-0.15614i,0.02612-0.089714i,0.041538-0.059249i,0.0076215-0.021461i,0.001965+0.019304i,0.026522+0.029139i,0.030394+0.012987i,0.007117-0.0017777i,-0.010486-0.005062i,-0.0046746-0.0059778i,0.0069026-0.01417i,0.0025045-0.022832i,-0.00699-0.018949i,-0.0015778-0.0041972i,0.013508+0.013018i,0.02169+0.029334i,0.020078+0.037502i
0.03024-0.029064i,0.053796-0.12679i,0.038089-0.24761i,-0.0025681-0.21588i,0.026761-0.019644i,0.11173+0.094236i,0.11491+0.045022i,0.040685-0.0054402i,0.003639+0.003153i,0.022048+0.016501i,0.046988+0.01282i,0.043883-0.0036187i,0.020231-0.011513i,0.012178+0.0018989i,0.016123+0.012492i,0.0055567+0.0076071i,-0.010193+0.0026001i,-0.010393+0.0018025i,-0.0029938-0.0046516i,-0.0076371-0.018545i,-0.01957-0.029295i,-0.023173-0.034954i,-0.022397-0.037879i
-0.11237+0.012589i,-0.25485+0.025434i,-0.3809+0.050374i,-0.37379+0.087171i,-0.25633+0.11856i,-0.15006+0.12843i,-0.10724+0.10393i,-0.10712+0.038521i,-0.12355-0.010804i,-0.12036-0.010866i,-0.095783-0.0091549i,-0.070664-0.020796i,-0.044832-0.024746i,-0.023025-0.025392i,-0.012563-0.025943i,-0.007488-0.018648i,-0.0013329-0.0065188i,0.0053869+0.0025992i,0.0091484+0.0050593i,0.010222+0.0036242i,0.010567-0.0011339i,0.0089234-0.0089654i,0.007042-0.01069i
0.068213+0.013337i,0.18063+0.088916i,0.29655+0.18904i,0.29568+0.16487i,0.15041-0.01367i,-0.013143-0.14984i,-0.068092-0.12975i,-0.048126-0.046575i,-0.034404+0.0034502i,-0.02806+0.031233i,-0.0039592+0.051505i,0.021447+0.055183i,0.025716+0.049055i,0.0095743+0.039856i,-0.0045425+0.032131i,-0.0019269+0.022462i,0.0017409+0.0075378i,-0.00028869-0.0055508i,-0.0016578-0.010197i,-0.00010518-0.0059994i,0.0023036+0.0014193i,0.0021377+0.0093587i,4.2879e-05+0.016589i
0.011251-0.024204i,-0.0055549-0.084461i,-0.039801-0.12851i,-0.0416-0.053594i,0.024138+0.10961i,0.10998+0.19089i,0.12556+0.14006i,0.078442+0.07161i,0.057147+0.04974i,0.074763+0.022849i,0.068879-0.016593i,0.030501-0.028926i,0.0028207-0.016026i,0.0048384+0.0012193i,0.016689+0.0093549i,0.016482+0.0073466i,0.0090406+0.0064394i,0.0056371+0.0084338i,0.0029411+0.0039535i,-0.0072367-0.0027208i,-0.020141-0.0047083i,-0.025515-0.0071066i,-0.026312-0.012434i
-0.044131+0.034286i,-0.082306+0.048253i,-0.092905+0.022303i,-0.04732-0.033119i,0.02466-0.045353i,0.072871-0.00077001i,0.070722+0.033344i,0.032631+0.032049i,0.006461+0.023997i,-0.0074599+0.0077444i,-0.033994-0.014777i,-0.051332-0.022047i,-0.042342-0.019626i,-0.02916-0.01901i,-0.023167-0.014808i,-0.014654-0.0018575i,-0.0015307+0.0092438i,0.0023381+0.0097245i,-0.0019955+0.0083962i,0.00081546+0.011625i,0.0093506+0.012601i,0.012816+0.01245i,0.013069+0.013197i
0.02664-0.0054577i,0.087752+0.03009i,0.16619+0.094444i,0.18673+0.086941i,0.10652-0.057212i,-0.01207-0.20446i,-0.051116-0.18929i,0.011723-0.072372i,0.066152-0.0062991i,0.05404+0.0067693i,0.031638+0.024039i,0.029801+0.041414i,0.028417+0.046796i,0.021528+0.041677i,0.013157+0.027559i,0.0052279+0.013247i,0.00080744+0.0039469i,-0.0004957-0.002364i,-0.00051497-0.0048067i,-0.00021445-0.0028781i,0.00096044+0.0018033i,0.0039911+0.0093482i,0.009784+0.017219i
0.0098766-0.020905i,-0.00058476-0.06154i,-0.03564-0.10465i,-0.072226-0.089598i,-0.078105-0.0021464i,-0.053194+0.077943i,-0.012122+0.076288i,0.017112+0.016153i,0.018334-0.028683i,0.016463-0.041392i,0.016985-0.044979i,0.010795-0.040274i,0.0068686-0.02901i,0.014872-0.020919i,0.027209-0.020461i,0.028299-0.024898i,0.020914-0.023294i,0.015019-0.013652i,0.0098202-0.0065901i,0.0037291-0.0052855i,0.00034874-0.0037605i,0.002692-0.0059638i,0.0040705-0.015828i
-0.020302+0.01473i,-0.045032-0.014187i,-0.060523-0.10515i,-0.048397-0.18333i,-0.00373-0.13396i,0.051304-0.0073923i,0.052463+0.041666i,-0.012271+0.0077902i,-0.067982-0.012146i,-0.077616-0.004015i,-0.069119+0.0041957i,-0.05138+0.002179i,-0.028577-0.0074559i,-0.019871-0.013421i,-0.021856-0.0084914i,-0.016351+0.0020626i,-0.0060543+0.0079316i,0.00062727+0.0093267i,0.0068772+0.0103i,0.015412+0.0070379i,0.021308-0.0035399i,0.015654-0.014125i,0.0039259-0.015031i
-0.005585+0.014223i,0.0064988+0.075389i,0.016701+0.19i,0.01388+0.2464i,-0.0013916+0.12954i,-0.031453-0.06969i,-0.043157-0.14753i,-0.011609-0.087842i,0.014738-0.033681i,0.00079111-0.0084048i,-0.010349+0.025321i,0.002245+0.046743i,0.014478+0.045917i,0.015157+0.036949i,0.0089651+0.025342i,0.0033409+0.014832i,0.0023125+0.0057399i,0.003404-0.00099459i,0.0047396-0.0052405i,2.2826e-05-0.0071929i,-0.010672-0.0057123i,-0.016654-0.00077354i,-0.014409+0.0073963i
0.0094822-0.025419i,0.019641-0.056792i,0.014702-0.10033i,-0.037422-0.12029i,-0.12102-0.073486i,-0.13744+0.0023566i,-0.077781+0.021789i,-0.034577-0.018486i,-0.029179-0.041282i,-0.02283-0.030055i,-0.0089014-0.024919i,-0.0039363-0.027766i,-0.0067802-0.029223i,-0.0089139-0.030389i,-0.005095-0.028593i,0.0011741-0.024928i,0.0039176-0.020941i,0.0030694-0.017673i,-0.00087362-0.014588i,-0.0070223-0.008827i,-0.011695+0.0011877i,-0.0096123+0.0097776i,-0.0031193+0.0051144i
-0.017936+0.0088467i,-0.062891-0.027306i,-0.11639-0.085286i,-0.098686-0.084924i,0.0098986+0.012986i,0.092179+0.1225i,0.068815+0.13501i,-0.0054985+0.081082i,-0.0451+0.056776i,-0.031707+0.054665i,-0.011078+0.036409i,-0.0061435+0.0097181i,-0.011171-0.0048773i,-0.020021-0.00098203i,-0.025616+0.013544i,-0.022825+0.027412i,-0.016752+0.031538i,-0.011304+0.026175i,-0.0035197+0.018509i,0.0079167+0.0088675i,0.017182-0.0012464i,0.016119-0.0062131i,0.0075426-0.0042843i
0.0088974+0.037329i,0.04235+0.13611i,0.093599+0.28634i,0.12308+0.35427i,0.11321+0.22986i,0.076062+0.013715i,0.036826-0.082885i,0.02855-0.032293i,0.040947+0.022697i,0.036281+0.030489i,0.024176+0.031166i,0.01791+0.033903i,0.013324+0.035773i,0.018486+0.036024i,0.029074+0.024051i,0.029024+0.0058355i,0.021559-0.0037243i,0.015208-0.0073033i,0.0071056-0.0096293i,-0.0022085-0.0055379i,-0.0065496+0.0030757i,-0.0030477+0.0075047i,0.0017509+0.0089773i
0.0074416-0.045953i,0.031139-0.12222i,0.059268-0.22313i,0.035887-0.29602i,-0.058601-0.28838i,-0.12536-0.19036i,-0.10096-0.079469i,-0.045313-0.029607i,-0.016926-0.020981i,-0.0067297-0.016371i,0.000597-0.016037i,0.0022197-0.017737i,-0.0028125-0.014956i,-0.0058071-0.012775i,-0.00094589-0.018277i,0.0047964-0.027786i,0.0054435-0.030837i,0.0030624-0.024615i,-0.00048911-0.017001i,-0.0036442-0.01162i,-0.0039941-0.0081209i,0.00038885-0.0067571i,0.0062121-0.0087924i
-0.02285+0.015821i,-0.088673+0.019194i,-0.17135+0.013507i,-0.15667+0.043906i,-0.031069+0.13591i,0.049211+0.20386i,0.034214+0.18698i,0.002225+0.12077i,-0.0055232+0.062275i,0.0030089+0.029527i,0.0042215+0.0066396i,-0.00089926-0.0042878i,0.00051015-0.0010486i,-6.0361e-05+0.0067226i,-0.0059919+0.018093i,-0.0089177+0.030475i,-0.0070383+0.03388i,-0.0021455+0.028894i,0.0056356+0.02259i,0.017163+0.012539i,0.024638-0.0021482i,0.017367-0.012648i,-0.0004432-0.013709i
0.028555+0.028242i,0.10272+0.094985i,0.20266+0.19152i,0.22351+0.22389i,0.14893+0.13706i,0.10419+0.01937i,0.10408-0.042788i,0.0861-0.036003i,0.059479-0.011035i,0.034748-0.012194i,0.007463-0.015733i,-0.0090562-0.0036434i,-0.0039785+0.0079315i,0.014734+0.0061404i,0.027969-0.0062664i,0.028187-0.016723i,0.023443-0.016763i,0.018356-0.013366i,0.0084685-0.011016i,-0.0064249-0.0039542i,-0.016137+0.0061392i,-0.015975+0.012895i,-0.011549+0.015931i
-0.0213-0.053323i,-0.036757-0.14963i,-0.058108-0.29548i,-0.081831-0.39828i,-0.098372-0.38734i,-0.094588-0.29075i,-0.050843-0.17402i,0.00082444-0.099435i,0.010203-0.070499i,-0.0056171-0.048086i,-0.0085731-0.025911i,-0.0007599-0.015202i,0.0022028-0.01431i,-0.0056023-0.019426i,-0.017971-0.023592i,-0.02287-0.021013i,-0.01927-0.017114i,-0.012812-0.013095i,-0.0081581-0.0091239i,-0.0093156-0.010744i,-0.016691-0.013904i,-0.018533-0.0099749i,-0.0075217-0.0034332i
-0.010798+0.031112i,-0.073618+0.092732i,-0.15453+0.18629i,-0.15053+0.26179i,-0.066859+0.28676i,-0.019897+0.24828i,-0.025973+0.15676i,-0.030696+0.056654i,-0.029859+0.0031241i,-0.024577+0.0039655i,-0.012758+0.013879i,-0.0043355+0.0092668i,0.0012163+0.0038779i,0.00047328+0.0078878i,-0.0078963+0.021891i,-0.013177+0.037154i,-0.012122+0.040193i,-0.0081302+0.031033i,0.0007023+0.02015i,0.014531+0.012044i,0.024841+0.0071639i,0.022436+0.0043495i,0.011255+0.0011065i
0.03921+0.0027499i,0.12742+0.00071797i,0.21812-0.0018541i,0.19634+0.0071956i,0.098893+0.019892i,0.063561+0.014668i,0.061427-0.025115i,0.015044-0.037621i,-0.024281-0.007595i,-0.030278+0.0052897i,-0.033802+0.0077105i,-0.031783+0.01497i,-0.022383+0.013851i,-0.0074287+0.0082372i,0.015124-0.001884i,0.030594-0.016332i,0.029581-0.021547i,0.016931-0.017533i,0.0022761-0.011567i,-0.0061643-0.001051i,-0.0059255+0.013035i,0.0021909+0.018636i,0.0089129+0.012997i
-0.03922-0.026069i,-0.097451-0.084878i,-0.14047-0.18399i,-0.11689-0.27532i,-0.051191-0.30668i,-0.01405-0.27825i,-0.017167-0.18093i,-0.013213-0.070603i,-0.0028145-0.021662i,-0.0094221-0.011738i,-0.011288-0.0018857i,-0.00052543+0.0062089i,0.00079526+0.006485i,-0.010657+0.0010503i,-0.018874-0.0037065i,-0.016715-0.0075594i,-0.0081661-0.011731i,0.0024496-0.011563i,0.0091711-0.0084873i,0.0051432-0.012077i,-0.0053176-0.022895i,-0.0096475-0.027247i,-0.0046767-0.021551i
0.010996+0.030661i,-0.00058693+0.12197i,-0.028006+0.27697i,-0.02815+0.37698i,-0.023544+0.32986i,-0.071723+0.2288i,-0.10246+0.15149i,-0.066692+0.08145i,-0.025992+0.034737i,-0.0014364+0.024514i,0.013483+0.01499i,0.01396+0.0021003i,0.012076+0.0010086i,0.0099732+0.0089337i,0.0033039+0.021739i,-0.0013242+0.032176i,-0.0033058+0.031659i,-0.0031433+0.022975i,0.00086664+0.013499i,0.011048+0.0092713i,0.02263+0.0081891i,0.021493+0.0055231i,0.0080842+0.0011859i
0.031651-0.023088i,0.088878-0.092945i,0.13269-0.20215i,0.068764-0.22997i,-0.034567-0.10445i,-0.034353+0.037674i,0.0099474+0.066304i,0.0023667+0.047675i,-0.0093366+0.04917i,0.0045334+0.038356i,0.0070009+0.015448i,-0.0014915+0.0042203i,-0.0048127+0.0032521i,0.0052162+0.0025454i,0.022904-0.0079612i,0.031135-0.020624i,0.026753-0.020312i,0.01406-0.012301i,-0.00087227-0.0060857i,-0.011628+0.0010201i,-0.015129+0.011515i,-0.010681+0.016719i,-0.0057815+0.01161i
-0.041371+0.0037864i,-0.10105+0.0055916i,-0.12965+0.00013516i,-0.048624-0.043371i,0.084393-0.12564i,0.14356-0.16959i,0.12578-0.11554i,0.1012-0.04016i,0.072522-0.019181i,0.030833-0.012776i,0.012131+0.0024657i,0.015458+0.0054638i,0.016198+0.0011012i,0.0084601-0.0026405i,-0.005043-0.0073883i,-0.016353-0.0093112i,-0.01276-0.0072232i,0.0029815-0.004174i,0.014587-0.0061722i,0.010791-0.01757i,-0.0040928-0.031968i,-0.01396-0.034246i,-0.010952-0.020683i
0.031753+0.013191i,0.068161+0.081888i,0.093771+0.19605i,0.073131+0.26644i,-0.0012819+0.2231i,-0.080088+0.12125i,-0.083385+0.04071i,-0.038065-0.014907i,-0.01591-0.035396i,-0.012377-0.017363i,-0.0076408-0.0020806i,-0.0063863-0.00083072i,-0.0021569+0.00082886i,0.0021856+0.0065588i,-0.00096166+0.015825i,-0.0068465+0.022949i,-0.012947+0.019801i,-0.017056+0.009261i,-0.015667+0.0046253i,-0.0025105+0.010614i,0.014825+0.016396i,0.018914+0.015969i,0.010803+0.013056i
0.0034393-0.030922i,-0.0034401-0.12973i,-0.037709-0.2804i,-0.1219-0.32601i,-0.18049-0.16728i,-0.11641+0.024717i,-0.035839+0.059481i,-0.035843+0.020375i,-0.042294+0.010837i,-0.02219-0.0016135i,-0.018482-0.015693i,-0.026896-0.010378i,-0.026037-8.1252e-05i,-0.010373+0.0030693i,0.013105-0.0041174i,0.02698-0.014103i,0.024557-0.012731i,0.012412-0.0040766i,0.00061265+0.00010244i,-0.0081629+0.0038321i,-0.013321+0.013906i,-0.010491+0.020635i,-0.0053837+0.013588i
-0.024928+0.023147i,-0.047751+0.084313i,-0.02339+0.16533i,0.10968+0.16752i,0.26803+0.04108i,0.2859-0.081693i,0.19488-0.0839i,0.11686-0.03561i,0.066144-0.023543i,0.025188-0.027356i,0.0067647-0.017467i,0.0063277-0.0046702i,0.0076481-0.0018608i,0.001878-0.008285i,-0.0097529-0.011603i,-0.013861-0.0082307i,-0.0040366-0.0056909i,0.012704-0.0039565i,0.023018-0.0054902i,0.019107-0.016389i,0.006973-0.031272i,-0.001464-0.036477i,-0.0009381-0.024695i
0.030489-0.010373i,0.070799-0.0038217i,0.094977+0.03051i,0.047511+0.06125i,-0.058913+0.031792i,-0.13689-0.039063i,-0.13407-0.070215i,-0.083667-0.051287i,-0.039076-0.018868i,-0.011693+0.0051722i,0.0033028+0.0087017i,0.0065322+0.0030772i,0.0049843+0.00020044i,-0.00017227+0.0018099i,-0.0077832+0.01021i,-0.01179+0.018031i,-0.014015+0.013572i,-0.020246+0.004042i,-0.024587+0.0048857i,-0.013427+0.014863i,0.0053517+0.019956i,0.013307+0.016619i,0.010411+0.012349i
-0.019264-0.014146i,-0.067262-0.081949i,-0.16706-0.20916i,-0.27989-0.26059i,-0.30555-0.12639i,-0.22015+0.048612i,-0.12861+0.092708i,-0.087537+0.065064i,-0.053992+0.050532i,-0.023012+0.034286i,-0.013579+0.017418i,-0.0091053+0.011465i,-0.0036295+0.0094401i,0.0040246+0.006294i,0.017682-0.0013692i,0.026314-0.0081029i,0.02512-0.0039128i,0.018283+0.0045926i,0.011131+0.0039248i,0.0022523-0.00058281i,-0.010809+0.0039464i,-0.015012+0.01079i,-0.0088001+0.00639i
-0.0018719+0.030931i,0.026238+0.11315i,0.14006+0.23122i,0.31247+0.2589i,0.40107+0.1478i,0.34356+0.033488i,0.22975+0.010099i,0.14172+0.010242i,0.071705-0.0092478i,0.013412-0.010997i,-0.0091791+0.0062357i,-0.0017428+0.013053i,0.0073734+0.0065992i,0.0046564-0.0023316i,-0.0060583-0.0059581i,-0.011545-0.0058571i,-0.0035881-0.006667i,0.012209-0.0098687i,0.02063-0.015199i,0.01647-0.021452i,0.012253-0.028527i,0.011031-0.03058i,0.0073061-0.020984i
0.011182-0.035597i,0.011868-0.081025i,-0.02193-0.10282i,-0.092239-0.085393i,-0.15224-0.087148i,-0.15816-0.10981i,-0.11177-0.10284i,-0.055688-0.070634i,-0.028274-0.038139i,-0.019749-0.013061i,-0.01074-0.0053151i,-0.0078774-0.0073083i,-0.0098342-0.0025826i,-0.010361+0.008429i,-0.0097444+0.017127i,-0.0097654+0.017184i,-0.015584+0.00812i,-0.026536+0.0010408i,-0.031204+0.0074059i,-0.020355+0.020423i,-0.0023488+0.02624i,0.0056106+0.022432i,0.0034804+0.014978i
-0.0055673+0.0054251i,-0.046954-0.014952i,-0.15109-0.084418i,-0.26842-0.11778i,-0.29205-0.020991i,-0.22054+0.097042i,-0.13621+0.10568i,-0.080693+0.056629i,-0.038523+0.023612i,-0.0064322+0.0043506i,0.0017755-0.0052961i,-0.0044051-0.0026331i,-0.0068305+0.0053756i,0.0030274+0.010119i,0.017337+0.0067325i,0.024307+0.0018238i,0.022413+0.0058479i,0.019598+0.011328i,0.019354+0.0049228i,0.011478-0.0054012i,-0.0069047-0.0046801i,-0.018193+0.0013536i,-0.017623-0.00051705i
0.010732+0.027055i,0.075818+0.094783i,0.24226+0.1871i,0.42773+0.21864i,0.47443+0.15921i,0.38127+0.088623i,0.25403+0.052382i,0.14367+0.023552i,0.064929+0.0018245i,0.026886-0.0014553i,0.015275+0.0058351i,0.012403+0.010929i,0.011369+0.0054393i,0.006257-0.0039006i,-0.0031749-0.0070703i,-0.0070333-0.0064797i,-0.00052485-0.0065773i,0.0084583-0.0095852i,0.0089701-0.013717i,0.0066628-0.016295i,0.01255-0.019303i,0.016959-0.02056i,0.012085-0.01249i
-0.019514-0.040572i,-0.075327-0.097145i,-0.16851-0.14581i,-0.23667-0.15295i,-0.21252-0.15921i,-0.12759-0.17912i,-0.065018-0.15034i,-0.035222-0.073345i,-0.017864-0.0093371i,-0.0068597+0.013691i,-5.1427e-05+0.0088743i,-0.00066652-0.0015193i,-0.0026512-0.0044143i,-0.0011167-0.0020471i,0.00047937+0.00091239i,-0.0017469+0.0012702i,-0.0093814-0.0021351i,-0.021275-3.0066e-05i,-0.027228+0.014769i,-0.017324+0.028409i,-0.004368+0.026504i,-0.00042289+0.018168i,0.0020029+0.013649i
0.016661+0.016942i,0.01388+0.019829i,-0.036033+0.0038955i,-0.12726-0.016444i,-0.19524+0.0064506i,-0.1967+0.055093i,-0.14651+0.057676i,-0.085689+0.033337i,-0.038+0.020925i,-0.014194+0.01203i,-0.0098216+0.0079009i,-0.0054033+0.0095445i,0.0022504+0.0073986i,0.010077+0.0014454i,0.01675-0.0051657i,0.018173-0.0047486i,0.01956+0.0046288i,0.02613+0.0086218i,0.030893-0.003938i,0.019908-0.020414i,-0.0030948-0.021287i,-0.014816-0.011386i,-0.012779-0.0080139i
0.0098578+0.01995i,0.081176+0.056158i,0.23196+0.10074i,0.38042+0.12203i,0.40245+0.11325i,0.30457+0.093113i,0.19395+0.062288i,0.10822+0.021531i,0.044256-0.0078818i,0.0074572-0.014091i,-0.0043218-0.0064418i,0.0015226+0.00093729i,0.0058167+5.6721e-05i,-0.0021806-0.0035763i,-0.012132-0.0045996i,-0.01338-0.0056044i,-0.0059472-0.0090679i,-0.00079286-0.015096i,-0.0036867-0.016855i,-0.0032586-0.010999i,0.0088225-0.004901i,0.018155-0.0019822i,0.015049+0.00065372i
-0.043673-0.025827i,-0.13441-0.061356i,-0.27107-0.09044i,-0.33901-0.097975i,-0.25514-0.12565i,-0.12212-0.16904i,-0.054635-0.14405i,-0.026341-0.072513i,-0.0085163-0.029117i,-0.0051019-0.016398i,-0.0053593-0.017684i,-0.011101-0.020122i,-0.016613-0.011115i,-0.01368+0.00060743i,-0.0085995+0.0060731i,-0.0072367+0.0049797i,-0.01244+0.00042405i,-0.01993+0.0046097i,-0.020333+0.020752i,-0.012663+0.030746i,-0.0074831+0.027118i,-0.0066723+0.019961i,-0.0036216+0.013221i
0.036048+0.0099162i,0.082251+0.016951i,0.10333+0.0064028i,0.030994-0.014579i,-0.10447+0.0052592i,-0.17821+0.045516i,-0.14989+0.043245i,-0.0871+0.01362i,-0.038759-0.0009518i,-0.0087112-0.0020259i,0.0034075+0.0007837i,0.0018925+0.0059966i,-0.00021962+0.0079012i,0.0024561+0.0055914i,0.0058111+0.0041611i,0.0092711+0.0079691i,0.015184+0.013731i,0.025438+0.0092382i,0.031455-0.01151i,0.020034-0.030389i,-0.00070345-0.032316i,-0.010806-0.025996i,-0.010609-0.021133i
0.0014345+0.013862i,0.039684+0.034568i,0.14772+0.05559i,0.26355+0.070147i,0.27801+0.098507i,0.21922+0.13155i,0.15265+0.10933i,0.081564+0.05108i,0.027105+0.017741i,0.0052067+0.010398i,-0.0021693+0.010492i,-0.0020599+0.010378i,-0.00089733+0.0082859i,-0.004816+0.0080905i,-0.0079826+0.0085688i,-0.005539+0.0039876i,-0.0020439-0.0042546i,-0.0075072-0.0098907i,-0.018381-0.0066193i,-0.015017+0.0035135i,0.0049897+0.010983i,0.016634+0.010725i,0.012038+0.0086627i
-0.045856-0.013041i,-0.14523-0.024177i,-0.2885-0.0020331i,-0.32399+0.020908i,-0.17969-0.041627i,-0.032943-0.11979i,0.0062645-0.099877i,0.007867-0.033238i,0.0034606+0.0016382i,-0.0096508+0.0093003i,-0.01737+0.0057812i,-0.019035-0.0013151i,-0.01206-0.00075213i,0.00030772+0.0026884i,0.0081228+0.0024407i,0.0064886-0.0013889i,-0.0019059-0.0030968i,-0.0086892+0.0069832i,-0.0056413+0.024637i,0.00039916+0.031427i,-0.00095129+0.023802i,-0.003432+0.014743i,-0.0010645+0.0089283i
0.045985-0.012013i,0.12992-0.032847i,0.19167-0.081132i,0.12629-0.10805i,-0.027803-0.061386i,-0.12372-0.0099923i,-0.11161-0.004382i,-0.065045-0.0051053i,-0.031154+0.0023308i,-0.012739+0.0064446i,-0.0032769+0.011172i,0.0076027+0.015432i,0.014145+0.0091634i,0.013442-0.001037i,0.012619-0.0048438i,0.0131-0.00070743i,0.017064+0.0063334i,0.026761+0.00016086i,0.031029-0.021111i,0.021892-0.038588i,0.0069728-0.040985i,-0.0017843-0.034386i,-0.0039893-0.025517i
-0.0053746+0.026946i,0.0044255+0.060039i,0.056254+0.070784i,0.12347+0.061375i,0.14613+0.08418i,0.13877+0.112i,0.11352+0.084396i,0.066092+0.033275i,0.029165+0.0062349i,0.013287-0.0017196i,0.0061787-5.5417e-06i,0.0063617+0.0033242i,0.0037208+0.0031836i,-0.0036095+0.0046613i,-0.0090534+0.0053992i,-0.0091437-0.00027964i,-0.0068027-0.0082523i,-0.011322-0.010751i,-0.020289-0.0020411i,-0.016976+0.012221i,-0.00029994+0.021687i,0.0092114+0.022767i,0.0041913+0.01858i
-0.046475-0.0035633i,-0.13876+0.010953i,-0.23618+0.06647i,-0.22082+0.094295i,-0.088223+0.0075139i,0.012386-0.094789i,0.022477-0.091941i,0.01724-0.045447i,0.011064-0.02476i,0.00021667-0.012645i,-0.002092-0.0067831i,-0.006234-0.0096005i,-0.0080415-0.0075164i,-0.00040535-0.005021i,0.00468-0.0060711i,0.0013054-0.0064578i,-0.0052896-0.0033235i,-0.0051183+0.0076332i,0.0043425+0.019429i,0.0079799+0.019035i,-0.0022491+0.012342i,-0.010899+0.0090095i,-0.0067238+0.0077117i
0.046281-0.035958i,0.12892-0.10308i,0.19163-0.18459i,0.129-0.20911i,-0.034638-0.146i,-0.13697-0.064106i,-0.122-0.034871i,-0.077843-0.027218i,-0.04218-0.0096899i,-0.0098096+0.0016963i,0.0095976+0.002084i,0.014058-0.00027467i,0.0094947-0.0047254i,0.0030338-0.0079947i,0.0012418-0.0057908i,0.0043763+0.0024877i,0.011108+0.0076314i,0.017212-0.0029756i,0.017275-0.026267i,0.0097836-0.043512i,0.003031-0.045158i,0.0022921-0.037337i,0.0034955-0.025313i
0.003094+0.042553i,0.0084619+0.090316i,0.013046+0.12183i,0.024497+0.12285i,0.052454+0.12871i,0.067638+0.1318i,0.058489+0.098968i,0.033948+0.05346i,0.015934+0.025014i,0.0090002+0.0081795i,-0.00034906-0.0010449i,-0.0080757-0.00053177i,-0.010508+0.0058915i,-0.011262+0.012642i,-0.010704+0.014077i,-0.0077181+0.0074082i,-0.006976-0.0013864i,-0.015202-0.0028813i,-0.025309+0.0077125i,-0.021833+0.022827i,-0.0068479+0.033176i,0.0023282+0.032553i,0.00066133+0.022965i
-0.042529+0.0029809i,-0.11543+0.03624i,-0.16678+0.09562i,-0.11522+0.12112i,0.0029919+0.054531i,0.060695-0.032521i,0.043724-0.03808i,0.028147-0.0092903i,0.014791-0.0038961i,-0.0054182-0.003843i,-0.016116-0.0034633i,-0.019679-0.0018959i,-0.012788+0.0028368i,0.0012767+0.00080451i,0.0084913-0.002858i,0.0069628-0.0036709i,0.0028184-0.00056212i,0.0039066+0.0075598i,0.010117+0.013758i,0.010522+0.013753i,0.0004469+0.0082063i,-0.0069602+0.0028406i,-0.0047354+0.00038847i
0.033105-0.047603i,0.09174-0.14327i,0.1352-0.26153i,0.072929-0.29727i,-0.062808-0.20498i,-0.12052-0.093293i,-0.089898-0.047085i,-0.054985-0.025229i,-0.029348-0.0032824i,-0.010015+0.00016044i,-0.0029196-0.0015228i,0.00217+0.00069985i,0.0043652-0.0019297i,0.00042192-0.0047741i,-0.001007-0.0039977i,0.0037261+0.00064363i,0.011863+0.0035102i,0.015891-0.0049334i,0.01169-0.022535i,0.0073917-0.035921i,0.009457-0.03833i,0.012352-0.033179i,0.009228-0.023941i
0.011317+0.043818i,0.017473+0.11179i,0.017069+0.1833i,0.021344+0.19614i,0.037723+0.15921i,0.054934+0.1231i,0.057524+0.082101i,0.044921+0.037741i,0.028401+0.0076413i,0.010552-0.0035399i,-0.0026576+0.0021704i,-0.0039586+0.0095705i,-0.003247+0.011298i,-0.0056914+0.01446i,-0.0070805+0.014257i,-0.0059335+0.0059286i,-0.0059563-0.002321i,-0.0093924-0.0005889i,-0.012864+0.01315i,-0.011171+0.027813i,-0.0046643+0.03359i,-0.0023632+0.0305i,-0.0056592+0.022121i
