0.0053475-0.00086947i,0.0030585-0.0028425i,0.00042964-0.0060565i,-0.0011727-0.0059391i,-0.0015774-0.0040161i,-0.0013696-0.00061396i,0.00034776+0.0014822i,0.0016691+0.0012497i,0.0014986-1.8032e-05i,0.0010791-0.0013164i,0.00072932-0.0007673i,-0.00043608+0.00059862i,-0.00091125+0.0012346i,-0.00045703+0.0019624i,-0.0014794+0.0020203i,-0.0023428+0.0010993i,-0.0012706+0.00063023i,-0.00014698+0.00024693i,-2.9067e-05+0.00035931i,-0.00046061+0.0008892i,0.0001316+0.00034087i,0.00049014-0.00097739i,-0.00043383-0.00089812i
0.065796+0.032062i,0.099995+0.064713i,0.10763+0.060724i,0.10339+0.008504i,0.087492-0.032774i,0.049978-0.042249i,0.018941-0.039775i,0.0096329-0.030109i,0.0059757-0.017292i,-0.00068615-0.0088745i,-0.0052246-0.0063723i,-0.0048968-0.0053991i,-0.0016034-0.0043075i,0.0015299-0.0031622i,0.0019746-0.0010999i,0.0010277-5.6109e-05i,-0.00070763-0.0020616i,-0.0018367-0.0053538i,-0.0010472-0.0062004i,-0.00073716-0.0045047i,-0.0021078-0.0038825i,-0.0035371-0.004088i,-0.0027899-0.0038287i
-0.027378+0.071122i,-0.075189+0.11609i,-0.12292+0.12047i,-0.13859+0.076012i,-0.11252+0.012581i,-0.064845-0.024362i,-0.02882-0.024066i,-0.014301-0.012956i,-0.0064742-0.0070162i,0.0028095-0.0045589i,0.0098692-0.0019387i,0.010444-0.0010538i,0.0049888+0.00074124i,0.00058042+0.0042636i,0.0017795+0.004445i,0.0053351+0.0014903i,0.0072393-0.00036661i,0.0056386+0.00069456i,0.0036919+0.0022202i,0.0034934+0.0024967i,0.0041833+0.0017049i,0.0046837-0.00087884i,0.004205-0.0031046i
-0.055776-0.024342i,-0.078952-0.071614i,-0.04658-0.10109i,0.027374-0.066172i,0.075798-0.0035379i,0.072986+0.02331i,0.048609+0.017214i,0.028586+0.0087097i,0.014499+0.0046203i,0.0034702+0.0038282i,-0.0029167+0.0056269i,-0.003241+0.0052599i,-0.0015715+0.0025653i,-0.0024506+0.0019885i,-0.0046004+0.0032422i,-0.005533+0.0039485i,-0.0045403+0.0036071i,-0.0026413+0.0015992i,-0.00065065-0.0013841i,-3.0559e-05-0.003173i,9.3165e-05-0.0025961i,-0.00022591-0.00073713i,-0.00064277+0.0019833i
0.019498-0.050146i,0.044771-0.075971i,0.047956-0.074495i,0.0069129-0.059505i,-0.028663-0.047366i,-0.031305-0.027267i,-0.023885-0.007843i,-0.01508-0.0017227i,-0.0055626+7.9241e-05i,-0.0020228+0.0026616i,-0.004047+0.0056889i,-0.0055661+0.0085009i,-0.0052224+0.0087629i,-0.0043736+0.00535i,-0.0026066+0.0022229i,-0.00022306+0.002559i,0.00051943+0.0036828i,-0.0014483+0.0040757i,-0.0040696+0.0037239i,-0.0034677+0.002901i,-0.0015397+0.0034175i,-0.00047869+0.0046593i,0.00021813+0.0029748i
0.043701+0.0072322i,0.076739+0.037829i,0.087592+0.071395i,0.064774+0.084181i,0.022267+0.073875i,-0.0075179+0.042434i,-0.010301+0.012606i,-0.0042495+0.0029892i,-0.0019215+0.0016209i,-0.0024579-0.002659i,-0.0030982-0.0077034i,-0.0024313-0.010151i,0.0018173-0.0082864i,0.0051063-0.0037238i,0.0031899-0.0018348i,0.00018196-0.0038484i,-0.0013541-0.0060326i,0.0002449-0.0055384i,0.0031365-0.0027469i,0.0028665-0.0012729i,0.000785-0.0019203i,-0.00071078-0.0025493i,-0.00096896-0.0027816i
-0.0096422+0.044274i,-0.042472+0.070691i,-0.069126+0.056811i,-0.054589-0.0010858i,-0.011937-0.048172i,0.014087-0.052316i,0.01242-0.034853i,0.0026752-0.015983i,-0.0024404-0.0049122i,-0.0016708-0.0012341i,0.00041014+0.0016632i,0.00045324+0.0049033i,-0.0011152+0.0061373i,-0.0010465+0.0042645i,0.00048863+0.0026192i,0.0015595+0.0036736i,0.0029544+0.0035814i,0.0034333+0.00017858i,0.0021977-0.0013312i,0.00094032+0.00013877i,0.0013274-3.8e-05i,0.002944-0.001282i,0.0034893-0.001691i
-0.034434-0.0023978i,-0.058513-0.024519i,-0.05499-0.033428i,-0.033826-0.0069953i,-0.022996+0.018698i,-0.012728+0.018969i,-0.0014737+0.010925i,0.00025335+0.0057194i,-0.00078209+0.0015807i,0.00033147+0.00034644i,0.0025393+0.0014063i,0.0057991+0.00082206i,0.0062753+0.00043617i,0.0036009+0.0015515i,0.0012057+0.0018432i,0.0009333-0.00050652i,0.0015527-0.0019012i,0.0019636+0.00026797i,0.0021053+0.0020821i,0.0010258+0.0010877i,0.00013539-0.00082171i,6.8554e-05-0.0017813i,7.8546e-05-0.00081593i
0.0032296-0.034803i,0.019891-0.061215i,0.039197-0.066729i,0.047041-0.047859i,0.044018-0.020144i,0.028431+0.00018563i,0.0086273+0.0013888i,-0.0017411-0.0051625i,-0.0044314-0.006815i,-0.006165-0.0031942i,-0.0098591+0.0021287i,-0.012356+0.006769i,-0.010647+0.0078907i,-0.0062952+0.0050466i,-0.0037485+0.0022891i,-0.0043431+0.0024098i,-0.0045777+0.0035014i,-0.0031239+0.0013935i,-0.00277-0.0016724i,-0.0033499-0.0018916i,-0.0023949+0.00060911i,-0.0010107+0.0026247i,-0.00069198+0.0031255i
0.032073+0.00056334i,0.053498+0.018481i,0.043673+0.038369i,0.0013376+0.037672i,-0.033655+0.013769i,-0.036284-0.0079556i,-0.02011-0.012704i,-0.0067433-0.0078485i,-0.00098123-0.0029494i,-0.00023593-0.0015803i,-0.00038526-0.0025775i,0.00020602-0.0019582i,0.00053183-0.00018973i,-0.00050495+0.00079368i,0.00015418+0.0020139i,0.0027167+0.0018983i,0.0043873+0.00045713i,0.0035435+0.00032702i,0.0010222+0.0020815i,0.00041212+0.0025701i,0.00034503+0.00088956i,-0.00023794-0.00030689i,-0.00020698-0.0014394i
-0.00075209+0.029046i,-0.012273+0.051334i,-0.018697+0.047783i,-0.004817+0.025063i,0.01348+0.01014i,0.016129+0.00055025i,0.012334-0.0075067i,0.0082161-0.0081896i,0.0035758-0.0058342i,0.00099634-0.0059233i,-0.00099109-0.0070925i,-0.0046053-0.0074666i,-0.0065109-0.0048469i,-0.0034916-0.00098617i,-0.0006197-0.00028918i,-0.0017447-1.7059e-05i,-0.0029286+0.0011069i,-0.00018096-0.00013933i,0.0032706-0.0021236i,0.0038987-0.0016745i,0.0033488-5.6429e-05i,0.0021329-3.9195e-06i,0.0016282+0.00021409i
-0.023289-0.00053328i,-0.045146-0.0096216i,-0.051788-0.023237i,-0.037757-0.030533i,-0.013392-0.03041i,0.0065378-0.023487i,0.01008-0.011007i,0.0059582-0.002955i,0.0032211-4.6699e-05i,0.0032674+0.0016756i,0.0065496+0.004607i,0.011285+0.0052323i,0.0113+0.0020601i,0.0050382+0.00025116i,0.00081012+0.0015529i,0.00034712+0.0026342i,0.00040264+0.0017341i,-0.00049435+0.0010796i,-0.0015574+0.0014798i,-0.00059505+0.0010384i,0.00074674-0.00026009i,0.0015428-0.0012681i,0.0019207-0.00092348i
-0.0036458-0.019765i,0.0046918-0.037978i,0.021212-0.035981i,0.025579-0.010345i,0.012614+0.016251i,0.00087086+0.020809i,-7.9588e-05+0.0094811i,0.0029431+0.0001376i,0.0043332-0.002893i,0.0026523-0.0014574i,-0.0020325+0.0012129i,-0.004761+0.0029494i,-0.0039649+0.0033784i,-0.0014245+0.0034547i,0.00088799+0.0017988i,-0.00014971-0.0018777i,-0.0029639-0.0027867i,-0.0026-0.00059151i,-0.0004665+0.00070082i,-0.001646+0.00069588i,-0.0029459+0.0015841i,-0.0022447+0.0027619i,-0.0013574+0.0029048i
0.020278-0.0058038i,0.035974+0.00055458i,0.036285+0.008338i,0.020753+0.0010599i,0.007347-0.011715i,0.0038983-0.013437i,0.0019119-0.008795i,0.00026401-0.0020065i,-3.042e-05+0.0026179i,-0.0020028+0.0030309i,-0.0061211+0.0037773i,-0.0077386+0.0055548i,-0.0049145+0.0039528i,-0.0037467-7.3351e-05i,-0.0050266-0.0012968i,-0.0038773+0.00063955i,-0.0014968+0.0015237i,-0.0016782+0.00022759i,-0.0025807+3.5147e-05i,-0.0013686+0.0012567i,-0.00020349+0.0013726i,0.00051244+0.00030421i,0.00044343-0.00045882i
0.0035463+0.017898i,-0.0033335+0.033881i,-0.014141+0.040202i,-0.017863+0.030847i,-0.017158+0.013822i,-0.010061-0.00073935i,0.0011026-0.0036237i,0.0050224+0.0011308i,0.0032741+0.0043694i,9.2415e-05+0.0023297i,-0.0014417-0.0044509i,-0.0021474-0.0098111i,-0.0035227-0.0085555i,-0.0032226-0.0029087i,0.00020799+0.00096214i,0.0028213+0.00042114i,0.0019766-0.0012898i,0.00071382-0.00054409i,0.00050345+0.00072653i,0.0010388+0.00022385i,0.00041112+7.4046e-05i,-0.00028525+0.00012669i,-0.00031763-2.6159e-05i
-0.015669+0.0044776i,-0.028086-0.0028051i,-0.028443-0.015738i,-0.010391-0.020244i,0.00971-0.013156i,0.016123-0.0040785i,0.0096261-0.00032014i,-0.00034841+0.0010124i,-0.0053817+0.0013852i,-0.0031452+0.00046146i,0.0022248+0.000744i,0.0071605+0.0015366i,0.010087+0.00016919i,0.0089884-0.0032446i,0.0038234-0.0047257i,-0.00064005-0.0031986i,-0.0014095-0.0017466i,-0.0010199-0.0023601i,-0.0010826-0.0029343i,-0.00041491-0.0021267i,0.00074065-0.0018183i,0.0015449-0.0012129i,0.0016972+7.2616e-05i
-0.0047043-0.0062575i,-0.00047475-0.016638i,0.0075019-0.017927i,0.0065264-0.0092532i,-0.00030338-0.0049394i,-0.0029611-0.0026522i,-0.0030152+0.0011837i,-0.003429+0.0024121i,-0.0027186+0.0019708i,-0.00060575+0.0020437i,0.0012122+0.0032471i,0.0019022+0.0047035i,0.00077242+0.0048601i,-0.0013316+0.0045274i,-0.00010844+0.0046014i,0.0026573+0.0035349i,0.0022052+0.0019095i,-0.00066156+0.00053702i,-0.0019319-0.00053277i,-0.00091477-0.0013014i,-0.00072301-0.0011967i,-0.0009054-0.0010923i,-0.00053204-0.00050784i
0.0086727-0.0073055i,0.019465-0.0042647i,0.024013+0.001987i,0.016357+0.0067821i,0.0050986+0.0089763i,-0.002861+0.0069069i,-0.0046772+0.0014243i,-0.0033963-0.002392i,-0.0018246-0.0032976i,-0.0024497-0.0018453i,-0.0061946+0.0010306i,-0.0085917+0.005019i,-0.0059745+0.0070366i,-0.00092068+0.0056737i,0.0012299+0.0016016i,6.3019e-05-0.0018528i,-0.00012589-0.0015385i,0.00056518-0.00075201i,0.00060621-0.00079507i,-0.00042822+0.0004125i,-0.0013549+0.0008137i,-0.00040337+0.00040584i,0.00071062-0.00046963i
0.0038059+0.010965i,0.00071688+0.021013i,-0.0058045+0.022526i,-0.0093299+0.0092555i,-0.005501-0.0056556i,-0.0012405-0.011506i,-0.0016766-0.008457i,-0.0032341-0.0026713i,-0.0034374+0.001013i,-0.002493+0.0010684i,-0.002456-0.0031027i,-0.0041629-0.0083566i,-0.0064898-0.010482i,-0.0077471-0.0071076i,-0.0066158-0.0012513i,-0.004647+0.0025219i,-0.0027642+0.0028245i,-0.0014629+0.00079874i,-0.00076733-0.00020067i,0.00025645+0.00015941i,0.001297+0.00015671i,0.0015878+0.00053474i,0.00074464+0.00066759i
-0.0059157+0.004434i,-0.015794+0.0024057i,-0.017878-0.0034823i,-0.0085361-0.0048933i,-0.0013534-0.0015127i,0.0011078-0.0023453i,0.0018113-0.0049022i,-0.0010018-0.0042821i,-0.002645-0.0028031i,-0.00092979-0.0014601i,0.0027585-0.0015954i,0.0071499-0.0012209i,0.0092589+0.00036153i,0.010145+0.0011771i,0.0098822-6.5241e-07i,0.0073156-0.0024022i,0.0037054-0.0020695i,0.0019944+0.00066644i,0.0013767+0.0015351i,0.00063292+1.087e-05i,0.00044671-0.00065198i,0.00057021-0.00061828i,0.00056155-0.00057583i
-0.0036669-0.0054911i,-0.0034258-0.011402i,0.00073095-0.013444i,0.0040595-0.0098487i,0.0039641-0.0057663i,0.0034671-0.0026648i,0.00059902-0.00305i,-0.0031978-0.004949i,-0.0039647-0.0057573i,-0.0017169-0.0039107i,0.0015148+0.0016427i,0.0037979+0.006029i,0.003157+0.0055466i,-8.6339e-05+0.003277i,-0.003283+0.00189i,-0.0038419+0.0010799i,-0.0023251-0.00028698i,-0.00035213-0.002437i,0.001251-0.0031594i,0.0021571-0.001096i,0.0015436-5.9826e-05i,0.00085245-0.00071872i,0.0013594+0.00017513i
0.0034382-0.00032996i,0.0099161-0.0019008i,0.013943+0.0006682i,0.0099338+0.003224i,0.00065103+0.00090155i,-0.0033827-0.0033707i,-0.0020037-0.0059765i,0.00066832-0.0064224i,0.0023082-0.0046945i,0.0011665-0.0011241i,-0.0024331+0.0034819i,-0.0063238+0.0073483i,-0.0080202+0.0088453i,-0.0056182+0.0081481i,-0.00014575+0.00659i,0.0034584+0.004501i,0.0026615+0.0026565i,0.0003039+0.0023056i,-0.00088852+0.0027064i,-0.0015012+0.0023463i,-0.0014643+0.0015619i,-0.00016927-0.00081595i,0.00030496-0.0024592i
0.0028779+0.0054673i,0.0021868+0.011049i,-0.0004703+0.011973i,-0.0021349+0.0066611i,0.00035159+0.00079504i,0.0014924-0.0027504i,0.0010804-0.0051595i,0.0017862-0.0046838i,0.001859-0.002475i,-0.00081659-0.0017819i,-0.0051681-0.0033519i,-0.0069295-0.0072451i,-0.0055284-0.0092013i,-0.003796-0.0075402i,-0.0041393-0.005785i,-0.0050154-0.0045454i,-0.0036456-0.0028228i,-0.00038346-0.0011299i,0.0012364-0.0005386i,0.00093861-0.00010846i,-0.00048017+0.00028113i,-0.0011185+0.0009604i,-0.00055092+0.00090129i
-3.5029e-05+0.0036878i,-0.0047922+0.0043789i,-0.0080372+0.0016751i,-0.0054646-0.0019811i,-0.00053895-0.0060142i,0.0033957-0.0072375i,0.0043841-0.0049246i,0.0025502-0.0023007i,0.00088499-0.00079208i,0.00021877-0.00034864i,0.0010315-0.00094411i,0.0028475-0.0012794i,0.0041529-0.0011082i,0.0038706+0.00085325i,0.0023675+0.0043517i,0.0020815+0.0049954i,0.0012735+0.0025372i,-0.0013727+0.001308i,-0.0023639+0.00065437i,-0.0010121-0.00084846i,-0.00025707-0.0014528i,0.00018449-0.0011721i,0.00021875-0.00013986i
-0.0037879-0.0021637i,-0.0042715-0.0065491i,-0.002906-0.0090217i,-0.00059828-0.0049747i,0.00060057+0.0010822i,0.00093769+0.00086106i,0.0012116-0.0036042i,0.00090764-0.0042275i,0.0007014-0.0021139i,0.00072781-0.00084165i,0.0017781+0.0012291i,0.0039757+0.0042402i,0.0065821+0.0040965i,0.0065604+0.0017215i,0.0041819-0.0012984i,0.0030593-0.0039403i,0.0033085-0.0031053i,0.0040209-0.00052044i,0.0031965+0.00086478i,0.00086506+0.0011522i,-0.00033308+0.00027289i,0.00029581+0.00014814i,0.00061249+0.00034442i
0.0040373-0.0024997i,0.0083292-0.0017567i,0.011251-0.00012206i,0.0081818-0.00028296i,0.0031613-0.0013528i,0.0013117-0.0023594i,0.001055-0.0039i,0.0014455-0.0031444i,0.0024236-0.00025586i,0.0015777+0.0014231i,-0.002144+0.0039885i,-0.0058626+0.0076012i,-0.0070897+0.0080458i,-0.0067344+0.0059494i,-0.0059059+0.0061881i,-0.0039617+0.0073709i,-0.0022825+0.0052227i,-0.0020806+0.00084625i,-0.0020884-0.001555i,-0.0010629-0.00069016i,0.00045007+0.0003212i,0.00097517+3.9709e-05i,0.0010784-0.00065722i
-0.0012383+0.0050155i,-0.0029169+0.0097878i,-0.0042996+0.0121i,-0.0046382+0.0080629i,-0.0039415+0.0010699i,-0.0011844-0.0048177i,0.0019629-0.0058282i,0.0024743-0.0021104i,0.0017918+0.0016326i,0.00088357+0.0018358i,-0.0018597-0.00090945i,-0.0048401-0.004495i,-0.0050289-0.0054528i,-0.0034423-0.0036848i,-0.00054735-0.0028517i,0.0015619-0.0028825i,0.0013068-0.0012165i,0.00039058+0.0015157i,0.00029493+0.0024593i,9.616e-05+0.0016296i,-0.0009237+0.00053535i,-0.0021786+0.00044402i,-0.0022881+0.00013491i
-2.8888e-05-0.00089082i,-0.0025087-0.00019598i,-0.0052495-0.001748i,-0.0037597-0.0026946i,-9.0276e-05-0.0023661i,0.0023696-0.0017977i,0.0029035-0.002369i,0.001168-0.0011892i,-0.0015197+0.0015725i,-0.0022127+0.00070876i,-0.00055942-0.0020191i,0.0016105-0.0037038i,0.0031716-0.0043311i,0.001885-0.0038902i,-0.0015259-0.0014041i,-0.0043457-2.4029e-05i,-0.004131-0.00074914i,-0.0015592-0.0020853i,0.00037926-0.0030847i,0.0011462-0.0030123i,0.0010799-0.0020933i,0.00058627-0.00065148i,0.00042271+0.0010526i
0.00065771+0.0014844i,0.00053527-0.0020063i,0.0019744-0.0046172i,0.0023526-0.0051652i,0.0011663-0.0047553i,0.0017409-0.0044834i,0.001025-0.0039612i,-0.0016689-0.001994i,-0.0029512+0.00061094i,-0.0010146+0.0005526i,0.0022008-0.00012544i,0.0042791+0.001312i,0.0040338+0.001689i,0.0032819+0.0019857i,0.0032256+0.0030365i,0.0038328+0.0030456i,0.0034195+0.0020776i,0.00043846+0.0021878i,-0.0016082+0.0025181i,-0.0010278+0.00075171i,0.0001516-0.0010337i,0.00053248-0.0019561i,0.00024997-0.0012619i
-0.00046552+0.0011021i,0.0006081+0.001907i,0.0035647+0.0036066i,0.0050305+0.0045443i,0.0034707+0.002561i,0.001286-0.0004645i,0.00074687-0.0018794i,-0.0001754-0.0020198i,-0.0018251-0.0019927i,-0.0014451-0.0005215i,-0.0010986+0.0022948i,-0.0016715+0.0058275i,-0.0012837+0.0067706i,9.2741e-05+0.0028116i,-0.00085336-0.0021217i,-0.0034793-0.0035714i,-0.0027962-0.0025336i,0.00059642-0.0021077i,0.0015768-0.0022596i,0.00071084-0.0010928i,0.00038014+0.00051696i,0.00077188+0.0011297i,0.00047714+0.0008269i
-0.0012809+0.0040526i,-0.0012298+0.0046796i,-0.0010905+0.0056222i,-0.0019461+0.00288i,-0.00041726-0.0022555i,0.0021815-0.0058543i,0.0020262-0.0067201i,0.00092385-0.0049361i,-0.00089327-0.0024545i,-0.0021224-0.0007069i,-0.0025496-0.00068168i,-0.0036268-0.0015629i,-0.0052545-0.0019641i,-0.0046863-0.0017387i,-0.0016103+0.00013116i,-0.00045781+0.0027483i,-0.00092713+0.0038204i,-0.0015761+0.0030247i,-0.0025035+0.0022517i,-0.0021582+0.0022634i,-0.00085516+0.001536i,-0.00024407-0.00041334i,0.00021059-0.00097668i
-0.00069045+0.00041279i,-0.0017129+0.0013629i,-0.0030262+0.00066328i,-0.002312-0.0007179i,-0.0001867-0.0016236i,0.0018879-0.0022742i,0.0039366-0.0029106i,0.0026068-0.0031384i,0.00037377-0.0021369i,-0.00050582-0.00056926i,-0.00048917-4.8788e-06i,-0.00060601+0.00016965i,-0.00058939+0.00020761i,0.0012512+1.058e-05i,0.0024964-0.0012576i,0.001856-0.0038484i,0.0015875-0.0040243i,0.0024626-0.001344i,0.0028864-0.00016229i,0.0020266-0.00046697i,4.9467e-06+9.3382e-05i,-0.0012297+0.0014503i,-0.0009098+0.002793i
-0.0021926-0.0019505i,-0.0030685-0.0029962i,-0.0023564-0.0035513i,0.00032157-0.0033911i,0.0020006-0.0031857i,0.0022132-0.0032645i,0.0024378-0.0024574i,0.0011784-0.002413i,-0.0001165-0.0025057i,-0.0008625-0.00079019i,-0.00010704+0.0010094i,0.0024066-0.00015628i,0.0038845-0.0020272i,0.0019238-0.00061572i,-0.00024811+0.0020295i,-0.00057422+0.0030141i,-0.00077234+0.001084i,-0.0019105-0.00062882i,-0.0021398-0.00080608i,-0.00049121-0.00066769i,0.00033572-0.00080003i,0.00044092-0.0020694i,0.001316-0.0022195i
0.002074-0.00064744i,0.0022921-0.0013199i,0.0024031-0.0015219i,0.0010728-0.00018275i,-0.00012269+0.00012139i,-0.00089664-0.00085461i,-0.00019245-0.0010175i,0.0014164-0.0013097i,0.0013941-0.0019936i,-3.4488e-05-0.00046592i,-0.0018524+0.0032813i,-0.0017216+0.0063088i,0.00028+0.0074766i,0.0017832+0.0070727i,0.0031655+0.0036412i,0.0037755-0.00024101i,0.0030917-0.0002496i,0.0025728+0.0017556i,0.0019013+0.0013768i,0.00072468+0.00017161i,-0.00046982-8.1934e-05i,-0.0008295-0.00074201i,-0.00091557-0.00074091i
0.00037827+0.0018679i,0.00095727+0.0019761i,0.001157+0.0023506i,0.0006112+0.001522i,0.0009178+0.00023298i,0.002064-0.00032862i,0.0025512-0.0016361i,0.0029099-0.001697i,0.0022309+0.0002235i,-0.00067301+0.00084021i,-0.0037317+0.00055621i,-0.0036505+0.0012128i,-0.0023791+0.0012055i,-0.0022579+0.00075134i,-0.0028952+0.0011036i,-0.0031429+0.0012179i,-0.0026639+9.2148e-05i,-0.0019045-0.0017973i,-0.0014535-0.0022859i,-0.0012629-0.00090847i,-0.0011516+8.7339e-05i,-0.00059457+0.00069679i,0.00041791+0.00079751i
-0.0002711+0.0014414i,-0.0022526+0.0010201i,-0.0022078+0.0012152i,-0.0010512+0.00082252i,0.00011301-0.0018821i,0.00088122-0.0025919i,0.0002161-0.001122i,0.00015607+0.00033972i,0.00067657+0.00033517i,-0.00038451-0.00091522i,-0.0032666-0.0026153i,-0.005447-0.00285i,-0.00611-0.00098434i,-0.0045688+0.0023628i,-7.6852e-05+0.0044972i,0.0028423+0.0039041i,0.0021877+0.0027514i,0.0012587+0.002522i,0.0019676+0.0022525i,0.0018715+0.00082423i,0.001014-0.00050247i,-0.00025703-0.00056105i,-0.0011709+2.7381e-05i
-0.0027526-0.0016234i,-0.002876-0.0018675i,-0.0028834-0.0013892i,-0.0020953-0.00010046i,-0.0002952+0.0011917i,0.00015798+0.00060382i,-0.00052729-0.00045807i,-0.0010358+0.00031681i,0.00033298+0.00041037i,0.0023969-0.00096525i,0.0032341-0.0021732i,0.0043756-0.0034393i,0.0056293-0.0053813i,0.0032326-0.0066501i,-0.00050484-0.0047551i,-0.0010952-0.0024241i,0.00049864-0.0027282i,0.0012996-0.0025377i,0.00061035-0.0013977i,0.00015429-0.00072441i,0.00079363-0.00078396i,0.00028202-0.001204i,0.00022586-0.00077249i
0.0032886-0.00075812i,0.00312-0.0015517i,0.0022952-0.0019686i,0.0012799-0.002388i,0.00059548-0.0026382i,0.00018564-0.0030246i,-0.00070162-0.0031776i,-0.0017952-0.001354i,-0.0010595+0.0010515i,-0.00032494+0.0021412i,-0.00046821+0.0026334i,0.00025769+0.0037041i,0.00039304+0.0041239i,0.00044354+0.0041863i,0.00069937+0.0042034i,-0.00029439+0.0035168i,-0.00080499+0.0028965i,-0.00041113+0.0022309i,-0.00034468+0.001233i,0.00025332-4.3838e-05i,0.00040421-0.0012269i,0.00046089-0.0012784i,0.00067985-0.0014512i
0.00021184+0.00032605i,-0.0011791+0.0032092i,-0.001497+0.0044231i,-0.00093841+0.0029592i,-0.00054223+0.00012264i,-0.0001239-0.0022129i,-0.00024578-0.0031054i,-0.0014888-0.0012175i,-0.0015933+0.001234i,-0.00066692+0.0012904i,-0.00027354+0.0016113i,-4.3395e-06+0.0026768i,0.001569+0.0028434i,0.0024531+0.0019062i,0.0019744-0.00032194i,0.0014467-0.0023903i,0.0018085-0.0018546i,0.0018809-0.0012348i,0.00079329-0.0017206i,-0.00017552-0.00084757i,-0.00054815+0.00017513i,-0.00077774+0.00019269i,-0.0010488+0.00057251i
0.0013867+0.00065492i,0.0010607+0.0017539i,0.00014607+0.0014504i,-8.5025e-06-0.00057128i,0.00027445-0.0025394i,-0.00011327-0.0046939i,-0.0010352-0.005082i,-0.0021715-0.0031395i,-0.0028302-0.00061898i,-0.0026351-0.00019673i,-0.0031687-0.0019431i,-0.005342-0.0032211i,-0.0072478-0.0018007i,-0.0070143+0.0013617i,-0.0049786+0.0036318i,-0.0035292+0.0033208i,-0.0035803+0.0014326i,-0.0031184+0.0010501i,-0.0010596+0.0018781i,0.00035102+0.0017352i,0.00062881+0.00050995i,0.0007161-4.5067e-05i,6.9269e-05-0.00025133i
-0.00014641+0.0022227i,0.00048362+0.0014004i,0.0014332-0.00078979i,0.00072773-0.0027509i,-0.00093474-0.0022683i,-0.00087538-0.0023755i,-0.00036041-0.0039012i,-0.0018732-0.0038525i,-0.0028608-0.00098326i,-0.001209+0.0018594i,0.0018551+0.0012966i,0.0043923-0.0012641i,0.0052079-0.0036617i,0.0037344-0.0049084i,0.0014366-0.003616i,0.0010365-0.0012878i,0.0018384+0.00035932i,0.0017781+0.00084336i,0.00092842+0.00031191i,0.00031211-0.00018984i,-6.2995e-05-0.0010839i,0.00039129-0.0011406i,-0.00011759-0.00021032i
-0.0021593-0.0016125i,-0.0016679-0.00041117i,-0.00036523+0.0015974i,0.0018254+0.0025714i,0.0026511+0.00026203i,0.0030224-0.0035102i,0.0027298-0.0060681i,0.00043223-0.0061215i,-0.0021421-0.0041286i,-0.0018301-0.00021326i,-0.00037629+0.0026773i,0.0012795+0.0031434i,0.0027156+0.0016963i,0.0023342+8.0579e-05i,0.00081521-0.00016975i,-0.0003396-0.00049257i,-0.00083392-0.0012573i,-0.0011125-0.0014053i,-0.00091166+0.00014126i,-0.0005192+0.00095362i,-0.00026935+0.00026256i,-9.2599e-05+0.00070748i,-0.00023413+0.00095186i
0.0031419-0.0018709i,0.0022904-0.0014108i,-0.00035195-0.00029202i,-0.0018769-0.0012324i,-0.00057478-0.0036798i,-5.5813e-05-0.0050548i,0.00045648-0.0059691i,0.0008511-0.0048728i,-0.0006698-0.0028584i,-0.0032693-0.00086627i,-0.0048476+0.0030558i,-0.0034207+0.006964i,0.00072324+0.0085887i,0.0042603+0.0072691i,0.0045791+0.0038221i,0.0039218+0.0014882i,0.0026771+0.0010641i,0.0013005+0.00022364i,0.00092007-0.00086063i,0.00042822-0.0014386i,-0.00019017-0.001011i,-0.00065348-0.00093812i,-0.0005125-0.0015905i
0.00068675-0.001376i,-0.00010152-0.00081338i,-0.0013391-0.00092352i,-0.0010501-0.00095771i,0.00088413-0.001039i,0.003553-0.0027136i,0.0047342-0.0050302i,0.0035234-0.0052325i,0.00085373-0.0039123i,-0.0019628-0.0034229i,-0.0044719-0.0036766i,-0.0063684-0.0036166i,-0.007379-0.0016347i,-0.0068359+0.00099418i,-0.0044672+0.0023416i,-0.0022605+0.0014697i,-0.0010881-0.0009002i,-0.00066656-0.0012843i,-0.0011218-0.00043791i,-0.0012397+2.3294e-05i,-0.00047875+0.00064067i,0.00042443+0.00065092i,0.00021681+0.00040524i
-0.0027412-0.0011776i,-0.003812-0.0013861i,-0.0022651-0.0013035i,0.00028652-0.00096884i,0.0022608-0.0012991i,0.0045603-0.0018937i,0.0057283-0.0036011i,0.0043187-0.0039113i,0.0015272-0.0038973i,0.00050197-0.0039802i,0.0015875-0.0030122i,0.0025686-0.0018786i,0.0030478-0.0010055i,0.0021624+0.00012402i,0.0002147+0.00084961i,-0.00091215+0.0014008i,-0.0012192+0.0012035i,-0.00073328+0.0006928i,-2.4322e-05+0.00024131i,4.0985e-05-0.00034485i,0.00027253-0.00078084i,0.00096924+0.00010798i,0.0010902+0.0010498i
