0.0022693+0.00058499i,0.0014454-0.00023284i,0.0012897-0.0028097i,-0.00016577-0.003026i,-0.002552-0.0019339i,-0.0030978-0.00013788i,-0.0019274+0.00083086i,0.00021947+0.0014309i,0.0011626+0.00080394i,0.0003191-0.0010821i,0.00014014-0.0010664i,-6.2032e-05+0.00047453i,-0.00021208+0.0018321i,-6.7127e-05+0.0020304i,-0.0002293+0.0016112i,0.00020457+0.0010023i,0.00034188+0.00056815i,0.00032301-0.00012438i,0.00092783-0.00021973i,0.0013477+2.8802e-05i,0.0016845-0.00011756i,0.0012444+1.7459e-05i,0.00018751+0.00018646i
0.035817-0.030187i,0.078953-0.16854i,0.063796-0.27615i,-0.0006566-0.20225i,0.0096937-0.051301i,0.085016+0.0068036i,0.10338-0.0086319i,0.054901-0.015831i,0.0098569+0.0063518i,0.0022199+0.017559i,0.0022989-0.0001756i,-0.0064502-0.012363i,-0.0043916-0.010468i,0.0016236-0.011594i,-5.779e-05-0.011497i,-0.0033545-0.0070037i,-0.0059683-0.0053376i,-0.008867-0.0081293i,-0.011202-0.0077093i,-0.00834-0.0029601i,-0.0031627+0.0010713i,0.0020576+0.00071194i,0.0078446-0.0064293i
-0.066441-0.067659i,-0.11304+0.0038302i,-0.079739+0.12232i,0.01258+0.10257i,0.038598-0.035906i,0.0057288-0.10307i,0.0014403-0.078777i,0.023396-0.046514i,0.04273-0.049708i,0.033213-0.079114i,-0.00091878-0.077187i,-0.013347-0.041514i,-0.0031011-0.02363i,-0.003591-0.024813i,-0.015467-0.021923i,-0.021763-0.010826i,-0.018462-0.0012509i,-0.014724+0.0018817i,-0.014488+0.0041796i,-0.012926+0.0054974i,-0.013143+0.0039259i,-0.016749+0.0064032i,-0.015293+0.013195i
-0.12198-0.0070702i,-0.10175+0.11365i,0.00086574+0.17776i,0.068392+0.10667i,0.019376+0.062421i,-0.060993+0.12575i,-0.057854+0.16591i,-0.012187+0.10727i,-0.0034538+0.031469i,-0.012227+0.010554i,0.00018108+0.017858i,0.012828+0.017534i,0.0085071+0.01501i,0.0041353+0.0089569i,0.003255-0.0038636i,0.00023539-0.010371i,-0.00068088-0.0083948i,0.0026925-0.0044351i,0.0056568-0.0020927i,0.0028593-0.0018054i,-0.0035967-0.0023712i,-0.0094823-0.0022731i,-0.010694+0.001321i
0.10607-0.13115i,0.11303-0.2868i,0.058472-0.32756i,0.026354-0.18591i,0.062586-0.059821i,0.099542-0.05928i,0.078838-0.07581i,0.045639-0.040109i,0.044556+0.011382i,0.061544+0.029562i,0.0516+0.0093589i,0.017381-0.0043599i,0.0072695+0.00039908i,0.020383-0.0024668i,0.028232-0.013137i,0.023331-0.021059i,0.011464-0.020951i,0.0018069-0.018006i,-0.0024993-0.015864i,-0.0032462-0.012939i,0.00056824-0.013962i,0.0045796-0.019716i,0.0059141-0.025065i
0.18772-0.017938i,0.18761+0.032759i,0.10125+0.10937i,0.040474+0.11485i,0.027214+0.018954i,-0.011202-0.075569i,-0.052042-0.083364i,-0.043287-0.039883i,-0.0048896-0.020841i,0.012259-0.033536i,0.00282-0.034351i,-0.0030379-0.020296i,-0.00032993-0.012455i,0.0031531-0.0060631i,0.0070522+0.0019889i,0.0082618+0.004559i,0.0047551+0.0020339i,0.00020426+0.0015608i,-0.0017189+0.0043105i,-0.0011295+0.0027694i,0.0020805-0.0013446i,0.0061363-0.0037085i,0.0069905-0.0017177i
0.003608+0.14667i,-0.040129+0.25164i,-0.05943+0.26147i,-0.039658+0.17578i,-0.026608+0.12199i,-0.01445+0.14644i,0.013073+0.16126i,0.020192+0.11726i,-0.002828+0.072299i,-0.016269+0.064601i,0.0028673+0.05634i,0.016815+0.029949i,0.0050738+0.018i,-0.0019079+0.022801i,0.0047952+0.021277i,0.011643+0.010789i,0.012584+0.0014935i,0.012295-0.0015116i,0.012317-0.0023508i,0.0095453-0.0034564i,0.0076571-0.0034866i,0.005775-0.0031226i,0.00068045+0.00030996i
-0.13052+0.077221i,-0.15967-0.050412i,-0.14643-0.18324i,-0.1075-0.13567i,-0.027498-0.028921i,0.047977-0.038946i,0.048298-0.084955i,0.0159-0.065286i,0.0032574-0.010158i,0.0059578+0.021652i,-0.0026845+0.021066i,-0.018623+0.015809i,-0.016772+0.013126i,-0.0038375+0.009052i,0.0057892+0.0079522i,0.012048+0.0065377i,0.010758-0.00011445i,0.0016672-0.0053564i,-0.0041401-0.0057391i,-0.0010506-0.0054302i,0.0061266-0.0042415i,0.013372-0.0044549i,0.01738-0.010741i
-0.016555+0.068129i,0.053129+0.066393i,0.11733+0.052807i,0.099091+0.023592i,0.052399-0.0099207i,0.03078-0.028193i,0.0049481-0.041022i,-0.021523-0.037447i,-0.027092-0.030451i,-0.02714-0.040582i,-0.028452-0.039777i,-0.016951-0.025222i,-0.0082065-0.020253i,-0.012387-0.010746i,-0.01421+0.011599i,-0.0079094+0.025733i,0.00024686+0.023552i,0.0046272+0.016085i,0.0065827+0.012981i,0.0077828+0.011836i,0.0090868+0.012017i,0.014006+0.015757i,0.021168+0.016709i
-0.191-0.11553i,-0.24034-0.044895i,-0.18568+0.052286i,-0.094272+0.047471i,-0.044019+0.028504i,-0.0065395+0.088881i,0.050856+0.12311i,0.069875+0.079934i,0.042346+0.030206i,0.024375+0.01356i,0.032324+0.0061883i,0.035622-0.0068891i,0.022239-0.011432i,0.0027049-0.0072658i,-0.013018-0.0065745i,-0.017077-0.0068514i,-0.0065596-0.0050664i,0.0058163-0.0051755i,0.0066423-0.0062925i,0.0029242-0.0038235i,-0.0015319+0.0021172i,-0.0093031+0.010209i,-0.015084+0.018962i
-0.1666-0.33435i,-0.23797-0.46076i,-0.24285-0.39525i,-0.16773-0.17883i,-0.072621-0.0025616i,-0.026245+0.041027i,-0.012549+0.017364i,-0.0045468-0.0081013i,0.00048613-0.008764i,0.0086922+0.0029649i,0.001123+0.0042855i,-0.020112+0.00891i,-0.019642+0.010863i,-0.0059017-0.0039403i,-0.0011469-0.017097i,-0.002123-0.017577i,-0.004631-0.0092672i,-0.0097903-0.00040964i,-0.012962+0.0028469i,-0.0095596+0.00077453i,-0.0072085-0.0033983i,-0.0095404-0.0045178i,-0.0097693-0.0043141i
0.34491-0.11916i,0.53678-0.11686i,0.52562-0.04925i,0.33109+0.0054682i,0.15342+0.023389i,0.073229+0.018522i,0.029849+0.001336i,-0.0049062+0.00066282i,-0.013233+0.010727i,-0.0065346+0.0061716i,-0.0045412-0.0024865i,-0.0030256-0.0039503i,-0.00036129-0.0025735i,0.0016405+0.002101i,0.0064334+0.0084645i,0.010627+0.013477i,0.0094559+0.018475i,0.010338+0.020643i,0.014222+0.016861i,0.013142+0.010173i,0.0079118+0.0033573i,0.0051578+0.00039108i,0.0083103+0.0002869i
0.32462+0.048222i,0.32755+0.15324i,0.17633+0.19379i,0.032048+0.10609i,-0.043933+0.023171i,-0.060741+0.031913i,-0.0089948+0.064523i,0.045083+0.049029i,0.051949+0.019879i,0.046964+0.017073i,0.057517+0.013658i,0.061119-0.0043631i,0.044512-0.013038i,0.023933-0.01048i,0.0079115-0.012157i,-0.0028397-0.015583i,-0.0052199-0.013895i,-0.0020001-0.01228i,-0.0016113-0.011579i,-0.0034886-0.0080513i,-0.0049821-0.0066195i,-0.01259-0.005908i,-0.021668+0.0039401i
-0.037196+0.0647i,-0.203+0.014311i,-0.34499-0.063243i,-0.30094-0.044354i,-0.17994+0.023633i,-0.10645+0.066891i,-0.053595+0.074133i,-0.018611+0.038358i,-0.028534+0.016235i,-0.041803+0.031939i,-0.041807+0.042097i,-0.041061+0.036803i,-0.028932+0.025923i,-0.008131+0.012543i,0.0099487+0.0042448i,0.017406-0.0016157i,0.0061663-0.0047233i,-0.011534+0.0027684i,-0.015857+0.01035i,-0.0080616+0.004577i,-0.00029844-0.0078606i,-0.00065918-0.019817i,-0.0092829-0.025612i
0.056811+0.35254i,0.22572+0.40369i,0.33753+0.24473i,0.24557+0.060154i,0.11177-0.0067112i,0.068653-0.031315i,0.03294-0.052562i,-0.01233-0.031678i,-0.02753-0.0057i,-0.034546-0.0059039i,-0.040249-0.0060708i,-0.031263+0.0035146i,-0.020609+0.011813i,-0.012736+0.018969i,0.0021696+0.028548i,0.01692+0.033381i,0.019835+0.028714i,0.016891+0.019446i,0.017686+0.011658i,0.020235+0.0056034i,0.023077+0.00020014i,0.030432-0.006403i,0.036709-0.017193i
-0.24071+0.2211i,-0.29546+0.32699i,-0.19485+0.29468i,-0.063954+0.12532i,-0.046445-0.017462i,-0.080161-0.026471i,-0.056179+0.019849i,0.0021922+0.019319i,0.02813-0.02149i,0.028561-0.042737i,0.037781-0.037255i,0.046844-0.032597i,0.036764-0.028924i,0.010765-0.017163i,-0.019406-0.0026972i,-0.035233+0.0041631i,-0.029276-0.0032833i,-0.017532-0.015943i,-0.013774-0.01756i,-0.012564-0.008457i,-0.0042914+0.0025445i,0.0058298+0.012651i,0.0094067+0.022114i
-0.54-0.397i,-0.84416-0.51434i,-0.79821-0.4167i,-0.43261-0.21758i,-0.12422-0.086491i,-0.022553-5.6054e-06i,0.015376+0.061463i,0.035811+0.049344i,0.015618+0.021145i,-0.00054554+0.017864i,-0.012003+0.013769i,-0.030151+0.012497i,-0.027138+0.0088859i,-0.013077-0.0040716i,-0.0090676-0.011464i,-0.0073164-0.010512i,-0.0054465-0.0044655i,-0.0076182+0.0074708i,-0.0071886+0.016568i,-0.0021929+0.015051i,0.00059431+0.010148i,-0.00065801+0.0064394i,-0.0059823+0.0022801i
0.0060336-0.47742i,0.16178-0.6064i,0.29928-0.49039i,0.25469-0.26294i,0.1341-0.105i,0.062834-0.058551i,0.0097616-0.067993i,-0.020963-0.048542i,-0.0012999-0.019861i,0.016081-0.020069i,0.00069316-0.022326i,-0.016655-0.0087268i,-0.015875+0.0090866i,-0.0054339+0.013864i,0.0045233+0.0075146i,0.013716+0.0063281i,0.022042+0.011365i,0.026864+0.011488i,0.026564+0.0047046i,0.02027-0.0006483i,0.011837+0.0012326i,0.0097389+0.0056185i,0.015703+0.00041104i
0.34701-0.285i,0.4273-0.2573i,0.34337-0.063734i,0.18508+0.077402i,0.04969+0.088676i,-0.041885+0.065573i,-0.058294+0.048658i,-0.022609+0.019142i,0.0084653-0.0094394i,0.031391-0.013871i,0.058529-0.01363i,0.065107-0.027149i,0.038522-0.031108i,0.0068836-0.018421i,-0.017266-0.01242i,-0.035589-0.012486i,-0.039879-0.011655i,-0.03314-0.014029i,-0.027382-0.011179i,-0.023134-0.0025563i,-0.018969+0.0043315i,-0.016535+0.015608i,-0.0096954+0.033132i
0.39856-0.31169i,0.23455-0.42637i,-0.077224-0.32233i,-0.14718-0.12171i,-0.029693-0.049105i,0.03076-0.056047i,0.057204-0.022933i,0.069139+0.003677i,0.038528+0.029013i,0.017585+0.063145i,0.012907+0.064786i,0.0016088+0.044386i,-0.003184+0.020979i,0.0018593+0.00061243i,0.013018-0.012604i,0.017498-0.022421i,0.007299-0.017821i,-0.0020241+0.0049431i,0.00034357+0.020303i,0.0044192+0.015312i,-0.0032692+0.00062739i,-0.02012-0.011167i,-0.034365-0.011789i
0.59856+0.12549i,0.83989+0.033559i,0.73437-0.12966i,0.3766-0.18039i,0.10038-0.11249i,-0.001467-0.062536i,-0.038417-0.049329i,-0.038468-0.030357i,-0.028616-0.015287i,-0.039323-0.0022811i,-0.047132+0.013822i,-0.03558+0.024052i,-0.017066+0.029029i,0.00019696+0.029427i,0.02239+0.024889i,0.041948+0.018438i,0.043196+0.013254i,0.030462+0.0058296i,0.017573-0.0031908i,0.0099299-0.0095532i,0.006233-0.01718i,0.0036686-0.025931i,-0.0016644-0.034057i
0.16593+0.66109i,0.29222+0.86868i,0.29938+0.71413i,0.16941+0.37907i,0.039457+0.16612i,0.0035539+0.1008i,0.018864+0.065793i,0.02078+0.019464i,-0.00054061-0.020953i,-0.019358-0.032173i,-0.006047-0.026964i,0.014084-0.025853i,0.0086963-0.021715i,-0.0094463-0.0050703i,-0.022218+0.017871i,-0.027992+0.028247i,-0.031898+0.016491i,-0.034104-0.0010719i,-0.030214-0.0046793i,-0.017392-0.00096121i,0.0011008-0.0035321i,0.015066-0.0059226i,0.023421+0.00033161i
-0.30471+0.31266i,-0.52881+0.37712i,-0.54591+0.32073i,-0.29465+0.18954i,-0.034495+0.0015499i,0.049675-0.12627i,0.055381-0.10658i,0.068106-0.043747i,0.062273-0.020853i,0.034532-0.015773i,0.0040729+0.0029854i,-0.0096446+0.02271i,-0.0064706+0.011921i,-0.0086261-0.010088i,-0.011213-0.014377i,-0.005486-0.014793i,-0.00028517-0.015115i,0.0052633-0.005005i,0.013314+0.006047i,0.017072+0.0076429i,0.015414+0.0035685i,0.010279-0.0035575i,0.0017146-0.010797i
-0.23734-0.095569i,-0.21271-0.21363i,-0.050762-0.29452i,0.052421-0.23833i,0.070697-0.089168i,0.054002+0.0059309i,0.0028128+0.031843i,-0.021292+0.032418i,-0.014276+0.0038221i,-0.021903-0.023747i,-0.036293-0.02364i,-0.038493-0.00058327i,-0.021636+0.028935i,-0.0016178+0.034139i,0.0029985+0.02457i,0.010545+0.021548i,0.023093+0.015435i,0.020647+0.0025577i,0.0085028-0.005716i,0.0021075-0.0043654i,0.0063086+0.0022377i,0.015126+0.0032846i,0.015117-0.0069622i
-0.31843-0.1443i,-0.35316-0.032472i,-0.19717+0.14833i,-0.020382+0.20516i,0.04686+0.1789i,0.062956+0.14658i,0.055854+0.079238i,0.029468+0.025491i,0.033003+0.0077739i,0.058015-0.018407i,0.061008-0.052808i,0.034478-0.067898i,0.0052526-0.054547i,-0.007302-0.032697i,-0.020086-0.015003i,-0.035405+0.0054751i,-0.035085+0.016806i,-0.024574+0.014202i,-0.016584+0.01315i,-0.0080091+0.01584i,0.0035908+0.01852i,0.018976+0.0234i,0.037319+0.025762i
0.052709-0.35048i,-0.1161-0.43804i,-0.28016-0.23927i,-0.24402+0.0054514i,-0.12961+0.032356i,-0.087698-0.049057i,-0.063346-0.070867i,-0.018004-0.032657i,0.034883+0.005311i,0.060504+0.01612i,0.042053+0.025486i,0.015769+0.029118i,-0.0017741+0.010018i,-0.010366-0.010772i,-0.0095444-0.029503i,-0.011155-0.043332i,-0.0071701-0.033645i,0.009626-0.012843i,0.020095-0.0035776i,0.011387-0.00042351i,-0.0078592+0.0058112i,-0.021888+0.014377i,-0.021115+0.022371i
0.55291-0.20145i,0.67996-0.47526i,0.44343-0.57945i,0.10389-0.36652i,-0.0070302-0.077747i,0.043493+0.049532i,0.070951+0.045604i,0.030125+0.014051i,-0.027259+0.021648i,-0.039344+0.051715i,-0.021476+0.044507i,-0.012383+0.024274i,-0.0045606+0.032933i,0.010634+0.04136i,0.024413+0.025276i,0.030979+0.0059683i,0.023654-0.0018778i,0.0040763-0.0015328i,-0.012146+0.00089615i,-0.018266+0.00075151i,-0.01985+0.00035872i,-0.022865+0.00067193i,-0.030597+0.0021408i
0.19987+0.32045i,0.28764+0.42981i,0.24639+0.34735i,0.11288+0.16528i,-0.0032785+0.06593i,-0.026342+0.034382i,0.0035464-0.011506i,0.0073315-0.044479i,-0.00063458-0.022877i,0.017213+0.0016035i,0.038419-0.013117i,0.038431-0.03952i,0.020587-0.047034i,0.0062842-0.027312i,0.0084561+0.00071369i,0.0092152+0.017871i,0.00059279+0.024477i,-0.0052411+0.024489i,-0.0038066+0.019834i,-0.00030966+0.0095986i,0.00029313-0.0046074i,0.0014319-0.010694i,0.0086816-0.0068782i
-0.047933+0.37969i,-0.020736+0.4413i,0.0043991+0.30487i,-0.010472+0.096861i,-0.085814-0.042739i,-0.15755-0.065136i,-0.14127-0.0084331i,-0.064037+0.020295i,-0.02982-0.00027654i,-0.051428-0.0013061i,-0.05686+0.035869i,-0.028728+0.05385i,-0.015089+0.028326i,-0.02099+0.0073457i,-0.016025+0.0045658i,-0.008532-0.0052175i,-0.0072979-0.012308i,0.0018364-0.010831i,0.011215-0.012523i,0.0075797-0.01609i,-0.00068174-0.018592i,-0.0091031-0.020351i,-0.019528-0.01633i
-0.060324+0.41529i,0.035762+0.31629i,0.092101+0.02789i,0.046168-0.11968i,0.050638-0.086982i,0.14002-0.034332i,0.17441-0.019445i,0.12211-0.030515i,0.030705-0.039728i,-0.026129-0.02315i,-0.030518-0.010408i,-0.021317+0.0021525i,-0.0011857+0.020887i,0.015122+0.021095i,0.014194+0.017423i,0.014039+0.013961i,0.0084192-0.00055707i,-0.0097446-0.0090071i,-0.021792-0.0037528i,-0.014207+0.00049985i,0.0033832-0.002906i,0.011651-0.010457i,0.0020781-0.015634i
-0.78831+0.14072i,-0.79752+0.32143i,-0.44004+0.36733i,-0.0954+0.19979i,0.014801+0.033954i,0.0028435-0.019011i,-0.011335-0.034609i,-0.0044148-0.040395i,0.031021-0.047068i,0.055039-0.065878i,0.043029-0.067868i,0.021937-0.050041i,0.0074368-0.036002i,-0.0070879-0.020776i,-0.018754+0.0046275i,-0.015122+0.027494i,-0.00018145+0.033776i,0.013664+0.027432i,0.020617+0.017984i,0.021359+0.011011i,0.020504+0.0078782i,0.0232+0.0034138i,0.028467-0.0078376i
-0.3849-0.75463i,-0.45517-0.69574i,-0.29169-0.33786i,-0.049781-0.053177i,0.029623+0.016619i,-0.053705+0.041838i,-0.1142+0.095587i,-0.071589+0.11174i,-0.018158+0.064848i,-0.02518+0.022786i,-0.044678+0.024835i,-0.036348+0.034588i,-0.019879+0.035465i,-0.010009+0.03052i,-0.011624+0.012957i,-0.021875-0.0025483i,-0.023706-0.0046548i,-0.012275-0.0045007i,-0.00085393-0.0077346i,0.00021647-0.0064858i,-0.0024451+0.0028821i,-0.0012229+0.0080133i,1.4566e-05+0.002582i
0.38887-0.082858i,0.42476-0.16209i,0.25725-0.16426i,0.043565-0.066413i,-0.0056415+0.02209i,0.062463-0.0039878i,0.091859-0.070471i,0.06062-0.072181i,0.033499-0.024805i,0.045752+0.0041402i,0.053262-0.012113i,0.025217-0.02705i,0.0075316-0.015232i,0.017931-0.014085i,0.022668-0.028464i,0.017091-0.035114i,0.0069735-0.033317i,-0.0086992-0.023157i,-0.017812-0.0053606i,-0.014682+0.0062797i,-0.0060964+0.0098062i,0.0023134+0.013862i,0.0099582+0.018868i
-0.25828-0.10555i,-0.27554+0.045313i,-0.19586+0.1607i,-0.11182+0.099497i,-0.089772+0.02492i,-0.073595+0.020234i,-0.038731+0.003228i,-0.020792-0.017527i,-0.00020491-0.015148i,0.020028-0.009174i,0.025274-0.0047295i,0.019981-0.0094742i,-0.00051255-0.01029i,-0.018166+0.010476i,-0.013599+0.02867i,-0.00050854+0.03011i,0.012225+0.027245i,0.022996+0.024334i,0.027231+0.018097i,0.018426+0.0095341i,-0.00080257+0.0065836i,-0.011786+0.011267i,-0.0072071+0.014056i
0.57751-0.68089i,0.41585-0.75837i,0.13001-0.55386i,0.034117-0.25227i,0.048269-0.067405i,0.025779+0.010367i,-0.0077762+0.063567i,-0.018269+0.089972i,-0.025376+0.083604i,-0.043101+0.064056i,-0.045182+0.046463i,-0.023085+0.02776i,-0.007144+0.021284i,0.00050074+0.025843i,0.0072891+0.016861i,0.0032486+0.0010011i,-0.0076826-0.0035683i,-0.015574-0.0037351i,-0.019487-0.004935i,-0.019952-0.0057049i,-0.019357-0.012062i,-0.021334-0.020292i,-0.023014-0.019623i
0.41704+1.0813i,0.53732+1.034i,0.39605+0.58325i,0.098821+0.21332i,-0.078827+0.06118i,-0.094387-0.031147i,-0.069541-0.086157i,-0.061952-0.089501i,-0.065143-0.062579i,-0.042896-0.031006i,-0.0050717-0.019393i,0.012612-0.023054i,0.0085712-0.031594i,0.0042617-0.033222i,0.010689-0.021036i,0.019763-0.012856i,0.018223-0.017301i,0.0065733-0.021323i,-0.0021048-0.016891i,0.00072248-0.014576i,0.0093445-0.018828i,0.01244-0.016513i,0.012657-0.0033054i
-1.1428+0.14918i,-1.1391+0.4271i,-0.61072+0.45604i,-0.13967+0.17252i,-0.030217-0.041129i,-0.035627-0.013311i,0.0020708+0.033762i,0.029571-0.0038999i,0.02065-0.054993i,-0.006418-0.059051i,-0.017135-0.020916i,-0.0037843+0.012238i,-0.00078999+0.019992i,-0.020111+0.030613i,-0.031037+0.049186i,-0.020518+0.051766i,-0.0016882+0.040237i,0.017688+0.02889i,0.029457+0.018529i,0.026677+0.012185i,0.019762+0.015148i,0.016234+0.020041i,0.007698+0.021665i
0.44931-0.95192i,0.10815-1.194i,-0.17845-0.90952i,-0.10836-0.39832i,0.073831-0.10265i,0.1114-0.038073i,0.05564-0.01701i,0.025094+0.026481i,0.046141+0.056865i,0.065388+0.036441i,0.046925+0.0057596i,0.025408-0.00020913i,0.029522-0.0035185i,0.032841-0.021782i,0.016686-0.039125i,0.00070703-0.036654i,-0.0053393-0.022023i,-0.012989-0.009037i,-0.020958-0.0015569i,-0.017402+0.00075564i,-0.008586-0.0050431i,-0.006827-0.018094i,-0.015125-0.02796i
0.028755+0.73734i,0.27289+0.66034i,0.31233+0.4013i,0.088275+0.21542i,-0.094555+0.12033i,-0.14683+0.032734i,-0.15352-0.034568i,-0.13352-0.054584i,-0.098999-0.051628i,-0.06238-0.036192i,-0.037424-0.018582i,-0.028837-0.0060839i,-0.02284-0.00037492i,-0.011586-0.0042363i,0.0012364-0.007675i,0.0075796-0.0065672i,0.0075632-0.0052515i,0.0061831-0.0060805i,0.0072538-0.0085432i,0.012626-0.0099981i,0.019984-0.0075093i,0.025505-0.004413i,0.029089-0.0092195i
-0.61796-0.66516i,-0.68892-0.33369i,-0.3626+0.074741i,-0.024459+0.081974i,0.0021856-0.072652i,-0.06561-0.071432i,-0.018778-0.024925i,0.054286-0.038603i,0.067235-0.053919i,0.029791-0.030058i,-0.00084188+0.0063236i,-0.0059253+0.031i,-0.00065008+0.048308i,0.0067975+0.055645i,0.0045554+0.050316i,-0.0045111+0.039374i,-0.0084109+0.029384i,0.00059723+0.0248i,0.011916+0.023652i,0.0085781+0.031761i,0.0033265+0.051588i,0.0087307+0.065837i,0.015611+0.064495i
1.2591-0.2532i,0.99964-0.72399i,0.29021-0.70945i,-0.054245-0.28165i,0.035321-0.040779i,0.10725-0.080097i,0.083479-0.10571i,0.058278-0.036732i,0.054682+0.054821i,0.079802+0.082201i,0.081007+0.042843i,0.046707+0.00057405i,0.024829-0.024003i,0.027861-0.036545i,0.039761-0.040666i,0.045077-0.040622i,0.034622-0.034949i,0.006675-0.022139i,-0.018804-0.0079342i,-0.026672-0.0068662i,-0.034466-0.020164i,-0.047124-0.027551i,-0.051857-0.020377i
0.0046493+1.1123i,0.48934+1.1711i,0.60318+0.69822i,0.29476+0.24354i,0.05235+0.11959i,0.017826+0.13544i,0.015827+0.12517i,-0.02482+0.074587i,-0.084351+0.022337i,-0.11937+0.011203i,-0.11356+0.012211i,-0.092717+0.012017i,-0.074316+0.032322i,-0.049088+0.06391i,-0.013412+0.082006i,0.011871+0.070338i,0.013795+0.039687i,0.0077311+0.0089936i,0.0076871-0.0097714i,0.014255-0.015832i,0.025495-0.02003i,0.034206-0.023587i,0.034429-0.029489i
-0.49187+0.069359i,-0.65222+0.34395i,-0.43132+0.41059i,-0.12259+0.21042i,-0.065975+0.0094565i,-0.11872-0.047648i,-0.089586-0.018019i,0.003294-0.002173i,0.050146-0.042181i,0.015382-0.07017i,-0.0031247-0.050999i,0.013771-0.032322i,0.014669-0.020144i,-0.00087858+0.00021889i,-0.02825+0.022244i,-0.045848+0.037424i,-0.035206+0.032796i,-0.015612+0.01864i,-0.0062374+0.016234i,-0.0083941+0.02734i,-0.0099487+0.042067i,-0.0043959+0.049602i,0.0054967+0.051469i
-0.34372+0.31314i,-0.28605+0.016856i,-0.32138-0.17544i,-0.32244-0.041987i,-0.12916+0.072415i,0.026918+0.0097689i,0.03363-0.034089i,0.012193-0.0092412i,0.014542+0.01004i,0.039748+0.0090947i,0.054044+0.00063564i,0.040471-0.012055i,0.013532-0.037778i,-0.019502-0.050243i,-0.029154-0.035635i,-0.0097887-0.023945i,0.0068586-0.020591i,0.0054761-0.014474i,-0.0034723-0.0086645i,-0.0055102-0.016234i,-0.011401-0.038349i,-0.031818-0.053101i,-0.052446-0.046016i
-0.45622-0.39414i,-0.19721-0.039721i,0.16602+0.06246i,0.18884-0.057714i,0.014645+0.050851i,-0.02853+0.27229i,-0.0010086+0.30883i,0.0017177+0.20724i,-0.0079472+0.10447i,-0.02553+0.049781i,-0.040614+0.022586i,-0.05187+0.017789i,-0.04705+0.039564i,-0.035056+0.04859i,-0.037218+0.038977i,-0.038406+0.033564i,-0.024837+0.024097i,-0.0072463+0.0053623i,0.00074274-0.0073803i,0.005836-0.0010048i,0.024254+0.0091186i,0.04931+0.00045943i,0.056794-0.024918i
0.020723-0.38722i,-0.32619-0.43464i,-0.41267-0.31846i,-0.28183-0.19508i,-0.27334-0.15057i,-0.35328-0.12592i,-0.34108-0.07875i,-0.22077-0.015751i,-0.080337+0.0010899i,-0.00673-0.019646i,0.031356-0.022642i,0.056349-0.028578i,0.048755-0.042084i,0.026695-0.055265i,-0.0095656-0.071329i,-0.043534-0.063898i,-0.038502-0.032308i,-0.015612-0.0080408i,-0.010816+0.0010952i,-0.021261+0.011717i,-0.026293+0.028107i,-0.016891+0.039236i,0.0016551+0.043866i
-0.12868-0.57915i,0.0038146-0.53645i,0.12707-0.30553i,0.1128-0.17103i,0.048184-0.18816i,-0.0060047-0.20923i,-0.042885-0.18134i,-0.051302-0.13307i,-0.035086-0.072485i,-0.0078859-0.0076979i,0.0085937+0.037873i,0.011183+0.053857i,0.0073741+0.03982i,0.012762+0.018519i,0.044801-0.00014791i,0.065402-0.02451i,0.036837-0.02864i,0.0012427-0.0027991i,-0.0030897+0.011678i,0.0027061-0.0054799i,-0.001814-0.029969i,-0.009417-0.039716i,-0.012109-0.035558i
1.239-0.20677i,1.0388-0.15094i,0.64434-0.038512i,0.38293-0.06079i,0.14456-0.087583i,-0.056873-0.021283i,-0.10035+0.031063i,-0.049007+0.043635i,-0.018623+0.059826i,-0.02266+0.076191i,-0.0248+0.069331i,-0.023619+0.042982i,-0.013147+0.030038i,0.015386+0.017401i,0.033321-0.0058444i,0.026672-0.01435i,0.016621-0.01304i,0.013404-0.016135i,0.014878-0.019812i,0.014763-0.015384i,0.012149+0.00055628i,0.015902+0.016175i,0.017347+0.019216i
0.13357+0.82566i,0.015647+0.39293i,-0.23843-0.023679i,-0.29-0.061364i,-0.20508-0.10236i,-0.24367-0.22462i,-0.24407-0.18594i,-0.12915-0.10752i,-0.094093-0.089374i,-0.10542-0.038891i,-0.063637+0.0078829i,-0.029207+0.0034214i,-0.033934-0.0070608i,-0.036888-0.0046953i,-0.015423-0.0047542i,0.01043-0.014705i,0.013939-0.020004i,0.0055926-0.011746i,0.00017915-0.0027127i,-0.0059384-0.0012812i,-0.013023-0.0050894i,-0.025689-0.0023023i,-0.034274+0.011412i
-0.060137+0.16519i,0.2429+0.33711i,0.52366+0.36348i,0.52769+0.23435i,0.43381+0.098819i,0.38004-0.01553i,0.27567-0.088933i,0.16668-0.090344i,0.099731-0.09376i,0.023838-0.088433i,-0.032512-0.039264i,-0.038154+0.016199i,-0.013162+0.060178i,0.027188+0.096382i,0.074275+0.12608i,0.10036+0.11928i,0.068836+0.067188i,0.011004+0.031868i,-0.013207+0.03114i,-0.0054037+0.026826i,0.0074255+0.015088i,0.014624+0.0089475i,0.017288+0.0068385i
