0.0022693+0.00058499i,0.0014454-0.00023284i,0.0012897-0.0028097i,-0.00016577-0.003026i,-0.002552-0.0019339i,-0.0030978-0.00013788i,-0.0019274+0.00083086i,0.00021947+0.0014309i,0.0011626+0.00080394i,0.0003191-0.0010821i,0.00014014-0.0010664i,-6.2032e-05+0.00047453i,-0.00021208+0.0018321i,-6.7127e-05+0.0020304i,-0.0002293+0.0016112i,0.00020457+0.0010023i,0.00034188+0.00056815i,0.00032301-0.00012438i,0.00092783-0.00021973i,0.0013477+2.8802e-05i,0.0016845-0.00011756i,0.0012444+1.7459e-05i,0.00018751+0.00018646i
-6.9091e-05-0.0027028i,-0.0022483-0.0016853i,-0.0034898-0.0023463i,-0.0022677-0.0027635i,-0.00065642-0.0011664i,7.0314e-05+0.0006622i,0.00029977+0.00075166i,-0.00012466+7.0713e-05i,-6.4009e-05-0.00023347i,0.00032522-5.6781e-05i,0.0002608+0.00029461i,6.2829e-07+0.00045004i,0.00012742+0.00036219i,9.9761e-05+4.796e-06i,0.00031238+3.5946e-05i,0.00075727+0.00061858i,0.0011188+0.0004785i,0.00096071+0.00029516i,0.0002979+0.00042408i,2.7342e-05+0.00053294i,-0.00037196+8.1675e-06i,-0.00088843-0.00074511i,-0.0011995-0.00064354i
0.0012172-0.0032489i,0.0013533-0.0032785i,0.00051566-0.002803i,-0.00035537-0.00087892i,-0.00036649+0.0013825i,0.00039785+0.0016291i,0.00086293+0.0005322i,-0.00010132-0.00033423i,-0.0011023+0.00030299i,-0.0012964+0.0013029i,-0.00058395+0.00094384i,-9.4147e-05+0.00017929i,0.00056294-0.00032451i,0.00090172-8.0149e-05i,0.00081955+0.00013265i,0.00058258+0.00027794i,0.00053423+0.00055098i,0.00061758+0.00024566i,0.00052093-0.00026665i,0.00097643-0.00040538i,0.00074156+0.00010884i,-6.819e-05-0.00011449i,0.0006756-0.00045517i
-0.0023369-0.0013475i,-0.0013096-0.00050982i,-0.0016607-0.00016093i,-0.0010474-0.00018495i,0.00035313+0.00058963i,0.0013074+0.0012966i,0.0017235+0.0010818i,0.00095178+0.00044237i,5.0473e-05+0.00035915i,-5.3361e-05+0.00011099i,0.00038129-3.2703e-05i,0.00082939+0.00014147i,0.00040385+0.00021676i,-2.9144e-05+0.00020555i,-0.00016929-7.6911e-05i,-2.0234e-05-0.00054438i,0.00047181-0.00049939i,0.00072383+0.00024271i,0.00040435+0.0003326i,-0.00022399-0.0010483i,-0.00012928-0.0014475i,0.00017195-0.00031412i,0.00062784+0.00030643i
0.0011624-0.0015573i,-0.00018845-0.00078873i,-0.0013591+0.001216i,-0.0014123+0.0017247i,-0.00094143+0.0014481i,-0.00074617+0.00064096i,-0.00073562-0.00048996i,-0.00067075-0.00018552i,-0.00080784+0.0010761i,-0.00055022+0.0011785i,-0.00043632+0.00053037i,-0.00021821-0.00022132i,0.00059491-0.00063187i,0.00093484-0.00012388i,0.00073043+8.1761e-06i,0.00094682-0.00060193i,0.0010095-0.0011076i,0.00040944-0.00059956i,0.00017301-0.00024567i,0.00011893+1.2638e-06i,-0.00043314+0.00077617i,-0.00043673+0.00080814i,0.00047723+0.00077786i
-0.0011088+0.003206i,1.0912e-05+0.0033144i,0.00022848+0.0026429i,0.00061267+0.0022588i,0.0011148+0.0022357i,0.001346+0.0012538i,0.00080724-0.00049021i,-0.00029714-0.00051593i,-0.00099705+0.00041782i,-0.00081018+0.00063087i,-0.0001575+0.00062539i,0.00023003-0.00028172i,0.00030262-0.00072907i,0.0007958-0.00033366i,0.0010373-3.7929e-05i,0.00057433+0.00089163i,0.00054116+0.0011038i,0.00036395+8.4142e-05i,3.6365e-05+0.00047637i,8.1288e-05+0.00055453i,7.9149e-05+0.00012753i,0.00012967+0.00016775i,5.3484e-05-0.00011182i
-0.0015075-0.0019591i,-0.0034849-0.00019712i,-0.0038155-0.00029748i,-0.0025191+0.00015683i,-0.0018943+0.0011372i,-0.00071497+0.0018893i,0.0007075+0.0019988i,0.00010204+0.0014747i,-0.00095305+0.00054717i,-0.0015007+0.00059351i,-0.0015986+0.00030439i,-0.00083484-8.4245e-05i,0.00027434+0.00061852i,0.00090839+0.0013055i,0.0015261+0.0013403i,0.0011589+0.0015028i,0.00032157+0.0014972i,0.00040548+0.001051i,0.0011067+0.00077022i,0.001314+0.00030782i,0.00022004+0.000226i,-0.00081339+0.00026543i,-0.00056305+0.00046461i
0.0007792+0.00028842i,0.00049831-0.0011632i,-0.00036986-0.0023393i,-0.0012489-0.0015076i,-0.0014476-0.00040012i,-0.00089451+0.0010214i,9.7106e-05+0.00098083i,0.00065306-9.6799e-05i,-0.00030207-0.00041942i,-0.0012272-0.00020356i,-0.0013258-4.0093e-05i,-0.00080065+0.00057042i,-0.00037051+0.00086515i,-0.00023259+0.00041357i,0.00029193-5.7062e-05i,0.00029023-0.00022337i,0.00046007-0.00059541i,0.0010094-0.0010034i,0.00054133-0.00041652i,-0.00010207-0.00036444i,-0.00031105-0.00062357i,8.0758e-06-0.00061361i,0.00063121-0.00052376i
-0.001708-0.002461i,-0.0012862-0.0019203i,-0.0014959-0.00016683i,-0.0011871+0.001038i,0.00035146+0.0016942i,0.00093483+0.0013116i,0.00058768-8.9558e-06i,0.00035487-0.00092708i,3.2836e-05-0.00048174i,0.00019743+0.00047295i,-0.00028983+0.00064321i,-0.00063459-4.2135e-05i,0.00050433-0.00096798i,0.00088405-0.00058482i,0.0012069-0.00016704i,0.0017759-0.00027695i,0.0011437+0.00014069i,-0.00018435+0.00012934i,-0.00030563-0.0001985i,0.00062967-0.0002113i,0.00062977+8.5514e-05i,0.00015377-0.00022155i,0.00041021-9.8754e-05i
-0.0011421-0.00099584i,-0.0014434-0.00084178i,-0.0010523-0.00018051i,-0.000536+0.0007891i,0.00076499+0.0015823i,0.0014779+0.0018798i,0.00086701+0.0011302i,0.00010531+0.00044101i,-0.00055339+0.00052976i,-0.00074383+0.00040001i,-0.00015105-0.00032305i,0.00016138-4.5674e-05i,0.00040752+0.00057551i,0.00095447+0.00015034i,0.0012063-0.00041956i,0.00038452+5.1448e-05i,-0.00051804+0.00030001i,-0.00014453-0.000206i,0.00016654-0.00086878i,0.00047049-0.00055276i,0.00077858+0.0011422i,0.00036531+0.0011943i,0.00046154+0.00064341i
0.00037864-0.0013659i,-0.00095978-0.0020929i,-0.0011317-0.0016537i,-0.0007448-0.00046864i,-0.00049221+0.00064826i,0.00014517+0.0012106i,0.00017413+0.0014445i,-0.00020037+0.00080655i,3.2004e-05-0.00039946i,0.00054088-0.00033831i,0.00083975-9.1619e-05i,0.00080563+0.00010048i,0.00070812+0.0002192i,-4.9435e-05+0.00016048i,0.00012978+0.00081068i,0.00042047+0.00095689i,-0.00019075+0.00043101i,-7.5754e-05+0.00090315i,-0.0002135+0.00095693i,-0.00013068+0.00012933i,0.00027976+0.00010594i,0.00016332+0.0010565i,-0.00025544+0.001353i
-0.0015948+0.0015519i,-0.0013243+0.0012434i,-0.0010453+0.00055774i,-0.00049884+0.00090529i,-0.00095893+0.0013674i,-0.00067478+0.0021486i,9.4861e-05+0.0013814i,-0.00019389+0.00034301i,-0.00074869+0.00096438i,-0.0011921+0.00063251i,-0.00088387-0.00035235i,-0.00028196-0.00075614i,0.0005527-0.00035685i,0.00080239+0.00042074i,0.00045093+0.00092057i,0.00021784+0.0010204i,0.00053561+0.00065219i,-0.00027605+0.00018716i,-0.0012375-0.00017759i,-0.00037581-0.00048803i,0.00021269-0.00018966i,-0.00044503-0.00041639i,-0.00040408-0.00051004i
-0.0014222-0.0031668i,-0.0018392-0.0026128i,-0.002057-0.0017802i,-0.0012768-0.00025519i,-3.5682e-05-7.722e-05i,0.000765-0.00053226i,0.00064376-0.00018537i,1.8823e-05+6.1763e-06i,-0.00018847+3.8536e-06i,-0.00034035-0.00027441i,-0.00022358-0.00015538i,-0.00018927-1.6129e-05i,0.00023249-0.0004462i,0.00029689+0.00023628i,-3.3293e-05+0.00087947i,0.00012193+0.00080626i,0.00021867+0.00068896i,-0.00016978+0.00056852i,-9.4683e-05+0.00018361i,1.3012e-05+5.8729e-05i,0.00017562+0.00016625i,0.0003489+0.0004263i,0.00010146+0.00023711i
0.0004943-0.0021344i,-0.00023255-0.0013863i,-0.0028775-0.001707i,-0.0025756-0.0015604i,-0.00065176+0.00026609i,5.1766e-05+0.0017988i,-0.00022519+0.00095855i,-0.00039219-0.00025154i,-0.00080396+0.00011228i,-0.00057577+0.0003651i,0.00027073+0.00020548i,0.00088357-0.00031391i,0.00053044-0.00061308i,0.00049486-0.00031973i,0.0016441-0.00063496i,0.001517-0.00062548i,-0.00021876-6.927e-06i,-0.00096606+0.00075883i,-0.00040174+0.00045491i,-0.0004742-3.9062e-05i,-0.00073935+0.00070776i,-0.00024957+0.0012175i,0.00035686+0.00051471i
0.0012878+0.0013002i,0.0017576+0.0016077i,0.0026174+0.00032188i,0.0021675-0.00067678i,0.00073281-0.00073563i,-0.00022545+0.00072878i,-0.00040192+0.00093335i,-0.00048767-2.7093e-05i,-0.00044276-0.00050986i,-1.8455e-05-0.00081823i,-0.00018165-0.00076281i,-0.00055866-5.1449e-05i,-0.00072821+4.5907e-05i,-0.00096861+9.934e-06i,-0.0010421-1.6455e-05i,-0.00093542-0.00010512i,-9.393e-05-0.00033322i,0.00070748+0.0001201i,0.00057164+0.0001983i,-9.6369e-05-9.9764e-05i,0.00016367-0.00026843i,0.00048218-0.00025395i,-8.2892e-05+0.00037109i
-0.0019305-0.00098173i,-0.0023732-0.00023707i,-0.0013752+0.0010945i,0.000105+0.00096875i,0.0011215+0.00029237i,0.00037215-2.2676e-05i,-0.0003837+8.1336e-05i,-0.00095519-0.0002266i,-0.0012952-0.00037066i,-0.00056839+0.0002863i,0.00063284-0.00050339i,0.00028701-0.00076366i,-9.5113e-06+0.00023158i,0.00075994+0.00052151i,0.0012645+0.0003005i,0.00082886-0.00023099i,4.9129e-05-0.0005237i,-0.00033504-0.0003675i,0.00021844-0.00034818i,0.00039833-0.00049583i,0.00015148-0.00022385i,-0.00021726+0.00050465i,-0.00075667+0.00020216i
0.00070733+0.0011996i,0.00046696+0.00053196i,0.00085117+0.00038967i,5.9545e-06+0.00075672i,-0.00036421+0.00029851i,0.00059318+0.00063532i,0.0012636+0.0012773i,0.00054957+0.0012436i,-0.00049274+0.00087217i,-0.0012926+0.0001031i,-0.0012169-0.00041392i,-0.00080494-0.00023059i,-0.00080414+0.00022537i,-0.00056378-3.3674e-07i,-0.00015709+6.4227e-05i,0.00012329+0.00022559i,0.00025022+0.00053601i,0.00035177+0.00097528i,0.00039988+0.00046679i,0.00014961-0.00021744i,-0.00022906-5.6797e-05i,-0.00012358+0.0002184i,2.9428e-05+0.0001395i
-0.00036234+0.00017753i,-0.00013485-0.00023618i,-0.00023739+0.00028492i,-0.00038925+1.0474e-05i,0.00048481+5.6441e-05i,0.0011565+0.00029186i,0.00057329-0.00017285i,0.00011382-0.00090559i,0.00021911-0.0008338i,0.00030671-6.9165e-05i,0.00074267-0.00030736i,0.00086003-0.00025817i,2.7189e-05+0.0011393i,-0.00037943+0.0013573i,-3.5125e-05+0.00046095i,0.0004972+0.00021073i,7.1737e-05+0.00044392i,-0.00011796+0.00038373i,0.00043046-0.00013178i,-0.00022598-0.00039735i,-0.001082+5.7698e-05i,-0.00039342+0.00056422i,0.00058463+0.00051659i
-0.00069904-0.0012578i,-0.00071425-0.0021048i,-0.00099851-0.00086829i,-2.6943e-05+0.00090382i,0.00089639+0.0015883i,0.00072831+0.0015066i,0.00079046+0.00069339i,0.00051589+0.00010582i,-0.00065505+0.00051284i,-0.001257+0.0002462i,-0.00041064+0.00039505i,0.0005957+0.0003502i,0.00058193-0.00036949i,0.00088565-0.00018493i,0.00091547-0.00071023i,0.00030552-0.0015956i,0.00026033-0.00064161i,-6.2423e-05+0.00053985i,-0.00077484+0.00019399i,-0.00067805-0.00032257i,-0.00040051-0.00015519i,-0.00078828-0.00013577i,-0.00070361-5.6913e-05i
0.0028356-0.00041186i,0.0020098-0.00014535i,0.00077352-0.00027865i,-0.00044474-0.00070134i,-0.0010763-0.00011986i,-0.00094987+0.00097271i,-0.00082433+0.00096336i,-0.00052212-4.4483e-05i,-0.00053299-5.2382e-05i,-0.0011169+0.00030656i,-0.0011651+0.00018173i,-0.0010589+0.00063996i,-0.00074149+0.00016809i,-0.00038257+0.00021802i,-0.0004217+0.00059044i,-0.00014937+0.00029138i,0.00018208+0.00027526i,-0.00047727+0.00042918i,-0.00077081+0.00021341i,-0.00026442+0.00073761i,-1.0206e-06+0.00051449i,9.8536e-05-0.00051098i,-0.00058908-0.00063311i
0.00093157+0.00039462i,0.00013143-0.00015859i,-0.00077385+0.00018836i,-0.00062276+0.00043147i,0.00029496+0.00061259i,0.00037594+0.00088525i,-8.8597e-05+0.00067828i,-0.00021674+0.00070919i,-0.00022408+0.0010259i,-1.9539e-05+0.00023249i,0.00072814-0.00088243i,0.00068759-0.00082871i,0.00038425-1.9711e-05i,-0.00028054-0.00017956i,-0.00067178-0.00023279i,-0.00026166-0.00017831i,2.3272e-05-0.00049455i,1.4479e-06-0.00010237i,-4.6847e-05+2.5277e-05i,0.00092402-0.00040744i,0.0014973-0.00089209i,0.0010397-0.001173i,0.00043067-0.00022411i
-0.0009039-0.00034168i,-0.0002785+0.00010405i,2.9852e-05-0.00088174i,0.0001692-0.0017804i,0.00018037-0.00025117i,-0.00032312+0.0010284i,-0.00060378+0.0011904i,-0.00016999+0.00070091i,-5.9946e-05+0.00034079i,-0.00050284-6.5847e-05i,-0.00070861-0.00031112i,-0.00054601+0.00011907i,-0.00029041+0.0005901i,-0.00040003+0.00080345i,-0.00095107+0.00047354i,-0.00085479-0.00027329i,-8.0714e-06-0.00078577i,0.00092541-0.00014208i,0.00067536+0.00053202i,0.00015405-0.00034574i,-0.00035302-0.00049345i,-0.00020264-0.00023886i,0.00030267-0.00024555i
-0.0023843-0.0045042i,-0.0030927-0.0029041i,-0.0030812-0.00055942i,-0.0013735+0.00091145i,-0.00012234+0.0011596i,0.00032627+0.00067296i,0.0010927+0.00056459i,0.00054579+0.00030142i,-0.00065714+0.00045304i,-0.00016241+0.00065312i,0.00070715+0.0005659i,0.00059994+0.00027517i,0.0010572-0.00041312i,0.0016293-0.00035386i,0.0018061-0.00028672i,0.0010649-0.00041319i,9.5619e-05+0.00045599i,-0.00037683+0.00070172i,-0.00072829-3.083e-05i,-0.00079646-0.00083783i,-0.00070357-0.00036782i,-0.0013871+8.2018e-05i,-0.00077789-4.8443e-06i
-0.0022073+0.0036i,-0.00074761+0.0038324i,0.00055385+0.0035318i,0.0012643+0.0030083i,0.0021117+0.0018453i,0.0020365+0.00054851i,0.00093718-0.00038068i,0.00033688-0.0004931i,0.00024703+0.00015314i,0.00058373+0.00040375i,0.0012075+0.00044805i,0.0015819+0.00042097i,0.0013495-0.00033311i,0.0012306-0.0011179i,0.0012324-0.00063312i,0.00024289+0.00023374i,-0.00039911+0.00023809i,-0.00038945-0.00021992i,-0.00049389-0.00075612i,-0.00012023-0.00084458i,-0.00035696+9.2103e-05i,-0.00027863+0.0002106i,0.00030712+2.3337e-05i
-0.0031338-0.0038483i,-0.0035338-0.0025614i,-0.002364-0.00085449i,-0.00075935+0.0002422i,0.00017551+0.00087069i,0.0017209+0.0017028i,0.0020917+0.0011207i,0.00057676+0.00036621i,-0.00092433+0.00043207i,-0.0011798+0.00058115i,-0.00091156+0.0011029i,-0.00069509+0.0018053i,0.00064529+0.0012859i,0.001208+8.1928e-05i,0.00054676+0.00010264i,0.00027758+0.00038737i,-6.7505e-05+0.00027255i,-0.00018665+0.00023601i,-0.00013346+0.00012863i,-0.00015236+0.00063536i,-0.00027566+5.5675e-05i,0.00013107-0.00040876i,0.0003398-0.00012044i
0.0024056-0.00019909i,0.0013803-0.00079702i,0.0001708-0.0013903i,-0.0010555-0.001526i,-0.0013741-0.00058754i,-0.00055769+0.00099996i,-0.00062526+0.0010388i,-0.001229+0.00038416i,-0.0009024-0.00024727i,0.00023677-0.00069173i,0.00040317-7.8361e-05i,-0.00043372+0.00061348i,4.3158e-05+0.00049012i,0.0010134-0.00028252i,0.0014293-0.00021984i,0.00074587+0.00083472i,-0.00011306+0.00097249i,-0.00048224+0.00040692i,9.7252e-05+5.9734e-05i,0.00018217+0.0005805i,-0.00033373-0.00027456i,-0.00013355-0.00097618i,-0.00044838-6.8921e-05i
-0.0046726+0.0013377i,-0.0029477+0.0023186i,-0.0014054+0.0019237i,-0.00062702+0.0012204i,0.00060282+0.00079504i,0.00092122+0.0014034i,0.00038838+0.0012651i,0.00045259+0.0002193i,0.00029659-0.00026917i,0.00018904-0.00025759i,0.00021102-0.00028526i,0.00031545-0.00038312i,0.00075305-0.00088196i,0.0011189-0.00059023i,0.00065022+0.00032213i,-1.4085e-05-0.00016693i,-0.00075316-0.00024451i,-0.00068368-0.00015857i,0.00033512-6.9673e-05i,0.000392-0.0001012i,2.8288e-05+0.00027818i,0.00021786+0.00032599i,0.00050269+4.2225e-05i
-0.0010189-0.0036607i,-0.0019735-0.0027858i,-0.0020715-0.001883i,-0.00042003-0.0010528i,0.0009453+0.0002876i,0.0011499+0.0013859i,0.00060704+0.0012892i,-0.0001541+0.00066173i,-0.00047124+0.0013276i,-0.000493+0.0013552i,-0.0006075+0.001158i,-0.00059372+0.0011498i,-0.00016975+0.0003499i,0.0006152+6.4656e-05i,0.00085609+0.0001831i,0.00046854+6.5031e-05i,0.00017261-0.00026422i,-0.00022014-0.00014892i,-0.00069629+0.00012815i,-2.5734e-05+9.8468e-05i,4.3533e-05-1.8988e-05i,-0.00069003-5.9002e-05i,-4.9915e-05-0.00073334i
0.0011033+0.00070854i,0.0010696+0.0011859i,0.00053587+0.0001776i,-0.00038899+0.00025804i,-0.0013858+0.0015223i,-0.001366+0.0016928i,-0.00082281+0.0012945i,-0.00043025+0.00079575i,-0.00010823+0.00052007i,0.00054023+0.00025456i,0.00033998+7.3667e-05i,-0.0004936+0.0002989i,-0.00082931+0.0010943i,-0.00080306+0.00066947i,-0.00029993+7.3504e-05i,0.00038229-9.1343e-05i,0.00094886-0.00066809i,0.00080339-0.00047472i,0.00032001+0.00023773i,0.00042191+0.00071707i,0.00021316+2.4684e-05i,0.00041399-0.00028338i,0.00041975+0.00033718i
-0.0022155+0.0011931i,-0.0017715+0.0021581i,6.3029e-05+0.0019957i,0.00084416+0.0011937i,0.00069856+0.0004134i,0.00078558+0.00087945i,-0.00021608+0.000546i,-0.00067734-1.7075e-05i,-0.00055871+0.00022529i,-0.00063638-0.00042834i,-0.0003472-0.00044788i,-0.00025998-4.7611e-05i,0.00034161-0.00024414i,0.00097936-0.00080382i,0.00078105-0.0011085i,2.9157e-05-0.00056572i,-0.00023156-0.0009097i,0.00039424-0.0011402i,0.00066698-0.00013094i,0.00020718-6.915e-05i,0.00029051-0.00026153i,0.00051865+0.00079406i,8.2215e-05+0.00046802i
-0.0021291-0.003137i,-0.0034443-0.0021823i,-0.0025696+0.00048696i,-0.00012175+0.0019086i,0.0013827+0.0020628i,0.0012456+0.0016375i,0.00070178+0.00023944i,0.00049014-0.0016865i,-0.00019275-0.0015307i,-0.00045163-7.9168e-05i,0.00023954+0.00029367i,0.00086725+0.00043983i,0.0014439+0.00028809i,0.0022354-0.00070573i,0.0016228-0.0010682i,0.00106-0.00045393i,0.0012132-0.00062819i,0.001356-0.0010403i,0.0008675-0.00090339i,0.00020745-0.00057541i,0.000118-0.00074122i,-3.3256e-05-0.00089009i,8.5512e-05+5.073e-06i
-0.00085686-0.00074243i,-0.001033-0.0010001i,-0.0019494-0.00038972i,-0.0011216+0.00049257i,7.2051e-05+0.0016395i,0.00092053+0.0015417i,0.0013311+0.0011402i,0.00057808+0.00071064i,-0.00049004+0.00026594i,-0.00065266+0.0001285i,-0.00057801+0.0005572i,-0.0005019+0.00079371i,-2.8388e-06+0.00060049i,0.00051189+0.0002895i,0.0003119-0.00073274i,-0.00034948-0.001286i,-0.0010342-0.00081466i,-0.00090177-0.0012263i,0.00038781-0.0015813i,0.00092329-0.0011224i,0.00089091-0.00029691i,0.00046478-0.0003511i,-0.00022012-0.0010073i
-0.0032264-0.0010031i,-0.001717-0.00047666i,0.00012594+0.0006026i,0.0010262+0.0013988i,0.00096889+0.00087391i,0.00019175+0.00085224i,0.00028205+0.00055464i,0.00067194-0.00030237i,-7.835e-05+0.0001709i,-2.2876e-05+0.00058098i,0.0005898-0.00023212i,0.00057881-0.00085212i,0.0002304-0.00054607i,0.00029437-0.00017498i,0.00043706-0.00017186i,0.00065251-0.00043687i,0.0010216-0.00034489i,0.00026818+0.00050285i,-5.6311e-05+0.00089646i,0.00010353+9.4077e-05i,-0.00039176-0.00085361i,-0.00019186-0.00044874i,-9.1109e-05-3.5823e-05i
0.0022488+0.0010209i,0.001752+4.9168e-05i,0.00026179-0.0010108i,-4.1027e-06+0.00013782i,-0.00010038+0.00036802i,0.00011817-0.00032615i,0.00024899-0.00031016i,-0.00021127-0.00019808i,-0.00089273-0.00064447i,-0.00094882-0.00091444i,-0.00078816-0.00096029i,0.000531-0.00014653i,0.00059474+0.00050164i,0.00065724+0.00071199i,0.0016733+0.00049339i,0.0012709+0.00054384i,-0.0001088+0.0003773i,-0.00055736-0.0001964i,-0.00055098+0.00033488i,-0.00015709+0.00067915i,-0.00010092+0.00014806i,-0.00063184-0.0010497i,-0.00087491-0.00088825i
-0.00046473-0.00082612i,-0.00033428-0.00098546i,-0.00038802-0.0015474i,-0.0006547-0.00022472i,-0.00056197+0.0013561i,-0.00068633+0.0016209i,0.00011261+0.0012132i,0.00078249+0.00042782i,0.0010472-0.00025019i,0.00092788+0.00025094i,-2.2097e-05+0.00051333i,-0.00065461+0.00063108i,-2.9442e-06+0.0012096i,0.0006383+0.0019924i,0.00047095+0.0022347i,0.00078077+0.0011196i,0.0010114+9.5945e-05i,0.00072538-0.00014164i,0.00073443+6.3725e-05i,0.00016037+3.1479e-05i,-0.00020612-0.00040365i,0.00030788-0.00061722i,0.00019643-0.00036881i
0.00072672-0.0016568i,-0.00020547-0.002212i,5.9368e-05-0.0019884i,-0.00010505-0.00040564i,-0.0002907+0.001623i,0.00016332+0.0019603i,-0.00011866+0.00043833i,-0.00098346-0.00017929i,-0.0010071-9.5029e-05i,-0.00061282-9.3833e-06i,-2.1368e-05+0.00037296i,0.0013949+0.00098351i,0.0017765+0.00040058i,0.0010802-0.00027793i,0.00069315+0.00021115i,-6.2196e-05+0.00041814i,8.6035e-05+0.00028637i,0.00051383-0.00046912i,0.00016978-0.0013039i,-0.00060583-0.00098843i,-0.00051936-0.00035718i,-9.7456e-05+0.00042209i,0.00027921+0.00055568i
-0.0027239-0.00057641i,-0.0032538-0.00085443i,-0.0026896-0.00033597i,-0.0016716+0.0013266i,-0.0010178+0.0021647i,0.00062425+0.0017953i,0.0011259+0.0006978i,0.00051208-0.00031975i,-0.00036584+4.3124e-05i,-0.00012289+0.00067029i,6.2693e-05+0.00042392i,0.00048018-0.00011183i,0.0013868-0.0004188i,0.0012747-0.00035012i,0.001255-0.0001456i,0.0018468+0.00021388i,0.00091085-9.4342e-05i,-0.00031407-0.00057427i,-0.00021503-6.7546e-05i,0.00072552+0.00036257i,0.0006608+0.0001307i,-6.9723e-05+0.00013119i,-8.2908e-05+0.00043115i
-0.0019636-0.0019387i,-0.00092974-0.00042905i,-0.00013667+0.00050685i,0.00033568+0.00069444i,0.0014229+0.0012866i,0.0021368+0.0019556i,0.0011329+0.0011717i,-0.00018845+8.3538e-05i,-0.00052332+0.00023131i,8.65e-05+0.00028836i,0.00045699-0.00013952i,0.00060099-0.00014519i,0.00086504+0.00036566i,0.0015266+0.00021528i,0.0012919-0.00023458i,0.00011691-0.00039259i,-0.0002033-0.00016927i,0.00050607+0.00041531i,0.00096299+0.00080882i,0.000265+0.00080111i,-0.0006507+0.00022266i,-0.00033777-0.00030583i,-0.00010423-0.00019017i
-5.0592e-05-0.0016061i,-0.0016772-0.0020333i,-0.0029936-0.0021512i,-0.00285-0.00097427i,-0.0022188+0.0011334i,-0.001273+0.0025406i,-0.00058499+0.0016809i,-0.00036214+0.00032864i,-0.00066114+0.0003255i,-0.00053496+0.0002854i,-0.00038694+0.00073634i,-0.00054406+0.00072703i,0.00033497-0.00016453i,0.0010343+0.00026898i,0.0013437+0.00059991i,0.00062639+0.00022484i,-0.00034331-0.00070233i,-0.00049551-0.00087478i,6.5112e-05-0.00016157i,0.00039748+0.0001765i,-0.00051815-0.00051645i,0.00011114-0.0011418i,0.0011614-0.0005506i
0.00072386+0.00012205i,0.00043852-0.00032086i,0.00086031-0.00064627i,0.0011332-0.00033849i,0.0012975+0.0011259i,0.0012255+0.0019773i,0.0009481+0.0012155i,-1.9691e-05-5.3887e-05i,-0.0001351-1.5428e-05i,0.00012681+0.0004748i,-9.074e-05+0.00052766i,-0.0002158+0.00031254i,-0.00058142-0.00018326i,-0.00072729-0.00049645i,0.0006803-0.00041659i,0.0014872-0.00037075i,0.00029564-0.00035885i,-0.00048501+9.0436e-05i,-5.8135e-05+0.00049087i,0.00047349+9.9742e-05i,0.00036023-0.00033975i,-8.5965e-06-0.00050169i,-0.00033653-0.0005404i
-0.003376-0.0038896i,-0.0039656-0.0022163i,-0.0038688-0.00086803i,-0.0025703-0.00030848i,-0.003033+0.00084429i,-0.0032781+0.0013423i,-0.0019673+0.00090384i,-0.001316-0.00014509i,-0.00050573-0.0015051i,4.738e-05-0.00054484i,6.4564e-05+0.00069582i,-0.00029494+0.00088053i,-0.00017251+0.00084209i,0.0011911+0.00046026i,0.0018601+0.00040742i,0.00054409+0.00031694i,-0.00090338+8.1919e-05i,-0.0010122-0.00065629i,-0.00021255-0.0013621i,0.00015882-0.00131i,-0.00034864-0.00085445i,-0.00023897-8.0862e-06i,0.0005315+0.00042613i
-0.00050735-0.0024606i,-0.0020777-0.0038227i,-0.0027463-0.002941i,-0.0015588-0.00097042i,-2.385e-05-0.00042755i,0.00098465-0.00023905i,0.00099891-0.00046622i,4.7305e-05-0.00054723i,-0.00023247+5.7648e-05i,-0.00013677+0.00019691i,-0.0003596+0.00032055i,-0.00060052+0.00014409i,-0.00034307+0.00038046i,0.00040013+0.00021297i,0.00074864-0.00036278i,0.00036937-0.00052664i,0.00022314-0.00041879i,0.00041362-0.00055194i,0.00020783+5.7839e-05i,-0.0003947+0.00056097i,-0.00072445+0.00032539i,-0.00041116-7.9689e-05i,-0.00029576-0.00011043i
-0.0016859-0.014153i,-0.0049613-0.012917i,-0.011171-0.0094239i,-0.010978-0.0020406i,-0.0071254+0.0057506i,-0.00087105+0.0091469i,0.0020353+0.0050593i,0.0010258+0.000547i,-0.00068152-0.00043556i,-0.0021227+0.0016453i,-0.0011291+0.0040677i,0.0013325+0.0039756i,0.0028499+0.0027553i,0.0047974+0.0029908i,0.0059729+0.0040973i,0.0044493+0.0035297i,0.0012424+0.0017675i,-0.00027767-0.00031496i,0.00012811-0.0013428i,-8.1082e-05-0.0014068i,-0.0010763-0.0010695i,-0.0017581-0.00039502i,-0.00098041+5.816e-05i
-0.0029966+0.0063572i,-0.0022908+0.0073009i,0.00059033+0.006801i,0.0025612+0.0035926i,0.0015542+0.00054514i,-0.00094047-0.00086674i,-0.0018079-0.00078599i,-0.0013009-3.0535e-05i,-0.0013652+0.00041875i,-8.859e-05-0.00024759i,0.0012909-0.0010592i,0.00096686-0.0015156i,0.00055283-0.0013349i,-0.00019707-0.0018224i,-0.0010195-0.002206i,-0.00090032-0.0011995i,-0.00078387-7.9975e-05i,-0.00046921+0.00024842i,-0.00058952+0.00076629i,-0.00085812+0.00066112i,-5.5289e-05+0.00028726i,0.00034094+0.00076158i,0.00045486+0.00096812i
