-0.00096507+0.0013831i,6.7618e-05+0.0010153i,-0.00099349+0.0020879i,-0.0015784+0.0019208i,-0.0013757+0.00133i,-0.0014426+0.00061225i,-0.0011187-0.00021441i,-0.00044604+0.00023854i,-1.9228e-05+0.00029674i,0.00086239+0.00038825i,0.0010392-0.00020197i,8.0675e-05-0.0010863i,8.5887e-06-0.0016729i,0.00028133-0.0016318i,-1.5027e-05-0.0011254i,0.00041693-0.00068411i,0.00051794-0.00066134i,-0.0004667-0.00086639i,-0.00058172-0.0010403i,-0.00010244-8.4918e-05i,0.00016579+0.00055018i,0.00069298-9.7085e-05i,-8.033e-05-0.00038013i
-0.00024509-0.00058533i,-0.00081528-0.00017498i,-0.0014673-0.00019965i,-0.0011192-0.00089894i,0.00016512-0.0011219i,9.3934e-05-0.00010523i,-0.00021498+0.00024551i,0.00072542-0.00024619i,0.001044+0.00030823i,0.0004425+0.0012328i,0.00067918+0.00095662i,0.0010166+0.00046509i,0.000421+0.00044813i,-0.00039504+0.00012727i,-0.00091319-2.1079e-05i,-0.00037004+0.0005376i,0.00069105+0.00071875i,1.403e-06+0.00012132i,-0.0010036-0.00011637i,-0.00063777+0.00087005i,-0.00025241+0.0012816i,0.00016978+0.00034009i,7.5854e-05-6.1456e-05i
-0.00099666+0.00088912i,-0.00024185+0.00061911i,0.00095194+0.00066245i,0.0012349+0.0010873i,0.0012696+0.00092617i,0.00058479+0.0012701i,0.0008022+0.0009742i,0.0016525+0.00026875i,0.0010816+8.577e-05i,0.00032301-0.00046027i,-5.2387e-05-0.00040511i,0.00021372-0.00072181i,0.00085995-0.0016334i,0.00079761-0.0010534i,0.0002522+0.0001289i,0.00061231-4.4748e-05i,0.00043723-0.00028235i,-0.00043586-6.9908e-05i,-0.00035834-0.00013406i,-8.4157e-05-0.00064116i,0.0003664-0.00071004i,0.00016746-0.00018831i,2.9713e-05-7.0792e-06i
-0.00099806+0.00040203i,-0.0013243-9.4687e-05i,-2.3256e-05+0.00016164i,0.0010597-0.00066096i,0.0015812-0.0012171i,0.00065607-0.00013382i,-0.00036591-0.00023111i,-0.00017224-0.00083652i,0.00041681-0.0014708i,0.00089311-0.0017416i,0.0011577-0.0013701i,0.0003668-0.00091674i,-0.00018253-0.00043291i,-0.00038532-0.00033417i,-0.00017531+0.00013201i,0.00044944+0.00041726i,0.00052986+0.00028736i,0.00047776+0.00030999i,0.00040993+0.000402i,-0.00031048+0.00051961i,-0.00084343+0.0004973i,-0.00019212+0.00027878i,0.00051246-1.3078e-06i
0.00073404+0.00023214i,0.001006+6.6992e-05i,0.0014394+0.0002551i,-0.00016101-1.1516e-05i,-0.0020616-0.00052266i,-0.0016144-0.0003003i,-0.00020774+0.00066975i,0.00063834+0.0007873i,0.00086986+3.3073e-05i,0.00029655-0.00010563i,-0.00076338+0.00078569i,-0.0015871+0.0011601i,-0.0014409+0.00062284i,-0.00086569+0.00038912i,-8.8064e-05+0.00017234i,0.00015095-0.00025828i,0.00017559-0.00056409i,0.00081961-0.0012573i,0.00040952-0.0011259i,0.0001533-0.00076224i,0.00020529-0.0009465i,-0.00076636-0.00033845i,-0.00030731-5.1841e-05i
3.8329e-05-0.00038368i,0.00088479-0.00026237i,0.00083248-0.0012118i,0.0014248-0.0016001i,0.0020054-2.8988e-06i,0.0012262+0.001092i,0.00070081+0.00058072i,0.00071609+0.00030105i,0.00052523+3.8148e-05i,-0.00033284-0.00032645i,-0.00050473-0.00068812i,0.00055394-0.00069425i,0.00088825-0.00032905i,0.00070039-0.00019609i,0.00028118-0.00062062i,-2.4666e-05-0.0013615i,-0.00053932-0.0014162i,-0.00085071-0.00087261i,-0.00034677-0.00039066i,2.5767e-05-0.00047496i,0.00013145-0.00078474i,0.00024618-0.00068668i,-0.00016081-0.00025695i
-0.00048219+0.00091409i,-0.00036063+0.0019874i,-0.00079071+0.0023623i,-0.00028007+0.0023587i,0.00075866+0.0017392i,0.0011731+0.00072049i,0.0010617-0.00074594i,0.00052518-0.0010039i,-0.00035346-0.00012608i,-0.00021635+0.00017227i,-1.5563e-05+0.00014232i,-0.00048076+0.00035418i,-0.00015955-0.00011905i,-1.4588e-05-0.00019369i,-0.00040913+6.9359e-05i,-0.00023222+0.00038345i,-0.00017857+0.00071348i,-0.00016086+7.8149e-05i,-0.00042695-0.00043983i,-0.00080541-0.0002938i,-0.0004905+0.00050169i,-3.2432e-06+0.00060955i,0.00038874+2.5896e-05i
-0.00073943+0.0018244i,-0.00065429+0.0020674i,0.00096622+0.0023839i,0.0021824+0.0015926i,0.0014488+0.0008891i,0.00041651+0.00099871i,-6.869e-05+0.0007605i,3.8206e-05+0.00016375i,-0.00010375+0.00012571i,-0.00032727-0.00021429i,-0.000369-0.00080229i,-0.0005308-0.0007668i,-0.00037682-0.00046509i,0.00014942-3.6006e-05i,0.00018367+0.00017365i,-0.00010192+0.00031302i,-0.00060571+0.00017732i,-0.00069778-0.00047108i,0.00017855-0.00041137i,0.0004287+0.00063172i,-0.00034528+0.00053623i,-0.00028403+2.6011e-05i,0.00055611+0.00017086i
1.3486e-05+0.00012653i,0.00016896-0.00016255i,-0.00057833+0.0002907i,0.00012932+0.00045224i,0.0008395+0.00050798i,0.00024674+0.00092175i,0.00027096+0.00095612i,0.00085284+0.00051784i,0.0004861+0.00024071i,-0.00041271+0.00028511i,-0.00094279-0.00063397i,-0.00083059-0.001467i,-0.00074755-0.00082931i,-0.00084485+0.00028366i,-0.0008061+0.00054491i,-0.00061216+2.9387e-06i,-0.00031559-5.2718e-05i,-9.2414e-05-0.00013015i,1.2759e-05-0.00017859i,-4.7563e-05-3.6858e-05i,-0.00025114-5.5211e-05i,0.0002531-0.0005416i,0.00015099-0.00076186i
0.00071278+0.0010974i,0.00027531+0.00050927i,0.00058785+0.00069884i,0.0011208+0.00052118i,0.0012333-0.00072327i,0.00055752-0.0011523i,-0.00087183-0.00021911i,-0.00097359+0.00015249i,-0.00024165-0.00015658i,-0.00019709-0.00051244i,9.4492e-05-0.001038i,-7.9941e-05-0.0010582i,-0.00079521-0.00095782i,-0.00034138-0.00075233i,0.00047847-0.00061473i,0.00065966-0.00014013i,0.00047493-0.00016638i,0.00043285+0.00020642i,-9.7975e-05+0.00053649i,-0.00018532-9.2135e-05i,0.00030756+0.00021943i,0.00084707+0.00065354i,0.00056414+0.0003863i
-0.00039731-0.0017739i,0.00042589-0.0010454i,0.00041845-0.00061389i,0.00013743-0.000645i,0.00052397-0.0002986i,0.00073252+0.00024458i,0.0010233+0.0004576i,0.0003589-0.00013234i,-0.00060374-0.0010427i,-0.0011906-0.00074713i,-0.001176+2.489e-06i,-0.00013088-0.00034274i,0.00095497-0.00060244i,0.00083006+0.00015308i,0.0004122+0.00067744i,-6.548e-05+0.00077795i,-0.00020369+0.00043565i,0.00018783-0.00017536i,-4.3986e-05-0.00059907i,-0.00047195-0.00015081i,-2.8943e-06-2.2583e-05i,0.00075287-0.0005809i,0.00064504-2.8008e-05i
-0.00027119+0.0014997i,-0.00056229+0.0016395i,-7.5282e-05+0.0015693i,0.00093185+0.0010291i,0.00090923+0.0002037i,0.00014731-0.00048913i,0.00011683-1.4883e-06i,-0.00021206+0.00051769i,-0.00067449+0.00014994i,9.7848e-05-0.00049691i,0.0004884-0.00086358i,0.00040592-0.001281i,0.00014609-0.00073995i,-0.00061645+0.00018857i,-0.0010512+0.00016921i,-0.0012392+9.1206e-05i,-0.00092148-0.00012893i,0.00031572+0.00052476i,0.00059117+0.00096423i,0.0001072+0.00058103i,-0.00060466+0.00070247i,-0.00062998+0.00072093i,-0.00031491+0.00016084i
-6.5251e-05+0.001312i,-3.7262e-05-0.00028498i,0.0003316-0.00098727i,0.00047486-0.00041313i,-0.00043017-0.00048604i,-0.0009984-0.00097333i,-0.00010483-0.0015518i,0.00070665-0.00099412i,0.00050077+0.00038018i,0.00027385+0.00029036i,-0.00022887-0.00075547i,-0.00071047-0.00077775i,-0.00067394-0.00031707i,-0.00096121-0.00044608i,-0.00059724-0.0001923i,0.00026296+0.00059503i,0.00043097-4.8386e-05i,4.2589e-05-0.00050224i,-0.00014593-0.00031321i,-0.00073533-0.00020243i,-0.0013173-7.193e-05i,-0.00094526+0.00042466i,-0.00061531-0.00041558i
0.0013673+0.00066623i,0.00071286+0.00061361i,0.00030439-3.4076e-05i,0.00025677-0.00061323i,-0.00030454-0.00080463i,-5.9973e-05-0.0008011i,3.9808e-05+0.00011144i,-0.00040788+0.00039815i,-0.0003685-1.8287e-05i,-0.00043985-0.00022299i,-3.522e-05+0.00030889i,0.00056842+0.0002964i,0.00086194-0.00076996i,0.00074365-0.00016913i,0.00018449+0.00019766i,3.1531e-05-0.0003644i,0.0004507-0.00061299i,0.00041684-0.0009705i,-0.00034542-0.0011404i,-0.00084214-5.5305e-05i,-0.00081987+0.0010863i,5.2824e-05+0.00063163i,0.00052528-7.2232e-05i
0.00045013+5.2291e-05i,9.119e-05+0.00077005i,0.00042165+0.0014738i,0.0010339+0.0018221i,0.001193+0.0009821i,0.0014352-0.00036172i,0.0017164-0.00072789i,0.0007204-0.00034105i,0.00074241+0.00012264i,0.0011386-5.7239e-05i,0.00077172-0.00026725i,0.00061835-0.00030927i,0.00094145+4.7231e-05i,0.00030004+0.0003839i,-0.00071559+0.00064161i,-0.00096371+0.0010896i,-0.00030259+0.00070651i,8.278e-05+0.00019626i,-2.5248e-05-0.00022386i,-0.00039717-0.00036258i,-0.0002446-0.00041975i,0.00016254-0.00048937i,-3.1018e-05-0.00012218i
0.0005918+0.0018349i,0.00093515+0.0016053i,0.0017109+0.0012735i,0.0012662+0.00073095i,0.00044302-0.00046426i,0.00038498-0.00059676i,0.00026375+8.0727e-06i,4.4247e-05+0.00041505i,0.00016423+0.0002245i,-0.00051459-8.3516e-05i,-0.00054983+7.4969e-05i,-0.00017629+0.00036639i,-0.00056217+0.0005391i,-0.00059648+0.00045879i,-0.00037419+0.00067404i,-0.00040673+0.00068443i,-0.00031178+7.5721e-05i,0.00018503-0.0007914i,-0.00040525-0.00059242i,-0.0016615-5.0502e-05i,-0.0014353-0.00025326i,-0.00047149-0.00030956i,0.00040578+0.00027328i
-0.00099771+0.00040889i,-0.00021183+0.00014368i,0.0015524+0.00087095i,0.0012449+0.00059671i,0.00045629-2.8738e-05i,3.4461e-05-0.00046481i,-0.0002445-0.00042179i,3.5834e-05-0.00068261i,0.00038402-0.00060263i,0.00011571-0.00042033i,-5.4369e-05-0.00033195i,0.00024718+0.00028231i,6.9887e-05-2.8402e-05i,-0.00073511-0.00012655i,-0.00017543+0.00054876i,0.00076159+0.00023258i,0.00048481-0.00067702i,0.00021776-0.00089132i,0.00024856-0.00049648i,8.7801e-05+0.00046867i,-0.00022215+0.0012151i,-0.0004724+0.00060693i,-0.00017803-0.00049424i
0.00030978+5.6536e-05i,0.00015013+0.00091641i,-0.00028797+0.0025461i,0.00030865+0.0020825i,0.00078755-0.00036294i,0.0010931-0.00062076i,0.0017398+0.00022487i,0.0010658+4.4962e-06i,0.00044013+1.8951e-05i,0.0002813+1.3806e-05i,-0.00078177+0.00040998i,-0.00098009+0.00054988i,-0.00012991-0.00045847i,0.00010663-0.00078551i,5.8072e-05-0.0011111i,-4.2884e-05-0.0014532i,-0.00024287-0.0010016i,-0.00024324-0.00047383i,-0.00032341-0.00013188i,0.00018388-0.00023018i,0.00084279+0.00023667i,8.1929e-05+0.00070768i,-0.00030205+0.00035464i
-0.00018537-0.00060409i,8.6825e-05-0.00045099i,4.141e-05-0.00020736i,-0.00013152-0.00051302i,0.00022855-4.7447e-05i,5.0571e-05+0.00067718i,-0.00076027+0.00074326i,-0.0007432-6.7594e-05i,-6.7601e-05-0.00049655i,0.00063509-0.00057234i,0.0012557-0.00022154i,0.0010376+6.4407e-05i,0.00064287+0.00028411i,0.00063753+0.00051043i,0.00088832+0.00017685i,0.00054247-0.00020263i,-3.9008e-05-0.00064008i,0.00016661-0.00064349i,-0.00036738-9.8953e-05i,-0.00064243+0.00015355i,-0.00033083+2.2283e-05i,-0.00046013-0.0002123i,-0.00022714-0.00029237i
0.00013579+0.00017959i,0.00032009+0.00043222i,-5.8796e-05+0.00094481i,4.1413e-05+0.00057587i,0.00026434-0.00016671i,0.00012947+0.0001086i,0.00016744+0.00084476i,0.00018707+0.00033501i,-0.00026471-0.00055511i,-5.528e-05-0.00092139i,0.00015318-0.0010939i,0.00035835-0.00049475i,0.00065452+1.75e-05i,0.00017923-0.00013547i,-0.00017923+0.0001423i,-0.00029139-0.00015789i,-0.00018376-0.00068947i,0.00050849+0.00016431i,0.00060473+0.00061789i,0.00011385-7.3256e-05i,-0.00062801-0.00085171i,-0.00098548-0.00094141i,-0.00041429-0.00031502i
-0.0014081-0.00051128i,-0.0002323-0.00084388i,0.00049542+9.7194e-05i,-0.00018772+0.00031102i,-0.00075703+4.4532e-05i,-0.00038967+8.5618e-05i,-0.00015012-0.00015137i,5.309e-05-0.00044033i,0.00019057-0.00079339i,0.00024088-0.00067527i,-0.00026364-0.00033971i,-0.00061305-0.00041071i,-0.00013129-0.00062324i,0.00045521-0.00061138i,-5.2896e-05-0.0007805i,-0.00084762-0.00038983i,-0.00085879+0.00017102i,-0.00071671+0.00086237i,-0.00045776+0.00076081i,9.3806e-05-8.1286e-06i,-0.00022198-9.9874e-05i,-0.0006583+0.00021232i,-2.6929e-05+0.00041823i
-0.00048469-0.00034092i,1.0821e-05+0.0001643i,0.00043714+0.0012381i,-0.00025639+0.0013505i,-0.00048356+0.0012238i,-0.00040486+0.00055199i,-0.00023252+0.00021292i,0.00015162+3.474e-06i,-3.7719e-05-0.0002446i,0.00028962-0.00059273i,4.7265e-05-0.00042476i,-0.00047041-7.9802e-05i,0.000577-0.00011381i,0.0010216+6.3907e-05i,0.00069046+0.00046772i,0.00015989+0.00048088i,0.00019922+0.00025164i,0.00040375+8.5167e-05i,-0.00052023+0.00016678i,-0.00085625+0.00013519i,-0.00016586+0.00051884i,-0.00016978+0.0010145i,-0.00042668+0.00060486i
-0.0011425-0.00015681i,-0.001375-0.0002878i,-0.0011033+0.00064376i,-0.00078947+0.0013793i,-0.00021215+0.00097981i,0.00015478-0.00014722i,-2.2318e-05-0.00061483i,0.00016248-0.00029492i,0.00028688-0.00068969i,3.9711e-05-0.00069464i,0.00017281-0.00037685i,0.00071226-0.0012028i,0.0003367-0.0013616i,-0.00123-0.0010066i,-0.0013771-0.00092031i,-0.00026507-0.00028051i,3.7363e-05-0.0001209i,-9.9892e-05-0.0002272i,0.00031478-0.00028294i,0.00035142-0.00022113i,0.00021425-0.00010421i,0.00050503-0.00012401i,0.00073864-0.00035569i
0.0004429-0.00016772i,0.00053237-0.00082883i,0.00031137-0.0010519i,0.00034275-0.0011398i,-6.3962e-05-0.001269i,-0.00026366+0.00013022i,0.0002947+0.0016544i,0.001064+0.0016184i,0.00099536+0.00040696i,0.00074176-0.00086345i,0.00014011-0.00050108i,-0.00087731+0.00038696i,-0.0011982+3.4548e-05i,-0.00018432+0.00022785i,0.00052186+0.00020793i,0.00065491-0.00062241i,0.0010699-0.00068608i,0.0010347+8.4671e-05i,0.0001343+0.0001151i,-0.00061146-0.00010067i,-0.00073886-0.0005678i,0.00025687-0.00085522i,0.0012851-8.4254e-05i
0.00083211+0.00063251i,0.0013059-6.0982e-05i,0.0016825-0.0013698i,0.0011894-0.002243i,-0.00022215-0.0016174i,-0.00086848-0.00034692i,-0.00030185+0.00092939i,0.0007291+0.00068869i,0.0015031-0.00014409i,0.00062788-0.00053946i,-0.00046773+6.2465e-05i,-0.0007288+0.00076562i,-0.0010642+0.00017833i,-0.0014613-0.00038458i,-0.0010755+0.00020376i,-0.00011412+0.00056825i,0.00017858+0.00055749i,5.7214e-05+0.00071341i,0.00056523+0.00025268i,0.00075139+0.00026393i,0.0005299+0.00058538i,0.00060111+0.00010197i,0.00080342-0.00024433i
3.3308e-05+0.0003947i,-0.00032087+0.00037943i,-0.0011544+0.0011777i,-0.00022566+0.0010697i,0.0017305+0.00084574i,0.0019595+0.00060063i,0.00045254-0.00016142i,0.00010691-0.0005653i,0.00030364-0.00068277i,-0.00022752-0.00030158i,-0.00071853-0.00016068i,-0.00043042-0.00045967i,0.00017023+0.0002644i,0.00023947+0.00090948i,0.00011478+0.0010306i,0.00033557+0.00047255i,0.00050182+4.2276e-05i,6.2715e-05+0.00037099i,0.0001647-0.00035401i,0.00069252-0.00051824i,0.000454-1.9804e-05i,-0.00018856-2.65e-05i,-0.00016088-9.2973e-05i
-0.0011602-0.00011938i,-0.00022665+0.0015867i,0.00079233+0.0017832i,0.00086019+0.00070206i,0.00070403+0.00029102i,0.00016562+0.0002151i,-0.00063309+5.9854e-05i,-0.00051946+0.00057409i,-1.129e-05+0.00061104i,3.0904e-05+0.00042265i,-2.2974e-06+0.00021687i,0.00080586-0.00032235i,0.0010536-0.00046568i,0.00014303+6.8275e-05i,0.00019016-0.00043489i,-0.00020936-0.0011252i,-0.00077809-0.00091201i,-0.00022014-0.00046612i,-5.8121e-05+3.7638e-05i,0.00052059+0.00032992i,0.00072365+0.0006315i,3.4773e-07+0.00081976i,-0.00036829+0.00015385i
0.0012764+0.00014656i,2.9111e-05+0.00064947i,-7.9179e-06+0.00060103i,0.00064766+0.00039813i,0.00092933+0.00027091i,0.00054436+0.00077746i,0.00055243+0.0012703i,0.0010984+0.00060694i,0.0010873+0.00029446i,0.00075249+0.00043626i,0.00059362+9.063e-05i,4.8607e-05-0.00050571i,-0.00086277-0.00077952i,-0.00070646-0.00089626i,2.638e-05-0.00075178i,0.00014855-0.00047648i,0.00032142-0.0011258i,0.00050744-0.0012465i,0.0001442-0.00063407i,-0.0001039-0.00041709i,-0.00018464-0.0006529i,-0.0001892-0.00056741i,0.0006232+0.00025736i
-8.6532e-05+0.00024873i,0.00077836+0.0004709i,0.0017687+0.00043339i,0.00072677+0.00063479i,-0.00091006+0.00021689i,-0.0010835-0.00012083i,0.00025527-0.00014176i,0.0011506+9.03e-05i,0.0008702+0.00040864i,0.0004202+7.3797e-05i,0.00023445-4.7122e-05i,-0.00039861+0.00050122i,-0.0007619+0.00062003i,-0.00010702+0.00032257i,0.00064495+7.8204e-05i,0.00060952-0.00036355i,-0.00026565-0.00067433i,-0.00011718-0.00033166i,0.00028482+3.4423e-05i,0.00062533+0.00013248i,0.0010142+0.00065828i,0.00042763+0.00070216i,-0.00020707-0.00014571i
0.00098282-0.00049438i,-6.1368e-05-0.00051247i,-0.00079852-0.00012732i,-0.00076778-0.00053391i,-0.0002519-0.00018072i,0.0004546+0.00072705i,0.0004163+0.0005881i,0.00025923+0.0002079i,0.00057245-0.00040251i,-2.0253e-05-0.0011267i,-0.00071327-0.00070055i,-0.00029676+0.00026238i,2.6615e-05+9.5879e-05i,-3.1243e-05-0.00044994i,-0.00077584-0.0006276i,-0.00079795-0.00037577i,-0.00028441+0.00031403i,-0.0003395+0.00047121i,-0.0010961+4.1544e-05i,-0.0011187+0.00019527i,-0.00020574+0.00032193i,0.0003067-0.00011738i,0.00079362-1.3319e-05i
-0.0003888-0.0015285i,-0.00072271-0.00069905i,-0.0011521-0.00062672i,-0.00093716+0.00011067i,-0.001033+0.00089458i,0.0001744+0.0011183i,0.0012617+0.00073098i,0.001202-0.0006739i,0.00048207-0.00098292i,-0.00013175-0.00052334i,-0.00014658+0.00042796i,-0.00060018+0.0012615i,-0.00031228+0.0004686i,0.00059628-0.00038586i,0.0007397-0.00084106i,0.00038498-0.0012503i,0.00064222-0.00091683i,0.00043221-0.00044364i,-0.00055861-0.00058348i,-0.00059671+9.2387e-05i,-0.00083954+0.00078955i,-0.00074714+0.00053701i,-0.00041717+0.00027865i
-0.00027378+0.00012778i,-0.00047575+0.0014018i,-0.00015949+0.0021796i,-0.00042234+0.001058i,-0.0003276-0.00025763i,2.3587e-05-0.00064596i,0.00012266-0.00093465i,-0.0002534-0.00061525i,1.6893e-06+0.00023384i,0.00062252+0.00014639i,0.00092012+2.9456e-05i,0.0010709+1.3688e-05i,0.00035774-8.3889e-06i,5.0861e-05-8.6987e-05i,-4.9568e-05-6.3339e-05i,-0.00030787+0.000391i,-0.00047634+0.00074528i,-0.00053957+0.00092518i,-0.00026928+0.0006892i,0.0006037+0.00050647i,0.00061623+0.00042999i,0.00040699-0.00014975i,-0.00026464-0.00052162i
0.00052374+4.1914e-05i,0.00038631-3.6333e-05i,0.0013383-0.00092204i,0.0014161-0.0010671i,4.7205e-05-0.00058115i,-5.1749e-05+0.00054711i,0.00043552+0.00083461i,0.00047336+0.00024051i,0.00023663-3.8493e-05i,-0.00050286-0.00084352i,-0.00099426-0.0010862i,-0.00082832-0.00073049i,-0.00048173-0.00013475i,-0.00031687-0.00012458i,2.0831e-05-8.7535e-05i,0.00040768+0.0001198i,3.6987e-05-0.00015536i,-0.00049072-0.00074888i,-0.00017741-0.00061274i,2.0324e-05-0.00020313i,-2.8366e-05-9.9186e-05i,2.9976e-05+0.00012241i,0.00014862+0.00018794i
5.5032e-05+0.00058492i,0.00023577+0.00014102i,-0.00058056-0.00027059i,-0.0011791-0.00027744i,-0.0011558+8.7975e-05i,-0.00054817+0.00049434i,0.00037362-1.6438e-05i,0.00071319-0.00055705i,0.00030225-0.00059264i,0.00018905-0.00080294i,0.00045785-0.0010758i,0.0010851-0.0011343i,0.0010679-0.00057449i,-0.00036282-0.00032177i,-0.0010735-0.00035835i,-0.00085448+0.00033552i,-0.0012462+4.3602e-05i,-0.001059-9.1577e-05i,-0.00025831-0.00020418i,-0.00012504-0.00012662i,-0.0010786+0.00052227i,-0.00067247+0.0002011i,0.00068746-0.00010876i
-0.0010726-9.7245e-05i,-0.0005509+0.00052051i,0.0003266+0.0011196i,0.00098725+0.00086322i,0.0010297+5.8378e-05i,0.00056636-0.00065868i,-0.00011053-0.00089812i,-0.00010102-0.0015774i,0.00029889-0.0011688i,2.8454e-05+3.3912e-06i,-0.000811+2.7787e-05i,-0.00096971-0.00054903i,7.5346e-05-0.00059365i,0.00058291+0.00012273i,3.2925e-05+0.00011178i,-0.00040345+3.3095e-06i,-0.00059297+0.00023018i,-0.00043912-0.00011164i,-0.00083769-0.00014594i,-0.00097004+0.00013149i,-0.00095827-5.3794e-05i,-0.00029673+1.1195e-05i,0.00011921-8.5711e-06i
0.0007356-0.00034185i,-5.2235e-05-0.00015368i,-0.0009611-0.00013386i,-0.00037234+0.00022859i,0.00088557+0.0011996i,0.001528+0.00058796i,0.0014501-0.00070145i,0.00096419-0.0012769i,0.00092602-0.001448i,0.00092534-0.00043213i,0.00018239+0.00032366i,4.0228e-05+6.8141e-05i,0.00033624-0.00032308i,0.00038623-0.00089509i,0.00056131-0.00088222i,0.00053093-0.00037942i,0.00015575-0.00015604i,-0.00026285+0.00041472i,0.00017286+0.000654i,0.00052817+0.00043248i,0.00064326-0.00018689i,0.00026157-0.00040215i,-0.00051161+0.00024363i
0.00033744+0.00086415i,0.00048415+0.00053296i,0.00050581+0.00050504i,0.0004087+0.00037169i,0.00049811+0.00023227i,-7.6478e-05+0.00043172i,0.00011644+0.00030809i,-2.4922e-05-0.00021555i,-0.0001094-0.00058696i,0.00070872-0.00045929i,0.00067065-0.00025562i,0.00026504-0.00039128i,-0.00027505+1.2738e-05i,-0.00057355+0.00035436i,-0.00042967+0.00036926i,-5.6988e-05+0.00052506i,-5.6202e-05+0.00019654i,-0.00078381-0.00016568i,-0.00061029+0.00033062i,0.00026361+0.00037072i,0.0001068-4.4237e-05i,-0.00037521-4.4996e-06i,-0.00037669+2.5744e-05i
0.00068159+0.00036853i,0.0015929+0.000445i,0.0020786-0.00015954i,0.0020568-0.00052282i,0.0017777-0.00018438i,0.0012461+0.00051063i,0.00097398+0.00039543i,0.00086468-0.00049852i,0.00063633-0.00058848i,-7.9987e-05-3.3744e-05i,-0.00029637-0.00059596i,0.00034685-0.00062467i,5.0569e-05+0.00051824i,-0.00042288+0.00095209i,0.00031395+0.00087276i,0.00045192+0.00068383i,0.00027545+0.00050364i,-0.00016555+0.00034107i,-0.00088166-2.8624e-05i,-0.00088666-0.00017451i,-0.00084059-8.9116e-05i,-0.00039541-2.605e-05i,0.00058187+0.00023079i
0.0015699+0.00030419i,0.00097425+0.00043923i,-0.00019551-0.00040901i,-0.00098077-0.00065197i,-0.0011053+0.00029623i,-0.0010877+0.00060017i,-0.001021+0.00084342i,-0.00010077-9.1719e-05i,0.00043145-0.0012067i,3.5481e-05-0.0010028i,0.00026196-0.00038856i,0.00052383+5.3647e-05i,0.00024579-0.00012439i,0.00060138-0.00022805i,0.00073797+0.0005817i,0.00037505+0.00050036i,-0.0002851-0.00037491i,-0.00075999-0.00066167i,-0.00087937-0.0009328i,-0.00076839-0.00080925i,-0.0010625-0.00041673i,-0.0013191+0.00032481i,-0.00057039+0.00048355i
-0.0009966-0.00052104i,-0.00057225+0.00038438i,-0.00065983+0.00012771i,-0.00020266+0.00023057i,-2.9022e-05+0.00052559i,3.6911e-05+0.00046237i,0.0012186+0.00015332i,0.0019113-0.00045035i,0.00088236-0.0012721i,0.00028249-0.00067022i,0.00012929+0.0002177i,-0.00019292+0.00023734i,-0.00036818-9.9752e-05i,-0.00015558-0.000512i,7.2415e-06+1.2897e-05i,0.00039332+0.00061161i,0.00016849+0.00044179i,-0.00042454+0.00015035i,-0.00012354+0.00032317i,-0.00019106+0.00042655i,-0.00026431+0.00076891i,-0.00014396+0.00024062i,-0.00043293-0.00012728i
-0.00034702-0.00096059i,-9.9634e-05-0.00073268i,-0.00021817-0.00050882i,-0.00038086-0.00044969i,-0.00044988-0.00048777i,0.00010712-0.00064183i,0.00090817-0.00024941i,0.00074416+0.00025409i,-0.00022265-0.00016138i,-0.00060475-0.00072247i,-0.0001848-0.00042703i,0.00012285+0.00081748i,0.0007201+0.00079449i,0.00080267+0.00014362i,-0.00018908-0.00014587i,-7.1269e-05-6.0604e-05i,0.00030996+0.00059413i,-0.00018506+0.00092676i,-0.00040925+0.00050524i,-5.6673e-05+9.6599e-05i,1.9422e-05-9.3472e-06i,-0.00054646+0.00010655i,-0.00042319+0.00040958i
-0.00027634-0.00041043i,-0.00055898+0.00033536i,-0.0013793+0.00043765i,-0.0016074+0.00076261i,-0.00085205+0.00086108i,8.6497e-05+0.00060469i,0.0009409+0.00078235i,0.0018381+0.00070701i,0.0015572+0.00037736i,0.0006195-0.00067006i,2.5457e-06-0.0011056i,-0.00019811+0.00022925i,-0.00034763+0.00053452i,-0.00061643+0.00027205i,-0.00089444-0.00037653i,-0.0013391-0.00049033i,-0.0012376-0.00027265i,0.00026186-0.00080656i,0.00078465-9.6018e-05i,0.00041709+0.00092185i,0.00046415+0.00074062i,0.00027215+0.00050613i,-0.00070181+0.00020226i
0.00080231-0.0002609i,0.00085278-0.0004833i,0.0011383-0.0015971i,0.00089713-0.0019359i,-0.00079173-0.00053592i,-0.0011342+0.0011708i,0.00029399+0.0011615i,0.00090061+0.00013686i,6.3192e-07-0.00092012i,-0.00098031-0.0010936i,-0.0004563-0.00069153i,0.00060076-6.8741e-05i,0.00049176+0.00046606i,0.00086506+0.00069648i,0.0015187+0.0011828i,0.00074286+0.00095164i,0.00019533-0.00036474i,8.4974e-05-0.0014125i,-0.00015881-0.00089915i,-0.00037432-0.0001966i,-0.00087837-0.00037728i,-0.00093068-0.00095946i,-4.0156e-05-0.00094444i
