-0.0011877+0.0009206i,-0.00088577-2.6003e-05i,-0.001342-0.00043575i,-0.00093732-0.00069069i,-0.0014974-0.0002416i,-0.0022156+0.0019443i,-0.0014387+0.0029327i,0.00020977+0.0026636i,0.0012182+0.0019429i,0.0017062+0.00049577i,0.0010927-0.00045983i,-0.00067019-0.00052109i,-0.0010082-0.00037148i,-0.00073473-0.00054946i,-0.00091476-0.00039672i,-0.000958+1.6396e-05i,-0.00033331-0.00012534i,0.00036452-0.00094465i,-6.1914e-05-0.00074495i,-0.00026475-3.4134e-05i,0.00018229+0.00086673i,-0.00011577+0.00096832i,-0.00063357+0.00033197i
-0.00063477+0.00082737i,-0.00044708-2.1155e-05i,-0.00095655+6.841e-05i,-0.00020391+0.0012836i,0.0005626+0.00092226i,0.00074499-0.0001443i,0.0017045+0.00031286i,0.0021839+0.0002396i,0.0012869-0.00038851i,-0.00018974-0.00059747i,-0.00047401-0.0014123i,-0.00055889-0.0012006i,-0.00054165+0.00013351i,-0.00034417+0.00075885i,-0.00021516+0.00011979i,0.00010961-0.00010771i,1.2805e-05+0.00058387i,-0.0003612+0.00088016i,-0.00042155+0.00021362i,-0.00044395-0.00043372i,0.00015606-0.00070342i,0.00026327-0.0002294i,-8.9983e-05+8.8105e-05i
0.0002909-0.00093136i,0.00025594-0.0012171i,-6.0607e-05-0.0025182i,-0.0012699-0.0025351i,-0.0022741-0.00042338i,-0.0022592+0.00067646i,-0.00038783+0.00059434i,0.001305+0.00056904i,0.00091148+0.00069772i,0.0006334+6.2189e-05i,-0.0002466-0.00031012i,-0.0011585-9.2431e-05i,-0.0010443+7.5313e-06i,-0.00018676+4.9891e-05i,0.00058783-0.00058636i,0.00068447-0.001119i,0.00064261-0.0011097i,0.00025307-0.00068034i,0.00025941-5.9691e-05i,0.00060876+6.9338e-05i,0.00028781-1.4053e-05i,0.00041188-0.00038231i,0.00086269-0.00047965i
-0.0016372-0.00066154i,-0.0016093+0.00054163i,-0.0017326+0.00081214i,-0.0016023+0.001141i,-0.0014635+0.0028414i,-0.0010129+0.004203i,-2.6837e-05+0.0027234i,0.00088284+0.00032874i,0.0014029+0.00031091i,0.00081103+0.00098926i,-0.00036864+0.0011098i,-0.00084769+0.00092772i,-0.00083047+0.0013364i,-0.00060257+0.0011716i,0.00033669+9.7075e-05i,0.0012225-0.00047422i,0.0012268-0.0007538i,0.00045115-0.00089798i,-0.00075956-0.00071603i,-0.00090023-0.00028667i,7.9807e-05-0.0002517i,0.00026891-0.00052218i,8.9519e-05-2.3629e-05i
-0.0011304-0.0010737i,-0.0017369-0.00096746i,-0.0022795-0.0010644i,-0.0020565-0.0013256i,-0.0017796-0.0010977i,-0.0011456-0.00026876i,0.00016973+0.00044078i,0.0012286-0.00056991i,0.0012488-0.0014811i,4.3707e-05-0.0010154i,-0.0010735-0.00060908i,-0.0013366-0.00010855i,-0.0014731+0.00086341i,-0.0014017+0.0010771i,-0.00072535-0.00047319i,-0.00011766-0.0012823i,-0.0001128-0.00086156i,-1.0116e-05-0.00078686i,0.00081462-0.00072104i,0.0012297+7.5895e-05i,0.00090743+0.0011049i,8.8156e-05+0.00042865i,-0.0002343-0.00055405i
-0.00044494+0.0015307i,0.00031594+0.0012466i,0.00041647+0.0014271i,0.000426+0.00037906i,0.00066946+0.00037951i,0.0015187+0.00074709i,0.0019973+0.00083724i,0.0013376+0.0010588i,0.0002432+0.00068791i,0.00043678+0.00026213i,0.001257+0.00014738i,0.00073388-9.7448e-05i,0.001119-0.00032245i,0.0015742+0.00015956i,0.00084496+0.00033227i,0.00091054-0.0005038i,0.00014689-0.0017972i,-0.00061366-0.0011009i,-0.00025313-0.00041635i,0.00027584-0.00062705i,0.0010556-0.00057243i,0.0012652-0.00010207i,0.00019032+0.0006112i
0.0016278+0.00122i,0.0017017-0.00024891i,0.0026207-0.002091i,0.0008441-0.0024045i,-0.0010076-0.0012134i,-0.0014128+7.2604e-05i,-0.00091889+0.0011116i,6.7199e-05+0.0011595i,0.00038706+0.00030949i,-8.7219e-05-0.00010062i,-0.0001342-0.00056365i,0.00050988-0.00067793i,0.00031147-8.2394e-05i,0.0003273-0.00032383i,0.00083924-0.00038027i,0.00016413-0.00038625i,-0.00077059-0.00066051i,-0.00054254-0.00057315i,-0.00035711+6.7741e-06i,-0.00096798-0.00013075i,-0.00051692-0.00023546i,0.00029827+0.00010113i,0.00051921+0.00059092i
0.0011874+0.0012955i,5.6e-06+0.0010147i,-0.00065756+0.001671i,-0.00061388+0.001502i,5.4659e-05+0.00045041i,0.00014212+0.00031967i,0.00014686+0.0011032i,0.00067767+0.0010362i,0.00088853+0.000533i,0.0010897+0.00017372i,0.00072562-0.00067064i,-2.5165e-05-0.0010051i,0.00026255-0.00069463i,0.0004874-0.00057842i,-0.00013108-0.0007174i,0.00017353-0.00028087i,0.00058959+8.1421e-05i,0.00033993-0.00045631i,0.00029817-0.00015817i,3.1676e-05+0.0005188i,0.00041005+0.00017824i,7.2425e-05+0.00022377i,-0.00024321+0.00030929i
-0.0013509+0.00054466i,-0.00089405+0.0007617i,-1.7183e-05+0.0019613i,0.0004413+0.0010144i,0.00066022+0.00010782i,0.00070682+0.00099724i,0.00063797+0.0015979i,0.0011016+0.00044259i,0.0012849+0.00020272i,0.00031294+0.00035858i,-0.00014784-0.00077913i,0.00032615-0.0011371i,-0.00013138-0.00069324i,-0.00063153-0.00027114i,-0.0002451-0.00019612i,-0.00027916-0.00016314i,0.00015459+0.00012677i,0.00069032+9.4699e-05i,0.00046139+0.0005319i,0.00031465+0.0010441i,0.00020094+0.0011382i,-0.0001329+0.00080489i,0.00026758+0.00057816i
0.001112-0.00061575i,0.00052575-0.0012301i,-0.00037821-0.0028312i,-0.0013536-0.0032404i,-0.0019107-0.0017095i,-0.0010679+9.5721e-05i,0.0002603+0.00067067i,0.00090961+0.00024216i,1.7142e-05-0.00036136i,-0.00063726-0.00041636i,-0.00081129-0.0004614i,-0.00085069-0.0010798i,-0.00015082-0.0012007i,0.0002228-0.0009698i,0.00025781-0.00041114i,0.00072561+0.00043647i,0.00093063+0.00087447i,0.0008445+0.00076021i,0.00096265+0.0004111i,0.0006082+0.00017727i,-9.8644e-05+0.00015751i,-0.0001878-0.00033832i,7.5754e-05-0.00071683i
-0.0017084+0.0022455i,-0.0022106+0.0029853i,-0.0011076+0.0056718i,-0.00063386+0.0059486i,-0.00087136+0.003553i,-0.00023546+0.0015127i,0.00060349+0.00085919i,0.0017249+0.00058834i,0.0017799+0.0002097i,0.00077693+1.5651e-05i,0.00087061-4.7448e-05i,0.0012086+0.00042446i,0.00064615+0.00038163i,0.00023562+0.00018112i,0.00057843+0.00023378i,0.00048739+0.0001028i,-0.00022234-0.0004303i,-0.00017323+4.3498e-05i,-5.9651e-05+0.00033704i,-0.0003309+0.00018542i,0.00010261+0.00027318i,0.00039233+9.9862e-06i,-0.00032613+0.00025966i
0.00067872+0.0015235i,0.0016722+0.00079278i,0.0010324-8.3034e-05i,0.0003853-0.00026414i,0.0013748+0.00052721i,0.0021604+0.00081202i,0.001643+0.00032955i,0.0010756-3.4805e-05i,0.00070395+0.00021367i,0.0007298-0.00030166i,0.001194-0.00060653i,0.0011781-0.00049799i,0.00067292-0.00051544i,0.00023987-0.00046951i,0.00079379-0.00026368i,0.001032+7.5688e-05i,0.00049739+0.00078795i,-0.00038319+0.00055662i,-0.0006031-0.00031024i,-0.00052483-0.00057827i,-0.00045112-0.00033383i,0.00029269+0.00030493i,0.00059229+0.00082985i
-0.00033054-0.00012313i,-3.9963e-06+0.00025454i,0.0013443-0.00053606i,0.00077527-0.00098481i,-0.00092104-0.00037992i,-0.0010691+0.00055478i,-0.00054466+0.00089838i,0.00032766+0.00039845i,0.0012829-0.00045233i,0.0013294-0.0013248i,0.00077469-0.0017317i,-6.2867e-05-0.000995i,-0.00063955+0.00022845i,-0.00036323+0.00093831i,-0.00030866+0.00038301i,-0.00041495+2.4903e-05i,-0.00016108+0.0010297i,-0.00023671+0.00034306i,-0.00033241-0.00065097i,-0.00029362-9.4534e-05i,-0.00050325+0.00038851i,-1.716e-05-0.00051358i,0.00092959-0.00055897i
-0.00011176+0.0020744i,0.0010331+0.00098045i,0.0011333+0.0016457i,0.00031512+0.0010925i,0.00014015+0.00098647i,0.00084015+0.00097874i,0.0016413+0.0010707i,0.0018576+0.0011267i,0.0020048+0.00014657i,0.0019517-0.00028129i,0.00095474-0.00022118i,0.00028516-0.00034977i,0.0007311-0.00080632i,0.00086909-0.0013145i,0.00040478-0.0010412i,0.00022462-0.00047702i,0.00041061-0.00039475i,0.00019094-0.00042681i,0.00016277-0.00047778i,0.00082767-0.00027818i,0.00090655+0.00023508i,0.00052252-2.3828e-05i,-0.00016179-0.00090475i
-8.018e-05-0.00087982i,-0.00020674-0.00027677i,-0.00098145-0.00020132i,-0.00079222-0.00068856i,-0.00056496-0.00048125i,-0.00059937-6.054e-05i,-7.051e-05+0.00031437i,0.00048209+0.00052151i,0.00083012-0.00064799i,0.0001811-0.0014813i,-0.00040168-0.00071431i,-0.00010078+0.00010335i,-0.0001759+0.00038084i,0.00018584+0.00022681i,0.00041309-0.00015232i,0.00015766-0.00025652i,-0.000161+3.4901e-05i,7.1981e-05-0.00053677i,9.1909e-05-0.00072285i,-0.00072917-0.00034133i,-3.2181e-05-0.0006943i,0.00064889-0.00035646i,0.0010234+0.00051581i
-0.0003039+0.00061957i,-0.00050771-7.8274e-05i,-3.8106e-05+0.00075514i,-0.00081629+0.0012766i,-0.0016452+0.0015469i,-0.00069968+0.0014414i,0.00029621+0.0011401i,0.00029737+0.00072432i,0.00040388-0.00049849i,0.00038856-0.0012039i,-0.00056123-0.00047558i,-0.0011527+0.00031583i,-0.00052675-0.00022991i,0.0002407-0.00026083i,0.00071068+0.00066118i,0.00073733+0.00024758i,-0.00030658-0.00040982i,-0.00082898-8.5745e-06i,-0.00022056+0.00017582i,-0.0002547+2.3587e-05i,-0.00079643-6.4487e-05i,-0.00038216-0.0009372i,-0.00023668-0.00079693i
0.00099203+0.00027308i,0.00097213-0.00037353i,0.0013137-0.000714i,0.00098523-0.00070979i,0.0001263+0.00011597i,3.0073e-05+0.0015628i,0.00036905+0.0025466i,0.00075633+0.001614i,0.0014559+0.00085791i,0.0012356+0.00062847i,0.00030439+0.00026395i,-0.00015774-0.00019994i,-0.00023959-0.00039126i,-6.0649e-05+0.00036747i,0.00022225+0.00070303i,3.6677e-05+0.00028126i,-3.8571e-05-0.00077833i,0.00039546-0.0014728i,0.00053333-0.00061605i,0.00026745+0.00045007i,1.0866e-05+0.00036284i,-0.00021471+0.0003186i,-0.00037266+0.0005797i
-0.0010954+0.001965i,-0.001788+0.003933i,-0.0011469+0.0038377i,-0.00053822+0.0025021i,-0.0001486+0.0021408i,0.00037097+0.001582i,0.00010234+0.00048372i,0.00049204+4.3622e-05i,0.0014077-0.00042463i,0.0014219-0.00077882i,0.00010677-0.00071588i,-0.00079492-0.00046807i,5.5362e-05-1.1818e-05i,0.00037415+0.00062508i,0.00029489+0.00091604i,0.00018193+0.0009324i,0.0002411+0.0011307i,0.00014958+0.0012796i,2.8731e-05+0.00059886i,-0.00026659-0.0001506i,-0.00021317+0.00051971i,0.00023288+0.0011185i,-0.00017522+0.00057474i
0.0014887-0.00081737i,0.0010177-0.0022467i,0.00083105-0.0045561i,-0.00043483-0.0042147i,-0.0012064-0.0025287i,-0.00055018+0.00010982i,0.00083969+0.0014261i,0.0007501+0.0014187i,0.0001722+0.0011284i,5.7837e-05+0.00027493i,-0.00018116-0.0008948i,-0.00052214-0.0011338i,-0.00061294-0.00067873i,0.00013202-0.00072136i,0.00085744-0.0010182i,0.001034-0.00076429i,0.00077863-0.00039673i,-0.00016283-0.00056585i,-0.0005175-0.00034319i,-3.0973e-05+0.00025043i,-0.00015173+0.0004562i,-0.00086425+0.00052298i,-0.00095807+0.00022524i
0.0016245-0.00048942i,0.0012713+0.00018304i,0.00026707+0.0016509i,-0.00048011+0.0021886i,-7.5084e-05+0.0017405i,0.0006265+0.0012443i,0.00037202+0.0011389i,0.00062015+0.00041207i,0.0009243+0.00043623i,0.00021166+0.00050151i,0.00046305-0.00056177i,0.00034237-0.00080483i,-0.00080653-0.00056614i,-0.00085563-0.0011819i,-7.5192e-05-0.0017578i,0.00010338-0.0015981i,-0.00015957-0.0010801i,-0.00049444-0.00032958i,-0.00016319+0.00032408i,0.00054248+0.00063513i,0.00061223+8.7727e-05i,-0.00016772-0.0002571i,-0.00063454-0.00031522i
-0.00028145+0.0016362i,-0.00043087+0.0020129i,-0.00031494+0.0024923i,-9.4224e-06+0.0011368i,0.00011581+0.00039858i,3.3142e-05+0.00068995i,0.00068699+0.0010447i,0.0010987+0.0012478i,0.0006081+2.9596e-05i,0.00065265-0.00077582i,0.00038888-0.00019849i,0.00030352+2.2854e-05i,0.0010592-6.3991e-05i,0.0013761+3.5291e-05i,0.00063604-0.00032554i,-9.9491e-05-0.00054914i,4.9128e-05-0.00024701i,0.00037198-1.6343e-05i,6.3303e-05-0.00042248i,-0.00035-0.0010521i,-0.00034109-0.00089408i,-6.1203e-05-0.00060318i,0.00060563-0.00082037i
0.0014297+8.4566e-05i,0.0019904+0.00015595i,0.0020057+0.00030343i,0.00085729+0.00072326i,-0.00055073+0.00083349i,-0.00081317+0.00038767i,-5.6927e-05+0.00053277i,0.00012697+0.00060422i,5.9659e-05+0.00026063i,0.00032931-0.00033952i,0.00042627-0.00087236i,-0.00040427-0.00040096i,-0.00041989+0.00018589i,0.00050919-0.00025213i,0.00013904-0.0010009i,8.9376e-05-0.00117i,0.00078231-0.00053849i,0.00032846+0.00046577i,-0.00077483+0.00043562i,-0.00063703+3.836e-05i,-4.3231e-05-0.00031516i,-0.00059129-0.00079667i,-0.00090039-0.0013583i
-0.0011025-0.0012069i,-0.0011671-0.0013103i,-0.0014288-0.0017613i,-0.0012084-0.00072807i,-0.0014105+0.00095823i,-0.00081837+0.0013632i,0.00061435+0.0010808i,0.0010333+0.00069786i,0.00030175+0.00047076i,-0.00030221-4.0189e-05i,-0.00066474-0.00076668i,-0.00089063-0.00038882i,-0.00028942+0.00066541i,0.00013133+0.00060316i,0.00014053-0.00061743i,0.00012906-0.00042248i,-0.00021903+0.00055769i,-0.00045923+0.00034932i,-3.5099e-05-0.00021987i,0.00048721-4.76e-05i,0.00071805+0.00075279i,0.00035889+0.00069818i,0.00070081+0.0003911i
-0.00086397-0.00058669i,-0.00022001-8.6781e-05i,-0.0013289+0.00024252i,-0.0025788+0.00072788i,-0.0013117+0.00098206i,-5.0312e-05+0.0016136i,0.0010379+0.0015042i,0.001348+0.00045413i,0.00052553+0.00048067i,8.292e-05+0.00041905i,-4.0217e-05-0.00054155i,-0.0002935-0.00085884i,7.0098e-05-0.00052905i,0.00068175-0.00023684i,0.00065553-5.9901e-05i,0.00059128+0.00013502i,0.00055048+9.4682e-06i,-0.00012834+0.00019336i,-0.00048645+0.0011472i,3.2448e-05+0.0012765i,0.00073721+0.00029904i,0.000382-0.00045149i,0.0002631-2.287e-05i
-0.0015222-0.0019818i,-0.0019614-0.002132i,-0.0032103-0.0014878i,-0.0033621-0.00027283i,-0.0024327+0.0013323i,-0.0015044+0.0022001i,0.00020686+0.0021988i,0.0011143+0.0015133i,0.00027404+0.001083i,0.0002333+0.00053889i,9.2163e-05+0.0003967i,-0.00029601+0.00017074i,-3.4066e-05-0.00034991i,0.00050435-0.00022848i,0.00087208+0.00028598i,0.00048814+0.0012703i,0.00024139+0.00051317i,-0.00031957-0.00061305i,-0.00066992-0.00038603i,-0.00092019-0.00036051i,-0.0010503-0.00051763i,-0.00049456-0.00013014i,-0.00032823+0.00036285i
-0.001283+0.0012866i,-0.00034602+0.0024298i,0.0002866+0.003485i,0.00085709+0.0022127i,0.00078627+0.0012824i,0.00091531+0.0011929i,0.0013603+0.00067666i,0.0017085+0.00028442i,0.00071542-0.00043923i,-0.00026353-0.00062406i,0.00029084-0.0006726i,-0.00013368-0.00060655i,-0.00062671-0.00045741i,0.0003004-0.00074222i,0.0004603-0.00030512i,-0.0002352+0.00020477i,-0.00031886-0.00062144i,-0.00066361-0.00076874i,-0.0010135-0.00021321i,-0.00064138-0.00027071i,0.00019837-0.00033058i,0.00023693-0.00016906i,0.00037285-0.00025245i
-0.0010616+0.00034829i,-0.0015523-0.00071059i,-0.001193-0.00016467i,-0.0008164+0.00060824i,0.00028738+0.00063406i,0.00085127+0.00080985i,0.00064251+0.0012113i,0.00036674+0.0005909i,-0.00013425-2.6731e-05i,-0.00023745+0.00065088i,-0.00041798+0.00096173i,-0.00084971+0.0012389i,-0.00023621+0.00068915i,0.00058881+0.00013945i,-0.00019957+0.0002681i,-0.0005229+0.00020557i,0.00026238-0.0004135i,0.00092757-0.00063905i,0.00088494-0.00031981i,-5.3092e-05+0.00027139i,-0.00046985+0.0007778i,0.00025433+0.00068884i,0.00057114+0.00027802i
-0.0012197+0.0014305i,-0.00095716+0.0010358i,-0.00066011-0.00058955i,-0.00027657-0.0012764i,0.00027845-0.00066752i,0.00099255-0.00025389i,0.0012773-8.6022e-05i,0.00097062-2.2329e-05i,0.00092118+3.1914e-05i,0.00053584-5.4408e-05i,-0.00017073-0.00026608i,-0.00050221-0.00031645i,-0.00061999-0.00054361i,-0.00040622-0.00043232i,-0.00016822-0.00060824i,-0.00053666-0.00068248i,-0.00035027-0.00016049i,-0.00029876+0.00011565i,-0.00073518+0.00050442i,-0.00081587+0.0010131i,-0.00029319+0.00089449i,0.00075518-0.00036136i,0.00057523-0.00040238i
0.00026132+0.00049135i,1.7528e-05+0.0013811i,-0.00025347+0.0016082i,-0.00064592+0.00072817i,-0.0012879+0.0014728i,-0.0012744+0.0031397i,0.00011741+0.0023115i,0.0018091+0.00040383i,0.0015703-5.6816e-05i,0.00019007+0.00020415i,-0.0004041-0.00049556i,7.9343e-06-0.00071185i,0.00050088-6.8568e-05i,0.00064346-0.00064567i,0.0010949-0.00067408i,0.00082691+0.00030311i,0.00048699+0.00066609i,0.00029647+0.00027985i,-0.00077995-0.0003726i,-0.00087338-0.00054504i,-0.00020077+0.00013166i,-0.00028044+0.00014293i,-0.00031525-0.00014431i
-0.001656-0.00023211i,-0.0023821-0.0022794i,-0.0019718-0.00032787i,-0.00085978+0.0010738i,-0.0011396+0.0013477i,-0.00087018+0.0013685i,0.00029152+0.0007655i,0.00076332+0.00044355i,0.00069254-0.00039716i,0.00013084-0.00095769i,-0.0011898-0.00028594i,-0.0018239+0.00038925i,-0.00093193+0.00016913i,-1.7024e-05-1.2633e-05i,-0.00041513-0.00019343i,-7.6838e-05-0.00047327i,0.00065486-0.00048604i,0.00024158-0.00083942i,-0.0012272-0.00065457i,-0.0018392-0.00024498i,-0.00068945-0.00039044i,5.9477e-05+0.00027446i,-2.9104e-05+0.00086128i
0.0023645-0.0010514i,0.0026098-0.0015593i,0.0041923-0.0011716i,0.002968-0.0021622i,-0.00011445-0.0020946i,-0.0011076+0.00016547i,-0.00011687+0.0014128i,0.00082452+0.0012957i,0.0011484+0.00058871i,0.00019699-0.00085749i,-0.00039724-0.001389i,-0.00071911-0.00066058i,-0.00077043-0.00062092i,0.00024718-0.0010384i,0.00081515-0.00095493i,0.00069258-0.00099248i,0.0001802-0.00043033i,-6.8234e-05+0.0001769i,1.8596e-05-0.00012748i,-0.00020842-0.00075344i,-0.00058177-0.0011701i,-0.00034298-0.00077261i,8.9601e-05+0.00049783i
0.00047829-0.00071592i,-0.0010639+0.00036411i,-0.0013015+0.00037012i,-0.0017855-0.000614i,-0.001604-0.00055524i,-0.00084025+0.00050756i,0.00010173+0.0010691i,0.0013279+0.0010544i,0.0011678+0.0004213i,0.00037935+1.0291e-05i,-0.00052372-0.00026481i,-0.00098025-0.00059999i,0.0002529-0.00052713i,0.0014856-0.00023241i,0.0011648-0.00085496i,0.0010238-0.0015479i,0.00083224-0.0011957i,-0.0002003-0.00088784i,-0.0011749-0.00017171i,-0.00089319+0.00051216i,0.00064637+0.00081775i,0.00055477+0.0013768i,-0.00041263+0.0013113i
-0.0001915+0.00094127i,-0.00049273+0.00066604i,2.2108e-05+0.00036651i,0.0011357-0.0003572i,0.00060912+0.00072968i,-0.0001552+0.0019808i,0.00085858+0.0013531i,0.0016353+0.0014538i,0.0011642+0.001447i,0.00098593+0.00047812i,0.00053631+0.00010248i,-0.00035242+5.4813e-06i,-0.00010959-0.00031754i,0.00069836-0.00039018i,0.0010236-0.00094038i,0.00091083-0.0011433i,0.00052969-0.001026i,-0.00032508-0.0006054i,-0.00080439+0.00028353i,-0.00027321+0.0011396i,-0.00014286+0.00053555i,0.00024508-0.00020519i,0.00062541-0.00035921i
5.5682e-05-0.00079944i,-0.00083292-0.0004832i,-0.0012504-0.00050377i,-0.0019747-0.00071492i,-0.0021309-0.00053963i,-0.0010299+0.00010163i,0.00018128+0.001156i,0.00088805+0.001321i,0.00041137+0.00083344i,-0.0001771+0.0010797i,0.0002114+0.0013737i,0.00017459+0.0008589i,0.00018217+0.00063906i,0.0004796+0.00072378i,0.0004979+0.00067188i,0.00056151-0.00036267i,-0.00022468-0.00057476i,-0.00075434-3.9715e-05i,-0.00037707-0.00061416i,-0.0011394-0.00025173i,-0.0013026+0.00019646i,-0.00048396-0.00034502i,-7.1322e-05-0.00034952i
-0.0010617+0.00072932i,-0.0015417-0.00013196i,-0.00021391-0.00054497i,-0.00036782-0.00041538i,-0.0011506+0.00028042i,-0.000304+0.0010169i,0.00071945+0.0011068i,0.0015029+0.00072069i,0.0011547+0.00043065i,-0.00017425+0.00066073i,-0.00071019+0.00070735i,-0.00013271+0.00020971i,0.00040757-0.00038874i,0.00040095-0.00053889i,-0.00010902-0.0002252i,-0.0005068-0.0003338i,-0.00077621-0.00070545i,-0.00060182-0.00029909i,-0.00058557+0.00066438i,-0.00086593+0.00067743i,-0.00020159+0.00015231i,0.00030476+0.00033924i,3.4478e-05+0.00036321i
0.00099516+0.00026425i,0.0016205-0.00019776i,0.0015718+0.00029066i,0.00016079+0.00035324i,-0.00089372-0.00081891i,-0.00037717-0.00012362i,0.0003799+0.0016447i,0.00082518+0.0013025i,0.0010132+0.00025244i,0.0011181-0.00059699i,0.00085035-0.001189i,-0.00038734-0.0012514i,-0.00095486-0.0012612i,-0.00057018-0.0011428i,6.9095e-05-0.0013028i,6.6503e-05-0.0011679i,-0.00026117-0.00074701i,-0.00058491-0.00052842i,-0.0011619+0.00025631i,-0.00082411+0.0010212i,-0.00027879+0.00086703i,-4.6351e-05+0.00065985i,0.00082552-0.00010176i
0.0011448-0.00083722i,0.0010591-0.00086546i,0.0013881-0.00085142i,0.0011863-0.0013998i,4.6473e-05-0.0011604i,-0.00018151+0.0003086i,0.00097602+0.0010668i,0.0018131+0.00088818i,0.00081958+0.00027534i,0.00041044-6.2329e-05i,0.00033619-0.00029796i,0.00018507-0.00020671i,-1.0573e-05+0.00021004i,0.00016686-0.00031178i,-9.5582e-05-0.0009177i,-0.00083436-0.00034701i,-0.00048968+0.00049217i,0.00025589+0.00073872i,-0.00010617+0.00056426i,-0.00098856+0.00025157i,-0.00037078+0.00030282i,-0.00020316+0.00086137i,-0.00060531+0.00036896i
-0.0011033-0.00061888i,-0.0015135-0.00119i,-0.00073954-0.0015372i,-0.0012233-0.0018287i,-0.0018695-0.0015389i,-0.00057244-0.00029176i,0.00079227+0.00072574i,0.0019306+0.00043685i,0.0016931+4.0231e-05i,8.6751e-05-0.00035799i,-0.00057239-0.00061896i,-0.0010559+2.1481e-05i,-0.00084131-0.00024908i,-7.1038e-05-0.00048542i,-6.2541e-05-0.00011361i,-0.00039861-0.00019282i,-0.00056227-9.4272e-05i,-0.00033295-3.2157e-05i,-0.00040358-0.00042121i,-0.00075625-0.00017973i,-0.00078756+0.00031627i,-0.00029733-2.9708e-05i,4.9358e-05-0.00013556i
0.00075599+0.00027138i,0.00093677-0.00096129i,0.00074352-0.00036328i,0.00052459+0.00033436i,0.00050621+0.00055181i,-0.00019413+0.0012786i,9.7914e-05+0.0014434i,0.00072795+0.00080281i,0.00056159+0.0001389i,0.00053491-0.00026458i,0.00039459-0.00053539i,-0.000576-0.00059061i,-0.0011951-0.00045799i,-0.00044877-0.00036124i,0.00029367-0.00023881i,0.00019752-3.2393e-05i,-3.2939e-05+5.3215e-05i,0.00032502+0.00042244i,-0.00029415+0.00054414i,-0.00068834+0.00048971i,0.00058463+0.00081941i,0.00061382+0.00081758i,-0.00021103+0.00021252i
-0.00017115-0.00091356i,0.00019575-0.00030976i,-4.3072e-05+0.000335i,-0.00068777+0.0012733i,-0.00066299+0.0017293i,-0.00041509+0.0013067i,0.0004756+0.00088522i,0.00083626+0.00054851i,0.00096948+0.00013796i,0.00086097-0.00021556i,0.0005671-0.00035686i,-6.6029e-05+0.00059414i,-0.00053781+0.00056909i,0.00058492+1.084e-06i,0.00040996+0.00040019i,-0.00022739-8.5878e-05i,-0.00018578-0.00049457i,-0.001024-0.0002617i,-0.0012648-0.0007188i,-0.00083423-0.0010125i,-0.0002853-0.00088723i,8.0112e-05-0.00064589i,0.00022806-0.0002239i
-0.00049234-0.00091912i,7.6028e-05-0.001568i,0.00056824-0.0012287i,-0.00070399-0.00057087i,-0.001157-0.00040899i,-0.00049062+0.00027904i,0.00021773+0.0014827i,0.0010153+0.0011576i,0.0013903+0.00048126i,0.0010297+0.00027863i,0.00019506-0.00021727i,-0.00054625-0.00040354i,-0.00029004-0.00031296i,-0.00033373-0.00026648i,-0.001123-0.00029813i,-0.00084643-0.0010849i,0.00012717-0.0013712i,0.00031855-0.0006103i,5.1984e-05+0.00027745i,-0.00091325+0.00084812i,-0.00089071+0.0010236i,4.6714e-06+0.00091699i,0.00012257+0.00048573i
-0.0003842-0.0011502i,-0.0018215-3.7712e-05i,-0.0031628+0.00049271i,-0.0022537+0.00098322i,-0.00053033+0.00050119i,0.00076707+0.00037097i,0.0014562+0.00049049i,0.0015307+0.00031408i,0.001213+0.00029229i,0.00030649+0.00043444i,-0.00023595+0.00040352i,-8.3374e-05+0.00026351i,0.00067527+0.00017789i,0.0015216+0.00029164i,0.0017161-9.5696e-05i,0.00078228-0.00026243i,-3.3247e-05-0.00041393i,0.00017582-0.00064581i,-0.00035369-2.1753e-05i,-0.0012921+0.00079947i,-0.001327+0.00043801i,-0.0011863-0.00020661i,-0.00075838+0.00044887i
