-0.0025796-0.00017296i,-0.0036717-0.00104i,-0.0037641-0.00027829i,-0.0024832+0.00096298i,-0.0016316+0.0028854i,-0.0015799+0.0031599i,-0.0015957+0.0021903i,-0.00073693+0.0010205i,0.00057854+0.00027636i,0.00069746+0.00052137i,0.0015803+0.00041105i,0.0018127+7.8457e-05i,0.0010881+9.8867e-05i,0.00070581+0.00068379i,0.00010867+0.00066116i,-0.00028716+0.00031633i,-0.00048799+0.00016483i,-0.00031293-1.4375e-05i,-0.00013352-0.00018292i,-0.00074047+0.00046658i,-0.00075911+0.00093128i,-0.00057819+0.0004538i,-0.00051377-0.00031319i
0.17793-0.13371i,0.23578-0.24524i,0.16274-0.23587i,0.077938-0.075441i,0.097936+0.068398i,0.12266+0.10804i,0.07711+0.10178i,0.03533+0.076718i,0.018558+0.03167i,0.0044724+0.0009851i,0.002506-0.0074517i,0.0056018-0.015809i,0.00073268-0.023016i,-0.0055038-0.020459i,-0.0077649-0.0091138i,-0.0023955+0.001783i,0.007721+0.00078125i,0.0078798-0.0062437i,-0.0029233-0.005153i,-0.0096802+0.003082i,-0.0083334+0.010503i,-0.0052779+0.015798i,-0.0013009+0.017396i
-0.10982+0.17074i,-0.22914+0.24043i,-0.3065+0.21026i,-0.23405+0.1314i,-0.081763+0.058133i,0.00051468-0.0078073i,-0.0011639-0.051183i,-0.019257-0.064938i,-0.015918-0.057294i,-0.0021186-0.037464i,0.0066372-0.022728i,0.0070332-0.016803i,0.011289-0.0106i,0.018842-0.0040598i,0.01359+0.0013686i,0.0034339+0.0075228i,0.00050024+0.0088706i,0.00092423+0.0072205i,0.003569+0.0053056i,0.0080376-0.0027818i,0.0087028-0.013604i,0.0060428-0.018578i,0.0057901-0.015124i
-0.021006-0.0072902i,0.12431+0.028536i,0.33005+0.0099968i,0.3258-0.096922i,0.13263-0.15406i,0.024494-0.11586i,0.031565-0.068206i,0.02671-0.014919i,0.0064656+0.044061i,0.00059684+0.06092i,-0.0070298+0.047824i,-0.013937+0.043685i,-0.015166+0.042451i,-0.01441+0.035465i,-0.005963+0.024484i,0.0011049+0.010094i,-0.0028268+0.0063907i,-0.0040783+0.011021i,0.00016986+0.0081051i,0.00033193+0.0023107i,-0.00023448-0.00044254i,-0.00021774-0.0045352i,-0.0053228-0.0089317i
0.00575-0.20484i,-0.13022-0.32148i,-0.30864-0.27179i,-0.31827-0.089938i,-0.19909+0.019648i,-0.14221+0.037418i,-0.11497+0.06562i,-0.034719+0.059192i,0.017149-0.0017393i,0.0066185-0.032929i,-0.0031071-0.022815i,0.0067424-0.016807i,0.012857-0.022879i,0.012831-0.025524i,0.012196-0.01991i,0.012371-0.012392i,0.013996-0.0097484i,0.010375-0.0082753i,0.0013254-0.0026727i,-0.0049737+0.0052756i,-0.0067099+0.013691i,-0.0042874+0.020332i,0.0031657+0.021538i
0.083112+0.19211i,0.12675+0.2961i,0.1219+0.28304i,0.092021+0.19891i,0.09+0.15905i,0.10687+0.1374i,0.082501+0.059769i,0.013897-0.025045i,-0.029609-0.050102i,-0.022617-0.037283i,-0.0025898-0.026922i,0.0045122-0.023229i,0.0066741-0.016513i,0.01119-0.0099663i,0.0084977-0.0070292i,0.0025378-0.0042248i,-9.9254e-05-0.0037258i,-0.0011926-0.0040462i,0.00037947-0.0018668i,0.004439-0.0028743i,0.004915-0.0063304i,0.0016145-0.0078167i,0.00047088-0.0053014i
-0.048033+0.013755i,0.057363-0.013802i,0.22093-0.078886i,0.22848-0.14181i,0.10879-0.15457i,0.063399-0.12636i,0.060102-0.087611i,0.024873-0.010956i,0.011341+0.062235i,0.018086+0.06652i,0.0075399+0.03978i,-0.0095414+0.029578i,-0.017197+0.026754i,-0.018855+0.021528i,-0.012569+0.014281i,-0.0064877+0.0052013i,-0.0074241+0.0037951i,-0.0042642+0.0049714i,0.00081423-0.0031114i,0.00187-0.007448i,0.0040369-0.0054151i,0.0055367-0.0082014i,7.584e-06-0.01182i
-0.13529-0.16574i,-0.36601-0.19977i,-0.57178-0.091001i,-0.51287+0.047601i,-0.32055+0.047503i,-0.25489-0.0051667i,-0.1997+0.023954i,-0.06202+0.037264i,0.026314-0.010479i,0.024626-0.035137i,0.0078199-0.021881i,0.0092775-0.0093833i,0.01058-0.012695i,0.0036897-0.01868i,-0.0056988-0.01731i,-0.010718-0.010178i,-0.0056538-0.0050022i,-0.0019842-0.0035604i,-0.0045833+0.00023308i,-0.0048137+0.003943i,-0.0024803+0.0068074i,0.00027822+0.012915i,0.0069704+0.014075i
0.25014+0.093331i,0.45602+0.13152i,0.55412+0.086894i,0.44237+0.040305i,0.27328+0.10586i,0.19802+0.16318i,0.14045+0.090819i,0.048097-0.010021i,-0.020674-0.040618i,-0.028744-0.024992i,-0.0054831-0.014523i,0.0079621-0.017944i,0.006375-0.01219i,0.0043018+0.0015135i,-0.00069552+0.0084994i,-0.0055827+0.0088695i,-0.0064973+0.0034563i,-0.0079656-0.00071546i,-0.0093002+0.0017934i,-0.0096693+0.0027616i,-0.009563+0.001552i,-0.010453+0.0010391i,-0.011464+0.001447i
-0.095261+0.080036i,-0.10309+0.067084i,-0.035068+0.0022802i,0.028116-0.050923i,0.057232-0.069719i,0.093035-0.066714i,0.078336-0.04782i,0.013711+0.00052758i,-0.017213+0.050337i,-0.01281+0.05411i,-0.015993+0.033297i,-0.026245+0.023548i,-0.026566+0.023603i,-0.017735+0.022417i,-0.0036728+0.018691i,0.0069682+0.012313i,0.0070679+0.0088726i,0.0092062+0.010081i,0.013975+0.0075786i,0.012416+0.0033385i,0.011137-0.0012275i,0.009177-0.0097566i,0.0017201-0.01299i
-0.19622-0.096822i,-0.42616-0.065758i,-0.5776+0.067896i,-0.47353+0.11887i,-0.29347-8.3478e-05i,-0.25159-0.090091i,-0.19674-0.040268i,-0.062881+0.0045766i,0.019709-0.012369i,0.020909-0.023384i,0.0035849-0.01226i,0.0045538+0.0016278i,0.014471+0.00024868i,0.015265-0.0089944i,0.010549-0.011995i,0.0069723-0.0086245i,0.0067302-0.0036134i,0.0069201-0.0039271i,0.0061505-0.0056307i,0.0060676-0.006391i,0.0045581-0.0054127i,0.0058362+0.00016003i,0.012538+0.0018232i
0.30189-0.057904i,0.59378-0.15391i,0.72041-0.26098i,0.52988-0.22975i,0.25964-0.041204i,0.14801+0.092285i,0.11193+0.060202i,0.059802-0.0071232i,0.02165-0.029865i,0.012262-0.023781i,0.023005-0.016601i,0.033454-0.023448i,0.03056-0.024402i,0.023734-0.013122i,0.014313-0.0038931i,0.0053588-0.0010363i,-0.00031978-0.0040867i,-0.0092805-0.009013i,-0.018486-0.0071297i,-0.020504+0.0012017i,-0.017476+0.0074159i,-0.015229+0.0099296i,-0.015154+0.010181i
-0.10545+0.16111i,-0.20875+0.25627i,-0.25393+0.25248i,-0.18841+0.19001i,-0.049804+0.14044i,0.059059+0.09198i,0.059911+0.046044i,0.0018641+0.027452i,-0.031219+0.032384i,-0.026429+0.028254i,-0.019562+0.01325i,-0.029747+0.0083322i,-0.038123+0.011315i,-0.032898+0.011113i,-0.020065+0.0090294i,-0.0083382+0.0063875i,-0.0018791+0.0072821i,0.0051904+0.011431i,0.011477+0.011395i,0.012657+0.0069137i,0.012399+0.0006413i,0.010152-0.0073112i,0.0051137-0.0090034i
-0.1912-0.04818i,-0.36413+0.0017585i,-0.40735+0.12295i,-0.26367+0.11774i,-0.14442-0.04684i,-0.14409-0.1348i,-0.12291-0.073912i,-0.04819-0.0031437i,0.0035499+0.01843i,0.011968+0.014991i,-0.0015036+0.01186i,-0.0045137+0.016914i,0.0048436+0.010935i,0.0077449-0.0027737i,0.0043645-0.0091519i,-0.00070799-0.006905i,-0.0016225-0.001577i,0.0034269+0.00097164i,0.0086518-0.0022507i,0.0095835-0.0087503i,0.0057741-0.010197i,0.0045399-0.0041032i,0.010433-6.788e-05i
0.26521-0.18345i,0.53077-0.40221i,0.62293-0.55486i,0.4181-0.45088i,0.16018-0.19047i,0.056628-0.018687i,0.04491+0.010058i,0.04826-0.0059362i,0.050367-0.024032i,0.037447-0.028058i,0.028828-0.019293i,0.032506-0.02313i,0.029601-0.026327i,0.021194-0.016313i,0.010818-0.0079204i,0.0014557-0.0063095i,-0.0047907-0.0090613i,-0.014024-0.011781i,-0.02378-0.0076367i,-0.02621+0.0029365i,-0.021232+0.012309i,-0.015442+0.015839i,-0.014629+0.013995i
-0.060934+0.23595i,-0.17925+0.44691i,-0.28523+0.53723i,-0.24762+0.46667i,-0.088672+0.35358i,0.026348+0.23347i,0.031008+0.10797i,-0.018758+0.010984i,-0.059142-0.027661i,-0.059129-0.022581i,-0.039002-0.012892i,-0.03548-0.0015373i,-0.040205+0.015675i,-0.034954+0.023438i,-0.020505+0.020833i,-0.0049554+0.012819i,0.0035979+0.0076281i,0.0094034+0.010479i,0.014966+0.013588i,0.016857+0.010851i,0.01641+0.0023699i,0.012454-0.0080893i,0.0070742-0.012117i
-0.15963-0.024903i,-0.25028-0.0048622i,-0.19208+0.036171i,-0.036431-0.01101i,0.025892-0.13225i,-0.0061174-0.16777i,-0.026997-0.10112i,-0.029457-0.019748i,-0.020239+0.03594i,-0.0048631+0.044056i,-0.0037533+0.028979i,-0.0015583+0.02424i,0.0098065+0.015496i,0.016232+0.0018185i,0.014622-0.0050784i,0.0079635-0.0055899i,0.0051541-0.0022607i,0.0097307-0.0031567i,0.014276-0.010041i,0.012636-0.016171i,0.0069705-0.016344i,0.0046802-0.011147i,0.0077478-0.0076826i
0.16464-0.23297i,0.32066-0.49231i,0.35579-0.65686i,0.19373-0.54364i,0.013547-0.28708i,-0.042524-0.11378i,-0.014769-0.023815i,0.051777+0.024864i,0.092142+0.0143i,0.072504-0.0085518i,0.045709-0.010759i,0.037595-0.020094i,0.02989-0.028648i,0.018409-0.022027i,0.0060804-0.011557i,-0.0029393-0.0035063i,-0.0077789-0.0032936i,-0.017534-0.008557i,-0.02743-0.0081158i,-0.025698-0.00045535i,-0.018672+0.0083699i,-0.01441+0.01386i,-0.013864+0.014772i
0.014821+0.2501i,-0.059959+0.51842i,-0.17594+0.70166i,-0.18239+0.65646i,-0.078196+0.48318i,-0.0041741+0.31625i,0.0072228+0.15248i,-0.019693+0.0072865i,-0.056459-0.054656i,-0.056708-0.041899i,-0.030302-0.019957i,-0.021494-0.0061537i,-0.025787+0.010462i,-0.024293+0.022261i,-0.015814+0.023909i,-0.0045349+0.018843i,0.002243+0.01447i,0.0059291+0.017509i,0.0090036+0.020678i,0.0092143+0.015835i,0.0079417+0.0056282i,0.0055372-0.0037368i,0.0047451-0.0083536i
-0.12855-0.015743i,-0.15346-0.055311i,-0.041092-0.11764i,0.099881-0.17302i,0.13182-0.18871i,0.092513-0.14132i,0.033178-0.074642i,-0.035735-0.008665i,-0.052957+0.055873i,-0.023969+0.064458i,-0.013598+0.036538i,-0.012764+0.022574i,-0.00022195+0.0095467i,0.0093451-0.0059593i,0.010572-0.012594i,0.0060043-0.012216i,0.0031923-0.0074284i,0.0086134-0.0057276i,0.01426-0.0094088i,0.01287-0.011941i,0.0078888-0.010166i,0.0044928-0.0058034i,0.003053-0.0025349i
0.047008-0.21237i,0.08812-0.42414i,0.058334-0.54488i,-0.046288-0.45471i,-0.11176-0.27453i,-0.09232-0.15625i,-0.033713-0.048599i,0.057533+0.039013i,0.11285+0.028965i,0.080299-0.0086526i,0.033997-0.011794i,0.017278-0.01234i,0.011471-0.018479i,0.0058092-0.017921i,0.00027504-0.011757i,-0.00244-0.0042642i,-0.0065695-0.0041068i,-0.016513-0.010217i,-0.024576-0.011823i,-0.021376-0.006552i,-0.011919+0.0013442i,-0.0055635+0.0078869i,-0.006876+0.010135i
0.077896+0.20247i,0.076839+0.4748i,0.0070234+0.69891i,-0.036249+0.67598i,-0.020722+0.48326i,-0.011115+0.2889i,-4.3386e-05+0.10558i,-0.00084962-0.052303i,-0.028861-0.11009i,-0.035067-0.07793i,-0.015381-0.037762i,-0.0046372-0.013003i,-0.0066523+0.0097793i,-0.0087147+0.022408i,-0.0046368+0.020763i,0.0032606+0.013004i,0.0078518+0.0095489i,0.0094245+0.01525i,0.0096958+0.020248i,0.0065463+0.016702i,0.0027778+0.0081018i,0.001956-0.00082533i,0.0047985-0.0060133i
-0.090994-0.01546i,-0.10321-0.11225i,0.0080802-0.25324i,0.139-0.30248i,0.16187-0.2155i,0.12091-0.098537i,0.041177-0.042123i,-0.055798-0.00020101i,-0.082995+0.057702i,-0.041009+0.066082i,-0.011773+0.035647i,-0.006309+0.016227i,-0.0019527+0.0038628i,0.0018415-0.005684i,0.0034869-0.0095388i,0.00086472-0.010336i,0.00016246-0.0078669i,0.0068157-0.006167i,0.012349-0.0072427i,0.01126-0.0065676i,0.006724-0.003854i,0.003404-0.0012332i,0.0025136+0.0011036i
-0.021642-0.13736i,-0.055506-0.27022i,-0.13552-0.32265i,-0.19986-0.25905i,-0.17436-0.19482i,-0.10934-0.14494i,-0.043017-0.024971i,0.044494+0.081523i,0.094684+0.069725i,0.061013+0.020694i,0.017828+0.0084904i,0.0059726+0.00351i,0.0028689-0.0064257i,-0.00053373-0.0081129i,-0.0037253-0.0038683i,-0.0053895+0.0018739i,-0.0077137+0.0027029i,-0.013864-0.0033703i,-0.017932-0.0086745i,-0.013147-0.0078974i,-0.0053777-0.0032157i,-0.0017648+0.0016561i,-0.0029882+0.0055657i
0.10722+0.12429i,0.17834+0.3426i,0.17537+0.53968i,0.10938+0.52992i,0.033784+0.36733i,-0.017792+0.19728i,-0.0073461+0.039325i,0.0096552-0.089775i,-0.010073-0.12253i,-0.019006-0.074999i,-0.0034709-0.032439i,0.0087234-0.013764i,0.0096671+0.0020456i,0.0040941+0.011539i,-0.00021305+0.010857i,0.0015022+0.0062136i,0.0053044+0.0055241i,0.0070194+0.01188i,0.0057095+0.016253i,0.0017569+0.012871i,-0.00023957+0.0055151i,0.0015369-0.0025027i,0.0056676-0.0084181i
-0.064427-0.0078042i,-0.091215-0.1234i,-0.018456-0.29917i,0.08492-0.33909i,0.1072-0.17753i,0.088401-0.017609i,0.021921+0.011286i,-0.074038+0.015796i,-0.096524+0.05056i,-0.049031+0.049367i,-0.016955+0.019981i,-0.012562+0.0046154i,-0.0087694-0.0020687i,-0.0024687-0.0061189i,0.00076169-0.0058655i,-0.0012558-0.0074853i,-0.0017808-0.0098864i,0.0033611-0.0089894i,0.0077562-0.0050723i,0.0067546-0.0011577i,0.0034753+0.0004054i,0.00039545+0.00098984i,-0.001962+0.0017686i
-0.055242-0.063602i,-0.12576-0.10625i,-0.22026-0.080754i,-0.24622-0.032284i,-0.1558-0.060103i,-0.064969-0.077865i,-0.012959+0.019808i,0.0593+0.11314i,0.097142+0.0892i,0.054422+0.029513i,0.0046988+0.010926i,-0.009851+0.010274i,-0.0094879+0.0059014i,-0.0061015+0.00056381i,-0.0021362-0.00098269i,-0.00029957+0.002136i,-0.0028141+0.0019098i,-0.0092014-0.0047258i,-0.01054-0.010286i,-0.0050215-0.011195i,-0.0006717-0.0080925i,0.00023225-0.0026412i,-0.002507+0.0014458i
0.10693+0.0405i,0.21609+0.16111i,0.27231+0.29283i,0.21828+0.29447i,0.10018+0.17694i,0.01575+0.051329i,0.021952-0.052986i,0.049636-0.1274i,0.038429-0.12836i,0.023885-0.07269i,0.024995-0.031442i,0.024278-0.016724i,0.017967-0.0060995i,0.0085932+0.0020303i,0.0017372+0.0042331i,0.0030831+0.0032827i,0.0077621+0.0046618i,0.0079184+0.0088261i,0.0031343+0.009418i,-0.0013949+0.0067478i,-0.0026334+0.0041462i,-0.00011055+0.00114i,0.0055239-0.0037185i
-0.033025+0.00083268i,-0.06968-0.099744i,-0.061213-0.27046i,-0.013116-0.30651i,0.015878-0.13118i,0.023007+0.031722i,-0.016803+0.041421i,-0.095156+0.016123i,-0.1093+0.03231i,-0.05306+0.03221i,-0.013381+0.010742i,-0.0057496-0.00155i,-0.0044926-0.0052465i,0.0002368-0.0023613i,0.0055201+0.0011143i,0.0033001-0.002719i,-0.0017434-0.0061234i,-0.0015438-0.0046961i,0.00018638-0.00082459i,-0.0003554+0.0037493i,-0.0016137+0.0059297i,-0.0032969+0.0044149i,-0.0051491+0.0041145i
-0.063972+0.010191i,-0.13524+0.046364i,-0.20333+0.12753i,-0.19945+0.15361i,-0.10518+0.060151i,-0.029123-0.006939i,-0.0042258+0.057202i,0.032168+0.1238i,0.04859+0.092409i,0.013238+0.037261i,-0.015072+0.022667i,-0.014006+0.023561i,-0.0081541+0.01795i,-0.0064549+0.0076046i,-0.005493+0.00059298i,-0.0046546+0.0025563i,-0.0053172+0.0057451i,-0.0054408+0.0024212i,-0.0023255-0.0049469i,0.0026459-0.0092817i,0.0040342-0.0085521i,0.0022267-0.0047581i,-0.0017677+6.4686e-05i
0.071147-0.029486i,0.17887-0.005695i,0.26759+0.045842i,0.2437+0.048734i,0.1179-0.013709i,0.025706-0.079574i,0.032181-0.12624i,0.057983-0.14871i,0.048743-0.12362i,0.03123-0.066507i,0.024426-0.029141i,0.020184-0.018557i,0.013823-0.013162i,0.005762-0.0056888i,-0.0014169+0.00064351i,-0.0013028+0.0034513i,0.0041425+0.0047777i,0.0058592+0.0065857i,0.0023333+0.0065514i,-0.0017215+0.0037866i,-0.0011709+0.0012574i,0.0037353-0.00085788i,0.0096139-0.0036878i
-0.0028002+0.0049865i,-0.04291-0.059752i,-0.089227-0.18564i,-0.10054-0.20452i,-0.074745-0.041695i,-0.047195+0.091842i,-0.060991+0.073055i,-0.10097+0.024925i,-0.095872+0.020847i,-0.045307+0.012916i,-0.013772-0.0069371i,-0.011082-0.013994i,-0.0094406-0.011096i,-0.0010428-0.0045684i,0.0065136-0.0013104i,0.005408-0.0053707i,0.00078494-0.0085789i,-0.00068609-0.0053278i,-0.0018746+0.0021557i,-0.0033889+0.0079148i,-0.0046317+0.0077773i,-0.0063956+0.0046756i,-0.00688+0.0033736i
-0.048485+0.049219i,-0.10281+0.13069i,-0.14231+0.24507i,-0.11561+0.27495i,-0.030681+0.16453i,0.015532+0.072913i,0.0093806+0.10264i,0.023986+0.14393i,0.034855+0.10829i,0.0081001+0.051301i,-0.013164+0.028223i,-0.011535+0.024798i,-0.0044535+0.020602i,-0.0031661+0.01067i,-0.0055966+0.0025136i,-0.0059751+0.0025625i,-0.004336+0.0032937i,-0.0016286-0.00092688i,0.0027033-0.0062637i,0.0056041-0.0086562i,0.0053024-0.0074749i,0.0028869-0.0044692i,-0.0012647-0.0018472i
0.025023-0.069965i,0.10436-0.12153i,0.19688-0.15131i,0.20944-0.16204i,0.12651-0.17302i,0.061832-0.17559i,0.070333-0.16467i,0.085142-0.14172i,0.070405-0.094033i,0.049803-0.040109i,0.035876-0.014332i,0.023076-0.011292i,0.01164-0.010664i,0.0037504-0.0065378i,0.00061923-0.00070318i,0.0034414+0.0035576i,0.0069557+0.004908i,0.0059838+0.0041124i,0.00093164+0.0010189i,-0.002588-0.0017943i,-0.00067048-0.00044862i,0.0049099+0.00012801i,0.010205-0.0040592i
0.021848+0.0022026i,-0.0092983-0.022351i,-0.084355-0.090155i,-0.14332-0.095777i,-0.13851+0.025074i,-0.094585+0.11541i,-0.076683+0.077389i,-0.092617+0.01494i,-0.084617-0.0018462i,-0.045648-0.0034307i,-0.018763-0.0079362i,-0.012344-0.0082625i,-0.0085293-0.0052905i,0.00013803-0.0010211i,0.0078658+0.00046316i,0.0072672-0.0035472i,0.00066662-0.0061356i,-0.0039341-0.0017117i,-0.0043828+0.0052699i,-0.0039233+0.0086896i,-0.0042786+0.0067168i,-0.005845+0.0041186i,-0.0077733+0.0040619i
-0.024396+0.067224i,-0.053997+0.16429i,-0.061274+0.28395i,-0.024109+0.31432i,0.031489+0.20698i,0.037819+0.11122i,0.0073695+0.11206i,0.0027225+0.11969i,0.0053632+0.07583i,-0.011672+0.030018i,-0.019479+0.020059i,-0.007016+0.02294i,0.0045235+0.019435i,0.0044453+0.012161i,-0.0017676+0.0071458i,-0.006461+0.0057255i,-0.0070119+0.0039954i,-0.0035075+3.3586e-05i,0.0029275-0.0042647i,0.0069865-0.0070933i,0.0062615-0.0072161i,0.0028313-0.0045245i,-0.0011008-0.00138i
-0.0084502-0.080312i,0.030033-0.17267i,0.1058-0.26056i,0.14363-0.29619i,0.10559-0.28148i,0.06787-0.23901i,0.077736-0.18392i,0.089793-0.13087i,0.07467-0.078022i,0.051226-0.034318i,0.031592-0.016243i,0.014582-0.012962i,0.0012515-0.010964i,-0.0060261-0.0084571i,-0.0066296-0.0043407i,-0.0024385+0.0014639i,0.0004534+0.0048142i,7.6187e-05+0.004021i,-0.0023787+0.00085021i,-0.0043892-0.00088524i,-0.0030331+0.00033121i,0.0022743+0.00070258i,0.0086878-0.0014191i
0.038041+0.0039258i,0.0235+0.0062619i,-0.06035-0.002706i,-0.15452+0.01353i,-0.17396+0.085899i,-0.1315+0.12451i,-0.095405+0.073216i,-0.087408+0.014217i,-0.069136-0.0010278i,-0.034017-0.0024111i,-0.014148-0.0083554i,-0.011934-0.0104i,-0.0098907-0.0062152i,-0.0016485-0.0015463i,0.0041184-0.0012592i,0.0035461-0.0041117i,0.0012546-0.0043291i,-0.00072149-0.00085027i,-0.003248+0.0047307i,-0.0039315+0.0097807i,-0.0036093+0.0090639i,-0.0051927+0.0062372i,-0.0072829+0.005324i
-0.011649+0.071447i,-0.019062+0.16166i,-0.0033973+0.26723i,0.041337+0.30209i,0.074055+0.22618i,0.04674+0.14287i,-0.0037494+0.12307i,-0.018134+0.11226i,-0.014947+0.071952i,-0.016821+0.032922i,-0.010391+0.01715i,0.0037867+0.011683i,0.012654+0.0068657i,0.010645+0.0036842i,0.0031295+0.002453i,-0.00095574+0.0019748i,-0.0013797+0.00021017i,0.001063-0.0029113i,0.0051312-0.0065672i,0.0069853-0.0080286i,0.0048601-0.0066907i,0.002031-0.0043621i,-0.0012341-0.0020744i
-0.039758-0.068101i,-0.032321-0.16961i,0.02615-0.28579i,0.084761-0.34111i,0.091876-0.31219i,0.085771-0.24232i,0.093101-0.16679i,0.090864-0.10161i,0.069364-0.048455i,0.043512-0.01441i,0.023268-0.0030422i,0.0065652-0.0016018i,-0.0065566-0.0011969i,-0.011169-0.00211i,-0.0074494-0.0019386i,-0.001826+0.0015173i,0.0012581+0.0050456i,0.00076837+0.0049808i,-0.0028045+0.0021135i,-0.0051351-0.00097383i,-0.0024958-0.00065829i,0.0029375+3.92e-05i,0.008198-0.0018311i
0.038752-0.0025503i,0.041154+0.024543i,-0.028973+0.061625i,-0.13021+0.091507i,-0.16368+0.12278i,-0.1228+0.12114i,-0.078887+0.064662i,-0.061242+0.008439i,-0.043138-0.01099i,-0.020915-0.0096529i,-0.011748-0.005611i,-0.0097645-0.0024145i,-0.0054581-0.00027214i,0.00098045+0.0019527i,0.0059848+0.0027259i,0.0056997+0.0009071i,0.0030895+0.00038925i,0.0012706+0.0037225i,-7.716e-05+0.0078469i,-0.00021329+0.0074875i,-0.00066668+0.0038562i,-0.0032603+0.0020877i,-0.0064494+0.0032448i
-0.00091688+0.066344i,-0.003571+0.14041i,0.025465+0.22087i,0.079488+0.25101i,0.096437+0.20176i,0.048121+0.13637i,-0.0084523+0.10756i,-0.021992+0.086127i,-0.015566+0.045974i,-0.013131+0.011357i,-0.0066375+0.00052166i,0.0058553-0.0011468i,0.014392-0.0052881i,0.012716-0.0065753i,0.0060799-0.0036574i,0.00086064-0.0019473i,-0.0013659-0.0033915i,0.0010021-0.0055978i,0.005591-0.0070168i,0.006539-0.0069062i,0.0042294-0.0057432i,0.0013111-0.0047779i,-0.0016305-0.0034239i
-0.046278-0.056012i,-0.061876-0.15872i,-0.032841-0.28256i,0.021762-0.34526i,0.055913-0.31846i,0.073764-0.23668i,0.087122-0.14766i,0.08256-0.077938i,0.06175-0.029089i,0.038036-0.0036902i,0.018153+0.0026819i,0.0022859+0.004332i,-0.0084134+0.0062072i,-0.01325+0.004553i,-0.013448+0.0016244i,-0.0096749+0.0019513i,-0.0058144+0.0026785i,-0.0051725+0.0015327i,-0.006956+0.00012234i,-0.0075757+0.00078023i,-0.0044573+0.0024134i,0.0010296+0.0021092i,0.0060155-0.00079458i
0.047644-0.0091936i,0.069926+0.022813i,0.015272+0.078373i,-0.098352+0.11875i,-0.15326+0.12744i,-0.12298+0.10277i,-0.076819+0.048934i,-0.054216+0.0022795i,-0.037232-0.010503i,-0.018397-0.0045264i,-0.0081818-0.00053926i,-0.0055546-0.00019882i,-0.0034345+0.00097585i,0.00064441+0.0032051i,0.0040075+0.0033728i,0.0032871+0.002895i,0.0010325+0.0030091i,-0.00075574+0.0037892i,-0.0014673+0.0055053i,0.00020565+0.0061038i,0.0015448+0.0039576i,6.0453e-05+0.0028683i,-0.0025822+0.0043319i
0.011325+0.053655i,0.011904+0.1151i,0.039978+0.17083i,0.086792+0.19232i,0.089133+0.1695i,0.03275+0.12408i,-0.021381+0.088154i,-0.03474+0.061161i,-0.029132+0.028956i,-0.021823+0.0036181i,-0.010407-0.0054637i,0.0019389-0.0094659i,0.008642-0.013722i,0.00846-0.013219i,0.0046765-0.0095735i,0.0013822-0.0069312i,0.00077724-0.0058494i,0.0029194-0.0061727i,0.005484-0.0073428i,0.004788-0.007612i,0.0033423-0.0059048i,0.0022959-0.0038789i,-0.00084183-0.0027153i
-0.048271-0.034528i,-0.081586-0.12252i,-0.069108-0.23751i,-0.014794-0.30086i,0.038172-0.2744i,0.071192-0.19494i,0.082035-0.11362i,0.073216-0.053838i,0.052788-0.016563i,0.031251+0.00059605i,0.014511+0.0060849i,0.0030013+0.0097076i,-0.0049098+0.012059i,-0.0096863+0.0097908i,-0.0094637+0.0066356i,-0.0058367+0.0061591i,-0.0030599+0.0051749i,-0.0031232+0.0030953i,-0.0047866+0.0022191i,-0.0058809+0.0022127i,-0.0051358+0.0020603i,-0.0016339+0.00039834i,0.0033915-0.0020025i
0.044174-0.0098252i,0.074592+0.017402i,0.042399+0.083363i,-0.054158+0.13325i,-0.11482+0.12867i,-0.096455+0.092044i,-0.05581+0.0448i,-0.033342+0.0067444i,-0.017261-0.0080979i,-0.0052018-0.0077624i,-0.0027516-0.0050793i,-0.0029848-0.0023486i,-0.00099595+8.6718e-05i,0.0022662+0.0029444i,0.0051164+0.004095i,0.0054615+0.003208i,0.00418+0.0040851i,0.0023619+0.0067267i,0.00071139+0.0076759i,0.0005747+0.0056793i,0.0008984+0.0029143i,5.32e-05+0.0020179i,-0.0013262+0.0026192i
0.010358+0.045036i,0.013974+0.088977i,0.037085+0.12455i,0.080209+0.13838i,0.082708+0.12886i,0.026985+0.10091i,-0.021437+0.071301i,-0.0306+0.046408i,-0.021573+0.020013i,-0.013717-0.0010289i,-0.0087122-0.0091234i,-0.0032839-0.011107i,0.00099229-0.013807i,0.0019756-0.014283i,0.00053659-0.011412i,0.00029335-0.0088482i,0.0019508-0.0079991i,0.0043362-0.0077821i,0.0065282-0.0077084i,0.0052811-0.0073836i,0.0016158-0.0047952i,-0.0014172-0.0023694i,-0.0031793-0.001823i
-0.048249-0.023503i,-0.081353-0.088943i,-0.080325-0.18347i,-0.034799-0.24259i,0.026634-0.22574i,0.065583-0.15749i,0.071618-0.084904i,0.059379-0.033509i,0.040092-0.0028624i,0.023837+0.010014i,0.014669+0.012367i,0.0084187+0.013274i,0.0027252+0.014282i,-0.0011597+0.010796i,-0.0025043+0.0048098i,-0.0023001+0.0016983i,-0.0021361+0.0011388i,-0.003484+0.0010337i,-0.0045775+0.001845i,-0.0042512+0.0030017i,-0.0033589+0.0027251i,-0.000539+0.0010278i,0.0028861-7.2028e-05i
