-0.0045655-0.00016591i,-0.0037+0.0017098i,-0.0030589+0.0033607i,-0.0020613+0.0036072i,-0.00058373+0.0025528i,0.0001611+0.0015978i,-0.0007101+0.00071093i,-0.001556+0.0006802i,-0.001208+0.00061781i,-0.00051094+0.00019457i,0.00039191+0.00024792i,0.00070456+0.00054103i,0.00042253-0.00021341i,-0.0001924-0.0010647i,-0.0011087-0.00164i,-0.00089409-0.0012162i,-0.00020458-0.00027419i,0.00043186-2.9391e-06i,0.00064814+0.00069327i,0.00046788+0.00049937i,0.00053503-0.00037299i,-0.00010336-0.00070866i,-0.00025826-0.00099798i
-0.00074872-0.0013008i,-0.0016285-0.00059861i,-0.0021452-0.00026837i,-0.0013116-0.00041256i,0.00064827-0.00058745i,0.0015233-0.00040813i,0.00021038-0.00097424i,-0.00044234-0.0013807i,-0.00099134-0.00081391i,-0.0014366-0.00025896i,-0.0013868+0.00026049i,-0.0013091+0.00031402i,-0.00072145-7.6707e-05i,-0.00028079+0.00033406i,-0.0002084+0.00045168i,-2.5049e-05-0.00060264i,3.4804e-05-0.00097867i,0.00027599-0.00025825i,-0.00020023+0.00051391i,-0.001197+0.00037564i,-0.00077724-0.00038799i,0.00013301-0.00051838i,-2.8038e-05-0.00014502i
0.0021174+0.00060837i,0.0023036-9.0609e-05i,0.0023174-0.00014905i,0.0015901-0.00014752i,0.00042003+9.5374e-06i,0.00015346+0.00035441i,-1.5208e-05+0.00027051i,-0.00070244-0.0003905i,-0.0011155-0.00088166i,-0.00086069-0.00056674i,-0.00058734-0.00021712i,-0.00086044-0.00076215i,-0.0011991-0.00096789i,-0.00058211-0.0002707i,0.00020764+4.3331e-05i,0.00017912-0.00031577i,0.00024948-0.00027937i,0.00053505-8.1115e-05i,0.00045847+0.00039963i,0.000291+0.00066701i,0.00066407+0.00038607i,0.00062783+0.001184i,-5.7011e-05+0.0015332i
-0.00062369-0.00083445i,-0.0011638+2.8931e-06i,-0.0019008+4.927e-05i,-0.0018157+0.00021459i,-0.0012425+0.00023338i,-0.0013104+6.0444e-05i,-0.0010761-0.00029791i,-0.00031318-0.00045514i,-0.00036791-0.00041662i,-0.00084259+0.00010782i,-0.00037192+0.00061931i,-4.7936e-05+0.0004496i,0.00028374+0.00013995i,0.00018806+0.00015263i,-1.6107e-05+0.00015741i,-8.9197e-05+0.00039866i,-0.00083305+0.0011568i,-0.0011303+0.0013089i,-0.00059111+0.00066189i,0.00069265-0.00018658i,0.0013348-0.00066776i,0.00017535-0.00011026i,-0.00016583+0.00040257i
-0.00044618+0.0018825i,-0.0014399+0.0014036i,0.00077079+0.0015973i,0.0024066+0.0013205i,0.002156+0.00090479i,0.00060636+0.00010454i,-0.00063875-7.5959e-05i,-0.00078982+0.00065644i,-0.00014616+0.0010399i,1.9891e-05-9.7396e-05i,0.00018967-0.00098305i,0.00056674+9.1822e-05i,0.00051194+0.00079697i,9.8469e-05+0.00079651i,0.00017789+0.00064187i,0.00069054-0.00019576i,0.00019845-0.00034619i,3.6157e-05+0.00048392i,0.00018476+0.00082138i,3.2362e-05+0.00031222i,-0.00031689-0.00021719i,-0.00090175-0.0001368i,-0.0012412+0.00016947i
0.0026536-0.0015586i,0.0021251-0.001804i,0.0017061-0.0019505i,0.00091993-0.0020526i,0.00045933-0.00145i,0.00014212-9.5094e-05i,-0.00032213+0.00072002i,-0.00021314+0.00089755i,-0.00060816+0.00077276i,-0.00099258-3.4826e-05i,-0.00059159-5.9626e-05i,-1.537e-05+0.00032914i,0.00042855+0.00019847i,0.00013499+0.0010008i,-0.00041407+0.0010103i,-0.00030578-0.00037479i,-0.00019031-0.00044702i,1.5354e-05+0.00055264i,0.00016857+0.00067129i,-0.00031814+0.0004579i,-0.00063048+0.00069522i,-0.00066134-6.1874e-05i,-0.00037158-0.00024858i
0.002822+0.00085343i,0.0023885-8.3341e-05i,0.0025381-0.001294i,0.0020862-0.0015573i,0.0012985-0.001247i,0.00057404-0.00080906i,-0.00025098-9.8061e-05i,-0.0010881+0.00078844i,-0.001273+0.00023678i,-0.0010852-0.00063368i,-0.00091769-0.00054168i,-0.00073451+0.00022801i,6.0741e-06+0.00046738i,0.00062447+0.00065728i,0.00054593+0.00054253i,0.00030297+0.00020527i,0.00016716+0.00059637i,0.00032002+0.00074441i,-0.00014959+0.00067765i,-0.00050182+0.00073733i,-2.2313e-06+0.00054872i,0.00090646+0.00031587i,0.0012092-1.6609e-05i
-0.0011958+0.00058448i,-0.0013625+0.0010654i,-0.00040402+0.0016514i,0.000842+0.0012907i,0.0013097+0.00012537i,0.00052651+0.00024823i,5.0358e-05+0.00025433i,-4.6441e-05-0.00078811i,-0.00083699-0.00067849i,-0.0013328-0.00089744i,-0.0011645-0.0008726i,-0.00040049+0.00045117i,5.6017e-05+0.0001683i,-0.00039469-7.76e-05i,-0.00097252+0.00041294i,-0.00023924+0.00029427i,0.00067195-0.000131i,-0.00020405+0.00013035i,-0.0007282+0.00059638i,0.00030832+0.00053033i,0.00064453+0.00053045i,0.00025413+0.00023447i,0.00042734-0.00012631i
0.00025048-0.00091336i,-0.00051752-0.00074977i,-0.00035721-0.00046303i,-7.9497e-05-0.00093815i,-0.00022186-0.00098492i,-0.00026672-0.00072691i,-0.00056301-0.00013073i,-0.00085261+2.5993e-05i,-0.00077502-0.00043515i,-0.00094782-0.00049541i,-0.00063169-0.00078528i,-0.00031256-0.00054289i,-0.00050451+0.00024137i,-0.00090924+0.00029312i,-0.00094302-0.00010632i,-0.00041306+0.00031688i,-0.00027846+0.00088311i,-0.00024894+0.0011746i,-0.00036605+0.00096077i,-0.00035384-1.0549e-06i,0.00023105-0.00062117i,0.0002776+0.00022027i,-6.493e-05+0.00029285i
0.00073386-0.00055225i,0.00054069-0.0009107i,0.00045615-0.0012495i,-0.00082929-0.0010303i,-0.0013734+1.3303e-06i,-0.0011295+0.00075402i,-0.00083246+0.0010163i,-0.00074626+0.00050495i,-0.00068401+0.00021706i,-0.0010344+0.0002485i,-0.0013395-0.00041635i,-0.00095473-0.00018636i,-0.0010417+0.00048452i,-0.0012932+0.00028243i,-0.0012758+0.00014034i,-0.0005769+0.00031785i,0.00026429+0.00042001i,0.00014133+0.00023982i,0.00028651+0.0009123i,0.00089948+0.0011555i,0.00050291+0.0003483i,5.3436e-05-7.1135e-05i,7.2067e-05-4.1906e-05i
-0.00040892+0.0014921i,-0.00010846+0.0002872i,0.00097107+0.00018155i,0.0016848+0.00043096i,0.0012647+0.00044285i,0.00086895+8.8855e-05i,0.00064727+4.599e-05i,-2.9349e-05+0.00025049i,9.1658e-05+0.0005395i,7.05e-05+0.00063585i,-0.0010443+0.00015251i,-0.0012209+1.2579e-05i,-0.00062609+0.00024022i,-0.00091993+0.00069065i,-0.0013061+0.00047216i,-0.0013033+6.2778e-06i,-0.0014087-0.00024396i,-0.00089134+0.00037726i,-0.0003547+0.0013891i,-0.00051884+0.0017648i,-0.00075544+0.0012794i,-0.00090376+0.00034293i,-0.00044365+1.0751e-05i
-0.0010196-0.00047781i,-0.0011862-0.0007537i,-0.00078312+0.00010912i,-0.00018222+8.6344e-05i,0.00017079-0.00067415i,-0.00016293-0.0007365i,-0.00018402-0.00033688i,-0.0002737-8.0321e-05i,-0.0012474+0.00022601i,-0.0013154+0.00018865i,3.0266e-05-0.00021578i,0.00055344-0.0004806i,-0.00014042-0.00063634i,-0.00031096-4.5448e-05i,0.00016695+0.00018795i,-1.8176e-05+0.00011439i,-0.00011948+0.00069379i,2.0629e-06+0.00058421i,-0.00022566+0.00021832i,0.00061895+0.00065567i,0.00066955+0.00099173i,-0.00016274+0.00095562i,0.00015296-8.0711e-05i
0.00085399-0.00050256i,0.0013242-0.0012054i,0.0014769-0.0012915i,0.0019023-0.0011623i,0.0014334-0.0007471i,-4.6835e-05-0.00078173i,-0.00046389-0.00043014i,0.00019545+0.0001202i,0.00043837+8.5997e-05i,-0.00084929-0.00046985i,-0.0015286-0.00057182i,-0.0010949+0.0004335i,-0.0014143+0.0013065i,-0.0011859+0.00059204i,-0.00045745-0.00018962i,0.0003321+7.0337e-05i,0.0006429+0.0010341i,-0.00010574+0.0015186i,-0.00069185+0.00040239i,2.7865e-06-0.00047836i,0.001075+9.6548e-05i,0.00056302+0.00092154i,-3.057e-05+0.00059807i
0.00040684+3.6598e-05i,0.0013264+0.00046513i,0.0010934+0.00032113i,6.823e-05-0.00023868i,-0.00099937-0.00066405i,-0.0014098-0.00097714i,-0.001286-0.0010204i,-0.00091619-0.0011243i,-4.9753e-05-0.00080628i,-0.00083988-0.00072978i,-0.0019175-0.00096068i,-0.001499-0.0003518i,-0.00080606-9.3042e-05i,-0.0007193+0.00031352i,-0.00059839+0.00028204i,0.00034994+2.9938e-05i,0.00048741+7.6599e-05i,0.0003694-1.9792e-05i,-0.00023255-0.00025213i,-0.00068699-3.5772e-05i,-0.00036056+0.00037957i,-0.00047532+0.00011951i,-5.2759e-05+2.8521e-05i
9.7753e-05-0.00011888i,-7.0384e-05-0.00045414i,-0.00028306-0.00045504i,0.00085249-0.00090231i,0.0018737-0.00063714i,0.00046039-0.00032785i,-0.00055537+0.00046751i,-0.00028141+0.00069332i,-0.00073478-0.00033293i,-0.00071297-0.0012335i,-0.00044167-0.00083531i,-0.00025015+0.00038997i,0.00022038+0.00031841i,-0.00058524-0.00048541i,-0.00054951-0.00079793i,0.00021985-0.00085168i,0.00012851-0.00054483i,-0.00083516+0.00044461i,-0.0011856+0.00093999i,-8.9116e-05+0.0006833i,0.000732+0.00077896i,0.00039548+0.00051529i,2.8911e-05+0.0001383i
0.00075257-0.00051582i,0.00080872-0.00094606i,0.0012886-0.0011512i,0.00088697-0.00063304i,0.0001967-0.0010515i,-0.00033953-0.00084917i,-0.0010864+0.00012774i,-0.0012577+0.00069359i,-0.00087805+0.00079044i,-0.00057469-3.2532e-05i,-0.00061944-0.00037025i,-0.0008614-9.176e-05i,-0.00072949+5.7616e-05i,-0.00043828+0.00028917i,0.00031925+0.00026949i,0.00051946+0.00038447i,-0.00028196+0.00043216i,-0.00031214+0.00055055i,-0.00035867+0.0008385i,-0.00058808+0.00050055i,8.6957e-05+0.00025573i,0.00076669+0.00045128i,9.8463e-05+0.00067413i
0.002634-0.00074399i,0.0014664-0.0028016i,0.0010554-0.0038545i,0.00013011-0.0027325i,-0.0010299-0.0021635i,-0.0016747-0.0011042i,-0.00090117+9.4796e-05i,0.00014111+0.00064432i,-0.00029426-2.8751e-05i,-0.00058775-0.0010571i,-0.00043656-0.0003688i,-0.00058912+0.00014256i,-8.8687e-05-5.4912e-05i,0.00072462+0.00014561i,0.00091775+0.00031081i,3.043e-05-2.7451e-05i,-0.00077664+5.1656e-05i,-0.00037825+0.00081985i,8.3943e-06+0.00079519i,0.00025845+0.00092489i,9.6505e-05+0.0012078i,-0.00029029+0.0009458i,-0.00072051+0.00065264i
0.0018605-0.00024509i,0.0010396-0.00021394i,0.00096192-0.0013122i,0.00082311-0.0017899i,0.00028266-0.0017375i,-5.7933e-05-0.00071889i,-2.2669e-05+0.00075982i,0.00066099+0.0011567i,0.00088612+0.00080334i,0.00015168+0.00024517i,2.3581e-05-0.00022932i,0.00022497-0.00039145i,0.00011369+0.00028762i,0.00018731+0.00043665i,0.00063393-9.1988e-05i,0.00068182+0.00040332i,-0.00046823+0.0010545i,-0.00093953+0.00063796i,-0.00019442+0.00060369i,0.00022811+0.0005267i,0.00066466+0.0001212i,0.00039048+0.00037914i,-0.0002808+0.00049512i
-0.00077258+0.0015535i,0.00075284+0.00067971i,0.001132+0.00034626i,0.00099754+0.00050743i,0.0014317-0.00022913i,0.0016162-0.0013085i,0.00094944-0.00061417i,-0.00098811+0.00010761i,-0.0015519+0.00070244i,-0.00092022+0.00021309i,-0.00087803-0.00072874i,-0.00073974-0.00092261i,-0.00037913-0.00022806i,-0.00080569+0.00055803i,-0.0012498+0.00064782i,-0.0013892+0.00080946i,-0.00086608-0.00028202i,-0.00019143-0.00082157i,-0.00076316-0.0004284i,-0.001135-0.00015415i,-0.00058567+0.00019425i,0.00025431+0.00068532i,0.00015306+0.00080434i
0.00024388-0.00011737i,0.0021789+0.0010449i,0.0013807+0.0015529i,-0.00031065+0.00094635i,-0.0005093+9.361e-05i,6.1169e-05+0.00043321i,0.0001797+0.00098779i,7.8194e-05+0.00041915i,-0.00069253+0.0002612i,-0.00067974+0.0003985i,-0.00046409+4.635e-05i,-0.00053612-5.6189e-06i,0.00010311+0.00021695i,6.8213e-05+3.7073e-05i,-6.9706e-05-0.00031144i,-9.6723e-05-0.00048518i,-4.8735e-05+0.00026864i,-0.00018174+0.00039177i,-0.00092461-0.00034476i,-0.00088877-0.0006429i,-0.00052883-0.0008611i,0.00015427-0.00099103i,0.00063044-0.00076028i
0.00028309+0.0014404i,0.00062721+0.0011285i,0.00010195+0.00071814i,0.00057705+0.00026521i,0.001256+0.00012995i,7.3821e-05+0.00018797i,-0.00161+0.00034769i,-0.0014576+0.00012036i,-0.0009879-0.00012222i,-0.0014603-0.00025856i,-0.0010111-0.00060359i,8.7078e-05-0.00039042i,0.00010531+0.00023565i,-0.00083208+0.00097129i,-0.00062216+0.00091274i,-4.2693e-05+0.00021731i,-0.00044484+0.00039617i,-0.0004352+0.0011358i,0.00049268+0.00081368i,0.00099632+0.00010397i,0.0011225+0.00022907i,0.0014814+0.00026956i,0.00094917-9.5669e-05i
0.0007935+0.00099961i,0.00099318+0.0010248i,0.0014465+0.00061685i,0.0011402+0.00033577i,0.0009084-0.00036661i,0.00043222-0.00034455i,-0.0001232+0.00018916i,-0.00042378+0.00032593i,-0.00013754+0.00047545i,0.0008775+0.00047925i,0.00058066+0.00033622i,-8.2407e-05+0.00035235i,-0.00032026-0.0003166i,-0.00015833-0.0002606i,-0.00026967-3.0034e-05i,-0.00054344-0.00026295i,-0.00040789+7.7634e-05i,-0.00050268+0.00030137i,-0.00091438+0.00072521i,-0.00090068+0.00096449i,-0.00033458+0.00048863i,6.009e-05+3.7572e-05i,-0.00062846+0.00052094i
-0.0020322+0.00081263i,-0.0017883+0.0013214i,-0.00090611+0.0014628i,-0.00043783+0.00043437i,-8.9346e-05-0.0012539i,-0.00027044-0.00088483i,-0.00088345+0.00065194i,-0.00094046+0.00075195i,-0.0012616+0.00031682i,-0.00090914+0.00025913i,-0.00073292+0.0003517i,-0.00060478+0.00090622i,-0.00052483+0.0005508i,-0.00072111+0.00019754i,-0.0011884-0.00012038i,-0.0011904-9.0368e-05i,-0.0013254-0.00026768i,-0.0011983-0.00028016i,-1.6204e-05+0.00029211i,0.000378+0.00071454i,-3.3721e-05+0.0009416i,0.00049065+0.00042061i,0.00058479+0.00011049i
-0.0012178-0.00010607i,-0.0011002+0.00057755i,-0.00077533+4.9733e-05i,-0.00025436-0.00038821i,-0.00026075-8.234e-05i,0.00030959+8.3532e-06i,0.00024223-0.00011895i,-0.00037003+0.00019951i,-0.0006222+0.00058083i,-0.00033346+0.0002608i,-0.0001934+0.00024485i,-0.0007517+0.00060209i,-0.0003179+8.7371e-05i,-0.00012163-0.00030283i,-0.00067533-0.00054945i,-0.00064361-0.00089887i,-0.00098496-7.0582e-05i,-0.0011357+0.0011596i,0.00020977+0.0011078i,0.0011217+0.00013612i,0.00087007+0.00013699i,0.00023337+0.00064945i,0.0001014+0.00014716i
-8.2038e-05+0.0013863i,-0.00051851+0.00097531i,-0.00020745+5.1483e-05i,0.0010251-0.00065637i,0.0010866-0.00056637i,6.1901e-05-0.00031292i,-0.00044095-0.00044932i,-0.0012021+8.4312e-05i,-0.00087916+0.00082895i,-0.00035616+0.00084429i,-0.0010885+0.00052751i,-0.0012841-2.9882e-05i,-0.00038769+0.00023937i,-0.00046483-0.00014872i,-0.000776-0.00046979i,-0.00021543+0.00030809i,-0.00016273+0.00061504i,-0.00090601+0.00035092i,-0.00046904+0.00025797i,0.00011975+0.00088985i,-0.00035645+0.00089046i,1.3686e-05+0.00028483i,0.00057203-0.00024349i
-0.0027747-0.0003503i,-0.0019104-0.00015377i,-0.0012766+0.00052636i,-0.00081557+0.0013138i,8.6696e-05+0.0012379i,0.00060333+0.00060349i,5.9626e-06+2.4806e-05i,-0.00092897-0.00037322i,-0.0014993+0.00046327i,-0.0016097+0.00080218i,-0.0014911+0.00082712i,-0.0011207+0.00089513i,-0.00068602+1.5316e-06i,-0.00019973-0.00089774i,-0.00043167-0.00060106i,-0.0010195-0.00053555i,-0.00028335-0.00014064i,0.00031613+4.2319e-05i,-1.1912e-05-6.5784e-05i,-0.00046073+0.00081526i,-0.0009762+0.0010492i,-0.0011229+5.6548e-06i,-0.00043539-0.00091233i
-0.00084632-3.6127e-05i,-0.00056491+0.0010315i,-0.0003977+0.0018177i,-0.0002408+0.0017747i,-0.00059709+0.0015338i,-0.00026144+0.0013433i,-4.5964e-05+0.00094292i,-0.0011778+4.0374e-05i,-0.0015536-0.0004524i,-0.00063576-0.00044383i,-0.00046179-0.00058189i,-0.00057747+0.00028003i,-0.00015706+0.00056134i,0.00024233+2.8545e-05i,0.00087084+0.0002873i,0.00063423-0.00025418i,2.0626e-05-0.00065148i,-0.00010409-0.0003538i,0.00010016-6.4974e-05i,-0.00013544+0.00016821i,-0.00020137+9.1389e-06i,0.00010458+1.405e-05i,0.00031132-0.00063351i
-0.0005544+2.4735e-05i,-0.0011258-0.00039373i,-0.0015727-0.00054124i,-0.0010902+0.00062093i,-4.2678e-05+0.00052745i,0.00012502-8.7653e-05i,-0.00013141+0.0005438i,-0.00049734+0.00017839i,-0.0010525-0.00049341i,-0.00070579+3.5476e-05i,-0.00049585+0.00025403i,-0.00083121+0.0002913i,-0.00089504+5.8678e-05i,-0.00059292-0.00023412i,-1.7708e-05-8.3638e-05i,0.00030126+0.00023902i,-0.00011078-4.9918e-05i,7.3883e-05-0.0004006i,0.00018655+0.0001412i,6.867e-05+0.0010761i,5.3419e-06+0.0010218i,-0.00040546+0.00034746i,-0.00018801-0.00012938i
-0.00057006-0.002191i,-0.0013949-0.0020395i,-0.0019842-0.0012818i,-0.0014977-0.00020872i,-0.00059644+0.00072665i,-0.00043346+0.0011689i,-0.00036465+0.00063085i,-4.7876e-05+0.00017932i,-0.00063577-0.00045405i,-0.0010031-0.00099097i,-0.00093441-0.0010488i,-0.0010633-0.00051689i,-0.0003728-0.0004844i,0.00040272-0.00089109i,0.00051443-0.00015509i,0.00026909+0.00025947i,1.7529e-05-0.00015478i,-6.3203e-05+0.00015537i,-0.00016978+0.00038504i,0.00054459+0.00020066i,0.0008546+0.00016113i,0.00087958-0.00014024i,0.0011425+0.00043233i
-0.0002324-0.0018437i,0.00065726-0.00043992i,-0.00050454+0.00036958i,-0.00076304+0.0013464i,-2.3114e-05+0.0021293i,0.00097198+0.0011681i,0.0012681-0.00020884i,0.00031682-0.00048995i,-0.0004872-0.00017749i,-0.00064253-0.00032655i,0.00021395-0.00012946i,0.0010424+0.0010917i,0.00072755+0.00075484i,0.00040905-5.9616e-05i,6.4165e-05-6.5844e-05i,-0.0002377-0.00061795i,-0.00030998-0.00084777i,-0.00095778-0.00026024i,-0.0012961-0.00040988i,-0.00044945-0.00071324i,-0.0001053-0.00062239i,-5.2267e-05-0.00061018i,0.00048175-1.1852e-06i
0.00080561+0.0022104i,0.00092684+0.00099664i,0.0014846+0.00032701i,0.0016544-0.00072964i,0.00073818-0.001155i,-0.0005036-0.0012594i,-0.0015807-0.00098265i,-0.0019475+5.8263e-05i,-0.0013255-7.4173e-05i,-0.0012976-0.00073804i,-0.0012069-0.00059702i,-0.00077787-9.5728e-05i,-0.0004938-7.1982e-06i,-0.000431-0.00025286i,-0.00056557-0.0011038i,-0.00012799-0.00072038i,0.00011252+0.00030753i,-3.0417e-05+0.00010908i,-0.00040819-0.00024628i,-0.00081701-0.00015322i,-0.00075218+0.00011645i,-0.00094362-0.00026437i,4.09e-05-0.00046645i
-0.0027906-0.00051428i,-0.0032482+0.00038746i,-0.0030321-0.00036626i,-0.0015369+0.00031692i,-0.00052244+0.001485i,0.00025845+0.0011164i,0.001019+0.00022167i,0.00041176-0.00013074i,-0.00057871+3.9797e-05i,-0.00069965+0.00012502i,-0.00060798+0.00033979i,-0.00095018+0.00025582i,-0.00064478-0.00010015i,0.00036864-1.2314e-05i,0.00056168+2.5005e-05i,-2.5183e-05-0.00020804i,-0.00076497-0.00047693i,-0.00087131-0.00017167i,-0.00053068+0.0005441i,-0.00074504+0.00031265i,-0.0010105-0.00018149i,-0.00081228+0.00027748i,-0.00016644+0.00068969i
0.00070317+1.0111e-05i,0.0014707-0.00016269i,0.0019435+0.00046284i,0.0013884+0.00055878i,0.00020685-0.00082154i,-0.00012238-0.0025543i,-0.00010645-0.0016614i,-0.00027862-0.00031846i,-0.0004664+0.00065597i,-7.0221e-05+0.00035387i,-0.00023047-2.1401e-05i,-0.0010078+0.00034032i,-0.0011792+0.00072414i,-0.0016124+5.9931e-05i,-0.0011143-0.00023766i,5.3814e-05+0.00027564i,-0.00063344+0.00098642i,-0.0011201+0.00076949i,-7.0017e-05-0.00065022i,0.00028313-0.0004367i,-0.00035601-9.6359e-05i,-6.9492e-05-0.00042528i,0.00019198-0.00012031i
-0.00039006+0.00065325i,-0.00024227+0.00053224i,0.00073905+0.00077649i,0.00094268+0.00085307i,0.00087982+0.0006593i,0.00053789+0.00029963i,-0.00063923-0.00055i,-0.0012296-0.00087322i,-0.0008059-0.0002748i,-0.00098615+8.1365e-05i,-0.0011408+0.00035192i,-0.0011591+0.00112i,-0.0015636+0.00072557i,-0.00077215+0.00012656i,-0.00049657+0.00040397i,-0.00061966+0.00065416i,-0.00084306+0.00085625i,-0.0011177+0.00040726i,-0.00091051+0.00027211i,-0.00059083+0.0012317i,-0.00024779+0.00041164i,0.00026681-0.00096599i,0.00049453-0.00026691i
-0.0020861+0.00047622i,-0.0027714+0.0014411i,-0.0033963+0.0012904i,-0.0029694+0.0013727i,-0.0014874+0.0014474i,0.00056747+0.001118i,0.00081624+0.000766i,-1.5511e-05+0.00026335i,-0.00054152-6.9342e-05i,-0.0007391-0.00088029i,-0.00148-0.00085283i,-0.0012313-0.00015171i,-5.513e-05+0.00024783i,-2.4825e-05+0.00024193i,-0.00019132-0.00077397i,0.00018805-0.00036394i,0.00039129+0.00027431i,0.00068822+9.8573e-05i,0.00052434-0.00010853i,-0.00016941-0.00049593i,-0.00049587+3.8589e-05i,-0.00057076+0.00071773i,-0.00014712+0.00082747i
-0.00068418+0.0003678i,-0.0010417-0.00067374i,-0.00064535-0.0005068i,0.00037236-8.693e-05i,0.00075421-0.00012623i,0.0009203-0.00098596i,0.00064797-0.0013195i,-0.00027063+2.9652e-05i,-0.00038295+0.0012161i,-0.00016703+0.00051287i,-0.00062894-0.00066495i,-0.0010776-0.00083267i,-0.00082798-6.1911e-05i,-0.00021293-0.00025158i,-0.00068487-0.00033031i,-0.0011162+0.00035659i,-0.00061215+0.00036106i,-0.00028642+0.00076093i,0.00033541+5.7805e-05i,0.00027276-0.0006431i,-0.00020829-0.00040411i,-0.00058194-0.00033967i,-0.00052388+0.00016777i
0.00033682-0.00017159i,0.0019751-0.0013442i,0.0028281-0.001725i,0.0022667-0.002218i,0.0013153-0.001417i,5.0333e-05-0.0008737i,-0.00074724-0.00031909i,-0.00049369+0.00051143i,-0.00048599-7.694e-05i,-0.00054185-0.00039544i,-0.00058296-0.00034409i,-0.00056325-6.7703e-05i,-0.00028636+0.00031372i,-0.00029199+0.00066513i,-0.00029037+0.00064179i,-0.00039299+0.00026942i,-0.00084796+0.00017328i,-0.0010209+8.1909e-05i,-0.00039309+3.261e-05i,0.00081674+0.00048837i,0.00081696+0.00037132i,-0.00024315+0.00011276i,-0.0006397+0.00016873i
-0.0014364+0.00186i,-0.0017111+0.00074064i,-0.0018548+0.00069873i,-0.0010724+0.00024241i,0.00042176-0.00081444i,0.0011313-0.0011434i,0.00050165-0.001126i,-0.00016707-0.00013126i,0.00050859+0.00089948i,0.0006379+0.00068321i,-0.00013489-0.00030864i,-0.00081438-0.0006341i,-0.00095032-0.00016472i,-0.0010415+3.6564e-05i,-0.00085475-7.8912e-05i,-0.00085297-0.00049804i,-0.00068799+0.00051432i,0.00054061+0.00085372i,0.0011597+0.0005091i,0.00074047+0.00080855i,-0.00023977+0.0010205i,-0.00083065+0.0012633i,-0.00040122+0.00026173i
-0.0016747+0.00044447i,-0.00041951-0.00014694i,0.00027314+8.1617e-05i,0.0015733+0.0015079i,0.0016428+0.001671i,0.00065532+0.001122i,-0.00022991+0.00094244i,-0.0003054+0.00040467i,0.00021066-0.00037121i,-0.00031193-0.00018706i,-0.00034409+0.00026203i,-0.00012939+0.00053757i,-0.00016394+0.00056177i,0.00022588-0.00030156i,-0.00043132-0.00079105i,-0.00035346-0.00019081i,0.00038825+0.00074647i,0.00084153+0.00050653i,0.00072671+0.00033505i,0.00017681+0.00050749i,0.00055441+0.00023757i,0.00095531+0.00064489i,0.00091772+0.0010724i
-0.00082224-0.0017038i,-0.00062644-0.00036873i,-0.00057053+0.0011351i,-0.0009852+0.0021799i,-0.00087972+0.0022442i,5.6289e-05+0.0016415i,0.00049263+0.00074425i,-0.00016122+0.00018052i,-0.0006518+0.00015371i,-0.00022539+0.00011913i,-9.4451e-05-7.2036e-05i,0.00066456-0.00030969i,0.00078946-0.00021475i,-6.718e-05-0.000294i,-0.00047021-0.00072034i,0.00011575-0.00063734i,0.00023219-6.4492e-05i,-0.00072769+0.00053837i,-0.0010248+0.00034524i,-0.00022658-0.0001051i,0.00060324+0.00016642i,0.00063662+0.00052031i,0.00052368+0.00050265i
0.00084283-0.0010974i,0.00043895+5.0119e-06i,0.00096766+0.0002316i,0.0011426+0.00015777i,0.00038661-0.00010652i,0.00029395-0.00093345i,-1.5199e-05-0.00088508i,-0.00098795+9.956e-05i,-0.0010687+0.0002643i,-0.0002473+0.00017716i,-5.5167e-05-0.00011508i,-0.00050164-0.00082615i,3.5618e-06-0.00057366i,0.00079246+0.00015776i,0.00057049+0.00067312i,5.8669e-05+0.00046689i,3.9e-05+0.00022576i,-0.00018601+0.00021643i,0.00033572+0.00013255i,0.0005407-0.00020446i,-0.00022853-0.0004043i,-0.00058909-0.00026745i,-0.00022357+0.00012306i
-0.0011632+0.00098892i,0.00038718+0.00027815i,0.0010637+0.00067251i,0.001606+0.0016013i,0.001594+0.0015593i,0.0011677+0.00044925i,0.00028711+0.00019223i,-0.00091695+0.0001631i,-0.001256+0.0003045i,-0.00078292+0.00036045i,-0.0005245+0.00011534i,-0.00028316+0.00031998i,-0.00052538+0.00064239i,-0.0010978+0.00061335i,-0.00077571+0.0002796i,0.00029332-0.00031227i,0.0005402-0.00020595i,0.00030417+0.00084578i,0.00015578+0.0010584i,0.00018089+8.9961e-05i,-2.8072e-05-0.00021148i,-0.00076761+6.2986e-05i,-0.0004687-0.00030453i
-0.00057991+0.0010992i,-0.0010983+0.001423i,-0.001753+0.0013138i,-0.0011083-2.98e-06i,1.9435e-05-0.0012511i,4.5513e-05-0.0013617i,0.00039929-0.00074745i,0.00035282-0.00025199i,-0.00040115-0.00031359i,-0.00037123-0.00063873i,-0.0002758-0.0014671i,-0.00082068-0.00099929i,-0.0011288-0.00015937i,-0.00091226+0.00019651i,-0.00068802+0.00066136i,-7.1575e-05+0.0011397i,-3.9908e-05+0.00097159i,-0.00087739-0.00027611i,-0.00081601-0.00038458i,-4.8059e-05-2.3748e-05i,0.00055349-0.0003031i,0.00069993-0.0002953i,-8.4989e-05-0.00072538i
