0.00080484+0.001025i,0.00036979-0.0002141i,-0.00077427-0.0011287i,-0.0018611-0.0013404i,-0.0022967-0.00050519i,-0.0016693+0.00095464i,-0.001115+0.001518i,-0.0011163+0.0016251i,-0.00073815+0.0017218i,0.00076995+0.0011475i,0.0018924+0.00042084i,0.00092441-0.00029773i,4.0849e-05-0.0010012i,0.00086324-0.00070076i,0.0015179-0.00043508i,0.00040922-0.00031216i,-0.00095168+0.00040128i,-0.00087944+0.00024975i,-0.00022631-0.00095002i,0.00053844-0.0013887i,0.00075608-0.0010193i,9.5117e-05-0.00034845i,0.00011025+0.00031757i
-0.00071253-0.00064641i,-0.0006502-0.0013014i,-0.0015617-0.0007761i,-0.0028805+0.00023203i,-0.0024793+0.00082939i,-0.0010574+0.00022505i,-0.0010462-0.00024063i,-0.0012028-1.2395e-05i,-0.00078199+0.00048064i,0.00024728+0.00080383i,0.0012107+8.0605e-05i,0.0014047-0.00074026i,0.00033843-0.00050216i,-0.0002513-0.0003848i,-2.7801e-05-0.00038132i,-0.00039273+1.8071e-05i,-0.00091171+0.00019276i,-0.00096509-4.299e-05i,-0.00080919+1.4641e-07i,-0.00043065+0.00042157i,-0.0001655+0.00030788i,0.00014997-0.00035813i,0.00014815-0.00045508i
0.0010512-0.0018371i,0.0012359-0.00049545i,0.00018512-0.0015119i,-0.00083102-0.003043i,-0.0013529-0.0027509i,-0.0011376-0.0012628i,-0.00071104-2.549e-05i,-0.00051629+0.00083297i,0.00028451+0.00087486i,0.00087804-7.0024e-05i,0.00085205-0.00041667i,0.00054294-0.00034454i,0.00056932-0.00043803i,0.0008403-0.00033422i,0.00024286+0.00027748i,-0.00087843+0.00098933i,-0.0014143+0.0012i,-0.00062537+0.0011173i,-0.00027121+0.00084888i,-0.00044831+0.00017736i,0.00014698+0.0001686i,0.0004071+0.00036876i,0.00035211+0.00028649i
-0.001264+0.0022028i,-0.00053498+0.0021053i,-0.00060736+0.0022256i,-0.0007047+0.0026789i,-9.5822e-05+0.0016684i,-0.0002739+0.00042417i,-0.0011404-0.00026956i,-0.0013066+0.00026637i,-0.00042221+0.0015557i,0.0006129+0.0017646i,0.0010504+0.001302i,0.0018335+0.00055927i,0.0017687-0.00048947i,0.0006334-0.00086858i,-0.00030409-0.00027316i,-0.00031314-0.00023977i,-1.0974e-05-0.0011026i,9.1979e-05-0.00044528i,-0.00022541+0.00077761i,0.00013614+0.00075923i,0.00079915+0.00011389i,0.00070882-0.00022711i,0.00021161+4.3805e-05i
-0.0010222-0.00095254i,-0.00045933-0.0013778i,-0.00023451-0.001269i,1.1457e-05-0.0003384i,-0.00033637+0.00022593i,-0.00076467-0.00057656i,-0.00063308-0.00058978i,-0.00061074+0.00066365i,-0.0010943+0.0013046i,-0.001249+0.0012078i,-5.4355e-05+0.0015996i,0.0010752+0.001131i,0.0012927+0.00013615i,0.00077161-0.00017781i,-0.00036521-0.0012207i,-0.0013462-0.0016912i,-0.00084701-0.00088588i,-0.0001645-1.026e-05i,0.00062609+0.00070398i,0.0010771+0.00029426i,0.00030258-0.00071672i,-0.00016941-0.00083119i,0.0003096-1.2946e-05i
-0.0025448-0.0016347i,-0.0019012-0.0008285i,-0.0024818-0.00064992i,-0.0034259-0.00011378i,-0.0024583+0.0013631i,-0.0011919+0.0014485i,-0.00080452+0.00062416i,-0.00056761+0.00025456i,-0.00040009+0.00042588i,0.00011009+0.00083151i,0.00021158+0.00043772i,0.00052042+0.00021838i,0.00082491+0.0011589i,0.00069389+0.0012112i,-0.00014918-0.00031854i,-0.00079072-0.0010082i,-0.00066024-0.00046826i,-0.00035362-0.00029118i,-0.00028257-0.000183i,-0.00040791-5.1188e-05i,-0.00015574+0.00027294i,1.3839e-05+0.00070518i,0.00024392+0.0002015i
0.0022913-0.0026337i,0.0019599-0.0021496i,0.00079942-0.0022958i,-7.2254e-05-0.002175i,-0.00028909-2.6733e-05i,-0.00069576+0.0012063i,-0.00081454+0.00077079i,-0.00075557+0.00050667i,-0.00051406+4.1168e-05i,-0.00056987+0.00029553i,-0.00095964+0.0014728i,-0.00095915+0.0014916i,-0.00045887+0.00075242i,6.1692e-05+1.6745e-05i,-0.00022261-0.00017928i,-0.00082058-0.0003256i,-0.00071408-0.00059176i,-0.00045892+2.3638e-05i,-0.0003114+7.8861e-05i,-0.00032325+7.8753e-05i,-9.6705e-05+0.00016603i,-0.00064326+0.00010805i,-0.0011621+0.00034375i
0.00075429-0.00032739i,0.0002935+0.00035304i,0.00033075+0.00061802i,0.00011395-0.00034188i,-0.00063884-0.0016007i,-0.00059339-0.001905i,-0.00086061-0.0013554i,-0.0010682-0.0007169i,-0.00062191+0.0003854i,-0.00026311+0.0011443i,-0.00039701+0.00046649i,-0.00066698+0.00033825i,-0.00079484+0.00072425i,-0.00080696+9.1346e-05i,-0.0010062-4.3021e-05i,-0.0011896+0.00013938i,-0.0013864+0.00011127i,-0.0010882+0.00043014i,-0.00017252+0.00095446i,0.00023078+0.00055782i,-0.00016549-6.9103e-05i,-0.00060303+7.477e-05i,-0.0003995+0.00056113i
4.1112e-05+0.00080252i,-0.0010229+0.0010012i,-0.00024948+0.0011953i,0.00029131+0.00061061i,9.9831e-05-9.2418e-05i,-0.0009871-0.00048163i,-0.0018929+0.00028215i,-0.0016002+0.0011426i,-0.00081943+0.0010412i,-8.7992e-05+0.00073255i,0.00026754+0.00090871i,0.00030104+0.0001738i,0.00038398-0.00071919i,0.00044239-0.00058289i,5.7261e-07-0.00014574i,-0.00070733+0.0010118i,-0.0010649+0.0010496i,-0.00012194-0.00017719i,0.00040251-0.00029786i,0.00064013+0.00044751i,0.00017494+0.00010199i,-0.00068779-0.00075067i,-0.00035609-0.00035308i
0.0005207+0.00075694i,0.00065301+4.3311e-05i,0.00034911+0.00028812i,-0.00053337+0.00032472i,-0.00056708+0.00029977i,-0.0010143+0.00060448i,-0.00076145+4.6321e-05i,-0.00051654-0.00017887i,-0.0003332+0.00057329i,0.0013303+0.0005814i,0.0027661+0.00051972i,0.0024072+0.00046163i,0.0017348+0.00057464i,0.00096901+0.00056546i,-0.00044636-0.00023082i,-0.00036998-0.0006633i,-2.1597e-05-0.00056409i,-0.00042111-0.00026865i,-0.0001818+5.8358e-07i,0.0003772-0.00047961i,0.00024293-0.00063663i,-0.00025007+0.00014712i,2.5928e-08+0.00045726i
0.00094735+0.002817i,0.0012016+0.0017083i,0.0019627+0.00084973i,0.0031492+0.00017494i,0.0027475-0.00035934i,0.0010474-0.0010946i,0.00023621-0.0010501i,-0.00065956-0.00013444i,-0.0001247+0.00047514i,0.0011482+9.1463e-05i,0.0011245-0.00049199i,0.00049941-0.00068422i,0.00015648-0.001085i,0.00041699-0.0011487i,0.00010841-0.00096116i,-0.0008735-0.00072935i,-0.0011866-0.0006906i,-0.00053789-0.00039192i,0.00064345-0.00037269i,0.00049681-0.00094844i,-0.00010672-0.00038214i,5.4943e-05+0.000248i,0.00017147+2.1719e-05i
-0.0017275-0.00024019i,-0.0007979+4.5518e-05i,-0.00067717+0.00075447i,-0.00070375+0.00050838i,-0.00055779+0.00059847i,-0.0005521+0.0013771i,-0.00089828+0.0011271i,3.5175e-05+0.00079768i,0.00060171+0.00095691i,0.00010864+0.0017352i,0.00014882+0.0016575i,0.00083827+0.00030583i,0.001281-0.00096269i,0.001026-0.0014356i,0.00065682-0.0014064i,-0.00046362-0.00040074i,-0.0006895+0.00040424i,4.8737e-06+0.00053169i,0.00044751+3.3945e-05i,0.00069466+5.6814e-05i,0.00054-3.2379e-05i,0.00037663+8.5238e-05i,0.00010038+0.00066067i
-0.0010275+0.00020884i,-0.0005849+0.00077656i,7.1621e-05+0.00013899i,0.00020684+0.00029572i,-0.00073741+0.0010871i,-0.0014798+0.00084452i,-0.0013419+0.00040621i,-0.00041899+0.00042452i,0.00024413+0.00037193i,0.00033365+0.00061778i,0.00089463+0.00054888i,0.0014634+6.5565e-05i,0.001351+0.00029177i,0.00075712+0.00068549i,0.00018929+0.00016752i,-0.0004989-1.5162e-05i,-0.00078007+0.00052841i,-0.00054301+0.0007384i,0.00043222+0.00039515i,0.00095003+0.00031239i,0.00071482-1.9563e-05i,0.00062267+0.00028674i,-0.00014462+0.00018012i
-0.00038436+0.00059041i,-0.00019211-0.00022557i,0.00056861-0.00044824i,0.00087032-0.00013928i,-0.00026913+0.00027826i,-0.00090088+0.00075639i,-0.00079236+0.00056411i,-0.00053075-7.5883e-05i,0.00039466+9.129e-06i,0.00087074+0.00058354i,0.0006719+0.00046521i,0.0010888+0.00025481i,0.0008439-0.00013304i,0.00032827-0.00047178i,5.6449e-05-0.00040433i,-9.1019e-05-0.00036324i,-0.00054233-0.00051993i,-0.00054391-0.00034385i,0.0001992+0.00038348i,-6.4493e-05+0.00030157i,-0.00032565-0.00050569i,7.575e-05-0.00079066i,-4.2026e-05-0.00040591i
0.0027865-0.0015485i,0.0027003-0.0021935i,0.0023149-0.0023588i,0.001203-0.0017594i,-0.0018255-0.0010276i,-0.0033591-0.0003229i,-0.001819+0.00049822i,-0.00063012+0.00057063i,-0.000633+5.3811e-05i,-0.00075507+0.00013428i,7.0608e-05+0.00041168i,0.00055698-0.00038068i,-2.2494e-05-0.00057414i,-0.00015849-0.00040281i,-0.00053916-0.00022452i,-0.00074859+0.00057353i,-0.00038164+0.00075077i,-9.9844e-05+0.00095949i,-0.00010839+0.0012019i,-0.00026675+0.0012337i,-0.00024754+0.00056532i,-0.00039967-0.0007871i,-2.4055e-05-0.00060242i
-0.00020265-0.00032372i,-0.0013528-0.00068895i,-0.0023416-0.00095681i,-0.002236-0.00046036i,-0.0018185+6.7994e-05i,-0.00105+0.00018141i,-0.0011455+0.00043132i,-0.0015066+0.00038i,-0.0012896+0.00088306i,-0.00013621+0.0015891i,0.0010625+0.0012141i,0.0010704+0.00082074i,0.00040107+0.00010035i,0.00018485-0.00043336i,5.4054e-05-0.00035818i,0.00025507-0.00026338i,0.0005496-0.00026674i,-0.000335+1.9968e-07i,-0.00037274-9.9029e-05i,0.00082195-0.00044641i,0.00061906-0.00023187i,-0.00019079+0.00013087i,0.00091429+0.00014907i
-0.00045914-0.00044807i,-0.00097041-0.00013034i,-0.0015537-7.3904e-05i,-0.0016483+0.00053816i,-0.001984+0.0014548i,-0.0010481+0.00093429i,-3.6713e-05-0.00037673i,0.000275-0.00031586i,0.00024068+0.00035691i,-0.00036989+0.00055783i,0.00021371+0.00066316i,0.0011639+0.00015448i,0.0014634-0.00047146i,0.00070587-0.00033353i,-7.6358e-05-0.00010109i,-0.00033224-0.00034951i,-0.00070749-5.2695e-05i,-0.0012297+0.00083904i,-0.0012854+0.00044417i,2.6721e-05-0.00048172i,0.00065714-0.00024068i,-0.00045293-0.00021612i,-0.00017123-0.00066554i
-0.0014802-0.00044521i,-0.0012839+1.7604e-05i,-0.0013338+0.001245i,-0.0019582+0.0019471i,-0.0019543+0.0019259i,-0.0012123+0.0012683i,-0.00033573+0.00025344i,0.00038674+0.00027558i,0.00027152+0.00075642i,0.00028304+0.00095565i,0.00017528+0.00062961i,0.00025396-0.00018744i,0.00047983+0.00015174i,-0.0001457+0.00063866i,0.00028035-1.6981e-05i,0.0002497-0.00048538i,-0.00018032-0.00019392i,-5.9052e-05+0.00035698i,0.00044961+0.00061889i,0.00045699+0.00013742i,2.3642e-05-0.00053912i,0.00022097-0.00055605i,5.304e-05+3.9471e-06i
0.0021164+2.7315e-05i,0.0015468-0.0004062i,0.0018021-0.0012004i,0.0014525-0.0019233i,0.00030789-0.0017556i,-0.00020636-0.0010658i,-0.0008892-0.00021973i,-0.001722-0.00017271i,-0.00099253+0.00024052i,0.00064351+0.00030771i,0.00096045-0.00028636i,0.00034778+0.00011576i,0.00014445+6.4024e-05i,-2.2162e-06+0.00012038i,-0.00042525+0.00016151i,-0.00023147-3.6202e-05i,0.00030509+0.00067762i,-0.00027835+0.00106i,-0.00064628+0.00093801i,3.9623e-05+0.00052323i,0.00052404+0.00045358i,0.00034604-9.7824e-05i,0.00037058-0.00049388i
-0.00014058+0.00079488i,0.0002518+0.00081938i,0.00055061+0.0022326i,0.00092284+0.0021836i,0.00062651+0.00073271i,-0.00024729-0.0007875i,-0.00057261-0.0015825i,-0.00055612-6.4264e-05i,-0.00051942+0.0011445i,0.00056984+0.00095225i,0.0012448-9.0047e-06i,0.00081418-0.00047107i,0.00050963+5.4e-05i,0.00058552-0.00049281i,0.00018718-0.00083558i,-1.8008e-05-0.00044963i,7.7704e-05+0.00012197i,-0.00053599+0.00057416i,-0.00062556+1.1093e-06i,0.00030762+6.7236e-05i,-4.1219e-05+0.00026524i,-0.00046086+0.00017172i,-1.0572e-05-0.00037284i
-0.0018496-0.00022392i,-0.00251+0.00045518i,-0.002107+0.00073811i,-0.0017259+0.0011824i,-0.0016443+0.0014145i,-0.00048625+0.0015247i,-0.00016525+0.0010235i,-0.00067242+0.0014923i,-0.00063756+0.0015318i,0.00026187+0.0012508i,0.0012398+0.00087143i,0.001767+0.00015352i,0.0014926+1.5779e-05i,0.0012722-0.00035086i,0.00065402-0.0007429i,0.00026471-0.00034903i,2.8652e-05+0.00018235i,-2.6224e-05+0.00059093i,0.00088746+0.00014298i,0.0010779-0.00062641i,0.00067772-0.00099766i,0.00038145-0.00062333i,0.0001872+0.00035044i
-2.8306e-05-0.001573i,-0.00046489-0.0021497i,-0.001803-0.001824i,-0.002337-0.00092298i,-0.0019827+0.00034071i,-0.0016194+0.00077098i,-0.0015009+0.00059477i,-0.00083229+0.00031761i,-0.00067368+0.00047215i,-0.0008836+0.0010749i,-0.00036161+0.00091975i,0.00020778+0.00040707i,0.00033378-0.0001927i,0.00036216-0.00014741i,7.246e-05+0.00016804i,0.00010286-0.00014919i,-0.00023874-0.00049447i,-9.4062e-05-0.00031975i,0.00025907+0.00043341i,0.00018749+0.00044889i,4.1984e-05+0.00017846i,-0.00031119+0.00011484i,2.7181e-05-0.00027329i
0.00050929-0.0002634i,0.00012331-0.00059785i,0.00060637-0.0012569i,0.00042255-0.0020638i,-0.0014824-0.0016179i,-0.0022189-8.8641e-05i,-0.00066947+0.0012618i,4.7403e-05+0.0017496i,-8.2598e-05+0.0012758i,-0.0001549+0.0006509i,0.00021176+0.00010745i,0.00079446+0.00035057i,0.00090715-0.0002651i,0.00035174-1.4486e-05i,0.00027717-9.1023e-05i,0.00040424-0.00067644i,8.4727e-05-0.00036347i,5.4655e-05-0.00024315i,0.00012678-7.4334e-05i,-0.00035728-0.00037206i,-0.0013047-0.00054838i,-0.0014832+0.00037959i,-0.00074505+0.00061804i
0.00071152-9.3145e-05i,-0.00040923-0.0010652i,-0.00073413-0.00046888i,-0.00059838+0.0012186i,-9.0272e-05+0.0008119i,-0.00026615-0.00033857i,-0.00054263-0.0003443i,0.00035381-0.00018576i,0.0013216+0.00023569i,0.00084075+0.00051766i,-0.00027288+0.00020827i,0.00013105-0.00010937i,0.001003+0.00014221i,0.00094745-0.00024097i,0.0010281-0.00019837i,0.00073929-0.00040127i,-2.3882e-05-0.00059815i,-0.00065947+7.9771e-05i,-0.00029459+0.0003689i,0.00048751+0.00079831i,0.00014855+0.00066286i,1.4941e-05+1.6997e-05i,0.00082086-0.00035463i
-0.0011973-0.001398i,-0.0010316-0.00031916i,-0.00037233-0.00037799i,-0.00039293-0.00094392i,-0.00063942-0.00038477i,-0.00065093+0.0010586i,-0.00072208+0.0006901i,-0.0012366+0.00011655i,-0.001546-1.7809e-05i,-0.00062935-0.00011916i,0.00071312+0.00011374i,0.0012537-4.2386e-05i,0.0013671-0.00026055i,0.0016209-9.9691e-05i,0.0011069+6.9129e-05i,0.00074435-0.00053879i,0.00014382-0.0011394i,-0.00040242-0.00098364i,-9.2182e-05-0.00060143i,0.00031026-0.00010299i,0.00019553+0.00021201i,-0.00047373-6.9894e-05i,9.8386e-06-0.00024386i
-0.00037542+0.001169i,-0.0010512+0.00098211i,-0.00077939+0.00061858i,0.00042102+0.00073528i,-0.00050444+0.0011421i,-0.0020605+0.0011208i,-0.0019044+0.00038168i,-0.0014517+0.00052689i,-0.0012348+0.0012705i,-0.00096711+0.001061i,-0.00082021+0.00030938i,-0.0004177-0.00032098i,-3.7557e-06-0.00022975i,0.00012321-0.0004015i,0.0003818-0.00081781i,0.00014675-0.00039903i,-0.0001168-2.1102e-05i,-0.00018713-0.00046255i,-0.0002727-0.00031963i,0.00021973+0.00011065i,0.00075544-0.00011412i,0.00064585-0.00079778i,0.00051727-0.001403i
-0.00036473-0.0015371i,-0.00015379-0.0015995i,-0.00057735-0.0011895i,-0.0005068-0.00059313i,-0.00075603+0.00033843i,-0.00044397+0.00119i,-0.00047006+0.0012111i,-0.00049551+0.00068527i,-0.00058197+0.00063759i,-0.00083315+0.0011473i,-0.00037956+0.0013472i,0.00051643+0.0010179i,0.0010956+0.00033817i,0.0010746-0.00039181i,0.00066718-0.00030003i,-6.4628e-05+0.00013225i,4.8556e-05-3.1969e-05i,0.00043884-0.00032945i,-0.00038199-0.00070484i,-0.00017597-4.114e-05i,0.0001807+0.00095137i,7.1888e-05+0.00097738i,-0.00010931+0.00038947i
-0.00042656+3.67e-05i,-0.00084813+0.00016399i,-0.00062777+0.00092891i,-0.0012436+0.001683i,-0.0019665+0.0011228i,-0.0010708-0.00019891i,-0.00022785-0.00014161i,-0.00025643+2.7429e-05i,-0.00031005+0.0002291i,0.00020888+0.0012948i,0.0012414+0.0013959i,0.0014132+0.00058283i,0.00065986-0.00013969i,0.00013692-0.00064381i,-0.00060311-0.0010241i,-0.00098855-0.00073503i,-0.00017109+1.4745e-05i,3.7237e-05+0.00051895i,-0.00053782+0.00093226i,-0.00065863+0.00047833i,8.7252e-05-0.00026027i,0.001263-0.00017718i,0.0010572-0.00052355i
-0.0021847+0.00066619i,-0.0022342+7.8968e-05i,-0.0027524+0.0004939i,-0.0030985+0.0009951i,-0.0025341+0.0010646i,-0.0011556+0.0003085i,-0.00029298-0.00022292i,-0.00063672+0.00026046i,-0.0011533+0.0006695i,-0.00078756+0.00080774i,0.00010118+0.00076107i,0.0015957+0.00063303i,0.0025728+0.0001377i,0.0021709-0.00071827i,0.00098292-0.0013387i,-3.7668e-06-0.00079449i,-0.00059943-0.00035973i,-0.00027985-0.00072321i,0.00039918-0.00072744i,0.00082131-0.00047684i,0.00095135-0.00048849i,0.00087949-0.00084326i,0.00082606-0.00094478i
0.0015314-0.0024316i,0.00067509-0.0027992i,-0.00039977-0.0037021i,-0.0016218-0.0040847i,-0.0019816-0.0021865i,-0.0018062-0.00010299i,-0.0019398+0.00092523i,-0.001519+0.001098i,-0.00033759+0.0012407i,-0.000455+0.001351i,-0.00063228+0.00096191i,0.0001081+0.00021184i,0.00027884-0.00036208i,-3.2732e-05+0.00021296i,9.1448e-05+0.00047448i,0.00028373-1.8346e-05i,-0.00011196-0.00017977i,-0.00064447+0.00021835i,-0.00062673+0.00030519i,8.6548e-06+0.00054284i,-3.5151e-05+0.00067738i,-0.0010349+9.2156e-05i,-0.0014031-0.00036582i
0.0015417+0.0014289i,0.0019899+0.00064032i,0.0019155+0.00035296i,0.00074656+0.00093519i,-7.893e-05+0.00086952i,-0.00072494+0.00097732i,-0.00037339+0.00052073i,0.00051046+0.0002753i,0.00031672+0.0014606i,0.00034274+0.0012585i,0.0011374-0.00029004i,0.001081-0.0010588i,0.00022309-0.00060697i,-0.0006203+7.4539e-05i,-0.00075235-0.00011882i,-0.00047899-0.00027948i,-0.00062182+0.00049133i,-0.00052095+0.00052212i,9.541e-05-0.00029513i,0.00028325-0.00081443i,0.00027273-0.00024474i,0.00044938-0.00032458i,0.00055664-0.00055698i
0.00012449+0.00027208i,1.9722e-05-0.0002874i,-0.0001041+0.00036004i,0.00049331+0.0010029i,0.00038336+0.00079746i,-0.00021212+0.00012323i,-0.00011381-5.6474e-05i,0.00037057+5.6658e-05i,0.000188+0.00087095i,-0.00036676+0.0015704i,-0.00026907+0.001001i,0.00069082+0.00020019i,0.00087227+0.00036944i,3.2927e-05+0.00027425i,6.3456e-05-0.00036689i,0.00019392-0.00051703i,0.00025872-0.00024936i,0.0004018+2.3423e-05i,0.00060603+0.00037177i,0.00083468+0.00023392i,0.00029489+0.00016088i,-0.00047532-5.9209e-05i,-5.1882e-05-0.00071361i
-0.00043105-0.0014602i,1.1199e-05-0.0019225i,5.7337e-06-0.0023781i,-0.0011239-0.0019398i,-0.0021552-0.00044706i,-0.0021362+0.00022968i,-0.0018275-3.2698e-05i,-0.0013647+0.00012779i,-0.0006212+0.00058758i,0.00021258+0.00060731i,0.00076727+0.00032585i,0.0006058+2.2326e-05i,0.00050758-0.0002771i,0.00090126-0.00021249i,0.00087417-0.00025745i,0.0004457-0.00050852i,0.00014988+1.3522e-05i,0.00022291+0.00028131i,0.00029672+0.00013035i,0.00024426-0.00047471i,0.00022178-3.0046e-05i,0.00031165+0.0011873i,0.00044522+0.0011612i
0.000767-0.00062232i,0.00042232+0.0002591i,0.00039805+0.00056596i,-0.00054157+0.0008491i,-0.0010465+0.00098978i,-0.00076531+0.00052384i,-0.00023039-0.00024625i,-8.7245e-05+0.00014052i,7.9532e-05+0.0006397i,6.6747e-05+0.0009024i,0.00018469+0.0008385i,0.00098332+4.0943e-05i,0.0014324-0.00059695i,0.00089686-0.0011851i,-4.8452e-05-0.00095413i,-2.2654e-05+0.00038204i,0.00075821+0.00074551i,0.0011123+0.00021533i,0.00041174+0.00017342i,0.00022708+0.00027039i,0.00067375+0.00026343i,0.00042419+0.00010671i,-0.00037352-0.00023477i
-0.0027575+0.0025973i,-0.0021072+0.0017845i,-0.00075909+0.0027704i,0.00029304+0.0031876i,0.0010427+0.0022996i,0.00090063+0.0015698i,-0.00056563+0.0012783i,-0.0011588+0.0017439i,-0.00067489+0.002766i,0.00083387+0.0022632i,0.0020211+0.00036452i,0.0020825-0.00046794i,0.0017909-0.00021876i,0.0014518-0.00018923i,0.00066875-0.0010908i,0.00040431-0.0011025i,0.0004092-0.00043761i,0.00016493+0.0001726i,-3.425e-05+0.00075416i,0.00029456+0.0010738i,0.00085901+0.00076675i,0.00094188+0.00043738i,0.00023012+1.3678e-05i
0.00010115-0.0011029i,0.00033893-0.0011411i,0.00012443-0.0012419i,-0.00060864-0.0011776i,-0.0019065-0.0011813i,-0.00156-0.0013412i,-0.00094842-0.00089818i,-0.00070111+8.3042e-05i,-0.00015581+0.00090228i,8.2811e-05+0.00066618i,0.0007332+0.00023056i,0.0018207+0.00038856i,0.0015845+0.00013479i,0.00065402+3.1056e-05i,0.00015062+5.805e-05i,-0.00027589-0.00035587i,-3.0762e-05-0.00017653i,-8.5985e-05+0.00048792i,-0.00052989+0.00036208i,8.5392e-05+0.0003036i,0.00021244+0.00063032i,-0.00087692+0.00052123i,-0.00077132+0.00075957i
0.0011534-0.00053192i,0.0013702-0.00050634i,-0.00074155-0.00038027i,-0.001925-0.00014636i,-0.0018058+0.00013459i,-0.00082342+0.00079296i,-0.00013982+0.00079195i,-0.00053956+0.00017989i,-0.0001967+0.00063483i,0.00031503+0.0012378i,0.00054838+0.00089875i,0.00065522+0.00029322i,0.00071784-0.00040539i,0.0009757-0.00048994i,0.00088585-0.00061288i,0.00050529-0.00075895i,0.00012765-0.00036985i,-3.6046e-05+6.8632e-05i,0.00094537+0.00049435i,0.0010834+0.00075308i,-0.00034983+0.00048183i,-0.00091911+0.00010468i,-0.00036004-0.00022063i
0.0014391+0.0010956i,0.001295+0.0016453i,0.0013594+0.00086812i,0.00011105-0.00050828i,-0.0011553-0.00099479i,-0.0017635+0.00011475i,-0.0019951+0.00016099i,-0.0011814-0.00030089i,-0.00040102+0.00044081i,-0.00079154+0.0016051i,-0.0011999+0.00099431i,-0.00024377-0.00029716i,0.00077594-0.00072355i,0.00068827-0.00069727i,-2.0936e-05-0.00024963i,-0.00073128+0.00040599i,-0.001119+0.00062017i,-0.00066685+0.00060062i,9.0993e-05+0.00037189i,-0.00030772+7.8949e-05i,-0.00015927+0.00054816i,0.00068681+8.829e-05i,0.00051534-0.00045429i
0.00096091-0.00038674i,0.00091108-0.00078498i,0.0012817-0.00099923i,4.8556e-05-0.0015617i,-0.00097719-0.0017632i,-0.00064539-0.0016315i,-0.001088-0.0014273i,-0.0013672-0.00086373i,-0.00044312-0.00029448i,0.00035462-6.1619e-05i,0.00050645+6.8198e-05i,-1.7405e-05-3.7625e-05i,-0.00071023-0.0010365i,-0.00087162-0.0013394i,-0.00077274-0.0005508i,-0.0009283+0.00010443i,-0.00095522+0.00065271i,-0.000287+0.00084062i,-0.00014373+0.00056876i,8.0341e-05+0.00030786i,-0.00013032+0.00044429i,-0.0007757+1.9649e-05i,-0.00025873-8.2583e-05i
0.00058066+0.00074834i,0.00044863+0.0004182i,0.00082528+0.00042663i,0.00079898+0.00018518i,0.00056463-0.00021271i,7.6099e-05-0.00025311i,-0.00030793-0.00043245i,3.6847e-05+1.1671e-05i,0.000144+0.0010684i,0.00029642+0.0005745i,0.00076002-0.00096829i,0.00091958-0.000988i,0.00099685-0.00030935i,0.0009432-5.9999e-05i,0.00031938+6.3202e-05i,-3.3445e-05-0.00026063i,7.4752e-05-0.00076363i,-0.00016794-0.00039607i,0.00010197-6.7798e-05i,0.00038715+0.00013782i,0.00028747+0.00051432i,-7.1024e-05+0.0002035i,3.7587e-05-6.0882e-05i
0.00065921-0.0009431i,0.0010111-0.0012325i,0.000771-0.00088286i,-0.00080635-0.00038661i,-0.0019386-0.000256i,-0.0015061+3.0991e-05i,-0.00096897+0.00017213i,-0.00101+0.00038517i,2.0832e-05+0.00043829i,0.00083105+0.00035587i,0.00031168+0.00058424i,2.4736e-05-0.00028112i,0.00040711-0.0013478i,0.00025416-0.00095958i,-0.00054259-0.00012744i,-0.00033232+0.00018245i,-0.0003681+0.00013342i,-0.00082841-9.6743e-05i,-0.00013463+0.00049439i,0.00050069+0.00099775i,0.00074522+0.0012556i,-0.00032239+0.00064015i,-5.3432e-05-3.9611e-05i
-0.0016023+0.00095267i,-0.00063357+0.00087565i,0.0001971+0.0011052i,0.00095407+0.00062293i,0.0011621+0.0007856i,0.00042122+0.00053207i,9.837e-05-0.00095057i,-0.0001695-0.0013893i,-0.00034673-0.00026857i,-0.00025497+0.00045615i,0.00065035-0.00012249i,0.001646-0.00047263i,0.0012996-0.00014676i,0.0001877+7.1473e-06i,-0.00041409-0.0003527i,-0.00065963-0.00035743i,-0.00028316-6.4402e-05i,5.3458e-05+0.00017723i,-0.00021651-9.5651e-05i,9.4503e-05-2.2314e-05i,0.00068846+6.0594e-05i,0.00020333+4.939e-05i,-0.00012215+0.00021495i
0.00045828-0.00044987i,-0.00017965-0.00048977i,-0.00091687-0.0003564i,-0.00075745+0.00025522i,-0.0011965+0.00083642i,-0.0014514+0.0010658i,-0.00082751+0.0009486i,-0.00058557+0.00085737i,-0.00033707+0.00085498i,9.7542e-05+0.00088635i,0.00036004+0.0008522i,0.00051734+0.00091473i,-4.7979e-06+0.00045849i,-0.00031446-0.00089624i,-0.0003395-0.00095109i,-0.000286-0.00043136i,-0.00037799-0.00075312i,-0.00036961-0.0010136i,0.00037595-0.0001395i,0.00064125+0.00086623i,0.00030494+0.00038014i,-0.00010625-9.5253e-05i,-0.00018648+0.00032604i
