-0.0053986+0.0011237i,-0.003724+0.0021566i,-0.0031412+0.0036898i,-0.0019276+0.0048016i,0.00072536+0.0041613i,0.002433+0.0026599i,0.0014305+0.0010306i,7.3538e-06+0.00071986i,0.000105+0.0012865i,0.001099+0.00066637i,0.0013005-0.00084742i,0.00047638-0.0018984i,0.00046064-0.0025544i,-0.00018886-0.0023058i,-0.0011886-0.0013332i,-0.00086377-0.00065249i,-0.0002778-0.00012848i,0.00025469+8.6792e-05i,0.00062842-0.00035095i,0.00046481-0.00089058i,0.00047553-0.0014528i,0.00071636-0.0010591i,0.0002778-2.3403e-05i
-0.0006364-0.0024237i,0.00044238-0.0018645i,0.00023321-0.0012119i,-0.00033012-0.00055284i,-0.00071805-0.00040577i,-0.00066247-0.00061717i,0.00064537-0.0014042i,0.0015035-0.0016289i,0.0013001-0.0015078i,0.00093954-0.0010884i,0.00049421+0.00012648i,-9.5348e-05+0.00060793i,-8.2782e-05-0.00010076i,4.7141e-05-0.0003223i,0.00030862-0.00037319i,0.0002553-0.0001484i,0.00011325+7.8639e-05i,0.0004409+0.00019653i,-5.1213e-05+0.00091808i,-0.00064989+0.0013277i,-0.00042269+0.00094996i,0.00043813+0.00072933i,0.00028294+0.00082705i
5.8503e-05+0.000106i,0.0012983-0.00069866i,0.0023114-0.00086755i,0.0019084-0.00031348i,0.0013941-0.00063619i,0.0010326-0.001714i,0.0009346-0.0023472i,0.00027341-0.0017538i,0.00015215-0.00078637i,0.00084407-0.00020357i,0.00089979-0.00044028i,-0.00014607-0.00067318i,-0.00070553-0.00041273i,-7.6155e-05-3.2239e-05i,0.00045696+0.00049029i,0.00051609+0.00059078i,0.00073047+0.00030717i,0.00046818+0.00018852i,0.00050775-0.00039848i,0.00065655-0.0002341i,0.00017723-2.543e-05i,0.00020186+0.00028496i,-0.0005474+0.00051546i
-0.00088233+0.00062991i,-0.0020625+0.00072217i,-0.0010525+0.0010781i,-0.00020926+0.00047026i,0.00010812-0.00066819i,0.00093138-0.0012694i,0.0013631-0.0013841i,0.00055194-0.0014423i,-0.0001585-0.00089548i,-0.00023518-0.00098363i,0.00030768-0.0017377i,0.0013642-0.00092139i,0.0016841+0.00015448i,0.00064019+0.00073001i,-0.00062601+0.0008162i,-0.0013772+0.00028252i,-0.00068914-0.00034116i,0.00014808-0.00011748i,0.00069853+0.0010097i,0.0011493+0.0012348i,0.0012268+0.00058741i,0.00094136+0.00021065i,0.00079594+0.00027298i
0.0014077-0.0022217i,0.0012234-0.0019226i,0.0014982-0.0019451i,0.0010518-0.0015344i,-0.00015553-0.00090268i,-0.00012861-0.00017926i,0.00020588-0.00051536i,0.00022328-0.00086069i,0.0005959-0.00084289i,-1.9397e-05-0.0013482i,-0.00076947-0.0015626i,-0.00013417-0.00084068i,0.00053124-5.8139e-05i,0.00095803+0.00029315i,0.0013486-0.00027604i,0.00079732-0.00030662i,0.0001873+0.00015089i,-0.00065722+0.00098304i,-0.00087758+0.0012812i,-0.00054679+0.00066915i,-0.000605+0.00014162i,-0.00059148-0.00039572i,-0.0004521-0.00025902i
-0.0012716-0.00048508i,-0.0014048+3.3397e-05i,-0.0013483+0.0004139i,-0.00060794+0.001158i,0.00036865+0.00097199i,0.0012631-0.0006643i,0.00087127-0.0019956i,0.00023062-0.0019648i,-5.4755e-05-0.00060541i,-0.00019957-0.00028759i,-0.00028374-0.0010424i,-0.00010126-0.0017352i,0.00020071-0.0019055i,5.3648e-05-0.0017252i,0.0002786-0.0016287i,0.00024425-0.0010875i,0.00048539-0.00069824i,0.00047088-0.00051668i,0.00023357+0.0001403i,0.0008154+0.00043433i,0.00071609+0.00032239i,-0.0004499+0.00054053i,-0.00087362+0.00016393i
-0.00019498+0.0020983i,0.00019518+0.0029169i,0.0019071+0.0028983i,0.0028659+0.0021877i,0.0024993+0.00037221i,0.0011683-0.00092938i,9.7447e-05-0.001212i,-1.151e-05-0.0010073i,8.8369e-05-0.00088405i,0.00025675-0.00096234i,0.00029952-3.5242e-06i,-0.00080028+0.00057406i,-0.0015878+1.5338e-05i,-0.0009936-0.00013029i,-0.00016567+0.0010555i,0.0002352+0.0010049i,0.00018847-0.00021458i,8.5786e-06-0.00015268i,0.00016438+0.00074917i,0.00023031+0.00061051i,0.00030677-0.00052396i,6.5236e-05-0.00047601i,-0.00044945+2.9822e-05i
-0.00046415-0.00021589i,-0.00052856+7.1544e-05i,-0.00014274-1.2999e-05i,0.00045336-0.00073046i,0.00086287-0.0013689i,0.00060129-0.0010306i,7.0896e-06-0.00015243i,0.00049693+8.86e-05i,0.00085197-0.00040374i,0.00044566-0.00066326i,-0.00011193-0.00067596i,0.00027175-0.00051291i,0.0014121-0.000188i,0.0012565+7.7375e-05i,0.0002763-0.00012661i,-0.00019513-0.00062718i,-0.00059532-0.00073383i,-0.00069537-2.2615e-05i,-0.00051168+0.00027435i,-0.00029801+0.00011523i,0.00030137+2.0311e-05i,0.00075421-3.8974e-05i,0.00020245-0.00018165i
-0.00013999-0.00077639i,-0.00061959-0.0019062i,-0.0012485-0.0022595i,-0.00081577-0.0017249i,-0.00011617-0.00075276i,0.00042543-0.00030683i,0.00016719-0.00033355i,-0.0002175-0.00086218i,0.00060745-0.0015859i,0.0012123-0.0012915i,0.00070524-0.00087285i,0.00045077-0.00073659i,0.00080477-0.00022917i,0.00035404-0.0001392i,-0.00081982-8.6675e-05i,-0.00086127+0.00039346i,-0.0005934+0.00042234i,-0.00056593-0.00045923i,0.00023747-0.00031584i,0.00044022+0.00014117i,0.0001844+0.0002311i,0.00022535+0.0001313i,-0.00022991-3.3631e-05i
0.00099141+0.00044571i,0.00097424-0.00031948i,0.0016626+0.00089971i,0.0019244+0.00088444i,0.0018874-0.00077144i,0.00070278-0.0018616i,-0.00015873-0.001781i,0.00053547-0.0015486i,0.00070746-0.00034753i,0.0007503-0.00043789i,0.00083294-0.0020889i,-0.00026251-0.0020953i,-0.00054059-0.0013453i,0.0001643-0.00096328i,0.00030457-0.00014294i,-8.9854e-06+0.00045911i,-0.00070475+0.00038794i,-0.00077296-0.00016623i,-0.00057894-0.00022339i,0.00010214-0.00041839i,0.00049839-2.5807e-05i,0.00019296+0.00053488i,-0.00038567+0.00010731i
0.00072637+0.00051369i,0.00058656+9.0465e-05i,0.0008961-5.0811e-05i,0.0010089-0.0010529i,0.00027123-0.0019692i,0.00065292-0.0025083i,0.001439-0.0024839i,0.00092089-0.0013899i,0.00043101-0.00058262i,0.00019195-0.00074838i,-0.00038595-0.00084381i,-0.00018061-0.00014035i,0.00024911+0.00052357i,0.00058454+0.00023227i,9.955e-05-0.00010127i,-0.00046124+7.4756e-05i,-0.00044761+0.00039141i,0.00011762-0.00024167i,0.00064296-0.00071263i,0.00079653-0.00044693i,0.00066668+0.00013481i,0.00012912-0.00019152i,0.00015624-0.00082058i
0.00030844-0.0019414i,-3.9151e-05-0.00086586i,-0.00077077-0.0013655i,-0.00094431-0.0012149i,-0.00068552+0.00030951i,0.00014623+0.00025705i,0.0012747-0.00070786i,0.00098021-0.0010726i,0.00048585-0.001461i,0.00011059-0.0017506i,-0.00070478-0.0015536i,-0.00091702-0.0012877i,-0.00067864-0.0011643i,3.4798e-05-0.00088532i,0.00054006-0.00011667i,9.3847e-05+0.00063704i,-6.0657e-05+0.0003739i,0.00016356-0.00016218i,0.00058852+0.00010075i,0.00068341+0.0003331i,0.00057525-7.3857e-05i,-0.00055925-0.00025591i,-0.0013133-8.5105e-05i
0.00090428+0.00026882i,0.00035035+1.4486e-05i,-0.00041142-0.0013437i,-0.00010323-0.0021898i,0.00055138-0.001996i,0.00086686-0.0012522i,0.00091855-0.0017637i,0.00052411-0.0022138i,0.00043416-0.0018294i,0.00021781-0.0014948i,0.0001441-0.00098663i,0.00060627-0.00051359i,0.00098616-0.00035962i,0.00082066-0.00023586i,0.00038643+9.7925e-05i,0.0003218+0.00011302i,0.00024113+9.7434e-06i,7.4697e-05+0.00023222i,-0.00022328+0.00054701i,-0.00036512+0.0004182i,-0.00073483-3.1704e-05i,-0.00053486-0.00026i,-0.00049495-5.0969e-05i
0.0015941-0.0010419i,-0.00061303-0.00095251i,-0.00076175+0.00035844i,0.0003954+0.00080132i,0.001043-0.00027998i,0.0010353-0.00020408i,0.00063584-0.0002731i,0.00049864-0.00053141i,7.9116e-05+0.00017043i,-0.00043819+0.00015133i,-0.0004412-4.1949e-05i,-0.00036674-0.00048517i,0.0001534-0.00093711i,0.00031132-0.00059577i,-0.00025215+0.00026852i,-0.00051494+7.585e-05i,-0.00032469-6.101e-05i,-1.3895e-06-0.00013472i,-0.00012874-0.00020509i,-0.00074664-0.00020693i,-0.0010862-0.00039862i,-0.00047477-0.0004425i,-0.00011034-1.9573e-05i
-0.0004064-0.00085115i,0.00012182-0.0022631i,0.0013294-0.0025084i,0.00081156-0.0025995i,-0.0002797-0.0020231i,-0.00027824-0.0018833i,6.9406e-05-0.0020528i,1.4636e-05-0.0013481i,0.00012088-0.00048377i,0.0006432-0.00040179i,0.0002175-0.0011952i,-0.00037332-0.0011143i,-0.00072251-0.00068096i,-0.00047683-0.00069793i,0.00022289-0.00029969i,0.00055847+0.00025369i,-1.3184e-07-0.00031416i,-0.00085791-0.00085434i,-0.0010509-0.0003781i,-0.00045114-0.00022432i,3.6246e-05+0.00036519i,0.00080038+0.00082305i,0.0011047+0.00086191i
-0.00060339+0.00020921i,-0.0014693+3.8207e-05i,-0.0026353-5.7622e-05i,-0.0025032+0.00075629i,-0.0012109+0.00095265i,0.00038452+0.00029787i,0.0012228-0.00033428i,0.0015535-0.00061513i,0.0010526-0.00040939i,0.00043111+4.7719e-07i,0.00028885+0.00025497i,0.00030275+0.00028266i,0.00084735+0.00011781i,0.0012211-0.00047158i,0.00082039-0.00047145i,0.00081167+0.0003421i,0.0006257+0.00048275i,0.00044687+3.7099e-05i,0.00059925+0.00017088i,0.00085854-0.00015879i,0.00068477-0.00036629i,7.9966e-05-8.6223e-05i,-0.00051671-0.00011454i
-0.00021402+0.0010771i,0.0018846+0.0011894i,0.0030259+0.0016875i,0.0025092+0.0021629i,0.0022784+0.00137i,0.001778+5.9057e-05i,0.00072797-0.0010479i,0.0004772-0.0013961i,0.00038545-0.00079157i,-0.00026422-0.00011652i,3.9747e-05-0.00026949i,0.0004677-0.00036178i,0.00010286-0.00061185i,0.00026479-0.00099631i,0.000844-0.00041965i,0.00092852+9.0476e-05i,0.00062091+0.00011056i,0.00035148-2.2346e-05i,0.00026171-0.00040751i,0.00070374-0.00090279i,0.00052909-0.00042841i,-6.5433e-05+0.00023834i,-3.5985e-05+2.7571e-05i
0.0012145+0.00085153i,0.0014883-0.0003022i,0.0030944-0.0012131i,0.0036106-0.0019649i,0.0021057-0.0023344i,0.00056013-0.0021487i,-0.00021802-0.0017358i,-0.00035171-0.00045441i,-0.000111+0.0001998i,0.00013351-0.00016584i,-0.00014664-0.00049641i,0.00018584-0.00089125i,0.00037145-1.0037e-06i,4.5284e-05+0.0015045i,-0.00022652+0.0014552i,-0.00020754+0.00068083i,0.0002989+0.00029604i,5.633e-05+7.9608e-05i,-0.0001859-0.00071549i,0.00040827-0.0010571i,0.00030354-0.00016611i,7.9518e-05-0.00013106i,-0.00069073-0.00059894i
0.0010036-0.00025993i,-0.00022079-0.00013347i,-0.0018095-0.00047863i,-0.0015675+0.00018367i,-0.00074199+0.00066411i,-0.0001688-0.00040196i,0.00024497-0.0011043i,0.0003211-0.00068932i,0.00065497-0.00078309i,0.00032975-0.0014769i,-0.00071151-0.001182i,-0.0004129-0.00077442i,0.00064316-0.0013175i,0.00085301-0.0012986i,0.00059738-0.0004909i,-1.4659e-05-0.00032595i,3.7501e-06-0.00012385i,0.0002147-5.8036e-05i,0.00025016-0.00025985i,0.00043806-0.00012632i,0.00041289-0.00055862i,0.00041488-0.00091284i,-0.00010794-9.107e-05i
0.00060456-0.0012757i,0.00031837-0.0018418i,-0.00037441-0.0021032i,0.00012796-0.0012686i,0.00052962-0.00059888i,0.00039643-0.00085637i,0.0010142-0.0014576i,0.00095237-0.0013753i,0.00050916-0.00097046i,-0.00023088-0.00074036i,-0.000927-0.00016802i,-0.001226+0.00026164i,-0.0007557-0.00011331i,-0.00018696-0.00086862i,-0.00010484-0.0015649i,-0.00027508-0.0013927i,-0.00067537-0.00071145i,-0.00049026-0.0007055i,-0.00024444-2.9476e-05i,-0.00039136+0.0003983i,0.00025504+0.00078312i,0.00061475+0.001086i,0.00068697+0.00039327i
-3.8455e-05+6.9454e-05i,-0.00020065+0.00031026i,-0.0004687+0.00046865i,-0.00023932+0.00020606i,-0.00014613-0.00041454i,0.00023484-0.00062187i,0.00099023-0.00085028i,0.00086444-0.00063264i,-0.00017709-0.00031956i,-0.00026772-0.00028899i,-0.00041489-0.00041568i,-0.00029637-0.0011834i,0.00010287-0.0013231i,2.5316e-06+0.00029677i,9.641e-05+0.0017178i,-0.00012541+0.0011801i,0.00041951-0.00040246i,0.0016268-0.00072989i,0.0016437-0.00037036i,0.001171+0.00022602i,0.00064541+0.00091305i,0.00020979+0.00099369i,0.00034987+0.00048086i
-0.00017732-0.0012255i,-0.00084308-0.0016352i,-0.0021296-0.001042i,-0.0017877+6.5205e-05i,-8.4692e-05+0.00094001i,0.00065897+0.0010281i,0.00013089-1.5227e-05i,0.00039847-0.00039591i,0.00049528-0.00035484i,-0.00023944-0.00048864i,-0.00029352-0.00056615i,-0.0002646-0.00066872i,0.00039122-0.0009329i,0.0010495-0.00093703i,0.00040732-0.00058361i,0.00060461-0.00060574i,0.0011524+1.2414e-05i,0.00042263-0.00020211i,-0.00056196+0.00014878i,-0.00082646+0.00040915i,-0.00096677+0.00028609i,-0.00090604+0.00083004i,-0.00055151+0.0011418i
-0.0022499+0.001777i,-0.0025928+0.0030866i,-0.0022156+0.0030187i,-0.00056013+0.0026054i,0.0003264+0.0025622i,0.00086009+0.00073353i,0.0018914-0.0019049i,0.0011368-0.0021612i,-0.00043672-0.0011922i,-0.00080679-0.00081883i,-0.00067959-0.0009986i,-0.00042961-0.00079679i,0.0001157-4.3748e-05i,0.00033274+7.9172e-05i,-5.2003e-05+0.00061808i,0.00024928+0.00091034i,0.00024914-8.7356e-05i,0.00013968-0.0004584i,0.0009697-0.00011559i,0.0010296+0.0002057i,0.00086766+0.00063349i,0.00070375+0.00035435i,-0.00040708-0.00043872i
-0.00076199-0.00047112i,0.0013685-0.00058255i,0.0024674-5.7416e-05i,0.0032619+0.00021608i,0.0031081+0.00065603i,0.0021095-0.00014534i,0.00064813-0.0011808i,-3.351e-05-0.00092964i,-0.00013682-0.00097806i,-0.00046756-0.00086293i,-0.00012619-0.00084109i,0.00046685-0.0016558i,0.0003386-0.0019112i,3.1777e-05-0.0013523i,-0.00033599-0.0008915i,-0.00032779-0.00047889i,-6.8686e-05+0.00071701i,0.00027535+0.001844i,-0.00011775+0.0012582i,-0.00060758+0.00028792i,-0.00025231+6.0388e-05i,-4.9361e-05-0.0001633i,-0.00028261-0.00079088i
0.00048767-0.00038926i,0.00029335-0.00040788i,-0.0011455+0.00031451i,-0.0015591+0.00064959i,-9.256e-05-7.9086e-05i,0.0012722-0.00098284i,0.00052672-0.0016164i,-0.00024267-0.001207i,-0.0002944-0.00067527i,-0.00018742-0.00054719i,-0.00032408-0.00085194i,-0.00042132-0.0012893i,0.0001028-0.0016065i,0.00044058-0.0012527i,0.00054457-0.00062037i,0.00061825-0.00038465i,0.00031556-0.00036469i,0.00048706-0.00068352i,0.00047314-0.00050343i,0.00054425+0.0005301i,0.00073862+0.0012466i,0.00067844+0.0012118i,0.00067395+0.0012193i
0.0017238-0.00017743i,0.00069948+0.00067061i,0.00090673+0.00071347i,0.00085973+0.00015404i,0.00053895-0.00023368i,0.00063921-0.00077465i,0.00070512-0.00096747i,0.00046306-0.0010729i,0.00072636-0.00091253i,0.00010217+7.4298e-05i,-0.00084945-0.00020204i,-1.2891e-05-0.0013362i,0.00067406-0.001433i,0.00036142-0.00017119i,0.00027715+0.00084951i,0.00042653+0.00052902i,0.00054811-0.00027309i,0.00095711+0.0001372i,0.0011552+0.00050068i,0.00022775+0.00025322i,-0.00065282-5.3645e-05i,-7.1558e-05-9.476e-05i,0.00049571+0.00025791i
-4.9311e-05-0.0020131i,-0.0026553-0.0017574i,-0.0035909-0.0010035i,-0.001514+0.00022018i,0.00050871+0.00082323i,0.0012822+0.00083584i,0.0013574-0.00026682i,0.001054-0.00053618i,0.00046981-0.00028732i,9.9038e-05-0.00057157i,5.6822e-05-0.00039132i,6.0453e-05+0.00015633i,0.00026188+0.00050889i,0.00019875-8.9923e-05i,0.000313-0.00059293i,0.00084078+0.00026622i,0.00066186+0.00021579i,0.0004984-6.8285e-05i,-9.1506e-06+0.0010566i,-0.00053483+0.000888i,-0.00041749+0.00037174i,-0.00045057+0.00080337i,-0.00026649+0.0012699i
0.0011828-0.0009249i,0.00059845-0.0015045i,-0.00092312-0.0014177i,-0.0015468-0.0008349i,-0.00098012-3.568e-05i,-0.0002302+0.00064438i,0.00019547+0.00011366i,0.00047543-0.0010068i,0.00059297-0.0012999i,0.00026022-0.00088568i,0.00014942-0.00042598i,0.00060926-2.5512e-05i,0.0005851+5.8496e-05i,0.0012049-0.00076719i,0.0014289-0.0012629i,0.00031228-0.0010506i,-0.00037803-0.00055355i,-0.00054761+7.244e-05i,-0.00092466-0.00011238i,-0.00078069-3.8203e-05i,-0.00060831+0.0001554i,-0.00060421+0.00019258i,-0.00080644+0.0001128i
-2.0789e-06+0.0012639i,0.00063178+0.00044784i,0.0013322-0.00037977i,0.0022121-0.00032703i,0.0025575-0.00059489i,0.0020249-0.0014874i,0.00080191-0.0020024i,5.9099e-05-0.0015357i,0.00012787-0.00085693i,7.8703e-05-0.0007204i,3.7367e-05-0.000731i,0.00049029-0.0014685i,0.00024811-0.0016208i,-0.00051219-0.00072622i,-0.0010344-6.4193e-05i,-0.00084475-0.00057402i,-0.00018334-0.00027491i,-0.00039025+0.00034983i,0.00012306+0.00037458i,0.00055117+0.00019398i,-3.6511e-05+7.5505e-05i,-0.00024658+0.0003221i,-0.00019815+0.00035823i
-0.001046+0.00069684i,0.00096307+0.00099512i,0.0018079+0.00093748i,0.0018798+0.0005465i,0.00067432+0.00019113i,-0.00027685-0.00064445i,-0.00024226-0.0013365i,9.6112e-05-0.0013268i,0.00013994-0.00054604i,-0.0001121+9.1964e-05i,-0.0004331-0.00069929i,-0.00035015-0.001264i,8.1709e-05-0.00064257i,-0.00010281-0.00044197i,-2.9718e-05-0.00018302i,0.00028784+0.00022729i,-0.0001297-0.00019166i,-0.00069444-0.00027864i,-0.00072818-0.0001915i,-4.9633e-05-0.00011313i,-0.00015552+6.8155e-05i,-0.00034865-0.00027032i,9.4908e-05-0.00089844i
0.0011699+0.0001427i,0.0017014+0.00042869i,0.00157+0.0010501i,0.00052683+0.0010221i,4.3373e-05+0.0014852i,0.00091388+0.0010153i,0.00042923-0.00055928i,-0.00090968-0.00090281i,-0.00045457-0.0010188i,0.00028691-0.00081758i,6.5166e-05-0.00026397i,-0.00043581-0.00050456i,-0.00050141-0.00094126i,-0.0007005-0.00078632i,-0.000802-0.0010921i,0.00033252-0.0007647i,0.00052529-0.00053381i,0.00041511-0.00054373i,0.00086411+0.00055474i,9.5452e-05+0.00092295i,-0.00045111+2.5818e-05i,-0.0001184+0.00023919i,0.00010805+0.00075926i
0.00083201-0.00053216i,0.00048912+0.00056201i,0.00060737+0.00098195i,0.00013618-1.7807e-05i,-0.00037681-0.0020187i,0.00047089-0.0028956i,0.0012038-0.0027155i,0.00078802-0.0020382i,0.00096009-0.00091657i,0.00088673+0.00013363i,0.00077437+7.6769e-05i,0.00077773-0.00053341i,-3.1522e-05-0.00027279i,-0.00056484+4.61e-05i,-7.088e-05-8.5327e-05i,6.7475e-05+3.9003e-05i,-0.00075942+0.00028206i,-0.0002174+0.00027696i,0.00061531+0.00068093i,7.1543e-05+0.0011054i,0.00033974+0.00095512i,0.00064677+0.00018349i,0.00067437-0.0001342i
0.0010103-0.00096784i,0.00060446-0.0011281i,0.00070184-0.0016068i,0.0013432-0.0014252i,0.0012257-5.4045e-05i,0.00061037+0.00022919i,0.00084779-0.0010999i,0.00064499-0.0016774i,0.00047048-0.0017594i,0.00083687-0.001376i,0.00070632-0.0010839i,9.5268e-05-0.0013557i,0.00021145-0.0011159i,0.00041755-0.00046159i,0.00036928-0.00059651i,9.7335e-05-0.001265i,-0.00042264-0.0011911i,0.00012164-0.00076844i,0.00068502-0.00024621i,0.00046155-0.00057705i,0.00036433-0.00046564i,0.00044712-3.3222e-05i,0.00044109+0.000788i
0.00060638-0.0017221i,0.0007544-0.0025862i,0.00032396-0.0028273i,0.00054029-0.0018387i,0.00091592-0.00059948i,0.00064252-0.0007653i,0.00053074-0.0012724i,0.00015545-0.0012126i,0.00032574-0.00087806i,0.00071711-0.00039247i,0.00019999+2.9256e-05i,-0.00025185+0.00011481i,-5.0134e-05+0.00020344i,9.3012e-05+0.00019509i,0.00046952+0.00035983i,0.00091887+0.00056804i,0.00090872+0.000541i,0.00083561+3.4467e-06i,0.00072181-0.00045111i,0.00041344-0.00024584i,0.00024152+1.1186e-05i,-4.8484e-05+0.00013988i,-0.00039473+0.00080624i
0.00015517-0.00063834i,0.00010946+0.0011839i,-6.5938e-05+0.0025749i,0.00023041+0.003182i,0.0006184+0.0027908i,0.0015211+0.0011861i,0.0010877-0.00015505i,0.0002577-0.00093122i,0.00035762-0.0008749i,0.00039061-0.00041209i,-0.00019452+5.8159e-05i,-1.9174e-05+0.00013454i,0.00032004-0.00083879i,8.5093e-06-0.0010587i,-0.00050229-0.00061297i,-0.00037939-0.00070419i,3.0623e-05-0.00055448i,-0.00010701+0.00025773i,-0.00029195+0.00082608i,-0.0002223+0.00055347i,0.00028699+0.00053143i,0.00085121+0.0012513i,0.00044419+0.00047685i
-0.0026772+0.0023662i,-0.0019907+0.0013676i,-0.0010068+0.0019286i,0.00046057+0.0017166i,0.0020205+0.00024559i,0.0020533-0.0013755i,0.00074078-0.0013852i,-0.00062631-0.00075047i,-0.00077538-0.00068775i,0.00029622-0.00025711i,0.0010209-0.00036391i,0.00053275-0.00065917i,0.00011744-1.5797e-05i,0.00064077+0.00035718i,0.00049494+0.00067228i,0.00022985+0.0009319i,0.00026917+0.00076986i,6.3439e-06+0.00047852i,9.659e-05+0.00076137i,0.00015687+0.00038799i,0.00027459-3.7803e-05i,0.00014301-0.0001616i,7.6958e-05-0.00037026i
0.0011627+0.00036834i,0.00092868+0.00052928i,0.00055646-0.00029029i,-0.00019493-0.0005491i,8.6949e-05-0.00072004i,-0.00026598-0.00042406i,-0.00046614-4.7621e-05i,0.00041899-0.00044501i,0.00038339-0.00050491i,9.998e-05+0.00029016i,3.8631e-05+2.3336e-05i,0.0003879+7.7995e-05i,0.00071137-0.00022268i,0.00021544-0.00011388i,-7.0149e-05+0.00012364i,0.00020306-0.00051454i,0.00067286-0.00073807i,0.0011634+0.00030306i,0.0015318+0.00098296i,0.0012315+0.00073453i,0.00046028+0.00073591i,0.00049434-1.9636e-05i,0.00027515-0.00039079i
-0.00060754-0.0010486i,-0.00056176-0.00024894i,-5.9484e-05+0.0010731i,-0.00026811+0.0015937i,-0.00026655+0.0013419i,0.00090289+0.00064948i,0.00058551-0.0008072i,-0.0006472-0.0017863i,-0.00044108-0.0011534i,0.00041687-0.00042856i,-0.00018678-0.00078021i,-5.2102e-05-0.0010857i,0.00093914-0.00086628i,0.0011618-0.00074028i,0.00076005-0.00069874i,0.00024686-8.2756e-05i,-0.00018467-0.00024826i,-0.0003039-0.00058832i,-0.00023498-0.00031336i,-0.00039671+3.0552e-05i,-0.00065606+0.00046941i,-0.00017176+9.8742e-05i,0.00013397-0.00041793i
-0.00059517-0.0011131i,-0.0010157-0.00098472i,-0.00075394+6.9953e-05i,0.0005989+5.8351e-05i,0.0010375-4.8767e-05i,0.00098013-0.00050663i,0.00026387-0.00081077i,-0.00041501-0.00078562i,-0.00056798-0.00059248i,-0.00012798-0.00040839i,0.0002974+0.00027084i,-6.1468e-05+0.00069575i,-0.00019218+0.0003324i,0.00069456+5.5979e-05i,0.00045017+0.00014405i,-0.00016702+0.00041629i,0.00024058+0.00065082i,0.00038804+0.00068566i,0.00076498+0.00019199i,0.00092862-0.00013288i,0.00087855+7.4871e-05i,0.00035904-0.00015229i,-0.00034875-0.00036704i
-0.00095329-0.0011532i,-0.0016004+0.0009301i,-0.0020564+0.00024233i,-0.001936-0.00033995i,-0.0011609-0.00013115i,0.00036691-0.00081683i,0.0010224-0.0010199i,0.0004029-0.00055344i,4.3472e-05-0.00045038i,-0.00028089-0.00025997i,-0.0004418+0.00032661i,0.00010797+1.7334e-05i,0.00074011-0.00075424i,0.00069786-0.00092898i,0.00021362-0.00074272i,-0.00024719-0.00029438i,0.00023758+0.00055087i,0.00059875+0.00055215i,0.00034105+6.3742e-05i,0.00054199+0.00022429i,0.00033361+0.00036374i,0.00032174-2.9442e-05i,-8.463e-05-0.00033916i
0.00092568+0.0010412i,0.001389+0.00098285i,0.00098981+0.001517i,0.0010601+0.0014865i,0.0024643+0.00049037i,0.0021917-0.00047837i,0.0014892-0.0010412i,0.00042885-0.00098887i,-0.00039549-3.3474e-05i,0.00088632+0.00010785i,0.00090883-0.00041006i,0.00027547-0.001434i,0.00058045-0.001261i,0.00071576-0.00050742i,0.00050206-0.00022246i,0.00025281-2.7076e-05i,0.00044739+0.00014567i,0.00060927+0.00016796i,-5.6651e-05+0.00034827i,-0.00043544-0.00015279i,-0.00019692-0.0003888i,6.8037e-05+0.00032863i,0.00047873+0.00026503i
-0.00092462+0.00165i,-0.0014032+0.0011674i,-4.6115e-05+0.00081125i,0.0012791-0.00011648i,0.0020955-0.0012492i,0.0015693-0.0011852i,0.00040353-0.00054355i,0.00032247-0.00045264i,0.00093222-0.00087189i,0.00053303-0.00069257i,-0.00020516-0.00026373i,-0.00049628-0.00055252i,-0.00021894-8.0138e-05i,0.00025038+0.0011984i,0.00018467+0.0010251i,-0.0004023-0.00014474i,-7.7818e-05-6.2171e-06i,-0.00018639+0.00060572i,-0.000804+0.0010498i,-0.00045638+0.00089404i,-0.00017605+7.5135e-06i,-4.6072e-06-0.00018725i,-4.0492e-06+0.0001504i
-9.7094e-05+5.8504e-05i,6.167e-05+0.00022477i,0.00024418-0.00018776i,0.00021187-0.0004024i,0.00021715-0.00026169i,0.00026468-0.0001731i,7.8414e-05-0.00070145i,0.00049977-0.00023916i,0.00055336+0.00030043i,0.00032062-0.00044331i,-6.5032e-05-0.0011176i,-0.00016294-0.0010167i,0.0010581-0.0001737i,0.00093753-8.8541e-06i,-0.00028857-0.00037671i,-0.00012927+0.00044724i,0.00019874+0.0015829i,0.00032849+0.0019303i,0.00051539+0.00166i,0.00044628+0.0010209i,0.00059193+0.00066058i,0.00079001+0.00033871i,0.00061184+0.00032529i
0.00075708+0.00035054i,-0.00046346+0.00073992i,-0.0012785+0.00053038i,-8.993e-05+0.0011075i,0.00066628+0.0013871i,0.00073809+0.00037486i,0.00018817-0.00073827i,-0.00035176-0.00078447i,-0.00051339-2.319e-05i,-1.2979e-05-0.0001675i,0.00037632-0.00047132i,-7.6272e-05-0.00011839i,-0.00081612-0.00011939i,-0.00064158-4.7844e-05i,-9.418e-05-0.0001012i,-0.00015097+0.00018318i,-0.00019977+0.00025564i,6.6284e-05+0.00042062i,0.0003541+0.00057048i,0.00051104-7.3896e-05i,0.00038261-0.00017224i,-0.00034437+0.00022749i,-0.001165+9.8335e-05i
