-0.0053986+0.0011237i,-0.003724+0.0021566i,-0.0031412+0.0036898i,-0.0019276+0.0048016i,0.00072536+0.0041613i,0.002433+0.0026599i,0.0014305+0.0010306i,7.3538e-06+0.00071986i,0.000105+0.0012865i,0.001099+0.00066637i,0.0013005-0.00084742i,0.00047638-0.0018984i,0.00046064-0.0025544i,-0.00018886-0.0023058i,-0.0011886-0.0013332i,-0.00086377-0.00065249i,-0.0002778-0.00012848i,0.00025469+8.6792e-05i,0.00062842-0.00035095i,0.00046481-0.00089058i,0.00047553-0.0014528i,0.00071636-0.0010591i,0.0002778-2.3403e-05i
-0.044917+0.029507i,-0.10886+0.089249i,-0.17303+0.16253i,-0.19844+0.20059i,-0.18069+0.17638i,-0.12885+0.11963i,-0.067037+0.063415i,-0.020494+0.023835i,0.0040358+0.0064895i,0.013708+0.00095284i,0.019881-0.0046164i,0.020218-0.0099252i,0.013553-0.011261i,0.0055358-0.0105i,-0.0017752-0.0099752i,-0.0067266-0.0064594i,-0.0080869+0.00046115i,-0.0073912+0.0052898i,-0.0075873+0.0066261i,-0.0083828+0.0080363i,-0.0064171+0.013887i,-0.00021643+0.02098i,0.0066453+0.019222i
-0.029926-0.03165i,-0.078783-0.068521i,-0.094551-0.11613i,-0.031157-0.16392i,0.043413-0.1928i,0.056594-0.17903i,0.044705-0.11209i,0.044931-0.037343i,0.046676-0.0070699i,0.039661-0.013368i,0.024639-0.020613i,0.012831-0.014979i,0.010547-0.0066281i,0.0094672-0.0011207i,0.0069068+0.0020582i,0.0035229+0.00091137i,0.00050986-0.0023734i,-0.0016595-0.005051i,-0.00268-0.0063583i,-0.0018407-0.010747i,-0.0062048-0.018348i,-0.0136-0.018702i,-0.011605-0.010364i
0.037709-0.04516i,0.077179-0.11691i,0.063629-0.14762i,-0.0050374-0.054657i,-0.024247+0.071025i,0.0056614+0.10112i,-0.001214+0.0702i,-0.018615+0.050383i,-0.0085413+0.038566i,0.0039314+0.024059i,0.0089076+0.017844i,0.01525+0.015617i,0.020131+0.00853i,0.017511-0.0014239i,0.0072884-0.0076483i,-0.002172-0.0060511i,-0.0056755-0.0033379i,-0.0080984-0.0028766i,-0.0077055+0.00068843i,0.00016246+0.0091143i,0.012838+0.016941i,0.019031+0.018514i,0.010694+0.017517i
0.030928+0.063687i,0.10386+0.13304i,0.20809+0.12948i,0.24265+0.001445i,0.15641-0.09739i,0.056019-0.068582i,0.023182-0.030487i,0.0080231-0.038958i,-0.017998-0.037616i,-0.033747-0.018705i,-0.037265-0.0055362i,-0.03441+0.0032615i,-0.025352+0.011207i,-0.012371+0.01471i,-0.0013754+0.014845i,0.003537+0.011919i,0.0031705+0.0067826i,0.0048709+0.0041297i,0.008599+0.00025351i,0.0048976-0.0099602i,-0.0059706-0.021133i,-0.015158-0.027594i,-0.015754-0.02825i
-0.054556+0.0005629i,-0.13943+0.048485i,-0.20264+0.16972i,-0.16943+0.30477i,-0.091081+0.32698i,-0.048381+0.23239i,-0.028057+0.1268i,-0.0089816+0.050406i,-0.0047732+0.0065933i,-0.010287+0.0013656i,-0.006319+0.0064742i,-0.0027225+0.00036064i,-0.0087445-0.0041118i,-0.012642-0.0019652i,-0.0081883-0.0012611i,-0.0011981-0.001019i,0.0020768+0.0027943i,0.0023149+0.0070527i,0.00070869+0.01137i,0.0007379+0.01923i,0.0091148+0.027002i,0.021067+0.027042i,0.02282+0.017749i
0.00087999-0.040976i,-0.034323-0.11582i,-0.11651-0.21439i,-0.19297-0.26826i,-0.18294-0.25304i,-0.10428-0.20399i,-0.028575-0.13858i,0.0090065-0.070674i,0.0091137-0.026429i,0.0011963-0.010616i,-0.0016363-0.0071779i,-0.0029252-0.0076403i,-0.0042013-0.0063576i,-0.0014281+0.00061868i,0.0050627+0.0055328i,0.0053975+0.0056616i,0.0028321+0.0052181i,0.0013593+0.0017923i,0.00014441-0.0067133i,-0.0051899-0.018339i,-0.018786-0.025262i,-0.028741-0.020187i,-0.020598-0.01135i
0.034675-0.0097249i,0.10546-0.038496i,0.17734-0.070419i,0.19282-0.059449i,0.17234-0.0028935i,0.15455+0.042875i,0.10664+0.057726i,0.039911+0.060489i,0.014914+0.051899i,0.027437+0.036288i,0.042115+0.021499i,0.045165+0.0081701i,0.037876-0.0025282i,0.021959-0.0097026i,0.0033311-0.010379i,-0.0044471-0.0068547i,-0.00013607-0.0067282i,0.0033448-0.0086479i,0.001213-0.003494i,0.0041633+0.011097i,0.016829+0.022297i,0.02346+0.022018i,0.014386+0.018289i
0.0084184+0.041924i,0.031638+0.10999i,0.0826+0.13064i,0.10044+0.03622i,0.022441-0.069324i,-0.07547-0.069448i,-0.087846-0.037753i,-0.051074-0.037936i,-0.023249-0.030498i,-0.011788-0.01876i,-0.016036-0.010201i,-0.015249+0.0073458i,-0.00042252+0.018797i,0.010195+0.014021i,0.0090675+0.0026241i,0.00066774-0.005364i,-0.0080726-0.0056549i,-0.0078723-0.0013957i,-0.0021476-0.0010095i,-0.0032072-0.0075362i,-0.011814-0.014117i,-0.016784-0.015675i,-0.012759-0.014756i
-0.034026-0.0118i,-0.1006+0.0064794i,-0.13435+0.10318i,-0.051669+0.22669i,0.074136+0.2272i,0.098487+0.11129i,0.051316+0.040346i,0.039149+0.034731i,0.046989+0.020248i,0.037318+0.00031132i,0.022765-0.011288i,0.0075697-0.01484i,-0.0057311-0.0087003i,-0.01072-0.0025386i,-0.008135-0.00079127i,-0.0016365-0.0029237i,0.0024469-0.0068059i,-0.00029623-0.0053868i,-0.0027534+0.004271i,0.0032184+0.013076i,0.013493+0.012324i,0.018794+0.0061536i,0.01387+0.0016833i
-0.0050274-0.015232i,-0.022556-0.07182i,-0.11504-0.14402i,-0.24094-0.14409i,-0.25781-0.058102i,-0.14581+0.00023372i,-0.044546-0.014231i,-0.013288-0.02305i,-0.0098265-0.0064923i,-0.014012+0.0022405i,-0.01816+0.0013699i,-0.018489-0.0033627i,-0.017136-0.0057002i,-0.008876-0.00024989i,0.001402+0.0083535i,0.0034351+0.013114i,-0.0013617+0.013545i,-0.0056268+0.010206i,-0.0061289+0.00075273i,-0.0079102-0.010845i,-0.013151-0.016284i,-0.015801-0.012845i,-0.0084784-0.0068755i
0.025566-0.0085575i,0.093022-0.02679i,0.17991-0.067974i,0.21244-0.10706i,0.17857-0.079106i,0.1434+0.014868i,0.12382+0.073251i,0.078564+0.053628i,0.0207+0.025958i,0.0016606+0.023849i,0.012838+0.020473i,0.020548+0.0050448i,0.014304-0.0073693i,0.0020341-0.0043193i,-0.0050669+0.0055341i,-0.0034132+0.0094218i,0.0014059+0.0082421i,0.0041128+0.003686i,0.0035493-0.00018509i,0.0043725+0.0019407i,0.0083748+0.00479i,0.0071176+0.00351i,-0.00061333+0.0025353i
0.0039159+0.037638i,-0.00046311+0.10238i,0.01503+0.14166i,0.016764+0.10314i,-0.059334+0.042362i,-0.14282+0.016543i,-0.1396+0.0016221i,-0.089577-0.025368i,-0.055012-0.037247i,-0.043743-0.019751i,-0.035098+0.0074437i,-0.016058+0.023082i,0.0038298+0.020545i,0.010929+0.0080107i,0.0054703-0.0039854i,-0.0039041-0.0061739i,-0.0079853+0.00082825i,-0.0059296+0.0040195i,-0.0051176+0.0018333i,-0.0076085+0.0021034i,-0.0087142+0.0055953i,-0.0042195+0.0090558i,0.0021019+0.0090043i
-0.038203-0.01176i,-0.073049-0.013228i,-0.079198+0.030708i,-0.0062484+0.066643i,0.094771-0.023171i,0.11277-0.1539i,0.064673-0.15582i,0.038794-0.072558i,0.037557-0.027659i,0.034037-0.027507i,0.026631-0.032461i,0.013087-0.023617i,0.00096738-0.0084334i,-0.0048568-0.0045536i,-0.0059842-0.0080985i,-0.0028531-0.011485i,0.0022768-0.015447i,0.005636-0.015002i,0.0058075-0.0081241i,0.0059567-0.0024965i,0.0056298-0.0011596i,0.0024656-0.002127i,-0.0002941-0.0036636i
0.015833-0.023447i,-0.00028407-0.059259i,-0.071698-0.082716i,-0.14398-0.035159i,-0.10266+0.061208i,-0.012881+0.089286i,-0.0017158+0.040238i,-0.022606+0.011407i,-0.013651+0.014205i,0.0031769+0.012434i,0.0052933+0.0051192i,-0.0018147-0.0011613i,-0.0047513-0.0014294i,1.9721e-05+0.0018069i,0.0049282+0.0022495i,0.0071108+0.0017462i,0.0084377+0.00073721i,0.0057054+0.0031047i,0.0018969+0.0079917i,0.001306+0.0089789i,0.0033937+0.0069264i,0.0070157+0.0038318i,0.0079585+0.0019763i
0.033948-0.0053369i,0.075914-0.022101i,0.12626-0.079608i,0.1108-0.13646i,0.032093-0.090508i,0.020932+0.030063i,0.0754+0.088933i,0.079809+0.063926i,0.04506+0.036457i,0.029787+0.022704i,0.025643+0.0059328i,0.014972-0.0059331i,0.0043384-0.0055458i,0.0026263+0.0020585i,0.0056216+0.0086066i,0.0054431+0.0087476i,0.0024727+0.0069621i,0.00076572+0.0040602i,0.0017295-0.0013872i,0.0026096-0.0050625i,-0.0009171-0.0073846i,-0.0072817-0.0073364i,-0.0091004-0.0069457i
-0.018402+0.04447i,-0.019428+0.096813i,-0.00024471+0.13658i,0.028602+0.1347i,0.0020615+0.1137i,-0.07935+0.12081i,-0.10849+0.12564i,-0.070416+0.088272i,-0.037653+0.045293i,-0.031377+0.034251i,-0.023819+0.034714i,-0.0055697+0.026587i,0.0089069+0.014573i,0.0099252+0.0077915i,0.001853+0.0069516i,-0.0047065+0.0107i,-0.0075391+0.015234i,-0.011602+0.013658i,-0.015531+0.0088378i,-0.013617+0.0054849i,-0.0062443+0.0028538i,-0.00083272+0.00021461i,-0.00098205-0.00056568i
-0.03387-0.036337i,-0.061667-0.051114i,-0.072744-0.012373i,-0.051623+0.025693i,-0.0089999-0.04172i,0.020604-0.15001i,0.025341-0.15976i,0.023964-0.087098i,0.019139-0.032031i,0.013709-0.023919i,0.0093667-0.026292i,0.008454-0.012833i,0.0093924-0.0013869i,0.0047843-0.0033344i,-0.0017297-0.0080602i,-0.0081037-0.010338i,-0.013286-0.012007i,-0.010465-0.013365i,-0.0019343-0.013541i,0.0017226-0.014145i,-0.0038743-0.011561i,-0.0090175-0.0034418i,-0.0040354+0.0032846i
0.040433-0.014965i,0.034164-0.029277i,-0.007261-0.045128i,-0.02915-0.031049i,0.021468+0.023523i,0.081086+0.038505i,0.061675-0.0011328i,0.0035491-0.031989i,-0.024929-0.02533i,-0.023745+5.633e-06i,-0.015299+0.016215i,-0.011952+0.013346i,-0.011514+0.0050031i,-0.0081782-0.0014882i,-0.0048803-0.0071317i,-0.00048972-0.012983i,0.0061595-0.015985i,0.010021-0.011342i,0.0067371-0.00077133i,0.0048726+0.009468i,0.011576+0.0080016i,0.01632-0.0030847i,0.010969-0.0078239i
0.014687+0.035826i,0.054072+0.025334i,0.073421-0.027676i,0.021771-0.071518i,-0.055605-0.060701i,-0.053933-0.030298i,0.020689-0.03311i,0.064625-0.047477i,0.055621-0.049388i,0.030149-0.04222i,0.010907-0.032016i,0.00053819-0.025772i,-0.0056193-0.017741i,-0.0039922-0.0056489i,0.0053701+0.003381i,0.012423+0.0064961i,0.01368+0.0052984i,0.011973+0.0036805i,0.0088588+0.0021266i,0.0021628+0.0021878i,-0.0062841+0.0094654i,-0.007857+0.01905i,-0.0027121+0.019223i
-0.046619+0.018654i,-0.062769+0.051801i,-0.022235+0.079356i,0.057731+0.047753i,0.075335-0.0033921i,-0.0020778+0.024557i,-0.064534+0.099384i,-0.044728+0.11345i,-0.0076504+0.067892i,-0.0017597+0.034268i,-0.004252+0.021869i,-0.0014235+0.0066863i,-0.0029764-0.0018154i,-0.0066088+0.0053076i,-0.0079922+0.016169i,-0.005627+0.024859i,-0.00084424+0.030175i,-0.00091351+0.027479i,-0.0027359+0.019772i,-0.0010591+0.010065i,0.0032193-0.0031709i,0.0041685-0.016183i,-3.7905e-05-0.02048i
0.0065315-0.06658i,-0.01538-0.091459i,-0.039692-0.045625i,-0.045562+0.042487i,-0.028836+0.066928i,0.0038608+0.0019473i,0.010496-0.049039i,0.0029955-0.034472i,0.016345-0.0070407i,0.036177-0.011162i,0.0386-0.019082i,0.032116-0.0053507i,0.027756+0.0085851i,0.018948+0.0052929i,0.0040177-0.0045018i,-0.014043-0.005382i,-0.027213-0.0011296i,-0.027207-0.00040961i,-0.017384-0.0015603i,-0.0088989-0.0020838i,-0.010112+0.0015665i,-0.014549+0.012043i,-0.010744+0.016636i
0.054292+0.047087i,0.078164+0.053838i,0.029777+0.011429i,-0.030098-0.021847i,-0.0039725+0.014741i,0.047545+0.078284i,0.051764+0.084609i,0.0089025+0.03923i,-0.034966+0.021248i,-0.032977+0.039887i,-0.0083721+0.040276i,-0.0065471+0.026652i,-0.011593+0.019002i,-0.0049429+0.0081014i,0.00414-0.005952i,0.0091408-0.019181i,0.0093376-0.028223i,0.006561-0.02681i,0.0044542-0.016383i,0.0086658-0.0083631i,0.016373-0.013158i,0.018329-0.023078i,0.014748-0.02113i
-0.042897+0.010466i,-0.035639+0.008134i,0.027928-0.0046554i,0.055194-0.0082443i,0.0022089+0.00064518i,-0.024818-0.015406i,0.0097725-0.05878i,0.032372-0.076872i,0.019204-0.057984i,0.0023497-0.03514i,-0.0017954-0.024583i,0.0015101-0.020716i,0.0062396-0.013382i,0.012431-0.0027647i,0.018615+0.0016962i,0.023177-0.0031244i,0.024727-0.009159i,0.020911-0.010752i,0.008822-0.010011i,-0.0072118-0.0045988i,-0.017323+0.0076376i,-0.017783+0.018586i,-0.015381+0.019196i
-0.014745-0.029961i,-0.042085-0.0090368i,-0.046453+0.033158i,-0.012791+0.013337i,-0.00062426-0.040957i,-0.02743-0.022139i,-0.0435+0.04941i,-0.037596+0.079063i,-0.034497+0.059878i,-0.034725+0.037438i,-0.027693+0.022726i,-0.016629+0.0063892i,-0.013138-0.0058529i,-0.016646-0.0015323i,-0.016146+0.015451i,-0.0099875+0.030557i,-0.00235+0.036853i,0.0056152+0.033223i,0.014568+0.020553i,0.018672+0.0039929i,0.018474-0.0093089i,0.018409-0.017426i,0.018921-0.016807i
0.038651-0.024631i,0.051336-0.070607i,0.00093961-0.093266i,-0.042288-0.038323i,-0.012997-0.0055731i,-0.0037754-0.080949i,-0.046115-0.13681i,-0.051912-0.084858i,-0.0090653-0.02602i,0.014705-0.017817i,0.012584-0.010878i,0.020652+0.004596i,0.027355+0.0058241i,0.011716-0.0046154i,-0.013012-0.014038i,-0.031385-0.011509i,-0.036769-0.0023059i,-0.036162+0.0040082i,-0.033613+0.0096922i,-0.025854+0.014598i,-0.018526+0.018623i,-0.015294+0.01893i,-0.018598+0.0092265i
-0.0083009+0.074157i,-0.0073554+0.11952i,-0.0044568+0.096131i,-0.02886+0.020086i,-0.044934+0.003469i,0.0096965+0.072537i,0.078136+0.11398i,0.08059+0.075316i,0.042041+0.032451i,0.017148+0.018429i,-0.0010143+0.011455i,-0.020269+0.012875i,-0.022428+0.015365i,-0.0095575+0.0059364i,-0.00041749-0.0051832i,-0.0025662-0.01243i,-0.010573-0.015287i,-0.01012-0.011842i,-0.00074831-0.0024302i,0.0070853+0.0053316i,0.010249+0.0036366i,0.012883+0.00022797i,0.018228+0.0028236i
-0.053755-0.064146i,-0.051997-0.085165i,0.024909-0.049232i,0.1181-0.0034809i,0.1126-0.0066737i,0.047584-0.024289i,0.021367-0.026907i,0.045491-0.029048i,0.064353-0.038565i,0.048655-0.041419i,0.027881-0.040076i,0.0121-0.038452i,0.0034798-0.020441i,0.010623+0.0028948i,0.024362+0.0055128i,0.038528-0.0077307i,0.047153-0.019589i,0.036334-0.022379i,0.0109-0.018543i,-0.0089215-0.012626i,-0.016213-0.0080845i,-0.021001-0.0077092i,-0.027339-0.0093436i
0.062405+0.012876i,0.062986+0.058155i,-0.0057284+0.1247i,-0.05381+0.17431i,-0.0035565+0.19279i,0.067551+0.18578i,0.097203+0.14894i,0.074053+0.089603i,0.030491+0.045785i,0.018242+0.030556i,0.028409+0.01715i,0.029123+0.00074921i,0.013976-0.0034903i,-0.0013321+0.0098068i,-0.0031965+0.031684i,0.00074872+0.047356i,0.0042996+0.047296i,0.013083+0.034665i,0.025662+0.016512i,0.030891-0.0031426i,0.025187-0.015367i,0.018739-0.014114i,0.020937-0.0027444i
-0.013034+0.0056444i,-0.028061-0.074157i,-0.031616-0.2039i,-0.04616-0.24602i,-0.079748-0.17432i,-0.10734-0.12762i,-0.13069-0.12392i,-0.11967-0.093052i,-0.074693-0.042912i,-0.037569-0.0049906i,-0.013137+0.020014i,0.0070967+0.023398i,0.011811+0.0063468i,0.00094618-0.010358i,-0.011951-0.017198i,-0.01729-0.014655i,-0.018362-0.0072978i,-0.019437-0.00021042i,-0.017813+0.0031987i,-0.010538+0.0057427i,-0.0023058+0.010575i,0.00015983+0.0088783i,-0.0070969+0.00038672i
-0.027658+0.02108i,-0.0080637+0.080044i,0.030187+0.13769i,0.034047+0.10832i,0.017452+0.031563i,0.043433+0.014925i,0.081025+0.015005i,0.046387+0.0024187i,-0.01055+0.013017i,-0.019971+0.024476i,-0.012399+0.02189i,-0.0083076+0.024945i,0.0059485+0.022073i,0.017128-0.00024528i,0.0057699-0.020741i,-0.020968-0.024956i,-0.038121-0.018759i,-0.034436-0.0090083i,-0.021307-0.0015285i,-0.015023+0.0019408i,-0.015869+0.0058979i,-0.010338+0.011099i,0.0056412+0.011774i
0.018229-0.074487i,-0.0066349-0.12395i,-0.052161-0.14253i,-0.06465-0.13015i,-0.077554-0.1294i,-0.15357-0.12909i,-0.19802-0.066912i,-0.13501-0.0062459i,-0.059361-0.010578i,-0.038925-0.022642i,-0.03396-0.021935i,-0.028347-0.024256i,-0.024913-0.015086i,-0.010885-0.00093141i,0.0095352-0.0051726i,0.025036-0.021337i,0.029756-0.02945i,0.016707-0.029255i,-0.0035383-0.019541i,-0.010095-0.0051708i,-0.0058465+0.00033757i,-0.0061654-0.0016235i,-0.014892-0.0043739i
0.047131+0.098627i,0.070731+0.18882i,0.09446+0.27161i,0.11883+0.30343i,0.14571+0.25365i,0.17687+0.1454i,0.17076+0.055898i,0.1211+0.02259i,0.066949+0.017293i,0.037065+0.0069328i,0.027339-0.0077892i,0.023467-0.007916i,0.015558+0.0072185i,0.0047722+0.025704i,0.0030536+0.038888i,0.010311+0.039852i,0.015214+0.032795i,0.020054+0.024279i,0.021572+0.013836i,0.014435+0.0014116i,0.0075821-0.012047i,0.004803-0.020806i,0.0090247-0.019742i
-0.086716-0.063682i,-0.10787-0.16829i,-0.10452-0.27627i,-0.11125-0.26674i,-0.11574-0.12837i,-0.088492+0.01412i,-0.045884+0.05868i,-0.014412+0.032456i,0.00048877+0.0022747i,-0.0039947-0.0074659i,-0.015856-0.0024216i,-0.019045+0.0018956i,-0.017181-0.0049549i,-0.022177-0.010748i,-0.033092+0.0010141i,-0.032267+0.021925i,-0.015549+0.031095i,-0.00094106+0.024367i,0.0052298+0.015695i,0.008471+0.014489i,0.0097839+0.017787i,0.0072794+0.018434i,-0.001333+0.015228i
0.065819+0.0037406i,0.12455+0.098092i,0.17524+0.21396i,0.2081+0.20987i,0.2395+0.1135i,0.26793+0.046646i,0.25569+0.001266i,0.17914-0.017868i,0.10557+0.0082965i,0.081948+0.013145i,0.062052-0.0098347i,0.042022-0.010677i,0.042836+0.0012307i,0.04461-0.0023076i,0.03579-0.015409i,0.019716-0.022368i,0.0022668-0.016891i,-0.0079366-0.004738i,-0.0091236+0.00010859i,-0.009416-0.0068457i,-0.011888-0.013503i,-0.0091667-0.012707i,0.002088-0.0094781i
-0.026298-0.016639i,-0.16105-0.12717i,-0.34734-0.28151i,-0.43161-0.31415i,-0.37728-0.18609i,-0.27942-0.047286i,-0.19711+0.036441i,-0.11184+0.056778i,-0.04239+0.027225i,-0.010789+0.017337i,0.0073846+0.026392i,0.0073335+0.013224i,-0.0098531-0.0024944i,-0.014764-0.0052877i,-0.014815-0.0055127i,-0.022505-0.0046397i,-0.02531-0.0067979i,-0.02121-0.012133i,-0.014175-0.01029i,-0.0048749-0.0010285i,-0.0010561+0.0076901i,-0.0029248+0.012179i,-0.0080911+0.012645i
0.0033961+0.074455i,0.12801+0.15562i,0.31643+0.23363i,0.38138+0.21377i,0.25504+0.057341i,0.078526-0.09638i,-0.013878-0.13156i,-0.01912-0.080581i,-0.0048376-0.025076i,-0.0038129+0.001778i,0.0025449+0.0069995i,0.016161-0.0028011i,0.014595-0.0087991i,0.0090402+0.0030472i,0.026982+0.0086739i,0.048661-0.0065142i,0.043645-0.018931i,0.020068-0.01569i,0.0011335-0.00608i,-0.0016179-0.00076611i,0.0051057-0.0037218i,0.0093142-0.0067814i,0.01254-0.0085695i
-0.024904-0.10873i,-0.071817-0.13966i,-0.13937-0.079549i,-0.17975+0.033768i,-0.17527+0.11296i,-0.15174+0.14203i,-0.10554+0.13098i,-0.059648+0.064284i,-0.057454-0.001678i,-0.065433-0.0073884i,-0.056659+0.011327i,-0.050637+0.022294i,-0.041127+0.020865i,-0.036245+0.0055304i,-0.057506-4.0461e-05i,-0.079072+0.015764i,-0.067668+0.028813i,-0.030478+0.02321i,-0.0048947+0.00775i,-0.0053247+0.0010793i,-0.012168+0.0040755i,-0.015595+0.0044528i,-0.017609+0.0054156i
0.095435+0.11148i,0.15612+0.24208i,0.22716+0.31953i,0.29222+0.25304i,0.28377+0.12665i,0.20969+0.040396i,0.12408-0.020001i,0.045437-0.048774i,0.0013362-0.034412i,-0.005208-0.029111i,-0.0023291-0.045624i,0.004502-0.046264i,0.019187-0.021662i,0.041486+0.0020861i,0.068786-0.0010998i,0.087863-0.022792i,0.081247-0.031781i,0.050259-0.019934i,0.020007-0.0020504i,0.0096139+0.0033124i,0.0099515-0.0018517i,0.0063927-0.004465i,0.003002-0.0039568i
-0.13942-0.079187i,-0.31318-0.31489i,-0.51106-0.58559i,-0.5648-0.57424i,-0.35136-0.2861i,-0.039874-0.064582i,0.093121-0.015658i,0.058518-0.0040531i,0.025296+0.010916i,0.027469+0.015013i,0.026683+0.029136i,0.018804+0.047896i,0.00706+0.047201i,-0.012626+0.032358i,-0.042599+0.028395i,-0.067291+0.040398i,-0.062704+0.04857i,-0.031754+0.038159i,-0.0038623+0.014364i,0.0025298-0.0053138i,-0.0024342-0.013574i,-0.0019722-0.016299i,-0.00035484-0.016912i
0.10584-0.015919i,0.33605+0.065109i,0.60277+0.14895i,0.61565+0.07296i,0.35645-0.10102i,0.10481-0.16069i,0.0077861-0.10776i,0.0068317-0.035765i,0.023418+0.0031277i,0.014991-0.0054775i,-0.0049852-0.022508i,-0.0050739-0.031053i,-0.0012253-0.031599i,0.0021038-0.01686i,0.027269-0.0044036i,0.058428-0.010991i,0.057702-0.024836i,0.024907-0.024005i,-0.00204-0.0046538i,-0.0021575+0.012618i,0.0080701+0.020056i,0.014274+0.023872i,0.020581+0.018735i
-0.011799+0.028756i,-0.1832+0.11012i,-0.43607+0.25531i,-0.50123+0.35393i,-0.33684+0.28934i,-0.16041+0.14771i,-0.038527+0.09414i,0.045282+0.081134i,0.059385+0.047822i,0.044902+0.033195i,0.035333+0.029074i,0.014025+0.030163i,0.001568+0.027713i,-0.010655+0.0017555i,-0.049863-0.014432i,-0.09228+0.00025504i,-0.10268+0.019199i,-0.074787+0.020013i,-0.035978+0.0039927i,-0.016341-0.01305i,-0.011437-0.020063i,-0.009472-0.020686i,-0.010786-0.013647i
-0.039002+0.1154i,0.013176+0.18436i,0.14662+0.20215i,0.23391+0.1785i,0.12067+0.17212i,-0.0766+0.21149i,-0.128+0.21709i,-0.054366+0.13427i,-0.0075319+0.043353i,0.0011679+0.0097868i,0.016167-0.013344i,0.025419-0.043278i,0.021102-0.040583i,0.029487-0.01565i,0.055217-0.012871i,0.07647-0.031375i,0.079255-0.042044i,0.058202-0.037113i,0.024187-0.018119i,0.00010826+0.0086587i,-0.0055213+0.022878i,-0.0057156+0.01803i,-0.0064696+0.0069944i
-0.062959-0.23444i,-0.11515-0.4948i,-0.15228-0.68492i,-0.13426-0.58114i,0.00024983-0.28851i,0.1574-0.12077i,0.16362-0.11107i,0.068218-0.091679i,0.017819-0.02509i,0.022374+0.024097i,0.032139+0.048076i,0.036121+0.054967i,0.03107+0.041835i,0.012954+0.025458i,-0.010827+0.024233i,-0.026541+0.035863i,-0.027927+0.044373i,-0.018979+0.041464i,-0.007693+0.028378i,-0.0038753+0.01239i,-0.0076323+0.001451i,-0.010947-0.0035824i,-0.014499-0.0033682i
0.2372+0.14126i,0.49983+0.33376i,0.70917+0.42663i,0.64609+0.24733i,0.38094+0.036156i,0.18513+0.012891i,0.10028+0.012496i,0.018049-0.030842i,-0.043195-0.040651i,-0.062503-0.034631i,-0.062941-0.031024i,-0.047558-0.029929i,-0.033613-0.024625i,-0.019787-0.0089267i,0.0017984-0.0049044i,0.021418-0.014767i,0.037065-0.020322i,0.040871-0.019855i,0.028765-0.013931i,0.016242-0.0068733i,0.0081674-0.0055776i,0.0051669-0.0024543i,0.013263+0.0021475i
-0.21902+0.031306i,-0.57506-0.0095825i,-0.94201-0.015484i,-0.92738+0.043335i,-0.54327-0.035668i,-0.22209-0.24216i,-0.12342-0.27382i,-0.073913-0.14076i,-0.014346-0.052283i,0.0089322-0.030464i,0.011851-0.022967i,0.013501-0.014344i,0.013617-0.0041978i,0.0049484+0.003846i,-0.0079407+0.01443i,-0.019881+0.021088i,-0.03801+0.014674i,-0.046407+0.0080342i,-0.026788+0.005263i,0.0012643+0.00012614i,0.014646-0.0025905i,0.013052+0.00095875i,0.0015633+0.0065704i
-0.0078604-0.013331i,0.084686+0.0064622i,0.20236+0.028194i,0.15662+0.043507i,-0.055983+0.1018i,-0.19431+0.17886i,-0.13469+0.19502i,-0.025912+0.12657i,0.0044845+0.043569i,-0.005391+0.014279i,-0.010341+0.011337i,-0.021518+0.0079015i,-0.030022+0.013271i,-0.019709+0.013678i,-0.0085765-0.003405i,-0.0091952-0.019303i,-0.0060004-0.01785i,0.007114-0.0113i,0.01689-0.012431i,0.017488-0.016792i,0.014347-0.02012i,0.014935-0.024879i,0.019571-0.02951i
0.15305-0.19364i,0.28191-0.36179i,0.37044-0.40845i,0.35034-0.26896i,0.24173-0.097908i,0.12378-0.016866i,0.049078-0.0097392i,0.027763-0.010318i,0.02418+0.00474i,0.025178+0.013348i,0.022693+0.0087909i,0.020923+0.010902i,0.028261+0.0091896i,0.024603-0.0016148i,0.014326+0.0031029i,0.012024+0.02124i,0.0016748+0.029694i,-0.023867+0.025849i,-0.046335+0.022086i,-0.048086+0.02436i,-0.035071+0.026609i,-0.024526+0.024369i,-0.020373+0.019099i
-0.015864+0.38231i,0.0047293+0.76256i,0.093474+0.91377i,0.21816+0.65383i,0.27781+0.36437i,0.29149+0.31547i,0.30256+0.25856i,0.21471+0.10659i,0.083022+0.01882i,0.02092-0.0096201i,-0.0096636-0.023334i,-0.03336-0.013264i,-0.030459+0.0016781i,-0.011615+0.0022825i,-0.0059777-0.010805i,-0.011234-0.020032i,-0.0005193-0.01731i,0.018608-0.014802i,0.022563-0.015572i,0.015206-0.015998i,0.0085917-0.021582i,0.0018956-0.029137i,-0.00049619-0.026522i
-0.14922-0.34507i,-0.31398-0.74783i,-0.46176-0.98619i,-0.43864-0.79062i,-0.20389-0.47801i,-0.013653-0.35984i,-0.048033-0.249i,-0.08274-0.078632i,-0.016674+0.0016827i,0.02638-0.0066357i,0.038618-0.019453i,0.04665-0.025415i,0.032335-0.022884i,0.0073962-0.011636i,-0.0015962-0.0016912i,0.0095205+0.0035103i,0.020619+0.0028938i,0.018085+0.0024507i,0.0063561+0.0090399i,-0.0066787+0.018934i,-0.014958+0.030586i,-0.013675+0.041907i,-0.010133+0.042807i
