-0.0014667+0.00087205i,-0.00041361+0.00059858i,-5.4546e-05+0.0016496i,-6.1263e-05+0.0029729i,-0.0013266+0.0025275i,-0.0021224+0.001566i,-0.0017496+0.0017693i,-0.0011907+0.002498i,0.00072499+0.0019674i,0.0023645+0.0011551i,0.0020708+0.00055554i,0.0012056-0.00030423i,0.0001713-0.00072i,-0.00074632-0.0013484i,-0.00081121-0.0015595i,-0.0006768-0.00043058i,-0.00095527+0.00042492i,-0.00034766+0.00021378i,-2.8802e-05+8.509e-05i,-0.00015042-0.00037735i,0.00018381-0.00034519i,-0.00045041+0.00040306i,-0.00080416+0.00098809i
0.089916-0.11633i,0.09907-0.25086i,-0.0084243-0.29757i,-0.15449-0.14558i,-0.18533+0.065065i,-0.13561+0.13687i,-0.1111+0.09533i,-0.086157+0.05454i,-0.03933+0.0316i,-0.0095047+0.011199i,-0.0072109+0.0013634i,-0.014637+0.0037039i,-0.017559+0.011175i,-0.016184+0.016865i,-0.016135+0.015674i,-0.015558+0.0069447i,-0.015-0.0050042i,-0.014674-0.0098618i,-0.0083203-0.0053485i,0.0011609+0.00042659i,0.0055325+0.0020686i,0.0058493+0.0010563i,0.0060506+0.0013255i
0.063023+0.14898i,0.18891+0.26421i,0.33468+0.28159i,0.3804+0.16039i,0.30207+0.019197i,0.19986-0.037906i,0.12547-0.02857i,0.067008-0.011443i,0.028147-0.012939i,0.0069745-0.016719i,0.0015392-0.010961i,0.0053384-0.0065258i,0.0072272-0.0053359i,0.0066197-0.0035511i,0.0066354+0.0025498i,0.0072824+0.011313i,0.0077164+0.014581i,0.0070687+0.010558i,0.0044043+0.0029621i,-9.5369e-05-0.0024791i,-0.0028573-0.0039471i,-0.0033916-0.0033893i,-0.002648-0.0022713i
-0.16397-0.027029i,-0.32443-0.01853i,-0.40634-0.0011887i,-0.3397-0.032242i,-0.22541-0.093496i,-0.1434-0.10124i,-0.067588-0.068697i,-0.015662-0.044303i,-0.0028711-0.01775i,0.0023529+0.0023569i,0.0047665+0.0014627i,0.0036249-0.0035465i,0.003839-0.0061603i,0.001925-0.011592i,0.0010842-0.019422i,0.0022495-0.023573i,0.0028162-0.019117i,0.0043632-0.010887i,0.0048871-0.0044378i,0.0029276-0.0019824i,0.002893-0.0019104i,0.0032199-0.00071228i,-0.00058687+0.00078073i
0.10469-0.12465i,0.15841-0.24989i,0.12459-0.27614i,0.033479-0.10682i,-0.0028049+0.10254i,-0.00035453+0.15219i,-0.025579+0.095929i,-0.035898+0.052459i,-0.014789+0.02363i,-0.0032725+0.0026999i,-0.006614-0.0019726i,-0.012543+0.0017216i,-0.015196+0.0079894i,-0.012439+0.014047i,-0.0091898+0.016244i,-0.0079644+0.011434i,-0.0088718+0.0017333i,-0.010569-0.0033797i,-0.0088482-0.00016909i,-0.0052939+0.0052703i,-0.0053215+0.0068302i,-0.0046009+0.0050213i,-0.0011831+0.0035681i
0.062988+0.15526i,0.17138+0.28031i,0.29123+0.28474i,0.32048+0.11347i,0.24174-0.06579i,0.15594-0.10849i,0.11023-0.066972i,0.070386-0.031923i,0.031628-0.019712i,0.011196-0.013253i,0.0094012-0.0067714i,0.012518-0.0060518i,0.01226-0.0082141i,0.010161-0.0070944i,0.010144-0.00155i,0.01343+0.0076509i,0.015828+0.014305i,0.015208+0.012866i,0.010333+0.0056773i,0.003364-0.0012438i,0.00051232-0.0038619i,-0.00034402-0.0029178i,-0.00060038-0.0012026i
-0.16985-0.029905i,-0.35371-0.035813i,-0.4737-0.012586i,-0.43172+0.013309i,-0.30273+0.013722i,-0.1904+0.014328i,-0.10053+0.013694i,-0.038622+0.0030795i,-0.010513+0.0043263i,0.0027276+0.0075462i,0.0047665+0.00082486i,0.0018735-0.0037099i,0.0018737-0.0034727i,0.00074621-0.005751i,-0.00085219-0.012146i,-0.0026215-0.016764i,-0.0047321-0.016223i,-0.0046993-0.010772i,-0.0019951-0.0047574i,0.0006871-0.0025473i,0.002229-0.0026273i,0.0034006-0.0028282i,0.0019511-0.002411i
0.11118-0.12687i,0.20946-0.24543i,0.24466-0.26961i,0.19761-0.12199i,0.13936+0.051736i,0.085376+0.094662i,0.023339+0.062251i,-0.004559+0.037043i,-0.0010834+0.013841i,-0.0033398+6.1761e-05i,-0.0071377+0.0029426i,-0.0084447+0.0082292i,-0.011228+0.010526i,-0.012367+0.013115i,-0.011525+0.018668i,-0.010115+0.019563i,-0.0094612+0.011831i,-0.0097953+0.0045606i,-0.0079361+0.0031248i,-0.0041638+0.0041504i,-0.0034327+0.0046555i,-0.0040552+0.0046737i,-0.0021791+0.0035511i
0.055632+0.15538i,0.12766+0.28719i,0.18884+0.28463i,0.17359+0.088203i,0.098878-0.10571i,0.052565-0.14128i,0.049215-0.089739i,0.036254-0.043988i,0.013344-0.019421i,0.0032241-0.0097009i,0.004167-0.0061535i,0.0076944-0.0056882i,0.0082162-0.008321i,0.0070669-0.010859i,0.0079573-0.0091013i,0.011413-0.0026049i,0.01516+0.0045773i,0.016308+0.0055065i,0.01338-0.00066638i,0.0090171-0.0062907i,0.0072794-0.0075881i,0.0055575-0.0061678i,0.0032058-0.0034859i
-0.16995-0.030157i,-0.34981-0.04317i,-0.45703-0.0094601i,-0.39566+0.067433i,-0.2518+0.1158i,-0.1436+0.10284i,-0.081647+0.061818i,-0.039109+0.027019i,-0.009986+0.012138i,0.0043864+0.0038641i,0.0023022-0.0059428i,-0.0042005-0.0094575i,-0.0041427-0.0081536i,-0.0017687-0.0078501i,-0.0039521-0.011685i,-0.0096314-0.016289i,-0.012488-0.016272i,-0.011158-0.01039i,-0.0064495-0.0025207i,-0.0025866+0.0012796i,-0.0018614-0.0001379i,-0.0010613-0.002181i,-0.0011331-0.0023677i
0.11672-0.12595i,0.23947-0.24521i,0.31683-0.28644i,0.28986-0.18574i,0.20856-0.055067i,0.12473-0.0048088i,0.05268-0.0001745i,0.015023+0.0015874i,0.0041553-0.0035352i,-0.0019447-0.0040829i,-0.0015128+0.0037428i,0.00012763+0.010198i,-0.0024287+0.013081i,-0.0028938+0.014814i,-0.00015796+0.0184i,0.0020893+0.018582i,0.00036277+0.012419i,-0.0032567+0.0067566i,-0.0049392+0.0058894i,-0.004009+0.0072236i,-0.0029228+0.0075803i,-0.0027283+0.0068444i,-0.0014357+0.0051857i
0.045143+0.15596i,0.083699+0.29233i,0.085771+0.30723i,0.032547+0.13177i,-0.023876-0.053157i,-0.026768-0.094579i,0.0048143-0.061882i,0.014849-0.034141i,0.0068464-0.014618i,0.0045535-0.0044846i,0.0053388-0.0038419i,0.0055083-0.0058155i,0.0062643-0.0076655i,0.0072546-0.0099766i,0.0083282-0.012421i,0.010292-0.011043i,0.0129-0.0061996i,0.01435-0.0035071i,0.010651-0.0048874i,0.0051263-0.0068116i,0.0048062-0.006034i,0.0059098-0.0035963i,0.0052143-0.0012571i
-0.15547-0.036048i,-0.30931-0.061911i,-0.38209-0.03435i,-0.29399+0.066367i,-0.15267+0.14496i,-0.072341+0.13352i,-0.039738+0.082985i,-0.015328+0.040702i,0.0024029+0.014364i,0.0050446+0.00051158i,-0.0016766-0.0061754i,-0.0075238-0.0062084i,-0.0086669-0.0032837i,-0.0086379-0.00093581i,-0.0099927-0.0010296i,-0.011036-0.0035207i,-0.011832-0.0058081i,-0.011522-0.0055053i,-0.0091234-0.0023921i,-0.0062965+0.00079687i,-0.0054121+0.0018548i,-0.004724+0.00091148i,-0.0035085-0.00017497i
0.10844-0.11218i,0.23494-0.21841i,0.31724-0.27195i,0.28241-0.2288i,0.18766-0.14633i,0.10531-0.090214i,0.047173-0.051872i,0.018559-0.019654i,0.0081792-0.0080515i,0.0026989-0.003719i,0.0041443+0.0032082i,0.006267+0.0060954i,0.0030141+0.0063889i,0.00079296+0.0090007i,0.0029841+0.014269i,0.0063306+0.016643i,0.0078934+0.013696i,0.005943+0.0095485i,0.0037133+0.0054466i,0.0025649+0.002403i,0.00011155+0.0018314i,-0.0017102+0.0031635i,-0.00084233+0.004304i
0.033436+0.14448i,0.042142+0.28384i,0.0094211+0.32597i,-0.049642+0.19857i,-0.080167+0.044259i,-0.057946-0.0082101i,-0.021916-0.0080692i,-0.0085303-0.0053468i,-0.0039494+0.0016862i,0.0025476+0.002729i,0.0036151-0.0022881i,0.0035875-0.0056265i,0.005382-0.0087418i,0.003689-0.012397i,-0.00023992-0.014722i,0.00011318-0.013109i,0.0048597-0.007691i,0.0083074-0.0041812i,0.0086883-0.0054921i,0.0073394-0.00806i,0.0065405-0.0095672i,0.0059173-0.0085952i,0.0041536-0.0057274i
-0.13629-0.036994i,-0.25756-0.080073i,-0.29032-0.073142i,-0.18116+0.022701i,-0.053843+0.10988i,-0.0082216+0.10756i,-0.0051893+0.065172i,-0.00079194+0.028482i,0.0023089+0.0043724i,0.00010906-0.0049781i,-0.0041732-0.0051747i,-0.0066867-0.0021902i,-0.0059192+0.0018303i,-0.0049442+0.004038i,-0.0061257+0.0049077i,-0.0090344+0.0046395i,-0.01251+0.0020399i,-0.013585+0.00074439i,-0.010994+0.0031493i,-0.0071287+0.0060427i,-0.0057596+0.0059713i,-0.0058867+0.0031641i,-0.0060159+0.0006007i
0.09752-0.097899i,0.21153-0.18701i,0.27153-0.24146i,0.20787-0.23257i,0.10456-0.18332i,0.042598-0.12451i,0.014844-0.07324i,0.0056255-0.03495i,0.0022411-0.014284i,0.00067638-0.0038232i,0.0043641+0.0026293i,0.0065786+0.0047947i,0.0042156+0.0044068i,0.0043425+0.0040802i,0.0076134+0.0051454i,0.0091702+0.0057343i,0.0072982+0.005156i,0.0047922+0.0046699i,0.0036614+0.0032456i,0.0038127+0.0018631i,0.0030928+0.0015892i,0.0023339+0.0024245i,0.002778+0.0027834i
0.029341+0.12884i,0.023338+0.26638i,-0.016153+0.33087i,-0.058474+0.24983i,-0.069014+0.12714i,-0.045393+0.062403i,-0.016585+0.035083i,-0.0044307+0.017372i,0.0030547+0.010207i,0.0061987+0.0047883i,0.0018773-0.0010164i,-0.001342-0.004196i,-0.0021173-0.0074501i,-0.0046474-0.010414i,-0.0074654-0.013026i,-0.0059389-0.014285i,-0.00095506-0.012515i,0.0021048-0.01027i,0.0014337-0.0089504i,0.00081633-0.0074698i,0.0019807-0.0059483i,0.0035558-0.0053051i,0.003564-0.0048303i
-0.1143-0.03902i,-0.21284-0.097854i,-0.22321-0.12166i,-0.11394-0.056285i,-0.0088544+0.021773i,0.017513+0.034288i,0.012517+0.020456i,0.0097165+0.0095509i,0.0044521-0.0034184i,-0.0010599-0.0092421i,-0.003772-0.0076842i,-0.0040358-0.0040066i,-0.0021296+0.0016631i,0.00069434+0.0056746i,0.0024603+0.0072464i,0.0020005+0.0074359i,-0.0014141+0.0051633i,-0.005235+0.002941i,-0.0069507+0.0030396i,-0.0058179+0.0050939i,-0.0054129+0.0063632i,-0.0055661+0.0061914i,-0.003993+0.0045991i
0.084652-0.079867i,0.1807-0.14474i,0.21936-0.18197i,0.14154-0.18205i,0.044842-0.15831i,0.0047173-0.11091i,-0.0071574-0.063459i,-0.0080267-0.029697i,-0.0030155-0.0085703i,0.0019847+0.00084861i,0.0064616+0.0028709i,0.0076391+0.00095255i,0.0055654+0.00022241i,0.0051224+0.00074391i,0.006248+0.0010828i,0.0070837+0.0013768i,0.0089155+0.0025089i,0.01091+0.0037643i,0.01043+0.001736i,0.0083239-0.0013523i,0.0062183-0.0030316i,0.0044909-0.001958i,0.0039809+0.00046983i
0.020889+0.10906i,0.0134+0.22909i,-0.012907+0.29909i,-0.026449+0.25608i,-0.018565+0.16719i,-0.0034441+0.10147i,0.0068939+0.059514i,0.006437+0.029156i,0.0071758+0.01146i,0.007834+0.0028813i,0.0028627-0.00059229i,-0.00098066-0.0018016i,-0.0025666-0.0030812i,-0.0065739-0.0028266i,-0.011382-0.0019867i,-0.010577-0.0028342i,-0.0056913-0.0043921i,-0.0030791-0.0057593i,-0.0021415-0.0060949i,-0.0018384-0.0055809i,-0.0015158-0.0048788i,-0.001184-0.004744i,-0.002462-0.0049159i
-0.096116-0.037436i,-0.17527-0.099946i,-0.18401-0.14367i,-0.097682-0.10935i,-0.014248-0.044523i,0.0073933-0.018177i,0.007598-0.011552i,0.0092435-0.0069347i,0.0024364-0.0086851i,-0.005553-0.0085604i,-0.0065598-0.0053731i,-0.0037697-0.0019816i,-0.00011045+0.0011991i,0.0044726+0.0023869i,0.007232+0.0031843i,0.0057576+0.0054741i,0.0013327+0.0072484i,-0.0041961+0.0074461i,-0.0062475+0.007867i,-0.0041445+0.0076013i,-0.0029417+0.005614i,-0.002853+0.0046134i,-0.0030529+0.0033898i
0.073903-0.058303i,0.15534-0.10216i,0.18241-0.11916i,0.10184-0.11334i,0.0096317-0.097356i,-0.021869-0.063447i,-0.025495-0.031802i,-0.018594-0.012391i,-0.0044387+0.00021967i,0.0051154+0.0031269i,0.007782+0.00040236i,0.0051648-0.0018748i,-0.00044136-0.0018349i,-0.0032968-0.0010421i,-0.0027641-0.0011753i,-0.0018504-0.0024564i,-0.00024874-0.003478i,0.0038048-0.0030484i,0.0070247-0.0032626i,0.0078087-0.0049314i,0.0070166-0.0055589i,0.0058574-0.0043538i,0.0056434-0.0022163i
0.011972+0.090497i,0.0035816+0.19059i,-0.0090875+0.252i,0.0027324+0.22434i,0.020924+0.15522i,0.026433+0.094919i,0.025519+0.051813i,0.016274+0.023471i,0.010164+0.0089354i,0.0086467+0.0017435i,0.0049498-0.0018299i,0.002023-0.0025124i,0.00083477-0.0034985i,-0.003096-0.0037328i,-0.0079061-0.0022646i,-0.0072456-0.0025476i,-0.0044612-0.0061298i,-0.0049719-0.008683i,-0.0073082-0.0068454i,-0.0074531-0.0028138i,-0.0048095-0.00042066i,-0.0023464-0.00068714i,-0.0014256-0.0017426i
-0.077431-0.035947i,-0.14395-0.099078i,-0.16079-0.15266i,-0.10712-0.13974i,-0.04597-0.091627i,-0.02059-0.059566i,-0.010663-0.039582i,-0.0031758-0.023232i,-0.0069372-0.014416i,-0.010867-0.008016i,-0.0073073-0.0022457i,-0.0020018-0.00016181i,0.0034265+0.00076368i,0.0097848-0.00029121i,0.013715-0.0019783i,0.012685-0.0004412i,0.0083026+0.0034452i,0.004262+0.0073298i,0.0019256+0.0092662i,0.00098483+0.0082332i,0.00025031+0.0053424i,-3.4172e-05+0.0045165i,0.00084612+0.0055327i
0.063575-0.043354i,0.13645-0.06745i,0.16526-0.065139i,0.10075-0.049336i,0.023753-0.035023i,-0.0032591-0.014039i,-0.0095081+0.00079739i,-0.0073661+0.0040764i,0.0025147+0.0047924i,0.0079845+0.0029742i,0.0065166+0.00038362i,0.00034462-0.00028773i,-0.0060901+0.0013681i,-0.0092814+0.0041598i,-0.009354+0.0051351i,-0.0076756+0.0026695i,-0.0030886-0.0004833i,0.0038911-0.0028431i,0.0079307-0.0060706i,0.0073538-0.0076206i,0.0046375-0.0068074i,0.0024123-0.0056776i,0.0017454-0.0048263i
0.0076474+0.071983i,-0.004622+0.15138i,-0.013718+0.19774i,0.0088521+0.17344i,0.032078+0.11844i,0.033197+0.067545i,0.031577+0.033699i,0.024412+0.014061i,0.013643-0.00024269i,0.0061078-0.0070237i,0.00084173-0.0059069i,-7.9109e-05-0.0036874i,0.0016062-0.0042734i,-0.00029643-0.0041138i,-0.002727-0.0022674i,-0.0029066-0.00066665i,-0.0032455-0.00094224i,-0.0058214-0.0018441i,-0.0094401-0.00072655i,-0.0099494+0.0017829i,-0.0062818+0.0030314i,-0.0031244+0.0017746i,-0.0030986-0.0003419i
-0.063142-0.028443i,-0.12014-0.08539i,-0.14399-0.13534i,-0.11674-0.1319i,-0.07443-0.096059i,-0.047158-0.063528i,-0.030793-0.037459i,-0.016272-0.01756i,-0.0091073-0.0080464i,-0.0065059-0.0045437i,-0.0042867-0.0019105i,-0.002201-0.00022601i,0.0018493-0.00010893i,0.0071855-0.0012154i,0.010212-0.0019703i,0.0091705-0.00030837i,0.0063954+0.0034966i,0.0056033+0.0070645i,0.0061849+0.007912i,0.0060062+0.0044001i,0.0041257+0.00046911i,0.0030205+0.00023472i,0.0029127+0.0020527i
0.050952-0.036384i,0.11643-0.050308i,0.15065-0.03787i,0.1103-0.012251i,0.050365+0.0049432i,0.019712+0.016246i,0.0028642+0.019802i,-0.0021167+0.015597i,0.0067711+0.01125i,0.012311+0.0052459i,0.0087679-0.00063961i,0.0015125-0.0013567i,-0.0055593+0.0016117i,-0.010243+0.0059092i,-0.010877+0.0071626i,-0.0095919+0.0030732i,-0.0070661-0.002798i,-0.0033113-0.0070718i,-0.000599-0.0098973i,7.4692e-05-0.0095057i,0.00018551-0.0060105i,0.00076302-0.0041869i,0.0006507-0.0041363i
0.0046546+0.057272i,-0.0088105+0.11924i,-0.022012+0.1524i,-0.0050601+0.12701i,0.018338+0.077564i,0.024357+0.032085i,0.026173+0.0054247i,0.02007-0.0018563i,0.008592-0.0035071i,0.0029288-0.00306i,0.0022914-0.003018i,0.0040833-0.0052961i,0.0068496-0.0086445i,0.0060884-0.0099008i,0.0031404-0.0082179i,0.0025803-0.0056971i,0.001466-0.0034547i,-0.0033921-0.0013359i,-0.0080994+0.0022623i,-0.0079351+0.0061897i,-0.0051403+0.007306i,-0.0027245+0.0057821i,-0.0012078+0.003414i
-0.04744-0.022718i,-0.094229-0.069093i,-0.11903-0.11367i,-0.108-0.11353i,-0.077085-0.08055i,-0.049057-0.044576i,-0.033162-0.020835i,-0.021948-0.0085797i,-0.015548-0.0011459i,-0.010672+0.0033945i,-0.0053588+0.0050402i,-0.0027408+0.0047029i,-0.00034051+0.0045074i,0.0049396+0.0029527i,0.0095751+0.00089403i,0.0092405+0.0011537i,0.0081244+0.0030177i,0.0093303+0.0041952i,0.011205+0.0033446i,0.010933+0.00013528i,0.0066961-0.0027989i,0.0029245-0.0019769i,0.0027049+0.00078284i
0.041527-0.024726i,0.098812-0.032559i,0.14195-0.016463i,0.12524+0.009104i,0.07608+0.023714i,0.041669+0.027504i,0.021502+0.023761i,0.010621+0.013658i,0.009694+0.0033008i,0.0076892-0.0030714i,0.0037496-0.0044372i,-0.00063521-0.0017148i,-0.0071347+0.0024826i,-0.012315+0.0063991i,-0.013205+0.0085274i,-0.011226+0.0058794i,-0.0083352-0.00083447i,-0.0054547-0.0064325i,-0.0040799-0.0085767i,-0.0045886-0.0068438i,-0.0044126-0.0029394i,-0.0041105-0.0014252i,-0.0037434-0.0023393i
0.00023508+0.043388i,-0.018458+0.091059i,-0.040688+0.11481i,-0.03586+0.088525i,-0.015293+0.042327i,-0.0041911+0.0065404i,0.0064699-0.010302i,0.012478-0.012989i,0.0082382-0.012553i,0.0025358-0.0098401i,-0.00018576-0.0066531i,0.001717-0.0075481i,0.0050374-0.012232i,0.0056224-0.015296i,0.0046565-0.013569i,0.0045434-0.0085064i,0.0040434-0.0022449i,9.8506e-05+0.0041403i,-0.0037914+0.0091246i,-0.0032116+0.0090136i,-0.00027069+0.0047277i,0.0016142+0.0014691i,0.0012896+0.00091425i
-0.03603-0.019332i,-0.069489-0.057752i,-0.088323-0.093513i,-0.081486-0.091366i,-0.05892-0.060805i,-0.038075-0.028265i,-0.028604-0.0068352i,-0.017536+0.0021466i,-0.005961+0.0052911i,-0.00018555+0.0045352i,0.00065429+0.0032104i,-0.00066501+0.0045843i,0.0011523+0.0067786i,0.0038425+0.0066666i,0.0041911+0.0046746i,0.0043412+0.0037277i,0.0045082+0.0036628i,0.0063909+0.0018993i,0.0092458-0.0017491i,0.0089503-0.0056617i,0.0053059-0.0066137i,0.0027464-0.0042353i,0.0023648-0.0016441i
0.032163-0.015455i,0.080807-0.018846i,0.12269-0.0039862i,0.11899+0.016761i,0.083019+0.025223i,0.051345+0.020642i,0.03208+0.014429i,0.020045+0.011482i,0.015693+0.0067014i,0.011604+0.00019329i,0.0051512-0.0032371i,-0.00072054-0.0019712i,-0.0053166+0.0012213i,-0.0080775+0.0034236i,-0.009219+0.0048923i,-0.0090645+0.0040115i,-0.0083512-0.00030144i,-0.0083598-0.0044168i,-0.0092239-0.0046643i,-0.0084864+0.00049969i,-0.0052109+0.0045886i,-0.0028196+0.0032523i,-0.0029705+0.00049114i
-0.0035708+0.030927i,-0.02612+0.069126i,-0.054511+0.087065i,-0.057658+0.063331i,-0.040313+0.024241i,-0.023837-0.0015131i,-0.0097245-0.01105i,-0.0037531-0.010009i,-0.0061424-0.0053647i,-0.0050934-0.0015452i,-0.0015861-0.0020714i,0.0013394-0.007068i,0.0044975-0.012317i,0.0064076-0.01434i,0.0064802-0.013178i,0.0065111-0.0092744i,0.0065955-0.0026418i,0.0044603+0.0040467i,0.0029144+0.007884i,0.0034564+0.0067961i,0.0039162+0.0023756i,0.0036607+0.00010824i,0.0032877+0.0003511i
-0.024461-0.019608i,-0.047236-0.053103i,-0.057715-0.083337i,-0.04767-0.076628i,-0.029015-0.043379i,-0.016554-0.010576i,-0.01594+0.0075448i,-0.015612+0.0095936i,-0.01007+0.0066329i,-0.0040712+0.0042423i,-0.00042064+0.0038013i,0.0006704+0.0061042i,0.0010503+0.010079i,0.0024942+0.011672i,0.0033766+0.0095544i,0.0024434+0.005483i,0.0021834+0.00082177i,0.0036484-0.0036525i,0.0047348-0.0073512i,0.0033341-0.0081531i,0.00046107-0.0051962i,-0.00049326-0.0016222i,0.00036642-0.0002914i
0.026447-0.010863i,0.067626-0.01074i,0.10375+0.0031383i,0.10026+0.020513i,0.067603+0.025034i,0.039157+0.014555i,0.025232+0.0013344i,0.017578-0.0052654i,0.011754-0.0080443i,0.0059696-0.0087617i,0.00107-0.0063443i,-0.00048918-0.0028767i,-0.0032254-0.0011181i,-0.0079168-0.0014473i,-0.0096672-0.00058568i,-0.0080754+0.001378i,-0.0067847+0.00079127i,-0.0078773-0.00055464i,-0.0093884+0.00085093i,-0.0074505+0.0041971i,-0.0040356+0.0055377i,-0.0022609+0.0044273i,-0.0016314+0.0026432i
-0.0051181+0.026092i,-0.027455+0.05681i,-0.058335+0.070318i,-0.069255+0.04765i,-0.055298+0.013663i,-0.036196-0.0053606i,-0.018225-0.010788i,-0.0049541-0.010879i,-0.00058812-0.0089592i,-0.00016622-0.005787i,-0.00030067-0.0039264i,0.00034553-0.0056827i,0.0031562-0.0090954i,0.0052764-0.011452i,0.006541-0.010593i,0.0078933-0.0074i,0.0086544-0.0030034i,0.0085566+0.0023859i,0.0089799+0.0040233i,0.0092618+0.00041818i,0.00768-0.0036844i,0.0046048-0.0041926i,0.0028396-0.0018668i
-0.02179-0.014667i,-0.034887-0.045653i,-0.03384-0.071509i,-0.016856-0.063122i,-0.000347-0.0312i,0.0064261-0.0038102i,0.0045723+0.010933i,0.0020135+0.013948i,0.004054+0.010749i,0.0061117+0.0064026i,0.0048629+0.0044909i,0.0023701+0.0062503i,0.0011265+0.0099926i,0.0007675+0.011645i,0.00065011+0.0096287i,-0.00051377+0.0059321i,-0.0018917+0.001838i,-0.0011541-0.0024739i,-0.00042593-0.0065187i,-0.0007358-0.0067866i,-0.001458-0.0032282i,-0.0014262-3.6456e-05i,-0.00081904+0.00074636i
0.022691-0.007356i,0.055991-0.0031248i,0.082026+0.011973i,0.076864+0.022017i,0.049284+0.01632i,0.024911+0.0025675i,0.015216-0.0062757i,0.01321-0.0051284i,0.010179-0.0026185i,0.0049923-0.0035909i,0.00068634-0.0049264i,-0.0022257-0.0045445i,-0.0055614-0.0039589i,-0.0075856-0.0030729i,-0.0072911-0.001244i,-0.0063504+0.00078212i,-0.0049926+0.0022011i,-0.0051993+0.0037174i,-0.0056931+0.006488i,-0.0039527+0.0091295i,-0.0020327+0.0081478i,-0.00058546+0.0043475i,-0.00021328+0.0016163i
-0.0054891+0.0219i,-0.026605+0.044958i,-0.055934+0.054504i,-0.067501+0.034623i,-0.053757+0.0092195i,-0.034597+0.0009403i,-0.022567+0.0012916i,-0.015117+0.00039018i,-0.0098712-6.0682e-05i,-0.004645+0.00013361i,-0.0007814-0.00093797i,0.00036275-0.0051236i,0.0020467-0.0084919i,0.0041453-0.0081002i,0.0049831-0.0066639i,0.0056233-0.0053276i,0.0068196-0.0036666i,0.0077888-0.00098665i,0.0082811-0.0013339i,0.0073348-0.0049309i,0.0052074-0.0070393i,0.0027601-0.0062972i,0.00082972-0.0043293i
-0.016095-0.014214i,-0.024508-0.04015i,-0.016836-0.062915i,0.0033064-0.054795i,0.01614-0.025577i,0.016246-0.0028351i,0.0099505+0.0076351i,0.0038581+0.0093132i,0.0021508+0.0057035i,0.0023058+0.0024026i,0.0024139+0.0030886i,0.0036931+0.0063819i,0.0040361+0.0091536i,0.0018389+0.0092969i,-0.0011282+0.0081285i,-0.0026206+0.0060854i,-0.003768+0.0018118i,-0.0062268-0.0033902i,-0.0078152-0.0054005i,-0.0074938-0.0029799i,-0.0050251+0.0006368i,-0.0020644+0.001652i,4.9004e-05+0.0016605i
0.015479-0.0061573i,0.040196-0.00011833i,0.057895+0.016365i,0.048376+0.026086i,0.024297+0.018427i,0.007935+0.0020284i,0.0052598-0.010909i,0.0078615-0.01368i,0.0063657-0.011291i,0.0015509-0.0085538i,-0.0013571-0.0059236i,-0.0027996-0.0050627i,-0.0046972-0.0056124i,-0.0057874-0.0059932i,-0.0044968-0.0048974i,-0.0023414-0.0014935i,-0.00086658+0.001416i,-0.00061451+0.0039922i,-0.00039711+0.0067027i,0.00023532+0.0061421i,0.0012323+0.0033576i,0.0015803+0.001496i,0.0014651+0.00052939i
-0.0030347+0.014444i,-0.020476+0.032546i,-0.046679+0.039241i,-0.057097+0.025065i,-0.044255+0.008184i,-0.025718+0.0058444i,-0.014046+0.008325i,-0.0086995+0.0053601i,-0.0044846+0.0010924i,-0.0012946-4.4997e-06i,-0.00079017-0.00069675i,-0.0010545-0.0025698i,0.0008104-0.0038305i,0.0035955-0.004353i,0.0048184-0.004615i,0.0046029-0.0053129i,0.0050569-0.0061589i,0.006268-0.0057708i,0.0062944-0.0073006i,0.0046738-0.0097274i,0.0030903-0.0089173i,0.0016064-0.0064794i,5.3623e-05-0.0042032i
-0.0093341-0.010061i,-0.013569-0.032612i,-0.0036213-0.05385i,0.015472-0.048758i,0.024331-0.023856i,0.020311-0.0057064i,0.013789+0.0030012i,0.010123+0.0069217i,0.0086911+0.0050645i,0.00666+0.00089409i,0.0043851-0.00012565i,0.0036935+0.0029434i,0.0028891+0.0068653i,0.00090404+0.0083106i,-0.0010414+0.0076331i,-0.0021577+0.0064709i,-0.003848+0.003808i,-0.006228+0.00040857i,-0.0073989+0.00075904i,-0.0057665+0.004101i,-0.0033092+0.0058748i,-0.0014686+0.0054557i,0.00041868+0.0038199i
0.011624-0.0024625i,0.028196+0.004622i,0.037863+0.021885i,0.026008+0.03042i,0.0057596+0.019346i,-0.0052267+0.0026964i,-0.0051565-0.0077582i,0.00026034-0.0098749i,0.0027963-0.0061553i,0.0019408-0.0033827i,-0.00038126-0.0047262i,-0.0027944-0.0058728i,-0.0046414-0.0057161i,-0.0048407-0.0046237i,-0.0023933-0.0032123i,0.00038525-0.00086669i,0.0022417+0.0020933i,0.0042385+0.0043124i,0.0058796+0.0049546i,0.0054518+0.0038836i,0.0027706+0.0019793i,0.00011338+0.00065882i,-0.00072648-0.0003661i
